Orthogroup	ORYLA	CAEEL
OG0001017	ORYLA15745	CAEEL09308
OG0001018	ORYLA04621	CAEEL00183
OG0001019	ORYLA01968, ORYLA01969, ORYLA20371, ORYLA16086	CAEEL13859, CAEEL13858
OG0001022	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	ORYLA11181, ORYLA12354, ORYLA13986	CAEEL05078
OG0001024	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767	CAEEL11623
OG0001028	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310	CAEEL01212
OG0001029	ORYLA15182, ORYLA07577	CAEEL01262
OG0001030	ORYLA06855, ORYLA12212, ORYLA11995, ORYLA10701, ORYLA05220	CAEEL11812
OG0001031	ORYLA05281	CAEEL12448
OG0001032	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152	CAEEL20070, CAEEL15717
OG0001033	ORYLA13566, ORYLA13207	CAEEL10717
OG0001034	ORYLA16497, ORYLA08333, ORYLA09185	CAEEL07054, CAEEL07055
OG0001036	ORYLA15963, ORYLA02163, ORYLA05632	CAEEL18611
OG0001037	ORYLA18034, ORYLA02947, ORYLA08956	CAEEL18600
OG0001038	ORYLA00365, ORYLA00910, ORYLA05052, ORYLA00017	CAEEL20450
OG0001039	ORYLA17932	CAEEL08415
OG0001039	ORYLA14221	CAEEL10624
OG0001042	ORYLA11092, ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093	CAEEL09943
OG0001046	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732	CAEEL19183
OG0001050	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038	CAEEL14076, CAEEL15706
OG0001052	ORYLA18159, ORYLA04669	CAEEL10987
OG0001053	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475	CAEEL07572
OG0001053	ORYLA20458	CAEEL09742
OG0001058	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823	CAEEL19015
OG0001060	ORYLA11754	CAEEL15786
OG0001062	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265	CAEEL08101
OG0001063	ORYLA04692	CAEEL15713, CAEEL15714
OG0001066	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783	CAEEL12576
OG0001072	ORYLA17591	CAEEL08406
OG0001075	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387	CAEEL11648, CAEEL18873
OG0001076	ORYLA04025, ORYLA03193, ORYLA12782	CAEEL07541
OG0001077	ORYLA10005	CAEEL18659
OG0001078	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617	CAEEL19295
OG0001079	ORYLA13958, ORYLA14764, ORYLA20201	CAEEL10503
OG0001080	ORYLA06070	CAEEL08359
OG0001082	ORYLA16190, ORYLA14374	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	ORYLA08355, ORYLA01216, ORYLA10438	CAEEL06682
OG0001084	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417	CAEEL01831
OG0001085	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405	CAEEL09995, CAEEL09996
OG0001092	ORYLA00474, ORYLA04030, ORYLA03185, ORYLA00476	CAEEL07387
OG0001093	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876	CAEEL00638, CAEEL00637
OG0001094	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201	CAEEL13053, CAEEL13054
OG0001095	ORYLA13938, ORYLA08700, ORYLA02122	CAEEL07595
OG0001096	ORYLA08777, ORYLA09557	CAEEL04621, CAEEL17752
OG0001101	ORYLA10929	CAEEL11585
OG0001102	ORYLA05217, ORYLA05138, ORYLA20024	CAEEL08853
OG0001103	ORYLA08995	CAEEL18815
OG0001104	ORYLA12177	CAEEL09176, CAEEL09177
OG0001104	ORYLA01647, ORYLA11309	CAEEL20081
OG0001107	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544	CAEEL18427
OG0001108	ORYLA14450, ORYLA18375	CAEEL09307
OG0001109	ORYLA16661, ORYLA14078	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001112	ORYLA12894, ORYLA09914, ORYLA08799	CAEEL19902
OG0001112	ORYLA07255	CAEEL19901
OG0001113	ORYLA16987	CAEEL15158
OG0001113	ORYLA03611	CAEEL01128
OG0001113	ORYLA00138	CAEEL07385
OG0001114	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778	CAEEL11582, CAEEL01758, CAEEL01759
OG0001116	ORYLA08841	CAEEL04351
OG0001123	ORYLA17704	CAEEL02049
OG0001124	ORYLA08277, ORYLA02278	CAEEL08814
OG0001126	ORYLA07447	CAEEL04859
OG0001127	ORYLA20099	CAEEL07664
OG0001131	ORYLA00774, ORYLA11383	CAEEL14208
OG0001132	ORYLA15693	CAEEL04290
OG0001133	ORYLA02500	CAEEL11294
OG0001135	ORYLA16838, ORYLA16856	CAEEL02069
OG0001136	ORYLA13203, ORYLA06530, ORYLA12133	CAEEL02001
OG0001137	ORYLA03035, ORYLA00090, ORYLA03842	CAEEL04790
OG0001138	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997	CAEEL07800, CAEEL07799
OG0001139	ORYLA15805	CAEEL06928, CAEEL15457
OG0001140	ORYLA05368, ORYLA02157, ORYLA10675	CAEEL14389
OG0001141	ORYLA02472, ORYLA17498	CAEEL01107, CAEEL01106
OG0001142	ORYLA07693	CAEEL12657
OG0001143	ORYLA11035, ORYLA12195, ORYLA06058	CAEEL01013
OG0001155	ORYLA02504, ORYLA02505	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526
OG0001156	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003	CAEEL20728
OG0001158	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120, ORYLA13611	CAEEL00147
OG0001159	ORYLA10160, ORYLA05356	CAEEL07987, CAEEL18966
OG0001160	ORYLA11144, ORYLA18207	CAEEL16381, CAEEL20121
OG0001162	ORYLA03278, ORYLA04547, ORYLA08795	CAEEL18096
OG0001163	ORYLA08093, ORYLA04995	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	ORYLA06374	CAEEL07306
OG0001165	ORYLA11504	CAEEL19696
OG0001167	ORYLA10169, ORYLA12428, ORYLA04713	CAEEL04546
OG0001168	ORYLA14387	CAEEL02000
OG0001171	ORYLA09088, ORYLA11731, ORYLA02030, ORYLA05693, ORYLA15553	CAEEL20677
OG0001172	ORYLA08914, ORYLA06213, ORYLA09461	CAEEL13596
OG0001175	ORYLA17323, ORYLA17834, ORYLA02704	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001177	ORYLA07071, ORYLA17818	CAEEL08262, CAEEL18706
OG0001178	ORYLA12858	CAEEL05306
OG0001179	ORYLA12445, ORYLA14131	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603	CAEEL00751
OG0001181	ORYLA09302, ORYLA06967, ORYLA16422	CAEEL08327
OG0001183	ORYLA01780	CAEEL12969, CAEEL02318
OG0001184	ORYLA01867	CAEEL20576
OG0001184	ORYLA12325	CAEEL19676
OG0001185	ORYLA01991, ORYLA19744	CAEEL01778
OG0001186	ORYLA06474, ORYLA12462, ORYLA14584	CAEEL00480
OG0001186	ORYLA12305	CAEEL09703
OG0001188	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742	CAEEL14362
OG0001189	ORYLA20265, ORYLA15490, ORYLA10691, ORYLA11979, ORYLA07034	CAEEL01928
OG0001191	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	ORYLA13277	CAEEL11613
OG0001201	ORYLA15842, ORYLA14298, ORYLA15310	CAEEL02666
OG0001203	ORYLA01043, ORYLA10082, ORYLA00091	CAEEL09769
OG0001204	ORYLA04102, ORYLA03247	CAEEL09132
OG0001208	ORYLA06825, ORYLA09868, ORYLA01795	CAEEL10574
OG0001209	ORYLA07316, ORYLA00319	CAEEL00442
OG0001210	ORYLA11799	CAEEL06396
OG0001210	ORYLA06775	CAEEL06380
OG0001213	ORYLA08112	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	ORYLA09019	CAEEL08401
OG0001215	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222	CAEEL11249
OG0001216	ORYLA07420	CAEEL04644
OG0001217	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595	CAEEL08746
OG0001218	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468	CAEEL20131, CAEEL14167
OG0001219	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777	CAEEL20379
OG0001220	ORYLA02345	CAEEL07890
OG0001221	ORYLA07491	CAEEL13124
OG0001223	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963	CAEEL02795
OG0001224	ORYLA16020, ORYLA14224	CAEEL07196
OG0001225	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488	CAEEL02873
OG0001226	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656, ORYLA01461, ORYLA01460, ORYLA11722	CAEEL02848, CAEEL02849
OG0001230	ORYLA05997	CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949
OG0001233	ORYLA07453	CAEEL03755, CAEEL04189
OG0001234	ORYLA05594, ORYLA02233, ORYLA19956	CAEEL00806
OG0001236	ORYLA05535, ORYLA05857	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	ORYLA01295, ORYLA07056	CAEEL05166, CAEEL11182
OG0001239	ORYLA14159, ORYLA20197	CAEEL12011
OG0001241	ORYLA15497	CAEEL01749
OG0001241	ORYLA01008	CAEEL19375
OG0001243	ORYLA07317, ORYLA07318, ORYLA12130	CAEEL01806
OG0001247	ORYLA10879, ORYLA15933, ORYLA18030	CAEEL10570
OG0001248	ORYLA08537, ORYLA07036, ORYLA14359, ORYLA16193	CAEEL08830
OG0001249	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089	CAEEL06406
OG0001250	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768	CAEEL18712
OG0001251	ORYLA12301, ORYLA08970	CAEEL01802
OG0001252	ORYLA19528, ORYLA08946, ORYLA13487	CAEEL05030
OG0001253	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691	CAEEL10888, CAEEL10887
OG0001254	ORYLA12036, ORYLA14643	CAEEL00935
OG0001256	ORYLA10228	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	ORYLA07239, ORYLA00479, ORYLA09455	CAEEL07850
OG0001262	ORYLA02427	CAEEL15249, CAEEL20627
OG0001266	ORYLA09233, ORYLA07109, ORYLA14460	CAEEL07143
OG0001267	ORYLA17985, ORYLA00677	CAEEL14111
OG0001268	ORYLA13833, ORYLA00335, ORYLA15813	CAEEL11342
OG0001270	ORYLA07988, ORYLA18804	CAEEL01959
OG0001271	ORYLA09251, ORYLA07889, ORYLA14013	CAEEL08717, CAEEL00634
OG0001272	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178	CAEEL07720, CAEEL09293
OG0001274	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	ORYLA16678, ORYLA00727	CAEEL20013
OG0001278	ORYLA13327	CAEEL10735
OG0001279	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452	CAEEL00726
OG0001281	ORYLA03725, ORYLA20463, ORYLA18306, ORYLA20026, ORYLA07382	CAEEL05459
OG0001282	ORYLA04230, ORYLA10205, ORYLA08831	CAEEL04296
OG0001284	ORYLA09027	CAEEL08223
OG0001284	ORYLA01634, ORYLA14635	CAEEL01272
OG0001285	ORYLA10432, ORYLA05192, ORYLA17636, ORYLA14476	CAEEL06501
OG0001287	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961	CAEEL16475
OG0001288	ORYLA02421, ORYLA14902, ORYLA02420	CAEEL18355
OG0001290	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829	CAEEL12279
OG0001291	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147	CAEEL11483
OG0001292	ORYLA09364, ORYLA10046	CAEEL07942
OG0001293	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584	CAEEL07048
OG0001294	ORYLA10122, ORYLA11435	CAEEL15893
OG0001296	ORYLA07385, ORYLA00095, ORYLA19357, ORYLA19356	CAEEL00003, CAEEL14758
OG0001300	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280	CAEEL09562
OG0001302	ORYLA12923	CAEEL01736
OG0001302	ORYLA05687	CAEEL12633
OG0001304	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822	CAEEL00728
OG0001305	ORYLA18154, ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351	CAEEL19700
OG0001306	ORYLA06638, ORYLA13454	CAEEL05042
OG0001310	ORYLA10760	CAEEL16286
OG0001311	ORYLA02079, ORYLA06081	CAEEL07271, CAEEL18160
OG0001315	ORYLA16949, ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636	CAEEL20540
OG0001318	ORYLA08255	CAEEL06153
OG0001318	ORYLA09731	CAEEL02686
OG0001319	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481	CAEEL15967
OG0001320	ORYLA11905	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001321	ORYLA06094, ORYLA02144	CAEEL02303, CAEEL00016
OG0001325	ORYLA18675, ORYLA10649, ORYLA08927	CAEEL12980
OG0001326	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	ORYLA11280, ORYLA14397	CAEEL12070
OG0001329	ORYLA10954, ORYLA14747	CAEEL03625, CAEEL07934
OG0001330	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273	CAEEL07772
OG0001333	ORYLA17399, ORYLA07772	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001337	ORYLA02348, ORYLA17664, ORYLA06931	CAEEL08858
OG0001339	ORYLA11675	CAEEL01555
OG0001341	ORYLA19403, ORYLA14314	CAEEL12273
OG0001344	ORYLA02700	CAEEL12166
OG0001348	ORYLA19323, ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010	CAEEL20290
OG0001350	ORYLA06653	CAEEL06068, CAEEL05555
OG0001351	ORYLA04330	CAEEL20071, CAEEL20072
OG0001353	ORYLA06297, ORYLA20269	CAEEL07231
OG0001355	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331	CAEEL19633
OG0001356	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021	CAEEL10619
OG0001357	ORYLA07719, ORYLA10513, ORYLA03046	CAEEL15128
OG0001363	ORYLA14931, ORYLA06964, ORYLA02934	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	ORYLA07287, ORYLA06962	CAEEL16269
OG0001366	ORYLA19471, ORYLA08891, ORYLA09706	CAEEL07140
OG0001367	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559	CAEEL16176
OG0001368	ORYLA04793, ORYLA11335, ORYLA10470	CAEEL15247
OG0001369	ORYLA13851, ORYLA13852, ORYLA13773, ORYLA14398	CAEEL05836
OG0001370	ORYLA12598, ORYLA14966	CAEEL19838
OG0001370	ORYLA18543	CAEEL11201
OG0001372	ORYLA13141	CAEEL04824, CAEEL16917
OG0001374	ORYLA12417	CAEEL02048
OG0001375	ORYLA11959, ORYLA01972, ORYLA01971	CAEEL01718
OG0001376	ORYLA03122, ORYLA05570, ORYLA09409, ORYLA08741	CAEEL18806
OG0001378	ORYLA17783, ORYLA02855, ORYLA04943, ORYLA00326, ORYLA01139, ORYLA01326	CAEEL01898
OG0001379	ORYLA06942, ORYLA12825, ORYLA01022, ORYLA01021, ORYLA04265	CAEEL20800, CAEEL08440
OG0001380	ORYLA04452, ORYLA03211, ORYLA01164, ORYLA00371	CAEEL07027
OG0001381	ORYLA13157, ORYLA12338, ORYLA02912, ORYLA18091	CAEEL01510
OG0001387	ORYLA08421, ORYLA09694, ORYLA15977	CAEEL01449, CAEEL05040, CAEEL06498
OG0001389	ORYLA12186, ORYLA07219, ORYLA20465	CAEEL06582
OG0001394	ORYLA01445	CAEEL16146
OG0001395	ORYLA10336, ORYLA12492, ORYLA01370, ORYLA08821	CAEEL01604
OG0001397	ORYLA01225, ORYLA05017	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	ORYLA08172	CAEEL19290
OG0001399	ORYLA04243, ORYLA12652, ORYLA18690	CAEEL00972
OG0001404	ORYLA16925	CAEEL15778
OG0001405	ORYLA12568, ORYLA05423	CAEEL00987
OG0001405	ORYLA07257	CAEEL02297
OG0001408	ORYLA02846, ORYLA00579, ORYLA08954	CAEEL19513
OG0001409	ORYLA05905, ORYLA01929, ORYLA09977	CAEEL02567
OG0001410	ORYLA16518	CAEEL16277
OG0001411	ORYLA12881	CAEEL07405
OG0001413	ORYLA17782	CAEEL08368
OG0001414	ORYLA05226, ORYLA18972	CAEEL13823
OG0001417	ORYLA00545	CAEEL02921
OG0001418	ORYLA17080, ORYLA13376, ORYLA13151, ORYLA06383, ORYLA02393	CAEEL11722
OG0001421	ORYLA11990, ORYLA11681	CAEEL14241
OG0001422	ORYLA08800, ORYLA05608, ORYLA05609, ORYLA09888	CAEEL06778
OG0001423	ORYLA06105, ORYLA06106, ORYLA19580, ORYLA13563, ORYLA00859, ORYLA17104	CAEEL18493
OG0001424	ORYLA13598	CAEEL12121
OG0001425	ORYLA11812, ORYLA14660, ORYLA02799, ORYLA17328	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	ORYLA13127, ORYLA13128, ORYLA16142, ORYLA14438, ORYLA07443	CAEEL06005, CAEEL06004
OG0001428	ORYLA15651, ORYLA13762, ORYLA18311, ORYLA05873, ORYLA01893	CAEEL05279
OG0001429	ORYLA11872	CAEEL04279
OG0001430	ORYLA11790, ORYLA01079, ORYLA10149, ORYLA03115, ORYLA03625	CAEEL14236
OG0001432	ORYLA19855, ORYLA16066, ORYLA06470, ORYLA11304	CAEEL18746
OG0001433	ORYLA10563, ORYLA19887, ORYLA02213, ORYLA05137	CAEEL01226
OG0001436	ORYLA09342, ORYLA06774	CAEEL01644, CAEEL01645
OG0001437	ORYLA09273, ORYLA06548, ORYLA09274	CAEEL01346, CAEEL01345
OG0001440	ORYLA06607, ORYLA09297	CAEEL02919
OG0001445	ORYLA18556, ORYLA03367, ORYLA03366	CAEEL10043, CAEEL10044
OG0001446	ORYLA03689	CAEEL19040, CAEEL19039
OG0001447	ORYLA01063	CAEEL00798, CAEEL00797
OG0001449	ORYLA11305	CAEEL05216
OG0001452	ORYLA17672, ORYLA12044, ORYLA18698	CAEEL02837
OG0001458	ORYLA20478, ORYLA20479, ORYLA04251, ORYLA01275, ORYLA09939, ORYLA08813	CAEEL04619
OG0001459	ORYLA16343	CAEEL20135, CAEEL17975
OG0001460	ORYLA02314	CAEEL11040, CAEEL11027
OG0001461	ORYLA19866	CAEEL09368
OG0001462	ORYLA11791	CAEEL03309
OG0001464	ORYLA09804, ORYLA08394, ORYLA05677, ORYLA16104, ORYLA14378	CAEEL07180
OG0001466	ORYLA11704, ORYLA01209	CAEEL00165
OG0001468	ORYLA08601, ORYLA08600, ORYLA09151, ORYLA06717, ORYLA09660, ORYLA16189, ORYLA16188	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	ORYLA17794	CAEEL06147
OG0001469	ORYLA05419	CAEEL06502
OG0001472	ORYLA05712	CAEEL07491
OG0001472	ORYLA15948	CAEEL02663
OG0001473	ORYLA00647, ORYLA16961, ORYLA16960	CAEEL15728, CAEEL16017
OG0001474	ORYLA07769	CAEEL07328
OG0001475	ORYLA13842, ORYLA15634	CAEEL05298
OG0001476	ORYLA10593, ORYLA03172, ORYLA04062	CAEEL00667
OG0001478	ORYLA11904, ORYLA07755	CAEEL11433
OG0001479	ORYLA13290, ORYLA16589, ORYLA18144, ORYLA02932	CAEEL19245
OG0001480	ORYLA00743, ORYLA01857, ORYLA05529, ORYLA05528	CAEEL01047
OG0001482	ORYLA07921, ORYLA16884, ORYLA02763, ORYLA17970, ORYLA04390	CAEEL08859
OG0001484	ORYLA18741, ORYLA15816, ORYLA13829, ORYLA13710	CAEEL01076, CAEEL01075
OG0001485	ORYLA12718, ORYLA14982, ORYLA17705, ORYLA02318	CAEEL01187
OG0001486	ORYLA13675, ORYLA11156, ORYLA15307, ORYLA16351, ORYLA12057	CAEEL06199
OG0001489	ORYLA12865, ORYLA06627, ORYLA02403, ORYLA13145	CAEEL05101
OG0001492	ORYLA17613	CAEEL08792
OG0001493	ORYLA07182, ORYLA04965	CAEEL11731
OG0001500	ORYLA07552, ORYLA09604	CAEEL11009
OG0001502	ORYLA18248, ORYLA18648, ORYLA17056	CAEEL06434, CAEEL06435
OG0001503	ORYLA13177	CAEEL04111
OG0001503	ORYLA17046, ORYLA17047	CAEEL08520
OG0001504	ORYLA15456	CAEEL05392
OG0001505	ORYLA10202, ORYLA08833, ORYLA07422	CAEEL05185, CAEEL08607
OG0001506	ORYLA07141, ORYLA16222	CAEEL04371
OG0001508	ORYLA12347, ORYLA14625, ORYLA16349, ORYLA16350	CAEEL19670
OG0001510	ORYLA17456, ORYLA16556, ORYLA16557, ORYLA13247	CAEEL19165
OG0001515	ORYLA04533, ORYLA17572	CAEEL07598
OG0001516	ORYLA18645, ORYLA18644	CAEEL05831
OG0001517	ORYLA17447, ORYLA08991, ORYLA13528, ORYLA13529	CAEEL20700
OG0001522	ORYLA11664, ORYLA10662	CAEEL01881
OG0001523	ORYLA11194, ORYLA15086	CAEEL20306
OG0001524	ORYLA12443	CAEEL18987, CAEEL00715
OG0001525	ORYLA17631	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	ORYLA17247, ORYLA02495, ORYLA16611	CAEEL19873
OG0001527	ORYLA02867	CAEEL08026
OG0001527	ORYLA20388, ORYLA20389	CAEEL02029
OG0001528	ORYLA07415, ORYLA09313, ORYLA06618	CAEEL20795
OG0001529	ORYLA13719, ORYLA14481	CAEEL01822, CAEEL20748, CAEEL06896
OG0001532	ORYLA18344	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	ORYLA09911, ORYLA08628, ORYLA09442	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	ORYLA05223, ORYLA02265	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	ORYLA05212	CAEEL15530
OG0001546	ORYLA05229	CAEEL14468
OG0001549	ORYLA14761, ORYLA11227, ORYLA13790, ORYLA15912, ORYLA13679	CAEEL18956
OG0001550	ORYLA04848	CAEEL12391, CAEEL06493
OG0001551	ORYLA10506, ORYLA10505	CAEEL13359
OG0001552	ORYLA13846	CAEEL09513
OG0001553	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887	CAEEL10745
OG0001554	ORYLA04069, ORYLA07551	CAEEL00812
OG0001557	ORYLA12490	CAEEL09005
OG0001557	ORYLA14586	CAEEL09508
OG0001558	ORYLA02757, ORYLA18032, ORYLA19384	CAEEL05103, CAEEL08374
OG0001559	ORYLA10089, ORYLA11639, ORYLA04343	CAEEL16062
OG0001560	ORYLA07189, ORYLA18790, ORYLA13615, ORYLA18890	CAEEL01011
OG0001561	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938	CAEEL11007
OG0001567	ORYLA13058, ORYLA06494	CAEEL04524
OG0001568	ORYLA17084	CAEEL15339
OG0001569	ORYLA12265, ORYLA09574, ORYLA00969	CAEEL19014, CAEEL18168
OG0001571	ORYLA03433	CAEEL18118
OG0001572	ORYLA04283	CAEEL00311
OG0001575	ORYLA17836	CAEEL09642
OG0001576	ORYLA02374, ORYLA12205	CAEEL00120
OG0001578	ORYLA17727, ORYLA00011	CAEEL10814, CAEEL18928
OG0001580	ORYLA14282, ORYLA15951, ORYLA12668	CAEEL02579
OG0001581	ORYLA10772	CAEEL09430, CAEEL13347, CAEEL16915
OG0001583	ORYLA20413, ORYLA00738, ORYLA05062	CAEEL19802
OG0001584	ORYLA09638	CAEEL09032
OG0001589	ORYLA16530	CAEEL18417
OG0001590	ORYLA12337	CAEEL15262, CAEEL15263
OG0001593	ORYLA19874, ORYLA00447, ORYLA12153, ORYLA12152, ORYLA19629, ORYLA01620	CAEEL02963, CAEEL13946
OG0001594	ORYLA04061	CAEEL04807, CAEEL04125
OG0001596	ORYLA10881, ORYLA15329, ORYLA13783, ORYLA15922	CAEEL10536
OG0001597	ORYLA18712	CAEEL10283
OG0001599	ORYLA16526, ORYLA16525, ORYLA16314	CAEEL20479
OG0001602	ORYLA12114	CAEEL18101
OG0001603	ORYLA02090	CAEEL14729
OG0001604	ORYLA07645, ORYLA03242	CAEEL04879
OG0001605	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098	CAEEL09382
OG0001606	ORYLA02818, ORYLA02816	CAEEL14239
OG0001606	ORYLA08120	CAEEL15795
OG0001608	ORYLA06019, ORYLA15351	CAEEL02190, CAEEL02191
OG0001609	ORYLA09645	CAEEL19774
OG0001609	ORYLA14062	CAEEL10790
OG0001610	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728	CAEEL02035, CAEEL20252
OG0001611	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043	CAEEL15699
OG0001612	ORYLA09961	CAEEL02577
OG0001614	ORYLA06852	CAEEL01012
OG0001615	ORYLA15214, ORYLA11232	CAEEL04670
OG0001620	ORYLA05887, ORYLA18071, ORYLA06671, ORYLA13474	CAEEL18514, CAEEL18862
OG0001621	ORYLA16707, ORYLA16984, ORYLA07730	CAEEL08615
OG0001625	ORYLA12945, ORYLA00314, ORYLA07325	CAEEL05727
OG0001627	ORYLA03953, ORYLA10776	CAEEL00684
OG0001628	ORYLA04697	CAEEL00193
OG0001632	ORYLA13672, ORYLA19419, ORYLA19418	CAEEL16035
OG0001635	ORYLA01259, ORYLA08815	CAEEL08024
OG0001638	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	ORYLA11015, ORYLA14721, ORYLA16043, ORYLA14203	CAEEL10788
OG0001641	ORYLA16417, ORYLA16416, ORYLA07882, ORYLA08892, ORYLA06223	CAEEL00743
