Orthogroup	ORYLA	LYTVA_ok
OG0001124	ORYLA02278	LYTVA_12081
OG0001126	ORYLA14267	LYTVA_13765
OG0001127	ORYLA06210, ORYLA08911	LYTVA_20907
OG0001129	ORYLA15169, ORYLA12442	LYTVA_14702
OG0001132	ORYLA15693	LYTVA_01795
OG0001133	ORYLA01655	LYTVA_21722
OG0001133	ORYLA02500	LYTVA_13505, LYTVA_08035
OG0001134	ORYLA16671	LYTVA_23641
OG0001137	ORYLA03035, ORYLA00090, ORYLA03842	LYTVA_08712
OG0001138	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997	LYTVA_06752
OG0001139	ORYLA14857, ORYLA11008	LYTVA_17543
OG0001141	ORYLA02472, ORYLA17498	LYTVA_29978, LYTVA_25914, LYTVA_10307
OG0001142	ORYLA07693	LYTVA_17988
OG0001143	ORYLA11035, ORYLA12195, ORYLA06058	LYTVA_01170
OG0001144	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835	LYTVA_24625
OG0001146	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425	LYTVA_06824
OG0001149	ORYLA01670, ORYLA13258	LYTVA_04169, LYTVA_25161
OG0001155	ORYLA02504, ORYLA02505	LYTVA_05140
OG0001155	ORYLA03252	LYTVA_22105
OG0001156	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003	LYTVA_22449
OG0001158	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120	LYTVA_13180, LYTVA_17437
OG0001159	ORYLA10160, ORYLA05356	LYTVA_23740
OG0001160	ORYLA11144, ORYLA18207	LYTVA_26964
OG0001161	ORYLA14942, ORYLA12582, ORYLA02883	LYTVA_10014
OG0001162	ORYLA03278, ORYLA04547, ORYLA08795	LYTVA_28314, LYTVA_24093
OG0001163	ORYLA08093, ORYLA04995	LYTVA_24878, LYTVA_28270
OG0001165	ORYLA11504	LYTVA_04541, LYTVA_04542
OG0001165	ORYLA09619	LYTVA_17460, LYTVA_14088
OG0001166	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465	LYTVA_02438
OG0001167	ORYLA10169, ORYLA12428, ORYLA04713	LYTVA_19097
OG0001168	ORYLA01742, ORYLA14387, ORYLA15300	LYTVA_03414
OG0001169	ORYLA03593	LYTVA_06902
OG0001170	ORYLA03658	LYTVA_06397, LYTVA_13191
OG0001171	ORYLA09088	LYTVA_23053
OG0001172	ORYLA08914, ORYLA06213, ORYLA09461	LYTVA_22652
OG0001172	ORYLA09708, ORYLA16481	LYTVA_29661
OG0001175	ORYLA17323, ORYLA17834, ORYLA02704	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054
OG0001177	ORYLA07071	LYTVA_26801
OG0001177	ORYLA17818	LYTVA_03786
OG0001178	ORYLA12858	LYTVA_02324
OG0001178	ORYLA09479	LYTVA_25867
OG0001179	ORYLA12445	LYTVA_26628
OG0001179	ORYLA14131	LYTVA_09673
OG0001180	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852
OG0001181	ORYLA09302, ORYLA06967, ORYLA16422	LYTVA_10373
OG0001182	ORYLA04656, ORYLA10537, ORYLA17798, ORYLA12681	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539
OG0001184	ORYLA01867	LYTVA_02863, LYTVA_18281
OG0001184	ORYLA12325	LYTVA_26638, LYTVA_24278
OG0001185	ORYLA01991, ORYLA19744, ORYLA04885	LYTVA_09656
OG0001186	ORYLA06474, ORYLA12462, ORYLA14584	LYTVA_28926
OG0001186	ORYLA12305	LYTVA_01688
OG0001187	ORYLA14064	LYTVA_15913
OG0001188	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742	LYTVA_25404
OG0001190	ORYLA10580, ORYLA14507, ORYLA10859	LYTVA_06830
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783	LYTVA_03677
OG0001197	ORYLA13277	LYTVA_08630
OG0001198	ORYLA15038	LYTVA_09572, LYTVA_09571
OG0001199	ORYLA11679	LYTVA_13204
OG0001201	ORYLA15310	LYTVA_16866, LYTVA_02039
OG0001202	ORYLA09275	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829
OG0001204	ORYLA04102, ORYLA03247	LYTVA_12790
OG0001205	ORYLA11970, ORYLA10540	LYTVA_09031
OG0001207	ORYLA10023	LYTVA_05411
OG0001207	ORYLA09156, ORYLA16388, ORYLA08504	LYTVA_20519, LYTVA_10763
OG0001208	ORYLA06825, ORYLA09868, ORYLA01795	LYTVA_13276
OG0001210	ORYLA11799	LYTVA_19275
OG0001210	ORYLA06775	LYTVA_04311
OG0001211	ORYLA20079, ORYLA07900	LYTVA_22456, LYTVA_02722
OG0001213	ORYLA08112	LYTVA_07548, LYTVA_11628
OG0001215	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222	LYTVA_14835
OG0001216	ORYLA07420	LYTVA_09816
OG0001217	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595	LYTVA_22786
OG0001217	ORYLA10337	LYTVA_21151
OG0001218	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468	LYTVA_26113
OG0001219	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777	LYTVA_15579
OG0001220	ORYLA02345	LYTVA_16053
OG0001221	ORYLA07491	LYTVA_14047
OG0001223	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963	LYTVA_21037
OG0001224	ORYLA16020	LYTVA_18212
OG0001225	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488	LYTVA_24620
OG0001230	ORYLA05997	LYTVA_07788
OG0001231	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275	LYTVA_07439
OG0001232	ORYLA17130	LYTVA_24297
OG0001233	ORYLA07453	LYTVA_06716
OG0001235	ORYLA16914, ORYLA20442	LYTVA_09457, LYTVA_22126, LYTVA_21631, LYTVA_21516
OG0001235	ORYLA06221, ORYLA03888, ORYLA19339	LYTVA_12182, LYTVA_23930, LYTVA_04433, LYTVA_03757, LYTVA_17533, LYTVA_10428, LYTVA_26099, LYTVA_17696
OG0001236	ORYLA05535	LYTVA_24738, LYTVA_21569
OG0001237	ORYLA14669	LYTVA_26239, LYTVA_06734
OG0001238	ORYLA07056	LYTVA_30061
OG0001239	ORYLA14159, ORYLA20197	LYTVA_29779
OG0001240	ORYLA06112, ORYLA12695, ORYLA20300, ORYLA12696, ORYLA06113, ORYLA02471, ORYLA17502	LYTVA_24587
OG0001241	ORYLA15497	LYTVA_01648
OG0001242	ORYLA09141, ORYLA18475	LYTVA_24858, LYTVA_25798
OG0001243	ORYLA07317, ORYLA07318, ORYLA12130	LYTVA_04835
OG0001245	ORYLA00901, ORYLA00456, ORYLA04906	LYTVA_16858
OG0001247	ORYLA10879, ORYLA15933, ORYLA18030	LYTVA_23646
OG0001248	ORYLA08537, ORYLA07036, ORYLA14359, ORYLA16193	LYTVA_00986, LYTVA_16637
OG0001249	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089	LYTVA_03472
OG0001250	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768	LYTVA_23037
OG0001251	ORYLA08970	LYTVA_12207
OG0001252	ORYLA19528, ORYLA08946, ORYLA13487	LYTVA_28229, LYTVA_04840
OG0001253	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691	LYTVA_02267
OG0001254	ORYLA12036, ORYLA14643	LYTVA_26444
OG0001256	ORYLA10228	LYTVA_27563
OG0001261	ORYLA07239, ORYLA00479, ORYLA09455	LYTVA_10322
OG0001262	ORYLA02427	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252
OG0001263	ORYLA17939, ORYLA08064	LYTVA_17717, LYTVA_22972
OG0001263	ORYLA07820, ORYLA17132	LYTVA_09084
OG0001264	ORYLA13965, ORYLA12302, ORYLA02150	LYTVA_07325
OG0001267	ORYLA18685	LYTVA_08091
OG0001267	ORYLA17985, ORYLA00677	LYTVA_09343
OG0001268	ORYLA00335	LYTVA_20779
OG0001270	ORYLA18804	LYTVA_18319
OG0001271	ORYLA09251, ORYLA07889, ORYLA14013	LYTVA_09608
OG0001272	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178	LYTVA_27489
OG0001274	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123	LYTVA_02869
OG0001275	ORYLA11544	LYTVA_16368
OG0001275	ORYLA11543	LYTVA_15957
OG0001276	ORYLA03566, ORYLA18522, ORYLA01477	LYTVA_24445
OG0001278	ORYLA16678, ORYLA00727	LYTVA_12248, LYTVA_16623
OG0001279	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122	LYTVA_22555
OG0001283	ORYLA20044, ORYLA20045, ORYLA14193, ORYLA09723, ORYLA13051, ORYLA08577, ORYLA10812	LYTVA_17951
OG0001284	ORYLA09027	LYTVA_30054, LYTVA_01526
OG0001284	ORYLA01634, ORYLA14635	LYTVA_15592
OG0001287	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961	LYTVA_06176
OG0001288	ORYLA14902, ORYLA02420	LYTVA_10306
OG0001290	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829	LYTVA_13603
OG0001291	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147	LYTVA_11712
OG0001292	ORYLA09364, ORYLA10046	LYTVA_22168
OG0001293	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584	LYTVA_07691
OG0001294	ORYLA10122	LYTVA_19271
OG0001295	ORYLA09900	LYTVA_15580
OG0001296	ORYLA07385, ORYLA00095, ORYLA19357	LYTVA_20224
OG0001297	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085	LYTVA_14610
OG0001300	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280	LYTVA_05607, LYTVA_03792
OG0001302	ORYLA05687	LYTVA_08998
OG0001305	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351	LYTVA_15520
OG0001306	ORYLA06638, ORYLA13454	LYTVA_06210
OG0001308	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817	LYTVA_06427, LYTVA_08159
OG0001309	ORYLA18337, ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200, ORYLA06422	LYTVA_11009, LYTVA_28629, LYTVA_28628
OG0001310	ORYLA10760	LYTVA_08839
OG0001310	ORYLA12263	LYTVA_04185, LYTVA_11415
OG0001311	ORYLA02079, ORYLA06081	LYTVA_28955
OG0001311	ORYLA06033, ORYLA01860	LYTVA_10099
OG0001312	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134	LYTVA_06396
OG0001315	ORYLA16949	LYTVA_24055
OG0001316	ORYLA12796, ORYLA09110, ORYLA01031	LYTVA_13297, LYTVA_13299
OG0001317	ORYLA18001	LYTVA_09521
OG0001318	ORYLA08255	LYTVA_16780
OG0001318	ORYLA09731	LYTVA_28059
OG0001319	ORYLA00925	LYTVA_24409
OG0001319	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481	LYTVA_24410
OG0001320	ORYLA11905	LYTVA_09922
OG0001322	ORYLA12031	LYTVA_14240, LYTVA_03712
OG0001322	ORYLA03496	LYTVA_08843
OG0001324	ORYLA08370	LYTVA_00291
OG0001326	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758	LYTVA_02897
OG0001327	ORYLA11280, ORYLA14397	LYTVA_12279
OG0001329	ORYLA10954, ORYLA14747	LYTVA_29340
OG0001330	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273	LYTVA_04759
OG0001331	ORYLA00931, ORYLA03956	LYTVA_16616
OG0001332	ORYLA07497	LYTVA_11322
OG0001333	ORYLA17399, ORYLA07772	LYTVA_22466
OG0001341	ORYLA14314	LYTVA_05973
OG0001344	ORYLA02700	LYTVA_02352
OG0001345	ORYLA15535	LYTVA_20477
OG0001348	ORYLA19323	LYTVA_20545
OG0001348	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010	LYTVA_22256
OG0001350	ORYLA06653	LYTVA_08886, LYTVA_25134
OG0001351	ORYLA09616, ORYLA08732	LYTVA_25655
OG0001353	ORYLA11826	LYTVA_10030
OG0001353	ORYLA06297, ORYLA20269	LYTVA_22573
OG0001354	ORYLA13415, ORYLA00266, ORYLA06924, ORYLA17236	LYTVA_28511
OG0001355	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331	LYTVA_11629
OG0001356	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021, ORYLA16052	LYTVA_28992
OG0001357	ORYLA07719, ORYLA10513, ORYLA03046	LYTVA_01328
OG0001358	ORYLA11553	LYTVA_28060
OG0001360	ORYLA07267, ORYLA19445, ORYLA19446, ORYLA00396	LYTVA_28373, LYTVA_27643
OG0001361	ORYLA12083, ORYLA10943	LYTVA_24814
OG0001362	ORYLA18007	LYTVA_10356
OG0001363	ORYLA06964, ORYLA02934	LYTVA_09257, LYTVA_18119
OG0001364	ORYLA07287, ORYLA06962	LYTVA_09892
OG0001365	ORYLA09935, ORYLA07169, ORYLA00431	LYTVA_25618, LYTVA_24140, LYTVA_11701, LYTVA_00097, LYTVA_24131
OG0001366	ORYLA19471	LYTVA_01522
OG0001367	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559	LYTVA_20815
OG0001369	ORYLA13851, ORYLA13852, ORYLA13773, ORYLA14398	LYTVA_05062
OG0001370	ORYLA12598, ORYLA14966	LYTVA_22074
OG0001371	ORYLA00720	LYTVA_08478, LYTVA_25037
OG0001372	ORYLA13141	LYTVA_11215
OG0001373	ORYLA16751, ORYLA16639, ORYLA08259, ORYLA07770	LYTVA_08692
OG0001374	ORYLA12417, ORYLA12418	LYTVA_02702
OG0001376	ORYLA03122, ORYLA05570, ORYLA09409, ORYLA08741	LYTVA_29983
OG0001377	ORYLA07389, ORYLA04674	LYTVA_21846
OG0001378	ORYLA04943	LYTVA_17384
OG0001379	ORYLA12825	LYTVA_28884
OG0001380	ORYLA04452, ORYLA03211, ORYLA01164, ORYLA00371	LYTVA_29108
OG0001381	ORYLA13157, ORYLA12338, ORYLA02912, ORYLA18091	LYTVA_20781
OG0001382	ORYLA16357	LYTVA_06738
OG0001387	ORYLA15977	LYTVA_23743
OG0001389	ORYLA12186, ORYLA07219, ORYLA20465	LYTVA_23428
OG0001394	ORYLA01444, ORYLA19504	LYTVA_27589
OG0001394	ORYLA01445	LYTVA_27588
OG0001395	ORYLA10336, ORYLA12492, ORYLA01370, ORYLA08821	LYTVA_29626
OG0001397	ORYLA01225, ORYLA05017	LYTVA_19050
OG0001397	ORYLA08172	LYTVA_23784
OG0001399	ORYLA04243	LYTVA_11204
OG0001399	ORYLA18690	LYTVA_26875
OG0001400	ORYLA08237, ORYLA17207, ORYLA09903, ORYLA01837, ORYLA05625	LYTVA_25761
OG0001402	ORYLA17574, ORYLA03602	LYTVA_01375
OG0001403	ORYLA17267	LYTVA_25904, LYTVA_16669, LYTVA_07690
OG0001404	ORYLA20012	LYTVA_03852
OG0001405	ORYLA12568, ORYLA05423	LYTVA_11923
OG0001405	ORYLA07257	LYTVA_13898
OG0001406	ORYLA13300, ORYLA07680, ORYLA01398	LYTVA_02505
OG0001409	ORYLA05905, ORYLA01929, ORYLA09977	LYTVA_11490
OG0001410	ORYLA16518	LYTVA_26149
OG0001412	ORYLA17594	LYTVA_29467
OG0001413	ORYLA17782	LYTVA_22106
OG0001414	ORYLA05226	LYTVA_18745
OG0001414	ORYLA18972	LYTVA_15413
OG0001415	ORYLA17926	LYTVA_04754
OG0001416	ORYLA16022, ORYLA14442	LYTVA_10946
OG0001417	ORYLA00545	LYTVA_15358
OG0001418	ORYLA17080, ORYLA13376, ORYLA13151, ORYLA06383, ORYLA02393	LYTVA_00553
OG0001419	ORYLA04900, ORYLA20043, ORYLA20042, ORYLA10533	LYTVA_27301
OG0001420	ORYLA10419, ORYLA20224, ORYLA16034, ORYLA13711, ORYLA13830, ORYLA10876	LYTVA_11976
OG0001421	ORYLA11990, ORYLA11681	LYTVA_26131
OG0001422	ORYLA08800, ORYLA05608, ORYLA05609, ORYLA09888	LYTVA_28672
OG0001423	ORYLA06105, ORYLA06106, ORYLA19580, ORYLA13563, ORYLA00859, ORYLA17104	LYTVA_12091, LYTVA_28484
OG0001424	ORYLA13598	LYTVA_01086
OG0001425	ORYLA11812, ORYLA14660, ORYLA02799, ORYLA17328	LYTVA_20870
OG0001427	ORYLA20270, ORYLA07026, ORYLA11867	LYTVA_08328
OG0001428	ORYLA15651, ORYLA13762, ORYLA18311, ORYLA05873, ORYLA01893	LYTVA_04004
OG0001430	ORYLA11790, ORYLA01079, ORYLA10149, ORYLA03115, ORYLA03625	LYTVA_05538
OG0001431	ORYLA06418, ORYLA16444	LYTVA_23169
OG0001432	ORYLA11304	LYTVA_06531, LYTVA_06533
OG0001434	ORYLA11926	LYTVA_09215, LYTVA_08418, LYTVA_11544
OG0001436	ORYLA09342, ORYLA06774	LYTVA_23400
OG0001437	ORYLA09273, ORYLA06548, ORYLA09274	LYTVA_02456
OG0001440	ORYLA06607, ORYLA09297	LYTVA_21865
OG0001445	ORYLA18556, ORYLA03367, ORYLA03366	LYTVA_06306
OG0001446	ORYLA03689	LYTVA_05089, LYTVA_00329
OG0001447	ORYLA10401, ORYLA03364, ORYLA11793	LYTVA_08300
OG0001449	ORYLA11305	LYTVA_26829
OG0001449	ORYLA09746	LYTVA_26490
OG0001451	ORYLA17593	LYTVA_28152
OG0001451	ORYLA14632	LYTVA_15293, LYTVA_15292
OG0001452	ORYLA17672, ORYLA12044, ORYLA18698	LYTVA_07052
OG0001453	ORYLA06111, ORYLA12155	LYTVA_25332
OG0001454	ORYLA03869, ORYLA10714	LYTVA_12706
OG0001455	ORYLA12940, ORYLA17467, ORYLA13172, ORYLA06381, ORYLA00256, ORYLA17114	LYTVA_29635
OG0001456	ORYLA10215	LYTVA_29753
OG0001457	ORYLA05130, ORYLA01846, ORYLA05144, ORYLA02210, ORYLA05145	LYTVA_23311
OG0001459	ORYLA16343	LYTVA_03447
OG0001460	ORYLA02314	LYTVA_05188
OG0001460	ORYLA08107, ORYLA05005	LYTVA_25220
OG0001461	ORYLA19866	LYTVA_20044
OG0001462	ORYLA11791	LYTVA_05319
OG0001463	ORYLA12639, ORYLA12308	LYTVA_02407, LYTVA_02045
OG0001464	ORYLA09804, ORYLA08394, ORYLA05677, ORYLA16104, ORYLA14378	LYTVA_00287
OG0001465	ORYLA16128	LYTVA_26108
OG0001466	ORYLA01209	LYTVA_06219, LYTVA_06226
OG0001467	ORYLA18147	LYTVA_13981
OG0001467	ORYLA03144	LYTVA_22531
OG0001468	ORYLA08601, ORYLA08600, ORYLA09151, ORYLA06717	LYTVA_26492
OG0001469	ORYLA05419	LYTVA_08369
OG0001470	ORYLA03759	LYTVA_05300
OG0001472	ORYLA15948	LYTVA_00674, LYTVA_18392
OG0001473	ORYLA00647, ORYLA16961, ORYLA16960	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712
OG0001474	ORYLA07769	LYTVA_01292
OG0001475	ORYLA13842, ORYLA15634	LYTVA_29057, LYTVA_24837
OG0001476	ORYLA10593, ORYLA03172, ORYLA04062	LYTVA_11849
OG0001478	ORYLA11904	LYTVA_27270, LYTVA_05260
OG0001478	ORYLA07755	LYTVA_16139, LYTVA_02086
OG0001479	ORYLA13290, ORYLA16589, ORYLA18144, ORYLA02932	LYTVA_06390
OG0001480	ORYLA01857, ORYLA05529, ORYLA05528	LYTVA_01988
OG0001481	ORYLA11569, ORYLA10733, ORYLA11881	LYTVA_06316
OG0001484	ORYLA18741, ORYLA15816, ORYLA13829, ORYLA13710	LYTVA_19019, LYTVA_27048
OG0001485	ORYLA12718, ORYLA14982, ORYLA17705, ORYLA02318	LYTVA_14466, LYTVA_27906
OG0001486	ORYLA13675, ORYLA11156, ORYLA15307, ORYLA16351, ORYLA12057	LYTVA_00800
OG0001489	ORYLA12865, ORYLA06627, ORYLA02403, ORYLA13145	LYTVA_29241
OG0001490	ORYLA00195, ORYLA04616, ORYLA07533, ORYLA10697, ORYLA03495	LYTVA_21998
OG0001492	ORYLA16834, ORYLA17613	LYTVA_23916
OG0001493	ORYLA08069, ORYLA05112	LYTVA_27653
OG0001495	ORYLA20241	LYTVA_19058
OG0001496	ORYLA01505	LYTVA_02996, LYTVA_18645, LYTVA_00598
OG0001500	ORYLA07552, ORYLA09604	LYTVA_09855
OG0001501	ORYLA10661, ORYLA10605	LYTVA_20209
OG0001502	ORYLA17055	LYTVA_00394
OG0001503	ORYLA13177	LYTVA_26157
OG0001503	ORYLA17046, ORYLA17047	LYTVA_21678
OG0001504	ORYLA15456	LYTVA_08379, LYTVA_08381
OG0001506	ORYLA07141, ORYLA16222	LYTVA_24167
OG0001507	ORYLA10103, ORYLA04138	LYTVA_01453, LYTVA_12072
OG0001508	ORYLA12347, ORYLA14625, ORYLA16349, ORYLA16350	LYTVA_06099
OG0001509	ORYLA12274, ORYLA03612	LYTVA_07640
OG0001510	ORYLA17456, ORYLA16556, ORYLA16557, ORYLA13247	LYTVA_28716
OG0001511	ORYLA03620, ORYLA06342, ORYLA07444	LYTVA_02740
OG0001513	ORYLA09815, ORYLA12242, ORYLA15965	LYTVA_00022
OG0001515	ORYLA04533, ORYLA17572	LYTVA_24782, LYTVA_03977
OG0001516	ORYLA18645	LYTVA_11182
OG0001517	ORYLA17447, ORYLA08991	LYTVA_12522
OG0001518	ORYLA06952, ORYLA20178	LYTVA_16808
OG0001520	ORYLA02116, ORYLA11477	LYTVA_23857
OG0001521	ORYLA13147, ORYLA17656, ORYLA02478, ORYLA06177	LYTVA_13872
OG0001523	ORYLA11194, ORYLA15086	LYTVA_15884
OG0001524	ORYLA00012, ORYLA05046	LYTVA_17084
OG0001524	ORYLA12443	LYTVA_25311
OG0001525	ORYLA17631	LYTVA_27481
OG0001526	ORYLA17247, ORYLA02495, ORYLA16611	LYTVA_26761, LYTVA_03589
OG0001527	ORYLA02867	LYTVA_20326
OG0001528	ORYLA07415, ORYLA09313, ORYLA06618	LYTVA_29398
OG0001531	ORYLA04648, ORYLA13539, ORYLA01320, ORYLA03926	LYTVA_20110
OG0001532	ORYLA16027, ORYLA07446, ORYLA06821, ORYLA18344	LYTVA_28949
OG0001533	ORYLA09911, ORYLA08628, ORYLA09442	LYTVA_13013
OG0001534	ORYLA16942, ORYLA16536, ORYLA07761, ORYLA07727, ORYLA07726	LYTVA_02078
OG0001536	ORYLA02265	LYTVA_08488
OG0001538	ORYLA05212	LYTVA_03571, LYTVA_23544
OG0001545	ORYLA02532, ORYLA14957, ORYLA05722	LYTVA_21798
OG0001546	ORYLA05229	LYTVA_27645, LYTVA_19517
OG0001549	ORYLA14761, ORYLA11227, ORYLA13790, ORYLA15912, ORYLA13679	LYTVA_03281
OG0001550	ORYLA06718, ORYLA09149	LYTVA_01107, LYTVA_29943
OG0001551	ORYLA10506, ORYLA10505	LYTVA_06090
OG0001552	ORYLA13846	LYTVA_02937
OG0001553	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887	LYTVA_29518
OG0001554	ORYLA04069, ORYLA07551	LYTVA_00642
OG0001557	ORYLA12490	LYTVA_30232
OG0001557	ORYLA14586	LYTVA_23103
OG0001558	ORYLA02757, ORYLA18032, ORYLA19384	LYTVA_06196
OG0001559	ORYLA10089, ORYLA11639, ORYLA04343	LYTVA_27028
OG0001560	ORYLA18790, ORYLA13615, ORYLA18890	LYTVA_18843
OG0001561	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938	LYTVA_04106, LYTVA_00921
OG0001562	ORYLA10013	LYTVA_19682
OG0001564	ORYLA13495, ORYLA03594, ORYLA01019	LYTVA_04654, LYTVA_21130
OG0001565	ORYLA05573, ORYLA05572, ORYLA07675, ORYLA06237	LYTVA_00224, LYTVA_00227
OG0001566	ORYLA11891, ORYLA13548	LYTVA_01152
OG0001567	ORYLA13058, ORYLA06494	LYTVA_26978, LYTVA_26194
OG0001568	ORYLA17084	LYTVA_29892
OG0001569	ORYLA12265, ORYLA09574, ORYLA00969	LYTVA_20543
OG0001571	ORYLA03433	LYTVA_29985, LYTVA_27391
OG0001572	ORYLA04283	LYTVA_17414
OG0001572	ORYLA15272	LYTVA_21491
OG0001573	ORYLA20104, ORYLA02801	LYTVA_09972
OG0001574	ORYLA00590, ORYLA16507, ORYLA08178, ORYLA16646, ORYLA05807	LYTVA_26697
OG0001575	ORYLA17836	LYTVA_24682, LYTVA_05900
OG0001576	ORYLA02374, ORYLA12205	LYTVA_04399
OG0001578	ORYLA17727, ORYLA00011	LYTVA_07447
OG0001581	ORYLA10772	LYTVA_03103
OG0001582	ORYLA02289, ORYLA04090, ORYLA03534, ORYLA17772	LYTVA_05770
OG0001583	ORYLA20413, ORYLA00738, ORYLA05062	LYTVA_00600
OG0001584	ORYLA13120	LYTVA_16613
OG0001589	ORYLA16530	LYTVA_18831, LYTVA_18102
OG0001590	ORYLA12337	LYTVA_06446, LYTVA_02727
OG0001592	ORYLA14815, ORYLA12423, ORYLA01973	LYTVA_02711
OG0001596	ORYLA16032	LYTVA_22375
OG0001599	ORYLA16526, ORYLA16525, ORYLA16314	LYTVA_27246
OG0001600	ORYLA01865, ORYLA01864, ORYLA10572, ORYLA11507, ORYLA06480	LYTVA_19566
OG0001601	ORYLA06215, ORYLA12097	LYTVA_00380, LYTVA_13131
OG0001604	ORYLA07645	LYTVA_15984
OG0001604	ORYLA03242	LYTVA_01583
OG0001605	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098	LYTVA_28463, LYTVA_28464, LYTVA_27230
OG0001606	ORYLA02818, ORYLA02816	LYTVA_00126
OG0001606	ORYLA08120	LYTVA_07392
OG0001608	ORYLA06019, ORYLA15351	LYTVA_12204
OG0001609	ORYLA09645	LYTVA_06544
OG0001609	ORYLA14062	LYTVA_05376
OG0001610	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728	LYTVA_15773
OG0001611	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043	LYTVA_24498
OG0001612	ORYLA05310	LYTVA_09143
OG0001614	ORYLA06852	LYTVA_00842, LYTVA_23993
OG0001614	ORYLA00725	LYTVA_08406
OG0001615	ORYLA15214, ORYLA11232	LYTVA_29681, LYTVA_02240
OG0001617	ORYLA14328, ORYLA14245, ORYLA15099, ORYLA19860	LYTVA_01260
OG0001621	ORYLA16707, ORYLA16984, ORYLA07730	LYTVA_26251
OG0001622	ORYLA04887, ORYLA04886, ORYLA17634	LYTVA_08170, LYTVA_12311
OG0001627	ORYLA03953, ORYLA10776	LYTVA_28854, LYTVA_17633
OG0001628	ORYLA04697	LYTVA_06351
OG0001634	ORYLA12522, ORYLA03396	LYTVA_20717
OG0001635	ORYLA01259, ORYLA08815	LYTVA_01903
OG0001636	ORYLA19951	LYTVA_07956
OG0001638	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381	LYTVA_23923, LYTVA_15599, LYTVA_03528
OG0001639	ORYLA14796, ORYLA14797, ORYLA12628, ORYLA12981	LYTVA_12301
OG0001640	ORYLA14203	LYTVA_26720
OG0001641	ORYLA16416, ORYLA07882, ORYLA08892, ORYLA06223	LYTVA_15842
