Orthogroup	ORYLA	BRALA
OG0000413	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188	BRALA06166
OG0000415	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194	BRALA21989, BRALA33643, BRALA12432, BRALA21986, BRALA21988, BRALA33092, BRALA03189
OG0000417	ORYLA08856	BRALA30440, BRALA27708
OG0000419	ORYLA11288	BRALA03697
OG0000420	ORYLA03182, ORYLA20448	BRALA22044
OG0000422	ORYLA01866, ORYLA10570, ORYLA10569, ORYLA10571, ORYLA11363, ORYLA16053	BRALA16622
OG0000424	ORYLA19753	BRALA03834, BRALA03844, BRALA29651, BRALA08803
OG0000425	ORYLA19674	BRALA24699
OG0000427	ORYLA19867, ORYLA12374	BRALA09830
OG0000427	ORYLA14494, ORYLA06953, ORYLA03526	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788
OG0000429	ORYLA00070	BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307
OG0000430	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547
OG0000431	ORYLA08041	BRALA06237
OG0000431	ORYLA06581, ORYLA12268, ORYLA09572	BRALA13675
OG0000432	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822	BRALA18991
OG0000432	ORYLA11107, ORYLA15352, ORYLA13847, ORYLA13769	BRALA09358, BRALA20322
OG0000433	ORYLA20053, ORYLA16936	BRALA23044
OG0000433	ORYLA11555, ORYLA11554, ORYLA20072	BRALA19035
OG0000435	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458	BRALA00145
OG0000442	ORYLA03345, ORYLA09542	BRALA23798
OG0000442	ORYLA09139, ORYLA02244	BRALA25405
OG0000442	ORYLA19506, ORYLA00798, ORYLA17054	BRALA30174
OG0000443	ORYLA05691, ORYLA19682	BRALA14524
OG0000444	ORYLA10830, ORYLA14231, ORYLA14616	BRALA29773
OG0000444	ORYLA15046	BRALA07745
OG0000445	ORYLA10377, ORYLA11833	BRALA05663, BRALA29510, BRALA27780, BRALA00619, BRALA21525, BRALA01672, BRALA24679
OG0000446	ORYLA12344	BRALA02260
OG0000446	ORYLA01645, ORYLA02066, ORYLA05509	BRALA15987
OG0000447	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913	BRALA30761
OG0000448	ORYLA09927, ORYLA09928, ORYLA06684	BRALA12672, BRALA12692
OG0000449	ORYLA06000, ORYLA19523, ORYLA19524, ORYLA13079	BRALA03692, BRALA19009
OG0000450	ORYLA18902, ORYLA03353	BRALA29697
OG0000452	ORYLA06222, ORYLA19047, ORYLA06220, ORYLA19046, ORYLA19048, ORYLA19279, ORYLA11266, ORYLA14382	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768
OG0000453	ORYLA14626	BRALA02456, BRALA02457, BRALA14623, BRALA04109, BRALA28906, BRALA28062, BRALA23580, BRALA19233, BRALA24206, BRALA24207
OG0000454	ORYLA12583, ORYLA19101, ORYLA19102	BRALA16593
OG0000457	ORYLA12616, ORYLA12615	BRALA31550, BRALA07318, BRALA30141, BRALA26521, BRALA31330, BRALA13219, BRALA34370
OG0000458	ORYLA11502, ORYLA12536	BRALA27731
OG0000458	ORYLA11718, ORYLA08707, ORYLA06313, ORYLA16076, ORYLA16209	BRALA08331, BRALA08332, BRALA23783
OG0000460	ORYLA07838	BRALA28315
OG0000461	ORYLA16495	BRALA10740
OG0000463	ORYLA17503	BRALA16614, BRALA34631
OG0000465	ORYLA07067	BRALA17892
OG0000465	ORYLA15381	BRALA15766
OG0000467	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863	BRALA17998
OG0000468	ORYLA07498, ORYLA06150	BRALA16180, BRALA28186, BRALA18298, BRALA18299, BRALA18302, BRALA18300
OG0000468	ORYLA10188	BRALA11917
OG0000469	ORYLA13413	BRALA16555
OG0000470	ORYLA06621, ORYLA17202, ORYLA10519, ORYLA11404, ORYLA04902	BRALA24698
OG0000471	ORYLA19979, ORYLA00522, ORYLA05293, ORYLA05292, ORYLA08151, ORYLA08152, ORYLA04771	BRALA15053
OG0000472	ORYLA13308, ORYLA07020	BRALA15705, BRALA11327
OG0000475	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034	BRALA33310
OG0000476	ORYLA19318	BRALA20616
OG0000477	ORYLA06624, ORYLA12861, ORYLA12860, ORYLA16606, ORYLA10323, ORYLA10322, ORYLA13606, ORYLA02502, ORYLA02501, ORYLA17418	BRALA15433
OG0000478	ORYLA13825	BRALA14184
OG0000479	ORYLA05427, ORYLA02241, ORYLA00980	BRALA33937
OG0000479	ORYLA10578	BRALA19002
OG0000479	ORYLA01123, ORYLA17925, ORYLA02622	BRALA33783
OG0000480	ORYLA13134, ORYLA06337	BRALA30132, BRALA35901
OG0000480	ORYLA15386	BRALA28328
OG0000481	ORYLA02862, ORYLA19409	BRALA10023
OG0000481	ORYLA03884, ORYLA19808	BRALA03647
OG0000482	ORYLA07371, ORYLA11346	BRALA22257
OG0000482	ORYLA11345	BRALA29577
OG0000485	ORYLA09796, ORYLA18526	BRALA23674
OG0000485	ORYLA03726, ORYLA03727	BRALA05059, BRALA21189
OG0000486	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475	BRALA01376, BRALA02955, BRALA02954, BRALA02956, BRALA19977, BRALA04760, BRALA04761, BRALA03985
OG0000487	ORYLA10548	BRALA23385
OG0000487	ORYLA00064, ORYLA16901	BRALA28599, BRALA25400, BRALA25401, BRALA28602
OG0000488	ORYLA02034, ORYLA15556	BRALA07851
OG0000488	ORYLA10093	BRALA29429
OG0000489	ORYLA05330, ORYLA05331, ORYLA01637, ORYLA00198, ORYLA04716, ORYLA14139, ORYLA01840	BRALA13763
OG0000491	ORYLA18622, ORYLA19026, ORYLA04018, ORYLA03196	BRALA11888
OG0000492	ORYLA17141, ORYLA07961, ORYLA14575, ORYLA14576, ORYLA19710, ORYLA10911, ORYLA14727, ORYLA11196, ORYLA13981	BRALA13872
OG0000494	ORYLA04408, ORYLA01116, ORYLA17618, ORYLA04392, ORYLA17962	BRALA14931
OG0000496	ORYLA06615	BRALA07013
OG0000497	ORYLA02363, ORYLA03738, ORYLA04309	BRALA07740
OG0000497	ORYLA02565, ORYLA13651	BRALA17523
OG0000498	ORYLA12580, ORYLA01970, ORYLA20372, ORYLA16154, ORYLA12387, ORYLA15055	BRALA29437
OG0000499	ORYLA18603, ORYLA18942	BRALA24404
OG0000503	ORYLA17193, ORYLA12487, ORYLA15009	BRALA07482, BRALA23827
OG0000503	ORYLA14950	BRALA20618
OG0000504	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629	BRALA21734, BRALA21735
OG0000505	ORYLA13660, ORYLA07151, ORYLA02475, ORYLA17527, ORYLA14935, ORYLA01618	BRALA07980
OG0000506	ORYLA18768, ORYLA06518, ORYLA06517, ORYLA04180, ORYLA13275, ORYLA04114, ORYLA01026	BRALA05807
OG0000508	ORYLA08233, ORYLA02029	BRALA17016
OG0000508	ORYLA10053	BRALA31119
OG0000508	ORYLA17614, ORYLA02652, ORYLA04256, ORYLA03536	BRALA33555
OG0000510	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174	BRALA00432
OG0000511	ORYLA01957	BRALA35119, BRALA33571, BRALA03901
OG0000512	ORYLA18777, ORYLA08871, ORYLA19191, ORYLA19285, ORYLA19196, ORYLA19190, ORYLA19194, ORYLA18288, ORYLA19193, ORYLA19192, ORYLA19195, ORYLA17243, ORYLA14548, ORYLA19736, ORYLA19286, ORYLA19287, ORYLA19197, ORYLA08052, ORYLA08053	BRALA04179
OG0000514	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274	BRALA19477
OG0000515	ORYLA07877	BRALA07345
OG0000516	ORYLA07576, ORYLA04429, ORYLA03430	BRALA15544, BRALA02044, BRALA02039, BRALA02037, BRALA32371, BRALA02047, BRALA20757, BRALA02147, BRALA02350, BRALA22353, BRALA02043, BRALA02030, BRALA20755, BRALA08843, BRALA28896
OG0000516	ORYLA07000	BRALA28892, BRALA28893
OG0000517	ORYLA00747, ORYLA00745, ORYLA14451, ORYLA15444, ORYLA15445, ORYLA00199, ORYLA00746, ORYLA18317, ORYLA19457, ORYLA18201, ORYLA00748	BRALA28682, BRALA20746
OG0000519	ORYLA19812, ORYLA02303	BRALA25441, BRALA22160
OG0000520	ORYLA17824	BRALA19385
OG0000520	ORYLA02661, ORYLA16383	BRALA19387
OG0000522	ORYLA20412, ORYLA00500	BRALA25050, BRALA25052
OG0000523	ORYLA05415	BRALA23223
OG0000525	ORYLA06511, ORYLA02439	BRALA20630
OG0000525	ORYLA07450, ORYLA07984, ORYLA17059	BRALA13036, BRALA13035
OG0000526	ORYLA04970	BRALA18190, BRALA08755, BRALA18192, BRALA16238, BRALA16318, BRALA23607, BRALA30521, BRALA08217, BRALA12537, BRALA00644, BRALA18595, BRALA00628, BRALA00629, BRALA00489, BRALA12135, BRALA08760, BRALA16233
OG0000527	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618	BRALA12888
OG0000528	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813	BRALA13353
OG0000529	ORYLA05863, ORYLA01890, ORYLA04329	BRALA17267
OG0000529	ORYLA19259	BRALA21823
OG0000530	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799	BRALA27713
OG0000531	ORYLA06611, ORYLA09290, ORYLA09289, ORYLA09656, ORYLA08382, ORYLA08381	BRALA10663
OG0000532	ORYLA10268	BRALA07475
OG0000533	ORYLA03662, ORYLA09772	BRALA08489
OG0000534	ORYLA19150, ORYLA15756, ORYLA09798, ORYLA08332, ORYLA16496	BRALA17057
OG0000535	ORYLA01196, ORYLA00300, ORYLA13542	BRALA25267
OG0000537	ORYLA07579, ORYLA09989	BRALA13679
OG0000537	ORYLA07580, ORYLA09988	BRALA13681
OG0000539	ORYLA08050	BRALA20475, BRALA16574, BRALA30262, BRALA04389, BRALA27236, BRALA29022, BRALA32330, BRALA23555, BRALA04388, BRALA29728
OG0000540	ORYLA11764, ORYLA02783, ORYLA17949, ORYLA00759, ORYLA04707, ORYLA10788, ORYLA17876, ORYLA02782, ORYLA07101, ORYLA08508, ORYLA09759, ORYLA14349, ORYLA16387	BRALA33330, BRALA34975, BRALA33025, BRALA32816, BRALA33558, BRALA31394, BRALA35826, BRALA31392, BRALA32895
OG0000542	ORYLA00473, ORYLA07235, ORYLA03184, ORYLA04034, ORYLA04191	BRALA22764
OG0000542	ORYLA02120	BRALA00596
OG0000544	ORYLA03180, ORYLA04044	BRALA19421
OG0000544	ORYLA18168	BRALA03994
OG0000544	ORYLA12942, ORYLA19590	BRALA34378
OG0000545	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088	BRALA22583
OG0000546	ORYLA06265	BRALA05880
OG0000548	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893	BRALA31695
OG0000548	ORYLA11445, ORYLA04341	BRALA21474
OG0000548	ORYLA13910, ORYLA20346	BRALA22718
OG0000550	ORYLA10024	BRALA04937, BRALA04940, BRALA22193, BRALA04936, BRALA04939, BRALA04945, BRALA04926, BRALA04946, BRALA04935, BRALA04929, BRALA04947, BRALA04931, BRALA04943, BRALA04918, BRALA04917, BRALA04916
OG0000551	ORYLA15546	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089
OG0000552	ORYLA19748	BRALA31577
OG0000553	ORYLA04427, ORYLA04603, ORYLA05553, ORYLA05554	BRALA09626
OG0000553	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765	BRALA16722, BRALA35015
OG0000554	ORYLA05333	BRALA26471, BRALA28539
OG0000554	ORYLA11866, ORYLA02853	BRALA32452
OG0000560	ORYLA04875	BRALA24504, BRALA08569, BRALA10597, BRALA25861, BRALA13005, BRALA05538, BRALA21205, BRALA19574
OG0000561	ORYLA10348, ORYLA11842	BRALA17425
OG0000561	ORYLA11841, ORYLA01515	BRALA17424
OG0000562	ORYLA06574, ORYLA13197	BRALA15030
OG0000562	ORYLA15135, ORYLA05394	BRALA19937
OG0000563	ORYLA17360	BRALA24155
OG0000564	ORYLA03832, ORYLA03007, ORYLA12513, ORYLA10514, ORYLA11949	BRALA07152, BRALA24130, BRALA33441
OG0000564	ORYLA03368	BRALA34864
OG0000564	ORYLA10699, ORYLA11883, ORYLA05222, ORYLA00088	BRALA30531
OG0000565	ORYLA05583, ORYLA05582	BRALA22484, BRALA12049, BRALA05112, BRALA08442, BRALA04573, BRALA04975
OG0000566	ORYLA20281	BRALA07910
OG0000566	ORYLA04369	BRALA26624
OG0000567	ORYLA12167	BRALA12434, BRALA10631
OG0000567	ORYLA12905	BRALA01129, BRALA24836
OG0000570	ORYLA10850, ORYLA08171, ORYLA16666, ORYLA16667, ORYLA13899	BRALA12710
OG0000572	ORYLA08145, ORYLA10185, ORYLA07690	BRALA30970
OG0000572	ORYLA13763, ORYLA15650	BRALA24438
OG0000573	ORYLA12607, ORYLA14820	BRALA01402
OG0000574	ORYLA08316, ORYLA16658	BRALA06426
OG0000574	ORYLA16287, ORYLA08280	BRALA10469
OG0000574	ORYLA00058	BRALA02629
OG0000575	ORYLA17931, ORYLA02623, ORYLA01132, ORYLA00665, ORYLA06768, ORYLA08996, ORYLA08583, ORYLA09811	BRALA17689
OG0000576	ORYLA05305	BRALA00312
OG0000578	ORYLA07686, ORYLA04727, ORYLA10429	BRALA30383
OG0000580	ORYLA12110, ORYLA14690	BRALA02419
OG0000581	ORYLA10424	BRALA25966
OG0000581	ORYLA04860, ORYLA10423	BRALA25968
OG0000581	ORYLA10422	BRALA25970
OG0000582	ORYLA00146, ORYLA06509, ORYLA02435, ORYLA18131, ORYLA06109, ORYLA01735, ORYLA18132	BRALA24843
OG0000584	ORYLA18770	BRALA05113, BRALA05114, BRALA05271
OG0000585	ORYLA15895, ORYLA14066, ORYLA11170, ORYLA15076, ORYLA16126, ORYLA14043	BRALA20335
OG0000585	ORYLA11172	BRALA20337
OG0000587	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215	BRALA05810
OG0000587	ORYLA03397	BRALA15179
OG0000588	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646	BRALA00972
OG0000588	ORYLA04266	BRALA24520
OG0000589	ORYLA14568, ORYLA14571, ORYLA14570, ORYLA14572, ORYLA14569, ORYLA11091, ORYLA15797, ORYLA14019, ORYLA14732, ORYLA14730, ORYLA14731	BRALA33101, BRALA29679
OG0000590	ORYLA06142, ORYLA02148, ORYLA16465	BRALA07082
OG0000590	ORYLA06302, ORYLA06303, ORYLA14008	BRALA16075, BRALA31942
OG0000591	ORYLA16935, ORYLA00569	BRALA25344
OG0000591	ORYLA03099	BRALA13642
OG0000592	ORYLA11854	BRALA22980
OG0000592	ORYLA14631, ORYLA12104	BRALA12293, BRALA12292, BRALA25533
OG0000593	ORYLA16513, ORYLA16679, ORYLA00726	BRALA10467
OG0000593	ORYLA12884, ORYLA15051, ORYLA12474, ORYLA13360, ORYLA15847, ORYLA14301	BRALA03529
OG0000597	ORYLA07402, ORYLA04005, ORYLA16364, ORYLA17588, ORYLA02653	BRALA07224
OG0000597	ORYLA12151, ORYLA19873, ORYLA00446	BRALA07985
OG0000601	ORYLA08067, ORYLA08066, ORYLA05105, ORYLA08065, ORYLA05107, ORYLA05106, ORYLA05108, ORYLA05111, ORYLA05110, ORYLA05109, ORYLA08068, ORYLA17807, ORYLA02337	BRALA06469, BRALA04622, BRALA04621
OG0000602	ORYLA01432, ORYLA06917, ORYLA13271	BRALA13634
OG0000602	ORYLA06916, ORYLA13270, ORYLA00924, ORYLA01431	BRALA13638
OG0000603	ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667	BRALA11986
OG0000604	ORYLA20050, ORYLA04898, ORYLA10532, ORYLA11916, ORYLA20052, ORYLA04152, ORYLA03047	BRALA23058
OG0000607	ORYLA14856, ORYLA11191, ORYLA15995	BRALA02171
OG0000608	ORYLA16986	BRALA08057
OG0000609	ORYLA10455	BRALA13529
OG0000609	ORYLA12278, ORYLA12277	BRALA13853, BRALA18964, BRALA18966, BRALA18965, BRALA13849
OG0000609	ORYLA08612, ORYLA08611	BRALA04542
OG0000609	ORYLA14376	BRALA05170, BRALA01190, BRALA05174
OG0000610	ORYLA06377, ORYLA18048	BRALA02697
OG0000611	ORYLA12216, ORYLA07591	BRALA20389
OG0000611	ORYLA12728	BRALA27313
OG0000612	ORYLA04935, ORYLA08129, ORYLA02945	BRALA24052
OG0000612	ORYLA15846	BRALA20021
OG0000613	ORYLA11623, ORYLA14150, ORYLA19742, ORYLA01989	BRALA12977
OG0000613	ORYLA17655, ORYLA18374	BRALA30072
OG0000614	ORYLA10528	BRALA26253, BRALA24121
OG0000616	ORYLA05919	BRALA23460
OG0000617	ORYLA14714	BRALA28136
OG0000620	ORYLA19434	BRALA14226
OG0000621	ORYLA04157, ORYLA09042	BRALA26956
OG0000623	ORYLA04745	BRALA01906
OG0000623	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008	BRALA33185
OG0000624	ORYLA17149, ORYLA17995, ORYLA09867	BRALA09192
OG0000625	ORYLA03290, ORYLA03289, ORYLA19775, ORYLA03209, ORYLA04314, ORYLA04313, ORYLA03210, ORYLA03288	BRALA19634
OG0000626	ORYLA02187, ORYLA11781, ORYLA19853, ORYLA16067	BRALA09669
OG0000627	ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443	BRALA29835
OG0000628	ORYLA13552, ORYLA05950, ORYLA12221	BRALA28627
OG0000628	ORYLA15555, ORYLA15554, ORYLA05695, ORYLA19646	BRALA16689
OG0000629	ORYLA15239, ORYLA20015, ORYLA11198, ORYLA15360	BRALA24722
OG0000634	ORYLA14177	BRALA18632
OG0000635	ORYLA00054, ORYLA17095	BRALA30993, BRALA30850, BRALA31506, BRALA28680, BRALA21096
OG0000635	ORYLA03671	BRALA22165, BRALA20517
OG0000637	ORYLA02746	BRALA35665
OG0000637	ORYLA16896, ORYLA00139	BRALA25973
OG0000639	ORYLA02529	BRALA16533
OG0000639	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421	BRALA20016
OG0000641	ORYLA15443, ORYLA14453, ORYLA15439, ORYLA15440, ORYLA15441, ORYLA14452, ORYLA15880	BRALA20745, BRALA20742, BRALA20741, BRALA26654, BRALA26656, BRALA26655
OG0000642	ORYLA07221, ORYLA00442, ORYLA00566	BRALA06680
OG0000643	ORYLA03009, ORYLA10818	BRALA01193
OG0000643	ORYLA17539, ORYLA02340, ORYLA04587	BRALA28428
OG0000645	ORYLA12725, ORYLA15007	BRALA20003
OG0000645	ORYLA00407, ORYLA14925	BRALA04294
OG0000646	ORYLA05850, ORYLA13497, ORYLA07440	BRALA05656
OG0000646	ORYLA07488, ORYLA05442, ORYLA01675	BRALA20004
OG0000647	ORYLA00414, ORYLA05088, ORYLA05089	BRALA16420
OG0000648	ORYLA08869	BRALA03156
OG0000648	ORYLA06524, ORYLA12473, ORYLA12472	BRALA03157
OG0000649	ORYLA13751, ORYLA15737, ORYLA02071	BRALA09182, BRALA11364, BRALA20887
OG0000650	ORYLA14345, ORYLA09152, ORYLA02856, ORYLA18133, ORYLA06365, ORYLA07427	BRALA06632, BRALA04575
OG0000652	ORYLA19493	BRALA20077
OG0000653	ORYLA01788	BRALA00750
OG0000653	ORYLA06368, ORYLA10074	BRALA33623, BRALA16963
OG0000653	ORYLA00719	BRALA22618
OG0000654	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809	BRALA04554
OG0000660	ORYLA06492, ORYLA17770, ORYLA03243	BRALA15697
OG0000660	ORYLA06455	BRALA10420
OG0000662	ORYLA20494	BRALA23622
OG0000662	ORYLA17182, ORYLA07752, ORYLA17006	BRALA06276
OG0000664	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234	BRALA17169
OG0000665	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102	BRALA23202
OG0000666	ORYLA11061, ORYLA08199, ORYLA15920	BRALA33241, BRALA33926
OG0000666	ORYLA15723	BRALA28214
OG0000667	ORYLA19371, ORYLA04668	BRALA01967, BRALA00909
OG0000670	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503	BRALA11703
OG0000671	ORYLA16201, ORYLA15719, ORYLA15720, ORYLA13739, ORYLA13700, ORYLA13824, ORYLA11265, ORYLA14680	BRALA07010, BRALA11273
OG0000672	ORYLA06583, ORYLA07641	BRALA06149
OG0000672	ORYLA19020	BRALA24117
OG0000674	ORYLA05775, ORYLA18358	BRALA23211
OG0000674	ORYLA10869, ORYLA15085, ORYLA19997	BRALA25389
OG0000675	ORYLA08118, ORYLA04927	BRALA15687, BRALA11516
OG0000676	ORYLA19352	BRALA13759
OG0000676	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910	BRALA25556
OG0000677	ORYLA02962, ORYLA18377, ORYLA11497	BRALA24332, BRALA24330, BRALA26229, BRALA04101, BRALA04100, BRALA17451, BRALA10505, BRALA10499, BRALA25676, BRALA12854, BRALA12853, BRALA12852, BRALA12856
OG0000680	ORYLA03909, ORYLA06287, ORYLA15087	BRALA12807, BRALA12803, BRALA12804, BRALA26957, BRALA11805, BRALA18023, BRALA18021, BRALA18014, BRALA18033, BRALA18022, BRALA01752
OG0000680	ORYLA18896	BRALA01527, BRALA18950
OG0000681	ORYLA00168, ORYLA00958	BRALA08295
OG0000681	ORYLA15125	BRALA33161
OG0000682	ORYLA04948, ORYLA00891, ORYLA02515	BRALA25456, BRALA25454, BRALA35283, BRALA25455, BRALA21676, BRALA30874
OG0000683	ORYLA19477	BRALA33661
OG0000683	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074	BRALA00898
OG0000684	ORYLA15561, ORYLA06293, ORYLA04619	BRALA33966, BRALA35184, BRALA35989, BRALA33798
OG0000685	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185	BRALA13886
OG0000686	ORYLA15930	BRALA19251, BRALA01995, BRALA01996, BRALA03393, BRALA12592, BRALA01972, BRALA01971, BRALA01994, BRALA01970, BRALA00770, BRALA00717, BRALA00718, BRALA00709, BRALA23849, BRALA28028, BRALA12673, BRALA11761, BRALA05022, BRALA20295, BRALA00710, BRALA09519, BRALA00719, BRALA22854, BRALA32164, BRALA00716, BRALA26777, BRALA07135, BRALA31304, BRALA04864, BRALA12674
OG0000690	ORYLA07589	BRALA29358
OG0000690	ORYLA01395	BRALA05018
OG0000691	ORYLA12446, ORYLA07129, ORYLA15301	BRALA03301
OG0000691	ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419	BRALA09683
OG0000692	ORYLA04625	BRALA01186
OG0000693	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700	BRALA18789
OG0000693	ORYLA02446	BRALA02763
OG0000694	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428	BRALA10162
OG0000695	ORYLA11337, ORYLA10653, ORYLA03016, ORYLA03487, ORYLA03272, ORYLA07364, ORYLA10811, ORYLA11897	BRALA21788, BRALA13971, BRALA00498, BRALA12446
OG0000696	ORYLA11558	BRALA16043
OG0000696	ORYLA20017	BRALA19739
OG0000697	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196	BRALA30467
OG0000698	ORYLA01040, ORYLA11831, ORYLA10489, ORYLA11830	BRALA26139
OG0000699	ORYLA04435	BRALA12181
OG0000700	ORYLA14865	BRALA08858
OG0000701	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338	BRALA21677
OG0000702	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416	BRALA28498
OG0000703	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497	BRALA03871
OG0000706	ORYLA16017, ORYLA14235	BRALA20496
OG0000707	ORYLA15227	BRALA20116, BRALA29107
OG0000708	ORYLA08879	BRALA05296
OG0000708	ORYLA10826, ORYLA20261, ORYLA20260	BRALA10976
OG0000709	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881	BRALA10837
OG0000710	ORYLA02017, ORYLA19955	BRALA16518
OG0000711	ORYLA11208	BRALA20784
OG0000711	ORYLA14841, ORYLA12753, ORYLA14544	BRALA02434
OG0000711	ORYLA18961, ORYLA11207	BRALA02091
OG0000712	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433	BRALA19423
OG0000713	ORYLA07467, ORYLA04219, ORYLA08824	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690
OG0000715	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499	BRALA17045
OG0000716	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971	BRALA35786, BRALA32595, BRALA32592
OG0000717	ORYLA06102	BRALA10082
OG0000718	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234	BRALA29518
OG0000720	ORYLA02961, ORYLA19803, ORYLA14893	BRALA08022
OG0000721	ORYLA03998, ORYLA17258	BRALA14964
OG0000722	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212	BRALA24668, BRALA24667
OG0000723	ORYLA15661, ORYLA15472, ORYLA19864, ORYLA17129	BRALA24351, BRALA08031, BRALA10480, BRALA03115
OG0000725	ORYLA12897	BRALA28873
OG0000725	ORYLA10995, ORYLA14609, ORYLA12356	BRALA35334
OG0000725	ORYLA14785	BRALA34432
OG0000726	ORYLA08613, ORYLA20148	BRALA09055
OG0000730	ORYLA14344, ORYLA09687	BRALA23680
OG0000730	ORYLA06542, ORYLA08864, ORYLA08533, ORYLA13937	BRALA23679
OG0000732	ORYLA12890, ORYLA12891	BRALA05974
OG0000732	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246	BRALA01121
OG0000733	ORYLA10736, ORYLA07377, ORYLA11454	BRALA13293
OG0000733	ORYLA04800, ORYLA10355, ORYLA11839	BRALA13301
OG0000734	ORYLA02564, ORYLA06887, ORYLA13266	BRALA10056
OG0000735	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363	BRALA12877
OG0000736	ORYLA05420, ORYLA15781	BRALA00292
OG0000738	ORYLA19789	BRALA08653
OG0000738	ORYLA05463, ORYLA01559, ORYLA05464	BRALA24442, BRALA24444, BRALA24440, BRALA24441, BRALA24445
OG0000740	ORYLA16089, ORYLA05536	BRALA07389
OG0000740	ORYLA17478	BRALA17954
OG0000743	ORYLA00778, ORYLA05798, ORYLA00731	BRALA06285
OG0000743	ORYLA00777, ORYLA00730, ORYLA16675	BRALA06284
OG0000744	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131	BRALA03822, BRALA06789, BRALA03324
OG0000745	ORYLA04864	BRALA06045
OG0000746	ORYLA16580, ORYLA00617	BRALA22561, BRALA22254, BRALA18386
OG0000748	ORYLA17154	BRALA10606
OG0000749	ORYLA07541, ORYLA05251, ORYLA10702	BRALA28914
OG0000750	ORYLA10521	BRALA14527
OG0000750	ORYLA01307	BRALA15208, BRALA27083, BRALA15212
