Orthogroup	ORYLA	ASTMX
OG0000464	ORYLA06387	ASTMX09853
OG0000464	ORYLA10730	ASTMX22971
OG0000465	ORYLA07067	ASTMX14121
OG0000465	ORYLA15381	ASTMX02125
OG0000466	ORYLA18774	ASTMX08504
OG0000467	ORYLA16164	ASTMX19597
OG0000467	ORYLA20242	ASTMX15795
OG0000467	ORYLA14274	ASTMX10740
OG0000467	ORYLA13723	ASTMX09415
OG0000467	ORYLA15983	ASTMX01966
OG0000467	ORYLA14489	ASTMX05515
OG0000467	ORYLA10863	ASTMX02018
OG0000468	ORYLA07498, ORYLA06150	ASTMX16964, ASTMX16965, ASTMX16967
OG0000468	ORYLA10188	ASTMX07575
OG0000469	ORYLA14324, ORYLA13835	ASTMX08379
OG0000469	ORYLA15812	ASTMX20035
OG0000469	ORYLA16158	ASTMX11781
OG0000469	ORYLA14420	ASTMX01028, ASTMX09278, ASTMX13963
OG0000469	ORYLA14753	ASTMX16633
OG0000469	ORYLA19640	ASTMX02217
OG0000469	ORYLA13413	ASTMX02909
OG0000470	ORYLA06621	ASTMX20617
OG0000470	ORYLA17202	ASTMX16395
OG0000470	ORYLA10519, ORYLA11404	ASTMX15646
OG0000470	ORYLA04902	ASTMX03241
OG0000471	ORYLA00522	ASTMX04676, ASTMX16280
OG0000471	ORYLA05293, ORYLA05292	ASTMX07614
OG0000471	ORYLA08151, ORYLA08152	ASTMX11079
OG0000472	ORYLA08544	ASTMX08994
OG0000472	ORYLA08994	ASTMX08995
OG0000472	ORYLA13308, ORYLA07020	ASTMX08847, ASTMX08908
OG0000472	ORYLA17717	ASTMX20133
OG0000472	ORYLA04214	ASTMX12788
OG0000473	ORYLA16474	ASTMX17247
OG0000473	ORYLA13402	ASTMX08279
OG0000473	ORYLA16579	ASTMX14205
OG0000473	ORYLA16577	ASTMX22328
OG0000473	ORYLA00585	ASTMX21061
OG0000474	ORYLA15732	ASTMX09410, ASTMX04778
OG0000474	ORYLA07059	ASTMX21427, ASTMX22551
OG0000474	ORYLA02569	ASTMX19649
OG0000474	ORYLA18127	ASTMX03307
OG0000474	ORYLA09745	ASTMX16239
OG0000475	ORYLA15741	ASTMX04770
OG0000475	ORYLA02269	ASTMX04247
OG0000475	ORYLA05492	ASTMX09728
OG0000475	ORYLA08543	ASTMX05455
OG0000475	ORYLA10034	ASTMX08656
OG0000476	ORYLA19318	ASTMX15748
OG0000477	ORYLA06624	ASTMX17413
OG0000477	ORYLA12861, ORYLA12860	ASTMX12779
OG0000477	ORYLA16606	ASTMX22298
OG0000477	ORYLA10323, ORYLA10322, ORYLA13606	ASTMX02431, ASTMX11940
OG0000477	ORYLA02502, ORYLA02501	ASTMX12860
OG0000477	ORYLA17418	ASTMX09034
OG0000478	ORYLA13825	ASTMX08367
OG0000478	ORYLA13701	ASTMX00925
OG0000478	ORYLA20338	ASTMX16616
OG0000479	ORYLA05427	ASTMX07487
OG0000479	ORYLA02241	ASTMX08702
OG0000479	ORYLA00980	ASTMX08818
OG0000479	ORYLA01123	ASTMX21850, ASTMX17585
OG0000479	ORYLA17925	ASTMX15198
OG0000479	ORYLA02622	ASTMX05901
OG0000480	ORYLA15386	ASTMX05218
OG0000481	ORYLA17197	ASTMX04468
OG0000481	ORYLA02862, ORYLA19409	ASTMX15759
OG0000481	ORYLA03884	ASTMX21277
OG0000481	ORYLA19808	ASTMX10551
OG0000482	ORYLA07371	ASTMX02712
OG0000482	ORYLA11346	ASTMX01408, ASTMX16479
OG0000482	ORYLA11345	ASTMX16480
OG0000484	ORYLA17466	ASTMX21963
OG0000484	ORYLA13170	ASTMX02359
OG0000485	ORYLA09796	ASTMX18912
OG0000485	ORYLA18526	ASTMX15444
OG0000485	ORYLA03726	ASTMX02971
OG0000485	ORYLA03727	ASTMX22496
OG0000486	ORYLA08269, ORYLA04783	ASTMX13378
OG0000486	ORYLA20474, ORYLA20475	ASTMX03758
OG0000487	ORYLA10548	ASTMX08062, ASTMX13666
OG0000487	ORYLA10468	ASTMX16551
OG0000487	ORYLA00064	ASTMX07842
OG0000487	ORYLA16901	ASTMX20342
OG0000488	ORYLA02034	ASTMX08717
OG0000488	ORYLA15556	ASTMX03433, ASTMX00689
OG0000488	ORYLA10093	ASTMX04604
OG0000489	ORYLA05330	ASTMX09842
OG0000489	ORYLA05331	ASTMX01834
OG0000489	ORYLA00198	ASTMX04138
OG0000489	ORYLA04716	ASTMX06584
OG0000489	ORYLA14139	ASTMX11463
OG0000489	ORYLA01840	ASTMX18490
OG0000490	ORYLA00621, ORYLA16590	ASTMX14197
OG0000490	ORYLA01902	ASTMX08725
OG0000490	ORYLA06098	ASTMX15774
OG0000490	ORYLA18025	ASTMX08972, ASTMX03317
OG0000491	ORYLA18622	ASTMX18439, ASTMX18438, ASTMX18437
OG0000491	ORYLA19026	ASTMX14753
OG0000491	ORYLA04018	ASTMX17371
OG0000491	ORYLA03196	ASTMX11249
OG0000492	ORYLA17141	ASTMX07363
OG0000492	ORYLA07961	ASTMX15985
OG0000492	ORYLA14575, ORYLA14576	ASTMX00365
OG0000492	ORYLA19710	ASTMX03605
OG0000492	ORYLA10911, ORYLA14727	ASTMX08299
OG0000492	ORYLA11196	ASTMX22795
OG0000494	ORYLA04408	ASTMX16000
OG0000494	ORYLA01116	ASTMX17592, ASTMX10961
OG0000494	ORYLA17618	ASTMX13194
OG0000494	ORYLA04392	ASTMX13294
OG0000494	ORYLA17962	ASTMX10353
OG0000496	ORYLA02260, ORYLA05483	ASTMX09081
OG0000496	ORYLA12646	ASTMX00196
OG0000496	ORYLA19790	ASTMX21509
OG0000496	ORYLA05482	ASTMX09082
OG0000496	ORYLA12645	ASTMX00197
OG0000496	ORYLA06615	ASTMX14117, ASTMX19979
OG0000496	ORYLA05481	ASTMX09083
OG0000496	ORYLA12644	ASTMX00198
OG0000497	ORYLA02363	ASTMX10346
OG0000497	ORYLA03738	ASTMX13802, ASTMX03464
OG0000497	ORYLA02565	ASTMX21023
OG0000497	ORYLA13651	ASTMX02074
OG0000498	ORYLA12580	ASTMX00213
OG0000498	ORYLA01970	ASTMX13589
OG0000498	ORYLA20372	ASTMX20713
OG0000498	ORYLA16154	ASTMX07450, ASTMX11775
OG0000498	ORYLA12387	ASTMX16597
OG0000498	ORYLA15055	ASTMX00588
OG0000499	ORYLA10138	ASTMX21586, ASTMX08112, ASTMX16483
OG0000499	ORYLA03048	ASTMX21718
OG0000499	ORYLA18603, ORYLA18942	ASTMX01239, ASTMX04830
OG0000500	ORYLA14515, ORYLA14188	ASTMX19813, ASTMX18087, ASTMX17579, ASTMX22421, ASTMX17576, ASTMX16566, ASTMX14301, ASTMX12974, ASTMX07183, ASTMX07184, ASTMX02631
OG0000500	ORYLA16621	ASTMX14164
OG0000500	ORYLA16601	ASTMX14183
OG0000500	ORYLA11180	ASTMX04513, ASTMX17894
OG0000500	ORYLA14875, ORYLA14874	ASTMX10270
OG0000500	ORYLA05916	ASTMX18407
OG0000500	ORYLA16612	ASTMX14155
OG0000503	ORYLA17193	ASTMX07343
OG0000503	ORYLA12487	ASTMX16980
OG0000503	ORYLA14950	ASTMX21242
OG0000504	ORYLA09395	ASTMX09815
OG0000504	ORYLA05779	ASTMX10657
OG0000504	ORYLA02539	ASTMX03402
OG0000504	ORYLA06868	ASTMX11929
OG0000504	ORYLA12982	ASTMX02863
OG0000504	ORYLA12629	ASTMX05201, ASTMX20171
OG0000505	ORYLA13660	ASTMX04944
OG0000505	ORYLA02475	ASTMX15734
OG0000505	ORYLA14935	ASTMX05133
OG0000505	ORYLA18172	ASTMX18350
OG0000506	ORYLA18768	ASTMX20807
OG0000506	ORYLA06518, ORYLA06517	ASTMX05502
OG0000506	ORYLA04180	ASTMX16924, ASTMX20808
OG0000506	ORYLA04114	ASTMX10856
OG0000506	ORYLA01026	ASTMX08798
OG0000508	ORYLA08233	ASTMX01457
OG0000508	ORYLA02029	ASTMX09874
OG0000508	ORYLA10053	ASTMX07533
OG0000508	ORYLA17614	ASTMX21261
OG0000508	ORYLA02652	ASTMX15755
OG0000508	ORYLA04256	ASTMX12540
OG0000508	ORYLA03536	ASTMX13811
OG0000510	ORYLA16472	ASTMX10189
OG0000510	ORYLA08348	ASTMX20520
OG0000510	ORYLA02689	ASTMX12852
OG0000510	ORYLA01174	ASTMX10966, ASTMX16608
OG0000511	ORYLA01957	ASTMX13576
OG0000512	ORYLA18777, ORYLA08871	ASTMX15891
OG0000512	ORYLA19191	ASTMX22365
OG0000512	ORYLA19285, ORYLA19196	ASTMX21536, ASTMX10730
OG0000512	ORYLA19194, ORYLA18288, ORYLA19193, ORYLA19192, ORYLA19195, ORYLA17243, ORYLA14548, ORYLA19736	ASTMX01582, ASTMX01607, ASTMX22852, ASTMX06930, ASTMX06929, ASTMX06932, ASTMX06931, ASTMX21240, ASTMX20557, ASTMX06898, ASTMX03503
OG0000512	ORYLA08052	ASTMX01504
OG0000512	ORYLA08053	ASTMX08640, ASTMX01505
OG0000513	ORYLA08054	ASTMX01506
OG0000513	ORYLA17768	ASTMX15656
OG0000513	ORYLA00440	ASTMX13880
OG0000513	ORYLA03886	ASTMX21279
OG0000514	ORYLA05801	ASTMX10637
OG0000514	ORYLA17040, ORYLA17041, ORYLA00294	ASTMX15495
OG0000514	ORYLA16274	ASTMX20347
OG0000515	ORYLA07877	ASTMX16147
OG0000516	ORYLA06563	ASTMX06518
OG0000516	ORYLA07576	ASTMX01654
OG0000516	ORYLA04429	ASTMX13984
OG0000516	ORYLA03430	ASTMX12362
OG0000516	ORYLA07000	ASTMX20641
OG0000517	ORYLA14451	ASTMX09398
OG0000517	ORYLA15444	ASTMX10775
OG0000517	ORYLA00199	ASTMX13252
OG0000517	ORYLA00746, ORYLA18317, ORYLA19457	ASTMX18055
OG0000517	ORYLA00748	ASTMX22426
OG0000519	ORYLA19812	ASTMX13209
OG0000519	ORYLA02303	ASTMX05997
OG0000520	ORYLA02661	ASTMX09994
OG0000520	ORYLA16383	ASTMX07327
OG0000520	ORYLA05565	ASTMX19989
OG0000520	ORYLA01527	ASTMX14233
OG0000520	ORYLA03445	ASTMX09883
OG0000521	ORYLA03841	ASTMX12513
OG0000521	ORYLA10100	ASTMX04599
OG0000521	ORYLA04828	ASTMX14516, ASTMX14141
OG0000521	ORYLA04342	ASTMX03940
OG0000521	ORYLA07372	ASTMX02711
OG0000522	ORYLA20412	ASTMX19564
OG0000522	ORYLA00500	ASTMX01611
OG0000522	ORYLA05061	ASTMX06605
OG0000523	ORYLA12411	ASTMX14292
OG0000524	ORYLA08073	ASTMX13403
OG0000525	ORYLA06511	ASTMX22715
OG0000525	ORYLA02439	ASTMX12399
OG0000525	ORYLA07450	ASTMX02688
OG0000525	ORYLA07984, ORYLA17059	ASTMX11391
OG0000526	ORYLA04970	ASTMX04211, ASTMX04131
OG0000527	ORYLA06889	ASTMX22367
OG0000527	ORYLA13098	ASTMX02383
OG0000527	ORYLA16582	ASTMX14201
OG0000527	ORYLA00618	ASTMX19141
OG0000527	ORYLA17246	ASTMX08597
OG0000527	ORYLA02494	ASTMX10376
OG0000528	ORYLA10409	ASTMX18461
OG0000528	ORYLA03074	ASTMX02315
OG0000528	ORYLA07689	ASTMX10467
OG0000528	ORYLA04813	ASTMX20121
OG0000529	ORYLA12875	ASTMX12434
OG0000529	ORYLA05863	ASTMX07444
OG0000529	ORYLA04329	ASTMX17776
OG0000530	ORYLA10196	ASTMX03176
OG0000530	ORYLA13418	ASTMX02906
OG0000530	ORYLA20102	ASTMX07408
OG0000530	ORYLA06799	ASTMX19455
OG0000531	ORYLA07828	ASTMX15872, ASTMX16153
OG0000531	ORYLA06611, ORYLA09290, ORYLA09289	ASTMX06454
OG0000531	ORYLA09656	ASTMX20431
OG0000531	ORYLA08382, ORYLA08381	ASTMX05437
OG0000532	ORYLA10268	ASTMX01302, ASTMX15057
OG0000533	ORYLA03662	ASTMX17186
OG0000533	ORYLA09772	ASTMX16729
OG0000534	ORYLA15756	ASTMX16887
OG0000534	ORYLA08332	ASTMX17809
OG0000534	ORYLA16496	ASTMX14095
OG0000535	ORYLA01196	ASTMX07978
OG0000535	ORYLA00300	ASTMX01946, ASTMX20355
OG0000535	ORYLA13542	ASTMX22489
OG0000537	ORYLA07579	ASTMX02700
OG0000537	ORYLA09989	ASTMX00178
OG0000537	ORYLA07580	ASTMX02699
OG0000537	ORYLA09988	ASTMX00179
OG0000538	ORYLA09396	ASTMX06663
OG0000538	ORYLA13935	ASTMX01046
OG0000538	ORYLA08202	ASTMX13231, ASTMX04495
OG0000538	ORYLA08895, ORYLA08896	ASTMX12645
OG0000538	ORYLA06216	ASTMX21007
OG0000539	ORYLA08050	ASTMX18298
OG0000540	ORYLA11764	ASTMX08053, ASTMX10282
OG0000540	ORYLA02783	ASTMX17477
OG0000540	ORYLA17949	ASTMX11992
OG0000540	ORYLA00759	ASTMX08565
OG0000540	ORYLA04707	ASTMX06601
OG0000540	ORYLA10788	ASTMX18502
OG0000540	ORYLA17876, ORYLA02782	ASTMX17476
OG0000540	ORYLA07101	ASTMX07387
OG0000540	ORYLA08508	ASTMX17150
OG0000540	ORYLA09759	ASTMX12690
OG0000540	ORYLA14349	ASTMX05290
OG0000540	ORYLA16387	ASTMX07380
OG0000542	ORYLA03184	ASTMX11231
OG0000542	ORYLA04191	ASTMX21069
OG0000542	ORYLA02120	ASTMX04273
OG0000544	ORYLA03180	ASTMX11235
OG0000544	ORYLA04044	ASTMX03698
OG0000544	ORYLA18168	ASTMX06964, ASTMX06963
OG0000544	ORYLA12942	ASTMX02823
OG0000544	ORYLA19590	ASTMX10067
OG0000545	ORYLA04729	ASTMX08452
OG0000545	ORYLA19657	ASTMX01683
OG0000545	ORYLA04200	ASTMX12544
OG0000545	ORYLA10194	ASTMX08514
OG0000545	ORYLA03088	ASTMX06310
OG0000546	ORYLA11289	ASTMX21232
OG0000546	ORYLA14851	ASTMX02230
OG0000547	ORYLA15876	ASTMX00796, ASTMX04032
OG0000548	ORYLA01284	ASTMX20814
OG0000548	ORYLA02791	ASTMX19774
OG0000548	ORYLA17384	ASTMX15937
OG0000548	ORYLA00893	ASTMX10502
OG0000548	ORYLA11445	ASTMX10235
OG0000548	ORYLA20346	ASTMX16625
OG0000550	ORYLA10024	ASTMX00672, ASTMX00670, ASTMX00669, ASTMX00673
OG0000551	ORYLA15546	ASTMX02105
OG0000552	ORYLA02316	ASTMX21676
OG0000552	ORYLA01268	ASTMX01181
OG0000553	ORYLA11116	ASTMX16310
OG0000553	ORYLA04427	ASTMX17368
OG0000553	ORYLA04603	ASTMX03487
OG0000553	ORYLA05553, ORYLA05554	ASTMX06718
OG0000553	ORYLA16993	ASTMX14321
OG0000553	ORYLA16814	ASTMX21466
OG0000553	ORYLA19765	ASTMX11677
OG0000554	ORYLA05333	ASTMX01832
OG0000554	ORYLA17786	ASTMX18036, ASTMX05113
OG0000554	ORYLA19976	ASTMX22267
OG0000554	ORYLA11865	ASTMX07583
OG0000557	ORYLA07764	ASTMX07708
OG0000557	ORYLA16553	ASTMX18714
OG0000557	ORYLA16550, ORYLA16549, ORYLA16548, ORYLA16551	ASTMX18704
OG0000557	ORYLA07765, ORYLA07766	ASTMX07707
OG0000557	ORYLA07767	ASTMX07706
OG0000560	ORYLA04875	ASTMX10434
OG0000561	ORYLA10348	ASTMX19650
OG0000561	ORYLA11841	ASTMX12281
OG0000561	ORYLA01515	ASTMX04726
OG0000562	ORYLA13197	ASTMX02939
OG0000562	ORYLA15135	ASTMX18239
OG0000562	ORYLA05394	ASTMX07420
OG0000563	ORYLA03246	ASTMX12226, ASTMX05877
OG0000563	ORYLA17360	ASTMX13470
OG0000564	ORYLA03832	ASTMX10683
OG0000564	ORYLA03007	ASTMX04443
OG0000564	ORYLA12513	ASTMX18629, ASTMX04222
OG0000564	ORYLA10514, ORYLA11949	ASTMX15637
OG0000564	ORYLA03368	ASTMX07058, ASTMX21223
OG0000564	ORYLA10699	ASTMX13514
OG0000564	ORYLA11883	ASTMX14790
OG0000564	ORYLA05222, ORYLA00088	ASTMX21125
OG0000565	ORYLA05583, ORYLA05582	ASTMX06713
OG0000566	ORYLA13005	ASTMX02449
OG0000566	ORYLA20281	ASTMX22106
OG0000566	ORYLA14818	ASTMX02203
OG0000566	ORYLA14819	ASTMX02202
OG0000566	ORYLA04369	ASTMX09638
OG0000567	ORYLA12167	ASTMX07889
OG0000567	ORYLA12905	ASTMX02913
OG0000570	ORYLA10850	ASTMX10311
OG0000570	ORYLA08171	ASTMX21575
OG0000570	ORYLA16666, ORYLA16667	ASTMX01487
OG0000570	ORYLA13899	ASTMX14282
OG0000572	ORYLA08145	ASTMX14415
OG0000572	ORYLA10185	ASTMX08526
OG0000572	ORYLA13763	ASTMX09438
OG0000572	ORYLA15650	ASTMX05246
OG0000573	ORYLA01895	ASTMX14748
OG0000573	ORYLA05878	ASTMX06784
OG0000573	ORYLA13843	ASTMX02110
OG0000573	ORYLA14820	ASTMX02201
OG0000574	ORYLA16287, ORYLA08280	ASTMX11657
OG0000574	ORYLA00058	ASTMX08559
OG0000575	ORYLA17931	ASTMX18324
OG0000575	ORYLA02623	ASTMX05900
OG0000575	ORYLA01132, ORYLA00665	ASTMX10924
OG0000575	ORYLA06768	ASTMX11741
OG0000575	ORYLA08996	ASTMX07926
OG0000575	ORYLA08583	ASTMX05390
OG0000575	ORYLA09811	ASTMX08403
OG0000576	ORYLA13924, ORYLA15981	ASTMX05718
OG0000576	ORYLA08396	ASTMX14775
OG0000576	ORYLA05305	ASTMX02752
OG0000576	ORYLA13808	ASTMX00788
OG0000578	ORYLA07686	ASTMX18006, ASTMX10470
OG0000578	ORYLA04727	ASTMX08286, ASTMX01576
OG0000578	ORYLA10429	ASTMX10827, ASTMX04585
OG0000578	ORYLA03394	ASTMX13822
OG0000578	ORYLA04274	ASTMX06067
OG0000579	ORYLA11089	ASTMX19442, ASTMX10867
OG0000579	ORYLA13906	ASTMX19217
OG0000579	ORYLA15480	ASTMX02063, ASTMX06365
OG0000580	ORYLA12110, ORYLA14690	ASTMX14484
OG0000580	ORYLA04746	ASTMX07599
OG0000580	ORYLA00197	ASTMX04139
OG0000580	ORYLA02138, ORYLA02139	ASTMX04250
OG0000581	ORYLA10424	ASTMX10825
OG0000581	ORYLA04861	ASTMX10598
OG0000581	ORYLA08147	ASTMX16864
OG0000581	ORYLA07531	ASTMX19514
OG0000581	ORYLA04860	ASTMX10599
OG0000581	ORYLA10423	ASTMX10824
OG0000581	ORYLA10422	ASTMX10823
OG0000581	ORYLA03381	ASTMX17300
OG0000582	ORYLA00146	ASTMX11411
OG0000582	ORYLA06509	ASTMX20610
OG0000582	ORYLA02435	ASTMX13349, ASTMX13077
OG0000582	ORYLA06109	ASTMX01858
OG0000582	ORYLA01735	ASTMX10152
OG0000583	ORYLA00997, ORYLA00998	ASTMX19288
OG0000583	ORYLA03929	ASTMX12142
OG0000583	ORYLA09564	ASTMX19104, ASTMX09781
OG0000583	ORYLA10274	ASTMX15227
OG0000583	ORYLA02043	ASTMX16808
OG0000583	ORYLA05980	ASTMX07495
OG0000584	ORYLA18770	ASTMX15596, ASTMX18904
OG0000585	ORYLA16046	ASTMX01008, ASTMX17107, ASTMX01746
OG0000585	ORYLA15895	ASTMX10753
OG0000585	ORYLA14066	ASTMX02113
OG0000585	ORYLA11170	ASTMX17466
OG0000585	ORYLA16126	ASTMX20178
OG0000585	ORYLA14043	ASTMX01009
OG0000586	ORYLA12015	ASTMX06304, ASTMX01062
OG0000586	ORYLA15040	ASTMX07105, ASTMX02632
OG0000586	ORYLA08031	ASTMX21166
OG0000586	ORYLA16360	ASTMX07309
OG0000587	ORYLA03518	ASTMX17633
OG0000587	ORYLA06908	ASTMX15674
OG0000587	ORYLA07631	ASTMX05654
OG0000587	ORYLA13556	ASTMX18684
OG0000587	ORYLA13555, ORYLA12215	ASTMX02880
OG0000587	ORYLA03397	ASTMX13819
OG0000588	ORYLA16614	ASTMX14157
OG0000588	ORYLA00870	ASTMX18468
OG0000588	ORYLA06281	ASTMX06494
OG0000588	ORYLA02480	ASTMX10386
OG0000588	ORYLA17646	ASTMX19382
OG0000588	ORYLA04266	ASTMX03016
OG0000589	ORYLA14568	ASTMX00371
OG0000589	ORYLA14571, ORYLA14570, ORYLA14572	ASTMX03603, ASTMX00369, ASTMX00368
OG0000589	ORYLA14569	ASTMX00370
OG0000589	ORYLA11091	ASTMX02599, ASTMX02002
OG0000589	ORYLA14019	ASTMX18733
OG0000589	ORYLA14732	ASTMX08294
OG0000589	ORYLA14730	ASTMX08295
OG0000589	ORYLA14731	ASTMX08296
OG0000590	ORYLA06142	ASTMX15142
OG0000590	ORYLA16465	ASTMX10181
OG0000590	ORYLA06302, ORYLA06303	ASTMX11935
OG0000590	ORYLA14008	ASTMX00513
OG0000591	ORYLA16935	ASTMX04992
OG0000591	ORYLA00569	ASTMX12325
OG0000591	ORYLA03099	ASTMX09194
OG0000591	ORYLA06605	ASTMX03131
OG0000591	ORYLA13493	ASTMX08773
OG0000592	ORYLA17452	ASTMX15625
OG0000592	ORYLA11854	ASTMX01208
OG0000592	ORYLA14631	ASTMX00581
OG0000592	ORYLA12104	ASTMX20394
OG0000592	ORYLA04227	ASTMX11355
OG0000593	ORYLA16513	ASTMX11066
OG0000593	ORYLA16679, ORYLA00726	ASTMX04864
OG0000593	ORYLA12884	ASTMX09942
OG0000593	ORYLA15051, ORYLA12474	ASTMX00591, ASTMX02549
OG0000593	ORYLA13360	ASTMX05477
OG0000593	ORYLA15847, ORYLA14301	ASTMX19749
OG0000594	ORYLA04212	ASTMX12792
OG0000594	ORYLA03767	ASTMX14374
OG0000594	ORYLA08739	ASTMX18889
OG0000594	ORYLA03768	ASTMX12791, ASTMX14375
OG0000594	ORYLA08738	ASTMX18890
OG0000594	ORYLA14067	ASTMX10755
OG0000594	ORYLA14715	ASTMX00628
OG0000597	ORYLA07402	ASTMX09658
OG0000597	ORYLA04005	ASTMX18806, ASTMX12198
OG0000597	ORYLA16364	ASTMX07313
OG0000597	ORYLA02653	ASTMX15757
OG0000597	ORYLA12151	ASTMX00247
OG0000597	ORYLA19873	ASTMX16916
OG0000600	ORYLA19470	ASTMX20645
OG0000600	ORYLA00993	ASTMX04525
OG0000601	ORYLA17146	ASTMX01445
OG0000601	ORYLA08067	ASTMX20990
OG0000601	ORYLA08066, ORYLA05105	ASTMX07640
OG0000601	ORYLA05111, ORYLA05110, ORYLA05109	ASTMX07641
OG0000601	ORYLA08068	ASTMX07642
OG0000601	ORYLA17807	ASTMX05034
OG0000601	ORYLA02337	ASTMX05939
OG0000602	ORYLA01432	ASTMX11828
OG0000602	ORYLA06917	ASTMX15540
OG0000602	ORYLA13271	ASTMX07892
OG0000602	ORYLA06916	ASTMX15541
OG0000602	ORYLA13270	ASTMX07893
OG0000602	ORYLA01431	ASTMX11827
OG0000603	ORYLA07668	ASTMX01585
OG0000603	ORYLA10164	ASTMX22855
OG0000603	ORYLA10165	ASTMX10221
OG0000603	ORYLA11389	ASTMX04851
OG0000603	ORYLA07667	ASTMX06561
OG0000604	ORYLA20050	ASTMX03236, ASTMX19938
OG0000604	ORYLA04898	ASTMX03235
OG0000604	ORYLA10532	ASTMX11005
OG0000604	ORYLA11916	ASTMX17547
OG0000604	ORYLA20052	ASTMX19569
OG0000604	ORYLA04152	ASTMX12146
OG0000604	ORYLA03047	ASTMX20951
OG0000607	ORYLA14856	ASTMX02194
OG0000607	ORYLA11191	ASTMX16125
OG0000607	ORYLA15995	ASTMX15313
OG0000608	ORYLA16986	ASTMX19885
OG0000609	ORYLA10455	ASTMX09487
OG0000609	ORYLA12278	ASTMX19499
OG0000609	ORYLA12277	ASTMX00147, ASTMX19500
OG0000609	ORYLA08612, ORYLA08611	ASTMX13250
OG0000609	ORYLA14376	ASTMX05358
OG0000610	ORYLA05771, ORYLA05770	ASTMX09076
OG0000610	ORYLA12672	ASTMX07077
OG0000610	ORYLA06377	ASTMX03105
OG0000610	ORYLA18048	ASTMX08602
OG0000611	ORYLA12216	ASTMX07157
OG0000611	ORYLA07591	ASTMX09331, ASTMX05615
OG0000611	ORYLA12728	ASTMX12827
OG0000612	ORYLA07338	ASTMX10076
OG0000612	ORYLA04935	ASTMX09692
OG0000612	ORYLA08129	ASTMX18860
OG0000612	ORYLA02945	ASTMX09749
OG0000612	ORYLA15846	ASTMX15804
OG0000613	ORYLA11623	ASTMX01217
OG0000613	ORYLA14150	ASTMX05307
OG0000613	ORYLA19742	ASTMX07479
OG0000613	ORYLA01989	ASTMX16319
OG0000613	ORYLA17655	ASTMX03360
OG0000614	ORYLA10528	ASTMX11010
OG0000615	ORYLA08744, ORYLA09427	ASTMX11891
OG0000615	ORYLA04229	ASTMX11351
OG0000615	ORYLA08832	ASTMX16657
OG0000615	ORYLA10204	ASTMX03183
OG0000616	ORYLA05919	ASTMX16225
OG0000616	ORYLA03438	ASTMX12370, ASTMX03498
OG0000617	ORYLA14714	ASTMX00627
OG0000618	ORYLA05179	ASTMX02522
OG0000619	ORYLA07678	ASTMX10497
OG0000619	ORYLA08629, ORYLA09912	ASTMX15037, ASTMX12055
OG0000619	ORYLA03419	ASTMX11698, ASTMX11697
OG0000620	ORYLA19434	ASTMX19268, ASTMX02620
OG0000621	ORYLA04157	ASTMX12194
OG0000621	ORYLA09042	ASTMX07935
OG0000623	ORYLA04745	ASTMX07600
OG0000623	ORYLA00079	ASTMX07831
OG0000623	ORYLA17052	ASTMX20139
OG0000623	ORYLA00793, ORYLA17008	ASTMX15503
OG0000624	ORYLA17149	ASTMX13226
OG0000624	ORYLA17995	ASTMX19412
OG0000624	ORYLA09867	ASTMX08664
OG0000625	ORYLA19775	ASTMX11301, ASTMX11304
OG0000625	ORYLA03209	ASTMX11302
OG0000625	ORYLA04314	ASTMX16523
OG0000625	ORYLA04313, ORYLA03210	ASTMX16522, ASTMX11303
OG0000625	ORYLA03288	ASTMX14967, ASTMX11878
OG0000626	ORYLA02187	ASTMX00847
OG0000626	ORYLA11781	ASTMX01224
OG0000626	ORYLA19853	ASTMX06433
OG0000626	ORYLA16067	ASTMX01759, ASTMX01760
OG0000627	ORYLA12142, ORYLA12141	ASTMX00646, ASTMX01724
OG0000627	ORYLA03674	ASTMX02960, ASTMX07039
OG0000627	ORYLA09126	ASTMX06195
OG0000628	ORYLA13552	ASTMX11840, ASTMX18687
OG0000628	ORYLA15555, ORYLA15554	ASTMX03435, ASTMX03434
OG0000628	ORYLA05695	ASTMX18405
OG0000629	ORYLA12592	ASTMX02967
OG0000629	ORYLA20015	ASTMX09266, ASTMX08860
OG0000629	ORYLA11198	ASTMX17914
OG0000629	ORYLA15360	ASTMX07251
OG0000631	ORYLA04264	ASTMX12519
OG0000631	ORYLA03498	ASTMX16186
OG0000631	ORYLA10260	ASTMX08079, ASTMX01385
OG0000631	ORYLA07834	ASTMX10453
OG0000631	ORYLA04306	ASTMX03004, ASTMX02327
OG0000631	ORYLA07845, ORYLA16429	ASTMX10203
OG0000631	ORYLA11928	ASTMX15223, ASTMX09917
OG0000631	ORYLA05984, ORYLA01947	ASTMX14478, ASTMX21082
OG0000631	ORYLA04289	ASTMX20256, ASTMX01113
OG0000631	ORYLA09592	ASTMX09803
OG0000631	ORYLA08672	ASTMX09531
OG0000631	ORYLA11851	ASTMX01213, ASTMX01211
OG0000631	ORYLA11852	ASTMX01214, ASTMX01210
OG0000631	ORYLA11853	ASTMX01209
OG0000636	ORYLA01336	ASTMX16568
OG0000636	ORYLA03947, ORYLA03948	ASTMX15211
OG0000636	ORYLA05255	ASTMX02467, ASTMX01529
OG0000637	ORYLA02746	ASTMX21369
OG0000637	ORYLA16896	ASTMX21579
