Orthogroup	ORYLA	PFLAV
OG0000383	ORYLA00814	TCONS_00031503.p1, TCONS_00023411.p1
OG0000384	ORYLA19370	TCONS_00026546.p1
OG0000384	ORYLA05624	TCONS_00019959.p1
OG0000385	ORYLA09843, ORYLA08652, ORYLA05706	TCONS_00000219.p1
OG0000386	ORYLA00517, ORYLA01282, ORYLA04071	TCONS_00021795.p1, TCONS_00024023.p1, TCONS_00025390.p1, TCONS_00048379.p1, TCONS_00009685.p1
OG0000389	ORYLA03228	TCONS_00043098.p1
OG0000389	ORYLA19978, ORYLA08372, ORYLA04896	TCONS_00031058.p1
OG0000391	ORYLA04923, ORYLA08111	TCONS_00027258.p1
OG0000391	ORYLA00206, ORYLA00207, ORYLA13746, ORYLA13745, ORYLA15749, ORYLA18973, ORYLA09748	TCONS_00003870.p1
OG0000392	ORYLA02414, ORYLA13216, ORYLA06665, ORYLA13229	TCONS_00053118.p1
OG0000393	ORYLA17272	TCONS_00035297.p1, TCONS_00035111.p1, TCONS_00000681.p1
OG0000393	ORYLA18186	TCONS_00007376.p1
OG0000395	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410	TCONS_00040479.p1
OG0000396	ORYLA14823, ORYLA12190	TCONS_00028693.p1
OG0000397	ORYLA10415	TCONS_00027690.p1
OG0000399	ORYLA11402, ORYLA10522	TCONS_00010744.p1
OG0000399	ORYLA11860	TCONS_00046673.p1
OG0000399	ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626	TCONS_00033335.p1
OG0000400	ORYLA05314	TCONS_00000839.p1, TCONS_00000848.p1
OG0000400	ORYLA01626	TCONS_00030227.p1
OG0000401	ORYLA08217, ORYLA07125, ORYLA09210	TCONS_00006320.p1, TCONS_00006317.p1, TCONS_00056947.p1
OG0000402	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928	TCONS_00027661.p1, TCONS_00041558.p1
OG0000402	ORYLA12469	TCONS_00007774.p1, TCONS_00007776.p1, TCONS_00009297.p1, TCONS_00008069.p1, TCONS_00009298.p1, TCONS_00007087.p1, TCONS_00007773.p1, TCONS_00007089.p1
OG0000403	ORYLA04119	TCONS_00022535.p1, TCONS_00002334.p1, TCONS_00002331.p1, TCONS_00002320.p1, TCONS_00022532.p1, TCONS_00022534.p1
OG0000403	ORYLA01357	TCONS_00000039.p1, TCONS_00001218.p1, TCONS_00002333.p1, TCONS_00022536.p1, TCONS_00022543.p1, TCONS_00016078.p1, TCONS_00018804.p1
OG0000404	ORYLA07320	TCONS_00054293.p1
OG0000404	ORYLA13254, ORYLA19722	TCONS_00054584.p1
OG0000405	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691	TCONS_00029005.p1
OG0000409	ORYLA17607, ORYLA04377	TCONS_00047640.p1
OG0000410	ORYLA05912, ORYLA03919, ORYLA13230, ORYLA13232, ORYLA07273, ORYLA02356	TCONS_00043766.p1
OG0000411	ORYLA01687, ORYLA10375, ORYLA11322	TCONS_00000518.p1
OG0000411	ORYLA08291	TCONS_00015591.p1
OG0000412	ORYLA08106, ORYLA05004	TCONS_00031385.p1
OG0000412	ORYLA17848, ORYLA01673	TCONS_00014987.p1, TCONS_00014980.p1, TCONS_00014982.p1, TCONS_00014985.p1
OG0000413	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075	TCONS_00011626.p1
OG0000413	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188	TCONS_00021738.p1
OG0000415	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194	TCONS_00043133.p1, TCONS_00042615.p1, TCONS_00049671.p1, TCONS_00049661.p1, TCONS_00019761.p1
OG0000421	ORYLA18299	TCONS_00037834.p1, TCONS_00037643.p1, TCONS_00037760.p1
OG0000421	ORYLA12818, ORYLA06877, ORYLA12819, ORYLA17685, ORYLA02315, ORYLA14640, ORYLA06039, ORYLA12035, ORYLA14642, ORYLA17684, ORYLA06040	TCONS_00037029.p1, TCONS_00037027.p1, TCONS_00037026.p1, TCONS_00037025.p1, TCONS_00037028.p1, TCONS_00056194.p2, TCONS_00056197.p1, TCONS_00056198.p1, TCONS_00056183.p1, TCONS_00056184.p1
OG0000422	ORYLA01866, ORYLA10570, ORYLA10569, ORYLA10571, ORYLA11363, ORYLA16053	TCONS_00046248.p1, TCONS_00045180.p1, TCONS_00045181.p1
OG0000424	ORYLA19753	TCONS_00036179.p1, TCONS_00031446.p1, TCONS_00031445.p1
OG0000425	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610	TCONS_00010844.p1
OG0000425	ORYLA19674	TCONS_00038275.p1, TCONS_00038300.p1
OG0000426	ORYLA01331, ORYLA03961	TCONS_00026285.p1
OG0000426	ORYLA16632, ORYLA05829, ORYLA16908	TCONS_00012333.p1
OG0000427	ORYLA19867, ORYLA12374	TCONS_00025042.p1
OG0000427	ORYLA14494, ORYLA06953, ORYLA03526	TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1
OG0000429	ORYLA00070	TCONS_00017970.p1, TCONS_00017972.p1, TCONS_00016816.p1, TCONS_00017888.p1, TCONS_00017886.p1, TCONS_00016915.p1, TCONS_00017971.p1, TCONS_00017049.p1, TCONS_00018193.p1, TCONS_00018123.p1, TCONS_00018120.p1
OG0000430	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135	TCONS_00025702.p1
OG0000431	ORYLA08041	TCONS_00013224.p1
OG0000431	ORYLA12780, ORYLA03106	TCONS_00043448.p1
OG0000431	ORYLA06581, ORYLA12268, ORYLA09572	TCONS_00021923.p1
OG0000432	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822	TCONS_00054762.p1, TCONS_00005749.p1
OG0000432	ORYLA11107, ORYLA15352, ORYLA13847, ORYLA13769	TCONS_00048094.p1
OG0000433	ORYLA20053, ORYLA16936	TCONS_00012715.p1
OG0000433	ORYLA11555, ORYLA11554, ORYLA20072	TCONS_00002447.p1, TCONS_00001165.p1
OG0000434	ORYLA02067	TCONS_00045696.p1, TCONS_00046744.p1, TCONS_00045692.p1, TCONS_00046746.p1, TCONS_00045695.p1, TCONS_00046745.p1, TCONS_00045585.p1, TCONS_00046892.p1
OG0000435	ORYLA07794	TCONS_00046001.p1
OG0000436	ORYLA08530, ORYLA02125	TCONS_00020627.p1, TCONS_00020628.p1
OG0000442	ORYLA03345, ORYLA09542	TCONS_00021580.p1
OG0000442	ORYLA09139, ORYLA02244	TCONS_00002190.p1
OG0000442	ORYLA19506, ORYLA00798, ORYLA17054	TCONS_00012602.p1
OG0000443	ORYLA05691, ORYLA19682	TCONS_00055579.p1
OG0000444	ORYLA10830, ORYLA14231, ORYLA14616	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1
OG0000444	ORYLA15046	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1
OG0000445	ORYLA10377, ORYLA11833	TCONS_00002401.p1, TCONS_00002110.p1, TCONS_00002102.p1, TCONS_00000750.p1
OG0000446	ORYLA11424	TCONS_00018726.p1, TCONS_00017642.p1
OG0000446	ORYLA12344	TCONS_00037495.p1
OG0000446	ORYLA01645	TCONS_00018302.p1
OG0000446	ORYLA02066	TCONS_00018303.p1
OG0000447	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913	TCONS_00043056.p1
OG0000448	ORYLA09927, ORYLA09928, ORYLA06684	TCONS_00044148.p1
OG0000450	ORYLA18902, ORYLA03353	TCONS_00006747.p1, TCONS_00006748.p1
OG0000452	ORYLA19279, ORYLA11266, ORYLA14382	TCONS_00010122.p1, TCONS_00010121.p1, TCONS_00011233.p1, TCONS_00011232.p1, TCONS_00011231.p1, TCONS_00006503.p1, TCONS_00006504.p1, TCONS_00006499.p1
OG0000453	ORYLA14626	TCONS_00015428.p1, TCONS_00016513.p1, TCONS_00016509.p1, TCONS_00016514.p1, TCONS_00016505.p1, TCONS_00016516.p1, TCONS_00016515.p1, TCONS_00016517.p1, TCONS_00047316.p1, TCONS_00000327.p1, TCONS_00000325.p1, TCONS_00001388.p1, TCONS_00000328.p1, TCONS_00015837.p1
OG0000454	ORYLA12583, ORYLA19101, ORYLA19102	TCONS_00029324.p1
OG0000458	ORYLA11502, ORYLA12536	TCONS_00046177.p1
OG0000458	ORYLA11718, ORYLA08707, ORYLA06313, ORYLA16076, ORYLA16209	TCONS_00044692.p1
OG0000459	ORYLA04622	TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1
OG0000460	ORYLA07838	TCONS_00042098.p1
OG0000461	ORYLA16495	TCONS_00019012.p1
OG0000461	ORYLA04397, ORYLA17538	TCONS_00027189.p1
OG0000463	ORYLA15373	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1
OG0000463	ORYLA17503	TCONS_00028391.p1
OG0000465	ORYLA07067	TCONS_00046928.p1, TCONS_00045554.p1
OG0000465	ORYLA15381	TCONS_00051741.p1
OG0000466	ORYLA18774	TCONS_00055165.p1, TCONS_00055198.p1, TCONS_00055551.p1, TCONS_00056318.p1, TCONS_00056377.p1, TCONS_00056378.p1, TCONS_00056319.p1, TCONS_00056320.p1, TCONS_00056380.p1, TCONS_00056381.p1
OG0000467	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863	TCONS_00049014.p1
OG0000468	ORYLA07498, ORYLA06150	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1
OG0000468	ORYLA10188	TCONS_00042224.p1
OG0000469	ORYLA14324, ORYLA13835, ORYLA15812, ORYLA16158, ORYLA14163, ORYLA14420, ORYLA14753, ORYLA19640	TCONS_00048981.p1
OG0000469	ORYLA13413	TCONS_00027949.p1
OG0000470	ORYLA06621, ORYLA17202	TCONS_00014594.p1
OG0000470	ORYLA10519, ORYLA11404, ORYLA04902	TCONS_00009548.p1, TCONS_00010825.p1
OG0000471	ORYLA19979, ORYLA00522, ORYLA05293, ORYLA05292	TCONS_00031390.p1
OG0000472	ORYLA08544, ORYLA08994	TCONS_00051600.p1, TCONS_00050509.p1
OG0000472	ORYLA17717, ORYLA04214, ORYLA03558	TCONS_00022965.p1, TCONS_00037384.p1
OG0000473	ORYLA16474, ORYLA13402, ORYLA16579, ORYLA16577, ORYLA00585	TCONS_00030345.p1, TCONS_00054731.p1, TCONS_00001860.p1, TCONS_00030859.p1, TCONS_00030858.p1, TCONS_00030860.p1, TCONS_00057149.p1, TCONS_00057150.p1, TCONS_00055947.p1
OG0000474	ORYLA15732, ORYLA07059, ORYLA02569, ORYLA18127, ORYLA08620, ORYLA09745	TCONS_00019156.p1
OG0000475	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034	TCONS_00003775.p1
OG0000476	ORYLA19318	TCONS_00015826.p1, TCONS_00015827.p1
OG0000478	ORYLA13701, ORYLA20338	TCONS_00053620.p1
OG0000479	ORYLA05427, ORYLA02241, ORYLA00980	TCONS_00000492.p1
OG0000479	ORYLA01123, ORYLA17925, ORYLA02622	TCONS_00006853.p1
OG0000480	ORYLA13134, ORYLA06337	TCONS_00050190.p1
OG0000481	ORYLA17197	TCONS_00005590.p1
OG0000481	ORYLA03884, ORYLA19808	TCONS_00030958.p1
OG0000482	ORYLA11345	TCONS_00010200.p1
OG0000485	ORYLA09796, ORYLA18526	TCONS_00056294.p1, TCONS_00056292.p1
OG0000485	ORYLA03726, ORYLA03727	TCONS_00035498.p1
OG0000486	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475	TCONS_00055977.p1, TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1, TCONS_00031403.p1, TCONS_00012362.p1
OG0000487	ORYLA10548	TCONS_00010004.p1, TCONS_00010012.p1, TCONS_00010010.p1, TCONS_00010011.p1, TCONS_00010014.p1, TCONS_00010016.p1
OG0000487	ORYLA00064, ORYLA16901	TCONS_00018203.p1, TCONS_00017152.p1
OG0000488	ORYLA02034, ORYLA15556	TCONS_00010218.p1
OG0000489	ORYLA05330, ORYLA05331, ORYLA01637, ORYLA00198, ORYLA04716, ORYLA14139, ORYLA01840	TCONS_00017175.p1
OG0000490	ORYLA02845, ORYLA13410, ORYLA00621, ORYLA16590, ORYLA01902, ORYLA06098, ORYLA18025	TCONS_00016246.p1
OG0000491	ORYLA18622, ORYLA19026, ORYLA04018, ORYLA03196	TCONS_00044061.p1
OG0000494	ORYLA04408, ORYLA01116, ORYLA17618, ORYLA04392, ORYLA17962	TCONS_00005711.p1, TCONS_00017975.p1
OG0000496	ORYLA06615	TCONS_00002699.p1
OG0000497	ORYLA02363, ORYLA03738, ORYLA04309	TCONS_00006015.p1
OG0000497	ORYLA02565, ORYLA13651	TCONS_00016143.p1
OG0000498	ORYLA12580, ORYLA01970, ORYLA20372, ORYLA16154, ORYLA12387, ORYLA15055	TCONS_00008734.p1
OG0000499	ORYLA18603, ORYLA18942	TCONS_00004484.p1
OG0000503	ORYLA17193, ORYLA12487, ORYLA15009	TCONS_00023137.p1
OG0000503	ORYLA14950	TCONS_00016415.p1
OG0000504	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629	TCONS_00028051.p1
OG0000505	ORYLA13660, ORYLA07151, ORYLA02475, ORYLA17527, ORYLA14935, ORYLA01618	TCONS_00048589.p1, TCONS_00031917.p1, TCONS_00031941.p1
OG0000505	ORYLA14936	TCONS_00031940.p1
OG0000505	ORYLA18172	TCONS_00031914.p1
OG0000508	ORYLA08233, ORYLA02029	TCONS_00056880.p1, TCONS_00056893.p1
OG0000508	ORYLA10053	TCONS_00019601.p1
OG0000510	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174	TCONS_00019767.p1, TCONS_00020826.p1
OG0000514	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274	TCONS_00013334.p1
OG0000515	ORYLA07877	TCONS_00037550.p1
OG0000516	ORYLA07576, ORYLA04429, ORYLA03430	TCONS_00008150.p1
OG0000516	ORYLA07000	TCONS_00009366.p1
OG0000519	ORYLA19812, ORYLA02303	TCONS_00005130.p1
OG0000520	ORYLA02661, ORYLA16383	TCONS_00004595.p1
OG0000520	ORYLA05565, ORYLA01527, ORYLA03445	TCONS_00035177.p1
OG0000521	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372	TCONS_00011900.p1, TCONS_00040878.p1
OG0000522	ORYLA20412, ORYLA00500	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1, TCONS_00025880.p1, TCONS_00056298.p2, TCONS_00027495.p1
OG0000523	ORYLA05415	TCONS_00054597.p1
OG0000524	ORYLA04981, ORYLA08073	TCONS_00030250.p1
OG0000525	ORYLA06511, ORYLA02439	TCONS_00016658.p1
OG0000525	ORYLA07450, ORYLA07984, ORYLA17059	TCONS_00013078.p1
OG0000526	ORYLA04970	TCONS_00041894.p1, TCONS_00042136.p1, TCONS_00043491.p1, TCONS_00015113.p1, TCONS_00042832.p1
OG0000527	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618	TCONS_00017774.p1
OG0000527	ORYLA17246, ORYLA02494	TCONS_00017773.p1
OG0000528	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813	TCONS_00011667.p1
OG0000529	ORYLA12875	TCONS_00014944.p1
OG0000529	ORYLA05863, ORYLA01890, ORYLA04329	TCONS_00051513.p1
OG0000530	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799	TCONS_00054317.p1
OG0000531	ORYLA06611, ORYLA09290, ORYLA09289, ORYLA09656, ORYLA08382, ORYLA08381	TCONS_00019301.p1
OG0000533	ORYLA03662, ORYLA09772	TCONS_00043637.p1, TCONS_00043607.p1, TCONS_00043636.p1, TCONS_00043608.p1, TCONS_00043633.p1, TCONS_00043606.p1, TCONS_00043635.p1
OG0000534	ORYLA19150, ORYLA15756, ORYLA09798, ORYLA08332, ORYLA16496	TCONS_00056562.p1
OG0000535	ORYLA01196, ORYLA00300, ORYLA13542	TCONS_00017649.p1, TCONS_00017615.p1, TCONS_00018400.p1, TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1
OG0000537	ORYLA07579, ORYLA09989	TCONS_00021934.p1
OG0000537	ORYLA07580, ORYLA09988	TCONS_00020895.p1
OG0000538	ORYLA09396, ORYLA13935, ORYLA08202, ORYLA08895, ORYLA08896, ORYLA06216	TCONS_00057157.p1
OG0000539	ORYLA08050	TCONS_00052835.p1, TCONS_00018008.p1, TCONS_00033489.p1, TCONS_00043510.p1, TCONS_00043508.p1, TCONS_00043509.p1, TCONS_00043512.p1, TCONS_00032536.p1, TCONS_00037601.p1, TCONS_00037602.p1, TCONS_00043206.p1, TCONS_00042619.p1, TCONS_00042621.p1, TCONS_00027120.p1, TCONS_00049699.p1, TCONS_00030132.p1, TCONS_00004873.p1, TCONS_00040997.p1, TCONS_00040982.p1, TCONS_00040990.p1, TCONS_00041003.p1, TCONS_00040989.p1, TCONS_00040988.p1, TCONS_00041002.p1
OG0000542	ORYLA02120	TCONS_00031702.p1
OG0000544	ORYLA03180, ORYLA04044	TCONS_00042715.p1
OG0000544	ORYLA18168	TCONS_00030309.p1
OG0000545	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088	TCONS_00010058.p1
OG0000546	ORYLA06265, ORYLA11289, ORYLA14851	TCONS_00008901.p1, TCONS_00007684.p1, TCONS_00054150.p1, TCONS_00054189.p1, TCONS_00007686.p1
OG0000547	ORYLA15876	TCONS_00048685.p1
OG0000548	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893	TCONS_00026417.p1
OG0000548	ORYLA11445, ORYLA04341	TCONS_00011838.p1
OG0000548	ORYLA13910, ORYLA20346, ORYLA15938	TCONS_00049725.p1
OG0000551	ORYLA15546	TCONS_00046148.p1
OG0000552	ORYLA02316	TCONS_00051707.p1
OG0000552	ORYLA19748	TCONS_00043405.p1
OG0000553	ORYLA11116	TCONS_00048336.p1
OG0000553	ORYLA04427, ORYLA04603, ORYLA05553, ORYLA05554	TCONS_00035272.p2, TCONS_00034957.p2
OG0000553	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765	TCONS_00013171.p1
OG0000554	ORYLA05333, ORYLA11866, ORYLA02853, ORYLA17786, ORYLA19758, ORYLA19976, ORYLA11865	TCONS_00054892.p1
OG0000560	ORYLA04875	TCONS_00050536.p1, TCONS_00050533.p1, TCONS_00010531.p1, TCONS_00012199.p1, TCONS_00010924.p1, TCONS_00003272.p1, TCONS_00051476.p1
OG0000561	ORYLA10348, ORYLA11842	TCONS_00011481.p1, TCONS_00011480.p1
OG0000561	ORYLA11841, ORYLA01515	TCONS_00005060.p1, TCONS_00006305.p1
OG0000564	ORYLA03832, ORYLA03007, ORYLA12513, ORYLA10514, ORYLA11949	TCONS_00010212.p1
OG0000564	ORYLA10699, ORYLA11883, ORYLA05222, ORYLA00088	TCONS_00009860.p1
OG0000565	ORYLA05583, ORYLA05582	TCONS_00015264.p1, TCONS_00015263.p1, TCONS_00015261.p1, TCONS_00015265.p1, TCONS_00015272.p1, TCONS_00015266.p1, TCONS_00015267.p1, TCONS_00015270.p1, TCONS_00016348.p1, TCONS_00016346.p1, TCONS_00016347.p1, TCONS_00016344.p1, TCONS_00016345.p1, TCONS_00015274.p1, TCONS_00015821.p1, TCONS_00015820.p1, TCONS_00015823.p1
OG0000566	ORYLA20281	TCONS_00032759.p1, TCONS_00032760.p1
OG0000566	ORYLA14819	TCONS_00020313.p1
OG0000566	ORYLA04369	TCONS_00006656.p1
OG0000567	ORYLA12167	TCONS_00029665.p1, TCONS_00028027.p1
OG0000567	ORYLA12905	TCONS_00052701.p1
OG0000570	ORYLA10850, ORYLA08171, ORYLA16666, ORYLA16667, ORYLA13899	TCONS_00047873.p1, TCONS_00047871.p1
OG0000572	ORYLA08145, ORYLA10185, ORYLA07690	TCONS_00003540.p1
OG0000572	ORYLA13763, ORYLA15650	TCONS_00051108.p1, TCONS_00051073.p1
OG0000573	ORYLA13057, ORYLA13843, ORYLA04228	TCONS_00051396.p1
OG0000573	ORYLA12607, ORYLA14820	TCONS_00028054.p1
OG0000574	ORYLA16287, ORYLA08280	TCONS_00014282.p1
OG0000574	ORYLA00058	TCONS_00015177.p1
OG0000575	ORYLA17931, ORYLA02623, ORYLA01132, ORYLA00665, ORYLA06768, ORYLA08996, ORYLA08583, ORYLA09811	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	ORYLA13924, ORYLA15981, ORYLA08396, ORYLA05305, ORYLA13808, ORYLA15873	TCONS_00020537.p1
OG0000578	ORYLA07686, ORYLA04727, ORYLA10429	TCONS_00011983.p1
OG0000579	ORYLA11089, ORYLA20327, ORYLA19001, ORYLA13906, ORYLA15480	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	ORYLA12110, ORYLA14690	TCONS_00036517.p1
OG0000581	ORYLA10424	TCONS_00010068.p1
OG0000581	ORYLA04860, ORYLA10423	TCONS_00010067.p1
OG0000581	ORYLA10422	TCONS_00011411.p1
OG0000582	ORYLA00146, ORYLA06509, ORYLA02435, ORYLA18131, ORYLA06109, ORYLA01735, ORYLA18132	TCONS_00015865.p1
OG0000583	ORYLA00997, ORYLA00998, ORYLA03929, ORYLA09564, ORYLA08581, ORYLA10274, ORYLA02043, ORYLA05980	TCONS_00000895.p1, TCONS_00000896.p1
OG0000584	ORYLA18770	TCONS_00053742.p1, TCONS_00053894.p1, TCONS_00052779.p1, TCONS_00053893.p1, TCONS_00052780.p1, TCONS_00052781.p1, TCONS_00053892.p1, TCONS_00053891.p1, TCONS_00016434.p1, TCONS_00016431.p1, TCONS_00016445.p1
OG0000587	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215	TCONS_00022545.p1
OG0000587	ORYLA03397	TCONS_00010544.p1
OG0000588	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646	TCONS_00053411.p1
OG0000588	ORYLA04266	TCONS_00001171.p1
OG0000589	ORYLA14568, ORYLA14571, ORYLA14570, ORYLA14572, ORYLA14569, ORYLA11091, ORYLA15797, ORYLA14019, ORYLA14732, ORYLA14730, ORYLA14731	TCONS_00023963.p1
OG0000590	ORYLA06142, ORYLA02148, ORYLA16465	TCONS_00002842.p1, TCONS_00002855.p1
OG0000590	ORYLA06302, ORYLA06303, ORYLA14008	TCONS_00007322.p1
OG0000591	ORYLA16935, ORYLA00569	TCONS_00012323.p1
OG0000591	ORYLA03099	TCONS_00022888.p1
OG0000592	ORYLA11854	TCONS_00015543.p1
OG0000592	ORYLA04227	TCONS_00039411.p1, TCONS_00039412.p1, TCONS_00039413.p1, TCONS_00039414.p1
OG0000593	ORYLA16513, ORYLA16679, ORYLA00726	TCONS_00014283.p1
OG0000593	ORYLA12884, ORYLA15051, ORYLA12474, ORYLA13360, ORYLA15847, ORYLA14301	TCONS_00008464.p1
OG0000594	ORYLA14067, ORYLA14715	TCONS_00048592.p1
OG0000597	ORYLA07402, ORYLA04005, ORYLA16364, ORYLA17588, ORYLA02653	TCONS_00005133.p1
OG0000597	ORYLA12151, ORYLA19873, ORYLA00446	TCONS_00032508.p1
OG0000600	ORYLA11563, ORYLA19470, ORYLA00993	TCONS_00000259.p1
OG0000602	ORYLA01432, ORYLA06917, ORYLA13271	TCONS_00020864.p1
OG0000602	ORYLA06916, ORYLA13270, ORYLA00924, ORYLA01431	TCONS_00021886.p1
OG0000603	ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667	TCONS_00010667.p1
OG0000607	ORYLA14856, ORYLA11191, ORYLA15995	TCONS_00036408.p1
OG0000608	ORYLA16986	TCONS_00041690.p1
OG0000609	ORYLA10455	TCONS_00009827.p1
OG0000609	ORYLA08612, ORYLA08611	TCONS_00003985.p1
OG0000610	ORYLA05771, ORYLA05770, ORYLA12672, ORYLA00338	TCONS_00029610.p1
OG0000610	ORYLA06377, ORYLA18048	TCONS_00014966.p1
OG0000611	ORYLA12728	TCONS_00008633.p1
OG0000612	ORYLA07338, ORYLA04935, ORYLA08129, ORYLA02945, ORYLA18740, ORYLA19604	TCONS_00026134.p1
OG0000612	ORYLA15846	TCONS_00008817.p1
OG0000613	ORYLA17655, ORYLA18374	TCONS_00028346.p1
OG0000614	ORYLA10528	TCONS_00010741.p1
OG0000615	ORYLA08744, ORYLA09427, ORYLA04229, ORYLA08832, ORYLA10204, ORYLA12415, ORYLA01393	TCONS_00021814.p1
OG0000616	ORYLA05919	TCONS_00052324.p1, TCONS_00034261.p1
OG0000616	ORYLA03438	TCONS_00034263.p1
OG0000617	ORYLA14714	TCONS_00049433.p1
OG0000618	ORYLA05179	TCONS_00000406.p1
OG0000619	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419	TCONS_00020865.p1
OG0000620	ORYLA19434	TCONS_00029053.p1, TCONS_00029054.p1, TCONS_00029052.p1
OG0000621	ORYLA04157, ORYLA09042	TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1
OG0000623	ORYLA04745	TCONS_00045077.p1
OG0000623	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008	TCONS_00014399.p1
OG0000624	ORYLA17149, ORYLA17995, ORYLA09867	TCONS_00056401.p1
OG0000625	ORYLA03290, ORYLA03289, ORYLA19775, ORYLA03209, ORYLA04314, ORYLA04313, ORYLA03210, ORYLA03288	TCONS_00040416.p1
OG0000626	ORYLA02187, ORYLA11781, ORYLA19853, ORYLA16067	TCONS_00016980.p1
OG0000627	ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443	TCONS_00035285.p1
OG0000628	ORYLA13552, ORYLA05950, ORYLA12221	TCONS_00000408.p1
OG0000628	ORYLA15555, ORYLA15554, ORYLA05695	TCONS_00046680.p1
OG0000629	ORYLA12592	TCONS_00015400.p1
OG0000629	ORYLA15239, ORYLA20015, ORYLA11198, ORYLA15360	TCONS_00037102.p1
OG0000634	ORYLA14177	TCONS_00044941.p1, TCONS_00003887.p1, TCONS_00029471.p1, TCONS_00003886.p1
OG0000635	ORYLA00054, ORYLA17095	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000636	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991	TCONS_00026316.p1
OG0000637	ORYLA02746	TCONS_00015012.p1
OG0000637	ORYLA16896, ORYLA00139	TCONS_00010073.p1
OG0000639	ORYLA02529	TCONS_00028238.p1
OG0000639	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421	TCONS_00009320.p1
OG0000642	ORYLA07221, ORYLA00442, ORYLA00566	TCONS_00030948.p1
OG0000643	ORYLA03009, ORYLA10818	TCONS_00054014.p1
