Orthogroup	ORYLA	OWEFU
OG0000326	ORYLA13893	OFUSG15828.2.p1, OFUSG15828.1.p1, OFUSG08906.2.p1, OFUSG08906.1.p1, OFUSG03813.1.p1
OG0000327	ORYLA14175, ORYLA16012, ORYLA16011, ORYLA14173, ORYLA14174	OFUSG18221.1.p1, OFUSG02099.1.p1, OFUSG02101.1.p1, OFUSG02101.2.p1, OFUSG02279.1.p1
OG0000330	ORYLA11384, ORYLA11385	OFUSG20012.1.p1
OG0000332	ORYLA02409	OFUSG18116.1.p1
OG0000333	ORYLA02740	OFUSG19866.1.p1
OG0000335	ORYLA03866, ORYLA03867, ORYLA03868	OFUSG05135.1.p1, OFUSG05136.1.p1, OFUSG20966.1.p1, OFUSG18562.1.p1, OFUSG18563.1.p1, OFUSG18564.2.p1, OFUSG18564.1.p1, OFUSG18561.1.p1, OFUSG02017.1.p1, OFUSG02025.1.p1
OG0000338	ORYLA03979, ORYLA03456, ORYLA02319	OFUSG24006.1.p1
OG0000338	ORYLA17367, ORYLA06348	OFUSG24008.1.p1, OFUSG24008.2.p1, OFUSG24008.3.p1
OG0000338	ORYLA01999, ORYLA20309, ORYLA06130	OFUSG22814.1.p1
OG0000339	ORYLA13968	OFUSG04298.2.p1, OFUSG04298.1.p1, OFUSG05758.1.p1, OFUSG14716.1.p1
OG0000341	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031	OFUSG17166.3.p1, OFUSG17166.1.p1, OFUSG17166.2.p1, OFUSG17166.5.p1, OFUSG17166.4.p1
OG0000342	ORYLA15618	OFUSG03911.2.p1, OFUSG06211.1.p1, OFUSG21012.1.p1
OG0000343	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297	OFUSG01032.2.p1, OFUSG01032.4.p1, OFUSG01032.3.p1, OFUSG01032.1.p1, OFUSG01032.5.p1
OG0000344	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833	OFUSG15297.1.p1
OG0000344	ORYLA18073	OFUSG14462.1.p1, OFUSG05760.1.p1, OFUSG14460.1.p1, OFUSG14521.1.p1, OFUSG14521.2.p1
OG0000345	ORYLA17736, ORYLA03893, ORYLA18632, ORYLA19612, ORYLA01382, ORYLA08221	OFUSG17887.1.p1, OFUSG17887.2.p1
OG0000346	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973	OFUSG26449.3.p1, OFUSG26449.1.p1, OFUSG26449.2.p1, OFUSG26449.4.p1
OG0000347	ORYLA18771	OFUSG04128.1.p1
OG0000347	ORYLA17512	OFUSG25598.1.p1
OG0000349	ORYLA12838, ORYLA06978	OFUSG03343.1.p1, OFUSG12561.1.p1
OG0000350	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930	OFUSG23310.1.p1
OG0000350	ORYLA19267, ORYLA07162	OFUSG10344.1.p1
OG0000350	ORYLA10263, ORYLA11347	OFUSG12159.1.p1
OG0000352	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709	OFUSG17642.2.p1, OFUSG17642.3.p1, OFUSG17642.1.p1
OG0000352	ORYLA19045	OFUSG25663.1.p1
OG0000352	ORYLA15089	OFUSG09355.1.p1
OG0000353	ORYLA17564, ORYLA02784, ORYLA04909, ORYLA00328	OFUSG10063.3.p1, OFUSG10063.5.p1, OFUSG10063.1.p1, OFUSG10063.2.p1, OFUSG10063.4.p1
OG0000356	ORYLA03036	OFUSG07190.1.p1, OFUSG07191.1.p1, OFUSG07192.3.p1, OFUSG07192.2.p1, OFUSG07192.1.p1
OG0000356	ORYLA20188, ORYLA13681	OFUSG18095.2.p1, OFUSG18095.1.p1
OG0000357	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822	OFUSG22195.1.p1
OG0000357	ORYLA11167, ORYLA14261, ORYLA15724	OFUSG06172.1.p1
OG0000358	ORYLA20349	OFUSG00333.1.p1
OG0000358	ORYLA11098, ORYLA15332	OFUSG01349.1.p1
OG0000358	ORYLA11009	OFUSG00120.2.p1, OFUSG00120.1.p1
OG0000358	ORYLA09492	OFUSG24794.1.p1
OG0000359	ORYLA12664	OFUSG10615.1.p1
OG0000359	ORYLA09391, ORYLA16382	OFUSG11235.1.p1, OFUSG22159.1.p1, OFUSG14850.1.p1
OG0000360	ORYLA09367, ORYLA12791	OFUSG03373.2.p1, OFUSG03373.1.p1
OG0000360	ORYLA14415	OFUSG19256.2.p1, OFUSG19256.1.p1
OG0000363	ORYLA12525	OFUSG11269.1.p1
OG0000363	ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904	OFUSG22438.1.p1, OFUSG22436.1.p1
OG0000364	ORYLA19293	OFUSG17106.1.p1, OFUSG24727.1.p1, OFUSG20070.1.p1, OFUSG24726.2.p1, OFUSG24726.1.p1, OFUSG24725.1.p1, OFUSG20071.1.p1, OFUSG20071.2.p1
OG0000367	ORYLA11251, ORYLA13727, ORYLA14050	OFUSG06474.2.p1, OFUSG06474.1.p1
OG0000367	ORYLA15500, ORYLA07069, ORYLA11818	OFUSG17028.4.p1, OFUSG17028.3.p1, OFUSG17028.1.p1, OFUSG17028.5.p1, OFUSG17028.2.p1, OFUSG17029.1.p1
OG0000371	ORYLA07826, ORYLA07824	OFUSG06880.1.p1
OG0000372	ORYLA16999, ORYLA12426	OFUSG03577.1.p1
OG0000372	ORYLA15492, ORYLA11861	OFUSG07884.1.p1
OG0000373	ORYLA17975, ORYLA07919, ORYLA16362	OFUSG15217.1.p1
OG0000373	ORYLA10269, ORYLA07659	OFUSG11653.1.p1
OG0000374	ORYLA19024, ORYLA09807, ORYLA15744	OFUSG16329.2.p1, OFUSG16329.1.p1, OFUSG16331.1.p1
OG0000374	ORYLA04768, ORYLA17516, ORYLA02630	OFUSG18180.1.p1
OG0000374	ORYLA15743, ORYLA10304, ORYLA09808	OFUSG16332.2.p1, OFUSG16332.1.p1
OG0000375	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640	OFUSG11128.1.p1
OG0000375	ORYLA11940	OFUSG21420.1.p1
OG0000378	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469	OFUSG01141.1.p1
OG0000378	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901	OFUSG09294.1.p1
OG0000379	ORYLA03532	OFUSG22135.1.p1
OG0000379	ORYLA08182	OFUSG07352.2.p1, OFUSG07352.1.p1, OFUSG10091.4.p1, OFUSG10091.3.p1, OFUSG10091.1.p1, OFUSG10091.2.p1, OFUSG10091.5.p1
OG0000379	ORYLA00689	OFUSG10015.1.p1
OG0000379	ORYLA02012	OFUSG13205.1.p1
OG0000382	ORYLA15461, ORYLA14549, ORYLA11229	OFUSG18838.1.p1
OG0000384	ORYLA19370	OFUSG19133.1.p1, OFUSG19133.3.p1, OFUSG19133.2.p1
OG0000384	ORYLA05624	OFUSG17697.1.p1
OG0000385	ORYLA09843, ORYLA08652, ORYLA05706	OFUSG24563.1.p1, OFUSG09484.1.p1, OFUSG09484.2.p1, OFUSG16822.1.p1, OFUSG01405.2.p1, OFUSG01405.1.p1
OG0000386	ORYLA00517, ORYLA01282, ORYLA04071	OFUSG12276.1.p1, OFUSG06887.1.p1, OFUSG08954.1.p1, OFUSG02234.1.p1, OFUSG02235.1.p1, OFUSG02136.1.p1, OFUSG02455.1.p1, OFUSG03196.1.p1, OFUSG02857.1.p1, OFUSG10251.1.p1, OFUSG10249.1.p1, OFUSG10692.1.p1, OFUSG10695.1.p1, OFUSG10250.1.p1, OFUSG10252.1.p1, OFUSG10253.1.p1, OFUSG11922.1.p1, OFUSG11077.1.p1, OFUSG19964.1.p1, OFUSG19157.1.p1, OFUSG16214.1.p1, OFUSG13903.1.p1, OFUSG23489.1.p1, OFUSG03332.1.p1
OG0000389	ORYLA03228	OFUSG18246.1.p1, OFUSG18246.2.p1, OFUSG18262.1.p1, OFUSG18262.2.p1, OFUSG09115.1.p1, OFUSG26719.1.p1, OFUSG12070.1.p1
OG0000389	ORYLA19978, ORYLA08372, ORYLA04896	OFUSG10192.1.p1
OG0000392	ORYLA02414, ORYLA13216, ORYLA06665, ORYLA13229	OFUSG17685.2.p1, OFUSG17685.5.p1, OFUSG17685.1.p1, OFUSG17685.4.p1, OFUSG17685.3.p1
OG0000393	ORYLA18186	OFUSG05092.1.p1
OG0000395	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410	OFUSG08567.1.p1
OG0000396	ORYLA12876, ORYLA06631	OFUSG02648.2.p1, OFUSG02648.1.p1
OG0000396	ORYLA02430, ORYLA18139, ORYLA19526, ORYLA08948, ORYLA00583, ORYLA16575	OFUSG04244.1.p1, OFUSG18869.1.p1, OFUSG06354.2.p1, OFUSG06357.1.p1, OFUSG06354.1.p1
OG0000397	ORYLA10415	OFUSG03578.1.p1
OG0000399	ORYLA11860	OFUSG23662.1.p1
OG0000399	ORYLA14927, ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626	OFUSG15843.1.p1
OG0000400	ORYLA05314	OFUSG06218.1.p1
OG0000400	ORYLA02904	OFUSG11893.1.p1, OFUSG11892.1.p1, OFUSG11899.1.p1, OFUSG11875.1.p1
OG0000400	ORYLA01626	OFUSG01962.1.p1
OG0000401	ORYLA08217, ORYLA07125, ORYLA09210	OFUSG15951.1.p1
OG0000402	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928	OFUSG05767.1.p1
OG0000402	ORYLA12469	OFUSG20342.1.p1
OG0000403	ORYLA04119	OFUSG00753.1.p1, OFUSG00756.1.p1
OG0000404	ORYLA07320	OFUSG13199.1.p1
OG0000404	ORYLA13254, ORYLA19722	OFUSG13385.1.p1
OG0000405	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691	OFUSG08998.1.p1
OG0000409	ORYLA17607, ORYLA04377	OFUSG22177.1.p1
OG0000409	ORYLA05838	OFUSG15004.1.p1, OFUSG15004.2.p1
OG0000410	ORYLA05912, ORYLA03919, ORYLA13230, ORYLA13232, ORYLA07273, ORYLA02356	OFUSG23993.1.p1, OFUSG16650.1.p1, OFUSG16649.1.p1, OFUSG16649.2.p1, OFUSG16649.3.p1, OFUSG18872.1.p1, OFUSG18873.1.p1
OG0000411	ORYLA01687, ORYLA10375, ORYLA11322	OFUSG01804.1.p1
OG0000411	ORYLA08291	OFUSG07560.1.p1
OG0000412	ORYLA08106, ORYLA05004	OFUSG10577.1.p1
OG0000412	ORYLA17848, ORYLA01673	OFUSG08255.1.p1
OG0000413	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075	OFUSG25104.1.p1
OG0000413	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188	OFUSG14302.1.p1
OG0000415	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194	OFUSG20534.1.p1, OFUSG20239.1.p1, OFUSG20242.1.p1, OFUSG20241.1.p1, OFUSG04873.1.p1, OFUSG04872.1.p1, OFUSG20239.2.p1, OFUSG20240.1.p1
OG0000417	ORYLA08856, ORYLA13788, ORYLA10936	OFUSG23035.1.p1
OG0000420	ORYLA03182, ORYLA20448	OFUSG02462.1.p1, OFUSG02367.1.p1
OG0000421	ORYLA18299, ORYLA12818, ORYLA06877, ORYLA12819, ORYLA17685, ORYLA02315, ORYLA14640, ORYLA06039, ORYLA12035, ORYLA14642, ORYLA17684, ORYLA06040	OFUSG12659.1.p1, OFUSG14268.1.p1
OG0000422	ORYLA01866, ORYLA10570, ORYLA10569, ORYLA10571, ORYLA11363, ORYLA16053	OFUSG13433.1.p1
OG0000424	ORYLA19753	OFUSG00190.1.p1
OG0000425	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610	OFUSG11841.1.p1
OG0000425	ORYLA19674	OFUSG08712.1.p1
OG0000426	ORYLA01331, ORYLA03961	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1
OG0000426	ORYLA16632, ORYLA05829, ORYLA16908	OFUSG10041.1.p1
OG0000427	ORYLA19867, ORYLA12374	OFUSG07419.1.p1
OG0000427	ORYLA14494, ORYLA06953, ORYLA03526	OFUSG16981.1.p1, OFUSG16981.2.p1
OG0000429	ORYLA00070	OFUSG23592.1.p1, OFUSG23592.2.p1, OFUSG12856.1.p1
OG0000430	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135	OFUSG06531.1.p1
OG0000431	ORYLA08041	OFUSG18259.1.p1
OG0000431	ORYLA12780, ORYLA03106	OFUSG02223.1.p1
OG0000431	ORYLA06581, ORYLA12268, ORYLA09572	OFUSG25902.1.p1
OG0000432	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822	OFUSG06820.1.p1, OFUSG06820.2.p1
OG0000432	ORYLA11107, ORYLA15352, ORYLA13847, ORYLA13769	OFUSG06029.1.p1
OG0000433	ORYLA20053, ORYLA16936	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1
OG0000433	ORYLA11555, ORYLA11554, ORYLA20072	OFUSG01097.1.p1
OG0000435	ORYLA07794	OFUSG17235.1.p1
OG0000435	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458	OFUSG23346.1.p1
OG0000442	ORYLA03345, ORYLA09542	OFUSG14066.1.p1
OG0000442	ORYLA09139, ORYLA02244	OFUSG00335.1.p1
OG0000442	ORYLA19506, ORYLA00798, ORYLA17054	OFUSG00657.1.p1
OG0000443	ORYLA05691, ORYLA19682	OFUSG16493.1.p1
OG0000444	ORYLA10830, ORYLA14231, ORYLA14616	OFUSG07387.1.p1, OFUSG19063.1.p1
OG0000444	ORYLA15046	OFUSG07141.1.p1, OFUSG07141.3.p1, OFUSG07141.2.p1
OG0000445	ORYLA10377, ORYLA11833	OFUSG23731.1.p1, OFUSG22703.1.p1, OFUSG23732.1.p1, OFUSG22714.1.p1, OFUSG22711.1.p1, OFUSG04109.1.p1, OFUSG02436.1.p1, OFUSG02435.1.p1, OFUSG02434.1.p1, OFUSG16774.1.p1
OG0000446	ORYLA11424	OFUSG13151.1.p1
OG0000446	ORYLA06921	OFUSG01358.1.p1
OG0000446	ORYLA12344	OFUSG00837.1.p1
OG0000446	ORYLA02066	OFUSG21046.1.p1
OG0000447	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1
OG0000448	ORYLA09927, ORYLA09928, ORYLA06684	OFUSG02723.1.p1
OG0000449	ORYLA06000, ORYLA19523, ORYLA19524, ORYLA13079	OFUSG19711.1.p1, OFUSG08522.1.p1, OFUSG19680.1.p1, OFUSG09752.1.p1, OFUSG09752.2.p1
OG0000450	ORYLA09724, ORYLA18516, ORYLA11564, ORYLA02780, ORYLA02779, ORYLA08258, ORYLA00676, ORYLA01113, ORYLA17859, ORYLA18902, ORYLA03353	OFUSG22336.1.p1
OG0000453	ORYLA14626	OFUSG13689.1.p1
OG0000458	ORYLA02033, ORYLA02032, ORYLA09072	OFUSG16863.1.p1
OG0000459	ORYLA04622	OFUSG13939.1.p1
OG0000460	ORYLA07838	OFUSG02208.1.p1
OG0000461	ORYLA16495	OFUSG17710.1.p1
OG0000463	ORYLA15373	OFUSG07528.3.p1, OFUSG07528.2.p1, OFUSG07528.1.p1
OG0000463	ORYLA17503	OFUSG08820.2.p1, OFUSG08820.1.p1
OG0000465	ORYLA07067	OFUSG13672.1.p1
OG0000465	ORYLA15381	OFUSG13295.1.p1
OG0000466	ORYLA18774	OFUSG09606.1.p1, OFUSG10610.1.p1
OG0000467	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863	OFUSG06168.2.p1, OFUSG06168.1.p1
OG0000468	ORYLA07498, ORYLA06150	OFUSG25389.1.p1, OFUSG25432.1.p1
OG0000469	ORYLA14324, ORYLA13835, ORYLA15812, ORYLA16158, ORYLA14163, ORYLA14420, ORYLA14753, ORYLA19640	OFUSG06742.2.p1, OFUSG06742.1.p1
OG0000469	ORYLA13413	OFUSG09493.1.p1
OG0000470	ORYLA06621, ORYLA17202	OFUSG10928.1.p1
OG0000470	ORYLA10519, ORYLA11404, ORYLA04902	OFUSG12357.1.p1, OFUSG12357.2.p1
OG0000471	ORYLA08151, ORYLA08152, ORYLA04771	OFUSG10312.1.p1
OG0000472	ORYLA08544, ORYLA08994, ORYLA13308, ORYLA07020, ORYLA17717, ORYLA04214, ORYLA03558	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1
OG0000475	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034	OFUSG04266.1.p1
OG0000476	ORYLA19318	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1
OG0000477	ORYLA06624, ORYLA12861, ORYLA12860, ORYLA16606, ORYLA10323, ORYLA10322, ORYLA13606, ORYLA02502, ORYLA02501, ORYLA17418	OFUSG04085.2.p1, OFUSG04085.3.p1, OFUSG04085.1.p1
OG0000478	ORYLA13825	OFUSG07829.1.p1, OFUSG19267.2.p1, OFUSG19267.1.p1
OG0000479	ORYLA05427, ORYLA02241, ORYLA00980	OFUSG00302.1.p1, OFUSG00302.2.p1
OG0000479	ORYLA01123, ORYLA17925, ORYLA02622	OFUSG22572.2.p1, OFUSG22572.1.p1
OG0000480	ORYLA13134, ORYLA06337	OFUSG26477.1.p1
OG0000480	ORYLA15386	OFUSG21333.1.p1
OG0000481	ORYLA17197	OFUSG22310.1.p1
OG0000481	ORYLA03884, ORYLA19808	OFUSG18362.1.p1
OG0000482	ORYLA07371, ORYLA11346	OFUSG12431.1.p1
OG0000482	ORYLA11345	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1
OG0000485	ORYLA09796, ORYLA18526	OFUSG24362.1.p1
OG0000485	ORYLA03726, ORYLA03727	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1
OG0000487	ORYLA10548, ORYLA10468	OFUSG18458.1.p1, OFUSG04631.1.p1, OFUSG09257.1.p1
OG0000487	ORYLA00064, ORYLA16901	OFUSG11196.1.p1, OFUSG02053.1.p2, OFUSG10948.2.p1, OFUSG10948.1.p1
OG0000488	ORYLA02034, ORYLA15556	OFUSG11335.2.p1, OFUSG11335.1.p1
OG0000489	ORYLA05330, ORYLA05331, ORYLA01637, ORYLA00198, ORYLA04716, ORYLA14139, ORYLA01840	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1
OG0000490	ORYLA01902, ORYLA06098, ORYLA18025	OFUSG08032.1.p1
OG0000491	ORYLA18622, ORYLA19026, ORYLA04018, ORYLA03196	OFUSG02688.1.p1
OG0000492	ORYLA17141, ORYLA07961, ORYLA14575, ORYLA14576, ORYLA19710, ORYLA10911, ORYLA14727, ORYLA11196, ORYLA13981	OFUSG08010.4.p1, OFUSG08010.2.p1, OFUSG08010.5.p1, OFUSG08010.1.p1, OFUSG08010.3.p1
OG0000494	ORYLA04408, ORYLA01116, ORYLA17618, ORYLA04392, ORYLA17962	OFUSG21763.2.p1, OFUSG21763.1.p1
OG0000497	ORYLA02363, ORYLA03738, ORYLA04309	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1
OG0000497	ORYLA02565, ORYLA13651	OFUSG25540.2.p1, OFUSG25540.1.p1
OG0000498	ORYLA12580, ORYLA01970, ORYLA20372, ORYLA16154, ORYLA12387, ORYLA15055	OFUSG05252.1.p1
OG0000499	ORYLA03048	OFUSG11650.1.p1
OG0000499	ORYLA18603, ORYLA18942	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1
OG0000503	ORYLA17193, ORYLA12487, ORYLA15009	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1
OG0000503	ORYLA14950	OFUSG23525.1.p1
OG0000504	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629	OFUSG09721.2.p1, OFUSG09721.3.p1, OFUSG09721.1.p1, OFUSG09722.1.p1, OFUSG09723.1.p1
OG0000505	ORYLA13660, ORYLA07151, ORYLA02475, ORYLA17527, ORYLA14935, ORYLA01618	OFUSG24460.1.p1, OFUSG24460.2.p1
OG0000505	ORYLA14936	OFUSG24457.1.p1
OG0000505	ORYLA18172	OFUSG24456.1.p1
OG0000508	ORYLA08233, ORYLA02029	OFUSG16639.1.p1
OG0000508	ORYLA10053	OFUSG23446.1.p1
OG0000508	ORYLA17614, ORYLA02652, ORYLA04256, ORYLA03536	OFUSG22333.1.p1
OG0000510	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1
OG0000511	ORYLA01957	OFUSG04004.1.p1, OFUSG15871.1.p1, OFUSG16026.1.p1, OFUSG15865.1.p1, OFUSG15874.1.p1, OFUSG15866.1.p1
OG0000513	ORYLA08054, ORYLA17768, ORYLA00440, ORYLA03886	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1
OG0000514	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1
OG0000516	ORYLA07576, ORYLA04429, ORYLA03430	OFUSG22791.1.p1, OFUSG03391.1.p1, OFUSG03391.2.p1, OFUSG02530.1.p1
OG0000516	ORYLA07000	OFUSG05361.1.p1
OG0000519	ORYLA19812, ORYLA02303	OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1
OG0000520	ORYLA17824, ORYLA02661, ORYLA16383	OFUSG22252.1.p1
OG0000520	ORYLA05565, ORYLA01527, ORYLA03445	OFUSG09373.1.p1
OG0000521	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372	OFUSG25165.1.p1
OG0000522	ORYLA20412, ORYLA00500	OFUSG19025.1.p1, OFUSG19028.1.p1
OG0000522	ORYLA05061	OFUSG18379.1.p1, OFUSG18380.2.p1, OFUSG18380.1.p1, OFUSG18380.4.p1, OFUSG18380.3.p1
OG0000523	ORYLA05415	OFUSG26017.1.p1
OG0000524	ORYLA04981, ORYLA08073	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1
OG0000525	ORYLA06511, ORYLA02439	OFUSG26139.1.p1
OG0000525	ORYLA07450, ORYLA07984, ORYLA17059	OFUSG17865.2.p1, OFUSG17865.1.p1
OG0000527	ORYLA17246, ORYLA02494	OFUSG23562.1.p1, OFUSG23562.2.p1
OG0000528	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813	OFUSG21773.1.p1
OG0000529	ORYLA12875	OFUSG07078.1.p1, OFUSG07078.2.p1
OG0000530	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1
OG0000533	ORYLA03662, ORYLA09772	OFUSG01128.1.p1, OFUSG16657.1.p1, OFUSG01126.1.p1, OFUSG04164.1.p1, OFUSG01127.1.p1
OG0000534	ORYLA19150, ORYLA15756, ORYLA09798, ORYLA08332, ORYLA16496	OFUSG16053.1.p1
OG0000535	ORYLA01196, ORYLA00300, ORYLA13542	OFUSG08130.1.p1, OFUSG13128.1.p1
OG0000537	ORYLA07579, ORYLA09989	OFUSG25896.1.p1, OFUSG25896.2.p1
OG0000537	ORYLA07580, ORYLA09988	OFUSG25897.1.p1
OG0000538	ORYLA09396, ORYLA13935, ORYLA08202, ORYLA08895, ORYLA08896, ORYLA06216	OFUSG16205.1.p1
OG0000542	ORYLA00473, ORYLA07235, ORYLA03184, ORYLA04034, ORYLA04191	OFUSG03514.1.p1
OG0000542	ORYLA02120	OFUSG17386.2.p1, OFUSG17386.1.p1
OG0000545	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1
OG0000546	ORYLA06265	OFUSG00613.1.p1
OG0000548	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893	OFUSG06566.2.p1, OFUSG06566.1.p1
OG0000550	ORYLA10024	OFUSG15896.1.p1
OG0000551	ORYLA15546	OFUSG04963.2.p1, OFUSG04963.1.p1
OG0000552	ORYLA02316	OFUSG04389.1.p1
OG0000552	ORYLA19748	OFUSG03850.1.p1
OG0000553	ORYLA04427, ORYLA04603, ORYLA05553, ORYLA05554	OFUSG08704.1.p1, OFUSG08704.2.p1
OG0000553	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1
OG0000554	ORYLA05333, ORYLA11866, ORYLA02853, ORYLA17786, ORYLA19758, ORYLA19976, ORYLA11865	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1
OG0000560	ORYLA04875	OFUSG17538.1.p1
OG0000561	ORYLA11841, ORYLA01515	OFUSG21899.1.p1, OFUSG09741.1.p1, OFUSG09741.2.p1
OG0000562	ORYLA06574, ORYLA13197	OFUSG20041.1.p1, OFUSG20049.1.p1
OG0000562	ORYLA15135, ORYLA05394	OFUSG05389.1.p1
OG0000564	ORYLA03832, ORYLA03007, ORYLA12513, ORYLA10514, ORYLA11949	OFUSG11344.1.p1
OG0000564	ORYLA03368	OFUSG12033.1.p1
OG0000564	ORYLA10699, ORYLA11883, ORYLA05222, ORYLA00088	OFUSG12034.1.p1
OG0000565	ORYLA05583, ORYLA05582	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1
OG0000566	ORYLA20281	OFUSG03997.1.p1, OFUSG03997.2.p1, OFUSG03997.3.p1
OG0000566	ORYLA04369	OFUSG22659.1.p1
OG0000567	ORYLA12167	OFUSG09646.1.p1
OG0000567	ORYLA12905	OFUSG13020.1.p1
OG0000570	ORYLA10850, ORYLA08171, ORYLA16666, ORYLA16667, ORYLA13899	OFUSG06907.1.p1, OFUSG18154.1.p1, OFUSG18154.2.p1, OFUSG13511.1.p1, OFUSG13512.1.p1, OFUSG10732.1.p1, OFUSG10732.2.p1, OFUSG10733.1.p1, OFUSG26428.1.p1, OFUSG17115.1.p1
OG0000572	ORYLA08145, ORYLA10185, ORYLA07690	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1
OG0000572	ORYLA13763, ORYLA15650	OFUSG20906.1.p1, OFUSG20906.2.p1
OG0000573	ORYLA13057, ORYLA13843, ORYLA04228	OFUSG23244.1.p1, OFUSG23244.2.p1
OG0000573	ORYLA12607, ORYLA14820	OFUSG09137.1.p1
OG0000574	ORYLA08316, ORYLA16658	OFUSG18200.1.p1
OG0000574	ORYLA16287, ORYLA08280	OFUSG10163.1.p1
OG0000574	ORYLA00058	OFUSG07751.1.p1, OFUSG07751.2.p1
