Orthogroup	ORYLA	AMPFI_ok
OG0001181	ORYLA09302, ORYLA06967, ORYLA16422	AMPFI_10170
OG0001182	ORYLA04656, ORYLA10537, ORYLA17798, ORYLA12681	AMPFI_23673
OG0001183	ORYLA16340, ORYLA08337	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752
OG0001184	ORYLA01867	AMPFI_20865
OG0001184	ORYLA12325	AMPFI_08874
OG0001185	ORYLA01991, ORYLA19744, ORYLA04885	AMPFI_07596
OG0001186	ORYLA06474, ORYLA12462, ORYLA14584	AMPFI_07934
OG0001186	ORYLA12305	AMPFI_10517
OG0001187	ORYLA14064	AMPFI_23801
OG0001188	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742	AMPFI_02144
OG0001190	ORYLA10580, ORYLA14507, ORYLA10859	AMPFI_02258, AMPFI_24898
OG0001191	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865	AMPFI_06865
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783	AMPFI_05001
OG0001197	ORYLA13277	AMPFI_13739
OG0001198	ORYLA10310, ORYLA13600	AMPFI_11677, AMPFI_01112
OG0001198	ORYLA15038	AMPFI_14243
OG0001199	ORYLA11679	AMPFI_25970
OG0001200	ORYLA12001	AMPFI_13405
OG0001201	ORYLA15310	AMPFI_02387
OG0001202	ORYLA09275	AMPFI_07863
OG0001204	ORYLA04102, ORYLA03247	AMPFI_14021, AMPFI_11338
OG0001205	ORYLA11970, ORYLA10540	AMPFI_13876
OG0001207	ORYLA09156, ORYLA16388, ORYLA08504	AMPFI_02832
OG0001208	ORYLA06825, ORYLA09868, ORYLA01795	AMPFI_25578
OG0001209	ORYLA07316, ORYLA00319	AMPFI_10000
OG0001210	ORYLA11799	AMPFI_13828
OG0001210	ORYLA06775	AMPFI_05417
OG0001211	ORYLA20079, ORYLA07900	AMPFI_10364
OG0001213	ORYLA08112	AMPFI_07381
OG0001214	ORYLA10993	AMPFI_05265
OG0001215	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222	AMPFI_10063
OG0001216	ORYLA07420	AMPFI_06120
OG0001217	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595	AMPFI_07018
OG0001218	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468	AMPFI_18506
OG0001219	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777	AMPFI_23839
OG0001220	ORYLA02345	AMPFI_12004
OG0001221	ORYLA07491	AMPFI_09440
OG0001223	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963	AMPFI_23890
OG0001224	ORYLA16020	AMPFI_01499
OG0001225	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488	AMPFI_05889
OG0001226	ORYLA02207	AMPFI_06001
OG0001231	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275	AMPFI_23517
OG0001232	ORYLA17130	AMPFI_08459, AMPFI_09206, AMPFI_03213
OG0001233	ORYLA07453	AMPFI_12663, AMPFI_14959, AMPFI_17326
OG0001236	ORYLA05535	AMPFI_04390
OG0001237	ORYLA14669	AMPFI_09608
OG0001238	ORYLA01295	AMPFI_08671
OG0001238	ORYLA07056	AMPFI_08263
OG0001241	ORYLA15497	AMPFI_10474
OG0001241	ORYLA01008	AMPFI_05156
OG0001242	ORYLA09141, ORYLA18475	AMPFI_08208, AMPFI_01628, AMPFI_22498
OG0001243	ORYLA07317, ORYLA07318, ORYLA12130	AMPFI_09177
OG0001247	ORYLA10879, ORYLA15933, ORYLA18030	AMPFI_24091
OG0001249	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089	AMPFI_23310
OG0001250	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768	AMPFI_07433
OG0001251	ORYLA08970	AMPFI_15272
OG0001252	ORYLA19528, ORYLA08946, ORYLA13487	AMPFI_21190, AMPFI_00156
OG0001253	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691	AMPFI_05658
OG0001256	ORYLA10228	AMPFI_15458
OG0001261	ORYLA07239, ORYLA00479, ORYLA09455	AMPFI_21898
OG0001262	ORYLA02427	AMPFI_14619
OG0001263	ORYLA07820, ORYLA17132	AMPFI_11017
OG0001264	ORYLA13965, ORYLA12302, ORYLA02150	AMPFI_05271
OG0001267	ORYLA18685	AMPFI_16785
OG0001267	ORYLA17985, ORYLA00677	AMPFI_03197
OG0001268	ORYLA00335	AMPFI_21846
OG0001268	ORYLA15813	AMPFI_17603
OG0001270	ORYLA07988	AMPFI_10234
OG0001270	ORYLA18804	AMPFI_15423
OG0001271	ORYLA09251, ORYLA07889, ORYLA14013	AMPFI_12722
OG0001272	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178	AMPFI_10847
OG0001273	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660	AMPFI_08982
OG0001274	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123	AMPFI_01753
OG0001275	ORYLA11544	AMPFI_05849
OG0001276	ORYLA03566, ORYLA18522, ORYLA01477	AMPFI_14910
OG0001278	ORYLA16678, ORYLA00727	AMPFI_10211
OG0001278	ORYLA13327	AMPFI_19943
OG0001279	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122	AMPFI_05903
OG0001280	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452	AMPFI_23298
OG0001283	ORYLA20044, ORYLA20045, ORYLA14193, ORYLA09723, ORYLA13051, ORYLA08577, ORYLA10812	AMPFI_00187, AMPFI_08340
OG0001284	ORYLA09027	AMPFI_11093
OG0001284	ORYLA01634, ORYLA14635	AMPFI_06659
OG0001287	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961	AMPFI_14082
OG0001288	ORYLA02421	AMPFI_19759
OG0001288	ORYLA14902, ORYLA02420	AMPFI_00778
OG0001290	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829	AMPFI_18904
OG0001291	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147	AMPFI_17861
OG0001292	ORYLA09364, ORYLA10046	AMPFI_10776
OG0001293	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584	AMPFI_14701
OG0001294	ORYLA10122	AMPFI_01514
OG0001295	ORYLA09900	AMPFI_06419
OG0001295	ORYLA08242, ORYLA17167, ORYLA01819	AMPFI_07601
OG0001296	ORYLA07385, ORYLA00095, ORYLA19357	AMPFI_12346
OG0001297	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085	AMPFI_16113
OG0001300	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280	AMPFI_08329
OG0001302	ORYLA12923	AMPFI_15529
OG0001302	ORYLA05687	AMPFI_08047
OG0001304	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822	AMPFI_10342
OG0001305	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351	AMPFI_00755
OG0001306	ORYLA06638, ORYLA13454	AMPFI_19010
OG0001308	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817	AMPFI_00605, AMPFI_01794, AMPFI_03456
OG0001309	ORYLA18337, ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200, ORYLA06422	AMPFI_12360
OG0001310	ORYLA10760	AMPFI_04482, AMPFI_16368
OG0001310	ORYLA12263	AMPFI_06804
OG0001311	ORYLA02079, ORYLA06081	AMPFI_12130
OG0001315	ORYLA16949	AMPFI_21563
OG0001315	ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636	AMPFI_03331
OG0001316	ORYLA12796, ORYLA09110, ORYLA01031	AMPFI_11413
OG0001317	ORYLA11270	AMPFI_14996
OG0001317	ORYLA18001	AMPFI_02448
OG0001318	ORYLA08255	AMPFI_07561
OG0001318	ORYLA09731	AMPFI_11299
OG0001319	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481	AMPFI_11777
OG0001320	ORYLA11905	AMPFI_00452
OG0001321	ORYLA19802, ORYLA06811, ORYLA13481, ORYLA13483, ORYLA06093	AMPFI_00079
OG0001322	ORYLA12031	AMPFI_10344
OG0001322	ORYLA03496	AMPFI_23671
OG0001323	ORYLA07539, ORYLA04897, ORYLA10096, ORYLA03039	AMPFI_22091
OG0001324	ORYLA08370	AMPFI_20900, AMPFI_04734, AMPFI_24533
OG0001326	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758	AMPFI_12886
OG0001327	ORYLA15316	AMPFI_08065
OG0001327	ORYLA11280, ORYLA14397	AMPFI_15522
OG0001328	ORYLA00827	AMPFI_11946
OG0001329	ORYLA10954, ORYLA14747	AMPFI_21747
OG0001330	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273	AMPFI_05140
OG0001331	ORYLA00931, ORYLA03956	AMPFI_12424
OG0001332	ORYLA07497	AMPFI_20259
OG0001333	ORYLA17399, ORYLA07772	AMPFI_00843, AMPFI_13930
OG0001339	ORYLA11675	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490
OG0001341	ORYLA19403	AMPFI_14355, AMPFI_06570
OG0001341	ORYLA14314	AMPFI_01027
OG0001344	ORYLA02700	AMPFI_22417
OG0001345	ORYLA15535	AMPFI_09770
OG0001348	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010	AMPFI_00159
OG0001350	ORYLA06653	AMPFI_25832
OG0001351	ORYLA09616, ORYLA08732	AMPFI_22361
OG0001352	ORYLA17415, ORYLA09343, ORYLA14143	AMPFI_15694, AMPFI_18452, AMPFI_22485
OG0001354	ORYLA13415, ORYLA00266, ORYLA06924, ORYLA17236	AMPFI_24004
OG0001355	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331	AMPFI_14446
OG0001356	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021, ORYLA16052	AMPFI_01615
OG0001357	ORYLA07719, ORYLA10513, ORYLA03046	AMPFI_24417
OG0001360	ORYLA07267, ORYLA19445, ORYLA19446, ORYLA00396	AMPFI_12400, AMPFI_23660
OG0001362	ORYLA18007	AMPFI_09488
OG0001363	ORYLA06964, ORYLA02934	AMPFI_00070, AMPFI_09800, AMPFI_08365
OG0001364	ORYLA07287, ORYLA06962	AMPFI_14823, AMPFI_11134
OG0001365	ORYLA09935, ORYLA07169, ORYLA00431	AMPFI_13985, AMPFI_25879, AMPFI_10449
OG0001366	ORYLA19471	AMPFI_17877
OG0001367	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559	AMPFI_02161
OG0001368	ORYLA04793, ORYLA11335, ORYLA10470	AMPFI_11158
OG0001369	ORYLA13851, ORYLA13852, ORYLA13773, ORYLA14398	AMPFI_22208
OG0001370	ORYLA12598, ORYLA14966	AMPFI_06706
OG0001370	ORYLA18543	AMPFI_09461
OG0001371	ORYLA00720	AMPFI_10372, AMPFI_15938, AMPFI_12819
OG0001372	ORYLA13141	AMPFI_21335
OG0001373	ORYLA16751, ORYLA16639, ORYLA08259, ORYLA07770	AMPFI_00190
OG0001374	ORYLA12417, ORYLA12418	AMPFI_17974
OG0001375	ORYLA11959, ORYLA01972, ORYLA01971	AMPFI_06104
OG0001376	ORYLA03122, ORYLA05570, ORYLA09409, ORYLA08741	AMPFI_21697
OG0001378	ORYLA17783, ORYLA02855, ORYLA04943, ORYLA00326, ORYLA01139, ORYLA01326	AMPFI_15247
OG0001379	ORYLA06942, ORYLA12825, ORYLA01022, ORYLA01021, ORYLA04265	AMPFI_14320
OG0001380	ORYLA04452, ORYLA03211, ORYLA01164, ORYLA00371	AMPFI_08147
OG0001381	ORYLA13157, ORYLA12338, ORYLA02912, ORYLA18091	AMPFI_12006
OG0001382	ORYLA16357	AMPFI_12332
OG0001384	ORYLA08770, ORYLA03152, ORYLA09543	AMPFI_23681
OG0001387	ORYLA15977	AMPFI_00234
OG0001388	ORYLA04165, ORYLA01262	AMPFI_08168, AMPFI_12817, AMPFI_11142, AMPFI_13636, AMPFI_00338
OG0001389	ORYLA12186, ORYLA07219, ORYLA20465	AMPFI_05693, AMPFI_24952
OG0001394	ORYLA01445	AMPFI_09024
OG0001395	ORYLA10336, ORYLA12492, ORYLA01370, ORYLA08821	AMPFI_24070
OG0001397	ORYLA01225, ORYLA05017	AMPFI_21706
OG0001397	ORYLA08172	AMPFI_17878, AMPFI_10775
OG0001399	ORYLA04243	AMPFI_07188
OG0001399	ORYLA18690	AMPFI_21935
OG0001400	ORYLA08237, ORYLA17207, ORYLA09903, ORYLA01837, ORYLA05625	AMPFI_24285
OG0001402	ORYLA17574, ORYLA03602	AMPFI_26005
OG0001403	ORYLA17267	AMPFI_17230
OG0001404	ORYLA16925	AMPFI_18013
OG0001404	ORYLA20012	AMPFI_10794, AMPFI_03093
OG0001405	ORYLA12568, ORYLA05423	AMPFI_15743
OG0001405	ORYLA07257	AMPFI_16561
OG0001406	ORYLA13300, ORYLA07680, ORYLA01398	AMPFI_09333
OG0001408	ORYLA02846, ORYLA00579, ORYLA08954	AMPFI_21365
OG0001410	ORYLA16518	AMPFI_02616
OG0001411	ORYLA12881	AMPFI_10031
OG0001412	ORYLA17594	AMPFI_08141
OG0001413	ORYLA17782	AMPFI_15619
OG0001414	ORYLA05226	AMPFI_24645
OG0001414	ORYLA18972	AMPFI_20423
OG0001415	ORYLA17926	AMPFI_19237
OG0001416	ORYLA16022, ORYLA14442	AMPFI_14851
OG0001417	ORYLA00545	AMPFI_02655
OG0001418	ORYLA17080, ORYLA13376, ORYLA13151, ORYLA06383, ORYLA02393	AMPFI_15591
OG0001419	ORYLA04900, ORYLA20043, ORYLA20042, ORYLA10533	AMPFI_25243, AMPFI_17376
OG0001421	ORYLA11990, ORYLA11681	AMPFI_22931
OG0001422	ORYLA08800, ORYLA05608, ORYLA05609, ORYLA09888	AMPFI_23699
OG0001423	ORYLA06105, ORYLA06106, ORYLA19580, ORYLA13563, ORYLA00859, ORYLA17104	AMPFI_19050, AMPFI_22796
OG0001424	ORYLA13598	AMPFI_01906
OG0001425	ORYLA11812, ORYLA14660, ORYLA02799, ORYLA17328	AMPFI_13079
OG0001427	ORYLA20270, ORYLA07026, ORYLA11867	AMPFI_07391
OG0001428	ORYLA15651, ORYLA13762, ORYLA18311, ORYLA05873, ORYLA01893	AMPFI_11938
OG0001429	ORYLA09352, ORYLA05975, ORYLA11873	AMPFI_15702
OG0001430	ORYLA11790, ORYLA01079, ORYLA10149, ORYLA03115, ORYLA03625	AMPFI_07622
OG0001431	ORYLA06418, ORYLA16444	AMPFI_11117
OG0001432	ORYLA11304	AMPFI_07409
OG0001433	ORYLA10563, ORYLA19887, ORYLA02213, ORYLA05137	AMPFI_00657
OG0001434	ORYLA11926	AMPFI_18441, AMPFI_12885, AMPFI_06188, AMPFI_09637
OG0001436	ORYLA09342, ORYLA06774	AMPFI_07709
OG0001437	ORYLA09273, ORYLA06548, ORYLA09274	AMPFI_07780, AMPFI_13432
OG0001438	ORYLA13293, ORYLA09472, ORYLA14084, ORYLA17990, ORYLA05036, ORYLA04502	AMPFI_17699
OG0001441	ORYLA05650, ORYLA02185, ORYLA19944, ORYLA11690, ORYLA11689	AMPFI_01278
OG0001445	ORYLA18556, ORYLA03367, ORYLA03366	AMPFI_06828
OG0001446	ORYLA03689	AMPFI_04574, AMPFI_17048, AMPFI_21716, AMPFI_19480, AMPFI_18957
OG0001447	ORYLA10401, ORYLA03364, ORYLA11793	AMPFI_14165
OG0001449	ORYLA11305	AMPFI_17066
OG0001449	ORYLA09746	AMPFI_22357
OG0001451	ORYLA14632	AMPFI_16214
OG0001452	ORYLA17672, ORYLA12044, ORYLA18698	AMPFI_17582
OG0001452	ORYLA18697	AMPFI_24052
OG0001453	ORYLA06111, ORYLA12155	AMPFI_20721
OG0001455	ORYLA12940, ORYLA17467, ORYLA13172, ORYLA06381, ORYLA00256, ORYLA17114	AMPFI_16555
OG0001456	ORYLA10215	AMPFI_00318
OG0001459	ORYLA16343	AMPFI_19783
OG0001460	ORYLA02314	AMPFI_01461
OG0001460	ORYLA08107, ORYLA05005	AMPFI_23946
OG0001461	ORYLA19866	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344
OG0001464	ORYLA09804, ORYLA08394, ORYLA05677, ORYLA16104, ORYLA14378	AMPFI_22525, AMPFI_17212
OG0001466	ORYLA11704	AMPFI_23243
OG0001466	ORYLA01209	AMPFI_06839
OG0001467	ORYLA03144	AMPFI_23736
OG0001468	ORYLA08601, ORYLA08600, ORYLA09151, ORYLA06717	AMPFI_19331
OG0001469	ORYLA05419	AMPFI_02483
OG0001470	ORYLA03759	AMPFI_01501
OG0001472	ORYLA05712	AMPFI_01053
OG0001472	ORYLA15948	AMPFI_03075
OG0001473	ORYLA00647, ORYLA16961, ORYLA16960	AMPFI_03739, AMPFI_01823
OG0001474	ORYLA07769	AMPFI_21316
OG0001475	ORYLA13842, ORYLA15634	AMPFI_15659
OG0001476	ORYLA10593, ORYLA03172, ORYLA04062	AMPFI_07443, AMPFI_07837
OG0001478	ORYLA11904	AMPFI_01874
OG0001478	ORYLA07755	AMPFI_18015, AMPFI_17948
OG0001479	ORYLA13290, ORYLA16589, ORYLA18144, ORYLA02932	AMPFI_06247
OG0001480	ORYLA01857, ORYLA05529, ORYLA05528	AMPFI_21537
OG0001481	ORYLA08452	AMPFI_03464
OG0001481	ORYLA11569, ORYLA10733, ORYLA11881	AMPFI_15128
OG0001484	ORYLA15816, ORYLA13829, ORYLA13710	AMPFI_10813
OG0001486	ORYLA13675, ORYLA11156, ORYLA15307, ORYLA16351, ORYLA12057	AMPFI_03189
OG0001489	ORYLA12865, ORYLA06627, ORYLA02403, ORYLA13145	AMPFI_21994
OG0001490	ORYLA00195, ORYLA04616, ORYLA07533, ORYLA10697, ORYLA03495	AMPFI_13984
OG0001492	ORYLA16834, ORYLA17613	AMPFI_14495
OG0001493	ORYLA08069	AMPFI_23286
OG0001493	ORYLA07182, ORYLA04965	AMPFI_21759
OG0001495	ORYLA20241	AMPFI_01445
OG0001496	ORYLA01505	AMPFI_04050
OG0001498	ORYLA18106, ORYLA18108, ORYLA09403	AMPFI_14616, AMPFI_02778
OG0001500	ORYLA07552, ORYLA09604	AMPFI_03212
OG0001501	ORYLA10661, ORYLA10605	AMPFI_21405
OG0001503	ORYLA13177	AMPFI_03346
OG0001503	ORYLA17046, ORYLA17047	AMPFI_06513
OG0001505	ORYLA08833, ORYLA07422	AMPFI_04877, AMPFI_09677
OG0001506	ORYLA07141, ORYLA16222	AMPFI_22691
OG0001507	ORYLA10103, ORYLA04138	AMPFI_02586, AMPFI_16748
OG0001508	ORYLA12347, ORYLA14625, ORYLA16349, ORYLA16350	AMPFI_01605
OG0001509	ORYLA17832	AMPFI_22351
OG0001509	ORYLA12274, ORYLA03612	AMPFI_24011
OG0001510	ORYLA16557	AMPFI_24135
OG0001511	ORYLA03620, ORYLA06342, ORYLA07444	AMPFI_24393
OG0001513	ORYLA09815, ORYLA12242, ORYLA15965	AMPFI_05914
OG0001514	ORYLA00905, ORYLA01213, ORYLA08124, ORYLA04933	AMPFI_05173
OG0001515	ORYLA04533, ORYLA17572	AMPFI_22558
OG0001516	ORYLA18645	AMPFI_17534
OG0001516	ORYLA18644	AMPFI_22070
OG0001517	ORYLA17447, ORYLA08991	AMPFI_19672
OG0001518	ORYLA06952, ORYLA20178	AMPFI_20936
OG0001520	ORYLA02116, ORYLA11477	AMPFI_11649, AMPFI_06123
OG0001523	ORYLA11194, ORYLA15086	AMPFI_21945
OG0001524	ORYLA00012, ORYLA05046	AMPFI_12143
OG0001524	ORYLA12443	AMPFI_24831
OG0001525	ORYLA17631	AMPFI_18416
OG0001527	ORYLA02867	AMPFI_06183
OG0001527	ORYLA20388, ORYLA20389	AMPFI_10281
OG0001529	ORYLA13719, ORYLA14481	AMPFI_24259
OG0001531	ORYLA04648, ORYLA13539, ORYLA01320, ORYLA03926	AMPFI_13148
OG0001532	ORYLA16027, ORYLA07446, ORYLA06821, ORYLA18344	AMPFI_06472
OG0001533	ORYLA09911, ORYLA08628, ORYLA09442	AMPFI_11865
OG0001534	ORYLA16942, ORYLA16536, ORYLA07761, ORYLA07727, ORYLA07726	AMPFI_24532, AMPFI_01303, AMPFI_12321
OG0001536	ORYLA05223, ORYLA02265	AMPFI_24601
OG0001538	ORYLA05212	AMPFI_06922
OG0001545	ORYLA02532, ORYLA14957, ORYLA05722	AMPFI_07768
OG0001546	ORYLA05229	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267
OG0001549	ORYLA14761, ORYLA11227, ORYLA13790, ORYLA15912, ORYLA13679	AMPFI_01171, AMPFI_04433
OG0001550	ORYLA06718, ORYLA09149	AMPFI_12309, AMPFI_21451
OG0001551	ORYLA10506, ORYLA10505	AMPFI_18500
OG0001552	ORYLA13846	AMPFI_21436, AMPFI_14762, AMPFI_14933, AMPFI_14932, AMPFI_20376, AMPFI_20377
OG0001553	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887	AMPFI_24765
OG0001554	ORYLA04069, ORYLA07551	AMPFI_06413
OG0001557	ORYLA12490	AMPFI_09537
OG0001558	ORYLA02757, ORYLA18032, ORYLA19384	AMPFI_15140
OG0001559	ORYLA10089, ORYLA11639, ORYLA04343	AMPFI_05445
OG0001560	ORYLA18790, ORYLA13615, ORYLA18890	AMPFI_08835
OG0001561	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938	AMPFI_06589
OG0001562	ORYLA10013	AMPFI_05912
OG0001564	ORYLA13495, ORYLA03594, ORYLA01019	AMPFI_01949, AMPFI_20454
OG0001566	ORYLA11891, ORYLA13548	AMPFI_23598
OG0001567	ORYLA13058, ORYLA06494	AMPFI_05324
OG0001568	ORYLA17084	AMPFI_05220
OG0001569	ORYLA12265, ORYLA09574, ORYLA00969	AMPFI_09953
OG0001570	ORYLA03800	AMPFI_12059
OG0001572	ORYLA04283	AMPFI_12157
OG0001572	ORYLA15272	AMPFI_15021
OG0001573	ORYLA20104, ORYLA02801	AMPFI_05942
OG0001574	ORYLA00590, ORYLA16507, ORYLA08178, ORYLA16646, ORYLA05807	AMPFI_09279
OG0001575	ORYLA17836	AMPFI_15706
OG0001576	ORYLA02374, ORYLA12205	AMPFI_16525
OG0001578	ORYLA17727, ORYLA00011	AMPFI_11954
OG0001580	ORYLA14282, ORYLA15951, ORYLA12668	AMPFI_13898
OG0001581	ORYLA10772	AMPFI_14541, AMPFI_22362
OG0001582	ORYLA02289, ORYLA04090, ORYLA03534, ORYLA17772	AMPFI_01796, AMPFI_13928
OG0001583	ORYLA20413, ORYLA00738, ORYLA05062	AMPFI_20716
OG0001584	ORYLA09638	AMPFI_15798
OG0001584	ORYLA13120	AMPFI_22734
OG0001589	ORYLA16530	AMPFI_11604
OG0001590	ORYLA12337	AMPFI_24468
OG0001592	ORYLA14815, ORYLA12423, ORYLA01973	AMPFI_20340, AMPFI_22753
OG0001593	ORYLA19874, ORYLA00447, ORYLA12153, ORYLA12152, ORYLA19629, ORYLA01620	AMPFI_15712
OG0001594	ORYLA04061	AMPFI_18261, AMPFI_11597
OG0001596	ORYLA10881, ORYLA15329, ORYLA13783, ORYLA15922	AMPFI_14311, AMPFI_21924
OG0001596	ORYLA16032	AMPFI_21524
OG0001597	ORYLA18712	AMPFI_13604
OG0001597	ORYLA20326	AMPFI_12341
OG0001599	ORYLA16526, ORYLA16525, ORYLA16314	AMPFI_03121
OG0001600	ORYLA01865, ORYLA01864, ORYLA10572, ORYLA11507, ORYLA06480	AMPFI_10540
OG0001604	ORYLA07645	AMPFI_04179
OG0001604	ORYLA03242	AMPFI_13911
OG0001605	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098	AMPFI_24911, AMPFI_18083
OG0001606	ORYLA08120	AMPFI_03478
OG0001608	ORYLA06019, ORYLA15351	AMPFI_07127
OG0001609	ORYLA09645	AMPFI_10765
OG0001609	ORYLA14062	AMPFI_06902
OG0001610	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728	AMPFI_05189
OG0001611	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043	AMPFI_12536
OG0001612	ORYLA05310	AMPFI_24849
OG0001614	ORYLA06852	AMPFI_14043
OG0001614	ORYLA00725	AMPFI_09076
OG0001617	ORYLA14328, ORYLA14245, ORYLA15099, ORYLA19860	AMPFI_25615
OG0001620	ORYLA05887, ORYLA18071, ORYLA06671, ORYLA13474	AMPFI_12324
OG0001621	ORYLA16707, ORYLA16984, ORYLA07730	AMPFI_09527
OG0001622	ORYLA04887, ORYLA04886, ORYLA17634	AMPFI_23787
OG0001624	ORYLA16062, ORYLA11784, ORYLA15861	AMPFI_12384
OG0001627	ORYLA03953, ORYLA10776	AMPFI_22299
OG0001628	ORYLA04697	AMPFI_14676
OG0001630	ORYLA20220, ORYLA09173, ORYLA15131, ORYLA19441	AMPFI_09150
OG0001632	ORYLA13672, ORYLA19419, ORYLA19418	AMPFI_15399
OG0001634	ORYLA02609	AMPFI_21874
OG0001634	ORYLA12522, ORYLA03396	AMPFI_22894
OG0001635	ORYLA01259, ORYLA08815	AMPFI_19476
OG0001636	ORYLA19951	AMPFI_05825
OG0001638	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381	AMPFI_08503
OG0001639	ORYLA14796, ORYLA14797, ORYLA12628, ORYLA12981	AMPFI_08162
OG0001640	ORYLA14203	AMPFI_17177
OG0001641	ORYLA16416, ORYLA07882, ORYLA08892, ORYLA06223	AMPFI_08722
OG0001642	ORYLA07681, ORYLA02864, ORYLA07682, ORYLA02865	AMPFI_15628
OG0001644	ORYLA05371	AMPFI_12516
OG0001645	ORYLA16197, ORYLA06992, ORYLA09673, ORYLA08608, ORYLA09672, ORYLA09671, ORYLA08607, ORYLA00205, ORYLA06993, ORYLA13349	AMPFI_06481
OG0001651	ORYLA01203, ORYLA07721, ORYLA05077, ORYLA02543	AMPFI_03860
OG0001652	ORYLA10454	AMPFI_03475
OG0001653	ORYLA17508, ORYLA02619	AMPFI_18635
OG0001654	ORYLA05273, ORYLA18745	AMPFI_05689
OG0001655	ORYLA07526, ORYLA08529, ORYLA07560	AMPFI_16010
OG0001656	ORYLA16457	AMPFI_09616
OG0001657	ORYLA02690, ORYLA17570, ORYLA07401, ORYLA00511	AMPFI_11506
OG0001658	ORYLA20274, ORYLA16069	AMPFI_21118
OG0001659	ORYLA05429, ORYLA10579	AMPFI_20084
OG0001660	ORYLA01347, ORYLA07223, ORYLA00950, ORYLA07222	AMPFI_15599
OG0001661	ORYLA09181	AMPFI_17995, AMPFI_16309
OG0001661	ORYLA09179	AMPFI_24993
OG0001662	ORYLA03581	AMPFI_25752
OG0001662	ORYLA03609, ORYLA17855	AMPFI_08109
OG0001663	ORYLA16035	AMPFI_14386
OG0001665	ORYLA17183	AMPFI_22180
OG0001665	ORYLA00789	AMPFI_12597
OG0001666	ORYLA08798	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001667	ORYLA20066, ORYLA06157, ORYLA15447	AMPFI_09938
OG0001668	ORYLA18819	AMPFI_06781
OG0001669	ORYLA01982, ORYLA20212, ORYLA20211, ORYLA11696	AMPFI_22930, AMPFI_17544
OG0001671	ORYLA14195, ORYLA15872	AMPFI_16125, AMPFI_09893
