Orthogroup	ORYLA	BRAFL
OG0000828	ORYLA02288	bflo_20839
OG0000829	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697	bflo_10600, bflo_10308
OG0000829	ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790	bflo_10699
OG0000830	ORYLA00649	bflo_23192
OG0000830	ORYLA19799	bflo_13253
OG0000831	ORYLA06570	bflo_25792
OG0000832	ORYLA12959	bflo_00071, bflo_00076
OG0000833	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637	bflo_25237
OG0000834	ORYLA14449, ORYLA15446, ORYLA00202, ORYLA13350, ORYLA06991, ORYLA09675, ORYLA08609	bflo_02857
OG0000835	ORYLA12380, ORYLA15340	bflo_03284
OG0000836	ORYLA14809, ORYLA12408, ORYLA13624	bflo_07996, bflo_08141, bflo_07459
OG0000837	ORYLA19078	bflo_00035, bflo_12566
OG0000837	ORYLA01945, ORYLA01944, ORYLA04744	bflo_01440, bflo_15081, bflo_01439
OG0000838	ORYLA18293, ORYLA11142	bflo_09519, bflo_10354
OG0000841	ORYLA01641, ORYLA15191, ORYLA11622	bflo_13469
OG0000842	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014	bflo_26481
OG0000844	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955	bflo_24153
OG0000845	ORYLA08554, ORYLA00988	bflo_18108
OG0000845	ORYLA03586	bflo_17447
OG0000847	ORYLA07949	bflo_21169
OG0000847	ORYLA16880	bflo_20471
OG0000848	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814	bflo_07381
OG0000849	ORYLA15402, ORYLA12370, ORYLA14601	bflo_02361
OG0000850	ORYLA10312, ORYLA12941	bflo_25536
OG0000850	ORYLA04650, ORYLA04651	bflo_08991
OG0000851	ORYLA09558, ORYLA08388	bflo_14102
OG0000852	ORYLA15572, ORYLA02133, ORYLA02134	bflo_13268
OG0000855	ORYLA03234	bflo_04775, bflo_04776
OG0000856	ORYLA15666	bflo_08358
OG0000857	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378	bflo_03314
OG0000858	ORYLA10920	bflo_10644, bflo_11464
OG0000858	ORYLA04524	bflo_03553
OG0000859	ORYLA19103, ORYLA12697, ORYLA17341, ORYLA07145, ORYLA01993	bflo_06258
OG0000860	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306	bflo_15791
OG0000861	ORYLA05327, ORYLA05326	bflo_20852, bflo_20859, bflo_20860, bflo_21098, bflo_12911, bflo_22390, bflo_22416, bflo_02704, bflo_02426, bflo_06512
OG0000862	ORYLA11856	bflo_19778
OG0000862	ORYLA13268	bflo_08876
OG0000862	ORYLA10976	bflo_16398
OG0000863	ORYLA05318, ORYLA11762	bflo_10601
OG0000866	ORYLA08411, ORYLA06158, ORYLA08410	bflo_04437
OG0000868	ORYLA11338, ORYLA10412	bflo_17556
OG0000869	ORYLA15399	bflo_24265
OG0000869	ORYLA17511	bflo_25732
OG0000870	ORYLA08315, ORYLA16657	bflo_17767
OG0000871	ORYLA00978	bflo_17545
OG0000871	ORYLA00890	bflo_10176
OG0000872	ORYLA20287	bflo_03017
OG0000873	ORYLA19811, ORYLA19784, ORYLA06856, ORYLA13004, ORYLA12613	bflo_01487
OG0000874	ORYLA00532, ORYLA03179, ORYLA04048, ORYLA07204	bflo_14069
OG0000874	ORYLA01855	bflo_12681
OG0000875	ORYLA13326, ORYLA07093	bflo_01017
OG0000875	ORYLA19061	bflo_19415
OG0000876	ORYLA18338	bflo_02085
OG0000877	ORYLA15563	bflo_12965, bflo_12968
OG0000877	ORYLA14210	bflo_13809
OG0000878	ORYLA06030	bflo_02683
OG0000879	ORYLA06599	bflo_21594
OG0000879	ORYLA15760, ORYLA10296	bflo_19083, bflo_24230, bflo_18829, bflo_05186
OG0000881	ORYLA01916, ORYLA05888	bflo_15605
OG0000881	ORYLA04374, ORYLA03100	bflo_20101
OG0000882	ORYLA08988, ORYLA13972, ORYLA11874	bflo_04158
OG0000883	ORYLA12330, ORYLA12809	bflo_07397
OG0000887	ORYLA14286, ORYLA15959	bflo_01743
OG0000887	ORYLA06407	bflo_19302
OG0000888	ORYLA05760, ORYLA12980, ORYLA06869	bflo_05832
OG0000888	ORYLA17907	bflo_07374
OG0000889	ORYLA11414, ORYLA10267	bflo_12593
OG0000889	ORYLA16878	bflo_21142
OG0000890	ORYLA07665	bflo_18043
OG0000893	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848	bflo_24157, bflo_24156, bflo_22075, bflo_24701, bflo_23931
OG0000894	ORYLA07232, ORYLA00467	bflo_14750
OG0000894	ORYLA07753, ORYLA17007, ORYLA16512	bflo_23023
OG0000895	ORYLA17230, ORYLA02985	bflo_06958, bflo_08034
OG0000895	ORYLA14977	bflo_05916
OG0000896	ORYLA12742	bflo_13131
OG0000896	ORYLA18744, ORYLA04344	bflo_09970
OG0000897	ORYLA14707	bflo_11434
OG0000897	ORYLA15784	bflo_11945, bflo_11590, bflo_11740
OG0000898	ORYLA08993	bflo_12625, bflo_26024
OG0000899	ORYLA03598, ORYLA20446	bflo_14337
OG0000904	ORYLA01297, ORYLA12510	bflo_13183
OG0000906	ORYLA02426	bflo_15863
OG0000906	ORYLA02787	bflo_17920, bflo_19022, bflo_17827, bflo_21444, bflo_27497, bflo_27265
OG0000907	ORYLA13394	bflo_25628
OG0000908	ORYLA04724, ORYLA18118	bflo_09711, bflo_09707, bflo_08871
OG0000908	ORYLA08105	bflo_08596
OG0000909	ORYLA11368, ORYLA19848, ORYLA10623	bflo_18377
OG0000911	ORYLA16469, ORYLA08345	bflo_00891, bflo_00957
OG0000911	ORYLA09695, ORYLA13753	bflo_12997
OG0000912	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420	bflo_09112
OG0000912	ORYLA03978, ORYLA03457	bflo_20621
OG0000913	ORYLA01511	bflo_14588
OG0000914	ORYLA14429	bflo_10973
OG0000915	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346	bflo_12273
OG0000916	ORYLA12808, ORYLA18238, ORYLA13182, ORYLA13181	bflo_26245, bflo_16703, bflo_25616, bflo_13633
OG0000921	ORYLA13652	bflo_15652
OG0000923	ORYLA07886, ORYLA09846	bflo_02952
OG0000923	ORYLA15757, ORYLA14372, ORYLA10056	bflo_02648
OG0000925	ORYLA19836	bflo_09205
OG0000925	ORYLA09614	bflo_22447
OG0000926	ORYLA14725	bflo_13640
OG0000927	ORYLA13440, ORYLA04252, ORYLA01277, ORYLA04322, ORYLA07282, ORYLA09767	bflo_22432
OG0000928	ORYLA07148, ORYLA14647, ORYLA12139	bflo_05985
OG0000929	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109	bflo_17125
OG0000932	ORYLA17977	bflo_19999
OG0000934	ORYLA09601, ORYLA11859	bflo_04490
OG0000935	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839	bflo_19247
OG0000938	ORYLA11986, ORYLA13059, ORYLA01073, ORYLA01074	bflo_16013
OG0000938	ORYLA00524, ORYLA07193, ORYLA00523	bflo_25802, bflo_25457, bflo_25455, bflo_25454, bflo_25452, bflo_25458, bflo_25453
OG0000943	ORYLA17852	bflo_20510
OG0000944	ORYLA09043, ORYLA04158, ORYLA01246	bflo_14426
OG0000945	ORYLA12060	bflo_13705, bflo_12713
OG0000946	ORYLA14183, ORYLA10918	bflo_03784, bflo_04905
OG0000946	ORYLA15133, ORYLA11209	bflo_04391
OG0000947	ORYLA08406, ORYLA19529, ORYLA08874	bflo_00205
OG0000947	ORYLA09649	bflo_00170
OG0000949	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705	bflo_17563
OG0000950	ORYLA03233, ORYLA04359, ORYLA02766, ORYLA17857	bflo_19953
OG0000951	ORYLA06116, ORYLA14933	bflo_05064
OG0000951	ORYLA04877	bflo_27253
OG0000952	ORYLA03901, ORYLA02988	bflo_14821
OG0000952	ORYLA01232, ORYLA17229, ORYLA02987	bflo_14818
OG0000953	ORYLA02556	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979
OG0000953	ORYLA18188, ORYLA05667, ORYLA13885	bflo_24078
OG0000954	ORYLA20086	bflo_13257
OG0000954	ORYLA16756, ORYLA16757, ORYLA16758	bflo_23747
OG0000955	ORYLA17644	bflo_25651
OG0000955	ORYLA12176	bflo_06523
OG0000955	ORYLA19752	bflo_14322
OG0000957	ORYLA13659, ORYLA18079	bflo_03309
OG0000958	ORYLA13781, ORYLA11059, ORYLA11060	bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214
OG0000960	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514	bflo_12512
OG0000963	ORYLA13485, ORYLA06840, ORYLA06839	bflo_07262
OG0000963	ORYLA17317, ORYLA13364	bflo_03565
OG0000964	ORYLA17226	bflo_06342, bflo_19118, bflo_10230, bflo_06035, bflo_06039
OG0000965	ORYLA20470	bflo_08576
OG0000965	ORYLA07478	bflo_13018
OG0000966	ORYLA19569, ORYLA17821, ORYLA02666	bflo_20263
OG0000967	ORYLA04076	bflo_04354
OG0000967	ORYLA19755, ORYLA04962	bflo_07239
OG0000968	ORYLA12327, ORYLA10874, ORYLA14830	bflo_20978
OG0000969	ORYLA05704	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839
OG0000970	ORYLA17254, ORYLA02643	bflo_20773
OG0000972	ORYLA17856	bflo_20769, bflo_20771, bflo_20770, bflo_25828
OG0000972	ORYLA03686, ORYLA18142	bflo_08143
OG0000973	ORYLA01659	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707
OG0000974	ORYLA03871	bflo_01162, bflo_20847
OG0000976	ORYLA14987, ORYLA12287, ORYLA09719	bflo_21693, bflo_22585, bflo_21856, bflo_21904, bflo_22532
OG0000978	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570	bflo_13255
OG0000979	ORYLA04958, ORYLA04959	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369
OG0000981	ORYLA02383, ORYLA17398	bflo_05697
OG0000984	ORYLA14092	bflo_06233
OG0000984	ORYLA13312	bflo_15679
OG0000985	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425	bflo_07499
OG0000987	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779	bflo_02033
OG0000988	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645	bflo_15623
OG0000992	ORYLA16313, ORYLA19691	bflo_22932
OG0000992	ORYLA01948	bflo_09287
OG0000993	ORYLA08621	bflo_00226, bflo_26569, bflo_00227
OG0000994	ORYLA11419	bflo_01641
OG0000994	ORYLA18398	bflo_10212
OG0000995	ORYLA00280, ORYLA17021, ORYLA08300, ORYLA16326, ORYLA07992	bflo_22708
OG0000996	ORYLA01364	bflo_21978
OG0000997	ORYLA12756	bflo_15516
OG0000999	ORYLA17143, ORYLA07960, ORYLA15047	bflo_03341
OG0001000	ORYLA09416, ORYLA00982, ORYLA11450	bflo_17958, bflo_27228
OG0001001	ORYLA08735, ORYLA09611	bflo_27374, bflo_21303
OG0001002	ORYLA07974, ORYLA08682	bflo_15982, bflo_10399, bflo_04098
OG0001003	ORYLA17863, ORYLA04404	bflo_20878
OG0001005	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208	bflo_10085
OG0001006	ORYLA00587	bflo_04350
OG0001006	ORYLA17469, ORYLA06935	bflo_22313
OG0001007	ORYLA17844	bflo_07675
OG0001008	ORYLA10968, ORYLA12088	bflo_03203
OG0001009	ORYLA10070, ORYLA02205	bflo_23339
OG0001011	ORYLA04068, ORYLA03585	bflo_02850, bflo_02067
OG0001011	ORYLA00313, ORYLA07327, ORYLA09923	bflo_25798, bflo_25800, bflo_04464
OG0001013	ORYLA17033, ORYLA00289, ORYLA00568, ORYLA16911, ORYLA05815, ORYLA01878, ORYLA08175, ORYLA16273	bflo_23440
OG0001015	ORYLA16717, ORYLA08292	bflo_23858
OG0001016	ORYLA08912	bflo_19435
OG0001016	ORYLA08838	bflo_00910
OG0001017	ORYLA15745	bflo_00667
OG0001018	ORYLA04621	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232
OG0001021	ORYLA19735	bflo_16744, bflo_13349
OG0001022	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093	bflo_21941
OG0001023	ORYLA11181, ORYLA12354, ORYLA13986	bflo_03026
OG0001024	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767	bflo_04903
OG0001026	ORYLA08000, ORYLA00251, ORYLA17169	bflo_23870
OG0001027	ORYLA02447	bflo_13760
OG0001027	ORYLA10175	bflo_23209, bflo_04293, bflo_23208
OG0001028	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310	bflo_25597
OG0001029	ORYLA15182, ORYLA07577	bflo_13219
OG0001030	ORYLA06855, ORYLA12212	bflo_05876
OG0001030	ORYLA11995, ORYLA10701, ORYLA05220	bflo_05907
OG0001031	ORYLA05281	bflo_07447
OG0001031	ORYLA00443	bflo_01411, bflo_21667
OG0001032	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152	bflo_16280
OG0001033	ORYLA02412, ORYLA17551	bflo_08146
OG0001033	ORYLA13566, ORYLA13207	bflo_20841
OG0001034	ORYLA16497, ORYLA08333, ORYLA09185	bflo_18574, bflo_18588
OG0001036	ORYLA15963, ORYLA02163, ORYLA05632	bflo_01100
OG0001039	ORYLA17932	bflo_08311
OG0001039	ORYLA14221	bflo_11607
OG0001042	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093	bflo_11460, bflo_27000
OG0001046	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732	bflo_23288
OG0001047	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025	bflo_22101
OG0001048	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597	bflo_07509, bflo_26856
OG0001049	ORYLA13294, ORYLA06586	bflo_24448, bflo_17931
OG0001049	ORYLA03790, ORYLA15642	bflo_24363
OG0001050	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038	bflo_23753, bflo_21612
OG0001051	ORYLA08725, ORYLA09931, ORYLA01092	bflo_01863, bflo_09666, bflo_16694, bflo_11064, bflo_11881, bflo_11882, bflo_13847
OG0001052	ORYLA04967, ORYLA04966, ORYLA02277	bflo_08592
OG0001052	ORYLA18159, ORYLA04669	bflo_07579, bflo_08590
OG0001053	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475	bflo_19733
OG0001053	ORYLA20458	bflo_08662
OG0001054	ORYLA05817, ORYLA00804	bflo_23806
OG0001057	ORYLA13279, ORYLA04087, ORYLA09608, ORYLA01089	bflo_22386, bflo_22387
OG0001058	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823	bflo_10254
OG0001059	ORYLA07025, ORYLA11863	bflo_04773
OG0001060	ORYLA11754	bflo_14877
OG0001062	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265	bflo_26106
OG0001063	ORYLA04692	bflo_10992
OG0001065	ORYLA10407, ORYLA11700	bflo_24302
OG0001066	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783	bflo_07352
OG0001067	ORYLA19474	bflo_14070, bflo_05866
OG0001068	ORYLA08837, ORYLA01885, ORYLA05843	bflo_24364
OG0001072	ORYLA17591	bflo_20583
OG0001072	ORYLA18588	bflo_01344
OG0001073	ORYLA01147, ORYLA12256	bflo_14186
OG0001075	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387	bflo_01789
OG0001076	ORYLA04025, ORYLA03193, ORYLA12782	bflo_14398
OG0001077	ORYLA06555	bflo_19161, bflo_19130
OG0001077	ORYLA01775	bflo_15522
OG0001077	ORYLA10005	bflo_09727
OG0001078	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617	bflo_10417
OG0001079	ORYLA13958, ORYLA14764, ORYLA20201	bflo_11561
OG0001080	ORYLA06070	bflo_06623
OG0001080	ORYLA01954, ORYLA12745	bflo_21619
OG0001081	ORYLA12631, ORYLA12630	bflo_15729, bflo_03684
OG0001082	ORYLA16190, ORYLA14374	bflo_19096
OG0001083	ORYLA08355, ORYLA01216, ORYLA10438	bflo_10562
OG0001084	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417	bflo_04559
OG0001085	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405	bflo_11120
OG0001089	ORYLA06013, ORYLA06012	bflo_05776
OG0001090	ORYLA18206	bflo_03656
OG0001091	ORYLA09872, ORYLA07822, ORYLA01798, ORYLA07821, ORYLA01797, ORYLA09871	bflo_26460
OG0001092	ORYLA04030, ORYLA03185, ORYLA00476	bflo_15467
OG0001093	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876	bflo_02494
OG0001094	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201	bflo_10325
OG0001095	ORYLA13938, ORYLA08700, ORYLA02122	bflo_26605, bflo_00827, bflo_26602
OG0001096	ORYLA08777, ORYLA09557	bflo_24946, bflo_25111
OG0001102	ORYLA05217	bflo_23676
OG0001102	ORYLA05138	bflo_01832
OG0001103	ORYLA08995	bflo_01225
OG0001104	ORYLA12177	bflo_00423
OG0001104	ORYLA01647, ORYLA11309	bflo_01201
OG0001105	ORYLA03632	bflo_10029
OG0001106	ORYLA20354	bflo_06185
OG0001107	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544	bflo_22127
OG0001108	ORYLA14450	bflo_00378
OG0001108	ORYLA18375	bflo_20433
OG0001109	ORYLA16661, ORYLA14078	bflo_14803, bflo_14804
OG0001110	ORYLA02459	bflo_05245, bflo_16974
OG0001110	ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020	bflo_16461, bflo_16317
OG0001112	ORYLA12894, ORYLA09914, ORYLA08799, ORYLA07255	bflo_22501
OG0001113	ORYLA16987	bflo_14797
OG0001113	ORYLA03611	bflo_22426
OG0001113	ORYLA00138	bflo_26422
OG0001114	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778	bflo_04550
OG0001115	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923	bflo_02490
OG0001117	ORYLA06972, ORYLA06971, ORYLA14305	bflo_18874
OG0001119	ORYLA05124, ORYLA09259	bflo_01654
OG0001120	ORYLA09736	bflo_12559
OG0001121	ORYLA05153, ORYLA20092	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001123	ORYLA09262	bflo_09074
OG0001123	ORYLA17703	bflo_20201
OG0001124	ORYLA08277	bflo_23639
OG0001124	ORYLA02278	bflo_10476
OG0001126	ORYLA07447	bflo_21937
OG0001126	ORYLA14267	bflo_12463, bflo_10927
OG0001127	ORYLA06210, ORYLA08911	bflo_19588
OG0001127	ORYLA20099	bflo_19589
OG0001128	ORYLA04096, ORYLA11339, ORYLA10410, ORYLA03669	bflo_09982
OG0001129	ORYLA15169, ORYLA12442	bflo_12819
OG0001129	ORYLA05461	bflo_13264
OG0001131	ORYLA00774, ORYLA11383	bflo_25190
OG0001132	ORYLA15693	bflo_06192
OG0001133	ORYLA01655	bflo_17034
OG0001133	ORYLA02500	bflo_25491
OG0001134	ORYLA16671	bflo_22790
OG0001135	ORYLA18988	bflo_14080
OG0001136	ORYLA13203, ORYLA06530, ORYLA12133	bflo_06069
OG0001137	ORYLA03035, ORYLA00090, ORYLA03842	bflo_23646
OG0001138	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997	bflo_00349, bflo_14068, bflo_00161
OG0001139	ORYLA15805	bflo_22593
OG0001139	ORYLA14857, ORYLA11008	bflo_09826
OG0001141	ORYLA02472, ORYLA17498	bflo_03254
OG0001142	ORYLA07693	bflo_01437
OG0001143	ORYLA11035, ORYLA12195, ORYLA06058	bflo_07319
OG0001144	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835	bflo_00201
OG0001146	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425	bflo_25096, bflo_22204
OG0001149	ORYLA01670, ORYLA13258	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001155	ORYLA03252	bflo_20442
OG0001156	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003	bflo_18549
OG0001158	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120	bflo_13300, bflo_11159
OG0001159	ORYLA10160, ORYLA05356	bflo_01553
OG0001160	ORYLA18207	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	ORYLA14942, ORYLA12582, ORYLA02883	bflo_08066
OG0001162	ORYLA03278, ORYLA04547, ORYLA08795	bflo_17404
OG0001163	ORYLA08093, ORYLA04995	bflo_06913, bflo_07427
OG0001165	ORYLA11504	bflo_01574
OG0001165	ORYLA09619	bflo_22236
OG0001166	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465	bflo_14820, bflo_15448
OG0001167	ORYLA10169, ORYLA12428, ORYLA04713	bflo_16326
OG0001168	ORYLA01742, ORYLA14387, ORYLA15300	bflo_20423, bflo_20474, bflo_13463
OG0001169	ORYLA03593	bflo_14076, bflo_12639
OG0001170	ORYLA03658	bflo_11360
OG0001171	ORYLA09088, ORYLA11731, ORYLA02030, ORYLA05693, ORYLA15553	bflo_05953
OG0001172	ORYLA08914, ORYLA06213, ORYLA09461	bflo_02862
OG0001172	ORYLA09708, ORYLA16481	bflo_02443
OG0001177	ORYLA07071	bflo_01608
OG0001178	ORYLA12858	bflo_25556
OG0001178	ORYLA09479	bflo_22453
OG0001179	ORYLA12445	bflo_13368
OG0001179	ORYLA14131	bflo_13513
OG0001180	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603	bflo_06736, bflo_00350
OG0001181	ORYLA09302, ORYLA06967, ORYLA16422	bflo_18914
OG0001182	ORYLA04656, ORYLA10537	bflo_03435
OG0001183	ORYLA16340, ORYLA08337	bflo_19634
OG0001184	ORYLA01867	bflo_15772
OG0001184	ORYLA12325	bflo_09793
OG0001185	ORYLA04885	bflo_06562
OG0001186	ORYLA06474, ORYLA12462, ORYLA14584	bflo_12657
OG0001186	ORYLA12305	bflo_12919
OG0001187	ORYLA14064	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471
OG0001188	ORYLA04742	bflo_05292
OG0001189	ORYLA20265, ORYLA15490, ORYLA10691, ORYLA11979, ORYLA07034	bflo_06318
OG0001190	ORYLA10580, ORYLA14507, ORYLA10859	bflo_25067
OG0001191	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865	bflo_10001
OG0001192	ORYLA08463, ORYLA08481, ORYLA08473, ORYLA08475	bflo_11973, bflo_24276, bflo_09020, bflo_09001, bflo_08999, bflo_08998, bflo_09000, bflo_08997, bflo_09011, bflo_09002, bflo_09013, bflo_09014, bflo_11670, bflo_23492, bflo_23499, bflo_12100, bflo_11977, bflo_01066, bflo_11591, bflo_00034, bflo_11976, bflo_11974, bflo_02044, bflo_11975, bflo_11970
OG0001192	ORYLA05874	bflo_16582, bflo_24806
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783	bflo_09773
OG0001198	ORYLA10310, ORYLA13600	bflo_02095
OG0001198	ORYLA15038	bflo_03034
OG0001200	ORYLA12001	bflo_09896, bflo_19272
OG0001202	ORYLA09275	bflo_02498
OG0001204	ORYLA04102, ORYLA03247	bflo_20309, bflo_20315
OG0001205	ORYLA11970, ORYLA10540	bflo_14061, bflo_27112
OG0001207	ORYLA10023	bflo_21743
OG0001207	ORYLA09156, ORYLA16388, ORYLA08504	bflo_02422
OG0001208	ORYLA06825, ORYLA09868, ORYLA01795	bflo_25733
OG0001209	ORYLA07316, ORYLA00319	bflo_26894
OG0001210	ORYLA11799	bflo_07894
OG0001210	ORYLA06775	bflo_04429
OG0001211	ORYLA20079, ORYLA07900	bflo_00897
OG0001212	ORYLA10644	bflo_15260
OG0001213	ORYLA08112	bflo_10680
OG0001214	ORYLA09019, ORYLA10993	bflo_11103
OG0001215	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222	bflo_00807
OG0001216	ORYLA07420	bflo_24683
OG0001216	ORYLA12067, ORYLA15267	bflo_13216
OG0001217	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595	bflo_17953
OG0001218	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468	bflo_24854
OG0001219	ORYLA01690	bflo_01008
OG0001220	ORYLA02345	bflo_20837
OG0001221	ORYLA07491	bflo_13343
OG0001223	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963	bflo_12732
OG0001224	ORYLA16020	bflo_04929
OG0001225	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488	bflo_08317
OG0001226	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656, ORYLA01461, ORYLA01460, ORYLA11722	bflo_18009
OG0001230	ORYLA05997	bflo_16407
OG0001231	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275	bflo_03798
OG0001232	ORYLA17130	bflo_23005, bflo_23685
OG0001233	ORYLA07453	bflo_15064, bflo_14915
OG0001236	ORYLA05535	bflo_24082
OG0001237	ORYLA12698, ORYLA15237, ORYLA01731, ORYLA06118, ORYLA17671, ORYLA02367	bflo_08453
OG0001237	ORYLA14669	bflo_07801
OG0001238	ORYLA01295	bflo_06313
OG0001238	ORYLA07056	bflo_26480
OG0001239	ORYLA14159, ORYLA20197	bflo_10959
OG0001240	ORYLA06112, ORYLA12695, ORYLA20300, ORYLA12696, ORYLA06113, ORYLA02471, ORYLA17502	bflo_06423
OG0001241	ORYLA15497	bflo_06240
OG0001241	ORYLA01008	bflo_21597
OG0001242	ORYLA09141, ORYLA18475	bflo_26271, bflo_25905, bflo_25751, bflo_25417, bflo_26351, bflo_25804
OG0001243	ORYLA07317, ORYLA07318, ORYLA12130	bflo_08723
OG0001247	ORYLA10879, ORYLA15933, ORYLA18030	bflo_12136
