Orthogroup	ORYLA	HELIO_ok
OG0001264	ORYLA13965, ORYLA12302, ORYLA02150	HELIO_12570
OG0001266	ORYLA09233, ORYLA07109, ORYLA14460	HELIO_12361
OG0001267	ORYLA18685	HELIO_05562
OG0001267	ORYLA17985, ORYLA00677	HELIO_09471
OG0001268	ORYLA00335	HELIO_07801
OG0001268	ORYLA15813	HELIO_12028
OG0001270	ORYLA07988	HELIO_02110
OG0001270	ORYLA18804	HELIO_02804
OG0001271	ORYLA09251, ORYLA07889, ORYLA14013	HELIO_11242
OG0001272	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178	HELIO_01808
OG0001273	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660	HELIO_12680
OG0001274	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123	HELIO_06326
OG0001275	ORYLA11544	HELIO_02615
OG0001275	ORYLA11543	HELIO_03038
OG0001276	ORYLA03566, ORYLA18522, ORYLA01477	HELIO_11104
OG0001278	ORYLA16678, ORYLA00727	HELIO_10541, HELIO_03037
OG0001279	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122	HELIO_12791
OG0001282	ORYLA04230, ORYLA10205, ORYLA08831	HELIO_03746
OG0001284	ORYLA09027	HELIO_06649
OG0001284	ORYLA01634, ORYLA14635	HELIO_03045
OG0001288	ORYLA14902, ORYLA02420	HELIO_10795
OG0001290	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829	HELIO_11508
OG0001291	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147	HELIO_10055
OG0001292	ORYLA09364, ORYLA10046	HELIO_11499
OG0001293	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584	HELIO_07956
OG0001294	ORYLA10122	HELIO_08951
OG0001295	ORYLA09900	HELIO_12648
OG0001296	ORYLA07385, ORYLA00095, ORYLA19357	HELIO_12075
OG0001297	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085	HELIO_05910
OG0001300	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280	HELIO_09555
OG0001302	ORYLA05687	HELIO_08651
OG0001304	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822	HELIO_08290
OG0001305	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351	HELIO_07982
OG0001306	ORYLA06638, ORYLA13454	HELIO_11276
OG0001308	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817	HELIO_12210
OG0001309	ORYLA18337, ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200, ORYLA06422	HELIO_06983
OG0001310	ORYLA10760	HELIO_02438
OG0001310	ORYLA12263	HELIO_09331
OG0001311	ORYLA02079, ORYLA06081	HELIO_02223
OG0001311	ORYLA06033, ORYLA01860	HELIO_00805
OG0001312	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134	HELIO_11963
OG0001315	ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636	HELIO_00584
OG0001316	ORYLA12796, ORYLA09110, ORYLA01031	HELIO_08864
OG0001317	ORYLA11270	HELIO_08857
OG0001317	ORYLA18001	HELIO_08319
OG0001318	ORYLA08255	HELIO_01897
OG0001318	ORYLA09731	HELIO_00651
OG0001319	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481	HELIO_09125
OG0001320	ORYLA11905	HELIO_01606
OG0001321	ORYLA19802, ORYLA06811, ORYLA13481, ORYLA13483, ORYLA06093	HELIO_11153
OG0001322	ORYLA12031	HELIO_12344
OG0001322	ORYLA03496	HELIO_07391
OG0001324	ORYLA08370	HELIO_11046
OG0001326	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758	HELIO_01722
OG0001327	ORYLA15316	HELIO_06372
OG0001327	ORYLA11280, ORYLA14397	HELIO_03453
OG0001329	ORYLA10954, ORYLA14747	HELIO_12348
OG0001330	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273	HELIO_07773
OG0001331	ORYLA00931, ORYLA03956	HELIO_10456, HELIO_10455
OG0001333	ORYLA17399, ORYLA07772	HELIO_07137
OG0001337	ORYLA02348, ORYLA17664, ORYLA06931	HELIO_11060
OG0001339	ORYLA07865	HELIO_05791
OG0001341	ORYLA19403	HELIO_06656
OG0001344	ORYLA02700	HELIO_02566
OG0001345	ORYLA15535	HELIO_00586
OG0001348	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010	HELIO_05226
OG0001350	ORYLA06653	HELIO_03259
OG0001351	ORYLA09616, ORYLA08732	HELIO_09749
OG0001352	ORYLA17415, ORYLA09343, ORYLA14143	HELIO_06067
OG0001353	ORYLA11826	HELIO_03307
OG0001353	ORYLA06297, ORYLA20269	HELIO_07889
OG0001354	ORYLA13415, ORYLA00266, ORYLA06924, ORYLA17236	HELIO_01003
OG0001355	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331	HELIO_05179
OG0001356	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021, ORYLA16052	HELIO_09355
OG0001357	ORYLA07719, ORYLA10513, ORYLA03046	HELIO_07642
OG0001358	ORYLA11553	HELIO_05651, HELIO_04483
OG0001359	ORYLA13603, ORYLA10324, ORYLA12621, ORYLA05730	HELIO_00338
OG0001360	ORYLA07267, ORYLA19445, ORYLA19446, ORYLA00396	HELIO_12349
OG0001361	ORYLA12083, ORYLA10943	HELIO_12234
OG0001362	ORYLA18007	HELIO_09855
OG0001363	ORYLA06964, ORYLA02934	HELIO_03084
OG0001364	ORYLA07287, ORYLA06962	HELIO_01882, HELIO_01884
OG0001365	ORYLA09935, ORYLA07169, ORYLA00431	HELIO_08493, HELIO_12193
OG0001367	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559	HELIO_12197
OG0001368	ORYLA04793, ORYLA11335, ORYLA10470	HELIO_02045
OG0001369	ORYLA13851, ORYLA13852, ORYLA13773, ORYLA14398	HELIO_00430
OG0001370	ORYLA12598, ORYLA14966	HELIO_08459
OG0001370	ORYLA18543	HELIO_09154
OG0001371	ORYLA00720	HELIO_02393, HELIO_07671
OG0001372	ORYLA13141	HELIO_07415
OG0001373	ORYLA16751, ORYLA16639, ORYLA08259, ORYLA07770	HELIO_06748
OG0001374	ORYLA12417, ORYLA12418	HELIO_10870
OG0001375	ORYLA11959, ORYLA01972, ORYLA01971	HELIO_01574
OG0001376	ORYLA03122, ORYLA05570, ORYLA09409, ORYLA08741	HELIO_12299
OG0001377	ORYLA07389, ORYLA04674	HELIO_10836
OG0001378	ORYLA17783, ORYLA02855, ORYLA04943, ORYLA00326, ORYLA01139, ORYLA01326	HELIO_02964
OG0001379	ORYLA06942, ORYLA12825, ORYLA01022, ORYLA01021, ORYLA04265	HELIO_04200
OG0001380	ORYLA04452, ORYLA03211, ORYLA01164, ORYLA00371	HELIO_01850
OG0001381	ORYLA13157, ORYLA12338, ORYLA02912, ORYLA18091	HELIO_03557
OG0001382	ORYLA16357	HELIO_05363
OG0001384	ORYLA08770, ORYLA03152, ORYLA09543	HELIO_01654
OG0001386	ORYLA01995	HELIO_05642
OG0001387	ORYLA15977	HELIO_07037
OG0001389	ORYLA12186, ORYLA07219, ORYLA20465	HELIO_06611
OG0001394	ORYLA01445	HELIO_10885
OG0001395	ORYLA10336, ORYLA12492, ORYLA01370, ORYLA08821	HELIO_02673
OG0001397	ORYLA01225, ORYLA05017	HELIO_01273
OG0001397	ORYLA08172	HELIO_04122
OG0001399	ORYLA04243	HELIO_05014
OG0001399	ORYLA18690	HELIO_08757
OG0001400	ORYLA08237, ORYLA17207, ORYLA09903, ORYLA01837, ORYLA05625	HELIO_09621
OG0001402	ORYLA17574, ORYLA03602	HELIO_06192
OG0001403	ORYLA17267	HELIO_08199, HELIO_07385
OG0001404	ORYLA20012	HELIO_06483
OG0001405	ORYLA12568, ORYLA05423	HELIO_01612
OG0001405	ORYLA07257	HELIO_02155
OG0001406	ORYLA13300, ORYLA07680, ORYLA01398	HELIO_05795
OG0001408	ORYLA02846, ORYLA00579, ORYLA08954	HELIO_02887
OG0001409	ORYLA05905, ORYLA01929, ORYLA09977	HELIO_05260
OG0001410	ORYLA16518	HELIO_07114
OG0001410	ORYLA09213	HELIO_01417
OG0001411	ORYLA12881	HELIO_03361
OG0001412	ORYLA17594	HELIO_06209
OG0001413	ORYLA17782	HELIO_11436
OG0001414	ORYLA05226	HELIO_00902
OG0001414	ORYLA18972	HELIO_00745
OG0001415	ORYLA17926	HELIO_07046
OG0001416	ORYLA16022, ORYLA14442	HELIO_08511
OG0001417	ORYLA00545	HELIO_00311
OG0001418	ORYLA17080, ORYLA13376, ORYLA13151, ORYLA06383, ORYLA02393	HELIO_09143
OG0001420	ORYLA10419, ORYLA20224, ORYLA16034, ORYLA13711, ORYLA13830, ORYLA10876	HELIO_10002
OG0001421	ORYLA11990, ORYLA11681	HELIO_02587
OG0001422	ORYLA08800, ORYLA05608, ORYLA05609, ORYLA09888	HELIO_00344
OG0001423	ORYLA06105, ORYLA06106, ORYLA19580, ORYLA13563, ORYLA00859, ORYLA17104	HELIO_03132
OG0001424	ORYLA13598	HELIO_00747
OG0001425	ORYLA11812, ORYLA14660, ORYLA02799, ORYLA17328	HELIO_01653
OG0001428	ORYLA15651, ORYLA13762, ORYLA18311, ORYLA05873, ORYLA01893	HELIO_11579
OG0001430	ORYLA11790, ORYLA01079, ORYLA10149, ORYLA03115, ORYLA03625	HELIO_08384
OG0001431	ORYLA06418, ORYLA16444	HELIO_00600
OG0001432	ORYLA11304	HELIO_11010, HELIO_11878
OG0001434	ORYLA11926	HELIO_10028, HELIO_10029, HELIO_10027
OG0001436	ORYLA09342, ORYLA06774	HELIO_09777
OG0001437	ORYLA09273, ORYLA06548, ORYLA09274	HELIO_04743
OG0001440	ORYLA06607, ORYLA09297	HELIO_03196
OG0001441	ORYLA05650, ORYLA02185, ORYLA19944, ORYLA11690, ORYLA11689	HELIO_03652
OG0001445	ORYLA18556, ORYLA03367, ORYLA03366	HELIO_12183
OG0001446	ORYLA03689	HELIO_05230
OG0001447	ORYLA10401, ORYLA03364, ORYLA11793	HELIO_04829
OG0001449	ORYLA11305	HELIO_03720
OG0001449	ORYLA09746	HELIO_09662
OG0001451	ORYLA14632	HELIO_05972
OG0001452	ORYLA17672, ORYLA12044, ORYLA18698	HELIO_09077, HELIO_09076
OG0001453	ORYLA06111, ORYLA12155	HELIO_11229, HELIO_03802, HELIO_09980
OG0001454	ORYLA03869, ORYLA10714	HELIO_04552
OG0001455	ORYLA12940, ORYLA17467, ORYLA13172, ORYLA06381, ORYLA00256, ORYLA17114	HELIO_05822
OG0001456	ORYLA10215	HELIO_09922
OG0001457	ORYLA05130	HELIO_08835
OG0001459	ORYLA16343	HELIO_08961
OG0001460	ORYLA02314	HELIO_01716
OG0001460	ORYLA08107, ORYLA05005	HELIO_12669
OG0001461	ORYLA19866	HELIO_04207
OG0001462	ORYLA11791	HELIO_03160
OG0001463	ORYLA12639, ORYLA12308	HELIO_02919, HELIO_06206
OG0001464	ORYLA09804, ORYLA08394, ORYLA05677, ORYLA16104, ORYLA14378	HELIO_00437
OG0001465	ORYLA16128	HELIO_09508
OG0001466	ORYLA11704	HELIO_09852
OG0001466	ORYLA01209	HELIO_00231
OG0001467	ORYLA18147	HELIO_11527
OG0001467	ORYLA03144	HELIO_06233
OG0001468	ORYLA08601, ORYLA08600, ORYLA09151, ORYLA06717	HELIO_09103
OG0001469	ORYLA05419	HELIO_12462
OG0001470	ORYLA03759	HELIO_04948
OG0001472	ORYLA05712	HELIO_05084
OG0001472	ORYLA15948	HELIO_09162
OG0001473	ORYLA00647, ORYLA16961, ORYLA16960	HELIO_01497, HELIO_06355, HELIO_01429
OG0001474	ORYLA07769	HELIO_05046
OG0001475	ORYLA13842, ORYLA15634	HELIO_12116, HELIO_06079
OG0001476	ORYLA10593, ORYLA03172, ORYLA04062	HELIO_08408
OG0001478	ORYLA11904	HELIO_10243
OG0001479	ORYLA13290, ORYLA16589, ORYLA18144, ORYLA02932	HELIO_00677
OG0001480	ORYLA01857, ORYLA05529, ORYLA05528	HELIO_03092
OG0001481	ORYLA08452	HELIO_00125
OG0001481	ORYLA11569, ORYLA10733, ORYLA11881	HELIO_06832
OG0001484	ORYLA18741, ORYLA15816, ORYLA13829, ORYLA13710	HELIO_03855
OG0001485	ORYLA12718, ORYLA14982, ORYLA17705, ORYLA02318	HELIO_08845
OG0001486	ORYLA13675, ORYLA11156, ORYLA15307, ORYLA16351, ORYLA12057	HELIO_11744
OG0001487	ORYLA15269, ORYLA05370, ORYLA02156	HELIO_05287
OG0001489	ORYLA12865, ORYLA06627, ORYLA02403, ORYLA13145	HELIO_12039
OG0001490	ORYLA00195, ORYLA04616, ORYLA07533, ORYLA10697, ORYLA03495	HELIO_10701
OG0001492	ORYLA16834, ORYLA17613	HELIO_09966
OG0001493	ORYLA08069, ORYLA05112	HELIO_12365
OG0001495	ORYLA20241	HELIO_09225
OG0001496	ORYLA01505	HELIO_06643, HELIO_07757
OG0001500	ORYLA07552, ORYLA09604	HELIO_03279
OG0001501	ORYLA10661, ORYLA10605	HELIO_09204
OG0001502	ORYLA17055	HELIO_00925
OG0001503	ORYLA13177	HELIO_00871
OG0001503	ORYLA17046, ORYLA17047	HELIO_00967
OG0001504	ORYLA15456	HELIO_02828, HELIO_12551
OG0001505	ORYLA08833, ORYLA07422	HELIO_01480
OG0001506	ORYLA07141, ORYLA16222	HELIO_05280
OG0001507	ORYLA10103, ORYLA04138	HELIO_11605
OG0001508	ORYLA12347, ORYLA14625, ORYLA16349, ORYLA16350	HELIO_05840
OG0001509	ORYLA12274, ORYLA03612	HELIO_11798
OG0001510	ORYLA17456, ORYLA16556, ORYLA16557, ORYLA13247	HELIO_10061
OG0001511	ORYLA03620, ORYLA06342, ORYLA07444	HELIO_10472
OG0001513	ORYLA09815, ORYLA12242, ORYLA15965	HELIO_12676, HELIO_12677
OG0001515	ORYLA04533, ORYLA17572	HELIO_11317
OG0001517	ORYLA17447, ORYLA08991	HELIO_02409
OG0001518	ORYLA06952, ORYLA20178	HELIO_03202
OG0001520	ORYLA02116, ORYLA11477	HELIO_10408
OG0001521	ORYLA13147, ORYLA17656, ORYLA02478, ORYLA06177	HELIO_00932
OG0001523	ORYLA11194, ORYLA15086	HELIO_04060
OG0001524	ORYLA00012, ORYLA05046	HELIO_05163
OG0001524	ORYLA12443	HELIO_01459
OG0001525	ORYLA17631	HELIO_07734
OG0001526	ORYLA17247, ORYLA02495, ORYLA16611	HELIO_03062
OG0001527	ORYLA02867	HELIO_04544
OG0001527	ORYLA20388, ORYLA20389	HELIO_10434
OG0001528	ORYLA07415, ORYLA09313, ORYLA06618	HELIO_02093
OG0001531	ORYLA04648, ORYLA13539, ORYLA01320, ORYLA03926	HELIO_03563
OG0001532	ORYLA16027, ORYLA07446, ORYLA06821, ORYLA18344	HELIO_07182
OG0001533	ORYLA09911, ORYLA08628, ORYLA09442	HELIO_12019
OG0001534	ORYLA16942, ORYLA16536, ORYLA07761, ORYLA07727, ORYLA07726	HELIO_02863
OG0001536	ORYLA02265	HELIO_00034
OG0001538	ORYLA05212	HELIO_05127
OG0001545	ORYLA02532, ORYLA14957, ORYLA05722	HELIO_02222
OG0001546	ORYLA05229	HELIO_10092
OG0001549	ORYLA14761, ORYLA11227, ORYLA13790, ORYLA15912, ORYLA13679	HELIO_10410
OG0001550	ORYLA06718, ORYLA09149	HELIO_04550, HELIO_08048
OG0001551	ORYLA10506, ORYLA10505	HELIO_02886
OG0001552	ORYLA13846	HELIO_00983
OG0001553	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887	HELIO_04975
OG0001554	ORYLA04069, ORYLA07551	HELIO_02815
OG0001557	ORYLA12490	HELIO_05083
OG0001557	ORYLA14586	HELIO_06596
OG0001558	ORYLA02757, ORYLA18032, ORYLA19384	HELIO_02760
OG0001559	ORYLA10089, ORYLA11639, ORYLA04343	HELIO_06123
OG0001561	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938	HELIO_08393
OG0001562	ORYLA10013	HELIO_06572
OG0001564	ORYLA13495, ORYLA03594, ORYLA01019	HELIO_01962
OG0001565	ORYLA05573, ORYLA05572, ORYLA07675, ORYLA06237	HELIO_12328
OG0001566	ORYLA11891, ORYLA13548	HELIO_11200, HELIO_02258
OG0001567	ORYLA13058, ORYLA06494	HELIO_06880
OG0001568	ORYLA17084	HELIO_05132
OG0001569	ORYLA12265, ORYLA09574, ORYLA00969	HELIO_09196
OG0001570	ORYLA03800	HELIO_05222
OG0001571	ORYLA03433	HELIO_00290
OG0001572	ORYLA04283	HELIO_04693
OG0001573	ORYLA20104, ORYLA02801	HELIO_02265
OG0001574	ORYLA00590, ORYLA16507, ORYLA08178, ORYLA16646, ORYLA05807	HELIO_05607
OG0001575	ORYLA17836	HELIO_05293
OG0001576	ORYLA02374, ORYLA12205	HELIO_11858
OG0001578	ORYLA17727, ORYLA00011	HELIO_08790, HELIO_08789
OG0001580	ORYLA14282, ORYLA15951, ORYLA12668	HELIO_11365
OG0001581	ORYLA10772	HELIO_05221, HELIO_07860
OG0001582	ORYLA02289, ORYLA04090, ORYLA03534, ORYLA17772	HELIO_04387
OG0001583	ORYLA20413, ORYLA00738, ORYLA05062	HELIO_12114
OG0001584	ORYLA13120	HELIO_10513, HELIO_05589
OG0001589	ORYLA16530	HELIO_12278
OG0001590	ORYLA12337	HELIO_11606, HELIO_02516
OG0001592	ORYLA14815, ORYLA12423, ORYLA01973	HELIO_10882, HELIO_11034
OG0001593	ORYLA19874, ORYLA00447, ORYLA12153, ORYLA12152, ORYLA19629, ORYLA01620	HELIO_04977
OG0001596	ORYLA16032	HELIO_12698
OG0001597	ORYLA18712	HELIO_04679
OG0001597	ORYLA20326	HELIO_01769
OG0001599	ORYLA16526, ORYLA16525, ORYLA16314	HELIO_02009
OG0001600	ORYLA01865, ORYLA01864, ORYLA10572, ORYLA11507, ORYLA06480	HELIO_00399
OG0001604	ORYLA03242	HELIO_12168
OG0001605	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098	HELIO_09701, HELIO_00110
OG0001606	ORYLA02818, ORYLA02816	HELIO_11612
OG0001608	ORYLA06019, ORYLA15351	HELIO_09014, HELIO_09013
OG0001609	ORYLA09645	HELIO_04479
OG0001609	ORYLA14062	HELIO_00769
OG0001610	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728	HELIO_06066
OG0001611	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043	HELIO_10992
OG0001612	ORYLA09961	HELIO_03470
OG0001612	ORYLA05310	HELIO_09022
OG0001614	ORYLA06852	HELIO_09695
OG0001614	ORYLA00725	HELIO_09277
OG0001615	ORYLA15214, ORYLA11232	HELIO_04146
OG0001617	ORYLA14328, ORYLA14245, ORYLA15099, ORYLA19860	HELIO_06430
OG0001620	ORYLA05887, ORYLA18071, ORYLA06671, ORYLA13474	HELIO_04031
OG0001621	ORYLA16707, ORYLA16984, ORYLA07730	HELIO_05621, HELIO_05048
OG0001622	ORYLA04887, ORYLA04886, ORYLA17634	HELIO_02684
OG0001624	ORYLA16062, ORYLA11784, ORYLA15861	HELIO_06828
OG0001627	ORYLA03953, ORYLA10776	HELIO_11162
OG0001628	ORYLA04697	HELIO_11311
OG0001634	ORYLA12522, ORYLA03396	HELIO_00787
OG0001635	ORYLA01259, ORYLA08815	HELIO_00639
OG0001636	ORYLA19951	HELIO_06373
OG0001638	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381	HELIO_10751
OG0001639	ORYLA14796, ORYLA14797, ORYLA12628, ORYLA12981	HELIO_03546
OG0001642	ORYLA07681, ORYLA02864, ORYLA07682, ORYLA02865	HELIO_00859, HELIO_00858
OG0001643	ORYLA03825, ORYLA03280	HELIO_03459
OG0001644	ORYLA05371	HELIO_10610
OG0001651	ORYLA01203, ORYLA07721, ORYLA05077, ORYLA02543	HELIO_08544
OG0001652	ORYLA10454	HELIO_06903
OG0001653	ORYLA17508, ORYLA02619	HELIO_02536
OG0001654	ORYLA05273, ORYLA18745	HELIO_00734, HELIO_02525
OG0001655	ORYLA07526, ORYLA08529, ORYLA07560	HELIO_08331
OG0001656	ORYLA16457	HELIO_09773
OG0001657	ORYLA02690, ORYLA17570, ORYLA07401, ORYLA00511	HELIO_09713
OG0001658	ORYLA20274, ORYLA16069	HELIO_10076
OG0001659	ORYLA05429, ORYLA10579	HELIO_01989
OG0001660	ORYLA01347, ORYLA07223, ORYLA00950, ORYLA07222	HELIO_04664
OG0001661	ORYLA09181	HELIO_12135
OG0001661	ORYLA09179	HELIO_07195
OG0001662	ORYLA03581	HELIO_07941
OG0001662	ORYLA03609, ORYLA17855	HELIO_12598
OG0001663	ORYLA16035	HELIO_06205, HELIO_04184
OG0001665	ORYLA17183	HELIO_08876
OG0001665	ORYLA00789	HELIO_01144
OG0001666	ORYLA08798	HELIO_07524, HELIO_03742
OG0001667	ORYLA20066, ORYLA06157, ORYLA15447	HELIO_04686, HELIO_06712
OG0001668	ORYLA18819	HELIO_03082
OG0001671	ORYLA14195, ORYLA15872	HELIO_08266
OG0001672	ORYLA09041, ORYLA09875, ORYLA08234, ORYLA01794	HELIO_11405
OG0001673	ORYLA10157, ORYLA03406, ORYLA10600, ORYLA11975	HELIO_05452
OG0001674	ORYLA14951, ORYLA12587, ORYLA02498	HELIO_12593
OG0001675	ORYLA05453, ORYLA11313, ORYLA08776	HELIO_05454
OG0001676	ORYLA18322	HELIO_09572
OG0001676	ORYLA12813, ORYLA12814, ORYLA06876	HELIO_09106
OG0001677	ORYLA17546	HELIO_10400
OG0001678	ORYLA06156, ORYLA02076, ORYLA20082	HELIO_09807
OG0001682	ORYLA08622	HELIO_05143, HELIO_05018, HELIO_05865
OG0001683	ORYLA09372, ORYLA04284, ORYLA01459, ORYLA19884, ORYLA11775, ORYLA05306	HELIO_10892
OG0001684	ORYLA06104, ORYLA13071	HELIO_11576
OG0001685	ORYLA01166, ORYLA00356	HELIO_02127
OG0001687	ORYLA04791, ORYLA04792	HELIO_06212
OG0001688	ORYLA00323, ORYLA07463, ORYLA03207	HELIO_04799
OG0001689	ORYLA03490, ORYLA02642, ORYLA17599	HELIO_04701
OG0001691	ORYLA08257	HELIO_03141
OG0001692	ORYLA18113, ORYLA13375, ORYLA06664, ORYLA02392, ORYLA18112	HELIO_03302
OG0001694	ORYLA18983, ORYLA20142, ORYLA13856	HELIO_05253
OG0001696	ORYLA11202, ORYLA18960, ORYLA19513, ORYLA19974	HELIO_02613
OG0001703	ORYLA15210	HELIO_06858, HELIO_11018, HELIO_02242
OG0001704	ORYLA20149, ORYLA20150	HELIO_11078
OG0001706	ORYLA07656, ORYLA04248, ORYLA19896	HELIO_03225
OG0001707	ORYLA07066, ORYLA11811	HELIO_04517
OG0001708	ORYLA09131, ORYLA09132, ORYLA01086	HELIO_01586
OG0001709	ORYLA13292, ORYLA03908	HELIO_12693
OG0001710	ORYLA15328, ORYLA10837, ORYLA15921	HELIO_01243
OG0001711	ORYLA07542, ORYLA05249, ORYLA10094	HELIO_09636
OG0001712	ORYLA00426, ORYLA17941, ORYLA17942	HELIO_09358, HELIO_09359
OG0001713	ORYLA03803	HELIO_10733
OG0001714	ORYLA16824	HELIO_10062
OG0001714	ORYLA04974, ORYLA00085	HELIO_01478
OG0001718	ORYLA10678	HELIO_08374
OG0001720	ORYLA03696, ORYLA01111, ORYLA17602	HELIO_01666
OG0001721	ORYLA10588, ORYLA10236	HELIO_04710
OG0001723	ORYLA00996, ORYLA03930, ORYLA13525	HELIO_03904
OG0001724	ORYLA11809, ORYLA10380	HELIO_09512
OG0001725	ORYLA04457, ORYLA08083	HELIO_04079, HELIO_11065
OG0001726	ORYLA03053, ORYLA10084	HELIO_12477
OG0001727	ORYLA03405, ORYLA10153, ORYLA05228	HELIO_00379
OG0001728	ORYLA12189, ORYLA17408	HELIO_06859
OG0001729	ORYLA14767, ORYLA15537, ORYLA15536, ORYLA20135	HELIO_07800
OG0001730	ORYLA13643, ORYLA07155, ORYLA12919	HELIO_09660
OG0001731	ORYLA14034, ORYLA15987, ORYLA11128	HELIO_04109
OG0001732	ORYLA09571	HELIO_08312
OG0001733	ORYLA07298, ORYLA10783	HELIO_06708, HELIO_05078
OG0001735	ORYLA06604, ORYLA09864, ORYLA16438, ORYLA07851	HELIO_08576
OG0001736	ORYLA12393, ORYLA08854	HELIO_04175
OG0001738	ORYLA07956, ORYLA17190, ORYLA20286, ORYLA15090	HELIO_00898
OG0001739	ORYLA10963, ORYLA18962	HELIO_08138
OG0001740	ORYLA15985, ORYLA12361, ORYLA10944	HELIO_05162, HELIO_06383
OG0001743	ORYLA02460, ORYLA18019	HELIO_12557
OG0001744	ORYLA09194, ORYLA09763, ORYLA08558, ORYLA15746	HELIO_00852
OG0001746	ORYLA19988, ORYLA14699	HELIO_10565
OG0001747	ORYLA08806, ORYLA03619	HELIO_09412
OG0001749	ORYLA00160, ORYLA09933, ORYLA08728, ORYLA01258	HELIO_08042
OG0001751	ORYLA01215	HELIO_11274
OG0001752	ORYLA13620, ORYLA12406	HELIO_07873
OG0001754	ORYLA07269, ORYLA05313, ORYLA17472	HELIO_12416
OG0001755	ORYLA15127	HELIO_08464
OG0001756	ORYLA00755	HELIO_00970
OG0001756	ORYLA17359	HELIO_03773
OG0001757	ORYLA11442, ORYLA10659	HELIO_06531
OG0001758	ORYLA03238, ORYLA03239	HELIO_11236, HELIO_11503, HELIO_11718
OG0001760	ORYLA11294	HELIO_10686
OG0001768	ORYLA17484, ORYLA06842	HELIO_00339
OG0001769	ORYLA08055	HELIO_00478
OG0001769	ORYLA10120	HELIO_05705
OG0001770	ORYLA18486, ORYLA09431, ORYLA04288, ORYLA20466	HELIO_10082
OG0001772	ORYLA10773	HELIO_01523
OG0001774	ORYLA14081	HELIO_11501
OG0001774	ORYLA16202, ORYLA15721	HELIO_04350
OG0001775	ORYLA13002, ORYLA06854	HELIO_07189
OG0001778	ORYLA07489, ORYLA06734	HELIO_09235, HELIO_06485
OG0001780	ORYLA17927	HELIO_10081
OG0001781	ORYLA08227	HELIO_09978
OG0001781	ORYLA06078	HELIO_01738
OG0001782	ORYLA18054	HELIO_11232
OG0001782	ORYLA19932	HELIO_12571
OG0001783	ORYLA07986, ORYLA00232	HELIO_02058
OG0001785	ORYLA09491	HELIO_04363
OG0001787	ORYLA19846, ORYLA10342, ORYLA10343	HELIO_11607
OG0001789	ORYLA02324, ORYLA04307	HELIO_10048, HELIO_10049
OG0001790	ORYLA05921	HELIO_10737
OG0001792	ORYLA13176	HELIO_03262
OG0001793	ORYLA05421, ORYLA01681	HELIO_05244
OG0001794	ORYLA15320, ORYLA11150	HELIO_08343, HELIO_00138
OG0001796	ORYLA16176, ORYLA09059	HELIO_04269
OG0001798	ORYLA13003, ORYLA14657	HELIO_12260, HELIO_02273
OG0001799	ORYLA03255, ORYLA17548, ORYLA02347	HELIO_09682
OG0001800	ORYLA14219, ORYLA15432, ORYLA14232, ORYLA15366, ORYLA10948	HELIO_04276
OG0001801	ORYLA18818, ORYLA12359, ORYLA14693, ORYLA10921, ORYLA15401, ORYLA16232	HELIO_02228
OG0001803	ORYLA02678, ORYLA17743, ORYLA19912, ORYLA05073, ORYLA18163, ORYLA02796	HELIO_00855
OG0001804	ORYLA07449, ORYLA06834, ORYLA04356, ORYLA04357, ORYLA17967, ORYLA02762	HELIO_02895
OG0001805	ORYLA10965, ORYLA12084	HELIO_06016
