Orthogroup	ORYLA	MOUSE
OG0001046	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538	MOUSE16970
OG0001046	ORYLA00652	MOUSE14166, MOUSE14168, MOUSE14167, MOUSE14165
OG0001046	ORYLA16674, ORYLA00732	MOUSE06289, MOUSE06290, MOUSE06286, MOUSE06285, MOUSE06288
OG0001047	ORYLA03716, ORYLA03850	MOUSE45174, MOUSE45170
OG0001047	ORYLA03098	MOUSE45115
OG0001047	ORYLA01025	MOUSE54595
OG0001048	ORYLA17951	MOUSE40596, MOUSE40597, MOUSE40595
OG0001048	ORYLA07722, ORYLA05078	MOUSE11459, MOUSE11457
OG0001048	ORYLA02542	MOUSE36981, MOUSE36982, MOUSE36983
OG0001048	ORYLA04597	MOUSE11460
OG0001049	ORYLA13294	MOUSE29515, MOUSE29516
OG0001049	ORYLA15462, ORYLA10866	MOUSE06906, MOUSE06907
OG0001049	ORYLA03790	MOUSE52326, MOUSE52325
OG0001049	ORYLA15642	MOUSE34867, MOUSE34863, MOUSE34865, MOUSE34864, MOUSE34866, MOUSE34868
OG0001050	ORYLA10628	MOUSE44745
OG0001050	ORYLA11461	MOUSE18063
OG0001050	ORYLA12452, ORYLA15112	MOUSE44746, MOUSE44744
OG0001050	ORYLA06038	MOUSE30206, MOUSE30205
OG0001051	ORYLA09931	MOUSE55411, MOUSE55409
OG0001051	ORYLA01092	MOUSE55022, MOUSE55024, MOUSE55023
OG0001052	ORYLA04967	MOUSE20861
OG0001052	ORYLA04966	MOUSE20860
OG0001052	ORYLA18159	MOUSE36902, MOUSE36905
OG0001053	ORYLA08049, ORYLA16446	MOUSE05349
OG0001053	ORYLA07098	MOUSE39893
OG0001053	ORYLA15733	MOUSE02657
OG0001053	ORYLA09475	MOUSE26572
OG0001054	ORYLA05817	MOUSE42104
OG0001054	ORYLA00804	MOUSE05943
OG0001054	ORYLA00542	MOUSE46169
OG0001054	ORYLA16915	MOUSE46167
OG0001054	ORYLA16783	MOUSE05942
OG0001054	ORYLA01880, ORYLA05818	MOUSE42105
OG0001057	ORYLA13279	MOUSE29393, MOUSE29397, MOUSE29394, MOUSE29395, MOUSE29396
OG0001057	ORYLA04087	MOUSE50171
OG0001057	ORYLA09608	MOUSE24095
OG0001057	ORYLA01089	MOUSE54423, MOUSE54422
OG0001058	ORYLA02850, ORYLA17789	MOUSE24385, MOUSE24382, MOUSE24384, MOUSE24383
OG0001058	ORYLA03281	MOUSE50522, MOUSE50520
OG0001058	ORYLA03823	MOUSE50521
OG0001059	ORYLA07025	MOUSE06557, MOUSE06561, MOUSE06566, MOUSE06560, MOUSE06552, MOUSE06562, MOUSE06565, MOUSE06555, MOUSE06553, MOUSE06567, MOUSE06568
OG0001060	ORYLA00952	MOUSE54889, MOUSE54888
OG0001060	ORYLA11754	MOUSE14270
OG0001062	ORYLA17093, ORYLA00055	MOUSE47367
OG0001062	ORYLA13062	MOUSE31787, MOUSE31788
OG0001062	ORYLA07081, ORYLA13265	MOUSE31786
OG0001063	ORYLA04692	MOUSE18788, MOUSE18787, MOUSE18786, MOUSE18785
OG0001065	ORYLA10407	MOUSE27426
OG0001065	ORYLA11700	MOUSE24670
OG0001066	ORYLA20216	MOUSE31058, MOUSE31059
OG0001066	ORYLA15524	MOUSE52782
OG0001066	ORYLA20141	MOUSE52781
OG0001066	ORYLA15783	MOUSE31057
OG0001066	ORYLA11478	MOUSE06657
OG0001068	ORYLA14036	MOUSE34004, MOUSE34005
OG0001068	ORYLA20235	MOUSE34008
OG0001068	ORYLA08837, ORYLA01885, ORYLA05843	MOUSE41302, MOUSE41301, MOUSE41300
OG0001070	ORYLA18467, ORYLA19890, ORYLA08466, ORYLA08467, ORYLA19497, ORYLA08425, ORYLA01299, ORYLA07241, ORYLA08462, ORYLA08391, ORYLA19056, ORYLA08471, ORYLA01709, ORYLA08491, ORYLA08472, ORYLA08448, ORYLA08428, ORYLA07244, ORYLA00008	MOUSE42333, MOUSE42332, MOUSE45733, MOUSE47005, MOUSE47006, MOUSE47003, MOUSE47004
OG0001072	ORYLA17591	MOUSE37374, MOUSE37375
OG0001072	ORYLA18588	MOUSE39399
OG0001073	ORYLA01147	MOUSE19348, MOUSE19347, MOUSE19349, MOUSE19345, MOUSE19346
OG0001073	ORYLA12256	MOUSE12977, MOUSE12979, MOUSE12976
OG0001075	ORYLA05471, ORYLA05470	MOUSE09043
OG0001075	ORYLA05472	MOUSE06818
OG0001075	ORYLA10387	MOUSE06819, MOUSE06820, MOUSE06821
OG0001076	ORYLA04025, ORYLA03193	MOUSE38870
OG0001076	ORYLA12782	MOUSE36451, MOUSE36453, MOUSE36454
OG0001077	ORYLA06555	MOUSE25115
OG0001077	ORYLA01775	MOUSE06925
OG0001078	ORYLA11135	MOUSE14310
OG0001078	ORYLA15991, ORYLA14030	MOUSE17245
OG0001078	ORYLA19617	MOUSE27022, MOUSE27027
OG0001079	ORYLA13958	MOUSE31079, MOUSE31080
OG0001079	ORYLA14764	MOUSE39091
OG0001079	ORYLA20201	MOUSE53562
OG0001080	ORYLA06070	MOUSE50489, MOUSE50488, MOUSE50490
OG0001080	ORYLA01954	MOUSE32058, MOUSE32057, MOUSE32055, MOUSE32056
OG0001080	ORYLA12745	MOUSE43743
OG0001081	ORYLA12631, ORYLA12630	MOUSE44218, MOUSE44217
OG0001082	ORYLA16190, ORYLA14374	MOUSE22504, MOUSE22503, MOUSE14725, MOUSE14727, MOUSE14726
OG0001083	ORYLA08355	MOUSE00912, MOUSE00913
OG0001083	ORYLA01216	MOUSE19180
OG0001083	ORYLA10438	MOUSE12820, MOUSE12819, MOUSE40225, MOUSE40226
OG0001084	ORYLA08418, ORYLA10033	MOUSE06940
OG0001085	ORYLA13813, ORYLA16003	MOUSE40824, MOUSE40823, MOUSE40825, MOUSE40826, MOUSE40827, MOUSE40829
OG0001085	ORYLA14313	MOUSE53553, MOUSE53556, MOUSE53552, MOUSE53551
OG0001085	ORYLA10899, ORYLA10898	MOUSE39040, MOUSE39039
OG0001085	ORYLA14405	MOUSE18292, MOUSE18283, MOUSE18291, MOUSE18285
OG0001086	ORYLA03507	MOUSE43391, MOUSE43393, MOUSE43392, MOUSE43390, MOUSE43394
OG0001086	ORYLA10518, ORYLA10517	MOUSE07544, MOUSE07546, MOUSE07547, MOUSE07548, MOUSE07550, MOUSE07549, MOUSE07545
OG0001086	ORYLA01082, ORYLA04201	MOUSE20197, MOUSE20198, MOUSE20199
OG0001089	ORYLA06013	MOUSE43018
OG0001089	ORYLA06012	MOUSE15947
OG0001089	ORYLA08992, ORYLA04156	MOUSE15944, MOUSE15946, MOUSE15943, MOUSE15942, MOUSE15945
OG0001090	ORYLA18206	MOUSE22596, MOUSE22597, MOUSE22595, MOUSE22594, MOUSE22593
OG0001091	ORYLA09872	MOUSE26429
OG0001091	ORYLA07822	MOUSE05169
OG0001091	ORYLA01798	MOUSE38963, MOUSE38962
OG0001091	ORYLA01797	MOUSE38960
OG0001091	ORYLA09871	MOUSE26427, MOUSE26428, MOUSE26425
OG0001092	ORYLA00474	MOUSE30127
OG0001092	ORYLA04030	MOUSE29822
OG0001093	ORYLA01792	MOUSE38937, MOUSE38936, MOUSE38933, MOUSE38940, MOUSE38938, MOUSE38934, MOUSE38935, MOUSE38932, MOUSE38939
OG0001093	ORYLA08189, ORYLA17127	MOUSE05160
OG0001094	ORYLA10145	MOUSE07073
OG0001094	ORYLA01044	MOUSE20159, MOUSE20160
OG0001094	ORYLA11275, ORYLA05201	MOUSE07072
OG0001095	ORYLA13938	MOUSE02408, MOUSE02419, MOUSE02417, MOUSE02410, MOUSE02413, MOUSE02415, MOUSE02412
OG0001095	ORYLA08700	MOUSE23367, MOUSE23365, MOUSE23371, MOUSE23370, MOUSE23366
OG0001095	ORYLA02122	MOUSE53105, MOUSE53107, MOUSE53109, MOUSE53106, MOUSE53110
OG0001101	ORYLA16044	MOUSE55169, MOUSE55170, MOUSE55168, MOUSE55420, MOUSE55419, MOUSE55422, MOUSE55421
OG0001101	ORYLA10929	MOUSE41244, MOUSE41246, MOUSE41245, MOUSE41243
OG0001101	ORYLA14339, ORYLA16078	MOUSE23592, MOUSE23591
OG0001102	ORYLA05217	MOUSE28026, MOUSE28027
OG0001102	ORYLA20024	MOUSE20453
OG0001103	ORYLA08995	MOUSE00149, MOUSE29284, MOUSE29285
OG0001104	ORYLA12177	MOUSE27676, MOUSE27677
OG0001104	ORYLA01647	MOUSE13548
OG0001104	ORYLA11309	MOUSE34311, MOUSE34309, MOUSE34310, MOUSE35692, MOUSE35691, MOUSE35688, MOUSE35687
OG0001105	ORYLA03632	MOUSE30017, MOUSE30016
OG0001106	ORYLA20354	MOUSE44590, MOUSE44591, MOUSE14494
OG0001107	ORYLA03943, ORYLA01001	MOUSE54131, MOUSE54133, MOUSE54132, MOUSE54134
OG0001107	ORYLA08767, ORYLA09544	MOUSE47567, MOUSE47571, MOUSE47570, MOUSE47568, MOUSE47573, MOUSE47572, MOUSE47564, MOUSE47565, MOUSE47569, MOUSE47562, MOUSE47563, MOUSE47566
OG0001108	ORYLA14450	MOUSE14807
OG0001108	ORYLA18375	MOUSE38129, MOUSE38128
OG0001109	ORYLA16661	MOUSE06082
OG0001109	ORYLA14078	MOUSE36088, MOUSE36087
OG0001110	ORYLA08952	MOUSE31269, MOUSE31270, MOUSE31274, MOUSE31267, MOUSE31276, MOUSE31268, MOUSE31272, MOUSE31273, MOUSE31271, MOUSE31275
OG0001110	ORYLA02458, ORYLA08953, ORYLA18020	MOUSE25541, MOUSE25546, MOUSE25545, MOUSE25543, MOUSE25544, MOUSE25542
OG0001112	ORYLA12894	MOUSE23123, MOUSE23122
OG0001112	ORYLA09914, ORYLA08799	MOUSE13097
OG0001112	ORYLA07255	MOUSE54032
OG0001113	ORYLA16987	MOUSE14213
OG0001113	ORYLA03611	MOUSE00908, MOUSE52286
OG0001113	ORYLA00138	MOUSE06432
OG0001114	ORYLA12632, ORYLA12633, ORYLA14795	MOUSE51574, MOUSE51573
OG0001114	ORYLA05778	MOUSE30316, MOUSE30317
OG0001115	ORYLA13897	MOUSE41049, MOUSE41052
OG0001115	ORYLA14688, ORYLA10923	MOUSE14373
OG0001116	ORYLA08841	MOUSE26174, MOUSE05315
OG0001116	ORYLA16423, ORYLA08216	MOUSE05311, MOUSE05316, MOUSE05318, MOUSE05312, MOUSE05314, MOUSE05321, MOUSE05317, MOUSE05313, MOUSE05320, MOUSE05310
OG0001117	ORYLA06972, ORYLA06971	MOUSE23208, MOUSE23207
OG0001117	ORYLA14305	MOUSE28243, MOUSE28244, MOUSE28247, MOUSE28248, MOUSE28246, MOUSE28245
OG0001118	ORYLA12368	MOUSE45852, MOUSE45851, MOUSE45853, MOUSE45850, MOUSE45849, MOUSE45848
OG0001118	ORYLA18723	MOUSE14438
OG0001118	ORYLA10960	MOUSE45854, MOUSE45855, MOUSE14440, MOUSE14437
OG0001119	ORYLA05124	MOUSE52034, MOUSE52033
OG0001119	ORYLA09259	MOUSE13851, MOUSE13853, MOUSE13852, MOUSE13854
OG0001120	ORYLA03903, ORYLA01234	MOUSE03485
OG0001121	ORYLA05153	MOUSE16615
OG0001121	ORYLA20092	MOUSE01274, MOUSE01275, MOUSE16614, MOUSE16616, MOUSE01272
OG0001123	ORYLA09262	MOUSE52428, MOUSE52427, MOUSE52429
OG0001123	ORYLA17704	MOUSE52430
OG0001123	ORYLA17703	MOUSE10104, MOUSE10103, MOUSE10102, MOUSE10101
OG0001124	ORYLA08277	MOUSE06528, MOUSE06527, MOUSE06526
OG0001124	ORYLA02278	MOUSE53543, MOUSE53521, MOUSE53533, MOUSE53525, MOUSE53529, MOUSE53532, MOUSE53519, MOUSE53542, MOUSE53524, MOUSE53530, MOUSE53536, MOUSE53535, MOUSE53523, MOUSE53527, MOUSE53528, MOUSE53534, MOUSE53522, MOUSE53544, MOUSE53545, MOUSE53546
OG0001126	ORYLA07447	MOUSE04156, MOUSE04157
OG0001126	ORYLA14267	MOUSE29593, MOUSE29594
OG0001127	ORYLA06210	MOUSE49977, MOUSE49964, MOUSE49979, MOUSE49972, MOUSE49973, MOUSE49971, MOUSE49980, MOUSE49963, MOUSE49976, MOUSE49975, MOUSE49974, MOUSE49968, MOUSE49962, MOUSE49961, MOUSE49970, MOUSE49965, MOUSE49969
OG0001127	ORYLA08911	MOUSE49978
OG0001127	ORYLA20099	MOUSE49981
OG0001128	ORYLA11339	MOUSE08081, MOUSE08083, MOUSE08084, MOUSE08085, MOUSE08082
OG0001128	ORYLA03669	MOUSE42773
OG0001129	ORYLA15169, ORYLA12442	MOUSE49537, MOUSE49538
OG0001129	ORYLA05461	MOUSE08951, MOUSE08950
OG0001131	ORYLA00774	MOUSE03057, MOUSE03058, MOUSE03056, MOUSE03059, MOUSE03060, MOUSE03061
OG0001131	ORYLA11383	MOUSE08073, MOUSE08072
OG0001132	ORYLA15693	MOUSE20734, MOUSE20732, MOUSE20733
OG0001133	ORYLA01655	MOUSE17666, MOUSE17665
OG0001133	ORYLA02500	MOUSE10581
OG0001134	ORYLA16671	MOUSE06312, MOUSE06311
OG0001135	ORYLA18988	MOUSE05096
OG0001135	ORYLA08362	MOUSE05095, MOUSE05097, MOUSE05098
OG0001135	ORYLA16838	MOUSE17160
OG0001135	ORYLA16856	MOUSE17018
OG0001136	ORYLA13203, ORYLA06530	MOUSE01519, MOUSE01518
OG0001136	ORYLA12133	MOUSE19515, MOUSE51766, MOUSE51761, MOUSE51768, MOUSE51767, MOUSE51763, MOUSE51762
OG0001137	ORYLA03035	MOUSE43319, MOUSE43318, MOUSE43321
OG0001137	ORYLA00090	MOUSE18704, MOUSE18705, MOUSE18703
OG0001138	ORYLA14334, ORYLA15755	MOUSE02531, MOUSE02530
OG0001138	ORYLA09204, ORYLA06399	MOUSE08511, MOUSE08510, MOUSE08509
OG0001138	ORYLA09997	MOUSE52336, MOUSE52335
OG0001139	ORYLA15805	MOUSE17307, MOUSE17308
OG0001139	ORYLA14857	MOUSE47081, MOUSE47084, MOUSE47083
OG0001139	ORYLA11008	MOUSE47085
OG0001140	ORYLA05368, ORYLA02157	MOUSE13457
OG0001140	ORYLA10675	MOUSE06768, MOUSE06770
OG0001141	ORYLA17498	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622
OG0001142	ORYLA07693	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264
OG0001143	ORYLA11035	MOUSE39141
OG0001143	ORYLA12195	MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997
OG0001143	ORYLA06058	MOUSE30698, MOUSE30699
OG0001144	ORYLA15705	MOUSE14867, MOUSE14868, MOUSE14873, MOUSE14874, MOUSE14871, MOUSE14869
OG0001144	ORYLA20146	MOUSE14872
OG0001144	ORYLA09889	MOUSE26472, MOUSE26474, MOUSE26475, MOUSE26469, MOUSE26468, MOUSE26470
OG0001144	ORYLA05611	MOUSE39831, MOUSE39830, MOUSE39832
OG0001146	ORYLA13499	MOUSE15550, MOUSE15549, MOUSE15547, MOUSE15548, MOUSE15551, MOUSE15552
OG0001146	ORYLA13500	MOUSE15553, MOUSE15554
OG0001146	ORYLA15595	MOUSE35010, MOUSE35009, MOUSE35008, MOUSE35006, MOUSE35007, MOUSE35012
OG0001146	ORYLA07425	MOUSE04052, MOUSE04050, MOUSE04051, MOUSE04053
OG0001148	ORYLA01854, ORYLA05396	MOUSE53363, MOUSE53361
OG0001148	ORYLA06750	MOUSE12240, MOUSE12242, MOUSE12238
OG0001149	ORYLA01670	MOUSE17721, MOUSE17720, MOUSE17719
OG0001149	ORYLA13258	MOUSE31773, MOUSE31774
OG0001155	ORYLA02504, ORYLA02505	MOUSE09402
OG0001155	ORYLA03252	MOUSE04565
OG0001156	ORYLA14447, ORYLA15424	MOUSE14565, MOUSE14566, MOUSE14560, MOUSE14564, MOUSE14562, MOUSE14568, MOUSE14567, MOUSE14561, MOUSE14563
OG0001156	ORYLA17150	MOUSE05676, MOUSE05671, MOUSE05675, MOUSE05672
OG0001156	ORYLA10003	MOUSE23040
OG0001158	ORYLA13950, ORYLA15560	MOUSE28961, MOUSE28960, MOUSE28959
OG0001158	ORYLA06290, ORYLA20120	MOUSE19682, MOUSE19683
OG0001159	ORYLA10160	MOUSE06681, MOUSE06680
OG0001159	ORYLA05356	MOUSE13400, MOUSE13401
OG0001160	ORYLA11144	MOUSE01861, MOUSE01864, MOUSE01863, MOUSE01866, MOUSE01865, MOUSE01862
OG0001160	ORYLA18207	MOUSE01860
OG0001161	ORYLA12582	MOUSE32420, MOUSE32421
OG0001161	ORYLA02883	MOUSE32419
OG0001162	ORYLA08795	MOUSE16164, MOUSE16165
OG0001163	ORYLA08093, ORYLA04995	MOUSE21151
OG0001164	ORYLA06374	MOUSE35809, MOUSE35808, MOUSE35802, MOUSE35803, MOUSE35806, MOUSE35805, MOUSE35815, MOUSE35813, MOUSE35814, MOUSE35807, MOUSE35811
OG0001165	ORYLA11504	MOUSE21674
OG0001165	ORYLA09619	MOUSE53722
OG0001166	ORYLA11757, ORYLA11756, ORYLA11755	MOUSE18158, MOUSE18154, MOUSE18157, MOUSE18161, MOUSE18155, MOUSE18159, MOUSE18160, MOUSE18156
OG0001166	ORYLA10465	MOUSE07672, MOUSE07673
OG0001167	ORYLA10169	MOUSE08062, MOUSE08061, MOUSE08060, MOUSE08059, MOUSE08058
OG0001167	ORYLA12428, ORYLA04713	MOUSE03052
OG0001168	ORYLA01742	MOUSE08773, MOUSE08775, MOUSE08772
OG0001168	ORYLA14387	MOUSE28772, MOUSE28774, MOUSE28776, MOUSE28778, MOUSE28777, MOUSE49342, MOUSE28775, MOUSE28773
OG0001168	ORYLA15300	MOUSE49343, MOUSE49344
OG0001169	ORYLA03593	MOUSE45327, MOUSE45328, MOUSE45326, MOUSE45332, MOUSE45333, MOUSE45331, MOUSE45330, MOUSE45329, MOUSE50165, MOUSE50167, MOUSE50164, MOUSE50163, MOUSE50166
OG0001170	ORYLA04285	MOUSE54756
OG0001170	ORYLA11372	MOUSE52117, MOUSE52115, MOUSE52114
OG0001170	ORYLA03658	MOUSE16455
OG0001171	ORYLA09088	MOUSE21547, MOUSE21549, MOUSE21548
OG0001171	ORYLA11731	MOUSE00265, MOUSE00271, MOUSE00268, MOUSE00270, MOUSE00272
OG0001171	ORYLA15553	MOUSE28610, MOUSE28611
OG0001172	ORYLA08914, ORYLA06213	MOUSE18937
OG0001172	ORYLA09461	MOUSE22349
OG0001172	ORYLA09708	MOUSE22242
OG0001172	ORYLA16481	MOUSE05716
OG0001175	ORYLA17323	MOUSE47768
OG0001175	ORYLA17834, ORYLA02704	MOUSE27822
OG0001176	ORYLA14922	MOUSE51321
OG0001177	ORYLA07071	MOUSE18974
OG0001177	ORYLA17818	MOUSE02843
OG0001178	ORYLA12858	MOUSE33286, MOUSE33287
OG0001178	ORYLA09479	MOUSE55434, MOUSE53697, MOUSE53698, MOUSE53696, MOUSE53699
OG0001179	ORYLA14131	MOUSE28734, MOUSE28732, MOUSE28733, MOUSE28729, MOUSE28730
OG0001180	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603	MOUSE36605, MOUSE36606, MOUSE36604
OG0001181	ORYLA09302, ORYLA06967	MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131
OG0001181	ORYLA16422	MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283
OG0001182	ORYLA04656	MOUSE18698
OG0001182	ORYLA12681	MOUSE51460, MOUSE51461
OG0001183	ORYLA01780, ORYLA16340, ORYLA08337	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709
OG0001184	ORYLA01867	MOUSE17556, MOUSE17557
OG0001184	ORYLA12325	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990
OG0001185	ORYLA01991, ORYLA19744	MOUSE34188, MOUSE34187, MOUSE34189, MOUSE34190, MOUSE34186
OG0001185	ORYLA04885	MOUSE00151, MOUSE00154, MOUSE00152, MOUSE00153
OG0001186	ORYLA06474	MOUSE19689
OG0001186	ORYLA12462, ORYLA14584	MOUSE49888, MOUSE49887
OG0001186	ORYLA12305	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828
OG0001187	ORYLA14064	MOUSE40796, MOUSE40797, MOUSE40798
OG0001188	ORYLA07684	MOUSE20261, MOUSE20259
OG0001188	ORYLA03103	MOUSE43342, MOUSE43341, MOUSE43343
OG0001188	ORYLA04742	MOUSE18724, MOUSE18725
OG0001189	ORYLA20265	MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262
OG0001189	ORYLA10691, ORYLA11979	MOUSE06856, MOUSE06854, MOUSE06855
OG0001189	ORYLA07034	MOUSE21523
OG0001190	ORYLA10580	MOUSE47657, MOUSE47658, MOUSE47659, MOUSE47660
OG0001190	ORYLA14507, ORYLA10859	MOUSE34550, MOUSE34553, MOUSE34551, MOUSE34549, MOUSE34547, MOUSE34546, MOUSE34548, MOUSE34552
OG0001191	ORYLA17734	MOUSE12783, MOUSE12784
OG0001191	ORYLA04735, ORYLA08358	MOUSE00924, MOUSE00927
OG0001191	ORYLA01217	MOUSE19181
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011	MOUSE43590, MOUSE43587, MOUSE43586, MOUSE43588, MOUSE43591
OG0001196	ORYLA03783	MOUSE24318, MOUSE24319, MOUSE24316
OG0001197	ORYLA13277	MOUSE20318
OG0001197	ORYLA01817, ORYLA05607	MOUSE39856, MOUSE39857, MOUSE39858
OG0001197	ORYLA09693	MOUSE26526, MOUSE26525
OG0001198	ORYLA10310	MOUSE01331
OG0001198	ORYLA13600	MOUSE51388, MOUSE51389
OG0001198	ORYLA15126	MOUSE14451, MOUSE14452
OG0001198	ORYLA15038	MOUSE46948, MOUSE46947
OG0001199	ORYLA11679	MOUSE12680, MOUSE12681, MOUSE12679
OG0001200	ORYLA12001	MOUSE07973, MOUSE07972, MOUSE07970, MOUSE07971
OG0001201	ORYLA15842, ORYLA14298	MOUSE28584
OG0001202	ORYLA09275	MOUSE36133, MOUSE36134
OG0001203	ORYLA10082	MOUSE07234
OG0001203	ORYLA00091	MOUSE18700, MOUSE18702, MOUSE18699
OG0001204	ORYLA03247	MOUSE05024, MOUSE05026
OG0001205	ORYLA11970, ORYLA10540	MOUSE08235, MOUSE08237
OG0001205	ORYLA01265	MOUSE30103, MOUSE30104
OG0001207	ORYLA10023	MOUSE23357, MOUSE23358
OG0001207	ORYLA16388	MOUSE05847
OG0001207	ORYLA08504	MOUSE19129
OG0001208	ORYLA06825, ORYLA09868	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417
OG0001208	ORYLA01795	MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953
OG0001209	ORYLA07316, ORYLA00319	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014
OG0001210	ORYLA11799	MOUSE28107
OG0001210	ORYLA06775	MOUSE52270, MOUSE52268, MOUSE52267
OG0001211	ORYLA20079	MOUSE25177
OG0001211	ORYLA07900	MOUSE05182
OG0001212	ORYLA10644	MOUSE29618, MOUSE29620
OG0001213	ORYLA08112	MOUSE46717, MOUSE46716, MOUSE46715
OG0001213	ORYLA02321	MOUSE37458
OG0001214	ORYLA09019	MOUSE25114
OG0001214	ORYLA10993	MOUSE02294, MOUSE02293
OG0001215	ORYLA06541	MOUSE08734, MOUSE08735
OG0001215	ORYLA08559, ORYLA09761, ORYLA09762	MOUSE19131, MOUSE19132
OG0001215	ORYLA16114, ORYLA14222	MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744
OG0001216	ORYLA07420	MOUSE04150
OG0001216	ORYLA12067, ORYLA15267	MOUSE49613
OG0001217	ORYLA04237	MOUSE55237, MOUSE55236
OG0001217	ORYLA10596, ORYLA10595	MOUSE00073, MOUSE00072
OG0001217	ORYLA10337	MOUSE34298
OG0001218	ORYLA05869, ORYLA01891	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468
OG0001218	ORYLA14508	MOUSE34978, MOUSE34980, MOUSE34979
OG0001218	ORYLA07468	MOUSE04035, MOUSE04034, MOUSE04033
OG0001219	ORYLA01206, ORYLA04598	MOUSE03413, MOUSE22192, MOUSE22191, MOUSE03411
OG0001219	ORYLA01690	MOUSE30324, MOUSE30320, MOUSE30322
OG0001219	ORYLA05777	MOUSE51467, MOUSE51466, MOUSE51465
OG0001220	ORYLA02345	MOUSE37898, MOUSE37899
OG0001220	ORYLA12823	MOUSE01421, MOUSE01422, MOUSE01423
OG0001221	ORYLA07491	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353
OG0001223	ORYLA06793	MOUSE32020
OG0001223	ORYLA07569, ORYLA06727	MOUSE11999
OG0001223	ORYLA15616, ORYLA13963	MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621
OG0001224	ORYLA16020	MOUSE43304, MOUSE43303, MOUSE43301, MOUSE43300, MOUSE43298, MOUSE43299
OG0001224	ORYLA14224	MOUSE34794
OG0001225	ORYLA14806, ORYLA12335	MOUSE44565, MOUSE44564
OG0001225	ORYLA02910	MOUSE20743
OG0001225	ORYLA13489, ORYLA13488	MOUSE01626
OG0001226	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656	MOUSE16467, MOUSE16468, MOUSE16465, MOUSE16466
OG0001226	ORYLA01461, ORYLA01460	MOUSE54761
OG0001226	ORYLA11722	MOUSE52127, MOUSE52129, MOUSE52128
OG0001226	ORYLA02207	MOUSE34289
OG0001227	ORYLA13792, ORYLA15900	MOUSE52832, MOUSE52833
OG0001227	ORYLA01936, ORYLA01935	MOUSE33979, MOUSE33978
OG0001227	ORYLA09591	MOUSE12499
OG0001230	ORYLA01799	MOUSE13727
OG0001230	ORYLA05998	MOUSE33959
OG0001230	ORYLA02055	MOUSE33964
OG0001230	ORYLA05997	MOUSE33960, MOUSE33958, MOUSE33963, MOUSE33961
OG0001231	ORYLA10425	MOUSE07311, MOUSE07310
OG0001231	ORYLA04865	MOUSE18761, MOUSE18760, MOUSE18763, MOUSE18762
OG0001232	ORYLA17130	MOUSE16918
OG0001234	ORYLA05594, ORYLA02233	MOUSE19084
OG0001234	ORYLA19956	MOUSE49352
OG0001236	ORYLA05535	MOUSE43548, MOUSE43547
OG0001236	ORYLA05857	MOUSE41478, MOUSE10880, MOUSE48699, MOUSE41477, MOUSE41479
OG0001237	ORYLA12698, ORYLA15237	MOUSE44675
OG0001237	ORYLA01731, ORYLA06118	MOUSE30819
OG0001237	ORYLA17671, ORYLA02367	MOUSE10307, MOUSE10308
OG0001238	ORYLA01295	MOUSE09449
OG0001238	ORYLA07056	MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335
OG0001239	ORYLA14159, ORYLA20197	MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898
OG0001240	ORYLA12695, ORYLA20300	MOUSE44694, MOUSE44691, MOUSE44692, MOUSE44689
OG0001240	ORYLA06113	MOUSE30170
OG0001240	ORYLA02471, ORYLA17502	MOUSE09640, MOUSE09641, MOUSE09643, MOUSE09642, MOUSE09644
OG0001241	ORYLA15497	MOUSE28271
OG0001241	ORYLA01008	MOUSE54117
OG0001243	ORYLA07317, ORYLA07318	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012
OG0001243	ORYLA12130	MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748
