Orthogroup	ORYLA	DROME
OG0000497	ORYLA02565, ORYLA13651	DROME03293, DROME03295, DROME03292, DROME03294
OG0000498	ORYLA12580, ORYLA01970, ORYLA20372, ORYLA16154, ORYLA12387, ORYLA15055	DROME20580, DROME20579, DROME20582, DROME20577, DROME20581, DROME20578
OG0000503	ORYLA17193, ORYLA12487, ORYLA15009	DROME08711, DROME08712
OG0000503	ORYLA14950	DROME00919, DROME00918
OG0000504	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629	DROME06010, DROME06008, DROME06009, DROME06004, DROME06006, DROME06005, DROME06007, DROME06011
OG0000505	ORYLA13660, ORYLA07151, ORYLA02475, ORYLA17527, ORYLA14935, ORYLA01618	DROME09303
OG0000505	ORYLA18172	DROME18823
OG0000508	ORYLA08233, ORYLA02029	DROME02055
OG0000508	ORYLA10053, ORYLA17614, ORYLA02652, ORYLA04256, ORYLA03536	DROME08723, DROME08722, DROME08721
OG0000510	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254
OG0000513	ORYLA08054, ORYLA17768, ORYLA00440, ORYLA03886	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216
OG0000514	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571
OG0000515	ORYLA07877	DROME14318
OG0000519	ORYLA19812, ORYLA02303	DROME08599
OG0000520	ORYLA17824, ORYLA02661, ORYLA16383	DROME12834
OG0000520	ORYLA05565, ORYLA01527, ORYLA03445	DROME14866, DROME14865
OG0000521	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372	DROME16066, DROME16068, DROME16065, DROME16069, DROME16070, DROME16071, DROME16067
OG0000524	ORYLA04981, ORYLA08073	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858
OG0000525	ORYLA06511, ORYLA02439	DROME10425
OG0000525	ORYLA07450, ORYLA07984, ORYLA17059	DROME20723, DROME20724, DROME20720, DROME20721
OG0000529	ORYLA05863, ORYLA01890, ORYLA04329	DROME08794, DROME08796, DROME08798, DROME08797, DROME08795, DROME05074, DROME05075, DROME05072, DROME05073
OG0000530	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197
OG0000531	ORYLA06611, ORYLA09290, ORYLA09289, ORYLA09656, ORYLA08382, ORYLA08381	DROME14834, DROME14835, DROME14836
OG0000534	ORYLA19150, ORYLA15756, ORYLA09798, ORYLA08332, ORYLA16496	DROME11197, DROME11196, DROME11195, DROME11194
OG0000537	ORYLA07579, ORYLA09989	DROME00914
OG0000537	ORYLA07580, ORYLA09988	DROME00913
OG0000542	ORYLA00473, ORYLA07235, ORYLA03184, ORYLA04034, ORYLA04191	DROME03950
OG0000545	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088	DROME21375, DROME21376, DROME21377
OG0000548	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893, ORYLA11445, ORYLA04341, ORYLA13910, ORYLA20346, ORYLA15938	DROME12062, DROME12064, DROME12063
OG0000551	ORYLA15546	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766
OG0000552	ORYLA02316, ORYLA01268, ORYLA19748	DROME03162, DROME03867
OG0000553	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765	DROME21018, DROME21017, DROME21019
OG0000560	ORYLA04875	DROME17254
OG0000561	ORYLA11841, ORYLA01515	DROME17453
OG0000562	ORYLA06574, ORYLA13197	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764
OG0000562	ORYLA15135, ORYLA05394	DROME21192
OG0000563	ORYLA17360	DROME19165, DROME00254
OG0000564	ORYLA03832, ORYLA03007, ORYLA12513, ORYLA10514, ORYLA11949	DROME15769
OG0000566	ORYLA13005, ORYLA20281, ORYLA14818, ORYLA12608, ORYLA14819	DROME04343, DROME04344, DROME04345
OG0000567	ORYLA12167	DROME15246, DROME04098, DROME04097, DROME15019
OG0000570	ORYLA10850, ORYLA08171, ORYLA16666, ORYLA16667, ORYLA13899	DROME14109
OG0000572	ORYLA08145, ORYLA10185, ORYLA07690	DROME13193, DROME13191, DROME13190, DROME13192
OG0000573	ORYLA13057, ORYLA13843, ORYLA04228	DROME20963
OG0000573	ORYLA12607, ORYLA14820	DROME19690
OG0000574	ORYLA08316, ORYLA16658	DROME20472
OG0000574	ORYLA16287, ORYLA08280	DROME13727
OG0000574	ORYLA00058	DROME20471
OG0000575	ORYLA17931, ORYLA02623, ORYLA01132, ORYLA00665, ORYLA06768, ORYLA08996, ORYLA08583, ORYLA09811	DROME03938
OG0000576	ORYLA13924, ORYLA15981, ORYLA08396, ORYLA05305, ORYLA13808, ORYLA15873	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656
OG0000578	ORYLA07686, ORYLA04727, ORYLA10429	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908
OG0000578	ORYLA03394, ORYLA04274	DROME11950, DROME13534
OG0000579	ORYLA11089, ORYLA20327, ORYLA19001, ORYLA13906, ORYLA15480	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277
OG0000581	ORYLA04861, ORYLA08147	DROME04496, DROME04495
OG0000581	ORYLA04860, ORYLA10423	DROME04316
OG0000581	ORYLA10422	DROME12403
OG0000581	ORYLA03381	DROME04497
OG0000582	ORYLA00146, ORYLA06509, ORYLA02435, ORYLA18131, ORYLA06109, ORYLA01735, ORYLA18132	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393
OG0000583	ORYLA00997, ORYLA00998, ORYLA03929, ORYLA09564, ORYLA08581, ORYLA10274, ORYLA02043, ORYLA05980	DROME11767, DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766
OG0000584	ORYLA18770	DROME06387, DROME06386
OG0000585	ORYLA15895, ORYLA14066, ORYLA11170, ORYLA15076, ORYLA16126, ORYLA14043	DROME07476
OG0000586	ORYLA12015, ORYLA11291, ORYLA15040, ORYLA08031, ORYLA16360	DROME05946, DROME05945, DROME05947, DROME05948
OG0000587	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215	DROME16670, DROME16671, DROME16672
OG0000587	ORYLA03397	DROME16137
OG0000588	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646	DROME00241, DROME00240, DROME20059, DROME09587
OG0000589	ORYLA14568, ORYLA14571, ORYLA14570, ORYLA14572, ORYLA14569, ORYLA11091, ORYLA15797, ORYLA14019, ORYLA14732, ORYLA14730, ORYLA14731	DROME21469, DROME21464, DROME21466, DROME21463, DROME21468, DROME21471, DROME21470, DROME21465, DROME21467
OG0000590	ORYLA06142, ORYLA02148, ORYLA16465	DROME00417
OG0000591	ORYLA16935, ORYLA00569	DROME20132, DROME20133, DROME20134
OG0000591	ORYLA04567, ORYLA03099	DROME02758
OG0000591	ORYLA06605, ORYLA13493	DROME01434, DROME01432, DROME01435, DROME01433
OG0000592	ORYLA14631, ORYLA12104	DROME19640
OG0000593	ORYLA16513, ORYLA16679, ORYLA00726	DROME07365, DROME07366
OG0000594	ORYLA04212, ORYLA03767, ORYLA08739, ORYLA03768, ORYLA08738, ORYLA14067, ORYLA14715	DROME15095, DROME15096, DROME15094
OG0000597	ORYLA07402, ORYLA04005, ORYLA16364, ORYLA17588, ORYLA02653	DROME04131, DROME04129, DROME04130
OG0000600	ORYLA11563, ORYLA19470, ORYLA00993	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796
OG0000601	ORYLA08067, ORYLA08066, ORYLA05105, ORYLA08065, ORYLA05107, ORYLA05106, ORYLA05108, ORYLA05111, ORYLA05110, ORYLA05109, ORYLA08068, ORYLA17807, ORYLA02337	DROME21591, DROME21589, DROME21590
OG0000602	ORYLA01432, ORYLA06917, ORYLA13271	DROME10244
OG0000603	ORYLA07668, ORYLA10164, ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374
OG0000604	ORYLA04898, ORYLA10532, ORYLA11916, ORYLA20052, ORYLA04152, ORYLA03047	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679
OG0000607	ORYLA14856, ORYLA11191, ORYLA15995	DROME11536, DROME11535
OG0000608	ORYLA16986	DROME19052, DROME19054
OG0000610	ORYLA05771, ORYLA05770, ORYLA12672, ORYLA00338	DROME02040, DROME02039, DROME02041
OG0000611	ORYLA12216, ORYLA07591	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841
OG0000611	ORYLA12728	DROME01553, DROME01552, DROME01554
OG0000612	ORYLA07338, ORYLA04935, ORYLA08129, ORYLA02945, ORYLA18740, ORYLA19604	DROME04304
OG0000612	ORYLA15846	DROME00841
OG0000613	ORYLA11623, ORYLA14150, ORYLA19742, ORYLA01989	DROME11661, DROME11657, DROME11660, DROME11656, DROME11658, DROME11659
OG0000614	ORYLA10528	DROME20120, DROME20121, DROME20122, DROME20119
OG0000615	ORYLA08744, ORYLA09427, ORYLA04229, ORYLA08832, ORYLA10204, ORYLA12415, ORYLA01393	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019
OG0000616	ORYLA05919	DROME06628, DROME06631, DROME06630, DROME06629
OG0000619	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410
OG0000623	ORYLA04745	DROME13642
OG0000623	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776
OG0000624	ORYLA17149, ORYLA17995, ORYLA09867	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945
OG0000625	ORYLA03290, ORYLA03289, ORYLA19775, ORYLA03209, ORYLA04314, ORYLA04313, ORYLA03210, ORYLA03288	DROME07819, DROME00264, DROME00265, DROME00249
OG0000628	ORYLA13552, ORYLA05950, ORYLA12221	DROME13958
OG0000628	ORYLA15555, ORYLA15554, ORYLA05695, ORYLA19646	DROME17423
OG0000629	ORYLA12592	DROME03521
OG0000635	ORYLA00054, ORYLA17095	DROME14325, DROME14327, DROME14326
OG0000635	ORYLA03671	DROME10346, DROME10345, DROME09950, DROME20244, DROME20945, DROME11733, DROME11732, DROME11731
OG0000636	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983
OG0000639	ORYLA02529	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865
OG0000639	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421	DROME00355
OG0000642	ORYLA04869	DROME16938
OG0000643	ORYLA03009, ORYLA10818, ORYLA17539, ORYLA02340, ORYLA04587	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055
OG0000645	ORYLA00407, ORYLA14925	DROME14720
OG0000646	ORYLA13497, ORYLA07440	DROME18383, DROME18382, DROME18385, DROME18384
OG0000646	ORYLA07488, ORYLA05442, ORYLA01675	DROME20633, DROME20634, DROME20635
OG0000647	ORYLA00414, ORYLA05088, ORYLA05089	DROME13736
OG0000648	ORYLA08869, ORYLA06524, ORYLA12473, ORYLA12472	DROME08636
OG0000649	ORYLA13751, ORYLA15737, ORYLA02071	DROME04544, DROME04545, DROME01728, DROME21601, DROME08643, DROME00503
OG0000650	ORYLA14345, ORYLA09152, ORYLA02856, ORYLA18133, ORYLA06365, ORYLA07427	DROME12896, DROME12897, DROME12895
OG0000652	ORYLA19493	DROME15382, DROME15380, DROME15381, DROME15386, DROME15385, DROME15379, DROME15384, DROME15383
OG0000653	ORYLA06368, ORYLA10074, ORYLA00719	DROME04693, DROME06761
OG0000654	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202
OG0000657	ORYLA17525, ORYLA17523, ORYLA17524, ORYLA12065	DROME04361
OG0000660	ORYLA09622, ORYLA19737	DROME08489
OG0000660	ORYLA06492, ORYLA17770, ORYLA03243	DROME17870
OG0000662	ORYLA20494	DROME13127, DROME03101, DROME20426
OG0000662	ORYLA17182, ORYLA07752, ORYLA17006	DROME18061
OG0000663	ORYLA02202, ORYLA18943	DROME05436
OG0000666	ORYLA11061, ORYLA08199, ORYLA15920, ORYLA15723	DROME12576, DROME12575
OG0000670	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670
OG0000672	ORYLA06583, ORYLA07641	DROME01096, DROME01095
OG0000672	ORYLA19020	DROME13682
OG0000674	ORYLA05775, ORYLA18358	DROME13823
OG0000674	ORYLA10869, ORYLA15085, ORYLA19997	DROME12190
OG0000676	ORYLA19352, ORYLA18665	DROME07205
OG0000676	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910	DROME15377
OG0000680	ORYLA18896	DROME15155, DROME20131
OG0000681	ORYLA00168, ORYLA00958	DROME11874, DROME11876, DROME11877, DROME11875
OG0000682	ORYLA04948, ORYLA00891, ORYLA02515	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175
OG0000683	ORYLA19477	DROME11493, DROME11492
OG0000683	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074	DROME01831
OG0000684	ORYLA15561, ORYLA06293, ORYLA04619	DROME01544, DROME01547, DROME01543, DROME01550, DROME01548, DROME01541, DROME01546, DROME01542, DROME01545, DROME01549, DROME12862
OG0000685	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185	DROME01255, DROME01256, DROME01253, DROME01254
OG0000690	ORYLA02247, ORYLA10616, ORYLA11941	DROME09460
OG0000690	ORYLA01395	DROME13136
OG0000692	ORYLA04625	DROME13871, DROME13870
OG0000693	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700	DROME01415, DROME01416, DROME01417, DROME01418
OG0000694	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428	DROME18910
OG0000696	ORYLA11558	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808
OG0000699	ORYLA04436, ORYLA04234	DROME04408, DROME04407, DROME04406
OG0000701	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338	DROME19925, DROME19926, DROME06204, DROME17248
OG0000702	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416	DROME02010
OG0000703	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633
OG0000708	ORYLA08879	DROME21751, DROME21752
OG0000708	ORYLA10826, ORYLA20261, ORYLA20260	DROME18239
OG0000709	ORYLA05189, ORYLA05188	DROME00103
OG0000710	ORYLA02017, ORYLA19955	DROME03605, DROME03612, DROME03607, DROME03615, DROME03608, DROME03610, DROME03609, DROME03614, DROME03606, DROME03613, DROME03611
OG0000711	ORYLA14841, ORYLA12753, ORYLA14544	DROME08678
OG0000711	ORYLA18961, ORYLA11207	DROME09749, DROME09750
OG0000712	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697
OG0000713	ORYLA07467, ORYLA04219, ORYLA08824	DROME14995
OG0000715	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524
OG0000717	ORYLA13429, ORYLA06965, ORYLA17839, ORYLA16592, ORYLA06101, ORYLA06102	DROME21009
OG0000718	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234	DROME16064, DROME16063, DROME16059, DROME16062, DROME16061, DROME16060
OG0000720	ORYLA02961, ORYLA19803, ORYLA14893	DROME08828
OG0000721	ORYLA03998, ORYLA17258	DROME21732
OG0000722	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212	DROME08261, DROME08260
OG0000724	ORYLA00225, ORYLA11470, ORYLA10190	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298
OG0000725	ORYLA12897	DROME01937
OG0000725	ORYLA10995, ORYLA14609, ORYLA12356	DROME21529, DROME21530, DROME21531, DROME21532
OG0000726	ORYLA06212, ORYLA08613, ORYLA20148	DROME21495, DROME21494, DROME21492, DROME21493
OG0000730	ORYLA14344, ORYLA09687	DROME18332
OG0000730	ORYLA06542, ORYLA08864, ORYLA08533, ORYLA13937	DROME18387
OG0000731	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707	DROME03051, DROME03053, DROME03052
OG0000732	ORYLA12890, ORYLA12891	DROME00208, DROME00209
OG0000732	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246	DROME15061
OG0000733	ORYLA10736, ORYLA07377, ORYLA11454	DROME17454
OG0000733	ORYLA04800, ORYLA10355, ORYLA11839	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559
OG0000734	ORYLA02564, ORYLA06887, ORYLA13266	DROME17455
OG0000735	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093
OG0000736	ORYLA05420, ORYLA15781	DROME02615, DROME02614
OG0000736	ORYLA06602, ORYLA09862, ORYLA09293	DROME09313
OG0000737	ORYLA05282, ORYLA02387, ORYLA17956	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	ORYLA16089, ORYLA05536	DROME19981
OG0000740	ORYLA17478	DROME13667
OG0000740	ORYLA05280	DROME06456
OG0000744	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131	DROME09899
OG0000745	ORYLA04864	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291
OG0000749	ORYLA07541, ORYLA05251, ORYLA10702, ORYLA03083	DROME10988, DROME10987
OG0000751	ORYLA01802, ORYLA10300, ORYLA09790	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	ORYLA05301	DROME15461
OG0000752	ORYLA04164	DROME09086
OG0000752	ORYLA06659, ORYLA00849	DROME20521, DROME11363
OG0000753	ORYLA12199	DROME16114, DROME16113
OG0000753	ORYLA15815, ORYLA03548, ORYLA04553	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000755	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000757	ORYLA00237, ORYLA16792, ORYLA10286, ORYLA18438	DROME07057
OG0000758	ORYLA10334, ORYLA11982, ORYLA10388	DROME04523, DROME04522, DROME04521
OG0000759	ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358	DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	ORYLA02885, ORYLA00688, ORYLA13190	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000762	ORYLA13918, ORYLA09624, ORYLA07099	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273
OG0000763	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087, ORYLA01548, ORYLA05555	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000764	ORYLA02566	DROME10902, DROME10903
OG0000765	ORYLA06881, ORYLA17894, ORYLA19781	DROME04789, DROME04788
OG0000766	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914	DROME06054, DROME06055, DROME01015
OG0000767	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686	DROME14005, DROME12823, DROME12824
OG0000772	ORYLA01171, ORYLA00334	DROME13216
OG0000772	ORYLA10027, ORYLA01723	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563
OG0000774	ORYLA20208	DROME18935, DROME18934
OG0000775	ORYLA17590	DROME05200
OG0000776	ORYLA01033, ORYLA19610, ORYLA04178	DROME20100, DROME20102, DROME20101
OG0000777	ORYLA17057	DROME05836
OG0000779	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089	DROME20961
OG0000780	ORYLA10485, ORYLA03240	DROME16908
OG0000782	ORYLA13009, ORYLA18096, ORYLA14883, ORYLA12161	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	ORYLA15503	DROME16135
OG0000787	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629	DROME06230
OG0000788	ORYLA11231, ORYLA08781	DROME11403
OG0000791	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120
OG0000792	ORYLA17605, ORYLA17606, ORYLA02640	DROME20865
OG0000793	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617	DROME20859, DROME20860
OG0000794	ORYLA03967, ORYLA03748, ORYLA17611, ORYLA17196	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332
OG0000795	ORYLA01400	DROME09200
OG0000797	ORYLA03892, ORYLA20421	DROME01160, DROME01161, DROME01159
OG0000798	ORYLA16812, ORYLA19766, ORYLA16855	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378	DROME17162
OG0000800	ORYLA20293, ORYLA15170, ORYLA20297, ORYLA04833	DROME19714
OG0000801	ORYLA12136, ORYLA02996	DROME05596, DROME05595, DROME05594
OG0000803	ORYLA19991	DROME06528, DROME04971, DROME16667, DROME08404, DROME08406, DROME08405, DROME06525, DROME06526, DROME15315, DROME15314, DROME15313, DROME14537, DROME01677, DROME14535, DROME14536, DROME17631, DROME09542, DROME09543, DROME19328, DROME18830, DROME15873
OG0000809	ORYLA12961	DROME15572, DROME15573
OG0000810	ORYLA13646	DROME04963, DROME04962, DROME04964
OG0000810	ORYLA08587, ORYLA01680	DROME08670
OG0000813	ORYLA05187, ORYLA17560, ORYLA02694, ORYLA17561	DROME18040, DROME18039
OG0000814	ORYLA12200	DROME05066, DROME05065
OG0000814	ORYLA05497	DROME03302, DROME03301, DROME03299, DROME03298
OG0000815	ORYLA09860, ORYLA09294	DROME01377, DROME01376
OG0000816	ORYLA07660, ORYLA04702, ORYLA03384	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	ORYLA14347	DROME16006
OG0000817	ORYLA19483	DROME02008
OG0000817	ORYLA07042	DROME06292
OG0000818	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788	DROME03806, DROME03805
OG0000819	ORYLA03241	DROME00768, DROME00769
OG0000820	ORYLA16120	DROME04117, DROME04116, DROME04115
OG0000822	ORYLA14608	DROME09748, DROME09747
OG0000825	ORYLA01475, ORYLA09556, ORYLA18879	DROME11281
OG0000826	ORYLA15838	DROME12091
OG0000827	ORYLA14107, ORYLA17385	DROME17067
OG0000828	ORYLA12597, ORYLA17485, ORYLA17486	DROME20305
OG0000828	ORYLA02288	DROME19137
OG0000829	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697, ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790	DROME18116, DROME07642
OG0000833	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	ORYLA00202	DROME13922
OG0000835	ORYLA16157	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058
OG0000836	ORYLA14809, ORYLA12408, ORYLA13624	DROME02582, DROME02579, DROME02580, DROME02581
OG0000837	ORYLA01945, ORYLA01944, ORYLA04744	DROME05419, DROME18149
OG0000841	ORYLA01641, ORYLA15191, ORYLA11622	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014	DROME10888, DROME10889
OG0000844	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000847	ORYLA07949	DROME16726
OG0000847	ORYLA16880	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	ORYLA04036, ORYLA00460, ORYLA01410	DROME00579, DROME00580
OG0000848	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814	DROME19683
OG0000849	ORYLA15667, ORYLA13688, ORYLA15402, ORYLA12370, ORYLA14601	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	ORYLA10312, ORYLA12941	DROME12440, DROME20308
OG0000850	ORYLA04650, ORYLA04651	DROME12322
OG0000851	ORYLA09558, ORYLA08388	DROME20685, DROME20686
OG0000852	ORYLA01694, ORYLA05767, ORYLA05768	DROME03192, DROME03193, DROME03191
OG0000852	ORYLA15572, ORYLA02133, ORYLA02134	DROME08938, DROME08937
OG0000855	ORYLA04372, ORYLA03234	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000858	ORYLA04524	DROME07517, DROME07518
