Orthogroup	ORYLA	STRPU_ok
OG0000766	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914	STRPU_26502, STRPU_12701
OG0000767	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686	STRPU_20571
OG0000768	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814	STRPU_23593
OG0000772	ORYLA01171, ORYLA00334	STRPU_04727, STRPU_04734, STRPU_04728
OG0000774	ORYLA06329, ORYLA12975	STRPU_01825, STRPU_19314
OG0000774	ORYLA11415	STRPU_09065, STRPU_02041
OG0000774	ORYLA20208	STRPU_23589
OG0000775	ORYLA17590	STRPU_21116, STRPU_23930, STRPU_07226
OG0000777	ORYLA17057	STRPU_26898, STRPU_26897, STRPU_08984
OG0000778	ORYLA03327, ORYLA15584	STRPU_11330
OG0000779	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089	STRPU_15696
OG0000780	ORYLA10485	STRPU_21536
OG0000780	ORYLA03240	STRPU_18748
OG0000781	ORYLA16212, ORYLA10368	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701, STRPU_25935
OG0000782	ORYLA13009, ORYLA18096, ORYLA14883, ORYLA12161	STRPU_27022
OG0000784	ORYLA18769, ORYLA14498, ORYLA10206, ORYLA17131, ORYLA03150, ORYLA15503	STRPU_24373
OG0000786	ORYLA11530, ORYLA15686, ORYLA14423, ORYLA13987, ORYLA17965, ORYLA02761, ORYLA04402	STRPU_15453
OG0000787	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629	STRPU_04197, STRPU_04234
OG0000788	ORYLA11231, ORYLA08781	STRPU_11964, STRPU_01625
OG0000788	ORYLA19625, ORYLA13001	STRPU_26569
OG0000790	ORYLA12997, ORYLA12995	STRPU_22128
OG0000791	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037	STRPU_13705, STRPU_00440
OG0000792	ORYLA05606	STRPU_25047
OG0000792	ORYLA17605, ORYLA17606, ORYLA02640	STRPU_14909
OG0000793	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617	STRPU_26762, STRPU_26748
OG0000794	ORYLA17196	STRPU_15852, STRPU_15804
OG0000797	ORYLA03892, ORYLA20421	STRPU_04347
OG0000798	ORYLA16812, ORYLA19766, ORYLA16855	STRPU_05696
OG0000799	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378	STRPU_09727, STRPU_09770
OG0000800	ORYLA04833	STRPU_09950, STRPU_09973
OG0000801	ORYLA12136, ORYLA02996	STRPU_23079, STRPU_00663
OG0000802	ORYLA13155, ORYLA17098, ORYLA00847, ORYLA16603, ORYLA13093, ORYLA03391, ORYLA03390, ORYLA08678, ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443	STRPU_18369
OG0000803	ORYLA11169	STRPU_12487, STRPU_12512
OG0000809	ORYLA12961, ORYLA10307, ORYLA13020, ORYLA17678	STRPU_18374
OG0000810	ORYLA13646	STRPU_19223
OG0000810	ORYLA08587, ORYLA01680	STRPU_16445
OG0000811	ORYLA15042	STRPU_14620, STRPU_14638, STRPU_22961, STRPU_22960, STRPU_14640, STRPU_25911
OG0000812	ORYLA14679	STRPU_03038
OG0000813	ORYLA05187	STRPU_04740, STRPU_04739
OG0000814	ORYLA12200	STRPU_21983
OG0000814	ORYLA05497	STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083
OG0000816	ORYLA07660, ORYLA04702, ORYLA03384	STRPU_21113
OG0000816	ORYLA04785, ORYLA04786	STRPU_04037, STRPU_00076
OG0000817	ORYLA14347	STRPU_22107
OG0000817	ORYLA19483	STRPU_04676
OG0000817	ORYLA07042	STRPU_14081, STRPU_00839
OG0000818	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788	STRPU_08499
OG0000819	ORYLA03241	STRPU_02243, STRPU_15556
OG0000820	ORYLA16120	STRPU_14124
OG0000822	ORYLA10851	STRPU_13103, STRPU_13093
OG0000822	ORYLA14608	STRPU_12245
OG0000824	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258	STRPU_25265
OG0000825	ORYLA01475, ORYLA09556, ORYLA18879	STRPU_05131, STRPU_05055
OG0000825	ORYLA15482, ORYLA14599, ORYLA19869	STRPU_12931
OG0000827	ORYLA14107, ORYLA17385	STRPU_24864, STRPU_24863, STRPU_24060
OG0000828	ORYLA12597, ORYLA17485, ORYLA17486	STRPU_23372
OG0000828	ORYLA02288	STRPU_15585, STRPU_02220
OG0000829	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697	STRPU_03315
OG0000829	ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790	STRPU_10209
OG0000830	ORYLA00649, ORYLA19799	STRPU_26494
OG0000831	ORYLA06570	STRPU_25894, STRPU_25422, STRPU_25896
OG0000832	ORYLA11840, ORYLA10353, ORYLA10166, ORYLA12959	STRPU_17567, STRPU_17584, STRPU_24442, STRPU_17065, STRPU_17067
OG0000833	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637	STRPU_18167, STRPU_18151
OG0000834	ORYLA00202	STRPU_24584, STRPU_24595
OG0000835	ORYLA12380, ORYLA15340	STRPU_11532
OG0000836	ORYLA14809, ORYLA12408, ORYLA13624	STRPU_22902, STRPU_22889
OG0000837	ORYLA01945, ORYLA01944, ORYLA04744	STRPU_24375
OG0000838	ORYLA18293, ORYLA11142	STRPU_12478
OG0000841	ORYLA01641, ORYLA15191, ORYLA11622	STRPU_25231
OG0000842	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014	STRPU_22935
OG0000844	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955	STRPU_10513
OG0000845	ORYLA03586	STRPU_17391
OG0000847	ORYLA16880	STRPU_14471
OG0000848	ORYLA04036, ORYLA00460, ORYLA01410	STRPU_04979
OG0000848	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814	STRPU_21912
OG0000849	ORYLA15667, ORYLA13688	STRPU_02904
OG0000850	ORYLA10312, ORYLA12941	STRPU_01821, STRPU_19318
OG0000850	ORYLA04650, ORYLA04651	STRPU_01567, STRPU_09392
OG0000851	ORYLA09558, ORYLA08388	STRPU_04950
OG0000852	ORYLA01694, ORYLA05767, ORYLA05768	STRPU_27397
OG0000852	ORYLA15572, ORYLA02133, ORYLA02134	STRPU_26323
OG0000855	ORYLA04372, ORYLA03234	STRPU_14665
OG0000857	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378	STRPU_01644, STRPU_11981
OG0000858	ORYLA10920	STRPU_23333
OG0000858	ORYLA04524	STRPU_03252, STRPU_03287
OG0000860	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306	STRPU_19409
OG0000866	ORYLA08411, ORYLA06158, ORYLA08410	STRPU_25209, STRPU_01892
OG0000868	ORYLA11338, ORYLA10412	STRPU_21550
OG0000869	ORYLA15399	STRPU_11325
OG0000869	ORYLA17511	STRPU_18300, STRPU_01157
OG0000871	ORYLA00978	STRPU_17837, STRPU_17836, STRPU_17284, STRPU_17286
OG0000871	ORYLA00890	STRPU_09793, STRPU_09788, STRPU_09787
OG0000872	ORYLA20287	STRPU_11965, STRPU_01626
OG0000874	ORYLA01855	STRPU_25374
OG0000875	ORYLA13326, ORYLA07093	STRPU_19189
OG0000875	ORYLA19061	STRPU_13557
OG0000876	ORYLA18338	STRPU_24157
OG0000877	ORYLA15563	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110
OG0000878	ORYLA06030	STRPU_24918
OG0000879	ORYLA15760, ORYLA10296	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863
OG0000880	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002	STRPU_21962
OG0000881	ORYLA01916, ORYLA05888	STRPU_19362
OG0000881	ORYLA04374, ORYLA03100	STRPU_14886
OG0000882	ORYLA08988, ORYLA13972, ORYLA11874	STRPU_07358, STRPU_07357
OG0000887	ORYLA06407	STRPU_13716
OG0000888	ORYLA05760, ORYLA12980, ORYLA06869	STRPU_27059
OG0000888	ORYLA17907	STRPU_04199, STRPU_04237
OG0000889	ORYLA11414, ORYLA10267	STRPU_21634, STRPU_21635
OG0000889	ORYLA16878	STRPU_14204, STRPU_00423
OG0000890	ORYLA07665	STRPU_17570, STRPU_17581
OG0000890	ORYLA12538, ORYLA11745	STRPU_17572
OG0000893	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848	STRPU_11138, STRPU_11115, STRPU_17260
OG0000894	ORYLA07232, ORYLA00467	STRPU_00073, STRPU_05725
OG0000894	ORYLA07753, ORYLA17007, ORYLA16512	STRPU_08351
OG0000896	ORYLA12742	STRPU_02181, STRPU_09218
OG0000896	ORYLA18744, ORYLA04344	STRPU_21363
OG0000897	ORYLA14707	STRPU_22622
OG0000897	ORYLA15784	STRPU_22853, STRPU_22852, STRPU_22851
OG0000898	ORYLA08993	STRPU_18627, STRPU_18582
OG0000899	ORYLA03598, ORYLA20446	STRPU_05178
OG0000904	ORYLA01297, ORYLA12510	STRPU_04732, STRPU_04725, STRPU_04724
OG0000905	ORYLA19283, ORYLA19282	STRPU_01236, STRPU_12062, STRPU_12061
OG0000906	ORYLA02426	STRPU_20167
OG0000906	ORYLA02787	STRPU_15997
OG0000907	ORYLA13394	STRPU_19282, STRPU_00404
OG0000908	ORYLA04724, ORYLA18118	STRPU_10409
OG0000908	ORYLA08105	STRPU_04140
OG0000909	ORYLA11368, ORYLA19848, ORYLA10623	STRPU_17078, STRPU_17082
OG0000911	ORYLA16469, ORYLA08345	STRPU_22245
OG0000912	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420	STRPU_09304
OG0000912	ORYLA03978, ORYLA03457	STRPU_14305
OG0000913	ORYLA01511	STRPU_05760
OG0000915	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346	STRPU_23266
OG0000921	ORYLA19667	STRPU_01492, STRPU_13755
OG0000921	ORYLA13652	STRPU_02601, STRPU_19926
OG0000923	ORYLA07886, ORYLA09846	STRPU_24165
OG0000925	ORYLA19836	STRPU_18396
OG0000925	ORYLA09614	STRPU_06765, STRPU_06773
OG0000926	ORYLA14725	STRPU_26152
OG0000928	ORYLA07148, ORYLA14647, ORYLA12139	STRPU_26844
OG0000929	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109	STRPU_17708, STRPU_13746, STRPU_01503
OG0000932	ORYLA17977	STRPU_14600
OG0000932	ORYLA03357	STRPU_14601
OG0000934	ORYLA09601, ORYLA11859	STRPU_17512
OG0000934	ORYLA16233, ORYLA10870	STRPU_12472
OG0000935	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839	STRPU_00845, STRPU_14076
OG0000936	ORYLA15832, ORYLA13766	STRPU_17259, STRPU_17297, STRPU_17313, STRPU_17304, STRPU_17314, STRPU_17305, STRPU_09371, STRPU_09370, STRPU_18688
OG0000943	ORYLA17852	STRPU_15088
OG0000944	ORYLA09043, ORYLA04158, ORYLA01246	STRPU_04925
OG0000945	ORYLA12060, ORYLA00813, ORYLA05640	STRPU_06784, STRPU_26122
OG0000946	ORYLA14183, ORYLA10918	STRPU_11548
OG0000946	ORYLA15133, ORYLA11209	STRPU_12293
OG0000947	ORYLA08406, ORYLA19529, ORYLA08874	STRPU_23678, STRPU_23653
OG0000947	ORYLA15837, ORYLA09649	STRPU_23988
OG0000949	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705	STRPU_17047, STRPU_01811
OG0000951	ORYLA06116, ORYLA14933	STRPU_26714
OG0000952	ORYLA03901, ORYLA02988	STRPU_05319
OG0000952	ORYLA01232, ORYLA17229, ORYLA02987	STRPU_05320
OG0000953	ORYLA02556, ORYLA18188, ORYLA05667, ORYLA13885	STRPU_11350, STRPU_10566, STRPU_23631
OG0000954	ORYLA20086	STRPU_14000
OG0000954	ORYLA16756, ORYLA16757, ORYLA16758	STRPU_08333
OG0000955	ORYLA17644	STRPU_19275, STRPU_00412
OG0000955	ORYLA19752	STRPU_05708
OG0000957	ORYLA13659, ORYLA18079	STRPU_26358
OG0000958	ORYLA13781, ORYLA11059, ORYLA11060	STRPU_01979, STRPU_22820
OG0000960	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514	STRPU_25823
OG0000963	ORYLA17317, ORYLA13364	STRPU_01836
OG0000964	ORYLA17226	STRPU_17480, STRPU_17483, STRPU_17484
OG0000965	ORYLA20470	STRPU_04296, STRPU_04326, STRPU_04357
OG0000965	ORYLA07478	STRPU_25366
OG0000966	ORYLA19569, ORYLA17821, ORYLA02666	STRPU_14353
OG0000967	ORYLA04076	STRPU_04947
OG0000967	ORYLA19755, ORYLA04962	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306
OG0000968	ORYLA12327, ORYLA10874, ORYLA14830	STRPU_12147, STRPU_12115
OG0000968	ORYLA17573	STRPU_15550, STRPU_02249
OG0000969	ORYLA05704	STRPU_04503, STRPU_13343, STRPU_13345, STRPU_13346
OG0000970	ORYLA17254, ORYLA02643	STRPU_15417
OG0000972	ORYLA17856	STRPU_15045
OG0000972	ORYLA03686, ORYLA18142	STRPU_04339, STRPU_04312
OG0000973	ORYLA01659	STRPU_20263
OG0000974	ORYLA03871	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223
OG0000978	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570	STRPU_26153
OG0000979	ORYLA04958, ORYLA04959	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248
OG0000981	ORYLA02383, ORYLA17398	STRPU_26885
OG0000982	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909	STRPU_22197
OG0000984	ORYLA14092	STRPU_27147
OG0000984	ORYLA13312	STRPU_16245, STRPU_16206
OG0000985	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425	STRPU_04359
OG0000987	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779	STRPU_24310
OG0000988	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149
OG0000992	ORYLA16313, ORYLA19691	STRPU_08115, STRPU_08101
OG0000992	ORYLA01948	STRPU_00060, STRPU_09680
OG0000994	ORYLA11419	STRPU_24886
OG0000994	ORYLA18398	STRPU_10294
OG0000995	ORYLA00280, ORYLA17021, ORYLA08300, ORYLA16326, ORYLA07992	STRPU_08653
OG0000996	ORYLA01364, ORYLA09102, ORYLA20110	STRPU_06423
OG0000999	ORYLA17143, ORYLA07960, ORYLA15047	STRPU_11511
OG0001000	ORYLA09416, ORYLA00982, ORYLA11450	STRPU_17978
OG0001001	ORYLA04326, ORYLA07294	STRPU_06920, STRPU_06897, STRPU_06919
OG0001001	ORYLA08735, ORYLA09611	STRPU_06896, STRPU_06918
OG0001002	ORYLA07974, ORYLA08682	STRPU_12183
OG0001003	ORYLA17863, ORYLA04404	STRPU_14729
OG0001005	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208	STRPU_22006
OG0001006	ORYLA00587	STRPU_16623
OG0001006	ORYLA17469, ORYLA06935	STRPU_19160
OG0001007	ORYLA17844	STRPU_19408
OG0001008	ORYLA10968, ORYLA12088	STRPU_12298
OG0001009	ORYLA10070, ORYLA02205	STRPU_08468, STRPU_08469
OG0001016	ORYLA08912	STRPU_13418
OG0001016	ORYLA08838	STRPU_22033
OG0001017	ORYLA15745	STRPU_22555
OG0001018	ORYLA04621	STRPU_17343, STRPU_17363
OG0001021	ORYLA19735	STRPU_20988
OG0001022	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093	STRPU_06174, STRPU_06175
OG0001023	ORYLA11181, ORYLA12354, ORYLA13986	STRPU_11672
OG0001024	ORYLA18366	STRPU_04853
OG0001026	ORYLA08000, ORYLA00251, ORYLA17169	STRPU_08439
OG0001027	ORYLA10175	STRPU_19450, STRPU_19451, STRPU_19445, STRPU_19447, STRPU_21612, STRPU_21611, STRPU_21613, STRPU_19955, STRPU_01186
OG0001028	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310	STRPU_26808
OG0001029	ORYLA15182, ORYLA07577	STRPU_25961, STRPU_00221
OG0001029	ORYLA04296, ORYLA09423, ORYLA11605, ORYLA05963, ORYLA02036	STRPU_17667, STRPU_02254
OG0001030	ORYLA06855, ORYLA12212	STRPU_26818
OG0001030	ORYLA11995, ORYLA10701, ORYLA05220	STRPU_20834, STRPU_20871
OG0001031	ORYLA05281	STRPU_04858
OG0001032	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152	STRPU_20417
OG0001033	ORYLA02412, ORYLA17551	STRPU_04287, STRPU_04317
OG0001033	ORYLA13566, ORYLA13207	STRPU_01715, STRPU_16742
OG0001034	ORYLA16497, ORYLA08333, ORYLA09185	STRPU_13818
OG0001036	ORYLA15963, ORYLA02163, ORYLA05632	STRPU_24843
OG0001037	ORYLA18034, ORYLA02947, ORYLA08956	STRPU_19516
OG0001038	ORYLA00365, ORYLA00910, ORYLA05052, ORYLA00017	STRPU_10126
OG0001039	ORYLA17932	STRPU_14369
OG0001039	ORYLA14221	STRPU_23336
OG0001042	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093	STRPU_23315
OG0001046	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732	STRPU_08450
OG0001047	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025	STRPU_06132, STRPU_06105
OG0001048	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597	STRPU_04789, STRPU_04416
OG0001049	ORYLA13294, ORYLA06586	STRPU_11147
OG0001049	ORYLA03790, ORYLA15642	STRPU_10627
OG0001050	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038	STRPU_02998
OG0001052	ORYLA04967, ORYLA04966, ORYLA02277	STRPU_04346
OG0001053	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475	STRPU_13953
OG0001053	ORYLA20458	STRPU_04183
OG0001054	ORYLA05817, ORYLA00804, ORYLA00542, ORYLA16915, ORYLA16783, ORYLA01880, ORYLA05818	STRPU_08413
OG0001057	ORYLA09608, ORYLA01089	STRPU_07715
OG0001058	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823	STRPU_03447
OG0001059	ORYLA07025, ORYLA11863	STRPU_08067
OG0001060	ORYLA11754	STRPU_04924
OG0001062	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265	STRPU_18503
OG0001063	ORYLA04692	STRPU_21392
OG0001065	ORYLA10407, ORYLA11700	STRPU_20677
OG0001066	ORYLA11478	STRPU_23439, STRPU_00998
OG0001067	ORYLA09765, ORYLA19474	STRPU_21138
OG0001068	ORYLA08837, ORYLA01885, ORYLA05843	STRPU_11367
OG0001072	ORYLA17591	STRPU_15409
OG0001072	ORYLA18588	STRPU_05942, STRPU_14672
OG0001073	ORYLA01147, ORYLA12256	STRPU_05291
OG0001075	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387	STRPU_24305
OG0001076	ORYLA04025, ORYLA03193, ORYLA12782	STRPU_05726
OG0001077	ORYLA06555	STRPU_13910, STRPU_13926
OG0001077	ORYLA01775	STRPU_13772
OG0001078	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617	STRPU_12443
OG0001079	ORYLA13958, ORYLA14764, ORYLA20201	STRPU_23714
OG0001080	ORYLA06070	STRPU_13224, STRPU_13236
OG0001080	ORYLA01954, ORYLA12745	STRPU_17890
OG0001081	ORYLA12631, ORYLA12630	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201
OG0001082	ORYLA16190, ORYLA14374	STRPU_13255
OG0001083	ORYLA08355, ORYLA01216, ORYLA10438	STRPU_10283
OG0001084	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417	STRPU_17793
OG0001085	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405	STRPU_23261
OG0001086	ORYLA03507, ORYLA10518, ORYLA10517, ORYLA01082, ORYLA04201	STRPU_21213
OG0001089	ORYLA06013, ORYLA06012	STRPU_03381
OG0001092	ORYLA00474	STRPU_05311
OG0001092	ORYLA00476	STRPU_05313
OG0001093	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876	STRPU_24029, STRPU_02634, STRPU_24028
OG0001094	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201	STRPU_20715
OG0001095	ORYLA13938, ORYLA08700, ORYLA02122	STRPU_23398
OG0001096	ORYLA08777, ORYLA09557	STRPU_15056
OG0001101	ORYLA10929	STRPU_22666
OG0001102	ORYLA05217	STRPU_20723
OG0001102	ORYLA05138, ORYLA20024	STRPU_21599
OG0001103	ORYLA08995	STRPU_24820
OG0001104	ORYLA12177	STRPU_22549
OG0001105	ORYLA03632	STRPU_23184
OG0001106	ORYLA20354	STRPU_26780, STRPU_26785, STRPU_26795
OG0001107	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544	STRPU_06343, STRPU_06297
OG0001108	ORYLA14450	STRPU_22947
OG0001108	ORYLA18375	STRPU_14644
OG0001109	ORYLA16661, ORYLA14078	STRPU_24971
OG0001110	ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020	STRPU_19561
OG0001112	ORYLA12894, ORYLA09914, ORYLA08799	STRPU_06366
OG0001113	ORYLA16987	STRPU_05723, STRPU_05716
OG0001113	ORYLA03611	STRPU_06421
OG0001113	ORYLA00138	STRPU_26700
OG0001114	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778	STRPU_22227
OG0001115	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923	STRPU_10401, STRPU_24915
OG0001116	ORYLA08841	STRPU_22022
OG0001117	ORYLA06972, ORYLA06971, ORYLA14305	STRPU_13251
OG0001119	ORYLA09259	STRPU_24854
OG0001120	ORYLA09736	STRPU_25444
OG0001120	ORYLA03903, ORYLA01234	STRPU_25447
OG0001121	ORYLA05153, ORYLA20092	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317
OG0001123	ORYLA09262	STRPU_22432
OG0001123	ORYLA17703	STRPU_14651, STRPU_16654
OG0001124	ORYLA08277	STRPU_08314
OG0001124	ORYLA02278	STRPU_19131
OG0001126	ORYLA14267	STRPU_22287
OG0001127	ORYLA06210, ORYLA08911	STRPU_13636, STRPU_02427
OG0001128	ORYLA11339, ORYLA10410, ORYLA03669	STRPU_21281
OG0001129	ORYLA15169, ORYLA12442	STRPU_25428
OG0001129	ORYLA05461	STRPU_25608
OG0001131	ORYLA00774, ORYLA11383	STRPU_21509
OG0001132	ORYLA15693	STRPU_27222
OG0001133	ORYLA01655	STRPU_20402
OG0001133	ORYLA02500	STRPU_18983
OG0001134	ORYLA16671	STRPU_01420, STRPU_08748
OG0001135	ORYLA18988, ORYLA08362, ORYLA16838, ORYLA16856	STRPU_12730, STRPU_05675
OG0001136	ORYLA13203, ORYLA06530, ORYLA12133	STRPU_27024
OG0001137	ORYLA03035, ORYLA00090, ORYLA03842	STRPU_21237
OG0001138	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997	STRPU_22267
OG0001139	ORYLA14857, ORYLA11008	STRPU_12820
OG0001140	ORYLA05368, ORYLA02157, ORYLA10675	STRPU_07640
OG0001141	ORYLA02472, ORYLA17498	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335
OG0001142	ORYLA07693	STRPU_24402
OG0001143	ORYLA11035, ORYLA12195, ORYLA06058	STRPU_23389
OG0001144	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835	STRPU_23771
OG0001146	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425	STRPU_10664
OG0001148	ORYLA01854, ORYLA05396	STRPU_25456
OG0001149	ORYLA01670, ORYLA13258	STRPU_19355, STRPU_19354
OG0001155	ORYLA03252	STRPU_14984, STRPU_14953
OG0001156	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003	STRPU_14120
OG0001158	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120	STRPU_10745
OG0001159	ORYLA10160, ORYLA05356	STRPU_24359
OG0001160	ORYLA11144, ORYLA18207	STRPU_12451
OG0001161	ORYLA14942, ORYLA12582, ORYLA02883	STRPU_22036
OG0001162	ORYLA03278, ORYLA04547, ORYLA08795	STRPU_03142, STRPU_02971
OG0001163	ORYLA08093, ORYLA04995	STRPU_04187
OG0001165	ORYLA11504	STRPU_24458
OG0001165	ORYLA09619	STRPU_06392
OG0001166	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465	STRPU_05433, STRPU_05428
OG0001167	ORYLA10169, ORYLA12428, ORYLA04713	STRPU_21389
OG0001168	ORYLA01742, ORYLA14387, ORYLA15300	STRPU_25599
OG0001169	ORYLA03593	STRPU_09862
OG0001170	ORYLA03658	STRPU_17744
OG0001171	ORYLA09088	STRPU_07714
OG0001171	ORYLA11731, ORYLA02030, ORYLA05693, ORYLA15553	STRPU_07717
OG0001172	ORYLA08914, ORYLA06213, ORYLA09461	STRPU_24079
OG0001172	ORYLA09708, ORYLA16481	STRPU_24935
OG0001175	ORYLA17323, ORYLA17834, ORYLA02704	STRPU_24799, STRPU_24557
OG0001176	ORYLA14922	STRPU_26904
OG0001177	ORYLA07071	STRPU_24518
OG0001177	ORYLA17818	STRPU_25236
OG0001178	ORYLA12858	STRPU_01155, STRPU_18301
OG0001178	ORYLA09479	STRPU_06875
OG0001179	ORYLA12445	STRPU_26217, STRPU_26015
OG0001179	ORYLA14131	STRPU_25325
OG0001180	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281
OG0001181	ORYLA09302, ORYLA06967, ORYLA16422	STRPU_02570, STRPU_13125
OG0001182	ORYLA04656, ORYLA10537, ORYLA17798, ORYLA12681	STRPU_08804, STRPU_18187, STRPU_08660, STRPU_08805
OG0001183	ORYLA16340, ORYLA08337	STRPU_23983
OG0001184	ORYLA01867	STRPU_19999
OG0001184	ORYLA12325	STRPU_09552
OG0001185	ORYLA01991, ORYLA19744, ORYLA04885	STRPU_07407
OG0001186	ORYLA06474, ORYLA12462, ORYLA14584	STRPU_26002
OG0001186	ORYLA12305	STRPU_25391
OG0001187	ORYLA14064	STRPU_13244
OG0001188	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742	STRPU_21827
OG0001190	ORYLA10580, ORYLA14507, ORYLA10859	STRPU_10662
