Orthogroup	ORYLA	APOSC_ok
OG0001189	ORYLA20265, ORYLA15490, ORYLA10691, ORYLA11979, ORYLA07034	APOSC_16284, APOSC_02204
OG0001190	ORYLA10580, ORYLA14507, ORYLA10859	APOSC_04573
OG0001191	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865	APOSC_16893
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783	APOSC_17916
OG0001197	ORYLA13277	APOSC_08492
OG0001198	ORYLA10310, ORYLA13600	APOSC_22302
OG0001198	ORYLA15038	APOSC_22586
OG0001199	ORYLA11679	APOSC_23577
OG0001201	ORYLA15310	APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440
OG0001202	ORYLA09275	APOSC_09292, APOSC_07425, APOSC_23731
OG0001204	ORYLA04102, ORYLA03247	APOSC_02297, APOSC_24480
OG0001205	ORYLA11970, ORYLA10540	APOSC_09031
OG0001207	ORYLA09156, ORYLA16388, ORYLA08504	APOSC_12551
OG0001208	ORYLA06825, ORYLA09868, ORYLA01795	APOSC_16730
OG0001209	ORYLA07316, ORYLA00319	APOSC_10899
OG0001210	ORYLA11799	APOSC_23126
OG0001210	ORYLA06775	APOSC_24521, APOSC_24519, APOSC_24520
OG0001211	ORYLA20079, ORYLA07900	APOSC_18685
OG0001213	ORYLA08112	APOSC_26742
OG0001213	ORYLA02321	APOSC_18014, APOSC_16372
OG0001214	ORYLA10993	APOSC_14933, APOSC_14935, APOSC_14934
OG0001215	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222	APOSC_13978
OG0001216	ORYLA07420	APOSC_27401, APOSC_24924
OG0001216	ORYLA12067, ORYLA15267	APOSC_01787
OG0001217	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595	APOSC_19625
OG0001218	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468	APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368
OG0001219	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777	APOSC_17654
OG0001220	ORYLA02345	APOSC_05642
OG0001221	ORYLA07491	APOSC_24815
OG0001223	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963	APOSC_26454
OG0001224	ORYLA16020	APOSC_21055
OG0001225	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488	APOSC_15265
OG0001226	ORYLA02207	APOSC_06917, APOSC_04394, APOSC_01427
OG0001231	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275	APOSC_20643
OG0001232	ORYLA17130	APOSC_26473, APOSC_20135, APOSC_14799, APOSC_26965, APOSC_10973, APOSC_18148
OG0001235	ORYLA16914, ORYLA20442	APOSC_29053, APOSC_20948, APOSC_10858, APOSC_15135, APOSC_00513, APOSC_16180, APOSC_10129, APOSC_29054
OG0001235	ORYLA06221, ORYLA03888, ORYLA19339	APOSC_28127, APOSC_08133
OG0001236	ORYLA05535	APOSC_08290, APOSC_12875
OG0001237	ORYLA14669	APOSC_10087
OG0001238	ORYLA01295	APOSC_09179
OG0001239	ORYLA14159, ORYLA20197	APOSC_03435
OG0001240	ORYLA06112, ORYLA12695, ORYLA20300, ORYLA12696, ORYLA06113, ORYLA02471, ORYLA17502	APOSC_24416, APOSC_24417
OG0001241	ORYLA15497	APOSC_23343
OG0001241	ORYLA01008	APOSC_04462
OG0001242	ORYLA09141, ORYLA18475	APOSC_15728, APOSC_21012
OG0001243	ORYLA07317, ORYLA07318, ORYLA12130	APOSC_18938
OG0001246	ORYLA08383	APOSC_15436, APOSC_15437
OG0001247	ORYLA10879, ORYLA15933, ORYLA18030	APOSC_08850
OG0001248	ORYLA08537, ORYLA07036, ORYLA14359, ORYLA16193	APOSC_19998
OG0001249	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089	APOSC_06543
OG0001250	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768	APOSC_01792
OG0001251	ORYLA08970	APOSC_09632
OG0001252	ORYLA19528, ORYLA08946, ORYLA13487	APOSC_19009
OG0001253	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691	APOSC_11036
OG0001254	ORYLA12036, ORYLA14643	APOSC_13372
OG0001256	ORYLA10228	APOSC_14777, APOSC_14776
OG0001262	ORYLA02427	APOSC_09805, APOSC_09807, APOSC_09806, APOSC_09804, APOSC_24190
OG0001263	ORYLA07820, ORYLA17132	APOSC_14146
OG0001264	ORYLA13965, ORYLA12302, ORYLA02150	APOSC_15051, APOSC_15050
OG0001266	ORYLA09233, ORYLA07109, ORYLA14460	APOSC_00128, APOSC_00129
OG0001267	ORYLA18685	APOSC_17932
OG0001267	ORYLA17985, ORYLA00677	APOSC_02561
OG0001268	ORYLA00335	APOSC_21922
OG0001268	ORYLA15813	APOSC_07653
OG0001270	ORYLA07988	APOSC_07392
OG0001270	ORYLA18804	APOSC_26062
OG0001271	ORYLA09251, ORYLA07889, ORYLA14013	APOSC_28116
OG0001272	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178	APOSC_02691, APOSC_10352, APOSC_17558, APOSC_25634
OG0001273	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660	APOSC_21600
OG0001274	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123	APOSC_21306
OG0001275	ORYLA11543	APOSC_18046
OG0001276	ORYLA03566, ORYLA18522, ORYLA01477	APOSC_09906, APOSC_09905, APOSC_02286, APOSC_02287
OG0001278	ORYLA16678, ORYLA00727	APOSC_09194
OG0001278	ORYLA13327	APOSC_22330
OG0001279	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122	APOSC_10701
OG0001280	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452	APOSC_27519, APOSC_27518
OG0001282	ORYLA04230, ORYLA10205, ORYLA08831	APOSC_02603, APOSC_02605
OG0001283	ORYLA08577, ORYLA10812	APOSC_11886, APOSC_04707
OG0001284	ORYLA09027	APOSC_07511
OG0001284	ORYLA01634, ORYLA14635	APOSC_23659
OG0001287	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961	APOSC_06831
OG0001288	ORYLA14902, ORYLA02420	APOSC_05127
OG0001290	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829	APOSC_26089
OG0001291	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147	APOSC_25701
OG0001292	ORYLA09364, ORYLA10046	APOSC_09434, APOSC_09433
OG0001293	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584	APOSC_02639
OG0001294	ORYLA10122	APOSC_15979, APOSC_15980, APOSC_15981
OG0001295	ORYLA09900	APOSC_18506, APOSC_18505
OG0001296	ORYLA07385, ORYLA00095, ORYLA19357	APOSC_21716
OG0001297	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085	APOSC_13620, APOSC_10275
OG0001300	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280	APOSC_28359, APOSC_24410, APOSC_00939
OG0001302	ORYLA12923	APOSC_13642
OG0001302	ORYLA05687	APOSC_27436
OG0001305	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351	APOSC_04550
OG0001306	ORYLA06638, ORYLA13454	APOSC_25565
OG0001308	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817	APOSC_19468
OG0001309	ORYLA18337, ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200, ORYLA06422	APOSC_28082, APOSC_26759
OG0001310	ORYLA10760	APOSC_16039
OG0001310	ORYLA12263	APOSC_12794
OG0001311	ORYLA02079, ORYLA06081	APOSC_06535, APOSC_06536
OG0001311	ORYLA06033, ORYLA01860	APOSC_26409
OG0001312	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134	APOSC_18881, APOSC_02695, APOSC_01193, APOSC_01192
OG0001315	ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636	APOSC_23156, APOSC_08359, APOSC_08360, APOSC_13377, APOSC_11677, APOSC_04724, APOSC_21291
OG0001316	ORYLA12796, ORYLA09110, ORYLA01031	APOSC_24096, APOSC_24095
OG0001317	ORYLA11270	APOSC_08113
OG0001318	ORYLA08255	APOSC_20047
OG0001318	ORYLA09731	APOSC_08207
OG0001319	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481	APOSC_07704
OG0001320	ORYLA11905	APOSC_12164
OG0001321	ORYLA19802, ORYLA06811, ORYLA13481, ORYLA13483, ORYLA06093	APOSC_09384
OG0001322	ORYLA12031	APOSC_08768
OG0001322	ORYLA03496	APOSC_06842
OG0001324	ORYLA08370	APOSC_00820
OG0001326	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758	APOSC_23911
OG0001327	ORYLA15316	APOSC_03248
OG0001327	ORYLA11280, ORYLA14397	APOSC_16461
OG0001329	ORYLA10954, ORYLA14747	APOSC_28234
OG0001330	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273	APOSC_03934, APOSC_03936, APOSC_03935
OG0001332	ORYLA07497	APOSC_26743
OG0001333	ORYLA17399, ORYLA07772	APOSC_19820
OG0001337	ORYLA02348, ORYLA17664, ORYLA06931	APOSC_06896
OG0001341	ORYLA14314	APOSC_25206
OG0001344	ORYLA02700	APOSC_01831
OG0001345	ORYLA15535	APOSC_20488
OG0001348	ORYLA19323	APOSC_29006
OG0001348	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010	APOSC_29007, APOSC_29008
OG0001350	ORYLA06653	APOSC_19044, APOSC_01928, APOSC_01807, APOSC_12828, APOSC_28227
OG0001351	ORYLA04330	APOSC_12255, APOSC_12254
OG0001352	ORYLA17415, ORYLA09343, ORYLA14143	APOSC_09016, APOSC_09015, APOSC_00670, APOSC_22722, APOSC_00899
OG0001353	ORYLA11826	APOSC_06612
OG0001353	ORYLA06297, ORYLA20269	APOSC_25721
OG0001354	ORYLA17236	APOSC_23529
OG0001355	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331	APOSC_12249
OG0001356	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021, ORYLA16052	APOSC_18143
OG0001357	ORYLA07719, ORYLA10513, ORYLA03046	APOSC_06611
OG0001358	ORYLA11553	APOSC_25741
OG0001359	ORYLA13603, ORYLA10324, ORYLA12621, ORYLA05730	APOSC_05796
OG0001361	ORYLA12083, ORYLA10943	APOSC_10076
OG0001363	ORYLA06964, ORYLA02934	APOSC_13047, APOSC_04146, APOSC_25033
OG0001364	ORYLA07287, ORYLA06962	APOSC_01652
OG0001365	ORYLA09935, ORYLA07169, ORYLA00431	APOSC_19776, APOSC_19497, APOSC_08816, APOSC_19184
OG0001366	ORYLA19471	APOSC_16257
OG0001367	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559	APOSC_02909
OG0001368	ORYLA04793, ORYLA11335, ORYLA10470	APOSC_19224
OG0001369	ORYLA13851, ORYLA13852, ORYLA13773, ORYLA14398	APOSC_00594, APOSC_00593
OG0001370	ORYLA12598, ORYLA14966	APOSC_20803, APOSC_20802, APOSC_05081
OG0001370	ORYLA18543	APOSC_27098
OG0001371	ORYLA00720	APOSC_04765, APOSC_24656, APOSC_24655, APOSC_12215
OG0001372	ORYLA13141	APOSC_13607
OG0001373	ORYLA16751, ORYLA16639, ORYLA08259, ORYLA07770	APOSC_10593
OG0001374	ORYLA12417, ORYLA12418	APOSC_13404
OG0001375	ORYLA11959, ORYLA01972, ORYLA01971	APOSC_01077
OG0001376	ORYLA03122, ORYLA05570, ORYLA09409, ORYLA08741	APOSC_00252
OG0001377	ORYLA07389, ORYLA04674	APOSC_17837
OG0001378	ORYLA17783, ORYLA02855, ORYLA04943, ORYLA00326, ORYLA01139, ORYLA01326	APOSC_25235
OG0001379	ORYLA06942, ORYLA12825, ORYLA01022, ORYLA01021, ORYLA04265	APOSC_16176
OG0001380	ORYLA04452, ORYLA03211, ORYLA01164, ORYLA00371	APOSC_08860, APOSC_27915
OG0001381	ORYLA13157, ORYLA12338, ORYLA02912, ORYLA18091	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539
OG0001382	ORYLA16357	APOSC_27796, APOSC_27799, APOSC_27795, APOSC_27797, APOSC_27798
OG0001384	ORYLA08770, ORYLA03152, ORYLA09543	APOSC_23265
OG0001388	ORYLA04165, ORYLA01262	APOSC_08589
OG0001389	ORYLA12186, ORYLA07219, ORYLA20465	APOSC_23942
OG0001394	ORYLA01445	APOSC_06779, APOSC_06780
OG0001395	ORYLA10336, ORYLA12492, ORYLA01370, ORYLA08821	APOSC_17993
OG0001397	ORYLA01225, ORYLA05017	APOSC_16804
OG0001397	ORYLA08172	APOSC_15929
OG0001399	ORYLA04243	APOSC_04275
OG0001399	ORYLA18690	APOSC_15359
OG0001400	ORYLA08237, ORYLA17207, ORYLA09903, ORYLA01837, ORYLA05625	APOSC_16578, APOSC_16577
OG0001402	ORYLA17574, ORYLA03602	APOSC_08403, APOSC_08404
OG0001403	ORYLA17267	APOSC_22719, APOSC_14048, APOSC_27540
OG0001404	ORYLA20012	APOSC_26753
OG0001405	ORYLA12568, ORYLA05423	APOSC_27750
OG0001405	ORYLA07257	APOSC_16445
OG0001406	ORYLA13300, ORYLA07680, ORYLA01398	APOSC_16330
OG0001408	ORYLA02846, ORYLA00579, ORYLA08954	APOSC_19450, APOSC_19451
OG0001409	ORYLA05905, ORYLA01929, ORYLA09977	APOSC_14068, APOSC_14069
OG0001410	ORYLA16518	APOSC_18435
OG0001410	ORYLA09213	APOSC_02633
OG0001411	ORYLA12881	APOSC_10503, APOSC_27904
OG0001412	ORYLA17594	APOSC_01812
OG0001413	ORYLA17782	APOSC_20512
OG0001414	ORYLA05226	APOSC_07127
OG0001414	ORYLA18972	APOSC_08515
OG0001415	ORYLA17926	APOSC_10475, APOSC_25795
OG0001416	ORYLA16022, ORYLA14442	APOSC_03441, APOSC_03440
OG0001417	ORYLA00545	APOSC_06594
OG0001418	ORYLA17080, ORYLA13376, ORYLA13151, ORYLA06383, ORYLA02393	APOSC_27061
OG0001419	ORYLA04900, ORYLA20043, ORYLA20042, ORYLA10533	APOSC_12852
OG0001420	ORYLA10419, ORYLA20224, ORYLA16034, ORYLA13711, ORYLA13830, ORYLA10876	APOSC_10402
OG0001421	ORYLA11990, ORYLA11681	APOSC_15996
OG0001422	ORYLA08800, ORYLA05608, ORYLA05609, ORYLA09888	APOSC_14929
OG0001423	ORYLA06105, ORYLA06106, ORYLA19580, ORYLA13563, ORYLA00859, ORYLA17104	APOSC_06986, APOSC_06987
OG0001424	ORYLA13598	APOSC_09916
OG0001425	ORYLA11812, ORYLA14660, ORYLA02799, ORYLA17328	APOSC_26741, APOSC_26740
OG0001427	ORYLA20270, ORYLA07026, ORYLA11867	APOSC_07658
OG0001428	ORYLA15651, ORYLA13762, ORYLA18311, ORYLA05873, ORYLA01893	APOSC_06360, APOSC_19650, APOSC_18933, APOSC_19652, APOSC_19651
OG0001429	ORYLA09352, ORYLA05975, ORYLA11873	APOSC_27011, APOSC_27010
OG0001429	ORYLA11872	APOSC_27009
OG0001430	ORYLA11790, ORYLA01079, ORYLA10149, ORYLA03115, ORYLA03625	APOSC_10425
OG0001431	ORYLA06418, ORYLA16444	APOSC_03549, APOSC_03550
OG0001432	ORYLA11304	APOSC_10777
OG0001433	ORYLA10563, ORYLA19887, ORYLA02213, ORYLA05137	APOSC_21534, APOSC_21533
OG0001434	ORYLA11926	APOSC_06186, APOSC_02988, APOSC_12550
OG0001436	ORYLA09342, ORYLA06774	APOSC_05330, APOSC_05328, APOSC_05329
OG0001437	ORYLA09273, ORYLA06548, ORYLA09274	APOSC_06789
OG0001440	ORYLA06607, ORYLA09297	APOSC_20481
OG0001441	ORYLA05650, ORYLA02185, ORYLA19944, ORYLA11690, ORYLA11689	APOSC_07931
OG0001445	ORYLA18556, ORYLA03367, ORYLA03366	APOSC_01766
OG0001446	ORYLA03689	APOSC_00923, APOSC_00922, APOSC_10170, APOSC_16223, APOSC_07679, APOSC_25660
OG0001447	ORYLA10401, ORYLA03364, ORYLA11793	APOSC_07024, APOSC_07026, APOSC_07025, APOSC_07023
OG0001449	ORYLA11305	APOSC_12099
OG0001449	ORYLA09746	APOSC_00496
OG0001451	ORYLA17593	APOSC_16226
OG0001451	ORYLA14632	APOSC_16661
OG0001452	ORYLA17672, ORYLA12044, ORYLA18698	APOSC_06149
OG0001453	ORYLA06111, ORYLA12155	APOSC_02976
OG0001454	ORYLA03869, ORYLA10714	APOSC_10077
OG0001455	ORYLA12940, ORYLA17467, ORYLA13172, ORYLA06381, ORYLA00256, ORYLA17114	APOSC_20486
OG0001456	ORYLA10215	APOSC_10360, APOSC_00503
OG0001457	ORYLA05130, ORYLA01846, ORYLA05144, ORYLA02210, ORYLA05145	APOSC_00612
OG0001459	ORYLA16343	APOSC_03007, APOSC_19515
OG0001460	ORYLA02314	APOSC_17898
OG0001460	ORYLA08107, ORYLA05005	APOSC_12171
OG0001461	ORYLA19866	APOSC_22593, APOSC_22594
OG0001462	ORYLA11791	APOSC_13848
OG0001463	ORYLA12639, ORYLA12308	APOSC_16275
OG0001464	ORYLA09804, ORYLA08394, ORYLA05677, ORYLA16104, ORYLA14378	APOSC_00690
OG0001465	ORYLA16128	APOSC_28148, APOSC_09134
OG0001466	ORYLA11704	APOSC_10971
OG0001466	ORYLA01209	APOSC_14104
OG0001467	ORYLA18147	APOSC_21011
OG0001467	ORYLA03144	APOSC_12095
OG0001468	ORYLA08601, ORYLA08600, ORYLA09151, ORYLA06717	APOSC_26571
OG0001469	ORYLA05419	APOSC_12521
OG0001470	ORYLA03759	APOSC_15496
OG0001472	ORYLA05712	APOSC_03478
OG0001472	ORYLA15948	APOSC_26882
OG0001473	ORYLA00647, ORYLA16961, ORYLA16960	APOSC_25378, APOSC_24554
OG0001474	ORYLA07769	APOSC_28339
OG0001475	ORYLA13842, ORYLA15634	APOSC_19285, APOSC_00671
OG0001476	ORYLA10593, ORYLA03172, ORYLA04062	APOSC_20045
OG0001478	ORYLA11904	APOSC_12978
OG0001478	ORYLA07755	APOSC_11937
OG0001479	ORYLA13290, ORYLA16589, ORYLA18144, ORYLA02932	APOSC_29168
OG0001480	ORYLA01857, ORYLA05529, ORYLA05528	APOSC_05352
OG0001481	ORYLA11569, ORYLA10733, ORYLA11881	APOSC_24916
OG0001482	ORYLA07921, ORYLA16884, ORYLA02763, ORYLA17970, ORYLA04390	APOSC_19050
OG0001484	ORYLA15816, ORYLA13829, ORYLA13710	APOSC_25021, APOSC_13556
OG0001485	ORYLA12718, ORYLA14982, ORYLA17705, ORYLA02318	APOSC_23085, APOSC_23084, APOSC_23083
OG0001486	ORYLA13675, ORYLA11156, ORYLA15307, ORYLA16351, ORYLA12057	APOSC_27432
OG0001487	ORYLA15269, ORYLA05370, ORYLA02156	APOSC_08783
OG0001489	ORYLA12865, ORYLA06627, ORYLA02403, ORYLA13145	APOSC_17497, APOSC_17496
OG0001490	ORYLA00195, ORYLA04616, ORYLA07533, ORYLA10697, ORYLA03495	APOSC_22165
OG0001492	ORYLA16834, ORYLA17613	APOSC_14714
OG0001493	ORYLA08069, ORYLA05112	APOSC_12580
OG0001495	ORYLA20241	APOSC_01292
OG0001496	ORYLA01505	APOSC_09640, APOSC_09641, APOSC_02129, APOSC_24932, APOSC_13192, APOSC_06926
OG0001500	ORYLA07552, ORYLA09604	APOSC_10163, APOSC_10164
OG0001501	ORYLA10661, ORYLA10605	APOSC_12106, APOSC_12104, APOSC_12107
OG0001502	ORYLA17055	APOSC_05753, APOSC_21241
OG0001503	ORYLA13177	APOSC_07503
OG0001503	ORYLA17046, ORYLA17047	APOSC_29093
OG0001504	ORYLA15456	APOSC_05548
OG0001505	ORYLA08833, ORYLA07422	APOSC_21083, APOSC_06533
OG0001506	ORYLA07141, ORYLA16222	APOSC_17974, APOSC_17975
OG0001507	ORYLA10103, ORYLA04138	APOSC_20414
OG0001508	ORYLA12347, ORYLA14625, ORYLA16349, ORYLA16350	APOSC_21339, APOSC_21338
OG0001509	ORYLA12274, ORYLA03612	APOSC_27811
OG0001510	ORYLA17456, ORYLA16556, ORYLA16557, ORYLA13247	APOSC_12053, APOSC_12055
OG0001511	ORYLA03620, ORYLA06342, ORYLA07444	APOSC_07488, APOSC_26249
OG0001513	ORYLA09815, ORYLA12242, ORYLA15965	APOSC_13909
OG0001515	ORYLA04533, ORYLA17572	APOSC_23285
OG0001517	ORYLA17447, ORYLA08991	APOSC_10273
OG0001518	ORYLA06952, ORYLA20178	APOSC_04576, APOSC_19442, APOSC_19441
OG0001520	ORYLA02116, ORYLA11477	APOSC_18603
OG0001521	ORYLA13147, ORYLA17656, ORYLA02478, ORYLA06177	APOSC_26269
OG0001523	ORYLA11194, ORYLA15086	APOSC_03544, APOSC_08741
OG0001524	ORYLA00012, ORYLA05046	APOSC_18612
OG0001524	ORYLA12443	APOSC_18631
OG0001525	ORYLA17631	APOSC_11644
OG0001526	ORYLA17247, ORYLA02495, ORYLA16611	APOSC_21222, APOSC_12286
OG0001527	ORYLA02867	APOSC_26650
OG0001527	ORYLA20388, ORYLA20389	APOSC_04022
OG0001528	ORYLA07415, ORYLA09313, ORYLA06618	APOSC_14510
OG0001529	ORYLA13719, ORYLA14481	APOSC_03920
OG0001531	ORYLA04648, ORYLA13539, ORYLA01320, ORYLA03926	APOSC_14320
OG0001532	ORYLA16027, ORYLA07446, ORYLA06821, ORYLA18344	APOSC_13448
OG0001533	ORYLA09911, ORYLA08628, ORYLA09442	APOSC_28817, APOSC_28816
OG0001534	ORYLA16942, ORYLA16536, ORYLA07761, ORYLA07727, ORYLA07726	APOSC_07636
OG0001536	ORYLA05223, ORYLA02265	APOSC_15383
OG0001538	ORYLA05212	APOSC_23666, APOSC_28290, APOSC_04002, APOSC_24317
OG0001545	ORYLA02532, ORYLA14957, ORYLA05722	APOSC_17565
OG0001546	ORYLA05229	APOSC_12494
OG0001549	ORYLA14761, ORYLA11227, ORYLA13790, ORYLA15912, ORYLA13679	APOSC_07982, APOSC_07983
OG0001550	ORYLA06718, ORYLA09149	APOSC_09615, APOSC_26524
OG0001551	ORYLA10506, ORYLA10505	APOSC_25143
OG0001552	ORYLA13846	APOSC_04223, APOSC_20203
OG0001553	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887	APOSC_17818, APOSC_17817, APOSC_17816
OG0001554	ORYLA04069, ORYLA07551	APOSC_12359
OG0001557	ORYLA12490	APOSC_10213
OG0001557	ORYLA14586	APOSC_21247
OG0001558	ORYLA02757, ORYLA18032, ORYLA19384	APOSC_12692
OG0001559	ORYLA10089, ORYLA11639, ORYLA04343	APOSC_06915
OG0001560	ORYLA18790, ORYLA13615, ORYLA18890	APOSC_19389
OG0001561	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938	APOSC_03964
OG0001562	ORYLA10013	APOSC_17379
OG0001564	ORYLA13495, ORYLA03594, ORYLA01019	APOSC_06037, APOSC_06038
OG0001565	ORYLA05573, ORYLA05572, ORYLA07675, ORYLA06237	APOSC_04430
OG0001566	ORYLA11891, ORYLA13548	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243
OG0001567	ORYLA13058, ORYLA06494	APOSC_14453
OG0001568	ORYLA17084	APOSC_28643
OG0001570	ORYLA03800	APOSC_24457
OG0001571	ORYLA03433	APOSC_08835
OG0001572	ORYLA04283	APOSC_16015, APOSC_16016
OG0001572	ORYLA15272	APOSC_02447
OG0001573	ORYLA20104, ORYLA02801	APOSC_24147, APOSC_24146
OG0001574	ORYLA00590, ORYLA16507, ORYLA08178, ORYLA16646, ORYLA05807	APOSC_16952, APOSC_16951
OG0001575	ORYLA17836	APOSC_20344
OG0001576	ORYLA02374, ORYLA12205	APOSC_19353, APOSC_19354
OG0001578	ORYLA17727, ORYLA00011	APOSC_25871
OG0001579	ORYLA07879	APOSC_00205
OG0001580	ORYLA14282, ORYLA15951, ORYLA12668	APOSC_04582, APOSC_04583
OG0001581	ORYLA10772	APOSC_12012
OG0001582	ORYLA02289, ORYLA04090, ORYLA03534, ORYLA17772	APOSC_09174
OG0001583	ORYLA20413, ORYLA00738, ORYLA05062	APOSC_05042, APOSC_05043, APOSC_05041
OG0001584	ORYLA13120	APOSC_24188
OG0001589	ORYLA16530	APOSC_14644
OG0001590	ORYLA12337	APOSC_05334, APOSC_06008, APOSC_06664
OG0001592	ORYLA14815, ORYLA12423, ORYLA01973	APOSC_24168, APOSC_27291
OG0001593	ORYLA19874, ORYLA00447, ORYLA12153, ORYLA12152, ORYLA19629, ORYLA01620	APOSC_01201, APOSC_17370
OG0001594	ORYLA04061	APOSC_20977
OG0001596	ORYLA16032	APOSC_10562
OG0001597	ORYLA18712	APOSC_09081
OG0001597	ORYLA20326	APOSC_18499
OG0001599	ORYLA16526, ORYLA16525, ORYLA16314	APOSC_03974
OG0001604	ORYLA07645	APOSC_20538
OG0001604	ORYLA03242	APOSC_08984
OG0001605	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098	APOSC_08927, APOSC_24537
OG0001606	ORYLA02818, ORYLA02816	APOSC_09729
OG0001606	ORYLA08120	APOSC_24157
OG0001608	ORYLA06019, ORYLA15351	APOSC_05915, APOSC_24452
OG0001609	ORYLA09645	APOSC_15382
OG0001609	ORYLA14062	APOSC_18863
OG0001610	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728	APOSC_11669, APOSC_11668, APOSC_17468
OG0001611	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043	APOSC_16863
OG0001612	ORYLA05310	APOSC_20257
OG0001613	ORYLA04006, ORYLA00826	APOSC_06867
OG0001614	ORYLA06852	APOSC_25539
OG0001614	ORYLA00725	APOSC_17721
OG0001615	ORYLA15214, ORYLA11232	APOSC_22981, APOSC_22982
OG0001617	ORYLA14328, ORYLA14245, ORYLA15099, ORYLA19860	APOSC_17358, APOSC_17357
OG0001620	ORYLA05887, ORYLA18071, ORYLA06671, ORYLA13474	APOSC_25992
OG0001621	ORYLA16707, ORYLA16984, ORYLA07730	APOSC_06290, APOSC_06292, APOSC_06291
OG0001622	ORYLA04887, ORYLA04886, ORYLA17634	APOSC_24336
OG0001624	ORYLA16062, ORYLA11784, ORYLA15861	APOSC_18447
OG0001627	ORYLA03953, ORYLA10776	APOSC_14367
OG0001628	ORYLA04697	APOSC_13343
OG0001630	ORYLA15131, ORYLA19441	APOSC_00298
OG0001634	ORYLA02609	APOSC_06560
OG0001634	ORYLA12522, ORYLA03396	APOSC_05598
OG0001635	ORYLA01259, ORYLA08815	APOSC_00598
OG0001636	ORYLA19951	APOSC_20219
OG0001638	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381	APOSC_28340
OG0001639	ORYLA14796, ORYLA14797, ORYLA12628, ORYLA12981	APOSC_07448, APOSC_07449
OG0001641	ORYLA16416, ORYLA07882, ORYLA08892, ORYLA06223	APOSC_16997
OG0001642	ORYLA07681, ORYLA02864, ORYLA07682, ORYLA02865	APOSC_01391, APOSC_01390
OG0001643	ORYLA03825, ORYLA03280	APOSC_19563
OG0001644	ORYLA05371	APOSC_08859
OG0001646	ORYLA07909, ORYLA16380	APOSC_08803
OG0001651	ORYLA01203, ORYLA07721, ORYLA05077, ORYLA02543	APOSC_18928, APOSC_18929
OG0001652	ORYLA10454	APOSC_28560
