Orthogroup	ORYLA	APOSJ_ok
OG0000615	ORYLA08744, ORYLA09427, ORYLA04229, ORYLA08832, ORYLA10204, ORYLA12415, ORYLA01393	APOSJ_22324, APOSJ_22321, APOSJ_22323, APOSJ_22322
OG0000616	ORYLA03438	APOSJ_38805, APOSJ_09030, APOSJ_38801, APOSJ_09037, APOSJ_59177, APOSJ_59175, APOSJ_38800, APOSJ_59183, APOSJ_38802, APOSJ_09041, APOSJ_38804, APOSJ_59182, APOSJ_38799, APOSJ_28771, APOSJ_00175, APOSJ_59180, APOSJ_59181, APOSJ_59176, APOSJ_59178, APOSJ_38806, APOSJ_09031, APOSJ_38803, APOSJ_59179, APOSJ_09033, APOSJ_01010, APOSJ_49619, APOSJ_38798, APOSJ_00174
OG0000617	ORYLA14714	APOSJ_18872, APOSJ_49648, APOSJ_45738, APOSJ_45737
OG0000619	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419	APOSJ_15651, APOSJ_15650, APOSJ_43449, APOSJ_43448, APOSJ_43453, APOSJ_06007, APOSJ_43454, APOSJ_06010, APOSJ_40834, APOSJ_43451, APOSJ_43455, APOSJ_49747, APOSJ_41928, APOSJ_49744, APOSJ_49011, APOSJ_49040, APOSJ_49748, APOSJ_59158, APOSJ_59185
OG0000620	ORYLA19434	APOSJ_39438, APOSJ_56026, APOSJ_39312, APOSJ_34854, APOSJ_34853, APOSJ_23054, APOSJ_02024, APOSJ_32800
OG0000623	ORYLA04745	APOSJ_58237, APOSJ_58239
OG0000623	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252
OG0000624	ORYLA17149, ORYLA17995, ORYLA09867	APOSJ_38044, APOSJ_11261, APOSJ_38250, APOSJ_38042, APOSJ_06061, APOSJ_38043, APOSJ_38046, APOSJ_06064, APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610, APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193
OG0000626	ORYLA02187, ORYLA11781, ORYLA19853, ORYLA16067	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173
OG0000627	ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443	APOSJ_30106, APOSJ_30105
OG0000628	ORYLA13552, ORYLA05950, ORYLA12221	APOSJ_34817, APOSJ_34816
OG0000628	ORYLA15555, ORYLA15554, ORYLA05695, ORYLA19646	APOSJ_11646, APOSJ_11647, APOSJ_11644, APOSJ_11645
OG0000629	ORYLA12592	APOSJ_36364
OG0000634	ORYLA14177	APOSJ_28424
OG0000635	ORYLA00054, ORYLA17095	APOSJ_64560, APOSJ_09992
OG0000635	ORYLA03671	APOSJ_04418
OG0000636	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991	APOSJ_03510, APOSJ_03511, APOSJ_03509, APOSJ_03508
OG0000637	ORYLA16896, ORYLA00139	APOSJ_58608, APOSJ_58607, APOSJ_58605, APOSJ_58606
OG0000639	ORYLA02529	APOSJ_22789, APOSJ_22790
OG0000639	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421	APOSJ_29300
OG0000642	ORYLA07221, ORYLA00442, ORYLA00566	APOSJ_55400, APOSJ_08507, APOSJ_61954, APOSJ_09617, APOSJ_09613, APOSJ_09612, APOSJ_61958, APOSJ_61952, APOSJ_09616, APOSJ_35529
OG0000645	ORYLA12725, ORYLA15007	APOSJ_23119, APOSJ_01409
OG0000645	ORYLA00407	APOSJ_58477
OG0000646	ORYLA13497, ORYLA07440	APOSJ_13193, APOSJ_13194
OG0000646	ORYLA07488, ORYLA05442, ORYLA01675	APOSJ_34948, APOSJ_34947, APOSJ_56459, APOSJ_34946, APOSJ_34945, APOSJ_56460, APOSJ_34943
OG0000647	ORYLA00414, ORYLA05088, ORYLA05089	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337
OG0000648	ORYLA08869	APOSJ_31281, APOSJ_31280, APOSJ_62481
OG0000648	ORYLA06524, ORYLA12473, ORYLA12472	APOSJ_03785
OG0000649	ORYLA13751, ORYLA15737, ORYLA02071	APOSJ_14876, APOSJ_62950, APOSJ_09077, APOSJ_14871, APOSJ_09074, APOSJ_62949, APOSJ_62948, APOSJ_62952, APOSJ_57618
OG0000651	ORYLA16106, ORYLA14377, ORYLA06160	APOSJ_14754, APOSJ_57659, APOSJ_57666, APOSJ_01259, APOSJ_01261, APOSJ_07867, APOSJ_01263, APOSJ_60499, APOSJ_12711, APOSJ_12713, APOSJ_60504, APOSJ_30332, APOSJ_60498, APOSJ_60502, APOSJ_57662, APOSJ_57660, APOSJ_57664, APOSJ_57663, APOSJ_60501, APOSJ_57667, APOSJ_01260, APOSJ_12715, APOSJ_01264, APOSJ_01258, APOSJ_07865, APOSJ_12710, APOSJ_12712, APOSJ_36313, APOSJ_57661, APOSJ_14753, APOSJ_60500, APOSJ_01262, APOSJ_12714
OG0000652	ORYLA19493	APOSJ_34548
OG0000654	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809	APOSJ_38864, APOSJ_38862, APOSJ_43370, APOSJ_38861, APOSJ_38865, APOSJ_43371, APOSJ_38863
OG0000657	ORYLA17523, ORYLA17524, ORYLA12065	APOSJ_21913, APOSJ_21912, APOSJ_21911, APOSJ_21909, APOSJ_07790, APOSJ_21910, APOSJ_21914, APOSJ_21908
OG0000660	ORYLA09622, ORYLA19737	APOSJ_10365, APOSJ_10364
OG0000660	ORYLA17770, ORYLA03243	APOSJ_47606, APOSJ_47612
OG0000662	ORYLA20494	APOSJ_39439
OG0000662	ORYLA17182, ORYLA07752, ORYLA17006	APOSJ_54892, APOSJ_18946
OG0000663	ORYLA02202, ORYLA18943	APOSJ_32858, APOSJ_32857, APOSJ_32856, APOSJ_32855, APOSJ_37492, APOSJ_32854, APOSJ_32852, APOSJ_32853
OG0000664	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234	APOSJ_22892, APOSJ_22894, APOSJ_46796, APOSJ_46853, APOSJ_22893, APOSJ_39846, APOSJ_22895, APOSJ_39847
OG0000665	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102	APOSJ_64512, APOSJ_64513, APOSJ_64514, APOSJ_40902, APOSJ_53510, APOSJ_40899, APOSJ_40898, APOSJ_40897, APOSJ_53511, APOSJ_53514, APOSJ_18733, APOSJ_40900, APOSJ_41544, APOSJ_40901, APOSJ_08228, APOSJ_08229
OG0000666	ORYLA15723	APOSJ_38350, APOSJ_40155
OG0000667	ORYLA19371, ORYLA04668	APOSJ_19388, APOSJ_19387, APOSJ_02175, APOSJ_02176, APOSJ_02173
OG0000670	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503	APOSJ_25532, APOSJ_25531
OG0000671	ORYLA16201, ORYLA15719, ORYLA15720, ORYLA13739, ORYLA13700, ORYLA13824, ORYLA11265, ORYLA14680	APOSJ_22422, APOSJ_22425, APOSJ_22424, APOSJ_22421, APOSJ_22423, APOSJ_22420
OG0000672	ORYLA19020	APOSJ_50679, APOSJ_50678
OG0000674	ORYLA05775, ORYLA18358	APOSJ_37872, APOSJ_37277
OG0000675	ORYLA08118, ORYLA04927	APOSJ_33208, APOSJ_39392, APOSJ_46408, APOSJ_39394, APOSJ_39393, APOSJ_39391, APOSJ_39395, APOSJ_22966, APOSJ_32328, APOSJ_22101, APOSJ_22100, APOSJ_29810, APOSJ_41881, APOSJ_61594
OG0000676	ORYLA19352	APOSJ_02079, APOSJ_02078
OG0000676	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910	APOSJ_06120, APOSJ_06122, APOSJ_06117, APOSJ_06121
OG0000680	ORYLA03909, ORYLA06287, ORYLA15087	APOSJ_33409, APOSJ_33410, APOSJ_13086, APOSJ_13083, APOSJ_13084, APOSJ_13082, APOSJ_33413, APOSJ_17019, APOSJ_33412, APOSJ_33411
OG0000680	ORYLA18896	APOSJ_26267
OG0000681	ORYLA00168, ORYLA00958	APOSJ_46254, APOSJ_46255, APOSJ_46257
OG0000681	ORYLA15125	APOSJ_36480, APOSJ_36481
OG0000682	ORYLA04948, ORYLA00891, ORYLA02515	APOSJ_13468, APOSJ_13474
OG0000683	ORYLA19477	APOSJ_64634, APOSJ_64631
OG0000683	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074	APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496
OG0000684	ORYLA15561, ORYLA06293, ORYLA04619	APOSJ_20767, APOSJ_20765, APOSJ_20764, APOSJ_20766, APOSJ_01354, APOSJ_20768, APOSJ_20770, APOSJ_20769
OG0000685	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185	APOSJ_22693, APOSJ_64882, APOSJ_65317
OG0000690	ORYLA02247, ORYLA10616, ORYLA11941	APOSJ_22137, APOSJ_22147, APOSJ_22140
OG0000690	ORYLA07589	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556
OG0000690	ORYLA01395	APOSJ_40458
OG0000691	ORYLA12446, ORYLA07129, ORYLA15301	APOSJ_08695
OG0000691	ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419	APOSJ_28459
OG0000692	ORYLA04625	APOSJ_41742, APOSJ_41741, APOSJ_41740
OG0000693	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700	APOSJ_58900
OG0000693	ORYLA02446	APOSJ_48229, APOSJ_48228
OG0000694	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428	APOSJ_04109, APOSJ_43101
OG0000696	ORYLA11558	APOSJ_06670, APOSJ_42037, APOSJ_42030, APOSJ_06673, APOSJ_06671, APOSJ_06672
OG0000696	ORYLA20017	APOSJ_37186, APOSJ_37185, APOSJ_37184
OG0000697	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196	APOSJ_51766, APOSJ_51767, APOSJ_61682, APOSJ_64946, APOSJ_64535, APOSJ_41504, APOSJ_53618, APOSJ_64536, APOSJ_53614, APOSJ_41510, APOSJ_51765, APOSJ_53615, APOSJ_06578, APOSJ_53617, APOSJ_51762, APOSJ_53616, APOSJ_06580, APOSJ_51763, APOSJ_51761, APOSJ_53613, APOSJ_53892, APOSJ_41512, APOSJ_06583, APOSJ_06581
OG0000698	ORYLA01040, ORYLA11831, ORYLA10489, ORYLA11830	APOSJ_05376
OG0000700	ORYLA14865	APOSJ_57913, APOSJ_33332
OG0000701	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338	APOSJ_08394, APOSJ_43235, APOSJ_43229, APOSJ_51482, APOSJ_08395, APOSJ_08393, APOSJ_43231, APOSJ_43232, APOSJ_43236, APOSJ_43237, APOSJ_43230, APOSJ_08392
OG0000702	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416	APOSJ_54550, APOSJ_52824, APOSJ_54553, APOSJ_54549, APOSJ_03633, APOSJ_44971, APOSJ_03640, APOSJ_44969, APOSJ_54551, APOSJ_44973, APOSJ_44968, APOSJ_44970, APOSJ_44972, APOSJ_54555, APOSJ_54552, APOSJ_54554
OG0000703	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497	APOSJ_58534, APOSJ_58532, APOSJ_58535, APOSJ_58533, APOSJ_58531, APOSJ_19107, APOSJ_58530
OG0000706	ORYLA16017, ORYLA14235	APOSJ_56087
OG0000707	ORYLA08505	APOSJ_19331, APOSJ_39241, APOSJ_19964, APOSJ_39242, APOSJ_19963, APOSJ_45444, APOSJ_39244, APOSJ_19965, APOSJ_45428
OG0000708	ORYLA08879	APOSJ_45434, APOSJ_53914, APOSJ_45436, APOSJ_62756, APOSJ_53912, APOSJ_45435, APOSJ_53916, APOSJ_53910, APOSJ_15345, APOSJ_45433, APOSJ_53915, APOSJ_53911, APOSJ_53913, APOSJ_53917, APOSJ_26993, APOSJ_45438
OG0000708	ORYLA10826, ORYLA20261, ORYLA20260	APOSJ_60449
OG0000709	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881	APOSJ_43701, APOSJ_17180, APOSJ_43703, APOSJ_43702, APOSJ_07562
OG0000710	ORYLA09559, ORYLA01462, ORYLA01950, ORYLA05993	APOSJ_33980, APOSJ_60142, APOSJ_33976
OG0000711	ORYLA18961, ORYLA11207	APOSJ_48094
OG0000712	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433	APOSJ_28649, APOSJ_40940, APOSJ_28648, APOSJ_61191, APOSJ_28645, APOSJ_39987, APOSJ_61194, APOSJ_28650, APOSJ_39981, APOSJ_61193
OG0000713	ORYLA07467, ORYLA04219, ORYLA08824	APOSJ_58098, APOSJ_58097, APOSJ_38731, APOSJ_61007, APOSJ_38740, APOSJ_03584
OG0000715	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499	APOSJ_39071, APOSJ_43533, APOSJ_39067, APOSJ_39068, APOSJ_39070, APOSJ_39073, APOSJ_39069, APOSJ_43529, APOSJ_43531, APOSJ_43530, APOSJ_43528, APOSJ_39074, APOSJ_39066, APOSJ_06586, APOSJ_39072
OG0000716	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971	APOSJ_51263, APOSJ_64313, APOSJ_30671, APOSJ_58360, APOSJ_04541, APOSJ_64317, APOSJ_28316, APOSJ_04539, APOSJ_28321, APOSJ_64315, APOSJ_58359, APOSJ_51255, APOSJ_04542, APOSJ_51259, APOSJ_64318, APOSJ_51262, APOSJ_64316, APOSJ_51264, APOSJ_04540, APOSJ_51261, APOSJ_04543, APOSJ_05409, APOSJ_64314, APOSJ_51260, APOSJ_54870, APOSJ_54869, APOSJ_61592, APOSJ_04538, APOSJ_03939
OG0000717	ORYLA06102	APOSJ_10067, APOSJ_10068
OG0000718	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234	APOSJ_33271, APOSJ_33274, APOSJ_33273, APOSJ_33272
OG0000720	ORYLA02961, ORYLA19803, ORYLA14893	APOSJ_61454, APOSJ_61453, APOSJ_00132, APOSJ_00807, APOSJ_50387, APOSJ_62988, APOSJ_39677, APOSJ_62989, APOSJ_62990, APOSJ_25918, APOSJ_56405, APOSJ_54917, APOSJ_62994, APOSJ_14156, APOSJ_44554, APOSJ_62992, APOSJ_62993, APOSJ_62991, APOSJ_54743, APOSJ_39693, APOSJ_56404, APOSJ_52494, APOSJ_44555
OG0000721	ORYLA03998, ORYLA17258	APOSJ_59489, APOSJ_59488, APOSJ_59487
OG0000721	ORYLA01361, ORYLA04295, ORYLA09422, ORYLA08766, ORYLA11451, ORYLA10770	APOSJ_54963, APOSJ_40791, APOSJ_40790
OG0000722	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212	APOSJ_37621, APOSJ_37620
OG0000725	ORYLA12897	APOSJ_22494
OG0000725	ORYLA14785	APOSJ_44622
OG0000726	ORYLA08613, ORYLA20148	APOSJ_58267, APOSJ_08434, APOSJ_08433, APOSJ_08439
OG0000730	ORYLA06542, ORYLA08864, ORYLA08533, ORYLA13937	APOSJ_04248
OG0000731	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707	APOSJ_34927, APOSJ_08522, APOSJ_19285, APOSJ_34925, APOSJ_34929, APOSJ_08523, APOSJ_34930, APOSJ_08524, APOSJ_34924, APOSJ_34926, APOSJ_34928, APOSJ_08525
OG0000732	ORYLA12890, ORYLA12891	APOSJ_29012, APOSJ_59223
OG0000733	ORYLA10736, ORYLA07377, ORYLA11454	APOSJ_25718
OG0000733	ORYLA04800, ORYLA10355, ORYLA11839	APOSJ_21693, APOSJ_28672
OG0000734	ORYLA02564, ORYLA06887, ORYLA13266	APOSJ_05774, APOSJ_05773
OG0000735	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363	APOSJ_02012, APOSJ_02011, APOSJ_02010, APOSJ_08954
OG0000736	ORYLA05420, ORYLA15781	APOSJ_47303, APOSJ_52918, APOSJ_17400, APOSJ_40460, APOSJ_17398, APOSJ_17403, APOSJ_17402, APOSJ_17191
OG0000737	ORYLA05282, ORYLA02387, ORYLA17956	APOSJ_35772, APOSJ_26465, APOSJ_26468, APOSJ_26470, APOSJ_26471, APOSJ_26466, APOSJ_26469, APOSJ_26467, APOSJ_26464, APOSJ_53789
OG0000740	ORYLA16089, ORYLA05536	APOSJ_00170, APOSJ_00173, APOSJ_00169
OG0000743	ORYLA00778, ORYLA05798, ORYLA00731	APOSJ_24439, APOSJ_22851
OG0000743	ORYLA00777, ORYLA00730, ORYLA16675	APOSJ_25993
OG0000744	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131	APOSJ_39924, APOSJ_39925, APOSJ_39923, APOSJ_26836, APOSJ_39919, APOSJ_39921, APOSJ_55947
OG0000745	ORYLA04864	APOSJ_14587
OG0000746	ORYLA16580, ORYLA00617	APOSJ_57884
OG0000746	ORYLA11534	APOSJ_59275, APOSJ_59274
OG0000748	ORYLA17154	APOSJ_63067, APOSJ_26477, APOSJ_20585, APOSJ_63028, APOSJ_63021, APOSJ_35809, APOSJ_45722, APOSJ_45717, APOSJ_01289, APOSJ_45725, APOSJ_63026, APOSJ_20581, APOSJ_01306, APOSJ_45721, APOSJ_20583, APOSJ_63034, APOSJ_45720, APOSJ_20584, APOSJ_26478, APOSJ_20582
OG0000749	ORYLA07541, ORYLA05251, ORYLA10702	APOSJ_44375, APOSJ_34241, APOSJ_34236, APOSJ_34238, APOSJ_38330, APOSJ_34237, APOSJ_34242, APOSJ_44380, APOSJ_27990, APOSJ_34235, APOSJ_27989, APOSJ_34243, APOSJ_65208, APOSJ_44377, APOSJ_27986, APOSJ_44378, APOSJ_44379, APOSJ_44381, APOSJ_34240, APOSJ_44376, APOSJ_27987, APOSJ_34239, APOSJ_27988, APOSJ_44382
OG0000750	ORYLA10521	APOSJ_40920
OG0000750	ORYLA01307	APOSJ_04519, APOSJ_45654
OG0000751	ORYLA01802, ORYLA10300, ORYLA09790	APOSJ_19337, APOSJ_34414, APOSJ_34397, APOSJ_64577
OG0000752	ORYLA05301	APOSJ_26182, APOSJ_26181
OG0000752	ORYLA04164	APOSJ_27977
OG0000752	ORYLA06659, ORYLA00849	APOSJ_19613, APOSJ_19615, APOSJ_19614
OG0000753	ORYLA12199	APOSJ_47396, APOSJ_26981
OG0000753	ORYLA15815, ORYLA03548, ORYLA04553	APOSJ_50474
OG0000755	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558	APOSJ_24947, APOSJ_33585, APOSJ_36448, APOSJ_60516, APOSJ_01278, APOSJ_06910, APOSJ_07988, APOSJ_36447, APOSJ_60513, APOSJ_43618, APOSJ_60515, APOSJ_33587, APOSJ_24936, APOSJ_06913, APOSJ_43626, APOSJ_60514, APOSJ_60517, APOSJ_01087, APOSJ_24959, APOSJ_36443, APOSJ_07994, APOSJ_33588, APOSJ_60512, APOSJ_33584, APOSJ_01281, APOSJ_33582, APOSJ_33583, APOSJ_33586, APOSJ_06914, APOSJ_07990, APOSJ_25726, APOSJ_01282, APOSJ_01283, APOSJ_01279
OG0000756	ORYLA01189	APOSJ_35563
OG0000757	ORYLA18438	APOSJ_01955, APOSJ_01952
OG0000757	ORYLA08503	APOSJ_32097
OG0000758	ORYLA10334, ORYLA11982, ORYLA10388	APOSJ_29877, APOSJ_29876, APOSJ_29879, APOSJ_29878
OG0000759	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358	APOSJ_62011, APOSJ_62012, APOSJ_62010
OG0000760	ORYLA11056, ORYLA11057, ORYLA15061, ORYLA13778, ORYLA15825	APOSJ_08337, APOSJ_08334, APOSJ_08335, APOSJ_44735, APOSJ_01607, APOSJ_44740, APOSJ_08339, APOSJ_28068
OG0000761	ORYLA02885, ORYLA00688, ORYLA13190	APOSJ_23851, APOSJ_61116, APOSJ_26309, APOSJ_64553, APOSJ_23855, APOSJ_61114, APOSJ_58291, APOSJ_64781, APOSJ_64783, APOSJ_23845, APOSJ_23848, APOSJ_61468, APOSJ_64785, APOSJ_61113, APOSJ_51722, APOSJ_61111, APOSJ_03669, APOSJ_61112, APOSJ_64780, APOSJ_61471, APOSJ_23847, APOSJ_61110, APOSJ_23857, APOSJ_61109, APOSJ_64786, APOSJ_64523, APOSJ_51723, APOSJ_61108, APOSJ_64782, APOSJ_61470, APOSJ_61117
OG0000762	ORYLA13918, ORYLA09624, ORYLA07099	APOSJ_23273, APOSJ_42854, APOSJ_17524, APOSJ_54227, APOSJ_23266, APOSJ_23275, APOSJ_23274, APOSJ_42824, APOSJ_23267, APOSJ_17526, APOSJ_27887, APOSJ_42867, APOSJ_23270, APOSJ_23272, APOSJ_17528, APOSJ_17536, APOSJ_17529, APOSJ_17525, APOSJ_54230, APOSJ_23268, APOSJ_23269, APOSJ_17535, APOSJ_23271, APOSJ_54229, APOSJ_17527
OG0000763	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087, ORYLA01548, ORYLA05555	APOSJ_02196, APOSJ_57739, APOSJ_02199
OG0000765	ORYLA06881, ORYLA17894, ORYLA19781	APOSJ_07857, APOSJ_44225, APOSJ_44226, APOSJ_44224, APOSJ_44223, APOSJ_44222, APOSJ_07856, APOSJ_49163, APOSJ_49169, APOSJ_49162, APOSJ_07860, APOSJ_49160, APOSJ_07861, APOSJ_44227, APOSJ_49167
OG0000766	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914	APOSJ_13729, APOSJ_13728, APOSJ_56700, APOSJ_13734, APOSJ_13731, APOSJ_56723, APOSJ_13730, APOSJ_13727
OG0000767	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686	APOSJ_17969, APOSJ_18153, APOSJ_02954, APOSJ_02955, APOSJ_18795, APOSJ_01500, APOSJ_01499, APOSJ_01495, APOSJ_18798, APOSJ_01498, APOSJ_53897, APOSJ_65173, APOSJ_31504, APOSJ_18797, APOSJ_18793, APOSJ_01496, APOSJ_06275, APOSJ_65143, APOSJ_53900, APOSJ_18794, APOSJ_65159, APOSJ_36976, APOSJ_18796, APOSJ_24376
OG0000768	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814	APOSJ_04628, APOSJ_17297, APOSJ_64659, APOSJ_55324, APOSJ_64657, APOSJ_64662, APOSJ_64658, APOSJ_17294, APOSJ_64656, APOSJ_41096, APOSJ_04622, APOSJ_60457, APOSJ_58132, APOSJ_64661, APOSJ_64660, APOSJ_23010, APOSJ_55362, APOSJ_23004, APOSJ_04623, APOSJ_04626, APOSJ_28314, APOSJ_04627, APOSJ_28759, APOSJ_58133, APOSJ_04625
OG0000772	ORYLA01171, ORYLA00334	APOSJ_61532, APOSJ_61533
OG0000772	ORYLA10027, ORYLA01723	APOSJ_37005, APOSJ_22525
OG0000774	ORYLA06329, ORYLA12975	APOSJ_33820
OG0000774	ORYLA11415	APOSJ_63949
OG0000774	ORYLA20208	APOSJ_09200, APOSJ_09198, APOSJ_09197, APOSJ_09199
OG0000775	ORYLA17590	APOSJ_12325, APOSJ_36141, APOSJ_25891
OG0000777	ORYLA17057	APOSJ_12249, APOSJ_39367
OG0000778	ORYLA03327, ORYLA15584	APOSJ_27515, APOSJ_27517, APOSJ_27516, APOSJ_27519, APOSJ_27520, APOSJ_27518
OG0000779	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089	APOSJ_35189, APOSJ_35187, APOSJ_30464, APOSJ_20966, APOSJ_35188, APOSJ_47795, APOSJ_32539, APOSJ_35192, APOSJ_32538, APOSJ_32542
OG0000780	ORYLA10485	APOSJ_32726, APOSJ_59900, APOSJ_59902, APOSJ_59904, APOSJ_59903, APOSJ_59899, APOSJ_59901
OG0000780	ORYLA03240	APOSJ_09268, APOSJ_09267
OG0000781	ORYLA16212, ORYLA10368	APOSJ_40864, APOSJ_60706, APOSJ_60705, APOSJ_42557, APOSJ_38214, APOSJ_30264, APOSJ_60873, APOSJ_60707, APOSJ_30259, APOSJ_60872, APOSJ_42561, APOSJ_42567, APOSJ_38211, APOSJ_12907, APOSJ_12906, APOSJ_37438
OG0000782	ORYLA13009, ORYLA18096, ORYLA14883, ORYLA12161	APOSJ_64771, APOSJ_24067, APOSJ_24068, APOSJ_24070, APOSJ_64761, APOSJ_24069
OG0000784	ORYLA18769, ORYLA14498, ORYLA10206, ORYLA17131, ORYLA03150, ORYLA15503	APOSJ_06052, APOSJ_06051, APOSJ_04173, APOSJ_04172
OG0000786	ORYLA11530, ORYLA15686, ORYLA14423, ORYLA13987, ORYLA17965, ORYLA02761, ORYLA04402	APOSJ_46241, APOSJ_21834, APOSJ_46242, APOSJ_46240
OG0000787	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629	APOSJ_43413, APOSJ_01851, APOSJ_01850, APOSJ_43419, APOSJ_01847, APOSJ_05854, APOSJ_40802, APOSJ_43417, APOSJ_01845, APOSJ_43418, APOSJ_01848, APOSJ_43415, APOSJ_01844, APOSJ_43416, APOSJ_37424, APOSJ_05862
OG0000788	ORYLA11231, ORYLA08781	APOSJ_22742, APOSJ_22741
OG0000788	ORYLA19625, ORYLA13001	APOSJ_42313, APOSJ_42316, APOSJ_42312, APOSJ_42311, APOSJ_42314, APOSJ_65341
OG0000790	ORYLA12997, ORYLA12995	APOSJ_44080
OG0000791	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037	APOSJ_06124, APOSJ_06125, APOSJ_20874, APOSJ_39057, APOSJ_39055, APOSJ_06119, APOSJ_20872, APOSJ_06118, APOSJ_39059, APOSJ_06126, APOSJ_06123
OG0000792	ORYLA05606	APOSJ_02884, APOSJ_27285
OG0000792	ORYLA17605, ORYLA17606, ORYLA02640	APOSJ_28521, APOSJ_28523, APOSJ_40476, APOSJ_28524, APOSJ_28522, APOSJ_40475, APOSJ_40474, APOSJ_40477
OG0000793	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617	APOSJ_14951, APOSJ_23405, APOSJ_14122, APOSJ_14123
OG0000795	ORYLA01400	APOSJ_10400, APOSJ_05151, APOSJ_05148, APOSJ_55592, APOSJ_55587, APOSJ_05152, APOSJ_19046, APOSJ_31900, APOSJ_03407, APOSJ_05153, APOSJ_05150, APOSJ_05149, APOSJ_05154, APOSJ_45766, APOSJ_19047, APOSJ_19045
