Orthogroup	ORYLA	NEMVE
OG0001278	ORYLA16678, ORYLA00727	NEMVE22456
OG0001278	ORYLA13327	NEMVE08441
OG0001279	ORYLA04097, ORYLA03712	NEMVE06730
OG0001280	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452	NEMVE15111, NEMVE13261
OG0001281	ORYLA07382	NEMVE06870
OG0001282	ORYLA04230, ORYLA10205, ORYLA08831	NEMVE13494
OG0001283	ORYLA20044, ORYLA20045, ORYLA14193, ORYLA09723, ORYLA13051, ORYLA08577, ORYLA10812	NEMVE15140
OG0001284	ORYLA09027	NEMVE15039
OG0001284	ORYLA01634, ORYLA14635	NEMVE12745, NEMVE19495
OG0001285	ORYLA10432, ORYLA05192, ORYLA17636, ORYLA14476	NEMVE07034
OG0001287	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961	NEMVE13851
OG0001288	ORYLA14902, ORYLA02420	NEMVE20273
OG0001290	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829	NEMVE22813, NEMVE07506
OG0001291	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147	NEMVE25091
OG0001293	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584	NEMVE24929
OG0001294	ORYLA10122	NEMVE10810
OG0001295	ORYLA09900	NEMVE10114
OG0001296	ORYLA07385, ORYLA00095, ORYLA19357	NEMVE10339
OG0001297	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085	NEMVE03104
OG0001300	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280	NEMVE13700, NEMVE10660, NEMVE19269
OG0001302	ORYLA12923	NEMVE11902
OG0001302	ORYLA05687	NEMVE17610
OG0001304	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822	NEMVE01937
OG0001305	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351	NEMVE06825
OG0001306	ORYLA06638, ORYLA13454	NEMVE16218
OG0001308	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230
OG0001309	ORYLA18337	NEMVE23002
OG0001309	ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200	NEMVE18542
OG0001310	ORYLA10760	NEMVE22452
OG0001310	ORYLA12263	NEMVE14637
OG0001311	ORYLA02079, ORYLA06081, ORYLA06033, ORYLA01860	NEMVE05964, NEMVE03793
OG0001312	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134	NEMVE14791, NEMVE14787
OG0001317	ORYLA11270	NEMVE01591
OG0001317	ORYLA18001	NEMVE13378
OG0001318	ORYLA08255	NEMVE22575
OG0001318	ORYLA09731	NEMVE14651
OG0001319	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481	NEMVE01465
OG0001320	ORYLA11905	NEMVE25688
OG0001321	ORYLA19802, ORYLA06811, ORYLA13481, ORYLA13483, ORYLA06093	NEMVE21741, NEMVE15029
OG0001322	ORYLA12031	NEMVE14406
OG0001322	ORYLA03496	NEMVE05068, NEMVE21787
OG0001323	ORYLA07539, ORYLA04897, ORYLA10096, ORYLA03039	NEMVE11887
OG0001324	ORYLA08370	NEMVE19268, NEMVE11187
OG0001326	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758	NEMVE14355
OG0001327	ORYLA15316	NEMVE09298
OG0001327	ORYLA11280, ORYLA14397	NEMVE15997
OG0001329	ORYLA10954, ORYLA14747, ORYLA20436, ORYLA09411, ORYLA09944, ORYLA00672	NEMVE06386
OG0001330	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273	NEMVE14535
OG0001331	ORYLA00931, ORYLA03956	NEMVE23983
OG0001332	ORYLA07497	NEMVE10338
OG0001337	ORYLA02348, ORYLA17664, ORYLA06931	NEMVE05602
OG0001339	ORYLA11675	NEMVE09406
OG0001339	ORYLA07865	NEMVE21011
OG0001341	ORYLA14314	NEMVE00960, NEMVE01284
OG0001344	ORYLA02700	NEMVE22371
OG0001345	ORYLA15535	NEMVE15150
OG0001348	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010	NEMVE25188
OG0001350	ORYLA06653	NEMVE17281, NEMVE14117, NEMVE13044
OG0001351	ORYLA04330, ORYLA09616, ORYLA08732	NEMVE17590
OG0001352	ORYLA17415, ORYLA09343, ORYLA14143	NEMVE14525, NEMVE21813
OG0001353	ORYLA11826	NEMVE14778
OG0001353	ORYLA06297, ORYLA20269	NEMVE14645
OG0001354	ORYLA13415, ORYLA00266, ORYLA06924, ORYLA17236	NEMVE15994, NEMVE05871
OG0001355	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331	NEMVE14405
OG0001356	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021, ORYLA16052	NEMVE04630
OG0001357	ORYLA07719, ORYLA10513, ORYLA03046	NEMVE07199
OG0001358	ORYLA11553	NEMVE11838
OG0001360	ORYLA07267, ORYLA19445, ORYLA19446, ORYLA00396	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001363	ORYLA06964, ORYLA02934	NEMVE24406
OG0001364	ORYLA07287, ORYLA06962	NEMVE25546, NEMVE21006
OG0001366	ORYLA19471	NEMVE15255
OG0001367	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559	NEMVE10311
OG0001368	ORYLA04793, ORYLA11335, ORYLA10470	NEMVE04773, NEMVE01407
OG0001369	ORYLA13851, ORYLA13852, ORYLA13773, ORYLA14398	NEMVE07342
OG0001370	ORYLA12598, ORYLA14966	NEMVE16952
OG0001370	ORYLA18543	NEMVE14662
OG0001371	ORYLA00720	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	ORYLA13141	NEMVE14621, NEMVE12678
OG0001373	ORYLA16751, ORYLA16639, ORYLA08259, ORYLA07770	NEMVE13198
OG0001375	ORYLA11959, ORYLA01972, ORYLA01971	NEMVE06380
OG0001376	ORYLA03122, ORYLA05570, ORYLA09409, ORYLA08741	NEMVE14506
OG0001377	ORYLA07389, ORYLA04674	NEMVE18187
OG0001378	ORYLA17783, ORYLA02855, ORYLA04943, ORYLA00326, ORYLA01139, ORYLA01326	NEMVE14996
OG0001379	ORYLA06942, ORYLA12825, ORYLA01022, ORYLA01021, ORYLA04265	NEMVE14262
OG0001380	ORYLA04452, ORYLA03211, ORYLA01164, ORYLA00371	NEMVE10957
OG0001381	ORYLA13157, ORYLA12338, ORYLA02912, ORYLA18091	NEMVE08816
OG0001383	ORYLA02878	NEMVE09447
OG0001384	ORYLA08770, ORYLA03152, ORYLA09543	NEMVE03030
OG0001386	ORYLA01995	NEMVE06336
OG0001388	ORYLA04165, ORYLA01262	NEMVE08765
OG0001389	ORYLA12186, ORYLA07219, ORYLA20465	NEMVE07341
OG0001390	ORYLA02234, ORYLA02235, ORYLA02236, ORYLA05388, ORYLA16840, ORYLA08034, ORYLA20355, ORYLA13684, ORYLA15679	NEMVE03437, NEMVE13301, NEMVE04594
OG0001394	ORYLA01444, ORYLA19504, ORYLA03843, ORYLA01445	NEMVE08699
OG0001395	ORYLA10336, ORYLA12492, ORYLA01370, ORYLA08821	NEMVE10872, NEMVE02945
OG0001397	ORYLA01225, ORYLA05017	NEMVE22946
OG0001397	ORYLA08172	NEMVE25397
OG0001399	ORYLA18690	NEMVE23382
OG0001401	ORYLA09174	NEMVE23498
OG0001402	ORYLA17574, ORYLA03602	NEMVE22752
OG0001403	ORYLA17267	NEMVE08195
OG0001404	ORYLA20012	NEMVE13694
OG0001405	ORYLA12568, ORYLA05423	NEMVE25349
OG0001405	ORYLA07257	NEMVE08567
OG0001406	ORYLA13300, ORYLA07680, ORYLA01398	NEMVE18633, NEMVE16331
OG0001408	ORYLA02846, ORYLA00579, ORYLA08954	NEMVE25885
OG0001409	ORYLA05905, ORYLA01929, ORYLA09977	NEMVE14897
OG0001410	ORYLA16518	NEMVE03165
OG0001410	ORYLA09213	NEMVE24971
OG0001411	ORYLA12881	NEMVE25920
OG0001412	ORYLA17594	NEMVE19652
OG0001413	ORYLA17782	NEMVE06553, NEMVE06540
OG0001414	ORYLA05226	NEMVE11734
OG0001415	ORYLA17926	NEMVE14658
OG0001416	ORYLA16022, ORYLA14442	NEMVE10436
OG0001417	ORYLA09055, ORYLA00545	NEMVE02519
OG0001418	ORYLA17080, ORYLA13376, ORYLA13151, ORYLA06383, ORYLA02393	NEMVE12090, NEMVE01985
OG0001419	ORYLA04900, ORYLA20043, ORYLA20042, ORYLA10533	NEMVE05935
OG0001420	ORYLA10419, ORYLA20224, ORYLA16034, ORYLA13711, ORYLA13830, ORYLA10876	NEMVE16749
OG0001421	ORYLA11990, ORYLA11681	NEMVE00612
OG0001422	ORYLA08800, ORYLA05608, ORYLA05609, ORYLA09888	NEMVE07209
OG0001423	ORYLA06105, ORYLA06106, ORYLA19580, ORYLA13563, ORYLA00859, ORYLA17104	NEMVE08632
OG0001424	ORYLA13598	NEMVE01171
OG0001424	ORYLA09682	NEMVE20550
OG0001425	ORYLA11812, ORYLA14660, ORYLA02799, ORYLA17328	NEMVE19543, NEMVE14280
OG0001427	ORYLA20270, ORYLA07026, ORYLA11867	NEMVE15208
OG0001428	ORYLA15651, ORYLA13762, ORYLA18311, ORYLA05873, ORYLA01893	NEMVE21876
OG0001430	ORYLA11790, ORYLA01079, ORYLA10149, ORYLA03115, ORYLA03625	NEMVE13108
OG0001431	ORYLA06418, ORYLA16444	NEMVE23887
OG0001432	ORYLA19855, ORYLA16066, ORYLA06470, ORYLA11304	NEMVE01898
OG0001433	ORYLA10563, ORYLA19887, ORYLA02213, ORYLA05137	NEMVE06558
OG0001434	ORYLA11926	NEMVE01045
OG0001437	ORYLA09273, ORYLA06548, ORYLA09274	NEMVE13628
OG0001438	ORYLA13293, ORYLA09472, ORYLA14084, ORYLA17990, ORYLA05036, ORYLA04502	NEMVE23399
OG0001440	ORYLA06607, ORYLA09297	NEMVE03715
OG0001442	ORYLA11523, ORYLA03156, ORYLA04216, ORYLA01983, ORYLA05951	NEMVE01347
OG0001445	ORYLA18556, ORYLA03367, ORYLA03366	NEMVE05296
OG0001446	ORYLA03689	NEMVE13345, NEMVE13458
OG0001447	ORYLA10401, ORYLA03364, ORYLA11793	NEMVE05648
OG0001449	ORYLA11305	NEMVE14841, NEMVE20272
OG0001449	ORYLA09746	NEMVE13482, NEMVE00941
OG0001451	ORYLA17593	NEMVE07224
OG0001451	ORYLA14632	NEMVE13777
OG0001452	ORYLA17672, ORYLA12044, ORYLA18698	NEMVE10972
OG0001452	ORYLA18697	NEMVE00042
OG0001453	ORYLA06111, ORYLA12155	NEMVE09283
OG0001453	ORYLA19589	NEMVE20748, NEMVE13069, NEMVE17083, NEMVE13062, NEMVE00149
OG0001454	ORYLA03870	NEMVE10878, NEMVE01670
OG0001455	ORYLA12940, ORYLA17467, ORYLA13172, ORYLA06381, ORYLA00256, ORYLA17114	NEMVE14951
OG0001456	ORYLA10215	NEMVE11079, NEMVE05799
OG0001459	ORYLA16343	NEMVE25233, NEMVE00289
OG0001460	ORYLA02314	NEMVE00841, NEMVE16041
OG0001460	ORYLA08107, ORYLA05005	NEMVE07626
OG0001461	ORYLA19866	NEMVE22415, NEMVE00568
OG0001462	ORYLA11791	NEMVE11473
OG0001463	ORYLA12639, ORYLA12308	NEMVE09388, NEMVE13964
OG0001464	ORYLA09804, ORYLA08394, ORYLA05677, ORYLA16104, ORYLA14378	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	ORYLA16128	NEMVE01540
OG0001466	ORYLA11704	NEMVE11395
OG0001466	ORYLA01209	NEMVE24631
OG0001467	ORYLA18147	NEMVE05171
OG0001467	ORYLA03144	NEMVE09380
OG0001468	ORYLA08601, ORYLA08600, ORYLA09151, ORYLA06717, ORYLA09660, ORYLA16189, ORYLA16188	NEMVE03519
OG0001469	ORYLA17794	NEMVE13119
OG0001469	ORYLA05419	NEMVE05710
OG0001470	ORYLA03759	NEMVE01457
OG0001472	ORYLA05712	NEMVE05967
OG0001472	ORYLA15948	NEMVE23386
OG0001473	ORYLA00647, ORYLA16961, ORYLA16960	NEMVE02159, NEMVE12413
OG0001474	ORYLA07769	NEMVE03081, NEMVE10570
OG0001475	ORYLA13842, ORYLA15634	NEMVE23631
OG0001476	ORYLA10593, ORYLA03172, ORYLA04062	NEMVE10280, NEMVE10281
OG0001478	ORYLA07755	NEMVE11979
OG0001479	ORYLA13290, ORYLA16589, ORYLA18144, ORYLA02932	NEMVE06797, NEMVE06784
OG0001480	ORYLA00743, ORYLA01857, ORYLA05529, ORYLA05528	NEMVE16556
OG0001482	ORYLA07921, ORYLA16884, ORYLA02763, ORYLA17970, ORYLA04390	NEMVE13241
OG0001484	ORYLA15816, ORYLA13829, ORYLA13710	NEMVE23070
OG0001485	ORYLA12718, ORYLA14982, ORYLA17705, ORYLA02318	NEMVE05976
OG0001486	ORYLA13675, ORYLA11156, ORYLA15307, ORYLA16351, ORYLA12057	NEMVE22710
OG0001487	ORYLA15269, ORYLA05370, ORYLA02156	NEMVE08786
OG0001489	ORYLA12865, ORYLA06627, ORYLA02403, ORYLA13145	NEMVE23571, NEMVE21444
OG0001492	ORYLA16834, ORYLA17613	NEMVE17956
OG0001493	ORYLA08069, ORYLA05112, ORYLA07182, ORYLA04965	NEMVE14619
OG0001495	ORYLA20241	NEMVE15483
OG0001496	ORYLA01505	NEMVE13319
OG0001500	ORYLA07552, ORYLA09604	NEMVE07759
OG0001502	ORYLA18248, ORYLA18648	NEMVE23663
OG0001502	ORYLA17055	NEMVE06315
OG0001503	ORYLA13177	NEMVE13535
OG0001503	ORYLA17046, ORYLA17047	NEMVE15019
OG0001504	ORYLA15456	NEMVE10459
OG0001505	ORYLA08833, ORYLA07422	NEMVE14234
OG0001506	ORYLA07141, ORYLA16222	NEMVE16287
OG0001507	ORYLA10103, ORYLA04138	NEMVE01058
OG0001508	ORYLA12347, ORYLA14625, ORYLA16349, ORYLA16350	NEMVE06884
OG0001509	ORYLA17832	NEMVE01491
OG0001509	ORYLA12274, ORYLA03612	NEMVE23903
OG0001510	ORYLA17456, ORYLA16556, ORYLA16557, ORYLA13247	NEMVE00716, NEMVE23759
OG0001511	ORYLA03620, ORYLA06342, ORYLA07444	NEMVE06177
OG0001512	ORYLA02917, ORYLA02918, ORYLA17795, ORYLA13561, ORYLA13562	NEMVE08553
OG0001513	ORYLA09815, ORYLA12242, ORYLA15965	NEMVE06330
OG0001516	ORYLA18645, ORYLA18644	NEMVE23626
OG0001517	ORYLA17447, ORYLA08991	NEMVE14577, NEMVE14581
OG0001518	ORYLA06952, ORYLA20178, ORYLA13276, ORYLA10303	NEMVE10672
OG0001519	ORYLA13560, ORYLA07350, ORYLA00409	NEMVE22706
OG0001520	ORYLA02116, ORYLA11477	NEMVE24027, NEMVE06996
OG0001521	ORYLA13147, ORYLA17656, ORYLA02478, ORYLA06177	NEMVE13756
OG0001523	ORYLA11194, ORYLA15086	NEMVE04670
OG0001524	ORYLA00012, ORYLA05046	NEMVE25396
OG0001524	ORYLA12443	NEMVE05484
OG0001525	ORYLA17631	NEMVE02407
OG0001526	ORYLA17247, ORYLA02495, ORYLA16611	NEMVE00906
OG0001527	ORYLA02867	NEMVE14422
OG0001527	ORYLA20388, ORYLA20389	NEMVE03078
OG0001528	ORYLA07415, ORYLA09313, ORYLA06618	NEMVE14401
OG0001529	ORYLA13719, ORYLA14481	NEMVE02084, NEMVE24342
OG0001530	ORYLA05079, ORYLA18041	NEMVE08975
OG0001531	ORYLA04648, ORYLA13539, ORYLA01320, ORYLA03926	NEMVE05034
OG0001532	ORYLA16027, ORYLA07446, ORYLA06821, ORYLA18344	NEMVE02971
OG0001533	ORYLA09911, ORYLA08628, ORYLA09442	NEMVE10443, NEMVE01320
OG0001534	ORYLA16942, ORYLA16536, ORYLA07761, ORYLA07727, ORYLA07726	NEMVE00470
OG0001536	ORYLA05223, ORYLA02265	NEMVE11894, NEMVE05661
OG0001538	ORYLA05212	NEMVE11486
OG0001546	ORYLA05229	NEMVE08644
OG0001550	ORYLA06718, ORYLA09149	NEMVE19108, NEMVE17874
OG0001551	ORYLA10506, ORYLA10505	NEMVE01664
OG0001552	ORYLA13846	NEMVE15633
OG0001552	ORYLA13771	NEMVE14070
OG0001553	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887	NEMVE15083
OG0001554	ORYLA04069, ORYLA07551	NEMVE07256
OG0001557	ORYLA14586	NEMVE19058, NEMVE25522, NEMVE15026
OG0001558	ORYLA02757, ORYLA18032, ORYLA19384	NEMVE08767
OG0001559	ORYLA05417	NEMVE13708
OG0001559	ORYLA10089, ORYLA11639, ORYLA04343	NEMVE10463
OG0001560	ORYLA07189, ORYLA18790, ORYLA13615, ORYLA18890	NEMVE07241
OG0001561	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938	NEMVE13680
OG0001564	ORYLA13495, ORYLA03594, ORYLA01019	NEMVE01813
OG0001567	ORYLA13058, ORYLA06494	NEMVE07133
OG0001568	ORYLA17084	NEMVE12145, NEMVE13029, NEMVE04566
OG0001569	ORYLA12265, ORYLA09574, ORYLA00969	NEMVE22103
OG0001571	ORYLA03433	NEMVE09690
OG0001572	ORYLA04283	NEMVE21698
OG0001572	ORYLA15272	NEMVE14084
OG0001573	ORYLA20104, ORYLA02801	NEMVE05590
OG0001574	ORYLA00590, ORYLA16507, ORYLA08178, ORYLA16646, ORYLA05807	NEMVE24808
OG0001575	ORYLA10849, ORYLA17836, ORYLA13898, ORYLA15934	NEMVE08150
OG0001576	ORYLA02374, ORYLA12205	NEMVE10771
OG0001577	ORYLA01223, ORYLA17371	NEMVE14595
OG0001578	ORYLA17727, ORYLA00011	NEMVE02073
OG0001580	ORYLA15950, ORYLA14282, ORYLA15951, ORYLA12668	NEMVE04880
OG0001581	ORYLA10772	NEMVE09495, NEMVE13982, NEMVE20122
OG0001582	ORYLA02289, ORYLA04090, ORYLA03534, ORYLA17772	NEMVE14586, NEMVE16677
OG0001583	ORYLA20413, ORYLA00738, ORYLA05062	NEMVE12298, NEMVE07434
OG0001584	ORYLA13120	NEMVE03502
OG0001589	ORYLA16530	NEMVE15586
OG0001590	ORYLA12337	NEMVE15049
OG0001591	ORYLA01533, ORYLA14099, ORYLA17531	NEMVE19630
OG0001592	ORYLA14815, ORYLA12423, ORYLA01973	NEMVE14685
OG0001593	ORYLA19874, ORYLA00447, ORYLA12153, ORYLA12152, ORYLA19629, ORYLA01620	NEMVE07459
OG0001594	ORYLA04061	NEMVE22378
OG0001596	ORYLA10881, ORYLA15329, ORYLA13783, ORYLA15922	NEMVE06150
OG0001596	ORYLA16032	NEMVE06132
OG0001597	ORYLA18712	NEMVE17805
OG0001597	ORYLA20326	NEMVE07623
OG0001599	ORYLA16526, ORYLA16525, ORYLA16314	NEMVE14138
OG0001600	ORYLA01865, ORYLA01864, ORYLA10572, ORYLA11507, ORYLA06480	NEMVE09547
OG0001602	ORYLA12114	NEMVE04820
OG0001604	ORYLA07645	NEMVE20359, NEMVE13990
OG0001604	ORYLA03242	NEMVE01133
OG0001605	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098	NEMVE21422, NEMVE17315
OG0001606	ORYLA02818, ORYLA02816	NEMVE13096
OG0001606	ORYLA08120	NEMVE14918
OG0001609	ORYLA09645	NEMVE17441
OG0001609	ORYLA14062	NEMVE13471
OG0001610	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728	NEMVE21979
OG0001611	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043	NEMVE04740
OG0001612	ORYLA09961	NEMVE00995
OG0001612	ORYLA05310	NEMVE00916
OG0001613	ORYLA04006, ORYLA00826	NEMVE16939, NEMVE24133, NEMVE16791, NEMVE25459
OG0001614	ORYLA06852	NEMVE02024
OG0001614	ORYLA00725	NEMVE09707, NEMVE14265
OG0001615	ORYLA15214, ORYLA11232	NEMVE24769
OG0001617	ORYLA14328, ORYLA14245, ORYLA15099, ORYLA19860	NEMVE00005
OG0001619	ORYLA12181, ORYLA13028	NEMVE01643
OG0001620	ORYLA05887, ORYLA18071, ORYLA06671, ORYLA13474	NEMVE05238, NEMVE07316
OG0001621	ORYLA16707, ORYLA16984, ORYLA07730	NEMVE07688
OG0001623	ORYLA16924, ORYLA16923, ORYLA18051	NEMVE14145, NEMVE16772, NEMVE24030
OG0001624	ORYLA16062, ORYLA11784, ORYLA15861	NEMVE20306, NEMVE10312
OG0001625	ORYLA12945, ORYLA00314, ORYLA07325	NEMVE18968
OG0001627	ORYLA03953, ORYLA10776	NEMVE04823
OG0001628	ORYLA04697	NEMVE08310
OG0001629	ORYLA13192, ORYLA18012	NEMVE06795
OG0001630	ORYLA20220, ORYLA09173, ORYLA15131, ORYLA19441	NEMVE22382
OG0001632	ORYLA13672, ORYLA19419, ORYLA19418, ORYLA19517	NEMVE05187
OG0001634	ORYLA02609	NEMVE13518
OG0001634	ORYLA12522, ORYLA03396	NEMVE22588
OG0001635	ORYLA01259, ORYLA08815	NEMVE14440
OG0001636	ORYLA19951	NEMVE10668
OG0001638	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381	NEMVE24596
OG0001639	ORYLA14796, ORYLA14797, ORYLA12628, ORYLA12981	NEMVE25389, NEMVE18846, NEMVE25390, NEMVE25391
OG0001641	ORYLA16416, ORYLA07882, ORYLA08892, ORYLA06223	NEMVE14484, NEMVE06204, NEMVE20026
OG0001642	ORYLA07681, ORYLA02864, ORYLA07682, ORYLA02865	NEMVE25922
OG0001643	ORYLA03825, ORYLA03280	NEMVE20743, NEMVE11046
OG0001644	ORYLA05371	NEMVE22640
OG0001646	ORYLA07909, ORYLA16380, ORYLA17337, ORYLA14117, ORYLA17976	NEMVE03206
OG0001651	ORYLA01203, ORYLA07721, ORYLA05077, ORYLA02543	NEMVE10191, NEMVE06095
OG0001652	ORYLA10454	NEMVE00956, NEMVE05109
OG0001653	ORYLA17508, ORYLA02619	NEMVE00904
OG0001654	ORYLA05273, ORYLA18745	NEMVE13324
OG0001655	ORYLA07526, ORYLA08529, ORYLA07560	NEMVE19053
OG0001656	ORYLA03191, ORYLA16457	NEMVE04660
OG0001657	ORYLA02690, ORYLA17570, ORYLA07401, ORYLA00511	NEMVE13455
OG0001658	ORYLA20274, ORYLA16069	NEMVE17963
OG0001659	ORYLA05429, ORYLA10579	NEMVE11319
OG0001660	ORYLA01347, ORYLA07223, ORYLA00950, ORYLA07222	NEMVE15239
OG0001661	ORYLA09181	NEMVE10092, NEMVE22246
OG0001661	ORYLA09179	NEMVE01351
OG0001662	ORYLA03581	NEMVE11251
OG0001662	ORYLA03609, ORYLA17855	NEMVE13811
OG0001663	ORYLA16035	NEMVE21018, NEMVE23853
OG0001664	ORYLA13462, ORYLA17083, ORYLA02772	NEMVE25426
OG0001665	ORYLA17183	NEMVE09117
OG0001665	ORYLA00789	NEMVE05163
OG0001666	ORYLA08798	NEMVE25558
OG0001667	ORYLA20066, ORYLA06157, ORYLA15447	NEMVE22928
OG0001668	ORYLA18819	NEMVE14155
OG0001670	ORYLA07504, ORYLA00003, ORYLA06243	NEMVE23427
OG0001671	ORYLA14195, ORYLA15872	NEMVE21602, NEMVE24836
OG0001672	ORYLA09041, ORYLA09875, ORYLA08234, ORYLA01794	NEMVE22147
OG0001673	ORYLA10157, ORYLA03406, ORYLA10600, ORYLA11975	NEMVE07546
OG0001674	ORYLA14951, ORYLA12587, ORYLA02498	NEMVE25306
OG0001675	ORYLA05453, ORYLA11313, ORYLA08776	NEMVE03414
OG0001676	ORYLA18322	NEMVE11180, NEMVE13897
OG0001676	ORYLA12813, ORYLA12814, ORYLA06876	NEMVE17801
OG0001677	ORYLA17546	NEMVE08811
OG0001682	ORYLA08622	NEMVE09695
OG0001682	ORYLA08623	NEMVE18688
OG0001683	ORYLA09372, ORYLA04284, ORYLA01459, ORYLA19884, ORYLA11775, ORYLA05306	NEMVE22487
OG0001685	ORYLA01166, ORYLA00356	NEMVE22402
OG0001686	ORYLA17568, ORYLA04444, ORYLA02411, ORYLA00739	NEMVE21686, NEMVE15921
OG0001687	ORYLA04791, ORYLA04792	NEMVE13557, NEMVE13398
OG0001688	ORYLA00323, ORYLA07463, ORYLA03207	NEMVE01983
OG0001689	ORYLA03490, ORYLA02642, ORYLA17599	NEMVE13426
OG0001690	ORYLA06791	NEMVE10364
OG0001691	ORYLA08257	NEMVE08246
OG0001692	ORYLA18113, ORYLA13375, ORYLA06664, ORYLA02392, ORYLA18112	NEMVE05217
OG0001694	ORYLA08168, ORYLA18983, ORYLA20142, ORYLA13856	NEMVE06291
OG0001696	ORYLA11202, ORYLA18960, ORYLA19513, ORYLA19974	NEMVE17253
OG0001698	ORYLA08427	NEMVE00023
OG0001698	ORYLA08493	NEMVE09266
OG0001699	ORYLA17210, ORYLA08884	NEMVE01135, NEMVE21954, NEMVE24398
OG0001704	ORYLA20149, ORYLA20150	NEMVE00356, NEMVE24161, NEMVE25865, NEMVE23380, NEMVE07682
OG0001706	ORYLA07656, ORYLA04248, ORYLA19896	NEMVE23731
OG0001707	ORYLA07066, ORYLA11811	NEMVE04981, NEMVE14075
OG0001708	ORYLA09131, ORYLA09132, ORYLA01086	NEMVE11609, NEMVE25416, NEMVE10072
OG0001709	ORYLA13292, ORYLA03908	NEMVE13278
OG0001710	ORYLA15328, ORYLA10837, ORYLA15921	NEMVE05195
OG0001711	ORYLA07542, ORYLA05249, ORYLA10094	NEMVE10176, NEMVE10178
OG0001712	ORYLA00426, ORYLA17941, ORYLA17942	NEMVE01593
OG0001713	ORYLA03803	NEMVE19673
OG0001713	ORYLA15056	NEMVE15326
OG0001714	ORYLA16824	NEMVE20785, NEMVE14822
OG0001714	ORYLA04974, ORYLA00085	NEMVE15425
OG0001715	ORYLA11049, ORYLA11048	NEMVE00409
OG0001716	ORYLA13966, ORYLA09032	NEMVE24625
OG0001718	ORYLA11821, ORYLA10066, ORYLA10678	NEMVE25579
OG0001720	ORYLA03696, ORYLA01111, ORYLA17602	NEMVE00978, NEMVE05172
OG0001721	ORYLA10588, ORYLA10236	NEMVE14398
OG0001722	ORYLA20272, ORYLA16070, ORYLA11864	NEMVE10043
OG0001723	ORYLA00996, ORYLA03930, ORYLA13525	NEMVE01559, NEMVE07760
OG0001724	ORYLA11809, ORYLA10380	NEMVE13963
OG0001726	ORYLA03053, ORYLA10084	NEMVE04744
OG0001727	ORYLA03405, ORYLA10153, ORYLA05228	NEMVE05094, NEMVE01092
OG0001728	ORYLA12189, ORYLA17408	NEMVE16908
OG0001729	ORYLA14767, ORYLA15537, ORYLA15536, ORYLA20135	NEMVE13833, NEMVE04729, NEMVE22386
OG0001730	ORYLA13643, ORYLA07155, ORYLA12919	NEMVE00988
OG0001731	ORYLA14034, ORYLA15987, ORYLA11128	NEMVE14594
OG0001732	ORYLA09571	NEMVE08717
OG0001733	ORYLA07298, ORYLA10783	NEMVE04835
OG0001735	ORYLA06604, ORYLA09864, ORYLA16438, ORYLA07851	NEMVE08944, NEMVE20783
OG0001736	ORYLA12393, ORYLA08854	NEMVE07797
OG0001738	ORYLA07956, ORYLA17190, ORYLA20286, ORYLA15090	NEMVE05920
OG0001739	ORYLA10963, ORYLA18962	NEMVE22586, NEMVE20891
OG0001740	ORYLA15985, ORYLA12361, ORYLA10944	NEMVE02279
OG0001742	ORYLA18982	NEMVE22258
OG0001743	ORYLA02460, ORYLA18019	NEMVE08168
OG0001744	ORYLA09194, ORYLA09763, ORYLA08558, ORYLA15746	NEMVE23885, NEMVE06480
