Orthogroup	ORYLA	DANRE
OG0000317	ORYLA02222	DANRE14654
OG0000317	ORYLA11482	DANRE18157
OG0000317	ORYLA19885	DANRE14722
OG0000317	ORYLA01724	DANRE14150
OG0000319	ORYLA07102	DANRE27249
OG0000319	ORYLA17421	DANRE39551
OG0000319	ORYLA02486, ORYLA17422	DANRE19184
OG0000320	ORYLA01998	DANRE13587
OG0000320	ORYLA09665	DANRE42664
OG0000321	ORYLA12958	DANRE40064, DANRE40063
OG0000321	ORYLA16703	DANRE28812, DANRE28813
OG0000321	ORYLA00623	DANRE21948
OG0000321	ORYLA01005	DANRE06909
OG0000321	ORYLA09493	DANRE16086, DANRE16087, DANRE42326
OG0000321	ORYLA09170	DANRE23859
OG0000321	ORYLA01006	DANRE06908
OG0000321	ORYLA09494	DANRE42325
OG0000321	ORYLA09171	DANRE23860, DANRE23861
OG0000322	ORYLA02330, ORYLA02329	DANRE01544, DANRE01543, DANRE01540, DANRE01539
OG0000322	ORYLA17228	DANRE34869
OG0000322	ORYLA02554	DANRE43093
OG0000322	ORYLA02714	DANRE19017
OG0000322	ORYLA11174	DANRE31496
OG0000323	ORYLA03927	DANRE38114
OG0000323	ORYLA19746	DANRE06061
OG0000323	ORYLA05750	DANRE09638, DANRE09637, DANRE09636, DANRE09635
OG0000323	ORYLA06414	DANRE23843, DANRE23842
OG0000323	ORYLA19842, ORYLA10008	DANRE21375, DANRE21376, DANRE21377, DANRE42716
OG0000324	ORYLA07966	DANRE23941
OG0000324	ORYLA20418	DANRE32615, DANRE12996, DANRE36073
OG0000324	ORYLA04710	DANRE24090, DANRE38361
OG0000324	ORYLA08782	DANRE38678
OG0000325	ORYLA09822	DANRE42809, DANRE42808
OG0000325	ORYLA16463	DANRE29033
OG0000326	ORYLA13891	DANRE02837
OG0000326	ORYLA06903	DANRE27987
OG0000326	ORYLA03641	DANRE13111
OG0000326	ORYLA04182	DANRE35291, DANRE35290, DANRE35289
OG0000326	ORYLA13893	DANRE02839
OG0000327	ORYLA14175	DANRE02331, DANRE02332
OG0000327	ORYLA16012, ORYLA16011	DANRE22734, DANRE22735, DANRE22733, DANRE22732
OG0000327	ORYLA14173, ORYLA14174	DANRE02330
OG0000328	ORYLA07598	DANRE37285
OG0000328	ORYLA01753	DANRE14786, DANRE14785, DANRE14788, DANRE14787
OG0000328	ORYLA05454, ORYLA05455	DANRE09967
OG0000328	ORYLA14292	DANRE02390, DANRE02392, DANRE02389, DANRE02388, DANRE02391
OG0000328	ORYLA20008	DANRE22650
OG0000329	ORYLA15753	DANRE23030, DANRE23031
OG0000329	ORYLA13741	DANRE35616, DANRE35618, DANRE35617
OG0000329	ORYLA08617	DANRE42608, DANRE42609
OG0000329	ORYLA09747	DANRE15386, DANRE15385, DANRE15388, DANRE15387
OG0000329	ORYLA08863	DANRE24617, DANRE26385, DANRE26384, DANRE26387, DANRE26386
OG0000329	ORYLA07072	DANRE26383, DANRE26388
OG0000329	ORYLA07907	DANRE03328
OG0000330	ORYLA11384, ORYLA11385	DANRE17464, DANRE17456, DANRE17455, DANRE17462, DANRE17461, DANRE17463, DANRE17460, DANRE17458, DANRE17457
OG0000331	ORYLA01882, ORYLA05789	DANRE09088, DANRE14013, DANRE09087
OG0000331	ORYLA16772	DANRE30531, DANRE30532, DANRE30530
OG0000331	ORYLA07787	DANRE03562
OG0000331	ORYLA00143, ORYLA16898	DANRE30448
OG0000331	ORYLA16950	DANRE29275
OG0000331	ORYLA00632	DANRE21867
OG0000332	ORYLA02409	DANRE34741, DANRE34268, DANRE34267
OG0000332	ORYLA02271	DANRE01461, DANRE01462
OG0000332	ORYLA05113	DANRE11198
OG0000333	ORYLA02740	DANRE00395
OG0000333	ORYLA11584, ORYLA11585	DANRE18592, DANRE18591, DANRE18593
OG0000334	ORYLA17002	DANRE28592, DANRE28625, DANRE28599, DANRE28582, DANRE28583, DANRE28764, DANRE28479, DANRE28598, DANRE28659, DANRE22065, DANRE22064, DANRE23627, DANRE29289
OG0000335	ORYLA03866, ORYLA03867, ORYLA03868	DANRE20201, DANRE16270
OG0000338	ORYLA03979	DANRE20312
OG0000338	ORYLA03456	DANRE07418
OG0000338	ORYLA02319	DANRE01511, DANRE01512, DANRE39673, DANRE39672
OG0000338	ORYLA17367	DANRE39675
OG0000338	ORYLA06348	DANRE26933, DANRE26935, DANRE26934
OG0000338	ORYLA20309	DANRE25349, DANRE25347, DANRE25348
OG0000338	ORYLA06130	DANRE10472, DANRE10473, DANRE10474
OG0000339	ORYLA13968	DANRE37053, DANRE37054
OG0000341	ORYLA09071	DANRE24080, DANRE24082, DANRE24081
OG0000341	ORYLA11727	DANRE23273, DANRE23274, DANRE23276, DANRE23268, DANRE23269, DANRE23275, DANRE23271
OG0000341	ORYLA13974	DANRE37043, DANRE37044
OG0000341	ORYLA02031	DANRE14515, DANRE14516
OG0000343	ORYLA11766	DANRE30806, DANRE30807, DANRE30808
OG0000343	ORYLA05311	DANRE10048, DANRE10049, DANRE10047
OG0000343	ORYLA03936	DANRE38028, DANRE38032, DANRE38029, DANRE38030
OG0000343	ORYLA03297	DANRE08041, DANRE08040, DANRE08038, DANRE08039
OG0000344	ORYLA04585	DANRE35029, DANRE35030
OG0000344	ORYLA07404	DANRE37821
OG0000344	ORYLA00179	DANRE16377
OG0000344	ORYLA14335	DANRE01686
OG0000344	ORYLA18073	DANRE34575, DANRE23096, DANRE23097
OG0000345	ORYLA17736	DANRE41177
OG0000345	ORYLA03893	DANRE20579
OG0000345	ORYLA18632, ORYLA19612	DANRE15725
OG0000345	ORYLA01382	DANRE06044
OG0000345	ORYLA08221	DANRE03976, DANRE03977
OG0000346	ORYLA00274, ORYLA18239	DANRE29104, DANRE29105
OG0000346	ORYLA13251, ORYLA13252	DANRE36435, DANRE36436, DANRE36433, DANRE36434, DANRE36437
OG0000346	ORYLA02973	DANRE00477, DANRE00478, DANRE00476
OG0000347	ORYLA18771	DANRE26845
OG0000347	ORYLA17512	DANRE35256
OG0000349	ORYLA12838	DANRE20921
OG0000349	ORYLA06978	DANRE26293
OG0000350	ORYLA15940	DANRE01886, DANRE01885, DANRE22467
OG0000350	ORYLA08983	DANRE23944, DANRE23945
OG0000350	ORYLA05129	DANRE04491
OG0000350	ORYLA01930	DANRE14797
OG0000350	ORYLA19267	DANRE03097
OG0000350	ORYLA07162	DANRE28285
OG0000350	ORYLA09458	DANRE10737, DANRE10736, DANRE10735
OG0000350	ORYLA10263	DANRE12046
OG0000350	ORYLA11347	DANRE10734, DANRE18664, DANRE18663
OG0000351	ORYLA13430	DANRE23567, DANRE23568
OG0000351	ORYLA15818	DANRE22839, DANRE22838, DANRE39942, DANRE39943
OG0000351	ORYLA20170	DANRE21286
OG0000351	ORYLA11117	DANRE31266
OG0000351	ORYLA20171	DANRE21285, DANRE21284
OG0000351	ORYLA15819	DANRE39941, DANRE22836, DANRE22837
OG0000351	ORYLA11119	DANRE31263, DANRE31264
OG0000351	ORYLA14393, ORYLA14392	DANRE02279
OG0000351	ORYLA14391, ORYLA14390	DANRE40776, DANRE02278
OG0000351	ORYLA11118	DANRE31265
OG0000352	ORYLA02626	DANRE00052, DANRE00051, DANRE00054, DANRE00053
OG0000352	ORYLA13214, ORYLA13215	DANRE40150
OG0000352	ORYLA16805	DANRE29098, DANRE29099, DANRE16846, DANRE16847
OG0000352	ORYLA19045	DANRE18553, DANRE18552
OG0000352	ORYLA15089	DANRE12565
OG0000353	ORYLA17564	DANRE35307, DANRE35308
OG0000353	ORYLA02784	DANRE19661, DANRE19660
OG0000353	ORYLA04909	DANRE11200
OG0000353	ORYLA00328	DANRE15654, DANRE39190, DANRE39186, DANRE39187
OG0000354	ORYLA18241	DANRE07696
OG0000354	ORYLA19574, ORYLA10816	DANRE07693, DANRE07692, DANRE07691, DANRE07694, DANRE07697, DANRE07695
OG0000356	ORYLA03036	DANRE34397, DANRE34391, DANRE34388, DANRE34390, DANRE34392, DANRE34396, DANRE34389, DANRE34395, DANRE34393, DANRE34394
OG0000356	ORYLA20188	DANRE36680, DANRE36679
OG0000357	ORYLA01112	DANRE06581
OG0000357	ORYLA00674	DANRE16487, DANRE16488, DANRE16486
OG0000357	ORYLA02665	DANRE01432, DANRE01431
OG0000357	ORYLA17822	DANRE40852, DANRE40853
OG0000357	ORYLA11167	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519
OG0000357	ORYLA14261	DANRE02489, DANRE02488
OG0000357	ORYLA15724	DANRE23129
OG0000358	ORYLA20349	DANRE25564, DANRE25563
OG0000358	ORYLA11098	DANRE31035, DANRE31036
OG0000358	ORYLA15332	DANRE12471, DANRE12472
OG0000358	ORYLA11009	DANRE30967
OG0000358	ORYLA09492	DANRE42327, DANRE42328
OG0000359	ORYLA12664	DANRE12179
OG0000359	ORYLA16724	DANRE30427
OG0000359	ORYLA09391	DANRE17317, DANRE17318, DANRE17316, DANRE41910
OG0000359	ORYLA16382	DANRE29664, DANRE29663
OG0000359	ORYLA01269	DANRE06415, DANRE06416, DANRE06413, DANRE06414
OG0000360	ORYLA12791	DANRE17865, DANRE17866
OG0000360	ORYLA14415	DANRE01799, DANRE01798, DANRE01797
OG0000363	ORYLA12525	DANRE05157, DANRE05158
OG0000363	ORYLA06099	DANRE10491
OG0000363	ORYLA19085	DANRE34034
OG0000363	ORYLA08262	DANRE03815
OG0000363	ORYLA01904	DANRE13868
OG0000364	ORYLA19293	DANRE10845, DANRE10846, DANRE10844
OG0000365	ORYLA03808	DANRE07429
OG0000365	ORYLA04263	DANRE34414, DANRE34415
OG0000365	ORYLA09099	DANRE35273, DANRE24290
OG0000365	ORYLA06385	DANRE27060
OG0000365	ORYLA08881	DANRE24567
OG0000365	ORYLA17112	DANRE16764, DANRE28891
OG0000367	ORYLA11251	DANRE31524
OG0000367	ORYLA13727, ORYLA14050	DANRE01785, DANRE01784
OG0000367	ORYLA14306	DANRE39737, DANRE39738, DANRE02416
OG0000367	ORYLA15500	DANRE22496
OG0000367	ORYLA07069	DANRE26403, DANRE26402
OG0000367	ORYLA11818	DANRE18908, DANRE18907
OG0000371	ORYLA07824	DANRE03248
OG0000372	ORYLA11902	DANRE15253
OG0000372	ORYLA14491	DANRE02748
OG0000372	ORYLA16999, ORYLA12426	DANRE06645, DANRE06644
OG0000372	ORYLA15492	DANRE22505, DANRE22504
OG0000372	ORYLA11861	DANRE11712, DANRE18764
OG0000373	ORYLA17975	DANRE42982
OG0000373	ORYLA07919	DANRE29521
OG0000373	ORYLA16362	DANRE03427, DANRE03426
OG0000373	ORYLA10269	DANRE11420
OG0000373	ORYLA07659	DANRE39515, DANRE39514
OG0000374	ORYLA19024	DANRE27018, DANRE23780
OG0000374	ORYLA09807	DANRE41520
OG0000374	ORYLA15744	DANRE23150, DANRE35505, DANRE35504
OG0000374	ORYLA04768	DANRE03789, DANRE05089
OG0000374	ORYLA17516	DANRE33404, DANRE33403
OG0000374	ORYLA15743	DANRE23152, DANRE23151
OG0000374	ORYLA10304	DANRE27829
OG0000375	ORYLA16528	DANRE30139
OG0000375	ORYLA07976	DANRE30138
OG0000375	ORYLA16760	DANRE16765
OG0000375	ORYLA08298	DANRE03047
OG0000375	ORYLA08185	DANRE04153
OG0000375	ORYLA16640	DANRE30105, DANRE30106, DANRE30107
OG0000375	ORYLA04642	DANRE06003, DANRE33724, DANRE43092
OG0000378	ORYLA05982	DANRE10060
OG0000378	ORYLA05320	DANRE30848, DANRE10029
OG0000378	ORYLA08586	DANRE35904, DANRE35903
OG0000378	ORYLA04523	DANRE35004
OG0000378	ORYLA09575	DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468
OG0000378	ORYLA01926	DANRE13826, DANRE13825
OG0000378	ORYLA05901	DANRE09246, DANRE09245, DANRE09244
OG0000379	ORYLA03532	DANRE08570
OG0000379	ORYLA08182	DANRE04156
OG0000379	ORYLA00689	DANRE16856, DANRE16855
OG0000379	ORYLA02012	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078
OG0000382	ORYLA14758	DANRE02655
OG0000382	ORYLA11219	DANRE37846, DANRE37849, DANRE37847, DANRE37848
OG0000382	ORYLA15461	DANRE22850, DANRE22851
OG0000382	ORYLA14549	DANRE25951, DANRE25950
OG0000382	ORYLA11229	DANRE31576, DANRE31575
OG0000384	ORYLA19370	DANRE15659, DANRE15658
OG0000384	ORYLA05624	DANRE09548, DANRE09549, DANRE09547
OG0000385	ORYLA09843	DANRE42775, DANRE42776
OG0000385	ORYLA08652	DANRE02100, DANRE02102, DANRE02101
OG0000385	ORYLA05706	DANRE09865
OG0000386	ORYLA00517	DANRE15744, DANRE06792
OG0000386	ORYLA01282	DANRE33779
OG0000386	ORYLA04071	DANRE00813
OG0000389	ORYLA03228	DANRE07865, DANRE02597, DANRE07866
OG0000389	ORYLA19978	DANRE20466, DANRE20465, DANRE20464, DANRE20463
OG0000389	ORYLA04896	DANRE03342, DANRE03343, DANRE03344, DANRE11173
OG0000391	ORYLA04923	DANRE11236
OG0000391	ORYLA08111	DANRE11235
OG0000391	ORYLA13746, ORYLA13745, ORYLA15749	DANRE23137, DANRE23139, DANRE23138
OG0000391	ORYLA18973	DANRE04942, DANRE04941, DANRE04943, DANRE04944, DANRE04940
OG0000391	ORYLA09748	DANRE42610, DANRE42611
OG0000392	ORYLA02414	DANRE34333, DANRE34332, DANRE34328, DANRE34334, DANRE34327, DANRE34330, DANRE34331
OG0000392	ORYLA13216	DANRE40148, DANRE40147, DANRE40149
OG0000392	ORYLA06665	DANRE26696, DANRE26695
OG0000392	ORYLA13229	DANRE36354, DANRE36355
OG0000393	ORYLA17272	DANRE33584, DANRE33585
OG0000393	ORYLA18186	DANRE04252
OG0000395	ORYLA03651	DANRE07727, DANRE07728
OG0000395	ORYLA03851	DANRE01256, DANRE01257
OG0000395	ORYLA04258	DANRE07818
OG0000395	ORYLA03410	DANRE07819
OG0000396	ORYLA14823, ORYLA12190	DANRE13219, DANRE13220
OG0000396	ORYLA18015	DANRE19273, DANRE40879
OG0000396	ORYLA12876	DANRE17659
OG0000396	ORYLA02430	DANRE35148, DANRE35151, DANRE19240, DANRE19237
OG0000396	ORYLA19526	DANRE26720, DANRE26721
OG0000396	ORYLA08948	DANRE24521
OG0000396	ORYLA00583	DANRE17217
OG0000396	ORYLA16575	DANRE30277, DANRE30278, DANRE30279
OG0000397	ORYLA19892	DANRE16352, DANRE16353, DANRE39264
OG0000397	ORYLA08378	DANRE03405
OG0000397	ORYLA10415	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719
OG0000399	ORYLA11402	DANRE18056
OG0000399	ORYLA11860	DANRE18763
OG0000399	ORYLA05753	DANRE09643
OG0000399	ORYLA19952	DANRE38314
OG0000399	ORYLA07160, ORYLA13626	DANRE28313
OG0000400	ORYLA05314	DANRE10040
OG0000401	ORYLA08217	DANRE03473
OG0000401	ORYLA07125	DANRE27291
OG0000401	ORYLA09210	DANRE38823, DANRE38822
OG0000402	ORYLA16038	DANRE40447
OG0000402	ORYLA10903	DANRE30875
OG0000402	ORYLA14672	DANRE25719
OG0000402	ORYLA17762	DANRE41229
OG0000402	ORYLA18643	DANRE19619
OG0000402	ORYLA18833	DANRE03492, DANRE03493, DANRE11285
OG0000403	ORYLA04119	DANRE19802
OG0000403	ORYLA15862	DANRE22638
OG0000403	ORYLA01357	DANRE06760, DANRE06758, DANRE06761, DANRE06759
OG0000404	ORYLA19724, ORYLA18733, ORYLA19723	DANRE34728, DANRE34727, DANRE34732, DANRE34731, DANRE34729, DANRE34730
OG0000404	ORYLA13254	DANRE36432
OG0000404	ORYLA19722	DANRE34734
OG0000405	ORYLA06036	DANRE09893, DANRE09890, DANRE09892, DANRE09891
OG0000405	ORYLA14984	DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865
OG0000405	ORYLA12719	DANRE37670, DANRE37669, DANRE37671
OG0000405	ORYLA17691	DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778
OG0000406	ORYLA13749	DANRE23159, DANRE23160, DANRE36552
OG0000409	ORYLA17607	DANRE33669, DANRE33668
OG0000409	ORYLA04377	DANRE34639, DANRE34638
OG0000409	ORYLA05838	DANRE09306
OG0000410	ORYLA05912	DANRE09277
OG0000410	ORYLA03919	DANRE20414
OG0000410	ORYLA13230, ORYLA13232	DANRE00717, DANRE00715, DANRE00716
OG0000410	ORYLA07273	DANRE00719, DANRE37987, DANRE37986, DANRE37988, DANRE37985
OG0000410	ORYLA02356	DANRE00419, DANRE00420
OG0000411	ORYLA01687	DANRE13511
OG0000411	ORYLA10375	DANRE12026, DANRE12027, DANRE12025
OG0000411	ORYLA11322	DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378
OG0000411	ORYLA07194	DANRE15532
OG0000411	ORYLA08291	DANRE03269
OG0000411	ORYLA20482	DANRE06248
OG0000411	ORYLA00372	DANRE15773
OG0000412	ORYLA13397	DANRE40212
OG0000412	ORYLA05004	DANRE05333, DANRE05334
OG0000412	ORYLA17848	DANRE34255, DANRE34254, DANRE40964
OG0000412	ORYLA01673	DANRE14291
OG0000413	ORYLA10551	DANRE10704
OG0000413	ORYLA11652	DANRE18922
OG0000413	ORYLA11343	DANRE18980
OG0000413	ORYLA03076	DANRE08263, DANRE08262
OG0000413	ORYLA10219, ORYLA12848	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914
OG0000413	ORYLA03097	DANRE12246, DANRE12248, DANRE12247
OG0000415	ORYLA13398, ORYLA12836	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764
OG0000415	ORYLA06749	DANRE28253
OG0000415	ORYLA07517	DANRE23816, DANRE23815, DANRE37519
OG0000415	ORYLA14455	DANRE23602, DANRE35497, DANRE35498
OG0000415	ORYLA15194	DANRE37135, DANRE37134
OG0000417	ORYLA08856	DANRE39225
OG0000417	ORYLA10936	DANRE31610
OG0000419	ORYLA12033	DANRE12601, DANRE12599, DANRE12600
OG0000419	ORYLA16958	DANRE29308
OG0000419	ORYLA15894	DANRE40765
OG0000419	ORYLA11288	DANRE43228, DANRE43227
OG0000420	ORYLA03182	DANRE08543, DANRE08545, DANRE08542, DANRE08546, DANRE08544
OG0000420	ORYLA20448	DANRE06728
OG0000421	ORYLA12818	DANRE21571, DANRE21570
OG0000421	ORYLA06877	DANRE28431
OG0000421	ORYLA12819	DANRE21567
OG0000421	ORYLA17685	DANRE34765, DANRE34767, DANRE34766
OG0000421	ORYLA02315	DANRE01489, DANRE43183
OG0000421	ORYLA14640	DANRE25608
OG0000421	ORYLA06039	DANRE09897
OG0000421	ORYLA12035, ORYLA14642	DANRE38929, DANRE38931, DANRE38930, DANRE38932, DANRE25609
OG0000421	ORYLA17684	DANRE01488
OG0000421	ORYLA06040	DANRE09898, DANRE09899
OG0000422	ORYLA01866	DANRE14661
OG0000422	ORYLA10570, ORYLA10569, ORYLA10571	DANRE05596, DANRE05597
OG0000422	ORYLA11363	DANRE18645, DANRE18644
OG0000422	ORYLA16053	DANRE22673, DANRE22672, DANRE41117, DANRE41116
OG0000424	ORYLA19753	DANRE03532
OG0000425	ORYLA03494	DANRE07739, DANRE07738
OG0000425	ORYLA04753	DANRE04594
OG0000425	ORYLA10256	DANRE12103, DANRE12105
OG0000425	ORYLA11610	DANRE17581
OG0000425	ORYLA19674	DANRE41873, DANRE41874, DANRE16596, DANRE16595
OG0000426	ORYLA01331	DANRE07060
OG0000426	ORYLA03961	DANRE20172
OG0000426	ORYLA16632	DANRE17040, DANRE17041, DANRE30201
OG0000426	ORYLA05829	DANRE09323, DANRE09324, DANRE09322, DANRE09321
OG0000426	ORYLA16908	DANRE29984, DANRE29985
OG0000427	ORYLA19867	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318
OG0000427	ORYLA14494	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496
OG0000427	ORYLA06953, ORYLA03526	DANRE26773, DANRE26772
OG0000429	ORYLA00070	DANRE36001, DANRE36002
OG0000430	ORYLA07964	DANRE23936
OG0000430	ORYLA14852	DANRE25020
OG0000430	ORYLA12317	DANRE37608
OG0000430	ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135	DANRE29590, DANRE29591, DANRE29600, DANRE29596, DANRE29595, DANRE29594, DANRE29599, DANRE29593, DANRE29601, DANRE29597, DANRE29598, DANRE29592
OG0000431	ORYLA08041	DANRE24824
OG0000431	ORYLA12780	DANRE17840
OG0000431	ORYLA03106	DANRE12254, DANRE12253, DANRE12255, DANRE12256, DANRE12257
OG0000431	ORYLA06581	DANRE26528
OG0000431	ORYLA12268	DANRE15244
OG0000431	ORYLA09572	DANRE42492, DANRE42493, DANRE42494, DANRE42495
OG0000432	ORYLA11066	DANRE31442
OG0000432	ORYLA14578	DANRE25599, DANRE25600
OG0000432	ORYLA13787	DANRE02708, DANRE02707
OG0000432	ORYLA15822	DANRE41299
OG0000432	ORYLA11107	DANRE31413, DANRE31412
OG0000432	ORYLA13769	DANRE36976, DANRE36975, DANRE36974
OG0000433	ORYLA20053	DANRE04048
OG0000433	ORYLA16936	DANRE29991, DANRE29994, DANRE29993, DANRE29992
OG0000433	ORYLA11555, ORYLA11554	DANRE18170, DANRE18169, DANRE18168, DANRE10817
OG0000433	ORYLA20072	DANRE42181, DANRE42182
OG0000434	ORYLA02067	DANRE15115, DANRE15112, DANRE15113, DANRE15114, DANRE15111, DANRE15108, DANRE15110, DANRE15107, DANRE15109
OG0000435	ORYLA07794	DANRE03550
OG0000435	ORYLA09187	DANRE23966, DANRE23967
OG0000435	ORYLA06556	DANRE27191
OG0000435	ORYLA01852	DANRE14826, DANRE14825
OG0000435	ORYLA10582	DANRE11382, DANRE11383
OG0000435	ORYLA11407	DANRE17637, DANRE17638
OG0000435	ORYLA14458	DANRE35492, DANRE35491, DANRE35494, DANRE35493
OG0000436	ORYLA08530	DANRE42552, DANRE42550, DANRE42551, DANRE42553
OG0000436	ORYLA02125	DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966
OG0000437	ORYLA08615	DANRE42224, DANRE15381, DANRE15382
OG0000437	ORYLA10009	DANRE42222, DANRE42223
OG0000442	ORYLA03345	DANRE07531
OG0000442	ORYLA09542	DANRE16586
OG0000442	ORYLA09139	DANRE24242
OG0000442	ORYLA02244	DANRE14641
OG0000442	ORYLA19506	DANRE00817
OG0000442	ORYLA17054	DANRE29323
OG0000443	ORYLA05691	DANRE09802, DANRE09801
OG0000443	ORYLA19682	DANRE42227, DANRE42228, DANRE42226
OG0000444	ORYLA10830	DANRE31300, DANRE31301
OG0000444	ORYLA14231	DANRE02757
OG0000444	ORYLA14616	DANRE22266, DANRE22265
OG0000444	ORYLA15046	DANRE12418
OG0000445	ORYLA10377, ORYLA11833	DANRE17296
OG0000446	ORYLA11424	DANRE18817
OG0000446	ORYLA06921	DANRE26508
OG0000446	ORYLA12344	DANRE38226, DANRE38225
OG0000446	ORYLA01645	DANRE15097
OG0000446	ORYLA02066	DANRE15117, DANRE15116
OG0000446	ORYLA05509	DANRE10485, DANRE10484
OG0000447	ORYLA00469	DANRE16236, DANRE16237
OG0000447	ORYLA14196	DANRE34349, DANRE34350
OG0000447	ORYLA04123, ORYLA03133	DANRE19795, DANRE19794, DANRE13289
OG0000448	ORYLA09927	DANRE42866
OG0000448	ORYLA09928, ORYLA06684	DANRE42867
OG0000448	ORYLA12252	DANRE35556, DANRE35557
OG0000448	ORYLA01096	DANRE06743, DANRE06744
OG0000448	ORYLA01523	DANRE07117, DANRE07116
OG0000448	ORYLA04315	DANRE00649
OG0000448	ORYLA07462	DANRE39277, DANRE39279, DANRE39278
OG0000448	ORYLA00324	DANRE15688
OG0000449	ORYLA06000	DANRE10524, DANRE10525
OG0000449	ORYLA19523	DANRE00979, DANRE00980, DANRE00981
OG0000449	ORYLA19524	DANRE00982
OG0000449	ORYLA13079	DANRE36482
OG0000450	ORYLA09724	DANRE41803
OG0000450	ORYLA18516	DANRE10831
OG0000450	ORYLA11564	DANRE17973, DANRE17972
OG0000450	ORYLA02780, ORYLA02779	DANRE19544, DANRE19543
OG0000450	ORYLA08258	DANRE03681
OG0000450	ORYLA00676	DANRE16483, DANRE16482, DANRE16481, DANRE16484
OG0000450	ORYLA01113	DANRE06579
OG0000450	ORYLA17859	DANRE40929, DANRE40930, DANRE40931
OG0000450	ORYLA18902	DANRE13780, DANRE13779, DANRE13781
OG0000450	ORYLA03353	DANRE07541
OG0000452	ORYLA06222, ORYLA19047, ORYLA06220, ORYLA19046, ORYLA19048	DANRE18071, DANRE18072, DANRE09006
OG0000452	ORYLA19279	DANRE31571, DANRE31572, DANRE31573, DANRE31574, DANRE31563, DANRE31562, DANRE31561, DANRE31560, DANRE31568, DANRE31567, DANRE31565, DANRE31564, DANRE31570, DANRE31569, DANRE31566
OG0000452	ORYLA11266	DANRE25956
OG0000453	ORYLA14626	DANRE13184, DANRE13185
OG0000454	ORYLA12583, ORYLA19101, ORYLA19102	DANRE38342, DANRE21455, DANRE21457
OG0000454	ORYLA02884	DANRE00211
OG0000454	ORYLA13625	DANRE21458
OG0000454	ORYLA02103	DANRE14108
OG0000457	ORYLA12616, ORYLA12615	DANRE42219, DANRE20040, DANRE16026
OG0000458	ORYLA11502	DANRE18765
OG0000458	ORYLA12536	DANRE11630
OG0000458	ORYLA11718	DANRE17730
OG0000458	ORYLA08707	DANRE10760
OG0000458	ORYLA06313	DANRE27173
OG0000458	ORYLA16076	DANRE23245
OG0000458	ORYLA16209	DANRE22516
OG0000458	ORYLA02033	DANRE14521
OG0000458	ORYLA09072	DANRE24084
OG0000459	ORYLA04622	DANRE16614
OG0000460	ORYLA07838	DANRE03441
OG0000461	ORYLA16495	DANRE29922, DANRE29923, DANRE29921
OG0000461	ORYLA04397	DANRE33326
OG0000461	ORYLA17538	DANRE35248
OG0000462	ORYLA04678	DANRE38855, DANRE38854
OG0000462	ORYLA04685	DANRE27778
OG0000462	ORYLA09271	DANRE23768, DANRE23767
OG0000462	ORYLA06544	DANRE23769
OG0000462	ORYLA09272	DANRE27152, DANRE27153, DANRE27151, DANRE27154
OG0000462	ORYLA12731	DANRE38852
OG0000462	ORYLA09337	DANRE27187
OG0000462	ORYLA09333, ORYLA06534	DANRE27182
OG0000462	ORYLA09336	DANRE04176, DANRE27186
OG0000462	ORYLA09338	DANRE27188, DANRE04194
OG0000462	ORYLA13970	DANRE37051
OG0000462	ORYLA06745	DANRE27781, DANRE27779, DANRE27780
OG0000462	ORYLA13545	DANRE23540, DANRE23541
OG0000463	ORYLA15373	DANRE25872, DANRE25873, DANRE25871
OG0000463	ORYLA17503	DANRE41150, DANRE41151
OG0000464	ORYLA06387	DANRE17706
OG0000465	ORYLA07067	DANRE26401, DANRE26400, DANRE26398, DANRE26399, DANRE26397
OG0000465	ORYLA15381	DANRE43152
OG0000466	ORYLA18774	DANRE26725, DANRE11839, DANRE11838, DANRE11794
OG0000467	ORYLA16164	DANRE23056, DANRE23057, DANRE23058
OG0000467	ORYLA20242	DANRE22608, DANRE22609
