Orthogroup	ORYLA	AENJA_ok
OG0000764	ORYLA06275	AENJA_20419
OG0000765	ORYLA06881, ORYLA17894, ORYLA19781	AENJA_22260
OG0000766	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914	AENJA_22560
OG0000767	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686	AENJA_23872
OG0000768	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814	AENJA_24479
OG0000772	ORYLA01171, ORYLA00334	AENJA_24869, AENJA_00651
OG0000772	ORYLA10027, ORYLA01723	AENJA_10656
OG0000774	ORYLA06329, ORYLA12975	AENJA_01594
OG0000774	ORYLA11415	AENJA_14294
OG0000774	ORYLA20208	AENJA_06861
OG0000776	ORYLA01033, ORYLA19610, ORYLA04178	AENJA_16571
OG0000777	ORYLA17057	AENJA_05898, AENJA_04500
OG0000778	ORYLA03327, ORYLA15584	AENJA_05940
OG0000779	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089	AENJA_08422
OG0000780	ORYLA10485	AENJA_22246
OG0000780	ORYLA03240	AENJA_14707
OG0000781	ORYLA16212, ORYLA10368	AENJA_15224, AENJA_20107
OG0000782	ORYLA13009, ORYLA18096, ORYLA14883, ORYLA12161	AENJA_17040
OG0000783	ORYLA08572	AENJA_21563
OG0000786	ORYLA11530, ORYLA15686, ORYLA14423, ORYLA13987, ORYLA17965, ORYLA02761, ORYLA04402	AENJA_06215
OG0000787	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629	AENJA_00390
OG0000788	ORYLA11231, ORYLA08781	AENJA_19776
OG0000788	ORYLA19625, ORYLA13001	AENJA_01187
OG0000790	ORYLA12997, ORYLA12995	AENJA_05227, AENJA_22178, AENJA_20968
OG0000791	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037	AENJA_05472
OG0000792	ORYLA05606	AENJA_06794
OG0000792	ORYLA19740, ORYLA17605, ORYLA17606, ORYLA02640	AENJA_22407
OG0000793	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617	AENJA_10797
OG0000795	ORYLA01400	AENJA_14885, AENJA_12941
OG0000797	ORYLA03892, ORYLA20421	AENJA_12225
OG0000798	ORYLA16812, ORYLA19766, ORYLA16855	AENJA_13993
OG0000799	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378	AENJA_16513
OG0000800	ORYLA15170, ORYLA20297	AENJA_17652
OG0000801	ORYLA12136, ORYLA02996	AENJA_25017, AENJA_26418, AENJA_18704
OG0000802	ORYLA13155, ORYLA17098, ORYLA00847, ORYLA16603, ORYLA13093, ORYLA03391, ORYLA03390, ORYLA08678, ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443	AENJA_19187
OG0000803	ORYLA11169	AENJA_21679
OG0000809	ORYLA12960, ORYLA12961, ORYLA10307, ORYLA13020, ORYLA17678	AENJA_02164
OG0000810	ORYLA13646	AENJA_24609
OG0000810	ORYLA08587, ORYLA01680	AENJA_24929, AENJA_02925
OG0000811	ORYLA15042	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042, AENJA_04170, AENJA_16213
OG0000812	ORYLA14679	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242
OG0000813	ORYLA05187	AENJA_03651, AENJA_14254
OG0000813	ORYLA17560, ORYLA02694, ORYLA17561	AENJA_23135
OG0000814	ORYLA12200	AENJA_25867
OG0000815	ORYLA09986	AENJA_11030
OG0000816	ORYLA07660, ORYLA04702, ORYLA03384	AENJA_21712
OG0000816	ORYLA04785, ORYLA04786	AENJA_05704
OG0000817	ORYLA14347	AENJA_07214
OG0000817	ORYLA19483	AENJA_18385
OG0000817	ORYLA07042	AENJA_14055
OG0000818	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788	AENJA_07677
OG0000819	ORYLA03241	AENJA_24188
OG0000820	ORYLA06830, ORYLA09877	AENJA_23750
OG0000824	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258	AENJA_00764
OG0000825	ORYLA15482, ORYLA14599, ORYLA19869	AENJA_01783
OG0000826	ORYLA15838	AENJA_02455
OG0000828	ORYLA02288	AENJA_14692
OG0000829	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697	AENJA_07432
OG0000829	ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790	AENJA_18083
OG0000830	ORYLA00649, ORYLA19799	AENJA_15149
OG0000831	ORYLA06570	AENJA_09091
OG0000832	ORYLA11840, ORYLA10353, ORYLA10166, ORYLA12959	AENJA_09731, AENJA_09723
OG0000833	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637	AENJA_13518
OG0000834	ORYLA00202	AENJA_15508
OG0000835	ORYLA16157	AENJA_17324
OG0000835	ORYLA12380, ORYLA15340	AENJA_22772
OG0000836	ORYLA14809, ORYLA12408, ORYLA13624	AENJA_19604
OG0000837	ORYLA01945, ORYLA01944, ORYLA04744	AENJA_25179
OG0000841	ORYLA01641, ORYLA15191, ORYLA11622	AENJA_00152
OG0000842	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014	AENJA_00962
OG0000844	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955	AENJA_02377
OG0000845	ORYLA03586	AENJA_11386
OG0000846	ORYLA03361, ORYLA02305, ORYLA04183	AENJA_25187, AENJA_04744, AENJA_21051, AENJA_24758
OG0000847	ORYLA07949	AENJA_19531
OG0000847	ORYLA16880	AENJA_05909
OG0000848	ORYLA04036, ORYLA00460, ORYLA01410	AENJA_06120
OG0000848	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814	AENJA_26421
OG0000849	ORYLA15667, ORYLA13688	AENJA_06598
OG0000850	ORYLA10312, ORYLA12941	AENJA_06947, AENJA_14500
OG0000850	ORYLA04650, ORYLA04651	AENJA_26527
OG0000851	ORYLA09558, ORYLA08388	AENJA_07613
OG0000852	ORYLA01694, ORYLA05767, ORYLA05768	AENJA_20937
OG0000852	ORYLA15572, ORYLA02133, ORYLA02134	AENJA_07998
OG0000855	ORYLA04372, ORYLA03234	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000857	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378	AENJA_19063
OG0000858	ORYLA04524	AENJA_19600
OG0000860	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306	AENJA_22939
OG0000866	ORYLA08411, ORYLA06158, ORYLA08410	AENJA_00019
OG0000869	ORYLA15399	AENJA_03586
OG0000869	ORYLA17511	AENJA_21120
OG0000871	ORYLA00978	AENJA_15432, AENJA_15433
OG0000871	ORYLA00890	AENJA_06473
OG0000872	ORYLA20287	AENJA_06798
OG0000874	ORYLA00532, ORYLA03179, ORYLA04048, ORYLA07204	AENJA_07937
OG0000874	ORYLA01855	AENJA_07996
OG0000875	ORYLA13326, ORYLA07093	AENJA_08703
OG0000875	ORYLA03514, ORYLA19061	AENJA_14919
OG0000876	ORYLA18338	AENJA_08833
OG0000877	ORYLA15563	AENJA_09093
OG0000878	ORYLA06030	AENJA_13562
OG0000879	ORYLA06599	AENJA_23882
OG0000879	ORYLA15760, ORYLA10296	AENJA_14015
OG0000880	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002	AENJA_17126
OG0000881	ORYLA01916, ORYLA05888	AENJA_19719
OG0000881	ORYLA04374, ORYLA03100	AENJA_21849
OG0000882	ORYLA08988, ORYLA13972, ORYLA11874	AENJA_23321
OG0000887	ORYLA14286, ORYLA15959	AENJA_00163
OG0000887	ORYLA06407	AENJA_21693
OG0000888	ORYLA05760, ORYLA12980, ORYLA06869	AENJA_02929
OG0000888	ORYLA17907	AENJA_02481
OG0000889	ORYLA16878	AENJA_05911
OG0000890	ORYLA12538, ORYLA11745	AENJA_09730
OG0000892	ORYLA05534, ORYLA07623, ORYLA05592, ORYLA07610, ORYLA07615, ORYLA07614, ORYLA07613, ORYLA07612, ORYLA07616, ORYLA14194, ORYLA06134, ORYLA06135, ORYLA06136, ORYLA06138, ORYLA06137, ORYLA06182, ORYLA20013, ORYLA20011, ORYLA07306, ORYLA07305, ORYLA07309, ORYLA07308, ORYLA07303, ORYLA19415, ORYLA02249, ORYLA07567	AENJA_15266
OG0000893	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848	AENJA_16180
OG0000894	ORYLA07232, ORYLA00467	AENJA_18194, AENJA_24655
OG0000894	ORYLA07753, ORYLA17007, ORYLA16512	AENJA_16901
OG0000896	ORYLA12742	AENJA_17963, AENJA_20857
OG0000896	ORYLA18744, ORYLA04344	AENJA_26740
OG0000897	ORYLA14707	AENJA_25522
OG0000897	ORYLA15784	AENJA_19794, AENJA_19793
OG0000898	ORYLA08993	AENJA_20658
OG0000899	ORYLA03598, ORYLA20446	AENJA_23421
OG0000904	ORYLA01297, ORYLA12510	AENJA_02063
OG0000905	ORYLA19283, ORYLA19282	AENJA_03454, AENJA_12044
OG0000906	ORYLA02787	AENJA_16891, AENJA_05473, AENJA_17075
OG0000907	ORYLA17435	AENJA_06223
OG0000908	ORYLA08105	AENJA_26233
OG0000909	ORYLA11368, ORYLA19848, ORYLA10623	AENJA_07565
OG0000911	ORYLA16469, ORYLA08345	AENJA_08748
OG0000912	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420	AENJA_11633
OG0000912	ORYLA03978, ORYLA03457	AENJA_09966
OG0000913	ORYLA01511	AENJA_11700
OG0000915	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346	AENJA_20431
OG0000921	ORYLA19667	AENJA_16626
OG0000921	ORYLA13652	AENJA_00754
OG0000923	ORYLA07886, ORYLA09846	AENJA_09851
OG0000925	ORYLA19836	AENJA_14502
OG0000925	ORYLA09614	AENJA_01829
OG0000928	ORYLA07148, ORYLA14647, ORYLA12139	AENJA_06210
OG0000929	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109	AENJA_18717, AENJA_24686
OG0000930	ORYLA03801, ORYLA04130, ORYLA04129	AENJA_07380
OG0000932	ORYLA17977	AENJA_10313
OG0000932	ORYLA03357	AENJA_10314
OG0000933	ORYLA07695	AENJA_25029
OG0000934	ORYLA09601, ORYLA11859	AENJA_23792
OG0000934	ORYLA16233, ORYLA10870	AENJA_12733
OG0000935	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839	AENJA_14023
OG0000936	ORYLA15832, ORYLA13766	AENJA_22898, AENJA_26348, AENJA_22899
OG0000938	ORYLA11986, ORYLA13059, ORYLA01073, ORYLA01074, ORYLA00524, ORYLA07193, ORYLA00523	AENJA_21758
OG0000943	ORYLA17852	AENJA_00401
OG0000944	ORYLA09043, ORYLA04158, ORYLA01246	AENJA_00580
OG0000945	ORYLA12060, ORYLA00813, ORYLA05640	AENJA_04250, AENJA_01600, AENJA_21590
OG0000946	ORYLA14183, ORYLA10918	AENJA_01969
OG0000946	ORYLA15133, ORYLA11209	AENJA_16618
OG0000947	ORYLA08406, ORYLA19529, ORYLA08874	AENJA_22086
OG0000947	ORYLA15837, ORYLA09649	AENJA_02339
OG0000949	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705	AENJA_04000
OG0000951	ORYLA06116, ORYLA14933	AENJA_21157
OG0000952	ORYLA03901, ORYLA02988	AENJA_05461
OG0000952	ORYLA01232, ORYLA17229, ORYLA02987	AENJA_05453
OG0000954	ORYLA20086	AENJA_24386
OG0000954	ORYLA16756, ORYLA16757, ORYLA16758	AENJA_08232
OG0000955	ORYLA17644	AENJA_09334, AENJA_19306
OG0000955	ORYLA12176	AENJA_22675
OG0000955	ORYLA19752	AENJA_26657
OG0000957	ORYLA13659, ORYLA18079	AENJA_17037, AENJA_17036
OG0000958	ORYLA13781, ORYLA11059, ORYLA11060	AENJA_19017
OG0000960	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514	AENJA_23956
OG0000963	ORYLA13485, ORYLA06840, ORYLA06839	AENJA_01165
OG0000963	ORYLA17317, ORYLA13364	AENJA_06323
OG0000964	ORYLA17226	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848
OG0000965	ORYLA20470	AENJA_05586, AENJA_05584
OG0000965	ORYLA07478	AENJA_02282
OG0000966	ORYLA19569, ORYLA17821, ORYLA02666	AENJA_02547
OG0000967	ORYLA04076	AENJA_02972
OG0000967	ORYLA19755, ORYLA04962	AENJA_22529
OG0000968	ORYLA12327, ORYLA10874, ORYLA14830	AENJA_03154
OG0000968	ORYLA17573	AENJA_10751
OG0000969	ORYLA05704	AENJA_03216
OG0000970	ORYLA17254, ORYLA02643	AENJA_03395
OG0000972	ORYLA17856	AENJA_03845
OG0000972	ORYLA03686, ORYLA18142	AENJA_26036
OG0000973	ORYLA01659	AENJA_19754, AENJA_10901
OG0000974	ORYLA03871	AENJA_05735, AENJA_05736
OG0000978	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570	AENJA_08414
OG0000979	ORYLA04958, ORYLA04959	AENJA_08501
OG0000981	ORYLA02383, ORYLA17398	AENJA_08762
OG0000982	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909	AENJA_09037
OG0000985	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425	AENJA_14891
OG0000986	ORYLA02693, ORYLA17557	AENJA_19041
OG0000987	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779	AENJA_23574
OG0000988	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645	AENJA_25125
OG0000992	ORYLA16313, ORYLA19691	AENJA_01350
OG0000992	ORYLA01948	AENJA_08136
OG0000994	ORYLA11419	AENJA_20560
OG0000994	ORYLA18398	AENJA_02296
OG0000996	ORYLA01364, ORYLA09102, ORYLA20110	AENJA_26096
OG0000997	ORYLA12756	AENJA_06940, AENJA_16738
OG0000999	ORYLA17143, ORYLA07960, ORYLA15047	AENJA_10712
OG0001000	ORYLA09416, ORYLA00982, ORYLA11450	AENJA_07118
OG0001001	ORYLA04326, ORYLA07294, ORYLA08735, ORYLA09611	AENJA_07866
OG0001002	ORYLA07974, ORYLA08682	AENJA_11066
OG0001003	ORYLA17863, ORYLA04404	AENJA_13424
OG0001005	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208	AENJA_17128
OG0001006	ORYLA00587	AENJA_21663
OG0001006	ORYLA17469, ORYLA06935	AENJA_25248
OG0001007	ORYLA17844	AENJA_23659
OG0001008	ORYLA10968, ORYLA12088	AENJA_24757
OG0001009	ORYLA02205	AENJA_24783
OG0001015	ORYLA16717, ORYLA08292	AENJA_05530
OG0001016	ORYLA08912	AENJA_26608
OG0001018	ORYLA04621	AENJA_02393
OG0001021	ORYLA19735	AENJA_25578
OG0001022	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093	AENJA_03120
OG0001023	ORYLA11181, ORYLA12354, ORYLA13986	AENJA_03151
OG0001024	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767	AENJA_11445
OG0001024	ORYLA18366	AENJA_03556
OG0001026	ORYLA08000, ORYLA00251, ORYLA17169	AENJA_04437
OG0001027	ORYLA10175	AENJA_06667, AENJA_06665, AENJA_06666
OG0001028	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310	AENJA_07594
OG0001029	ORYLA15182, ORYLA07577	AENJA_24200
OG0001029	ORYLA04296, ORYLA09423, ORYLA11605, ORYLA05963, ORYLA02036	AENJA_07743
OG0001030	ORYLA06855, ORYLA12212	AENJA_12462
OG0001031	ORYLA05281	AENJA_12602
OG0001032	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152	AENJA_13410
OG0001033	ORYLA02412, ORYLA17551	AENJA_13779
OG0001034	ORYLA16497, ORYLA08333, ORYLA09185	AENJA_14415
OG0001036	ORYLA15963, ORYLA02163, ORYLA05632	AENJA_19830
OG0001037	ORYLA18034, ORYLA02947, ORYLA08956	AENJA_20909
OG0001039	ORYLA14221	AENJA_24765
OG0001042	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093	AENJA_00375
OG0001046	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732	AENJA_01047
OG0001047	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025	AENJA_13898, AENJA_01886
OG0001048	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597	AENJA_02250, AENJA_17677
OG0001049	ORYLA13294, ORYLA06586	AENJA_02745
OG0001049	ORYLA03790, ORYLA15642	AENJA_16062
OG0001050	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038	AENJA_03323
OG0001052	ORYLA04967, ORYLA04966, ORYLA02277	AENJA_06392
OG0001052	ORYLA18159, ORYLA04669	AENJA_03703
OG0001053	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475	AENJA_05825
OG0001053	ORYLA20458	AENJA_03704
OG0001054	ORYLA05817, ORYLA00804, ORYLA00542, ORYLA16915, ORYLA16783, ORYLA01880, ORYLA05818	AENJA_06350, AENJA_04202
OG0001058	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823	AENJA_07821
OG0001059	ORYLA07025, ORYLA11863	AENJA_08095
OG0001060	ORYLA00952	AENJA_25128
OG0001062	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265	AENJA_10657
OG0001063	ORYLA04692	AENJA_15475
OG0001065	ORYLA10407, ORYLA11700	AENJA_19195
OG0001066	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783	AENJA_19790
OG0001067	ORYLA09765, ORYLA19474	AENJA_20835
OG0001068	ORYLA08837, ORYLA01885, ORYLA05843	AENJA_21475
OG0001072	ORYLA17591	AENJA_00305, AENJA_03396
OG0001072	ORYLA18588	AENJA_18929
OG0001073	ORYLA01147, ORYLA12256	AENJA_00575
OG0001075	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387	AENJA_00807
OG0001076	ORYLA04025, ORYLA03193, ORYLA12782	AENJA_01569
OG0001077	ORYLA06555	AENJA_01679
OG0001077	ORYLA01775	AENJA_05855
OG0001077	ORYLA10005	AENJA_02550
OG0001078	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617	AENJA_10264
OG0001079	ORYLA13958, ORYLA14764, ORYLA20201	AENJA_03947
OG0001080	ORYLA06070	AENJA_04073
OG0001080	ORYLA01954, ORYLA12745	AENJA_09896
OG0001081	ORYLA12631, ORYLA12630	AENJA_16503, AENJA_04238
OG0001082	ORYLA16190, ORYLA14374	AENJA_06872, AENJA_21482
OG0001083	ORYLA08355, ORYLA01216, ORYLA10438	AENJA_07171
OG0001084	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417	AENJA_07749
OG0001085	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405	AENJA_09145, AENJA_21401
OG0001086	ORYLA03507, ORYLA10518, ORYLA10517, ORYLA01082, ORYLA04201	AENJA_12710
OG0001089	ORYLA06013, ORYLA06012	AENJA_16474
OG0001090	ORYLA18206	AENJA_16877
OG0001091	ORYLA09872, ORYLA07822, ORYLA01798, ORYLA07821, ORYLA01797, ORYLA09871	AENJA_17138
OG0001092	ORYLA00476	AENJA_18221
OG0001093	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876	AENJA_19251
OG0001094	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201	AENJA_23025
OG0001095	ORYLA13938, ORYLA08700, ORYLA02122	AENJA_25247
OG0001101	ORYLA10929	AENJA_00373
OG0001102	ORYLA05217	AENJA_00718
OG0001102	ORYLA05138	AENJA_03278, AENJA_21711
OG0001103	ORYLA08995	AENJA_01387
OG0001104	ORYLA12177	AENJA_02199
OG0001105	ORYLA03632	AENJA_15729
OG0001106	ORYLA20354	AENJA_23681, AENJA_03788
OG0001107	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544	AENJA_04030
OG0001108	ORYLA14450	AENJA_04372, AENJA_04373
OG0001109	ORYLA16661, ORYLA14078	AENJA_05558
OG0001110	ORYLA02459, ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020	AENJA_06070
OG0001112	ORYLA12894, ORYLA09914, ORYLA08799	AENJA_06304
OG0001113	ORYLA16987	AENJA_06313
OG0001113	ORYLA03611, ORYLA00138	AENJA_23050
OG0001115	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923	AENJA_18256, AENJA_09261
OG0001116	ORYLA08841	AENJA_25869, AENJA_12085
OG0001118	ORYLA10960	AENJA_12961
OG0001119	ORYLA09259	AENJA_13579
OG0001120	ORYLA03903, ORYLA01234	AENJA_13747
OG0001121	ORYLA05153, ORYLA20092	AENJA_14865
OG0001123	ORYLA09262	AENJA_20117
OG0001123	ORYLA17703	AENJA_15687
OG0001124	ORYLA02278	AENJA_16308
OG0001126	ORYLA14267	AENJA_22248
OG0001127	ORYLA06210, ORYLA08911	AENJA_26609
OG0001128	ORYLA03669	AENJA_26741
OG0001129	ORYLA15169, ORYLA12442	AENJA_00009
OG0001129	ORYLA05461	AENJA_00007
OG0001131	ORYLA00774, ORYLA11383	AENJA_00720
OG0001132	ORYLA15693	AENJA_02927
OG0001133	ORYLA01655	AENJA_14482
OG0001133	ORYLA02500	AENJA_07797
OG0001134	ORYLA16671	AENJA_06301
OG0001135	ORYLA18988, ORYLA08362	AENJA_06307
OG0001136	ORYLA13203, ORYLA06530, ORYLA12133	AENJA_06348
OG0001137	ORYLA03035, ORYLA00090, ORYLA03842	AENJA_06755
OG0001138	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997	AENJA_08339
OG0001139	ORYLA15805	AENJA_20595, AENJA_19443
OG0001139	ORYLA14857, ORYLA11008	AENJA_08828
OG0001141	ORYLA02472, ORYLA17498	AENJA_11192
OG0001142	ORYLA07693	AENJA_13577
OG0001143	ORYLA11035, ORYLA12195, ORYLA06058	AENJA_25253, AENJA_15506
OG0001144	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835	AENJA_15840
OG0001146	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425	AENJA_19404
OG0001148	ORYLA01854, ORYLA05396	AENJA_25511
OG0001149	ORYLA01670, ORYLA13258	AENJA_26319, AENJA_26318
OG0001155	ORYLA02504, ORYLA02505	AENJA_01168
OG0001155	ORYLA03252	AENJA_24946
OG0001156	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003	AENJA_01685
OG0001158	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120	AENJA_02265, AENJA_16983
OG0001159	ORYLA10160, ORYLA05356	AENJA_02590
OG0001160	ORYLA11144, ORYLA18207	AENJA_03496, AENJA_15940
OG0001161	ORYLA14942, ORYLA12582, ORYLA02883	AENJA_03513, AENJA_15958
OG0001162	ORYLA03278, ORYLA04547, ORYLA08795	AENJA_09881, AENJA_03826
OG0001163	ORYLA08093, ORYLA04995	AENJA_23044, AENJA_20499, AENJA_04071, AENJA_23045
OG0001164	ORYLA06374	AENJA_04659
OG0001165	ORYLA11504	AENJA_18566
OG0001165	ORYLA09619	AENJA_05192
OG0001166	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465	AENJA_05454
OG0001167	ORYLA10169, ORYLA12428, ORYLA04713	AENJA_06024
OG0001168	ORYLA01742, ORYLA14387, ORYLA15300	AENJA_26059, AENJA_06080, AENJA_26060
OG0001169	ORYLA03593	AENJA_06689
OG0001170	ORYLA03658	AENJA_14574
OG0001171	ORYLA09088	AENJA_07498
OG0001172	ORYLA08914, ORYLA06213, ORYLA09461	AENJA_08737
OG0001172	ORYLA09708, ORYLA16481	AENJA_15031
OG0001175	ORYLA17323, ORYLA17834, ORYLA02704	AENJA_10616
OG0001177	ORYLA07071	AENJA_12717
OG0001177	ORYLA17818	AENJA_23960, AENJA_22118
OG0001178	ORYLA12858	AENJA_12752
OG0001178	ORYLA09479	AENJA_14989
OG0001179	ORYLA12445	AENJA_13625, AENJA_13628
OG0001179	ORYLA14131	AENJA_26058
OG0001180	ORYLA18502, ORYLA14974, ORYLA18703, ORYLA18702, ORYLA12603	AENJA_13732
OG0001181	ORYLA09302, ORYLA06967, ORYLA16422	AENJA_14047
OG0001182	ORYLA04656, ORYLA10537, ORYLA17798, ORYLA12681	AENJA_14313
OG0001183	ORYLA16340, ORYLA08337	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	ORYLA01867	AENJA_17799
OG0001184	ORYLA12325	AENJA_15086
OG0001185	ORYLA01991, ORYLA19744, ORYLA04885	AENJA_17542
OG0001186	ORYLA06474, ORYLA12462, ORYLA14584	AENJA_21307
OG0001186	ORYLA12305	AENJA_18825
OG0001187	ORYLA14064	AENJA_19216, AENJA_19215
OG0001188	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742	AENJA_22812
OG0001190	ORYLA10580, ORYLA14507, ORYLA10859	AENJA_24531
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783	AENJA_00058
OG0001197	ORYLA13277	AENJA_00493
OG0001198	ORYLA10310, ORYLA13600	AENJA_01200
OG0001198	ORYLA15038	AENJA_21857
OG0001199	ORYLA11679	AENJA_24392
OG0001201	ORYLA15310	AENJA_02210
OG0001202	ORYLA09275	AENJA_03117
OG0001204	ORYLA04102, ORYLA03247	AENJA_20148
OG0001205	ORYLA11970, ORYLA10540	AENJA_04101
OG0001205	ORYLA01265	AENJA_26398
OG0001207	ORYLA10023	AENJA_18056
OG0001207	ORYLA09156, ORYLA16388, ORYLA08504	AENJA_07276
OG0001208	ORYLA06825, ORYLA09868, ORYLA01795	AENJA_09031
OG0001209	ORYLA07316, ORYLA00319	AENJA_09041
OG0001210	ORYLA11799	AENJA_18956
OG0001210	ORYLA06775	AENJA_09591
OG0001211	ORYLA20079, ORYLA07900	AENJA_09699
OG0001212	ORYLA10644	AENJA_14546, AENJA_09958
OG0001213	ORYLA08112	AENJA_11717
OG0001214	ORYLA09019	AENJA_24301
OG0001214	ORYLA10993	AENJA_11388
OG0001215	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222	AENJA_15953
OG0001216	ORYLA07420	AENJA_16979
OG0001217	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595	AENJA_17612
OG0001218	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468	AENJA_18179
OG0001219	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777	AENJA_18562
OG0001220	ORYLA02345	AENJA_21603
OG0001220	ORYLA12823	AENJA_21600
OG0001221	ORYLA07491	AENJA_19765
OG0001223	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963	AENJA_21588
OG0001224	ORYLA16020	AENJA_22625
