Orthogroup	ORYLA	HUMAN
OG0000225	ORYLA01507	HUMAN24061
OG0000226	ORYLA08515	HUMAN16817
OG0000226	ORYLA08414	HUMAN18049
OG0000227	ORYLA01974	HUMAN14351
OG0000227	ORYLA09705	HUMAN18012
OG0000227	ORYLA16473	HUMAN26229
OG0000227	ORYLA07142	HUMAN14350
OG0000227	ORYLA14920	HUMAN09613
OG0000227	ORYLA14919	HUMAN09611
OG0000227	ORYLA08058, ORYLA16479, ORYLA19592	HUMAN21404
OG0000227	ORYLA07005, ORYLA07006, ORYLA13332	HUMAN24420
OG0000228	ORYLA04088, ORYLA03535	HUMAN11712
OG0000228	ORYLA04089	HUMAN04553
OG0000228	ORYLA00004, ORYLA00005, ORYLA01119	HUMAN04552
OG0000228	ORYLA00170, ORYLA01127, ORYLA01126	HUMAN04548
OG0000229	ORYLA09298	HUMAN02983
OG0000229	ORYLA09346	HUMAN29674
OG0000230	ORYLA10690	HUMAN27790, HUMAN16569
OG0000230	ORYLA10640	HUMAN16568
OG0000230	ORYLA14849, ORYLA17562, ORYLA02696, ORYLA02695	HUMAN13053, HUMAN13054, HUMAN13049
OG0000231	ORYLA01387, ORYLA04281	HUMAN30467
OG0000231	ORYLA19832, ORYLA13508	HUMAN17388
OG0000231	ORYLA19448	HUMAN22380
OG0000231	ORYLA09456	HUMAN04081
OG0000231	ORYLA08962	HUMAN27993, HUMAN27994
OG0000232	ORYLA20493	HUMAN24032, HUMAN24036, HUMAN24033, HUMAN24038, HUMAN24037, HUMAN28599, HUMAN28600, HUMAN24027
OG0000233	ORYLA05663	HUMAN28694, HUMAN28693
OG0000234	ORYLA13000	HUMAN14313
OG0000234	ORYLA14105	HUMAN13886
OG0000234	ORYLA12637	HUMAN13884
OG0000234	ORYLA05772, ORYLA01693	HUMAN01653
OG0000234	ORYLA11249	HUMAN02863
OG0000234	ORYLA14751	HUMAN02862
OG0000235	ORYLA14889	HUMAN09679
OG0000235	ORYLA01167	HUMAN22334
OG0000235	ORYLA04027	HUMAN07552
OG0000235	ORYLA10002	HUMAN17686
OG0000235	ORYLA07335	HUMAN22277
OG0000236	ORYLA12896, ORYLA06350	HUMAN01231
OG0000236	ORYLA11551	HUMAN25711
OG0000238	ORYLA07061	HUMAN26143, HUMAN26145, HUMAN26144
OG0000238	ORYLA18743, ORYLA15964	HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630
OG0000238	ORYLA06983	HUMAN13821
OG0000239	ORYLA16412	HUMAN12749
OG0000239	ORYLA08904	HUMAN02988
OG0000239	ORYLA09375, ORYLA08385	HUMAN18073
OG0000239	ORYLA11432, ORYLA10759	HUMAN08545
OG0000239	ORYLA19462, ORYLA07829	HUMAN12754
OG0000239	ORYLA05627, ORYLA01800	HUMAN26078
OG0000240	ORYLA18684, ORYLA18226	HUMAN19892, HUMAN19897
OG0000242	ORYLA11284, ORYLA20306	HUMAN06808
OG0000242	ORYLA07965	HUMAN16342
OG0000242	ORYLA20204	HUMAN17637
OG0000242	ORYLA11050	HUMAN26476
OG0000243	ORYLA14958	HUMAN09987, HUMAN09988, HUMAN09436
OG0000243	ORYLA17501	HUMAN28831
OG0000244	ORYLA15688	HUMAN24979
OG0000244	ORYLA14426, ORYLA14594, ORYLA19522	HUMAN06221
OG0000244	ORYLA15434	HUMAN20455
OG0000244	ORYLA12391	HUMAN11623
OG0000244	ORYLA01756	HUMAN21504
OG0000244	ORYLA15173	HUMAN11095, HUMAN11094
OG0000244	ORYLA19456	HUMAN18917
OG0000244	ORYLA08925, ORYLA08923, ORYLA08924	HUMAN27992
OG0000245	ORYLA15217	HUMAN04221
OG0000245	ORYLA11246	HUMAN06119
OG0000245	ORYLA04509	HUMAN19518
OG0000245	ORYLA03682	HUMAN05726
OG0000245	ORYLA06224	HUMAN01960
OG0000245	ORYLA16414, ORYLA07883, ORYLA09803	HUMAN17748
OG0000245	ORYLA08317	HUMAN13244
OG0000245	ORYLA16849, ORYLA08043	HUMAN12223, HUMAN12226
OG0000245	ORYLA05783	HUMAN15927
OG0000245	ORYLA00278, ORYLA00279, ORYLA17013	HUMAN20162
OG0000246	ORYLA16344	HUMAN15952
OG0000248	ORYLA19716	HUMAN28926, HUMAN28842
OG0000248	ORYLA01732, ORYLA06052	HUMAN01609
OG0000248	ORYLA06051	HUMAN01611, HUMAN01612
OG0000249	ORYLA12187	HUMAN09449
OG0000249	ORYLA13559, ORYLA06845	HUMAN14381
OG0000249	ORYLA17407	HUMAN23693
OG0000250	ORYLA16891	HUMAN13349, HUMAN13351
OG0000250	ORYLA11002	HUMAN06114
OG0000251	ORYLA19579	HUMAN21878, HUMAN21879
OG0000251	ORYLA14495	HUMAN00428
OG0000251	ORYLA03531	HUMAN18381
OG0000251	ORYLA09347	HUMAN29671
OG0000251	ORYLA13883	HUMAN00112
OG0000251	ORYLA03324	HUMAN21687
OG0000253	ORYLA11090	HUMAN06123, HUMAN06124
OG0000253	ORYLA02485	HUMAN13916
OG0000253	ORYLA16428	HUMAN02920, HUMAN02921
OG0000255	ORYLA04331	HUMAN30604, HUMAN30605
OG0000255	ORYLA12113	HUMAN04286
OG0000256	ORYLA02742	HUMAN29239
OG0000256	ORYLA16602, ORYLA00877	HUMAN14982
OG0000256	ORYLA19550	HUMAN23740
OG0000256	ORYLA12202, ORYLA14805, ORYLA12201	HUMAN09481
OG0000257	ORYLA07342, ORYLA19508	HUMAN28535
OG0000257	ORYLA14895	HUMAN09663
OG0000257	ORYLA12185	HUMAN09451
OG0000257	ORYLA11428	HUMAN08809
OG0000257	ORYLA00194, ORYLA04615	HUMAN18743
OG0000258	ORYLA05816	HUMAN16259
OG0000258	ORYLA00803	HUMAN13200
OG0000258	ORYLA19450, ORYLA00543	HUMAN10725
OG0000258	ORYLA13731	HUMAN21035
OG0000258	ORYLA11238	HUMAN02853
OG0000258	ORYLA10418	HUMAN08489
OG0000258	ORYLA04818	HUMAN16922
OG0000259	ORYLA03307, ORYLA00956, ORYLA03309, ORYLA03308, ORYLA03323, ORYLA03315, ORYLA03642, ORYLA04173	HUMAN21383
OG0000260	ORYLA10907	HUMAN26833
OG0000260	ORYLA15874	HUMAN20959
OG0000260	ORYLA17877	HUMAN27591
OG0000260	ORYLA08131	HUMAN03777
OG0000260	ORYLA01145	HUMAN24200, HUMAN24199
OG0000261	ORYLA03331	HUMAN21681
OG0000261	ORYLA08763	HUMAN07777, HUMAN07776
OG0000261	ORYLA01049	HUMAN30345, HUMAN30344
OG0000263	ORYLA00024	HUMAN25245
OG0000265	ORYLA16609, ORYLA00871	HUMAN14652
OG0000265	ORYLA18135, ORYLA02583	HUMAN29223
OG0000265	ORYLA17739, ORYLA10912, ORYLA14726	HUMAN06211
OG0000266	ORYLA16539	HUMAN10434, HUMAN10433
OG0000266	ORYLA00536	HUMAN10487, HUMAN10486
OG0000268	ORYLA01805	HUMAN20566, HUMAN20565
OG0000268	ORYLA01744	HUMAN06897
OG0000268	ORYLA01745	HUMAN28950
OG0000268	ORYLA09801	HUMAN17746, HUMAN17747
OG0000268	ORYLA05671	HUMAN13867
OG0000269	ORYLA12238	HUMAN17779
OG0000269	ORYLA16437	HUMAN13131
OG0000269	ORYLA07123, ORYLA07121, ORYLA09219	HUMAN02926
OG0000270	ORYLA04819	HUMAN16923
OG0000270	ORYLA10416	HUMAN08492
OG0000270	ORYLA03104	HUMAN15842
OG0000270	ORYLA04109	HUMAN19509
OG0000270	ORYLA10746	HUMAN08280, HUMAN08281, HUMAN08279
OG0000270	ORYLA03400	HUMAN15869
OG0000271	ORYLA19394	HUMAN21416
OG0000271	ORYLA07853, ORYLA07854, ORYLA16440	HUMAN12854
OG0000271	ORYLA12237	HUMAN17780
OG0000271	ORYLA01772	HUMAN26040
OG0000271	ORYLA18841, ORYLA19666	HUMAN19633
OG0000271	ORYLA08907	HUMAN03009
OG0000272	ORYLA04557, ORYLA03537	HUMAN11703
OG0000272	ORYLA10396	HUMAN16604, HUMAN00549
OG0000272	ORYLA15887, ORYLA20158	HUMAN28096, HUMAN19042
OG0000272	ORYLA18754	HUMAN26465
OG0000273	ORYLA13171	HUMAN15012
OG0000273	ORYLA05785, ORYLA16265, ORYLA00791	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563
OG0000273	ORYLA17595	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419
OG0000273	ORYLA11307	HUMAN16753, HUMAN16752
OG0000275	ORYLA10602	HUMAN18758, HUMAN18757
OG0000275	ORYLA08098	HUMAN03545
OG0000275	ORYLA00342, ORYLA00341	HUMAN28702
OG0000275	ORYLA02599	HUMAN17534
OG0000276	ORYLA12948	HUMAN14938, HUMAN14939
OG0000276	ORYLA07457	HUMAN22311
OG0000277	ORYLA07913	HUMAN10958
OG0000277	ORYLA13592	HUMAN04583
OG0000277	ORYLA17906	HUMAN07256
OG0000277	ORYLA04770	HUMAN03378
OG0000277	ORYLA02631, ORYLA17515	HUMAN22680, HUMAN22682
OG0000277	ORYLA01293	HUMAN24311
OG0000278	ORYLA04407	HUMAN07375
OG0000278	ORYLA02326	HUMAN12098
OG0000278	ORYLA13179	HUMAN15042, HUMAN15043, HUMAN15041
OG0000278	ORYLA04766	HUMAN16991
OG0000280	ORYLA06577, ORYLA13201	HUMAN14956
OG0000280	ORYLA14981	HUMAN10086
OG0000280	ORYLA11520	HUMAN25439
OG0000280	ORYLA12009, ORYLA14903	HUMAN09733
OG0000281	ORYLA13690	HUMAN02461
OG0000281	ORYLA18802	HUMAN26947
OG0000281	ORYLA10808	HUMAN11532
OG0000281	ORYLA13337, ORYLA07002	HUMAN24413
OG0000281	ORYLA03894	HUMAN23769
OG0000281	ORYLA01378	HUMAN23090, HUMAN23089
OG0000282	ORYLA00210	HUMAN12498
OG0000282	ORYLA18951	HUMAN17183
OG0000282	ORYLA04706	HUMAN03610
OG0000282	ORYLA01496	HUMAN22064
OG0000282	ORYLA04826	HUMAN03422
OG0000284	ORYLA12966	HUMAN01172
OG0000284	ORYLA01651	HUMAN24826
OG0000284	ORYLA17103	HUMAN14646
OG0000284	ORYLA20455	HUMAN28991
OG0000285	ORYLA18449	HUMAN12968
OG0000285	ORYLA08261	HUMAN12969
OG0000286	ORYLA15344	HUMAN27042
OG0000286	ORYLA03638	HUMAN21702
OG0000286	ORYLA11097	HUMAN05817
OG0000286	ORYLA02216	HUMAN28370
OG0000287	ORYLA02857	HUMAN29109
OG0000287	ORYLA04080, ORYLA03158	HUMAN07582
OG0000288	ORYLA16173	HUMAN19033
OG0000288	ORYLA06317	HUMAN27858
OG0000288	ORYLA14637, ORYLA12168	HUMAN10017
OG0000288	ORYLA08853	HUMAN27850
OG0000289	ORYLA05120	HUMAN24512, HUMAN25207
OG0000289	ORYLA13565, ORYLA06948	HUMAN00853
OG0000289	ORYLA17464	HUMAN23391
OG0000289	ORYLA11776	HUMAN25308
OG0000290	ORYLA20080, ORYLA20081	HUMAN17692
OG0000295	ORYLA03631	HUMAN27073, HUMAN27078, HUMAN21755
OG0000295	ORYLA16746	HUMAN13492
OG0000296	ORYLA02357	HUMAN23410
OG0000296	ORYLA13209	HUMAN14549
OG0000296	ORYLA17335	HUMAN23238
OG0000296	ORYLA12148	HUMAN09898
OG0000296	ORYLA05484	HUMAN23176
OG0000296	ORYLA12730	HUMAN11443
OG0000297	ORYLA02364	HUMAN23498
OG0000297	ORYLA14934	HUMAN09565
OG0000297	ORYLA17528	HUMAN28800
OG0000297	ORYLA17276	HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189
OG0000298	ORYLA07637, ORYLA08867	HUMAN18547
OG0000298	ORYLA17620, ORYLA02644	HUMAN19996
OG0000298	ORYLA07534	HUMAN04931
OG0000299	ORYLA14209	HUMAN17573
OG0000299	ORYLA06308	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684
OG0000299	ORYLA15623	HUMAN18940
OG0000299	ORYLA02095, ORYLA02094	HUMAN00611, HUMAN00610
OG0000299	ORYLA11794	HUMAN25580
OG0000300	ORYLA01942, ORYLA05122	HUMAN25211
OG0000300	ORYLA15284	HUMAN11511
OG0000300	ORYLA13149	HUMAN15048
OG0000300	ORYLA04197	HUMAN28550
OG0000300	ORYLA09390	HUMAN30253
OG0000300	ORYLA05324	HUMAN25389, HUMAN25388
OG0000301	ORYLA16651	HUMAN13542
OG0000301	ORYLA04812	HUMAN03359
OG0000301	ORYLA01309	HUMAN24284, HUMAN24283
OG0000301	ORYLA19598, ORYLA07696	HUMAN22693
OG0000301	ORYLA11071	HUMAN26951
OG0000301	ORYLA12506	HUMAN03228
OG0000302	ORYLA08419	HUMAN17995
OG0000303	ORYLA16302	HUMAN15777
OG0000305	ORYLA02167, ORYLA05631	HUMAN28371
OG0000305	ORYLA20085, ORYLA06691	HUMAN18211
OG0000305	ORYLA14370, ORYLA15761	HUMAN06375, HUMAN06374
OG0000306	ORYLA04450	HUMAN24069
OG0000306	ORYLA08161, ORYLA04852	HUMAN03303
OG0000306	ORYLA17215	HUMAN26265
OG0000306	ORYLA00329	HUMAN22808
OG0000307	ORYLA10706	HUMAN08959
OG0000307	ORYLA03839, ORYLA03084	HUMAN15785
OG0000307	ORYLA18993	HUMAN08960
OG0000307	ORYLA02300, ORYLA17392	HUMAN23554
OG0000307	ORYLA14634	HUMAN09389, HUMAN09383
OG0000308	ORYLA08644	HUMAN17798, HUMAN17796, HUMAN17797
OG0000308	ORYLA03830, ORYLA03011	HUMAN15356
OG0000308	ORYLA01851	HUMAN00635
OG0000308	ORYLA08982	HUMAN23142
OG0000309	ORYLA11241	HUMAN02855
OG0000309	ORYLA13779, ORYLA13780	HUMAN21024
OG0000309	ORYLA11255	HUMAN02857
OG0000309	ORYLA14051	HUMAN21022, HUMAN21021, HUMAN21023
OG0000309	ORYLA16163	HUMAN29938
OG0000310	ORYLA09618	HUMAN29760, HUMAN29761
OG0000312	ORYLA12072	HUMAN09558
OG0000312	ORYLA02919	HUMAN23442
OG0000312	ORYLA07558	HUMAN29892
OG0000312	ORYLA20410	HUMAN22837
OG0000312	ORYLA04032	HUMAN07566
OG0000313	ORYLA07713	HUMAN23081, HUMAN23082
OG0000313	ORYLA09993	HUMAN07848, HUMAN07849
OG0000313	ORYLA12846	HUMAN18542
OG0000313	ORYLA05854	HUMAN05865
OG0000314	ORYLA17105	HUMAN28861
OG0000314	ORYLA07735, ORYLA16991, ORYLA16992	HUMAN20239
OG0000314	ORYLA16282	HUMAN13015
OG0000314	ORYLA05811	HUMAN15940
OG0000315	ORYLA10390, ORYLA03355	HUMAN26404
OG0000315	ORYLA09757	HUMAN18260
OG0000315	ORYLA06311, ORYLA09200	HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330
OG0000315	ORYLA10891	HUMAN26829
OG0000316	ORYLA05028	HUMAN03066
OG0000316	ORYLA00489, ORYLA00488	HUMAN23015, HUMAN23014
OG0000316	ORYLA06812, ORYLA13482	HUMAN14541
OG0000317	ORYLA17846	HUMAN29302
OG0000317	ORYLA11677	HUMAN16638
OG0000317	ORYLA02222	HUMAN00781
OG0000317	ORYLA11482	HUMAN16611
OG0000317	ORYLA19885	HUMAN00683
OG0000319	ORYLA07102	HUMAN13915
OG0000319	ORYLA17421, ORYLA02486, ORYLA17422	HUMAN13914
OG0000320	ORYLA01998	HUMAN20605
OG0000320	ORYLA09665, ORYLA08398, ORYLA08397	HUMAN19603
OG0000321	ORYLA12958	HUMAN01031
OG0000321	ORYLA02627	HUMAN28466
OG0000321	ORYLA16703, ORYLA00623	HUMAN10412
OG0000321	ORYLA09493	HUMAN07804
OG0000321	ORYLA09170	HUMAN21631
OG0000321	ORYLA01006	HUMAN30401, HUMAN30400
OG0000321	ORYLA09494	HUMAN07803
OG0000321	ORYLA09171	HUMAN21629
OG0000322	ORYLA02330, ORYLA02329	HUMAN07374
OG0000322	ORYLA17228, ORYLA02554, ORYLA02714	HUMAN22557
OG0000322	ORYLA11174	HUMAN26486
OG0000323	ORYLA08920	HUMAN02811
OG0000323	ORYLA03927	HUMAN11502
OG0000323	ORYLA19746	HUMAN22842
OG0000323	ORYLA05750	HUMAN01778
OG0000323	ORYLA06414	HUMAN02810
OG0000323	ORYLA19842, ORYLA10008	HUMAN19638
OG0000324	ORYLA08782	HUMAN04420
OG0000325	ORYLA09822	HUMAN17795
OG0000325	ORYLA16463	HUMAN12672
OG0000326	ORYLA13891	HUMAN00138
OG0000326	ORYLA06903, ORYLA03641	HUMAN21700
OG0000326	ORYLA04182	HUMAN11971
OG0000326	ORYLA13893	HUMAN00388, HUMAN00387, HUMAN00389
OG0000327	ORYLA14175, ORYLA16012, ORYLA16011, ORYLA14173, ORYLA14174	HUMAN02360
OG0000328	ORYLA07598	HUMAN07966, HUMAN07965
OG0000328	ORYLA14292, ORYLA20008	HUMAN18955
OG0000329	ORYLA15753, ORYLA13741	HUMAN06602
OG0000329	ORYLA09747	HUMAN18161
OG0000329	ORYLA07072	HUMAN26323
OG0000329	ORYLA07907	HUMAN12536
OG0000330	ORYLA11384, ORYLA11385	HUMAN08894, HUMAN08893
OG0000331	ORYLA16772, ORYLA07787	HUMAN26603
OG0000331	ORYLA00143, ORYLA16898	HUMAN13510
OG0000331	ORYLA16950, ORYLA00632, ORYLA00630	HUMAN20180
OG0000332	ORYLA02409	HUMAN22505
OG0000332	ORYLA05113	HUMAN03095, HUMAN03078
OG0000333	ORYLA02740	HUMAN29371
OG0000335	ORYLA03866, ORYLA03867, ORYLA03868	HUMAN23060, HUMAN23061
OG0000338	ORYLA03456	HUMAN13066
OG0000338	ORYLA02319	HUMAN19730
OG0000338	ORYLA06348	HUMAN18521
OG0000338	ORYLA01999, ORYLA20309, ORYLA06130	HUMAN26174
OG0000339	ORYLA13968	HUMAN19136, HUMAN19137
OG0000341	ORYLA09071	HUMAN27909
OG0000341	ORYLA11727	HUMAN25614
OG0000341	ORYLA13974	HUMAN19124
OG0000341	ORYLA02031	HUMAN00589
OG0000343	ORYLA11766, ORYLA05311	HUMAN25327
OG0000343	ORYLA03297	HUMAN05299
OG0000344	ORYLA04585	HUMAN26468
OG0000344	ORYLA07404, ORYLA00179	HUMAN04594
OG0000344	ORYLA17833	HUMAN07196
OG0000344	ORYLA16434	HUMAN21393
OG0000344	ORYLA18073	HUMAN06678, HUMAN06679
OG0000345	ORYLA03893	HUMAN23757
OG0000345	ORYLA18632, ORYLA19612, ORYLA01382	HUMAN23095
OG0000345	ORYLA08221	HUMAN03649
OG0000346	ORYLA00274, ORYLA18239	HUMAN14664, HUMAN14665
OG0000346	ORYLA06649, ORYLA13251, ORYLA13252	HUMAN01028
OG0000346	ORYLA02973	HUMAN28459
OG0000349	ORYLA12838, ORYLA06978	HUMAN19246
OG0000350	ORYLA15941, ORYLA15940	HUMAN19194, HUMAN19193
OG0000350	ORYLA08983	HUMAN24478
OG0000350	ORYLA05129	HUMAN25222
OG0000350	ORYLA01930	HUMAN00783, HUMAN00776
OG0000350	ORYLA09458	HUMAN05923
OG0000350	ORYLA10263	HUMAN08412
OG0000350	ORYLA11347	HUMAN18677
OG0000351	ORYLA13430	HUMAN14831, HUMAN14830, HUMAN14832, HUMAN01022
OG0000351	ORYLA20168, ORYLA15818, ORYLA20169, ORYLA20170	HUMAN28874
OG0000351	ORYLA11117	HUMAN06905
OG0000351	ORYLA20171	HUMAN28873
OG0000351	ORYLA15819	HUMAN30497
OG0000351	ORYLA11119	HUMAN06903
OG0000351	ORYLA14391, ORYLA14390	HUMAN02362
OG0000351	ORYLA11118	HUMAN06904
OG0000352	ORYLA02626	HUMAN28462
OG0000352	ORYLA13214, ORYLA13215	HUMAN14440
OG0000352	ORYLA16805	HUMAN14836
OG0000352	ORYLA19045	HUMAN25510
OG0000352	ORYLA15089	HUMAN07061
OG0000353	ORYLA17564, ORYLA02784	HUMAN27743
OG0000353	ORYLA04909	HUMAN03162
OG0000353	ORYLA00328	HUMAN22804
OG0000354	ORYLA04466	HUMAN04075, HUMAN03995, HUMAN04050, HUMAN04051, HUMAN04025, HUMAN04047, HUMAN04021, HUMAN04022, HUMAN04068, HUMAN04066, HUMAN04065, HUMAN04020, HUMAN04067
OG0000354	ORYLA18241, ORYLA19574, ORYLA10816	HUMAN04009, HUMAN04061, HUMAN04062, HUMAN04063, HUMAN04064, HUMAN04046, HUMAN04015, HUMAN04019, HUMAN04026, HUMAN04040, HUMAN04041, HUMAN04038, HUMAN04039, HUMAN04016, HUMAN04005, HUMAN04006, HUMAN03997, HUMAN03998
OG0000356	ORYLA20188, ORYLA13681	HUMAN24976
OG0000357	ORYLA01112, ORYLA00674	HUMAN04990
OG0000357	ORYLA02665	HUMAN07295
OG0000357	ORYLA11167	HUMAN27044
OG0000357	ORYLA14261	HUMAN28888
OG0000357	ORYLA15724	HUMAN29931, HUMAN29932
OG0000358	ORYLA20349	HUMAN06892
OG0000358	ORYLA11098, ORYLA15332	HUMAN06877
OG0000358	ORYLA11009	HUMAN06183, HUMAN06182
OG0000358	ORYLA09492	HUMAN07810
OG0000359	ORYLA12664	HUMAN11476, HUMAN11475
OG0000359	ORYLA16724	HUMAN10684
OG0000359	ORYLA09391	HUMAN01488, HUMAN01487
OG0000359	ORYLA16382	HUMAN10921, HUMAN10920
OG0000359	ORYLA01269	HUMAN30482
OG0000360	ORYLA09367	HUMAN07694
OG0000360	ORYLA12791	HUMAN23042
OG0000360	ORYLA14415	HUMAN21019
OG0000363	ORYLA12525	HUMAN02625
OG0000363	ORYLA06099	HUMAN24877
OG0000363	ORYLA19085	HUMAN07338, HUMAN07337
OG0000363	ORYLA08262, ORYLA01904	HUMAN24873
OG0000364	ORYLA19293	HUMAN25612
OG0000365	ORYLA03808	HUMAN05540
OG0000365	ORYLA09099	HUMAN21291, HUMAN01955, HUMAN21290
OG0000365	ORYLA06385	HUMAN14168, HUMAN14172, HUMAN14169
OG0000365	ORYLA17112	HUMAN14702, HUMAN14705, HUMAN14704
OG0000367	ORYLA11251	HUMAN02861
OG0000367	ORYLA13727, ORYLA14050	HUMAN21458
OG0000367	ORYLA14306	HUMAN29832, HUMAN29831
OG0000367	ORYLA15500	HUMAN19257
OG0000367	ORYLA07069	HUMAN13779
OG0000367	ORYLA11818	HUMAN27433
OG0000371	ORYLA07825, ORYLA07827	HUMAN13143
OG0000371	ORYLA07824	HUMAN13142
OG0000372	ORYLA11902	HUMAN22749
OG0000372	ORYLA14491	HUMAN00421
OG0000372	ORYLA16999, ORYLA12426	HUMAN23778
OG0000372	ORYLA15492	HUMAN18835
OG0000372	ORYLA11861	HUMAN16705
OG0000373	ORYLA17975	HUMAN07152
OG0000373	ORYLA07919, ORYLA16362	HUMAN04999
OG0000373	ORYLA10269, ORYLA07659	HUMAN16793
OG0000374	ORYLA19024	HUMAN28952
OG0000374	ORYLA09807	HUMAN17756
OG0000374	ORYLA15744	HUMAN06432, HUMAN06433
OG0000374	ORYLA04768	HUMAN03380
OG0000374	ORYLA17516	HUMAN22685
OG0000374	ORYLA15743	HUMAN06431, HUMAN06430
OG0000374	ORYLA10304, ORYLA09808	HUMAN17757
OG0000375	ORYLA16528	HUMAN10694
OG0000375	ORYLA07976	HUMAN10742
OG0000375	ORYLA16760	HUMAN10275
OG0000375	ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640	HUMAN12054, HUMAN12057
OG0000375	ORYLA04642	HUMAN22225
OG0000375	ORYLA11940	HUMAN25491
OG0000378	ORYLA05982	HUMAN00762
OG0000378	ORYLA05320	HUMAN25391
OG0000378	ORYLA08586	HUMAN17445
OG0000378	ORYLA01469	HUMAN30089
OG0000378	ORYLA04523	HUMAN05631, HUMAN05632
OG0000378	ORYLA09575	HUMAN02081
OG0000378	ORYLA01926, ORYLA05901	HUMAN15645, HUMAN15642, HUMAN15643
OG0000379	ORYLA03532	HUMAN11868
OG0000379	ORYLA08182	HUMAN10494, HUMAN12062
OG0000379	ORYLA00689	HUMAN30691, HUMAN17335
OG0000379	ORYLA02012	HUMAN00722, HUMAN00721
OG0000382	ORYLA14162	HUMAN02456
OG0000382	ORYLA14758	HUMAN06950
OG0000382	ORYLA14549, ORYLA11229	HUMAN26823
OG0000384	ORYLA05624	HUMAN17917
OG0000385	ORYLA09843, ORYLA08652	HUMAN17828
OG0000385	ORYLA05706	HUMAN26509, HUMAN26510
OG0000386	ORYLA00517	HUMAN23124
OG0000386	ORYLA01282, ORYLA04071	HUMAN05335
OG0000389	ORYLA03228	HUMAN05183
OG0000389	ORYLA19978	HUMAN23760
OG0000389	ORYLA04896	HUMAN03279
OG0000391	ORYLA04923	HUMAN03741
OG0000391	ORYLA00206, ORYLA00207	HUMAN12541, HUMAN12542
OG0000391	ORYLA13746, ORYLA13745, ORYLA15749	HUMAN06600
OG0000391	ORYLA18973	HUMAN26310
OG0000391	ORYLA09748	HUMAN18162
OG0000392	ORYLA02414	HUMAN23482
OG0000392	ORYLA13216	HUMAN14994
OG0000392	ORYLA06665, ORYLA13229	HUMAN01116
OG0000393	ORYLA17272	HUMAN07234
OG0000393	ORYLA18186	HUMAN13374
OG0000395	ORYLA03651, ORYLA03851	HUMAN19542
OG0000395	ORYLA03410	HUMAN05545
OG0000396	ORYLA14823, ORYLA12190	HUMAN09495
OG0000396	ORYLA18015	HUMAN29153
OG0000396	ORYLA13580	HUMAN02042
OG0000396	ORYLA12876, ORYLA06631	HUMAN02128
OG0000396	ORYLA02430	HUMAN29390
OG0000396	ORYLA19526, ORYLA08948	HUMAN01318, HUMAN01319
OG0000396	ORYLA00583, ORYLA16575	HUMAN14594, HUMAN14593
OG0000397	ORYLA19892	HUMAN22189
OG0000397	ORYLA08378	HUMAN03732
OG0000397	ORYLA10415	HUMAN17188
OG0000399	ORYLA11402	HUMAN08526
OG0000399	ORYLA11860	HUMAN16706
OG0000399	ORYLA05753	HUMAN01751
OG0000399	ORYLA19952	HUMAN09596
OG0000399	ORYLA07160, ORYLA13626	HUMAN14913
OG0000400	ORYLA05314	HUMAN25403
OG0000401	ORYLA08217	HUMAN12512
OG0000401	ORYLA07125, ORYLA09210	HUMAN02934
OG0000402	ORYLA16038, ORYLA10903, ORYLA14672	HUMAN26844
OG0000402	ORYLA18643	HUMAN27407
OG0000402	ORYLA18833	HUMAN03424
OG0000402	ORYLA12469	HUMAN08155
OG0000403	ORYLA04119	HUMAN05388, HUMAN05390
OG0000403	ORYLA15862	HUMAN19272, HUMAN19273
OG0000403	ORYLA01357	HUMAN16242, HUMAN30309
OG0000404	ORYLA07320	HUMAN28568
OG0000404	ORYLA19724, ORYLA18733, ORYLA19723	HUMAN28450
OG0000404	ORYLA13254, ORYLA19722	HUMAN28453
OG0000405	ORYLA06036	HUMAN01875
OG0000405	ORYLA14984	HUMAN10099
OG0000405	ORYLA17691	HUMAN23576
OG0000406	ORYLA13749	HUMAN06684, HUMAN06683
OG0000409	ORYLA17607	HUMAN07118
OG0000409	ORYLA04377	HUMAN11758
OG0000409	ORYLA05838	HUMAN27148, HUMAN27147
OG0000410	ORYLA05912, ORYLA03919	HUMAN15661, HUMAN24012
OG0000410	ORYLA02356	HUMAN22614
OG0000411	ORYLA01687	HUMAN00458
OG0000411	ORYLA11322	HUMAN25340
OG0000411	ORYLA07194	HUMAN22974
OG0000411	ORYLA08291	HUMAN03134
OG0000411	ORYLA20482	HUMAN23920
OG0000411	ORYLA00372	HUMAN22345
OG0000412	ORYLA13397	HUMAN01024
OG0000412	ORYLA08106, ORYLA05004	HUMAN03115
OG0000412	ORYLA17848	HUMAN29280
OG0000413	ORYLA10551, ORYLA11652	HUMAN09264
OG0000413	ORYLA11343	HUMAN18689
OG0000413	ORYLA03076	HUMAN15493
