Orthogroup	AMPFI_ok	APOSC_ok
OG0000672	AMPFI_17614	APOSC_05056
OG0000674	AMPFI_05318	APOSC_02855, APOSC_02854
OG0000675	AMPFI_19287	APOSC_16152
OG0000675	AMPFI_18854, AMPFI_18236, AMPFI_02868, AMPFI_12410, AMPFI_25030, AMPFI_09169, AMPFI_25827, AMPFI_17955	APOSC_17252
OG0000675	AMPFI_03509	APOSC_23052, APOSC_13598, APOSC_13599, APOSC_20865, APOSC_20866, APOSC_20864, APOSC_10999, APOSC_09656, APOSC_09655
OG0000675	AMPFI_01379, AMPFI_21374	APOSC_18808
OG0000675	AMPFI_03599	APOSC_14272
OG0000676	AMPFI_07198	APOSC_12565
OG0000676	AMPFI_01951	APOSC_24592
OG0000680	AMPFI_18200	APOSC_16418
OG0000680	AMPFI_20692	APOSC_19829
OG0000681	AMPFI_10408	APOSC_08978
OG0000681	AMPFI_08112	APOSC_20302, APOSC_20301
OG0000682	AMPFI_06701	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468
OG0000683	AMPFI_06165	APOSC_06085
OG0000683	AMPFI_15593	APOSC_22743
OG0000684	AMPFI_13648	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619
OG0000685	AMPFI_10051	APOSC_25082, APOSC_25081, APOSC_11457, APOSC_25080, APOSC_11346
OG0000688	AMPFI_11570, AMPFI_25967, AMPFI_17171	APOSC_24546
OG0000689	AMPFI_02583, AMPFI_23404, AMPFI_19830, AMPFI_25555, AMPFI_13939, AMPFI_03615, AMPFI_12773	APOSC_26909
OG0000690	AMPFI_12474	APOSC_06851
OG0000690	AMPFI_25508	APOSC_28021
OG0000691	AMPFI_15975	APOSC_06057
OG0000692	AMPFI_22914	APOSC_26279
OG0000694	AMPFI_20821	APOSC_21845
OG0000696	AMPFI_13412	APOSC_00235
OG0000696	AMPFI_23601	APOSC_09390
OG0000696	AMPFI_06933	APOSC_19415
OG0000697	AMPFI_01555	APOSC_04170
OG0000698	AMPFI_25928	APOSC_22767
OG0000700	AMPFI_02889	APOSC_07841
OG0000700	AMPFI_24625	APOSC_16314
OG0000701	AMPFI_06365	APOSC_29144
OG0000702	AMPFI_20591	APOSC_28891, APOSC_28892
OG0000703	AMPFI_09469	APOSC_08255
OG0000706	AMPFI_17120	APOSC_28191
OG0000706	AMPFI_02905	APOSC_16598
OG0000708	AMPFI_18363	APOSC_22565
OG0000708	AMPFI_17855	APOSC_04164
OG0000709	AMPFI_23883	APOSC_21004
OG0000709	AMPFI_17426	APOSC_01261
OG0000711	AMPFI_11270	APOSC_24576
OG0000712	AMPFI_08144	APOSC_01997
OG0000713	AMPFI_24318, AMPFI_08961, AMPFI_11641	APOSC_02458, APOSC_19823, APOSC_04674
OG0000714	AMPFI_00401, AMPFI_15322	APOSC_12849, APOSC_21091, APOSC_05401
OG0000714	AMPFI_07570, AMPFI_11965, AMPFI_12432, AMPFI_09292, AMPFI_15601	APOSC_04950
OG0000714	AMPFI_04993	APOSC_11476
OG0000715	AMPFI_19789	APOSC_24729
OG0000716	AMPFI_13314	APOSC_15187, APOSC_15188, APOSC_05187
OG0000717	AMPFI_10785	APOSC_08975
OG0000718	AMPFI_05696, AMPFI_05695	APOSC_06058
OG0000720	AMPFI_05196	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908
OG0000720	AMPFI_04200	APOSC_17643
OG0000721	AMPFI_08986	APOSC_27562
OG0000721	AMPFI_22244, AMPFI_22245	APOSC_25361
OG0000723	AMPFI_13209	APOSC_24997
OG0000725	AMPFI_02912	APOSC_10898
OG0000726	AMPFI_13683	APOSC_20907
OG0000730	AMPFI_24051	APOSC_16492
OG0000731	AMPFI_14467	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253
OG0000732	AMPFI_21125	APOSC_01005
OG0000732	AMPFI_19798	APOSC_22697
OG0000732	AMPFI_22564	APOSC_22696
OG0000733	AMPFI_00092	APOSC_15598
OG0000733	AMPFI_07683	APOSC_14468
OG0000734	AMPFI_16496	APOSC_27033
OG0000735	AMPFI_12763	APOSC_08541, APOSC_08542
OG0000736	AMPFI_00116	APOSC_24942, APOSC_27355
OG0000737	AMPFI_09668	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935
OG0000740	AMPFI_24652	APOSC_20786
OG0000740	AMPFI_17145	APOSC_14263
OG0000741	AMPFI_20665	APOSC_05408
OG0000741	AMPFI_24722	APOSC_12850
OG0000741	AMPFI_17281	APOSC_25195
OG0000742	AMPFI_05931	APOSC_21417
OG0000743	AMPFI_02626	APOSC_09120, APOSC_09119
OG0000743	AMPFI_24905	APOSC_12908
OG0000744	AMPFI_06604	APOSC_21453, APOSC_21454, APOSC_22851
OG0000745	AMPFI_10083	APOSC_07957, APOSC_07956, APOSC_27337, APOSC_27338
OG0000746	AMPFI_11042	APOSC_20615
OG0000746	AMPFI_21096	APOSC_27276, APOSC_27277
OG0000746	AMPFI_24935	APOSC_04558
OG0000747	AMPFI_19843, AMPFI_13503	APOSC_10377
OG0000747	AMPFI_15337, AMPFI_14236, AMPFI_09850	APOSC_22793, APOSC_01421, APOSC_04166, APOSC_09294, APOSC_09295, APOSC_26831, APOSC_21163
OG0000748	AMPFI_21950	APOSC_01384, APOSC_01385
OG0000749	AMPFI_08611	APOSC_09299, APOSC_09298
OG0000750	AMPFI_11438	APOSC_12241, APOSC_01474
OG0000751	AMPFI_03506	APOSC_10279
OG0000752	AMPFI_17019	APOSC_04900
OG0000752	AMPFI_09329	APOSC_11897
OG0000752	AMPFI_04939	APOSC_20705
OG0000753	AMPFI_15523	APOSC_17933
OG0000753	AMPFI_14109	APOSC_23432
OG0000754	AMPFI_00155, AMPFI_05404	APOSC_10620
OG0000755	AMPFI_18113	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838
OG0000756	AMPFI_04122, AMPFI_11222, AMPFI_01721	APOSC_00440
OG0000757	AMPFI_01364	APOSC_21066
OG0000757	AMPFI_13831	APOSC_13824
OG0000758	AMPFI_00957	APOSC_04627, APOSC_04628, APOSC_04626
OG0000759	AMPFI_04195	APOSC_10203
OG0000760	AMPFI_21828	APOSC_23163
OG0000760	AMPFI_13511	APOSC_23162, APOSC_23164
OG0000761	AMPFI_02175	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182
OG0000765	AMPFI_19294	APOSC_08832
OG0000765	AMPFI_14015	APOSC_08175
OG0000766	AMPFI_21468, AMPFI_22616	APOSC_02629, APOSC_02626, APOSC_02627
OG0000767	AMPFI_07905	APOSC_22136, APOSC_22137
OG0000768	AMPFI_08442	APOSC_11098, APOSC_11096, APOSC_11097
OG0000771	AMPFI_17129, AMPFI_02418	APOSC_22874, APOSC_29058, APOSC_13686
OG0000772	AMPFI_02894, AMPFI_19971	APOSC_17782
OG0000773	AMPFI_04587	APOSC_19616
OG0000773	AMPFI_21117	APOSC_21137
OG0000773	AMPFI_10602	APOSC_11971
OG0000774	AMPFI_08290	APOSC_18361
OG0000774	AMPFI_10783	APOSC_14291
OG0000774	AMPFI_03731	APOSC_14965
OG0000775	AMPFI_22492	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384
OG0000776	AMPFI_23341	APOSC_14658, APOSC_04219, APOSC_04218
OG0000777	AMPFI_22290	APOSC_00730, APOSC_16029, APOSC_06075
OG0000778	AMPFI_25999	APOSC_26535
OG0000779	AMPFI_25294	APOSC_20892
OG0000779	AMPFI_06428	APOSC_15142
OG0000780	AMPFI_20584	APOSC_07773
OG0000780	AMPFI_15119	APOSC_00388
OG0000780	AMPFI_08729	APOSC_21503
OG0000781	AMPFI_21666, AMPFI_02675, AMPFI_14575, AMPFI_22665	APOSC_24857
OG0000782	AMPFI_18834	APOSC_02046, APOSC_02045
OG0000783	AMPFI_24464	APOSC_09332
OG0000783	AMPFI_22662	APOSC_27599
OG0000787	AMPFI_10777	APOSC_24396
OG0000788	AMPFI_01375	APOSC_18949
OG0000788	AMPFI_02278	APOSC_21919, APOSC_21918
OG0000789	AMPFI_10219	APOSC_23687, APOSC_15281
OG0000789	AMPFI_05281	APOSC_26967
OG0000790	AMPFI_11863	APOSC_17258
OG0000791	AMPFI_01769	APOSC_26179, APOSC_26180
OG0000792	AMPFI_00047	APOSC_14959
OG0000792	AMPFI_19531	APOSC_04163
OG0000793	AMPFI_07155	APOSC_28727
OG0000794	AMPFI_12203	APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932
OG0000795	AMPFI_02590	APOSC_09195
OG0000797	AMPFI_18685	APOSC_05552, APOSC_02654
OG0000798	AMPFI_15670, AMPFI_01735, AMPFI_20101	APOSC_20553
OG0000798	AMPFI_16263	APOSC_20554
OG0000800	AMPFI_10431	APOSC_27669
OG0000801	AMPFI_08868, AMPFI_16292	APOSC_13410, APOSC_22125
OG0000802	AMPFI_17051	APOSC_16253
OG0000803	AMPFI_03930, AMPFI_11891	APOSC_18801, APOSC_00365
OG0000809	AMPFI_12034	APOSC_01372
OG0000810	AMPFI_19205	APOSC_15514
OG0000810	AMPFI_00375	APOSC_02955, APOSC_02954, APOSC_02956
OG0000811	AMPFI_15862, AMPFI_12390, AMPFI_16220	APOSC_10516
OG0000813	AMPFI_16225, AMPFI_15330	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680
OG0000813	AMPFI_04420	APOSC_10674, APOSC_03337, APOSC_07707
OG0000814	AMPFI_05882	APOSC_22281
OG0000815	AMPFI_21474	APOSC_20294
OG0000816	AMPFI_22154	APOSC_05809
OG0000816	AMPFI_03013	APOSC_10643, APOSC_15680
OG0000817	AMPFI_08254	APOSC_13738
OG0000817	AMPFI_07996	APOSC_22901
OG0000817	AMPFI_11242	APOSC_07767
OG0000818	AMPFI_12285	APOSC_14407, APOSC_14408, APOSC_14409
OG0000819	AMPFI_15610	APOSC_05516
OG0000820	AMPFI_19313, AMPFI_22913, AMPFI_22383	APOSC_11841
OG0000822	AMPFI_10298	APOSC_20678
OG0000822	AMPFI_09638	APOSC_12709
OG0000823	AMPFI_09886, AMPFI_02229, AMPFI_14400, AMPFI_18247, AMPFI_09105, AMPFI_23998, AMPFI_04321, AMPFI_15264, AMPFI_10553, AMPFI_06995, AMPFI_05761, AMPFI_06571, AMPFI_07954, AMPFI_10284, AMPFI_01845, AMPFI_07102, AMPFI_12688, AMPFI_20773, AMPFI_09883, AMPFI_21341, AMPFI_17425, AMPFI_04598, AMPFI_13151, AMPFI_13153, AMPFI_06788, AMPFI_06616, AMPFI_05068, AMPFI_07809, AMPFI_08630, AMPFI_17076, AMPFI_12089, AMPFI_01834, AMPFI_14480, AMPFI_05084, AMPFI_07103, AMPFI_14381	APOSC_01112, APOSC_07998, APOSC_25271, APOSC_12349, APOSC_24625, APOSC_19611, APOSC_22625
OG0000823	AMPFI_15214, AMPFI_06614, AMPFI_13152, AMPFI_25071, AMPFI_07320, AMPFI_07319, AMPFI_08384, AMPFI_12229, AMPFI_22504, AMPFI_13975, AMPFI_08042, AMPFI_04907, AMPFI_08486, AMPFI_05456, AMPFI_06799, AMPFI_00992, AMPFI_19402	APOSC_23922, APOSC_13700
OG0000824	AMPFI_10634	APOSC_26516
OG0000825	AMPFI_21560, AMPFI_22215	APOSC_17271
OG0000825	AMPFI_04519	APOSC_03303
OG0000826	AMPFI_01972	APOSC_07568, APOSC_07567, APOSC_22497
OG0000827	AMPFI_18414	APOSC_10934
OG0000828	AMPFI_06751	APOSC_05791
OG0000828	AMPFI_18122	APOSC_22977, APOSC_11571
OG0000829	AMPFI_15788	APOSC_25803, APOSC_25804
OG0000830	AMPFI_02429	APOSC_07203, APOSC_07204, APOSC_18116
OG0000830	AMPFI_15851	APOSC_02444
OG0000830	AMPFI_17584	APOSC_14730, APOSC_02445
OG0000831	AMPFI_23384	APOSC_01145
OG0000833	AMPFI_07344	APOSC_26082, APOSC_26081
OG0000834	AMPFI_19170	APOSC_04739, APOSC_27269
OG0000835	AMPFI_11868	APOSC_18417
OG0000836	AMPFI_08670	APOSC_15778
OG0000836	AMPFI_06708	APOSC_06642
OG0000837	AMPFI_23242	APOSC_12041, APOSC_06484, APOSC_27044
OG0000838	AMPFI_11876	APOSC_26520
OG0000838	AMPFI_19932	APOSC_06028
OG0000838	AMPFI_05267	APOSC_02486
OG0000841	AMPFI_11477	APOSC_23985, APOSC_23987, APOSC_23986
OG0000842	AMPFI_11234	APOSC_09796
OG0000844	AMPFI_00178	APOSC_10362
OG0000845	AMPFI_11196, AMPFI_00625, AMPFI_13241, AMPFI_15602	APOSC_15428
OG0000845	AMPFI_11310	APOSC_11449
OG0000846	AMPFI_11421, AMPFI_18627	APOSC_25695
OG0000846	AMPFI_04320	APOSC_22439, APOSC_15488
OG0000846	AMPFI_20432, AMPFI_00916, AMPFI_11870, AMPFI_15519, AMPFI_24360	APOSC_12791, APOSC_12790
OG0000847	AMPFI_13534	APOSC_10143
OG0000847	AMPFI_06619	APOSC_11562
OG0000848	AMPFI_13198	APOSC_20382
OG0000848	AMPFI_00046	APOSC_18151, APOSC_18150
OG0000849	AMPFI_24685	APOSC_27634, APOSC_09266
OG0000850	AMPFI_19396	APOSC_08264
OG0000850	AMPFI_03228	APOSC_23927
OG0000851	AMPFI_16121	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	AMPFI_08444	APOSC_20285, APOSC_20286
OG0000852	AMPFI_13668	APOSC_02824
OG0000853	AMPFI_09221	APOSC_14872, APOSC_14873, APOSC_14871, APOSC_04190
OG0000855	AMPFI_17874, AMPFI_17347, AMPFI_08376, AMPFI_08377	APOSC_08922, APOSC_08923, APOSC_26256
OG0000857	AMPFI_00242	APOSC_24744
OG0000858	AMPFI_11878	APOSC_23576
OG0000859	AMPFI_09744	APOSC_20756, APOSC_20755, APOSC_20757
OG0000860	AMPFI_05098	APOSC_17954
OG0000861	AMPFI_12513	APOSC_17877, APOSC_28813
OG0000861	AMPFI_12008	APOSC_20529
OG0000861	AMPFI_16728	APOSC_24193
OG0000867	AMPFI_17713, AMPFI_24739, AMPFI_20834, AMPFI_20835	APOSC_22652
OG0000867	AMPFI_16847, AMPFI_14483	APOSC_19357, APOSC_05981, APOSC_15581, APOSC_15020, APOSC_02622, APOSC_01914, APOSC_05317
OG0000868	AMPFI_16551	APOSC_23188, APOSC_17550, APOSC_06087
OG0000868	AMPFI_07891	APOSC_13101
OG0000869	AMPFI_09269	APOSC_14843
OG0000869	AMPFI_05422	APOSC_10798
OG0000870	AMPFI_12552	APOSC_06340
OG0000871	AMPFI_06057	APOSC_20272
OG0000871	AMPFI_13424	APOSC_14488
OG0000872	AMPFI_14533	APOSC_01621, APOSC_01620
OG0000873	AMPFI_00271	APOSC_27618
OG0000874	AMPFI_17002	APOSC_24109
OG0000874	AMPFI_15252	APOSC_09520
OG0000875	AMPFI_16915	APOSC_06925, APOSC_26698, APOSC_26697
OG0000875	AMPFI_14018	APOSC_10816, APOSC_05938
OG0000878	AMPFI_22261	APOSC_19700
OG0000878	AMPFI_21072	APOSC_12538
OG0000879	AMPFI_24002	APOSC_26037
OG0000879	AMPFI_08219	APOSC_25589, APOSC_19618
OG0000880	AMPFI_09014	APOSC_11063
OG0000882	AMPFI_03689, AMPFI_23821	APOSC_22975
OG0000887	AMPFI_07646	APOSC_07943
OG0000888	AMPFI_15204	APOSC_22842
OG0000888	AMPFI_11657	APOSC_02163
OG0000889	AMPFI_08502	APOSC_09768
OG0000890	AMPFI_13815	APOSC_26141
OG0000890	AMPFI_03240	APOSC_26142, APOSC_26140
OG0000894	AMPFI_21192	APOSC_05906, APOSC_06317
OG0000896	AMPFI_22491, AMPFI_12466, AMPFI_26067	APOSC_16669
OG0000897	AMPFI_24854	APOSC_09636
OG0000898	AMPFI_22530	APOSC_16195
OG0000899	AMPFI_10006	APOSC_14711
OG0000903	AMPFI_11298	APOSC_02800
OG0000905	AMPFI_23249, AMPFI_23770, AMPFI_06111	APOSC_09225, APOSC_09226
OG0000907	AMPFI_11759	APOSC_00840
OG0000908	AMPFI_08188	APOSC_14771
OG0000909	AMPFI_09222	APOSC_25304, APOSC_25305, APOSC_25306
OG0000910	AMPFI_03441	APOSC_16513
OG0000910	AMPFI_03413	APOSC_28627
OG0000910	AMPFI_20186	APOSC_12092
OG0000911	AMPFI_10644	APOSC_15133, APOSC_15134
OG0000912	AMPFI_26077	APOSC_27960, APOSC_27961
OG0000913	AMPFI_01293, AMPFI_01711	APOSC_04388
OG0000915	AMPFI_07903	APOSC_07775
OG0000921	AMPFI_16444	APOSC_24063
OG0000922	AMPFI_24460	APOSC_26104, APOSC_17712, APOSC_07423
OG0000922	AMPFI_10575	APOSC_27187
OG0000922	AMPFI_23782, AMPFI_03515	APOSC_28235
OG0000922	AMPFI_03651	APOSC_02076
OG0000922	AMPFI_17904	APOSC_11284, APOSC_03961
OG0000922	AMPFI_11250, AMPFI_19575, AMPFI_09844	APOSC_09468
OG0000923	AMPFI_00235	APOSC_26447
OG0000923	AMPFI_22060	APOSC_00356
OG0000924	AMPFI_07333	APOSC_24384
OG0000924	AMPFI_03653	APOSC_05973
OG0000924	AMPFI_22610, AMPFI_03778	APOSC_19207
OG0000925	AMPFI_22605	APOSC_04534
OG0000925	AMPFI_08869	APOSC_05628
OG0000926	AMPFI_15815	APOSC_08443
OG0000926	AMPFI_13201, AMPFI_07848	APOSC_09291
OG0000926	AMPFI_10043	APOSC_26871
OG0000928	AMPFI_06367	APOSC_19235, APOSC_19234, APOSC_19236
OG0000929	AMPFI_23849	APOSC_28960
OG0000930	AMPFI_12409	APOSC_24569, APOSC_24571, APOSC_24568, APOSC_24572
OG0000930	AMPFI_04894	APOSC_24570
OG0000932	AMPFI_09005	APOSC_20073
OG0000932	AMPFI_10461	APOSC_27821, APOSC_27820
OG0000933	AMPFI_11078	APOSC_28945
OG0000934	AMPFI_09923	APOSC_15771
OG0000934	AMPFI_21983	APOSC_01130
OG0000935	AMPFI_08255	APOSC_07475
OG0000937	AMPFI_17437	APOSC_21568
OG0000943	AMPFI_25624	APOSC_21318
OG0000943	AMPFI_01279	APOSC_16658
OG0000944	AMPFI_08499	APOSC_18987
OG0000945	AMPFI_11479	APOSC_00213
OG0000946	AMPFI_23608	APOSC_29057
OG0000947	AMPFI_04579	APOSC_14595
OG0000947	AMPFI_02830	APOSC_00712
OG0000949	AMPFI_05269	APOSC_12498
OG0000950	AMPFI_18145	APOSC_07812, APOSC_23885, APOSC_28280
OG0000951	AMPFI_22274, AMPFI_02878	APOSC_13115, APOSC_13394
OG0000951	AMPFI_16432	APOSC_06072, APOSC_06068, APOSC_06070, APOSC_06073
OG0000952	AMPFI_07302	APOSC_07711
OG0000952	AMPFI_04586	APOSC_03764, APOSC_03765
OG0000953	AMPFI_04696	APOSC_11055
OG0000954	AMPFI_20580, AMPFI_25977	APOSC_16116, APOSC_16117
OG0000954	AMPFI_05682	APOSC_17406, APOSC_17405
OG0000955	AMPFI_06758	APOSC_05735
OG0000955	AMPFI_06876	APOSC_04505
OG0000956	AMPFI_15630	APOSC_19178
OG0000957	AMPFI_23600	APOSC_18814
OG0000960	AMPFI_10077	APOSC_11917, APOSC_11916
OG0000963	AMPFI_18238	APOSC_02511
OG0000963	AMPFI_05536	APOSC_02848
OG0000964	AMPFI_17923, AMPFI_15487, AMPFI_19681	APOSC_14870, APOSC_13280, APOSC_13279, APOSC_13425, APOSC_28264
OG0000965	AMPFI_19565	APOSC_23312, APOSC_23311
OG0000965	AMPFI_04099	APOSC_09972
OG0000966	AMPFI_13605	APOSC_26602
OG0000967	AMPFI_25346	APOSC_16830, APOSC_16829
OG0000967	AMPFI_07326	APOSC_28756
OG0000969	AMPFI_25200	APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123
OG0000970	AMPFI_08215	APOSC_21804, APOSC_22645
OG0000971	AMPFI_16281	APOSC_04524
OG0000971	AMPFI_12738	APOSC_23034, APOSC_00944, APOSC_00943, APOSC_00942, APOSC_23033
OG0000971	AMPFI_18522, AMPFI_25455	APOSC_26928, APOSC_26206
OG0000972	AMPFI_02188	APOSC_08203
OG0000972	AMPFI_09775	APOSC_06797
OG0000973	AMPFI_24074	APOSC_12417, APOSC_12418
OG0000973	AMPFI_12954	APOSC_02414, APOSC_22199, APOSC_22200, APOSC_22201
OG0000974	AMPFI_12784, AMPFI_24248	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468
OG0000976	AMPFI_18379	APOSC_05275
OG0000977	AMPFI_07484	APOSC_07409
OG0000977	AMPFI_15809	APOSC_00474
OG0000977	AMPFI_03209	APOSC_21228
OG0000978	AMPFI_21210	APOSC_07678
OG0000979	AMPFI_09075, AMPFI_12493, AMPFI_01617	APOSC_15019, APOSC_17422
OG0000981	AMPFI_23802, AMPFI_18811, AMPFI_05565	APOSC_22053, APOSC_15946, APOSC_14553, APOSC_08758
OG0000981	AMPFI_03663	APOSC_19493
OG0000982	AMPFI_14398	APOSC_05256, APOSC_05255
OG0000983	AMPFI_02021, AMPFI_17167, AMPFI_06757, AMPFI_00943	APOSC_18110, APOSC_06126
OG0000984	AMPFI_10960	APOSC_25696
OG0000984	AMPFI_15775	APOSC_05077
OG0000985	AMPFI_12470	APOSC_19761
OG0000986	AMPFI_07828	APOSC_17601
OG0000987	AMPFI_23099	APOSC_18102
OG0000988	AMPFI_24561	APOSC_04357, APOSC_13757
OG0000992	AMPFI_08334	APOSC_10110, APOSC_22971
OG0000993	AMPFI_12469	APOSC_07451, APOSC_07452, APOSC_27467, APOSC_25800, APOSC_25799, APOSC_15824, APOSC_13161, APOSC_04147, APOSC_15770, APOSC_07683, APOSC_01705, APOSC_24726, APOSC_24727, APOSC_23319, APOSC_04797, APOSC_28883, APOSC_17603
OG0000994	AMPFI_08034	APOSC_21838
OG0000994	AMPFI_10949	APOSC_16646
OG0000996	AMPFI_14642	APOSC_26134, APOSC_26133
OG0000997	AMPFI_18380	APOSC_11276
OG0000998	AMPFI_21171	APOSC_02804
OG0000999	AMPFI_12976, AMPFI_03412	APOSC_24853, APOSC_24852
OG0001000	AMPFI_02319, AMPFI_10736	APOSC_22545, APOSC_22546
OG0001001	AMPFI_06409	APOSC_09664
OG0001002	AMPFI_21134	APOSC_12230
OG0001003	AMPFI_04602	APOSC_02292
OG0001005	AMPFI_09343	APOSC_05743, APOSC_05745
OG0001006	AMPFI_14604	APOSC_03092, APOSC_20430
OG0001006	AMPFI_23083	APOSC_16381
OG0001007	AMPFI_02923	APOSC_06868, APOSC_06866
OG0001007	AMPFI_16097	APOSC_13458, APOSC_06869
OG0001008	AMPFI_22903	APOSC_08619
OG0001009	AMPFI_05554	APOSC_04114, APOSC_04113
OG0001015	AMPFI_07651	APOSC_22160
OG0001016	AMPFI_10130	APOSC_19695
OG0001016	AMPFI_08991	APOSC_06741
OG0001017	AMPFI_05282, AMPFI_23828, AMPFI_10338, AMPFI_02515, AMPFI_23901, AMPFI_21349	APOSC_27698, APOSC_27697
OG0001018	AMPFI_03134	APOSC_00082
OG0001018	AMPFI_05980	APOSC_00204
OG0001019	AMPFI_13368	APOSC_27053, APOSC_00529, APOSC_06795
OG0001020	AMPFI_20429	APOSC_00226, APOSC_00227, APOSC_17577, APOSC_04925, APOSC_19171, APOSC_16621, APOSC_08412
OG0001021	AMPFI_14678	APOSC_24595, APOSC_24596, APOSC_10647
OG0001021	AMPFI_18055, AMPFI_12036, AMPFI_11688	APOSC_22601
OG0001022	AMPFI_10268	APOSC_27056, APOSC_27057
OG0001023	AMPFI_08517	APOSC_14370
OG0001024	AMPFI_23405	APOSC_15001
OG0001024	AMPFI_04961	APOSC_13882, APOSC_23658
OG0001026	AMPFI_03842	APOSC_16961, APOSC_16960
OG0001028	AMPFI_24614	APOSC_08654
OG0001029	AMPFI_16108	APOSC_00202
OG0001030	AMPFI_23968	APOSC_09604
OG0001030	AMPFI_06508	APOSC_11729
OG0001031	AMPFI_05042	APOSC_26056
OG0001032	AMPFI_16468	APOSC_22643, APOSC_22642
OG0001033	AMPFI_11384	APOSC_15664
OG0001033	AMPFI_08349	APOSC_27603
OG0001034	AMPFI_15409	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658
OG0001036	AMPFI_23633	APOSC_22682
OG0001037	AMPFI_24179	APOSC_08095, APOSC_08094
OG0001039	AMPFI_14266	APOSC_04027
OG0001039	AMPFI_08765	APOSC_21961, APOSC_21960
OG0001039	AMPFI_14267	APOSC_21962
OG0001041	AMPFI_14934, AMPFI_18354, AMPFI_00086, AMPFI_04196	APOSC_25866, APOSC_28586, APOSC_02528, APOSC_05089
OG0001042	AMPFI_23740	APOSC_11804, APOSC_11802, APOSC_11803
OG0001043	AMPFI_10384	APOSC_02147
OG0001043	AMPFI_24132	APOSC_25991
OG0001044	AMPFI_20764, AMPFI_04650	APOSC_09771
OG0001045	AMPFI_18045, AMPFI_09141	APOSC_25428, APOSC_17544
OG0001046	AMPFI_00692	APOSC_10057
OG0001047	AMPFI_09147	APOSC_07498, APOSC_07497
OG0001047	AMPFI_20549	APOSC_09711, APOSC_09712
OG0001048	AMPFI_24104	APOSC_27676
OG0001048	AMPFI_00575	APOSC_08099
OG0001049	AMPFI_10283	APOSC_13075
OG0001049	AMPFI_08679	APOSC_00313
OG0001050	AMPFI_10641	APOSC_28063
OG0001052	AMPFI_08331	APOSC_07407
OG0001053	AMPFI_08985	APOSC_21499
OG0001055	AMPFI_18194	APOSC_10851, APOSC_16805, APOSC_03145, APOSC_17030, APOSC_17029
OG0001056	AMPFI_13808	APOSC_00339
OG0001057	AMPFI_19992	APOSC_19431
OG0001057	AMPFI_16672	APOSC_13058
OG0001058	AMPFI_03304	APOSC_03274, APOSC_08093, APOSC_03275
OG0001059	AMPFI_13123	APOSC_04077
OG0001061	AMPFI_08287	APOSC_21195
OG0001061	AMPFI_10093, AMPFI_15927	APOSC_15699
OG0001062	AMPFI_00636	APOSC_18657
OG0001063	AMPFI_06965	APOSC_26968, APOSC_06298, APOSC_18602
OG0001063	AMPFI_02456	APOSC_25113, APOSC_25112
OG0001065	AMPFI_17895	APOSC_06320
OG0001065	AMPFI_20706	APOSC_24476, APOSC_06121
OG0001066	AMPFI_04798, AMPFI_04799, AMPFI_05155	APOSC_18530
OG0001067	AMPFI_07922	APOSC_06521
OG0001068	AMPFI_09936	APOSC_05419
OG0001072	AMPFI_21446	APOSC_21913
OG0001072	AMPFI_13752	APOSC_10950
OG0001072	AMPFI_20806, AMPFI_22954, AMPFI_13751	APOSC_17931
OG0001073	AMPFI_19188	APOSC_26376
OG0001075	AMPFI_00014	APOSC_01609
OG0001076	AMPFI_03148	APOSC_12173
OG0001077	AMPFI_17348	APOSC_11437
OG0001078	AMPFI_08816	APOSC_27568
OG0001078	AMPFI_13210	APOSC_27569, APOSC_27567
OG0001079	AMPFI_02862	APOSC_10027
OG0001080	AMPFI_00813	APOSC_05170
OG0001080	AMPFI_09613	APOSC_12416
OG0001081	AMPFI_07991	APOSC_07539
OG0001082	AMPFI_11475	APOSC_13677
OG0001083	AMPFI_01600	APOSC_11163
OG0001085	AMPFI_03348	APOSC_12993, APOSC_12994
OG0001088	AMPFI_17942	APOSC_08580
OG0001089	AMPFI_25612	APOSC_27366
OG0001090	AMPFI_09098	APOSC_17130, APOSC_08889, APOSC_26557, APOSC_00452
OG0001091	AMPFI_08267	APOSC_06445
OG0001092	AMPFI_23695	APOSC_09742
OG0001093	AMPFI_00814	APOSC_16046, APOSC_16044, APOSC_16045, APOSC_16043
OG0001094	AMPFI_07987, AMPFI_17757	APOSC_16150, APOSC_26607, APOSC_01941
OG0001095	AMPFI_21259	APOSC_09493
OG0001096	AMPFI_10982	APOSC_12731
