Orthogroup	AMPFI_ok	CAPO3
OG0000664	AMPFI_09419	CAPO305353
OG0000665	AMPFI_01642, AMPFI_25024	CAPO304505, CAPO304163
OG0000666	AMPFI_18404	CAPO306172
OG0000672	AMPFI_11096	CAPO301072
OG0000672	AMPFI_17614	CAPO301848
OG0000674	AMPFI_05318, AMPFI_14286	CAPO303746
OG0000676	AMPFI_07198	CAPO304343, CAPO305288
OG0000676	AMPFI_01951	CAPO300920, CAPO304680
OG0000683	AMPFI_06165	CAPO304912
OG0000683	AMPFI_15593	CAPO305392, CAPO303509
OG0000684	AMPFI_11660, AMPFI_23886, AMPFI_21883, AMPFI_26002, AMPFI_13648	CAPO306227
OG0000690	AMPFI_12474	CAPO306445
OG0000690	AMPFI_25508	CAPO304114
OG0000691	AMPFI_15975, AMPFI_07380	CAPO301028
OG0000692	AMPFI_22914	CAPO306980
OG0000692	AMPFI_19220	CAPO306169
OG0000694	AMPFI_20821	CAPO302468
OG0000696	AMPFI_13412	CAPO305456
OG0000696	AMPFI_23601	CAPO305466
OG0000696	AMPFI_06933	CAPO301422
OG0000697	AMPFI_01555	CAPO304466, CAPO306724
OG0000701	AMPFI_06365	CAPO306727
OG0000703	AMPFI_09469	CAPO308078
OG0000706	AMPFI_19348, AMPFI_17120, AMPFI_00965, AMPFI_02905	CAPO301985
OG0000708	AMPFI_18363	CAPO302130
OG0000708	AMPFI_17855, AMPFI_19554	CAPO300640
OG0000709	AMPFI_23883	CAPO305451
OG0000711	AMPFI_19044, AMPFI_11270, AMPFI_17340	CAPO304713
OG0000713	AMPFI_24318, AMPFI_08961, AMPFI_11641	CAPO302804
OG0000715	AMPFI_19789	CAPO305197
OG0000716	AMPFI_13314	CAPO306457, CAPO306957
OG0000717	AMPFI_06302, AMPFI_10785	CAPO302989
OG0000718	AMPFI_05696, AMPFI_05695	CAPO301597, CAPO306021
OG0000721	AMPFI_08986, AMPFI_22244, AMPFI_22245	CAPO305154, CAPO301906
OG0000724	AMPFI_16071	CAPO300826
OG0000726	AMPFI_13683	CAPO302910
OG0000731	AMPFI_14467	CAPO304569
OG0000732	AMPFI_21125	CAPO304867
OG0000732	AMPFI_19798, AMPFI_22564	CAPO302445
OG0000733	AMPFI_00092, AMPFI_07683	CAPO301695
OG0000735	AMPFI_12763	CAPO302824
OG0000736	AMPFI_00116	CAPO306770
OG0000737	AMPFI_09668	CAPO304586
OG0000743	AMPFI_02626, AMPFI_24905	CAPO306268
OG0000747	AMPFI_14372, AMPFI_19843, AMPFI_13503, AMPFI_15337, AMPFI_14236, AMPFI_09850	CAPO303187
OG0000748	AMPFI_21950	CAPO301276
OG0000751	AMPFI_03506	CAPO302771
OG0000752	AMPFI_09329	CAPO300507
OG0000752	AMPFI_04939	CAPO305335
OG0000753	AMPFI_15523	CAPO301378
OG0000754	AMPFI_15884, AMPFI_00155, AMPFI_05404	CAPO300911, CAPO306986, CAPO303353
OG0000755	AMPFI_18113, AMPFI_24528	CAPO300267
OG0000757	AMPFI_01364	CAPO307096
OG0000757	AMPFI_13831	CAPO300067
OG0000758	AMPFI_03569, AMPFI_00957	CAPO305275
OG0000759	AMPFI_20273, AMPFI_04195	CAPO300473
OG0000761	AMPFI_02175, AMPFI_00660	CAPO305655
OG0000765	AMPFI_19294	CAPO301853
OG0000766	AMPFI_21468, AMPFI_22616	CAPO300388
OG0000767	AMPFI_07905	CAPO305367
OG0000768	AMPFI_08442	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000774	AMPFI_08290, AMPFI_10783, AMPFI_03731	CAPO306995
OG0000775	AMPFI_22492	CAPO306201
OG0000776	AMPFI_23341	CAPO307356
OG0000777	AMPFI_20421	CAPO308227
OG0000777	AMPFI_13791	CAPO307744
OG0000779	AMPFI_25294	CAPO305943
OG0000779	AMPFI_06428	CAPO300301
OG0000788	AMPFI_01375, AMPFI_02278	CAPO304590
OG0000791	AMPFI_01769	CAPO304699
OG0000792	AMPFI_00047, AMPFI_18995, AMPFI_19531, AMPFI_14691	CAPO305838
OG0000793	AMPFI_07155	CAPO301604
OG0000794	AMPFI_12203	CAPO304031
OG0000796	AMPFI_16070	CAPO301075
OG0000796	AMPFI_03766	CAPO301385
OG0000797	AMPFI_16398, AMPFI_18685	CAPO307534
OG0000803	AMPFI_03930, AMPFI_11891	CAPO301668
OG0000810	AMPFI_19205, AMPFI_00375	CAPO305098, CAPO306601
OG0000813	AMPFI_19097, AMPFI_16225, AMPFI_15330, AMPFI_04420	CAPO300040, CAPO308168
OG0000814	AMPFI_05882, AMPFI_13728	CAPO307227
OG0000815	AMPFI_21474	CAPO300838
OG0000816	AMPFI_17959, AMPFI_22154, AMPFI_03013	CAPO304990
OG0000817	AMPFI_25982	CAPO308202
OG0000818	AMPFI_12285	CAPO307656
OG0000820	AMPFI_19313, AMPFI_22913, AMPFI_22383	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	AMPFI_10634	CAPO303788
OG0000825	AMPFI_21560, AMPFI_22215, AMPFI_04519	CAPO305165, CAPO306157, CAPO306129
OG0000826	AMPFI_06510, AMPFI_01972, AMPFI_15553	CAPO306060
OG0000827	AMPFI_21508, AMPFI_18414	CAPO304578
OG0000828	AMPFI_06751	CAPO306023
OG0000828	AMPFI_18122	CAPO307153
OG0000834	AMPFI_19170	CAPO306233
OG0000836	AMPFI_08670, AMPFI_06708	CAPO306019, CAPO307821
OG0000837	AMPFI_18684, AMPFI_23242	CAPO308104, CAPO303511
OG0000838	AMPFI_11876, AMPFI_19932, AMPFI_05267, AMPFI_25449	CAPO303856
OG0000841	AMPFI_11477	CAPO307470
OG0000844	AMPFI_00178	CAPO306591, CAPO307267
OG0000845	AMPFI_11196, AMPFI_00625, AMPFI_13241, AMPFI_15602, AMPFI_11310	CAPO303615
OG0000847	AMPFI_17341, AMPFI_13534	CAPO301759, CAPO307057
OG0000847	AMPFI_06619	CAPO308298
OG0000849	AMPFI_24685	CAPO304492
OG0000850	AMPFI_19396	CAPO302141
OG0000850	AMPFI_03228	CAPO306299
OG0000851	AMPFI_16121	CAPO304092
OG0000852	AMPFI_13668	CAPO307622
OG0000857	AMPFI_00242	CAPO302559
OG0000858	AMPFI_05099	CAPO302161
OG0000858	AMPFI_11878	CAPO306693
OG0000860	AMPFI_05098	CAPO306338
OG0000871	AMPFI_13424	CAPO300407
OG0000872	AMPFI_14533	CAPO308293
OG0000873	AMPFI_00271	CAPO307878
OG0000875	AMPFI_16915, AMPFI_14018	CAPO303418, CAPO302903
OG0000876	AMPFI_07974, AMPFI_21327	CAPO302150
OG0000879	AMPFI_08219	CAPO301982
OG0000881	AMPFI_02071	CAPO301333, CAPO300020
OG0000881	AMPFI_13230	CAPO308042
OG0000888	AMPFI_15204	CAPO300320
OG0000888	AMPFI_07926, AMPFI_07927	CAPO301794
OG0000889	AMPFI_16359, AMPFI_08502	CAPO302257
OG0000890	AMPFI_13815	CAPO303648
OG0000890	AMPFI_03240	CAPO304283
OG0000894	AMPFI_21192	CAPO300968, CAPO300967
OG0000896	AMPFI_18659	CAPO301183
OG0000896	AMPFI_22491, AMPFI_12466, AMPFI_26067	CAPO304049
OG0000897	AMPFI_24854, AMPFI_22827	CAPO306059
OG0000898	AMPFI_22530	CAPO302619
OG0000899	AMPFI_10006, AMPFI_23939	CAPO300655
OG0000904	AMPFI_12613, AMPFI_05799	CAPO305539
OG0000905	AMPFI_23249, AMPFI_23770, AMPFI_06111	CAPO303384
OG0000909	AMPFI_09222	CAPO300878
OG0000911	AMPFI_10644	CAPO302608
OG0000912	AMPFI_26077	CAPO302397
OG0000913	AMPFI_01293, AMPFI_01711	CAPO300255
OG0000914	AMPFI_07132	CAPO302002
OG0000915	AMPFI_07903	CAPO306555
OG0000925	AMPFI_22605, AMPFI_08869	CAPO304563
OG0000928	AMPFI_06367	CAPO301245
OG0000929	AMPFI_10447, AMPFI_24861, AMPFI_23849	CAPO303494
OG0000932	AMPFI_10461	CAPO306783
OG0000934	AMPFI_09923	CAPO306946, CAPO300619
OG0000934	AMPFI_21983	CAPO304006
OG0000935	AMPFI_08255	CAPO307401
OG0000944	AMPFI_08499	CAPO304090
OG0000952	AMPFI_07302, AMPFI_04586	CAPO300179
OG0000954	AMPFI_20580, AMPFI_25977	CAPO303535
OG0000954	AMPFI_05682	CAPO305800
OG0000955	AMPFI_06758	CAPO303429
OG0000955	AMPFI_14591	CAPO301514
OG0000955	AMPFI_06876	CAPO308190
OG0000960	AMPFI_10077	CAPO304728
OG0000963	AMPFI_18238, AMPFI_05536	CAPO303990
OG0000965	AMPFI_19565, AMPFI_15550	CAPO305928
OG0000965	AMPFI_04099	CAPO302148
OG0000967	AMPFI_25346, AMPFI_07326	CAPO304786
OG0000970	AMPFI_08215	CAPO301807
OG0000974	AMPFI_12784, AMPFI_24248, AMPFI_16221	CAPO306940
OG0000978	AMPFI_21210	CAPO306307
OG0000980	AMPFI_16246, AMPFI_15978, AMPFI_23412	CAPO305742
OG0000982	AMPFI_14398	CAPO301371
OG0000984	AMPFI_10960, AMPFI_15775	CAPO307940
OG0000985	AMPFI_12470, AMPFI_03929	CAPO304864
OG0000986	AMPFI_07828	CAPO305058
OG0000987	AMPFI_23099, AMPFI_17518, AMPFI_24141	CAPO306365
OG0000992	AMPFI_08334	CAPO308244
OG0000993	AMPFI_12469	CAPO303930
OG0000994	AMPFI_08034	CAPO306999
OG0000996	AMPFI_14642	CAPO304603
OG0000997	AMPFI_18380, AMPFI_12727, AMPFI_16934	CAPO306501
OG0000998	AMPFI_21171	CAPO302508
OG0000999	AMPFI_12976, AMPFI_03412	CAPO303484, CAPO302236
OG0001006	AMPFI_04557, AMPFI_14604, AMPFI_23083	CAPO308145
OG0001009	AMPFI_05554	CAPO305830
OG0001015	AMPFI_07651	CAPO304771
OG0001016	AMPFI_10130	CAPO300038
OG0001016	AMPFI_08991	CAPO302596
OG0001018	AMPFI_05980	CAPO305732
OG0001020	AMPFI_03830, AMPFI_20429	CAPO301968
OG0001024	AMPFI_23405, AMPFI_04961	CAPO300862
OG0001033	AMPFI_11384	CAPO305083
OG0001033	AMPFI_08349	CAPO300376
OG0001036	AMPFI_23633	CAPO301917
OG0001037	AMPFI_24179	CAPO306107
OG0001039	AMPFI_14266, AMPFI_08765, AMPFI_14267	CAPO305080
OG0001042	AMPFI_15466, AMPFI_23740	CAPO301530
OG0001044	AMPFI_20764, AMPFI_04650, AMPFI_21140, AMPFI_22224	CAPO305401, CAPO306389
OG0001045	AMPFI_18045, AMPFI_09141	CAPO300115
OG0001046	AMPFI_00692	CAPO304357
OG0001048	AMPFI_24104, AMPFI_00575	CAPO306868
OG0001049	AMPFI_08679	CAPO305769
OG0001050	AMPFI_10641	CAPO306760
OG0001060	AMPFI_23440	CAPO307547, CAPO305773, CAPO307224, CAPO305772, CAPO301879
OG0001062	AMPFI_23719, AMPFI_00636	CAPO300111
OG0001064	AMPFI_18491, AMPFI_13276, AMPFI_11404	CAPO304594
OG0001066	AMPFI_04798, AMPFI_04799, AMPFI_05155	CAPO305156
OG0001072	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446, AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751	CAPO304331
OG0001073	AMPFI_19188, AMPFI_12712	CAPO307880
OG0001075	AMPFI_00014	CAPO305658
OG0001076	AMPFI_03111, AMPFI_09505, AMPFI_03148	CAPO306580
OG0001078	AMPFI_08816, AMPFI_13210	CAPO300211
OG0001082	AMPFI_11474, AMPFI_11475, AMPFI_03241	CAPO306944
OG0001083	AMPFI_01600	CAPO306339
OG0001085	AMPFI_03348	CAPO305936
OG0001092	AMPFI_23695, AMPFI_21806, AMPFI_23031, AMPFI_16710	CAPO303664
OG0001095	AMPFI_00281, AMPFI_21259	CAPO303064
OG0001096	AMPFI_10982, AMPFI_10807, AMPFI_10808, AMPFI_22875	CAPO308143
OG0001101	AMPFI_12698	CAPO301529
OG0001104	AMPFI_11622	CAPO306923
OG0001106	AMPFI_03005, AMPFI_01280, AMPFI_21350, AMPFI_03299, AMPFI_04453, AMPFI_22282, AMPFI_24278, AMPFI_03976, AMPFI_23768	CAPO307850
OG0001108	AMPFI_13440, AMPFI_13784	CAPO300863
OG0001113	AMPFI_16641	CAPO302840
OG0001116	AMPFI_06806	CAPO303103
OG0001121	AMPFI_15985, AMPFI_08055	CAPO305030
OG0001122	AMPFI_11755, AMPFI_06064, AMPFI_20156	CAPO300744
OG0001123	AMPFI_21122, AMPFI_04929	CAPO305010
OG0001124	AMPFI_15848	CAPO307326
OG0001125	AMPFI_19160	CAPO304253
OG0001126	AMPFI_20016	CAPO301067
OG0001126	AMPFI_14567, AMPFI_07530	CAPO308119
OG0001128	AMPFI_25588, AMPFI_08735	CAPO301710
OG0001129	AMPFI_05280	CAPO306230
OG0001130	AMPFI_06009	CAPO305636
OG0001132	AMPFI_18757	CAPO303538
OG0001133	AMPFI_24426, AMPFI_16747	CAPO302577
OG0001133	AMPFI_21275	CAPO300360
OG0001134	AMPFI_07585	CAPO304261
OG0001136	AMPFI_07457	CAPO301949
OG0001137	AMPFI_25398	CAPO308164
OG0001139	AMPFI_16920, AMPFI_10168	CAPO300537
OG0001140	AMPFI_12273, AMPFI_22519	CAPO308326
OG0001142	AMPFI_01354	CAPO304790
OG0001143	AMPFI_13922, AMPFI_07389	CAPO304300
OG0001144	AMPFI_09246	CAPO307577
OG0001146	AMPFI_05945	CAPO300511
OG0001147	AMPFI_20662, AMPFI_05223	CAPO306370
OG0001156	AMPFI_16501	CAPO306962
OG0001157	AMPFI_22565, AMPFI_15206, AMPFI_00579, AMPFI_15205	CAPO304789
OG0001158	AMPFI_14324, AMPFI_03369	CAPO302639
OG0001160	AMPFI_18833	CAPO304743
OG0001161	AMPFI_10090, AMPFI_19031	CAPO301112
OG0001164	AMPFI_02597	CAPO304142
OG0001167	AMPFI_05454	CAPO307849
OG0001168	AMPFI_05372	CAPO301546
OG0001169	AMPFI_09626	CAPO301751
OG0001170	AMPFI_16363, AMPFI_08205, AMPFI_15728	CAPO302766
OG0001171	AMPFI_04677, AMPFI_21141	CAPO300420
OG0001175	AMPFI_01688, AMPFI_11579, AMPFI_01291	CAPO304133, CAPO306812
OG0001179	AMPFI_11537, AMPFI_25942, AMPFI_06700	CAPO300184
OG0001181	AMPFI_13623, AMPFI_10170	CAPO301983
OG0001183	AMPFI_12914, AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752	CAPO301096
OG0001184	AMPFI_20865	CAPO306392
OG0001185	AMPFI_07596	CAPO303366
OG0001186	AMPFI_07934	CAPO302303
OG0001186	AMPFI_10517	CAPO307451
OG0001188	AMPFI_02144	CAPO300558
OG0001191	AMPFI_02622	CAPO301625
OG0001196	AMPFI_05001, AMPFI_04634	CAPO301570
OG0001197	AMPFI_13739	CAPO306552
OG0001199	AMPFI_08720, AMPFI_25970	CAPO305690
OG0001201	AMPFI_02387	CAPO302220
OG0001202	AMPFI_07863	CAPO306186
OG0001207	AMPFI_02832	CAPO302093
OG0001208	AMPFI_25578	CAPO300830
OG0001209	AMPFI_10000	CAPO302948
OG0001210	AMPFI_13828	CAPO300919
OG0001210	AMPFI_05417	CAPO302555
OG0001212	AMPFI_00782, AMPFI_04879	CAPO305297
OG0001213	AMPFI_07381	CAPO304729
OG0001213	AMPFI_18186	CAPO303632
OG0001215	AMPFI_10063	CAPO302583
OG0001216	AMPFI_06120, AMPFI_13697	CAPO307997
OG0001217	AMPFI_07018	CAPO306810
OG0001218	AMPFI_18506	CAPO307457
OG0001221	AMPFI_09440	CAPO307765
OG0001222	AMPFI_18592, AMPFI_17307	CAPO301496, CAPO301391, CAPO303918
OG0001226	AMPFI_06001	CAPO307936
OG0001232	AMPFI_03432, AMPFI_18743, AMPFI_08459, AMPFI_09206, AMPFI_03213	CAPO304224
OG0001233	AMPFI_11204, AMPFI_12663, AMPFI_14959, AMPFI_17326	CAPO303591
OG0001234	AMPFI_10815, AMPFI_24580	CAPO307897
OG0001241	AMPFI_10474	CAPO303368
OG0001241	AMPFI_05156	CAPO304888
OG0001247	AMPFI_24091	CAPO303193, CAPO307423
OG0001248	AMPFI_15716	CAPO303079
OG0001249	AMPFI_23310	CAPO306922
OG0001250	AMPFI_07433	CAPO302323
OG0001251	AMPFI_15272	CAPO302019
OG0001252	AMPFI_21190, AMPFI_00156	CAPO300016
OG0001253	AMPFI_05658	CAPO306156
OG0001254	AMPFI_10158	CAPO307546
OG0001261	AMPFI_25069, AMPFI_21898	CAPO302839
OG0001263	AMPFI_11017	CAPO301777
OG0001267	AMPFI_16785, AMPFI_03197	CAPO307578
OG0001268	AMPFI_21846, AMPFI_17603	CAPO303692
OG0001270	AMPFI_10234	CAPO306176
OG0001270	AMPFI_15423	CAPO304393
OG0001271	AMPFI_12722	CAPO302779
OG0001272	AMPFI_10847	CAPO305566
OG0001273	AMPFI_08982	CAPO301889
OG0001274	AMPFI_01753	CAPO308194
OG0001276	AMPFI_14910	CAPO302888
OG0001278	AMPFI_10211, AMPFI_19943	CAPO306229
OG0001279	AMPFI_05903	CAPO302733
OG0001280	AMPFI_23298	CAPO300326
OG0001281	AMPFI_16027	CAPO304088, CAPO303543
OG0001284	AMPFI_11093, AMPFI_06659	CAPO300970
OG0001285	AMPFI_25522	CAPO304179
OG0001287	AMPFI_14082	CAPO302822, CAPO304538
OG0001288	AMPFI_19759, AMPFI_00778	CAPO302651
OG0001289	AMPFI_00215	CAPO306071
OG0001290	AMPFI_22521, AMPFI_18904	CAPO302574
OG0001291	AMPFI_17861	CAPO300695
OG0001294	AMPFI_20455, AMPFI_01514	CAPO304223
OG0001295	AMPFI_06419, AMPFI_07601	CAPO306210
OG0001296	AMPFI_12346	CAPO308260
OG0001297	AMPFI_16113	CAPO305437
OG0001300	AMPFI_08329	CAPO300154
OG0001302	AMPFI_16649, AMPFI_15529	CAPO302654
OG0001302	AMPFI_08047	CAPO302215
OG0001304	AMPFI_08298, AMPFI_10342	CAPO302419
OG0001305	AMPFI_00755	CAPO304488
OG0001308	AMPFI_17316	CAPO300864
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	CAPO300432
OG0001309	AMPFI_12360	CAPO300871
OG0001310	AMPFI_04482, AMPFI_16368	CAPO305405
OG0001310	AMPFI_06804	CAPO300151
OG0001311	AMPFI_12130	CAPO300585
OG0001314	AMPFI_14399, AMPFI_21411, AMPFI_14658, AMPFI_05186, AMPFI_04724	CAPO306642
OG0001317	AMPFI_24732, AMPFI_14996, AMPFI_02448	CAPO302225
OG0001318	AMPFI_07561	CAPO306280
OG0001318	AMPFI_11299	CAPO303315
OG0001319	AMPFI_11777	CAPO304915
OG0001320	AMPFI_25009, AMPFI_10016	CAPO307498
OG0001320	AMPFI_00452	CAPO304958
OG0001321	AMPFI_00079	CAPO301358
OG0001322	AMPFI_23671	CAPO302022
OG0001323	AMPFI_21599, AMPFI_22091	CAPO301735
OG0001324	AMPFI_20900, AMPFI_04734	CAPO302080
OG0001325	AMPFI_10346	CAPO304115
OG0001326	AMPFI_12886	CAPO306149
OG0001327	AMPFI_08065, AMPFI_15522	CAPO305568
OG0001328	AMPFI_15088, AMPFI_03646, AMPFI_13555, AMPFI_11946, AMPFI_23607, AMPFI_16031, AMPFI_07538, AMPFI_22821, AMPFI_14375, AMPFI_25363, AMPFI_10406, AMPFI_13227, AMPFI_20082	CAPO302287
OG0001330	AMPFI_05140	CAPO304584, CAPO300112
OG0001332	AMPFI_20259	CAPO305487
OG0001333	AMPFI_00843, AMPFI_13930	CAPO301191
OG0001341	AMPFI_10755	CAPO304661
OG0001344	AMPFI_22417	CAPO308153
OG0001345	AMPFI_09770	CAPO306177
OG0001348	AMPFI_00159	CAPO304908
OG0001350	AMPFI_25832	CAPO305116, CAPO303054
OG0001352	AMPFI_15694, AMPFI_18452, AMPFI_22485	CAPO303801
OG0001353	AMPFI_10664	CAPO303379
OG0001355	AMPFI_14446	CAPO307732
OG0001358	AMPFI_22238	CAPO302204
OG0001364	AMPFI_02281, AMPFI_19179, AMPFI_14823, AMPFI_11134	CAPO307249
OG0001366	AMPFI_17877, AMPFI_02545	CAPO302707
OG0001367	AMPFI_02161, AMPFI_22268	CAPO304628
OG0001370	AMPFI_06706	CAPO305064
OG0001370	AMPFI_09461	CAPO306956
OG0001372	AMPFI_21335	CAPO301063
OG0001372	AMPFI_18921	CAPO306529
OG0001373	AMPFI_00190	CAPO300734
OG0001378	AMPFI_15247	CAPO302717
OG0001379	AMPFI_14320	CAPO304865
OG0001382	AMPFI_12332	CAPO306735
OG0001383	AMPFI_07068, AMPFI_11555	CAPO300442
OG0001386	AMPFI_07982	CAPO305078
OG0001387	AMPFI_00234, AMPFI_22448	CAPO306110, CAPO306288
OG0001397	AMPFI_21706, AMPFI_17878, AMPFI_10775	CAPO306119
OG0001399	AMPFI_07188, AMPFI_21935	CAPO304148
OG0001400	AMPFI_24286, AMPFI_24285	CAPO305841
OG0001404	AMPFI_17704, AMPFI_18013, AMPFI_10794, AMPFI_03093	CAPO302450
OG0001405	AMPFI_16561	CAPO302942
OG0001406	AMPFI_09333	CAPO305604
OG0001408	AMPFI_21365	CAPO304468
OG0001409	AMPFI_10191	CAPO300832
OG0001410	AMPFI_02616	CAPO304381
OG0001411	AMPFI_10031	CAPO301653
OG0001412	AMPFI_08141	CAPO304843
OG0001413	AMPFI_15619	CAPO300375
OG0001414	AMPFI_24645	CAPO301834
OG0001414	AMPFI_20423	CAPO303273
OG0001415	AMPFI_19237, AMPFI_17043, AMPFI_07414, AMPFI_08129	CAPO307087
OG0001416	AMPFI_14851, AMPFI_14850	CAPO300753
OG0001418	AMPFI_15591	CAPO300218
OG0001422	AMPFI_23699	CAPO308345, CAPO303120
OG0001423	AMPFI_19050, AMPFI_22796	CAPO301310
OG0001424	AMPFI_01906, AMPFI_17965	CAPO304776
OG0001425	AMPFI_13079	CAPO302275, CAPO302850
OG0001426	AMPFI_07973	CAPO302841
OG0001427	AMPFI_07391	CAPO302723
OG0001428	AMPFI_11938	CAPO303027
OG0001430	AMPFI_07622	CAPO300562
OG0001431	AMPFI_11117	CAPO308230
OG0001437	AMPFI_07780, AMPFI_13432	CAPO304955
OG0001445	AMPFI_06828	CAPO301958
OG0001446	AMPFI_04574, AMPFI_17048, AMPFI_21716, AMPFI_19480, AMPFI_18957	CAPO304614
OG0001447	AMPFI_14165	CAPO307093
OG0001449	AMPFI_17066	CAPO306822
OG0001451	AMPFI_12917, AMPFI_16214	CAPO300036
OG0001452	AMPFI_17582	CAPO301933
OG0001454	AMPFI_18370	CAPO303806
OG0001456	AMPFI_00318	CAPO307965
OG0001459	AMPFI_19783	CAPO307035
OG0001460	AMPFI_01461	CAPO300988
OG0001460	AMPFI_23946	CAPO305875
OG0001461	AMPFI_23123, AMPFI_22344	CAPO305472
OG0001466	AMPFI_23243, AMPFI_06839	CAPO305831
OG0001467	AMPFI_23736, AMPFI_21779	CAPO304882
OG0001468	AMPFI_19331	CAPO306475
OG0001469	AMPFI_05229	CAPO306371
OG0001469	AMPFI_02483	CAPO301724
OG0001470	AMPFI_01501	CAPO305163
OG0001472	AMPFI_01053	CAPO300986
OG0001472	AMPFI_03075, AMPFI_01967	CAPO305311
OG0001473	AMPFI_03739, AMPFI_01823	CAPO304310
OG0001474	AMPFI_25092, AMPFI_21316	CAPO306191
OG0001475	AMPFI_12031, AMPFI_15659	CAPO305552
OG0001476	AMPFI_07443, AMPFI_07837	CAPO305062
OG0001478	AMPFI_01874	CAPO303095
OG0001478	AMPFI_18015, AMPFI_17948	CAPO304965
OG0001479	AMPFI_06247	CAPO306515
OG0001482	AMPFI_20329	CAPO307610
OG0001484	AMPFI_09544, AMPFI_10813	CAPO301411
OG0001486	AMPFI_03189	CAPO302441
OG0001490	AMPFI_13984	CAPO305433
OG0001492	AMPFI_14495	CAPO305155
OG0001495	AMPFI_01445	CAPO302008
OG0001496	AMPFI_04050	CAPO301356
OG0001500	AMPFI_22915, AMPFI_03212	CAPO300054
OG0001501	AMPFI_16389, AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980, AMPFI_21405	CAPO305474
OG0001503	AMPFI_03346	CAPO305666
OG0001503	AMPFI_06513	CAPO307598
OG0001504	AMPFI_14749	CAPO307661
OG0001505	AMPFI_04877, AMPFI_09677	CAPO301009
OG0001506	AMPFI_22691	CAPO300953
OG0001507	AMPFI_00506, AMPFI_03792, AMPFI_02586, AMPFI_16748	CAPO304204
OG0001509	AMPFI_03495	CAPO303933
OG0001511	AMPFI_24393	CAPO306127, CAPO305043
OG0001512	AMPFI_20643	CAPO301118
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	CAPO300345
OG0001517	AMPFI_19672	CAPO303690
OG0001519	AMPFI_15431	CAPO306949
OG0001522	AMPFI_05516, AMPFI_18320, AMPFI_13603	CAPO303667
OG0001524	AMPFI_12143	CAPO300996
OG0001524	AMPFI_24831	CAPO308304
OG0001525	AMPFI_18416	CAPO307245, CAPO303907
OG0001527	AMPFI_06183	CAPO300128
OG0001527	AMPFI_10281	CAPO307636
OG0001529	AMPFI_24259	CAPO300593
OG0001530	AMPFI_20395, AMPFI_21100, AMPFI_17451, AMPFI_04325	CAPO302602
OG0001532	AMPFI_06472	CAPO300282
OG0001533	AMPFI_11865	CAPO306032
OG0001534	AMPFI_24532, AMPFI_01303, AMPFI_12321	CAPO304425
OG0001537	AMPFI_14693, AMPFI_14694, AMPFI_19390	CAPO300641
OG0001545	AMPFI_07768, AMPFI_00526	CAPO300895
OG0001548	AMPFI_01565, AMPFI_04150, AMPFI_00631, AMPFI_10020, AMPFI_00539, AMPFI_02157, AMPFI_24251, AMPFI_24587, AMPFI_23710, AMPFI_19139, AMPFI_01351, AMPFI_24279, AMPFI_00303, AMPFI_24877, AMPFI_16431, AMPFI_18890, AMPFI_00253, AMPFI_15660, AMPFI_23275, AMPFI_05577, AMPFI_18646, AMPFI_17504, AMPFI_16968	CAPO301500
OG0001551	AMPFI_18500	CAPO306604
OG0001553	AMPFI_24765	CAPO308172
OG0001554	AMPFI_06413	CAPO302370
OG0001558	AMPFI_15140	CAPO301132
OG0001559	AMPFI_05445	CAPO301785
OG0001561	AMPFI_06589	CAPO301999
OG0001563	AMPFI_13947, AMPFI_22270	CAPO306378
OG0001564	AMPFI_01949, AMPFI_20454	CAPO301061
OG0001567	AMPFI_01237, AMPFI_04926, AMPFI_23783, AMPFI_05324	CAPO300948
OG0001568	AMPFI_05220	CAPO301468
OG0001570	AMPFI_12961	CAPO303364
OG0001572	AMPFI_12157	CAPO304756
OG0001572	AMPFI_15021	CAPO304137
OG0001573	AMPFI_05942	CAPO305125, CAPO303819
OG0001576	AMPFI_22659, AMPFI_16525	CAPO306270
OG0001578	AMPFI_11954	CAPO300715
OG0001580	AMPFI_13898	CAPO307900
OG0001581	AMPFI_14541, AMPFI_22362	CAPO306056
OG0001582	AMPFI_01796, AMPFI_13928	CAPO307073
OG0001583	AMPFI_20716	CAPO306289
OG0001584	AMPFI_15798, AMPFI_22734	CAPO301068
OG0001589	AMPFI_03776, AMPFI_14809, AMPFI_11604	CAPO303301, CAPO304004
OG0001590	AMPFI_24468	CAPO302386
OG0001593	AMPFI_15712	CAPO305942
OG0001594	AMPFI_13904	CAPO307886
OG0001594	AMPFI_18261, AMPFI_11597	CAPO304243
OG0001597	AMPFI_13604	CAPO302703
OG0001599	AMPFI_03121	CAPO300887
OG0001600	AMPFI_10540	CAPO305994
OG0001603	AMPFI_09371, AMPFI_09370, AMPFI_09372	CAPO306228
OG0001604	AMPFI_13911	CAPO303898
