Orthogroup	AMPFI_ok	BRALA
OG0000960	AMPFI_10077	BRALA12453
OG0000963	AMPFI_18238	BRALA03591
OG0000963	AMPFI_05536	BRALA20733
OG0000964	AMPFI_17923, AMPFI_15487, AMPFI_19681	BRALA08522, BRALA16405, BRALA13462, BRALA27147
OG0000965	AMPFI_19565, AMPFI_15550	BRALA04013
OG0000965	AMPFI_04099	BRALA03357
OG0000966	AMPFI_13605	BRALA30500
OG0000967	AMPFI_25346, AMPFI_07326	BRALA03874
OG0000969	AMPFI_25200	BRALA14830, BRALA07388, BRALA07383
OG0000970	AMPFI_08215	BRALA07314
OG0000971	AMPFI_07009	BRALA04949
OG0000971	AMPFI_16281	BRALA04950, BRALA04896
OG0000971	AMPFI_12738	BRALA04974, BRALA04973
OG0000972	AMPFI_02188	BRALA07302, BRALA07303
OG0000972	AMPFI_09775	BRALA06799
OG0000973	AMPFI_12954	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435
OG0000973	AMPFI_14724, AMPFI_19200	BRALA27394
OG0000974	AMPFI_12784, AMPFI_24248, AMPFI_16221	BRALA08524, BRALA00836
OG0000975	AMPFI_20495	BRALA00635, BRALA10588, BRALA08644, BRALA08645, BRALA08641, BRALA08636, BRALA05379, BRALA05380, BRALA17295, BRALA17291, BRALA17298, BRALA17292, BRALA05595, BRALA17297, BRALA08620, BRALA08622, BRALA08621, BRALA08618, BRALA05377, BRALA08562, BRALA17269, BRALA08564, BRALA17280, BRALA08565, BRALA08563, BRALA17279, BRALA08619, BRALA05375, BRALA08632, BRALA08630, BRALA08631, BRALA00633
OG0000976	AMPFI_22577	BRALA11576
OG0000977	AMPFI_15809	BRALA00637
OG0000977	AMPFI_03209	BRALA23676
OG0000978	AMPFI_21210	BRALA19988
OG0000979	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544
OG0000980	AMPFI_16246	BRALA24020
OG0000980	AMPFI_15978	BRALA22378, BRALA07046
OG0000981	AMPFI_23802, AMPFI_18811, AMPFI_05565	BRALA18588, BRALA00487, BRALA10700, BRALA10581, BRALA00620
OG0000981	AMPFI_03663	BRALA17579
OG0000984	AMPFI_10960	BRALA13541
OG0000984	AMPFI_15775	BRALA10027
OG0000987	AMPFI_23099	BRALA15995
OG0000988	AMPFI_24561	BRALA10034
OG0000992	AMPFI_08334	BRALA13132
OG0000994	AMPFI_08034	BRALA12870
OG0000994	AMPFI_10949	BRALA16394
OG0000996	AMPFI_14642	BRALA14195
OG0000997	AMPFI_18380, AMPFI_12727, AMPFI_16934	BRALA11907
OG0000998	AMPFI_21171	BRALA34224, BRALA34676
OG0000999	AMPFI_12976, AMPFI_03412	BRALA08770
OG0001000	AMPFI_10736	BRALA29242
OG0001001	AMPFI_06409	BRALA14859
OG0001002	AMPFI_21134	BRALA01976
OG0001003	AMPFI_04602	BRALA07286
OG0001005	AMPFI_09343	BRALA24042
OG0001006	AMPFI_14604	BRALA19471
OG0001006	AMPFI_23083	BRALA06003
OG0001007	AMPFI_02923, AMPFI_11235	BRALA19531
OG0001007	AMPFI_00100, AMPFI_00898	BRALA19530
OG0001008	AMPFI_22903	BRALA24730
OG0001009	AMPFI_05554	BRALA13978
OG0001010	AMPFI_19269	BRALA11847
OG0001016	AMPFI_10130	BRALA14145
OG0001016	AMPFI_08991	BRALA31587, BRALA31588
OG0001017	AMPFI_23828, AMPFI_10338, AMPFI_02515	BRALA00434
OG0001018	AMPFI_03134	BRALA35275, BRALA04664, BRALA06928, BRALA14350
OG0001018	AMPFI_05980	BRALA13325
OG0001019	AMPFI_13368	BRALA19089
OG0001021	AMPFI_14678	BRALA20548
OG0001021	AMPFI_18055, AMPFI_12036, AMPFI_11688	BRALA10130
OG0001022	AMPFI_10268	BRALA16207
OG0001023	AMPFI_08517	BRALA20751
OG0001024	AMPFI_23405	BRALA23987
OG0001025	AMPFI_21771	BRALA12973, BRALA30707, BRALA21403, BRALA26025, BRALA30493, BRALA00606
OG0001026	AMPFI_03842	BRALA11115
OG0001028	AMPFI_24614	BRALA32878
OG0001029	AMPFI_16108	BRALA03377, BRALA03376
OG0001030	AMPFI_23968	BRALA15099
OG0001030	AMPFI_06508	BRALA10822
OG0001031	AMPFI_05042	BRALA06708
OG0001032	AMPFI_16468	BRALA31425
OG0001033	AMPFI_11384	BRALA06800
OG0001033	AMPFI_08349	BRALA23440
OG0001039	AMPFI_14266	BRALA06810
OG0001039	AMPFI_14267	BRALA20039
OG0001041	AMPFI_14934, AMPFI_18354, AMPFI_00086, AMPFI_04196	BRALA30551
OG0001042	AMPFI_15466, AMPFI_23740	BRALA11036
OG0001043	AMPFI_10384, AMPFI_15192, AMPFI_24132, AMPFI_11304	BRALA21584
OG0001045	AMPFI_18045, AMPFI_09141	BRALA14388
OG0001046	AMPFI_00692	BRALA11238
OG0001047	AMPFI_09147, AMPFI_02704, AMPFI_20549	BRALA06024
OG0001048	AMPFI_24104, AMPFI_00575	BRALA04010
OG0001049	AMPFI_10283	BRALA08587
OG0001049	AMPFI_08679	BRALA19576
OG0001050	AMPFI_10641	BRALA23081, BRALA05944
OG0001051	AMPFI_05276	BRALA12808
OG0001052	AMPFI_08331	BRALA03851, BRALA06631
OG0001053	AMPFI_08985	BRALA06712
OG0001057	AMPFI_19992, AMPFI_16672	BRALA13576, BRALA13575
OG0001058	AMPFI_03304	BRALA18889
OG0001059	AMPFI_13123	BRALA16690
OG0001062	AMPFI_00636	BRALA01158
OG0001063	AMPFI_06965	BRALA22627
OG0001063	AMPFI_02456	BRALA22631
OG0001064	AMPFI_18491, AMPFI_13276, AMPFI_11404	BRALA26163
OG0001065	AMPFI_17895	BRALA12034, BRALA12035
OG0001066	AMPFI_04798, AMPFI_04799, AMPFI_05155	BRALA03613
OG0001067	AMPFI_07922	BRALA09702, BRALA11812, BRALA30598, BRALA16834, BRALA10359
OG0001068	AMPFI_09936	BRALA15808
OG0001072	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446	BRALA23228, BRALA23227
OG0001072	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751	BRALA29817
OG0001073	AMPFI_12712	BRALA12664
OG0001075	AMPFI_00014	BRALA09682
OG0001076	AMPFI_03111, AMPFI_09505, AMPFI_03148	BRALA20184
OG0001077	AMPFI_17348	BRALA28759, BRALA28760
OG0001078	AMPFI_08816	BRALA13847
OG0001079	AMPFI_02862	BRALA12769
OG0001080	AMPFI_00813	BRALA13315
OG0001080	AMPFI_09613	BRALA13682
OG0001081	AMPFI_07991	BRALA20186, BRALA18322
OG0001082	AMPFI_11475	BRALA21015
OG0001082	AMPFI_03241	BRALA24848
OG0001083	AMPFI_01600	BRALA22369
OG0001085	AMPFI_03348	BRALA18590, BRALA17350
OG0001089	AMPFI_25612	BRALA20406
OG0001090	AMPFI_09098	BRALA19647
OG0001091	AMPFI_08267	BRALA18566
OG0001092	AMPFI_21806	BRALA08314
OG0001093	AMPFI_00814	BRALA07017
OG0001093	AMPFI_01496	BRALA07018
OG0001094	AMPFI_07987	BRALA21202
OG0001095	AMPFI_21259	BRALA00514
OG0001096	AMPFI_10982	BRALA02429, BRALA20860, BRALA19151
OG0001096	AMPFI_22875	BRALA33488, BRALA29289, BRALA09978, BRALA29288
OG0001097	AMPFI_17017	BRALA11714
OG0001102	AMPFI_21024	BRALA06483
OG0001102	AMPFI_14421	BRALA01705
OG0001103	AMPFI_02682	BRALA23451
OG0001103	AMPFI_24729	BRALA15961
OG0001104	AMPFI_11622	BRALA00254
OG0001105	AMPFI_12581	BRALA13887
OG0001105	AMPFI_14430	BRALA17080
OG0001106	AMPFI_01280	BRALA24794
OG0001107	AMPFI_16073	BRALA04956
OG0001108	AMPFI_13440	BRALA10695
OG0001108	AMPFI_13784	BRALA14990
OG0001109	AMPFI_10273, AMPFI_13387	BRALA34704, BRALA35909, BRALA30580, BRALA30582
OG0001110	AMPFI_05484	BRALA02581, BRALA02578, BRALA21322, BRALA21321
OG0001111	AMPFI_04458	BRALA28901, BRALA29371, BRALA06020
OG0001112	AMPFI_06514, AMPFI_08572	BRALA13668
OG0001113	AMPFI_16641	BRALA08129
OG0001115	AMPFI_24646, AMPFI_25273	BRALA07052, BRALA07051
OG0001118	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307	BRALA07680
OG0001119	AMPFI_06894	BRALA13802
OG0001121	AMPFI_15985, AMPFI_08055	BRALA32292, BRALA13901, BRALA27511, BRALA08946
OG0001122	AMPFI_11755, AMPFI_06064, AMPFI_20156	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664
OG0001123	AMPFI_21122, AMPFI_04929	BRALA24284
OG0001123	AMPFI_09974	BRALA23603
OG0001124	AMPFI_15848	BRALA23017
OG0001126	AMPFI_20016	BRALA16208
OG0001126	AMPFI_14567, AMPFI_07530	BRALA28026
OG0001127	AMPFI_21530	BRALA09084
OG0001127	AMPFI_00371	BRALA34184
OG0001128	AMPFI_08735	BRALA22493
OG0001129	AMPFI_05280	BRALA12498, BRALA16098
OG0001131	AMPFI_08885	BRALA13327
OG0001132	AMPFI_18757	BRALA13540
OG0001133	AMPFI_24426	BRALA03024
OG0001133	AMPFI_21275	BRALA00752
OG0001134	AMPFI_07585	BRALA23048
OG0001135	AMPFI_25799	BRALA11818
OG0001137	AMPFI_25398	BRALA13309
OG0001138	AMPFI_08224	BRALA00020, BRALA11821
OG0001139	AMPFI_16920	BRALA06120
OG0001139	AMPFI_10168	BRALA32868, BRALA35077
OG0001140	AMPFI_12273	BRALA16639
OG0001141	AMPFI_18156, AMPFI_05552	BRALA09514
OG0001143	AMPFI_13922, AMPFI_07389	BRALA04133
OG0001144	AMPFI_09246	BRALA10734
OG0001146	AMPFI_05945	BRALA18782
OG0001147	AMPFI_20662	BRALA35992
OG0001154	AMPFI_19788	BRALA10561, BRALA29166, BRALA33292
OG0001155	AMPFI_06783	BRALA32774
OG0001155	AMPFI_18768	BRALA32775, BRALA25504, BRALA25509, BRALA25505
OG0001155	AMPFI_17194, AMPFI_15411	BRALA23567
OG0001156	AMPFI_16501	BRALA24884
OG0001157	AMPFI_00579, AMPFI_15205	BRALA19474
OG0001158	AMPFI_14324, AMPFI_03369	BRALA34638
OG0001160	AMPFI_18833	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606
OG0001161	AMPFI_10090	BRALA22337
OG0001162	AMPFI_21383	BRALA29065
OG0001164	AMPFI_23885, AMPFI_00138, AMPFI_24570, AMPFI_17125	BRALA14948
OG0001165	AMPFI_11630	BRALA14768
OG0001167	AMPFI_05454	BRALA30313
OG0001168	AMPFI_05372	BRALA29323, BRALA27661, BRALA20565
OG0001169	AMPFI_09626	BRALA11830, BRALA12506
OG0001170	AMPFI_08205, AMPFI_15728	BRALA19296
OG0001171	AMPFI_04677	BRALA30065
OG0001172	AMPFI_09322	BRALA06911
OG0001173	AMPFI_20736	BRALA34444
OG0001174	AMPFI_23115	BRALA15302
OG0001175	AMPFI_11579, AMPFI_01291	BRALA00132, BRALA00133, BRALA17481
OG0001176	AMPFI_17036	BRALA04002
OG0001178	AMPFI_18821	BRALA05138
OG0001178	AMPFI_01492	BRALA06035
OG0001179	AMPFI_25942, AMPFI_06700	BRALA03116, BRALA20573
OG0001181	AMPFI_10170	BRALA18132
OG0001182	AMPFI_23673	BRALA02232
OG0001183	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752	BRALA24188
OG0001184	AMPFI_20865	BRALA10129
OG0001184	AMPFI_08874	BRALA21684
OG0001185	AMPFI_07596	BRALA27214
OG0001186	AMPFI_07934	BRALA19974
OG0001186	AMPFI_10517	BRALA16139
OG0001187	AMPFI_23801	BRALA30941, BRALA21630, BRALA21207, BRALA21632, BRALA21208, BRALA21618, BRALA21631, BRALA21624, BRALA03471, BRALA21633, BRALA02756, BRALA21497, BRALA21626, BRALA21498, BRALA23700, BRALA25921, BRALA07734, BRALA21623, BRALA21629, BRALA21620, BRALA07709, BRALA21622, BRALA21625, BRALA30940
OG0001188	AMPFI_02144	BRALA10757
OG0001190	AMPFI_02258, AMPFI_24898	BRALA25890
OG0001191	AMPFI_06865	BRALA27930
OG0001196	AMPFI_05001	BRALA25128
OG0001197	AMPFI_13739	BRALA24133
OG0001197	AMPFI_25096	BRALA32524
OG0001198	AMPFI_11677, AMPFI_01112	BRALA09601
OG0001198	AMPFI_14243	BRALA02488
OG0001199	AMPFI_25970	BRALA15988
OG0001200	AMPFI_13405	BRALA24997
OG0001201	AMPFI_02387	BRALA03561
OG0001202	AMPFI_07863	BRALA07019
OG0001203	AMPFI_00203	BRALA13355
OG0001204	AMPFI_14021, AMPFI_11338	BRALA24154, BRALA24153
OG0001205	AMPFI_13876	BRALA11819
OG0001205	AMPFI_11082, AMPFI_02639	BRALA15935
OG0001206	AMPFI_14341, AMPFI_19233, AMPFI_03896	BRALA16082, BRALA31844, BRALA09932, BRALA33104, BRALA24608, BRALA30412, BRALA32918
OG0001207	AMPFI_02832	BRALA29973
OG0001208	AMPFI_25578	BRALA01086
OG0001209	AMPFI_10000	BRALA26756
OG0001210	AMPFI_13828	BRALA17839
OG0001213	AMPFI_07381	BRALA28371
OG0001213	AMPFI_18186	BRALA34460
OG0001214	AMPFI_05265	BRALA28235
OG0001215	AMPFI_10063	BRALA00597
OG0001216	AMPFI_06120	BRALA05650
OG0001217	AMPFI_07018	BRALA28081
OG0001219	AMPFI_23839	BRALA10294
OG0001220	AMPFI_12004	BRALA34263
OG0001220	AMPFI_03787	BRALA27150
OG0001220	AMPFI_14887, AMPFI_03086, AMPFI_17325	BRALA35332
OG0001221	AMPFI_09440	BRALA22011
OG0001223	AMPFI_23890	BRALA03165
OG0001224	AMPFI_01499	BRALA26622
OG0001225	AMPFI_05889	BRALA04168
OG0001227	AMPFI_12556	BRALA29362
OG0001230	AMPFI_11806	BRALA09760
OG0001231	AMPFI_23517	BRALA31220
OG0001232	AMPFI_08459, AMPFI_09206, AMPFI_03213	BRALA16719, BRALA06486
OG0001233	AMPFI_12663, AMPFI_14959, AMPFI_17326	BRALA20387
OG0001234	AMPFI_10815	BRALA12494
OG0001236	AMPFI_04390	BRALA27296
OG0001237	AMPFI_09608	BRALA04360
OG0001238	AMPFI_08671	BRALA16537
OG0001238	AMPFI_08263	BRALA10747
OG0001241	AMPFI_10474	BRALA15125
OG0001241	AMPFI_05156	BRALA14260
OG0001242	AMPFI_08208, AMPFI_01628, AMPFI_22498	BRALA00932, BRALA01201, BRALA00933, BRALA00934, BRALA00927, BRALA00929, BRALA00928, BRALA00930, BRALA00926, BRALA00931
OG0001243	AMPFI_09177	BRALA07764
OG0001245	AMPFI_07722	BRALA18092
OG0001246	AMPFI_05364	BRALA21012
OG0001247	AMPFI_24091	BRALA17334
OG0001248	AMPFI_15716	BRALA00477
OG0001249	AMPFI_23310	BRALA00961
OG0001250	AMPFI_07433	BRALA25027
OG0001251	AMPFI_15272	BRALA03569
OG0001252	AMPFI_21190, AMPFI_00156	BRALA05331
OG0001253	AMPFI_05658	BRALA09366
OG0001256	AMPFI_15458	BRALA27869
OG0001261	AMPFI_25069, AMPFI_21898	BRALA16992, BRALA16993, BRALA34932
OG0001262	AMPFI_14619	BRALA35145
OG0001263	AMPFI_11017	BRALA10859
OG0001264	AMPFI_05271	BRALA03222
OG0001265	AMPFI_23423, AMPFI_04012, AMPFI_19596, AMPFI_14886, AMPFI_15291, AMPFI_04317, AMPFI_02475, AMPFI_25480, AMPFI_02282, AMPFI_22858, AMPFI_18688, AMPFI_00347, AMPFI_21271, AMPFI_06674, AMPFI_14158, AMPFI_09863, AMPFI_14157, AMPFI_06646, AMPFI_02380, AMPFI_22017, AMPFI_23330	BRALA01169
OG0001266	AMPFI_22613, AMPFI_06682	BRALA01536
OG0001267	AMPFI_16785	BRALA16976
OG0001267	AMPFI_03197	BRALA24251
OG0001268	AMPFI_21846	BRALA01606
OG0001270	AMPFI_10234	BRALA25030
OG0001270	AMPFI_15423	BRALA13955
OG0001271	AMPFI_12722	BRALA17017
OG0001273	AMPFI_08982	BRALA23210
OG0001274	AMPFI_01753	BRALA10091
OG0001276	AMPFI_14910	BRALA19427
OG0001278	AMPFI_10211	BRALA04581, BRALA14775
OG0001279	AMPFI_05903	BRALA24710
OG0001280	AMPFI_23298	BRALA09515
OG0001281	AMPFI_16027	BRALA30159
OG0001284	AMPFI_11093	BRALA14486
OG0001284	AMPFI_06659	BRALA09529
OG0001285	AMPFI_25522	BRALA34142
OG0001287	AMPFI_14082	BRALA08199
OG0001288	AMPFI_00778	BRALA01391
OG0001289	AMPFI_00215	BRALA17557
OG0001290	AMPFI_18904	BRALA17572
OG0001291	AMPFI_17861	BRALA17947
OG0001292	AMPFI_10776	BRALA14445
OG0001293	AMPFI_14701	BRALA33561, BRALA26881
OG0001294	AMPFI_20455, AMPFI_01514	BRALA29575
OG0001295	AMPFI_06419	BRALA00094
OG0001296	AMPFI_12346	BRALA22582
OG0001297	AMPFI_16113	BRALA23851
OG0001300	AMPFI_08329	BRALA05943, BRALA27824
OG0001302	AMPFI_15529	BRALA01346
OG0001302	AMPFI_08047	BRALA17951
OG0001304	AMPFI_10342	BRALA22379
OG0001305	AMPFI_00755	BRALA10193
OG0001306	AMPFI_19010	BRALA05038
OG0001306	AMPFI_21641	BRALA19534
OG0001307	AMPFI_23385	BRALA31843, BRALA29890, BRALA31676
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	BRALA03706
OG0001309	AMPFI_12360	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331
OG0001310	AMPFI_04482, AMPFI_16368	BRALA22585
OG0001310	AMPFI_06804	BRALA27863
OG0001311	AMPFI_12130	BRALA10689
OG0001313	AMPFI_18837, AMPFI_10514, AMPFI_03552	BRALA24478, BRALA24480, BRALA24479, BRALA24001, BRALA11759
OG0001314	AMPFI_14399	BRALA34015, BRALA33956
OG0001314	AMPFI_21411, AMPFI_14658, AMPFI_05186	BRALA35509
OG0001315	AMPFI_21563	BRALA13047
OG0001316	AMPFI_11413	BRALA15900
OG0001317	AMPFI_14996	BRALA12724
OG0001317	AMPFI_02448	BRALA18356
OG0001318	AMPFI_07561	BRALA08906
OG0001318	AMPFI_11299	BRALA01956
OG0001319	AMPFI_11777	BRALA24213
OG0001320	AMPFI_25009, AMPFI_10016	BRALA11528
OG0001320	AMPFI_00452	BRALA25109
OG0001321	AMPFI_00079	BRALA08021
OG0001322	AMPFI_10344	BRALA09871
OG0001322	AMPFI_23671	BRALA13321
OG0001323	AMPFI_21599	BRALA31053
OG0001324	AMPFI_24533	BRALA33648
OG0001324	AMPFI_20066	BRALA11260
OG0001325	AMPFI_10346	BRALA04015
OG0001326	AMPFI_12886	BRALA24570
OG0001327	AMPFI_08065	BRALA10354
OG0001327	AMPFI_15522	BRALA19771
OG0001329	AMPFI_21747	BRALA32195, BRALA12680
OG0001330	AMPFI_05140	BRALA23942
OG0001331	AMPFI_12424	BRALA34572, BRALA33928
OG0001332	AMPFI_20259	BRALA00789, BRALA05167
OG0001333	AMPFI_13930	BRALA25392
OG0001334	AMPFI_00084	BRALA30809, BRALA27173
OG0001335	AMPFI_02356, AMPFI_10205	BRALA21645
OG0001339	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347	BRALA35366, BRALA34173, BRALA33697
OG0001339	AMPFI_11085	BRALA16667, BRALA16668
OG0001341	AMPFI_01027	BRALA12816
OG0001343	AMPFI_12861, AMPFI_12298	BRALA31561, BRALA06510
OG0001344	AMPFI_22417	BRALA03869
OG0001345	AMPFI_09770	BRALA20076, BRALA00376
OG0001348	AMPFI_00159	BRALA16187
OG0001350	AMPFI_25832	BRALA27720
OG0001351	AMPFI_22361	BRALA24199
OG0001352	AMPFI_15694, AMPFI_18452, AMPFI_22485	BRALA06260
OG0001353	AMPFI_10664	BRALA23222, BRALA23221
OG0001354	AMPFI_24004	BRALA25624
OG0001355	AMPFI_14446	BRALA32786
OG0001356	AMPFI_01615	BRALA19061, BRALA17347
OG0001357	AMPFI_24417	BRALA15175
OG0001360	AMPFI_21614	BRALA24912
OG0001362	AMPFI_22273	BRALA29842
OG0001362	AMPFI_09488	BRALA30595
OG0001363	AMPFI_09800, AMPFI_08365	BRALA22243
OG0001364	AMPFI_14823	BRALA08614
OG0001365	AMPFI_13985, AMPFI_25879, AMPFI_10449	BRALA19433
OG0001366	AMPFI_17877	BRALA16997
OG0001367	AMPFI_02161	BRALA15242
OG0001368	AMPFI_11158	BRALA09700, BRALA10312, BRALA10834
OG0001369	AMPFI_22208	BRALA10956
OG0001370	AMPFI_06706	BRALA16806
OG0001370	AMPFI_09461	BRALA14045
OG0001371	AMPFI_10372, AMPFI_15938, AMPFI_12819	BRALA26374, BRALA06219, BRALA06218, BRALA06220
OG0001372	AMPFI_18921	BRALA19110
OG0001373	AMPFI_00190	BRALA10384
OG0001374	AMPFI_17974	BRALA26737
OG0001375	AMPFI_00915	BRALA16842
OG0001375	AMPFI_06104	BRALA15116
OG0001376	AMPFI_21697	BRALA20906
OG0001378	AMPFI_15247	BRALA16333
OG0001379	AMPFI_14320	BRALA23817
OG0001380	AMPFI_08147	BRALA19207, BRALA19208
OG0001381	AMPFI_12006	BRALA09523
OG0001382	AMPFI_12332	BRALA23866
OG0001384	AMPFI_23681	BRALA12204
OG0001387	AMPFI_00234	BRALA12192
OG0001389	AMPFI_05693, AMPFI_24952	BRALA22941
OG0001394	AMPFI_09024	BRALA31862
OG0001395	AMPFI_24070	BRALA15754
OG0001397	AMPFI_21706	BRALA25855
OG0001397	AMPFI_17878, AMPFI_10775	BRALA09927
OG0001398	AMPFI_06855	BRALA10918, BRALA10792
OG0001399	AMPFI_07188	BRALA06146
OG0001399	AMPFI_21935	BRALA22380
OG0001400	AMPFI_24285	BRALA04732
OG0001401	AMPFI_02014	BRALA10783, BRALA04608, BRALA01709, BRALA02298, BRALA01710, BRALA23784, BRALA04269
OG0001402	AMPFI_26005	BRALA26708
OG0001403	AMPFI_17230	BRALA14932, BRALA09650, BRALA23378, BRALA25402
OG0001404	AMPFI_18013	BRALA06453
OG0001404	AMPFI_10794, AMPFI_03093	BRALA05435
OG0001405	AMPFI_15743	BRALA22383
OG0001405	AMPFI_16561	BRALA05583
OG0001406	AMPFI_09333	BRALA14289
OG0001407	AMPFI_18401, AMPFI_23996, AMPFI_09787, AMPFI_02642	BRALA02740
OG0001408	AMPFI_21365	BRALA20622
OG0001409	AMPFI_10191	BRALA33418
OG0001410	AMPFI_02616	BRALA31201
OG0001411	AMPFI_10031	BRALA11764
OG0001412	AMPFI_08141	BRALA11457
OG0001413	AMPFI_15619	BRALA29483
OG0001413	AMPFI_22440	BRALA13507
OG0001414	AMPFI_24645	BRALA32132
OG0001414	AMPFI_20423	BRALA13859
OG0001415	AMPFI_19237	BRALA28922
OG0001417	AMPFI_09940	BRALA04649
OG0001418	AMPFI_15591	BRALA01078
OG0001419	AMPFI_25243, AMPFI_17376	BRALA10891
OG0001421	AMPFI_22931	BRALA21204
OG0001422	AMPFI_23699	BRALA00576
OG0001423	AMPFI_19050, AMPFI_22796	BRALA27549
OG0001424	AMPFI_01906	BRALA07796
OG0001424	AMPFI_17965	BRALA01936
OG0001425	AMPFI_13079	BRALA01395, BRALA23464
OG0001426	AMPFI_07973	BRALA05645
OG0001427	AMPFI_07391	BRALA18499, BRALA18498
OG0001428	AMPFI_11938	BRALA05407
OG0001429	AMPFI_15702, AMPFI_21567	BRALA31269
OG0001430	AMPFI_07622	BRALA24398
OG0001431	AMPFI_11117	BRALA18565
OG0001432	AMPFI_20982	BRALA34894
OG0001433	AMPFI_00657	BRALA16638
OG0001434	AMPFI_06188	BRALA19313
OG0001435	AMPFI_15537, AMPFI_05263	BRALA14463
OG0001436	AMPFI_07709	BRALA04579
OG0001437	AMPFI_07780, AMPFI_13432	BRALA17173, BRALA21217
OG0001438	AMPFI_17699	BRALA08586
OG0001441	AMPFI_01278	BRALA01822
OG0001442	AMPFI_09777	BRALA19668
OG0001444	AMPFI_09712, AMPFI_01804, AMPFI_21209, AMPFI_00542, AMPFI_17968	BRALA25397, BRALA24067
OG0001445	AMPFI_06828	BRALA11531
OG0001446	AMPFI_04574, AMPFI_17048, AMPFI_21716	BRALA27673
OG0001447	AMPFI_14165	BRALA13329
OG0001448	AMPFI_01038	BRALA01424
OG0001448	AMPFI_16616	BRALA30055, BRALA30057, BRALA30058, BRALA30056, BRALA30059
OG0001449	AMPFI_17066	BRALA16673
OG0001449	AMPFI_22357	BRALA07054
OG0001450	AMPFI_22800, AMPFI_25470	BRALA20362
OG0001450	AMPFI_17013	BRALA33514
OG0001451	AMPFI_16214	BRALA02256
OG0001452	AMPFI_17582	BRALA16822
OG0001453	AMPFI_20721	BRALA04379
OG0001454	AMPFI_18370	BRALA22945
OG0001455	AMPFI_16555	BRALA05122
OG0001456	AMPFI_13598	BRALA15559
OG0001456	AMPFI_00318	BRALA15558
OG0001459	AMPFI_19783	BRALA19924
OG0001460	AMPFI_01461	BRALA14211
OG0001460	AMPFI_23946	BRALA23956
OG0001461	AMPFI_25442, AMPFI_13135, AMPFI_20976	BRALA06116
OG0001461	AMPFI_23123, AMPFI_22344	BRALA30847
OG0001464	AMPFI_22525, AMPFI_17212	BRALA06889
OG0001466	AMPFI_23243	BRALA02000
OG0001466	AMPFI_06839	BRALA06618
OG0001467	AMPFI_23736, AMPFI_21779	BRALA11204, BRALA15279
OG0001468	AMPFI_19331	BRALA04572
OG0001469	AMPFI_02483	BRALA11811
OG0001470	AMPFI_01501	BRALA29321, BRALA35553
OG0001471	AMPFI_01914, AMPFI_19786	BRALA06129
OG0001472	AMPFI_01053	BRALA14063
OG0001472	AMPFI_03075	BRALA22363
OG0001473	AMPFI_03739, AMPFI_01823	BRALA03292, BRALA33985
OG0001474	AMPFI_18399, AMPFI_15974	BRALA09018
OG0001474	AMPFI_25092, AMPFI_21316	BRALA10385
OG0001475	AMPFI_15659	BRALA05604
OG0001476	AMPFI_07443, AMPFI_07837	BRALA24804
OG0001477	AMPFI_17380	BRALA11225
OG0001478	AMPFI_01874	BRALA15252
OG0001478	AMPFI_17948	BRALA21973
OG0001479	AMPFI_06247	BRALA03008
OG0001480	AMPFI_21537	BRALA11374
OG0001481	AMPFI_03464, AMPFI_15128, AMPFI_05426	BRALA21598
OG0001483	AMPFI_21717	BRALA11420
OG0001483	AMPFI_05890	BRALA11722
OG0001484	AMPFI_10813	BRALA22671
OG0001486	AMPFI_03189	BRALA08931
OG0001488	AMPFI_22555, AMPFI_21159, AMPFI_03583, AMPFI_03748	BRALA24192
OG0001488	AMPFI_23509, AMPFI_21442	BRALA24189
OG0001489	AMPFI_21994	BRALA05316
OG0001490	AMPFI_13984	BRALA26116
OG0001491	AMPFI_18001, AMPFI_23928	BRALA10451
OG0001492	AMPFI_14495	BRALA14954
OG0001493	AMPFI_23286	BRALA03740
OG0001493	AMPFI_21759	BRALA03715, BRALA03741
OG0001494	AMPFI_00108, AMPFI_18596	BRALA07878, BRALA07876
OG0001495	AMPFI_01445	BRALA09380
OG0001496	AMPFI_04050	BRALA11939, BRALA23998, BRALA33660, BRALA11958
OG0001498	AMPFI_14616	BRALA33873, BRALA16329
OG0001500	AMPFI_22915, AMPFI_03212	BRALA11705
OG0001501	AMPFI_21405	BRALA26158
OG0001503	AMPFI_03346	BRALA13476
OG0001503	AMPFI_06513	BRALA11114
OG0001504	AMPFI_14749	BRALA03543, BRALA27268, BRALA26326, BRALA17671
