Orthogroup	AMPFI_ok	APOSJ_ok
OG0000564	AMPFI_23703	APOSJ_45514
OG0000565	AMPFI_19741	APOSJ_16911, APOSJ_46831, APOSJ_42362, APOSJ_52606, APOSJ_01300, APOSJ_17008, APOSJ_17007, APOSJ_34667, APOSJ_34668, APOSJ_34666, APOSJ_34672, APOSJ_34670
OG0000566	AMPFI_24184	APOSJ_56114, APOSJ_08789
OG0000566	AMPFI_05548	APOSJ_08632, APOSJ_08631
OG0000567	AMPFI_08270	APOSJ_64692
OG0000567	AMPFI_24073	APOSJ_28174
OG0000567	AMPFI_20193	APOSJ_40875
OG0000568	AMPFI_19652	APOSJ_47599
OG0000568	AMPFI_23512	APOSJ_36600
OG0000569	AMPFI_00348	APOSJ_24002
OG0000570	AMPFI_20117	APOSJ_22652, APOSJ_12030, APOSJ_22655, APOSJ_12021, APOSJ_22654, APOSJ_01124, APOSJ_22653, APOSJ_01114
OG0000570	AMPFI_01005, AMPFI_01163, AMPFI_16102	APOSJ_04515
OG0000571	AMPFI_19323	APOSJ_02932
OG0000571	AMPFI_04377	APOSJ_14354, APOSJ_24824, APOSJ_14355, APOSJ_51656
OG0000571	AMPFI_20638	APOSJ_59740, APOSJ_59741, APOSJ_59742
OG0000572	AMPFI_18964, AMPFI_18965	APOSJ_39780, APOSJ_39781
OG0000572	AMPFI_09351	APOSJ_20204
OG0000573	AMPFI_08544	APOSJ_25331, APOSJ_24862
OG0000573	AMPFI_03633	APOSJ_13020
OG0000574	AMPFI_07593	APOSJ_35049
OG0000574	AMPFI_07534	APOSJ_02665
OG0000574	AMPFI_22284	APOSJ_07768
OG0000575	AMPFI_22439	APOSJ_19463, APOSJ_41628, APOSJ_41627
OG0000576	AMPFI_11215	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888
OG0000577	AMPFI_00456, AMPFI_19960, AMPFI_07931	APOSJ_40312, APOSJ_40311, APOSJ_31969, APOSJ_38908, APOSJ_38953, APOSJ_31963, APOSJ_31965, APOSJ_31970, APOSJ_31964, APOSJ_31967, APOSJ_43687, APOSJ_43713, APOSJ_43715, APOSJ_59300, APOSJ_59301
OG0000578	AMPFI_11337, AMPFI_11336	APOSJ_37736, APOSJ_36341
OG0000579	AMPFI_10586	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748
OG0000581	AMPFI_20371	APOSJ_08673, APOSJ_32969
OG0000582	AMPFI_14842	APOSJ_53691, APOSJ_16083, APOSJ_53686, APOSJ_53687
OG0000583	AMPFI_03049	APOSJ_25494, APOSJ_14454, APOSJ_07547, APOSJ_32741
OG0000584	AMPFI_25542, AMPFI_23350, AMPFI_15796, AMPFI_00561	APOSJ_59539, APOSJ_59533, APOSJ_59534, APOSJ_59536, APOSJ_59535, APOSJ_59540, APOSJ_59537, APOSJ_59538, APOSJ_58274, APOSJ_10240, APOSJ_52593, APOSJ_52594, APOSJ_20354, APOSJ_39320, APOSJ_57528, APOSJ_39319, APOSJ_57530, APOSJ_39321, APOSJ_57529, APOSJ_39318, APOSJ_57531, APOSJ_46004
OG0000584	AMPFI_04371	APOSJ_16630
OG0000585	AMPFI_07822	APOSJ_15080, APOSJ_15081, APOSJ_15079
OG0000586	AMPFI_10379	APOSJ_58588
OG0000586	AMPFI_16028	APOSJ_09381, APOSJ_58586, APOSJ_39621, APOSJ_09383, APOSJ_58587, APOSJ_39620, APOSJ_47664, APOSJ_39624, APOSJ_39622, APOSJ_58592, APOSJ_58591, APOSJ_58584, APOSJ_58590, APOSJ_09384, APOSJ_09375, APOSJ_09379, APOSJ_39625, APOSJ_58589, APOSJ_39617, APOSJ_39619, APOSJ_09378, APOSJ_09376, APOSJ_39618, APOSJ_09382, APOSJ_09380, APOSJ_39623
OG0000587	AMPFI_16977, AMPFI_16976	APOSJ_00369, APOSJ_16879, APOSJ_16876, APOSJ_16875, APOSJ_10738, APOSJ_16880, APOSJ_53960, APOSJ_40785, APOSJ_53959, APOSJ_16878, APOSJ_40787, APOSJ_53961, APOSJ_16877, APOSJ_53958
OG0000587	AMPFI_14490	APOSJ_63799, APOSJ_63803
OG0000588	AMPFI_04054, AMPFI_03394	APOSJ_23279, APOSJ_53706, APOSJ_58179, APOSJ_53698, APOSJ_53701, APOSJ_53704, APOSJ_58178, APOSJ_58181, APOSJ_58176, APOSJ_58180, APOSJ_53703, APOSJ_58177, APOSJ_53700, APOSJ_53705, APOSJ_53702, APOSJ_53699
OG0000588	AMPFI_11701	APOSJ_51544, APOSJ_51543
OG0000590	AMPFI_19054, AMPFI_08431	APOSJ_20507, APOSJ_20506
OG0000590	AMPFI_13729	APOSJ_15177, APOSJ_15179, APOSJ_15178, APOSJ_15175, APOSJ_15174, APOSJ_29829, APOSJ_15181, APOSJ_42654, APOSJ_15173, APOSJ_15180
OG0000591	AMPFI_24421	APOSJ_28460
OG0000592	AMPFI_00808	APOSJ_22050, APOSJ_22053
OG0000593	AMPFI_00762	APOSJ_14731, APOSJ_14730
OG0000593	AMPFI_17892	APOSJ_13767, APOSJ_46951, APOSJ_28632, APOSJ_28630, APOSJ_25347, APOSJ_28392, APOSJ_13802, APOSJ_28393, APOSJ_28390, APOSJ_28394, APOSJ_28391, APOSJ_25346, APOSJ_28631, APOSJ_28389
OG0000594	AMPFI_08265	APOSJ_44042, APOSJ_05859, APOSJ_05860, APOSJ_05861
OG0000596	AMPFI_01384	APOSJ_03685
OG0000596	AMPFI_25743, AMPFI_07694, AMPFI_07559, AMPFI_24761	APOSJ_47768, APOSJ_60247, APOSJ_58814, APOSJ_55581, APOSJ_55580, APOSJ_06107, APOSJ_31064
OG0000597	AMPFI_09305	APOSJ_21422, APOSJ_21418, APOSJ_04909, APOSJ_57316, APOSJ_21420, APOSJ_21421
OG0000598	AMPFI_04338, AMPFI_14686	APOSJ_28564, APOSJ_31194
OG0000598	AMPFI_16090	APOSJ_17033
OG0000599	AMPFI_11393	APOSJ_13822
OG0000599	AMPFI_25652	APOSJ_57627, APOSJ_57623
OG0000601	AMPFI_11926	APOSJ_33394, APOSJ_33396, APOSJ_33395, APOSJ_33392, APOSJ_11331, APOSJ_11332
OG0000602	AMPFI_06522	APOSJ_36710
OG0000602	AMPFI_15502	APOSJ_64995, APOSJ_64996, APOSJ_53746
OG0000604	AMPFI_21956	APOSJ_43779, APOSJ_43778
OG0000604	AMPFI_24342	APOSJ_39570, APOSJ_27200, APOSJ_27202, APOSJ_27201
OG0000607	AMPFI_09382	APOSJ_43213, APOSJ_42491, APOSJ_13144, APOSJ_42488, APOSJ_61787, APOSJ_61786, APOSJ_13140, APOSJ_13141, APOSJ_17406, APOSJ_61790, APOSJ_61784, APOSJ_13145, APOSJ_61785, APOSJ_13146, APOSJ_13142, APOSJ_42489, APOSJ_42490, APOSJ_61788, APOSJ_61792, APOSJ_13139, APOSJ_13147, APOSJ_42487, APOSJ_61789, APOSJ_61791
OG0000608	AMPFI_14303	APOSJ_03043, APOSJ_06093
OG0000611	AMPFI_17154, AMPFI_20669	APOSJ_56757, APOSJ_19264, APOSJ_19262, APOSJ_19265
OG0000611	AMPFI_03941	APOSJ_58652
OG0000612	AMPFI_05475	APOSJ_36472, APOSJ_36473, APOSJ_36471, APOSJ_27937, APOSJ_36474
OG0000613	AMPFI_20696	APOSJ_24758, APOSJ_04123, APOSJ_24760, APOSJ_24759
OG0000613	AMPFI_04751	APOSJ_63879, APOSJ_55759
OG0000614	AMPFI_10965	APOSJ_61422, APOSJ_61425, APOSJ_61423, APOSJ_55769
OG0000614	AMPFI_11504	APOSJ_23957
OG0000614	AMPFI_07199	APOSJ_50604, APOSJ_46891, APOSJ_50612, APOSJ_50608, APOSJ_01965, APOSJ_01969, APOSJ_50607, APOSJ_46896, APOSJ_50613, APOSJ_50611, APOSJ_50609, APOSJ_01967, APOSJ_01968, APOSJ_01966, APOSJ_50610, APOSJ_01964
OG0000615	AMPFI_02250	APOSJ_22324, APOSJ_22321, APOSJ_22323, APOSJ_22322
OG0000616	AMPFI_09981	APOSJ_38805, APOSJ_09030, APOSJ_38801, APOSJ_09037, APOSJ_59177, APOSJ_59175, APOSJ_38800, APOSJ_59183, APOSJ_38802, APOSJ_09041, APOSJ_38804, APOSJ_59182, APOSJ_38799, APOSJ_28771, APOSJ_00175, APOSJ_59180, APOSJ_59181, APOSJ_59176, APOSJ_59178, APOSJ_38806, APOSJ_09031, APOSJ_38803, APOSJ_59179, APOSJ_09033, APOSJ_01010, APOSJ_49619, APOSJ_38798, APOSJ_00174
OG0000617	AMPFI_02772	APOSJ_18872, APOSJ_49648, APOSJ_45738, APOSJ_45737
OG0000617	AMPFI_08449	APOSJ_64370
OG0000618	AMPFI_03116	APOSJ_31394, APOSJ_01549, APOSJ_27683, APOSJ_15980, APOSJ_31117, APOSJ_15985, APOSJ_35162, APOSJ_27686, APOSJ_15981
OG0000619	AMPFI_07065	APOSJ_15651, APOSJ_15650, APOSJ_43449, APOSJ_43448, APOSJ_43453, APOSJ_06007, APOSJ_43454, APOSJ_06010, APOSJ_40834, APOSJ_43451, APOSJ_43455
OG0000620	AMPFI_09259, AMPFI_22189	APOSJ_39438, APOSJ_56026, APOSJ_39312, APOSJ_34854, APOSJ_34853, APOSJ_23054, APOSJ_02024, APOSJ_32800
OG0000621	AMPFI_12420	APOSJ_29617, APOSJ_29614, APOSJ_29616, APOSJ_29615, APOSJ_52583, APOSJ_24870
OG0000621	AMPFI_13931	APOSJ_40335, APOSJ_12052, APOSJ_12055, APOSJ_12053, APOSJ_12054
OG0000621	AMPFI_11317	APOSJ_61878
OG0000621	AMPFI_14615	APOSJ_09780
OG0000623	AMPFI_18053	APOSJ_58237, APOSJ_58239
OG0000623	AMPFI_14561	APOSJ_53585, APOSJ_53583, APOSJ_64252
OG0000624	AMPFI_19095	APOSJ_38044, APOSJ_11261, APOSJ_38250, APOSJ_38042, APOSJ_06061, APOSJ_38043, APOSJ_38046, APOSJ_06064
OG0000624	AMPFI_09306	APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610
OG0000624	AMPFI_13318	APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193
OG0000625	AMPFI_01239	APOSJ_32034, APOSJ_32035, APOSJ_50448, APOSJ_32036, APOSJ_32037
OG0000626	AMPFI_08963	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173
OG0000627	AMPFI_25325	APOSJ_30106, APOSJ_30105
OG0000628	AMPFI_18712, AMPFI_02816	APOSJ_34817, APOSJ_34816
OG0000628	AMPFI_06881	APOSJ_11646, APOSJ_11647, APOSJ_11644, APOSJ_11645
OG0000629	AMPFI_03723	APOSJ_36364
OG0000629	AMPFI_05119	APOSJ_31695, APOSJ_18454, APOSJ_31689, APOSJ_31692, APOSJ_31697, APOSJ_31696, APOSJ_31691, APOSJ_18457
OG0000629	AMPFI_09946	APOSJ_35014, APOSJ_12580, APOSJ_35013, APOSJ_35012, APOSJ_12579, APOSJ_12578, APOSJ_35011
OG0000632	AMPFI_19636, AMPFI_24562, AMPFI_00333	APOSJ_12107, APOSJ_12108, APOSJ_12109
OG0000632	AMPFI_24065, AMPFI_00994, AMPFI_24068, AMPFI_13184, AMPFI_23151, AMPFI_20533, AMPFI_05488, AMPFI_16436, AMPFI_04767, AMPFI_03899, AMPFI_00799, AMPFI_14865	APOSJ_42467
OG0000633	AMPFI_17310, AMPFI_21152	APOSJ_39665, APOSJ_39666
OG0000633	AMPFI_02472	APOSJ_06906
OG0000634	AMPFI_15841	APOSJ_28424
OG0000634	AMPFI_09245	APOSJ_45060, APOSJ_45061, APOSJ_21324, APOSJ_58639, APOSJ_45059, APOSJ_34473
OG0000635	AMPFI_12996	APOSJ_64560, APOSJ_09992
OG0000638	AMPFI_12032	APOSJ_08704, APOSJ_08703, APOSJ_59548, APOSJ_08709, APOSJ_16899, APOSJ_08706, APOSJ_08708, APOSJ_08705, APOSJ_02754, APOSJ_08707, APOSJ_59541, APOSJ_34781, APOSJ_15486
OG0000639	AMPFI_02143	APOSJ_22789, APOSJ_22790
OG0000639	AMPFI_19096	APOSJ_29300
OG0000642	AMPFI_20481, AMPFI_17464, AMPFI_21969	APOSJ_55400, APOSJ_08507
OG0000642	AMPFI_03291, AMPFI_09020, AMPFI_24910	APOSJ_61954, APOSJ_09617, APOSJ_09613, APOSJ_09612, APOSJ_61958, APOSJ_61952, APOSJ_09616, APOSJ_35529
OG0000645	AMPFI_07390	APOSJ_23119, APOSJ_01409
OG0000645	AMPFI_07346	APOSJ_07674, APOSJ_07676, APOSJ_37086, APOSJ_37082, APOSJ_36166, APOSJ_27854, APOSJ_27848, APOSJ_27852, APOSJ_21898, APOSJ_07673, APOSJ_16115, APOSJ_10266, APOSJ_21892, APOSJ_16114, APOSJ_21894, APOSJ_21895, APOSJ_12075, APOSJ_16113, APOSJ_10265, APOSJ_16116, APOSJ_16118, APOSJ_16117, APOSJ_27849, APOSJ_27851, APOSJ_27853, APOSJ_36167, APOSJ_43353, APOSJ_37083, APOSJ_37077, APOSJ_37085, APOSJ_32060, APOSJ_27855
OG0000646	AMPFI_08730	APOSJ_13193, APOSJ_13194
OG0000646	AMPFI_06480	APOSJ_34948, APOSJ_34947, APOSJ_56459, APOSJ_34946, APOSJ_34945, APOSJ_56460, APOSJ_34943
OG0000647	AMPFI_23188, AMPFI_23840	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337
OG0000648	AMPFI_15343	APOSJ_31281, APOSJ_31280, APOSJ_62481
OG0000648	AMPFI_13232	APOSJ_03785
OG0000649	AMPFI_08407	APOSJ_14876, APOSJ_62950, APOSJ_09077, APOSJ_14871, APOSJ_09074, APOSJ_62949, APOSJ_62948, APOSJ_62952, APOSJ_57618
OG0000650	AMPFI_07337	APOSJ_60931, APOSJ_64716
OG0000651	AMPFI_13783	APOSJ_12716, APOSJ_60503, APOSJ_60497, APOSJ_57665, APOSJ_12709
OG0000651	AMPFI_00457	APOSJ_14754, APOSJ_57659, APOSJ_57666, APOSJ_01259, APOSJ_01261, APOSJ_07867, APOSJ_01263, APOSJ_60499, APOSJ_12711, APOSJ_12713, APOSJ_60504, APOSJ_30332, APOSJ_60498, APOSJ_60502, APOSJ_57662, APOSJ_57660, APOSJ_57664, APOSJ_57663, APOSJ_60501, APOSJ_57667, APOSJ_01260, APOSJ_12715, APOSJ_01264, APOSJ_01258, APOSJ_07865, APOSJ_12710, APOSJ_12712, APOSJ_36313, APOSJ_57661, APOSJ_14753, APOSJ_60500, APOSJ_01262, APOSJ_12714
OG0000652	AMPFI_06940	APOSJ_46934, APOSJ_46935, APOSJ_46936, APOSJ_61783
OG0000654	AMPFI_21423	APOSJ_38864, APOSJ_38862, APOSJ_43370, APOSJ_38861, APOSJ_38865, APOSJ_43371, APOSJ_38863
OG0000656	AMPFI_21322, AMPFI_16515	APOSJ_29523
OG0000656	AMPFI_00678	APOSJ_42614
OG0000656	AMPFI_23945, AMPFI_21517	APOSJ_16971
OG0000657	AMPFI_04003	APOSJ_24584, APOSJ_24582, APOSJ_24583
OG0000657	AMPFI_23025	APOSJ_21913, APOSJ_21912, APOSJ_21911, APOSJ_21909, APOSJ_07790, APOSJ_21910, APOSJ_21914, APOSJ_21908
OG0000659	AMPFI_18071, AMPFI_20810	APOSJ_47966, APOSJ_31788, APOSJ_28928, APOSJ_03952, APOSJ_47964, APOSJ_47967, APOSJ_26670, APOSJ_26675, APOSJ_26672, APOSJ_26674, APOSJ_26673, APOSJ_26671, APOSJ_60480, APOSJ_40903, APOSJ_60481, APOSJ_40923, APOSJ_42955, APOSJ_47965
OG0000660	AMPFI_17445	APOSJ_47606, APOSJ_47612
OG0000662	AMPFI_12334	APOSJ_09177
OG0000662	AMPFI_02313	APOSJ_39439
OG0000662	AMPFI_13450	APOSJ_54892, APOSJ_18946
OG0000663	AMPFI_11999	APOSJ_32858, APOSJ_32857, APOSJ_32856, APOSJ_32855, APOSJ_37492, APOSJ_32854, APOSJ_32852, APOSJ_32853
OG0000663	AMPFI_12107	APOSJ_46894, APOSJ_46893
OG0000664	AMPFI_09419	APOSJ_22892, APOSJ_22894, APOSJ_46796, APOSJ_46853, APOSJ_22893, APOSJ_39846, APOSJ_22895, APOSJ_39847
OG0000665	AMPFI_01642, AMPFI_25024	APOSJ_64512, APOSJ_64513, APOSJ_64514, APOSJ_40902, APOSJ_53510, APOSJ_40899, APOSJ_40898, APOSJ_40897, APOSJ_53511, APOSJ_53514, APOSJ_18733, APOSJ_40900, APOSJ_41544, APOSJ_40901, APOSJ_08228, APOSJ_08229
OG0000666	AMPFI_18404	APOSJ_38350, APOSJ_40155
OG0000670	AMPFI_22267	APOSJ_25532, APOSJ_25531
OG0000672	AMPFI_11096	APOSJ_20026, APOSJ_09344, APOSJ_09340, APOSJ_09345, APOSJ_09342, APOSJ_09343, APOSJ_09341
OG0000672	AMPFI_17614	APOSJ_50679, APOSJ_50678
OG0000674	AMPFI_05318	APOSJ_37872, APOSJ_37277
OG0000674	AMPFI_14286	APOSJ_22932
OG0000675	AMPFI_18854, AMPFI_18236, AMPFI_02868, AMPFI_12410, AMPFI_25030, AMPFI_09169, AMPFI_25827, AMPFI_17955	APOSJ_33208
OG0000675	AMPFI_03509	APOSJ_39392, APOSJ_46408, APOSJ_39394, APOSJ_39393, APOSJ_39391, APOSJ_39395, APOSJ_22966, APOSJ_32328, APOSJ_22101, APOSJ_22100, APOSJ_29810, APOSJ_41881, APOSJ_61594
OG0000676	AMPFI_07198	APOSJ_02079, APOSJ_02078
OG0000676	AMPFI_01951	APOSJ_06120, APOSJ_06122, APOSJ_06117, APOSJ_06121
OG0000680	AMPFI_18200	APOSJ_33409, APOSJ_33410, APOSJ_13086, APOSJ_13083, APOSJ_13084, APOSJ_13082, APOSJ_33413, APOSJ_17019, APOSJ_33412, APOSJ_33411
OG0000680	AMPFI_20692	APOSJ_26267
OG0000681	AMPFI_10408	APOSJ_46254, APOSJ_46255, APOSJ_46257
OG0000681	AMPFI_08112	APOSJ_36480, APOSJ_36481
OG0000682	AMPFI_06701	APOSJ_13468, APOSJ_13474
OG0000683	AMPFI_06165	APOSJ_64634, APOSJ_64631
OG0000683	AMPFI_15593	APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496
OG0000684	AMPFI_13648	APOSJ_20767, APOSJ_20765, APOSJ_20764, APOSJ_20766, APOSJ_01354, APOSJ_20768, APOSJ_20770, APOSJ_20769
OG0000685	AMPFI_10051	APOSJ_26446, APOSJ_18518, APOSJ_18512, APOSJ_18521, APOSJ_18515, APOSJ_18513, APOSJ_18514, APOSJ_18517, APOSJ_18520
OG0000689	AMPFI_02583, AMPFI_23404, AMPFI_19830, AMPFI_25555, AMPFI_13939, AMPFI_03615, AMPFI_12773	APOSJ_51643, APOSJ_23318, APOSJ_59894, APOSJ_23317
OG0000690	AMPFI_12474	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556
OG0000690	AMPFI_25508	APOSJ_40458
OG0000691	AMPFI_15975	APOSJ_08695
OG0000692	AMPFI_22914	APOSJ_41742, APOSJ_41741, APOSJ_41740
OG0000694	AMPFI_20821	APOSJ_04109, APOSJ_43101
OG0000696	AMPFI_13412	APOSJ_06670, APOSJ_42037, APOSJ_42030, APOSJ_06673, APOSJ_06671, APOSJ_06672
OG0000696	AMPFI_23601	APOSJ_01864
OG0000696	AMPFI_06933	APOSJ_37186, APOSJ_37185, APOSJ_37184
OG0000697	AMPFI_01555	APOSJ_51766, APOSJ_51767, APOSJ_61682, APOSJ_64946, APOSJ_64535, APOSJ_41504, APOSJ_53618, APOSJ_64536, APOSJ_53614, APOSJ_41510, APOSJ_51765, APOSJ_53615, APOSJ_06578, APOSJ_53617, APOSJ_51762, APOSJ_53616, APOSJ_06580, APOSJ_51763, APOSJ_51761, APOSJ_53613, APOSJ_53892, APOSJ_41512, APOSJ_06583, APOSJ_06581
OG0000698	AMPFI_25928	APOSJ_05376
OG0000700	AMPFI_02889	APOSJ_57913, APOSJ_33332
OG0000700	AMPFI_24625	APOSJ_18333, APOSJ_23682, APOSJ_23680, APOSJ_23683, APOSJ_23681, APOSJ_18332
OG0000701	AMPFI_06365	APOSJ_08394, APOSJ_43235, APOSJ_43229, APOSJ_51482, APOSJ_08395, APOSJ_08393, APOSJ_43231, APOSJ_43232, APOSJ_43236, APOSJ_43237, APOSJ_43230, APOSJ_08392
OG0000702	AMPFI_20591	APOSJ_54550, APOSJ_52824, APOSJ_54553, APOSJ_54549, APOSJ_03633, APOSJ_44971, APOSJ_03640, APOSJ_44969, APOSJ_54551, APOSJ_44973, APOSJ_44968, APOSJ_44970, APOSJ_44972, APOSJ_54555, APOSJ_54552, APOSJ_54554
OG0000703	AMPFI_09469	APOSJ_58534, APOSJ_58532, APOSJ_58535, APOSJ_58533, APOSJ_58531, APOSJ_19107, APOSJ_58530
OG0000706	AMPFI_17120	APOSJ_56087
OG0000706	AMPFI_02905	APOSJ_20103
OG0000708	AMPFI_18363	APOSJ_45434, APOSJ_53914, APOSJ_45436, APOSJ_62756, APOSJ_53912, APOSJ_45435, APOSJ_53916, APOSJ_53910, APOSJ_15345, APOSJ_45433, APOSJ_53915, APOSJ_53911, APOSJ_53913, APOSJ_53917, APOSJ_26993, APOSJ_45438
OG0000708	AMPFI_17855	APOSJ_60449
OG0000709	AMPFI_23883	APOSJ_43701, APOSJ_17180, APOSJ_43703, APOSJ_43702, APOSJ_07562
OG0000709	AMPFI_17426	APOSJ_16835, APOSJ_16834
OG0000711	AMPFI_11270	APOSJ_48094
OG0000712	AMPFI_08144	APOSJ_28649, APOSJ_40940, APOSJ_28648, APOSJ_61191, APOSJ_28645, APOSJ_39987, APOSJ_61194, APOSJ_28650, APOSJ_39981, APOSJ_61193
OG0000713	AMPFI_24318, AMPFI_08961, AMPFI_11641	APOSJ_58098, APOSJ_58097, APOSJ_38731, APOSJ_61007, APOSJ_38740, APOSJ_03584
OG0000714	AMPFI_00401, AMPFI_15322	APOSJ_19428, APOSJ_57886, APOSJ_60281, APOSJ_60265, APOSJ_16661, APOSJ_54051, APOSJ_16656, APOSJ_60277, APOSJ_16659, APOSJ_60285, APOSJ_16658
OG0000714	AMPFI_07570, AMPFI_11965, AMPFI_12432, AMPFI_09292, AMPFI_15601	APOSJ_20296
OG0000714	AMPFI_03843, AMPFI_09802, AMPFI_22689, AMPFI_24356, AMPFI_11709, AMPFI_04993, AMPFI_19243	APOSJ_18084
OG0000715	AMPFI_19789	APOSJ_39071, APOSJ_43533, APOSJ_39067, APOSJ_39068, APOSJ_39070, APOSJ_39073, APOSJ_39069, APOSJ_43529, APOSJ_43531, APOSJ_43530, APOSJ_43528, APOSJ_39074, APOSJ_39066, APOSJ_06586, APOSJ_39072
OG0000716	AMPFI_13314	APOSJ_51263, APOSJ_64313, APOSJ_30671, APOSJ_58360, APOSJ_04541, APOSJ_64317, APOSJ_28316, APOSJ_04539, APOSJ_28321, APOSJ_64315, APOSJ_58359, APOSJ_51255, APOSJ_04542, APOSJ_51259, APOSJ_64318, APOSJ_51262, APOSJ_64316, APOSJ_51264, APOSJ_04540, APOSJ_51261, APOSJ_04543, APOSJ_05409, APOSJ_64314, APOSJ_51260, APOSJ_54870, APOSJ_54869, APOSJ_61592, APOSJ_04538, APOSJ_03939
OG0000717	AMPFI_10785	APOSJ_10067, APOSJ_10068
OG0000718	AMPFI_05696, AMPFI_05695	APOSJ_33271, APOSJ_33274, APOSJ_33273, APOSJ_33272
OG0000720	AMPFI_05196	APOSJ_61454, APOSJ_61453, APOSJ_00132, APOSJ_00807, APOSJ_50387, APOSJ_62988, APOSJ_39677, APOSJ_62989, APOSJ_62990, APOSJ_25918, APOSJ_56405, APOSJ_54917, APOSJ_62994, APOSJ_14156, APOSJ_44554, APOSJ_62992, APOSJ_62993, APOSJ_62991, APOSJ_54743, APOSJ_39693, APOSJ_56404, APOSJ_52494, APOSJ_44555
OG0000720	AMPFI_04200	APOSJ_53392
OG0000721	AMPFI_08986	APOSJ_59489, APOSJ_59488, APOSJ_59487
OG0000721	AMPFI_22244, AMPFI_22245	APOSJ_54963, APOSJ_40791, APOSJ_40790
OG0000723	AMPFI_13209	APOSJ_12060, APOSJ_12059
OG0000725	AMPFI_02912	APOSJ_44622
OG0000726	AMPFI_13683	APOSJ_58267, APOSJ_08434, APOSJ_08433, APOSJ_08439
OG0000730	AMPFI_24051	APOSJ_06440
OG0000731	AMPFI_14467	APOSJ_34927, APOSJ_08522, APOSJ_19285, APOSJ_34925, APOSJ_34929, APOSJ_08523, APOSJ_34930, APOSJ_08524, APOSJ_34924, APOSJ_34926, APOSJ_34928, APOSJ_08525
OG0000732	AMPFI_21125	APOSJ_29012, APOSJ_59223
OG0000732	AMPFI_19798	APOSJ_42660, APOSJ_63289, APOSJ_63290
OG0000733	AMPFI_00092	APOSJ_25718
OG0000733	AMPFI_07683	APOSJ_21693, APOSJ_28672
OG0000734	AMPFI_16496	APOSJ_05774, APOSJ_05773
OG0000735	AMPFI_12763	APOSJ_02012, APOSJ_02011, APOSJ_02010, APOSJ_08954
OG0000736	AMPFI_00116	APOSJ_47303, APOSJ_52918, APOSJ_17400, APOSJ_40460, APOSJ_17398, APOSJ_17403, APOSJ_17402, APOSJ_17191
OG0000737	AMPFI_09668	APOSJ_35772, APOSJ_26465, APOSJ_26468, APOSJ_26470, APOSJ_26471, APOSJ_26466, APOSJ_26469, APOSJ_26467, APOSJ_26464, APOSJ_53789
OG0000740	AMPFI_24652	APOSJ_00170, APOSJ_00173, APOSJ_00169
OG0000740	AMPFI_17145	APOSJ_65081
OG0000741	AMPFI_24722	APOSJ_62072, APOSJ_62071
OG0000741	AMPFI_17281	APOSJ_15870, APOSJ_15869, APOSJ_46043, APOSJ_46042
OG0000742	AMPFI_05931	APOSJ_42442
OG0000743	AMPFI_02626	APOSJ_24439, APOSJ_22851
OG0000743	AMPFI_24905	APOSJ_25993
OG0000744	AMPFI_06604	APOSJ_39924, APOSJ_39925, APOSJ_39923, APOSJ_26836, APOSJ_39919, APOSJ_39921, APOSJ_55947
OG0000745	AMPFI_10083	APOSJ_34983, APOSJ_34988, APOSJ_34990, APOSJ_34987, APOSJ_34986, APOSJ_34984, APOSJ_34989, APOSJ_34985
OG0000746	AMPFI_11042	APOSJ_47810, APOSJ_47811
OG0000746	AMPFI_21096	APOSJ_57884
OG0000746	AMPFI_24935	APOSJ_59275, APOSJ_59274
OG0000747	AMPFI_19843, AMPFI_13503	APOSJ_42736
OG0000747	AMPFI_15337, AMPFI_14236, AMPFI_09850	APOSJ_32657, APOSJ_19560, APOSJ_32655, APOSJ_32656, APOSJ_32658, APOSJ_32654, APOSJ_32653, APOSJ_32652, APOSJ_50408, APOSJ_50404, APOSJ_50407, APOSJ_38405, APOSJ_50405, APOSJ_50406, APOSJ_50410, APOSJ_50409, APOSJ_38403, APOSJ_50403, APOSJ_55060, APOSJ_55053, APOSJ_55056, APOSJ_55059, APOSJ_55057, APOSJ_55054, APOSJ_55052, APOSJ_55055, APOSJ_55058, APOSJ_33222, APOSJ_33221, APOSJ_33219, APOSJ_33220
