Orthogroup	AMPFI_ok	MOUSE
OG0001403	AMPFI_17230	MOUSE04710, MOUSE04711, MOUSE35469, MOUSE35470, MOUSE37540, MOUSE37539, MOUSE37541
OG0001404	AMPFI_18013	MOUSE17030
OG0001404	AMPFI_10794, AMPFI_03093	MOUSE34766, MOUSE34765, MOUSE34767
OG0001405	AMPFI_15743	MOUSE49710, MOUSE53396
OG0001406	AMPFI_09333	MOUSE29567, MOUSE29564, MOUSE29562, MOUSE29566, MOUSE29561, MOUSE29565, MOUSE04058, MOUSE54156, MOUSE54159, MOUSE54160, MOUSE54155, MOUSE54157, MOUSE54158
OG0001407	AMPFI_02642	MOUSE37601
OG0001408	AMPFI_21365	MOUSE25484, MOUSE25485, MOUSE18503, MOUSE18504, MOUSE18502, MOUSE31265, MOUSE31266
OG0001410	AMPFI_02616	MOUSE22570, MOUSE22569, MOUSE22568, MOUSE38530, MOUSE38529
OG0001411	AMPFI_10031	MOUSE36550, MOUSE36551
OG0001412	AMPFI_08141	MOUSE37382, MOUSE37381, MOUSE37384, MOUSE37385, MOUSE37383
OG0001413	AMPFI_15619	MOUSE37829, MOUSE37830
OG0001413	AMPFI_20583	MOUSE44790
OG0001413	AMPFI_22440	MOUSE44789, MOUSE44788, MOUSE44787
OG0001414	AMPFI_24645	MOUSE18642, MOUSE18643, MOUSE18644
OG0001414	AMPFI_20423	MOUSE02910
OG0001415	AMPFI_19237	MOUSE15314, MOUSE15315
OG0001416	AMPFI_14851	MOUSE34919, MOUSE34918, MOUSE34917, MOUSE34915, MOUSE34916, MOUSE04273, MOUSE04275, MOUSE04277, MOUSE04272, MOUSE04274, MOUSE04276
OG0001416	AMPFI_14850	MOUSE34920
OG0001417	AMPFI_09940	MOUSE05282
OG0001417	AMPFI_02655	MOUSE19934
OG0001418	AMPFI_15591	MOUSE48894, MOUSE33585, MOUSE33584, MOUSE33582, MOUSE33583, MOUSE48895, MOUSE48523, MOUSE48522, MOUSE10457, MOUSE10451, MOUSE10456, MOUSE10455, MOUSE10454, MOUSE10453, MOUSE10452
OG0001419	AMPFI_25243, AMPFI_17376	MOUSE24456, MOUSE24455, MOUSE27366, MOUSE27363, MOUSE27364, MOUSE27365
OG0001421	AMPFI_22931	MOUSE24555, MOUSE20249, MOUSE08160, MOUSE08159, MOUSE24554, MOUSE24560, MOUSE24559, MOUSE24561, MOUSE24562, MOUSE24558, MOUSE24556, MOUSE24557, MOUSE24553
OG0001422	AMPFI_23699	MOUSE26467, MOUSE26461, MOUSE26459, MOUSE39837, MOUSE26464, MOUSE26465, MOUSE39840, MOUSE39842, MOUSE39841, MOUSE39847, MOUSE39848, MOUSE39844, MOUSE39845, MOUSE39846, MOUSE39843, MOUSE26462, MOUSE26460
OG0001423	AMPFI_19050, AMPFI_22796	MOUSE17540, MOUSE17539, MOUSE25516, MOUSE25512, MOUSE25514, MOUSE25513, MOUSE23811, MOUSE23810, MOUSE23812, MOUSE50436
OG0001424	AMPFI_01906	MOUSE20236
OG0001425	AMPFI_13079	MOUSE16522, MOUSE51391, MOUSE10602
OG0001427	AMPFI_07391	MOUSE28295, MOUSE35647, MOUSE19057, MOUSE19060, MOUSE19058, MOUSE19061, MOUSE19059, MOUSE35646, MOUSE35645
OG0001428	AMPFI_11938	MOUSE34894, MOUSE34896, MOUSE34893, MOUSE19473, MOUSE04265, MOUSE41409, MOUSE41408
OG0001429	AMPFI_15702	MOUSE00232, MOUSE00230, MOUSE55263, MOUSE34228, MOUSE00228, MOUSE00229
OG0001430	AMPFI_07622	MOUSE18637, MOUSE20248, MOUSE27511, MOUSE42620
OG0001431	AMPFI_11117	MOUSE08755, MOUSE08756, MOUSE08757, MOUSE08758, MOUSE05352, MOUSE08759
OG0001432	AMPFI_20982	MOUSE35693
OG0001432	AMPFI_07409	MOUSE35694, MOUSE35695
OG0001433	AMPFI_00657	MOUSE34100, MOUSE13715, MOUSE21744, MOUSE21743, MOUSE21745, MOUSE21742
OG0001434	AMPFI_18441, AMPFI_12885, AMPFI_06188, AMPFI_09637	MOUSE32189, MOUSE32188
OG0001436	AMPFI_07709	MOUSE32582, MOUSE32580, MOUSE32577, MOUSE32578
OG0001437	AMPFI_07780, AMPFI_13432	MOUSE19686, MOUSE29315, MOUSE29316, MOUSE29317, MOUSE29314
OG0001438	AMPFI_17699	MOUSE29513, MOUSE26559, MOUSE47808, MOUSE47806, MOUSE47807, MOUSE47805, MOUSE47809, MOUSE09504, MOUSE09510, MOUSE09509, MOUSE09507, MOUSE09505, MOUSE09508, MOUSE09506, MOUSE09511, MOUSE29514
OG0001441	AMPFI_01278	MOUSE34316, MOUSE34318, MOUSE34317, MOUSE29186, MOUSE29288, MOUSE12721, MOUSE12723, MOUSE12722, MOUSE12719, MOUSE12724, MOUSE12720
OG0001445	AMPFI_06828	MOUSE28043, MOUSE28044, MOUSE43177, MOUSE43176, MOUSE16757
OG0001446	AMPFI_04574, AMPFI_17048, AMPFI_21716, AMPFI_19480, AMPFI_18957	MOUSE04639
OG0001447	AMPFI_14165	MOUSE27483, MOUSE43183, MOUSE24581
OG0001449	AMPFI_17066	MOUSE35682, MOUSE35683, MOUSE35684, MOUSE35685, MOUSE35681
OG0001449	AMPFI_22357	MOUSE22414
OG0001450	AMPFI_21801, AMPFI_22800, AMPFI_25470	MOUSE41282
OG0001451	AMPFI_16214	MOUSE27131, MOUSE27130, MOUSE27132
OG0001452	AMPFI_17582	MOUSE10305, MOUSE44844, MOUSE30200, MOUSE30198
OG0001452	AMPFI_20965	MOUSE44845
OG0001453	AMPFI_20721	MOUSE30224, MOUSE30225, MOUSE51626, MOUSE51625
OG0001455	AMPFI_16555	MOUSE50422, MOUSE50423, MOUSE10543, MOUSE33421, MOUSE33420, MOUSE10542, MOUSE10541, MOUSE48514, MOUSE50421
OG0001456	AMPFI_00318	MOUSE52266, MOUSE52265
OG0001459	AMPFI_19783	MOUSE41970, MOUSE44251, MOUSE44247, MOUSE44248, MOUSE44249, MOUSE41971, MOUSE41967, MOUSE41968, MOUSE41969
OG0001460	AMPFI_01461	MOUSE11428
OG0001460	AMPFI_23946	MOUSE11426, MOUSE11423, MOUSE11422, MOUSE11424
OG0001461	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344	MOUSE39120
OG0001464	AMPFI_22525, AMPFI_17212	MOUSE26209, MOUSE26208, MOUSE26207, MOUSE32593, MOUSE32592, MOUSE14773
OG0001466	AMPFI_23243	MOUSE52956, MOUSE52958, MOUSE52960, MOUSE52959, MOUSE52957
OG0001466	AMPFI_06839	MOUSE19161, MOUSE19163, MOUSE19162
OG0001467	AMPFI_23736	MOUSE45067, MOUSE45066
OG0001468	AMPFI_19331	MOUSE22505, MOUSE53195, MOUSE53196, MOUSE02343
OG0001469	AMPFI_02483	MOUSE00629
OG0001470	AMPFI_01501	MOUSE04730, MOUSE04729, MOUSE04728, MOUSE04727
OG0001472	AMPFI_01053	MOUSE35226, MOUSE35228, MOUSE35227
OG0001472	AMPFI_03075	MOUSE29107, MOUSE29108
OG0001473	AMPFI_03739, AMPFI_01823	MOUSE14033, MOUSE14034
OG0001474	AMPFI_18399	MOUSE27568, MOUSE27567
OG0001474	AMPFI_21316	MOUSE46193, MOUSE46194
OG0001475	AMPFI_15659	MOUSE34814, MOUSE34815, MOUSE34816, MOUSE34818, MOUSE34820, MOUSE34823
OG0001476	AMPFI_07443, AMPFI_07837	MOUSE16510, MOUSE16508, MOUSE16509, MOUSE16255, MOUSE16258, MOUSE16256
OG0001477	AMPFI_17380	MOUSE46048, MOUSE46046, MOUSE46044, MOUSE46045, MOUSE46060, MOUSE46058, MOUSE46059, MOUSE46050, MOUSE46053, MOUSE46055, MOUSE46054, MOUSE46049, MOUSE46052, MOUSE46051, MOUSE46057, MOUSE46047, MOUSE46062, MOUSE46063
OG0001478	AMPFI_01874	MOUSE27453, MOUSE27451, MOUSE27450, MOUSE27452
OG0001478	AMPFI_18015, AMPFI_17948	MOUSE14118
OG0001479	AMPFI_06247	MOUSE31243, MOUSE31244, MOUSE47409, MOUSE47405, MOUSE25855, MOUSE25856
OG0001480	AMPFI_21537	MOUSE22219, MOUSE22220, MOUSE53290, MOUSE53289, MOUSE53288, MOUSE53296, MOUSE53297, MOUSE53293, MOUSE53291, MOUSE53295
OG0001481	AMPFI_03464	MOUSE00031
OG0001481	AMPFI_15128	MOUSE00030, MOUSE00028, MOUSE00029, MOUSE07371, MOUSE07370, MOUSE07373, MOUSE07368, MOUSE07369, MOUSE07364, MOUSE07363
OG0001483	AMPFI_05890	MOUSE05652, MOUSE05654
OG0001483	AMPFI_08005	MOUSE47632, MOUSE47631
OG0001484	AMPFI_10813	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705
OG0001486	AMPFI_03189	MOUSE18259, MOUSE18260, MOUSE18262, MOUSE18256, MOUSE18261, MOUSE18257, MOUSE18263, MOUSE18264, MOUSE41536, MOUSE41537, MOUSE41535, MOUSE47343
OG0001488	AMPFI_22555, AMPFI_21159, AMPFI_03583, AMPFI_03748	MOUSE45678, MOUSE45677
OG0001489	AMPFI_21994	MOUSE33270, MOUSE33272, MOUSE33273, MOUSE33269, MOUSE33271, MOUSE33268, MOUSE13178, MOUSE13179, MOUSE13173, MOUSE13177, MOUSE13176, MOUSE13171, MOUSE13174, MOUSE13180, MOUSE13175
OG0001490	AMPFI_13984	MOUSE20108, MOUSE28079, MOUSE28081, MOUSE20112, MOUSE20106, MOUSE07918, MOUSE07919, MOUSE07917, MOUSE07920
OG0001492	AMPFI_14495	MOUSE46376, MOUSE04701, MOUSE37398, MOUSE37399, MOUSE37397
OG0001493	AMPFI_23286	MOUSE11096, MOUSE11098
OG0001493	AMPFI_21759	MOUSE11097, MOUSE31559, MOUSE20869
OG0001495	AMPFI_01445	MOUSE54495, MOUSE54479, MOUSE54485, MOUSE54461, MOUSE54123, MOUSE54206, MOUSE54142, MOUSE44521, MOUSE20162, MOUSE44563, MOUSE54696, MOUSE55120, MOUSE55122, MOUSE55123, MOUSE55126, MOUSE55121, MOUSE55124, MOUSE54519, MOUSE44520
OG0001496	AMPFI_04050	MOUSE40491, MOUSE40492, MOUSE40490
OG0001498	AMPFI_14616, AMPFI_02778	MOUSE15743
OG0001500	AMPFI_03212	MOUSE22932, MOUSE22931, MOUSE22929, MOUSE53492, MOUSE53491, MOUSE12949, MOUSE12952, MOUSE12951, MOUSE12950
OG0001501	AMPFI_21405	MOUSE07106, MOUSE07104, MOUSE07103, MOUSE07108, MOUSE07102, MOUSE28103, MOUSE28101, MOUSE28100, MOUSE28102, MOUSE28104
OG0001503	AMPFI_03346	MOUSE48444
OG0001503	AMPFI_06513	MOUSE41776, MOUSE41774, MOUSE41777, MOUSE41772
OG0001505	AMPFI_04877, AMPFI_09677	MOUSE29456, MOUSE04126, MOUSE04125, MOUSE04124
OG0001506	AMPFI_22691	MOUSE29500, MOUSE35074, MOUSE35075
OG0001507	AMPFI_03792	MOUSE20172
OG0001507	AMPFI_02586, AMPFI_16748	MOUSE07522, MOUSE07519, MOUSE07520, MOUSE49949, MOUSE49948, MOUSE20173, MOUSE20174, MOUSE20171, MOUSE20170
OG0001508	AMPFI_01605	MOUSE45983, MOUSE45981, MOUSE45982, MOUSE44231, MOUSE44230, MOUSE44229, MOUSE44234, MOUSE44233, MOUSE44232
OG0001509	AMPFI_22351	MOUSE37586
OG0001509	AMPFI_24011	MOUSE47629, MOUSE52289
OG0001510	AMPFI_24135	MOUSE33181
OG0001511	AMPFI_24393	MOUSE22746, MOUSE22740, MOUSE22739, MOUSE22744, MOUSE22742, MOUSE22745, MOUSE22741, MOUSE22743, MOUSE38379, MOUSE38378, MOUSE38380
OG0001513	AMPFI_05914	MOUSE26247, MOUSE26246, MOUSE26245, MOUSE02468, MOUSE02470, MOUSE02469, MOUSE02471
OG0001514	AMPFI_05173	MOUSE35821, MOUSE35822, MOUSE35820, MOUSE46757, MOUSE46756, MOUSE46755, MOUSE35823, MOUSE35825
OG0001515	AMPFI_22558	MOUSE04853, MOUSE04849, MOUSE04850, MOUSE04851, MOUSE02775, MOUSE02777, MOUSE02776
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	MOUSE13217, MOUSE13218
OG0001517	AMPFI_19672	MOUSE13154, MOUSE15948
OG0001518	AMPFI_20936	MOUSE52417, MOUSE52416, MOUSE52422, MOUSE52424, MOUSE52423, MOUSE52425, MOUSE53077, MOUSE52419, MOUSE52418
OG0001520	AMPFI_11649, AMPFI_06123	MOUSE34134, MOUSE34139, MOUSE34135, MOUSE34137, MOUSE34136, MOUSE34138, MOUSE06660, MOUSE06662, MOUSE06661, MOUSE06668, MOUSE06664, MOUSE06666, MOUSE06667, MOUSE06665, MOUSE06669
OG0001522	AMPFI_05516	MOUSE31620
OG0001523	AMPFI_21945	MOUSE45739, MOUSE45741, MOUSE42024, MOUSE42028, MOUSE42026
OG0001524	AMPFI_12143	MOUSE21121
OG0001524	AMPFI_24831	MOUSE49229
OG0001525	AMPFI_18416	MOUSE37570, MOUSE37574, MOUSE37572, MOUSE37575, MOUSE37571
OG0001527	AMPFI_06183	MOUSE04311, MOUSE04310, MOUSE04313
OG0001527	AMPFI_10281	MOUSE13589
OG0001528	AMPFI_20250	MOUSE15669
OG0001529	AMPFI_24259	MOUSE52864, MOUSE52868, MOUSE52867, MOUSE52865, MOUSE52866, MOUSE52863, MOUSE52869, MOUSE52870, MOUSE52747, MOUSE52748, MOUSE52746, MOUSE52745, MOUSE52750, MOUSE17230
OG0001530	AMPFI_04325	MOUSE11450
OG0001531	AMPFI_13148	MOUSE20949, MOUSE20950, MOUSE20946, MOUSE20948, MOUSE20947, MOUSE36117, MOUSE36116, MOUSE36114, MOUSE36115, MOUSE03120, MOUSE03119, MOUSE03118
OG0001532	AMPFI_06472	MOUSE35123, MOUSE04155, MOUSE15421, MOUSE15419, MOUSE15420
OG0001533	AMPFI_11865	MOUSE13099, MOUSE15783, MOUSE15785
OG0001534	AMPFI_24532, AMPFI_01303, AMPFI_12321	MOUSE14201, MOUSE14198, MOUSE14200, MOUSE14199, MOUSE15122, MOUSE15124
OG0001536	AMPFI_24601	MOUSE18639, MOUSE09966
OG0001538	AMPFI_06922	MOUSE24613, MOUSE24610, MOUSE24611, MOUSE24612
OG0001545	AMPFI_07768	MOUSE19663, MOUSE19660, MOUSE19656, MOUSE19665, MOUSE44861, MOUSE30685, MOUSE30687, MOUSE30686, MOUSE30688, MOUSE30684, MOUSE19667, MOUSE19666, MOUSE19664, MOUSE19658, MOUSE19661, MOUSE19657
OG0001545	AMPFI_00526	MOUSE19662
OG0001546	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267	MOUSE07046, MOUSE18675
OG0001546	AMPFI_03026	MOUSE07047
OG0001549	AMPFI_01171, AMPFI_04433	MOUSE02003, MOUSE02005, MOUSE02006, MOUSE02007, MOUSE02004, MOUSE41092, MOUSE41090, MOUSE41094, MOUSE41089, MOUSE41091, MOUSE23486, MOUSE23487, MOUSE23485
OG0001550	AMPFI_12309, AMPFI_21451	MOUSE53327
OG0001551	AMPFI_18500	MOUSE07720, MOUSE24761, MOUSE24759, MOUSE24760
OG0001552	AMPFI_21436, AMPFI_14762, AMPFI_14933, AMPFI_14932, AMPFI_20376, AMPFI_20377	MOUSE52571, MOUSE52573, MOUSE52569, MOUSE52570, MOUSE52567, MOUSE52568, MOUSE52572
OG0001553	AMPFI_24765	MOUSE47772, MOUSE47771, MOUSE11102, MOUSE11100, MOUSE11099, MOUSE11101, MOUSE03464, MOUSE03466, MOUSE03465
OG0001554	AMPFI_06413	MOUSE50204, MOUSE50203, MOUSE50206, MOUSE50205, MOUSE50202, MOUSE54632
OG0001557	AMPFI_09537	MOUSE27258
OG0001558	AMPFI_15140	MOUSE25248, MOUSE25247, MOUSE25246, MOUSE25245, MOUSE25249, MOUSE47376, MOUSE47379, MOUSE47373
OG0001559	AMPFI_05445	MOUSE11720, MOUSE11719, MOUSE24626, MOUSE24627, MOUSE24624, MOUSE24625, MOUSE20118
OG0001560	AMPFI_08835	MOUSE32973, MOUSE32971, MOUSE32972, MOUSE32969, MOUSE18411, MOUSE18412, MOUSE18410, MOUSE44892, MOUSE44893, MOUSE08985, MOUSE30177, MOUSE30176, MOUSE30175
OG0001561	AMPFI_06589	MOUSE40948, MOUSE40947, MOUSE40953, MOUSE40950, MOUSE40951, MOUSE40952, MOUSE40949, MOUSE17306, MOUSE14396, MOUSE14395, MOUSE14394
OG0001563	AMPFI_13947, AMPFI_22270	MOUSE51339
OG0001564	AMPFI_01949, AMPFI_20454	MOUSE22917, MOUSE22921, MOUSE22922, MOUSE22916, MOUSE22915, MOUSE22918, MOUSE45322, MOUSE45323, MOUSE45324, MOUSE45325
OG0001566	AMPFI_23598	MOUSE00193, MOUSE00192, MOUSE00189, MOUSE00187, MOUSE00188, MOUSE00191, MOUSE00190, MOUSE00194, MOUSE55303, MOUSE55302, MOUSE55304
OG0001567	AMPFI_05324	MOUSE29523, MOUSE29524, MOUSE34755, MOUSE34756, MOUSE34757, MOUSE34758, MOUSE29522, MOUSE29525
OG0001568	AMPFI_05220	MOUSE14020, MOUSE14021, MOUSE14017, MOUSE14016, MOUSE14018, MOUSE14019
OG0001569	AMPFI_09953	MOUSE47594, MOUSE53937, MOUSE53936, MOUSE53935
OG0001570	AMPFI_12961	MOUSE44024, MOUSE44023
OG0001570	AMPFI_12059	MOUSE44020, MOUSE44021, MOUSE44017, MOUSE44014
OG0001571	AMPFI_18530	MOUSE50711, MOUSE50712
OG0001572	AMPFI_12157	MOUSE54749, MOUSE19684
OG0001572	AMPFI_15021	MOUSE49841
OG0001573	AMPFI_05942	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357, MOUSE32755
OG0001574	AMPFI_09279	MOUSE38567, MOUSE38566, MOUSE38568, MOUSE06039, MOUSE42184, MOUSE42179, MOUSE42180
OG0001576	AMPFI_16525	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293, MOUSE44864, MOUSE10296, MOUSE10295
OG0001577	AMPFI_25892	MOUSE09517, MOUSE35874
OG0001577	AMPFI_07336	MOUSE35875
OG0001578	AMPFI_11954	MOUSE12774, MOUSE12766, MOUSE21125
OG0001580	AMPFI_13898	MOUSE29104, MOUSE29103, MOUSE43692, MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696
OG0001581	AMPFI_14541, AMPFI_22362	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696
OG0001582	AMPFI_01796, AMPFI_13928	MOUSE04520, MOUSE04519, MOUSE04518, MOUSE04517, MOUSE37288, MOUSE37287
OG0001583	AMPFI_20716	MOUSE36151, MOUSE36153, MOUSE36152, MOUSE36154, MOUSE21218, MOUSE21217, MOUSE21216, MOUSE21215
OG0001584	AMPFI_15798	MOUSE12889
OG0001584	AMPFI_22734	MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681
OG0001589	AMPFI_11604	MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050
OG0001590	AMPFI_24468	MOUSE27654
OG0001592	AMPFI_20340, AMPFI_22753	MOUSE51945, MOUSE51716, MOUSE51715, MOUSE51713, MOUSE51714, MOUSE51718, MOUSE51717
OG0001593	AMPFI_15712	MOUSE32562, MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630, MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800
OG0001594	AMPFI_18261, AMPFI_11597	MOUSE16260
OG0001596	AMPFI_14311, AMPFI_21924	MOUSE42091, MOUSE42094, MOUSE42092, MOUSE42093, MOUSE09368, MOUSE09370, MOUSE09369
OG0001597	AMPFI_13604	MOUSE38913
OG0001597	AMPFI_12341	MOUSE46941, MOUSE46949, MOUSE46952, MOUSE46950
OG0001599	AMPFI_03121	MOUSE06257, MOUSE06255
OG0001600	AMPFI_10540	MOUSE33841, MOUSE33842, MOUSE53481, MOUSE06720, MOUSE25359, MOUSE13644, MOUSE13647, MOUSE13646, MOUSE13645, MOUSE13643
OG0001603	AMPFI_09372	MOUSE17811
OG0001604	AMPFI_04179	MOUSE36002, MOUSE36001
OG0001604	AMPFI_13911	MOUSE04891, MOUSE04892
OG0001605	AMPFI_24911, AMPFI_18083	MOUSE11891, MOUSE11892, MOUSE11890
OG0001606	AMPFI_03478	MOUSE46734, MOUSE46733
OG0001609	AMPFI_10765	MOUSE12876
OG0001609	AMPFI_06902	MOUSE40801, MOUSE40800, MOUSE40802
OG0001610	AMPFI_05189	MOUSE29718, MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855, MOUSE28650, MOUSE16605, MOUSE19397, MOUSE13421
OG0001611	AMPFI_12536	MOUSE08216, MOUSE08215, MOUSE24657, MOUSE24656
OG0001612	AMPFI_24849	MOUSE52149, MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148
OG0001614	AMPFI_14043	MOUSE01693, MOUSE01692
OG0001614	AMPFI_09076	MOUSE06439, MOUSE06438
OG0001617	AMPFI_25615	MOUSE40895, MOUSE40896, MOUSE42003, MOUSE42000, MOUSE42001, MOUSE17226
OG0001620	AMPFI_12324	MOUSE17818, MOUSE17820, MOUSE17821, MOUSE17822, MOUSE17823, MOUSE17824, MOUSE17819, MOUSE17825, MOUSE17817, MOUSE24214, MOUSE24215
OG0001621	AMPFI_09527	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970, MOUSE14971, MOUSE14215
OG0001622	AMPFI_23787	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684, MOUSE47843, MOUSE47842, MOUSE47844
OG0001623	AMPFI_21345	MOUSE25872, MOUSE25874
OG0001624	AMPFI_12384	MOUSE29146, MOUSE00431, MOUSE34132, MOUSE00430, MOUSE00429, MOUSE00428, MOUSE34133, MOUSE29144, MOUSE29145, MOUSE29143, MOUSE29142, MOUSE32131, MOUSE32132
OG0001627	AMPFI_13242	MOUSE13617
OG0001627	AMPFI_22299	MOUSE03246, MOUSE03247
OG0001628	AMPFI_14676	MOUSE18750
OG0001630	AMPFI_09150	MOUSE34759, MOUSE34760, MOUSE38300, MOUSE38299, MOUSE52246, MOUSE52245, MOUSE34761
OG0001632	AMPFI_15399	MOUSE52878, MOUSE52877, MOUSE52876, MOUSE14383, MOUSE14385, MOUSE14384, MOUSE31221, MOUSE31220
OG0001634	AMPFI_21874	MOUSE25957
OG0001634	AMPFI_22894	MOUSE49895, MOUSE43171
OG0001635	AMPFI_19476	MOUSE55017, MOUSE07118, MOUSE06936, MOUSE55390
OG0001636	AMPFI_05825	MOUSE49161, MOUSE49160
OG0001638	AMPFI_08503	MOUSE46244, MOUSE46242, MOUSE46245, MOUSE46247, MOUSE46241, MOUSE04362, MOUSE04361, MOUSE04360, MOUSE04359
OG0001639	AMPFI_08162	MOUSE51540, MOUSE51538, MOUSE51543, MOUSE51541, MOUSE51539, MOUSE51537, MOUSE51542, MOUSE51544, MOUSE51536, MOUSE01343, MOUSE01345, MOUSE01346, MOUSE01344
OG0001640	AMPFI_17177	MOUSE40866
OG0001641	AMPFI_08722	MOUSE18894, MOUSE18890, MOUSE18892, MOUSE18893, MOUSE18887, MOUSE18891, MOUSE18888
OG0001642	AMPFI_15628	MOUSE20087, MOUSE20088, MOUSE20076, MOUSE20079, MOUSE20077, MOUSE20082, MOUSE20080, MOUSE20084, MOUSE20085, MOUSE20083, MOUSE20081
OG0001644	AMPFI_12516	MOUSE09334
OG0001645	AMPFI_06481	MOUSE14811, MOUSE02884, MOUSE22465, MOUSE22464, MOUSE22463, MOUSE05403, MOUSE05404, MOUSE05402, MOUSE02883
OG0001651	AMPFI_03860	MOUSE36990, MOUSE03355, MOUSE03357, MOUSE03356, MOUSE03358, MOUSE11461, MOUSE11465, MOUSE11464, MOUSE11462, MOUSE11463, MOUSE36987, MOUSE36986, MOUSE36988, MOUSE36991, MOUSE36989, MOUSE36984, MOUSE36985
OG0001652	AMPFI_03475	MOUSE08227, MOUSE08226, MOUSE08229, MOUSE08225
OG0001653	AMPFI_18635	MOUSE13203
OG0001654	AMPFI_05689	MOUSE09237, MOUSE09239, MOUSE09236, MOUSE09238, MOUSE09235, MOUSE09234, MOUSE00164, MOUSE00163, MOUSE00165
OG0001655	AMPFI_16010	MOUSE48280, MOUSE48281, MOUSE48284, MOUSE48282, MOUSE48283, MOUSE42419, MOUSE42418, MOUSE42417, MOUSE53496, MOUSE53498, MOUSE53497
OG0001656	AMPFI_09616	MOUSE05507
OG0001657	AMPFI_11506	MOUSE02718, MOUSE02719, MOUSE02717, MOUSE02720, MOUSE02721, MOUSE20575
OG0001658	AMPFI_21118	MOUSE28285, MOUSE28284
OG0001659	AMPFI_20084	MOUSE34255, MOUSE34254, MOUSE34253, MOUSE16516, MOUSE16514, MOUSE16515
OG0001659	AMPFI_10173	MOUSE34256
OG0001660	AMPFI_15599	MOUSE03264, MOUSE03266, MOUSE03265, MOUSE36438, MOUSE36441, MOUSE55337, MOUSE55338, MOUSE54884, MOUSE54885, MOUSE36437, MOUSE36434, MOUSE36435, MOUSE36436
OG0001661	AMPFI_03268	MOUSE37661, MOUSE37657, MOUSE37659, MOUSE37660
OG0001661	AMPFI_24993, AMPFI_21610	MOUSE52451, MOUSE52452, MOUSE52450
OG0001662	AMPFI_25752	MOUSE44996
OG0001662	AMPFI_08109	MOUSE38184, MOUSE37980
OG0001663	AMPFI_14386	MOUSE39143, MOUSE39142, MOUSE53600
OG0001665	AMPFI_22180	MOUSE06325, MOUSE06329
OG0001665	AMPFI_12597	MOUSE15151
OG0001666	AMPFI_24481, AMPFI_12799, AMPFI_14898	MOUSE13127, MOUSE13129, MOUSE13130, MOUSE13128, MOUSE13126
OG0001667	AMPFI_09938	MOUSE05631, MOUSE05632, MOUSE05633, MOUSE39013, MOUSE39010, MOUSE39011, MOUSE39012, MOUSE14576
OG0001668	AMPFI_06781	MOUSE16661, MOUSE16662, MOUSE16665, MOUSE16668, MOUSE16663, MOUSE16667, MOUSE16664, MOUSE16666
OG0001669	AMPFI_22930, AMPFI_17544	MOUSE34306, MOUSE34303, MOUSE34304, MOUSE34305, MOUSE27836, MOUSE27837
OG0001671	AMPFI_16125, AMPFI_09893	MOUSE52773
OG0001672	AMPFI_19341	MOUSE54501, MOUSE26433, MOUSE05164, MOUSE38951, MOUSE38950
OG0001673	AMPFI_18848	MOUSE07032, MOUSE42677, MOUSE18686, MOUSE18685, MOUSE18687, MOUSE18688
OG0001674	AMPFI_20075, AMPFI_01079	MOUSE51374, MOUSE19853
OG0001675	AMPFI_04125	MOUSE13729, MOUSE13728, MOUSE13730, MOUSE12716, MOUSE12713, MOUSE12715, MOUSE12714
OG0001676	AMPFI_10805	MOUSE48433
OG0001677	AMPFI_23211	MOUSE37911, MOUSE37910, MOUSE37908
OG0001680	AMPFI_18352	MOUSE54064
OG0001682	AMPFI_17672, AMPFI_18771	MOUSE22395
OG0001682	AMPFI_12014	MOUSE22394, MOUSE22396
OG0001682	AMPFI_22545	MOUSE22397
OG0001683	AMPFI_22061	MOUSE54750, MOUSE30937, MOUSE34238, MOUSE52139, MOUSE52138
OG0001684	AMPFI_24253	MOUSE48893, MOUSE48892, MOUSE48890, MOUSE48891, MOUSE31811
OG0001685	AMPFI_05011	MOUSE36317, MOUSE36311, MOUSE36315, MOUSE36312, MOUSE36313, MOUSE36316, MOUSE36314
OG0001687	AMPFI_24429, AMPFI_09173, AMPFI_17336	MOUSE00821, MOUSE00820
