Orthogroup	AMPFI_ok	SCHMD
OG0001016	AMPFI_08991	SCHMD25548, SCHMD21254
OG0001017	AMPFI_05282	SCHMD04416, SCHMD11368
OG0001017	AMPFI_23828, AMPFI_10338, AMPFI_02515	SCHMD07821
OG0001017	AMPFI_21349	SCHMD16755
OG0001018	AMPFI_03134	SCHMD08153
OG0001019	AMPFI_13368	SCHMD01848, SCHMD05447
OG0001023	AMPFI_08517	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902
OG0001024	AMPFI_04961	SCHMD01762, SCHMD03107
OG0001026	AMPFI_19437, AMPFI_10730	SCHMD14301
OG0001029	AMPFI_16108	SCHMD04839, SCHMD00804, SCHMD00805
OG0001030	AMPFI_06508	SCHMD08464
OG0001031	AMPFI_05042	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001032	AMPFI_16468	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	AMPFI_11384	SCHMD11399, SCHMD23908
OG0001033	AMPFI_08349	SCHMD10492
OG0001036	AMPFI_23633	SCHMD20768, SCHMD09235
OG0001037	AMPFI_24179	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001039	AMPFI_14266	SCHMD01765
OG0001039	AMPFI_14267	SCHMD01764
OG0001042	AMPFI_23740	SCHMD11839
OG0001043	AMPFI_10384, AMPFI_15192, AMPFI_24132, AMPFI_11304	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894
OG0001046	AMPFI_00692	SCHMD05104, SCHMD02045, SCHMD11124
OG0001047	AMPFI_09147, AMPFI_02704, AMPFI_20549	SCHMD28420
OG0001048	AMPFI_24104, AMPFI_00575	SCHMD12160
OG0001049	AMPFI_10283	SCHMD16614
OG0001050	AMPFI_10641	SCHMD03458
OG0001056	AMPFI_13808	SCHMD02897
OG0001059	AMPFI_13123	SCHMD17881, SCHMD18020, SCHMD18021
OG0001062	AMPFI_23719	SCHMD17907, SCHMD23601, SCHMD22530
OG0001062	AMPFI_00636	SCHMD24440, SCHMD23600, SCHMD17910
OG0001063	AMPFI_02456	SCHMD00703
OG0001064	AMPFI_18491, AMPFI_13276, AMPFI_11404	SCHMD00355, SCHMD00354
OG0001068	AMPFI_16104, AMPFI_09935, AMPFI_09937, AMPFI_11068	SCHMD00936
OG0001072	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446, AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751	SCHMD24459, SCHMD27893
OG0001073	AMPFI_19188, AMPFI_12712	SCHMD00478
OG0001075	AMPFI_00014	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	AMPFI_03111, AMPFI_09505, AMPFI_03148	SCHMD07131
OG0001078	AMPFI_08816	SCHMD20731, SCHMD25766
OG0001078	AMPFI_13210	SCHMD19216, SCHMD23006
OG0001079	AMPFI_02862	SCHMD27223
OG0001080	AMPFI_16156, AMPFI_00813	SCHMD08586
OG0001080	AMPFI_09613	SCHMD15438, SCHMD19176
OG0001081	AMPFI_07991	SCHMD05425
OG0001082	AMPFI_11474	SCHMD18679, SCHMD25513
OG0001083	AMPFI_01600	SCHMD07690
OG0001085	AMPFI_03348	SCHMD03894
OG0001086	AMPFI_12526	SCHMD14120
OG0001089	AMPFI_25612	SCHMD10517
OG0001090	AMPFI_09098	SCHMD28285, SCHMD17161, SCHMD03349, SCHMD20311, SCHMD27970, SCHMD02491, SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857
OG0001090	AMPFI_17240, AMPFI_02105	SCHMD25858, SCHMD23825, SCHMD24723, SCHMD15024, SCHMD00638, SCHMD08607, SCHMD08801, SCHMD19831
OG0001091	AMPFI_08267	SCHMD13206, SCHMD15908
OG0001092	AMPFI_23695	SCHMD17999
OG0001092	AMPFI_21806	SCHMD18945
OG0001092	AMPFI_23031	SCHMD28277
OG0001092	AMPFI_16710	SCHMD28278, SCHMD18946
OG0001093	AMPFI_01496	SCHMD16772
OG0001094	AMPFI_07987	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001096	AMPFI_10982, AMPFI_10807, AMPFI_10808, AMPFI_22875	SCHMD11467, SCHMD14874
OG0001101	AMPFI_12698	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001102	AMPFI_21024	SCHMD06311
OG0001103	AMPFI_10132	SCHMD19689
OG0001103	AMPFI_23980, AMPFI_02682	SCHMD10595
OG0001105	AMPFI_18273	SCHMD07128
OG0001106	AMPFI_24278	SCHMD22581
OG0001106	AMPFI_03976	SCHMD22582
OG0001108	AMPFI_13440, AMPFI_13784	SCHMD08133
OG0001108	AMPFI_13358	SCHMD19593
OG0001112	AMPFI_06514	SCHMD26529, SCHMD08447
OG0001112	AMPFI_08572	SCHMD07657, SCHMD23860, SCHMD19548, SCHMD19654, SCHMD19655
OG0001113	AMPFI_16641	SCHMD04717
OG0001114	AMPFI_25604	SCHMD27710, SCHMD15592, SCHMD14156
OG0001118	AMPFI_25968	SCHMD16905
OG0001118	AMPFI_00976	SCHMD20803
OG0001121	AMPFI_15985, AMPFI_08055	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	AMPFI_21122, AMPFI_04929	SCHMD02756
OG0001124	AMPFI_15848	SCHMD24013
OG0001126	AMPFI_20016	SCHMD17192
OG0001127	AMPFI_00371	SCHMD06664
OG0001128	AMPFI_25588	SCHMD12319
OG0001128	AMPFI_08735	SCHMD08323
OG0001129	AMPFI_05280	SCHMD27406, SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	AMPFI_06009	SCHMD04030
OG0001133	AMPFI_17650	SCHMD28826
OG0001133	AMPFI_24426, AMPFI_16747	SCHMD18643
OG0001133	AMPFI_21275	SCHMD29299, SCHMD19714, SCHMD28825, SCHMD19713, SCHMD02113
OG0001137	AMPFI_25398	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243
OG0001138	AMPFI_08224	SCHMD00170
OG0001139	AMPFI_16920, AMPFI_10168	SCHMD00334
OG0001140	AMPFI_22519	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472
OG0001141	AMPFI_18156, AMPFI_05552	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	AMPFI_01354	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	AMPFI_13922, AMPFI_07389	SCHMD05178
OG0001146	AMPFI_05945	SCHMD06189
OG0001155	AMPFI_06783	SCHMD01897
OG0001156	AMPFI_16501	SCHMD11390
OG0001158	AMPFI_03369	SCHMD01514, SCHMD06104, SCHMD00376
OG0001159	AMPFI_15637	SCHMD01595
OG0001160	AMPFI_18833	SCHMD20666
OG0001161	AMPFI_19031	SCHMD10427, SCHMD25982, SCHMD11638
OG0001162	AMPFI_21383	SCHMD04355, SCHMD04356
OG0001164	AMPFI_02597, AMPFI_21888, AMPFI_23885, AMPFI_00138, AMPFI_24570, AMPFI_17125	SCHMD22065
OG0001164	AMPFI_09821, AMPFI_17052, AMPFI_25062	SCHMD03049
OG0001164	AMPFI_20378	SCHMD03051, SCHMD03050
OG0001165	AMPFI_11630	SCHMD11819
OG0001167	AMPFI_05454	SCHMD08043, SCHMD04406
OG0001168	AMPFI_05372	SCHMD13073
OG0001172	AMPFI_09322	SCHMD19335
OG0001172	AMPFI_06327	SCHMD24972
OG0001175	AMPFI_11579, AMPFI_01291	SCHMD18473
OG0001176	AMPFI_15457	SCHMD14886
OG0001178	AMPFI_18821, AMPFI_01265, AMPFI_16670	SCHMD07684
OG0001178	AMPFI_01492	SCHMD13713
OG0001179	AMPFI_25942, AMPFI_06700	SCHMD26379, SCHMD19758, SCHMD28127, SCHMD24134
OG0001181	AMPFI_13623, AMPFI_10170	SCHMD21797
OG0001183	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752	SCHMD02325
OG0001184	AMPFI_20865	SCHMD09255, SCHMD12752
OG0001184	AMPFI_08874	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	AMPFI_07596	SCHMD23236
OG0001186	AMPFI_07934	SCHMD20610
OG0001186	AMPFI_10517	SCHMD05037
OG0001188	AMPFI_02144	SCHMD05963, SCHMD14167
OG0001189	AMPFI_09388	SCHMD17573, SCHMD27159, SCHMD05552
OG0001191	AMPFI_02622	SCHMD08591
OG0001191	AMPFI_06865	SCHMD11387
OG0001197	AMPFI_13739	SCHMD06230
OG0001197	AMPFI_25096	SCHMD16253
OG0001198	AMPFI_14243	SCHMD04078
OG0001199	AMPFI_08720	SCHMD17507, SCHMD14047
OG0001199	AMPFI_25970	SCHMD17830
OG0001201	AMPFI_02387	SCHMD18644
OG0001204	AMPFI_11339, AMPFI_14021, AMPFI_11338	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	AMPFI_02832	SCHMD07731
OG0001208	AMPFI_25578	SCHMD11671, SCHMD13440, SCHMD22806
OG0001209	AMPFI_10000	SCHMD22043, SCHMD28492
OG0001210	AMPFI_13828	SCHMD19441
OG0001210	AMPFI_05417	SCHMD03204
OG0001213	AMPFI_07381	SCHMD01086
OG0001213	AMPFI_18186	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001215	AMPFI_10063	SCHMD25774
OG0001217	AMPFI_07018	SCHMD18537
OG0001218	AMPFI_18506	SCHMD03255
OG0001219	AMPFI_23839	SCHMD09614, SCHMD00713
OG0001220	AMPFI_14887, AMPFI_03086	SCHMD07712
OG0001221	AMPFI_09440	SCHMD16690
OG0001223	AMPFI_23890	SCHMD08671
OG0001226	AMPFI_06001	SCHMD21222
OG0001230	AMPFI_11806	SCHMD18159
OG0001231	AMPFI_23517	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182
OG0001234	AMPFI_24580	SCHMD01688
OG0001236	AMPFI_04390	SCHMD08913, SCHMD03442
OG0001238	AMPFI_08671, AMPFI_08263	SCHMD09688
OG0001241	AMPFI_10474	SCHMD04223
OG0001241	AMPFI_05156	SCHMD16327
OG0001245	AMPFI_07722	SCHMD09398
OG0001246	AMPFI_05364	SCHMD09297
OG0001247	AMPFI_24091	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	AMPFI_15716	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	AMPFI_23310	SCHMD01149
OG0001250	AMPFI_07433	SCHMD08101, SCHMD04347
OG0001251	AMPFI_15272	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	AMPFI_10158	SCHMD14258, SCHMD09217
OG0001255	AMPFI_10235	SCHMD24572, SCHMD15801
OG0001256	AMPFI_15458	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	AMPFI_25069	SCHMD04419
OG0001261	AMPFI_21898	SCHMD13436
OG0001262	AMPFI_14619	SCHMD20011
OG0001263	AMPFI_11017	SCHMD17470
OG0001264	AMPFI_05271	SCHMD27230, SCHMD17432
OG0001267	AMPFI_03197	SCHMD05399
OG0001268	AMPFI_21846	SCHMD01057
OG0001271	AMPFI_12722	SCHMD04304, SCHMD05357
OG0001272	AMPFI_10847	SCHMD22716, SCHMD09459
OG0001273	AMPFI_08982	SCHMD13838, SCHMD25918, SCHMD21739
OG0001275	AMPFI_05849	SCHMD21376
OG0001279	AMPFI_05903	SCHMD06836
OG0001280	AMPFI_23298	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001284	AMPFI_11093	SCHMD09316
OG0001284	AMPFI_06659	SCHMD00434
OG0001287	AMPFI_14082	SCHMD07530
OG0001288	AMPFI_19759	SCHMD24194, SCHMD28204
OG0001291	AMPFI_17861	SCHMD20641, SCHMD11793
OG0001294	AMPFI_20455	SCHMD28915
OG0001294	AMPFI_01514	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	AMPFI_12346	SCHMD20454, SCHMD11060
OG0001297	AMPFI_16113	SCHMD10762
OG0001300	AMPFI_08329	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	AMPFI_15529	SCHMD13885
OG0001302	AMPFI_08047	SCHMD08617, SCHMD27826
OG0001304	AMPFI_10342	SCHMD13840
OG0001306	AMPFI_19010	SCHMD04516
OG0001308	AMPFI_17316	SCHMD08489
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	SCHMD08020
OG0001310	AMPFI_22226, AMPFI_04482, AMPFI_16368	SCHMD19422
OG0001310	AMPFI_06804	SCHMD09167
OG0001314	AMPFI_04724	SCHMD22009, SCHMD21479
OG0001316	AMPFI_11413	SCHMD15981
OG0001318	AMPFI_07561	SCHMD07054
OG0001318	AMPFI_11299	SCHMD16802
OG0001319	AMPFI_11777	SCHMD14764
OG0001320	AMPFI_25009, AMPFI_10016	SCHMD01321, SCHMD01324, SCHMD01322
OG0001320	AMPFI_00452	SCHMD05527
OG0001321	AMPFI_00079	SCHMD23818
OG0001322	AMPFI_10344, AMPFI_23671	SCHMD09506
OG0001323	AMPFI_21599	SCHMD18380, SCHMD28053
OG0001323	AMPFI_22091	SCHMD14852, SCHMD22300
OG0001324	AMPFI_20066	SCHMD06767
OG0001325	AMPFI_10346	SCHMD05728
OG0001326	AMPFI_12886	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	AMPFI_15522	SCHMD08653, SCHMD04846
OG0001328	AMPFI_15088, AMPFI_03646, AMPFI_13555, AMPFI_11946, AMPFI_23607, AMPFI_16031, AMPFI_07538, AMPFI_22821, AMPFI_14375, AMPFI_25363, AMPFI_10406, AMPFI_13227, AMPFI_20082	SCHMD23086
OG0001329	AMPFI_21747	SCHMD15324
OG0001331	AMPFI_12424	SCHMD14545
OG0001332	AMPFI_20259	SCHMD04204, SCHMD03025, SCHMD08288, SCHMD29775, SCHMD19949
OG0001333	AMPFI_00843, AMPFI_13930	SCHMD15673, SCHMD23155
OG0001335	AMPFI_02356, AMPFI_10205	SCHMD26447
OG0001339	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490	SCHMD08909
OG0001341	AMPFI_14355, AMPFI_06570	SCHMD02609, SCHMD12794
OG0001341	AMPFI_01027	SCHMD01188, SCHMD02608
OG0001348	AMPFI_00159	SCHMD24331, SCHMD29399
OG0001350	AMPFI_25832	SCHMD16735, SCHMD15485
OG0001351	AMPFI_22361	SCHMD24241
OG0001353	AMPFI_10664	SCHMD10586
OG0001354	AMPFI_24004	SCHMD12063
OG0001355	AMPFI_14446	SCHMD23781
OG0001356	AMPFI_01615	SCHMD21598, SCHMD19916
OG0001357	AMPFI_24417	SCHMD16921
OG0001362	AMPFI_22273	SCHMD04122, SCHMD05643, SCHMD13617
OG0001362	AMPFI_13811	SCHMD26327, SCHMD13619, SCHMD27588, SCHMD05644
OG0001363	AMPFI_00070, AMPFI_09800, AMPFI_08365	SCHMD05287, SCHMD16288, SCHMD05291
OG0001363	AMPFI_02799, AMPFI_04841, AMPFI_18618	SCHMD05173
OG0001364	AMPFI_02281, AMPFI_19179	SCHMD27572, SCHMD21273
OG0001367	AMPFI_02161	SCHMD04624
OG0001368	AMPFI_11158	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303, SCHMD02343
OG0001369	AMPFI_22208	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521
OG0001370	AMPFI_06706	SCHMD12004
OG0001370	AMPFI_09461	SCHMD18225, SCHMD11963
OG0001371	AMPFI_10372, AMPFI_15938, AMPFI_12819	SCHMD02523
OG0001372	AMPFI_21335	SCHMD12353, SCHMD23970
OG0001372	AMPFI_18921	SCHMD29815
OG0001374	AMPFI_17974	SCHMD12937
OG0001375	AMPFI_00915, AMPFI_06104	SCHMD18333
OG0001378	AMPFI_15247	SCHMD12504, SCHMD07107
OG0001379	AMPFI_14320	SCHMD15234
OG0001381	AMPFI_12006	SCHMD02869, SCHMD02871, SCHMD02870
OG0001383	AMPFI_07068, AMPFI_11555	SCHMD28197, SCHMD18572
OG0001386	AMPFI_07982	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663
OG0001387	AMPFI_22448	SCHMD01336
OG0001388	AMPFI_08168, AMPFI_12817, AMPFI_11142, AMPFI_13636	SCHMD08532
OG0001388	AMPFI_00338	SCHMD23425, SCHMD17454, SCHMD02828, SCHMD15156, SCHMD02831, SCHMD24634, SCHMD12999
OG0001389	AMPFI_05693, AMPFI_24952	SCHMD02031, SCHMD17776
OG0001394	AMPFI_09024	SCHMD23211, SCHMD24249
OG0001395	AMPFI_24070	SCHMD11706, SCHMD08832
OG0001397	AMPFI_21706	SCHMD08548, SCHMD08095
OG0001399	AMPFI_07188, AMPFI_21935	SCHMD20091, SCHMD16432
OG0001400	AMPFI_24286, AMPFI_24285	SCHMD26317
OG0001401	AMPFI_16893, AMPFI_02014	SCHMD15712
OG0001402	AMPFI_26005	SCHMD06853
OG0001404	AMPFI_17704	SCHMD14856
OG0001404	AMPFI_10794, AMPFI_03093	SCHMD14853
OG0001405	AMPFI_16561	SCHMD16175
OG0001406	AMPFI_09333	SCHMD13359, SCHMD19152
OG0001408	AMPFI_21365	SCHMD23659, SCHMD15840, SCHMD15841
OG0001409	AMPFI_10191	SCHMD16856
OG0001410	AMPFI_02616	SCHMD09832
OG0001411	AMPFI_10031	SCHMD13416, SCHMD19137
OG0001412	AMPFI_08141	SCHMD13223
OG0001413	AMPFI_15619	SCHMD02827
OG0001413	AMPFI_20583, AMPFI_22440	SCHMD02718
OG0001414	AMPFI_02896	SCHMD11042
OG0001414	AMPFI_20423	SCHMD19649
OG0001415	AMPFI_08129	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947
OG0001417	AMPFI_09940	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	AMPFI_22931	SCHMD14208
OG0001422	AMPFI_23699	SCHMD18897, SCHMD04981, SCHMD04982
OG0001425	AMPFI_13079	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	AMPFI_07973	SCHMD02033
OG0001427	AMPFI_07391	SCHMD04595, SCHMD03939, SCHMD00575
OG0001428	AMPFI_11938	SCHMD06125
OG0001429	AMPFI_15702	SCHMD14421
OG0001430	AMPFI_07622	SCHMD00026
OG0001432	AMPFI_20982	SCHMD05242, SCHMD02065
OG0001432	AMPFI_07409	SCHMD22173
OG0001433	AMPFI_00657	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242
OG0001434	AMPFI_06188	SCHMD11795
OG0001437	AMPFI_20020	SCHMD15768, SCHMD19785
OG0001438	AMPFI_17699	SCHMD03715, SCHMD17114
OG0001445	AMPFI_06828	SCHMD04082
OG0001447	AMPFI_14165	SCHMD14223
OG0001449	AMPFI_17066	SCHMD11900
OG0001450	AMPFI_21801	SCHMD20237
OG0001450	AMPFI_22800, AMPFI_25470	SCHMD13375, SCHMD10521
OG0001451	AMPFI_12917, AMPFI_16214	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340
OG0001452	AMPFI_16484	SCHMD18702
OG0001453	AMPFI_20721	SCHMD06884, SCHMD06825
OG0001454	AMPFI_18370	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	AMPFI_16555	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110
OG0001456	AMPFI_19906	SCHMD21417
OG0001456	AMPFI_01959	SCHMD21418
OG0001456	AMPFI_13598, AMPFI_00318	SCHMD22269, SCHMD26154
OG0001460	AMPFI_01461	SCHMD10311, SCHMD23647
OG0001460	AMPFI_23946	SCHMD10312, SCHMD23646
OG0001461	AMPFI_23123, AMPFI_22344	SCHMD13257
OG0001464	AMPFI_22525, AMPFI_17212	SCHMD20463
OG0001466	AMPFI_06839	SCHMD12996, SCHMD13074
OG0001467	AMPFI_23736	SCHMD19099
OG0001467	AMPFI_21779	SCHMD25578, SCHMD23876, SCHMD14454, SCHMD14218, SCHMD09966
OG0001468	AMPFI_19331	SCHMD00390
OG0001469	AMPFI_05229	SCHMD09394
OG0001469	AMPFI_04535	SCHMD12991
OG0001469	AMPFI_24846	SCHMD21311, SCHMD29089
OG0001469	AMPFI_02483	SCHMD24067, SCHMD10449
OG0001470	AMPFI_20223	SCHMD02322
OG0001470	AMPFI_01501	SCHMD02321, SCHMD02318
OG0001470	AMPFI_00067	SCHMD02316
OG0001470	AMPFI_19107	SCHMD02317
OG0001472	AMPFI_01053	SCHMD12948
OG0001472	AMPFI_03075, AMPFI_01967	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	AMPFI_18399, AMPFI_15974, AMPFI_12260	SCHMD07415
OG0001474	AMPFI_25092, AMPFI_21316	SCHMD11576, SCHMD26877
OG0001475	AMPFI_15659	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001478	AMPFI_01874	SCHMD22576, SCHMD26017
OG0001479	AMPFI_06247	SCHMD12413, SCHMD08686
OG0001480	AMPFI_00476, AMPFI_21537	SCHMD13493
OG0001481	AMPFI_03464	SCHMD19667
OG0001482	AMPFI_20329	SCHMD02244
OG0001483	AMPFI_05890, AMPFI_08005	SCHMD00397
OG0001484	AMPFI_09544, AMPFI_10813	SCHMD14277
OG0001488	AMPFI_00093, AMPFI_01198, AMPFI_23509, AMPFI_21442	SCHMD21551
OG0001490	AMPFI_13984	SCHMD08286, SCHMD07637
OG0001492	AMPFI_14495	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001493	AMPFI_21759	SCHMD11122
OG0001501	AMPFI_16389, AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980, AMPFI_21405	SCHMD02704
OG0001503	AMPFI_03346	SCHMD25279, SCHMD19928
OG0001503	AMPFI_06513	SCHMD25148
OG0001504	AMPFI_14749	SCHMD05964
OG0001506	AMPFI_22691	SCHMD04881
OG0001507	AMPFI_00506	SCHMD00992
OG0001507	AMPFI_03792	SCHMD00991
OG0001507	AMPFI_16748	SCHMD00476, SCHMD00993
OG0001508	AMPFI_01605	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001510	AMPFI_24135	SCHMD18904, SCHMD27815, SCHMD18903
OG0001511	AMPFI_24393	SCHMD14385
OG0001512	AMPFI_20643	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001513	AMPFI_05082	SCHMD16029
OG0001514	AMPFI_07458	SCHMD13607, SCHMD17180
OG0001514	AMPFI_12325	SCHMD05979
OG0001515	AMPFI_22558	SCHMD18483
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	SCHMD07784
OG0001517	AMPFI_19672	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001522	AMPFI_05516, AMPFI_18320, AMPFI_13603	SCHMD06814
OG0001524	AMPFI_12143	SCHMD08154
OG0001524	AMPFI_24831	SCHMD06432
OG0001525	AMPFI_18416	SCHMD22768, SCHMD18999, SCHMD19000, SCHMD08330
OG0001527	AMPFI_06183	SCHMD05435
OG0001527	AMPFI_10281	SCHMD08837
OG0001530	AMPFI_04325	SCHMD11854, SCHMD11855
OG0001531	AMPFI_13148	SCHMD25753
OG0001531	AMPFI_17638	SCHMD19431, SCHMD25771
OG0001532	AMPFI_06472	SCHMD11604
OG0001534	AMPFI_24532, AMPFI_01303, AMPFI_12321	SCHMD13063
OG0001536	AMPFI_24601	SCHMD04145, SCHMD04146
OG0001538	AMPFI_06922	SCHMD03674
OG0001546	AMPFI_19645	SCHMD23904
OG0001551	AMPFI_18500	SCHMD21975
OG0001552	AMPFI_21436	SCHMD26668
OG0001553	AMPFI_24765	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	AMPFI_06413	SCHMD11035
OG0001555	AMPFI_20766	SCHMD10477, SCHMD09019
OG0001555	AMPFI_04413	SCHMD10887, SCHMD10886, SCHMD09698
OG0001555	AMPFI_22141	SCHMD22987
OG0001558	AMPFI_15140	SCHMD18412, SCHMD28405
OG0001559	AMPFI_05445	SCHMD02521
OG0001560	AMPFI_08835	SCHMD19288, SCHMD02478
OG0001561	AMPFI_06589	SCHMD21318
OG0001562	AMPFI_05912	SCHMD12692
OG0001563	AMPFI_13947, AMPFI_22270	SCHMD24756, SCHMD18145
OG0001566	AMPFI_23598	SCHMD02705
OG0001567	AMPFI_01237	SCHMD17619, SCHMD03495, SCHMD17620, SCHMD03493
OG0001567	AMPFI_04926, AMPFI_23783	SCHMD08251
OG0001567	AMPFI_05324	SCHMD03492, SCHMD11013, SCHMD12195
OG0001568	AMPFI_05220	SCHMD04206
OG0001570	AMPFI_12961	SCHMD04583
OG0001571	AMPFI_18530	SCHMD20861, SCHMD22039
OG0001572	AMPFI_12157	SCHMD04033
OG0001572	AMPFI_15021	SCHMD14275, SCHMD14274
OG0001575	AMPFI_15706	SCHMD13351
OG0001576	AMPFI_16525	SCHMD23672
OG0001577	AMPFI_25892	SCHMD18430, SCHMD08006
OG0001578	AMPFI_11954	SCHMD10414
OG0001580	AMPFI_13898	SCHMD08361, SCHMD16167, SCHMD15393
OG0001582	AMPFI_01796, AMPFI_13928	SCHMD10962, SCHMD17543, SCHMD18112
OG0001583	AMPFI_20716	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001584	AMPFI_15798	SCHMD00503
OG0001589	AMPFI_03776, AMPFI_14809, AMPFI_11604	SCHMD27652, SCHMD23084
OG0001593	AMPFI_15712	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
OG0001594	AMPFI_13904	SCHMD14548, SCHMD07059
OG0001594	AMPFI_25650	SCHMD10235
OG0001596	AMPFI_14311, AMPFI_21924	SCHMD09207
OG0001597	AMPFI_12341	SCHMD15780, SCHMD26075
OG0001602	AMPFI_16253	SCHMD00024
OG0001602	AMPFI_00833, AMPFI_23527	SCHMD05345, SCHMD00022
OG0001603	AMPFI_09371	SCHMD29423
OG0001603	AMPFI_09372	SCHMD29329
OG0001604	AMPFI_13911	SCHMD02109
OG0001605	AMPFI_24911	SCHMD09782
OG0001609	AMPFI_10765	SCHMD16467
OG0001609	AMPFI_06902	SCHMD16231, SCHMD10959, SCHMD10960
OG0001611	AMPFI_12536	SCHMD04102, SCHMD12631
OG0001612	AMPFI_03248, AMPFI_24849, AMPFI_16308	SCHMD14255, SCHMD22594
OG0001614	AMPFI_14043	SCHMD04001
OG0001617	AMPFI_25615	SCHMD05139
OG0001620	AMPFI_12324	SCHMD22740, SCHMD18214
OG0001621	AMPFI_09527	SCHMD26761, SCHMD18496
