Orthogroup	AMPFI_ok	STRPU_ok
OG0000379	AMPFI_06752	STRPU_08073
OG0000380	AMPFI_25598	STRPU_06735, STRPU_13220
OG0000381	AMPFI_07101	STRPU_21590, STRPU_16331, STRPU_16308, STRPU_16304
OG0000381	AMPFI_24920, AMPFI_04023, AMPFI_21601, AMPFI_16618, AMPFI_12300, AMPFI_10046, AMPFI_09672, AMPFI_23921, AMPFI_10731, AMPFI_08871, AMPFI_02547, AMPFI_01340, AMPFI_15773, AMPFI_24146	STRPU_12013, STRPU_19555
OG0000382	AMPFI_07092	STRPU_19562
OG0000383	AMPFI_25167	STRPU_21068, STRPU_23506, STRPU_18423, STRPU_23609
OG0000384	AMPFI_01107, AMPFI_22343	STRPU_09778
OG0000385	AMPFI_23534	STRPU_13347
OG0000385	AMPFI_25679	STRPU_11130, STRPU_11105
OG0000386	AMPFI_05667	STRPU_12906
OG0000389	AMPFI_07738	STRPU_04611
OG0000390	AMPFI_17236	STRPU_18623, STRPU_08567, STRPU_08568
OG0000390	AMPFI_18392, AMPFI_00983	STRPU_14895, STRPU_14894, STRPU_14896
OG0000390	AMPFI_08929, AMPFI_18064	STRPU_14919, STRPU_14923
OG0000390	AMPFI_22410, AMPFI_05166, AMPFI_00446, AMPFI_16032	STRPU_02974, STRPU_23877
OG0000391	AMPFI_15390, AMPFI_13888	STRPU_27123
OG0000391	AMPFI_16689	STRPU_09729, STRPU_09772
OG0000392	AMPFI_16078	STRPU_19132
OG0000393	AMPFI_11122	STRPU_17898, STRPU_17427, STRPU_17899, STRPU_17900, STRPU_25376
OG0000393	AMPFI_20681	STRPU_01522, STRPU_09438
OG0000393	AMPFI_17577	STRPU_26326
OG0000394	AMPFI_00162	STRPU_18120
OG0000394	AMPFI_24458, AMPFI_06746, AMPFI_00460, AMPFI_18535	STRPU_17674, STRPU_17679
OG0000395	AMPFI_03995	STRPU_01700, STRPU_02664
OG0000397	AMPFI_12772	STRPU_10143, STRPU_10081
OG0000399	AMPFI_16098	STRPU_07794
OG0000399	AMPFI_14231	STRPU_20860, STRPU_20896
OG0000399	AMPFI_24563	STRPU_07796
OG0000399	AMPFI_10126	STRPU_11457, STRPU_23097
OG0000400	AMPFI_16843	STRPU_18035
OG0000400	AMPFI_07504, AMPFI_03889	STRPU_16345, STRPU_16374
OG0000401	AMPFI_19353	STRPU_13184
OG0000402	AMPFI_10865	STRPU_09420, STRPU_01539
OG0000402	AMPFI_21549	STRPU_26119, STRPU_26105, STRPU_26104, STRPU_26118
OG0000403	AMPFI_16136	STRPU_17049, STRPU_17068
OG0000405	AMPFI_10725	STRPU_27356
OG0000409	AMPFI_06600, AMPFI_00255	STRPU_22634, STRPU_22593
OG0000409	AMPFI_08875	STRPU_09794, STRPU_09789
OG0000411	AMPFI_13273	STRPU_16984
OG0000412	AMPFI_24223	STRPU_20062
OG0000413	AMPFI_05195	STRPU_21399
OG0000413	AMPFI_15394	STRPU_06626
OG0000414	AMPFI_23970	STRPU_07691, STRPU_08459, STRPU_12328, STRPU_08225
OG0000414	AMPFI_08150, AMPFI_07623	STRPU_27372, STRPU_00762, STRPU_19554, STRPU_03013, STRPU_22179, STRPU_25772
OG0000414	AMPFI_24845	STRPU_07692
OG0000415	AMPFI_07162	STRPU_05911
OG0000416	AMPFI_14943	STRPU_20196
OG0000417	AMPFI_10040	STRPU_09060
OG0000417	AMPFI_20676	STRPU_24632, STRPU_24631, STRPU_24630, STRPU_24908
OG0000418	AMPFI_19886, AMPFI_24857, AMPFI_16203	STRPU_10410
OG0000419	AMPFI_09172, AMPFI_06797	STRPU_14681
OG0000420	AMPFI_23871	STRPU_23782, STRPU_10246, STRPU_10247, STRPU_10244, STRPU_14739, STRPU_14741, STRPU_14740, STRPU_20569, STRPU_20568
OG0000423	AMPFI_14710, AMPFI_17467	STRPU_12670, STRPU_12669, STRPU_12672, STRPU_13863, STRPU_13865, STRPU_13876, STRPU_13846, STRPU_13862, STRPU_13860, STRPU_13840, STRPU_22974, STRPU_12673, STRPU_13474, STRPU_14025
OG0000424	AMPFI_21433	STRPU_11870
OG0000424	AMPFI_02103, AMPFI_06728	STRPU_04472, STRPU_04471
OG0000425	AMPFI_05884	STRPU_20951
OG0000425	AMPFI_01852	STRPU_02711
OG0000426	AMPFI_05934	STRPU_09853
OG0000426	AMPFI_04676	STRPU_00627
OG0000427	AMPFI_05181, AMPFI_05182	STRPU_12503, STRPU_00637
OG0000427	AMPFI_08931, AMPFI_06083	STRPU_11390
OG0000429	AMPFI_14088	STRPU_23154
OG0000430	AMPFI_06035	STRPU_12374
OG0000431	AMPFI_00618	STRPU_08891
OG0000431	AMPFI_05479	STRPU_05364
OG0000431	AMPFI_02567	STRPU_06554, STRPU_06544
OG0000432	AMPFI_10240	STRPU_22624
OG0000433	AMPFI_09657	STRPU_08440
OG0000433	AMPFI_00584	STRPU_17895
OG0000434	AMPFI_19330	STRPU_07317
OG0000435	AMPFI_08747	STRPU_24868
OG0000435	AMPFI_21181	STRPU_22156
OG0000436	AMPFI_15525	STRPU_23785
OG0000437	AMPFI_18281, AMPFI_17925, AMPFI_24914, AMPFI_11612	STRPU_01400
OG0000441	AMPFI_05771, AMPFI_05623, AMPFI_19155, AMPFI_04486, AMPFI_12086, AMPFI_02018, AMPFI_10615, AMPFI_05202, AMPFI_08118, AMPFI_10705, AMPFI_10706, AMPFI_08249, AMPFI_17871, AMPFI_23888, AMPFI_11565, AMPFI_00952, AMPFI_00188, AMPFI_01902, AMPFI_06581, AMPFI_06761, AMPFI_02921, AMPFI_08899, AMPFI_03728, AMPFI_01175, AMPFI_23449, AMPFI_24246, AMPFI_01840	STRPU_08090
OG0000442	AMPFI_18182	STRPU_06501
OG0000442	AMPFI_07999	STRPU_17294
OG0000442	AMPFI_04228	STRPU_16903
OG0000443	AMPFI_17659	STRPU_13819
OG0000443	AMPFI_08479	STRPU_27362
OG0000444	AMPFI_10516	STRPU_12350
OG0000444	AMPFI_14412	STRPU_12803
OG0000445	AMPFI_10139, AMPFI_21234, AMPFI_16884, AMPFI_09913	STRPU_26060, STRPU_17672
OG0000446	AMPFI_20203	STRPU_24898
OG0000446	AMPFI_05555	STRPU_01634, STRPU_11972
OG0000446	AMPFI_02401	STRPU_24006
OG0000447	AMPFI_12502	STRPU_05018
OG0000448	AMPFI_06913	STRPU_05001
OG0000450	AMPFI_01260	STRPU_14805
OG0000452	AMPFI_02857	STRPU_14441, STRPU_14459, STRPU_25045, STRPU_25044, STRPU_10299, STRPU_14440
OG0000453	AMPFI_04316	STRPU_11780, STRPU_11765, STRPU_11767, STRPU_11764
OG0000454	AMPFI_16132	STRPU_26357
OG0000456	AMPFI_21507	STRPU_02653, STRPU_01238
OG0000456	AMPFI_17727	STRPU_01337, STRPU_11610, STRPU_27243
OG0000457	AMPFI_25986, AMPFI_25748, AMPFI_22472, AMPFI_17785, AMPFI_25502, AMPFI_20415, AMPFI_16559, AMPFI_02565, AMPFI_05614, AMPFI_16393, AMPFI_21955, AMPFI_01400, AMPFI_02834, AMPFI_24384	STRPU_24815
OG0000457	AMPFI_23187, AMPFI_25541, AMPFI_25538	STRPU_16152, STRPU_00606
OG0000458	AMPFI_20152	STRPU_07041
OG0000458	AMPFI_04524	STRPU_07995, STRPU_07993, STRPU_07994
OG0000459	AMPFI_18998	STRPU_13769, STRPU_13771, STRPU_13770, STRPU_13271, STRPU_17503, STRPU_13880, STRPU_13872, STRPU_13841, STRPU_13861, STRPU_13458, STRPU_13459
OG0000460	AMPFI_11031	STRPU_05282
OG0000460	AMPFI_02674, AMPFI_25237, AMPFI_09308, AMPFI_15439	STRPU_02445, STRPU_13619, STRPU_13620, STRPU_13618, STRPU_13673, STRPU_02397, STRPU_11505, STRPU_12180, STRPU_01283, STRPU_18225
OG0000460	AMPFI_18084	STRPU_13123, STRPU_02568
OG0000461	AMPFI_12796	STRPU_22427
OG0000461	AMPFI_10757	STRPU_14492
OG0000463	AMPFI_05009	STRPU_13114, STRPU_13087
OG0000463	AMPFI_23446	STRPU_24320
OG0000463	AMPFI_23775	STRPU_27309
OG0000465	AMPFI_19029	STRPU_07200
OG0000465	AMPFI_07644	STRPU_10825
OG0000465	AMPFI_02128	STRPU_10953, STRPU_10955
OG0000468	AMPFI_06635, AMPFI_17864	STRPU_14586, STRPU_14584, STRPU_14583, STRPU_14585, STRPU_12712, STRPU_12711
OG0000468	AMPFI_19454	STRPU_15078
OG0000469	AMPFI_03128	STRPU_23215, STRPU_23221
OG0000469	AMPFI_08317	STRPU_26522
OG0000471	AMPFI_16089	STRPU_04284
OG0000472	AMPFI_17628	STRPU_10557
OG0000473	AMPFI_11120, AMPFI_15405, AMPFI_15404, AMPFI_14363	STRPU_09283
OG0000473	AMPFI_24457, AMPFI_07123	STRPU_01281, STRPU_18224, STRPU_24862, STRPU_26869, STRPU_26868
OG0000474	AMPFI_08225	STRPU_22424
OG0000474	AMPFI_11625	STRPU_23394
OG0000475	AMPFI_23837	STRPU_25084
OG0000475	AMPFI_16236	STRPU_25083
OG0000475	AMPFI_15746	STRPU_25081
OG0000476	AMPFI_11326	STRPU_20169
OG0000476	AMPFI_07783	STRPU_19628, STRPU_19687
OG0000477	AMPFI_24916	STRPU_15536
OG0000477	AMPFI_00918	STRPU_14774, STRPU_02549
OG0000478	AMPFI_02947, AMPFI_15589	STRPU_01166, STRPU_18289
OG0000478	AMPFI_04711	STRPU_22730, STRPU_00714
OG0000479	AMPFI_03342	STRPU_17435
OG0000479	AMPFI_09996	STRPU_14315
OG0000481	AMPFI_04631	STRPU_14885
OG0000481	AMPFI_14700	STRPU_19958, STRPU_01189
OG0000481	AMPFI_12417	STRPU_04460
OG0000482	AMPFI_19863	STRPU_20466
OG0000482	AMPFI_01031	STRPU_21122
OG0000483	AMPFI_01904	STRPU_10061
OG0000485	AMPFI_08282, AMPFI_08284	STRPU_13289, STRPU_13296
OG0000485	AMPFI_08283	STRPU_03873
OG0000488	AMPFI_07218	STRPU_09666
OG0000490	AMPFI_13859, AMPFI_02409	STRPU_19396, STRPU_19397
OG0000494	AMPFI_14510	STRPU_15147, STRPU_02528
OG0000495	AMPFI_22166	STRPU_05984
OG0000495	AMPFI_16808	STRPU_14646
OG0000496	AMPFI_25760	STRPU_01872, STRPU_25187
OG0000496	AMPFI_17477	STRPU_25443
OG0000497	AMPFI_07081	STRPU_14149, STRPU_14171
OG0000498	AMPFI_22216	STRPU_25913
OG0000499	AMPFI_15726, AMPFI_14684	STRPU_21743, STRPU_21679
OG0000501	AMPFI_07485, AMPFI_13181	STRPU_04968
OG0000501	AMPFI_25271, AMPFI_05442	STRPU_24516, STRPU_24080, STRPU_00604, STRPU_24511, STRPU_24509, STRPU_04537, STRPU_04519, STRPU_00603, STRPU_24513, STRPU_24508, STRPU_24507, STRPU_24505, STRPU_24504, STRPU_24506, STRPU_24510, STRPU_24688, STRPU_24704, STRPU_24687, STRPU_24705
OG0000503	AMPFI_06939	STRPU_12804
OG0000503	AMPFI_08675	STRPU_19380
OG0000504	AMPFI_15881	STRPU_26516
OG0000505	AMPFI_13142	STRPU_21978
OG0000506	AMPFI_10562	STRPU_06642
OG0000508	AMPFI_11279	STRPU_22049
OG0000509	AMPFI_02902, AMPFI_20255	STRPU_20831, STRPU_23363
OG0000510	AMPFI_02887	STRPU_20272, STRPU_20279, STRPU_20192, STRPU_23102
OG0000511	AMPFI_13653	STRPU_09341
OG0000511	AMPFI_17557, AMPFI_16096, AMPFI_20749	STRPU_10354
OG0000513	AMPFI_15307	STRPU_04474
OG0000513	AMPFI_00421	STRPU_04475
OG0000514	AMPFI_19314	STRPU_08933
OG0000515	AMPFI_04197	STRPU_19518, STRPU_19526, STRPU_19523, STRPU_19522, STRPU_19524, STRPU_19525, STRPU_19751, STRPU_19749, STRPU_06347, STRPU_26585, STRPU_26583, STRPU_19521
OG0000516	AMPFI_14909, AMPFI_11391	STRPU_13037, STRPU_13043, STRPU_13061, STRPU_13049, STRPU_13035, STRPU_12407, STRPU_13039, STRPU_13036, STRPU_13038, STRPU_13063, STRPU_25368
OG0000519	AMPFI_09807, AMPFI_19851	STRPU_14240, STRPU_14241
OG0000519	AMPFI_12315, AMPFI_05130	STRPU_14510, STRPU_14504, STRPU_14502, STRPU_14501, STRPU_14500, STRPU_14509, STRPU_14503, STRPU_14505, STRPU_14497, STRPU_14232, STRPU_14226, STRPU_14228, STRPU_14235
OG0000520	AMPFI_23972	STRPU_15354
OG0000520	AMPFI_14296, AMPFI_19094	STRPU_02843, STRPU_02884, STRPU_02842
OG0000521	AMPFI_04943	STRPU_08500
OG0000522	AMPFI_14072	STRPU_09848
OG0000522	AMPFI_24817	STRPU_09558
OG0000524	AMPFI_14569	STRPU_04273
OG0000525	AMPFI_13575	STRPU_19423
OG0000525	AMPFI_23427	STRPU_08644
OG0000527	AMPFI_21522	STRPU_25067
OG0000528	AMPFI_18972, AMPFI_18973	STRPU_21360
OG0000529	AMPFI_19152	STRPU_19440
OG0000529	AMPFI_10225	STRPU_00345, STRPU_11005
OG0000530	AMPFI_05279	STRPU_19193
OG0000531	AMPFI_10133	STRPU_22799, STRPU_01959
OG0000534	AMPFI_12308	STRPU_00112
OG0000534	AMPFI_12548	STRPU_13181
OG0000534	AMPFI_09373	STRPU_01453, STRPU_08723
OG0000535	AMPFI_10209, AMPFI_10684	STRPU_26923
OG0000535	AMPFI_06826	STRPU_00139, STRPU_22164, STRPU_22159
OG0000536	AMPFI_17109	STRPU_22972, STRPU_23973, STRPU_23949, STRPU_23210, STRPU_23751, STRPU_23209, STRPU_22732, STRPU_22582, STRPU_22573, STRPU_22575, STRPU_22572, STRPU_22583, STRPU_22574
OG0000537	AMPFI_22008	STRPU_06545, STRPU_06553
OG0000538	AMPFI_24088	STRPU_13554
OG0000541	AMPFI_00378	STRPU_08237
OG0000542	AMPFI_16091, AMPFI_08997	STRPU_05583, STRPU_05643
OG0000542	AMPFI_10148	STRPU_21969
OG0000543	AMPFI_07355	STRPU_06071
OG0000543	AMPFI_13644, AMPFI_12767	STRPU_25731, STRPU_06490, STRPU_11627, STRPU_07985, STRPU_13268, STRPU_08657, STRPU_18526, STRPU_06489, STRPU_03241
OG0000543	AMPFI_09266, AMPFI_12521	STRPU_05217, STRPU_14610, STRPU_12698, STRPU_13072, STRPU_04876
OG0000544	AMPFI_05766	STRPU_05321, STRPU_05322
OG0000544	AMPFI_01213, AMPFI_12495	STRPU_01164, STRPU_18291
OG0000544	AMPFI_12968	STRPU_04548
OG0000545	AMPFI_15543	STRPU_21165, STRPU_21157
OG0000546	AMPFI_13740	STRPU_21806
OG0000547	AMPFI_16109	STRPU_22678, STRPU_21964, STRPU_01969, STRPU_22811
OG0000548	AMPFI_03107	STRPU_10337
OG0000548	AMPFI_12447	STRPU_20610
OG0000548	AMPFI_06878	STRPU_22797, STRPU_01956
OG0000549	AMPFI_06765	STRPU_12468, STRPU_12545
OG0000550	AMPFI_20316	STRPU_25032
OG0000551	AMPFI_19651	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417
OG0000552	AMPFI_25709	STRPU_01962, STRPU_22803
OG0000552	AMPFI_07948	STRPU_05705
OG0000553	AMPFI_03292	STRPU_23171
OG0000553	AMPFI_14139	STRPU_03995, STRPU_03988
OG0000553	AMPFI_07441	STRPU_09287
OG0000554	AMPFI_04502	STRPU_16675, STRPU_16708
OG0000560	AMPFI_24939, AMPFI_25437	STRPU_20770
OG0000560	AMPFI_02096	STRPU_10871
OG0000561	AMPFI_19041, AMPFI_00758	STRPU_21549
OG0000562	AMPFI_21582	STRPU_26809
OG0000562	AMPFI_04543	STRPU_25528
OG0000563	AMPFI_08659, AMPFI_10297	STRPU_02520, STRPU_15138
OG0000564	AMPFI_08861	STRPU_21576, STRPU_00279
OG0000564	AMPFI_11089, AMPFI_23703	STRPU_20975
OG0000565	AMPFI_19741	STRPU_25126, STRPU_25127
OG0000566	AMPFI_24184	STRPU_22145
OG0000566	AMPFI_05548	STRPU_14680
OG0000567	AMPFI_08270	STRPU_20922, STRPU_20921
OG0000567	AMPFI_24073	STRPU_26517
OG0000567	AMPFI_20193	STRPU_18559
OG0000569	AMPFI_00348	STRPU_21052
OG0000570	AMPFI_20117	STRPU_23827, STRPU_23864
OG0000570	AMPFI_01005, AMPFI_01163	STRPU_23858, STRPU_23822
OG0000570	AMPFI_16102	STRPU_23816, STRPU_23850
OG0000571	AMPFI_20638	STRPU_26101, STRPU_26115
OG0000572	AMPFI_18964, AMPFI_18965	STRPU_21193
OG0000572	AMPFI_09351	STRPU_11231, STRPU_11269
OG0000573	AMPFI_08544	STRPU_11052, STRPU_00392
OG0000573	AMPFI_21790	STRPU_27100, STRPU_27089
OG0000574	AMPFI_07593	STRPU_09296
OG0000574	AMPFI_07534	STRPU_08865, STRPU_00956
OG0000574	AMPFI_22284	STRPU_00802, STRPU_19767
OG0000575	AMPFI_22439	STRPU_15788
OG0000576	AMPFI_11215	STRPU_23119
OG0000577	AMPFI_00456, AMPFI_19960, AMPFI_07931	STRPU_17273, STRPU_17434, STRPU_11943, STRPU_11903, STRPU_11902, STRPU_11942, STRPU_01705, STRPU_16733, STRPU_01709, STRPU_16737, STRPU_16736, STRPU_01708, STRPU_17320, STRPU_17331, STRPU_17318, STRPU_22685, STRPU_22832
OG0000577	AMPFI_21453, AMPFI_06447	STRPU_22709, STRPU_00692, STRPU_22708
OG0000578	AMPFI_11337, AMPFI_11336	STRPU_21618
OG0000579	AMPFI_10586	STRPU_23503
OG0000581	AMPFI_20371	STRPU_21308
OG0000582	AMPFI_14842, AMPFI_03684	STRPU_19500
OG0000583	AMPFI_03049	STRPU_17032, STRPU_01798
OG0000584	AMPFI_04371	STRPU_19344, STRPU_19222
OG0000586	AMPFI_16028	STRPU_11843
OG0000587	AMPFI_16977, AMPFI_16976	STRPU_06588, STRPU_06512
OG0000587	AMPFI_14490	STRPU_21487, STRPU_21496
OG0000588	AMPFI_04054, AMPFI_03394	STRPU_00676, STRPU_18950
OG0000588	AMPFI_11701	STRPU_17075
OG0000590	AMPFI_08431	STRPU_25115
OG0000590	AMPFI_13729	STRPU_25616
OG0000591	AMPFI_24421	STRPU_06603
OG0000592	AMPFI_00808	STRPU_16888
OG0000593	AMPFI_00762	STRPU_09183, STRPU_02152
OG0000594	AMPFI_08265	STRPU_23518
OG0000596	AMPFI_25881	STRPU_00019
OG0000596	AMPFI_01384	STRPU_01212
OG0000596	AMPFI_25743, AMPFI_07694, AMPFI_07559, AMPFI_24761	STRPU_25747, STRPU_05818, STRPU_05681, STRPU_05680, STRPU_03711, STRPU_05445, STRPU_05525, STRPU_05516, STRPU_05235, STRPU_05703
OG0000597	AMPFI_09305	STRPU_14406
OG0000598	AMPFI_04338, AMPFI_14686	STRPU_26404, STRPU_26772
OG0000599	AMPFI_10424	STRPU_01860, STRPU_03970
OG0000600	AMPFI_23266	STRPU_18065
OG0000600	AMPFI_09999	STRPU_00672, STRPU_18954
OG0000601	AMPFI_11926	STRPU_16081, STRPU_16088, STRPU_16087
OG0000602	AMPFI_06522	STRPU_06890, STRPU_06914
OG0000602	AMPFI_15502	STRPU_06715
OG0000604	AMPFI_00175	STRPU_20714
OG0000604	AMPFI_24342	STRPU_20713
OG0000607	AMPFI_09015	STRPU_01642, STRPU_11978
OG0000608	AMPFI_14303	STRPU_05642, STRPU_05582
OG0000611	AMPFI_17154, AMPFI_20669	STRPU_05045, STRPU_05119
OG0000611	AMPFI_03941	STRPU_26016
OG0000612	AMPFI_05475	STRPU_09717, STRPU_09761
OG0000613	AMPFI_20696	STRPU_24692, STRPU_24700
OG0000613	AMPFI_01961, AMPFI_04751	STRPU_26787
OG0000614	AMPFI_10965	STRPU_25312
OG0000614	AMPFI_07199	STRPU_21878
OG0000615	AMPFI_02250	STRPU_06171
OG0000616	AMPFI_09981	STRPU_03575, STRPU_03497
OG0000617	AMPFI_02772	STRPU_22373
OG0000621	AMPFI_12420	STRPU_20608, STRPU_20609
OG0000621	AMPFI_13931	STRPU_17540, STRPU_17541
OG0000621	AMPFI_11317	STRPU_21491, STRPU_21501
OG0000621	AMPFI_14615	STRPU_00293, STRPU_21639
OG0000623	AMPFI_18053	STRPU_07960, STRPU_07951
OG0000623	AMPFI_14561	STRPU_00318
OG0000624	AMPFI_19095	STRPU_02433
OG0000624	AMPFI_09306	STRPU_14119, STRPU_13328
OG0000624	AMPFI_13318	STRPU_26382
OG0000625	AMPFI_14871, AMPFI_22297	STRPU_03700
OG0000625	AMPFI_25324	STRPU_02905
OG0000625	AMPFI_01239	STRPU_03702
OG0000626	AMPFI_08963	STRPU_24334
OG0000627	AMPFI_25325	STRPU_03283, STRPU_03246
OG0000628	AMPFI_18712, AMPFI_02816	STRPU_17753
OG0000628	AMPFI_06881	STRPU_07211
OG0000629	AMPFI_03723	STRPU_19527
OG0000629	AMPFI_05119	STRPU_11562
OG0000629	AMPFI_09946	STRPU_11888, STRPU_11933
OG0000630	AMPFI_16354, AMPFI_21870, AMPFI_11492, AMPFI_17101, AMPFI_23904	STRPU_23125
OG0000630	AMPFI_17726, AMPFI_24989	STRPU_16241, STRPU_07931, STRPU_15456, STRPU_21948, STRPU_03829, STRPU_09053, STRPU_06360, STRPU_06359
OG0000630	AMPFI_05724	STRPU_01732
OG0000632	AMPFI_01162, AMPFI_08304	STRPU_17554, STRPU_04665
OG0000633	AMPFI_17310, AMPFI_21152	STRPU_21010
OG0000633	AMPFI_09757	STRPU_15058
OG0000633	AMPFI_02472	STRPU_18495, STRPU_11416
OG0000633	AMPFI_23448, AMPFI_12694, AMPFI_23090, AMPFI_20176	STRPU_22191
OG0000634	AMPFI_17488, AMPFI_15841, AMPFI_04896	STRPU_00599
OG0000634	AMPFI_09245	STRPU_04517, STRPU_05655, STRPU_05658, STRPU_05659, STRPU_00600, STRPU_24951, STRPU_24950
OG0000635	AMPFI_12996	STRPU_25070
OG0000637	AMPFI_22000	STRPU_20362
OG0000638	AMPFI_12032	STRPU_17473, STRPU_17456, STRPU_16890, STRPU_23957, STRPU_17471, STRPU_17454, STRPU_17472, STRPU_17455, STRPU_23958, STRPU_23932, STRPU_14026, STRPU_17232
OG0000639	AMPFI_02143	STRPU_27017
OG0000639	AMPFI_19096	STRPU_25405
OG0000642	AMPFI_20481, AMPFI_17464, AMPFI_21969	STRPU_04607, STRPU_04606
OG0000642	AMPFI_03291, AMPFI_09020, AMPFI_24910	STRPU_04846
OG0000645	AMPFI_07390	STRPU_25221
OG0000645	AMPFI_07346	STRPU_22046
OG0000646	AMPFI_08730	STRPU_11448
OG0000646	AMPFI_06480	STRPU_25760
OG0000647	AMPFI_23188	STRPU_09897
OG0000647	AMPFI_23840	STRPU_06712
OG0000648	AMPFI_15343	STRPU_00211
OG0000648	AMPFI_13232	STRPU_25924
OG0000649	AMPFI_08407	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415
OG0000650	AMPFI_07337	STRPU_24960
OG0000651	AMPFI_00457	STRPU_22117
OG0000652	AMPFI_06940	STRPU_21926
OG0000654	AMPFI_21423	STRPU_25001
OG0000656	AMPFI_08409	STRPU_21034
OG0000656	AMPFI_00663, AMPFI_06733	STRPU_14279
OG0000657	AMPFI_04003	STRPU_17299, STRPU_17301
OG0000657	AMPFI_23960	STRPU_00184, STRPU_17300
OG0000658	AMPFI_20829	STRPU_18794
OG0000658	AMPFI_24221, AMPFI_01933, AMPFI_01934, AMPFI_17473, AMPFI_03863, AMPFI_03156, AMPFI_19683	STRPU_00253, STRPU_00251, STRPU_13056, STRPU_13058, STRPU_25438, STRPU_13017, STRPU_13827, STRPU_15682, STRPU_12629, STRPU_03579, STRPU_15684, STRPU_13020, STRPU_17803, STRPU_13054, STRPU_12354, STRPU_12626, STRPU_15687, STRPU_15685, STRPU_13069, STRPU_13080, STRPU_13021, STRPU_03578, STRPU_15662, STRPU_15664, STRPU_12628
OG0000659	AMPFI_18071, AMPFI_20810	STRPU_00752, STRPU_20000, STRPU_23016, STRPU_25885
OG0000660	AMPFI_17445	STRPU_02267, STRPU_17655
OG0000662	AMPFI_12334	STRPU_09621
OG0000662	AMPFI_02313	STRPU_09696, STRPU_09739
OG0000662	AMPFI_13450	STRPU_08344
OG0000663	AMPFI_12107	STRPU_19333
OG0000664	AMPFI_09419	STRPU_23931
OG0000665	AMPFI_01642, AMPFI_25024	STRPU_26452, STRPU_26774, STRPU_27239, STRPU_27242
OG0000666	AMPFI_18404	STRPU_22324
OG0000670	AMPFI_22267	STRPU_06883
OG0000672	AMPFI_11096	STRPU_06933
OG0000672	AMPFI_17614	STRPU_20779
OG0000673	AMPFI_12875, AMPFI_14213	STRPU_23552
OG0000674	AMPFI_05318	STRPU_26356
OG0000674	AMPFI_14286	STRPU_12631
OG0000675	AMPFI_18854, AMPFI_18236, AMPFI_02868, AMPFI_12410, AMPFI_25030, AMPFI_09169, AMPFI_25827, AMPFI_17955	STRPU_10541, STRPU_04200, STRPU_04240
OG0000675	AMPFI_03509	STRPU_06740
OG0000675	AMPFI_01379, AMPFI_21374, AMPFI_03599	STRPU_06154
OG0000676	AMPFI_07198	STRPU_24012
OG0000676	AMPFI_01951	STRPU_06999
OG0000680	AMPFI_18200	STRPU_08041
OG0000680	AMPFI_20692	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476
OG0000681	AMPFI_10408	STRPU_05744
OG0000681	AMPFI_08112	STRPU_12569, STRPU_12568
OG0000682	AMPFI_06701	STRPU_09978, STRPU_09955
OG0000683	AMPFI_06165	STRPU_06350
OG0000683	AMPFI_15593	STRPU_18850
OG0000684	AMPFI_13648	STRPU_25416
OG0000685	AMPFI_10051	STRPU_08752, STRPU_01415, STRPU_12322
OG0000689	AMPFI_25555, AMPFI_13939, AMPFI_03615, AMPFI_12773	STRPU_07940, STRPU_19567, STRPU_15739, STRPU_11347, STRPU_03589
OG0000690	AMPFI_12474	STRPU_17155
OG0000690	AMPFI_25508	STRPU_18294, STRPU_01161
OG0000691	AMPFI_15975	STRPU_25430
OG0000692	AMPFI_22914	STRPU_19316, STRPU_01823
OG0000694	AMPFI_12037, AMPFI_23496	STRPU_20350
OG0000694	AMPFI_20821	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822
OG0000696	AMPFI_13412	STRPU_24482
OG0000696	AMPFI_23601	STRPU_21259
OG0000696	AMPFI_06933	STRPU_10267, STRPU_23135
OG0000697	AMPFI_01555	STRPU_22408
OG0000698	AMPFI_16763	STRPU_21595
OG0000698	AMPFI_25928	STRPU_21594
OG0000699	AMPFI_25818, AMPFI_10547	STRPU_06143, STRPU_06144
OG0000700	AMPFI_02889	STRPU_16384, STRPU_16362
OG0000701	AMPFI_06365	STRPU_09920, STRPU_09919
OG0000702	AMPFI_20591	STRPU_23036, STRPU_00912
OG0000703	AMPFI_09469	STRPU_04784
OG0000706	AMPFI_17120	STRPU_23155
OG0000706	AMPFI_02905	STRPU_11620, STRPU_01329
OG0000707	AMPFI_23419	STRPU_22441
OG0000708	AMPFI_18363	STRPU_18963, STRPU_18977
OG0000708	AMPFI_17855	STRPU_00882, STRPU_23008
OG0000709	AMPFI_23883	STRPU_20537
OG0000709	AMPFI_17426	STRPU_21274, STRPU_21845
OG0000711	AMPFI_11270	STRPU_11659
OG0000712	AMPFI_08144	STRPU_05053, STRPU_05129
