Orthogroup	AMPFI_ok	LYTVA_ok
OG0000820	AMPFI_22913	LYTVA_10071
OG0000821	AMPFI_22831	LYTVA_12456, LYTVA_00220
OG0000822	AMPFI_10298	LYTVA_04504
OG0000822	AMPFI_09638	LYTVA_11698
OG0000824	AMPFI_10634	LYTVA_20926
OG0000825	AMPFI_04519	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313
OG0000826	AMPFI_15553	LYTVA_22022, LYTVA_18010
OG0000827	AMPFI_18414	LYTVA_29536
OG0000828	AMPFI_06751	LYTVA_04924
OG0000828	AMPFI_18122	LYTVA_16052
OG0000829	AMPFI_15788	LYTVA_16475
OG0000830	AMPFI_02429	LYTVA_19883, LYTVA_19882
OG0000831	AMPFI_23384	LYTVA_14250, LYTVA_10123
OG0000833	AMPFI_07344	LYTVA_23899
OG0000835	AMPFI_11868	LYTVA_09567
OG0000836	AMPFI_08670	LYTVA_01338
OG0000836	AMPFI_06708	LYTVA_01335
OG0000837	AMPFI_23242	LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000838	AMPFI_05267	LYTVA_17544
OG0000838	AMPFI_25449	LYTVA_01535, LYTVA_02107
OG0000841	AMPFI_11477	LYTVA_03788, LYTVA_29116
OG0000842	AMPFI_11234	LYTVA_06739
OG0000844	AMPFI_00178	LYTVA_20301
OG0000845	AMPFI_11310	LYTVA_06450
OG0000846	AMPFI_18627	LYTVA_22995, LYTVA_21268
OG0000846	AMPFI_04320	LYTVA_16779, LYTVA_20631
OG0000847	AMPFI_13534	LYTVA_11994
OG0000847	AMPFI_06619	LYTVA_21656
OG0000848	AMPFI_13198	LYTVA_08343
OG0000848	AMPFI_00046	LYTVA_05722, LYTVA_29062
OG0000849	AMPFI_24685	LYTVA_12639
OG0000850	AMPFI_19396	LYTVA_06441
OG0000850	AMPFI_03228	LYTVA_26189, LYTVA_27854
OG0000851	AMPFI_16121	LYTVA_23092
OG0000852	AMPFI_08444	LYTVA_26709, LYTVA_24264
OG0000852	AMPFI_13668	LYTVA_29382, LYTVA_07531
OG0000853	AMPFI_09221	LYTVA_23815, LYTVA_23812
OG0000855	AMPFI_17874, AMPFI_17347, AMPFI_08376, AMPFI_08377	LYTVA_06599, LYTVA_10228
OG0000857	AMPFI_00242	LYTVA_21736
OG0000858	AMPFI_05099	LYTVA_08518
OG0000858	AMPFI_11878	LYTVA_00061
OG0000859	AMPFI_09744	LYTVA_03847
OG0000860	AMPFI_05098	LYTVA_09223
OG0000861	AMPFI_12513	LYTVA_16154
OG0000861	AMPFI_12008	LYTVA_06119
OG0000861	AMPFI_16728	LYTVA_16153
OG0000867	AMPFI_00144, AMPFI_11211	LYTVA_11626
OG0000867	AMPFI_26051, AMPFI_13589, AMPFI_02463	LYTVA_03591
OG0000868	AMPFI_07891	LYTVA_29147
OG0000869	AMPFI_09269	LYTVA_01155
OG0000869	AMPFI_05422	LYTVA_26590
OG0000871	AMPFI_06057	LYTVA_25255, LYTVA_00078
OG0000872	AMPFI_14533	LYTVA_18504
OG0000873	AMPFI_00271	LYTVA_06765
OG0000874	AMPFI_04290	LYTVA_06181
OG0000874	AMPFI_15252	LYTVA_26806
OG0000875	AMPFI_16915	LYTVA_01072
OG0000875	AMPFI_14018	LYTVA_12521
OG0000878	AMPFI_24863	LYTVA_08233
OG0000878	AMPFI_21072	LYTVA_26339
OG0000879	AMPFI_08219	LYTVA_08681
OG0000881	AMPFI_02071	LYTVA_04165, LYTVA_11402
OG0000881	AMPFI_13230	LYTVA_22240, LYTVA_09159
OG0000882	AMPFI_23821	LYTVA_14679
OG0000884	AMPFI_25040	LYTVA_13206, LYTVA_02373, LYTVA_25431, LYTVA_04421, LYTVA_11748, LYTVA_17927, LYTVA_04657, LYTVA_22829, LYTVA_22828, LYTVA_06447, LYTVA_05246, LYTVA_15227, LYTVA_12606, LYTVA_25051, LYTVA_05366, LYTVA_29233
OG0000887	AMPFI_07646	LYTVA_01759, LYTVA_10208
OG0000888	AMPFI_15204	LYTVA_24269
OG0000889	AMPFI_08502	LYTVA_27693
OG0000890	AMPFI_12476	LYTVA_08368
OG0000894	AMPFI_21192	LYTVA_12588
OG0000896	AMPFI_18659	LYTVA_29831
OG0000896	AMPFI_22491, AMPFI_12466, AMPFI_26067	LYTVA_08568
OG0000899	AMPFI_10006	LYTVA_16229
OG0000903	AMPFI_11298	LYTVA_17471
OG0000904	AMPFI_05799	LYTVA_24978
OG0000905	AMPFI_23249, AMPFI_23770, AMPFI_06111	LYTVA_15702, LYTVA_23197
OG0000907	AMPFI_11759	LYTVA_16710
OG0000908	AMPFI_09580	LYTVA_27607
OG0000909	AMPFI_09222	LYTVA_20165, LYTVA_23767
OG0000910	AMPFI_03441	LYTVA_14017
OG0000911	AMPFI_10644	LYTVA_15861, LYTVA_05614
OG0000913	AMPFI_01293, AMPFI_01711	LYTVA_02832
OG0000915	AMPFI_07903	LYTVA_03342
OG0000921	AMPFI_16444	LYTVA_14375
OG0000923	AMPFI_01629	LYTVA_21547
OG0000924	AMPFI_07333	LYTVA_00089
OG0000924	AMPFI_03653	LYTVA_16189
OG0000924	AMPFI_22610	LYTVA_16195
OG0000924	AMPFI_03778	LYTVA_16186, LYTVA_06876
OG0000925	AMPFI_22605	LYTVA_00188
OG0000925	AMPFI_08869	LYTVA_25795
OG0000928	AMPFI_06367	LYTVA_23596
OG0000929	AMPFI_23849	LYTVA_25470, LYTVA_01755
OG0000930	AMPFI_12409	LYTVA_27512, LYTVA_06615
OG0000932	AMPFI_10461	LYTVA_26139
OG0000933	AMPFI_11078	LYTVA_06950
OG0000934	AMPFI_21983	LYTVA_20397
OG0000937	AMPFI_17437	LYTVA_07293, LYTVA_16904, LYTVA_20761, LYTVA_20760, LYTVA_05601, LYTVA_17661
OG0000938	AMPFI_17641, AMPFI_09760, AMPFI_06535	LYTVA_20667, LYTVA_01702
OG0000939	AMPFI_19871	LYTVA_11228, LYTVA_02249
OG0000942	AMPFI_19914, AMPFI_23001	LYTVA_16242, LYTVA_20778, LYTVA_02648, LYTVA_28179, LYTVA_19582, LYTVA_29356, LYTVA_13464, LYTVA_02613, LYTVA_05464
OG0000943	AMPFI_25624	LYTVA_28974
OG0000943	AMPFI_01279	LYTVA_14187, LYTVA_14188
OG0000944	AMPFI_08499	LYTVA_08967
OG0000945	AMPFI_11479	LYTVA_24430
OG0000946	AMPFI_23608	LYTVA_21339, LYTVA_18138
OG0000947	AMPFI_04579	LYTVA_21967
OG0000947	AMPFI_02830	LYTVA_02610
OG0000949	AMPFI_05269	LYTVA_25907
OG0000950	AMPFI_18145	LYTVA_05291
OG0000951	AMPFI_22274, AMPFI_02878	LYTVA_06560
OG0000951	AMPFI_14404	LYTVA_25198
OG0000952	AMPFI_07302	LYTVA_15183
OG0000952	AMPFI_04586	LYTVA_27737
OG0000953	AMPFI_04696	LYTVA_04277, LYTVA_28070, LYTVA_09640, LYTVA_21901
OG0000954	AMPFI_20580, AMPFI_25977	LYTVA_18195
OG0000954	AMPFI_05682	LYTVA_05025
OG0000955	AMPFI_06876	LYTVA_15857
OG0000956	AMPFI_15630	LYTVA_21381, LYTVA_12086
OG0000957	AMPFI_23600	LYTVA_29537
OG0000960	AMPFI_10077	LYTVA_21462
OG0000963	AMPFI_05536	LYTVA_11219
OG0000964	AMPFI_17923, AMPFI_15487, AMPFI_19681	LYTVA_26196
OG0000965	AMPFI_19565	LYTVA_08512, LYTVA_30143
OG0000965	AMPFI_15550	LYTVA_17394
OG0000965	AMPFI_04099	LYTVA_12319
OG0000966	AMPFI_13605	LYTVA_03424, LYTVA_03969
OG0000967	AMPFI_25346	LYTVA_06230
OG0000967	AMPFI_07326	LYTVA_06235
OG0000969	AMPFI_25200	LYTVA_24552, LYTVA_21412, LYTVA_21065
OG0000970	AMPFI_08215	LYTVA_26609
OG0000972	AMPFI_02188	LYTVA_27486
OG0000972	AMPFI_09775	LYTVA_02986, LYTVA_11435
OG0000973	AMPFI_12954	LYTVA_03075
OG0000974	AMPFI_12784, AMPFI_24248, AMPFI_16221	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617
OG0000976	AMPFI_18379	LYTVA_04443
OG0000976	AMPFI_22577	LYTVA_09442
OG0000977	AMPFI_07484	LYTVA_12206
OG0000977	AMPFI_15809	LYTVA_10438
OG0000977	AMPFI_03209	LYTVA_22167
OG0000979	AMPFI_11199, AMPFI_19528	LYTVA_01203
OG0000981	AMPFI_23802, AMPFI_18811, AMPFI_05565	LYTVA_01774, LYTVA_01773
OG0000981	AMPFI_04285	LYTVA_29410
OG0000981	AMPFI_03663	LYTVA_29882
OG0000982	AMPFI_14398	LYTVA_01090
OG0000983	AMPFI_16960, AMPFI_07554	LYTVA_28564
OG0000983	AMPFI_02021, AMPFI_17167, AMPFI_06757, AMPFI_00943	LYTVA_10964, LYTVA_06932, LYTVA_07862, LYTVA_00716
OG0000984	AMPFI_10960	LYTVA_20605
OG0000984	AMPFI_15775	LYTVA_23816, LYTVA_17983
OG0000985	AMPFI_12470	LYTVA_22922
OG0000986	AMPFI_07828	LYTVA_05339
OG0000987	AMPFI_23099	LYTVA_29210
OG0000988	AMPFI_24561	LYTVA_10317, LYTVA_11083
OG0000992	AMPFI_08334	LYTVA_26659, LYTVA_01840
OG0000993	AMPFI_12469	LYTVA_17730, LYTVA_18314
OG0000994	AMPFI_08034	LYTVA_00968
OG0000994	AMPFI_10949	LYTVA_25056
OG0000997	AMPFI_18380	LYTVA_09372
OG0000997	AMPFI_12727	LYTVA_29274, LYTVA_12640
OG0000997	AMPFI_16934	LYTVA_28518, LYTVA_12834, LYTVA_19954, LYTVA_01250, LYTVA_03648, LYTVA_18467
OG0000998	AMPFI_21171	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803
OG0000999	AMPFI_12976, AMPFI_03412	LYTVA_17675, LYTVA_00175
OG0001000	AMPFI_02319, AMPFI_10736	LYTVA_27555
OG0001001	AMPFI_06409	LYTVA_02181
OG0001002	AMPFI_21134	LYTVA_01211
OG0001003	AMPFI_04602	LYTVA_24521
OG0001005	AMPFI_08475	LYTVA_12001
OG0001005	AMPFI_09343	LYTVA_29339
OG0001006	AMPFI_14604	LYTVA_30116
OG0001006	AMPFI_23083	LYTVA_11326
OG0001007	AMPFI_02923	LYTVA_09219
OG0001008	AMPFI_22903	LYTVA_14143
OG0001009	AMPFI_05554	LYTVA_20690, LYTVA_03437
OG0001015	AMPFI_07651	LYTVA_16130
OG0001016	AMPFI_10130	LYTVA_27385, LYTVA_23205
OG0001016	AMPFI_08991	LYTVA_10008
OG0001018	AMPFI_03134	LYTVA_08364
OG0001018	AMPFI_05980	LYTVA_04534
OG0001019	AMPFI_13368	LYTVA_10901, LYTVA_10902
OG0001021	AMPFI_14678	LYTVA_30213
OG0001022	AMPFI_10268	LYTVA_29702, LYTVA_07313
OG0001023	AMPFI_08517	LYTVA_29811
OG0001024	AMPFI_04961	LYTVA_13785, LYTVA_28952
OG0001025	AMPFI_21771	LYTVA_27970, LYTVA_16561, LYTVA_08440, LYTVA_17173
OG0001026	AMPFI_03842	LYTVA_26222
OG0001028	AMPFI_24614	LYTVA_02453
OG0001029	AMPFI_16108	LYTVA_00344
OG0001029	AMPFI_15855	LYTVA_09938
OG0001030	AMPFI_23968	LYTVA_13104
OG0001031	AMPFI_05042	LYTVA_13786
OG0001032	AMPFI_16468	LYTVA_23396
OG0001033	AMPFI_11384	LYTVA_27425
OG0001034	AMPFI_26029	LYTVA_22671, LYTVA_06987
OG0001034	AMPFI_15409	LYTVA_06988, LYTVA_22670
OG0001036	AMPFI_23633	LYTVA_01189
OG0001037	AMPFI_24179	LYTVA_07115
OG0001039	AMPFI_14266	LYTVA_28151
OG0001039	AMPFI_08765	LYTVA_04517
OG0001039	AMPFI_14267	LYTVA_01352
OG0001041	AMPFI_14934, AMPFI_18354, AMPFI_00086, AMPFI_04196	LYTVA_15249, LYTVA_15246, LYTVA_06829, LYTVA_06828, LYTVA_22754, LYTVA_03875, LYTVA_17584, LYTVA_11499, LYTVA_25955, LYTVA_07914
OG0001042	AMPFI_15466, AMPFI_23740	LYTVA_13445
OG0001043	AMPFI_10384	LYTVA_02035, LYTVA_01167, LYTVA_28190
OG0001043	AMPFI_24132	LYTVA_25539
OG0001043	AMPFI_11304	LYTVA_02626
OG0001044	AMPFI_04650	LYTVA_06578
OG0001047	AMPFI_09147	LYTVA_10366
OG0001047	AMPFI_02704	LYTVA_28083
OG0001048	AMPFI_24104	LYTVA_00731
OG0001048	AMPFI_00575	LYTVA_09405
OG0001049	AMPFI_10283	LYTVA_25001, LYTVA_11198
OG0001049	AMPFI_08679	LYTVA_09888
OG0001050	AMPFI_10641	LYTVA_04036, LYTVA_16457
OG0001053	AMPFI_08985	LYTVA_05734
OG0001055	AMPFI_18194	LYTVA_28532, LYTVA_18736, LYTVA_18735
OG0001056	AMPFI_13808	LYTVA_01786
OG0001058	AMPFI_03304	LYTVA_02007
OG0001059	AMPFI_13123	LYTVA_00483
OG0001060	AMPFI_24245	LYTVA_13944
OG0001061	AMPFI_08287	LYTVA_12810
OG0001061	AMPFI_10093, AMPFI_15927	LYTVA_30197, LYTVA_08759
OG0001062	AMPFI_00636	LYTVA_17131, LYTVA_15828
OG0001063	AMPFI_06965	LYTVA_19095
OG0001063	AMPFI_02456	LYTVA_07378, LYTVA_27583
OG0001064	AMPFI_18491, AMPFI_13276, AMPFI_11404	LYTVA_11261
OG0001065	AMPFI_17895	LYTVA_23523
OG0001065	AMPFI_25290, AMPFI_20969	LYTVA_14105
OG0001065	AMPFI_20706	LYTVA_06010, LYTVA_21236, LYTVA_21237, LYTVA_08594, LYTVA_27514, LYTVA_05649
OG0001067	AMPFI_07922	LYTVA_25739, LYTVA_17028
OG0001068	AMPFI_09936	LYTVA_12120
OG0001072	AMPFI_21446	LYTVA_21778
OG0001072	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751	LYTVA_21225
OG0001073	AMPFI_19188	LYTVA_18221
OG0001075	AMPFI_00014	LYTVA_24384
OG0001076	AMPFI_09505	LYTVA_12589
OG0001077	AMPFI_17348	LYTVA_07624
OG0001078	AMPFI_08816	LYTVA_23690, LYTVA_03209
OG0001079	AMPFI_02862	LYTVA_13000
OG0001080	AMPFI_00813	LYTVA_00946
OG0001080	AMPFI_09613	LYTVA_26032
OG0001081	AMPFI_07991	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917
OG0001082	AMPFI_11475	LYTVA_06685
OG0001082	AMPFI_03241	LYTVA_11262
OG0001083	AMPFI_01600	LYTVA_15288
OG0001085	AMPFI_03348	LYTVA_28264
OG0001086	AMPFI_12526	LYTVA_27406
OG0001088	AMPFI_17942	LYTVA_21777
OG0001088	AMPFI_25806	LYTVA_02372
OG0001089	AMPFI_25612	LYTVA_22672
OG0001092	AMPFI_23695	LYTVA_01908
OG0001092	AMPFI_21806	LYTVA_21143
OG0001093	AMPFI_00814	LYTVA_20171
OG0001093	AMPFI_01496	LYTVA_15549
OG0001094	AMPFI_07987	LYTVA_15558, LYTVA_15559
OG0001095	AMPFI_21259	LYTVA_10435
OG0001096	AMPFI_10982	LYTVA_03888, LYTVA_04358, LYTVA_24651
OG0001101	AMPFI_12698	LYTVA_28690
OG0001102	AMPFI_21024	LYTVA_04384
OG0001102	AMPFI_07650, AMPFI_14421	LYTVA_27846, LYTVA_04692
OG0001103	AMPFI_10132	LYTVA_19234
OG0001103	AMPFI_24729	LYTVA_29667, LYTVA_02741
OG0001104	AMPFI_11622	LYTVA_25180
OG0001105	AMPFI_12581	LYTVA_23898
OG0001105	AMPFI_14430	LYTVA_05998
OG0001106	AMPFI_03299	LYTVA_24001
OG0001106	AMPFI_04453	LYTVA_04820
OG0001106	AMPFI_24278	LYTVA_25189
OG0001108	AMPFI_13784	LYTVA_12879
OG0001109	AMPFI_13387	LYTVA_21949
OG0001110	AMPFI_05484	LYTVA_06257
OG0001111	AMPFI_04458	LYTVA_21470, LYTVA_21492, LYTVA_13216, LYTVA_13217, LYTVA_19961
OG0001112	AMPFI_06514	LYTVA_07658
OG0001113	AMPFI_16641	LYTVA_28836
OG0001114	AMPFI_25604	LYTVA_21386
OG0001115	AMPFI_24017	LYTVA_05111
OG0001115	AMPFI_24646	LYTVA_02273
OG0001115	AMPFI_25273	LYTVA_24204
OG0001116	AMPFI_06806	LYTVA_16823
OG0001117	AMPFI_09422	LYTVA_11481
OG0001118	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307, AMPFI_02493	LYTVA_14256
OG0001119	AMPFI_06894	LYTVA_05961
OG0001121	AMPFI_15985, AMPFI_08055	LYTVA_15718
OG0001122	AMPFI_11755, AMPFI_06064, AMPFI_20156	LYTVA_10807
OG0001123	AMPFI_04929	LYTVA_01308
OG0001123	AMPFI_09973, AMPFI_09974	LYTVA_01705, LYTVA_12884
OG0001124	AMPFI_15848	LYTVA_16535
OG0001126	AMPFI_14567, AMPFI_07530	LYTVA_13765
OG0001127	AMPFI_21530	LYTVA_20907
OG0001129	AMPFI_05280	LYTVA_14702
OG0001130	AMPFI_06009	LYTVA_01563
OG0001132	AMPFI_18757	LYTVA_01795
OG0001133	AMPFI_17650	LYTVA_12090
OG0001133	AMPFI_16747	LYTVA_21722
OG0001133	AMPFI_21275	LYTVA_13505, LYTVA_08035
OG0001134	AMPFI_07585	LYTVA_23641
OG0001137	AMPFI_25398	LYTVA_08712
OG0001138	AMPFI_08224	LYTVA_06752
OG0001139	AMPFI_10168	LYTVA_17543
OG0001141	AMPFI_18156	LYTVA_25914, LYTVA_10307
OG0001143	AMPFI_13922, AMPFI_07389	LYTVA_01170
OG0001144	AMPFI_09246	LYTVA_24625
OG0001146	AMPFI_05945	LYTVA_06824
OG0001147	AMPFI_20662, AMPFI_05223	LYTVA_16424
OG0001154	AMPFI_19788	LYTVA_09578
OG0001155	AMPFI_06783	LYTVA_05140
OG0001155	AMPFI_17194	LYTVA_22105
OG0001156	AMPFI_16501	LYTVA_22449
OG0001157	AMPFI_15206	LYTVA_13906
OG0001158	AMPFI_14324	LYTVA_17437
OG0001160	AMPFI_18833	LYTVA_26964
OG0001162	AMPFI_21383	LYTVA_28314, LYTVA_24093
OG0001164	AMPFI_23885, AMPFI_00138	LYTVA_05648
OG0001164	AMPFI_24570	LYTVA_28276, LYTVA_05650
OG0001165	AMPFI_11630	LYTVA_04541, LYTVA_04542
OG0001167	AMPFI_05454	LYTVA_19097
OG0001168	AMPFI_05372	LYTVA_03414
OG0001169	AMPFI_09626	LYTVA_06902
OG0001170	AMPFI_08205, AMPFI_15728	LYTVA_06397, LYTVA_13191
OG0001171	AMPFI_04677	LYTVA_23053
OG0001172	AMPFI_09322	LYTVA_22652
OG0001173	AMPFI_24169	LYTVA_03479
OG0001174	AMPFI_23115	LYTVA_22335
OG0001175	AMPFI_11579, AMPFI_01291	LYTVA_13142, LYTVA_20054
OG0001176	AMPFI_17036	LYTVA_24712, LYTVA_24713
OG0001177	AMPFI_08044	LYTVA_26801
OG0001178	AMPFI_18821, AMPFI_01265, AMPFI_16670	LYTVA_02324
OG0001178	AMPFI_01492	LYTVA_25867
OG0001179	AMPFI_25942, AMPFI_06700	LYTVA_26628, LYTVA_09673
OG0001181	AMPFI_13623	LYTVA_20940
OG0001181	AMPFI_10170	LYTVA_10373
OG0001182	AMPFI_23673	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539
OG0001183	AMPFI_12914	LYTVA_07928
OG0001184	AMPFI_20865	LYTVA_02863, LYTVA_18281
OG0001184	AMPFI_08874	LYTVA_26638, LYTVA_24278
OG0001185	AMPFI_07596	LYTVA_09656
OG0001186	AMPFI_07934	LYTVA_28926
OG0001186	AMPFI_10517	LYTVA_01688
OG0001187	AMPFI_23801	LYTVA_15913
OG0001188	AMPFI_02144	LYTVA_25404
OG0001189	AMPFI_09388	LYTVA_03876
OG0001190	AMPFI_02258, AMPFI_24898	LYTVA_06830
OG0001196	AMPFI_05001	LYTVA_03677
OG0001197	AMPFI_13739	LYTVA_08630
OG0001198	AMPFI_14243	LYTVA_09572, LYTVA_09571
OG0001199	AMPFI_25970	LYTVA_13204
OG0001200	AMPFI_22505	LYTVA_18532
OG0001200	AMPFI_18393	LYTVA_26385
OG0001201	AMPFI_02387	LYTVA_16866, LYTVA_02039
OG0001202	AMPFI_07863	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829
OG0001203	AMPFI_00203	LYTVA_03972, LYTVA_29946
OG0001204	AMPFI_14021, AMPFI_11338	LYTVA_12790
OG0001205	AMPFI_13876	LYTVA_09031
OG0001206	AMPFI_09532	LYTVA_29606, LYTVA_15484, LYTVA_05569, LYTVA_17095
OG0001206	AMPFI_01336	LYTVA_10884, LYTVA_23790, LYTVA_05270, LYTVA_01071
OG0001206	AMPFI_17297, AMPFI_23702, AMPFI_02424, AMPFI_03162, AMPFI_03098	LYTVA_13259
OG0001206	AMPFI_25275	LYTVA_13256
OG0001206	AMPFI_00382	LYTVA_29869
OG0001206	AMPFI_06938, AMPFI_18762	LYTVA_26104, LYTVA_28935
OG0001206	AMPFI_03967, AMPFI_23192	LYTVA_00616
OG0001207	AMPFI_02832	LYTVA_20519, LYTVA_10763
OG0001208	AMPFI_25578	LYTVA_13276
OG0001210	AMPFI_13828	LYTVA_19275
OG0001210	AMPFI_05417	LYTVA_04311
OG0001211	AMPFI_10364	LYTVA_22456, LYTVA_02722
OG0001212	AMPFI_04206	LYTVA_03375, LYTVA_21023
OG0001213	AMPFI_07381	LYTVA_07548, LYTVA_11628
OG0001213	AMPFI_18186	LYTVA_18522
OG0001215	AMPFI_10063	LYTVA_14835
OG0001216	AMPFI_06120	LYTVA_09816
OG0001216	AMPFI_13697	LYTVA_23706
OG0001217	AMPFI_07018	LYTVA_22786
OG0001218	AMPFI_18506	LYTVA_26113
OG0001219	AMPFI_23839	LYTVA_15579
OG0001220	AMPFI_03787	LYTVA_16343
OG0001221	AMPFI_09440	LYTVA_14047
OG0001223	AMPFI_23890	LYTVA_21037
OG0001224	AMPFI_01499	LYTVA_18212
OG0001225	AMPFI_05889	LYTVA_24620
OG0001227	AMPFI_12556	LYTVA_10499
OG0001229	AMPFI_03782	LYTVA_03710, LYTVA_09027
OG0001229	AMPFI_25258	LYTVA_03433
OG0001229	AMPFI_01838	LYTVA_08509
OG0001230	AMPFI_11806	LYTVA_17571, LYTVA_12678
OG0001231	AMPFI_23517	LYTVA_07439
OG0001232	AMPFI_08459, AMPFI_09206, AMPFI_03213	LYTVA_24297
OG0001233	AMPFI_11204	LYTVA_12332
OG0001233	AMPFI_12663, AMPFI_14959, AMPFI_17326	LYTVA_06716
OG0001234	AMPFI_10815	LYTVA_27375
OG0001236	AMPFI_04390	LYTVA_24738, LYTVA_21569
OG0001237	AMPFI_09608	LYTVA_26239, LYTVA_06734
OG0001238	AMPFI_08263	LYTVA_30061
OG0001241	AMPFI_10474	LYTVA_01648
OG0001242	AMPFI_08208, AMPFI_01628, AMPFI_22498	LYTVA_24858, LYTVA_25798
OG0001243	AMPFI_09177	LYTVA_04835
OG0001245	AMPFI_07722	LYTVA_16857
OG0001246	AMPFI_05364	LYTVA_21025, LYTVA_02567, LYTVA_15140, LYTVA_06598
OG0001247	AMPFI_24091	LYTVA_23646
OG0001248	AMPFI_15716	LYTVA_00986, LYTVA_16637
OG0001249	AMPFI_23310	LYTVA_03472
OG0001250	AMPFI_07433	LYTVA_23037
OG0001251	AMPFI_15272	LYTVA_12207
OG0001252	AMPFI_00156	LYTVA_28229, LYTVA_04840
OG0001253	AMPFI_05658	LYTVA_02267
OG0001254	AMPFI_10158	LYTVA_26444
OG0001256	AMPFI_15458	LYTVA_27563
OG0001261	AMPFI_21898	LYTVA_10322
OG0001262	AMPFI_14619	LYTVA_09252
OG0001263	AMPFI_11017	LYTVA_09084
OG0001264	AMPFI_05271	LYTVA_07325
OG0001266	AMPFI_22613, AMPFI_06682	LYTVA_19851
OG0001267	AMPFI_16785	LYTVA_08091
OG0001267	AMPFI_03197	LYTVA_09343
OG0001268	AMPFI_21846	LYTVA_20779
OG0001270	AMPFI_15423	LYTVA_18319
OG0001271	AMPFI_12722	LYTVA_09608
OG0001274	AMPFI_01753	LYTVA_02869
OG0001275	AMPFI_10981, AMPFI_05849	LYTVA_16368
OG0001276	AMPFI_14910	LYTVA_24445
OG0001277	AMPFI_11990, AMPFI_08088	LYTVA_01349
OG0001277	AMPFI_23862, AMPFI_21730, AMPFI_22050	LYTVA_01345
OG0001277	AMPFI_13913	LYTVA_01344, LYTVA_09116, LYTVA_01343, LYTVA_08685
OG0001278	AMPFI_10211	LYTVA_12248, LYTVA_16623
OG0001279	AMPFI_05903	LYTVA_22555
OG0001281	AMPFI_16027	LYTVA_23356
OG0001283	AMPFI_00380	LYTVA_10124
OG0001283	AMPFI_00187, AMPFI_08340	LYTVA_17951
OG0001284	AMPFI_11093	LYTVA_30054, LYTVA_01526
OG0001284	AMPFI_06659	LYTVA_15592
OG0001285	AMPFI_25522	LYTVA_29345
OG0001287	AMPFI_14082	LYTVA_06176
OG0001288	AMPFI_00778	LYTVA_10306
OG0001289	AMPFI_00215	LYTVA_02257
OG0001290	AMPFI_18904	LYTVA_13603
OG0001291	AMPFI_17861	LYTVA_11712
OG0001292	AMPFI_10776	LYTVA_22168
OG0001293	AMPFI_14701	LYTVA_07691
OG0001294	AMPFI_01514	LYTVA_19271
OG0001295	AMPFI_06419	LYTVA_15580
OG0001296	AMPFI_12346	LYTVA_20224
OG0001297	AMPFI_16113	LYTVA_14610
OG0001300	AMPFI_08329	LYTVA_03792
OG0001301	AMPFI_13360, AMPFI_11816, AMPFI_00547, AMPFI_05962, AMPFI_07795	LYTVA_25190
OG0001302	AMPFI_16649	LYTVA_01979, LYTVA_15833
OG0001302	AMPFI_08047	LYTVA_08998
OG0001303	AMPFI_16967, AMPFI_16729, AMPFI_10469, AMPFI_23492	LYTVA_13820
OG0001305	AMPFI_00755	LYTVA_15520
OG0001306	AMPFI_19010	LYTVA_06210
OG0001308	AMPFI_17316	LYTVA_09417
OG0001308	AMPFI_01794	LYTVA_06427
OG0001308	AMPFI_03456	LYTVA_08159
OG0001309	AMPFI_12360	LYTVA_11009, LYTVA_28629, LYTVA_28628
OG0001310	AMPFI_04482, AMPFI_16368	LYTVA_08839
OG0001310	AMPFI_06804	LYTVA_04185, LYTVA_11415
OG0001311	AMPFI_12130	LYTVA_28955
OG0001313	AMPFI_10514	LYTVA_18781, LYTVA_25650
OG0001314	AMPFI_14399	LYTVA_09665
OG0001314	AMPFI_21411, AMPFI_14658, AMPFI_05186	LYTVA_17554, LYTVA_08218, LYTVA_08220
OG0001315	AMPFI_19734	LYTVA_20106
OG0001315	AMPFI_21563	LYTVA_24055
OG0001316	AMPFI_11413	LYTVA_13297, LYTVA_13299
OG0001317	AMPFI_02448	LYTVA_09521
OG0001318	AMPFI_07561	LYTVA_16780
OG0001318	AMPFI_11299	LYTVA_28059
OG0001319	AMPFI_11777	LYTVA_24410
OG0001320	AMPFI_25009, AMPFI_10016	LYTVA_21775
OG0001320	AMPFI_00452	LYTVA_09922
OG0001322	AMPFI_10344	LYTVA_14240, LYTVA_03712
OG0001322	AMPFI_23671	LYTVA_08843
OG0001323	AMPFI_21599	LYTVA_00847
OG0001324	AMPFI_24533	LYTVA_00291
OG0001325	AMPFI_10346	LYTVA_09407
OG0001326	AMPFI_12886	LYTVA_02897
OG0001327	AMPFI_15522	LYTVA_12279
OG0001329	AMPFI_21747	LYTVA_29340
