Orthogroup	AMPFI_ok	ASTMX
OG0001181	AMPFI_13623	ASTMX22174
OG0001181	AMPFI_10170	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260
OG0001182	AMPFI_23673	ASTMX12103, ASTMX13653, ASTMX19714, ASTMX07068, ASTMX07067
OG0001183	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752	ASTMX19735, ASTMX17804
OG0001184	AMPFI_20865	ASTMX19302
OG0001184	AMPFI_08874	ASTMX00228
OG0001185	AMPFI_07596	ASTMX07482, ASTMX10936
OG0001186	AMPFI_07934	ASTMX18547, ASTMX02567
OG0001186	AMPFI_10517	ASTMX13845
OG0001187	AMPFI_23801	ASTMX10749
OG0001188	AMPFI_02144	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224
OG0001190	AMPFI_02258, AMPFI_24898	ASTMX11323, ASTMX13686, ASTMX05267
OG0001191	AMPFI_06865	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730
OG0001192	AMPFI_09680	ASTMX16386
OG0001196	AMPFI_05001	ASTMX11519, ASTMX11174, ASTMX02339
OG0001197	AMPFI_13739	ASTMX03942
OG0001198	AMPFI_11677, AMPFI_01112	ASTMX02424, ASTMX06547
OG0001198	AMPFI_14243	ASTMX02630
OG0001199	AMPFI_25970	ASTMX03812
OG0001200	AMPFI_13405	ASTMX11139
OG0001201	AMPFI_02387	ASTMX18598
OG0001202	AMPFI_07863	ASTMX12631, ASTMX12630
OG0001204	AMPFI_14021, AMPFI_11338	ASTMX05878, ASTMX12225
OG0001205	AMPFI_13876	ASTMX13657
OG0001207	AMPFI_02832	ASTMX21871, ASTMX07379, ASTMX05452
OG0001208	AMPFI_25578	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017
OG0001210	AMPFI_13828	ASTMX01254
OG0001210	AMPFI_05417	ASTMX10342, ASTMX10343
OG0001211	AMPFI_10364	ASTMX18975, ASTMX16242
OG0001212	AMPFI_11836, AMPFI_24007	ASTMX14803
OG0001213	AMPFI_07381	ASTMX13388
OG0001213	AMPFI_18186	ASTMX21450
OG0001214	AMPFI_05265	ASTMX12596
OG0001215	AMPFI_10063	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044
OG0001216	AMPFI_06120	ASTMX20220
OG0001217	AMPFI_07018	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955
OG0001218	AMPFI_18506	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605
OG0001219	AMPFI_23839	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229
OG0001220	AMPFI_12004	ASTMX05948, ASTMX05949
OG0001221	AMPFI_09440	ASTMX07026
OG0001223	AMPFI_23890	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473
OG0001224	AMPFI_01499	ASTMX06442
OG0001225	AMPFI_05889	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916
OG0001226	AMPFI_06001	ASTMX11041, ASTMX08711
OG0001231	AMPFI_23517	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066
OG0001232	AMPFI_08459, AMPFI_09206, AMPFI_03213	ASTMX03619
OG0001233	AMPFI_12663, AMPFI_14959, AMPFI_17326	ASTMX05613, ASTMX05612, ASTMX20633
OG0001234	AMPFI_10815	ASTMX08429
OG0001234	AMPFI_24580	ASTMX20381
OG0001236	AMPFI_04390	ASTMX01850
OG0001237	AMPFI_09608	ASTMX02167
OG0001238	AMPFI_08671	ASTMX03666
OG0001238	AMPFI_08263	ASTMX13748, ASTMX05355
OG0001241	AMPFI_10474	ASTMX06697
OG0001241	AMPFI_05156	ASTMX04159, ASTMX18901
OG0001242	AMPFI_08208, AMPFI_01628, AMPFI_22498	ASTMX06205, ASTMX18340
OG0001243	AMPFI_09177	ASTMX17034, ASTMX02160, ASTMX19994
OG0001247	AMPFI_24091	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338
OG0001249	AMPFI_23310	ASTMX20180, ASTMX00503, ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928
OG0001250	AMPFI_07433	ASTMX15491, ASTMX07689, ASTMX20710
OG0001251	AMPFI_15272	ASTMX12740
OG0001252	AMPFI_21190, AMPFI_00156	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917
OG0001253	AMPFI_05658	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786
OG0001254	AMPFI_10158	ASTMX21459
OG0001256	AMPFI_15458	ASTMX12301, ASTMX04241, ASTMX01544
OG0001261	AMPFI_21898	ASTMX19187, ASTMX01634, ASTMX00068
OG0001262	AMPFI_14619	ASTMX21377
OG0001263	AMPFI_11017	ASTMX17278
OG0001264	AMPFI_05271	ASTMX07471, ASTMX13848, ASTMX00881
OG0001267	AMPFI_16785	ASTMX15901
OG0001267	AMPFI_03197	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889
OG0001268	AMPFI_17603	ASTMX20034
OG0001270	AMPFI_10234	ASTMX19479
OG0001270	AMPFI_15423	ASTMX03630
OG0001271	AMPFI_12722	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815
OG0001272	AMPFI_10847	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726
OG0001273	AMPFI_08982	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354
OG0001274	AMPFI_01753	ASTMX22021, ASTMX13163, ASTMX06912
OG0001276	AMPFI_14910	ASTMX03010, ASTMX09183
OG0001278	AMPFI_10211	ASTMX04865
OG0001278	AMPFI_19943	ASTMX10228
OG0001279	AMPFI_05903	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584
OG0001280	AMPFI_23298	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435
OG0001283	AMPFI_00187, AMPFI_08340	ASTMX22180, ASTMX22202
OG0001284	AMPFI_11093	ASTMX09601
OG0001284	AMPFI_06659	ASTMX06818, ASTMX13787, ASTMX17233
OG0001287	AMPFI_14082	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804
OG0001288	AMPFI_00778	ASTMX00451, ASTMX12396
OG0001290	AMPFI_22521	ASTMX21384
OG0001290	AMPFI_18904	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455
OG0001291	AMPFI_17861	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302
OG0001292	AMPFI_10776	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449
OG0001293	AMPFI_14701	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515
OG0001294	AMPFI_01514	ASTMX01279
OG0001295	AMPFI_06419	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791
OG0001295	AMPFI_07601	ASTMX01466, ASTMX20435, ASTMX20307
OG0001296	AMPFI_12346	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113
OG0001297	AMPFI_16113	ASTMX21540, ASTMX18732, ASTMX17762
OG0001300	AMPFI_08329	ASTMX06507, ASTMX16708, ASTMX01169
OG0001302	AMPFI_15529	ASTMX00499
OG0001302	AMPFI_08047	ASTMX18397
OG0001304	AMPFI_10342	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455
OG0001305	AMPFI_00755	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148
OG0001306	AMPFI_19010	ASTMX15047, ASTMX12449
OG0001306	AMPFI_21641	ASTMX07805
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	ASTMX12136, ASTMX14880, ASTMX11270
OG0001309	AMPFI_12360	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510
OG0001310	AMPFI_04482, AMPFI_16368	ASTMX09500
OG0001310	AMPFI_06804	ASTMX19103, ASTMX15228, ASTMX19102
OG0001311	AMPFI_12130	ASTMX15821, ASTMX19766
OG0001315	AMPFI_03331	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931
OG0001316	AMPFI_11413	ASTMX11105, ASTMX06180, ASTMX08793
OG0001317	AMPFI_14996	ASTMX07111
OG0001317	AMPFI_02448	ASTMX20575
OG0001318	AMPFI_07561	ASTMX01432
OG0001318	AMPFI_11299	ASTMX07560, ASTMX04187
OG0001319	AMPFI_11777	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136
OG0001320	AMPFI_25009, AMPFI_10016	ASTMX02658
OG0001320	AMPFI_00452	ASTMX12886, ASTMX12104
OG0001321	AMPFI_00079	ASTMX06232, ASTMX07920, ASTMX01880
OG0001322	AMPFI_10344	ASTMX01716, ASTMX07256
OG0001322	AMPFI_23671	ASTMX16188
OG0001323	AMPFI_22091	ASTMX20487, ASTMX03231, ASTMX03928, ASTMX19519, ASTMX04601
OG0001324	AMPFI_20900, AMPFI_04734, AMPFI_24533	ASTMX04156
OG0001325	AMPFI_10346	ASTMX19331
OG0001326	AMPFI_12886	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581
OG0001327	AMPFI_08065	ASTMX01100
OG0001327	AMPFI_15522	ASTMX18676, ASTMX05552
OG0001329	AMPFI_21747	ASTMX07142, ASTMX13340
OG0001330	AMPFI_05140	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195
OG0001331	AMPFI_12424	ASTMX11613
OG0001332	AMPFI_20259	ASTMX08248, ASTMX16970
OG0001333	AMPFI_00843, AMPFI_13930	ASTMX05919, ASTMX07699
OG0001339	AMPFI_22596	ASTMX08151
OG0001339	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490	ASTMX08150, ASTMX03817, ASTMX01194
OG0001341	AMPFI_01027	ASTMX04021, ASTMX18606
OG0001344	AMPFI_22417	ASTMX12839, ASTMX12838
OG0001345	AMPFI_09770	ASTMX17745
OG0001348	AMPFI_00159	ASTMX09799, ASTMX08553, ASTMX19294
OG0001350	AMPFI_25832	ASTMX06475
OG0001351	AMPFI_22361	ASTMX00127, ASTMX00552
OG0001352	AMPFI_15694, AMPFI_18452, AMPFI_22485	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804
OG0001354	AMPFI_24004	ASTMX15487, ASTMX02827, ASTMX19253
OG0001355	AMPFI_14446	ASTMX03894, ASTMX05031, ASTMX05922
OG0001356	AMPFI_01615	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357
OG0001357	AMPFI_24417	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930
OG0001360	AMPFI_12400, AMPFI_23660	ASTMX19584
OG0001362	AMPFI_22273	ASTMX11654
OG0001362	AMPFI_09488	ASTMX11652
OG0001362	AMPFI_13811	ASTMX20468
OG0001363	AMPFI_00070, AMPFI_09800, AMPFI_08365	ASTMX08285, ASTMX10326, ASTMX03420
OG0001364	AMPFI_14823, AMPFI_11134	ASTMX17782, ASTMX06972, ASTMX17850
OG0001365	AMPFI_13985, AMPFI_25879, AMPFI_10449	ASTMX00017, ASTMX18825, ASTMX17303
OG0001366	AMPFI_17877	ASTMX01928, ASTMX19346
OG0001366	AMPFI_02545	ASTMX02673
OG0001367	AMPFI_02161	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021
OG0001368	AMPFI_11158	ASTMX03257, ASTMX15096, ASTMX16548
OG0001369	AMPFI_22208	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417
OG0001370	AMPFI_06706	ASTMX09028
OG0001370	AMPFI_09461	ASTMX12996
OG0001371	AMPFI_10372, AMPFI_15938, AMPFI_12819	ASTMX10538
OG0001372	AMPFI_21335	ASTMX06020
OG0001373	AMPFI_00190	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731
OG0001374	AMPFI_17974	ASTMX18408, ASTMX04259, ASTMX21457
OG0001375	AMPFI_00915	ASTMX15348
OG0001375	AMPFI_06104	ASTMX12879, ASTMX05755, ASTMX08713
OG0001376	AMPFI_21697	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887
OG0001378	AMPFI_15247	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632
OG0001379	AMPFI_14320	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014
OG0001380	AMPFI_08147	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026
OG0001381	AMPFI_12006	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370
OG0001382	AMPFI_12332	ASTMX22770, ASTMX17021
OG0001384	AMPFI_23681	ASTMX02250, ASTMX07280
OG0001386	AMPFI_07982	ASTMX13567
OG0001387	AMPFI_00234	ASTMX14247, ASTMX08858
OG0001388	AMPFI_08168, AMPFI_12817, AMPFI_11142, AMPFI_13636, AMPFI_00338	ASTMX09590, ASTMX20153, ASTMX01154
OG0001388	AMPFI_11567, AMPFI_07764, AMPFI_16897, AMPFI_02883	ASTMX17868
OG0001389	AMPFI_05693, AMPFI_24952	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746
OG0001394	AMPFI_09024	ASTMX11802, ASTMX15905
OG0001395	AMPFI_24070	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549
OG0001397	AMPFI_21706	ASTMX08012, ASTMX19505
OG0001397	AMPFI_17878, AMPFI_10775	ASTMX01488
OG0001399	AMPFI_07188	ASTMX06124
OG0001399	AMPFI_21935	ASTMX11454, ASTMX00428
OG0001400	AMPFI_24285	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897
OG0001401	AMPFI_16893	ASTMX22162
OG0001402	AMPFI_26005	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686
OG0001403	AMPFI_17230	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183
OG0001404	AMPFI_18013	ASTMX03622
OG0001404	AMPFI_10794, AMPFI_03093	ASTMX05687
OG0001405	AMPFI_15743	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520
OG0001405	AMPFI_16561	ASTMX21998
OG0001406	AMPFI_09333	ASTMX11154, ASTMX06992, ASTMX15717
OG0001408	AMPFI_21365	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996
OG0001410	AMPFI_02616	ASTMX14683
OG0001411	AMPFI_10031	ASTMX12471
OG0001412	AMPFI_08141	ASTMX19015, ASTMX19014
OG0001413	AMPFI_15619	ASTMX19024
OG0001414	AMPFI_02896	ASTMX11571
OG0001414	AMPFI_20423	ASTMX02756
OG0001416	AMPFI_14851	ASTMX16935, ASTMX00724, ASTMX04812
OG0001417	AMPFI_09940	ASTMX15359, ASTMX02876
OG0001418	AMPFI_15591	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463
OG0001419	AMPFI_25243, AMPFI_17376	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003
OG0001421	AMPFI_22931	ASTMX10787, ASTMX08122, ASTMX03810
OG0001422	AMPFI_23699	ASTMX17695, ASTMX01913
OG0001423	AMPFI_19050, AMPFI_22796	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608
OG0001424	AMPFI_01906	ASTMX17288
OG0001425	AMPFI_13079	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948
OG0001426	AMPFI_07973	ASTMX19079
OG0001427	AMPFI_07391	ASTMX10767, ASTMX01765, ASTMX17165
OG0001428	AMPFI_11938	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746
OG0001429	AMPFI_15702	ASTMX07960, ASTMX05781, ASTMX16296
OG0001430	AMPFI_07622	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065
OG0001431	AMPFI_11117	ASTMX15509, ASTMX15371
OG0001432	AMPFI_07409	ASTMX08157, ASTMX21019
OG0001433	AMPFI_00657	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945
OG0001434	AMPFI_06188	ASTMX09914
OG0001436	AMPFI_07709	ASTMX01918
OG0001437	AMPFI_07780, AMPFI_13432	ASTMX02671, ASTMX18553, ASTMX12632
OG0001438	AMPFI_17699	ASTMX16984, ASTMX08969, ASTMX20091, ASTMX02810, ASTMX03899
OG0001441	AMPFI_01278	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800
OG0001445	AMPFI_06828	ASTMX04130, ASTMX07057
OG0001447	AMPFI_14165	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124
OG0001449	AMPFI_17066	ASTMX21017, ASTMX21018
OG0001449	AMPFI_22357	ASTMX16238
OG0001450	AMPFI_21801, AMPFI_22800, AMPFI_25470	ASTMX06326
OG0001451	AMPFI_16214	ASTMX00580
OG0001452	AMPFI_17582	ASTMX12067, ASTMX20582, ASTMX19197
OG0001452	AMPFI_24052	ASTMX12069
OG0001453	AMPFI_20721	ASTMX22407, ASTMX10274, ASTMX00250
OG0001455	AMPFI_16555	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167
OG0001456	AMPFI_01959	ASTMX18391
OG0001456	AMPFI_23142	ASTMX22915
OG0001456	AMPFI_13598	ASTMX18388
OG0001456	AMPFI_00318	ASTMX18392, ASTMX18390
OG0001459	AMPFI_19783	ASTMX20587, ASTMX19737
OG0001460	AMPFI_01461	ASTMX05935
OG0001460	AMPFI_23946	ASTMX06612
OG0001461	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344	ASTMX05184
OG0001464	AMPFI_22525, AMPFI_17212	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688
OG0001466	AMPFI_23243	ASTMX10811
OG0001466	AMPFI_06839	ASTMX14884
OG0001467	AMPFI_23736	ASTMX02258
OG0001468	AMPFI_19331	ASTMX14778, ASTMX06215, ASTMX18545
OG0001469	AMPFI_02483	ASTMX05748
OG0001470	AMPFI_01501	ASTMX22480, ASTMX02997, ASTMX02333
OG0001472	AMPFI_01053	ASTMX14550
OG0001472	AMPFI_03075	ASTMX17138
OG0001473	AMPFI_03739, AMPFI_01823	ASTMX15501, ASTMX19877
OG0001474	AMPFI_18399, AMPFI_15974, AMPFI_12260	ASTMX12989
OG0001474	AMPFI_21316	ASTMX07703
OG0001475	AMPFI_15659	ASTMX01033, ASTMX04792
OG0001476	AMPFI_07443, AMPFI_07837	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706
OG0001477	AMPFI_17380	ASTMX18316
OG0001478	AMPFI_01874	ASTMX12885
OG0001478	AMPFI_18015, AMPFI_17948	ASTMX07723
OG0001479	AMPFI_06247	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077
OG0001480	AMPFI_21537	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426
OG0001481	AMPFI_15128	ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788
OG0001482	AMPFI_20329	ASTMX17250
OG0001483	AMPFI_08005	ASTMX15156, ASTMX00093
OG0001484	AMPFI_10813	ASTMX18774
OG0001486	AMPFI_03189	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981
OG0001488	AMPFI_22555, AMPFI_21159, AMPFI_03583, AMPFI_03748	ASTMX18812
OG0001488	AMPFI_00093	ASTMX18813
OG0001489	AMPFI_21994	ASTMX12776, ASTMX12086, ASTMX11213
OG0001490	AMPFI_13984	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189
OG0001491	AMPFI_23928	ASTMX19098
OG0001492	AMPFI_14495	ASTMX17077, ASTMX04445
OG0001493	AMPFI_23286	ASTMX20989
OG0001493	AMPFI_21759	ASTMX18828, ASTMX13877, ASTMX11307
OG0001495	AMPFI_01445	ASTMX17637
OG0001496	AMPFI_04050	ASTMX09754
OG0001498	AMPFI_14616, AMPFI_02778	ASTMX14816, ASTMX14815, ASTMX17721
OG0001500	AMPFI_03212	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006
OG0001501	AMPFI_19980	ASTMX22706
OG0001501	AMPFI_21405	ASTMX09507
OG0001503	AMPFI_03346	ASTMX02356
OG0001503	AMPFI_06513	ASTMX19525
OG0001505	AMPFI_04877, AMPFI_09677	ASTMX16658, ASTMX10480
OG0001506	AMPFI_22691	ASTMX16668, ASTMX02040
OG0001507	AMPFI_02586, AMPFI_16748	ASTMX04595, ASTMX10941, ASTMX13047
OG0001508	AMPFI_01605	ASTMX16208, ASTMX16207
OG0001509	AMPFI_22351	ASTMX17942
OG0001509	AMPFI_24011	ASTMX18743, ASTMX06334
OG0001510	AMPFI_24135	ASTMX20539
OG0001511	AMPFI_24393	ASTMX18393, ASTMX02680
OG0001513	AMPFI_05914	ASTMX14668, ASTMX14669, ASTMX05393, ASTMX15300
OG0001514	AMPFI_05173	ASTMX17600, ASTMX19950, ASTMX08119
OG0001515	AMPFI_22558	ASTMX13055, ASTMX11972
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	ASTMX06094, ASTMX22766
OG0001517	AMPFI_19672	ASTMX05080, ASTMX07941
OG0001518	AMPFI_20936	ASTMX10339, ASTMX09456
OG0001520	AMPFI_11649, AMPFI_06123	ASTMX04278
OG0001523	AMPFI_21945	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261
OG0001524	AMPFI_12143	ASTMX02800
OG0001524	AMPFI_24831	ASTMX10909
OG0001525	AMPFI_18416	ASTMX03602
OG0001527	AMPFI_06183	ASTMX03505
OG0001529	AMPFI_24259	ASTMX09418, ASTMX00938, ASTMX00780
OG0001531	AMPFI_13148	ASTMX12093, ASTMX01941, ASTMX07973, ASTMX13493
OG0001532	AMPFI_06472	ASTMX04808, ASTMX17443, ASTMX02683, ASTMX09204, ASTMX06449
OG0001533	AMPFI_11865	ASTMX12054, ASTMX05383, ASTMX00173
OG0001534	AMPFI_24532, AMPFI_01303, AMPFI_12321	ASTMX18082, ASTMX07715, ASTMX20898, ASTMX01419
OG0001536	AMPFI_24601	ASTMX21864, ASTMX11568, ASTMX15808
OG0001538	AMPFI_06922	ASTMX10517, ASTMX02477, ASTMX03859
OG0001545	AMPFI_07768	ASTMX03396, ASTMX18260, ASTMX09148, ASTMX14733
OG0001546	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267	ASTMX10973, ASTMX01598
OG0001549	AMPFI_01171, AMPFI_04433	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254
OG0001550	AMPFI_12309, AMPFI_21451	ASTMX18336, ASTMX06212
OG0001551	AMPFI_18500	ASTMX01345, ASTMX03884
OG0001552	AMPFI_21436, AMPFI_14762, AMPFI_14933, AMPFI_14932, AMPFI_20376, AMPFI_20377	ASTMX18767
OG0001553	AMPFI_24765	ASTMX13473, ASTMX02742, ASTMX20664
OG0001554	AMPFI_06413	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008
OG0001557	AMPFI_09537	ASTMX20060
OG0001558	AMPFI_15140	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558
OG0001559	AMPFI_05445	ASTMX04609, ASTMX03837, ASTMX21052
OG0001560	AMPFI_08835	ASTMX02440
OG0001561	AMPFI_06589	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235
OG0001562	AMPFI_05912	ASTMX18908
OG0001563	AMPFI_13947, AMPFI_22270	ASTMX16894
OG0001564	AMPFI_01949, AMPFI_20454	ASTMX08775, ASTMX04344, ASTMX08787
OG0001566	AMPFI_23598	ASTMX01234, ASTMX16422
OG0001567	AMPFI_05324	ASTMX04861, ASTMX05681
OG0001568	AMPFI_05220	ASTMX14315
OG0001569	AMPFI_09953	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813
OG0001570	AMPFI_12059	ASTMX17213
OG0001572	AMPFI_12157	ASTMX10710
OG0001572	AMPFI_15021	ASTMX21679
OG0001573	AMPFI_05942	ASTMX07410, ASTMX09054
OG0001574	AMPFI_09279	ASTMX04955, ASTMX14909, ASTMX14908, ASTMX10114
OG0001576	AMPFI_16525	ASTMX04056
OG0001577	AMPFI_07336	ASTMX22840
OG0001578	AMPFI_11954	ASTMX17269
OG0001580	AMPFI_13898	ASTMX17141, ASTMX00422, ASTMX07082
OG0001581	AMPFI_14541, AMPFI_22362	ASTMX16532
OG0001582	AMPFI_01796, AMPFI_13928	ASTMX05961, ASTMX13814, ASTMX08233, ASTMX17082
OG0001583	AMPFI_20716	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877
OG0001584	AMPFI_15798	ASTMX21214
OG0001584	AMPFI_22734	ASTMX16901
OG0001589	AMPFI_11604	ASTMX19867
OG0001590	AMPFI_24468	ASTMX14704
OG0001592	AMPFI_20340, AMPFI_22753	ASTMX00643, ASTMX07089, ASTMX03557, ASTMX03556, ASTMX19200, ASTMX12025
OG0001593	AMPFI_15712	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255
OG0001594	AMPFI_18261, AMPFI_11597	ASTMX03704
OG0001595	AMPFI_02395, AMPFI_15687, AMPFI_06854	ASTMX11941
OG0001596	AMPFI_14311, AMPFI_21924	ASTMX20215, ASTMX07221, ASTMX08395, ASTMX02127
OG0001596	AMPFI_21524	ASTMX17112
OG0001597	AMPFI_13604	ASTMX12010
OG0001597	AMPFI_12341	ASTMX02205
OG0001598	AMPFI_12444, AMPFI_14998	ASTMX20268, ASTMX15183, ASTMX20566, ASTMX05564
OG0001599	AMPFI_03121	ASTMX14693, ASTMX18782
OG0001600	AMPFI_10540	ASTMX00827, ASTMX04589, ASTMX16583, ASTMX11957, ASTMX16357
OG0001603	AMPFI_09372	ASTMX22513
OG0001604	AMPFI_04179	ASTMX20038
OG0001604	AMPFI_13911	ASTMX22550, ASTMX05873
OG0001605	AMPFI_24911, AMPFI_18083	ASTMX17869, ASTMX10907, ASTMX17438, ASTMX13921
OG0001606	AMPFI_03478	ASTMX19946
OG0001608	AMPFI_07127	ASTMX13914, ASTMX16442, ASTMX00272
OG0001609	AMPFI_10765	ASTMX05434
OG0001609	AMPFI_06902	ASTMX10748
OG0001610	AMPFI_05189	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390
OG0001611	AMPFI_12536	ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933
OG0001612	AMPFI_24849	ASTMX08047
OG0001614	AMPFI_14043	ASTMX11931
OG0001614	AMPFI_09076	ASTMX01689
OG0001617	AMPFI_25615	ASTMX09414, ASTMX08375, ASTMX07272, ASTMX08862
OG0001620	AMPFI_12324	ASTMX09139, ASTMX06536, ASTMX11560
OG0001621	AMPFI_09527	ASTMX22157, ASTMX01413, ASTMX19883
OG0001622	AMPFI_23787	ASTMX12674, ASTMX13967, ASTMX13341, ASTMX13342
OG0001624	AMPFI_12384	ASTMX01754, ASTMX01222, ASTMX04277, ASTMX13741
OG0001627	AMPFI_13242	ASTMX10150
OG0001627	AMPFI_22299	ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106
OG0001628	AMPFI_14676	ASTMX10611
OG0001628	AMPFI_12805	ASTMX13713
OG0001630	AMPFI_09150	ASTMX05682, ASTMX08423, ASTMX10758, ASTMX08422, ASTMX08421, ASTMX10759
