Orthogroup	AMPFI_ok	XENTR
OG0001021	AMPFI_14678	XENTR03042
OG0001022	AMPFI_10268	XENTR18242, XENTR09212, XENTR08786, XENTR08785
OG0001023	AMPFI_08517	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481
OG0001026	AMPFI_19437, AMPFI_10730	XENTR15606
OG0001026	AMPFI_03842	XENTR01794
OG0001028	AMPFI_24614	XENTR08088, XENTR09574, XENTR09575
OG0001029	AMPFI_16108	XENTR00509, XENTR04608
OG0001029	AMPFI_15855	XENTR00697, XENTR10786, XENTR11720
OG0001030	AMPFI_23968	XENTR10641, XENTR13221
OG0001030	AMPFI_06508	XENTR11652, XENTR00593
OG0001031	AMPFI_05042	XENTR08916
OG0001032	AMPFI_16468	XENTR01314, XENTR15209, XENTR06823
OG0001033	AMPFI_11384	XENTR11737, XENTR02706
OG0001033	AMPFI_08349	XENTR00028, XENTR04288, XENTR04289, XENTR10639
OG0001034	AMPFI_26029, AMPFI_15409	XENTR13970, XENTR02918
OG0001036	AMPFI_23633	XENTR15810, XENTR02160
OG0001037	AMPFI_24179	XENTR06792, XENTR04702
OG0001039	AMPFI_08765	XENTR10799, XENTR11115
OG0001042	AMPFI_15466, AMPFI_23740	XENTR15139, XENTR17123, XENTR16376
OG0001044	AMPFI_20764, AMPFI_04650	XENTR05073, XENTR01479
OG0001044	AMPFI_21140, AMPFI_22224	XENTR18041
OG0001046	AMPFI_00692	XENTR01853, XENTR03892, XENTR03891, XENTR10518
OG0001047	AMPFI_09147, AMPFI_02704, AMPFI_20549	XENTR15460, XENTR09715, XENTR19101, XENTR05905
OG0001048	AMPFI_24104, AMPFI_00575	XENTR06473, XENTR14297, XENTR16609
OG0001049	AMPFI_10283	XENTR00286
OG0001049	AMPFI_08679	XENTR03223
OG0001050	AMPFI_10641	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902
OG0001051	AMPFI_05276	XENTR08792
OG0001053	AMPFI_08985	XENTR07525, XENTR04868, XENTR07295
OG0001057	AMPFI_16672	XENTR07434, XENTR15414
OG0001058	AMPFI_03304	XENTR09698, XENTR10813
OG0001059	AMPFI_13123	XENTR16833
OG0001060	AMPFI_23440	XENTR14378
OG0001062	AMPFI_00636	XENTR02358, XENTR00517, XENTR00439
OG0001063	AMPFI_06965	XENTR01633
OG0001065	AMPFI_17895	XENTR14400, XENTR14851
OG0001067	AMPFI_07922	XENTR15131, XENTR06306, XENTR12290
OG0001068	AMPFI_16104, AMPFI_09935, AMPFI_09937, AMPFI_11068	XENTR00265, XENTR17429, XENTR17428
OG0001072	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446	XENTR01131
OG0001072	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751	XENTR14054
OG0001073	AMPFI_19188	XENTR13757, XENTR03448, XENTR09013
OG0001075	AMPFI_00014	XENTR05482, XENTR14239, XENTR06059
OG0001076	AMPFI_03111, AMPFI_09505, AMPFI_03148, AMPFI_21677	XENTR04369, XENTR03450
OG0001077	AMPFI_17348	XENTR02919
OG0001078	AMPFI_08816	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	AMPFI_02862	XENTR02342, XENTR18570
OG0001080	AMPFI_00813	XENTR17306
OG0001080	AMPFI_09613	XENTR00219, XENTR05053
OG0001081	AMPFI_07991	XENTR11483, XENTR11482
OG0001082	AMPFI_11475	XENTR04166, XENTR03787
OG0001083	AMPFI_01600	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001085	AMPFI_03348	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001086	AMPFI_12526	XENTR14767, XENTR08988, XENTR08989, XENTR09494
OG0001089	AMPFI_25612	XENTR12503
OG0001091	AMPFI_08267	XENTR11804
OG0001092	AMPFI_23695	XENTR04356
OG0001092	AMPFI_21806	XENTR04358
OG0001093	AMPFI_00814, AMPFI_01496	XENTR14801, XENTR06916, XENTR05391
OG0001094	AMPFI_07987	XENTR06671, XENTR12802, XENTR09938
OG0001095	AMPFI_21259	XENTR12897, XENTR04215
OG0001096	AMPFI_10807, AMPFI_10808, AMPFI_22875	XENTR04979, XENTR04980, XENTR10593
OG0001101	AMPFI_12698	XENTR16380
OG0001102	AMPFI_21024	XENTR00597
OG0001102	AMPFI_14421	XENTR08075
OG0001103	AMPFI_02682	XENTR11707
OG0001103	AMPFI_24729	XENTR08189
OG0001104	AMPFI_11622	XENTR13239
OG0001105	AMPFI_12581	XENTR00250
OG0001106	AMPFI_04453	XENTR12570
OG0001107	AMPFI_19311	XENTR10533, XENTR02061, XENTR02717
OG0001108	AMPFI_13440	XENTR08568
OG0001108	AMPFI_13784	XENTR01519
OG0001109	AMPFI_10273, AMPFI_13387	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001110	AMPFI_05484	XENTR01316, XENTR07736
OG0001112	AMPFI_06514	XENTR08598, XENTR07078
OG0001114	AMPFI_25604	XENTR05283, XENTR05282, XENTR18949
OG0001115	AMPFI_24646, AMPFI_25273	XENTR18977, XENTR15749, XENTR18459, XENTR14532
OG0001119	AMPFI_06894	XENTR18158
OG0001121	AMPFI_15985, AMPFI_08055	XENTR00146, XENTR15147
OG0001123	AMPFI_04929	XENTR10415
OG0001123	AMPFI_09973, AMPFI_09974	XENTR03409
OG0001124	AMPFI_15848	XENTR16582
OG0001126	AMPFI_20016	XENTR18698
OG0001126	AMPFI_14567, AMPFI_07530	XENTR17124
OG0001127	AMPFI_21530	XENTR08219, XENTR08218, XENTR06362
OG0001127	AMPFI_00371	XENTR08217
OG0001128	AMPFI_08735	XENTR13449, XENTR13450
OG0001129	AMPFI_05280	XENTR05147, XENTR08362
OG0001130	AMPFI_06009	XENTR03434
OG0001131	AMPFI_08885	XENTR08901, XENTR13407
OG0001132	AMPFI_18757	XENTR06989
OG0001133	AMPFI_24426, AMPFI_16747	XENTR17678
OG0001133	AMPFI_21275	XENTR15362
OG0001134	AMPFI_07585	XENTR10250, XENTR00965, XENTR03216, XENTR03221
OG0001135	AMPFI_25799	XENTR14974
OG0001136	AMPFI_07457	XENTR10642, XENTR00557, XENTR12118
OG0001137	AMPFI_25398	XENTR12668, XENTR04145
OG0001138	AMPFI_08224	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	AMPFI_16920	XENTR12289
OG0001139	AMPFI_10168	XENTR07646, XENTR17010
OG0001140	AMPFI_22519	XENTR00230, XENTR13675, XENTR13933
OG0001141	AMPFI_18156, AMPFI_05552	XENTR05715
OG0001143	AMPFI_13922, AMPFI_07389	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001144	AMPFI_09246	XENTR08544, XENTR07178, XENTR03323, XENTR03322
OG0001146	AMPFI_05945	XENTR04404, XENTR04096, XENTR12242
OG0001148	AMPFI_05179	XENTR10476
OG0001154	AMPFI_19788	XENTR13800, XENTR19207
OG0001155	AMPFI_06783	XENTR09180
OG0001155	AMPFI_17194	XENTR04938
OG0001156	AMPFI_16501	XENTR07093, XENTR06912, XENTR01092
OG0001157	AMPFI_22565, AMPFI_15206, AMPFI_00579, AMPFI_15205	XENTR04127
OG0001158	AMPFI_14324, AMPFI_03369	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	AMPFI_15637	XENTR13277
OG0001160	AMPFI_18833	XENTR08948, XENTR07949
OG0001161	AMPFI_10090	XENTR05290, XENTR17947
OG0001162	AMPFI_21383	XENTR10454, XENTR14933
OG0001164	AMPFI_21888	XENTR00877
OG0001165	AMPFI_11630	XENTR03624
OG0001167	AMPFI_05454	XENTR07709, XENTR06636, XENTR08900
OG0001168	AMPFI_05372	XENTR12949, XENTR06904, XENTR00455
OG0001169	AMPFI_09626	XENTR18438
OG0001170	AMPFI_16363	XENTR14412
OG0001170	AMPFI_08205	XENTR14411
OG0001171	AMPFI_04677	XENTR06589
OG0001171	AMPFI_21141	XENTR07471, XENTR02457
OG0001172	AMPFI_09322	XENTR06358, XENTR09420
OG0001173	AMPFI_20736, AMPFI_25116, AMPFI_25548, AMPFI_24169	XENTR06289, XENTR03346, XENTR03345
OG0001174	AMPFI_23115	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963
OG0001175	AMPFI_11579, AMPFI_01291	XENTR04334, XENTR01937
OG0001176	AMPFI_17036	XENTR04321
OG0001177	AMPFI_08044	XENTR04520
OG0001178	AMPFI_18821	XENTR00333
OG0001178	AMPFI_01492	XENTR02313
OG0001179	AMPFI_25942, AMPFI_06700	XENTR01714
OG0001181	AMPFI_10170	XENTR02917, XENTR13969
OG0001182	AMPFI_23673	XENTR04131, XENTR14389, XENTR06978, XENTR10070
OG0001183	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752	XENTR15931, XENTR15930
OG0001184	AMPFI_20865	XENTR11761
OG0001184	AMPFI_08874	XENTR16633
OG0001185	AMPFI_07596	XENTR05474, XENTR09610, XENTR09609
OG0001186	AMPFI_07934	XENTR07680, XENTR03745
OG0001186	AMPFI_10517	XENTR03736
OG0001187	AMPFI_23801	XENTR11283
OG0001188	AMPFI_02144	XENTR12660, XENTR10956, XENTR04124
OG0001190	AMPFI_02258, AMPFI_24898	XENTR06259, XENTR16660, XENTR16659
OG0001191	AMPFI_06865	XENTR02213, XENTR13144, XENTR08963
OG0001196	AMPFI_05001	XENTR18694, XENTR11054, XENTR19094
OG0001197	AMPFI_13739	XENTR14109
OG0001198	AMPFI_11677, AMPFI_01112	XENTR13281
OG0001198	AMPFI_14243	XENTR16301
OG0001199	AMPFI_25970	XENTR12723
OG0001200	AMPFI_13405	XENTR03069
OG0001201	AMPFI_02387	XENTR17811
OG0001202	AMPFI_07863	XENTR11567, XENTR11566
OG0001204	AMPFI_14021, AMPFI_11338	XENTR13340
OG0001205	AMPFI_13876	XENTR14919
OG0001207	AMPFI_02832	XENTR10602, XENTR06956, XENTR16548
OG0001208	AMPFI_25578	XENTR05399, XENTR14797
OG0001209	AMPFI_10000	XENTR17550
OG0001210	AMPFI_13828	XENTR12983
OG0001210	AMPFI_05417	XENTR09378
OG0001211	AMPFI_10364	XENTR04154, XENTR06866
OG0001212	AMPFI_11836, AMPFI_24007	XENTR17241, XENTR17240
OG0001213	AMPFI_07381	XENTR10507
OG0001213	AMPFI_18186	XENTR01205
OG0001215	AMPFI_10063	XENTR12954, XENTR16550, XENTR16549
OG0001216	AMPFI_06120	XENTR13109
OG0001217	AMPFI_07018	XENTR07688, XENTR11580, XENTR00148
OG0001218	AMPFI_18506	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	AMPFI_23839	XENTR03647, XENTR18228, XENTR12113
OG0001220	AMPFI_12004	XENTR06344, XENTR06343
OG0001221	AMPFI_09440	XENTR15915
OG0001223	AMPFI_23890	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	AMPFI_01499	XENTR18588
OG0001225	AMPFI_05889	XENTR09310, XENTR06994, XENTR15732
OG0001226	AMPFI_06001	XENTR05450
OG0001227	AMPFI_12556	XENTR05921
OG0001231	AMPFI_23517	XENTR03878, XENTR01648
OG0001232	AMPFI_08459, AMPFI_09206, AMPFI_03213	XENTR01820
OG0001233	AMPFI_12663, AMPFI_14959, AMPFI_17326	XENTR15515
OG0001238	AMPFI_08671	XENTR08981
OG0001238	AMPFI_08263	XENTR12621, XENTR06928, XENTR03786
OG0001241	AMPFI_10474	XENTR12971
OG0001241	AMPFI_05156	XENTR07087, XENTR02055
OG0001243	AMPFI_09177	XENTR17516, XENTR17517
OG0001245	AMPFI_07722	XENTR09296
OG0001247	AMPFI_24091	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001249	AMPFI_23310	XENTR10238, XENTR10239, XENTR04710, XENTR00318
OG0001250	AMPFI_07433	XENTR10529, XENTR04777, XENTR07316
OG0001251	AMPFI_15272	XENTR12411
OG0001252	AMPFI_21190, AMPFI_00156	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	AMPFI_05658	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001256	AMPFI_15458	XENTR12356
OG0001261	AMPFI_21898	XENTR03563, XENTR16999
OG0001262	AMPFI_14619	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	AMPFI_11017	XENTR06868
OG0001264	AMPFI_05271	XENTR02490, XENTR03731, XENTR05140
OG0001267	AMPFI_16785	XENTR14460
OG0001267	AMPFI_03197	XENTR06333
OG0001268	AMPFI_21846	XENTR08282
OG0001268	AMPFI_17603	XENTR18855
OG0001270	AMPFI_10234	XENTR01782
OG0001270	AMPFI_15423	XENTR12521, XENTR12522
OG0001271	AMPFI_12722	XENTR17754, XENTR02751, XENTR07226
OG0001272	AMPFI_10847	XENTR18340, XENTR09464, XENTR00960
OG0001273	AMPFI_08982	XENTR13224, XENTR14752, XENTR14082
OG0001274	AMPFI_01753	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	AMPFI_05849	XENTR14625
OG0001276	AMPFI_14910	XENTR09721, XENTR13760
OG0001278	AMPFI_10211	XENTR09813
OG0001279	AMPFI_05903	XENTR11976, XENTR14916
OG0001280	AMPFI_23298	XENTR13872, XENTR04350, XENTR07156
OG0001284	AMPFI_11093	XENTR15697
OG0001284	AMPFI_06659	XENTR01467, XENTR01466
OG0001287	AMPFI_14082	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	AMPFI_00778	XENTR05832, XENTR05833
OG0001290	AMPFI_18904	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	AMPFI_17861	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	AMPFI_10776	XENTR03404, XENTR01086
OG0001293	AMPFI_14701	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	AMPFI_01514	XENTR08985, XENTR08984
OG0001295	AMPFI_06419	XENTR07162, XENTR07111
OG0001295	AMPFI_07601	XENTR10843, XENTR03343
OG0001296	AMPFI_12346	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001297	AMPFI_16113	XENTR07068, XENTR07067, XENTR01254, XENTR17500
OG0001300	AMPFI_08329	XENTR09380, XENTR15087, XENTR13396
OG0001302	AMPFI_15529	XENTR00019
OG0001302	AMPFI_08047	XENTR05127, XENTR05128
OG0001304	AMPFI_10342	XENTR13603, XENTR09891, XENTR07804, XENTR02497
OG0001305	AMPFI_00755	XENTR06508, XENTR06784, XENTR15394
OG0001306	AMPFI_19010	XENTR00068
OG0001306	AMPFI_21641	XENTR06783
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	XENTR08924, XENTR10339, XENTR11736
OG0001309	AMPFI_12360	XENTR12950
OG0001310	AMPFI_04482, AMPFI_16368	XENTR02393
OG0001310	AMPFI_06804	XENTR15418
OG0001311	AMPFI_12130	XENTR11767
OG0001313	AMPFI_10514, AMPFI_03552	XENTR06253
OG0001315	AMPFI_03331	XENTR18202, XENTR00932, XENTR03902
OG0001316	AMPFI_11413	XENTR05492, XENTR15964, XENTR00686
OG0001317	AMPFI_14996	XENTR06399
OG0001318	AMPFI_07561	XENTR10187
OG0001318	AMPFI_11299	XENTR00640
OG0001319	AMPFI_11777	XENTR00669, XENTR10926, XENTR09062
OG0001320	AMPFI_25009, AMPFI_10016	XENTR12547
OG0001320	AMPFI_00452	XENTR13078, XENTR04130
OG0001321	AMPFI_00079	XENTR11250, XENTR11532, XENTR11534
OG0001322	AMPFI_10344	XENTR10160, XENTR16770
OG0001322	AMPFI_23671	XENTR07426
OG0001323	AMPFI_22091	XENTR04149, XENTR14533, XENTR06661, XENTR12671
OG0001324	AMPFI_20900, AMPFI_04734, AMPFI_24533	XENTR08414
OG0001326	AMPFI_12886	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848
OG0001327	AMPFI_15522	XENTR10101, XENTR14547
OG0001328	AMPFI_20082	XENTR09916
OG0001329	AMPFI_21747	XENTR00757
OG0001330	AMPFI_05140	XENTR14976, XENTR11097, XENTR10939
OG0001331	AMPFI_12424	XENTR14937, XENTR18315
OG0001332	AMPFI_20259	XENTR11574, XENTR14153, XENTR14152
OG0001333	AMPFI_00843, AMPFI_13930	XENTR01835
OG0001339	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490	XENTR10662, XENTR05180
OG0001341	AMPFI_01027	XENTR17450
OG0001344	AMPFI_22417	XENTR06464
OG0001345	AMPFI_09770	XENTR02832
OG0001348	AMPFI_00159	XENTR02721, XENTR02053
OG0001350	AMPFI_25832	XENTR00070
OG0001351	AMPFI_22361	XENTR02308
OG0001352	AMPFI_15694, AMPFI_18452, AMPFI_22485	XENTR02276, XENTR07810
OG0001354	AMPFI_24004	XENTR12221, XENTR00037, XENTR04304
OG0001355	AMPFI_14446	XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	AMPFI_01615	XENTR11301, XENTR02362, XENTR06819
OG0001357	AMPFI_24417	XENTR05091, XENTR02425, XENTR12657
OG0001360	AMPFI_12400, AMPFI_23660	XENTR05571
OG0001362	AMPFI_22273	XENTR09103
OG0001362	AMPFI_13811	XENTR15980
OG0001363	AMPFI_00070, AMPFI_09800, AMPFI_08365	XENTR09917, XENTR06150
OG0001364	AMPFI_14823, AMPFI_11134	XENTR17966, XENTR03257
OG0001365	AMPFI_13985, AMPFI_25879, AMPFI_10449	XENTR03966, XENTR05559
OG0001366	AMPFI_17877	XENTR03370
OG0001367	AMPFI_02161	XENTR02449, XENTR12179, XENTR12890
OG0001368	AMPFI_11158	XENTR09946, XENTR11688
OG0001369	AMPFI_22208	XENTR07049, XENTR14549, XENTR14550, XENTR10107
OG0001370	AMPFI_06706	XENTR01446
OG0001370	AMPFI_09461	XENTR09409
OG0001371	AMPFI_10372, AMPFI_15938, AMPFI_12819	XENTR09788
OG0001372	AMPFI_21335	XENTR17215
OG0001373	AMPFI_00190	XENTR01826, XENTR09130, XENTR04806
OG0001374	AMPFI_17974	XENTR15855, XENTR14140
OG0001375	AMPFI_00915	XENTR05015
OG0001375	AMPFI_06104	XENTR07997, XENTR12997
OG0001376	AMPFI_21697	XENTR13691, XENTR14498, XENTR07143
OG0001378	AMPFI_15247	XENTR01985, XENTR01998, XENTR11085, XENTR12484
OG0001379	AMPFI_14320	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100
OG0001380	AMPFI_08147	XENTR13793, XENTR03477, XENTR03478
OG0001381	AMPFI_12006	XENTR15731, XENTR09312, XENTR06992
OG0001382	AMPFI_12332	XENTR05428
OG0001384	AMPFI_23681	XENTR06196, XENTR07238
OG0001388	AMPFI_08168, AMPFI_12817, AMPFI_11142, AMPFI_13636, AMPFI_00338	XENTR06312, XENTR11586, XENTR11585
OG0001389	AMPFI_05693, AMPFI_24952	XENTR05255, XENTR05190, XENTR01018, XENTR09739
OG0001394	AMPFI_09024	XENTR16874
OG0001395	AMPFI_24070	XENTR05456, XENTR16923, XENTR11578, XENTR07687
OG0001397	AMPFI_21706	XENTR17141, XENTR17665
OG0001397	AMPFI_17878, AMPFI_10775	XENTR11843
OG0001399	AMPFI_07188	XENTR06193, XENTR06192
OG0001399	AMPFI_21935	XENTR02498, XENTR09890
OG0001400	AMPFI_24285	XENTR07182, XENTR03349, XENTR03348
OG0001402	AMPFI_26005	XENTR04534, XENTR14904, XENTR04036
OG0001403	AMPFI_17230	XENTR06529, XENTR17701, XENTR10933
OG0001404	AMPFI_18013	XENTR15166, XENTR15165
OG0001404	AMPFI_10794, AMPFI_03093	XENTR10088
OG0001405	AMPFI_15743	XENTR07643, XENTR11005
OG0001405	AMPFI_16561	XENTR16937, XENTR16938
OG0001406	AMPFI_09333	XENTR09026, XENTR05268
OG0001408	AMPFI_21365	XENTR06160, XENTR13671, XENTR01315
OG0001410	AMPFI_02616	XENTR04211, XENTR11331
OG0001411	AMPFI_10031	XENTR05513
OG0001412	AMPFI_08141	XENTR01134
OG0001413	AMPFI_15619	XENTR10327
OG0001413	AMPFI_22440	XENTR01450
OG0001414	AMPFI_24645	XENTR16760
OG0001414	AMPFI_20423	XENTR03396
OG0001415	AMPFI_19237	XENTR00799
OG0001416	AMPFI_14851	XENTR04093, XENTR17575
OG0001417	AMPFI_09940	XENTR13968
OG0001417	AMPFI_02655	XENTR05604
OG0001418	AMPFI_15591	XENTR11447, XENTR00014, XENTR05877, XENTR04739
OG0001419	AMPFI_25243, AMPFI_17376	XENTR07503, XENTR07502, XENTR02430, XENTR02429
OG0001421	AMPFI_22931	XENTR11642, XENTR10761, XENTR11862
OG0001422	AMPFI_23699	XENTR07180, XENTR03319
OG0001423	AMPFI_19050, AMPFI_22796	XENTR11753, XENTR07724, XENTR12211
OG0001424	AMPFI_01906	XENTR09472
OG0001425	AMPFI_13079	XENTR00165, XENTR10054, XENTR15292
OG0001427	AMPFI_07391	XENTR19013, XENTR12966
OG0001428	AMPFI_11938	XENTR08058
OG0001429	AMPFI_15702	XENTR06303, XENTR08005
OG0001430	AMPFI_07622	XENTR11865, XENTR09506, XENTR03841, XENTR12647
OG0001431	AMPFI_11117	XENTR12951, XENTR14198
OG0001432	AMPFI_07409	XENTR18322, XENTR18323
OG0001433	AMPFI_00657	XENTR12757, XENTR01397, XENTR08074
OG0001434	AMPFI_18441, AMPFI_12885, AMPFI_06188, AMPFI_09637	XENTR14256, XENTR14257, XENTR14255
OG0001437	AMPFI_07780, AMPFI_13432	XENTR07683, XENTR08203
OG0001438	AMPFI_17699	XENTR00285, XENTR09773, XENTR08265, XENTR08266, XENTR08739
OG0001441	AMPFI_01278	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537
OG0001445	AMPFI_06828	XENTR00603, XENTR11995
OG0001446	AMPFI_04574, AMPFI_17048, AMPFI_21716, AMPFI_19480, AMPFI_18957	XENTR11107
OG0001447	AMPFI_14165	XENTR06688, XENTR11993, XENTR11860
OG0001449	AMPFI_17066	XENTR18530
OG0001449	AMPFI_22357	XENTR17594
OG0001451	AMPFI_16214	XENTR09852
OG0001452	AMPFI_17582	XENTR05846, XENTR01476, XENTR12152
OG0001453	AMPFI_20721	XENTR15215, XENTR02669
OG0001455	AMPFI_16555	XENTR00058, XENTR11013, XENTR05881, XENTR12230
OG0001456	AMPFI_00318	XENTR09379
OG0001459	AMPFI_19783	XENTR19263, XENTR05668
OG0001460	AMPFI_23946	XENTR14447
OG0001461	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344	XENTR05990
OG0001464	AMPFI_22525, AMPFI_17212	XENTR03158, XENTR17134, XENTR06200
OG0001466	AMPFI_23243	XENTR16300
OG0001466	AMPFI_06839	XENTR03641
OG0001467	AMPFI_23736	XENTR16639
OG0001468	AMPFI_19331	XENTR04167, XENTR10607
OG0001469	AMPFI_02483	XENTR01260
OG0001470	AMPFI_01501	XENTR08880, XENTR08883
OG0001472	AMPFI_01053	XENTR12389
OG0001472	AMPFI_03075	XENTR13330
OG0001473	AMPFI_03739, AMPFI_01823	XENTR16670, XENTR04818, XENTR04817
OG0001474	AMPFI_18399	XENTR18010
OG0001474	AMPFI_21316	XENTR01827
OG0001475	AMPFI_12031, AMPFI_15659	XENTR12916
OG0001476	AMPFI_07443, AMPFI_07837	XENTR11401
OG0001477	AMPFI_17380	XENTR00994
OG0001478	AMPFI_01874	XENTR14390
OG0001479	AMPFI_06247	XENTR01295, XENTR15874, XENTR09664
OG0001480	AMPFI_21537	XENTR08394, XENTR12252, XENTR14932
OG0001481	AMPFI_15128	XENTR08156, XENTR03822
OG0001483	AMPFI_05890, AMPFI_08005	XENTR10570
OG0001484	AMPFI_10813	XENTR07065
OG0001486	AMPFI_03189	XENTR14269, XENTR05434, XENTR04448, XENTR04449
OG0001488	AMPFI_22555, AMPFI_21159, AMPFI_03583, AMPFI_03748	XENTR17821
OG0001489	AMPFI_21994	XENTR00338, XENTR12149
OG0001490	AMPFI_13984	XENTR16191, XENTR12791, XENTR03053
OG0001492	AMPFI_14495	XENTR06535, XENTR01139
OG0001493	AMPFI_23286	XENTR09429
OG0001493	AMPFI_21759	XENTR14218, XENTR06696
OG0001495	AMPFI_01445	XENTR13170
OG0001496	AMPFI_04050	XENTR07933
OG0001498	AMPFI_14616, AMPFI_02778	XENTR17050, XENTR18305
OG0001500	AMPFI_03212	XENTR08590, XENTR12582, XENTR10830
OG0001501	AMPFI_21405	XENTR06683, XENTR06684, XENTR12986
OG0001503	AMPFI_03346	XENTR14751
OG0001503	AMPFI_06513	XENTR05638
OG0001505	AMPFI_04877, AMPFI_09677	XENTR00271
OG0001506	AMPFI_22691	XENTR00266, XENTR08441, XENTR08440
OG0001507	AMPFI_02586, AMPFI_16748	XENTR08992, XENTR07481
OG0001508	AMPFI_01605	XENTR15984, XENTR15983, XENTR11480, XENTR11479
OG0001509	AMPFI_22351	XENTR04530
OG0001509	AMPFI_24011	XENTR10571, XENTR03196
OG0001511	AMPFI_24393	XENTR03205
OG0001513	AMPFI_05914	XENTR03148, XENTR05200
OG0001514	AMPFI_05173	XENTR09780, XENTR08966, XENTR10498
OG0001515	AMPFI_22558	XENTR04041, XENTR04537
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	XENTR11018
OG0001517	AMPFI_19672	XENTR13941, XENTR13905
OG0001518	AMPFI_20936	XENTR06101, XENTR00879
OG0001520	AMPFI_11649, AMPFI_06123	XENTR12857, XENTR05173
OG0001523	AMPFI_21945	XENTR10881, XENTR17742
OG0001524	AMPFI_12143	XENTR09548
OG0001524	AMPFI_24831	XENTR00484
OG0001525	AMPFI_18416	XENTR12515, XENTR12514
OG0001527	AMPFI_06183	XENTR01509
OG0001527	AMPFI_10281	XENTR15735
OG0001529	AMPFI_24259	XENTR02811, XENTR02810, XENTR08383
OG0001531	AMPFI_13148	XENTR12449, XENTR11571, XENTR08724
OG0001532	AMPFI_06472	XENTR11612, XENTR16708, XENTR06237
OG0001533	AMPFI_11865	XENTR07080, XENTR17861
OG0001534	AMPFI_24532, AMPFI_01303, AMPFI_12321	XENTR05627, XENTR06763, XENTR05628
OG0001536	AMPFI_24601	XENTR00181, XENTR02934
OG0001538	AMPFI_06922	XENTR15405
OG0001545	AMPFI_07768	XENTR08623, XENTR05315, XENTR18196
OG0001546	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267	XENTR02403, XENTR05092
OG0001549	AMPFI_01171, AMPFI_04433	XENTR06613, XENTR07982, XENTR02588
OG0001550	AMPFI_12309, AMPFI_21451	XENTR12624
OG0001551	AMPFI_18500	XENTR05545, XENTR05547
OG0001552	AMPFI_21436, AMPFI_14762, AMPFI_14933, AMPFI_14932, AMPFI_20376, AMPFI_20377	XENTR07028
OG0001553	AMPFI_24765	XENTR02229, XENTR09430, XENTR09742
OG0001554	AMPFI_06413	XENTR08488, XENTR05924
OG0001557	AMPFI_09537	XENTR11819
OG0001558	AMPFI_15140	XENTR16416, XENTR06488
OG0001559	AMPFI_05445	XENTR09039, XENTR06623
OG0001560	AMPFI_08835	XENTR12473, XENTR04353, XENTR13870, XENTR12299
OG0001561	AMPFI_06589	XENTR16133, XENTR07954, XENTR01341
OG0001563	AMPFI_13947, AMPFI_22270	XENTR12134
OG0001564	AMPFI_01949, AMPFI_20454	XENTR03255, XENTR05932
OG0001566	AMPFI_23598	XENTR12398, XENTR12399, XENTR04955
OG0001567	AMPFI_05324	XENTR10094, XENTR00289
