Orthogroup	AMPFI_ok	ORYLA
OG0000830	AMPFI_17584	ORYLA00649, ORYLA19799
OG0000831	AMPFI_23384	ORYLA06570
OG0000833	AMPFI_07344	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637
OG0000834	AMPFI_19170	ORYLA00202
OG0000835	AMPFI_11868	ORYLA12380, ORYLA15340
OG0000836	AMPFI_08670	ORYLA14809, ORYLA12408, ORYLA13624
OG0000837	AMPFI_18684	ORYLA19078
OG0000837	AMPFI_23242	ORYLA01945, ORYLA01944, ORYLA04744
OG0000838	AMPFI_11876	ORYLA18293, ORYLA11142
OG0000841	AMPFI_11477	ORYLA01641, ORYLA15191, ORYLA11622
OG0000842	AMPFI_11234	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014
OG0000844	AMPFI_00178	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955
OG0000845	AMPFI_11310	ORYLA03586
OG0000846	AMPFI_20432, AMPFI_00916, AMPFI_11870, AMPFI_15519, AMPFI_24360	ORYLA03361, ORYLA02305, ORYLA04183
OG0000847	AMPFI_13534	ORYLA07949
OG0000847	AMPFI_06619	ORYLA16880
OG0000848	AMPFI_13198	ORYLA04036, ORYLA00460, ORYLA01410
OG0000848	AMPFI_00046	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814
OG0000849	AMPFI_24685	ORYLA15667, ORYLA13688
OG0000850	AMPFI_19396	ORYLA10312, ORYLA12941
OG0000850	AMPFI_03228	ORYLA04650, ORYLA04651
OG0000851	AMPFI_16121	ORYLA09558, ORYLA08388
OG0000852	AMPFI_08444	ORYLA01694, ORYLA05767, ORYLA05768
OG0000852	AMPFI_13668	ORYLA15572, ORYLA02133, ORYLA02134
OG0000853	AMPFI_25610, AMPFI_22873	ORYLA10745, ORYLA04257, ORYLA03398
OG0000855	AMPFI_17874, AMPFI_17347	ORYLA03234
OG0000857	AMPFI_00242	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	AMPFI_11878	ORYLA04524
OG0000859	AMPFI_22052	ORYLA19103, ORYLA12697, ORYLA17341, ORYLA07145, ORYLA01993
OG0000860	AMPFI_05098	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306
OG0000868	AMPFI_07891	ORYLA11338, ORYLA10412
OG0000868	AMPFI_13621	ORYLA08444, ORYLA08443
OG0000869	AMPFI_09269	ORYLA15399
OG0000871	AMPFI_06057	ORYLA00978
OG0000871	AMPFI_13424	ORYLA00890
OG0000872	AMPFI_14533	ORYLA20287
OG0000874	AMPFI_17002	ORYLA03179, ORYLA04048, ORYLA07204
OG0000874	AMPFI_15252	ORYLA01855
OG0000875	AMPFI_16915	ORYLA13326, ORYLA07093
OG0000875	AMPFI_14018	ORYLA19061
OG0000876	AMPFI_21327	ORYLA18338
OG0000878	AMPFI_21072	ORYLA06030
OG0000879	AMPFI_24002	ORYLA06599
OG0000879	AMPFI_08219	ORYLA15760, ORYLA10296
OG0000880	AMPFI_09014	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002
OG0000881	AMPFI_02071	ORYLA01916, ORYLA05888
OG0000881	AMPFI_13230	ORYLA04374, ORYLA03100
OG0000882	AMPFI_03689, AMPFI_23821	ORYLA08988, ORYLA13972, ORYLA11874
OG0000883	AMPFI_03120	ORYLA12330, ORYLA12809
OG0000887	AMPFI_07646	ORYLA06407
OG0000888	AMPFI_15204	ORYLA05760, ORYLA12980, ORYLA06869
OG0000888	AMPFI_11657	ORYLA17907
OG0000889	AMPFI_16359, AMPFI_08502	ORYLA11414, ORYLA10267
OG0000890	AMPFI_20634, AMPFI_12476	ORYLA07665
OG0000890	AMPFI_03240	ORYLA12538, ORYLA11745
OG0000894	AMPFI_03215, AMPFI_21192	ORYLA07232, ORYLA00467
OG0000896	AMPFI_18659	ORYLA12742
OG0000896	AMPFI_22491, AMPFI_12466, AMPFI_26067	ORYLA18744, ORYLA04344
OG0000897	AMPFI_24854	ORYLA14707
OG0000898	AMPFI_22530	ORYLA08993
OG0000899	AMPFI_10006, AMPFI_23939	ORYLA03598, ORYLA20446
OG0000905	AMPFI_23249, AMPFI_23770, AMPFI_06111	ORYLA19283, ORYLA19282
OG0000906	AMPFI_18970, AMPFI_06795	ORYLA02787
OG0000907	AMPFI_11759	ORYLA13394
OG0000908	AMPFI_08188	ORYLA04724, ORYLA18118
OG0000909	AMPFI_09222	ORYLA11368, ORYLA19848, ORYLA10623
OG0000911	AMPFI_10644	ORYLA16469, ORYLA08345
OG0000912	AMPFI_26077	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420
OG0000913	AMPFI_01293, AMPFI_01711	ORYLA01511
OG0000914	AMPFI_07132	ORYLA14429
OG0000915	AMPFI_07903	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346
OG0000921	AMPFI_16444	ORYLA13652
OG0000923	AMPFI_00235	ORYLA07886, ORYLA09846
OG0000925	AMPFI_22605	ORYLA19836
OG0000925	AMPFI_08869	ORYLA09614
OG0000928	AMPFI_06367	ORYLA07148, ORYLA14647, ORYLA12139
OG0000929	AMPFI_23849	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000930	AMPFI_04894	ORYLA03801, ORYLA04130, ORYLA04129
OG0000932	AMPFI_09005	ORYLA17977
OG0000932	AMPFI_10461	ORYLA03357
OG0000934	AMPFI_09923	ORYLA09601, ORYLA11859
OG0000934	AMPFI_21983	ORYLA16233, ORYLA10870
OG0000935	AMPFI_08255	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839
OG0000938	AMPFI_17641, AMPFI_09760, AMPFI_06535	ORYLA11986, ORYLA13059, ORYLA01073, ORYLA01074, ORYLA00524, ORYLA07193, ORYLA00523
OG0000943	AMPFI_03474	ORYLA15376
OG0000943	AMPFI_01279	ORYLA17852
OG0000944	AMPFI_08499	ORYLA09043, ORYLA04158, ORYLA01246
OG0000945	AMPFI_11479	ORYLA12060, ORYLA00813, ORYLA05640
OG0000946	AMPFI_23608	ORYLA15133, ORYLA11209
OG0000947	AMPFI_04579	ORYLA08406, ORYLA19529, ORYLA08874
OG0000947	AMPFI_02830	ORYLA15837, ORYLA09649
OG0000949	AMPFI_05269	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000950	AMPFI_02751, AMPFI_25217	ORYLA03233, ORYLA04359, ORYLA02766, ORYLA17857
OG0000951	AMPFI_02878	ORYLA06116, ORYLA14933
OG0000951	AMPFI_16432	ORYLA04877
OG0000952	AMPFI_07302	ORYLA03901, ORYLA02988
OG0000952	AMPFI_04586	ORYLA01232, ORYLA17229, ORYLA02987
OG0000953	AMPFI_04696	ORYLA02556, ORYLA18188, ORYLA05667, ORYLA13885
OG0000954	AMPFI_20580, AMPFI_25977	ORYLA20086
OG0000954	AMPFI_05682	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	AMPFI_06758	ORYLA17644
OG0000955	AMPFI_14591	ORYLA12176
OG0000955	AMPFI_06876	ORYLA19752
OG0000957	AMPFI_23600	ORYLA13659, ORYLA18079
OG0000960	AMPFI_10077	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	AMPFI_18238	ORYLA13485, ORYLA06840, ORYLA06839
OG0000963	AMPFI_05536	ORYLA17317, ORYLA13364
OG0000964	AMPFI_17923, AMPFI_15487, AMPFI_19681	ORYLA17226
OG0000965	AMPFI_19565, AMPFI_15550	ORYLA20470
OG0000965	AMPFI_04099	ORYLA07478
OG0000966	AMPFI_13605	ORYLA19569, ORYLA17821, ORYLA02666
OG0000967	AMPFI_25346, AMPFI_07326	ORYLA19755, ORYLA04962
OG0000969	AMPFI_25200	ORYLA05704
OG0000970	AMPFI_08215	ORYLA17254, ORYLA02643
OG0000972	AMPFI_02188	ORYLA17856
OG0000972	AMPFI_09775	ORYLA03686, ORYLA18142
OG0000973	AMPFI_12954	ORYLA01659
OG0000974	AMPFI_12784, AMPFI_24248, AMPFI_16221	ORYLA03871
OG0000978	AMPFI_21210	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528	ORYLA04958, ORYLA04959
OG0000981	AMPFI_03663	ORYLA02383, ORYLA17398
OG0000982	AMPFI_14398	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000984	AMPFI_10960	ORYLA14092
OG0000984	AMPFI_15775	ORYLA13312
OG0000985	AMPFI_12470	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000986	AMPFI_07828	ORYLA02693, ORYLA17557
OG0000987	AMPFI_23099	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	AMPFI_24561	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	AMPFI_08334	ORYLA16313, ORYLA19691
OG0000994	AMPFI_08034	ORYLA11419
OG0000994	AMPFI_10949	ORYLA18398
OG0000996	AMPFI_14642	ORYLA01364, ORYLA09102, ORYLA20110
OG0000997	AMPFI_16934	ORYLA12756
OG0000999	AMPFI_12976, AMPFI_03412	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	AMPFI_10736	ORYLA09416, ORYLA00982, ORYLA11450
OG0001001	AMPFI_06409	ORYLA04326, ORYLA07294
OG0001002	AMPFI_21134	ORYLA07974, ORYLA08682
OG0001003	AMPFI_04602	ORYLA17863, ORYLA04404
OG0001005	AMPFI_08475	ORYLA18997
OG0001005	AMPFI_09343	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	AMPFI_14604	ORYLA00587
OG0001006	AMPFI_23083	ORYLA17469, ORYLA06935
OG0001007	AMPFI_02923	ORYLA17844
OG0001007	AMPFI_16097	ORYLA13224, ORYLA17845
OG0001008	AMPFI_22903	ORYLA10968, ORYLA12088
OG0001016	AMPFI_10130	ORYLA08912
OG0001016	AMPFI_08991	ORYLA08838
OG0001017	AMPFI_05282	ORYLA15745
OG0001017	AMPFI_21349	ORYLA06969, ORYLA08875
OG0001018	AMPFI_03134	ORYLA04621
OG0001021	AMPFI_14678	ORYLA19735
OG0001022	AMPFI_10268	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	AMPFI_08517	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	AMPFI_04961	ORYLA18366
OG0001026	AMPFI_03842	ORYLA08000, ORYLA00251, ORYLA17169
OG0001028	AMPFI_24614	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	AMPFI_16108	ORYLA15182, ORYLA07577
OG0001029	AMPFI_15855	ORYLA04296, ORYLA09423, ORYLA11605, ORYLA05963, ORYLA02036
OG0001030	AMPFI_23968	ORYLA06855, ORYLA12212
OG0001030	AMPFI_06508	ORYLA11995, ORYLA10701, ORYLA05220
OG0001031	AMPFI_05042	ORYLA05281
OG0001032	AMPFI_16468	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
OG0001033	AMPFI_11384	ORYLA02412, ORYLA17551
OG0001033	AMPFI_08349	ORYLA13566, ORYLA13207
OG0001034	AMPFI_26029, AMPFI_15409	ORYLA16497, ORYLA08333, ORYLA09185
OG0001036	AMPFI_23633	ORYLA15963, ORYLA02163, ORYLA05632
OG0001037	AMPFI_24179	ORYLA18034, ORYLA02947, ORYLA08956
OG0001039	AMPFI_14266	ORYLA17932
OG0001039	AMPFI_08765	ORYLA14221
OG0001042	AMPFI_15466, AMPFI_23740	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	AMPFI_00692	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001047	AMPFI_09147, AMPFI_02704, AMPFI_20549	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025
OG0001048	AMPFI_24104, AMPFI_00575	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	AMPFI_10283	ORYLA13294, ORYLA06586
OG0001049	AMPFI_08679	ORYLA03790, ORYLA15642
OG0001050	AMPFI_10641	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001053	AMPFI_08985	ORYLA20458
OG0001057	AMPFI_16672	ORYLA09608, ORYLA01089
OG0001058	AMPFI_03304	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001059	AMPFI_13123	ORYLA07025, ORYLA11863
OG0001060	AMPFI_23440	ORYLA00952
OG0001062	AMPFI_00636	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	AMPFI_06965	ORYLA04692
OG0001065	AMPFI_17895	ORYLA10407, ORYLA11700
OG0001066	AMPFI_04798	ORYLA20216, ORYLA18727
OG0001067	AMPFI_07922	ORYLA09765, ORYLA19474
OG0001068	AMPFI_16104, AMPFI_09935, AMPFI_09937, AMPFI_11068	ORYLA14036, ORYLA20235
OG0001068	AMPFI_09936	ORYLA08837, ORYLA01885, ORYLA05843
OG0001072	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446	ORYLA17591
OG0001072	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751	ORYLA18588
OG0001073	AMPFI_19188	ORYLA01147, ORYLA12256
OG0001075	AMPFI_00014	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	AMPFI_03111, AMPFI_09505, AMPFI_03148, AMPFI_21677	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	AMPFI_17348	ORYLA06555
OG0001078	AMPFI_08816	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	AMPFI_02862	ORYLA13958, ORYLA14764, ORYLA20201
OG0001080	AMPFI_00813	ORYLA06070
OG0001080	AMPFI_09613	ORYLA01954, ORYLA12745
OG0001081	AMPFI_07991	ORYLA12631, ORYLA12630
OG0001082	AMPFI_11475	ORYLA16190, ORYLA14374
OG0001083	AMPFI_01600	ORYLA08355, ORYLA01216, ORYLA10438
OG0001085	AMPFI_03348	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001086	AMPFI_12526	ORYLA03507, ORYLA10518, ORYLA10517, ORYLA01082, ORYLA04201
OG0001089	AMPFI_25612	ORYLA06013, ORYLA06012
OG0001090	AMPFI_09098	ORYLA18206
OG0001092	AMPFI_23695	ORYLA00474
OG0001092	AMPFI_21806	ORYLA00476
OG0001093	AMPFI_00814, AMPFI_01496	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876
OG0001094	AMPFI_07987	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201
OG0001095	AMPFI_21259	ORYLA13938, ORYLA08700, ORYLA02122
OG0001096	AMPFI_10807, AMPFI_10808, AMPFI_22875	ORYLA08777, ORYLA09557
OG0001101	AMPFI_12698	ORYLA10929
OG0001102	AMPFI_21024	ORYLA05217
OG0001102	AMPFI_14421	ORYLA05138
OG0001103	AMPFI_24729	ORYLA08995
OG0001104	AMPFI_11622	ORYLA12177
OG0001105	AMPFI_12581	ORYLA03632
OG0001106	AMPFI_04453	ORYLA20354
OG0001107	AMPFI_19311	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544
OG0001108	AMPFI_13440	ORYLA14450
OG0001108	AMPFI_13784	ORYLA18375
OG0001109	AMPFI_10273, AMPFI_13387	ORYLA16661, ORYLA14078
OG0001110	AMPFI_05484	ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020
OG0001112	AMPFI_06514	ORYLA12894, ORYLA09914, ORYLA08799
OG0001113	AMPFI_16641	ORYLA16987
OG0001114	AMPFI_25604	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778
OG0001115	AMPFI_24646, AMPFI_25273	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923
OG0001119	AMPFI_06894	ORYLA09259
OG0001121	AMPFI_15985, AMPFI_08055	ORYLA05153, ORYLA20092
OG0001123	AMPFI_04929	ORYLA09262
OG0001123	AMPFI_09973, AMPFI_09974	ORYLA17703
OG0001124	AMPFI_15848	ORYLA08277
OG0001126	AMPFI_14567, AMPFI_07530	ORYLA14267
OG0001127	AMPFI_21530	ORYLA06210, ORYLA08911
OG0001127	AMPFI_00371	ORYLA20099
OG0001129	AMPFI_05280	ORYLA15169, ORYLA12442, ORYLA05461
OG0001131	AMPFI_08885	ORYLA00774, ORYLA11383
OG0001132	AMPFI_18757	ORYLA15693
OG0001133	AMPFI_24426, AMPFI_16747	ORYLA01655
OG0001133	AMPFI_21275	ORYLA02500
OG0001134	AMPFI_07585	ORYLA16671
OG0001135	AMPFI_25799	ORYLA18988, ORYLA08362
OG0001136	AMPFI_07457	ORYLA13203, ORYLA06530, ORYLA12133
OG0001137	AMPFI_25398	ORYLA03035, ORYLA00090, ORYLA03842
OG0001138	AMPFI_08224	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997
OG0001139	AMPFI_16920	ORYLA15805
OG0001139	AMPFI_10168	ORYLA14857, ORYLA11008
OG0001140	AMPFI_22519	ORYLA05368, ORYLA02157, ORYLA10675
OG0001141	AMPFI_18156, AMPFI_05552	ORYLA02472, ORYLA17498
OG0001143	AMPFI_13922, AMPFI_07389	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	AMPFI_09246	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001146	AMPFI_05945	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425
OG0001148	AMPFI_05179	ORYLA01854, ORYLA05396
OG0001155	AMPFI_06783	ORYLA02504, ORYLA02505
OG0001155	AMPFI_17194	ORYLA03252
OG0001156	AMPFI_16501	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003
OG0001158	AMPFI_14324, AMPFI_03369	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120
OG0001160	AMPFI_18833	ORYLA11144, ORYLA18207
OG0001161	AMPFI_10090	ORYLA14942, ORYLA12582, ORYLA02883
OG0001162	AMPFI_21383	ORYLA03278, ORYLA04547, ORYLA08795
OG0001164	AMPFI_21888	ORYLA06374
OG0001165	AMPFI_11630	ORYLA11504
OG0001167	AMPFI_05454	ORYLA10169, ORYLA12428, ORYLA04713
OG0001168	AMPFI_05372	ORYLA01742, ORYLA14387, ORYLA15300
OG0001169	AMPFI_09626	ORYLA03593
OG0001170	AMPFI_16363	ORYLA11372
OG0001170	AMPFI_08205	ORYLA03658
OG0001171	AMPFI_04677	ORYLA09088
OG0001171	AMPFI_21141	ORYLA11731, ORYLA02030, ORYLA05693, ORYLA15553
OG0001172	AMPFI_09322	ORYLA08914, ORYLA06213, ORYLA09461
OG0001175	AMPFI_11579, AMPFI_01291	ORYLA17323, ORYLA17834, ORYLA02704
OG0001176	AMPFI_15457	ORYLA14922
OG0001177	AMPFI_08044	ORYLA07071
OG0001178	AMPFI_18821	ORYLA12858
OG0001178	AMPFI_01492	ORYLA09479
OG0001179	AMPFI_25942, AMPFI_06700	ORYLA12445, ORYLA14131
OG0001181	AMPFI_10170	ORYLA09302, ORYLA06967, ORYLA16422
OG0001182	AMPFI_23673	ORYLA04656, ORYLA10537, ORYLA17798, ORYLA12681
OG0001183	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752	ORYLA16340, ORYLA08337
OG0001184	AMPFI_20865	ORYLA01867
OG0001184	AMPFI_08874	ORYLA12325
OG0001185	AMPFI_07596	ORYLA01991, ORYLA19744, ORYLA04885
OG0001186	AMPFI_07934	ORYLA06474, ORYLA12462, ORYLA14584
OG0001186	AMPFI_10517	ORYLA12305
OG0001187	AMPFI_23801	ORYLA14064
OG0001188	AMPFI_02144	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742
OG0001190	AMPFI_02258, AMPFI_24898	ORYLA10580, ORYLA14507, ORYLA10859
OG0001191	AMPFI_06865	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865
OG0001196	AMPFI_05001	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783
OG0001197	AMPFI_13739	ORYLA13277
OG0001198	AMPFI_11677, AMPFI_01112	ORYLA10310, ORYLA13600
OG0001198	AMPFI_14243	ORYLA15038
OG0001199	AMPFI_25970	ORYLA11679
OG0001200	AMPFI_13405	ORYLA12001
OG0001201	AMPFI_02387	ORYLA15310
OG0001202	AMPFI_07863	ORYLA09275
OG0001204	AMPFI_14021, AMPFI_11338	ORYLA04102, ORYLA03247
OG0001205	AMPFI_13876	ORYLA11970, ORYLA10540
OG0001207	AMPFI_02832	ORYLA09156, ORYLA16388, ORYLA08504
OG0001208	AMPFI_25578	ORYLA06825, ORYLA09868, ORYLA01795
OG0001209	AMPFI_10000	ORYLA07316, ORYLA00319
OG0001210	AMPFI_13828	ORYLA11799
OG0001210	AMPFI_05417	ORYLA06775
OG0001211	AMPFI_10364	ORYLA20079, ORYLA07900
OG0001213	AMPFI_07381	ORYLA08112
OG0001214	AMPFI_05265	ORYLA10993
OG0001215	AMPFI_10063	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222
OG0001216	AMPFI_06120	ORYLA07420
OG0001217	AMPFI_07018	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595
OG0001218	AMPFI_18506	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468
OG0001219	AMPFI_23839	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777
OG0001220	AMPFI_12004	ORYLA02345
OG0001221	AMPFI_09440	ORYLA07491
OG0001223	AMPFI_23890	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963
OG0001224	AMPFI_01499	ORYLA16020
OG0001225	AMPFI_05889	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488
OG0001226	AMPFI_06001	ORYLA02207
OG0001231	AMPFI_23517	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275
OG0001232	AMPFI_08459, AMPFI_09206, AMPFI_03213	ORYLA17130
OG0001233	AMPFI_12663, AMPFI_14959, AMPFI_17326	ORYLA07453
OG0001236	AMPFI_04390	ORYLA05535
OG0001237	AMPFI_09608	ORYLA14669
OG0001238	AMPFI_08671	ORYLA01295
OG0001238	AMPFI_08263	ORYLA07056
OG0001241	AMPFI_10474	ORYLA15497
OG0001241	AMPFI_05156	ORYLA01008
OG0001242	AMPFI_08208, AMPFI_01628, AMPFI_22498	ORYLA09141, ORYLA18475
OG0001243	AMPFI_09177	ORYLA07317, ORYLA07318, ORYLA12130
OG0001247	AMPFI_24091	ORYLA10879, ORYLA15933, ORYLA18030
OG0001249	AMPFI_23310	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089
OG0001250	AMPFI_07433	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768
OG0001251	AMPFI_15272	ORYLA08970
OG0001252	AMPFI_21190, AMPFI_00156	ORYLA19528, ORYLA08946, ORYLA13487
OG0001253	AMPFI_05658	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691
OG0001256	AMPFI_15458	ORYLA10228
OG0001261	AMPFI_21898	ORYLA07239, ORYLA00479, ORYLA09455
OG0001262	AMPFI_14619	ORYLA02427
OG0001263	AMPFI_11017	ORYLA07820, ORYLA17132
OG0001264	AMPFI_05271	ORYLA13965, ORYLA12302, ORYLA02150
OG0001267	AMPFI_16785	ORYLA18685
OG0001267	AMPFI_03197	ORYLA17985, ORYLA00677
OG0001268	AMPFI_21846	ORYLA00335
OG0001268	AMPFI_17603	ORYLA15813
OG0001270	AMPFI_10234	ORYLA07988
OG0001270	AMPFI_15423	ORYLA18804
OG0001271	AMPFI_12722	ORYLA09251, ORYLA07889, ORYLA14013
OG0001272	AMPFI_10847	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178
OG0001273	AMPFI_08982	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660
OG0001274	AMPFI_01753	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123
OG0001275	AMPFI_05849	ORYLA11544
OG0001276	AMPFI_14910	ORYLA03566, ORYLA18522, ORYLA01477
OG0001278	AMPFI_10211	ORYLA16678, ORYLA00727
OG0001278	AMPFI_19943	ORYLA13327
OG0001279	AMPFI_05903	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122
OG0001280	AMPFI_23298	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452
OG0001283	AMPFI_00187, AMPFI_08340	ORYLA20044, ORYLA20045, ORYLA14193, ORYLA09723, ORYLA13051, ORYLA08577, ORYLA10812
OG0001284	AMPFI_11093	ORYLA09027
OG0001284	AMPFI_06659	ORYLA01634, ORYLA14635
OG0001287	AMPFI_14082	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961
OG0001288	AMPFI_19759	ORYLA02421
OG0001288	AMPFI_00778	ORYLA14902, ORYLA02420
OG0001290	AMPFI_18904	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829
OG0001291	AMPFI_17861	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147
OG0001292	AMPFI_10776	ORYLA09364, ORYLA10046
OG0001293	AMPFI_14701	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584
OG0001294	AMPFI_01514	ORYLA10122
OG0001295	AMPFI_06419	ORYLA09900
OG0001295	AMPFI_07601	ORYLA08242, ORYLA17167, ORYLA01819
OG0001296	AMPFI_12346	ORYLA07385, ORYLA00095, ORYLA19357
OG0001297	AMPFI_16113	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085
OG0001300	AMPFI_08329	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280
OG0001302	AMPFI_15529	ORYLA12923
OG0001302	AMPFI_08047	ORYLA05687
OG0001304	AMPFI_10342	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822
OG0001305	AMPFI_00755	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351
OG0001306	AMPFI_19010	ORYLA06638, ORYLA13454
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817
OG0001309	AMPFI_12360	ORYLA18337, ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200, ORYLA06422
OG0001310	AMPFI_04482, AMPFI_16368	ORYLA10760
OG0001310	AMPFI_06804	ORYLA12263
OG0001311	AMPFI_12130	ORYLA02079, ORYLA06081
OG0001315	AMPFI_21563	ORYLA16949
OG0001315	AMPFI_03331	ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636
OG0001316	AMPFI_11413	ORYLA12796, ORYLA09110, ORYLA01031
OG0001317	AMPFI_14996	ORYLA11270
OG0001317	AMPFI_02448	ORYLA18001
