Orthogroup	AMPFI_ok	DANRE
OG0000503	AMPFI_08675	DANRE12932, DANRE12931
OG0000504	AMPFI_23661, AMPFI_15881	DANRE41917, DANRE41916, DANRE13988, DANRE13989, DANRE19314, DANRE19315, DANRE28310, DANRE21611, DANRE25901, DANRE25900, DANRE12198
OG0000505	AMPFI_13142	DANRE20986, DANRE20985, DANRE28320, DANRE28321, DANRE34921, DANRE34920, DANRE26014, DANRE26013, DANRE26010, DANRE26011, DANRE26012, DANRE10179
OG0000505	AMPFI_01675	DANRE10178
OG0000508	AMPFI_11279	DANRE41797, DANRE41796, DANRE41798
OG0000510	AMPFI_02887	DANRE29015, DANRE29016, DANRE23929, DANRE24614, DANRE24613, DANRE33900, DANRE33901, DANRE00308, DANRE16489, DANRE06484, DANRE06483
OG0000512	AMPFI_14449, AMPFI_16277, AMPFI_24226, AMPFI_25230	DANRE24892, DANRE28258, DANRE28257, DANRE41975, DANRE21343, DANRE21342, DANRE42188, DANRE42020, DANRE35419, DANRE42025, DANRE42026, DANRE41979, DANRE41978, DANRE41980, DANRE41982, DANRE41985, DANRE41984, DANRE42019, DANRE41983, DANRE41974, DANRE41976, DANRE41977, DANRE03961, DANRE03960, DANRE42023, DANRE42024, DANRE42022, DANRE42021, DANRE03962, DANRE03963
OG0000514	AMPFI_19314	DANRE09989, DANRE35445, DANRE29427, DANRE29426, DANRE29431, DANRE29430, DANRE29429, DANRE28744, DANRE04023, DANRE04024, DANRE04022, DANRE28743, DANRE28742, DANRE29428
OG0000515	AMPFI_04197	DANRE03235, DANRE03236
OG0000516	AMPFI_14909, AMPFI_11391	DANRE26525, DANRE26524, DANRE26523, DANRE26526, DANRE26522, DANRE37175, DANRE01104, DANRE01105, DANRE08144, DANRE26283, DANRE26284
OG0000520	AMPFI_23972	DANRE01444, DANRE01443, DANRE01442, DANRE40706, DANRE29662
OG0000520	AMPFI_14296	DANRE08682, DANRE13991, DANRE08165, DANRE08166
OG0000522	AMPFI_07135	DANRE05319
OG0000522	AMPFI_14072, AMPFI_15408, AMPFI_24817, AMPFI_18956	DANRE07315, DANRE07316, DANRE07314, DANRE07313, DANRE07311, DANRE07312, DANRE07310, DANRE15867, DANRE15866, DANRE15864, DANRE15869, DANRE15865, DANRE15868
OG0000523	AMPFI_22404	DANRE43295
OG0000524	AMPFI_14569	DANRE04953, DANRE04954
OG0000525	AMPFI_13575	DANRE27465, DANRE34311
OG0000525	AMPFI_23427	DANRE37919, DANRE37918, DANRE24803, DANRE36177, DANRE29333
OG0000527	AMPFI_21522	DANRE28026, DANRE28029, DANRE28025, DANRE28024, DANRE21774, DANRE21773, DANRE21772, DANRE28027, DANRE30267, DANRE17202
OG0000527	AMPFI_13103	DANRE35189, DANRE35188, DANRE19154, DANRE19156, DANRE19155
OG0000528	AMPFI_18972, AMPFI_18973	DANRE11572, DANRE11573, DANRE08361, DANRE08362, DANRE37792, DANRE37793, DANRE37794
OG0000529	AMPFI_19152	DANRE17658, DANRE17657, DANRE17656
OG0000529	AMPFI_14588	DANRE00162, DANRE34045
OG0000529	AMPFI_10225	DANRE14000, DANRE09212, DANRE00742, DANRE02792, DANRE02793
OG0000530	AMPFI_05279	DANRE26826, DANRE27113, DANRE02134, DANRE00409, DANRE24563, DANRE26825, DANRE24562
OG0000532	AMPFI_09523	DANRE18007, DANRE18008
OG0000533	AMPFI_18944, AMPFI_24303, AMPFI_00870, AMPFI_01819	DANRE07787, DANRE07786, DANRE41379
OG0000535	AMPFI_10209, AMPFI_10684, AMPFI_06826	DANRE20157, DANRE20158, DANRE06031, DANRE06033, DANRE06032, DANRE22311, DANRE22312, DANRE22313, DANRE15667, DANRE15668
OG0000537	AMPFI_22008	DANRE38989, DANRE38988, DANRE41614, DANRE41613, DANRE08646, DANRE08648, DANRE08647
OG0000538	AMPFI_24088	DANRE42160, DANRE37095, DANRE29198, DANRE03222, DANRE03824, DANRE27952, DANRE27950, DANRE27949, DANRE27951, DANRE03823, DANRE03821, DANRE03822
OG0000542	AMPFI_16091	DANRE23741
OG0000542	AMPFI_10148	DANRE14981, DANRE14980
OG0000544	AMPFI_05766	DANRE08538, DANRE08537, DANRE00847, DANRE00846, DANRE00848, DANRE00845, DANRE16215
OG0000544	AMPFI_12968	DANRE34532, DANRE34530, DANRE34533, DANRE34531
OG0000545	AMPFI_15543	DANRE11520
OG0000546	AMPFI_13740	DANRE16759, DANRE27125, DANRE25021, DANRE25022
OG0000548	AMPFI_03107	DANRE06455, DANRE19625, DANRE40865, DANRE22043
OG0000548	AMPFI_12447	DANRE18865
OG0000548	AMPFI_06878	DANRE01597, DANRE01599, DANRE01598, DANRE25568
OG0000551	AMPFI_19651	DANRE41282
OG0000552	AMPFI_25709	DANRE01503
OG0000552	AMPFI_07948	DANRE06064
OG0000553	AMPFI_03292	DANRE21288, DANRE20656, DANRE31268
OG0000553	AMPFI_14139	DANRE00920, DANRE00921, DANRE34994, DANRE09706
OG0000553	AMPFI_07441	DANRE29057, DANRE03068
OG0000554	AMPFI_16623, AMPFI_06109	DANRE30642, DANRE04185, DANRE20459
OG0000554	AMPFI_24115, AMPFI_06108, AMPFI_04502	DANRE04186
OG0000560	AMPFI_24939, AMPFI_25437, AMPFI_25195, AMPFI_02096	DANRE03304, DANRE11206
OG0000561	AMPFI_19041, AMPFI_00758	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685
OG0000562	AMPFI_21582	DANRE27041, DANRE01831
OG0000562	AMPFI_04543	DANRE25391, DANRE09161
OG0000564	AMPFI_08861	DANRE34378, DANRE34377, DANRE08076, DANRE16838, DANRE16839, DANRE16840, DANRE04604, DANRE18044
OG0000564	AMPFI_11089	DANRE05546, DANRE17800, DANRE17802, DANRE17801, DANRE05570, DANRE16718, DANRE16717
OG0000565	AMPFI_19741	DANRE09694
OG0000566	AMPFI_20076	DANRE21692
OG0000566	AMPFI_24184	DANRE25108
OG0000566	AMPFI_05548	DANRE33333, DANRE33334
OG0000567	AMPFI_24073	DANRE37645, DANRE43387
OG0000570	AMPFI_20117, AMPFI_01005, AMPFI_01163, AMPFI_16102	DANRE43359, DANRE30386, DANRE30385, DANRE04065, DANRE01649, DANRE01650, DANRE01648
OG0000572	AMPFI_18964, AMPFI_18965	DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799
OG0000572	AMPFI_09351	DANRE36636, DANRE22951, DANRE22949, DANRE22950
OG0000573	AMPFI_08544	DANRE26429, DANRE36969, DANRE41278, DANRE34489
OG0000573	AMPFI_03633	DANRE02931
OG0000573	AMPFI_21790	DANRE13206, DANRE13207, DANRE25110
OG0000574	AMPFI_07593	DANRE28774
OG0000574	AMPFI_07534	DANRE28773, DANRE28771, DANRE28772, DANRE03028
OG0000574	AMPFI_22284	DANRE16551, DANRE16552, DANRE16553
OG0000575	AMPFI_22439	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805
OG0000576	AMPFI_11215	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101
OG0000578	AMPFI_11337, AMPFI_11336	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439
OG0000579	AMPFI_10586	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830
OG0000581	AMPFI_20371	DANRE17774, DANRE05449
OG0000583	AMPFI_03049	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062
OG0000585	AMPFI_10321, AMPFI_07822	DANRE02244, DANRE02245, DANRE02249, DANRE41291, DANRE41292, DANRE41293, DANRE41294, DANRE02250, DANRE25689, DANRE25690, DANRE31500, DANRE31501, DANRE23073, DANRE23074, DANRE23075, DANRE36824, DANRE36823
OG0000587	AMPFI_16977, AMPFI_16976	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067
OG0000587	AMPFI_14490	DANRE07770
OG0000588	AMPFI_04054, AMPFI_03394	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600
OG0000588	AMPFI_11701	DANRE01195, DANRE01197, DANRE01196
OG0000590	AMPFI_08431	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029
OG0000590	AMPFI_13729	DANRE28274, DANRE36861
OG0000592	AMPFI_00808	DANRE18531
OG0000593	AMPFI_00762	DANRE30058, DANRE03638, DANRE30338, DANRE02996
OG0000593	AMPFI_17892	DANRE23729, DANRE26181, DANRE12961, DANRE12962, DANRE36390, DANRE36391, DANRE22365, DANRE02411, DANRE02412
OG0000594	AMPFI_08265	DANRE02253, DANRE02252
OG0000597	AMPFI_09305	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208
OG0000600	AMPFI_23266	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160
OG0000602	AMPFI_06522	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344
OG0000602	AMPFI_15502	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342
OG0000607	AMPFI_09382	DANRE25098, DANRE36040, DANRE36041, DANRE36039, DANRE31468, DANRE31465, DANRE31464, DANRE31466, DANRE31467, DANRE22466
OG0000611	AMPFI_24211	DANRE02632, DANRE20099, DANRE20098, DANRE39012, DANRE39011, DANRE39013
OG0000611	AMPFI_03941	DANRE38844, DANRE38845, DANRE38847
OG0000613	AMPFI_01961, AMPFI_04751	DANRE34847, DANRE38974
OG0000614	AMPFI_11504, AMPFI_07199	DANRE43105, DANRE43106
OG0000616	AMPFI_09981	DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377
OG0000617	AMPFI_02772	DANRE43335, DANRE43336, DANRE43334
OG0000619	AMPFI_07065	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557
OG0000620	AMPFI_09259, AMPFI_22189	DANRE30711, DANRE30712, DANRE30713, DANRE12383
OG0000623	AMPFI_18053	DANRE05276
OG0000623	AMPFI_14561	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067
OG0000624	AMPFI_19095, AMPFI_09306, AMPFI_13318	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485
OG0000625	AMPFI_14871, AMPFI_22297, AMPFI_25324	DANRE08025, DANRE08024, DANRE08745, DANRE08746, DANRE08747, DANRE08748, DANRE00989, DANRE00990, DANRE08026, DANRE08027
OG0000626	AMPFI_08963	DANRE14703, DANRE14705, DANRE14702, DANRE14704, DANRE18504, DANRE18503, DANRE18506, DANRE18505, DANRE22711, DANRE22715, DANRE22712, DANRE22714, DANRE22709, DANRE22713, DANRE22710, DANRE40308, DANRE40311, DANRE40309, DANRE40310
OG0000627	AMPFI_23481, AMPFI_25325	DANRE01285, DANRE01283, DANRE01284, DANRE13403, DANRE10285, DANRE10284, DANRE24252
OG0000628	AMPFI_02816	DANRE10118
OG0000628	AMPFI_06881	DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904
OG0000629	AMPFI_03723	DANRE01275
OG0000629	AMPFI_05119	DANRE25415
OG0000634	AMPFI_17488, AMPFI_15841, AMPFI_04896	DANRE27842, DANRE27841, DANRE37078, DANRE37077, DANRE37547, DANRE37548
OG0000635	AMPFI_12996	DANRE28867
OG0000637	AMPFI_22000	DANRE35201, DANRE35202, DANRE00403
OG0000639	AMPFI_02143	DANRE12180, DANRE19333, DANRE19332
OG0000639	AMPFI_19096	DANRE26025, DANRE26027, DANRE24926, DANRE24925, DANRE24924, DANRE23613, DANRE23612, DANRE37057
OG0000642	AMPFI_20481, AMPFI_17464, AMPFI_21969, AMPFI_03291, AMPFI_09020, AMPFI_24910	DANRE23759, DANRE23758, DANRE23757, DANRE16691, DANRE16692, DANRE04589, DANRE04590, DANRE04591, DANRE15452
OG0000642	AMPFI_15462, AMPFI_15774	DANRE04791
OG0000643	AMPFI_13527	DANRE08365, DANRE08366, DANRE11946
OG0000645	AMPFI_07390	DANRE38840, DANRE12356
OG0000646	AMPFI_08730	DANRE36287, DANRE37895, DANRE37894, DANRE37896
OG0000646	AMPFI_06480	DANRE38055, DANRE12177, DANRE09022
OG0000647	AMPFI_23188	DANRE39973
OG0000647	AMPFI_23840	DANRE42708, DANRE42709, DANRE42707
OG0000648	AMPFI_15343	DANRE23825, DANRE23827
OG0000648	AMPFI_13232	DANRE27007
OG0000649	AMPFI_08407	DANRE36548, DANRE36549, DANRE23157, DANRE23158, DANRE14536, DANRE10469
OG0000651	AMPFI_13783	DANRE01712
OG0000651	AMPFI_00457	DANRE23324
OG0000653	AMPFI_07129	DANRE28855, DANRE27642, DANRE26616, DANRE36188, DANRE04829, DANRE04830, DANRE19958, DANRE19860, DANRE33310, DANRE29802, DANRE16917, DANRE26488
OG0000654	AMPFI_21423	DANRE22636, DANRE23092, DANRE23093, DANRE39428, DANRE39432, DANRE39427, DANRE39433, DANRE28978, DANRE28980, DANRE28979, DANRE28981, DANRE28976, DANRE28977, DANRE35895, DANRE35897, DANRE35896, DANRE35892, DANRE42543, DANRE42544, DANRE42545
OG0000657	AMPFI_23960, AMPFI_23025	DANRE41216, DANRE41219, DANRE41218, DANRE41217, DANRE38328, DANRE38327
OG0000660	AMPFI_17445	DANRE35327, DANRE07903
OG0000662	AMPFI_02313	DANRE07121, DANRE07120, DANRE07123, DANRE07122
OG0000662	AMPFI_13450	DANRE29859, DANRE29860, DANRE04026, DANRE03635
OG0000663	AMPFI_11999	DANRE14734, DANRE18093, DANRE18092, DANRE15132, DANRE18094, DANRE15131, DANRE18091, DANRE18096
OG0000664	AMPFI_09419	DANRE39767, DANRE30905, DANRE02763
OG0000665	AMPFI_01642, AMPFI_25024	DANRE38365, DANRE19520, DANRE34684, DANRE09591, DANRE09590, DANRE13938, DANRE13939, DANRE19399, DANRE19400
OG0000666	AMPFI_18404	DANRE23027
OG0000670	AMPFI_22267	DANRE23686, DANRE23689, DANRE23688, DANRE23691, DANRE23690, DANRE34500, DANRE06990, DANRE07638, DANRE26756, DANRE26754, DANRE26757, DANRE26755, DANRE23687, DANRE15554, DANRE36312, DANRE36313
OG0000672	AMPFI_11096	DANRE26530, DANRE33887, DANRE38205
OG0000672	AMPFI_17614	DANRE02982
OG0000674	AMPFI_05318	DANRE09048, DANRE09049, DANRE09050, DANRE09052, DANRE09051, DANRE37577, DANRE37574, DANRE37576, DANRE37575
OG0000675	AMPFI_19287, AMPFI_18854, AMPFI_18236, AMPFI_02868, AMPFI_12410, AMPFI_25030, AMPFI_09169, AMPFI_25827, AMPFI_17955, AMPFI_03509, AMPFI_01379, AMPFI_21374, AMPFI_03599	DANRE11231, DANRE43339
OG0000676	AMPFI_07198	DANRE14726
OG0000676	AMPFI_01951	DANRE26937, DANRE26936, DANRE36241, DANRE20482, DANRE20483, DANRE35813, DANRE35814, DANRE41404
OG0000680	AMPFI_18200	DANRE20435, DANRE31089, DANRE31088, DANRE12567
OG0000680	AMPFI_20692	DANRE36591, DANRE36590
OG0000681	AMPFI_10408	DANRE15651, DANRE15652, DANRE07275, DANRE07276, DANRE07154, DANRE07153
OG0000681	AMPFI_08112	DANRE20644, DANRE20643, DANRE25267, DANRE25266
OG0000682	AMPFI_06701	DANRE33564, DANRE33563, DANRE11185, DANRE22049, DANRE22053, DANRE22052, DANRE22051, DANRE22050, DANRE19035, DANRE19036, DANRE19037
OG0000683	AMPFI_06165	DANRE16155
OG0000683	AMPFI_15593	DANRE30129, DANRE16951, DANRE01917, DANRE26336, DANRE26335, DANRE26337, DANRE26338
OG0000684	AMPFI_11660, AMPFI_23886, AMPFI_21883, AMPFI_26002, AMPFI_13648	DANRE41360, DANRE41356, DANRE41361, DANRE28296, DANRE39125
OG0000685	AMPFI_10051	DANRE13483
OG0000688	AMPFI_25967	DANRE09485
OG0000688	AMPFI_17171	DANRE16258, DANRE18204, DANRE09486
OG0000690	AMPFI_12474	DANRE39009, DANRE39006, DANRE39008
OG0000690	AMPFI_25508	DANRE06380, DANRE06379
OG0000691	AMPFI_15975	DANRE27299, DANRE25533
OG0000691	AMPFI_07380	DANRE18108, DANRE18107, DANRE18106, DANRE11469, DANRE14622, DANRE14623, DANRE14624, DANRE23610
OG0000692	AMPFI_22914	DANRE05971
OG0000694	AMPFI_20821	DANRE10951, DANRE11638, DANRE17279, DANRE17281, DANRE17280, DANRE17278, DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557
OG0000695	AMPFI_04906	DANRE18969, DANRE11017, DANRE13442, DANRE07833, DANRE08911, DANRE08912, DANRE19963, DANRE39251, DANRE11766, DANRE17244, DANRE17245
OG0000696	AMPFI_13412	DANRE18175, DANRE18174
OG0000696	AMPFI_23601, AMPFI_06933	DANRE10818
OG0000697	AMPFI_01555	DANRE30740, DANRE40406, DANRE02693, DANRE41127, DANRE41126, DANRE41128, DANRE41129, DANRE40289, DANRE02263, DANRE02262, DANRE36692
OG0000698	AMPFI_16763	DANRE18736, DANRE18408
OG0000698	AMPFI_25928	DANRE06827, DANRE18733, DANRE18732, DANRE18731, DANRE12022, DANRE12021, DANRE18729, DANRE19896
OG0000700	AMPFI_02889	DANRE30585, DANRE30583, DANRE30586, DANRE30584, DANRE25086, DANRE25085
OG0000700	AMPFI_24625	DANRE12610
OG0000701	AMPFI_06365	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861
OG0000702	AMPFI_20591	DANRE21696, DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046
OG0000703	AMPFI_09469	DANRE04984, DANRE04983, DANRE35267, DANRE07193, DANRE04855, DANRE04856
OG0000706	AMPFI_19348, AMPFI_17120	DANRE22750, DANRE02764
OG0000708	AMPFI_18363	DANRE26713, DANRE26712, DANRE24571, DANRE24572
OG0000708	AMPFI_17855	DANRE09020, DANRE39758, DANRE39759
OG0000709	AMPFI_23883	DANRE19979, DANRE39457, DANRE02911, DANRE05879
OG0000711	AMPFI_19044	DANRE31324
OG0000711	AMPFI_11270	DANRE25772, DANRE31323, DANRE31322, DANRE31321
OG0000712	AMPFI_08144	DANRE20132, DANRE20131, DANRE06778, DANRE06776, DANRE06777, DANRE33734, DANRE33735, DANRE33736, DANRE07797, DANRE07796, DANRE07795, DANRE07798, DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105
OG0000713	AMPFI_24318, AMPFI_08961, AMPFI_11641	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878, DANRE33352, DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354
OG0000715	AMPFI_19789	DANRE10220, DANRE42817, DANRE01949, DANRE01695, DANRE01696, DANRE23041, DANRE10216, DANRE10217, DANRE10218, DANRE10219
OG0000716	AMPFI_13314	DANRE24425, DANRE24426, DANRE18357
OG0000717	AMPFI_06302	DANRE43353
OG0000718	AMPFI_05696, AMPFI_05695	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302, DANRE13827, DANRE09237, DANRE27971
OG0000720	AMPFI_05196	DANRE00520, DANRE00519, DANRE12730, DANRE12729
OG0000721	AMPFI_08986	DANRE19921, DANRE33496
OG0000721	AMPFI_22244	DANRE17613
OG0000724	AMPFI_16071	DANRE11255, DANRE02587, DANRE17945, DANRE11885, DANRE11884
OG0000725	AMPFI_02912	DANRE13190
OG0000726	AMPFI_13683	DANRE27925, DANRE27926, DANRE27927, DANRE42213, DANRE42212, DANRE42211, DANRE16168, DANRE36569
OG0000731	AMPFI_14467	DANRE12266, DANRE12265, DANRE12262, DANRE12263, DANRE12264, DANRE12267, DANRE34421, DANRE34422, DANRE34420, DANRE42140, DANRE42139, DANRE39260, DANRE39261
OG0000732	AMPFI_21125	DANRE20486, DANRE20487, DANRE36244, DANRE36245
OG0000732	AMPFI_22564	DANRE28676, DANRE28674, DANRE28675, DANRE16727, DANRE36379
OG0000733	AMPFI_00092	DANRE05680, DANRE17763, DANRE38134, DANRE17606
OG0000733	AMPFI_07683	DANRE18931, DANRE10693, DANRE18930, DANRE04553, DANRE04552
OG0000734	AMPFI_16496	DANRE35377, DANRE35376, DANRE35375, DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533
OG0000735	AMPFI_12763	DANRE18911, DANRE10653, DANRE10360, DANRE10359, DANRE13894, DANRE10302, DANRE13895, DANRE11358, DANRE11359
OG0000736	AMPFI_00116	DANRE23449
OG0000737	AMPFI_09668	DANRE05232, DANRE05233, DANRE05234, DANRE34954, DANRE33897
OG0000740	AMPFI_24652	DANRE40542, DANRE09958, DANRE13643, DANRE21419, DANRE21418
OG0000740	AMPFI_17145	DANRE03411, DANRE03412, DANRE43134, DANRE40552, DANRE05230
OG0000743	AMPFI_02626	DANRE10003, DANRE10004, DANRE02974, DANRE02975
OG0000743	AMPFI_24905	DANRE29387, DANRE02979
OG0000744	AMPFI_06604	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289, DANRE27304, DANRE36882, DANRE36881
OG0000746	AMPFI_21096	DANRE30272, DANRE17199, DANRE17200
OG0000746	AMPFI_24935	DANRE18138, DANRE18139
OG0000748	AMPFI_21950	DANRE29232
OG0000749	AMPFI_08611	DANRE43022, DANRE22234, DANRE22233, DANRE04932, DANRE04931
OG0000751	AMPFI_03506	DANRE14353, DANRE14354, DANRE14356, DANRE41712
OG0000752	AMPFI_17019	DANRE04759, DANRE04760
OG0000752	AMPFI_09329	DANRE33350
OG0000752	AMPFI_04939	DANRE26482, DANRE26483, DANRE16748
OG0000753	AMPFI_15523	DANRE12159
OG0000753	AMPFI_14109	DANRE22875, DANRE08092, DANRE08093, DANRE35099
OG0000755	AMPFI_18113, AMPFI_24528	DANRE27783, DANRE27782, DANRE12837, DANRE12838
OG0000756	AMPFI_12751, AMPFI_14494	DANRE11045, DANRE11044, DANRE11040, DANRE11041, DANRE11042, DANRE11043, DANRE17563
OG0000757	AMPFI_01364	DANRE28939
OG0000757	AMPFI_13831	DANRE35703
OG0000758	AMPFI_00957	DANRE11468, DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345, DANRE02463, DANRE02464, DANRE18105, DANRE11683, DANRE11685, DANRE11684
OG0000759	AMPFI_04195	DANRE42810, DANRE21337, DANRE23917, DANRE23918, DANRE26676, DANRE23361
OG0000760	AMPFI_13511	DANRE30936, DANRE30935, DANRE02736, DANRE30934, DANRE30932, DANRE30933, DANRE25704, DANRE25702, DANRE25703, DANRE02738, DANRE02737
OG0000761	AMPFI_02175	DANRE19286, DANRE19287, DANRE16971, DANRE16972, DANRE16973, DANRE21789
OG0000764	AMPFI_07130	DANRE26556, DANRE35133
OG0000765	AMPFI_19294	DANRE28403, DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579
OG0000766	AMPFI_21468, AMPFI_22616	DANRE23752, DANRE09934, DANRE20922, DANRE00517, DANRE00514, DANRE00516, DANRE00515
OG0000767	AMPFI_07905	DANRE11659, DANRE11660, DANRE11658, DANRE11661, DANRE08379, DANRE10974, DANRE18316, DANRE18317, DANRE18318
OG0000768	AMPFI_08442	DANRE31068, DANRE31072, DANRE31070, DANRE31069, DANRE31071, DANRE22256, DANRE22257, DANRE22874
OG0000772	AMPFI_19971	DANRE09745, DANRE09746
OG0000774	AMPFI_08290	DANRE26601, DANRE26600, DANRE26599, DANRE40140
OG0000774	AMPFI_10783	DANRE17370, DANRE17371
OG0000774	AMPFI_03731	DANRE39793, DANRE39792
OG0000775	AMPFI_22492	DANRE10814, DANRE10813, DANRE33689, DANRE33688, DANRE33690, DANRE33691
OG0000777	AMPFI_22290	DANRE35455, DANRE35454, DANRE29451, DANRE29452, DANRE29983, DANRE15427, DANRE29329, DANRE29328, DANRE36168, DANRE36169
OG0000778	AMPFI_04331, AMPFI_25999, AMPFI_02206	DANRE41043, DANRE41041, DANRE41042
OG0000779	AMPFI_25294	DANRE34815, DANRE34816, DANRE34817
OG0000779	AMPFI_06428	DANRE22401, DANRE01681, DANRE01682, DANRE23289, DANRE23290, DANRE24330, DANRE24331
OG0000780	AMPFI_20584, AMPFI_00595	DANRE12112, DANRE12111
OG0000780	AMPFI_08729	DANRE07895, DANRE07896, DANRE07897
OG0000782	AMPFI_18834	DANRE28363, DANRE28364, DANRE21701, DANRE34593, DANRE34592, DANRE34595, DANRE34594, DANRE12747, DANRE12748, DANRE38505, DANRE38506
OG0000787	AMPFI_10777	DANRE19518, DANRE34015, DANRE19519, DANRE42974, DANRE05326, DANRE05325, DANRE05327, DANRE00057, DANRE33402
OG0000788	AMPFI_01375	DANRE38685, DANRE38687, DANRE38686, DANRE30771, DANRE30772, DANRE38688
OG0000788	AMPFI_02278	DANRE40624, DANRE40626, DANRE40623, DANRE40625, DANRE28277, DANRE21678
OG0000790	AMPFI_12623, AMPFI_11863	DANRE21670, DANRE21671, DANRE28284
OG0000791	AMPFI_01769	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506, DANRE35507, DANRE15367, DANRE15368, DANRE41773
OG0000792	AMPFI_00047	DANRE09524
OG0000792	AMPFI_18995	DANRE02533
OG0000792	AMPFI_19531	DANRE33671, DANRE33670, DANRE01288, DANRE01289, DANRE01287
OG0000793	AMPFI_07155	DANRE13974, DANRE19092, DANRE39166, DANRE39164, DANRE39165, DANRE25017, DANRE25016, DANRE25015, DANRE21768, DANRE25958, DANRE13450
OG0000796	AMPFI_03766	DANRE07698, DANRE38167, DANRE00746, DANRE00745, DANRE08907, DANRE08906, DANRE08908, DANRE08905, DANRE26448, DANRE06931, DANRE06932, DANRE06933, DANRE00879
OG0000797	AMPFI_16398, AMPFI_18685	DANRE20533, DANRE15819, DANRE15818, DANRE15820, DANRE07326, DANRE07327, DANRE07328
OG0000798	AMPFI_15670, AMPFI_01735, AMPFI_20101	DANRE29060, DANRE29059, DANRE29061, DANRE03069, DANRE28964, DANRE28965, DANRE28966
OG0000798	AMPFI_16263	DANRE09477
OG0000800	AMPFI_10431	DANRE11295
OG0000801	AMPFI_08868, AMPFI_16292, AMPFI_02422	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012, DANRE33247
OG0000802	AMPFI_17051	DANRE36485, DANRE28869, DANRE35651, DANRE02087, DANRE30241, DANRE20938, DANRE07777, DANRE17566, DANRE11046, DANRE11047, DANRE26779, DANRE39552, DANRE34339
OG0000803	AMPFI_03930, AMPFI_11891	DANRE25471, DANRE25473, DANRE25474, DANRE25472, DANRE30693, DANRE25476, DANRE25477
