Orthogroup	AMPFI_ok	AENJA_ok
OG0000924	AMPFI_03653	AENJA_17499
OG0000924	AMPFI_03778	AENJA_17498
OG0000925	AMPFI_22605	AENJA_14502
OG0000925	AMPFI_08869	AENJA_01829
OG0000926	AMPFI_13201, AMPFI_07848	AENJA_02966
OG0000928	AMPFI_06367	AENJA_06210
OG0000929	AMPFI_24861	AENJA_06536
OG0000929	AMPFI_23849	AENJA_24686
OG0000930	AMPFI_22872	AENJA_22942, AENJA_12658
OG0000930	AMPFI_12409	AENJA_19720, AENJA_14448, AENJA_07379
OG0000930	AMPFI_04894	AENJA_07380
OG0000932	AMPFI_09005	AENJA_10313
OG0000932	AMPFI_10461	AENJA_10314
OG0000933	AMPFI_11078	AENJA_12056
OG0000934	AMPFI_09923	AENJA_23792
OG0000934	AMPFI_21983	AENJA_12733
OG0000935	AMPFI_08255	AENJA_14023
OG0000938	AMPFI_17641, AMPFI_09760, AMPFI_06535	AENJA_21758
OG0000942	AMPFI_19914, AMPFI_23001	AENJA_25662, AENJA_09547
OG0000943	AMPFI_25624	AENJA_02078
OG0000943	AMPFI_01279	AENJA_00401
OG0000944	AMPFI_08499	AENJA_00580
OG0000945	AMPFI_11479	AENJA_21590
OG0000946	AMPFI_23608	AENJA_16618
OG0000947	AMPFI_04579	AENJA_22086
OG0000947	AMPFI_02830	AENJA_02339
OG0000948	AMPFI_20578	AENJA_08584
OG0000949	AMPFI_05269	AENJA_04000
OG0000950	AMPFI_18145	AENJA_04588
OG0000951	AMPFI_02878	AENJA_21157
OG0000951	AMPFI_14404	AENJA_04673
OG0000952	AMPFI_07302	AENJA_05461
OG0000952	AMPFI_04586	AENJA_05453
OG0000953	AMPFI_22981	AENJA_19910
OG0000954	AMPFI_20580, AMPFI_25977	AENJA_24386
OG0000954	AMPFI_05682	AENJA_08232
OG0000955	AMPFI_06758	AENJA_09334, AENJA_19306
OG0000955	AMPFI_14591	AENJA_22675
OG0000955	AMPFI_06876	AENJA_26657
OG0000956	AMPFI_15630	AENJA_23169
OG0000957	AMPFI_23600	AENJA_17036
OG0000960	AMPFI_10077	AENJA_23956
OG0000963	AMPFI_18238	AENJA_01165
OG0000963	AMPFI_05536	AENJA_06323
OG0000964	AMPFI_17923, AMPFI_15487, AMPFI_19681	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848
OG0000965	AMPFI_19565	AENJA_05586
OG0000965	AMPFI_15550	AENJA_05584
OG0000965	AMPFI_04099	AENJA_02282
OG0000966	AMPFI_13605	AENJA_02547
OG0000967	AMPFI_25346, AMPFI_07326	AENJA_22529
OG0000969	AMPFI_25200	AENJA_03216
OG0000970	AMPFI_08215	AENJA_09659, AENJA_03395
OG0000971	AMPFI_16281	AENJA_23081, AENJA_10536, AENJA_25049, AENJA_03560
OG0000972	AMPFI_02188	AENJA_03845
OG0000972	AMPFI_09775	AENJA_26036
OG0000973	AMPFI_24074	AENJA_21958
OG0000973	AMPFI_12954	AENJA_19754, AENJA_10901
OG0000974	AMPFI_12784, AMPFI_24248, AMPFI_16221	AENJA_05735, AENJA_05736
OG0000975	AMPFI_20495	AENJA_19602, AENJA_15607, AENJA_06257, AENJA_23968
OG0000976	AMPFI_18379	AENJA_07785, AENJA_07786, AENJA_07780, AENJA_07163
OG0000977	AMPFI_07484	AENJA_08030
OG0000977	AMPFI_15809	AENJA_16263
OG0000977	AMPFI_03209	AENJA_11682
OG0000978	AMPFI_21210	AENJA_08414
OG0000979	AMPFI_09075, AMPFI_12493, AMPFI_01617, AMPFI_11199, AMPFI_19528	AENJA_08501
OG0000980	AMPFI_16246	AENJA_22275, AENJA_08700
OG0000980	AMPFI_23412	AENJA_13701
OG0000981	AMPFI_23802, AMPFI_18811, AMPFI_05565	AENJA_25036
OG0000981	AMPFI_03663	AENJA_08762
OG0000982	AMPFI_14398	AENJA_09037
OG0000983	AMPFI_16960, AMPFI_07554, AMPFI_02021, AMPFI_17167, AMPFI_06757, AMPFI_00943	AENJA_10857, AENJA_15336, AENJA_25077
OG0000985	AMPFI_12470	AENJA_14891
OG0000986	AMPFI_07828	AENJA_19041
OG0000987	AMPFI_23099	AENJA_23574
OG0000988	AMPFI_24561	AENJA_25125
OG0000992	AMPFI_08334	AENJA_01350
OG0000993	AMPFI_12469	AENJA_01756, AENJA_19598
OG0000994	AMPFI_08034	AENJA_20560
OG0000994	AMPFI_10949	AENJA_02296
OG0000995	AMPFI_06624	AENJA_08863
OG0000996	AMPFI_14642	AENJA_04444, AENJA_26096
OG0000997	AMPFI_18380	AENJA_04964
OG0000997	AMPFI_12727, AMPFI_16934	AENJA_06940, AENJA_16738
OG0000998	AMPFI_21171	AENJA_06143
OG0000999	AMPFI_12976	AENJA_10712
OG0001000	AMPFI_10736	AENJA_07118
OG0001001	AMPFI_06409	AENJA_07866
OG0001002	AMPFI_21134	AENJA_11066
OG0001003	AMPFI_04602	AENJA_13424
OG0001005	AMPFI_09343	AENJA_17128
OG0001006	AMPFI_14604	AENJA_21663
OG0001006	AMPFI_23083	AENJA_25248
OG0001007	AMPFI_02923	AENJA_23659
OG0001008	AMPFI_22903	AENJA_24757
OG0001015	AMPFI_07651	AENJA_19717, AENJA_00951
OG0001016	AMPFI_10130	AENJA_26608
OG0001016	AMPFI_08991	AENJA_01521, AENJA_14403, AENJA_15956
OG0001017	AMPFI_23901	AENJA_02343
OG0001018	AMPFI_03134	AENJA_02393
OG0001018	AMPFI_05980	AENJA_12182
OG0001019	AMPFI_13368	AENJA_02456
OG0001021	AMPFI_14678	AENJA_25578
OG0001021	AMPFI_18055, AMPFI_12036, AMPFI_11688	AENJA_02776
OG0001022	AMPFI_10268	AENJA_03120
OG0001023	AMPFI_08517	AENJA_03151
OG0001024	AMPFI_23405	AENJA_11445
OG0001024	AMPFI_04961	AENJA_03556
OG0001025	AMPFI_21771	AENJA_06896, AENJA_26183
OG0001026	AMPFI_19437, AMPFI_10730	AENJA_16704
OG0001026	AMPFI_03842	AENJA_04437
OG0001028	AMPFI_24614	AENJA_07594
OG0001029	AMPFI_16108	AENJA_24200
OG0001029	AMPFI_15855	AENJA_07743
OG0001030	AMPFI_23968	AENJA_12462
OG0001031	AMPFI_05042	AENJA_12602
OG0001032	AMPFI_16468	AENJA_13410
OG0001033	AMPFI_11384	AENJA_13779
OG0001034	AMPFI_26029	AENJA_14415
OG0001036	AMPFI_23633	AENJA_19830
OG0001037	AMPFI_24179	AENJA_20909
OG0001039	AMPFI_08765	AENJA_24765
OG0001041	AMPFI_14934, AMPFI_18354, AMPFI_00086, AMPFI_04196	AENJA_00204, AENJA_20075, AENJA_16900, AENJA_17398, AENJA_00205, AENJA_20089, AENJA_12433, AENJA_20073, AENJA_24468
OG0001042	AMPFI_15466, AMPFI_23740	AENJA_00375
OG0001043	AMPFI_10384	AENJA_23325
OG0001043	AMPFI_15192	AENJA_15521, AENJA_15522, AENJA_08980, AENJA_07494, AENJA_23732, AENJA_18677, AENJA_06222
OG0001043	AMPFI_24132	AENJA_11468
OG0001043	AMPFI_11304	AENJA_04098, AENJA_04100, AENJA_16380, AENJA_16720, AENJA_00433
OG0001044	AMPFI_20764	AENJA_01430
OG0001044	AMPFI_04650	AENJA_04864
OG0001044	AMPFI_21140, AMPFI_22224	AENJA_13241, AENJA_00477
OG0001046	AMPFI_00692	AENJA_01047
OG0001047	AMPFI_09147	AENJA_13898
OG0001047	AMPFI_20549	AENJA_01886
OG0001048	AMPFI_24104	AENJA_02250
OG0001048	AMPFI_00575	AENJA_17677
OG0001049	AMPFI_10283	AENJA_02745
OG0001049	AMPFI_08679	AENJA_16062
OG0001050	AMPFI_10641	AENJA_03323
OG0001051	AMPFI_05276	AENJA_03449
OG0001053	AMPFI_08985	AENJA_03704
OG0001055	AMPFI_18194	AENJA_17939
OG0001056	AMPFI_13808	AENJA_05377
OG0001058	AMPFI_03304	AENJA_07821
OG0001059	AMPFI_13123	AENJA_08095
OG0001060	AMPFI_23440	AENJA_25128
OG0001060	AMPFI_24245	AENJA_22672, AENJA_08454
OG0001061	AMPFI_08287	AENJA_10234, AENJA_12054, AENJA_12047, AENJA_21829, AENJA_21830, AENJA_23517
OG0001062	AMPFI_00636	AENJA_10657
OG0001063	AMPFI_06965	AENJA_15475
OG0001063	AMPFI_02456	AENJA_15321, AENJA_15322
OG0001064	AMPFI_18491, AMPFI_13276, AMPFI_11404	AENJA_16034
OG0001065	AMPFI_17895	AENJA_19195
OG0001065	AMPFI_22583, AMPFI_10458, AMPFI_00107, AMPFI_21491, AMPFI_25290, AMPFI_20969, AMPFI_20706	AENJA_26769
OG0001066	AMPFI_04798, AMPFI_04799, AMPFI_05155	AENJA_19790
OG0001067	AMPFI_07922	AENJA_20835
OG0001068	AMPFI_09936	AENJA_21475
OG0001072	AMPFI_14875, AMPFI_20009, AMPFI_10266	AENJA_00305
OG0001072	AMPFI_21446	AENJA_03396
OG0001072	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751	AENJA_18929
OG0001073	AMPFI_19188	AENJA_00575
OG0001075	AMPFI_00014	AENJA_00807
OG0001076	AMPFI_03148	AENJA_01569
OG0001077	AMPFI_17348	AENJA_01679
OG0001078	AMPFI_08816	AENJA_10264
OG0001078	AMPFI_13210	AENJA_03835
OG0001079	AMPFI_02862	AENJA_03947
OG0001080	AMPFI_16156, AMPFI_00813	AENJA_04073
OG0001080	AMPFI_09613	AENJA_09896
OG0001081	AMPFI_07991	AENJA_16503, AENJA_04238
OG0001082	AMPFI_11475	AENJA_06872, AENJA_21482
OG0001082	AMPFI_03241	AENJA_09332
OG0001083	AMPFI_01600	AENJA_07171
OG0001085	AMPFI_03348	AENJA_21401
OG0001086	AMPFI_12526	AENJA_12710
OG0001088	AMPFI_17942	AENJA_13196
OG0001088	AMPFI_25806	AENJA_22489
OG0001089	AMPFI_25612	AENJA_16474
OG0001090	AMPFI_09098	AENJA_16877
OG0001091	AMPFI_08267	AENJA_17138
OG0001092	AMPFI_21806	AENJA_18221
OG0001093	AMPFI_00814	AENJA_19251
OG0001094	AMPFI_07987	AENJA_23025
OG0001095	AMPFI_21259	AENJA_25247
OG0001101	AMPFI_12698	AENJA_00373
OG0001102	AMPFI_21024	AENJA_00718
OG0001102	AMPFI_14421	AENJA_03278, AENJA_21711
OG0001103	AMPFI_10132	AENJA_19577
OG0001103	AMPFI_24729	AENJA_01387
OG0001104	AMPFI_11622	AENJA_02199
OG0001105	AMPFI_12581	AENJA_15729
OG0001105	AMPFI_14430	AENJA_25097
OG0001106	AMPFI_01280	AENJA_02726
OG0001106	AMPFI_04453	AENJA_23681, AENJA_03788
OG0001106	AMPFI_23768	AENJA_02727
OG0001107	AMPFI_19311	AENJA_04030
OG0001108	AMPFI_13440	AENJA_04372, AENJA_04373
OG0001108	AMPFI_13358	AENJA_09666
OG0001109	AMPFI_10273, AMPFI_13387	AENJA_05558
OG0001110	AMPFI_05484	AENJA_06070
OG0001111	AMPFI_04458	AENJA_26838, AENJA_22327, AENJA_22201, AENJA_06275, AENJA_18410, AENJA_21728
OG0001112	AMPFI_06514	AENJA_06304
OG0001113	AMPFI_16641	AENJA_06313
OG0001115	AMPFI_24017	AENJA_18602
OG0001115	AMPFI_24646	AENJA_18256
OG0001115	AMPFI_25273	AENJA_09261
OG0001118	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307, AMPFI_02493	AENJA_12960
OG0001119	AMPFI_06894	AENJA_13579
OG0001121	AMPFI_15985, AMPFI_08055	AENJA_14865
OG0001122	AMPFI_11755, AMPFI_06064, AMPFI_20156	AENJA_15150
OG0001123	AMPFI_04929	AENJA_20117
OG0001123	AMPFI_09974	AENJA_15687
OG0001126	AMPFI_20016	AENJA_21732
OG0001126	AMPFI_14567, AMPFI_07530	AENJA_22248
OG0001127	AMPFI_21530	AENJA_26609
OG0001128	AMPFI_08735	AENJA_26741
OG0001129	AMPFI_05280	AENJA_00009, AENJA_00007, AENJA_00006
OG0001130	AMPFI_06009	AENJA_08024
OG0001131	AMPFI_08885	AENJA_00720
OG0001132	AMPFI_18757	AENJA_02927
OG0001133	AMPFI_16747	AENJA_14482
OG0001133	AMPFI_21275	AENJA_07797
OG0001134	AMPFI_07585	AENJA_06301
OG0001135	AMPFI_25799	AENJA_06307
OG0001136	AMPFI_07457	AENJA_06348
OG0001137	AMPFI_25398	AENJA_06755
OG0001138	AMPFI_08224	AENJA_08339
OG0001139	AMPFI_16920	AENJA_20595, AENJA_19443
OG0001139	AMPFI_10168	AENJA_08828
OG0001140	AMPFI_12273	AENJA_10711
OG0001141	AMPFI_18156	AENJA_11192
OG0001143	AMPFI_07389	AENJA_25253, AENJA_15506
OG0001144	AMPFI_09246	AENJA_15840
OG0001146	AMPFI_05945	AENJA_19404
OG0001147	AMPFI_20662	AENJA_21745
OG0001147	AMPFI_05223	AENJA_21753
OG0001148	AMPFI_05179	AENJA_25511
OG0001154	AMPFI_19788	AENJA_12572, AENJA_17436, AENJA_25572, AENJA_14931, AENJA_26447, AENJA_16329, AENJA_15711, AENJA_11056, AENJA_07414, AENJA_12524, AENJA_14590, AENJA_24328, AENJA_26448, AENJA_02952, AENJA_13066, AENJA_21226, AENJA_13364, AENJA_13871, AENJA_25116, AENJA_11567, AENJA_07597, AENJA_14409, AENJA_11910, AENJA_02184, AENJA_00900, AENJA_11905, AENJA_20009, AENJA_18579, AENJA_24590, AENJA_14399, AENJA_24957, AENJA_08662, AENJA_13278, AENJA_10637, AENJA_21275, AENJA_13068, AENJA_26052, AENJA_24533, AENJA_23832, AENJA_04161, AENJA_19415
OG0001155	AMPFI_06783	AENJA_01168
OG0001155	AMPFI_17194, AMPFI_15411	AENJA_24946
OG0001156	AMPFI_16501	AENJA_01685
OG0001157	AMPFI_15206	AENJA_02080
OG0001158	AMPFI_14324	AENJA_16983
OG0001160	AMPFI_18833	AENJA_03496, AENJA_15940
OG0001161	AMPFI_10090	AENJA_15958
OG0001162	AMPFI_21383	AENJA_09881, AENJA_03826
OG0001164	AMPFI_21888	AENJA_04659
OG0001164	AMPFI_23885, AMPFI_00138	AENJA_14441
OG0001164	AMPFI_09821, AMPFI_17052	AENJA_04658
OG0001164	AMPFI_25062	AENJA_11399
OG0001165	AMPFI_11630	AENJA_18566
OG0001167	AMPFI_05454	AENJA_06024
OG0001168	AMPFI_05372	AENJA_26059, AENJA_06080, AENJA_26060
OG0001169	AMPFI_09626	AENJA_06689
OG0001170	AMPFI_08205	AENJA_14574
OG0001170	AMPFI_15728	AENJA_07116
OG0001171	AMPFI_04677	AENJA_07498
OG0001172	AMPFI_09322	AENJA_08737
OG0001173	AMPFI_20736	AENJA_26334
OG0001173	AMPFI_25116	AENJA_10143
OG0001173	AMPFI_25548	AENJA_26329
OG0001173	AMPFI_24169	AENJA_16896
OG0001174	AMPFI_23115	AENJA_10268
OG0001175	AMPFI_11579, AMPFI_01291	AENJA_10616
OG0001176	AMPFI_17036	AENJA_11857
OG0001177	AMPFI_08044	AENJA_12717
OG0001178	AMPFI_18821	AENJA_12752
OG0001178	AMPFI_01492	AENJA_14989
OG0001179	AMPFI_25942, AMPFI_06700	AENJA_13625, AENJA_13628, AENJA_26058
OG0001181	AMPFI_10170	AENJA_14047
OG0001182	AMPFI_23673	AENJA_14313
OG0001183	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	AMPFI_20865	AENJA_17799
OG0001184	AMPFI_08874	AENJA_15086
OG0001185	AMPFI_07596	AENJA_17542
OG0001186	AMPFI_07934	AENJA_21307
OG0001186	AMPFI_10517	AENJA_18825
OG0001187	AMPFI_23801	AENJA_19216, AENJA_19215
OG0001188	AMPFI_02144	AENJA_22812
OG0001189	AMPFI_09388	AENJA_23358
OG0001190	AMPFI_02258, AMPFI_24898	AENJA_24531
OG0001196	AMPFI_05001	AENJA_00058
OG0001197	AMPFI_13739	AENJA_00493
OG0001198	AMPFI_11677, AMPFI_01112	AENJA_01200
OG0001198	AMPFI_14243	AENJA_21857
OG0001199	AMPFI_08720	AENJA_01326
OG0001199	AMPFI_25970	AENJA_24392
OG0001200	AMPFI_22505, AMPFI_18393	AENJA_01547
OG0001201	AMPFI_02387	AENJA_02210
OG0001202	AMPFI_07863	AENJA_03117
OG0001204	AMPFI_11339	AENJA_04033
OG0001204	AMPFI_14021, AMPFI_11338	AENJA_20148
OG0001205	AMPFI_13876	AENJA_04101
OG0001205	AMPFI_11082, AMPFI_02639, AMPFI_19530	AENJA_26398
OG0001206	AMPFI_09532, AMPFI_01336	AENJA_13457
OG0001206	AMPFI_05754	AENJA_25058
OG0001206	AMPFI_22591	AENJA_08783
OG0001206	AMPFI_03967, AMPFI_23192	AENJA_07583, AENJA_23796
OG0001206	AMPFI_15400	AENJA_06110
OG0001207	AMPFI_02832	AENJA_07276
OG0001208	AMPFI_25578	AENJA_09031
OG0001209	AMPFI_10000	AENJA_09041
OG0001210	AMPFI_13828	AENJA_18956
OG0001210	AMPFI_05417	AENJA_09591
OG0001211	AMPFI_10364	AENJA_09699
OG0001212	AMPFI_04206, AMPFI_11836, AMPFI_24007	AENJA_14546, AENJA_09958
OG0001212	AMPFI_00782, AMPFI_04879	AENJA_09956
OG0001213	AMPFI_07381	AENJA_11717
OG0001213	AMPFI_18186	AENJA_11254
OG0001214	AMPFI_05265	AENJA_11388
OG0001215	AMPFI_10063	AENJA_15953
OG0001216	AMPFI_06120	AENJA_16979
OG0001217	AMPFI_07018	AENJA_17612
OG0001218	AMPFI_18506	AENJA_18179
OG0001219	AMPFI_23839	AENJA_18562
OG0001220	AMPFI_03787	AENJA_19416
OG0001221	AMPFI_09440	AENJA_19765
OG0001222	AMPFI_18592	AENJA_21481
OG0001223	AMPFI_23890	AENJA_21588
OG0001224	AMPFI_01499	AENJA_22625
OG0001225	AMPFI_05889	AENJA_23700
OG0001229	AMPFI_03782	AENJA_08431, AENJA_14356
OG0001229	AMPFI_01838	AENJA_03884, AENJA_13546
OG0001230	AMPFI_11806	AENJA_02568, AENJA_08528
OG0001231	AMPFI_23517	AENJA_02177
OG0001232	AMPFI_08459, AMPFI_09206, AMPFI_03213	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091
OG0001233	AMPFI_11204, AMPFI_12663, AMPFI_14959, AMPFI_17326	AENJA_02446
OG0001234	AMPFI_24580	AENJA_02896
OG0001237	AMPFI_09608	AENJA_19599
OG0001238	AMPFI_08671	AENJA_07960
OG0001238	AMPFI_08263	AENJA_05667
OG0001241	AMPFI_10474	AENJA_21346
OG0001241	AMPFI_05156	AENJA_07588
OG0001242	AMPFI_08208	AENJA_07671, AENJA_07672, AENJA_07670, AENJA_07673, AENJA_07669, AENJA_07675
OG0001243	AMPFI_09177	AENJA_09040
OG0001245	AMPFI_07722	AENJA_11242
OG0001246	AMPFI_05364	AENJA_11976
OG0001247	AMPFI_24091	AENJA_24053
OG0001248	AMPFI_15716	AENJA_17279
OG0001249	AMPFI_23310	AENJA_17683
OG0001250	AMPFI_07433	AENJA_18393
OG0001252	AMPFI_00156	AENJA_20096
OG0001253	AMPFI_05658	AENJA_21103
OG0001254	AMPFI_10158	AENJA_25593
OG0001261	AMPFI_21898	AENJA_00856
OG0001263	AMPFI_11017	AENJA_25444
OG0001264	AMPFI_05271	AENJA_02714
OG0001265	AMPFI_15291, AMPFI_04317, AMPFI_02475, AMPFI_25480, AMPFI_02282, AMPFI_22858, AMPFI_18688, AMPFI_00347, AMPFI_21271, AMPFI_06674, AMPFI_14158, AMPFI_09863, AMPFI_14157	AENJA_15579
OG0001265	AMPFI_02380, AMPFI_22017	AENJA_13872
OG0001267	AMPFI_16785	AENJA_03493
OG0001267	AMPFI_03197	AENJA_10310
OG0001268	AMPFI_21846	AENJA_03712
OG0001270	AMPFI_10234	AENJA_04208
OG0001270	AMPFI_15423	AENJA_21003
OG0001271	AMPFI_12722	AENJA_04651
OG0001273	AMPFI_08982	AENJA_05090
OG0001274	AMPFI_01753	AENJA_06074
OG0001275	AMPFI_10981, AMPFI_05849	AENJA_09059
OG0001276	AMPFI_14910	AENJA_07718, AENJA_07717
OG0001277	AMPFI_16962, AMPFI_19276, AMPFI_13039	AENJA_10647
OG0001277	AMPFI_11990, AMPFI_08088	AENJA_26086
OG0001277	AMPFI_23862, AMPFI_21730, AMPFI_22050, AMPFI_25434, AMPFI_13913	AENJA_17983, AENJA_08016
OG0001278	AMPFI_10211	AENJA_09367
OG0001278	AMPFI_19943	AENJA_15562
OG0001279	AMPFI_05903	AENJA_09382
OG0001280	AMPFI_23298	AENJA_11194
OG0001281	AMPFI_16027	AENJA_11305
OG0001283	AMPFI_00380	AENJA_16994
OG0001283	AMPFI_00187, AMPFI_08340	AENJA_13067, AENJA_22654, AENJA_23095
OG0001284	AMPFI_11093	AENJA_14056
OG0001284	AMPFI_06659	AENJA_21135
OG0001285	AMPFI_25522	AENJA_14208
OG0001287	AMPFI_14082	AENJA_18219
OG0001288	AMPFI_00778	AENJA_22039
OG0001289	AMPFI_00215	AENJA_19878
OG0001290	AMPFI_22521	AENJA_21151
OG0001290	AMPFI_18904	AENJA_21150
OG0001291	AMPFI_17861	AENJA_21434
OG0001292	AMPFI_10776	AENJA_21781
OG0001293	AMPFI_14701	AENJA_23236
OG0001294	AMPFI_01514	AENJA_25092
OG0001295	AMPFI_06419	AENJA_25589
OG0001296	AMPFI_12346	AENJA_26215
OG0001300	AMPFI_08329	AENJA_00411
OG0001301	AMPFI_13360	AENJA_26701
OG0001301	AMPFI_11816	AENJA_14132
OG0001301	AMPFI_05962	AENJA_03540
OG0001301	AMPFI_22171, AMPFI_03252, AMPFI_04617	AENJA_01275
OG0001302	AMPFI_16649, AMPFI_15529	AENJA_13024
OG0001302	AMPFI_08047	AENJA_01840
OG0001304	AMPFI_10342	AENJA_14579
OG0001305	AMPFI_00755	AENJA_03926
OG0001306	AMPFI_19010	AENJA_13028
OG0001306	AMPFI_21641	AENJA_24214
OG0001307	AMPFI_23385	AENJA_14453
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	AENJA_05647
OG0001309	AMPFI_12360	AENJA_07716
OG0001310	AMPFI_04482	AENJA_06272
OG0001310	AMPFI_06804	AENJA_10879
OG0001311	AMPFI_12130	AENJA_06702
OG0001313	AMPFI_10514	AENJA_13129
OG0001313	AMPFI_03552	AENJA_20249, AENJA_13484, AENJA_07345
OG0001314	AMPFI_14399	AENJA_15162
OG0001314	AMPFI_21411, AMPFI_14658, AMPFI_05186	AENJA_11562, AENJA_07754
OG0001315	AMPFI_19734	AENJA_08369, AENJA_13343
OG0001315	AMPFI_21563	AENJA_08368
OG0001315	AMPFI_03331	AENJA_26453
OG0001316	AMPFI_11413	AENJA_08714
OG0001317	AMPFI_14996	AENJA_08900
OG0001317	AMPFI_02448	AENJA_20026
OG0001318	AMPFI_07561	AENJA_09435
OG0001319	AMPFI_11777	AENJA_09605
OG0001320	AMPFI_25009, AMPFI_10016	AENJA_12368
OG0001320	AMPFI_00452	AENJA_16608
OG0001321	AMPFI_00079	AENJA_14609
OG0001322	AMPFI_10344	AENJA_15110
OG0001322	AMPFI_23671	AENJA_16813
OG0001323	AMPFI_21599	AENJA_15789
OG0001324	AMPFI_24533	AENJA_15995
OG0001325	AMPFI_10346	AENJA_16492, AENJA_18977
OG0001326	AMPFI_12886	AENJA_18964
OG0001327	AMPFI_08065	AENJA_18352
OG0001327	AMPFI_15522	AENJA_26627
OG0001328	AMPFI_16031, AMPFI_07538, AMPFI_22821, AMPFI_14375, AMPFI_25363, AMPFI_10406	AENJA_18594
OG0001329	AMPFI_21747	AENJA_19033
OG0001330	AMPFI_05140	AENJA_20881
OG0001332	AMPFI_20259	AENJA_23263
OG0001333	AMPFI_00843, AMPFI_13930	AENJA_23772
OG0001334	AMPFI_00084	AENJA_25606
OG0001339	AMPFI_08229	AENJA_00104
OG0001339	AMPFI_11085	AENJA_18051
OG0001341	AMPFI_01027	AENJA_21191
OG0001343	AMPFI_12861, AMPFI_12298	AENJA_01193, AENJA_19784, AENJA_14364, AENJA_24249, AENJA_19571, AENJA_04196, AENJA_01558, AENJA_15572, AENJA_17314, AENJA_22381, AENJA_24185, AENJA_06935, AENJA_17390, AENJA_07413, AENJA_10871, AENJA_09376, AENJA_04256, AENJA_11014, AENJA_04609
OG0001344	AMPFI_22417	AENJA_01361
OG0001345	AMPFI_09770	AENJA_17713
OG0001347	AMPFI_01235	AENJA_18962, AENJA_14915, AENJA_02118, AENJA_21292, AENJA_16536, AENJA_11064, AENJA_16508, AENJA_21473, AENJA_04137, AENJA_09466, AENJA_23606, AENJA_20408, AENJA_22598, AENJA_11370, AENJA_21084, AENJA_06101, AENJA_20663, AENJA_16538, AENJA_21294, AENJA_04751, AENJA_18577, AENJA_13831, AENJA_04157, AENJA_10522, AENJA_16960, AENJA_23298, AENJA_04692, AENJA_15976, AENJA_14151, AENJA_16540, AENJA_02113, AENJA_15609, AENJA_21872, AENJA_04945, AENJA_23936, AENJA_20405, AENJA_07446, AENJA_23932, AENJA_13508, AENJA_19483, AENJA_10233, AENJA_21293, AENJA_25629, AENJA_01857, AENJA_06267, AENJA_10187, AENJA_06864, AENJA_02290, AENJA_21295, AENJA_21649, AENJA_24916, AENJA_10002, AENJA_16537, AENJA_16548, AENJA_10192, AENJA_20346, AENJA_03245, AENJA_07874, AENJA_21807, AENJA_12810, AENJA_22423
OG0001348	AMPFI_00159	AENJA_01884
OG0001350	AMPFI_25832	AENJA_05873
OG0001351	AMPFI_22361	AENJA_17428, AENJA_06682
OG0001352	AMPFI_15694	AENJA_06720, AENJA_06721
OG0001352	AMPFI_18452, AMPFI_22485	AENJA_06723
OG0001353	AMPFI_10664	AENJA_06742
OG0001354	AMPFI_24004	AENJA_07753
OG0001355	AMPFI_14446	AENJA_08188
OG0001356	AMPFI_01615	AENJA_08269
OG0001357	AMPFI_24417	AENJA_08567
OG0001360	AMPFI_21614	AENJA_25001
OG0001360	AMPFI_12400, AMPFI_23660	AENJA_11441
OG0001362	AMPFI_22273	AENJA_11906
OG0001363	AMPFI_00070, AMPFI_09800, AMPFI_08365	AENJA_12332
OG0001364	AMPFI_14823	AENJA_13074
OG0001365	AMPFI_13985, AMPFI_25879	AENJA_13131
OG0001366	AMPFI_02545	AENJA_14917
OG0001367	AMPFI_02161	AENJA_16641
OG0001368	AMPFI_11158	AENJA_16737
OG0001369	AMPFI_22208	AENJA_17277
OG0001370	AMPFI_06706	AENJA_17284
OG0001371	AMPFI_10372, AMPFI_15938	AENJA_17844
OG0001371	AMPFI_12819	AENJA_24112
OG0001372	AMPFI_21335	AENJA_25899
OG0001372	AMPFI_18921	AENJA_17922
OG0001373	AMPFI_00190	AENJA_17959
OG0001374	AMPFI_17974	AENJA_18703
OG0001375	AMPFI_00915	AENJA_25362
OG0001375	AMPFI_06104	AENJA_20082
OG0001376	AMPFI_21697	AENJA_20854
OG0001378	AMPFI_15247	AENJA_22766
OG0001379	AMPFI_14320	AENJA_23248
OG0001380	AMPFI_08147	AENJA_23604
OG0001381	AMPFI_12006	AENJA_23800
OG0001382	AMPFI_12332	AENJA_23995
OG0001383	AMPFI_07068, AMPFI_11555	AENJA_25087
OG0001384	AMPFI_23681	AENJA_25726
OG0001386	AMPFI_07982	AENJA_26718
OG0001394	AMPFI_09024	AENJA_00558
OG0001395	AMPFI_24070	AENJA_00590
OG0001396	AMPFI_23711	AENJA_08736
OG0001397	AMPFI_21706	AENJA_05269
OG0001397	AMPFI_17878, AMPFI_10775	AENJA_01101
