Orthogroup	AMPFI_ok	HELIO_ok
OG0001599	AMPFI_03121	HELIO_02009
OG0001600	AMPFI_10540	HELIO_00399
OG0001602	AMPFI_00833, AMPFI_23527	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749
OG0001603	AMPFI_09371	HELIO_09786
OG0001604	AMPFI_13911	HELIO_12168
OG0001605	AMPFI_18083	HELIO_09701, HELIO_00110
OG0001608	AMPFI_07127	HELIO_09014, HELIO_09013
OG0001609	AMPFI_10765	HELIO_04479
OG0001609	AMPFI_06902	HELIO_00769
OG0001610	AMPFI_05189	HELIO_06066
OG0001611	AMPFI_12536	HELIO_10992
OG0001612	AMPFI_24849	HELIO_09022
OG0001614	AMPFI_14043	HELIO_09695
OG0001614	AMPFI_09076	HELIO_09277
OG0001617	AMPFI_25615	HELIO_06430
OG0001618	AMPFI_04596	HELIO_07548
OG0001618	AMPFI_03378, AMPFI_07026, AMPFI_09223, AMPFI_23267	HELIO_07443
OG0001618	AMPFI_09742, AMPFI_25975, AMPFI_13937	HELIO_11414
OG0001618	AMPFI_11880, AMPFI_00652	HELIO_05008
OG0001619	AMPFI_24224	HELIO_07067
OG0001620	AMPFI_12324	HELIO_04031
OG0001621	AMPFI_09527	HELIO_05621, HELIO_05048
OG0001622	AMPFI_23787	HELIO_02684
OG0001623	AMPFI_21345	HELIO_12088
OG0001624	AMPFI_12384	HELIO_06828
OG0001626	AMPFI_08426	HELIO_03887
OG0001627	AMPFI_13242	HELIO_03358
OG0001627	AMPFI_22299	HELIO_11162
OG0001628	AMPFI_14676	HELIO_11311
OG0001628	AMPFI_12805	HELIO_03654
OG0001629	AMPFI_05227	HELIO_11337
OG0001630	AMPFI_09150	HELIO_11857
OG0001633	AMPFI_10105	HELIO_09239
OG0001634	AMPFI_22894	HELIO_00787
OG0001635	AMPFI_19476	HELIO_00639
OG0001636	AMPFI_05825	HELIO_06373
OG0001637	AMPFI_14209	HELIO_00689
OG0001638	AMPFI_08503	HELIO_10751
OG0001639	AMPFI_08162	HELIO_03546
OG0001640	AMPFI_16472, AMPFI_03375	HELIO_12233
OG0001642	AMPFI_15628	HELIO_00859, HELIO_00858
OG0001644	AMPFI_12516	HELIO_10610
OG0001651	AMPFI_03860	HELIO_08544
OG0001652	AMPFI_03475	HELIO_06903
OG0001653	AMPFI_18635	HELIO_02536
OG0001654	AMPFI_05689	HELIO_00734, HELIO_02525
OG0001655	AMPFI_16010	HELIO_08331
OG0001656	AMPFI_09616	HELIO_09773
OG0001657	AMPFI_11506	HELIO_09713
OG0001658	AMPFI_21118	HELIO_10076
OG0001659	AMPFI_20084	HELIO_01989
OG0001659	AMPFI_10173	HELIO_01990
OG0001660	AMPFI_15599	HELIO_04664
OG0001661	AMPFI_03268, AMPFI_17995, AMPFI_16309	HELIO_12135
OG0001661	AMPFI_24993, AMPFI_21610	HELIO_07195
OG0001662	AMPFI_25752	HELIO_07941
OG0001662	AMPFI_08109	HELIO_12598
OG0001663	AMPFI_14386	HELIO_06205, HELIO_04184
OG0001664	AMPFI_06252	HELIO_08200
OG0001665	AMPFI_22180	HELIO_08876
OG0001665	AMPFI_12597	HELIO_01144
OG0001666	AMPFI_24481, AMPFI_12799, AMPFI_14898	HELIO_07524, HELIO_03742
OG0001667	AMPFI_09938	HELIO_04686, HELIO_06712
OG0001668	AMPFI_06781	HELIO_03082
OG0001670	AMPFI_03662	HELIO_03065
OG0001671	AMPFI_08592, AMPFI_08591	HELIO_08248
OG0001671	AMPFI_16125, AMPFI_09893	HELIO_08266
OG0001672	AMPFI_19341	HELIO_11405
OG0001673	AMPFI_18848	HELIO_05452
OG0001674	AMPFI_20075	HELIO_12593
OG0001675	AMPFI_04125	HELIO_05454
OG0001676	AMPFI_10805	HELIO_09106
OG0001677	AMPFI_23211	HELIO_10400
OG0001678	AMPFI_03152	HELIO_09288
OG0001679	AMPFI_09908	HELIO_08774
OG0001680	AMPFI_18352	HELIO_00317
OG0001681	AMPFI_01334	HELIO_06634
OG0001682	AMPFI_17672	HELIO_05143
OG0001682	AMPFI_18771	HELIO_05018, HELIO_05865
OG0001682	AMPFI_22192	HELIO_04037
OG0001683	AMPFI_22061	HELIO_10892
OG0001684	AMPFI_24253	HELIO_11576
OG0001685	AMPFI_05011	HELIO_02127
OG0001687	AMPFI_24429, AMPFI_09173, AMPFI_17336	HELIO_06212
OG0001688	AMPFI_10724	HELIO_04799
OG0001689	AMPFI_19247	HELIO_04701
OG0001690	AMPFI_25400, AMPFI_12711	HELIO_12652
OG0001691	AMPFI_08102	HELIO_03141
OG0001692	AMPFI_02593	HELIO_03302
OG0001693	AMPFI_08682	HELIO_01536, HELIO_01082
OG0001694	AMPFI_10870	HELIO_05253
OG0001703	AMPFI_03974	HELIO_06858
OG0001703	AMPFI_10306, AMPFI_20867, AMPFI_22896	HELIO_11018
OG0001704	AMPFI_22958, AMPFI_17780	HELIO_11078
OG0001706	AMPFI_00734	HELIO_03225
OG0001707	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071	HELIO_04517
OG0001708	AMPFI_10288, AMPFI_03554	HELIO_01586
OG0001709	AMPFI_24047	HELIO_12693
OG0001710	AMPFI_18639	HELIO_01243
OG0001711	AMPFI_23859	HELIO_09636
OG0001712	AMPFI_01037, AMPFI_08833	HELIO_09358, HELIO_09359
OG0001714	AMPFI_05879	HELIO_10062
OG0001714	AMPFI_12759	HELIO_01478
OG0001715	AMPFI_00217, AMPFI_12497, AMPFI_16145	HELIO_11827
OG0001716	AMPFI_15456	HELIO_07127
OG0001718	AMPFI_15984	HELIO_08374
OG0001719	AMPFI_22269	HELIO_08265
OG0001719	AMPFI_10269	HELIO_09477, HELIO_06146, HELIO_06608, HELIO_06011
OG0001720	AMPFI_01920	HELIO_01666
OG0001721	AMPFI_11273	HELIO_04710
OG0001722	AMPFI_17549	HELIO_03016
OG0001724	AMPFI_12909	HELIO_09512
OG0001726	AMPFI_23403	HELIO_12477
OG0001726	AMPFI_15123	HELIO_10937
OG0001727	AMPFI_09267	HELIO_00379
OG0001728	AMPFI_01049	HELIO_06859
OG0001729	AMPFI_05820	HELIO_07800
OG0001730	AMPFI_09157	HELIO_09660
OG0001731	AMPFI_18090	HELIO_04109
OG0001732	AMPFI_05707	HELIO_08312
OG0001733	AMPFI_08124	HELIO_06708, HELIO_05078
OG0001735	AMPFI_02680	HELIO_08576
OG0001736	AMPFI_04077	HELIO_04175
OG0001738	AMPFI_08169	HELIO_00898
OG0001739	AMPFI_18533	HELIO_08138
OG0001740	AMPFI_08487	HELIO_06383
OG0001741	AMPFI_03493	HELIO_09141
OG0001742	AMPFI_22432	HELIO_03873
OG0001742	AMPFI_13350	HELIO_02031
OG0001743	AMPFI_21237	HELIO_12557
OG0001744	AMPFI_00412, AMPFI_19292	HELIO_00852
OG0001746	AMPFI_09609	HELIO_10565
OG0001747	AMPFI_21460, AMPFI_03962	HELIO_09412
OG0001749	AMPFI_19296, AMPFI_24575, AMPFI_18873	HELIO_08042
OG0001750	AMPFI_12484	HELIO_09724
OG0001751	AMPFI_25042, AMPFI_24009	HELIO_11274
OG0001752	AMPFI_05645	HELIO_07873
OG0001755	AMPFI_19529	HELIO_08464
OG0001756	AMPFI_19308	HELIO_00970
OG0001756	AMPFI_09088	HELIO_03773
OG0001757	AMPFI_11105	HELIO_06531
OG0001758	AMPFI_22682, AMPFI_05121, AMPFI_08230, AMPFI_04712, AMPFI_10363, AMPFI_04809	HELIO_11236
OG0001758	AMPFI_03239	HELIO_11503
OG0001758	AMPFI_22191	HELIO_11718
OG0001759	AMPFI_11269	HELIO_11817
OG0001760	AMPFI_13517	HELIO_10686
OG0001768	AMPFI_14756, AMPFI_14757	HELIO_00339
OG0001769	AMPFI_17583	HELIO_00478
OG0001769	AMPFI_24487	HELIO_05705
OG0001770	AMPFI_16335	HELIO_10082
OG0001772	AMPFI_21430	HELIO_01523
OG0001774	AMPFI_10680	HELIO_04350
OG0001775	AMPFI_09788, AMPFI_06264, AMPFI_09825	HELIO_07189
OG0001776	AMPFI_14879	HELIO_07496
OG0001777	AMPFI_14080	HELIO_09390
OG0001777	AMPFI_03827	HELIO_09391
OG0001777	AMPFI_10624	HELIO_04368
OG0001778	AMPFI_10692	HELIO_09235, HELIO_06485
OG0001779	AMPFI_12678	HELIO_06492
OG0001779	AMPFI_14359, AMPFI_04902, AMPFI_15956, AMPFI_09586	HELIO_05156
OG0001780	AMPFI_07742	HELIO_10081
OG0001781	AMPFI_23560	HELIO_09978
OG0001781	AMPFI_08314	HELIO_01738
OG0001782	AMPFI_24297	HELIO_11232
OG0001782	AMPFI_12965	HELIO_12571
OG0001783	AMPFI_01182	HELIO_02058
OG0001785	AMPFI_16195	HELIO_10072
OG0001785	AMPFI_02986, AMPFI_16358	HELIO_04363
OG0001787	AMPFI_25681	HELIO_11607
OG0001789	AMPFI_24598	HELIO_10048
OG0001789	AMPFI_14245	HELIO_10049
OG0001790	AMPFI_07074	HELIO_00309
OG0001792	AMPFI_07829	HELIO_03262
OG0001793	AMPFI_08492	HELIO_05244
OG0001793	AMPFI_17091	HELIO_10291
OG0001794	AMPFI_09033	HELIO_08343, HELIO_00138
OG0001796	AMPFI_24328, AMPFI_10392	HELIO_04269
OG0001797	AMPFI_16217	HELIO_04449
OG0001797	AMPFI_16614	HELIO_00752
OG0001798	AMPFI_13433	HELIO_12260
OG0001798	AMPFI_09922	HELIO_02273
OG0001800	AMPFI_11453	HELIO_04276
OG0001801	AMPFI_12578	HELIO_02228
OG0001802	AMPFI_15094	HELIO_04837
OG0001803	AMPFI_13781	HELIO_00855
OG0001804	AMPFI_10708	HELIO_02895
OG0001805	AMPFI_11465	HELIO_06016
OG0001806	AMPFI_11361	HELIO_02144
OG0001807	AMPFI_13156	HELIO_02837
OG0001808	AMPFI_01463	HELIO_02461
OG0001809	AMPFI_15697	HELIO_10155
OG0001810	AMPFI_19617	HELIO_10709
OG0001812	AMPFI_00507, AMPFI_00810	HELIO_02079, HELIO_09113
OG0001814	AMPFI_09086	HELIO_03706
OG0001816	AMPFI_15030	HELIO_05248
OG0001818	AMPFI_13689	HELIO_10184
OG0001819	AMPFI_01254	HELIO_03116
OG0001820	AMPFI_19349	HELIO_08557, HELIO_09627
OG0001822	AMPFI_12887	HELIO_05027
OG0001823	AMPFI_19202	HELIO_12209
OG0001824	AMPFI_19143	HELIO_03287
OG0001824	AMPFI_18005	HELIO_07619
OG0001824	AMPFI_02433	HELIO_09735
OG0001825	AMPFI_16509	HELIO_02386
OG0001827	AMPFI_12500	HELIO_08093
OG0001828	AMPFI_14486	HELIO_08349
OG0001829	AMPFI_21635	HELIO_08800
OG0001830	AMPFI_00628	HELIO_10008
OG0001831	AMPFI_24544	HELIO_06925
OG0001832	AMPFI_01169	HELIO_12779
OG0001832	AMPFI_13912	HELIO_12753
OG0001834	AMPFI_07413	HELIO_07484
OG0001835	AMPFI_23564	HELIO_12136, HELIO_00116, HELIO_11440, HELIO_12172
OG0001846	AMPFI_05493	HELIO_07000
OG0001848	AMPFI_19061	HELIO_08439
OG0001848	AMPFI_12829	HELIO_01077
OG0001849	AMPFI_09620	HELIO_12087
OG0001849	AMPFI_25919	HELIO_03244
OG0001850	AMPFI_21066	HELIO_06095
OG0001851	AMPFI_25094	HELIO_10531
OG0001852	AMPFI_09915	HELIO_00847
OG0001853	AMPFI_25436	HELIO_01954
OG0001854	AMPFI_01259, AMPFI_13023, AMPFI_18179	HELIO_02443
OG0001856	AMPFI_19562	HELIO_11776
OG0001857	AMPFI_05151	HELIO_11313
OG0001858	AMPFI_25738	HELIO_10444
OG0001859	AMPFI_00003	HELIO_00529
OG0001860	AMPFI_06272	HELIO_02411
OG0001861	AMPFI_05546	HELIO_11038
OG0001862	AMPFI_00240	HELIO_03770
OG0001863	AMPFI_13121	HELIO_05463
OG0001863	AMPFI_08387	HELIO_10538
OG0001864	AMPFI_00388	HELIO_11876
OG0001865	AMPFI_08697	HELIO_11843
OG0001867	AMPFI_05628	HELIO_02515
OG0001868	AMPFI_14717	HELIO_06158
OG0001869	AMPFI_03173	HELIO_03150
OG0001869	AMPFI_10638	HELIO_04326
OG0001870	AMPFI_13982	HELIO_11367
OG0001872	AMPFI_00865	HELIO_12105
OG0001873	AMPFI_03890	HELIO_07677, HELIO_06086
OG0001874	AMPFI_11538	HELIO_01670
OG0001875	AMPFI_04167	HELIO_10950
OG0001876	AMPFI_19823, AMPFI_19536, AMPFI_16540	HELIO_04432, HELIO_01518
OG0001878	AMPFI_00022	HELIO_05924
OG0001879	AMPFI_07049	HELIO_06421
OG0001881	AMPFI_23664	HELIO_11210
OG0001883	AMPFI_12079	HELIO_04758
OG0001884	AMPFI_08790	HELIO_09046
OG0001886	AMPFI_21596	HELIO_07679
OG0001888	AMPFI_13172	HELIO_08194
OG0001889	AMPFI_19857	HELIO_09642
OG0001890	AMPFI_12534	HELIO_02855
OG0001893	AMPFI_19478	HELIO_11263
OG0001894	AMPFI_23829	HELIO_04194
OG0001895	AMPFI_06234	HELIO_02660
OG0001896	AMPFI_00391	HELIO_02398, HELIO_02399
OG0001897	AMPFI_11385	HELIO_10470, HELIO_10469
OG0001898	AMPFI_19357, AMPFI_23331	HELIO_04077, HELIO_12763
OG0001899	AMPFI_14699	HELIO_05952
OG0001900	AMPFI_06753	HELIO_03722
OG0001901	AMPFI_16364	HELIO_12147, HELIO_04211
OG0001902	AMPFI_17690	HELIO_05899
OG0001903	AMPFI_22480	HELIO_08222
OG0001913	AMPFI_20028	HELIO_10845
OG0001914	AMPFI_16420	HELIO_12364
OG0001914	AMPFI_23834, AMPFI_23742	HELIO_08172
OG0001915	AMPFI_24256	HELIO_02308
OG0001916	AMPFI_00220	HELIO_08357
OG0001917	AMPFI_25940	HELIO_00213
OG0001918	AMPFI_18720	HELIO_07821
OG0001919	AMPFI_20817	HELIO_06163
OG0001920	AMPFI_08261	HELIO_09697
OG0001921	AMPFI_21333	HELIO_01016
OG0001923	AMPFI_05606	HELIO_01788
OG0001925	AMPFI_11073, AMPFI_16226	HELIO_10825
OG0001926	AMPFI_12255	HELIO_02998
OG0001927	AMPFI_08028	HELIO_04718
OG0001929	AMPFI_03571	HELIO_05265
OG0001930	AMPFI_11064	HELIO_07719
OG0001931	AMPFI_04459, AMPFI_22434, AMPFI_19930	HELIO_10060
OG0001932	AMPFI_22509	HELIO_03169
OG0001933	AMPFI_06742	HELIO_09564
OG0001934	AMPFI_10308	HELIO_02521
OG0001935	AMPFI_16321	HELIO_05458
OG0001935	AMPFI_05252	HELIO_02583
OG0001936	AMPFI_09706	HELIO_04902
OG0001936	AMPFI_20180	HELIO_10872
OG0001937	AMPFI_25708	HELIO_04900, HELIO_06992
OG0001938	AMPFI_24340	HELIO_02477
OG0001940	AMPFI_23874	HELIO_03882
OG0001941	AMPFI_02719	HELIO_08395
OG0001943	AMPFI_17954	HELIO_10645
OG0001944	AMPFI_11227	HELIO_01215, HELIO_01216, HELIO_01217, HELIO_01218
OG0001945	AMPFI_00770	HELIO_03288
OG0001946	AMPFI_08294	HELIO_08201
OG0001947	AMPFI_19758	HELIO_03774
OG0001948	AMPFI_02982	HELIO_09808
OG0001949	AMPFI_14432	HELIO_12106
OG0001950	AMPFI_03608	HELIO_09752
OG0001951	AMPFI_06568	HELIO_04565
OG0001952	AMPFI_12492	HELIO_06639
OG0001953	AMPFI_16409	HELIO_05793
OG0001954	AMPFI_04415	HELIO_04134, HELIO_05926, HELIO_03027
OG0001954	AMPFI_13272	HELIO_06220
OG0001956	AMPFI_17056	HELIO_08427
OG0001957	AMPFI_20892	HELIO_11767
OG0001958	AMPFI_00496	HELIO_07906
OG0001959	AMPFI_24539, AMPFI_19948	HELIO_08251, HELIO_08252
OG0001960	AMPFI_16239	HELIO_12360
OG0001961	AMPFI_18694	HELIO_03253
OG0001963	AMPFI_06610	HELIO_02883
OG0001964	AMPFI_15416	HELIO_02293
OG0001965	AMPFI_25846	HELIO_01378
OG0001966	AMPFI_23585, AMPFI_04379	HELIO_12247, HELIO_05868
OG0001967	AMPFI_04619	HELIO_10256
OG0001968	AMPFI_03626	HELIO_11042
OG0001968	AMPFI_02828	HELIO_10670
OG0001970	AMPFI_00602	HELIO_11641
OG0001971	AMPFI_13714	HELIO_09862
OG0001972	AMPFI_15172	HELIO_04798
OG0001973	AMPFI_13950	HELIO_04854, HELIO_04169
OG0001974	AMPFI_21573	HELIO_09499
OG0001975	AMPFI_25631	HELIO_08246, HELIO_10907
OG0001985	AMPFI_00548	HELIO_03642
OG0001986	AMPFI_06341	HELIO_07313
OG0001987	AMPFI_15909	HELIO_11331, HELIO_11332
OG0001988	AMPFI_17891	HELIO_07776
OG0001989	AMPFI_13109	HELIO_03695
OG0001990	AMPFI_22626, AMPFI_02181	HELIO_00537
OG0001990	AMPFI_12158	HELIO_04294
OG0001994	AMPFI_17060	HELIO_02654, HELIO_02655
OG0001995	AMPFI_16632, AMPFI_16264, AMPFI_19775	HELIO_07621, HELIO_04746
OG0001995	AMPFI_06891	HELIO_03323, HELIO_05823
OG0001995	AMPFI_12847	HELIO_06178
OG0001998	AMPFI_11941	HELIO_01282
OG0002000	AMPFI_12151	HELIO_05949
OG0002001	AMPFI_02709	HELIO_11853
OG0002002	AMPFI_00081	HELIO_11800
OG0002003	AMPFI_24835	HELIO_03803
OG0002004	AMPFI_00749	HELIO_03765
OG0002005	AMPFI_08128	HELIO_12220
OG0002006	AMPFI_06516	HELIO_12425
OG0002007	AMPFI_11296	HELIO_10090
OG0002008	AMPFI_22453	HELIO_10242, HELIO_04821
OG0002009	AMPFI_08474, AMPFI_11951	HELIO_12665
OG0002010	AMPFI_25840	HELIO_12490
OG0002011	AMPFI_05538	HELIO_09289
OG0002012	AMPFI_22305	HELIO_08085
OG0002013	AMPFI_10559, AMPFI_10560	HELIO_06898
OG0002014	AMPFI_21176, AMPFI_02559	HELIO_10467
OG0002015	AMPFI_07020	HELIO_05227
OG0002016	AMPFI_07033	HELIO_11944
OG0002017	AMPFI_20559	HELIO_02990
OG0002018	AMPFI_23650	HELIO_08541
OG0002020	AMPFI_07498	HELIO_12230
OG0002022	AMPFI_16019	HELIO_04450, HELIO_11525, HELIO_03064
OG0002023	AMPFI_10310	HELIO_02236
OG0002024	AMPFI_12404	HELIO_08970, HELIO_08969
OG0002025	AMPFI_16365	HELIO_01634
OG0002025	AMPFI_15837	HELIO_05658
OG0002026	AMPFI_00510	HELIO_08421
OG0002026	AMPFI_07639	HELIO_11050
OG0002027	AMPFI_12845	HELIO_00634
OG0002028	AMPFI_05317	HELIO_04604
OG0002029	AMPFI_14294	HELIO_05876
OG0002030	AMPFI_02627	HELIO_11005
OG0002031	AMPFI_08223	HELIO_07245
OG0002032	AMPFI_07992	HELIO_01093
OG0002033	AMPFI_21670	HELIO_00178
OG0002034	AMPFI_00248	HELIO_05204
OG0002035	AMPFI_01549	HELIO_03679
OG0002036	AMPFI_17675	HELIO_01904
OG0002039	AMPFI_17657	HELIO_04501
OG0002039	AMPFI_03294, AMPFI_21177	HELIO_02914
OG0002042	AMPFI_06985	HELIO_06664
OG0002043	AMPFI_11574	HELIO_03396
OG0002057	AMPFI_07261	HELIO_10449
OG0002058	AMPFI_08457, AMPFI_00532, AMPFI_12631	HELIO_06156, HELIO_05493
OG0002059	AMPFI_12396	HELIO_03914
OG0002060	AMPFI_08802	HELIO_06438
OG0002061	AMPFI_12327	HELIO_12011
OG0002062	AMPFI_20199	HELIO_06049
OG0002063	AMPFI_24725	HELIO_07475
OG0002063	AMPFI_08059	HELIO_05674
OG0002064	AMPFI_02057	HELIO_04147
OG0002064	AMPFI_04113	HELIO_06032
OG0002066	AMPFI_11746	HELIO_08306
OG0002067	AMPFI_16394	HELIO_05446
OG0002068	AMPFI_21310	HELIO_11283
OG0002069	AMPFI_07503, AMPFI_18734	HELIO_09988
OG0002070	AMPFI_23708	HELIO_01660
OG0002072	AMPFI_20520	HELIO_09788
OG0002072	AMPFI_00894	HELIO_02289
OG0002073	AMPFI_25365	HELIO_09897
OG0002075	AMPFI_02738	HELIO_08453
OG0002076	AMPFI_24244	HELIO_08411
OG0002077	AMPFI_10995	HELIO_03623
OG0002078	AMPFI_16293	HELIO_07802
OG0002079	AMPFI_23455	HELIO_08843
OG0002080	AMPFI_00131, AMPFI_15363	HELIO_05901
OG0002081	AMPFI_25653	HELIO_08258
OG0002086	AMPFI_18372	HELIO_03197
OG0002087	AMPFI_07836	HELIO_10536, HELIO_09035
OG0002088	AMPFI_07147	HELIO_05951, HELIO_01061
OG0002089	AMPFI_09022	HELIO_08902
OG0002090	AMPFI_10383	HELIO_05584
OG0002091	AMPFI_11243	HELIO_01447
OG0002094	AMPFI_06144	HELIO_05259, HELIO_04476
OG0002095	AMPFI_00396	HELIO_04059, HELIO_00799
OG0002096	AMPFI_21126	HELIO_10504
OG0002097	AMPFI_09945	HELIO_00551
OG0002098	AMPFI_07697	HELIO_10191
OG0002099	AMPFI_19251	HELIO_04690
OG0002099	AMPFI_11854	HELIO_12497
OG0002100	AMPFI_02081, AMPFI_01467, AMPFI_20845	HELIO_04218, HELIO_04121, HELIO_01009
OG0002101	AMPFI_12592, AMPFI_10537	HELIO_03548
OG0002102	AMPFI_10163	HELIO_06446
OG0002103	AMPFI_02167	HELIO_08047
OG0002104	AMPFI_09366, AMPFI_09367	HELIO_10363
OG0002105	AMPFI_11643	HELIO_06912
OG0002106	AMPFI_23682	HELIO_06196
OG0002107	AMPFI_02795	HELIO_03046
OG0002108	AMPFI_14729	HELIO_01842
OG0002122	AMPFI_14982, AMPFI_20626	HELIO_06970, HELIO_05884
OG0002123	AMPFI_13795	HELIO_11783
OG0002124	AMPFI_11396, AMPFI_17930	HELIO_07566
OG0002125	AMPFI_14988	HELIO_03401
OG0002126	AMPFI_14824	HELIO_02634
OG0002126	AMPFI_24402	HELIO_09866
OG0002127	AMPFI_02742, AMPFI_09138	HELIO_08943
OG0002128	AMPFI_00023	HELIO_09146, HELIO_11211
OG0002129	AMPFI_19463	HELIO_00729
OG0002130	AMPFI_23788	HELIO_11140
OG0002131	AMPFI_11577	HELIO_00247
OG0002134	AMPFI_05803	HELIO_10778
OG0002135	AMPFI_21688	HELIO_00424
OG0002136	AMPFI_16197	HELIO_10407
OG0002137	AMPFI_24466	HELIO_05362
OG0002137	AMPFI_14326	HELIO_10047
OG0002138	AMPFI_24662	HELIO_10372
OG0002139	AMPFI_09567	HELIO_07955
OG0002140	AMPFI_07045	HELIO_02132
OG0002141	AMPFI_24291	HELIO_11644
OG0002142	AMPFI_05160	HELIO_07986
OG0002144	AMPFI_05043	HELIO_01280
OG0002145	AMPFI_10121	HELIO_04062
OG0002146	AMPFI_05844	HELIO_02638
OG0002147	AMPFI_03644, AMPFI_12841	HELIO_06765
OG0002148	AMPFI_23168	HELIO_04883
OG0002148	AMPFI_13637	HELIO_06974
OG0002149	AMPFI_04102	HELIO_11475
OG0002151	AMPFI_09038	HELIO_01394
OG0002152	AMPFI_09776	HELIO_07905
OG0002153	AMPFI_20986	HELIO_10077
OG0002154	AMPFI_08694	HELIO_11807
OG0002155	AMPFI_11503	HELIO_05579
OG0002155	AMPFI_20890	HELIO_08300
OG0002156	AMPFI_05384	HELIO_03634
OG0002157	AMPFI_16160	HELIO_07597
OG0002159	AMPFI_24442	HELIO_09826
OG0002160	AMPFI_14776	HELIO_00185
OG0002161	AMPFI_19022	HELIO_10151
OG0002164	AMPFI_09040	HELIO_10824
OG0002165	AMPFI_09337	HELIO_11027
OG0002166	AMPFI_10950	HELIO_08775
OG0002167	AMPFI_05378	HELIO_02415
OG0002168	AMPFI_24771	HELIO_07698
OG0002168	AMPFI_10928	HELIO_12373
OG0002169	AMPFI_21144	HELIO_05746, HELIO_06281
OG0002170	AMPFI_23281	HELIO_04325
OG0002170	AMPFI_07669	HELIO_08216
OG0002171	AMPFI_09465	HELIO_11666
OG0002172	AMPFI_10541	HELIO_02383
OG0002173	AMPFI_08338	HELIO_10127
OG0002174	AMPFI_07751	HELIO_07488
OG0002175	AMPFI_12062	HELIO_07325
OG0002176	AMPFI_13480	HELIO_02375
OG0002177	AMPFI_19453	HELIO_06435
OG0002178	AMPFI_03485	HELIO_00881
OG0002179	AMPFI_15916	HELIO_11957
OG0002182	AMPFI_12302	HELIO_07381
OG0002183	AMPFI_11345	HELIO_12448
OG0002184	AMPFI_11522	HELIO_03187, HELIO_03186
OG0002185	AMPFI_09801	HELIO_02280
OG0002187	AMPFI_09301	HELIO_06883
OG0002188	AMPFI_14506	HELIO_11286
OG0002189	AMPFI_03764	HELIO_09345
OG0002190	AMPFI_00222	HELIO_11217
OG0002191	AMPFI_22618, AMPFI_24980	HELIO_05501
OG0002193	AMPFI_20760	HELIO_11239
OG0002194	AMPFI_19432, AMPFI_19428, AMPFI_10986	HELIO_08167, HELIO_09274
OG0002196	AMPFI_14343	HELIO_02312
OG0002209	AMPFI_05256	HELIO_00063
OG0002211	AMPFI_25528, AMPFI_18784, AMPFI_04592	HELIO_10863, HELIO_07293
OG0002212	AMPFI_20056	HELIO_05893
OG0002213	AMPFI_10801	HELIO_09582
OG0002215	AMPFI_02971	HELIO_01703
OG0002215	AMPFI_19527	HELIO_06304
OG0002215	AMPFI_13303	HELIO_01702
OG0002216	AMPFI_22501, AMPFI_01725	HELIO_08118
OG0002217	AMPFI_19805	HELIO_07595
OG0002219	AMPFI_21813, AMPFI_19103	HELIO_03142
OG0002220	AMPFI_00016	HELIO_07837
OG0002221	AMPFI_05388	HELIO_00629
OG0002223	AMPFI_05632	HELIO_11846
OG0002223	AMPFI_16615, AMPFI_04411	HELIO_09083
OG0002224	AMPFI_12765	HELIO_08402
OG0002225	AMPFI_07786	HELIO_05714
OG0002226	AMPFI_09925	HELIO_03074
OG0002227	AMPFI_22780	HELIO_01271
OG0002228	AMPFI_01748	HELIO_10818
OG0002229	AMPFI_20801	HELIO_11908
OG0002233	AMPFI_02770	HELIO_07535, HELIO_05365, HELIO_05245
OG0002236	AMPFI_07523	HELIO_10095, HELIO_10094
OG0002237	AMPFI_21143	HELIO_11740, HELIO_11741
OG0002240	AMPFI_00960, AMPFI_15717	HELIO_06722
OG0002241	AMPFI_14262	HELIO_09347
OG0002243	AMPFI_06850	HELIO_12098
OG0002244	AMPFI_08460	HELIO_01234
OG0002244	AMPFI_07452	HELIO_09967
OG0002245	AMPFI_17755	HELIO_05485
OG0002246	AMPFI_21351	HELIO_12705
OG0002248	AMPFI_13359	HELIO_00698
OG0002249	AMPFI_21428	HELIO_10406
OG0002251	AMPFI_13110	HELIO_12433
OG0002252	AMPFI_05242	HELIO_01235
OG0002253	AMPFI_23762	HELIO_06098
OG0002255	AMPFI_02651	HELIO_12509
OG0002255	AMPFI_19539	HELIO_02143
OG0002258	AMPFI_23113, AMPFI_24977, AMPFI_22049	HELIO_06245
OG0002259	AMPFI_00984	HELIO_12604
OG0002260	AMPFI_17623	HELIO_09310
OG0002261	AMPFI_16530	HELIO_06100
OG0002262	AMPFI_26072	HELIO_00173
OG0002263	AMPFI_05699	HELIO_06943
OG0002264	AMPFI_24071	HELIO_02936
OG0002265	AMPFI_10078	HELIO_01860
OG0002266	AMPFI_18976	HELIO_09260
OG0002267	AMPFI_00143	HELIO_02251
OG0002268	AMPFI_03837	HELIO_10860
OG0002270	AMPFI_16026	HELIO_04696
OG0002271	AMPFI_00109	HELIO_07833, HELIO_02259
OG0002272	AMPFI_08490	HELIO_11743
OG0002274	AMPFI_09855	HELIO_01184
OG0002276	AMPFI_09964	HELIO_08754
OG0002277	AMPFI_07085	HELIO_12167
OG0002278	AMPFI_05248	HELIO_09110
OG0002279	AMPFI_09683	HELIO_08733
