Orthogroup	AMPFI_ok	PFLAV
OG0000499	AMPFI_15726, AMPFI_14684	TCONS_00004484.p1
OG0000501	AMPFI_07485, AMPFI_13181, AMPFI_25271, AMPFI_05442	TCONS_00036754.p1, TCONS_00036751.p1, TCONS_00038085.p1, TCONS_00037865.p1, TCONS_00037675.p1, TCONS_00037673.p1, TCONS_00037674.p1, TCONS_00037585.p1, TCONS_00036067.p1, TCONS_00025120.p1, TCONS_00037832.p1
OG0000503	AMPFI_06939, AMPFI_17798	TCONS_00023137.p1
OG0000504	AMPFI_23661, AMPFI_15881	TCONS_00028051.p1
OG0000505	AMPFI_13142	TCONS_00031917.p1, TCONS_00031941.p1
OG0000505	AMPFI_01675	TCONS_00031914.p1
OG0000506	AMPFI_10562	TCONS_00020995.p1
OG0000508	AMPFI_11279	TCONS_00019601.p1
OG0000509	AMPFI_16215	TCONS_00034139.p1
OG0000509	AMPFI_02902, AMPFI_20255	TCONS_00022951.p1, TCONS_00006914.p1, TCONS_00039150.p1, TCONS_00046088.p1, TCONS_00008405.p1, TCONS_00019968.p1, TCONS_00050130.p1, TCONS_00002507.p1
OG0000510	AMPFI_02887	TCONS_00020826.p1
OG0000511	AMPFI_15007	TCONS_00025942.p1
OG0000511	AMPFI_17557, AMPFI_16096, AMPFI_20749	TCONS_00025941.p1
OG0000513	AMPFI_15307	TCONS_00030622.p1
OG0000514	AMPFI_19314	TCONS_00013334.p1
OG0000515	AMPFI_04197	TCONS_00037550.p1
OG0000516	AMPFI_14909, AMPFI_11391	TCONS_00008150.p1, TCONS_00009366.p1
OG0000520	AMPFI_23972	TCONS_00004595.p1
OG0000520	AMPFI_14296	TCONS_00035177.p1
OG0000521	AMPFI_04943	TCONS_00014430.p1, TCONS_00007432.p1
OG0000522	AMPFI_14072	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1
OG0000522	AMPFI_15408, AMPFI_24817	TCONS_00025880.p1
OG0000522	AMPFI_18956	TCONS_00056298.p2
OG0000523	AMPFI_22404	TCONS_00054597.p1
OG0000523	AMPFI_10423	TCONS_00028413.p1
OG0000523	AMPFI_13116	TCONS_00034609.p1, TCONS_00028797.p1, TCONS_00034604.p1, TCONS_00034611.p1, TCONS_00029689.p1, TCONS_00028796.p1
OG0000524	AMPFI_14569	TCONS_00030250.p1
OG0000525	AMPFI_13575	TCONS_00016658.p1
OG0000525	AMPFI_23427	TCONS_00013078.p1
OG0000527	AMPFI_21522	TCONS_00017774.p1
OG0000527	AMPFI_13103	TCONS_00017773.p1
OG0000528	AMPFI_18972, AMPFI_18973	TCONS_00011667.p1
OG0000529	AMPFI_19152	TCONS_00014944.p1
OG0000529	AMPFI_14588	TCONS_00025454.p1
OG0000529	AMPFI_10225	TCONS_00051513.p1
OG0000530	AMPFI_05279	TCONS_00054317.p1
OG0000531	AMPFI_10252	TCONS_00019301.p1
OG0000533	AMPFI_18944, AMPFI_24303, AMPFI_00870, AMPFI_01819	TCONS_00043637.p1, TCONS_00043607.p1, TCONS_00043636.p1, TCONS_00043608.p1, TCONS_00043633.p1, TCONS_00043606.p1, TCONS_00043635.p1
OG0000534	AMPFI_12308, AMPFI_12548	TCONS_00056562.p1
OG0000534	AMPFI_09373	TCONS_00012237.p1
OG0000535	AMPFI_06826	TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1
OG0000536	AMPFI_17109	TCONS_00049181.p1, TCONS_00049164.p1, TCONS_00049190.p1, TCONS_00049178.p1, TCONS_00049162.p1, TCONS_00049163.p1, TCONS_00049165.p1, TCONS_00049192.p1, TCONS_00049193.p1, TCONS_00049168.p1, TCONS_00049191.p1, TCONS_00047840.p1, TCONS_00047829.p1
OG0000537	AMPFI_22008	TCONS_00021934.p1
OG0000538	AMPFI_24088	TCONS_00057157.p1
OG0000541	AMPFI_00378	TCONS_00053110.p1
OG0000542	AMPFI_08997	TCONS_00031701.p1
OG0000542	AMPFI_10148	TCONS_00031702.p1
OG0000544	AMPFI_05766	TCONS_00042715.p1
OG0000544	AMPFI_01213, AMPFI_12495	TCONS_00053426.p1
OG0000544	AMPFI_12968	TCONS_00030309.p1
OG0000545	AMPFI_15543	TCONS_00011122.p1
OG0000546	AMPFI_13740	TCONS_00011435.p1, TCONS_00011434.p1, TCONS_00008901.p1, TCONS_00007684.p1, TCONS_00054150.p1, TCONS_00054189.p1, TCONS_00007686.p1
OG0000547	AMPFI_03815, AMPFI_07259	TCONS_00020603.p1, TCONS_00020602.p1, TCONS_00019558.p1, TCONS_00019384.p1
OG0000547	AMPFI_17652	TCONS_00020385.p1
OG0000547	AMPFI_16109	TCONS_00048152.p1, TCONS_00024937.p1, TCONS_00049475.p1
OG0000548	AMPFI_03107	TCONS_00026418.p1, TCONS_00026417.p1
OG0000548	AMPFI_12447	TCONS_00011838.p1
OG0000548	AMPFI_06878	TCONS_00049725.p1
OG0000549	AMPFI_06765	TCONS_00023197.p1, TCONS_00023330.p1
OG0000550	AMPFI_20316	TCONS_00003629.p1
OG0000551	AMPFI_19651	TCONS_00046148.p1
OG0000551	AMPFI_24965	TCONS_00027545.p1
OG0000552	AMPFI_25709	TCONS_00051707.p1
OG0000552	AMPFI_07948	TCONS_00043405.p1
OG0000553	AMPFI_03292	TCONS_00048336.p1
OG0000553	AMPFI_14139	TCONS_00035272.p2, TCONS_00034957.p2
OG0000553	AMPFI_07441	TCONS_00013171.p1
OG0000554	AMPFI_16623, AMPFI_06109, AMPFI_24115, AMPFI_06108, AMPFI_04502	TCONS_00054892.p1
OG0000555	AMPFI_21558, AMPFI_20880, AMPFI_02323, AMPFI_15050, AMPFI_15152, AMPFI_20106	TCONS_00031924.p1
OG0000555	AMPFI_15624, AMPFI_21815	TCONS_00040284.p1, TCONS_00000626.p1
OG0000555	AMPFI_08937, AMPFI_04250, AMPFI_13488, AMPFI_24272	TCONS_00038669.p1, TCONS_00002753.p1, TCONS_00031925.p1, TCONS_00041370.p1, TCONS_00021157.p1, TCONS_00032327.p1, TCONS_00003865.p1, TCONS_00015535.p1, TCONS_00032583.p1, TCONS_00032511.p1, TCONS_00045442.p1, TCONS_00027667.p1, TCONS_00003864.p1, TCONS_00039651.p1
OG0000560	AMPFI_24939, AMPFI_25437	TCONS_00050536.p1, TCONS_00050533.p1, TCONS_00010531.p1, TCONS_00012199.p1
OG0000560	AMPFI_25195	TCONS_00010924.p1
OG0000560	AMPFI_02096	TCONS_00051476.p1
OG0000561	AMPFI_19041, AMPFI_00758	TCONS_00011481.p1, TCONS_00011480.p1
OG0000564	AMPFI_08861	TCONS_00010212.p1
OG0000564	AMPFI_11089	TCONS_00009860.p1
OG0000564	AMPFI_23703	TCONS_00009806.p1
OG0000566	AMPFI_20076	TCONS_00032760.p1
OG0000566	AMPFI_24184	TCONS_00020313.p1
OG0000566	AMPFI_05548	TCONS_00006656.p1
OG0000567	AMPFI_08270	TCONS_00053726.p1, TCONS_00052633.p1, TCONS_00002536.p1
OG0000567	AMPFI_24073	TCONS_00029665.p1
OG0000567	AMPFI_20193	TCONS_00052701.p1
OG0000568	AMPFI_19652	TCONS_00012375.p1
OG0000568	AMPFI_23512	TCONS_00043226.p1, TCONS_00016148.p1
OG0000570	AMPFI_20117	TCONS_00047873.p1
OG0000572	AMPFI_18964, AMPFI_18965	TCONS_00003540.p1
OG0000572	AMPFI_09351	TCONS_00051108.p1, TCONS_00051073.p1
OG0000573	AMPFI_08544	TCONS_00051396.p1
OG0000573	AMPFI_21790	TCONS_00028054.p1
OG0000574	AMPFI_07593	TCONS_00014265.p1
OG0000574	AMPFI_07534	TCONS_00014282.p1
OG0000574	AMPFI_22284	TCONS_00015177.p1
OG0000575	AMPFI_22439	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	AMPFI_11215	TCONS_00020537.p1
OG0000577	AMPFI_00456, AMPFI_19960, AMPFI_07931	TCONS_00027784.p1, TCONS_00027783.p1
OG0000578	AMPFI_11337, AMPFI_11336	TCONS_00011983.p1
OG0000579	AMPFI_10586	TCONS_00047924.p1, TCONS_00047936.p1
OG0000581	AMPFI_20371	TCONS_00010068.p1
OG0000582	AMPFI_14842, AMPFI_03684	TCONS_00015865.p1
OG0000583	AMPFI_03049	TCONS_00000895.p1
OG0000584	AMPFI_25542, AMPFI_23350, AMPFI_15796, AMPFI_00561, AMPFI_04371	TCONS_00015392.p1, TCONS_00015416.p1
OG0000586	AMPFI_16028	TCONS_00035934.p1
OG0000587	AMPFI_16977, AMPFI_16976	TCONS_00022545.p1
OG0000587	AMPFI_14490	TCONS_00010544.p1
OG0000588	AMPFI_04054, AMPFI_03394	TCONS_00053411.p1
OG0000588	AMPFI_11701	TCONS_00001171.p1
OG0000590	AMPFI_19054, AMPFI_08431	TCONS_00002842.p1, TCONS_00002855.p1
OG0000590	AMPFI_13729	TCONS_00007322.p1
OG0000591	AMPFI_24421	TCONS_00022884.p1
OG0000592	AMPFI_12250	TCONS_00039415.p1
OG0000592	AMPFI_00808	TCONS_00015543.p1
OG0000593	AMPFI_00762	TCONS_00014283.p1
OG0000593	AMPFI_17892	TCONS_00008464.p1
OG0000594	AMPFI_08265	TCONS_00048592.p1
OG0000595	AMPFI_14807	TCONS_00002652.p1
OG0000595	AMPFI_25860	TCONS_00054108.p1
OG0000596	AMPFI_25881, AMPFI_23000	TCONS_00048933.p1
OG0000596	AMPFI_01396	TCONS_00018694.p1
OG0000596	AMPFI_01384, AMPFI_25743, AMPFI_07694, AMPFI_07559, AMPFI_24761	TCONS_00043763.p1, TCONS_00049763.p1, TCONS_00049767.p1
OG0000597	AMPFI_09305	TCONS_00005133.p1
OG0000598	AMPFI_02945, AMPFI_04925, AMPFI_04338, AMPFI_14686	TCONS_00029191.p1, TCONS_00029187.p1, TCONS_00029189.p1, TCONS_00025983.p1
OG0000598	AMPFI_16090	TCONS_00029185.p1, TCONS_00007892.p1
OG0000599	AMPFI_11393	TCONS_00002220.p1, TCONS_00002217.p1
OG0000599	AMPFI_10424	TCONS_00021697.p1, TCONS_00039482.p1, TCONS_00039476.p1, TCONS_00039475.p1, TCONS_00023624.p1, TCONS_00039481.p1, TCONS_00039474.p1, TCONS_00040477.p1, TCONS_00039477.p1
OG0000599	AMPFI_02245	TCONS_00039434.p1, TCONS_00021706.p1
OG0000600	AMPFI_09999	TCONS_00054647.p1
OG0000601	AMPFI_12618, AMPFI_23731, AMPFI_12619, AMPFI_09878	TCONS_00027035.p1, TCONS_00027029.p1
OG0000602	AMPFI_06522	TCONS_00020864.p1
OG0000602	AMPFI_15502	TCONS_00021886.p1
OG0000604	AMPFI_21956, AMPFI_24342	TCONS_00009810.p1
OG0000607	AMPFI_09382	TCONS_00036408.p1
OG0000610	AMPFI_10966	TCONS_00016228.p1
OG0000611	AMPFI_17154, AMPFI_20669	TCONS_00043712.p1
OG0000611	AMPFI_03941	TCONS_00008633.p1
OG0000612	AMPFI_15477, AMPFI_05475	TCONS_00026134.p1
OG0000613	AMPFI_20696	TCONS_00018679.p1, TCONS_00017693.p1
OG0000613	AMPFI_01961, AMPFI_04751	TCONS_00028346.p1
OG0000614	AMPFI_10965	TCONS_00020710.p1
OG0000614	AMPFI_07199	TCONS_00010741.p1
OG0000615	AMPFI_02250	TCONS_00021814.p1
OG0000617	AMPFI_02772	TCONS_00049433.p1
OG0000617	AMPFI_08449	TCONS_00047987.p1
OG0000619	AMPFI_07065	TCONS_00020865.p1
OG0000620	AMPFI_23274, AMPFI_25337, AMPFI_20298	TCONS_00028415.p1, TCONS_00029717.p1
OG0000620	AMPFI_09259, AMPFI_22189	TCONS_00029053.p1, TCONS_00029054.p1, TCONS_00029052.p1
OG0000621	AMPFI_12420	TCONS_00012165.p1, TCONS_00010938.p1, TCONS_00012167.p1, TCONS_00014550.p1, TCONS_00055459.p1, TCONS_00056637.p1, TCONS_00056639.p1, TCONS_00055460.p1
OG0000621	AMPFI_13931	TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1
OG0000623	AMPFI_18053	TCONS_00045077.p1
OG0000624	AMPFI_09306, AMPFI_13318	TCONS_00056401.p1
OG0000625	AMPFI_14871, AMPFI_22297, AMPFI_25324	TCONS_00040416.p1
OG0000626	AMPFI_08963	TCONS_00016980.p1
OG0000627	AMPFI_25325	TCONS_00035285.p1
OG0000628	AMPFI_18712, AMPFI_02816	TCONS_00000408.p1
OG0000628	AMPFI_06881	TCONS_00046680.p1
OG0000629	AMPFI_03723	TCONS_00015400.p1
OG0000629	AMPFI_09946	TCONS_00037355.p1
OG0000630	AMPFI_16354, AMPFI_21870, AMPFI_11492, AMPFI_17101, AMPFI_23904	TCONS_00037387.p1, TCONS_00012461.p1, TCONS_00054617.p1, TCONS_00033395.p1, TCONS_00038903.p1, TCONS_00007709.p1, TCONS_00006976.p1
OG0000630	AMPFI_17708, AMPFI_24094, AMPFI_25360, AMPFI_11541	TCONS_00039452.p1, TCONS_00036345.p1, TCONS_00036346.p1
OG0000630	AMPFI_10535, AMPFI_17726, AMPFI_24989, AMPFI_05724	TCONS_00032231.p1, TCONS_00054363.p1, TCONS_00028305.p1, TCONS_00021059.p1, TCONS_00005956.p1, TCONS_00033252.p1, TCONS_00035156.p1, TCONS_00045203.p1, TCONS_00046288.p2
OG0000632	AMPFI_21791, AMPFI_24168, AMPFI_13889, AMPFI_02539, AMPFI_18575, AMPFI_06213, AMPFI_02107, AMPFI_15432, AMPFI_05429, AMPFI_12305, AMPFI_16874, AMPFI_11784, AMPFI_23830, AMPFI_21324, AMPFI_03835, AMPFI_16505, AMPFI_15452, AMPFI_22403, AMPFI_01021, AMPFI_11378, AMPFI_14973, AMPFI_15789, AMPFI_20235, AMPFI_17887, AMPFI_14229, AMPFI_11547	TCONS_00020240.p1
OG0000632	AMPFI_18587, AMPFI_14610	TCONS_00054650.p1, TCONS_00046232.p1
OG0000632	AMPFI_24065, AMPFI_00994, AMPFI_24068, AMPFI_13184, AMPFI_23151, AMPFI_20533, AMPFI_05488, AMPFI_16436, AMPFI_04767, AMPFI_03899, AMPFI_00799, AMPFI_14865, AMPFI_03893, AMPFI_09519, AMPFI_01162, AMPFI_08304, AMPFI_04174, AMPFI_12090	TCONS_00008403.p1
OG0000634	AMPFI_15841, AMPFI_04896	TCONS_00003886.p1
OG0000635	AMPFI_12996	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000637	AMPFI_22000	TCONS_00015012.p1
OG0000638	AMPFI_12032	TCONS_00001975.p1, TCONS_00001985.p1, TCONS_00001981.p1, TCONS_00001979.p1, TCONS_00024926.p1, TCONS_00024991.p1, TCONS_00024919.p1, TCONS_00024987.p1, TCONS_00024990.p1, TCONS_00024994.p1, TCONS_00024996.p1, TCONS_00024929.p1, TCONS_00025000.p1, TCONS_00024999.p1, TCONS_00024939.p1, TCONS_00025015.p1, TCONS_00000813.p1, TCONS_00000815.p1, TCONS_00000830.p1, TCONS_00000811.p1, TCONS_00000808.p1, TCONS_00000827.p1, TCONS_00000816.p1, TCONS_00000807.p1, TCONS_00000822.p1, TCONS_00000810.p1, TCONS_00000806.p1, TCONS_00001282.p1
OG0000639	AMPFI_02143	TCONS_00028238.p1
OG0000639	AMPFI_19096	TCONS_00009320.p1
OG0000642	AMPFI_20481, AMPFI_17464, AMPFI_21969, AMPFI_03291, AMPFI_09020, AMPFI_24910	TCONS_00030948.p1
OG0000643	AMPFI_13527	TCONS_00054014.p1
OG0000645	AMPFI_07390	TCONS_00009435.p1
OG0000646	AMPFI_06480	TCONS_00008685.p1
OG0000647	AMPFI_23840	TCONS_00020958.p1
OG0000648	AMPFI_15343	TCONS_00009291.p1
OG0000648	AMPFI_13232	TCONS_00008067.p1
OG0000649	AMPFI_08407	TCONS_00056979.p1
OG0000650	AMPFI_07337	TCONS_00002876.p1
OG0000651	AMPFI_00457	TCONS_00019574.p1
OG0000652	AMPFI_06940	TCONS_00049243.p1
OG0000654	AMPFI_21423	TCONS_00003642.p1
OG0000656	AMPFI_21322, AMPFI_16515	TCONS_00049830.p1
OG0000656	AMPFI_00663, AMPFI_06733	TCONS_00038760.p2, TCONS_00041366.p1
OG0000656	AMPFI_23945, AMPFI_21517	TCONS_00041523.p1, TCONS_00041255.p1, TCONS_00039610.p1, TCONS_00024971.p1, TCONS_00024916.p1, TCONS_00032216.p1, TCONS_00035613.p1, TCONS_00052172.p1, TCONS_00023103.p1
OG0000657	AMPFI_04003	TCONS_00000969.p1
OG0000657	AMPFI_15120	TCONS_00019776.p1
OG0000657	AMPFI_23025	TCONS_00019778.p1
OG0000658	AMPFI_20829	TCONS_00053518.p1
OG0000658	AMPFI_19271, AMPFI_01935, AMPFI_23531, AMPFI_19046, AMPFI_22333, AMPFI_00942	TCONS_00001112.p1
OG0000659	AMPFI_18071, AMPFI_20810	TCONS_00027459.p1, TCONS_00046784.p1, TCONS_00042759.p1, TCONS_00056402.p1, TCONS_00049312.p1, TCONS_00044275.p1, TCONS_00024742.p1, TCONS_00053449.p1, TCONS_00038642.p1, TCONS_00031128.p1, TCONS_00012765.p1, TCONS_00012025.p1, TCONS_00034668.p1, TCONS_00050744.p1, TCONS_00028082.p1, TCONS_00003130.p1, TCONS_00040674.p3, TCONS_00049833.p2, TCONS_00040155.p1, TCONS_00016715.p1, TCONS_00015639.p1, TCONS_00031782.p1, TCONS_00044828.p1, TCONS_00015035.p1, TCONS_00033115.p1, TCONS_00044810.p1, TCONS_00044811.p1, TCONS_00044492.p1, TCONS_00044494.p1, TCONS_00053488.p1
OG0000660	AMPFI_17445	TCONS_00001169.p1
OG0000662	AMPFI_02313	TCONS_00025890.p1
OG0000662	AMPFI_13450	TCONS_00012593.p1
OG0000663	AMPFI_11999	TCONS_00046671.p1
OG0000663	AMPFI_12107	TCONS_00053215.p1
OG0000664	AMPFI_09419	TCONS_00049409.p1
OG0000665	AMPFI_01642, AMPFI_25024	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3
OG0000666	AMPFI_18404	TCONS_00049104.p1
OG0000670	AMPFI_22267	TCONS_00022803.p1, TCONS_00022414.p1
OG0000672	AMPFI_11096	TCONS_00021249.p1, TCONS_00022408.p1
OG0000672	AMPFI_17614	TCONS_00009740.p1
OG0000673	AMPFI_12875, AMPFI_14213	TCONS_00030652.p2
OG0000674	AMPFI_05318	TCONS_00028994.p1
OG0000674	AMPFI_14286	TCONS_00024122.p1
OG0000676	AMPFI_07198	TCONS_00018626.p1
OG0000676	AMPFI_01951	TCONS_00022372.p1
OG0000680	AMPFI_18200	TCONS_00045613.p1
OG0000680	AMPFI_20692	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1
OG0000681	AMPFI_10408	TCONS_00042950.p1
OG0000681	AMPFI_08112	TCONS_00023435.p1
OG0000682	AMPFI_06701	TCONS_00026219.p1
OG0000683	AMPFI_06165	TCONS_00022902.p1
OG0000683	AMPFI_15593	TCONS_00052646.p1
OG0000684	AMPFI_13648	TCONS_00009346.p1
OG0000685	AMPFI_10051	TCONS_00023333.p1, TCONS_00023203.p1
OG0000689	AMPFI_02583, AMPFI_23404, AMPFI_19830	TCONS_00041010.p1, TCONS_00004146.p1
OG0000689	AMPFI_03615	TCONS_00004551.p1
OG0000689	AMPFI_12773	TCONS_00043621.p1
OG0000689	AMPFI_19236	TCONS_00033099.p1, TCONS_00031185.p1
OG0000690	AMPFI_12474	TCONS_00001720.p1
OG0000690	AMPFI_25508	TCONS_00053238.p1
OG0000691	AMPFI_15975	TCONS_00007126.p1
OG0000691	AMPFI_07380	TCONS_00017529.p1
OG0000692	AMPFI_22914	TCONS_00052734.p1
OG0000692	AMPFI_19220	TCONS_00027577.p1
OG0000694	AMPFI_20821	TCONS_00014772.p1
OG0000695	AMPFI_04906	TCONS_00048840.p1, TCONS_00048837.p1, TCONS_00048836.p1, TCONS_00048839.p1, TCONS_00002666.p1, TCONS_00045598.p1, TCONS_00026763.p1
OG0000695	AMPFI_19882	TCONS_00025130.p1
OG0000696	AMPFI_13412	TCONS_00018845.p1
OG0000696	AMPFI_23601	TCONS_00011598.p1
OG0000696	AMPFI_06933	TCONS_00047236.p1
OG0000697	AMPFI_01555	TCONS_00048562.p1
OG0000698	AMPFI_16763	TCONS_00010307.p1, TCONS_00010310.p1, TCONS_00010318.p1, TCONS_00010312.p1, TCONS_00010317.p1
OG0000698	AMPFI_25928	TCONS_00010306.p1
OG0000699	AMPFI_25818, AMPFI_10547	TCONS_00021274.p1
OG0000700	AMPFI_02889	TCONS_00055915.p1, TCONS_00055909.p1
OG0000701	AMPFI_06365	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1
OG0000702	AMPFI_20591	TCONS_00020216.p1
OG0000703	AMPFI_09469	TCONS_00030196.p1
OG0000706	AMPFI_17120	TCONS_00047273.p1
OG0000706	AMPFI_00965, AMPFI_02905	TCONS_00056928.p1
OG0000707	AMPFI_03435	TCONS_00005686.p1
OG0000708	AMPFI_18363	TCONS_00052744.p1
OG0000708	AMPFI_17855, AMPFI_19554	TCONS_00049295.p1
OG0000709	AMPFI_23883	TCONS_00003484.p1
OG0000709	AMPFI_17426	TCONS_00011621.p1
OG0000710	AMPFI_01536, AMPFI_25003	TCONS_00022432.p1
OG0000711	AMPFI_19044	TCONS_00037709.p1
OG0000711	AMPFI_11270	TCONS_00036548.p1
OG0000712	AMPFI_08144	TCONS_00043112.p1
OG0000713	AMPFI_24318, AMPFI_08961, AMPFI_11641	TCONS_00020883.p1
OG0000714	AMPFI_03843, AMPFI_09802, AMPFI_22689, AMPFI_24356, AMPFI_11709	TCONS_00034320.p1, TCONS_00023021.p1, TCONS_00018942.p1, TCONS_00050458.p1, TCONS_00053387.p1
OG0000714	AMPFI_04993	TCONS_00046720.p1
OG0000715	AMPFI_19789	TCONS_00055218.p1
OG0000716	AMPFI_13314	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1
OG0000717	AMPFI_06302	TCONS_00016080.p1
OG0000717	AMPFI_10785	TCONS_00016081.p1
OG0000718	AMPFI_05696, AMPFI_05695	TCONS_00035589.p1
OG0000720	AMPFI_05196	TCONS_00019702.p1, TCONS_00019718.p1
OG0000720	AMPFI_01018	TCONS_00014997.p1
OG0000720	AMPFI_04200	TCONS_00033144.p1
OG0000721	AMPFI_08986	TCONS_00006398.p1
OG0000721	AMPFI_22244	TCONS_00000729.p1
OG0000723	AMPFI_04714	TCONS_00019552.p1, TCONS_00018925.p1, TCONS_00019856.p1, TCONS_00019857.p1
OG0000724	AMPFI_16071	TCONS_00011523.p1
OG0000725	AMPFI_02912	TCONS_00025265.p1
OG0000726	AMPFI_13683	TCONS_00016601.p1
OG0000730	AMPFI_24051	TCONS_00057273.p1
OG0000731	AMPFI_14467	TCONS_00021358.p1
OG0000732	AMPFI_21125	TCONS_00022768.p1
OG0000732	AMPFI_22564	TCONS_00053142.p1
OG0000733	AMPFI_00092	TCONS_00011607.p1
OG0000733	AMPFI_07683	TCONS_00010891.p1
OG0000734	AMPFI_16496	TCONS_00015907.p1
OG0000735	AMPFI_12763	TCONS_00016800.p1
OG0000736	AMPFI_00116	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1
OG0000737	AMPFI_09668	TCONS_00026738.p1, TCONS_00041553.p1, TCONS_00026739.p1
OG0000739	AMPFI_17691	TCONS_00022936.p1
OG0000739	AMPFI_15188, AMPFI_07309	TCONS_00040310.p1, TCONS_00016923.p1, TCONS_00029075.p1, TCONS_00031509.p1, TCONS_00033004.p1, TCONS_00052353.p2, TCONS_00003524.p1
OG0000739	AMPFI_13493, AMPFI_12559, AMPFI_22118	TCONS_00002122.p1, TCONS_00041907.p1, TCONS_00049643.p1, TCONS_00007760.p1, TCONS_00025913.p2, TCONS_00038150.p1, TCONS_00038497.p1, TCONS_00009552.p1, TCONS_00022728.p1, TCONS_00046135.p1
OG0000740	AMPFI_24652	TCONS_00055839.p1
OG0000740	AMPFI_17145	TCONS_00016565.p1, TCONS_00030552.p1, TCONS_00031055.p1
OG0000741	AMPFI_19996	TCONS_00035161.p1
OG0000741	AMPFI_24722	TCONS_00049132.p1, TCONS_00043857.p1, TCONS_00040641.p1, TCONS_00019025.p1
OG0000741	AMPFI_17281	TCONS_00051595.p1, TCONS_00055896.p1, TCONS_00028882.p1
OG0000742	AMPFI_05931	TCONS_00046716.p1, TCONS_00045385.p1, TCONS_00046005.p1, TCONS_00021056.p1, TCONS_00000878.p1, TCONS_00022474.p1
OG0000743	AMPFI_02626	TCONS_00013173.p1
OG0000743	AMPFI_24905	TCONS_00014370.p1
OG0000744	AMPFI_06604	TCONS_00008825.p1
OG0000745	AMPFI_10083	TCONS_00011567.p1, TCONS_00011565.p1
OG0000746	AMPFI_11042	TCONS_00051236.p1
OG0000746	AMPFI_21096	TCONS_00014182.p1
OG0000746	AMPFI_24935	TCONS_00050079.p1
OG0000748	AMPFI_21950	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1
OG0000749	AMPFI_08611	TCONS_00010786.p1
OG0000750	AMPFI_11438	TCONS_00029982.p1, TCONS_00030742.p1
OG0000751	AMPFI_03506	TCONS_00056206.p1
OG0000752	AMPFI_17019	TCONS_00027586.p1
OG0000752	AMPFI_09329	TCONS_00000980.p1
OG0000752	AMPFI_04939	TCONS_00054248.p1
OG0000753	AMPFI_15523	TCONS_00033131.p1
OG0000753	AMPFI_14109	TCONS_00034978.p1
OG0000753	AMPFI_09896	TCONS_00033130.p1
OG0000754	AMPFI_00155, AMPFI_05404	TCONS_00007992.p1
OG0000755	AMPFI_18113, AMPFI_24528	TCONS_00008247.p1
OG0000756	AMPFI_12751, AMPFI_14494	TCONS_00012931.p1, TCONS_00012932.p1
OG0000756	AMPFI_04122, AMPFI_11222, AMPFI_01721	TCONS_00031460.p1
OG0000757	AMPFI_01364	TCONS_00006887.p1, TCONS_00006876.p1
OG0000757	AMPFI_13831	TCONS_00057276.p1
OG0000758	AMPFI_00957	TCONS_00016783.p1
OG0000759	AMPFI_04195	TCONS_00002581.p1
OG0000760	AMPFI_13511	TCONS_00049569.p1
OG0000761	AMPFI_02175	TCONS_00014693.p1
OG0000764	AMPFI_07130	TCONS_00015937.p1
OG0000765	AMPFI_19294	TCONS_00009967.p1
OG0000765	AMPFI_14015	TCONS_00011963.p1
OG0000766	AMPFI_21468, AMPFI_22616	TCONS_00028822.p1, TCONS_00032747.p1
OG0000767	AMPFI_07905	TCONS_00011537.p1
OG0000768	AMPFI_08442	TCONS_00049576.p1
OG0000772	AMPFI_02894, AMPFI_19971	TCONS_00008408.p1
OG0000773	AMPFI_06916	TCONS_00053287.p1, TCONS_00052773.p1, TCONS_00053285.p1
OG0000773	AMPFI_21117	TCONS_00051393.p1, TCONS_00051394.p1
OG0000773	AMPFI_06404, AMPFI_11306	TCONS_00052812.p1
OG0000774	AMPFI_08290	TCONS_00052735.p1
OG0000774	AMPFI_10783	TCONS_00013141.p1
OG0000774	AMPFI_03731	TCONS_00049083.p1
OG0000775	AMPFI_22492	TCONS_00045737.p1
OG0000776	AMPFI_23341	TCONS_00046336.p1, TCONS_00030153.p1, TCONS_00030152.p1, TCONS_00009195.p1, TCONS_00030151.p1
OG0000777	AMPFI_22290	TCONS_00013796.p1
