Orthogroup	AMPFI_ok	DROME
OG0001092	AMPFI_23695, AMPFI_21806, AMPFI_23031, AMPFI_16710	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203
OG0001093	AMPFI_01496	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008
OG0001094	AMPFI_07987	DROME08185, DROME21556
OG0001096	AMPFI_10982, AMPFI_10807, AMPFI_10808, AMPFI_22875	DROME20588, DROME20589, DROME02389
OG0001097	AMPFI_17017	DROME12546, DROME12547
OG0001101	AMPFI_12698	DROME01099
OG0001102	AMPFI_21024	DROME11539
OG0001102	AMPFI_07650, AMPFI_14421	DROME20883
OG0001103	AMPFI_02682	DROME13242, DROME13241, DROME13243, DROME13244
OG0001104	AMPFI_11622	DROME04004
OG0001105	AMPFI_14430, AMPFI_10401	DROME22092, DROME02326
OG0001107	AMPFI_16073	DROME03977
OG0001108	AMPFI_13440	DROME12857, DROME12858, DROME12856, DROME12855
OG0001108	AMPFI_13784	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011
OG0001109	AMPFI_10273, AMPFI_13387	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274
OG0001111	AMPFI_04458	DROME01145, DROME15662
OG0001112	AMPFI_08572	DROME13039, DROME13038, DROME13037, DROME13036
OG0001113	AMPFI_16641	DROME18531, DROME18532
OG0001114	AMPFI_25604	DROME00496, DROME16340, DROME16339
OG0001116	AMPFI_06806	DROME11717, DROME11714, DROME11715, DROME11716
OG0001118	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307, AMPFI_02493	DROME14402, DROME14401
OG0001121	AMPFI_15985, AMPFI_08055	DROME11643, DROME11644, DROME11645, DROME11642
OG0001124	AMPFI_15848	DROME13810
OG0001126	AMPFI_20016	DROME07144
OG0001127	AMPFI_21530, AMPFI_00371	DROME21295, DROME21293, DROME21294, DROME21292
OG0001128	AMPFI_08735	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100
OG0001129	AMPFI_05280	DROME06610
OG0001131	AMPFI_08885	DROME00544
OG0001132	AMPFI_18757	DROME12585, DROME12584, DROME12583, DROME12582
OG0001133	AMPFI_21275	DROME02832
OG0001135	AMPFI_25799	DROME18153, DROME18152
OG0001136	AMPFI_07457	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237
OG0001137	AMPFI_25398	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225
OG0001138	AMPFI_08224	DROME16831, DROME16832, DROME16830, DROME16829
OG0001139	AMPFI_16920, AMPFI_10168	DROME11285, DROME11284, DROME20784
OG0001140	AMPFI_12273, AMPFI_22519	DROME04492, DROME04491
OG0001141	AMPFI_05552	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356
OG0001143	AMPFI_13922, AMPFI_07389	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977
OG0001144	AMPFI_09246	DROME08380
OG0001148	AMPFI_05179	DROME04431, DROME04432
OG0001156	AMPFI_16501	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510
OG0001158	AMPFI_14324, AMPFI_03369	DROME08138, DROME08137
OG0001160	AMPFI_18833	DROME05833, DROME05832, DROME05835, DROME05834
OG0001161	AMPFI_19031	DROME10169, DROME10171, DROME10167, DROME10168, DROME10170
OG0001162	AMPFI_21383	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107
OG0001164	AMPFI_02597, AMPFI_21888, AMPFI_23885, AMPFI_00138, AMPFI_24570, AMPFI_17125	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759
OG0001165	AMPFI_11630	DROME20938, DROME07288
OG0001167	AMPFI_05454	DROME17311
OG0001168	AMPFI_05372	DROME02336
OG0001170	AMPFI_08205	DROME16781
OG0001172	AMPFI_09322	DROME12074, DROME12075
OG0001174	AMPFI_23115	DROME01257, DROME01258
OG0001175	AMPFI_01688, AMPFI_11579, AMPFI_01291	DROME10674
OG0001177	AMPFI_08044	DROME01933, DROME01934, DROME21906
OG0001178	AMPFI_01492	DROME18168, DROME18169, DROME18170, DROME18167
OG0001184	AMPFI_20865	DROME03279
OG0001184	AMPFI_08874	DROME17805
OG0001185	AMPFI_07596	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238
OG0001186	AMPFI_07934	DROME11811, DROME11812
OG0001186	AMPFI_10517	DROME18932
OG0001188	AMPFI_02144	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118
OG0001190	AMPFI_02258, AMPFI_24898	DROME21340, DROME21342, DROME21339, DROME21341
OG0001191	AMPFI_06865	DROME15546, DROME15547, DROME15549, DROME15548
OG0001196	AMPFI_04634	DROME19139
OG0001197	AMPFI_13739	DROME14364
OG0001201	AMPFI_02387	DROME20824, DROME20825, DROME20823, DROME20822
OG0001203	AMPFI_00203	DROME16841
OG0001204	AMPFI_11339, AMPFI_14021, AMPFI_11338	DROME15252
OG0001208	AMPFI_25578	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816
OG0001209	AMPFI_10000	DROME03307
OG0001210	AMPFI_13828	DROME01292
OG0001210	AMPFI_05417	DROME21654, DROME21653
OG0001211	AMPFI_10364	DROME14817, DROME14816, DROME14814, DROME14815
OG0001212	AMPFI_04206, AMPFI_11836, AMPFI_24007	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021
OG0001213	AMPFI_07381	DROME12028
OG0001213	AMPFI_18186	DROME15857
OG0001214	AMPFI_05265	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226
OG0001215	AMPFI_10063	DROME05613, DROME05611, DROME05612
OG0001216	AMPFI_06120	DROME20096, DROME20097, DROME20095, DROME15498
OG0001217	AMPFI_07018	DROME06701
OG0001218	AMPFI_18506	DROME12211, DROME12213, DROME12212
OG0001219	AMPFI_23839	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628
OG0001220	AMPFI_12004, AMPFI_03787, AMPFI_14887, AMPFI_03086, AMPFI_17325	DROME02744, DROME20493, DROME20492
OG0001221	AMPFI_09440	DROME09514
OG0001223	AMPFI_23890	DROME08781, DROME08780
OG0001225	AMPFI_05889	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794
OG0001227	AMPFI_12556	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419
OG0001230	AMPFI_11806	DROME05921, DROME05920
OG0001231	AMPFI_23517	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724
OG0001232	AMPFI_03432, AMPFI_18743, AMPFI_08459, AMPFI_09206, AMPFI_03213	DROME01876, DROME01877, DROME01878
OG0001234	AMPFI_10815, AMPFI_24580	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231
OG0001236	AMPFI_04390	DROME06609, DROME04424, DROME20964
OG0001237	AMPFI_09608	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481
OG0001238	AMPFI_08671	DROME21058
OG0001238	AMPFI_08263	DROME05136, DROME05137, DROME05138, DROME14291, DROME14292
OG0001241	AMPFI_10474	DROME02596
OG0001241	AMPFI_05156	DROME03537
OG0001243	AMPFI_09177	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535
OG0001247	AMPFI_24091	DROME18852
OG0001248	AMPFI_15716	DROME02625, DROME02624, DROME02623
OG0001249	AMPFI_23310	DROME05745, DROME05744, DROME04456, DROME04455
OG0001250	AMPFI_07433	DROME10391, DROME10390, DROME10392
OG0001251	AMPFI_15272	DROME04532
OG0001253	AMPFI_05658	DROME16727, DROME02601
OG0001254	AMPFI_10158	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033
OG0001255	AMPFI_10235	DROME11892
OG0001256	AMPFI_15458	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301
OG0001261	AMPFI_21898	DROME00542, DROME00543, DROME00540, DROME00541
OG0001262	AMPFI_14619	DROME20437
OG0001263	AMPFI_11017	DROME01386, DROME01387
OG0001264	AMPFI_05271	DROME08249, DROME08250, DROME08248
OG0001267	AMPFI_03197	DROME13068
OG0001268	AMPFI_17603	DROME04920, DROME04921
OG0001270	AMPFI_10234	DROME12379
OG0001270	AMPFI_15423	DROME02961
OG0001271	AMPFI_12722	DROME20484
OG0001272	AMPFI_10847	DROME17237, DROME17236, DROME17235, DROME17243
OG0001273	AMPFI_08982	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251
OG0001274	AMPFI_01753	DROME06585, DROME06586, DROME06584
OG0001276	AMPFI_14910	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322
OG0001278	AMPFI_19943	DROME15730
OG0001279	AMPFI_05903	DROME15211, DROME15210
OG0001280	AMPFI_23298	DROME15706
OG0001281	AMPFI_16027	DROME19100
OG0001284	AMPFI_06659	DROME05418
OG0001287	AMPFI_14082	DROME15976, DROME15975, DROME04476
OG0001288	AMPFI_19759, AMPFI_00778	DROME19787, DROME09388, DROME09389
OG0001290	AMPFI_18904	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924
OG0001291	AMPFI_17861	DROME21166, DROME21165, DROME18055, DROME18056
OG0001292	AMPFI_10776	DROME20956
OG0001293	AMPFI_14701	DROME19380, DROME19378, DROME19379
OG0001294	AMPFI_01514	DROME19278
OG0001295	AMPFI_06419	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521
OG0001296	AMPFI_12346	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669
OG0001300	AMPFI_08329	DROME21326, DROME21325, DROME21324
OG0001302	AMPFI_16649, AMPFI_15529	DROME00539
OG0001304	AMPFI_08298, AMPFI_10342	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068
OG0001305	AMPFI_00755	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831
OG0001306	AMPFI_21641	DROME08751, DROME08752
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399
OG0001310	AMPFI_22226, AMPFI_04482, AMPFI_16368	DROME15600
OG0001315	AMPFI_19734, AMPFI_21563, AMPFI_03331	DROME16592
OG0001318	AMPFI_07561	DROME17213
OG0001318	AMPFI_11299	DROME09513
OG0001319	AMPFI_11777	DROME01307
OG0001321	AMPFI_00079	DROME16103
OG0001322	AMPFI_23671	DROME15932
OG0001323	AMPFI_21599	DROME18781, DROME18779, DROME18782, DROME18780
OG0001324	AMPFI_26008	DROME09728
OG0001325	AMPFI_10346	DROME14232
OG0001326	AMPFI_12886	DROME03927
OG0001327	AMPFI_08065	DROME02674, DROME02673, DROME02675
OG0001328	AMPFI_16031, AMPFI_07538, AMPFI_22821, AMPFI_14375, AMPFI_25363, AMPFI_10406	DROME20058
OG0001328	AMPFI_20082	DROME14994
OG0001330	AMPFI_05140	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683
OG0001332	AMPFI_20259	DROME01823, DROME19220, DROME11272
OG0001335	AMPFI_02356, AMPFI_10205	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042
OG0001339	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490	DROME19223, DROME16443, DROME14812, DROME07497, DROME07496
OG0001341	AMPFI_14355, AMPFI_06570	DROME00588
OG0001341	AMPFI_01027	DROME19896, DROME19897, DROME19895
OG0001344	AMPFI_22417	DROME04657, DROME04656
OG0001348	AMPFI_00159	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496
OG0001350	AMPFI_25832	DROME03240, DROME03239
OG0001351	AMPFI_22361	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249
OG0001352	AMPFI_15694, AMPFI_18452, AMPFI_22485	DROME11579, DROME11580
OG0001353	AMPFI_10664	DROME12504, DROME12505
OG0001354	AMPFI_24004	DROME18928
OG0001355	AMPFI_14446	DROME18115
OG0001356	AMPFI_01615	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202
OG0001358	AMPFI_22238	DROME16422
OG0001360	AMPFI_21614	DROME16475, DROME16474, DROME01288, DROME01289
OG0001362	AMPFI_13811	DROME17431, DROME22085
OG0001363	AMPFI_00070, AMPFI_09800, AMPFI_08365, AMPFI_02799, AMPFI_04841, AMPFI_18618	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044
OG0001364	AMPFI_11134	DROME18347, DROME18348
OG0001366	AMPFI_17877, AMPFI_02545	DROME19931, DROME19932, DROME19933, DROME19934
OG0001367	AMPFI_02161	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536
OG0001368	AMPFI_11158	DROME00518, DROME00521, DROME00519, DROME00520
OG0001370	AMPFI_09461	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126
OG0001371	AMPFI_10372, AMPFI_15938, AMPFI_12819	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809
OG0001372	AMPFI_21335	DROME06987
OG0001373	AMPFI_00190	DROME15869, DROME15867, DROME15866, DROME15868
OG0001375	AMPFI_00915	DROME11058
OG0001375	AMPFI_06104	DROME12544
OG0001376	AMPFI_21697	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506
OG0001378	AMPFI_15247	DROME14090, DROME14089
OG0001379	AMPFI_14320	DROME02340
OG0001381	AMPFI_12006	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084
OG0001383	AMPFI_07068, AMPFI_11555	DROME08849, DROME08848, DROME08850, DROME08851
OG0001387	AMPFI_00234, AMPFI_22448	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640
OG0001388	AMPFI_12817, AMPFI_11142	DROME15512
OG0001388	AMPFI_11567, AMPFI_07764, AMPFI_16897	DROME19691
OG0001388	AMPFI_02883	DROME08323, DROME06473, DROME06382
OG0001389	AMPFI_05693, AMPFI_24952	DROME08448, DROME08449, DROME08447
OG0001394	AMPFI_09024	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848
OG0001395	AMPFI_24070	DROME22042
OG0001397	AMPFI_21706	DROME12938
OG0001397	AMPFI_17878, AMPFI_10775	DROME12061
OG0001398	AMPFI_06855	DROME00533
OG0001399	AMPFI_07188, AMPFI_21935	DROME18551, DROME15177
OG0001401	AMPFI_16893, AMPFI_02014	DROME07715
OG0001402	AMPFI_26005	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037
OG0001404	AMPFI_18013	DROME05603
OG0001405	AMPFI_15743	DROME06373
OG0001405	AMPFI_16561	DROME02126
OG0001406	AMPFI_09333	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083
OG0001408	AMPFI_21365	DROME21635, DROME21636, DROME21634
OG0001409	AMPFI_10191	DROME18923, DROME18920, DROME18919, DROME18918, DROME18921, DROME18927, DROME18922, DROME18926, DROME18925, DROME18924
OG0001410	AMPFI_02616	DROME00626
OG0001411	AMPFI_10031	DROME13591, DROME09768, DROME09769
OG0001413	AMPFI_15619	DROME21681, DROME21682
OG0001413	AMPFI_22440	DROME17078
OG0001414	AMPFI_24645	DROME16698, DROME16697
OG0001414	AMPFI_20423	DROME00599
OG0001415	AMPFI_08129	DROME17030, DROME17031
OG0001417	AMPFI_09940	DROME21398, DROME21399
OG0001417	AMPFI_02655	DROME04528
OG0001418	AMPFI_15591	DROME11411
OG0001419	AMPFI_25243, AMPFI_17376	DROME00719
OG0001421	AMPFI_22931	DROME08210
OG0001422	AMPFI_23699	DROME19262, DROME19263
OG0001423	AMPFI_19050, AMPFI_22796	DROME11161, DROME11163, DROME11162
OG0001424	AMPFI_01906	DROME10397
OG0001425	AMPFI_13079	DROME10455
OG0001426	AMPFI_07973	DROME16504, DROME16505
OG0001427	AMPFI_07391	DROME09989, DROME07053, DROME04112, DROME04111, DROME04110
OG0001428	AMPFI_11938	DROME00299, DROME00300
OG0001430	AMPFI_07622	DROME14607, DROME14606
OG0001431	AMPFI_11117	DROME08311, DROME08313, DROME08312
OG0001433	AMPFI_00657	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764
OG0001435	AMPFI_15537, AMPFI_05263	DROME05738
OG0001436	AMPFI_07709	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804
OG0001437	AMPFI_07780, AMPFI_13432, AMPFI_20020	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502
OG0001438	AMPFI_17699	DROME02079, DROME08565
OG0001441	AMPFI_01278	DROME01135, DROME01136, DROME01138, DROME01137
OG0001442	AMPFI_09777	DROME14822, DROME14823, DROME14821
OG0001445	AMPFI_06828	DROME19218
OG0001447	AMPFI_14165	DROME20519, DROME20520, DROME20518
OG0001449	AMPFI_17066	DROME21187
OG0001454	AMPFI_18370	DROME17550, DROME17549, DROME17548
OG0001455	AMPFI_16555	DROME05198
OG0001456	AMPFI_13598, AMPFI_00318	DROME21079
OG0001459	AMPFI_19783	DROME20534
OG0001460	AMPFI_23946	DROME19034
OG0001461	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344	DROME01468
OG0001462	AMPFI_17739	DROME07618, DROME07619
OG0001464	AMPFI_22525, AMPFI_17212	DROME03533, DROME03534
OG0001466	AMPFI_23243, AMPFI_06839	DROME20715
OG0001467	AMPFI_23736	DROME03510
OG0001468	AMPFI_19331	DROME11512, DROME11513
OG0001469	AMPFI_05229	DROME11498
OG0001469	AMPFI_02483	DROME15100
OG0001470	AMPFI_01501	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191
OG0001472	AMPFI_01053	DROME03418
OG0001472	AMPFI_03075, AMPFI_01967	DROME01627
OG0001474	AMPFI_25092, AMPFI_21316	DROME02835, DROME02834
OG0001475	AMPFI_15659	DROME11371, DROME08104, DROME08103
OG0001476	AMPFI_07443, AMPFI_07837	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575
OG0001478	AMPFI_01874, AMPFI_18015, AMPFI_17948	DROME17873, DROME17872
OG0001479	AMPFI_06247	DROME09340
OG0001480	AMPFI_00476, AMPFI_21537	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	AMPFI_20329	DROME08131, DROME08132, DROME08133
OG0001483	AMPFI_08005	DROME17221
OG0001484	AMPFI_09544, AMPFI_10813	DROME00233, DROME00235, DROME00237
OG0001486	AMPFI_03189	DROME20978
OG0001490	AMPFI_13984	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065
OG0001491	AMPFI_18001, AMPFI_23928	DROME10680, DROME10681, DROME10678, DROME10679
OG0001492	AMPFI_14495	DROME03966
OG0001493	AMPFI_21759	DROME09887
OG0001495	AMPFI_01445	DROME13469
OG0001500	AMPFI_03212	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570
OG0001501	AMPFI_16389, AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980, AMPFI_21405	DROME17335, DROME17336
OG0001503	AMPFI_03346	DROME04749
OG0001503	AMPFI_06513	DROME03622
OG0001504	AMPFI_14749	DROME21429, DROME21424, DROME21428, DROME21422
OG0001505	AMPFI_04877, AMPFI_09677	DROME08192
OG0001506	AMPFI_22691	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156
OG0001507	AMPFI_00506	DROME18836, DROME18837
OG0001508	AMPFI_01605	DROME11905
OG0001509	AMPFI_24011	DROME10512, DROME10511
OG0001510	AMPFI_24135	DROME00025
OG0001511	AMPFI_24393	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184
OG0001512	AMPFI_20643	DROME19876, DROME13867, DROME13866
OG0001513	AMPFI_05082	DROME05379
OG0001514	AMPFI_07458, AMPFI_05173, AMPFI_12325	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	DROME13883
OG0001517	AMPFI_19672	DROME03470
OG0001518	AMPFI_20936	DROME10968
OG0001520	AMPFI_06123	DROME13841, DROME13840, DROME13837, DROME13839, DROME13838
OG0001522	AMPFI_05516, AMPFI_18320, AMPFI_13603	DROME02905, DROME02904
OG0001523	AMPFI_21945	DROME11130
OG0001524	AMPFI_12143	DROME06417, DROME06418
OG0001524	AMPFI_24831	DROME00342, DROME00343
OG0001525	AMPFI_18416	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001527	AMPFI_06183	DROME15289
OG0001527	AMPFI_10281	DROME00338
OG0001529	AMPFI_24259	DROME07602, DROME07601
OG0001531	AMPFI_13148	DROME10267, DROME10266
OG0001532	AMPFI_06472	DROME20201
OG0001545	AMPFI_00526	DROME06182
OG0001546	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001549	AMPFI_01171, AMPFI_04433	DROME13343, DROME13345, DROME13344
OG0001551	AMPFI_18500	DROME08057
OG0001553	AMPFI_24765	DROME02123, DROME02122
OG0001554	AMPFI_06413	DROME16741
OG0001557	AMPFI_09537	DROME20902, DROME20901
OG0001558	AMPFI_15140	DROME19656, DROME19657
OG0001559	AMPFI_05445	DROME02902
OG0001561	AMPFI_06589	DROME04222
OG0001563	AMPFI_13947, AMPFI_22270	DROME03209
OG0001567	AMPFI_05324	DROME19417, DROME19416
OG0001568	AMPFI_05220	DROME08963, DROME07259, DROME19219, DROME18645
OG0001569	AMPFI_09953	DROME03783
OG0001570	AMPFI_12961	DROME13692
OG0001572	AMPFI_12157	DROME11998
OG0001574	AMPFI_09279	DROME21965, DROME21966, DROME21964, DROME21967
OG0001575	AMPFI_15706	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	AMPFI_22659, AMPFI_16525	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001577	AMPFI_25892	DROME17515, DROME17516
OG0001580	AMPFI_13898	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958
OG0001582	AMPFI_01796, AMPFI_13928	DROME15756, DROME15757
OG0001583	AMPFI_20716	DROME08180, DROME08179
OG0001584	AMPFI_22734	DROME19782
OG0001589	AMPFI_11604	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	AMPFI_24468	DROME14234, DROME13421
OG0001593	AMPFI_15712	DROME06841, DROME06840
OG0001594	AMPFI_13904	DROME05350, DROME05351, DROME05349
OG0001594	AMPFI_18261, AMPFI_11597	DROME10666, DROME10665
OG0001596	AMPFI_14311, AMPFI_21924	DROME03082, DROME03081, DROME03080
OG0001597	AMPFI_13604	DROME12080
OG0001599	AMPFI_03121	DROME14559
OG0001600	AMPFI_10540	DROME19005
OG0001602	AMPFI_16253, AMPFI_00833, AMPFI_23527	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	AMPFI_09370, AMPFI_09372	DROME05748, DROME05749
OG0001604	AMPFI_07862, AMPFI_04179	DROME13655, DROME13654
OG0001604	AMPFI_13911	DROME15595, DROME15593, DROME15592, DROME15594
OG0001605	AMPFI_24911	DROME09003, DROME09000, DROME09002, DROME08999, DROME08998, DROME09001
OG0001606	AMPFI_03478	DROME01628
OG0001608	AMPFI_07127	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455
OG0001609	AMPFI_10765	DROME13801, DROME13802, DROME13800
OG0001609	AMPFI_06902	DROME09555
OG0001610	AMPFI_05189	DROME06881
OG0001611	AMPFI_12536	DROME07510, DROME07509, DROME07511
OG0001612	AMPFI_24849	DROME07050, DROME07049
OG0001614	AMPFI_14043	DROME14120
OG0001614	AMPFI_09076	DROME17646
OG0001620	AMPFI_12324	DROME01154, DROME01153, DROME01150, DROME01151
OG0001621	AMPFI_09527	DROME19943, DROME19942, DROME19944
OG0001623	AMPFI_21345	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251
OG0001624	AMPFI_12384	DROME08385, DROME08387, DROME08386, DROME08384
OG0001627	AMPFI_13242	DROME17716, DROME17715
OG0001628	AMPFI_23293, AMPFI_19870, AMPFI_15107, AMPFI_14676	DROME21766
OG0001628	AMPFI_12805	DROME21765
OG0001629	AMPFI_05227	DROME03998, DROME03999, DROME03997
OG0001630	AMPFI_09150	DROME10692
OG0001632	AMPFI_15399	DROME05195, DROME05196, DROME05194, DROME05197, DROME05193
OG0001634	AMPFI_21874	DROME02691, DROME02692
OG0001634	AMPFI_22894	DROME06767
OG0001635	AMPFI_19476	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001636	AMPFI_05825	DROME21027, DROME21028
OG0001638	AMPFI_08503	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	AMPFI_08162	DROME01523, DROME01525, DROME01524
OG0001641	AMPFI_08722	DROME08987, DROME08990, DROME08991
OG0001642	AMPFI_15628	DROME09872
OG0001644	AMPFI_12516	DROME05204
OG0001651	AMPFI_03860	DROME01946
OG0001652	AMPFI_17438, AMPFI_03475	DROME14027, DROME14026, DROME19080
OG0001653	AMPFI_18635	DROME03945, DROME03944, DROME03946
OG0001654	AMPFI_05689	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085
OG0001655	AMPFI_16010	DROME11541, DROME11542
OG0001656	AMPFI_21429, AMPFI_09616	DROME12672
OG0001657	AMPFI_11506	DROME16951
OG0001658	AMPFI_21118	DROME02670
OG0001659	AMPFI_20084, AMPFI_10173	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	AMPFI_15599	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	AMPFI_14386	DROME17604, DROME17603
OG0001664	AMPFI_06252	DROME03276
OG0001665	AMPFI_22180	DROME21335, DROME21336
OG0001665	AMPFI_12597	DROME03860, DROME03861, DROME03859
OG0001666	AMPFI_24481, AMPFI_12799, AMPFI_14898	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001668	AMPFI_25005	DROME13057, DROME13061, DROME13059, DROME13058, DROME13056, DROME13060, DROME13055
OG0001670	AMPFI_03662, AMPFI_00129	DROME15734, DROME15735
