Orthogroup	AMPFI_ok	OWEFU
OG0000311	AMPFI_13252, AMPFI_12244	OFUSG10598.1.p1
OG0000312	AMPFI_07712	OFUSG09739.1.p1
OG0000312	AMPFI_21427	OFUSG26916.1.p1, OFUSG22955.1.p1, OFUSG18429.2.p1, OFUSG18429.1.p1
OG0000312	AMPFI_20772	OFUSG13897.1.p1
OG0000312	AMPFI_21121	OFUSG02203.1.p1
OG0000313	AMPFI_05659	OFUSG03227.1.p1
OG0000313	AMPFI_25204	OFUSG21288.1.p1
OG0000313	AMPFI_24408	OFUSG18908.1.p1, OFUSG18908.2.p1, OFUSG18908.3.p1
OG0000314	AMPFI_01491	OFUSG12674.1.p1, OFUSG12674.2.p1
OG0000314	AMPFI_21098	OFUSG21912.1.p1, OFUSG21912.2.p1
OG0000314	AMPFI_21539	OFUSG06548.1.p1, OFUSG06548.2.p1, OFUSG11704.1.p1
OG0000314	AMPFI_12771	OFUSG19119.1.p1
OG0000314	AMPFI_19303	OFUSG02701.1.p1
OG0000315	AMPFI_07490	OFUSG16285.1.p1, OFUSG16285.2.p1
OG0000315	AMPFI_02270	OFUSG06254.1.p1
OG0000316	AMPFI_19051	OFUSG10765.1.p1
OG0000316	AMPFI_17678	OFUSG09113.1.p1
OG0000316	AMPFI_12328	OFUSG05708.1.p1
OG0000317	AMPFI_14578	OFUSG16936.1.p1
OG0000319	AMPFI_21510	OFUSG12124.1.p1
OG0000319	AMPFI_03298, AMPFI_20408, AMPFI_22898	OFUSG23476.1.p1, OFUSG23476.2.p1
OG0000321	AMPFI_01151	OFUSG03674.1.p1
OG0000321	AMPFI_13886	OFUSG26848.1.p1
OG0000322	AMPFI_16430, AMPFI_01114, AMPFI_11536, AMPFI_16438, AMPFI_14537, AMPFI_01378	OFUSG15037.1.p1
OG0000323	AMPFI_13708	OFUSG15391.1.p1
OG0000323	AMPFI_18244	OFUSG18500.1.p1, OFUSG25439.1.p1
OG0000323	AMPFI_12290	OFUSG12798.1.p1
OG0000324	AMPFI_00658, AMPFI_19090, AMPFI_03289, AMPFI_18662, AMPFI_23068, AMPFI_14234, AMPFI_03446, AMPFI_24547	OFUSG03538.1.p1, OFUSG18902.1.p1, OFUSG00672.1.p2
OG0000325	AMPFI_10387	OFUSG11563.1.p1, OFUSG11563.2.p1
OG0000325	AMPFI_00268	OFUSG16297.1.p1, OFUSG16296.1.p1, OFUSG04033.2.p1, OFUSG04033.1.p1
OG0000326	AMPFI_07142	OFUSG15828.2.p1, OFUSG15828.1.p1
OG0000326	AMPFI_15155	OFUSG03813.1.p1
OG0000327	AMPFI_02810	OFUSG12119.1.p1, OFUSG12119.2.p1
OG0000327	AMPFI_10968	OFUSG21543.2.p1, OFUSG21543.1.p1, OFUSG21543.4.p1, OFUSG21543.3.p1, OFUSG10440.1.p1, OFUSG18407.1.p1, OFUSG10376.1.p1, OFUSG10892.1.p1
OG0000327	AMPFI_07053, AMPFI_01699	OFUSG02102.1.p1
OG0000328	AMPFI_12095	OFUSG05586.1.p1, OFUSG20539.4.p1, OFUSG20539.1.p1, OFUSG20539.5.p1, OFUSG20539.3.p1, OFUSG20539.2.p1
OG0000329	AMPFI_18953	OFUSG24537.2.p1, OFUSG24537.1.p1
OG0000330	AMPFI_03300, AMPFI_17388, AMPFI_11638	OFUSG20012.1.p1
OG0000331	AMPFI_24550	OFUSG13133.1.p1
OG0000336	AMPFI_14299	OFUSG26491.1.p1
OG0000338	AMPFI_12428	OFUSG24008.1.p1, OFUSG24008.2.p1, OFUSG24008.3.p1
OG0000338	AMPFI_12247	OFUSG22814.1.p1
OG0000341	AMPFI_21712, AMPFI_19601	OFUSG17166.3.p1, OFUSG17166.1.p1, OFUSG17166.2.p1, OFUSG17166.5.p1, OFUSG17166.4.p1
OG0000342	AMPFI_19592	OFUSG03911.2.p1
OG0000342	AMPFI_04342	OFUSG21012.1.p1
OG0000342	AMPFI_22928	OFUSG09133.1.p1
OG0000342	AMPFI_02141	OFUSG10708.1.p1, OFUSG00624.1.p1, OFUSG05508.1.p1, OFUSG06429.2.p1, OFUSG06429.1.p1
OG0000343	AMPFI_14007	OFUSG01032.2.p1, OFUSG01032.4.p1, OFUSG01032.3.p1, OFUSG01032.1.p1, OFUSG01032.5.p1
OG0000344	AMPFI_06340	OFUSG15297.1.p1
OG0000344	AMPFI_01579	OFUSG14462.1.p1, OFUSG05760.1.p1, OFUSG14460.1.p1, OFUSG14521.1.p1, OFUSG14521.2.p1
OG0000345	AMPFI_10260	OFUSG10856.2.p1, OFUSG10856.1.p1
OG0000345	AMPFI_07208, AMPFI_03618	OFUSG17887.1.p1, OFUSG17887.2.p1
OG0000346	AMPFI_07378, AMPFI_07379	OFUSG26449.3.p1, OFUSG26449.1.p1, OFUSG26449.2.p1, OFUSG26449.4.p1
OG0000347	AMPFI_20129, AMPFI_09508, AMPFI_24262, AMPFI_22241	OFUSG09161.1.p1, OFUSG21096.1.p1, OFUSG21148.1.p1, OFUSG09160.1.p1
OG0000347	AMPFI_05006	OFUSG04128.1.p1
OG0000348	AMPFI_23651	OFUSG22752.1.p1
OG0000349	AMPFI_20332	OFUSG03343.1.p1, OFUSG12561.1.p1, OFUSG03356.1.p1, OFUSG03354.1.p1
OG0000349	AMPFI_21406	OFUSG07640.1.p1
OG0000350	AMPFI_13974	OFUSG23310.1.p1
OG0000350	AMPFI_06337	OFUSG10344.1.p1
OG0000350	AMPFI_04151	OFUSG12159.1.p1
OG0000351	AMPFI_18306	OFUSG00257.1.p1
OG0000351	AMPFI_23428	OFUSG07634.1.p1
OG0000352	AMPFI_09522	OFUSG17642.2.p1, OFUSG17642.3.p1, OFUSG17642.1.p1
OG0000352	AMPFI_20917, AMPFI_16994	OFUSG25663.1.p1
OG0000353	AMPFI_04591	OFUSG10063.3.p1, OFUSG10063.5.p1, OFUSG10063.1.p1, OFUSG10063.2.p1, OFUSG10063.4.p1
OG0000355	AMPFI_16068, AMPFI_11519, AMPFI_02808, AMPFI_11814, AMPFI_23143, AMPFI_07436, AMPFI_00267, AMPFI_21502, AMPFI_16646, AMPFI_11249, AMPFI_20572, AMPFI_20978, AMPFI_21050, AMPFI_24774	OFUSG19986.1.p1
OG0000356	AMPFI_24451, AMPFI_14447, AMPFI_09090, AMPFI_19697	OFUSG07190.1.p1, OFUSG07191.1.p1
OG0000356	AMPFI_24155	OFUSG07192.3.p1, OFUSG07192.2.p1, OFUSG07192.1.p1
OG0000357	AMPFI_13175, AMPFI_23961	OFUSG22195.1.p1
OG0000357	AMPFI_08530	OFUSG06172.1.p1
OG0000358	AMPFI_12913	OFUSG00333.1.p1
OG0000358	AMPFI_14920, AMPFI_02004	OFUSG01349.1.p1
OG0000358	AMPFI_18035	OFUSG00120.2.p1, OFUSG00120.1.p1
OG0000358	AMPFI_00204, AMPFI_13026	OFUSG24794.1.p1
OG0000359	AMPFI_13496	OFUSG10615.1.p1
OG0000359	AMPFI_18442	OFUSG11235.1.p1, OFUSG22159.1.p1, OFUSG14850.1.p1
OG0000360	AMPFI_10587	OFUSG09916.1.p1
OG0000360	AMPFI_20755	OFUSG24693.1.p1
OG0000360	AMPFI_22680	OFUSG03373.2.p1, OFUSG03373.1.p1
OG0000360	AMPFI_06174	OFUSG19256.2.p1, OFUSG19256.1.p1
OG0000363	AMPFI_19121	OFUSG22438.1.p1, OFUSG22436.1.p1
OG0000363	AMPFI_04121	OFUSG22439.1.p1
OG0000363	AMPFI_00444	OFUSG14838.2.p1, OFUSG14843.1.p1, OFUSG14838.1.p1, OFUSG14847.1.p1
OG0000364	AMPFI_18353, AMPFI_21188, AMPFI_18689, AMPFI_01368, AMPFI_19431	OFUSG17106.1.p1, OFUSG24727.1.p1, OFUSG20070.1.p1, OFUSG24726.2.p1, OFUSG24726.1.p1, OFUSG24725.1.p1, OFUSG20071.1.p1, OFUSG20071.2.p1
OG0000366	AMPFI_02091	OFUSG18584.1.p1, OFUSG22154.1.p1
OG0000366	AMPFI_15700, AMPFI_06787	OFUSG22882.1.p1
OG0000367	AMPFI_07904, AMPFI_24584	OFUSG06474.2.p1, OFUSG06474.1.p1
OG0000367	AMPFI_10053	OFUSG17028.4.p1, OFUSG17028.3.p1, OFUSG17028.1.p1, OFUSG17028.5.p1, OFUSG17028.2.p1, OFUSG17029.1.p1
OG0000370	AMPFI_18291, AMPFI_25188, AMPFI_23514	OFUSG23395.1.p1
OG0000371	AMPFI_14641	OFUSG16276.1.p1, OFUSG18719.1.p1
OG0000371	AMPFI_22207	OFUSG06880.1.p1
OG0000372	AMPFI_10224	OFUSG09903.2.p1, OFUSG09903.3.p1, OFUSG09903.1.p1
OG0000372	AMPFI_09792	OFUSG03577.1.p1
OG0000372	AMPFI_13417	OFUSG07884.1.p1
OG0000373	AMPFI_02134	OFUSG15217.1.p1
OG0000373	AMPFI_16084	OFUSG11079.1.p1
OG0000374	AMPFI_06145	OFUSG16329.2.p1, OFUSG16329.1.p1, OFUSG16331.1.p1
OG0000374	AMPFI_10024	OFUSG18180.1.p1
OG0000374	AMPFI_05049	OFUSG16332.2.p1, OFUSG16332.1.p1
OG0000378	AMPFI_07224	OFUSG01141.1.p1
OG0000378	AMPFI_10400	OFUSG09294.1.p1
OG0000379	AMPFI_16322	OFUSG22135.1.p1
OG0000379	AMPFI_17608	OFUSG07352.2.p1, OFUSG07352.1.p1, OFUSG10091.4.p1, OFUSG10091.3.p1, OFUSG10091.1.p1, OFUSG10091.2.p1, OFUSG10091.5.p1
OG0000379	AMPFI_17738	OFUSG10015.1.p1
OG0000379	AMPFI_06752	OFUSG13205.1.p1
OG0000382	AMPFI_07092	OFUSG07013.1.p1, OFUSG07013.3.p1, OFUSG07013.2.p1
OG0000384	AMPFI_01107, AMPFI_22343	OFUSG19133.1.p1, OFUSG19133.3.p1, OFUSG19133.2.p1
OG0000386	AMPFI_05667	OFUSG08954.1.p1
OG0000386	AMPFI_15517, AMPFI_22985, AMPFI_08084, AMPFI_00205, AMPFI_21789, AMPFI_00474	OFUSG19157.1.p1, OFUSG16214.1.p1, OFUSG13903.1.p1, OFUSG23489.1.p1, OFUSG03332.1.p1
OG0000389	AMPFI_22466	OFUSG18246.1.p1, OFUSG18246.2.p1, OFUSG18262.1.p1, OFUSG18262.2.p1, OFUSG09115.1.p1, OFUSG26719.1.p1, OFUSG12070.1.p1
OG0000389	AMPFI_07738	OFUSG10192.1.p1
OG0000390	AMPFI_17236, AMPFI_18392, AMPFI_00983	OFUSG26232.1.p1, OFUSG21300.1.p1, OFUSG16037.2.p1, OFUSG16037.1.p1, OFUSG06288.1.p1
OG0000390	AMPFI_08929, AMPFI_18064, AMPFI_22410, AMPFI_05166, AMPFI_00446, AMPFI_16032	OFUSG22939.1.p1, OFUSG20343.1.p1, OFUSG18981.1.p1
OG0000392	AMPFI_16078	OFUSG17685.2.p1, OFUSG17685.5.p1, OFUSG17685.1.p1, OFUSG17685.4.p1, OFUSG17685.3.p1
OG0000393	AMPFI_17577	OFUSG05092.1.p1
OG0000394	AMPFI_22790, AMPFI_00162, AMPFI_25573, AMPFI_23217, AMPFI_17733, AMPFI_00260, AMPFI_15326, AMPFI_15080, AMPFI_22726, AMPFI_20041, AMPFI_24878, AMPFI_14238, AMPFI_25617, AMPFI_02678, AMPFI_03434, AMPFI_03953, AMPFI_03958, AMPFI_17261, AMPFI_22754, AMPFI_18608, AMPFI_12538, AMPFI_03564, AMPFI_21470, AMPFI_21755, AMPFI_05203, AMPFI_24458, AMPFI_06746, AMPFI_00460, AMPFI_18535, AMPFI_19150, AMPFI_08800	OFUSG17608.1.p1, OFUSG17608.2.p1
OG0000395	AMPFI_03995	OFUSG08567.1.p1
OG0000397	AMPFI_12772	OFUSG03578.1.p1
OG0000399	AMPFI_12451, AMPFI_24563	OFUSG23662.1.p1
OG0000399	AMPFI_10126	OFUSG15843.1.p1
OG0000400	AMPFI_25080	OFUSG03752.1.p1, OFUSG03748.1.p1, OFUSG03751.1.p1, OFUSG03755.1.p1, OFUSG02014.1.p1
OG0000400	AMPFI_16843	OFUSG06218.1.p1
OG0000400	AMPFI_04286	OFUSG03620.1.p1
OG0000400	AMPFI_00717	OFUSG02903.1.p1, OFUSG17194.1.p1
OG0000400	AMPFI_09891	OFUSG03741.1.p1, OFUSG02885.1.p1, OFUSG03746.1.p2, OFUSG02012.1.p1, OFUSG02010.1.p1, OFUSG02011.1.p1, OFUSG02009.1.p1, OFUSG02013.1.p1, OFUSG03619.1.p1, OFUSG02886.1.p1, OFUSG03744.1.p1, OFUSG03777.1.p1, OFUSG02006.1.p1, OFUSG03768.1.p1, OFUSG01973.1.p1
OG0000400	AMPFI_07504	OFUSG01962.1.p1
OG0000401	AMPFI_19353	OFUSG15951.1.p1
OG0000402	AMPFI_10865	OFUSG05767.1.p1
OG0000402	AMPFI_21549	OFUSG20342.1.p1
OG0000405	AMPFI_10725	OFUSG08998.1.p1
OG0000409	AMPFI_06600, AMPFI_00255	OFUSG06481.2.p1, OFUSG06481.1.p1
OG0000409	AMPFI_08875	OFUSG19488.1.p1
OG0000410	AMPFI_01121	OFUSG23993.1.p1, OFUSG16650.1.p1, OFUSG16649.1.p1, OFUSG16649.2.p1, OFUSG16649.3.p1, OFUSG18872.1.p1, OFUSG18873.1.p1
OG0000411	AMPFI_13273	OFUSG01804.1.p1
OG0000412	AMPFI_05733	OFUSG06276.1.p1
OG0000412	AMPFI_24223	OFUSG08255.1.p1
OG0000413	AMPFI_05195	OFUSG25104.1.p1
OG0000413	AMPFI_15394	OFUSG14302.1.p1
OG0000413	AMPFI_15092	OFUSG18641.3.p1, OFUSG18641.2.p1, OFUSG18641.1.p1
OG0000415	AMPFI_07162, AMPFI_25345, AMPFI_07296	OFUSG04873.1.p1, OFUSG04872.1.p1
OG0000416	AMPFI_14943	OFUSG02706.2.p1, OFUSG02706.1.p1, OFUSG02712.1.p1, OFUSG02710.1.p1, OFUSG17925.1.p1
OG0000417	AMPFI_10040, AMPFI_16224, AMPFI_06502, AMPFI_00731, AMPFI_20676, AMPFI_02252, AMPFI_16248	OFUSG23035.1.p1
OG0000419	AMPFI_09172, AMPFI_06797	OFUSG07802.1.p1, OFUSG07802.3.p1, OFUSG07802.2.p1
OG0000420	AMPFI_23871	OFUSG02462.1.p1, OFUSG02367.1.p1, OFUSG13052.1.p1, OFUSG12160.1.p1, OFUSG14138.1.p1, OFUSG18570.1.p1, OFUSG06710.1.p1
OG0000423	AMPFI_04901, AMPFI_07148	OFUSG25605.1.p1, OFUSG20524.1.p1, OFUSG21772.1.p1, OFUSG11552.1.p1, OFUSG11107.1.p1, OFUSG17486.1.p1, OFUSG13272.1.p1
OG0000424	AMPFI_03735, AMPFI_21433	OFUSG00190.1.p1
OG0000425	AMPFI_05884	OFUSG11841.1.p1
OG0000425	AMPFI_13246, AMPFI_01852	OFUSG08712.1.p1
OG0000426	AMPFI_05934	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1
OG0000426	AMPFI_04676	OFUSG10041.1.p1
OG0000427	AMPFI_05181, AMPFI_05182	OFUSG07419.1.p1
OG0000427	AMPFI_08931, AMPFI_06083	OFUSG16981.1.p1, OFUSG16981.2.p1
OG0000429	AMPFI_14088	OFUSG18903.1.p1
OG0000430	AMPFI_10911, AMPFI_12038, AMPFI_06035	OFUSG25796.1.p1
OG0000431	AMPFI_00618	OFUSG18259.1.p1
OG0000431	AMPFI_05479	OFUSG02223.1.p1
OG0000431	AMPFI_02567	OFUSG25902.1.p1
OG0000432	AMPFI_10240	OFUSG06029.1.p1
OG0000433	AMPFI_09657	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1
OG0000433	AMPFI_00102, AMPFI_00584	OFUSG01097.1.p1
OG0000435	AMPFI_08747	OFUSG17235.1.p1
OG0000435	AMPFI_21181	OFUSG23346.1.p1
OG0000437	AMPFI_19846	OFUSG01424.1.p1
OG0000441	AMPFI_05771, AMPFI_05623, AMPFI_19155, AMPFI_04486, AMPFI_12086, AMPFI_02018, AMPFI_10615, AMPFI_05202, AMPFI_08118, AMPFI_10705, AMPFI_10706, AMPFI_08249, AMPFI_17871, AMPFI_23888, AMPFI_11565, AMPFI_00952, AMPFI_00188, AMPFI_01902, AMPFI_06581, AMPFI_06761, AMPFI_02921, AMPFI_08899, AMPFI_03728, AMPFI_01175, AMPFI_23449, AMPFI_24246, AMPFI_01840	OFUSG24316.1.p2
OG0000442	AMPFI_18182	OFUSG14066.1.p1
OG0000442	AMPFI_07999	OFUSG00335.1.p1
OG0000442	AMPFI_04228	OFUSG00657.1.p1
OG0000443	AMPFI_17659	OFUSG16493.1.p1
OG0000443	AMPFI_08479	OFUSG19814.2.p1
OG0000444	AMPFI_10516	OFUSG07387.1.p1, OFUSG19063.1.p1
OG0000444	AMPFI_14412	OFUSG07141.1.p1, OFUSG07141.3.p1, OFUSG07141.2.p1
OG0000446	AMPFI_20203	OFUSG13151.1.p1
OG0000446	AMPFI_05555	OFUSG00837.1.p1
OG0000446	AMPFI_02401	OFUSG21046.1.p1
OG0000447	AMPFI_12502	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1
OG0000448	AMPFI_06913	OFUSG02723.1.p1
OG0000450	AMPFI_01260	OFUSG22336.1.p1
OG0000452	AMPFI_16361, AMPFI_19607	OFUSG11570.1.p1, OFUSG11504.1.p1
OG0000453	AMPFI_04316	OFUSG13689.1.p1
OG0000456	AMPFI_21507	OFUSG18900.1.p1, OFUSG25971.1.p1
OG0000456	AMPFI_01694, AMPFI_15266, AMPFI_04657	OFUSG12527.1.p1
OG0000459	AMPFI_22518, AMPFI_18998	OFUSG13939.1.p1
OG0000460	AMPFI_19105	OFUSG03667.1.p1
OG0000460	AMPFI_11031	OFUSG02208.1.p1
OG0000461	AMPFI_12796	OFUSG17710.1.p1
OG0000461	AMPFI_10757	OFUSG15748.3.p1, OFUSG15748.1.p1, OFUSG15748.4.p1, OFUSG15748.2.p1, OFUSG00679.1.p1
OG0000463	AMPFI_05009	OFUSG07528.3.p1, OFUSG07528.2.p1, OFUSG07528.1.p1
OG0000463	AMPFI_23775	OFUSG08820.2.p1, OFUSG08820.1.p1
OG0000465	AMPFI_19029	OFUSG13672.1.p1
OG0000465	AMPFI_07644	OFUSG13295.1.p1
OG0000468	AMPFI_06635, AMPFI_17864	OFUSG25389.1.p1, OFUSG25432.1.p1
OG0000469	AMPFI_03128	OFUSG06742.2.p1, OFUSG06742.1.p1
OG0000469	AMPFI_08317	OFUSG09493.1.p1
OG0000472	AMPFI_17628, AMPFI_00236	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1
OG0000475	AMPFI_23837, AMPFI_25135, AMPFI_16236	OFUSG04266.1.p1
OG0000476	AMPFI_07783	OFUSG08298.1.p1
OG0000476	AMPFI_24903	OFUSG23985.1.p1, OFUSG15413.1.p1
OG0000477	AMPFI_00918	OFUSG13714.1.p1, OFUSG13713.1.p1
OG0000478	AMPFI_02947, AMPFI_15589	OFUSG07829.1.p1, OFUSG19267.2.p1, OFUSG19267.1.p1
OG0000479	AMPFI_03342	OFUSG00302.1.p1, OFUSG00302.2.p1
OG0000479	AMPFI_09996	OFUSG22572.2.p1, OFUSG22572.1.p1
OG0000480	AMPFI_18780	OFUSG21333.1.p1
OG0000481	AMPFI_04631	OFUSG22310.1.p1
OG0000481	AMPFI_12417	OFUSG18362.1.p1
OG0000482	AMPFI_16288	OFUSG12431.1.p1
OG0000482	AMPFI_01031	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1
OG0000485	AMPFI_22121	OFUSG24362.1.p1
OG0000485	AMPFI_08283	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1
OG0000488	AMPFI_07218	OFUSG11335.2.p1, OFUSG11335.1.p1
OG0000494	AMPFI_14510	OFUSG21763.2.p1, OFUSG21763.1.p1
OG0000495	AMPFI_20710, AMPFI_02092, AMPFI_15737, AMPFI_21882	OFUSG05182.1.p1, OFUSG05181.1.p1, OFUSG20313.1.p1
OG0000495	AMPFI_16808	OFUSG15018.1.p1, OFUSG15017.1.p1, OFUSG24776.1.p1, OFUSG08324.1.p1, OFUSG08325.2.p1, OFUSG08325.1.p1, OFUSG03870.1.p1, OFUSG13493.1.p1, OFUSG00578.1.p1, OFUSG22539.1.p1, OFUSG12393.1.p1, OFUSG25742.1.p1, OFUSG17198.1.p1
OG0000496	AMPFI_17477	OFUSG05354.1.p1
OG0000497	AMPFI_07081	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1
OG0000498	AMPFI_22216	OFUSG05252.1.p1
OG0000499	AMPFI_15726, AMPFI_14684	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1
OG0000501	AMPFI_07485, AMPFI_13181, AMPFI_25271, AMPFI_05442	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1
OG0000501	AMPFI_11640	OFUSG19465.1.p1
OG0000503	AMPFI_06939, AMPFI_17798	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1
OG0000503	AMPFI_08675	OFUSG23525.1.p1
OG0000504	AMPFI_23661	OFUSG09721.2.p1, OFUSG09721.3.p1, OFUSG09721.1.p1, OFUSG09722.1.p1, OFUSG09723.1.p1
OG0000505	AMPFI_13142	OFUSG24460.1.p1, OFUSG24460.2.p1
OG0000505	AMPFI_01675	OFUSG24456.1.p1
OG0000506	AMPFI_10562	OFUSG24714.1.p1
OG0000508	AMPFI_11279	OFUSG23446.1.p1
OG0000509	AMPFI_16215, AMPFI_02902, AMPFI_20255, AMPFI_03643, AMPFI_11988, AMPFI_11123, AMPFI_21754	OFUSG22873.1.p1
OG0000510	AMPFI_02887	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1
OG0000511	AMPFI_07565	OFUSG15863.1.p1
OG0000511	AMPFI_23457	OFUSG15862.1.p1
OG0000511	AMPFI_15007	OFUSG15870.1.p1
OG0000511	AMPFI_17557	OFUSG15867.1.p1
OG0000513	AMPFI_15307, AMPFI_00421	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1
OG0000514	AMPFI_19314	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1
OG0000516	AMPFI_14909, AMPFI_11391	OFUSG22791.1.p1, OFUSG03391.1.p1, OFUSG03391.2.p1, OFUSG02530.1.p1, OFUSG05361.1.p1
OG0000519	AMPFI_09807, AMPFI_19851, AMPFI_12315, AMPFI_05130	OFUSG15431.1.p1, OFUSG15505.1.p1
OG0000520	AMPFI_25750, AMPFI_23972	OFUSG22252.1.p1
OG0000520	AMPFI_14296, AMPFI_19094	OFUSG09373.1.p1
OG0000521	AMPFI_04943	OFUSG18161.2.p1, OFUSG18161.1.p1
OG0000522	AMPFI_14072, AMPFI_15408, AMPFI_24817, AMPFI_18956	OFUSG19025.1.p1, OFUSG19028.1.p1
OG0000523	AMPFI_22404	OFUSG26017.1.p1
OG0000523	AMPFI_10423, AMPFI_13116	OFUSG08726.1.p1, OFUSG09673.1.p1, OFUSG07041.1.p1
OG0000524	AMPFI_14569	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1
OG0000525	AMPFI_13575	OFUSG26139.1.p1
OG0000525	AMPFI_23427	OFUSG17865.2.p1, OFUSG17865.1.p1
OG0000527	AMPFI_13103	OFUSG23562.1.p1, OFUSG23562.2.p1
OG0000528	AMPFI_18972, AMPFI_18973	OFUSG21773.1.p1
OG0000529	AMPFI_19152	OFUSG07078.1.p1, OFUSG07078.2.p1
OG0000529	AMPFI_14588	OFUSG25597.1.p1
OG0000529	AMPFI_10225	OFUSG23321.1.p1
OG0000530	AMPFI_05279	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1
OG0000531	AMPFI_10252	OFUSG17709.1.p1
OG0000533	AMPFI_18944, AMPFI_24303, AMPFI_00870, AMPFI_01819	OFUSG01128.1.p1, OFUSG16657.1.p1, OFUSG01126.1.p1, OFUSG04164.1.p1, OFUSG01127.1.p1
OG0000534	AMPFI_12308, AMPFI_12548	OFUSG16053.1.p1
OG0000534	AMPFI_09373	OFUSG10814.1.p1, OFUSG23901.1.p1
OG0000535	AMPFI_10209, AMPFI_10684, AMPFI_06826	OFUSG08130.1.p1, OFUSG13128.1.p1
OG0000536	AMPFI_17109	OFUSG19266.2.p1, OFUSG19266.1.p1
OG0000537	AMPFI_22008	OFUSG10963.2.p1, OFUSG10963.1.p1, OFUSG10962.1.p1, OFUSG25896.1.p1, OFUSG25896.2.p1
OG0000538	AMPFI_24088	OFUSG16205.1.p1
OG0000539	AMPFI_22138	OFUSG06920.1.p1, OFUSG06921.1.p1, OFUSG06921.2.p1
OG0000542	AMPFI_16091, AMPFI_08997	OFUSG03514.1.p1
OG0000542	AMPFI_10148	OFUSG17386.2.p1, OFUSG17386.1.p1
OG0000543	AMPFI_07355, AMPFI_09633, AMPFI_07881, AMPFI_05993, AMPFI_13643, AMPFI_13644, AMPFI_12767, AMPFI_15566, AMPFI_18385, AMPFI_05781, AMPFI_16772, AMPFI_15891, AMPFI_12368, AMPFI_12416, AMPFI_08953, AMPFI_09266, AMPFI_12521	OFUSG26249.1.p1
OG0000544	AMPFI_01213	OFUSG26349.2.p1, OFUSG26349.1.p1
OG0000545	AMPFI_15543	OFUSG21600.1.p1
OG0000546	AMPFI_13740	OFUSG12776.1.p1, OFUSG00612.1.p1, OFUSG00612.2.p1, OFUSG00613.1.p1
OG0000547	AMPFI_03815, AMPFI_07259	OFUSG18910.1.p1
OG0000547	AMPFI_16109	OFUSG19406.1.p1
OG0000548	AMPFI_03107	OFUSG06566.2.p1, OFUSG06566.1.p1
OG0000549	AMPFI_06020, AMPFI_06765	OFUSG14140.1.p1, OFUSG14143.1.p1
OG0000550	AMPFI_16200	OFUSG15901.1.p1
OG0000550	AMPFI_24022	OFUSG15896.1.p1
OG0000551	AMPFI_19651	OFUSG04963.2.p1, OFUSG04963.1.p1
OG0000552	AMPFI_25709	OFUSG04389.1.p1
OG0000552	AMPFI_07948	OFUSG03850.1.p1
OG0000553	AMPFI_14139	OFUSG08704.1.p1, OFUSG08704.2.p1
OG0000553	AMPFI_07441	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1
OG0000554	AMPFI_16623, AMPFI_06109, AMPFI_24115, AMPFI_06108, AMPFI_04502	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1
OG0000555	AMPFI_15152	OFUSG08291.1.p1
OG0000555	AMPFI_15624, AMPFI_21815	OFUSG19051.1.p1
OG0000556	AMPFI_16800	OFUSG01107.1.p1, OFUSG14085.1.p1, OFUSG26368.1.p1, OFUSG04527.1.p1
OG0000562	AMPFI_21582	OFUSG20041.1.p1, OFUSG20049.1.p1
OG0000562	AMPFI_04543	OFUSG05389.1.p1
OG0000563	AMPFI_08659, AMPFI_10297	OFUSG15273.1.p1
OG0000564	AMPFI_08861	OFUSG11344.1.p1
OG0000564	AMPFI_11089	OFUSG12034.1.p1
