Orthogroup	STRPU_ok	APOSJ_ok
OG0000536	STRPU_22972, STRPU_23973, STRPU_23949, STRPU_23210, STRPU_23751, STRPU_23209, STRPU_22732, STRPU_22582, STRPU_22573, STRPU_22575, STRPU_22572, STRPU_22583, STRPU_22574	APOSJ_52010, APOSJ_52009, APOSJ_55050, APOSJ_52008, APOSJ_35898, APOSJ_35897, APOSJ_57924, APOSJ_46322, APOSJ_03639, APOSJ_57930
OG0000537	STRPU_06545, STRPU_06553	APOSJ_25970
OG0000537	STRPU_06546	APOSJ_39064
OG0000538	STRPU_13554	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056
OG0000541	STRPU_08237	APOSJ_01303, APOSJ_20568
OG0000541	STRPU_18129, STRPU_24836, STRPU_20916, STRPU_13928, STRPU_13913, STRPU_05000, STRPU_12096	APOSJ_49688
OG0000542	STRPU_05583, STRPU_05643	APOSJ_08026, APOSJ_50186, APOSJ_08025, APOSJ_08028, APOSJ_08027
OG0000542	STRPU_21969	APOSJ_05217
OG0000543	STRPU_25731, STRPU_06490, STRPU_11627, STRPU_07985, STRPU_13268, STRPU_08657, STRPU_18526, STRPU_06489, STRPU_03241	APOSJ_02439
OG0000544	STRPU_05322	APOSJ_21942, APOSJ_21940, APOSJ_21941
OG0000544	STRPU_01164, STRPU_18291	APOSJ_26510, APOSJ_26508, APOSJ_26509
OG0000544	STRPU_04548	APOSJ_17481, APOSJ_61075, APOSJ_39291
OG0000545	STRPU_21165, STRPU_21157	APOSJ_08255, APOSJ_11134
OG0000545	STRPU_07091, STRPU_21313	APOSJ_61169
OG0000546	STRPU_21806	APOSJ_41944
OG0000547	STRPU_22678, STRPU_21964, STRPU_01969, STRPU_22811	APOSJ_39542, APOSJ_39544, APOSJ_08245, APOSJ_39543, APOSJ_39541, APOSJ_47393
OG0000548	STRPU_10337	APOSJ_02482
OG0000548	STRPU_20610	APOSJ_30566, APOSJ_30567, APOSJ_30568
OG0000548	STRPU_22797, STRPU_01956	APOSJ_60326
OG0000549	STRPU_26919	APOSJ_52777
OG0000550	STRPU_25032	APOSJ_18808
OG0000550	STRPU_24490	APOSJ_63307, APOSJ_63306
OG0000551	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417	APOSJ_20535, APOSJ_20534
OG0000552	STRPU_01962, STRPU_22803	APOSJ_12181, APOSJ_62306, APOSJ_62314, APOSJ_62315
OG0000552	STRPU_05705	APOSJ_19359, APOSJ_14481, APOSJ_50223, APOSJ_37535, APOSJ_14484, APOSJ_19362, APOSJ_14480, APOSJ_14485, APOSJ_50222, APOSJ_14483
OG0000553	STRPU_03995, STRPU_03988	APOSJ_31022
OG0000553	STRPU_09287	APOSJ_14728
OG0000554	STRPU_16675, STRPU_16708	APOSJ_51797
OG0000560	STRPU_20919	APOSJ_42593
OG0000560	STRPU_23742	APOSJ_08220, APOSJ_08218
OG0000561	STRPU_21549	APOSJ_36051, APOSJ_59312, APOSJ_59302, APOSJ_59313, APOSJ_59329, APOSJ_05263, APOSJ_20913, APOSJ_20912, APOSJ_20911, APOSJ_20910, APOSJ_59308, APOSJ_20909, APOSJ_44883, APOSJ_14002, APOSJ_44884
OG0000562	STRPU_26809	APOSJ_05019, APOSJ_05018
OG0000562	STRPU_25528	APOSJ_03566, APOSJ_08426, APOSJ_08427, APOSJ_08425, APOSJ_08428, APOSJ_22191, APOSJ_08423
OG0000563	STRPU_18400, STRPU_02520, STRPU_15138, STRPU_15426, STRPU_15425, STRPU_18402, STRPU_18401, STRPU_18397, STRPU_18398, STRPU_18399	APOSJ_47173
OG0000564	STRPU_21576, STRPU_00279	APOSJ_58018
OG0000564	STRPU_20975	APOSJ_45514
OG0000565	STRPU_25126, STRPU_25127, STRPU_12091, STRPU_12090, STRPU_26877	APOSJ_16911, APOSJ_46831, APOSJ_42362, APOSJ_52606, APOSJ_01300, APOSJ_17008, APOSJ_17007, APOSJ_34667, APOSJ_34668, APOSJ_34666, APOSJ_34672, APOSJ_34670
OG0000566	STRPU_22145	APOSJ_56114, APOSJ_08789
OG0000566	STRPU_14680	APOSJ_08632, APOSJ_08631
OG0000567	STRPU_20922, STRPU_20921	APOSJ_64692
OG0000567	STRPU_26517	APOSJ_28174
OG0000567	STRPU_18559	APOSJ_40875
OG0000568	STRPU_26999	APOSJ_48063, APOSJ_18024
OG0000569	STRPU_21052	APOSJ_24002
OG0000569	STRPU_27223	APOSJ_15817
OG0000570	STRPU_23827, STRPU_23864	APOSJ_22652, APOSJ_12030, APOSJ_22655, APOSJ_12021, APOSJ_22654, APOSJ_01124, APOSJ_22653, APOSJ_01114
OG0000570	STRPU_23826, STRPU_23863	APOSJ_56456
OG0000570	STRPU_23858, STRPU_23822, STRPU_23816, STRPU_23850	APOSJ_04515
OG0000571	STRPU_26101, STRPU_26115	APOSJ_59740, APOSJ_59741, APOSJ_59742
OG0000572	STRPU_21193	APOSJ_39780, APOSJ_39781
OG0000572	STRPU_11231, STRPU_11269	APOSJ_20204
OG0000573	STRPU_11052, STRPU_00392	APOSJ_25331, APOSJ_24862
OG0000574	STRPU_09296	APOSJ_35049
OG0000574	STRPU_08865, STRPU_00956	APOSJ_02665
OG0000574	STRPU_00802, STRPU_19767	APOSJ_07768
OG0000575	STRPU_15788	APOSJ_19463, APOSJ_41628, APOSJ_41627
OG0000576	STRPU_23119	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888
OG0000577	STRPU_17273, STRPU_17434, STRPU_11943, STRPU_11903, STRPU_11902, STRPU_11942, STRPU_01705, STRPU_16733, STRPU_01709, STRPU_16737, STRPU_16736, STRPU_01708, STRPU_17320, STRPU_17331, STRPU_17318	APOSJ_40312, APOSJ_40311, APOSJ_31969, APOSJ_38908, APOSJ_38953, APOSJ_31963, APOSJ_31965, APOSJ_31970, APOSJ_31964, APOSJ_31967, APOSJ_43687, APOSJ_43713, APOSJ_43715, APOSJ_59300, APOSJ_59301
OG0000578	STRPU_21618	APOSJ_37736, APOSJ_36341
OG0000579	STRPU_23503	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748
OG0000580	STRPU_24720	APOSJ_19379, APOSJ_19380, APOSJ_57471, APOSJ_19381, APOSJ_19378
OG0000580	STRPU_12039, STRPU_01257, STRPU_12038	APOSJ_16960
OG0000581	STRPU_21308	APOSJ_08673, APOSJ_32969
OG0000581	STRPU_21309	APOSJ_36499
OG0000582	STRPU_19500	APOSJ_53689, APOSJ_53692, APOSJ_53688, APOSJ_53690, APOSJ_53691, APOSJ_16083, APOSJ_53686, APOSJ_53687
OG0000583	STRPU_17032, STRPU_01798	APOSJ_25494, APOSJ_14454
OG0000584	STRPU_19344, STRPU_19222	APOSJ_16630
OG0000585	STRPU_22740, STRPU_01894	APOSJ_23455, APOSJ_16969, APOSJ_23456, APOSJ_23457
OG0000586	STRPU_11843	APOSJ_09381, APOSJ_58586, APOSJ_39621, APOSJ_09383, APOSJ_58587, APOSJ_39620, APOSJ_47664, APOSJ_39624, APOSJ_39622, APOSJ_58592, APOSJ_58591, APOSJ_58584, APOSJ_58590, APOSJ_09384, APOSJ_09375, APOSJ_09379, APOSJ_39625, APOSJ_58589, APOSJ_39617, APOSJ_39619, APOSJ_09378, APOSJ_09376, APOSJ_39618, APOSJ_09382, APOSJ_09380, APOSJ_39623
OG0000587	STRPU_06588, STRPU_06512	APOSJ_00369, APOSJ_16879, APOSJ_16876, APOSJ_16875, APOSJ_10738, APOSJ_16880, APOSJ_53960, APOSJ_40785, APOSJ_53959, APOSJ_16878, APOSJ_40787, APOSJ_53961, APOSJ_16877, APOSJ_53958
OG0000587	STRPU_21487, STRPU_21496	APOSJ_63799, APOSJ_63803
OG0000588	STRPU_00676, STRPU_18950	APOSJ_23279, APOSJ_53706, APOSJ_58179, APOSJ_53698, APOSJ_53701, APOSJ_53704, APOSJ_58178, APOSJ_58181, APOSJ_58176, APOSJ_58180, APOSJ_53703, APOSJ_58177, APOSJ_53700, APOSJ_53705, APOSJ_53702, APOSJ_53699
OG0000588	STRPU_17075	APOSJ_51544, APOSJ_51543
OG0000589	STRPU_13052	APOSJ_48412, APOSJ_48413, APOSJ_34674, APOSJ_34676
OG0000590	STRPU_25115	APOSJ_20507, APOSJ_20506
OG0000590	STRPU_25616	APOSJ_15177, APOSJ_15179, APOSJ_15178, APOSJ_15175, APOSJ_15174, APOSJ_29829, APOSJ_15181, APOSJ_42654, APOSJ_15173, APOSJ_15180
OG0000591	STRPU_08932	APOSJ_27883, APOSJ_27882
OG0000591	STRPU_06603	APOSJ_28460
OG0000592	STRPU_16888	APOSJ_22050, APOSJ_22053
OG0000592	STRPU_15820, STRPU_15868	APOSJ_63364
OG0000593	STRPU_09183, STRPU_02152	APOSJ_14731, APOSJ_14730
OG0000594	STRPU_12480	APOSJ_44319
OG0000594	STRPU_23518	APOSJ_44042, APOSJ_05859, APOSJ_05860, APOSJ_05861
OG0000596	STRPU_01212	APOSJ_03685
OG0000596	STRPU_05681, STRPU_05680	APOSJ_47768, APOSJ_60247, APOSJ_58814
OG0000596	STRPU_03711, STRPU_05445, STRPU_05525	APOSJ_55581, APOSJ_55580
OG0000596	STRPU_05516	APOSJ_06107
OG0000596	STRPU_05235, STRPU_05703	APOSJ_31064
OG0000597	STRPU_14406	APOSJ_21422, APOSJ_21418, APOSJ_04909, APOSJ_57316, APOSJ_21420, APOSJ_21421
OG0000597	STRPU_22530	APOSJ_30513, APOSJ_30514
OG0000598	STRPU_26530	APOSJ_37469, APOSJ_37468, APOSJ_50349, APOSJ_23519, APOSJ_17416, APOSJ_11114, APOSJ_28299, APOSJ_11113, APOSJ_23516, APOSJ_23518, APOSJ_23517, APOSJ_57578, APOSJ_17412, APOSJ_17411, APOSJ_28295
OG0000598	STRPU_26404	APOSJ_28564, APOSJ_31194
OG0000599	STRPU_17887	APOSJ_22010
OG0000599	STRPU_26397	APOSJ_64484
OG0000599	STRPU_27034	APOSJ_28478, APOSJ_47465
OG0000599	STRPU_17463	APOSJ_23510
OG0000600	STRPU_18063	APOSJ_44016, APOSJ_44015
OG0000601	STRPU_16081, STRPU_16088, STRPU_16087	APOSJ_33394, APOSJ_33396, APOSJ_33395, APOSJ_33392, APOSJ_11331, APOSJ_11332
OG0000602	STRPU_06890, STRPU_06914	APOSJ_36710
OG0000602	STRPU_06715	APOSJ_64995, APOSJ_64996, APOSJ_53746
OG0000603	STRPU_00284, STRPU_21569	APOSJ_36984, APOSJ_36983, APOSJ_03111, APOSJ_03109, APOSJ_03112, APOSJ_36982, APOSJ_45011, APOSJ_03108, APOSJ_03110, APOSJ_36985, APOSJ_19038, APOSJ_19039, APOSJ_03113, APOSJ_31540
OG0000604	STRPU_20713	APOSJ_39570, APOSJ_27200, APOSJ_27202, APOSJ_27201
OG0000608	STRPU_05642, STRPU_05582	APOSJ_03043, APOSJ_06093
OG0000609	STRPU_24853	APOSJ_36177, APOSJ_36178, APOSJ_36176
OG0000609	STRPU_24616	APOSJ_35277, APOSJ_35274, APOSJ_35275, APOSJ_21281, APOSJ_35276, APOSJ_35273, APOSJ_35280, APOSJ_35278, APOSJ_35279, APOSJ_65014
OG0000610	STRPU_27140, STRPU_27141	APOSJ_44592, APOSJ_48730, APOSJ_48733, APOSJ_44594, APOSJ_32373, APOSJ_48732, APOSJ_12629, APOSJ_26159, APOSJ_30078, APOSJ_12616, APOSJ_12619, APOSJ_26161, APOSJ_26160, APOSJ_48729, APOSJ_44590, APOSJ_44591, APOSJ_44593, APOSJ_44605, APOSJ_48728, APOSJ_30091, APOSJ_36712, APOSJ_12550, APOSJ_05618, APOSJ_26158, APOSJ_12618, APOSJ_48731, APOSJ_48727, APOSJ_30075, APOSJ_33891, APOSJ_30083, APOSJ_26162
OG0000610	STRPU_19602	APOSJ_29332
OG0000611	STRPU_05045, STRPU_05119	APOSJ_56757, APOSJ_19264, APOSJ_19262, APOSJ_19265
OG0000611	STRPU_26016	APOSJ_58652
OG0000612	STRPU_09717, STRPU_09761	APOSJ_36472, APOSJ_36473, APOSJ_36471, APOSJ_27937, APOSJ_36474
OG0000612	STRPU_26031	APOSJ_22169, APOSJ_22170
OG0000613	STRPU_24692, STRPU_24700	APOSJ_24758, APOSJ_04123, APOSJ_24760, APOSJ_24759
OG0000613	STRPU_26787	APOSJ_63879, APOSJ_55759
OG0000614	STRPU_25312	APOSJ_61422, APOSJ_61425, APOSJ_61423, APOSJ_55769
OG0000614	STRPU_21878	APOSJ_23954, APOSJ_23956, APOSJ_23952, APOSJ_15769, APOSJ_23953, APOSJ_15768, APOSJ_23958, APOSJ_23955, APOSJ_50604, APOSJ_46891, APOSJ_50612, APOSJ_50608, APOSJ_01965, APOSJ_01969, APOSJ_50607, APOSJ_46896, APOSJ_50613, APOSJ_50611, APOSJ_50609, APOSJ_01967, APOSJ_01968, APOSJ_01966, APOSJ_50610, APOSJ_01964
OG0000615	STRPU_06171	APOSJ_22324, APOSJ_22321, APOSJ_22323, APOSJ_22322
OG0000616	STRPU_03499, STRPU_03575, STRPU_03497	APOSJ_38805, APOSJ_09030, APOSJ_38801, APOSJ_09037, APOSJ_59177, APOSJ_59175, APOSJ_38800, APOSJ_59183, APOSJ_38802, APOSJ_09041, APOSJ_38804, APOSJ_59182, APOSJ_38799, APOSJ_28771, APOSJ_00175, APOSJ_59180, APOSJ_59181, APOSJ_59176, APOSJ_59178, APOSJ_38806, APOSJ_09031, APOSJ_38803, APOSJ_59179, APOSJ_09033, APOSJ_01010, APOSJ_49619, APOSJ_38798, APOSJ_00174
OG0000617	STRPU_22373	APOSJ_18872, APOSJ_49648, APOSJ_45738, APOSJ_45737
OG0000617	STRPU_22397	APOSJ_30533
OG0000618	STRPU_07199	APOSJ_04430, APOSJ_10120, APOSJ_36423, APOSJ_21713, APOSJ_59397, APOSJ_04434, APOSJ_27687, APOSJ_29571, APOSJ_15979, APOSJ_59398, APOSJ_29546, APOSJ_33897, APOSJ_33898, APOSJ_10115, APOSJ_15986, APOSJ_30076, APOSJ_59394, APOSJ_27640, APOSJ_21714, APOSJ_10122, APOSJ_59395, APOSJ_24764, APOSJ_42420, APOSJ_21716, APOSJ_10116, APOSJ_27684, APOSJ_21719, APOSJ_27681, APOSJ_04433, APOSJ_40167, APOSJ_42415, APOSJ_15984, APOSJ_21715
OG0000619	STRPU_06659	APOSJ_49747, APOSJ_41928, APOSJ_49744, APOSJ_49011, APOSJ_49040, APOSJ_49748, APOSJ_59158, APOSJ_59185
OG0000621	STRPU_20608	APOSJ_29617, APOSJ_29614, APOSJ_29616, APOSJ_29615
OG0000621	STRPU_20609	APOSJ_52583, APOSJ_24870
OG0000621	STRPU_17540, STRPU_17541	APOSJ_40335, APOSJ_12052, APOSJ_12055, APOSJ_12053, APOSJ_12054
OG0000621	STRPU_21491, STRPU_21501	APOSJ_61878
OG0000621	STRPU_00293, STRPU_21639	APOSJ_09780
OG0000623	STRPU_07960, STRPU_07951	APOSJ_58237, APOSJ_58239
OG0000623	STRPU_00318	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252
OG0000624	STRPU_02433	APOSJ_38044, APOSJ_11261, APOSJ_38250, APOSJ_38042, APOSJ_06061, APOSJ_38043, APOSJ_38046, APOSJ_06064
OG0000624	STRPU_14119, STRPU_13328	APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610
OG0000624	STRPU_26382	APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193
OG0000625	STRPU_03702	APOSJ_32034, APOSJ_32035, APOSJ_50448, APOSJ_32036, APOSJ_32037
OG0000626	STRPU_24334	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173
OG0000627	STRPU_03283, STRPU_03246	APOSJ_30106, APOSJ_30105
OG0000628	STRPU_17753	APOSJ_34817, APOSJ_34816
OG0000628	STRPU_07211	APOSJ_11646, APOSJ_11647, APOSJ_11644, APOSJ_11645
OG0000629	STRPU_19527	APOSJ_36364
OG0000629	STRPU_11562	APOSJ_31695, APOSJ_18454, APOSJ_31689, APOSJ_31692, APOSJ_31697, APOSJ_31696, APOSJ_31691, APOSJ_18457
OG0000629	STRPU_11888, STRPU_11933	APOSJ_35014, APOSJ_12580, APOSJ_35013, APOSJ_35012, APOSJ_12579, APOSJ_12578, APOSJ_35011
OG0000633	STRPU_21010	APOSJ_39665, APOSJ_39666
OG0000633	STRPU_25151, STRPU_25150	APOSJ_13030
OG0000633	STRPU_18495, STRPU_11416	APOSJ_06906
OG0000634	STRPU_00599	APOSJ_28424
OG0000634	STRPU_04517, STRPU_05655, STRPU_05658, STRPU_05659, STRPU_00600, STRPU_24951, STRPU_24950	APOSJ_45060, APOSJ_45061, APOSJ_21324, APOSJ_58639, APOSJ_45059, APOSJ_34473
OG0000635	STRPU_25070	APOSJ_64560, APOSJ_09992
OG0000635	STRPU_17828	APOSJ_04418
OG0000636	STRPU_09946	APOSJ_03510, APOSJ_03511, APOSJ_03509, APOSJ_03508
OG0000638	STRPU_17473, STRPU_17456, STRPU_16890, STRPU_23957, STRPU_17471, STRPU_17454, STRPU_17472, STRPU_17455, STRPU_23958, STRPU_23932, STRPU_14026, STRPU_17232	APOSJ_08704, APOSJ_08703, APOSJ_59548, APOSJ_08709, APOSJ_16899, APOSJ_08706, APOSJ_08708, APOSJ_08705, APOSJ_02754, APOSJ_08707, APOSJ_59541, APOSJ_34781, APOSJ_15486
OG0000639	STRPU_27017	APOSJ_22789, APOSJ_22790
OG0000639	STRPU_25405	APOSJ_29300
OG0000642	STRPU_04607, STRPU_04606	APOSJ_55400, APOSJ_08507
OG0000642	STRPU_04846	APOSJ_61954, APOSJ_09617, APOSJ_09613, APOSJ_09612, APOSJ_61958, APOSJ_61952, APOSJ_09616, APOSJ_35529
OG0000645	STRPU_25221	APOSJ_23119, APOSJ_01409
OG0000645	STRPU_22046	APOSJ_07674, APOSJ_07676, APOSJ_37086, APOSJ_37082, APOSJ_36166, APOSJ_27854, APOSJ_27848, APOSJ_27852, APOSJ_21898, APOSJ_07673, APOSJ_16115, APOSJ_10266, APOSJ_21892, APOSJ_16114, APOSJ_21894, APOSJ_21895, APOSJ_12075, APOSJ_16113, APOSJ_10265, APOSJ_16116, APOSJ_16118, APOSJ_16117, APOSJ_27849, APOSJ_27851, APOSJ_27853, APOSJ_36167, APOSJ_43353, APOSJ_37083, APOSJ_37077, APOSJ_37085, APOSJ_32060, APOSJ_27855
OG0000646	STRPU_11448	APOSJ_13193, APOSJ_13194
OG0000646	STRPU_25760	APOSJ_34948, APOSJ_34947, APOSJ_56459, APOSJ_34946, APOSJ_34945, APOSJ_56460, APOSJ_34943
OG0000647	STRPU_09897, STRPU_06712	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337
OG0000648	STRPU_00211	APOSJ_31281, APOSJ_31280, APOSJ_62481
OG0000648	STRPU_25949, STRPU_00209	APOSJ_46573, APOSJ_60586, APOSJ_60595, APOSJ_46574, APOSJ_46572, APOSJ_60599, APOSJ_19249
OG0000648	STRPU_25924	APOSJ_03785
OG0000649	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415	APOSJ_14876, APOSJ_62950, APOSJ_09077, APOSJ_14871, APOSJ_09074, APOSJ_62949, APOSJ_62948, APOSJ_62952, APOSJ_57618
OG0000650	STRPU_24960	APOSJ_60931, APOSJ_64716
OG0000651	STRPU_22117	APOSJ_14754, APOSJ_57659, APOSJ_57666, APOSJ_01259, APOSJ_01261, APOSJ_07867, APOSJ_01263, APOSJ_60499, APOSJ_12711, APOSJ_12713, APOSJ_60504, APOSJ_30332, APOSJ_60498, APOSJ_60502, APOSJ_57662, APOSJ_57660, APOSJ_57664, APOSJ_57663, APOSJ_60501, APOSJ_57667, APOSJ_01260, APOSJ_12715, APOSJ_01264, APOSJ_01258, APOSJ_07865, APOSJ_12710, APOSJ_12712, APOSJ_36313, APOSJ_57661, APOSJ_14753, APOSJ_60500, APOSJ_01262, APOSJ_12714
OG0000652	STRPU_21926	APOSJ_46934, APOSJ_46935, APOSJ_46936, APOSJ_61783
OG0000654	STRPU_25001	APOSJ_38864, APOSJ_38862, APOSJ_43370, APOSJ_38861, APOSJ_38865, APOSJ_43371, APOSJ_38863
OG0000656	STRPU_09024, STRPU_22306, STRPU_23486	APOSJ_40369
OG0000657	STRPU_17299, STRPU_17301	APOSJ_24584, APOSJ_24582, APOSJ_24583
OG0000659	STRPU_00752, STRPU_20000, STRPU_23016	APOSJ_47966, APOSJ_31788, APOSJ_28928, APOSJ_03952, APOSJ_47964, APOSJ_47967
OG0000659	STRPU_25885	APOSJ_26670, APOSJ_26675, APOSJ_26672, APOSJ_26674, APOSJ_26673, APOSJ_26671, APOSJ_60480, APOSJ_40903, APOSJ_60481, APOSJ_40923, APOSJ_42955
OG0000660	STRPU_13999	APOSJ_10365, APOSJ_10364
OG0000660	STRPU_02267, STRPU_17655	APOSJ_47606, APOSJ_47612
OG0000662	STRPU_09621	APOSJ_09177
OG0000662	STRPU_09696, STRPU_09739	APOSJ_39439
OG0000662	STRPU_08344	APOSJ_54892, APOSJ_18946
OG0000663	STRPU_19333	APOSJ_46894, APOSJ_46893
OG0000664	STRPU_23931	APOSJ_22892, APOSJ_22894, APOSJ_46796, APOSJ_46853, APOSJ_22893, APOSJ_39846, APOSJ_22895, APOSJ_39847
OG0000664	STRPU_24936	APOSJ_17044, APOSJ_17042, APOSJ_17038, APOSJ_17041, APOSJ_17040, APOSJ_17039, APOSJ_17043, APOSJ_17045
OG0000665	STRPU_26774, STRPU_27239, STRPU_27242	APOSJ_40902, APOSJ_53510, APOSJ_40899, APOSJ_40898, APOSJ_40897, APOSJ_53511, APOSJ_53514, APOSJ_18733, APOSJ_40900, APOSJ_41544, APOSJ_40901, APOSJ_08228, APOSJ_08229
OG0000666	STRPU_22324	APOSJ_38350, APOSJ_40155
OG0000667	STRPU_26587, STRPU_26584, STRPU_26582, STRPU_26453, STRPU_26589, STRPU_27308	APOSJ_19388, APOSJ_19387
OG0000667	STRPU_26568	APOSJ_02175, APOSJ_02176, APOSJ_02173
OG0000670	STRPU_06883	APOSJ_25532, APOSJ_25531
OG0000671	STRPU_24917	APOSJ_30071, APOSJ_59393
OG0000671	STRPU_24916	APOSJ_22422, APOSJ_22425, APOSJ_22424, APOSJ_22421, APOSJ_22423, APOSJ_22420
OG0000672	STRPU_06933	APOSJ_20026
OG0000672	STRPU_20779	APOSJ_50679, APOSJ_50678
OG0000673	STRPU_23610, STRPU_18424	APOSJ_48821
OG0000673	STRPU_22162, STRPU_02541	APOSJ_48142, APOSJ_48143
OG0000673	STRPU_02717	APOSJ_25780, APOSJ_01797, APOSJ_38270, APOSJ_38272, APOSJ_38271, APOSJ_38269, APOSJ_51690, APOSJ_61266, APOSJ_61268
OG0000674	STRPU_26356	APOSJ_37872, APOSJ_37277
OG0000674	STRPU_12631	APOSJ_22932
OG0000675	STRPU_10541, STRPU_04200, STRPU_04240	APOSJ_33208
OG0000675	STRPU_06740	APOSJ_39392, APOSJ_46408, APOSJ_39394, APOSJ_39393, APOSJ_39391, APOSJ_39395, APOSJ_22966, APOSJ_32328, APOSJ_22101, APOSJ_22100, APOSJ_29810, APOSJ_41881, APOSJ_61594
OG0000676	STRPU_24012	APOSJ_02079, APOSJ_02078
OG0000676	STRPU_06999	APOSJ_06120, APOSJ_06122, APOSJ_06117, APOSJ_06121
OG0000680	STRPU_08041	APOSJ_33409, APOSJ_33410, APOSJ_13086, APOSJ_13083, APOSJ_13084, APOSJ_13082, APOSJ_33413, APOSJ_17019, APOSJ_33412, APOSJ_33411
OG0000680	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476	APOSJ_26267
OG0000681	STRPU_05744	APOSJ_46254, APOSJ_46255, APOSJ_46257
OG0000681	STRPU_12569, STRPU_12568	APOSJ_36480, APOSJ_36481
OG0000682	STRPU_09978, STRPU_09955	APOSJ_13468, APOSJ_13474
OG0000683	STRPU_06350	APOSJ_64634, APOSJ_64631
OG0000683	STRPU_18850	APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496
OG0000684	STRPU_25416	APOSJ_20767, APOSJ_20765, APOSJ_20764, APOSJ_20766, APOSJ_01354, APOSJ_20768, APOSJ_20770, APOSJ_20769
OG0000685	STRPU_08752, STRPU_01415, STRPU_12322	APOSJ_26446, APOSJ_18518, APOSJ_18512, APOSJ_18521, APOSJ_18515, APOSJ_18513, APOSJ_18514, APOSJ_18517, APOSJ_18520
OG0000689	STRPU_07940, STRPU_19567, STRPU_15739, STRPU_11347, STRPU_03589, STRPU_14957, STRPU_02908, STRPU_17465, STRPU_04655	APOSJ_51643, APOSJ_23318, APOSJ_59894, APOSJ_23317
OG0000689	STRPU_03555, STRPU_24114	APOSJ_27906, APOSJ_34173, APOSJ_49504
OG0000690	STRPU_08035	APOSJ_22137, APOSJ_22147, APOSJ_22140
OG0000690	STRPU_17155	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556
OG0000690	STRPU_18294, STRPU_01161	APOSJ_40458
OG0000691	STRPU_25430	APOSJ_08695
OG0000691	STRPU_24302	APOSJ_28459
OG0000692	STRPU_19316, STRPU_01823	APOSJ_41742, APOSJ_41741, APOSJ_41740
OG0000693	STRPU_11407	APOSJ_58900
OG0000693	STRPU_19430, STRPU_19438	APOSJ_48229, APOSJ_48228
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	APOSJ_04109, APOSJ_43101
OG0000696	STRPU_24482	APOSJ_06670, APOSJ_42037, APOSJ_42030, APOSJ_06673, APOSJ_06671, APOSJ_06672
OG0000696	STRPU_21259	APOSJ_01864
OG0000696	STRPU_10267, STRPU_23135	APOSJ_37186, APOSJ_37185, APOSJ_37184
OG0000697	STRPU_22408	APOSJ_51766, APOSJ_51767, APOSJ_61682, APOSJ_64946, APOSJ_64535, APOSJ_41504, APOSJ_53618, APOSJ_64536, APOSJ_53614, APOSJ_41510, APOSJ_51765, APOSJ_53615, APOSJ_06578, APOSJ_53617, APOSJ_51762, APOSJ_53616, APOSJ_06580, APOSJ_51763, APOSJ_51761, APOSJ_53613, APOSJ_53892, APOSJ_41512, APOSJ_06583, APOSJ_06581
OG0000698	STRPU_21594	APOSJ_05376
OG0000699	STRPU_06710	APOSJ_20040, APOSJ_20039, APOSJ_15015, APOSJ_15014, APOSJ_15016
