Orthogroup	STRPU_ok	AMPFI_ok
OG0001254	STRPU_22240	AMPFI_10158
OG0001256	STRPU_18001	AMPFI_15458
OG0001261	STRPU_05296	AMPFI_21898
OG0001262	STRPU_20298	AMPFI_14619
OG0001263	STRPU_03468	AMPFI_11017
OG0001264	STRPU_25388	AMPFI_05271
OG0001265	STRPU_11382	AMPFI_15291, AMPFI_04317, AMPFI_02475, AMPFI_25480, AMPFI_02282, AMPFI_22858, AMPFI_18688, AMPFI_00347, AMPFI_21271, AMPFI_06674, AMPFI_14158, AMPFI_09863, AMPFI_14157
OG0001266	STRPU_07062	AMPFI_22613, AMPFI_06682
OG0001267	STRPU_04944	AMPFI_16785
OG0001267	STRPU_14642	AMPFI_03197
OG0001268	STRPU_26888	AMPFI_21846
OG0001268	STRPU_23502	AMPFI_17603
OG0001270	STRPU_08488	AMPFI_10234
OG0001270	STRPU_08385	AMPFI_15423
OG0001271	STRPU_13644, STRPU_02419, STRPU_13643, STRPU_02421	AMPFI_12722
OG0001273	STRPU_26636	AMPFI_08982
OG0001274	STRPU_20009	AMPFI_01753
OG0001275	STRPU_16983	AMPFI_10981, AMPFI_05849
OG0001276	STRPU_05244	AMPFI_14910
OG0001277	STRPU_26595	AMPFI_11990, AMPFI_08088
OG0001277	STRPU_26591	AMPFI_23862, AMPFI_21730, AMPFI_22050
OG0001277	STRPU_26592, STRPU_26593	AMPFI_13913
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453	AMPFI_10211
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	AMPFI_05903
OG0001280	STRPU_26559	AMPFI_23298
OG0001281	STRPU_12491, STRPU_21186, STRPU_21018	AMPFI_16027
OG0001284	STRPU_00110, STRPU_13473	AMPFI_11093
OG0001284	STRPU_26961	AMPFI_06659
OG0001285	STRPU_09952, STRPU_09975	AMPFI_25522
OG0001287	STRPU_05909	AMPFI_14082
OG0001288	STRPU_26804	AMPFI_00778
OG0001289	STRPU_11656	AMPFI_00215
OG0001290	STRPU_26728	AMPFI_18904
OG0001291	STRPU_04348	AMPFI_17861
OG0001292	STRPU_13209	AMPFI_10776
OG0001293	STRPU_14547	AMPFI_14701
OG0001294	STRPU_21633	AMPFI_01514
OG0001295	STRPU_21991	AMPFI_06419
OG0001296	STRPU_21312	AMPFI_12346
OG0001297	STRPU_12690	AMPFI_16113
OG0001300	STRPU_00543, STRPU_15986	AMPFI_08329
OG0001301	STRPU_23128	AMPFI_20309
OG0001301	STRPU_12070	AMPFI_13360, AMPFI_11816
OG0001301	STRPU_09046, STRPU_10741	AMPFI_00547
OG0001302	STRPU_18961, STRPU_18975	AMPFI_16649
OG0001302	STRPU_14524	AMPFI_08047
OG0001305	STRPU_20309	AMPFI_00755
OG0001306	STRPU_19063	AMPFI_19010
OG0001306	STRPU_20137	AMPFI_21641
OG0001308	STRPU_04711	AMPFI_01794, AMPFI_03456
OG0001309	STRPU_25014, STRPU_25016	AMPFI_12360
OG0001310	STRPU_21314	AMPFI_04482, AMPFI_16368
OG0001310	STRPU_15962, STRPU_00518	AMPFI_06804
OG0001311	STRPU_10949	AMPFI_12130
OG0001313	STRPU_11221, STRPU_11258, STRPU_11259, STRPU_01542, STRPU_09416	AMPFI_10514
OG0001314	STRPU_17673	AMPFI_14399
OG0001314	STRPU_19730	AMPFI_21411, AMPFI_14658, AMPFI_05186
OG0001315	STRPU_10273	AMPFI_19734
OG0001315	STRPU_08079	AMPFI_03331
OG0001316	STRPU_15726	AMPFI_11413
OG0001317	STRPU_23522	AMPFI_14996
OG0001317	STRPU_17298, STRPU_17302	AMPFI_02448
OG0001318	STRPU_12148, STRPU_12116	AMPFI_07561
OG0001318	STRPU_17591	AMPFI_11299
OG0001319	STRPU_06818	AMPFI_11777
OG0001320	STRPU_26137, STRPU_26135	AMPFI_25009, AMPFI_10016
OG0001320	STRPU_21063	AMPFI_00452
OG0001321	STRPU_22556	AMPFI_00079
OG0001322	STRPU_12583	AMPFI_10344
OG0001322	STRPU_21322	AMPFI_23671
OG0001323	STRPU_20541	AMPFI_21599
OG0001324	STRPU_25173	AMPFI_24533
OG0001325	STRPU_04898	AMPFI_10346
OG0001326	STRPU_10219	AMPFI_12886
OG0001327	STRPU_24460	AMPFI_08065
OG0001327	STRPU_23965, STRPU_23941	AMPFI_15522
OG0001328	STRPU_03483	AMPFI_16031, AMPFI_07538, AMPFI_22821, AMPFI_14375, AMPFI_25363, AMPFI_10406, AMPFI_13227, AMPFI_20082
OG0001329	STRPU_23801	AMPFI_21747
OG0001330	STRPU_14416, STRPU_14419, STRPU_14445	AMPFI_05140
OG0001331	STRPU_10147, STRPU_10085, STRPU_10148	AMPFI_12424
OG0001332	STRPU_19162, STRPU_19163	AMPFI_20259
OG0001333	STRPU_12708	AMPFI_00843
OG0001334	STRPU_13976, STRPU_13982, STRPU_13981, STRPU_13978, STRPU_13975, STRPU_13986, STRPU_13497, STRPU_13221, STRPU_13233, STRPU_13498, STRPU_13501, STRPU_13983, STRPU_13232, STRPU_13219, STRPU_13988, STRPU_13984, STRPU_13974, STRPU_13502, STRPU_13496, STRPU_13234, STRPU_13222	AMPFI_00084
OG0001335	STRPU_26922	AMPFI_10205
OG0001336	STRPU_26669, STRPU_26668, STRPU_24327, STRPU_09894, STRPU_15819, STRPU_16611, STRPU_16574, STRPU_16457, STRPU_16468, STRPU_16448, STRPU_07056, STRPU_16100, STRPU_16613, STRPU_16571, STRPU_16604, STRPU_16551, STRPU_16635, STRPU_16818, STRPU_16817, STRPU_16633, STRPU_16609, STRPU_16813, STRPU_16811, STRPU_16883, STRPU_16835, STRPU_16834, STRPU_16634, STRPU_00497, STRPU_16825, STRPU_16819, STRPU_16575, STRPU_16601, STRPU_15929, STRPU_16821, STRPU_16596, STRPU_16577, STRPU_16589, STRPU_16464, STRPU_16593, STRPU_16612, STRPU_14056, STRPU_16582, STRPU_16882, STRPU_16880, STRPU_16628	AMPFI_17850, AMPFI_10445, AMPFI_09949
OG0001339	STRPU_07160, STRPU_07161	AMPFI_11085
OG0001341	STRPU_22449	AMPFI_14355, AMPFI_06570
OG0001344	STRPU_04822, STRPU_00738	AMPFI_22417
OG0001345	STRPU_23708	AMPFI_09770
OG0001348	STRPU_06494	AMPFI_00159
OG0001351	STRPU_05959	AMPFI_22361
OG0001352	STRPU_08735, STRPU_01435	AMPFI_15694, AMPFI_18452, AMPFI_22485
OG0001353	STRPU_00577, STRPU_07545	AMPFI_10664
OG0001354	STRPU_18322, STRPU_01125	AMPFI_24004
OG0001355	STRPU_09877	AMPFI_14446
OG0001356	STRPU_23614	AMPFI_01615
OG0001357	STRPU_20969	AMPFI_24417
OG0001360	STRPU_04824, STRPU_00740	AMPFI_21614
OG0001360	STRPU_04909	AMPFI_12400, AMPFI_23660
OG0001362	STRPU_08359	AMPFI_22273
OG0001363	STRPU_20296	AMPFI_00070, AMPFI_09800, AMPFI_08365
OG0001364	STRPU_10674, STRPU_00565	AMPFI_11134
OG0001365	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574	AMPFI_13985
OG0001365	STRPU_22631, STRPU_05633	AMPFI_25879
OG0001365	STRPU_05637, STRPU_05578	AMPFI_10449
OG0001366	STRPU_13885	AMPFI_02545
OG0001367	STRPU_24795	AMPFI_02161
OG0001368	STRPU_21464	AMPFI_11158
OG0001369	STRPU_23738	AMPFI_22208
OG0001370	STRPU_22194	AMPFI_06706
OG0001370	STRPU_15723	AMPFI_09461
OG0001371	STRPU_08143	AMPFI_10372, AMPFI_15938
OG0001371	STRPU_02082, STRPU_09113	AMPFI_12819
OG0001372	STRPU_19138	AMPFI_21335
OG0001372	STRPU_25409, STRPU_25404	AMPFI_18921
OG0001373	STRPU_08670	AMPFI_00190
OG0001374	STRPU_22804, STRPU_01963	AMPFI_17974
OG0001375	STRPU_07312	AMPFI_00915
OG0001375	STRPU_07355	AMPFI_06104
OG0001376	STRPU_03703	AMPFI_21697
OG0001378	STRPU_09539	AMPFI_15247
OG0001379	STRPU_06776, STRPU_06758	AMPFI_14320
OG0001380	STRPU_05457	AMPFI_08147
OG0001381	STRPU_27173, STRPU_27171	AMPFI_12006
OG0001382	STRPU_12915	AMPFI_12332
OG0001384	STRPU_06439	AMPFI_23681
OG0001386	STRPU_25053, STRPU_17223	AMPFI_07982
OG0001387	STRPU_24358	AMPFI_00234
OG0001389	STRPU_05345	AMPFI_05693
OG0001394	STRPU_05211	AMPFI_09024
OG0001395	STRPU_17938	AMPFI_24070
OG0001396	STRPU_22421	AMPFI_14908, AMPFI_07434, AMPFI_23711
OG0001397	STRPU_09545	AMPFI_21706
OG0001397	STRPU_10313	AMPFI_17878, AMPFI_10775
OG0001398	STRPU_20006, STRPU_20005, STRPU_20002, STRPU_20003	AMPFI_06855
OG0001399	STRPU_06787	AMPFI_07188
OG0001399	STRPU_26081	AMPFI_21935
OG0001400	STRPU_01874, STRPU_25189	AMPFI_24285
OG0001401	STRPU_05958	AMPFI_16893
OG0001401	STRPU_23021, STRPU_00894	AMPFI_02014
OG0001402	STRPU_02223, STRPU_15580	AMPFI_26005
OG0001403	STRPU_14874	AMPFI_17230
OG0001404	STRPU_09258	AMPFI_17704
OG0001404	STRPU_10986, STRPU_00324	AMPFI_10794
OG0001405	STRPU_25512	AMPFI_15743
OG0001405	STRPU_02778	AMPFI_16561
OG0001406	STRPU_06123	AMPFI_09333
OG0001408	STRPU_00756, STRPU_19811	AMPFI_21365
OG0001410	STRPU_05515	AMPFI_02616
OG0001411	STRPU_05251, STRPU_05267	AMPFI_10031
OG0001412	STRPU_09369	AMPFI_08141
OG0001413	STRPU_14983, STRPU_14952	AMPFI_15619
OG0001413	STRPU_26501	AMPFI_22440
OG0001414	STRPU_21522	AMPFI_24645
OG0001414	STRPU_10366	AMPFI_20423
OG0001415	STRPU_14239	AMPFI_19237
OG0001415	STRPU_06370, STRPU_06372, STRPU_06371, STRPU_06373	AMPFI_08129
OG0001416	STRPU_10614	AMPFI_14851
OG0001417	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122	AMPFI_09940
OG0001417	STRPU_26260	AMPFI_02655
OG0001418	STRPU_01132, STRPU_01131, STRPU_18315	AMPFI_15591
OG0001419	STRPU_21660, STRPU_21725	AMPFI_25243
OG0001421	STRPU_20976	AMPFI_22931
OG0001422	STRPU_17021	AMPFI_23699
OG0001423	STRPU_20339	AMPFI_19050, AMPFI_22796
OG0001424	STRPU_22200	AMPFI_01906
OG0001425	STRPU_15993	AMPFI_13079
OG0001426	STRPU_10439	AMPFI_07973
OG0001427	STRPU_07408	AMPFI_07391
OG0001428	STRPU_11278, STRPU_11240	AMPFI_11938
OG0001429	STRPU_17524	AMPFI_21567
OG0001430	STRPU_21288	AMPFI_07622
OG0001431	STRPU_22263	AMPFI_11117
OG0001432	STRPU_16413	AMPFI_07409
OG0001433	STRPU_07230, STRPU_07255	AMPFI_00657
OG0001434	STRPU_17872	AMPFI_06188, AMPFI_09637
OG0001435	STRPU_11334, STRPU_11181, STRPU_11332, STRPU_11333	AMPFI_15537, AMPFI_05263
OG0001436	STRPU_24142	AMPFI_07709
OG0001437	STRPU_25775, STRPU_25792	AMPFI_07780, AMPFI_13432
OG0001441	STRPU_07157	AMPFI_01278
OG0001442	STRPU_17892	AMPFI_09777
OG0001444	STRPU_27310, STRPU_11730, STRPU_08365	AMPFI_15750
OG0001445	STRPU_16668, STRPU_16697	AMPFI_06828
OG0001447	STRPU_20657, STRPU_20658	AMPFI_14165
OG0001448	STRPU_11358, STRPU_11357	AMPFI_01038
OG0001449	STRPU_07648	AMPFI_17066
OG0001449	STRPU_25089	AMPFI_22357
OG0001450	STRPU_23594	AMPFI_21801, AMPFI_22800, AMPFI_25470
OG0001451	STRPU_17131	AMPFI_12917, AMPFI_16214
OG0001452	STRPU_26368	AMPFI_17582
OG0001453	STRPU_24736, STRPU_08563, STRPU_24734	AMPFI_20721
OG0001454	STRPU_05151	AMPFI_18370
OG0001455	STRPU_18159	AMPFI_16555
OG0001456	STRPU_27191, STRPU_27192, STRPU_27208	AMPFI_00318
OG0001459	STRPU_12776, STRPU_02363	AMPFI_19783
OG0001460	STRPU_04118	AMPFI_23946
OG0001461	STRPU_23343	AMPFI_25442
OG0001462	STRPU_21227, STRPU_21226, STRPU_21225	AMPFI_17739
OG0001464	STRPU_25177	AMPFI_17212
OG0001465	STRPU_11188	AMPFI_23606
OG0001466	STRPU_07749	AMPFI_23243
OG0001466	STRPU_04674	AMPFI_06839
OG0001467	STRPU_05130, STRPU_05054	AMPFI_23736
OG0001468	STRPU_25091	AMPFI_19331
OG0001469	STRPU_10391	AMPFI_05229
OG0001469	STRPU_17509	AMPFI_24846
OG0001469	STRPU_17361, STRPU_17345	AMPFI_02483
OG0001470	STRPU_02226, STRPU_15577	AMPFI_01501
OG0001471	STRPU_13019	AMPFI_01914, AMPFI_19786
OG0001472	STRPU_27210, STRPU_27194	AMPFI_01053
OG0001472	STRPU_25563, STRPU_00832	AMPFI_03075
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	AMPFI_03739, AMPFI_01823
OG0001474	STRPU_13493	AMPFI_18399, AMPFI_15974
OG0001474	STRPU_08774	AMPFI_21316
OG0001475	STRPU_11303, STRPU_11319, STRPU_11092	AMPFI_15659
OG0001476	STRPU_17798	AMPFI_07443, AMPFI_07837
OG0001478	STRPU_21182	AMPFI_01874
OG0001478	STRPU_09284	AMPFI_18015
OG0001479	STRPU_19441	AMPFI_06247
OG0001480	STRPU_24164	AMPFI_21537
OG0001481	STRPU_20434	AMPFI_03464
OG0001481	STRPU_20432	AMPFI_15128
OG0001482	STRPU_14389	AMPFI_20329
OG0001483	STRPU_14650	AMPFI_21717
OG0001483	STRPU_06785	AMPFI_05890
OG0001484	STRPU_13892, STRPU_23212, STRPU_23225	AMPFI_09544, AMPFI_10813
OG0001486	STRPU_11997, STRPU_01663	AMPFI_03189
OG0001488	STRPU_13616	AMPFI_03748
OG0001488	STRPU_13615, STRPU_02447	AMPFI_01198, AMPFI_23509, AMPFI_21442
OG0001489	STRPU_18782	AMPFI_21994
OG0001490	STRPU_20507	AMPFI_13984
OG0001491	STRPU_09125, STRPU_02097	AMPFI_18001
OG0001492	STRPU_14187	AMPFI_14495
OG0001493	STRPU_04271	AMPFI_23286
OG0001495	STRPU_23172	AMPFI_01445
OG0001496	STRPU_09305, STRPU_09648, STRPU_09646	AMPFI_04050
OG0001500	STRPU_06633	AMPFI_03212
OG0001501	STRPU_21031	AMPFI_21405
OG0001503	STRPU_26383	AMPFI_03346
OG0001503	STRPU_08277	AMPFI_06513
OG0001505	STRPU_11360	AMPFI_04877, AMPFI_09677
OG0001506	STRPU_11331	AMPFI_22691
OG0001507	STRPU_21330	AMPFI_02586
OG0001508	STRPU_12972	AMPFI_01605
OG0001509	STRPU_06444	AMPFI_24011
OG0001510	STRPU_19269	AMPFI_24135
OG0001511	STRPU_06130	AMPFI_24393
OG0001512	STRPU_23091	AMPFI_20643
OG0001513	STRPU_23242	AMPFI_05914
OG0001514	STRPU_10431	AMPFI_07458
OG0001515	STRPU_15320, STRPU_15319	AMPFI_22558
OG0001516	STRPU_18551	AMPFI_04046
OG0001517	STRPU_19850, STRPU_23529	AMPFI_19672
OG0001518	STRPU_07114	AMPFI_20936
OG0001519	STRPU_27135	AMPFI_15431
OG0001520	STRPU_24561	AMPFI_11649
OG0001522	STRPU_20946	AMPFI_05516
OG0001523	STRPU_12314	AMPFI_21945
OG0001524	STRPU_10326	AMPFI_12143
OG0001524	STRPU_25252	AMPFI_24831
OG0001525	STRPU_15038, STRPU_15039, STRPU_15040, STRPU_15037	AMPFI_18416
OG0001527	STRPU_14392	AMPFI_06183
OG0001527	STRPU_25264	AMPFI_10281
OG0001528	STRPU_10769	AMPFI_20250
OG0001529	STRPU_00143	AMPFI_24259
OG0001531	STRPU_10272	AMPFI_13148
OG0001532	STRPU_10950	AMPFI_06472
OG0001533	STRPU_24952	AMPFI_11865
OG0001534	STRPU_08319	AMPFI_01303
OG0001536	STRPU_21047	AMPFI_24601
OG0001538	STRPU_12441, STRPU_12432	AMPFI_06922
OG0001545	STRPU_27363	AMPFI_07768
OG0001546	STRPU_20460	AMPFI_04446
OG0001547	STRPU_06028	AMPFI_10922
OG0001548	STRPU_03439	AMPFI_01565, AMPFI_04150, AMPFI_00631, AMPFI_10020, AMPFI_00539, AMPFI_02157, AMPFI_24251, AMPFI_24587, AMPFI_23710, AMPFI_19139, AMPFI_01351, AMPFI_24279, AMPFI_00303, AMPFI_24877, AMPFI_16431, AMPFI_18890, AMPFI_00253, AMPFI_15660, AMPFI_23275, AMPFI_05577, AMPFI_18646, AMPFI_17504, AMPFI_16968
OG0001549	STRPU_24400	AMPFI_01171
OG0001550	STRPU_21280	AMPFI_12309
OG0001551	STRPU_21860, STRPU_21899, STRPU_21891	AMPFI_18500
OG0001552	STRPU_22979	AMPFI_14762, AMPFI_14933, AMPFI_14932
OG0001553	STRPU_04052	AMPFI_24765
OG0001554	STRPU_02015, STRPU_16951	AMPFI_06413
OG0001557	STRPU_12321	AMPFI_09537
OG0001558	STRPU_20040	AMPFI_15140
OG0001559	STRPU_21439	AMPFI_05445
OG0001560	STRPU_22041	AMPFI_08835
OG0001561	STRPU_22097	AMPFI_06589
OG0001562	STRPU_10858, STRPU_10839	AMPFI_05912
OG0001563	STRPU_26909, STRPU_13288, STRPU_13360	AMPFI_13947, AMPFI_22270
OG0001564	STRPU_06537, STRPU_06563	AMPFI_20454
OG0001566	STRPU_17707	AMPFI_23598
OG0001567	STRPU_24800	AMPFI_01237, AMPFI_04926, AMPFI_23783
OG0001567	STRPU_14545, STRPU_14538	AMPFI_05324
OG0001568	STRPU_08839, STRPU_00977	AMPFI_05220
OG0001569	STRPU_06491	AMPFI_09953
OG0001570	STRPU_18190	AMPFI_12961
OG0001570	STRPU_25866	AMPFI_12059
OG0001571	STRPU_02985	AMPFI_18530
OG0001572	STRPU_17033, STRPU_01799	AMPFI_12157
OG0001572	STRPU_25872	AMPFI_15021
OG0001573	STRPU_18175	AMPFI_05942
OG0001574	STRPU_09295	AMPFI_09279
OG0001575	STRPU_23849, STRPU_23815	AMPFI_15706
OG0001576	STRPU_26967	AMPFI_16525
OG0001577	STRPU_09713, STRPU_09757	AMPFI_07336
OG0001578	STRPU_09755, STRPU_09711	AMPFI_11954
OG0001580	STRPU_25493	AMPFI_13898
OG0001581	STRPU_21852, STRPU_21108	AMPFI_14541, AMPFI_22362
OG0001582	STRPU_06829, STRPU_06376, STRPU_15059, STRPU_06375	AMPFI_01796, AMPFI_13928
OG0001583	STRPU_09827	AMPFI_20716
OG0001584	STRPU_06055	AMPFI_22734
OG0001588	STRPU_02100, STRPU_09127, STRPU_19443, STRPU_18893, STRPU_18890, STRPU_18888, STRPU_02106	AMPFI_14208, AMPFI_03229, AMPFI_20258, AMPFI_23578, AMPFI_14929
OG0001589	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159	AMPFI_11604
OG0001590	STRPU_26879	AMPFI_24468
OG0001591	STRPU_26908	AMPFI_11783, AMPFI_11782
OG0001592	STRPU_23555	AMPFI_20340, AMPFI_22753
OG0001593	STRPU_22521	AMPFI_15712
OG0001594	STRPU_23743	AMPFI_13904
OG0001594	STRPU_17908	AMPFI_25650
OG0001595	STRPU_18699, STRPU_18697, STRPU_18698, STRPU_19289, STRPU_00397	AMPFI_02395
OG0001596	STRPU_23283	AMPFI_21524
OG0001597	STRPU_14448, STRPU_14431	AMPFI_13604
OG0001597	STRPU_15998	AMPFI_12341
OG0001598	STRPU_10743, STRPU_20935	AMPFI_14998
OG0001599	STRPU_08993	AMPFI_03121
OG0001600	STRPU_07559, STRPU_00590	AMPFI_10540
OG0001602	STRPU_12465	AMPFI_00833, AMPFI_23527
OG0001603	STRPU_20376	AMPFI_09371
OG0001604	STRPU_20664	AMPFI_04179
OG0001604	STRPU_14571	AMPFI_13911
OG0001605	STRPU_25478, STRPU_12565	AMPFI_18083
OG0001606	STRPU_09537	AMPFI_03478
OG0001608	STRPU_25716, STRPU_25698	AMPFI_07127
OG0001609	STRPU_06891	AMPFI_10765
OG0001609	STRPU_23497	AMPFI_06902
OG0001610	STRPU_24471	AMPFI_05189
OG0001611	STRPU_20967	AMPFI_12536
OG0001612	STRPU_17129	AMPFI_24849
OG0001614	STRPU_27003	AMPFI_14043
OG0001614	STRPU_00963, STRPU_08858	AMPFI_09076
OG0001617	STRPU_23604	AMPFI_25615
OG0001618	STRPU_00138, STRPU_22533	AMPFI_04596
OG0001618	STRPU_22534, STRPU_16175, STRPU_13129, STRPU_02573	AMPFI_03378, AMPFI_07026, AMPFI_09223, AMPFI_23267
OG0001618	STRPU_16288	AMPFI_09742, AMPFI_25975, AMPFI_13937
OG0001618	STRPU_06309, STRPU_06265, STRPU_02188	AMPFI_11880, AMPFI_00652
OG0001619	STRPU_27261, STRPU_27278	AMPFI_24224
OG0001620	STRPU_19915	AMPFI_12324
OG0001621	STRPU_05699	AMPFI_09527
OG0001622	STRPU_09518	AMPFI_23787
OG0001623	STRPU_01088, STRPU_24211	AMPFI_21345
OG0001624	STRPU_24187, STRPU_01112	AMPFI_12384
OG0001626	STRPU_23788	AMPFI_08426
OG0001627	STRPU_10394	AMPFI_13242
OG0001627	STRPU_09510	AMPFI_22299
OG0001628	STRPU_20435	AMPFI_14676
OG0001628	STRPU_21204	AMPFI_12805
OG0001629	STRPU_20028, STRPU_20029	AMPFI_05227
OG0001630	STRPU_00341, STRPU_11002	AMPFI_09150
OG0001632	STRPU_23809, STRPU_23843	AMPFI_15399
OG0001633	STRPU_25219	AMPFI_10105
OG0001634	STRPU_20042	AMPFI_21874
OG0001634	STRPU_21767, STRPU_21703	AMPFI_22894
OG0001635	STRPU_05304	AMPFI_19476
OG0001636	STRPU_26253	AMPFI_05825
OG0001637	STRPU_08189	AMPFI_14209
OG0001638	STRPU_14215	AMPFI_08503
OG0001639	STRPU_26515	AMPFI_08162
OG0001640	STRPU_00702, STRPU_22718	AMPFI_16472, AMPFI_03375
OG0001640	STRPU_22717, STRPU_00700	AMPFI_17177
OG0001641	STRPU_24984	AMPFI_08722
OG0001642	STRPU_21824	AMPFI_15628
OG0001644	STRPU_07026	AMPFI_12516
OG0001651	STRPU_04788	AMPFI_03860
OG0001652	STRPU_21641, STRPU_00295, STRPU_00191	AMPFI_03475
OG0001653	STRPU_18928, STRPU_18930, STRPU_18865	AMPFI_18635
OG0001654	STRPU_24101, STRPU_24566	AMPFI_05689
OG0001655	STRPU_05327	AMPFI_16010
OG0001656	STRPU_02552, STRPU_14771	AMPFI_09616
OG0001657	STRPU_14732	AMPFI_11506
OG0001658	STRPU_07439, STRPU_07448	AMPFI_21118
OG0001659	STRPU_17531	AMPFI_20084
OG0001660	STRPU_04934	AMPFI_15599
OG0001661	STRPU_15061	AMPFI_03268, AMPFI_17995, AMPFI_16309
OG0001661	STRPU_25156	AMPFI_24993, AMPFI_21610
OG0001662	STRPU_01806	AMPFI_25752
OG0001662	STRPU_17153	AMPFI_08109
OG0001663	STRPU_22095	AMPFI_14386
OG0001664	STRPU_19099	AMPFI_06252
OG0001665	STRPU_01425, STRPU_08744	AMPFI_22180
OG0001665	STRPU_01424, STRPU_08745	AMPFI_12597
OG0001666	STRPU_23274, STRPU_05068, STRPU_05143, STRPU_25003	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001667	STRPU_13327, STRPU_13922, STRPU_13935	AMPFI_09938
OG0001668	STRPU_17265	AMPFI_06781
OG0001670	STRPU_20375	AMPFI_03662
OG0001671	STRPU_23838, STRPU_23876, STRPU_23839	AMPFI_08592, AMPFI_08591
OG0001671	STRPU_23579	AMPFI_16125, AMPFI_09893
OG0001672	STRPU_23272	AMPFI_19341
OG0001673	STRPU_21686, STRPU_21751	AMPFI_18848
OG0001674	STRPU_23906	AMPFI_20075
OG0001675	STRPU_07480	AMPFI_04125
OG0001676	STRPU_22887	AMPFI_10805
OG0001677	STRPU_14147, STRPU_14173, STRPU_16258, STRPU_12978, STRPU_10003	AMPFI_23211
OG0001678	STRPU_16149	AMPFI_03152
OG0001679	STRPU_06814	AMPFI_09908
OG0001680	STRPU_20436	AMPFI_18352
OG0001681	STRPU_10550	AMPFI_01334
OG0001682	STRPU_06237	AMPFI_17672, AMPFI_18771
OG0001682	STRPU_06239	AMPFI_18918, AMPFI_12014
OG0001683	STRPU_17458, STRPU_17475	AMPFI_22061
OG0001684	STRPU_14377	AMPFI_22117
OG0001684	STRPU_14381	AMPFI_24253
OG0001685	STRPU_05303	AMPFI_05011
OG0001686	STRPU_26044	AMPFI_25112
OG0001687	STRPU_25158, STRPU_24138	AMPFI_24429, AMPFI_09173, AMPFI_17336
OG0001688	STRPU_05297	AMPFI_10724
OG0001689	STRPU_14303	AMPFI_19247
OG0001690	STRPU_21406	AMPFI_25400, AMPFI_12711
OG0001691	STRPU_15006	AMPFI_08102
OG0001692	STRPU_19066	AMPFI_02593
OG0001693	STRPU_17514, STRPU_17516, STRPU_17517	AMPFI_08682
OG0001694	STRPU_01478	AMPFI_10870
OG0001695	STRPU_17017	AMPFI_18897
OG0001703	STRPU_01270, STRPU_01272, STRPU_18216, STRPU_20353, STRPU_18217, STRPU_18173	AMPFI_03974
OG0001704	STRPU_05453	AMPFI_22958, AMPFI_17780
OG0001706	STRPU_05229	AMPFI_00734
OG0001707	STRPU_24819	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001708	STRPU_06608	AMPFI_10288, AMPFI_03554
OG0001709	STRPU_05233	AMPFI_24047
OG0001710	STRPU_23701	AMPFI_18639
OG0001711	STRPU_21095	AMPFI_23859
OG0001711	STRPU_21094	AMPFI_17093
OG0001712	STRPU_04462	AMPFI_01037, AMPFI_08833
OG0001713	STRPU_25915	AMPFI_07986
OG0001714	STRPU_08986	AMPFI_05879
OG0001714	STRPU_20557	AMPFI_12759
OG0001716	STRPU_25551, STRPU_00816	AMPFI_15456
OG0001717	STRPU_16455	AMPFI_12176
OG0001717	STRPU_01714, STRPU_20562, STRPU_20564, STRPU_09194, STRPU_16040	AMPFI_14911
OG0001718	STRPU_20683	AMPFI_15984
OG0001719	STRPU_06104	AMPFI_22269
OG0001719	STRPU_23977, STRPU_23954, STRPU_23974, STRPU_23952, STRPU_03425, STRPU_03866, STRPU_14067, STRPU_00852, STRPU_14068, STRPU_23976, STRPU_23950, STRPU_00851	AMPFI_10269
OG0001720	STRPU_14657	AMPFI_01920
OG0001721	STRPU_14647	AMPFI_11273
OG0001722	STRPU_09002	AMPFI_17549
OG0001724	STRPU_18093, STRPU_01781	AMPFI_12909
OG0001726	STRPU_20634	AMPFI_23403
OG0001726	STRPU_04691	AMPFI_15123
OG0001727	STRPU_21219	AMPFI_09267
OG0001728	STRPU_26695	AMPFI_01049
OG0001729	STRPU_23619	AMPFI_05820
OG0001730	STRPU_18631, STRPU_18614	AMPFI_09157
OG0001731	STRPU_12360	AMPFI_18090
OG0001732	STRPU_06110	AMPFI_05707
OG0001733	STRPU_09898	AMPFI_08124
OG0001735	STRPU_02435, STRPU_13629	AMPFI_02680
OG0001736	STRPU_25297	AMPFI_04077
OG0001736	STRPU_25454	AMPFI_10858
OG0001737	STRPU_07635	AMPFI_20661
OG0001738	STRPU_12582	AMPFI_08169
OG0001739	STRPU_12635	AMPFI_18533
OG0001740	STRPU_12731	AMPFI_08487
OG0001741	STRPU_20581	AMPFI_03493
OG0001742	STRPU_23582	AMPFI_22432
OG0001742	STRPU_10415	AMPFI_13350
OG0001743	STRPU_19741	AMPFI_21237
