Orthogroup	STRPU_ok	DROME
OG0000602	STRPU_06890, STRPU_06914	DROME10244
OG0000602	STRPU_06715	DROME11259, DROME11258
OG0000603	STRPU_00284, STRPU_21569	DROME16375, DROME16373, DROME16372, DROME16376, DROME16374
OG0000604	STRPU_20713	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679
OG0000610	STRPU_27140, STRPU_27141	DROME02040, DROME02039, DROME02041
OG0000611	STRPU_05045, STRPU_05119	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841
OG0000611	STRPU_26016	DROME01553, DROME01552, DROME01554
OG0000612	STRPU_09717, STRPU_09761	DROME04304
OG0000612	STRPU_26031	DROME00841
OG0000614	STRPU_21878	DROME20120, DROME20121, DROME20122, DROME20119
OG0000615	STRPU_06171	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019
OG0000616	STRPU_03576	DROME06628, DROME06631, DROME06630, DROME06629
OG0000619	STRPU_06659	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410
OG0000622	STRPU_17169, STRPU_04373	DROME02917
OG0000623	STRPU_07960, STRPU_07951	DROME13642
OG0000623	STRPU_00318	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776
OG0000624	STRPU_02433, STRPU_13713, STRPU_14119, STRPU_13328, STRPU_26382	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945
OG0000625	STRPU_03700, STRPU_02905	DROME07819, DROME00264, DROME00265, DROME00249
OG0000628	STRPU_17753	DROME13958
OG0000628	STRPU_07211	DROME17423
OG0000629	STRPU_19527	DROME03521
OG0000629	STRPU_11888, STRPU_11933	DROME15755
OG0000635	STRPU_25070	DROME14325, DROME14327, DROME14326
OG0000635	STRPU_17828	DROME10346, DROME10345, DROME09950, DROME20244, DROME20945, DROME11733, DROME11732, DROME11731, DROME04651, DROME04649, DROME04652
OG0000636	STRPU_09946	DROME13985, DROME13986, DROME13982, DROME13979, DROME13976, DROME13972, DROME13974, DROME13975, DROME13973, DROME13981, DROME13984, DROME13980, DROME13983
OG0000637	STRPU_11852, STRPU_12519	DROME07298
OG0000639	STRPU_27017	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865
OG0000639	STRPU_25405	DROME00355
OG0000643	STRPU_14556	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055
OG0000645	STRPU_22046	DROME14720
OG0000646	STRPU_11448	DROME18383, DROME18382, DROME18385, DROME18384
OG0000646	STRPU_25760	DROME20633, DROME20634, DROME20635
OG0000648	STRPU_00211, STRPU_25949, STRPU_00209, STRPU_25924	DROME08636
OG0000649	STRPU_00020, STRPU_13871, STRPU_13879	DROME08643, DROME00503
OG0000651	STRPU_22117	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447
OG0000654	STRPU_25001	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202
OG0000657	STRPU_17299, STRPU_17301, STRPU_22434, STRPU_00184, STRPU_17300	DROME04361
OG0000660	STRPU_13999	DROME08489
OG0000660	STRPU_02267, STRPU_17655	DROME17870
OG0000662	STRPU_09621, STRPU_09696, STRPU_09739	DROME13127, DROME03101, DROME20426
OG0000662	STRPU_08344	DROME18061
OG0000664	STRPU_24936	DROME09223, DROME09224, DROME09222, DROME09220, DROME09221, DROME09219
OG0000666	STRPU_22324	DROME12576, DROME12575
OG0000670	STRPU_06883	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670
OG0000671	STRPU_24917	DROME17183
OG0000672	STRPU_06933	DROME01096, DROME01095
OG0000672	STRPU_20779	DROME13682
OG0000674	STRPU_26356	DROME13823
OG0000674	STRPU_12631	DROME12190
OG0000676	STRPU_24012	DROME07205
OG0000676	STRPU_06999	DROME15377
OG0000680	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476	DROME15155, DROME20131
OG0000681	STRPU_05744	DROME11874, DROME11876, DROME11877, DROME11875
OG0000682	STRPU_09978, STRPU_09955	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175
OG0000683	STRPU_06350	DROME11493, DROME11492
OG0000683	STRPU_18850	DROME01831
OG0000690	STRPU_08035	DROME09460
OG0000690	STRPU_18294, STRPU_01161	DROME13136
OG0000692	STRPU_19316, STRPU_01823	DROME13871, DROME13870
OG0000693	STRPU_11407	DROME01415, DROME01416, DROME01417, DROME01418
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	DROME18910
OG0000696	STRPU_24482	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808
OG0000701	STRPU_09920, STRPU_09919	DROME19925, DROME19926, DROME06204, DROME17248
OG0000702	STRPU_23036, STRPU_00912	DROME02010
OG0000703	STRPU_04784	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633
OG0000708	STRPU_18963, STRPU_18977	DROME21751, DROME21752
OG0000708	STRPU_00882, STRPU_23008	DROME18239
OG0000709	STRPU_20711, STRPU_21274, STRPU_21845	DROME01206
OG0000711	STRPU_00066, STRPU_12186	DROME08678
OG0000711	STRPU_11659	DROME09749, DROME09750
OG0000712	STRPU_05053, STRPU_05129	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697
OG0000713	STRPU_00026, STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980, STRPU_06767	DROME14995
OG0000715	STRPU_13461	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524
OG0000717	STRPU_19580, STRPU_19581	DROME21009
OG0000720	STRPU_22043	DROME08828
OG0000721	STRPU_14994, STRPU_14964	DROME21732
OG0000721	STRPU_17945	DROME19802, DROME19803, DROME19797, DROME19800, DROME19798, DROME19799, DROME19801
OG0000722	STRPU_20560	DROME08261, DROME08260
OG0000724	STRPU_21597	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298
OG0000725	STRPU_19812, STRPU_00755, STRPU_19813	DROME01937
OG0000726	STRPU_13494	DROME21495, DROME21494, DROME21492, DROME21493
OG0000730	STRPU_13747, STRPU_01502	DROME18332
OG0000730	STRPU_18715	DROME00495
OG0000730	STRPU_18716	DROME18387
OG0000731	STRPU_06695	DROME03051, DROME03053, DROME03052
OG0000732	STRPU_06871	DROME00208, DROME00209
OG0000732	STRPU_18394	DROME15061
OG0000733	STRPU_21566	DROME17454
OG0000733	STRPU_20797	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559
OG0000734	STRPU_20020	DROME17455
OG0000735	STRPU_24284	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093
OG0000736	STRPU_21933, STRPU_07453, STRPU_07445	DROME02615, DROME02614
OG0000736	STRPU_22089	DROME09313
OG0000737	STRPU_09307	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	STRPU_13396, STRPU_13375	DROME19981
OG0000740	STRPU_04815	DROME17246
OG0000744	STRPU_25504, STRPU_25505, STRPU_25506	DROME09899
OG0000745	STRPU_19598	DROME04604, DROME04605, DROME04603, DROME04602, DROME04600, DROME04601, DROME04599, DROME04598, DROME04596, DROME04597, DROME02290, DROME02291
OG0000747	STRPU_01792, STRPU_18103, STRPU_22661, STRPU_03822, STRPU_03836, STRPU_01813	DROME04467
OG0000749	STRPU_21644, STRPU_21708	DROME10988, DROME10987
OG0000751	STRPU_13591, STRPU_01611	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	STRPU_10384	DROME15461
OG0000752	STRPU_17910	DROME09086
OG0000752	STRPU_19015	DROME20521, DROME11363
OG0000753	STRPU_23569	DROME16114, DROME16113
OG0000753	STRPU_03838	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000753	STRPU_23562	DROME22020
OG0000755	STRPU_26250	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000757	STRPU_05504	DROME01317
OG0000757	STRPU_14828	DROME07057
OG0000758	STRPU_24891	DROME04523, DROME04522, DROME04521
OG0000759	STRPU_25007	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	STRPU_19482	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000762	STRPU_24145	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273
OG0000763	STRPU_26640	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000765	STRPU_20844, STRPU_20882	DROME04789, DROME04788
OG0000766	STRPU_26502, STRPU_12701	DROME06054, DROME06055, DROME01015
OG0000767	STRPU_20571	DROME14005, DROME12823, DROME12824
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	DROME13216
OG0000772	STRPU_15066, STRPU_25730, STRPU_11346, STRPU_25314	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563
OG0000774	STRPU_23589	DROME18935, DROME18934
OG0000775	STRPU_21116, STRPU_23930, STRPU_07226	DROME05200
OG0000776	STRPU_25591, STRPU_07752	DROME20100, DROME20102, DROME20101
OG0000777	STRPU_08984	DROME05836
OG0000779	STRPU_20061	DROME13622
OG0000779	STRPU_15696	DROME20961
OG0000780	STRPU_21536, STRPU_23123, STRPU_18748	DROME16908
OG0000782	STRPU_27022	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	STRPU_24373	DROME16135, DROME14707, DROME14708, DROME14827
OG0000786	STRPU_15092	DROME17888, DROME17889
OG0000787	STRPU_04197, STRPU_04234	DROME06230
OG0000788	STRPU_11964, STRPU_01625	DROME11403
OG0000791	STRPU_13705, STRPU_00440	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120
OG0000792	STRPU_14909	DROME20865
OG0000793	STRPU_26762, STRPU_26748	DROME20859, DROME20860
OG0000794	STRPU_15852, STRPU_15804, STRPU_16063	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332
OG0000796	STRPU_06083	DROME03139, DROME03140, DROME10211
OG0000796	STRPU_06080	DROME18203
OG0000797	STRPU_04347	DROME01160, DROME01161, DROME01159
OG0000798	STRPU_05696	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	STRPU_09727, STRPU_09770	DROME17162
OG0000800	STRPU_09950, STRPU_09973, STRPU_07425, STRPU_15030	DROME19714
OG0000801	STRPU_23079, STRPU_00663	DROME05596, DROME05595, DROME05594
OG0000809	STRPU_18374	DROME15572, DROME15573
OG0000810	STRPU_19223	DROME04963, DROME04962, DROME04964
OG0000810	STRPU_16445	DROME08670
OG0000813	STRPU_04740, STRPU_04739	DROME18040, DROME18039
OG0000814	STRPU_21983	DROME05066, DROME05065
OG0000814	STRPU_10972	DROME04088, DROME04090
OG0000816	STRPU_21113	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	STRPU_22107	DROME16006
OG0000817	STRPU_04676	DROME02008
OG0000817	STRPU_14081, STRPU_00839	DROME06292
OG0000818	STRPU_08499	DROME03806, DROME03805
OG0000819	STRPU_13106, STRPU_13090	DROME19692
OG0000819	STRPU_02243, STRPU_15556	DROME00768, DROME00769
OG0000820	STRPU_14124	DROME04117, DROME04116, DROME04115
OG0000822	STRPU_11821	DROME01380
OG0000822	STRPU_12245	DROME09748, DROME09747
OG0000825	STRPU_05131, STRPU_05055	DROME11281
OG0000826	STRPU_25465, STRPU_25466, STRPU_00190, STRPU_14464, STRPU_25836, STRPU_17366, STRPU_17338, STRPU_26046, STRPU_26045, STRPU_06291	DROME12091
OG0000827	STRPU_24864, STRPU_24863, STRPU_24060	DROME17067
OG0000828	STRPU_23372	DROME20305
OG0000828	STRPU_15585, STRPU_02220	DROME19137
OG0000829	STRPU_03315, STRPU_10209	DROME18116, DROME07642
OG0000833	STRPU_18167, STRPU_18151	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	STRPU_24584, STRPU_24595	DROME13922
OG0000836	STRPU_22902, STRPU_22889	DROME02582, DROME02579, DROME02580, DROME02581
OG0000837	STRPU_24375	DROME05419, DROME18149
OG0000841	STRPU_25231	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	STRPU_22935	DROME10888, DROME10889
OG0000844	STRPU_10513	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000847	STRPU_14471	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	STRPU_04979	DROME00579, DROME00580
OG0000848	STRPU_21912	DROME19683
OG0000849	STRPU_02904	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	STRPU_01821, STRPU_19318	DROME12440, DROME20308
OG0000850	STRPU_01567, STRPU_09392	DROME12322
OG0000851	STRPU_04950	DROME20685, DROME20686
OG0000852	STRPU_27397	DROME03192, DROME03193, DROME03191
OG0000852	STRPU_26323	DROME08938, DROME08937
OG0000855	STRPU_14665, STRPU_26339, STRPU_26337, STRPU_26336	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	STRPU_01644, STRPU_11981	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000858	STRPU_03252, STRPU_03287	DROME07517, DROME07518
OG0000860	STRPU_19409	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398
OG0000867	STRPU_09886, STRPU_09668, STRPU_22473	DROME14166
OG0000867	STRPU_10432	DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088
OG0000869	STRPU_18300, STRPU_01157	DROME06391
OG0000871	STRPU_17837, STRPU_17836, STRPU_17284, STRPU_17286	DROME14585
OG0000871	STRPU_09793, STRPU_09788, STRPU_09787	DROME03028
OG0000872	STRPU_11965, STRPU_01626	DROME09696, DROME09697, DROME09695
OG0000874	STRPU_05906, STRPU_25374	DROME04338
OG0000875	STRPU_13557	DROME06587
OG0000876	STRPU_24157	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525
OG0000878	STRPU_12243, STRPU_24918	DROME07549
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	DROME00001, DROME21621, DROME11009
OG0000880	STRPU_21962	DROME13991, DROME13992
OG0000881	STRPU_19362	DROME06288, DROME06289
OG0000881	STRPU_14886	DROME20749, DROME20746, DROME20750, DROME20748, DROME20747, DROME20751, DROME20752, DROME20753
OG0000887	STRPU_24180	DROME18142, DROME18141
OG0000888	STRPU_27059	DROME13818
OG0000888	STRPU_04199, STRPU_04237	DROME15657
OG0000889	STRPU_21634, STRPU_21635	DROME20531, DROME20532
OG0000889	STRPU_14204, STRPU_00423	DROME20008
OG0000890	STRPU_17571	DROME03618, DROME03621, DROME03619, DROME03616, DROME03617, DROME03620
OG0000894	STRPU_00073, STRPU_05725	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897
OG0000894	STRPU_08351	DROME08778, DROME08777
OG0000896	STRPU_21363	DROME07637, DROME07636
OG0000897	STRPU_22622	DROME09205, DROME09206
OG0000904	STRPU_04732, STRPU_04725, STRPU_04724	DROME14411, DROME14410
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	DROME11749
OG0000906	STRPU_20167, STRPU_15997	DROME09411
OG0000907	STRPU_19282, STRPU_00404	DROME01472, DROME01473, DROME01474, DROME01471
OG0000908	STRPU_10409	DROME05842, DROME05841
OG0000908	STRPU_04140	DROME15683
OG0000908	STRPU_15367	DROME16604
OG0000909	STRPU_17078, STRPU_17082	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875
OG0000913	STRPU_05760	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275
OG0000914	STRPU_23164	DROME06233, DROME06234, DROME06235
OG0000921	STRPU_01492, STRPU_13755	DROME01540
OG0000921	STRPU_02601, STRPU_19926	DROME21958
OG0000923	STRPU_24165	DROME19914
OG0000923	STRPU_25213	DROME04554, DROME04553
OG0000925	STRPU_18396	DROME02762, DROME02761
OG0000925	STRPU_06765, STRPU_06773	DROME13733, DROME13734
OG0000926	STRPU_26971	DROME13962, DROME13964, DROME13963, DROME13961
OG0000927	STRPU_06645	DROME15912, DROME15911, DROME13544, DROME01290
OG0000929	STRPU_17708, STRPU_13746, STRPU_01503	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143
OG0000931	STRPU_10318	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104
OG0000933	STRPU_21205	DROME00363
OG0000934	STRPU_17512	DROME18021
OG0000934	STRPU_12472	DROME12197, DROME12198
OG0000935	STRPU_00845, STRPU_14076	DROME19387
OG0000944	STRPU_04925	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000
OG0000945	STRPU_26122	DROME11635, DROME10522
OG0000946	STRPU_12293	DROME18472, DROME18473, DROME18474, DROME18476
OG0000947	STRPU_23678, STRPU_23653	DROME14910, DROME14909
OG0000949	STRPU_17047, STRPU_01811	DROME20631
OG0000950	STRPU_14496	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079
OG0000952	STRPU_05317	DROME18132
OG0000953	STRPU_11350, STRPU_10566, STRPU_23631, STRPU_15034	DROME12838, DROME10330
OG0000954	STRPU_08333	DROME12405, DROME12406, DROME12407
OG0000955	STRPU_19275, STRPU_00412	DROME04991, DROME04992, DROME04993, DROME04990
OG0000957	STRPU_26358	DROME11550, DROME11548, DROME11549
OG0000958	STRPU_01979, STRPU_22820	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027
OG0000960	STRPU_25824, STRPU_25823	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159
OG0000963	STRPU_01836	DROME09182, DROME09184, DROME09183, DROME07082
OG0000965	STRPU_04296, STRPU_04326, STRPU_04357	DROME10303
OG0000965	STRPU_25366	DROME10622
OG0000967	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306	DROME01950, DROME01951, DROME01952
OG0000968	STRPU_15550, STRPU_02249	DROME19457
OG0000969	STRPU_04503, STRPU_13343, STRPU_13345	DROME17496
OG0000972	STRPU_04339, STRPU_04312	DROME12808, DROME12809
OG0000974	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223	DROME20587, DROME20537, DROME20538
OG0000979	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164
OG0000984	STRPU_27147, STRPU_05828, STRPU_16245, STRPU_16206	DROME12019, DROME07638
OG0000985	STRPU_04359	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402
OG0000987	STRPU_24310	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036
OG0000988	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149	DROME19158
OG0000992	STRPU_08115, STRPU_08101, STRPU_00060, STRPU_09680	DROME02382, DROME02383
OG0000994	STRPU_24886	DROME20689
OG0000994	STRPU_10294	DROME05396
OG0000999	STRPU_22531, STRPU_11511	DROME05157, DROME05156
OG0001000	STRPU_17978	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941
OG0001001	STRPU_06920, STRPU_06897, STRPU_06919	DROME01963, DROME01964, DROME01966, DROME01965
OG0001003	STRPU_14729	DROME20428, DROME20429
OG0001004	STRPU_19334	DROME18265, DROME18264
OG0001005	STRPU_22006	DROME16898
OG0001006	STRPU_16623	DROME12303
OG0001008	STRPU_12298	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438
OG0001016	STRPU_13418	DROME03793
OG0001016	STRPU_22033	DROME04453
OG0001017	STRPU_22555	DROME18747, DROME18746
OG0001018	STRPU_17343, STRPU_17363	DROME08789
OG0001018	STRPU_20600	DROME19524
OG0001022	STRPU_06174, STRPU_06175	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390
OG0001023	STRPU_11672	DROME07472, DROME07471
OG0001024	STRPU_04414	DROME14925
OG0001027	STRPU_19450, STRPU_19451, STRPU_19445, STRPU_19447, STRPU_21612, STRPU_21611, STRPU_21613, STRPU_19955, STRPU_01186	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919
OG0001028	STRPU_26808	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208
OG0001029	STRPU_25961, STRPU_00221	DROME08324
OG0001030	STRPU_20834, STRPU_20871	DROME15420, DROME15421, DROME15419
OG0001031	STRPU_04858	DROME02372
OG0001032	STRPU_20417	DROME10930, DROME10931, DROME10932
OG0001033	STRPU_04287, STRPU_04317	DROME16359
OG0001033	STRPU_01715, STRPU_16742	DROME01958
OG0001036	STRPU_24843	DROME21959
OG0001037	STRPU_19516	DROME07145, DROME07148, DROME07147, DROME07146
OG0001038	STRPU_10126, STRPU_10125, STRPU_10052	DROME06346, DROME06343, DROME06345, DROME06344
OG0001039	STRPU_14369	DROME19717, DROME19715, DROME19716, DROME12713
OG0001042	STRPU_23315	DROME12465, DROME12464, DROME12463, DROME12462
OG0001046	STRPU_08450	DROME05889
OG0001049	STRPU_10627	DROME15991
OG0001050	STRPU_02998	DROME09499, DROME09500
OG0001052	STRPU_04346	DROME00663, DROME00661, DROME00662
OG0001052	STRPU_04136	DROME00167
OG0001053	STRPU_13953, STRPU_04183	DROME11830
OG0001056	STRPU_25561, STRPU_00830, STRPU_27240	DROME10790
OG0001058	STRPU_03447	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763
OG0001059	STRPU_08067	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570
OG0001060	STRPU_04924	DROME06478, DROME01930
OG0001062	STRPU_18503	DROME12175, DROME12172
OG0001063	STRPU_21392	DROME16034, DROME16033
OG0001063	STRPU_20790	DROME14111
OG0001064	STRPU_07076, STRPU_07075	DROME16728
OG0001065	STRPU_20677	DROME13255
OG0001072	STRPU_15409	DROME08170
OG0001073	STRPU_05291	DROME03543, DROME03544, DROME03542
OG0001075	STRPU_24305	DROME05007, DROME05008
OG0001076	STRPU_05726	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432
OG0001077	STRPU_13910, STRPU_13926	DROME13463, DROME13462
OG0001077	STRPU_13772	DROME14374
OG0001078	STRPU_12443	DROME16039, DROME16040
OG0001079	STRPU_23714	DROME12134, DROME12135, DROME12136
OG0001081	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997
OG0001082	STRPU_13255	DROME16087, DROME16088, DROME16090, DROME16089
OG0001083	STRPU_10283	DROME07895
OG0001084	STRPU_17793	DROME15262, DROME15263
OG0001085	STRPU_23261	DROME18407, DROME18408, DROME18409
OG0001086	STRPU_21213	DROME20573
OG0001091	STRPU_23757	DROME08376, DROME08378, DROME08377
OG0001092	STRPU_05311, STRPU_05313	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203
OG0001093	STRPU_24028	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008
OG0001094	STRPU_20715	DROME08185, DROME21556
OG0001096	STRPU_19489, STRPU_20335, STRPU_15056	DROME20588, DROME20589, DROME02389
OG0001097	STRPU_02865, STRPU_02866, STRPU_17096, STRPU_13549	DROME12546, DROME12547
OG0001101	STRPU_22666	DROME01099
OG0001102	STRPU_20723	DROME11539
OG0001102	STRPU_21599	DROME20883
OG0001103	STRPU_21539	DROME13242, DROME13241, DROME13243, DROME13244
OG0001104	STRPU_22549	DROME04004
OG0001105	STRPU_08648, STRPU_20538	DROME22092, DROME02326
OG0001108	STRPU_22947	DROME12857, DROME12858, DROME12856, DROME12855
OG0001108	STRPU_14644	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011
OG0001109	STRPU_24971	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274
OG0001111	STRPU_25873	DROME01145
OG0001111	STRPU_21367	DROME15662
OG0001113	STRPU_05723, STRPU_05716	DROME18531, DROME18532
OG0001113	STRPU_06421	DROME05388
OG0001113	STRPU_26700	DROME01680
OG0001114	STRPU_22227	DROME00496, DROME16340, DROME16339
OG0001116	STRPU_22023	DROME11717, DROME11714, DROME11715, DROME11716
OG0001118	STRPU_12815	DROME14402, DROME14401
OG0001121	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317	DROME11643, DROME11644, DROME11645, DROME11642
OG0001124	STRPU_08314	DROME13810
OG0001126	STRPU_06496	DROME07144
OG0001127	STRPU_13636, STRPU_02427	DROME21295, DROME21293, DROME21294, DROME21292
OG0001128	STRPU_21281	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100
OG0001129	STRPU_25428	DROME06610
OG0001130	STRPU_26378	DROME08159
OG0001130	STRPU_26876	DROME08055, DROME04983, DROME04982
OG0001131	STRPU_21509	DROME00544
OG0001132	STRPU_27222	DROME12585, DROME12584, DROME12583, DROME12582
OG0001133	STRPU_18983	DROME02832
OG0001135	STRPU_12730, STRPU_05675	DROME18153, DROME18152
OG0001136	STRPU_27024	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237
OG0001137	STRPU_21237	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225
OG0001138	STRPU_22267	DROME16831, DROME16832, DROME16830, DROME16829
OG0001139	STRPU_12820	DROME11285, DROME11284, DROME20784
OG0001140	STRPU_08005, STRPU_07640	DROME04492, DROME04491
OG0001142	STRPU_24402	DROME15460, DROME15458, DROME15459
