Orthogroup	STRPU_ok	ORYLA
OG0000731	STRPU_06695	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707
OG0000732	STRPU_06871	ORYLA12890, ORYLA12891
OG0000733	STRPU_21566	ORYLA10736, ORYLA07377, ORYLA11454
OG0000733	STRPU_20797	ORYLA04800, ORYLA10355, ORYLA11839
OG0000734	STRPU_20020	ORYLA02564, ORYLA06887, ORYLA13266
OG0000735	STRPU_24284	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363
OG0000736	STRPU_21933, STRPU_07453, STRPU_07445	ORYLA05420, ORYLA15781
OG0000736	STRPU_22089	ORYLA06602, ORYLA09862, ORYLA09293
OG0000737	STRPU_09307	ORYLA05282, ORYLA02387, ORYLA17956
OG0000740	STRPU_13396, STRPU_13375	ORYLA16089, ORYLA05536
OG0000743	STRPU_08228	ORYLA00778, ORYLA05798, ORYLA00731
OG0000743	STRPU_08229	ORYLA00777, ORYLA00730, ORYLA16675
OG0000744	STRPU_25504, STRPU_25505, STRPU_25506	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131
OG0000745	STRPU_19598	ORYLA04864
OG0000746	STRPU_20405	ORYLA16580, ORYLA00617
OG0000746	STRPU_20321, STRPU_20397	ORYLA11534
OG0000748	STRPU_22034	ORYLA17154
OG0000749	STRPU_21644, STRPU_21708	ORYLA07541, ORYLA05251, ORYLA10702
OG0000750	STRPU_21563	ORYLA10521, ORYLA13707
OG0000750	STRPU_04644, STRPU_04622	ORYLA01307
OG0000751	STRPU_13591, STRPU_01611	ORYLA01802, ORYLA10300, ORYLA09790
OG0000752	STRPU_10384	ORYLA05301
OG0000752	STRPU_17910	ORYLA04164
OG0000752	STRPU_19015	ORYLA06659, ORYLA00849
OG0000753	STRPU_23569	ORYLA12199
OG0000753	STRPU_03838	ORYLA15815, ORYLA03548, ORYLA04553, ORYLA18630
OG0000755	STRPU_26250	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558
OG0000757	STRPU_14828	ORYLA18438
OG0000758	STRPU_24891	ORYLA10334, ORYLA11982, ORYLA10388
OG0000759	STRPU_25007	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358
OG0000760	STRPU_01895, STRPU_22741	ORYLA11056, ORYLA11057, ORYLA15061, ORYLA13778, ORYLA15825
OG0000761	STRPU_19482	ORYLA02885, ORYLA00688, ORYLA13190
OG0000762	STRPU_24145	ORYLA13918, ORYLA09624, ORYLA07099
OG0000763	STRPU_26640	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087, ORYLA01548, ORYLA05555
OG0000764	STRPU_19433, STRPU_19427	ORYLA06275
OG0000765	STRPU_20844, STRPU_20882	ORYLA06881, ORYLA17894, ORYLA19781
OG0000766	STRPU_26502, STRPU_12701	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914
OG0000767	STRPU_20571	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686
OG0000768	STRPU_23593	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	ORYLA01171, ORYLA00334
OG0000774	STRPU_01825, STRPU_19314	ORYLA06329, ORYLA12975
OG0000774	STRPU_09065, STRPU_02041	ORYLA11415
OG0000774	STRPU_23589	ORYLA20208
OG0000775	STRPU_21116, STRPU_23930, STRPU_07226	ORYLA17590
OG0000777	STRPU_26898, STRPU_26897, STRPU_08984	ORYLA17057
OG0000778	STRPU_11330	ORYLA03327, ORYLA15584
OG0000779	STRPU_15696	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089
OG0000780	STRPU_21536	ORYLA10485
OG0000780	STRPU_18748	ORYLA03240
OG0000781	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701, STRPU_25935	ORYLA16212, ORYLA10368
OG0000782	STRPU_27022	ORYLA13009, ORYLA18096, ORYLA14883, ORYLA12161
OG0000784	STRPU_24373	ORYLA18769, ORYLA14498, ORYLA10206, ORYLA17131, ORYLA03150, ORYLA15503
OG0000786	STRPU_15453	ORYLA11530, ORYLA15686, ORYLA14423, ORYLA13987, ORYLA17965, ORYLA02761, ORYLA04402
OG0000787	STRPU_04197, STRPU_04234	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629
OG0000788	STRPU_11964, STRPU_01625	ORYLA11231, ORYLA08781
OG0000788	STRPU_26569	ORYLA19625, ORYLA13001
OG0000790	STRPU_22128	ORYLA12997, ORYLA12995
OG0000791	STRPU_13705, STRPU_00440	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037
OG0000792	STRPU_25047	ORYLA05606
OG0000792	STRPU_14909	ORYLA17605, ORYLA17606, ORYLA02640
OG0000793	STRPU_26762, STRPU_26748	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617
OG0000794	STRPU_15852, STRPU_15804	ORYLA17196
OG0000797	STRPU_04347	ORYLA03892, ORYLA20421
OG0000798	STRPU_05696	ORYLA16812, ORYLA19766, ORYLA16855
OG0000799	STRPU_09727, STRPU_09770	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378
OG0000800	STRPU_09950, STRPU_09973	ORYLA04833
OG0000801	STRPU_23079, STRPU_00663	ORYLA12136, ORYLA02996
OG0000802	STRPU_18369	ORYLA13155, ORYLA17098, ORYLA00847, ORYLA16603, ORYLA13093, ORYLA03391, ORYLA03390, ORYLA08678, ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443
OG0000803	STRPU_12487, STRPU_12512	ORYLA11169
OG0000809	STRPU_18374	ORYLA12961, ORYLA10307, ORYLA13020, ORYLA17678
OG0000810	STRPU_19223	ORYLA13646
OG0000810	STRPU_16445	ORYLA08587, ORYLA01680
OG0000811	STRPU_14620, STRPU_14638, STRPU_22961, STRPU_22960, STRPU_14640, STRPU_25911	ORYLA15042
OG0000812	STRPU_03038	ORYLA14679
OG0000813	STRPU_04740, STRPU_04739	ORYLA05187
OG0000814	STRPU_21983	ORYLA12200
OG0000814	STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083	ORYLA05497
OG0000816	STRPU_21113	ORYLA07660, ORYLA04702, ORYLA03384
OG0000816	STRPU_04037, STRPU_00076	ORYLA04785, ORYLA04786
OG0000817	STRPU_22107	ORYLA14347
OG0000817	STRPU_04676	ORYLA19483
OG0000817	STRPU_14081, STRPU_00839	ORYLA07042
OG0000818	STRPU_08499	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788
OG0000819	STRPU_02243, STRPU_15556	ORYLA03241
OG0000820	STRPU_14124	ORYLA16120
OG0000822	STRPU_13103, STRPU_13093	ORYLA10851
OG0000822	STRPU_12245	ORYLA14608
OG0000824	STRPU_25265	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258
OG0000825	STRPU_05131, STRPU_05055	ORYLA01475, ORYLA09556, ORYLA18879
OG0000825	STRPU_12931	ORYLA15482, ORYLA14599, ORYLA19869
OG0000827	STRPU_24864, STRPU_24863, STRPU_24060	ORYLA14107, ORYLA17385
OG0000828	STRPU_23372	ORYLA12597, ORYLA17485, ORYLA17486
OG0000828	STRPU_15585, STRPU_02220	ORYLA02288
OG0000829	STRPU_03315	ORYLA12618, ORYLA07149, ORYLA18066, ORYLA02697
OG0000829	STRPU_10209	ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790
OG0000830	STRPU_26494	ORYLA00649, ORYLA19799
OG0000831	STRPU_25894, STRPU_25422, STRPU_25896	ORYLA06570
OG0000832	STRPU_17567, STRPU_17584, STRPU_24442, STRPU_17065, STRPU_17067	ORYLA11840, ORYLA10353, ORYLA10166, ORYLA12959
OG0000833	STRPU_18167, STRPU_18151	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637
OG0000834	STRPU_24584, STRPU_24595	ORYLA00202
OG0000835	STRPU_11532	ORYLA12380, ORYLA15340
OG0000836	STRPU_22902, STRPU_22889	ORYLA14809, ORYLA12408, ORYLA13624
OG0000837	STRPU_24375	ORYLA01945, ORYLA01944, ORYLA04744
OG0000838	STRPU_12478	ORYLA18293, ORYLA11142
OG0000841	STRPU_25231	ORYLA01641, ORYLA15191, ORYLA11622
OG0000842	STRPU_22935	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014
OG0000844	STRPU_10513	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955
OG0000845	STRPU_17391	ORYLA03586
OG0000847	STRPU_14471	ORYLA16880
OG0000848	STRPU_04979	ORYLA04036, ORYLA00460, ORYLA01410
OG0000848	STRPU_21912	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814
OG0000849	STRPU_02904	ORYLA15667, ORYLA13688
OG0000850	STRPU_01821, STRPU_19318	ORYLA10312, ORYLA12941
OG0000850	STRPU_01567, STRPU_09392	ORYLA04650, ORYLA04651
OG0000851	STRPU_04950	ORYLA09558, ORYLA08388
OG0000852	STRPU_27397	ORYLA01694, ORYLA05767, ORYLA05768
OG0000852	STRPU_26323	ORYLA15572, ORYLA02133, ORYLA02134
OG0000855	STRPU_14665	ORYLA04372, ORYLA03234
OG0000857	STRPU_01644, STRPU_11981	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	STRPU_23333	ORYLA10920
OG0000858	STRPU_03252, STRPU_03287	ORYLA04524
OG0000860	STRPU_19409	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306
OG0000866	STRPU_25209, STRPU_01892	ORYLA08411, ORYLA06158, ORYLA08410
OG0000868	STRPU_21550	ORYLA11338, ORYLA10412
OG0000869	STRPU_11325	ORYLA15399
OG0000869	STRPU_18300, STRPU_01157	ORYLA17511
OG0000871	STRPU_17837, STRPU_17836, STRPU_17284, STRPU_17286	ORYLA00978
OG0000871	STRPU_09793, STRPU_09788, STRPU_09787	ORYLA00890
OG0000872	STRPU_11965, STRPU_01626	ORYLA20287
OG0000874	STRPU_25374	ORYLA01855
OG0000875	STRPU_19189	ORYLA13326, ORYLA07093
OG0000875	STRPU_13557	ORYLA19061
OG0000876	STRPU_24157	ORYLA18338
OG0000877	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110	ORYLA15563
OG0000878	STRPU_24918	ORYLA06030
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	ORYLA15760, ORYLA10296
OG0000880	STRPU_21962	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002
OG0000881	STRPU_19362	ORYLA01916, ORYLA05888
OG0000881	STRPU_14886	ORYLA04374, ORYLA03100
OG0000882	STRPU_07358, STRPU_07357	ORYLA08988, ORYLA13972, ORYLA11874
OG0000887	STRPU_13716	ORYLA06407
OG0000888	STRPU_27059	ORYLA05760, ORYLA12980, ORYLA06869
OG0000888	STRPU_04199, STRPU_04237	ORYLA17907
OG0000889	STRPU_21634, STRPU_21635	ORYLA11414, ORYLA10267
OG0000889	STRPU_14204, STRPU_00423	ORYLA16878
OG0000890	STRPU_17570, STRPU_17581	ORYLA07665
OG0000890	STRPU_17572	ORYLA12538, ORYLA11745
OG0000893	STRPU_11138, STRPU_11115, STRPU_17260	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848
OG0000894	STRPU_00073, STRPU_05725	ORYLA07232, ORYLA00467
OG0000894	STRPU_08351	ORYLA07753, ORYLA17007, ORYLA16512
OG0000896	STRPU_02181, STRPU_09218	ORYLA12742
OG0000896	STRPU_21363	ORYLA18744, ORYLA04344
OG0000897	STRPU_22622	ORYLA14707
OG0000897	STRPU_22853, STRPU_22852, STRPU_22851	ORYLA15784
OG0000898	STRPU_18627, STRPU_18582	ORYLA08993
OG0000899	STRPU_05178	ORYLA03598, ORYLA20446
OG0000904	STRPU_04732, STRPU_04725, STRPU_04724	ORYLA01297, ORYLA12510
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	ORYLA19283, ORYLA19282
OG0000906	STRPU_20167	ORYLA02426
OG0000906	STRPU_15997	ORYLA02787
OG0000907	STRPU_19282, STRPU_00404	ORYLA13394
OG0000908	STRPU_10409	ORYLA04724, ORYLA18118
OG0000908	STRPU_04140	ORYLA08105
OG0000909	STRPU_17078, STRPU_17082	ORYLA11368, ORYLA19848, ORYLA10623
OG0000911	STRPU_22245	ORYLA16469, ORYLA08345
OG0000912	STRPU_09304	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420
OG0000912	STRPU_14305	ORYLA03978, ORYLA03457
OG0000913	STRPU_05760	ORYLA01511
OG0000915	STRPU_23266	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346
OG0000921	STRPU_01492, STRPU_13755	ORYLA19667
OG0000921	STRPU_02601, STRPU_19926	ORYLA13652
OG0000923	STRPU_24165	ORYLA07886, ORYLA09846
OG0000925	STRPU_18396	ORYLA19836
OG0000925	STRPU_06765, STRPU_06773	ORYLA09614
OG0000926	STRPU_26152	ORYLA14725
OG0000928	STRPU_26844	ORYLA07148, ORYLA14647, ORYLA12139
OG0000929	STRPU_17708, STRPU_13746, STRPU_01503	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000932	STRPU_14600	ORYLA17977
OG0000932	STRPU_14601	ORYLA03357
OG0000934	STRPU_17512	ORYLA09601, ORYLA11859
OG0000934	STRPU_12472	ORYLA16233, ORYLA10870
OG0000935	STRPU_00845, STRPU_14076	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839
OG0000936	STRPU_17259, STRPU_17297, STRPU_17313, STRPU_17304, STRPU_17314, STRPU_17305, STRPU_09371, STRPU_09370, STRPU_18688	ORYLA15832, ORYLA13766
OG0000943	STRPU_15088	ORYLA17852
OG0000944	STRPU_04925	ORYLA09043, ORYLA04158, ORYLA01246
OG0000945	STRPU_06784, STRPU_26122	ORYLA12060, ORYLA00813, ORYLA05640
OG0000946	STRPU_11548	ORYLA14183, ORYLA10918
OG0000946	STRPU_12293	ORYLA15133, ORYLA11209
OG0000947	STRPU_23678, STRPU_23653	ORYLA08406, ORYLA19529, ORYLA08874
OG0000947	STRPU_23988	ORYLA15837, ORYLA09649
OG0000949	STRPU_17047, STRPU_01811	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000951	STRPU_26714	ORYLA06116, ORYLA14933
OG0000952	STRPU_05319	ORYLA03901, ORYLA02988
OG0000952	STRPU_05320	ORYLA01232, ORYLA17229, ORYLA02987
OG0000953	STRPU_11350, STRPU_10566, STRPU_23631	ORYLA02556, ORYLA18188, ORYLA05667, ORYLA13885
OG0000954	STRPU_14000	ORYLA20086
OG0000954	STRPU_08333	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	STRPU_19275, STRPU_00412	ORYLA17644
OG0000955	STRPU_05708	ORYLA19752
OG0000957	STRPU_26358	ORYLA13659, ORYLA18079
OG0000958	STRPU_01979, STRPU_22820	ORYLA13781, ORYLA11059, ORYLA11060
OG0000960	STRPU_25823	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	STRPU_01836	ORYLA17317, ORYLA13364
OG0000964	STRPU_17480, STRPU_17483, STRPU_17484	ORYLA17226
OG0000965	STRPU_04296, STRPU_04326, STRPU_04357	ORYLA20470
OG0000965	STRPU_25366	ORYLA07478
OG0000966	STRPU_14353	ORYLA19569, ORYLA17821, ORYLA02666
OG0000967	STRPU_04947	ORYLA04076
OG0000967	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306	ORYLA19755, ORYLA04962
OG0000968	STRPU_12147, STRPU_12115	ORYLA12327, ORYLA10874, ORYLA14830
OG0000968	STRPU_15550, STRPU_02249	ORYLA17573
OG0000969	STRPU_04503, STRPU_13343, STRPU_13345, STRPU_13346	ORYLA05704
OG0000970	STRPU_15417	ORYLA17254, ORYLA02643
OG0000972	STRPU_15045	ORYLA17856
OG0000972	STRPU_04339, STRPU_04312	ORYLA03686, ORYLA18142
OG0000973	STRPU_20263	ORYLA01659
OG0000974	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223	ORYLA03871
OG0000978	STRPU_26153	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248	ORYLA04958, ORYLA04959
OG0000981	STRPU_26885	ORYLA02383, ORYLA17398
OG0000982	STRPU_22197	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000984	STRPU_27147	ORYLA14092
OG0000984	STRPU_16245, STRPU_16206	ORYLA13312
OG0000985	STRPU_04359	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000987	STRPU_24310	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	STRPU_08115, STRPU_08101	ORYLA16313, ORYLA19691
OG0000992	STRPU_00060, STRPU_09680	ORYLA01948
OG0000994	STRPU_24886	ORYLA11419
OG0000994	STRPU_10294	ORYLA18398
OG0000995	STRPU_08653	ORYLA00280, ORYLA17021, ORYLA08300, ORYLA16326, ORYLA07992
OG0000996	STRPU_06423	ORYLA01364, ORYLA09102, ORYLA20110
OG0000999	STRPU_11511	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	STRPU_17978	ORYLA09416, ORYLA00982, ORYLA11450
OG0001001	STRPU_06920, STRPU_06897, STRPU_06919	ORYLA04326, ORYLA07294
OG0001001	STRPU_06896, STRPU_06918	ORYLA08735, ORYLA09611
OG0001002	STRPU_12183	ORYLA07974, ORYLA08682
OG0001003	STRPU_14729	ORYLA17863, ORYLA04404
OG0001005	STRPU_22006	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	STRPU_16623	ORYLA00587
OG0001006	STRPU_19160	ORYLA17469, ORYLA06935
OG0001007	STRPU_19408	ORYLA17844
OG0001008	STRPU_12298	ORYLA10968, ORYLA12088
OG0001009	STRPU_08468, STRPU_08469	ORYLA10070, ORYLA02205
OG0001016	STRPU_13418	ORYLA08912
OG0001016	STRPU_22033	ORYLA08838
OG0001017	STRPU_22555	ORYLA15745
OG0001018	STRPU_17343, STRPU_17363	ORYLA04621
OG0001021	STRPU_20988	ORYLA19735
OG0001022	STRPU_06174, STRPU_06175	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	STRPU_11672	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	STRPU_04853	ORYLA18366
OG0001026	STRPU_08439	ORYLA08000, ORYLA00251, ORYLA17169
OG0001027	STRPU_19450, STRPU_19451, STRPU_19445, STRPU_19447, STRPU_21612, STRPU_21611, STRPU_21613, STRPU_19955, STRPU_01186	ORYLA10175
OG0001028	STRPU_26808	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	STRPU_25961, STRPU_00221	ORYLA15182, ORYLA07577
OG0001029	STRPU_17667, STRPU_02254	ORYLA04296, ORYLA09423, ORYLA11605, ORYLA05963, ORYLA02036
OG0001030	STRPU_26818	ORYLA06855, ORYLA12212
OG0001030	STRPU_20834, STRPU_20871	ORYLA11995, ORYLA10701, ORYLA05220
OG0001031	STRPU_04858	ORYLA05281
OG0001032	STRPU_20417	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
OG0001033	STRPU_04287, STRPU_04317	ORYLA02412, ORYLA17551
OG0001033	STRPU_01715, STRPU_16742	ORYLA13566, ORYLA13207
OG0001034	STRPU_13818	ORYLA16497, ORYLA08333, ORYLA09185
OG0001036	STRPU_24843	ORYLA15963, ORYLA02163, ORYLA05632
OG0001037	STRPU_19516	ORYLA18034, ORYLA02947, ORYLA08956
OG0001038	STRPU_10126	ORYLA00365, ORYLA00910, ORYLA05052, ORYLA00017
OG0001039	STRPU_14369	ORYLA17932
OG0001039	STRPU_23336	ORYLA14221
OG0001042	STRPU_23315	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	STRPU_08450	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001047	STRPU_06132, STRPU_06105	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025
OG0001048	STRPU_04789, STRPU_04416	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	STRPU_11147	ORYLA13294, ORYLA06586
OG0001049	STRPU_10627	ORYLA03790, ORYLA15642
OG0001050	STRPU_02998	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001052	STRPU_04346	ORYLA04967, ORYLA04966, ORYLA02277
OG0001053	STRPU_13953	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475
OG0001053	STRPU_04183	ORYLA20458
OG0001054	STRPU_08413	ORYLA05817, ORYLA00804, ORYLA00542, ORYLA16915, ORYLA16783, ORYLA01880, ORYLA05818
OG0001057	STRPU_07715	ORYLA09608, ORYLA01089
OG0001058	STRPU_03447	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001059	STRPU_08067	ORYLA07025, ORYLA11863
OG0001060	STRPU_04924	ORYLA11754
OG0001062	STRPU_18503	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	STRPU_21392	ORYLA04692
OG0001065	STRPU_20677	ORYLA10407, ORYLA11700
OG0001066	STRPU_23439, STRPU_00998	ORYLA11478
OG0001067	STRPU_21138	ORYLA09765, ORYLA19474
OG0001068	STRPU_11367	ORYLA08837, ORYLA01885, ORYLA05843
OG0001072	STRPU_15409	ORYLA17591
OG0001072	STRPU_05942, STRPU_14672	ORYLA18588
OG0001073	STRPU_05291	ORYLA01147, ORYLA12256
OG0001075	STRPU_24305	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	STRPU_05726	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	STRPU_13910, STRPU_13926	ORYLA06555
OG0001077	STRPU_13772	ORYLA01775
OG0001078	STRPU_12443	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	STRPU_23714	ORYLA13958, ORYLA14764, ORYLA20201
OG0001080	STRPU_13224, STRPU_13236	ORYLA06070
OG0001080	STRPU_17890	ORYLA01954, ORYLA12745
OG0001081	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201	ORYLA12631, ORYLA12630
OG0001082	STRPU_13255	ORYLA16190, ORYLA14374
OG0001083	STRPU_10283	ORYLA08355, ORYLA01216, ORYLA10438
OG0001084	STRPU_17793	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417
OG0001085	STRPU_23261	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001086	STRPU_21213	ORYLA03507, ORYLA10518, ORYLA10517, ORYLA01082, ORYLA04201
OG0001089	STRPU_03381	ORYLA06013, ORYLA06012
OG0001092	STRPU_05311	ORYLA00474
OG0001092	STRPU_05313	ORYLA00476
OG0001093	STRPU_24029, STRPU_02634, STRPU_24028	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876
OG0001094	STRPU_20715	ORYLA10145, ORYLA01044, ORYLA11275, ORYLA05201
OG0001095	STRPU_23398	ORYLA13938, ORYLA08700, ORYLA02122
OG0001096	STRPU_15056	ORYLA08777, ORYLA09557
OG0001101	STRPU_22666	ORYLA10929
OG0001102	STRPU_20723	ORYLA05217
OG0001102	STRPU_21599	ORYLA05138, ORYLA20024
OG0001103	STRPU_24820	ORYLA08995
OG0001104	STRPU_22549	ORYLA12177
OG0001105	STRPU_23184	ORYLA03632
OG0001106	STRPU_26780, STRPU_26785, STRPU_26795	ORYLA20354
OG0001107	STRPU_06343, STRPU_06297	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544
OG0001108	STRPU_22947	ORYLA14450
OG0001108	STRPU_14644	ORYLA18375
OG0001109	STRPU_24971	ORYLA16661, ORYLA14078
OG0001110	STRPU_19561	ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020
OG0001112	STRPU_06366	ORYLA12894, ORYLA09914, ORYLA08799
OG0001113	STRPU_05723, STRPU_05716	ORYLA16987
OG0001113	STRPU_06421	ORYLA03611
OG0001113	STRPU_26700	ORYLA00138
OG0001114	STRPU_22227	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778
OG0001115	STRPU_10401, STRPU_24915	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923
OG0001116	STRPU_22022	ORYLA08841
OG0001117	STRPU_13251	ORYLA06972, ORYLA06971, ORYLA14305
OG0001119	STRPU_24854	ORYLA09259
OG0001120	STRPU_25444	ORYLA09736
OG0001120	STRPU_25447	ORYLA03903, ORYLA01234
OG0001121	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317	ORYLA05153, ORYLA20092
OG0001123	STRPU_22432	ORYLA09262
OG0001123	STRPU_14651, STRPU_16654	ORYLA17703
OG0001124	STRPU_08314	ORYLA08277
OG0001124	STRPU_19131	ORYLA02278
OG0001126	STRPU_22287	ORYLA14267
OG0001127	STRPU_13636, STRPU_02427	ORYLA06210, ORYLA08911
OG0001128	STRPU_21281	ORYLA11339, ORYLA10410, ORYLA03669
OG0001129	STRPU_25428	ORYLA15169, ORYLA12442
OG0001129	STRPU_25608	ORYLA05461
OG0001131	STRPU_21509	ORYLA00774, ORYLA11383
OG0001132	STRPU_27222	ORYLA15693
OG0001133	STRPU_20402	ORYLA01655
OG0001133	STRPU_18983	ORYLA02500
OG0001134	STRPU_01420, STRPU_08748	ORYLA16671
OG0001135	STRPU_12730, STRPU_05675	ORYLA18988, ORYLA08362, ORYLA16838, ORYLA16856
OG0001136	STRPU_27024	ORYLA13203, ORYLA06530, ORYLA12133
OG0001137	STRPU_21237	ORYLA03035, ORYLA00090, ORYLA03842
OG0001138	STRPU_22267	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997
OG0001139	STRPU_12820	ORYLA14857, ORYLA11008
OG0001140	STRPU_07640	ORYLA05368, ORYLA02157, ORYLA10675
OG0001141	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335	ORYLA02472, ORYLA17498
OG0001142	STRPU_24402	ORYLA07693
OG0001143	STRPU_23389	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	STRPU_23771	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001146	STRPU_10664	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425
OG0001148	STRPU_25456	ORYLA01854, ORYLA05396
