Orthogroup	STRPU_ok	APOSC_ok
OG0000757	STRPU_14828	APOSC_21066
OG0000758	STRPU_24891	APOSC_04627, APOSC_04628, APOSC_04626
OG0000759	STRPU_25007	APOSC_10203
OG0000760	STRPU_01895, STRPU_22741	APOSC_23163, APOSC_23162, APOSC_23164
OG0000761	STRPU_19482	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182
OG0000762	STRPU_24145	APOSC_27690
OG0000763	STRPU_26640	APOSC_11369
OG0000765	STRPU_20844, STRPU_20882	APOSC_08832
OG0000765	STRPU_20883, STRPU_20845	APOSC_08175
OG0000766	STRPU_26502, STRPU_12701	APOSC_02629, APOSC_02626, APOSC_02627
OG0000767	STRPU_20571	APOSC_22136, APOSC_22137
OG0000768	STRPU_23593	APOSC_11098, APOSC_11096, APOSC_11097
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	APOSC_24323
OG0000772	STRPU_15066, STRPU_25730, STRPU_11346, STRPU_25314	APOSC_17782
OG0000773	STRPU_17781	APOSC_19616
OG0000773	STRPU_19947, STRPU_02579, STRPU_11217, STRPU_11254	APOSC_21137
OG0000773	STRPU_18826	APOSC_11971
OG0000774	STRPU_01825, STRPU_19314	APOSC_18361
OG0000774	STRPU_09065, STRPU_02041	APOSC_14291
OG0000774	STRPU_23589	APOSC_14965
OG0000775	STRPU_21116, STRPU_23930, STRPU_07226	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384
OG0000776	STRPU_25591	APOSC_14658, APOSC_04219, APOSC_04218
OG0000776	STRPU_07752	APOSC_20069
OG0000777	STRPU_08984	APOSC_06075
OG0000779	STRPU_20061	APOSC_20892
OG0000779	STRPU_15696	APOSC_15142
OG0000780	STRPU_21536	APOSC_06109, APOSC_07773
OG0000780	STRPU_18748	APOSC_21503
OG0000781	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701	APOSC_24857
OG0000782	STRPU_27022	APOSC_02046, APOSC_02045
OG0000784	STRPU_24373	APOSC_17182, APOSC_20175
OG0000786	STRPU_15453	APOSC_12334
OG0000787	STRPU_04197, STRPU_04234	APOSC_24396
OG0000788	STRPU_11964, STRPU_01625	APOSC_18949
OG0000788	STRPU_26569	APOSC_21919, APOSC_21918
OG0000789	STRPU_05122, STRPU_05047	APOSC_26967
OG0000790	STRPU_22128	APOSC_17258
OG0000791	STRPU_13705, STRPU_00440	APOSC_26179, APOSC_26180
OG0000792	STRPU_25047	APOSC_14959
OG0000792	STRPU_14909	APOSC_04163
OG0000793	STRPU_26762, STRPU_26748	APOSC_28727
OG0000794	STRPU_15852, STRPU_15804	APOSC_25175
OG0000794	STRPU_16063	APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932
OG0000795	STRPU_05667, STRPU_05863, STRPU_03826, STRPU_03807, STRPU_05860, STRPU_05862, STRPU_05668, STRPU_05669, STRPU_05670	APOSC_09195
OG0000796	STRPU_06080	APOSC_17748
OG0000797	STRPU_04347	APOSC_05552, APOSC_02654
OG0000798	STRPU_05696	APOSC_20553
OG0000799	STRPU_09727, STRPU_09770	APOSC_20835
OG0000800	STRPU_09950, STRPU_09973, STRPU_07425, STRPU_15030	APOSC_27669
OG0000801	STRPU_23079, STRPU_00663	APOSC_13410, APOSC_22125
OG0000802	STRPU_18369	APOSC_16253
OG0000803	STRPU_12487, STRPU_12512	APOSC_18801, APOSC_00365
OG0000809	STRPU_18374	APOSC_01372
OG0000810	STRPU_19223	APOSC_15514
OG0000810	STRPU_16445	APOSC_02955, APOSC_02954, APOSC_02956
OG0000811	STRPU_14640	APOSC_10153
OG0000813	STRPU_04740, STRPU_04739	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680
OG0000814	STRPU_21983	APOSC_19527
OG0000814	STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083	APOSC_22281
OG0000815	STRPU_26905	APOSC_21255
OG0000815	STRPU_06613	APOSC_22055
OG0000815	STRPU_24245, STRPU_01059	APOSC_20294
OG0000816	STRPU_21113	APOSC_05809
OG0000816	STRPU_04037, STRPU_00076	APOSC_10643, APOSC_15680
OG0000817	STRPU_22107	APOSC_13738
OG0000817	STRPU_04676	APOSC_22901
OG0000817	STRPU_14081, STRPU_00839	APOSC_07767
OG0000818	STRPU_08499	APOSC_14407, APOSC_14408, APOSC_14409
OG0000819	STRPU_13106, STRPU_13090	APOSC_17700
OG0000819	STRPU_15366	APOSC_09083
OG0000819	STRPU_02243, STRPU_15556	APOSC_05516
OG0000820	STRPU_14124	APOSC_11841
OG0000822	STRPU_11821	APOSC_20678
OG0000822	STRPU_13103, STRPU_13093	APOSC_12709
OG0000822	STRPU_12245	APOSC_02360, APOSC_25612
OG0000824	STRPU_25265	APOSC_26516
OG0000825	STRPU_05131, STRPU_05055	APOSC_17271
OG0000825	STRPU_12931	APOSC_03303
OG0000827	STRPU_26359	APOSC_10934
OG0000827	STRPU_24864, STRPU_24863, STRPU_24060	APOSC_24620, APOSC_19492
OG0000827	STRPU_26513	APOSC_06325
OG0000828	STRPU_23372	APOSC_05791
OG0000828	STRPU_15585, STRPU_02220	APOSC_22977, APOSC_11571
OG0000829	STRPU_10209	APOSC_25803, APOSC_25804
OG0000830	STRPU_20808	APOSC_07203, APOSC_07204
OG0000830	STRPU_06577, STRPU_06522	APOSC_18116
OG0000830	STRPU_26494	APOSC_14730
OG0000831	STRPU_25894, STRPU_25422, STRPU_25896	APOSC_01145
OG0000832	STRPU_17567, STRPU_17584, STRPU_24442, STRPU_17065, STRPU_17067	APOSC_10469, APOSC_10470
OG0000833	STRPU_18167, STRPU_18151	APOSC_26082, APOSC_26081
OG0000834	STRPU_24584, STRPU_24595	APOSC_04739, APOSC_27269
OG0000835	STRPU_11532	APOSC_18417
OG0000836	STRPU_22902, STRPU_22889	APOSC_15778
OG0000836	STRPU_22890, STRPU_22905	APOSC_06642
OG0000837	STRPU_24375	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308
OG0000838	STRPU_12478	APOSC_26520
OG0000838	STRPU_12822	APOSC_02486
OG0000841	STRPU_25231	APOSC_23985, APOSC_23987, APOSC_23986
OG0000842	STRPU_22935	APOSC_09796
OG0000843	STRPU_14670	APOSC_15224, APOSC_12714
OG0000844	STRPU_10513	APOSC_10362
OG0000845	STRPU_17166, STRPU_17173	APOSC_21723, APOSC_21724
OG0000845	STRPU_16991	APOSC_15428
OG0000845	STRPU_17391	APOSC_11449
OG0000846	STRPU_11905, STRPU_11945, STRPU_11815	APOSC_25695
OG0000846	STRPU_12114, STRPU_12146	APOSC_22439, APOSC_15488
OG0000847	STRPU_14471	APOSC_11562
OG0000848	STRPU_04979	APOSC_20382
OG0000848	STRPU_21912	APOSC_18151, APOSC_18150
OG0000849	STRPU_02904	APOSC_27634, APOSC_09266
OG0000850	STRPU_01821, STRPU_19318	APOSC_08264
OG0000850	STRPU_01567, STRPU_09392	APOSC_23927
OG0000851	STRPU_04950	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	STRPU_27397	APOSC_20285, APOSC_20286
OG0000852	STRPU_26323	APOSC_02824
OG0000853	STRPU_16201, STRPU_16240	APOSC_14872, APOSC_14873, APOSC_14871, APOSC_04190
OG0000855	STRPU_14665, STRPU_26339, STRPU_26337, STRPU_26336	APOSC_08922, APOSC_08923, APOSC_26256
OG0000857	STRPU_01644, STRPU_11981	APOSC_24744
OG0000858	STRPU_23333	APOSC_14953
OG0000858	STRPU_03252, STRPU_03287	APOSC_23576
OG0000859	STRPU_26362	APOSC_20756, APOSC_20755, APOSC_20757
OG0000860	STRPU_19409	APOSC_17954
OG0000861	STRPU_22075	APOSC_17877, APOSC_28813
OG0000861	STRPU_14757, STRPU_02565, STRPU_14758, STRPU_02566	APOSC_20529
OG0000861	STRPU_22076, STRPU_22077	APOSC_24193
OG0000868	STRPU_21550	APOSC_13101
OG0000869	STRPU_11325	APOSC_14843
OG0000869	STRPU_18300, STRPU_01157	APOSC_18698
OG0000869	STRPU_19045	APOSC_10798
OG0000870	STRPU_21877	APOSC_06340
OG0000871	STRPU_17837, STRPU_17836	APOSC_20272
OG0000871	STRPU_17284, STRPU_17286	APOSC_28302, APOSC_27777
OG0000871	STRPU_09793, STRPU_09788, STRPU_09787	APOSC_14488
OG0000872	STRPU_11965, STRPU_01626	APOSC_01621, APOSC_01620
OG0000873	STRPU_27121	APOSC_27618
OG0000874	STRPU_25374	APOSC_09520
OG0000875	STRPU_19189	APOSC_06925, APOSC_26698, APOSC_26697
OG0000875	STRPU_13557	APOSC_10816, APOSC_05938
OG0000876	STRPU_24157	APOSC_13414
OG0000877	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591
OG0000878	STRPU_24918	APOSC_12538
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	APOSC_25589, APOSC_19618
OG0000880	STRPU_21962	APOSC_11063
OG0000882	STRPU_07358, STRPU_07357	APOSC_22975
OG0000887	STRPU_13716	APOSC_07943
OG0000888	STRPU_27059	APOSC_22842
OG0000888	STRPU_04199, STRPU_04237	APOSC_02163
OG0000889	STRPU_21634	APOSC_15049, APOSC_07753
OG0000889	STRPU_21635	APOSC_09768
OG0000889	STRPU_14204, STRPU_00423	APOSC_28468
OG0000890	STRPU_17572	APOSC_26142, APOSC_26140
OG0000891	STRPU_08642, STRPU_08643	APOSC_21662, APOSC_19871, APOSC_18925, APOSC_08985, APOSC_04933, APOSC_06099, APOSC_25735, APOSC_11370, APOSC_07457, APOSC_17994, APOSC_05702
OG0000893	STRPU_11138, STRPU_11115, STRPU_17260	APOSC_13888, APOSC_05778
OG0000894	STRPU_00073, STRPU_05725	APOSC_05906, APOSC_06317
OG0000894	STRPU_08351	APOSC_02796, APOSC_02797
OG0000895	STRPU_22560	APOSC_08060, APOSC_08062, APOSC_08061
OG0000896	STRPU_21363	APOSC_16669
OG0000897	STRPU_22622	APOSC_09636
OG0000897	STRPU_22853, STRPU_22852, STRPU_22851	APOSC_15460, APOSC_17372
OG0000898	STRPU_18627, STRPU_18582	APOSC_16195
OG0000899	STRPU_05178	APOSC_14711
OG0000904	STRPU_04732, STRPU_04725, STRPU_04724	APOSC_17702, APOSC_14302, APOSC_14303
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	APOSC_09225, APOSC_09226
OG0000906	STRPU_20167	APOSC_04764
OG0000907	STRPU_19282, STRPU_00404	APOSC_00840
OG0000908	STRPU_10409	APOSC_14771
OG0000908	STRPU_04140	APOSC_27466
OG0000909	STRPU_17078, STRPU_17082	APOSC_25304, APOSC_25305, APOSC_25306
OG0000911	STRPU_22245	APOSC_15133, APOSC_15134
OG0000912	STRPU_09304	APOSC_27960, APOSC_27961
OG0000912	STRPU_14305	APOSC_29074
OG0000913	STRPU_05760	APOSC_04388
OG0000914	STRPU_23164	APOSC_12098
OG0000915	STRPU_23266	APOSC_07775
OG0000921	STRPU_01492, STRPU_13755	APOSC_26555
OG0000921	STRPU_02601, STRPU_19926	APOSC_24063
OG0000922	STRPU_25216	APOSC_26104, APOSC_17712, APOSC_07423, APOSC_27187, APOSC_28235, APOSC_02076, APOSC_14009, APOSC_11284, APOSC_03961, APOSC_23296
OG0000923	STRPU_24165	APOSC_26447
OG0000923	STRPU_25213	APOSC_00356
OG0000924	STRPU_22630	APOSC_24384
OG0000924	STRPU_05778	APOSC_05973
OG0000924	STRPU_05548	APOSC_27606
OG0000924	STRPU_04110, STRPU_05777	APOSC_19207
OG0000924	STRPU_08145	APOSC_08247
OG0000924	STRPU_22629	APOSC_25896
OG0000925	STRPU_18396	APOSC_04534
OG0000925	STRPU_06765, STRPU_06773	APOSC_05628
OG0000926	STRPU_16992	APOSC_22481
OG0000927	STRPU_06645	APOSC_02135
OG0000928	STRPU_26844	APOSC_19235, APOSC_19234, APOSC_19236
OG0000929	STRPU_17708, STRPU_13746, STRPU_01503	APOSC_28960
OG0000930	STRPU_20011, STRPU_01207, STRPU_19978, STRPU_01206, STRPU_19977, STRPU_19992	APOSC_24569, APOSC_24571, APOSC_24568, APOSC_24572
OG0000931	STRPU_10318	APOSC_10285
OG0000932	STRPU_14600	APOSC_20073
OG0000932	STRPU_14601	APOSC_27821, APOSC_27820
OG0000933	STRPU_21205	APOSC_28945
OG0000934	STRPU_17512	APOSC_15771
OG0000934	STRPU_12472	APOSC_01130
OG0000935	STRPU_00845, STRPU_14076	APOSC_07475
OG0000936	STRPU_17259, STRPU_17297, STRPU_17313, STRPU_17304, STRPU_17314, STRPU_17305	APOSC_27659
OG0000936	STRPU_09371, STRPU_09370, STRPU_18688	APOSC_26821, APOSC_20781, APOSC_04602, APOSC_04603
OG0000936	STRPU_19010	APOSC_00147
OG0000937	STRPU_24196, STRPU_09025, STRPU_25455, STRPU_04025, STRPU_23032, STRPU_18875, STRPU_00907, STRPU_20246	APOSC_17318
OG0000943	STRPU_04161, STRPU_22662, STRPU_22663	APOSC_21318
OG0000943	STRPU_15088	APOSC_16658
OG0000944	STRPU_04925	APOSC_18987
OG0000945	STRPU_06784, STRPU_26122	APOSC_00213
OG0000946	STRPU_11548	APOSC_07875
OG0000946	STRPU_12293	APOSC_29057
OG0000947	STRPU_23678, STRPU_23653	APOSC_14595
OG0000947	STRPU_23988	APOSC_00712
OG0000949	STRPU_17047, STRPU_01811	APOSC_12498
OG0000950	STRPU_14496	APOSC_07812, APOSC_23885, APOSC_28280
OG0000951	STRPU_26714	APOSC_13115, APOSC_13394
OG0000952	STRPU_05319	APOSC_07711
OG0000952	STRPU_05320	APOSC_03764, APOSC_03765
OG0000953	STRPU_11350, STRPU_10566, STRPU_23631	APOSC_11055
OG0000953	STRPU_15034	APOSC_00862
OG0000954	STRPU_14000	APOSC_16116, APOSC_16117
OG0000954	STRPU_08333	APOSC_17406, APOSC_17405
OG0000955	STRPU_19275, STRPU_00412	APOSC_05735
OG0000955	STRPU_05708	APOSC_04505
OG0000956	STRPU_07658, STRPU_13452, STRPU_11256, STRPU_19912, STRPU_08615, STRPU_19176, STRPU_14966, STRPU_12266, STRPU_27343, STRPU_26553, STRPU_07643, STRPU_02977, STRPU_26163, STRPU_09107, STRPU_09516, STRPU_06560, STRPU_07119, STRPU_26292, STRPU_09047	APOSC_05305, APOSC_09898
OG0000956	STRPU_24281, STRPU_15344	APOSC_08222
OG0000956	STRPU_08405, STRPU_12402, STRPU_24282	APOSC_19178
OG0000957	STRPU_26358	APOSC_18814
OG0000958	STRPU_01979, STRPU_22820	APOSC_18169
OG0000960	STRPU_25823	APOSC_11917, APOSC_11916
OG0000963	STRPU_01836	APOSC_02848
OG0000964	STRPU_17480, STRPU_17483, STRPU_17484	APOSC_14870, APOSC_13280, APOSC_13279, APOSC_13425, APOSC_28264
OG0000965	STRPU_04296, STRPU_04326	APOSC_23312, APOSC_23311
OG0000965	STRPU_25366	APOSC_09972
OG0000966	STRPU_14353	APOSC_26602
OG0000967	STRPU_04947	APOSC_19736
OG0000967	STRPU_04307, STRPU_04334	APOSC_16830, APOSC_16829
OG0000967	STRPU_04333, STRPU_04306	APOSC_28756
OG0000968	STRPU_12147, STRPU_12115	APOSC_16459
OG0000968	STRPU_15550, STRPU_02249	APOSC_20513
OG0000969	STRPU_04503, STRPU_13343, STRPU_13345	APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123
OG0000970	STRPU_15449	APOSC_21804
OG0000970	STRPU_15417	APOSC_22645
OG0000972	STRPU_15045	APOSC_08203
OG0000972	STRPU_04339, STRPU_04312	APOSC_06797
OG0000973	STRPU_06911, STRPU_06928, STRPU_06929, STRPU_06912, STRPU_06930	APOSC_12417, APOSC_12418
OG0000973	STRPU_20263	APOSC_02414, APOSC_22199, APOSC_22200, APOSC_22201
OG0000974	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468
OG0000977	STRPU_25429	APOSC_07409
OG0000977	STRPU_23395	APOSC_00474
OG0000977	STRPU_13208	APOSC_21228
OG0000978	STRPU_26153	APOSC_07678
OG0000979	STRPU_23044, STRPU_23043	APOSC_15019, APOSC_17422
OG0000981	STRPU_21843, STRPU_10922, STRPU_21844	APOSC_22053, APOSC_15946, APOSC_14553, APOSC_08758
OG0000981	STRPU_26885	APOSC_19493
OG0000982	STRPU_22197	APOSC_05256, APOSC_05255
OG0000983	STRPU_07600, STRPU_07601, STRPU_06056	APOSC_18110, APOSC_06126, APOSC_13813, APOSC_23821
OG0000984	STRPU_27147	APOSC_25696
OG0000984	STRPU_05828	APOSC_25912
OG0000984	STRPU_16245, STRPU_16206	APOSC_05077
OG0000985	STRPU_04359	APOSC_19761
OG0000986	STRPU_04549	APOSC_14086
OG0000987	STRPU_24310	APOSC_18102
OG0000988	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149	APOSC_04357, APOSC_13757
OG0000992	STRPU_08115, STRPU_08101	APOSC_10110, APOSC_22971
OG0000992	STRPU_00060, STRPU_09680	APOSC_24901
OG0000993	STRPU_23797, STRPU_23665, STRPU_23639	APOSC_07451, APOSC_07452, APOSC_27467, APOSC_25800, APOSC_25799, APOSC_15824, APOSC_13161, APOSC_04147, APOSC_15770, APOSC_07683, APOSC_01705, APOSC_24726, APOSC_24727, APOSC_23319, APOSC_04797, APOSC_28883, APOSC_17603
OG0000994	STRPU_24886	APOSC_21838
OG0000994	STRPU_10294	APOSC_16646
OG0000995	STRPU_08653	APOSC_26873, APOSC_26872
OG0000996	STRPU_06423	APOSC_26134, APOSC_26133
OG0000997	STRPU_26880, STRPU_05728, STRPU_05450	APOSC_11276
OG0000998	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405	APOSC_02804
OG0000999	STRPU_11511	APOSC_24853, APOSC_24852
OG0001000	STRPU_17978	APOSC_22545, APOSC_22546
OG0001001	STRPU_06920, STRPU_06897, STRPU_06919	APOSC_09664
OG0001002	STRPU_12183	APOSC_12230
OG0001002	STRPU_11724, STRPU_11725	APOSC_20234
OG0001003	STRPU_14729	APOSC_02292
OG0001004	STRPU_19334	APOSC_07819
OG0001005	STRPU_22006	APOSC_05743, APOSC_05745
OG0001006	STRPU_16623	APOSC_03092, APOSC_20430
OG0001006	STRPU_19160	APOSC_16381
OG0001007	STRPU_19408	APOSC_06868, APOSC_06866
OG0001008	STRPU_12298	APOSC_08619
OG0001009	STRPU_08409, STRPU_08408, STRPU_08403	APOSC_15733, APOSC_04114, APOSC_04113, APOSC_15732, APOSC_04115
OG0001009	STRPU_08468, STRPU_08469	APOSC_07787
OG0001015	STRPU_09285	APOSC_22160
OG0001016	STRPU_13418	APOSC_19695
OG0001016	STRPU_22033	APOSC_06741
OG0001017	STRPU_22555	APOSC_27698, APOSC_27697
OG0001018	STRPU_17343, STRPU_17363	APOSC_00082
OG0001018	STRPU_20600	APOSC_00204
OG0001019	STRPU_25464, STRPU_25463	APOSC_27053, APOSC_00529, APOSC_06795
OG0001021	STRPU_20988	APOSC_24595, APOSC_24596, APOSC_10647
OG0001022	STRPU_06174, STRPU_06175	APOSC_27056, APOSC_27057
OG0001023	STRPU_11672	APOSC_14370
OG0001024	STRPU_04414	APOSC_15001
OG0001024	STRPU_04310, STRPU_04337	APOSC_13882
OG0001024	STRPU_04853, STRPU_04411, STRPU_04412	APOSC_23658
OG0001025	STRPU_14539	APOSC_13385, APOSC_04483
OG0001025	STRPU_19213, STRPU_18041, STRPU_20431, STRPU_00421, STRPU_01593, STRPU_21334, STRPU_21880, STRPU_00887, STRPU_08071, STRPU_14883	APOSC_04480
OG0001026	STRPU_08439	APOSC_16961, APOSC_16960
OG0001027	STRPU_19450, STRPU_19451, STRPU_19445, STRPU_19447, STRPU_21612, STRPU_21611, STRPU_21613, STRPU_19955, STRPU_01186	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692
OG0001028	STRPU_26808	APOSC_08654
OG0001029	STRPU_25961, STRPU_00221	APOSC_00202
OG0001030	STRPU_26818	APOSC_09604
OG0001030	STRPU_20834, STRPU_20871	APOSC_11729
OG0001031	STRPU_04858	APOSC_26056
OG0001032	STRPU_20417	APOSC_22643, APOSC_22642
OG0001033	STRPU_04287, STRPU_04317	APOSC_15664
OG0001033	STRPU_01715, STRPU_16742	APOSC_27603
OG0001036	STRPU_24843	APOSC_22682
OG0001037	STRPU_19516	APOSC_08095, APOSC_08094
OG0001038	STRPU_10125, STRPU_10052	APOSC_19793
OG0001039	STRPU_14369	APOSC_04027
OG0001039	STRPU_23336	APOSC_21961, APOSC_21960
OG0001041	STRPU_06950, STRPU_14271, STRPU_14287, STRPU_19893, STRPU_19668, STRPU_04593, STRPU_04594, STRPU_01444, STRPU_06953, STRPU_14282, STRPU_14265, STRPU_14264, STRPU_14262, STRPU_14283, STRPU_14266	APOSC_25866, APOSC_28586, APOSC_02528, APOSC_05089
OG0001042	STRPU_23315	APOSC_11804, APOSC_11802, APOSC_11803
OG0001043	STRPU_09363, STRPU_09362, STRPU_11696, STRPU_11695, STRPU_23786, STRPU_19166, STRPU_22973, STRPU_07405	APOSC_02147
OG0001043	STRPU_07642	APOSC_15918
OG0001043	STRPU_20567	APOSC_25991
OG0001044	STRPU_26930	APOSC_21527
OG0001044	STRPU_26500	APOSC_09771
OG0001045	STRPU_07680, STRPU_07695, STRPU_07678, STRPU_07655	APOSC_25428, APOSC_17544
OG0001046	STRPU_08450	APOSC_10057
OG0001047	STRPU_06132	APOSC_07498, APOSC_07497
OG0001048	STRPU_04789	APOSC_27676
OG0001048	STRPU_04416	APOSC_08099
OG0001049	STRPU_11147	APOSC_13075
OG0001049	STRPU_10627	APOSC_00313
OG0001050	STRPU_02998	APOSC_28063
OG0001052	STRPU_04346	APOSC_21889
OG0001052	STRPU_04136	APOSC_07407
OG0001053	STRPU_13953	APOSC_25635
OG0001053	STRPU_04183	APOSC_21499
OG0001054	STRPU_08413	APOSC_23483
OG0001055	STRPU_21516, STRPU_21517, STRPU_21518, STRPU_21520, STRPU_21519, STRPU_21521	APOSC_10851, APOSC_16805, APOSC_03145, APOSC_17030, APOSC_17029
OG0001056	STRPU_25561, STRPU_00830	APOSC_00339
OG0001057	STRPU_07713, STRPU_07716	APOSC_03585
OG0001057	STRPU_07715	APOSC_13058
OG0001058	STRPU_03447	APOSC_03274, APOSC_08093, APOSC_03275
OG0001059	STRPU_08067	APOSC_04077
OG0001060	STRPU_04924	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253
OG0001061	STRPU_24093, STRPU_21586	APOSC_21195
OG0001061	STRPU_25729, STRPU_25727, STRPU_25728, STRPU_23566	APOSC_17050, APOSC_16833, APOSC_16832
OG0001061	STRPU_06233, STRPU_06232, STRPU_06231, STRPU_06230, STRPU_06229, STRPU_06228, STRPU_06227	APOSC_15699
OG0001062	STRPU_18503	APOSC_18657
OG0001063	STRPU_21392	APOSC_06298, APOSC_18602
OG0001063	STRPU_20790	APOSC_25113, APOSC_25112
OG0001065	STRPU_20677	APOSC_06320
OG0001065	STRPU_11722, STRPU_23422, STRPU_01015, STRPU_23423, STRPU_01014, STRPU_13778, STRPU_13777, STRPU_14362, STRPU_15249, STRPU_15191	APOSC_24476, APOSC_06121
OG0001066	STRPU_00995, STRPU_23446, STRPU_23443, STRPU_23442, STRPU_23441, STRPU_00997	APOSC_28501
OG0001067	STRPU_21138	APOSC_06521
OG0001068	STRPU_11367	APOSC_05419
OG0001072	STRPU_15409	APOSC_21913
OG0001072	STRPU_05942, STRPU_14672	APOSC_13810, APOSC_10950, APOSC_17931
OG0001073	STRPU_05291	APOSC_26376
OG0001075	STRPU_24305	APOSC_01609
OG0001077	STRPU_13910, STRPU_13926	APOSC_11437
OG0001077	STRPU_13772	APOSC_00506
OG0001078	STRPU_12443	APOSC_27568
OG0001079	STRPU_23714	APOSC_10027
OG0001080	STRPU_13224, STRPU_13236	APOSC_05170
OG0001080	STRPU_17890	APOSC_12416
OG0001081	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201	APOSC_07539
OG0001082	STRPU_13255	APOSC_13677
OG0001083	STRPU_10283	APOSC_11163
OG0001084	STRPU_17793	APOSC_05222
OG0001085	STRPU_23261	APOSC_12993, APOSC_12994
OG0001088	STRPU_15408	APOSC_08580
OG0001089	STRPU_03381	APOSC_27366
OG0001091	STRPU_23757	APOSC_06445
OG0001092	STRPU_05311	APOSC_09742
OG0001093	STRPU_24029, STRPU_02634	APOSC_16046, APOSC_16044, APOSC_16045, APOSC_16043
OG0001094	STRPU_20715	APOSC_16150, APOSC_26607, APOSC_01941
OG0001095	STRPU_23398	APOSC_09493
OG0001096	STRPU_19489, STRPU_20335	APOSC_12731
OG0001101	STRPU_22666	APOSC_01614
OG0001102	STRPU_20723	APOSC_16629
OG0001102	STRPU_21599	APOSC_08185, APOSC_22291
OG0001103	STRPU_01055, STRPU_24250	APOSC_16274
OG0001103	STRPU_21539	APOSC_04714
OG0001103	STRPU_24820	APOSC_00044
OG0001104	STRPU_22549	APOSC_01233, APOSC_01232
OG0001105	STRPU_23184	APOSC_29086
OG0001105	STRPU_08648	APOSC_22089
OG0001105	STRPU_20538	APOSC_10933
OG0001106	STRPU_26780, STRPU_26785, STRPU_26795, STRPU_22601	APOSC_10543
OG0001107	STRPU_06343, STRPU_06297	APOSC_02863, APOSC_02862
OG0001108	STRPU_22947	APOSC_04910
OG0001108	STRPU_14644	APOSC_18668
OG0001109	STRPU_24971	APOSC_01699
OG0001110	STRPU_19561	APOSC_02158
OG0001111	STRPU_25873	APOSC_27166
OG0001111	STRPU_21368	APOSC_15386
OG0001111	STRPU_21367	APOSC_13725
OG0001111	STRPU_06851	APOSC_01327
OG0001112	STRPU_06366	APOSC_22649, APOSC_22648, APOSC_22650
OG0001113	STRPU_05723, STRPU_05716	APOSC_04032
OG0001113	STRPU_06421	APOSC_01852
OG0001113	STRPU_26700	APOSC_23610
OG0001114	STRPU_22227	APOSC_06726
OG0001115	STRPU_25027	APOSC_25449
OG0001115	STRPU_10401	APOSC_20837
OG0001116	STRPU_22022	APOSC_23270, APOSC_23271, APOSC_23272
OG0001117	STRPU_11845	APOSC_03244, APOSC_03243, APOSC_03245
OG0001118	STRPU_12815	APOSC_16049, APOSC_28446
OG0001119	STRPU_24854	APOSC_27990, APOSC_15333, APOSC_27989
OG0001120	STRPU_25447	APOSC_17282, APOSC_17283, APOSC_17284, APOSC_17286, APOSC_17285
OG0001121	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317	APOSC_08497, APOSC_08496
OG0001122	STRPU_00958, STRPU_08863	APOSC_07761, APOSC_23420, APOSC_08814, APOSC_12905, APOSC_18940
OG0001123	STRPU_22432	APOSC_27910
OG0001123	STRPU_14651, STRPU_16654	APOSC_06480
OG0001124	STRPU_08314	APOSC_05655
OG0001124	STRPU_19131	APOSC_14707
OG0001126	STRPU_06496	APOSC_00716
OG0001126	STRPU_22287	APOSC_12885
OG0001127	STRPU_13636, STRPU_02427	APOSC_22052
OG0001128	STRPU_21281	APOSC_17039
OG0001129	STRPU_25428	APOSC_09504, APOSC_09503, APOSC_09505
OG0001129	STRPU_25608	APOSC_07928
