Orthogroup	STRPU_ok	BRAFL
OG0001102	STRPU_21599	bflo_01832, bflo_15231
OG0001103	STRPU_21539	bflo_13190
OG0001103	STRPU_24820	bflo_01225
OG0001104	STRPU_22549	bflo_00423
OG0001105	STRPU_23184	bflo_10029
OG0001105	STRPU_08648	bflo_23443
OG0001105	STRPU_20538	bflo_02480
OG0001106	STRPU_26780, STRPU_26785, STRPU_26795	bflo_06185
OG0001107	STRPU_06343, STRPU_06297	bflo_22127
OG0001108	STRPU_22947	bflo_00378
OG0001108	STRPU_14644	bflo_22556, bflo_20433
OG0001109	STRPU_24971	bflo_20879, bflo_05579, bflo_14803, bflo_14804
OG0001110	STRPU_19561	bflo_16461, bflo_16317, bflo_16971
OG0001111	STRPU_25873	bflo_13059
OG0001111	STRPU_21367	bflo_21070, bflo_22350
OG0001112	STRPU_06366	bflo_22501
OG0001113	STRPU_05723, STRPU_05716	bflo_14797
OG0001113	STRPU_06421	bflo_22426
OG0001113	STRPU_26700	bflo_26422
OG0001114	STRPU_22227	bflo_04550
OG0001115	STRPU_10401, STRPU_24915	bflo_02490
OG0001117	STRPU_13251	bflo_18874
OG0001118	STRPU_12815	bflo_10522
OG0001119	STRPU_24854	bflo_01654
OG0001120	STRPU_25444	bflo_12559
OG0001121	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001122	STRPU_00958, STRPU_08863	bflo_25445, bflo_21345, bflo_22560, bflo_21222, bflo_22488
OG0001123	STRPU_22432	bflo_09074
OG0001123	STRPU_14651, STRPU_16654	bflo_20201
OG0001124	STRPU_08314	bflo_23639
OG0001124	STRPU_19131	bflo_10476
OG0001126	STRPU_06496	bflo_21937
OG0001126	STRPU_22287	bflo_12463, bflo_10927
OG0001127	STRPU_13636, STRPU_02427	bflo_19588
OG0001128	STRPU_21281	bflo_09982
OG0001129	STRPU_25428	bflo_12819
OG0001129	STRPU_25608	bflo_13264
OG0001130	STRPU_26378	bflo_06407
OG0001130	STRPU_26876	bflo_05983
OG0001131	STRPU_21509	bflo_25190
OG0001132	STRPU_27222	bflo_06192
OG0001133	STRPU_18983	bflo_25491
OG0001134	STRPU_01420, STRPU_08748	bflo_22790
OG0001135	STRPU_12730, STRPU_05675	bflo_14080
OG0001136	STRPU_27024	bflo_06069
OG0001137	STRPU_21237	bflo_23646
OG0001138	STRPU_22267	bflo_00349, bflo_14068, bflo_00161
OG0001139	STRPU_12820	bflo_09826
OG0001140	STRPU_08005	bflo_06370
OG0001141	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335	bflo_03254
OG0001142	STRPU_24402	bflo_01437
OG0001143	STRPU_23389	bflo_07319
OG0001144	STRPU_23771	bflo_00201
OG0001146	STRPU_10664	bflo_25096, bflo_22204
OG0001149	STRPU_19355, STRPU_19354	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001151	STRPU_21735	bflo_08944, bflo_08878, bflo_08942, bflo_10521, bflo_27391, bflo_10269, bflo_26958, bflo_08950, bflo_10497, bflo_08884, bflo_08945, bflo_23889, bflo_21455, bflo_22139, bflo_22143, bflo_09349, bflo_09351, bflo_08875, bflo_08882, bflo_08879, bflo_08940, bflo_08877, bflo_10349, bflo_10485, bflo_00164, bflo_23529, bflo_22228, bflo_21708, bflo_00077, bflo_08870, bflo_14610, bflo_08936, bflo_08930, bflo_11221, bflo_00162, bflo_22246, bflo_22194, bflo_01333, bflo_16508, bflo_02118
OG0001155	STRPU_15542, STRPU_15543, STRPU_12840	bflo_21036, bflo_21037, bflo_21041
OG0001155	STRPU_14984, STRPU_14953	bflo_20442
OG0001156	STRPU_14120	bflo_18549
OG0001158	STRPU_10745	bflo_11159
OG0001159	STRPU_24359	bflo_01554, bflo_01553
OG0001160	STRPU_12451	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	STRPU_22036	bflo_08066
OG0001162	STRPU_03142, STRPU_02971	bflo_17404
OG0001164	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248	bflo_21084
OG0001165	STRPU_24458	bflo_01574
OG0001165	STRPU_06392	bflo_22236
OG0001166	STRPU_05433, STRPU_05428	bflo_14820, bflo_15448
OG0001167	STRPU_21389	bflo_16326
OG0001168	STRPU_25599	bflo_20423, bflo_20474, bflo_13463
OG0001169	STRPU_09862	bflo_14076, bflo_12639
OG0001170	STRPU_17744	bflo_11360
OG0001171	STRPU_07714, STRPU_07717	bflo_05953
OG0001172	STRPU_24079	bflo_02862
OG0001172	STRPU_24935	bflo_02443
OG0001173	STRPU_23770	bflo_06950
OG0001173	STRPU_14225	bflo_04050
OG0001174	STRPU_00196, STRPU_23083	bflo_11141
OG0001175	STRPU_24799, STRPU_24557	bflo_00560, bflo_02898
OG0001176	STRPU_04761	bflo_07517
OG0001177	STRPU_25237	bflo_20551
OG0001177	STRPU_24518	bflo_01608
OG0001178	STRPU_01155, STRPU_18301	bflo_25556
OG0001178	STRPU_06875	bflo_22453
OG0001179	STRPU_26217, STRPU_26015	bflo_13368
OG0001179	STRPU_25325	bflo_13513
OG0001180	STRPU_26856	bflo_06469, bflo_06718, bflo_05047
OG0001180	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281	bflo_06736, bflo_00350
OG0001181	STRPU_02570, STRPU_13125	bflo_18914
OG0001182	STRPU_08804, STRPU_18187, STRPU_08660, STRPU_08805	bflo_03435
OG0001183	STRPU_23983	bflo_19634
OG0001184	STRPU_19999	bflo_15772
OG0001184	STRPU_09552	bflo_09793
OG0001185	STRPU_07407	bflo_06562
OG0001186	STRPU_26002	bflo_12657
OG0001186	STRPU_25391	bflo_12919
OG0001187	STRPU_13244	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471
OG0001188	STRPU_21827	bflo_05292
OG0001190	STRPU_10662	bflo_25067
OG0001191	STRPU_09337	bflo_10001
OG0001196	STRPU_03085	bflo_09773
OG0001197	STRPU_24733	bflo_24451
OG0001198	STRPU_26825, STRPU_26828	bflo_02095
OG0001198	STRPU_11529	bflo_03034
OG0001199	STRPU_17588, STRPU_17562	bflo_17249
OG0001200	STRPU_21074	bflo_21205
OG0001202	STRPU_06078, STRPU_06878, STRPU_06879, STRPU_06880, STRPU_24577, STRPU_24578, STRPU_24580, STRPU_24592, STRPU_24581, STRPU_20672	bflo_02498
OG0001203	STRPU_03219, STRPU_06188, STRPU_20473, STRPU_20472, STRPU_06213, STRPU_06187, STRPU_06183, STRPU_20471	bflo_18138
OG0001204	STRPU_14562	bflo_20309, bflo_20315
OG0001205	STRPU_05411	bflo_14061, bflo_27112
OG0001207	STRPU_16506	bflo_21743
OG0001207	STRPU_24022, STRPU_02640	bflo_02422
OG0001208	STRPU_21909	bflo_25733
OG0001209	STRPU_22073	bflo_26894
OG0001210	STRPU_21013	bflo_07894
OG0001210	STRPU_11288	bflo_04429
OG0001211	STRPU_22086	bflo_00897
OG0001213	STRPU_09878	bflo_10680
OG0001213	STRPU_15274	bflo_20590
OG0001214	STRPU_22695	bflo_11103
OG0001215	STRPU_22254	bflo_00807
OG0001216	STRPU_10937	bflo_24683
OG0001216	STRPU_25682, STRPU_25701	bflo_13216
OG0001217	STRPU_16981	bflo_17953
OG0001218	STRPU_10657	bflo_24854
OG0001219	STRPU_24669	bflo_01008
OG0001220	STRPU_15587, STRPU_02219	bflo_20837
OG0001220	STRPU_06468	bflo_21723
OG0001221	STRPU_25669	bflo_13343
OG0001222	STRPU_13517, STRPU_13378, STRPU_13402, STRPU_13504, STRPU_13520	bflo_19155
OG0001223	STRPU_26010	bflo_12732
OG0001224	STRPU_10670	bflo_04929
OG0001225	STRPU_23772	bflo_08317
OG0001227	STRPU_17535	bflo_17418
OG0001230	STRPU_24478, STRPU_24480	bflo_01521, bflo_04046
OG0001231	STRPU_21203	bflo_03798
OG0001232	STRPU_08583, STRPU_00299	bflo_23005, bflo_23685
OG0001233	STRPU_05206, STRPU_05204, STRPU_23981	bflo_15064, bflo_14915
OG0001234	STRPU_26230	bflo_14036
OG0001236	STRPU_10838, STRPU_10857	bflo_24082
OG0001237	STRPU_12648, STRPU_22266	bflo_07801
OG0001238	STRPU_09768, STRPU_09725	bflo_06313
OG0001238	STRPU_01032	bflo_26480
OG0001239	STRPU_23628	bflo_10959
OG0001240	STRPU_27058	bflo_06423
OG0001241	STRPU_07496	bflo_06240
OG0001241	STRPU_06648, STRPU_06647	bflo_21597
OG0001242	STRPU_09071, STRPU_02047, STRPU_02048, STRPU_09072, STRPU_09244	bflo_26271, bflo_25905, bflo_25751, bflo_25417, bflo_26351, bflo_25804
OG0001243	STRPU_22072	bflo_08723
OG0001245	STRPU_04810	bflo_08692
OG0001246	STRPU_14009	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063
OG0001247	STRPU_22721	bflo_12136
OG0001248	STRPU_21972	bflo_00177
OG0001249	STRPU_18988	bflo_25407, bflo_25542
OG0001250	STRPU_08807	bflo_23893
OG0001251	STRPU_25431	bflo_13478
OG0001252	STRPU_19076	bflo_25844
OG0001253	STRPU_23835, STRPU_23873	bflo_11668, bflo_06734
OG0001254	STRPU_22240	bflo_16683
OG0001256	STRPU_18001	bflo_27204, bflo_17356
OG0001261	STRPU_05296	bflo_27125, bflo_14339
OG0001262	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298	bflo_15864
OG0001263	STRPU_04426	bflo_07084
OG0001263	STRPU_03468	bflo_10303
OG0001264	STRPU_25388	bflo_13401
OG0001266	STRPU_09623	bflo_05858, bflo_18162
OG0001266	STRPU_07064, STRPU_07068	bflo_05662
OG0001267	STRPU_04944	bflo_14627, bflo_14348
OG0001267	STRPU_14642	bflo_20420
OG0001268	STRPU_26888	bflo_06467
OG0001268	STRPU_23502	bflo_11029
OG0001270	STRPU_08488	bflo_23365
OG0001270	STRPU_23322	bflo_11730
OG0001270	STRPU_08385	bflo_22891
OG0001271	STRPU_13643, STRPU_02421	bflo_11260, bflo_18970
OG0001272	STRPU_15049	bflo_20203
OG0001273	STRPU_26636	bflo_00724, bflo_03191
OG0001274	STRPU_20009	bflo_15721
OG0001275	STRPU_16983	bflo_17335
OG0001276	STRPU_05244	bflo_14135
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453	bflo_02941, bflo_01205
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	bflo_08526
OG0001280	STRPU_26559	bflo_05584
OG0001281	STRPU_12491, STRPU_21186, STRPU_21018	bflo_06100
OG0001282	STRPU_11958, STRPU_01619	bflo_26722, bflo_03069
OG0001284	STRPU_00110, STRPU_13473	bflo_19270
OG0001284	STRPU_26961	bflo_06254
OG0001286	STRPU_12903	bflo_10170, bflo_26942
OG0001287	STRPU_05909	bflo_14817
OG0001288	STRPU_26804	bflo_06118
OG0001290	STRPU_26728	bflo_05691
OG0001291	STRPU_04348	bflo_08573
OG0001292	STRPU_13209	bflo_18759
OG0001293	STRPU_14547	bflo_20495
OG0001294	STRPU_21633	bflo_18510
OG0001295	STRPU_21991	bflo_00207
OG0001296	STRPU_21312	bflo_12324
OG0001297	STRPU_12690	bflo_10353
OG0001300	STRPU_00543, STRPU_15986	bflo_05337, bflo_26790, bflo_20405
OG0001302	STRPU_14524	bflo_08709
OG0001305	STRPU_20309	bflo_15741
OG0001306	STRPU_19063	bflo_25980
OG0001306	STRPU_20137	bflo_16344
OG0001308	STRPU_04711	bflo_08681
OG0001309	STRPU_25014, STRPU_25016	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400
OG0001310	STRPU_21314	bflo_20260
OG0001310	STRPU_15962, STRPU_00518	bflo_17144
OG0001311	STRPU_10949	bflo_00386
OG0001311	STRPU_00838, STRPU_14082	bflo_18844
OG0001312	STRPU_18010, STRPU_24489, STRPU_17750	bflo_17709
OG0001313	STRPU_11221, STRPU_11258, STRPU_11259, STRPU_01542, STRPU_09416	bflo_08797, bflo_24288, bflo_09898, bflo_10384, bflo_14942
OG0001314	STRPU_17673	bflo_18178
OG0001314	STRPU_19730	bflo_15272, bflo_13793
OG0001315	STRPU_10273, STRPU_08079	bflo_23287
OG0001316	STRPU_15726	bflo_15475
OG0001317	STRPU_23522	bflo_10965
OG0001317	STRPU_17298, STRPU_17302	bflo_16409
OG0001318	STRPU_12148, STRPU_12116	bflo_03324
OG0001318	STRPU_17591	bflo_04124
OG0001319	STRPU_06818	bflo_21304
OG0001320	STRPU_26137, STRPU_26135	bflo_10273
OG0001320	STRPU_21063	bflo_05629
OG0001321	STRPU_22556	bflo_08721
OG0001322	STRPU_12583	bflo_09889
OG0001322	STRPU_21322	bflo_23924
OG0001323	STRPU_20541	bflo_19666
OG0001324	STRPU_25173	bflo_02826
OG0001325	STRPU_04898	bflo_13293
OG0001327	STRPU_24460	bflo_01466
OG0001327	STRPU_23965, STRPU_23941	bflo_11384
OG0001329	STRPU_23801	bflo_08763, bflo_14333
OG0001330	STRPU_14416, STRPU_14419, STRPU_14445	bflo_20123
OG0001331	STRPU_10147, STRPU_10085, STRPU_10148	bflo_08815
OG0001332	STRPU_19163	bflo_25758
OG0001334	STRPU_13976, STRPU_13982, STRPU_13981, STRPU_13978, STRPU_13975, STRPU_13986, STRPU_13497, STRPU_13221, STRPU_13233, STRPU_13498, STRPU_13501, STRPU_13983, STRPU_13232, STRPU_13219, STRPU_13988, STRPU_13984, STRPU_13974, STRPU_13502	bflo_22826, bflo_23599
OG0001335	STRPU_26922	bflo_05620
OG0001337	STRPU_26821	bflo_05523
OG0001337	STRPU_19080	bflo_25577
OG0001339	STRPU_10027, STRPU_07160, STRPU_07161	bflo_06139
OG0001344	STRPU_04822, STRPU_00738	bflo_08238, bflo_05567
OG0001345	STRPU_23708	bflo_12252, bflo_11238, bflo_11249
OG0001348	STRPU_06494	bflo_21574
OG0001349	STRPU_00360, STRPU_11023, STRPU_06149, STRPU_06147, STRPU_06382, STRPU_11314, STRPU_11296	bflo_24225, bflo_10708, bflo_09331, bflo_08005
OG0001350	STRPU_00173, STRPU_18483	bflo_25719
OG0001351	STRPU_05960, STRPU_05959	bflo_21262
OG0001352	STRPU_08735, STRPU_01435	bflo_23166, bflo_23187
OG0001353	STRPU_21554	bflo_16481
OG0001353	STRPU_00577, STRPU_07545	bflo_05764
OG0001354	STRPU_03356	bflo_21871
OG0001354	STRPU_18322, STRPU_01125	bflo_13887
OG0001355	STRPU_09877	bflo_10179
OG0001356	STRPU_23614	bflo_10948
OG0001357	STRPU_20969	bflo_21298
OG0001359	STRPU_26859	bflo_25944
OG0001360	STRPU_04909	bflo_08197
OG0001361	STRPU_11678	bflo_03320
OG0001362	STRPU_08359	bflo_23593, bflo_22855, bflo_10725
OG0001363	STRPU_20296	bflo_16521, bflo_16519
OG0001365	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574, STRPU_22631, STRPU_05633, STRPU_05637, STRPU_05578	bflo_14935
OG0001366	STRPU_13885	bflo_19732
OG0001367	STRPU_24795	bflo_16121
OG0001368	STRPU_21464	bflo_01730, bflo_01015, bflo_20314
OG0001369	STRPU_23738	bflo_11602
OG0001370	STRPU_22194	bflo_05809
OG0001370	STRPU_15723	bflo_18847
OG0001371	STRPU_08143, STRPU_02082, STRPU_09113	bflo_23286, bflo_22936, bflo_22937, bflo_22938
OG0001372	STRPU_25409, STRPU_25404	bflo_13574
OG0001373	STRPU_08670	bflo_22620
OG0001374	STRPU_22804, STRPU_01963	bflo_07194
OG0001375	STRPU_07312	bflo_05780
OG0001375	STRPU_07355	bflo_25517
OG0001376	STRPU_03703	bflo_06943
OG0001377	STRPU_10185	bflo_10365, bflo_12976, bflo_13209, bflo_13069, bflo_19364, bflo_09576, bflo_09577
OG0001378	STRPU_09539	bflo_08974
OG0001379	STRPU_06776, STRPU_06758	bflo_05155, bflo_21724
OG0001380	STRPU_05457	bflo_14218
OG0001381	STRPU_27173, STRPU_27171	bflo_05646, bflo_05543
OG0001382	STRPU_12913, STRPU_12914	bflo_25739, bflo_10341
OG0001383	STRPU_19391	bflo_16647
OG0001384	STRPU_06439	bflo_21717
OG0001387	STRPU_24358	bflo_21652
OG0001389	STRPU_05345	bflo_14302
OG0001394	STRPU_05211	bflo_15041
OG0001395	STRPU_17938	bflo_17427, bflo_09664
OG0001396	STRPU_22421	bflo_23574, bflo_08795, bflo_00153, bflo_00810, bflo_25762, bflo_00278, bflo_00133, bflo_25573
OG0001397	STRPU_09545	bflo_10128
OG0001397	STRPU_10313	bflo_09338
OG0001398	STRPU_20006, STRPU_20005, STRPU_20002, STRPU_20003	bflo_15202
OG0001399	STRPU_06787	bflo_21669
OG0001399	STRPU_26081	bflo_12579
OG0001400	STRPU_01874, STRPU_25189	bflo_02687
OG0001401	STRPU_23021, STRPU_00894	bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794
OG0001402	STRPU_02223, STRPU_15580	bflo_19487
OG0001403	STRPU_14874	bflo_20986, bflo_01674, bflo_09800
OG0001404	STRPU_10986, STRPU_00324	bflo_24535
OG0001405	STRPU_25512	bflo_13790
OG0001405	STRPU_02778	bflo_23990
OG0001406	STRPU_06123	bflo_21284
OG0001408	STRPU_00756, STRPU_19811	bflo_17072
OG0001409	STRPU_03382	bflo_11307
OG0001410	STRPU_05515	bflo_14262
OG0001410	STRPU_25411	bflo_13741
OG0001411	STRPU_05251, STRPU_05267	bflo_14652
OG0001412	STRPU_09369	bflo_09295
OG0001413	STRPU_14983, STRPU_14952	bflo_20564
OG0001413	STRPU_26501	bflo_06589
OG0001414	STRPU_21522	bflo_22712, bflo_10760
OG0001414	STRPU_10366	bflo_10406
OG0001415	STRPU_14239	bflo_14008, bflo_20533
OG0001417	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122	bflo_02373
OG0001418	STRPU_01132, STRPU_01131, STRPU_18315	bflo_26213
OG0001419	STRPU_21660, STRPU_21725	bflo_18205
OG0001420	STRPU_20535	bflo_11291
OG0001421	STRPU_20976	bflo_21002
OG0001422	STRPU_17021	bflo_00253
OG0001423	STRPU_20339	bflo_16047
OG0001424	STRPU_22200	bflo_06976
OG0001425	STRPU_15993	bflo_06116, bflo_05585
OG0001426	STRPU_10439	bflo_24890
OG0001427	STRPU_07408	bflo_04082, bflo_04073
OG0001428	STRPU_11278, STRPU_11240	bflo_24663
OG0001429	STRPU_17524	bflo_17955
OG0001430	STRPU_21288	bflo_10599
OG0001431	STRPU_22263	bflo_26459
OG0001433	STRPU_07230, STRPU_07255	bflo_06374
OG0001434	STRPU_17874, STRPU_17872	bflo_03898
OG0001435	STRPU_11334, STRPU_11181, STRPU_11332, STRPU_11333	bflo_18813
OG0001436	STRPU_24142	bflo_02923
OG0001437	STRPU_25775, STRPU_25792	bflo_11365, bflo_13730, bflo_13248
OG0001439	STRPU_03360, STRPU_03364	bflo_09385
OG0001439	STRPU_03366, STRPU_03358, STRPU_03361, STRPU_03367	bflo_23356
OG0001440	STRPU_25215	bflo_02819
OG0001440	STRPU_25888	bflo_14002
OG0001441	STRPU_07157	bflo_05732
OG0001442	STRPU_17892	bflo_17388
OG0001443	STRPU_17712, STRPU_04573, STRPU_04574, STRPU_19570, STRPU_24973, STRPU_13136, STRPU_18349, STRPU_23223, STRPU_03299, STRPU_15925, STRPU_00494, STRPU_25600, STRPU_06800, STRPU_19519, STRPU_07602, STRPU_09027, STRPU_09016, STRPU_19520, STRPU_06653, STRPU_10233, STRPU_09822, STRPU_12733, STRPU_16814, STRPU_05742, STRPU_16718, STRPU_12734, STRPU_15378, STRPU_09017	bflo_02916
OG0001445	STRPU_16668, STRPU_16697	bflo_08938
OG0001446	STRPU_15539, STRPU_15538, STRPU_23259	bflo_20858
OG0001447	STRPU_20657, STRPU_20658	bflo_24721
OG0001448	STRPU_11358, STRPU_11357	bflo_20958
OG0001448	STRPU_23143, STRPU_23144	bflo_00530
OG0001449	STRPU_07648	bflo_06102
OG0001449	STRPU_25089	bflo_02343
OG0001451	STRPU_14371	bflo_06520
OG0001451	STRPU_17131	bflo_04723
OG0001452	STRPU_26368	bflo_05982
OG0001453	STRPU_24736, STRPU_08563, STRPU_24734	bflo_07649
OG0001454	STRPU_05151	bflo_14303
OG0001455	STRPU_18159	bflo_25643
OG0001456	STRPU_27191, STRPU_27192, STRPU_27208	bflo_02658
OG0001457	STRPU_07098	bflo_06362
OG0001459	STRPU_12776, STRPU_02363	bflo_09086
OG0001460	STRPU_04119	bflo_22004
OG0001460	STRPU_06222, STRPU_06201	bflo_21995
OG0001460	STRPU_04118	bflo_06898
OG0001461	STRPU_23343	bflo_10892, bflo_11178, bflo_19369, bflo_21910
OG0001463	STRPU_25835, STRPU_25655, STRPU_25656	bflo_08852, bflo_24681, bflo_24477, bflo_24476
OG0001464	STRPU_25177	bflo_02860
OG0001465	STRPU_11188	bflo_24992
OG0001466	STRPU_07749	bflo_04036
OG0001466	STRPU_04674	bflo_07291
OG0001467	STRPU_19577	bflo_06650, bflo_15911
OG0001467	STRPU_05130, STRPU_05054	bflo_22950, bflo_11088
OG0001468	STRPU_25091	bflo_02942
OG0001469	STRPU_17361, STRPU_17345	bflo_14078
OG0001470	STRPU_02226, STRPU_15577	bflo_21111
OG0001471	STRPU_15869, STRPU_15821, STRPU_15822, STRPU_15823, STRPU_15870	bflo_23589, bflo_18196, bflo_16483, bflo_16730
OG0001471	STRPU_13019	bflo_21230
OG0001472	STRPU_27210, STRPU_27194	bflo_19444
OG0001472	STRPU_25563, STRPU_00832	bflo_09223
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	bflo_13907, bflo_23419, bflo_23420
OG0001474	STRPU_13493	bflo_19387
OG0001474	STRPU_08774	bflo_23794
OG0001475	STRPU_11303, STRPU_11319, STRPU_11092	bflo_24732, bflo_24910
OG0001476	STRPU_17798	bflo_17228
OG0001477	STRPU_08542, STRPU_08540, STRPU_08539, STRPU_08541	bflo_23776
OG0001478	STRPU_21182	bflo_13944
OG0001478	STRPU_09284	bflo_23859
OG0001479	STRPU_19441	bflo_16721
OG0001480	STRPU_24164	bflo_02349
OG0001481	STRPU_20434	bflo_07408
OG0001483	STRPU_14650	bflo_09972, bflo_09992
OG0001483	STRPU_06785	bflo_22427
OG0001484	STRPU_13892, STRPU_23212, STRPU_23225	bflo_12487
OG0001485	STRPU_26365	bflo_03776
OG0001486	STRPU_11997, STRPU_01663	bflo_03322
OG0001487	STRPU_26331	bflo_12930
OG0001488	STRPU_13616	bflo_19631
OG0001488	STRPU_13615, STRPU_02447	bflo_19632
OG0001489	STRPU_18782	bflo_26167
OG0001490	STRPU_20507	bflo_06679
OG0001491	STRPU_09125, STRPU_02097	bflo_23728
OG0001492	STRPU_14187	bflo_20319
OG0001493	STRPU_04271	bflo_07693
OG0001495	STRPU_23172	bflo_12191
OG0001496	STRPU_09305, STRPU_09648, STRPU_09646	bflo_22121, bflo_06089, bflo_08665, bflo_18354, bflo_10263
OG0001500	STRPU_06633	bflo_21478
OG0001501	STRPU_21031	bflo_09946
OG0001502	STRPU_08256	bflo_23826
OG0001503	STRPU_26383	bflo_06788
OG0001503	STRPU_08277	bflo_23876
OG0001504	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973	bflo_13456
OG0001505	STRPU_11360	bflo_24098
OG0001506	STRPU_11331	bflo_24347, bflo_24797
OG0001507	STRPU_21330	bflo_09479
OG0001508	STRPU_12972	bflo_10335
OG0001509	STRPU_06444	bflo_21309
OG0001510	STRPU_19269	bflo_25624
OG0001511	STRPU_06130	bflo_21400
OG0001512	STRPU_23091	bflo_08360
OG0001515	STRPU_15320, STRPU_15319	bflo_24482
OG0001516	STRPU_18551	bflo_25717
OG0001517	STRPU_19850, STRPU_23529	bflo_11766, bflo_25356
OG0001518	STRPU_07114	bflo_11551, bflo_05396
OG0001519	STRPU_27135	bflo_05680
OG0001520	STRPU_24561	bflo_01540
OG0001521	STRPU_26866	bflo_03540, bflo_19567
OG0001522	STRPU_20946	bflo_07703
OG0001522	STRPU_03073	bflo_06545, bflo_06794
OG0001523	STRPU_12314	bflo_09139
OG0001524	STRPU_10326	bflo_09720
OG0001524	STRPU_25252	bflo_13114
OG0001525	STRPU_15038	bflo_20724
OG0001526	STRPU_20380	bflo_16661
OG0001527	STRPU_14392	bflo_21123
OG0001527	STRPU_25264	bflo_12778
OG0001528	STRPU_10769	bflo_24455
OG0001529	STRPU_00143	bflo_18691
OG0001532	STRPU_10950	bflo_24051
OG0001533	STRPU_24952	bflo_02142, bflo_02367
OG0001534	STRPU_08320, STRPU_08319	bflo_22738
OG0001536	STRPU_21047	bflo_22446, bflo_16100
OG0001538	STRPU_12441, STRPU_12432	bflo_01463
OG0001545	STRPU_27363	bflo_06766
OG0001548	STRPU_03439	bflo_05101, bflo_27342
OG0001549	STRPU_24400	bflo_01443
OG0001550	STRPU_21280, STRPU_20475	bflo_20670, bflo_20647
OG0001551	STRPU_21860, STRPU_21899, STRPU_21891	bflo_11722, bflo_27019
OG0001552	STRPU_22979	bflo_12216
OG0001553	STRPU_04052	bflo_07695
OG0001554	STRPU_02015, STRPU_16951	bflo_18473
OG0001557	STRPU_12321	bflo_10504
OG0001557	STRPU_23129	bflo_11078
OG0001558	STRPU_20040	bflo_05037
OG0001559	STRPU_21439	bflo_13140
OG0001560	STRPU_22041	bflo_08072
OG0001561	STRPU_22097	bflo_11585
OG0001563	STRPU_26909, STRPU_13288, STRPU_13360	bflo_06090, bflo_10722, bflo_05442, bflo_26270
OG0001564	STRPU_06537, STRPU_06563	bflo_21764
OG0001565	STRPU_03587, STRPU_03523, STRPU_03586	bflo_14977
OG0001566	STRPU_17707	bflo_17501
OG0001569	STRPU_06491, STRPU_06672	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460
OG0001570	STRPU_18190	bflo_25416
OG0001570	STRPU_25866	bflo_13444
OG0001571	STRPU_03649, STRPU_03634	bflo_12672
OG0001571	STRPU_02985	bflo_19458
OG0001572	STRPU_17033, STRPU_01799	bflo_21964
OG0001572	STRPU_25872	bflo_12786
OG0001573	STRPU_18175	bflo_26307
OG0001574	STRPU_09295	bflo_23111
OG0001575	STRPU_23849, STRPU_23815	bflo_11339
OG0001576	STRPU_26967	bflo_02643
OG0001577	STRPU_09713, STRPU_09757	bflo_09161
OG0001578	STRPU_09755, STRPU_09711	bflo_09036
OG0001579	STRPU_04737, STRPU_04730, STRPU_04736	bflo_07047, bflo_26864, bflo_07673
OG0001580	STRPU_25493	bflo_12800
OG0001581	STRPU_21852, STRPU_21108	bflo_05146, bflo_18279, bflo_23926, bflo_07277
OG0001582	STRPU_15059	bflo_20280
OG0001583	STRPU_09827	bflo_09911
OG0001584	STRPU_06055	bflo_10874
OG0001588	STRPU_25573, STRPU_16712, STRPU_02105, STRPU_02107, STRPU_02100, STRPU_09127, STRPU_19443, STRPU_18893, STRPU_18890, STRPU_18888, STRPU_02106	bflo_19714, bflo_19156, bflo_13434
