Orthogroup	STRPU_ok	MOUSE
OG0000690	STRPU_08035	MOUSE18670, MOUSE34065, MOUSE00474
OG0000690	STRPU_17155	MOUSE54656
OG0000690	STRPU_18294, STRPU_01161	MOUSE19350
OG0000691	STRPU_25430	MOUSE29347, MOUSE29346, MOUSE49341
OG0000691	STRPU_24302	MOUSE06742, MOUSE34387, MOUSE09040, MOUSE09041, MOUSE09042, MOUSE28336, MOUSE28335
OG0000692	STRPU_20690, STRPU_24956, STRPU_15312	MOUSE04478, MOUSE04479, MOUSE04480, MOUSE04477, MOUSE04476
OG0000693	STRPU_11407	MOUSE34445, MOUSE34447, MOUSE34448, MOUSE34449, MOUSE34450, MOUSE04455, MOUSE04456
OG0000693	STRPU_19430, STRPU_19438	MOUSE25877, MOUSE25875, MOUSE25876
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	MOUSE24535, MOUSE24536, MOUSE24534, MOUSE24752, MOUSE40204, MOUSE40205, MOUSE40203
OG0000696	STRPU_24482	MOUSE00120
OG0000696	STRPU_10267, STRPU_23135	MOUSE23457
OG0000697	STRPU_22408	MOUSE06912, MOUSE06911, MOUSE31212, MOUSE53511, MOUSE53512, MOUSE10904, MOUSE10901, MOUSE10903, MOUSE10902
OG0000698	STRPU_21595	MOUSE24778
OG0000698	STRPU_21594	MOUSE20138, MOUSE07687
OG0000700	STRPU_16384, STRPU_16362	MOUSE41842, MOUSE41843, MOUSE41841, MOUSE41840, MOUSE47055
OG0000701	STRPU_09920, STRPU_09919	MOUSE09498, MOUSE09495, MOUSE09496, MOUSE00837, MOUSE00838, MOUSE00839, MOUSE00845, MOUSE40359, MOUSE40360, MOUSE02828, MOUSE02827
OG0000702	STRPU_23036, STRPU_00912	MOUSE19754, MOUSE19750, MOUSE19745, MOUSE19735, MOUSE19738, MOUSE19742, MOUSE19747, MOUSE19732, MOUSE19728, MOUSE19724, MOUSE19720, MOUSE19719, MOUSE19726, MOUSE19722, MOUSE19721, MOUSE19717, MOUSE19716, MOUSE51901, MOUSE51899, MOUSE51898, MOUSE51903, MOUSE51905, MOUSE51902, MOUSE51897
OG0000703	STRPU_04784	MOUSE09475, MOUSE09482, MOUSE09477, MOUSE09474, MOUSE09481, MOUSE09478, MOUSE09480, MOUSE31672, MOUSE31674, MOUSE31671, MOUSE31670
OG0000706	STRPU_23155	MOUSE23468, MOUSE23467, MOUSE23472, MOUSE23471, MOUSE23466, MOUSE23470, MOUSE23469
OG0000707	STRPU_05171, STRPU_26965, STRPU_05172, STRPU_05093	MOUSE02188
OG0000708	STRPU_18963, STRPU_18977	MOUSE31390, MOUSE31389
OG0000708	STRPU_00882, STRPU_23008	MOUSE14490, MOUSE54269, MOUSE54268
OG0000709	STRPU_20537	MOUSE20103, MOUSE18127, MOUSE18128, MOUSE18129, MOUSE18130, MOUSE18131, MOUSE18132, MOUSE18134, MOUSE18135, MOUSE18136, MOUSE18133, MOUSE18137, MOUSE18138, MOUSE18140, MOUSE18141
OG0000710	STRPU_25484	MOUSE21986, MOUSE21988, MOUSE21987, MOUSE34237
OG0000711	STRPU_12186	MOUSE44352, MOUSE02178
OG0000711	STRPU_11659	MOUSE47225, MOUSE47226
OG0000712	STRPU_05053, STRPU_05129	MOUSE03200, MOUSE03199, MOUSE53971, MOUSE53972, MOUSE45072, MOUSE45069, MOUSE45071, MOUSE48221, MOUSE48220, MOUSE48222
OG0000713	STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980, STRPU_06767	MOUSE04057, MOUSE54792, MOUSE54791, MOUSE55213, MOUSE55214, MOUSE55212
OG0000715	STRPU_13461	MOUSE26260, MOUSE26259, MOUSE26258, MOUSE02473, MOUSE02472, MOUSE53172, MOUSE53167, MOUSE53171, MOUSE53168, MOUSE53170, MOUSE53165, MOUSE53166, MOUSE53169, MOUSE53173
OG0000716	STRPU_17012	MOUSE55256, MOUSE55255, MOUSE55258, MOUSE55260, MOUSE55261, MOUSE55262, MOUSE55257, MOUSE55259, MOUSE18073
OG0000717	STRPU_19581	MOUSE48391, MOUSE48394, MOUSE48392, MOUSE48393, MOUSE25899
OG0000718	STRPU_04006, STRPU_04005	MOUSE30953, MOUSE43056, MOUSE43055, MOUSE43054, MOUSE24376, MOUSE24375, MOUSE24369, MOUSE43537, MOUSE43538, MOUSE12486
OG0000720	STRPU_22043	MOUSE19535, MOUSE19536, MOUSE51696, MOUSE51698, MOUSE51695, MOUSE51697
OG0000720	STRPU_22503, STRPU_22500, STRPU_22475, STRPU_22501	MOUSE30165
OG0000721	STRPU_14994, STRPU_14964	MOUSE02762, MOUSE02761, MOUSE02760, MOUSE02765, MOUSE02764
OG0000721	STRPU_17945	MOUSE02763
OG0000722	STRPU_20560	MOUSE27353, MOUSE08639, MOUSE20386, MOUSE27055, MOUSE39386
OG0000724	STRPU_21597	MOUSE18210, MOUSE18209, MOUSE27554, MOUSE27553, MOUSE27552, MOUSE27551
OG0000725	STRPU_19812, STRPU_00755	MOUSE31731, MOUSE31730, MOUSE31732
OG0000725	STRPU_12601	MOUSE27201, MOUSE27205, MOUSE27203, MOUSE27202, MOUSE27206, MOUSE27207, MOUSE27204
OG0000726	STRPU_13494	MOUSE18851, MOUSE18868, MOUSE18854, MOUSE18855, MOUSE18870, MOUSE18857, MOUSE18848, MOUSE18866, MOUSE18865, MOUSE18850, MOUSE18841, MOUSE18847, MOUSE18859, MOUSE18852, MOUSE18846, MOUSE18849, MOUSE18862, MOUSE18844, MOUSE18861, MOUSE18867, MOUSE18853, MOUSE18864, MOUSE18860, MOUSE18845, MOUSE18858, MOUSE18842, MOUSE18856, MOUSE18871, MOUSE18872, MOUSE18843, MOUSE22343, MOUSE22340, MOUSE22341, MOUSE22342, MOUSE14710
OG0000730	STRPU_18716	MOUSE08715, MOUSE23276, MOUSE02405, MOUSE02406
OG0000731	STRPU_06695	MOUSE15688, MOUSE15689, MOUSE15687, MOUSE15694, MOUSE15693, MOUSE15695, MOUSE15691, MOUSE15692, MOUSE55085, MOUSE55084, MOUSE55086, MOUSE55083, MOUSE12888, MOUSE12887, MOUSE38373, MOUSE38370, MOUSE38371, MOUSE38367
OG0000732	STRPU_06871	MOUSE31018, MOUSE55029, MOUSE23136, MOUSE23139, MOUSE23138, MOUSE23137, MOUSE23135
OG0000733	STRPU_21566	MOUSE07355, MOUSE07356, MOUSE20245, MOUSE24781
OG0000733	STRPU_20797	MOUSE08117, MOUSE08121, MOUSE08120, MOUSE08119, MOUSE08118, MOUSE18227
OG0000734	STRPU_20020	MOUSE25399, MOUSE25398, MOUSE25401, MOUSE25403, MOUSE25402, MOUSE25400, MOUSE31239, MOUSE31240
OG0000735	STRPU_24284	MOUSE00416, MOUSE00415, MOUSE00410, MOUSE00414, MOUSE00409, MOUSE00411, MOUSE00413, MOUSE00412, MOUSE28517, MOUSE28516, MOUSE13496, MOUSE13495, MOUSE13497, MOUSE13498, MOUSE13499
OG0000736	STRPU_21933, STRPU_07453, STRPU_07445	MOUSE53161, MOUSE53162, MOUSE14814
OG0000736	STRPU_22089	MOUSE26390, MOUSE25145
OG0000737	STRPU_09307	MOUSE46613, MOUSE46612, MOUSE46617, MOUSE46614, MOUSE40553, MOUSE46611, MOUSE40552, MOUSE40548, MOUSE40546, MOUSE40545, MOUSE40549, MOUSE40551, MOUSE40547, MOUSE46619, MOUSE46616, MOUSE46615, MOUSE40550
OG0000740	STRPU_13396, STRPU_13375	MOUSE28205, MOUSE13925
OG0000743	STRPU_08228	MOUSE46006, MOUSE42136, MOUSE42134, MOUSE06280, MOUSE06282, MOUSE06283, MOUSE06281
OG0000743	STRPU_08229	MOUSE46007, MOUSE46009, MOUSE06274
OG0000744	STRPU_25504, STRPU_25505, STRPU_25506	MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973, MOUSE11976, MOUSE29332, MOUSE29329, MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335, MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347, MOUSE11977
OG0000745	STRPU_19598	MOUSE18764
OG0000746	STRPU_20321, STRPU_20397	MOUSE00209
OG0000748	STRPU_22034	MOUSE05204
OG0000749	STRPU_21644, STRPU_21708	MOUSE18217, MOUSE20120, MOUSE20122, MOUSE20121, MOUSE08204, MOUSE08206, MOUSE08207, MOUSE08203, MOUSE08205
OG0000750	STRPU_21563	MOUSE07408, MOUSE52785, MOUSE52786, MOUSE52784
OG0000750	STRPU_04644, STRPU_04622	MOUSE08786, MOUSE08787, MOUSE03569, MOUSE03570, MOUSE03568
OG0000751	STRPU_13591, STRPU_01611	MOUSE39754, MOUSE39752, MOUSE15496, MOUSE15495
OG0000752	STRPU_10384	MOUSE21464
OG0000752	STRPU_17910	MOUSE55217, MOUSE55218
OG0000752	STRPU_19015	MOUSE33600, MOUSE33598, MOUSE33597, MOUSE48905, MOUSE48904
OG0000753	STRPU_23569	MOUSE27739, MOUSE27738
OG0000753	STRPU_03838	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294, MOUSE50919, MOUSE50920, MOUSE50917
OG0000755	STRPU_26250	MOUSE12361, MOUSE08954, MOUSE08955, MOUSE08952
OG0000757	STRPU_14828	MOUSE46249, MOUSE46248
OG0000758	STRPU_24891	MOUSE34388, MOUSE13666, MOUSE13663, MOUSE13662, MOUSE13667, MOUSE13664, MOUSE13661, MOUSE13658, MOUSE13659, MOUSE13668, MOUSE13665, MOUSE13660, MOUSE13669, MOUSE06777, MOUSE06779, MOUSE06780, MOUSE06778
OG0000759	STRPU_25007	MOUSE26272, MOUSE26275, MOUSE26277, MOUSE26279, MOUSE26278, MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554, MOUSE23327, MOUSE23328
OG0000760	STRPU_01895, STRPU_22741	MOUSE41207, MOUSE11238, MOUSE41211, MOUSE41208, MOUSE41206, MOUSE41210, MOUSE41204, MOUSE41203, MOUSE41205, MOUSE41209, MOUSE11235, MOUSE11234, MOUSE11233, MOUSE11232, MOUSE11236
OG0000761	STRPU_19482	MOUSE26055, MOUSE26056, MOUSE18487, MOUSE23696, MOUSE23693, MOUSE23695, MOUSE23694, MOUSE23692
OG0000762	STRPU_24145	MOUSE14916, MOUSE14919, MOUSE14917, MOUSE26582, MOUSE26581, MOUSE26580, MOUSE26579, MOUSE26583, MOUSE39898, MOUSE39901, MOUSE39903, MOUSE39902, MOUSE39899, MOUSE39896, MOUSE39897
OG0000763	STRPU_26640	MOUSE30407, MOUSE19448, MOUSE19447, MOUSE48537, MOUSE48539, MOUSE48536, MOUSE48535, MOUSE48538, MOUSE19449, MOUSE48540, MOUSE42999, MOUSE42998
OG0000764	STRPU_19433, STRPU_19427	MOUSE31888
OG0000765	STRPU_20844, STRPU_20882	MOUSE30890, MOUSE30889, MOUSE37512, MOUSE37513
OG0000766	STRPU_26502, STRPU_12701	MOUSE30247, MOUSE30246, MOUSE30245, MOUSE01575, MOUSE01574, MOUSE01576, MOUSE19531
OG0000767	STRPU_20571	MOUSE27533, MOUSE27537, MOUSE27534, MOUSE28011, MOUSE28012
OG0000768	STRPU_23593	MOUSE08553, MOUSE08555, MOUSE11226, MOUSE11225, MOUSE11227
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	MOUSE32505, MOUSE32506, MOUSE32503
OG0000774	STRPU_01825, STRPU_19314	MOUSE31336, MOUSE31335, MOUSE31334
OG0000774	STRPU_09065, STRPU_02041	MOUSE32223, MOUSE32222
OG0000774	STRPU_23589	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579
OG0000775	STRPU_21116, STRPU_23930, STRPU_07226	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524, MOUSE37373, MOUSE37372, MOUSE37371
OG0000777	STRPU_26898, STRPU_26897, STRPU_08984	MOUSE06130, MOUSE06129, MOUSE06128
OG0000778	STRPU_11330	MOUSE29903, MOUSE29902, MOUSE35020
OG0000779	STRPU_20061	MOUSE25408, MOUSE25407, MOUSE25406
OG0000779	STRPU_15696	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543
OG0000780	STRPU_21536	MOUSE07684
OG0000780	STRPU_18748	MOUSE04663, MOUSE04662
OG0000781	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701, STRPU_25935	MOUSE32206, MOUSE32205
OG0000782	STRPU_27022	MOUSE01601, MOUSE19835, MOUSE19834, MOUSE19833, MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651
OG0000784	STRPU_24373	MOUSE22854, MOUSE22853, MOUSE22852, MOUSE03597, MOUSE29436, MOUSE29124
OG0000786	STRPU_15453	MOUSE23571, MOUSE23570, MOUSE31093, MOUSE31089, MOUSE31090, MOUSE01056, MOUSE01055, MOUSE03857
OG0000787	STRPU_04197, STRPU_04234	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962, MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491, MOUSE00783, MOUSE00784, MOUSE31692, MOUSE31693, MOUSE31691
OG0000788	STRPU_11964, STRPU_01625	MOUSE27064, MOUSE39394
OG0000788	STRPU_26569	MOUSE32425, MOUSE32424, MOUSE32423, MOUSE30472, MOUSE01590
OG0000790	STRPU_22128	MOUSE24841, MOUSE24842, MOUSE24843, MOUSE24844
OG0000791	STRPU_13705, STRPU_00440	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521, MOUSE14635, MOUSE22542, MOUSE22544, MOUSE22543
OG0000792	STRPU_25047	MOUSE39860, MOUSE39859
OG0000792	STRPU_14909	MOUSE37419, MOUSE37420, MOUSE37418
OG0000793	STRPU_26762, STRPU_26748	MOUSE30326, MOUSE30328, MOUSE30327, MOUSE10274, MOUSE10275, MOUSE10273, MOUSE51447, MOUSE51446, MOUSE01511, MOUSE51436
OG0000794	STRPU_15852, STRPU_15804, STRPU_16063	MOUSE19985, MOUSE19991, MOUSE19988
OG0000796	STRPU_06083	MOUSE45184, MOUSE45185, MOUSE54592
OG0000797	STRPU_04347	MOUSE03559, MOUSE03560, MOUSE03554, MOUSE03557, MOUSE03556, MOUSE03555, MOUSE03558, MOUSE30031, MOUSE30030, MOUSE30029
OG0000798	STRPU_05696	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100, MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014
OG0000799	STRPU_09727, STRPU_09770	MOUSE21207, MOUSE21210, MOUSE21211, MOUSE21206, MOUSE21208, MOUSE21205, MOUSE03180, MOUSE03181, MOUSE03179, MOUSE36189, MOUSE36192, MOUSE36191, MOUSE36190, MOUSE36188, MOUSE27783, MOUSE27782, MOUSE27784
OG0000801	STRPU_23079, STRPU_00663	MOUSE51551, MOUSE51550, MOUSE51549, MOUSE19777, MOUSE19776
OG0000802	STRPU_18369	MOUSE31955, MOUSE31954, MOUSE48794, MOUSE31846, MOUSE01638, MOUSE42681, MOUSE42680, MOUSE11667, MOUSE11668, MOUSE13170, MOUSE13169
OG0000803	STRPU_12487, STRPU_12512	MOUSE45920, MOUSE45918, MOUSE42044, MOUSE42045
OG0000809	STRPU_18374	MOUSE33312, MOUSE33313, MOUSE33310, MOUSE48492, MOUSE48491, MOUSE48490, MOUSE10214, MOUSE33311, MOUSE48489, MOUSE48488, MOUSE10212, MOUSE10213
OG0000810	STRPU_19223	MOUSE33430, MOUSE33432, MOUSE33426, MOUSE33428, MOUSE33433, MOUSE33429, MOUSE33431, MOUSE33427
OG0000810	STRPU_16445	MOUSE15700, MOUSE53153, MOUSE53154, MOUSE53158
OG0000811	STRPU_14620, STRPU_14638, STRPU_22961, STRPU_22960, STRPU_14640, STRPU_25911	MOUSE14467, MOUSE14466
OG0000813	STRPU_04740, STRPU_04739	MOUSE00769, MOUSE00766, MOUSE00768, MOUSE00767, MOUSE00765, MOUSE35999
OG0000814	STRPU_21983	MOUSE27730
OG0000814	STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083	MOUSE02913, MOUSE02912
OG0000816	STRPU_21113	MOUSE20168, MOUSE03037, MOUSE42824, MOUSE42825, MOUSE42827, MOUSE42826, MOUSE42822, MOUSE42823
OG0000816	STRPU_04037, STRPU_00076	MOUSE31618, MOUSE31619, MOUSE21240
OG0000817	STRPU_22107	MOUSE06193, MOUSE02547, MOUSE02548
OG0000817	STRPU_04676	MOUSE00951, MOUSE00950
OG0000817	STRPU_14081, STRPU_00839	MOUSE35479, MOUSE35480
OG0000818	STRPU_08499	MOUSE44299, MOUSE38656, MOUSE38652, MOUSE06308, MOUSE06309, MOUSE06306, MOUSE06307, MOUSE44296, MOUSE44300, MOUSE38654, MOUSE44295, MOUSE44297, MOUSE44298, MOUSE44293, MOUSE44294
OG0000819	STRPU_13106, STRPU_13090	MOUSE27150
OG0000819	STRPU_02243, STRPU_15556	MOUSE04661
OG0000820	STRPU_14124	MOUSE14548, MOUSE14550, MOUSE14549, MOUSE14551
OG0000822	STRPU_13103, STRPU_13093	MOUSE41834, MOUSE41832, MOUSE41833
OG0000822	STRPU_12245	MOUSE41870
OG0000824	STRPU_25265	MOUSE03815, MOUSE03814, MOUSE03816, MOUSE03818, MOUSE03817
OG0000825	STRPU_05131, STRPU_05055	MOUSE21894, MOUSE21892, MOUSE21893, MOUSE03373, MOUSE03374
OG0000825	STRPU_12931	MOUSE02086
OG0000827	STRPU_24864, STRPU_24863, STRPU_24060	MOUSE32285
OG0000828	STRPU_23372	MOUSE52206, MOUSE19456, MOUSE19457
OG0000828	STRPU_15585, STRPU_02220	MOUSE37921, MOUSE37922, MOUSE37919
OG0000829	STRPU_03315	MOUSE51529, MOUSE19495
OG0000829	STRPU_10209	MOUSE21109, MOUSE21110, MOUSE12776, MOUSE40370, MOUSE40369
OG0000830	STRPU_26494	MOUSE14043, MOUSE26973
OG0000831	STRPU_25894, STRPU_25422, STRPU_25896	MOUSE33690, MOUSE33691, MOUSE33689, MOUSE33688
OG0000832	STRPU_17567, STRPU_17584, STRPU_24442, STRPU_17065, STRPU_17067	MOUSE08115, MOUSE08114, MOUSE07814, MOUSE33345
OG0000833	STRPU_18167, STRPU_18151	MOUSE47468, MOUSE50443, MOUSE50445, MOUSE33083, MOUSE33090, MOUSE33085, MOUSE33086, MOUSE33089, MOUSE33084, MOUSE33087, MOUSE33088, MOUSE33457, MOUSE33462, MOUSE33458, MOUSE33459, MOUSE33460, MOUSE33456, MOUSE33461
OG0000834	STRPU_24584, STRPU_24595	MOUSE05405
OG0000835	STRPU_11532	MOUSE45890, MOUSE45889, MOUSE41268, MOUSE41271, MOUSE41264, MOUSE41269
OG0000836	STRPU_22902, STRPU_22889	MOUSE51876, MOUSE51875, MOUSE51874
OG0000837	STRPU_24375	MOUSE52076, MOUSE29173
OG0000838	STRPU_12478	MOUSE31130, MOUSE31129, MOUSE31127, MOUSE31125, MOUSE01853
OG0000838	STRPU_12344	MOUSE01854
OG0000841	STRPU_25231	MOUSE49333, MOUSE49334, MOUSE49330, MOUSE49335, MOUSE49336, MOUSE49331, MOUSE49332, MOUSE13927, MOUSE13926, MOUSE13932, MOUSE13929, MOUSE13928, MOUSE13931, MOUSE13930, MOUSE13933, MOUSE13934, MOUSE00701, MOUSE00702, MOUSE00700
OG0000842	STRPU_22935	MOUSE49622, MOUSE49623, MOUSE09830, MOUSE23188, MOUSE23187, MOUSE18508, MOUSE23238, MOUSE05563, MOUSE39641
OG0000844	STRPU_10513	MOUSE34589, MOUSE34590, MOUSE34593, MOUSE34592, MOUSE15465, MOUSE15466, MOUSE15467, MOUSE39588, MOUSE39585, MOUSE39586, MOUSE39589, MOUSE39587, MOUSE39590, MOUSE39591
OG0000845	STRPU_16991	MOUSE54870, MOUSE53652, MOUSE53653
OG0000845	STRPU_17391	MOUSE44981, MOUSE44983
OG0000847	STRPU_14471	MOUSE15209, MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315, MOUSE46316
OG0000848	STRPU_04979	MOUSE29791, MOUSE48738, MOUSE48739, MOUSE09586
OG0000848	STRPU_21912	MOUSE51667, MOUSE19811, MOUSE19814, MOUSE19815, MOUSE19810, MOUSE51669
OG0000849	STRPU_02904	MOUSE31195, MOUSE31194
OG0000850	STRPU_01821, STRPU_19318	MOUSE33425, MOUSE33423, MOUSE33422, MOUSE33424
OG0000850	STRPU_01567, STRPU_09392	MOUSE20959
OG0000851	STRPU_04950	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755
OG0000852	STRPU_27397	MOUSE30781, MOUSE30779, MOUSE30780
OG0000852	STRPU_26323	MOUSE28548, MOUSE28549, MOUSE28544, MOUSE28546, MOUSE28547, MOUSE28545, MOUSE19077
OG0000855	STRPU_14665	MOUSE04905
OG0000855	STRPU_26339, STRPU_26337, STRPU_26336	MOUSE04906
OG0000857	STRPU_01644, STRPU_11981	MOUSE17281, MOUSE17282, MOUSE17280, MOUSE41554, MOUSE41553, MOUSE45900, MOUSE45901, MOUSE45907, MOUSE45904, MOUSE45905, MOUSE45902, MOUSE45906
OG0000857	STRPU_11980	MOUSE41555, MOUSE41556
OG0000858	STRPU_23333	MOUSE39438
OG0000858	STRPU_03252, STRPU_03287	MOUSE17374, MOUSE50676, MOUSE50675
OG0000860	STRPU_19409	MOUSE18498, MOUSE18497, MOUSE18499, MOUSE18501, MOUSE25687, MOUSE25692, MOUSE25691, MOUSE25690, MOUSE25694, MOUSE25695, MOUSE25689, MOUSE25697, MOUSE25688, MOUSE25693, MOUSE25696, MOUSE25698, MOUSE25700, MOUSE25699, MOUSE31411, MOUSE31410, MOUSE31412
OG0000866	STRPU_25209, STRPU_01892	MOUSE39014, MOUSE39015
OG0000868	STRPU_21550	MOUSE55230, MOUSE08090
OG0000869	STRPU_11325	MOUSE35155, MOUSE35154, MOUSE35153, MOUSE35152
OG0000869	STRPU_18300, STRPU_01157	MOUSE13194, MOUSE13195
OG0000871	STRPU_17837, STRPU_17836, STRPU_17284, STRPU_17286	MOUSE53990, MOUSE53988, MOUSE53989
OG0000871	STRPU_09793, STRPU_09788, STRPU_09787	MOUSE21316, MOUSE21314
OG0000872	STRPU_11965, STRPU_01626	MOUSE19954, MOUSE19956, MOUSE19957, MOUSE19958, MOUSE19955
OG0000874	STRPU_25374	MOUSE53137
OG0000875	STRPU_19189	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828
OG0000875	STRPU_13557	MOUSE22319, MOUSE22321
OG0000877	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110	MOUSE01806, MOUSE01805
OG0000878	STRPU_12243	MOUSE20493
OG0000878	STRPU_24918	MOUSE50484, MOUSE50483
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	MOUSE14580, MOUSE14582, MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492
OG0000880	STRPU_21962	MOUSE40833, MOUSE40836, MOUSE40842, MOUSE40832, MOUSE40837, MOUSE40831, MOUSE40841, MOUSE40838, MOUSE40839, MOUSE40843, MOUSE40840, MOUSE40835, MOUSE40834, MOUSE18302, MOUSE18299, MOUSE18300, MOUSE18301, MOUSE39028, MOUSE39023, MOUSE39027
OG0000881	STRPU_19362	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827
OG0000881	STRPU_14886	MOUSE04654, MOUSE04657, MOUSE04656
OG0000882	STRPU_07358, STRPU_07357	MOUSE09204, MOUSE09203, MOUSE09205, MOUSE09206, MOUSE09207, MOUSE28916, MOUSE28917, MOUSE28918, MOUSE21667, MOUSE21666, MOUSE21665, MOUSE33971
OG0000887	STRPU_13716	MOUSE08634, MOUSE08638, MOUSE08636, MOUSE08633, MOUSE08628, MOUSE08632, MOUSE08635, MOUSE08631, MOUSE08630, MOUSE08627, MOUSE08622, MOUSE08626, MOUSE08625, MOUSE08623, MOUSE08624, MOUSE08621
OG0000888	STRPU_27059	MOUSE30870, MOUSE01355
OG0000888	STRPU_04199, STRPU_04237	MOUSE40267, MOUSE40264, MOUSE40268, MOUSE40272, MOUSE40265
OG0000889	STRPU_21634, STRPU_21635	MOUSE18628
OG0000889	STRPU_14204, STRPU_00423	MOUSE26653, MOUSE46319, MOUSE46321, MOUSE04967, MOUSE15211, MOUSE15213, MOUSE15214, MOUSE15212, MOUSE46320, MOUSE26654
OG0000890	STRPU_17570, STRPU_17581	MOUSE16345, MOUSE16349
OG0000890	STRPU_17572	MOUSE16355, MOUSE16354, MOUSE06606, MOUSE06607, MOUSE06608, MOUSE16353, MOUSE16343, MOUSE16347, MOUSE16348, MOUSE16341, MOUSE16346, MOUSE16342, MOUSE16351, MOUSE16344
OG0000893	STRPU_11138, STRPU_11115, STRPU_17260	MOUSE52671, MOUSE52670, MOUSE52659, MOUSE52660, MOUSE52662, MOUSE39147, MOUSE39146, MOUSE39145, MOUSE39144, MOUSE52664, MOUSE52665, MOUSE52666, MOUSE52663
OG0000894	STRPU_00073, STRPU_05725	MOUSE48713, MOUSE48715, MOUSE48714
OG0000894	STRPU_08351	MOUSE14107, MOUSE14108, MOUSE38541, MOUSE38542
OG0000896	STRPU_02181, STRPU_09218	MOUSE47301, MOUSE47302, MOUSE47299, MOUSE47300
OG0000896	STRPU_21363	MOUSE24632, MOUSE24633, MOUSE20216, MOUSE20214, MOUSE20218, MOUSE20215, MOUSE20219, MOUSE20220, MOUSE20217, MOUSE20212, MOUSE20213
OG0000897	STRPU_22622	MOUSE14410, MOUSE14409, MOUSE14408
OG0000897	STRPU_22853, STRPU_22852, STRPU_22851	MOUSE31064, MOUSE31062, MOUSE31060, MOUSE31063
OG0000898	STRPU_18627, STRPU_18582	MOUSE31373, MOUSE31375, MOUSE31374
OG0000899	STRPU_05178	MOUSE45307, MOUSE45306, MOUSE45295, MOUSE45299, MOUSE45300, MOUSE36251, MOUSE19363
OG0000904	STRPU_04732, STRPU_04725, STRPU_04724	MOUSE41151, MOUSE41152, MOUSE41148, MOUSE03385, MOUSE03384, MOUSE54890, MOUSE00887, MOUSE00886
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	MOUSE44395, MOUSE44394, MOUSE44396, MOUSE44397, MOUSE44398, MOUSE44399, MOUSE44400, MOUSE44401
OG0000906	STRPU_20167	MOUSE17633, MOUSE17632, MOUSE17634, MOUSE25430, MOUSE25426, MOUSE25429, MOUSE25431, MOUSE25428, MOUSE25427
OG0000906	STRPU_15997	MOUSE25436
OG0000907	STRPU_19282, STRPU_00404	MOUSE31312, MOUSE31311
OG0000908	STRPU_10409	MOUSE21442, MOUSE48364
OG0000908	STRPU_04140	MOUSE11435
OG0000908	STRPU_15367	MOUSE48365
