Orthogroup	STRPU_ok	NEMVE
OG0000994	STRPU_10294	NEMVE05403
OG0000996	STRPU_06423	NEMVE06175
OG0000997	STRPU_26880, STRPU_05728, STRPU_05450	NEMVE15784
OG0000998	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405	NEMVE18412, NEMVE14793
OG0000998	STRPU_16517, STRPU_16404	NEMVE20875
OG0000999	STRPU_22531	NEMVE24735
OG0000999	STRPU_11511	NEMVE00092
OG0001000	STRPU_17978	NEMVE02448
OG0001001	STRPU_06920, STRPU_06897, STRPU_06919, STRPU_06896, STRPU_06918	NEMVE20649, NEMVE24599, NEMVE12542
OG0001002	STRPU_12183, STRPU_11724, STRPU_11725	NEMVE09531, NEMVE19920
OG0001004	STRPU_19334	NEMVE06123
OG0001005	STRPU_22006	NEMVE10101
OG0001006	STRPU_16623	NEMVE21915
OG0001006	STRPU_19160	NEMVE10239
OG0001007	STRPU_19408	NEMVE00044, NEMVE10735
OG0001008	STRPU_12298	NEMVE24531
OG0001009	STRPU_08468, STRPU_08469	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111
OG0001015	STRPU_09285	NEMVE07976
OG0001016	STRPU_13418	NEMVE14344
OG0001016	STRPU_22033	NEMVE14850
OG0001017	STRPU_22555	NEMVE08837
OG0001018	STRPU_17343, STRPU_17363	NEMVE25537
OG0001018	STRPU_20600	NEMVE07573
OG0001019	STRPU_25464, STRPU_25463, STRPU_25574, STRPU_26008, STRPU_05263, STRPU_05248, STRPU_25311	NEMVE06651
OG0001021	STRPU_20988	NEMVE05054
OG0001022	STRPU_06174, STRPU_06175	NEMVE24828
OG0001023	STRPU_11672	NEMVE12107
OG0001024	STRPU_04414	NEMVE22572
OG0001025	STRPU_14539	NEMVE18755
OG0001025	STRPU_21609, STRPU_09303, STRPU_04391	NEMVE19762
OG0001025	STRPU_19213, STRPU_18041, STRPU_20431, STRPU_00421, STRPU_01593, STRPU_21334, STRPU_21880, STRPU_00887, STRPU_08071, STRPU_14883	NEMVE18557
OG0001027	STRPU_19450, STRPU_19451, STRPU_19445, STRPU_19447, STRPU_21612, STRPU_21611, STRPU_21613, STRPU_19955, STRPU_01186	NEMVE22961
OG0001028	STRPU_26808	NEMVE25953, NEMVE14639
OG0001029	STRPU_25961, STRPU_00221	NEMVE03131, NEMVE01675
OG0001029	STRPU_17667, STRPU_02254	NEMVE11449
OG0001030	STRPU_26818	NEMVE13370
OG0001030	STRPU_20834, STRPU_20871	NEMVE21815, NEMVE13139, NEMVE08210, NEMVE13480, NEMVE00380
OG0001031	STRPU_04858	NEMVE13279
OG0001032	STRPU_20417	NEMVE14168
OG0001033	STRPU_04287, STRPU_04317	NEMVE24849
OG0001033	STRPU_01715, STRPU_16742	NEMVE03845
OG0001034	STRPU_13818	NEMVE23685
OG0001036	STRPU_24843	NEMVE07958
OG0001037	STRPU_19516	NEMVE13835
OG0001039	STRPU_14369	NEMVE05718, NEMVE05729
OG0001039	STRPU_23336	NEMVE14813
OG0001042	STRPU_23315	NEMVE20161, NEMVE25296
OG0001043	STRPU_09363, STRPU_09362, STRPU_11696, STRPU_11695, STRPU_23786, STRPU_19166, STRPU_22973, STRPU_07405, STRPU_24680, STRPU_07642, STRPU_20567, STRPU_09859	NEMVE16776, NEMVE05556
OG0001045	STRPU_07680, STRPU_07695, STRPU_07678, STRPU_07655	NEMVE10485, NEMVE08539, NEMVE15170, NEMVE17384, NEMVE15704, NEMVE18352, NEMVE17386, NEMVE21043
OG0001048	STRPU_04789, STRPU_04416	NEMVE04666
OG0001049	STRPU_10627	NEMVE24151
OG0001050	STRPU_02998	NEMVE11321
OG0001052	STRPU_04346	NEMVE24748
OG0001052	STRPU_04136	NEMVE21906
OG0001053	STRPU_13953, STRPU_04183	NEMVE01408
OG0001055	STRPU_21516, STRPU_21517, STRPU_21518, STRPU_21520, STRPU_21519, STRPU_21521	NEMVE21535
OG0001056	STRPU_25561, STRPU_00830, STRPU_27240	NEMVE07347
OG0001059	STRPU_08067	NEMVE05294
OG0001060	STRPU_04924	NEMVE02960, NEMVE14652, NEMVE13876
OG0001062	STRPU_18503	NEMVE01533
OG0001063	STRPU_21392, STRPU_20790	NEMVE08862
OG0001064	STRPU_07076, STRPU_07075	NEMVE19071
OG0001065	STRPU_11722, STRPU_23422, STRPU_01015, STRPU_23423, STRPU_01014, STRPU_13778, STRPU_13777, STRPU_14362, STRPU_15249, STRPU_15191	NEMVE18639
OG0001066	STRPU_13739	NEMVE01656
OG0001067	STRPU_21138	NEMVE18870, NEMVE18446, NEMVE25152
OG0001068	STRPU_11367	NEMVE04571
OG0001072	STRPU_15409	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001072	STRPU_05942, STRPU_14672	NEMVE01518
OG0001073	STRPU_05291	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	STRPU_24305	NEMVE07705, NEMVE15967
OG0001076	STRPU_05726	NEMVE01471
OG0001077	STRPU_13910, STRPU_13926, STRPU_13772	NEMVE06665
OG0001078	STRPU_12443	NEMVE21841, NEMVE03024
OG0001079	STRPU_23714	NEMVE10902
OG0001080	STRPU_13224, STRPU_13236	NEMVE25549
OG0001080	STRPU_17890	NEMVE24155
OG0001081	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201	NEMVE14063
OG0001082	STRPU_13255	NEMVE13496
OG0001083	STRPU_10283	NEMVE07865
OG0001084	STRPU_17793, STRPU_17791	NEMVE15577, NEMVE10374, NEMVE06345
OG0001085	STRPU_23261	NEMVE23730
OG0001086	STRPU_21213	NEMVE21870
OG0001088	STRPU_20851, STRPU_20888	NEMVE10969
OG0001089	STRPU_03381	NEMVE21830
OG0001091	STRPU_23757	NEMVE05727
OG0001092	STRPU_05311	NEMVE00964, NEMVE07353
OG0001092	STRPU_05313	NEMVE01451
OG0001093	STRPU_24029, STRPU_02634, STRPU_24028	NEMVE01792
OG0001095	STRPU_23398	NEMVE24881
OG0001096	STRPU_15056	NEMVE10292, NEMVE12692
OG0001097	STRPU_02865, STRPU_02866, STRPU_17096, STRPU_13549	NEMVE07237
OG0001101	STRPU_22666	NEMVE14957
OG0001102	STRPU_20723	NEMVE01649
OG0001102	STRPU_21599	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408
OG0001103	STRPU_21539	NEMVE01302
OG0001103	STRPU_24820	NEMVE05814
OG0001104	STRPU_22549	NEMVE04017, NEMVE06719
OG0001105	STRPU_23184	NEMVE13446
OG0001105	STRPU_08648	NEMVE00247
OG0001105	STRPU_20538	NEMVE17686
OG0001106	STRPU_26780, STRPU_26785, STRPU_26795	NEMVE10844, NEMVE10846
OG0001107	STRPU_06343, STRPU_06297	NEMVE00952
OG0001108	STRPU_22947	NEMVE22820
OG0001108	STRPU_14644	NEMVE03343
OG0001109	STRPU_24971	NEMVE17631
OG0001110	STRPU_19561	NEMVE25055, NEMVE25054
OG0001111	STRPU_25873	NEMVE17909, NEMVE18987
OG0001111	STRPU_21368	NEMVE18142
OG0001112	STRPU_06366	NEMVE18988
OG0001113	STRPU_05723, STRPU_05716	NEMVE11789, NEMVE13858
OG0001113	STRPU_06421	NEMVE14477
OG0001113	STRPU_26700	NEMVE22434
OG0001114	STRPU_22227	NEMVE13059
OG0001116	STRPU_22022	NEMVE14342
OG0001117	STRPU_11845	NEMVE07059
OG0001117	STRPU_13251	NEMVE24913, NEMVE17548
OG0001118	STRPU_12815	NEMVE08045
OG0001119	STRPU_24854	NEMVE00905, NEMVE12022
OG0001120	STRPU_25444	NEMVE17944
OG0001120	STRPU_25447	NEMVE18269, NEMVE18537
OG0001121	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317	NEMVE15144
OG0001123	STRPU_22432	NEMVE08367, NEMVE00548
OG0001123	STRPU_14651, STRPU_16654	NEMVE07298
OG0001124	STRPU_08314	NEMVE14042
OG0001124	STRPU_19131	NEMVE14572
OG0001126	STRPU_06496	NEMVE21706
OG0001127	STRPU_13636, STRPU_02427	NEMVE23507
OG0001128	STRPU_21281	NEMVE07541
OG0001129	STRPU_25428, STRPU_25608	NEMVE22537, NEMVE23490, NEMVE23489
OG0001130	STRPU_26378	NEMVE21964, NEMVE14047
OG0001131	STRPU_21509	NEMVE02265
OG0001133	STRPU_20402	NEMVE17872
OG0001133	STRPU_18983	NEMVE22361
OG0001134	STRPU_01420, STRPU_08748	NEMVE10572
OG0001135	STRPU_12730, STRPU_05675	NEMVE08713, NEMVE13852
OG0001136	STRPU_27024	NEMVE14986
OG0001137	STRPU_21237	NEMVE09544, NEMVE24640, NEMVE09543
OG0001138	STRPU_22267	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	STRPU_12820	NEMVE07868
OG0001140	STRPU_08005	NEMVE06552
OG0001140	STRPU_07640	NEMVE12189, NEMVE00314
OG0001141	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335	NEMVE13888
OG0001142	STRPU_24402	NEMVE20807, NEMVE13380
OG0001143	STRPU_23389	NEMVE07319
OG0001144	STRPU_23771	NEMVE02135
OG0001146	STRPU_10664	NEMVE18037, NEMVE07073
OG0001148	STRPU_25456	NEMVE09889
OG0001155	STRPU_14984, STRPU_14953	NEMVE14646
OG0001156	STRPU_14120	NEMVE14927
OG0001158	STRPU_25921, STRPU_10745	NEMVE13124
OG0001159	STRPU_24359	NEMVE02254
OG0001161	STRPU_22036	NEMVE13207
OG0001162	STRPU_03142, STRPU_02971	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	STRPU_04187	NEMVE01640
OG0001164	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248	NEMVE07314
OG0001165	STRPU_24458	NEMVE15007
OG0001165	STRPU_06392	NEMVE15056
OG0001166	STRPU_05433, STRPU_05428	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900
OG0001167	STRPU_21389	NEMVE01035
OG0001168	STRPU_25599	NEMVE14002
OG0001169	STRPU_09862	NEMVE22495
OG0001170	STRPU_17744	NEMVE01927
OG0001171	STRPU_07717	NEMVE08775
OG0001172	STRPU_24079	NEMVE14607
OG0001172	STRPU_24935	NEMVE13977
OG0001174	STRPU_00196, STRPU_23083	NEMVE06466
OG0001175	STRPU_24799, STRPU_24557	NEMVE18808, NEMVE00944
OG0001176	STRPU_26904	NEMVE06025
OG0001176	STRPU_04761	NEMVE04714
OG0001177	STRPU_25237, STRPU_24518, STRPU_25236	NEMVE07007
OG0001178	STRPU_01155, STRPU_18301	NEMVE13445, NEMVE00910
OG0001178	STRPU_06875	NEMVE14023
OG0001181	STRPU_02570, STRPU_13125	NEMVE04930
OG0001183	STRPU_23983	NEMVE02043
OG0001184	STRPU_19999	NEMVE23775
OG0001184	STRPU_09552	NEMVE05038
OG0001185	STRPU_07407	NEMVE15207
OG0001186	STRPU_26002	NEMVE07796
OG0001186	STRPU_25391	NEMVE14205
OG0001188	STRPU_21827	NEMVE04912
OG0001189	STRPU_07209	NEMVE24274
OG0001190	STRPU_10662	NEMVE07335, NEMVE20942
OG0001191	STRPU_09337	NEMVE02357
OG0001196	STRPU_03085	NEMVE08224, NEMVE12229
OG0001197	STRPU_21581	NEMVE01874
OG0001197	STRPU_24733	NEMVE09865
OG0001198	STRPU_26825, STRPU_26828	NEMVE24571
OG0001198	STRPU_11529	NEMVE22207, NEMVE25198, NEMVE00766
OG0001199	STRPU_17588, STRPU_17562	NEMVE23802, NEMVE12602
OG0001200	STRPU_21074	NEMVE09033
OG0001201	STRPU_26014	NEMVE09573
OG0001202	STRPU_06078, STRPU_06878, STRPU_06879, STRPU_06880, STRPU_24577, STRPU_24578, STRPU_24580, STRPU_24592, STRPU_24581, STRPU_20672	NEMVE18910, NEMVE19217
OG0001203	STRPU_03219, STRPU_06188, STRPU_20473, STRPU_20472, STRPU_06213, STRPU_06187, STRPU_06183, STRPU_20471	NEMVE06946
OG0001204	STRPU_14562	NEMVE16401
OG0001205	STRPU_05411	NEMVE09608
OG0001207	STRPU_16506	NEMVE05326
OG0001207	STRPU_24022, STRPU_02640	NEMVE07504
OG0001208	STRPU_21909	NEMVE13141
OG0001209	STRPU_22073	NEMVE13903
OG0001211	STRPU_22086	NEMVE14313
OG0001213	STRPU_09878	NEMVE09096
OG0001213	STRPU_15274	NEMVE14427
OG0001214	STRPU_22695	NEMVE05859
OG0001215	STRPU_22254	NEMVE25378
OG0001216	STRPU_10937	NEMVE13574
OG0001216	STRPU_25702, STRPU_25683	NEMVE14479
OG0001218	STRPU_10657	NEMVE21894
OG0001219	STRPU_24669	NEMVE22457
OG0001220	STRPU_15587, STRPU_02219	NEMVE01931
OG0001220	STRPU_06468	NEMVE13508, NEMVE06753
OG0001221	STRPU_25669	NEMVE10455, NEMVE21175
OG0001224	STRPU_10670	NEMVE18437
OG0001225	STRPU_23772	NEMVE24191
OG0001229	STRPU_19320	NEMVE23950, NEMVE19171, NEMVE16762, NEMVE15880, NEMVE18920, NEMVE18345, NEMVE20800
OG0001230	STRPU_24478, STRPU_24480	NEMVE14462
OG0001231	STRPU_21203	NEMVE18418
OG0001232	STRPU_08583, STRPU_00299	NEMVE08692
OG0001233	STRPU_05206, STRPU_05204, STRPU_23981	NEMVE05554
OG0001234	STRPU_26230	NEMVE18230, NEMVE12291
OG0001236	STRPU_10838, STRPU_10857	NEMVE24358
OG0001238	STRPU_09768, STRPU_09725	NEMVE14613
OG0001238	STRPU_01032	NEMVE05651
OG0001239	STRPU_23628	NEMVE13393
OG0001240	STRPU_27058	NEMVE12044, NEMVE01922
OG0001241	STRPU_07496	NEMVE23698
OG0001241	STRPU_06648, STRPU_06647	NEMVE22413
OG0001242	STRPU_09071, STRPU_02047, STRPU_02048, STRPU_09072, STRPU_09244	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690
OG0001243	STRPU_22072	NEMVE04580
OG0001245	STRPU_04810	NEMVE23125
OG0001246	STRPU_14009	NEMVE07108
OG0001247	STRPU_22721	NEMVE03420
OG0001248	STRPU_21972	NEMVE14608
OG0001249	STRPU_18988	NEMVE08338
OG0001250	STRPU_08807	NEMVE07058
OG0001251	STRPU_23397	NEMVE15250
OG0001251	STRPU_25431	NEMVE05777
OG0001252	STRPU_19076	NEMVE05179
OG0001253	STRPU_14588, STRPU_23835, STRPU_23873	NEMVE14445
OG0001254	STRPU_22240	NEMVE01446, NEMVE14277
OG0001256	STRPU_18001	NEMVE11467, NEMVE20435
OG0001261	STRPU_05296	NEMVE12600, NEMVE24381
OG0001263	STRPU_04426	NEMVE21893, NEMVE01880
OG0001264	STRPU_25388	NEMVE09188
OG0001266	STRPU_09623, STRPU_07062, STRPU_07064, STRPU_07068	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	STRPU_04944	NEMVE25606
OG0001267	STRPU_14642	NEMVE22271
OG0001268	STRPU_26888	NEMVE13796
OG0001268	STRPU_23502	NEMVE10358
OG0001270	STRPU_08488	NEMVE21909, NEMVE12078
OG0001270	STRPU_08385	NEMVE22554
OG0001271	STRPU_13643, STRPU_02421	NEMVE16016, NEMVE12266
OG0001272	STRPU_15049	NEMVE24865
OG0001273	STRPU_26636	NEMVE06058
OG0001274	STRPU_20009	NEMVE24783
OG0001275	STRPU_16983	NEMVE02957
OG0001276	STRPU_05244	NEMVE24658
OG0001277	STRPU_26594, STRPU_26595, STRPU_26591, STRPU_26592, STRPU_26593	NEMVE08949
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453	NEMVE22456
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	NEMVE06730
OG0001280	STRPU_26559	NEMVE15111, NEMVE13261
OG0001282	STRPU_11958, STRPU_01619	NEMVE13494
OG0001284	STRPU_00110, STRPU_13473	NEMVE15039
OG0001284	STRPU_26961	NEMVE12745, NEMVE19495
OG0001285	STRPU_09952, STRPU_09975	NEMVE07034
OG0001286	STRPU_12903	NEMVE08364
OG0001287	STRPU_05909	NEMVE13851
OG0001288	STRPU_26804	NEMVE20273
OG0001290	STRPU_26728	NEMVE22813, NEMVE07506
OG0001291	STRPU_04348	NEMVE25091
OG0001293	STRPU_14547	NEMVE24929
OG0001294	STRPU_21633	NEMVE10810
OG0001295	STRPU_21991	NEMVE10114
OG0001296	STRPU_21312	NEMVE10339
OG0001297	STRPU_12690	NEMVE03104
OG0001300	STRPU_00543, STRPU_15986	NEMVE10660
OG0001302	STRPU_18961, STRPU_18975	NEMVE13962, NEMVE18411
OG0001302	STRPU_14524	NEMVE17610
OG0001303	STRPU_16572, STRPU_18203, STRPU_07723, STRPU_13844	NEMVE22969
OG0001304	STRPU_26082	NEMVE01937
OG0001305	STRPU_20309	NEMVE06825
OG0001306	STRPU_19063	NEMVE16218
OG0001306	STRPU_20137	NEMVE08625
OG0001308	STRPU_04711	NEMVE06230
OG0001309	STRPU_25014, STRPU_25016	NEMVE23002, NEMVE18542
OG0001310	STRPU_21314	NEMVE22452
OG0001310	STRPU_15962, STRPU_00518	NEMVE14637
OG0001311	STRPU_10949, STRPU_00838, STRPU_14082	NEMVE05964, NEMVE03793
OG0001312	STRPU_18010, STRPU_24489, STRPU_17750	NEMVE14791, NEMVE14787
OG0001314	STRPU_17673, STRPU_17675	NEMVE24317
OG0001317	STRPU_23522	NEMVE01591
OG0001317	STRPU_17298, STRPU_17302	NEMVE13378
OG0001318	STRPU_12148, STRPU_12116	NEMVE22575
OG0001318	STRPU_17591	NEMVE14651
OG0001319	STRPU_06818	NEMVE01465
OG0001320	STRPU_26137, STRPU_26135	NEMVE10295
OG0001320	STRPU_21063	NEMVE25688
OG0001321	STRPU_22556	NEMVE21741, NEMVE15029
OG0001322	STRPU_12583	NEMVE14406
OG0001322	STRPU_21322	NEMVE05068, NEMVE21787
OG0001323	STRPU_20541	NEMVE17138
OG0001324	STRPU_25173	NEMVE19268, NEMVE11187
OG0001326	STRPU_10219	NEMVE14355
OG0001327	STRPU_24460	NEMVE09298
OG0001327	STRPU_23965, STRPU_23941	NEMVE15997
OG0001329	STRPU_23801	NEMVE06386
OG0001330	STRPU_14416, STRPU_14419, STRPU_14445	NEMVE14535
OG0001331	STRPU_10147, STRPU_10085, STRPU_10148	NEMVE23983
OG0001332	STRPU_19163	NEMVE10338
OG0001335	STRPU_26922	NEMVE06061
OG0001337	STRPU_26821	NEMVE11126
OG0001337	STRPU_19080	NEMVE05602
OG0001339	STRPU_10027	NEMVE21011
OG0001339	STRPU_07160, STRPU_07161	NEMVE25120
OG0001344	STRPU_04822, STRPU_00738	NEMVE22371
OG0001345	STRPU_23708	NEMVE15150
OG0001348	STRPU_06494	NEMVE25188
OG0001349	STRPU_00360, STRPU_11023, STRPU_06149, STRPU_06147, STRPU_06382, STRPU_11314, STRPU_11296	NEMVE17568
OG0001350	STRPU_00173, STRPU_18483	NEMVE13044
OG0001351	STRPU_05960, STRPU_05959	NEMVE17590
OG0001352	STRPU_08735, STRPU_01435	NEMVE14525, NEMVE21813
OG0001353	STRPU_21554	NEMVE14778
OG0001353	STRPU_00577, STRPU_07545	NEMVE14645
OG0001354	STRPU_03356	NEMVE15993
OG0001354	STRPU_18322, STRPU_01125	NEMVE15994, NEMVE05871
OG0001355	STRPU_09877	NEMVE14405
OG0001356	STRPU_23614	NEMVE04630
OG0001357	STRPU_20969	NEMVE07199
OG0001358	STRPU_17593, STRPU_17592	NEMVE11838
OG0001360	STRPU_04824, STRPU_00740, STRPU_04909	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001362	STRPU_08359	NEMVE13199
OG0001363	STRPU_20296	NEMVE24406
OG0001364	STRPU_10674, STRPU_00565	NEMVE25546, NEMVE21006
OG0001367	STRPU_24795	NEMVE10311
OG0001368	STRPU_21464	NEMVE07089, NEMVE22569, NEMVE25218, NEMVE04773, NEMVE01407
OG0001369	STRPU_23738	NEMVE07342
OG0001370	STRPU_22194	NEMVE16952
OG0001370	STRPU_15723	NEMVE14662
OG0001371	STRPU_08143, STRPU_02082, STRPU_09113	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	STRPU_19138	NEMVE14621, NEMVE12678
OG0001372	STRPU_25409, STRPU_25404	NEMVE24235
OG0001373	STRPU_08670	NEMVE13198
OG0001375	STRPU_07312	NEMVE21718, NEMVE18400
OG0001375	STRPU_07355	NEMVE06380
OG0001376	STRPU_03703	NEMVE14506
OG0001377	STRPU_10185	NEMVE18187, NEMVE00630, NEMVE23910
OG0001378	STRPU_09539	NEMVE14996
OG0001379	STRPU_06776, STRPU_06758	NEMVE14262
OG0001380	STRPU_05457	NEMVE10957
OG0001381	STRPU_27173, STRPU_27171	NEMVE08816
OG0001382	STRPU_12913, STRPU_12914	NEMVE18444
OG0001383	STRPU_19391	NEMVE09447
OG0001384	STRPU_06439	NEMVE03030
OG0001389	STRPU_05345	NEMVE07341
OG0001394	STRPU_05211	NEMVE08699
OG0001395	STRPU_17938	NEMVE10872, NEMVE02945
OG0001397	STRPU_09545	NEMVE22946
OG0001397	STRPU_10313	NEMVE25397
OG0001398	STRPU_20006, STRPU_20005, STRPU_20002, STRPU_20003	NEMVE01787
OG0001399	STRPU_26081	NEMVE23382
OG0001401	STRPU_05958, STRPU_23021, STRPU_00894	NEMVE23498
OG0001402	STRPU_02223, STRPU_15580	NEMVE22752
OG0001403	STRPU_14874, STRPU_14258	NEMVE08195
OG0001404	STRPU_09258	NEMVE25280
OG0001404	STRPU_10986, STRPU_00324	NEMVE13694
OG0001405	STRPU_25512	NEMVE25349
OG0001405	STRPU_02778	NEMVE08567
OG0001406	STRPU_06123	NEMVE18633, NEMVE16331
OG0001408	STRPU_00756, STRPU_19811	NEMVE25885
OG0001409	STRPU_03382	NEMVE14897
OG0001410	STRPU_05515	NEMVE03165
OG0001410	STRPU_25411	NEMVE24971
OG0001411	STRPU_05251, STRPU_05267	NEMVE25920
OG0001412	STRPU_09369	NEMVE19652
OG0001413	STRPU_14983, STRPU_14952	NEMVE06553, NEMVE06540
OG0001413	STRPU_26501	NEMVE20094
OG0001414	STRPU_21522	NEMVE11734
OG0001415	STRPU_14239	NEMVE14658
OG0001415	STRPU_06370, STRPU_06372, STRPU_06371, STRPU_06373	NEMVE03240
OG0001416	STRPU_10614	NEMVE10436
OG0001417	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122, STRPU_26260	NEMVE02519
OG0001418	STRPU_01132, STRPU_01131, STRPU_18315	NEMVE12090, NEMVE01985
OG0001419	STRPU_21660, STRPU_21725	NEMVE05935
OG0001420	STRPU_20535	NEMVE16749
OG0001421	STRPU_20976	NEMVE00612
OG0001422	STRPU_17021	NEMVE07209
OG0001423	STRPU_20339	NEMVE08632
OG0001424	STRPU_22200	NEMVE01171
OG0001424	STRPU_24308	NEMVE19994, NEMVE02440
OG0001425	STRPU_15993	NEMVE19543, NEMVE14280
OG0001426	STRPU_10439	NEMVE08760
OG0001427	STRPU_07408	NEMVE15208
OG0001428	STRPU_11278, STRPU_11240	NEMVE21876
OG0001430	STRPU_21288	NEMVE13108
OG0001431	STRPU_22263	NEMVE23887
OG0001432	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413	NEMVE01898
OG0001433	STRPU_07230, STRPU_07255	NEMVE06558
OG0001434	STRPU_17872	NEMVE01045
OG0001437	STRPU_25775, STRPU_25792	NEMVE13628
OG0001439	STRPU_03360, STRPU_03364	NEMVE06751
OG0001439	STRPU_03366, STRPU_03358, STRPU_03361, STRPU_03367	NEMVE03395
OG0001440	STRPU_25215	NEMVE03715
OG0001445	STRPU_16668, STRPU_16697	NEMVE05296
OG0001446	STRPU_15539, STRPU_15538, STRPU_23259, STRPU_23309, STRPU_23307	NEMVE13345, NEMVE13458
OG0001447	STRPU_20657, STRPU_20658	NEMVE05648
OG0001448	STRPU_11358, STRPU_11357	NEMVE00791, NEMVE02092, NEMVE15574, NEMVE00572, NEMVE07132, NEMVE13653
OG0001448	STRPU_23143, STRPU_23144	NEMVE01793
OG0001449	STRPU_07648	NEMVE14841, NEMVE20272
OG0001449	STRPU_25089	NEMVE13482, NEMVE00941
OG0001450	STRPU_23594	NEMVE00959
OG0001451	STRPU_14371	NEMVE07224
OG0001451	STRPU_17131	NEMVE13777
OG0001452	STRPU_26368	NEMVE10972
OG0001453	STRPU_24736, STRPU_08563, STRPU_24734	NEMVE09283
OG0001454	STRPU_05151	NEMVE14180
OG0001455	STRPU_18159	NEMVE14951
OG0001456	STRPU_27191, STRPU_27192, STRPU_27208	NEMVE11079, NEMVE05799
OG0001459	STRPU_12776, STRPU_02363	NEMVE25233, NEMVE00289
OG0001460	STRPU_06222, STRPU_06201	NEMVE00841, NEMVE16041
OG0001460	STRPU_04118	NEMVE07626
OG0001462	STRPU_21227, STRPU_21226, STRPU_21225	NEMVE11473
OG0001463	STRPU_25835, STRPU_25655, STRPU_25656	NEMVE09388, NEMVE13964
OG0001464	STRPU_25177	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	STRPU_11188	NEMVE09463, NEMVE09468, NEMVE01540
OG0001466	STRPU_07749	NEMVE11395
OG0001466	STRPU_04674	NEMVE24631
OG0001467	STRPU_19577	NEMVE05171
OG0001467	STRPU_05130, STRPU_05054	NEMVE09380
OG0001468	STRPU_25091	NEMVE03519
OG0001469	STRPU_10391	NEMVE13119
OG0001469	STRPU_17361, STRPU_17345	NEMVE05710
OG0001470	STRPU_02226, STRPU_15577	NEMVE01457
OG0001471	STRPU_15869, STRPU_15821, STRPU_15822, STRPU_15823, STRPU_15870	NEMVE23465
OG0001471	STRPU_13019	NEMVE23668
OG0001472	STRPU_27210, STRPU_27194	NEMVE05967
OG0001472	STRPU_25563, STRPU_00832	NEMVE23386
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	NEMVE12413
OG0001474	STRPU_13493	NEMVE07106
OG0001474	STRPU_08774	NEMVE03081, NEMVE10570
OG0001475	STRPU_11303, STRPU_11319, STRPU_11092	NEMVE23631
OG0001476	STRPU_17798	NEMVE10280, NEMVE10281
OG0001477	STRPU_08542, STRPU_08540, STRPU_08539, STRPU_08541	NEMVE12181, NEMVE14548
OG0001479	STRPU_19441	NEMVE06797, NEMVE06784
OG0001480	STRPU_24164	NEMVE16556
OG0001482	STRPU_14389	NEMVE13241
OG0001483	STRPU_14650, STRPU_06785	NEMVE23590
OG0001484	STRPU_13892, STRPU_23212, STRPU_23225	NEMVE23070
OG0001485	STRPU_26365	NEMVE05976
OG0001486	STRPU_11997, STRPU_01663	NEMVE22710
OG0001487	STRPU_26331	NEMVE08786
OG0001488	STRPU_13616	NEMVE04737
OG0001488	STRPU_13615, STRPU_02447	NEMVE02146
OG0001489	STRPU_18782	NEMVE23571, NEMVE21444
OG0001492	STRPU_14187	NEMVE17956
OG0001493	STRPU_04271, STRPU_11257, STRPU_12294	NEMVE14619
OG0001495	STRPU_23172	NEMVE15483
OG0001496	STRPU_09305, STRPU_09648, STRPU_09646	NEMVE13319
OG0001500	STRPU_06633	NEMVE07759
OG0001502	STRPU_12987	NEMVE23663
OG0001502	STRPU_08256	NEMVE06315
OG0001503	STRPU_26383	NEMVE13535
OG0001503	STRPU_08277	NEMVE15019
OG0001504	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973	NEMVE10459
OG0001505	STRPU_11360	NEMVE14234
