Orthogroup	STRPU_ok	HELIO_ok
OG0000460	STRPU_05282	HELIO_10718
OG0000460	STRPU_00443, STRPU_13702	HELIO_07052
OG0000460	STRPU_23366	HELIO_06887
OG0000460	STRPU_18478, STRPU_18435	HELIO_12666
OG0000460	STRPU_13727	HELIO_06510
OG0000460	STRPU_13123, STRPU_02568	HELIO_05059, HELIO_02510
OG0000461	STRPU_22427	HELIO_02414
OG0000461	STRPU_14492	HELIO_03731
OG0000463	STRPU_13114, STRPU_13087	HELIO_09937
OG0000463	STRPU_24320	HELIO_06144, HELIO_06234
OG0000463	STRPU_27309	HELIO_08661
OG0000465	STRPU_07200	HELIO_12789
OG0000465	STRPU_10825	HELIO_10139
OG0000465	STRPU_10953, STRPU_10955	HELIO_11678
OG0000465	STRPU_11381, STRPU_10951	HELIO_09371
OG0000465	STRPU_11380, STRPU_11379	HELIO_05329
OG0000465	STRPU_11375	HELIO_05615
OG0000465	STRPU_10828	HELIO_03094
OG0000466	STRPU_14250, STRPU_06849, STRPU_06848	HELIO_07058
OG0000466	STRPU_17536, STRPU_13571, STRPU_01590, STRPU_13167, STRPU_13148, STRPU_13147, STRPU_13168, STRPU_13146, STRPU_13149, STRPU_13169	HELIO_06415
OG0000466	STRPU_23720, STRPU_23721	HELIO_06388
OG0000467	STRPU_23158	HELIO_10923
OG0000468	STRPU_14586, STRPU_14584, STRPU_14583, STRPU_14585	HELIO_10281
OG0000468	STRPU_12712, STRPU_12711	HELIO_03768
OG0000468	STRPU_15078	HELIO_09960
OG0000469	STRPU_23215, STRPU_23221	HELIO_06536
OG0000469	STRPU_26522	HELIO_02957
OG0000470	STRPU_21506	HELIO_04201
OG0000471	STRPU_04284	HELIO_11076
OG0000472	STRPU_04400	HELIO_02168
OG0000472	STRPU_14561	HELIO_06783
OG0000473	STRPU_11774, STRPU_11776, STRPU_11775, STRPU_11770, STRPU_11769	HELIO_02691
OG0000473	STRPU_12358, STRPU_12355	HELIO_04547
OG0000473	STRPU_07336, STRPU_07334, STRPU_07339, STRPU_07343, STRPU_12220, STRPU_07338, STRPU_07341, STRPU_00699, STRPU_07857, STRPU_07858	HELIO_04615
OG0000473	STRPU_09283	HELIO_02800
OG0000473	STRPU_01281, STRPU_18224	HELIO_04395
OG0000473	STRPU_24862, STRPU_26869, STRPU_26868	HELIO_06620
OG0000474	STRPU_22424	HELIO_07485
OG0000474	STRPU_23394	HELIO_10673
OG0000475	STRPU_25083	HELIO_10255
OG0000476	STRPU_20170	HELIO_11845
OG0000476	STRPU_20169	HELIO_05685
OG0000476	STRPU_19628, STRPU_19687	HELIO_05620
OG0000477	STRPU_15536	HELIO_09602
OG0000477	STRPU_14774, STRPU_02549	HELIO_12771
OG0000478	STRPU_01166, STRPU_18289	HELIO_07629
OG0000478	STRPU_22730, STRPU_00714	HELIO_02718
OG0000479	STRPU_17435	HELIO_08760
OG0000479	STRPU_14315	HELIO_02948
OG0000480	STRPU_11000, STRPU_00339, STRPU_11321	HELIO_05557
OG0000480	STRPU_00362, STRPU_11025	HELIO_08414
OG0000481	STRPU_14885	HELIO_12216
OG0000481	STRPU_19958, STRPU_01189	HELIO_11178
OG0000481	STRPU_04460	HELIO_09259
OG0000482	STRPU_20466	HELIO_10091
OG0000482	STRPU_21122	HELIO_11214
OG0000484	STRPU_19234	HELIO_05916
OG0000485	STRPU_13289, STRPU_13296	HELIO_02562
OG0000485	STRPU_03873	HELIO_07054
OG0000486	STRPU_20016	HELIO_11461
OG0000486	STRPU_08732	HELIO_06172
OG0000487	STRPU_21236	HELIO_06499
OG0000487	STRPU_09230, STRPU_02195	HELIO_07290
OG0000488	STRPU_21579, STRPU_09666	HELIO_02611
OG0000489	STRPU_24241, STRPU_01065	HELIO_08415, HELIO_01112
OG0000490	STRPU_19396, STRPU_19397	HELIO_06690
OG0000491	STRPU_04966	HELIO_02841, HELIO_11924
OG0000494	STRPU_15055	HELIO_07387
OG0000495	STRPU_05984	HELIO_03281
OG0000495	STRPU_14646	HELIO_12758
OG0000496	STRPU_01872, STRPU_25187	HELIO_09084
OG0000496	STRPU_25443	HELIO_11493
OG0000497	STRPU_14149, STRPU_14171	HELIO_03655
OG0000498	STRPU_25913	HELIO_08706
OG0000499	STRPU_21743, STRPU_21679	HELIO_09553
OG0000501	STRPU_13199, STRPU_13201, STRPU_13200	HELIO_09762
OG0000501	STRPU_13353, STRPU_13349, STRPU_13352, STRPU_13351, STRPU_13348	HELIO_11526
OG0000501	STRPU_00604, STRPU_24511, STRPU_24509, STRPU_04537, STRPU_04519, STRPU_00603, STRPU_24513, STRPU_24508, STRPU_24507, STRPU_24505, STRPU_24504, STRPU_24506	HELIO_01592
OG0000501	STRPU_24510	HELIO_04898
OG0000501	STRPU_24688, STRPU_24704, STRPU_24687, STRPU_24705	HELIO_07352
OG0000502	STRPU_00355, STRPU_11010, STRPU_00349, STRPU_11177, STRPU_11017	HELIO_11746
OG0000502	STRPU_11090, STRPU_11088, STRPU_11089, STRPU_11091	HELIO_05573
OG0000502	STRPU_02327, STRPU_12746, STRPU_02329, STRPU_12744, STRPU_02325, STRPU_02322, STRPU_12741, STRPU_12740, STRPU_17756, STRPU_12176, STRPU_12134, STRPU_12133, STRPU_12745	HELIO_04221
OG0000502	STRPU_02326, STRPU_11768, STRPU_11459	HELIO_11631
OG0000503	STRPU_12805	HELIO_03761
OG0000503	STRPU_12804	HELIO_01577
OG0000503	STRPU_19380	HELIO_01283
OG0000504	STRPU_13814	HELIO_08107
OG0000505	STRPU_21978	HELIO_05319
OG0000506	STRPU_06642	HELIO_11106
OG0000508	STRPU_13773	HELIO_04860
OG0000508	STRPU_22049	HELIO_10897
OG0000510	STRPU_20272, STRPU_20279	HELIO_05326, HELIO_00614
OG0000510	STRPU_23102	HELIO_06648
OG0000511	STRPU_10354	HELIO_04224
OG0000513	STRPU_04475	HELIO_01687
OG0000514	STRPU_08933	HELIO_07204
OG0000515	STRPU_19518	HELIO_01437
OG0000515	STRPU_19751, STRPU_19749	HELIO_00462
OG0000515	STRPU_26585, STRPU_26583	HELIO_00094
OG0000516	STRPU_13037, STRPU_13043, STRPU_13061, STRPU_13049, STRPU_13035, STRPU_12407, STRPU_13039, STRPU_13036, STRPU_13038, STRPU_13063, STRPU_25368	HELIO_04523
OG0000519	STRPU_14240	HELIO_03762
OG0000519	STRPU_14241	HELIO_07021
OG0000519	STRPU_14500, STRPU_14509, STRPU_14503, STRPU_14505	HELIO_05761
OG0000519	STRPU_02530, STRPU_15149	HELIO_00935
OG0000520	STRPU_15354	HELIO_02641
OG0000520	STRPU_02843, STRPU_02884, STRPU_02842	HELIO_10311
OG0000521	STRPU_08500	HELIO_11507
OG0000521	STRPU_20675	HELIO_07126
OG0000522	STRPU_09848	HELIO_08815
OG0000522	STRPU_09558	HELIO_12218
OG0000522	STRPU_09785	HELIO_08208
OG0000523	STRPU_24945	HELIO_12547
OG0000523	STRPU_24944	HELIO_01413
OG0000524	STRPU_04273	HELIO_03929
OG0000525	STRPU_19423	HELIO_03718
OG0000525	STRPU_08644	HELIO_00389
OG0000526	STRPU_05140, STRPU_05065	HELIO_00348
OG0000526	STRPU_05139, STRPU_05064	HELIO_11593
OG0000527	STRPU_25067	HELIO_07197
OG0000528	STRPU_10713	HELIO_11004
OG0000528	STRPU_21360	HELIO_07368
OG0000528	STRPU_23137	HELIO_07025
OG0000530	STRPU_19193	HELIO_07741, HELIO_07742
OG0000531	STRPU_22799, STRPU_01959	HELIO_10915
OG0000531	STRPU_08418	HELIO_02220
OG0000532	STRPU_21297	HELIO_04439, HELIO_05643
OG0000532	STRPU_21298	HELIO_00054
OG0000534	STRPU_00112	HELIO_09230
OG0000534	STRPU_13181	HELIO_00845, HELIO_05373
OG0000534	STRPU_01453, STRPU_08723	HELIO_12243
OG0000535	STRPU_26923	HELIO_10664
OG0000535	STRPU_22164, STRPU_22159	HELIO_04341
OG0000536	STRPU_22972	HELIO_11356
OG0000536	STRPU_23973, STRPU_23949, STRPU_23210, STRPU_23751, STRPU_23209	HELIO_06821
OG0000536	STRPU_22732	HELIO_07963
OG0000536	STRPU_22572, STRPU_22583, STRPU_22574	HELIO_10995
OG0000537	STRPU_06545, STRPU_06553	HELIO_02446
OG0000537	STRPU_06546	HELIO_01622
OG0000538	STRPU_13554	HELIO_11897, HELIO_11896
OG0000541	STRPU_08237	HELIO_00142
OG0000541	STRPU_12096	HELIO_00062
OG0000542	STRPU_05583, STRPU_05643	HELIO_02332
OG0000542	STRPU_21969	HELIO_03023
OG0000544	STRPU_05321, STRPU_05322	HELIO_03555
OG0000544	STRPU_01164, STRPU_18291	HELIO_03657
OG0000544	STRPU_04548	HELIO_09959
OG0000545	STRPU_21165, STRPU_21157	HELIO_00292
OG0000545	STRPU_07091, STRPU_21313	HELIO_03093
OG0000547	STRPU_22678, STRPU_21964	HELIO_03987
OG0000547	STRPU_01969, STRPU_22811	HELIO_10338
OG0000548	STRPU_10337	HELIO_10743
OG0000548	STRPU_20610	HELIO_10294
OG0000548	STRPU_22797, STRPU_01956	HELIO_01580
OG0000549	STRPU_12468, STRPU_12545	HELIO_05772
OG0000550	STRPU_24490	HELIO_06574
OG0000551	STRPU_07418	HELIO_05085
OG0000552	STRPU_01962, STRPU_22803	HELIO_04288
OG0000552	STRPU_05705	HELIO_02628
OG0000553	STRPU_23171	HELIO_12654
OG0000553	STRPU_03995, STRPU_03988	HELIO_00441
OG0000553	STRPU_09287	HELIO_00012
OG0000554	STRPU_16675, STRPU_16708	HELIO_09952
OG0000560	STRPU_20770	HELIO_06436
OG0000560	STRPU_20919	HELIO_09240
OG0000560	STRPU_23742	HELIO_05887
OG0000561	STRPU_21549	HELIO_11408
OG0000562	STRPU_25528	HELIO_12786
OG0000564	STRPU_21576, STRPU_00279	HELIO_00066
OG0000564	STRPU_20975	HELIO_11739
OG0000565	STRPU_12091, STRPU_12090, STRPU_26877	HELIO_05432
OG0000566	STRPU_22145	HELIO_06134, HELIO_05991
OG0000566	STRPU_14680	HELIO_09539
OG0000567	STRPU_20922, STRPU_20921	HELIO_10257
OG0000567	STRPU_26517	HELIO_10335
OG0000567	STRPU_18559	HELIO_10328
OG0000568	STRPU_03574, STRPU_03669	HELIO_04620
OG0000568	STRPU_20643, STRPU_23177, STRPU_12423	HELIO_04669
OG0000569	STRPU_18127, STRPU_18130	HELIO_07652
OG0000569	STRPU_21438, STRPU_18131	HELIO_07414
OG0000569	STRPU_18126, STRPU_18128	HELIO_03504
OG0000569	STRPU_27168, STRPU_27167, STRPU_27164, STRPU_27163, STRPU_27169	HELIO_07223
OG0000569	STRPU_21052	HELIO_04797
OG0000570	STRPU_23861, STRPU_23825	HELIO_04526
OG0000570	STRPU_23826, STRPU_23863	HELIO_11396
OG0000570	STRPU_23858, STRPU_23822	HELIO_11398
OG0000570	STRPU_23816, STRPU_23850	HELIO_11795
OG0000572	STRPU_21193	HELIO_10251
OG0000573	STRPU_11052, STRPU_00392	HELIO_11819
OG0000573	STRPU_27100, STRPU_27089	HELIO_09237
OG0000574	STRPU_00802, STRPU_19767	HELIO_05765
OG0000575	STRPU_15788	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888
OG0000576	STRPU_23119	HELIO_04420
OG0000577	STRPU_17434	HELIO_10810
OG0000577	STRPU_11943, STRPU_11903, STRPU_11902, STRPU_11942	HELIO_00741
OG0000577	STRPU_17320, STRPU_17331, STRPU_17318	HELIO_01085
OG0000577	STRPU_22685	HELIO_01868
OG0000577	STRPU_22709, STRPU_00692, STRPU_22708	HELIO_07950
OG0000578	STRPU_21618	HELIO_04018
OG0000579	STRPU_23503	HELIO_08075
OG0000580	STRPU_24720	HELIO_08390, HELIO_08391
OG0000580	STRPU_12039, STRPU_01257, STRPU_12038	HELIO_00767
OG0000581	STRPU_21308	HELIO_07650
OG0000581	STRPU_21309	HELIO_00377
OG0000582	STRPU_19500	HELIO_05267
OG0000583	STRPU_17032, STRPU_01798	HELIO_06801
OG0000584	STRPU_19344, STRPU_19222	HELIO_06413, HELIO_12134
OG0000585	STRPU_22740, STRPU_01894	HELIO_01503
OG0000586	STRPU_11843	HELIO_10402
OG0000587	STRPU_06588	HELIO_08335
OG0000587	STRPU_21487, STRPU_21496	HELIO_02916
OG0000588	STRPU_00676, STRPU_18950	HELIO_06031
OG0000588	STRPU_17075	HELIO_08850
OG0000589	STRPU_13052	HELIO_05352
OG0000590	STRPU_25115	HELIO_04845
OG0000590	STRPU_25616	HELIO_05331
OG0000591	STRPU_08932	HELIO_00717
OG0000591	STRPU_06603	HELIO_09984
OG0000592	STRPU_16888	HELIO_11966
OG0000592	STRPU_15820, STRPU_15868	HELIO_10886
OG0000593	STRPU_09183, STRPU_02152	HELIO_01727
OG0000594	STRPU_12480	HELIO_10206
OG0000594	STRPU_23518	HELIO_09059
OG0000596	STRPU_00019	HELIO_01408
OG0000596	STRPU_05703	HELIO_01409
OG0000597	STRPU_14406	HELIO_02513
OG0000597	STRPU_22530	HELIO_06072
OG0000599	STRPU_26397	HELIO_06692
OG0000599	STRPU_27034	HELIO_02412
OG0000599	STRPU_26870	HELIO_05732
OG0000599	STRPU_01860, STRPU_03970	HELIO_00280
OG0000600	STRPU_18063	HELIO_06427
OG0000600	STRPU_00672, STRPU_18954	HELIO_09191
OG0000601	STRPU_16081	HELIO_00228
OG0000601	STRPU_16088, STRPU_16087	HELIO_06365
OG0000602	STRPU_06890, STRPU_06914	HELIO_08958
OG0000602	STRPU_06715	HELIO_03692
OG0000603	STRPU_00284, STRPU_21569	HELIO_08442
OG0000604	STRPU_20713	HELIO_10843, HELIO_10844
OG0000607	STRPU_01642, STRPU_11978	HELIO_06937
OG0000608	STRPU_05642, STRPU_05582	HELIO_04490
OG0000609	STRPU_24853	HELIO_02166
OG0000609	STRPU_24616	HELIO_01095
OG0000610	STRPU_27140, STRPU_27141	HELIO_08233
OG0000610	STRPU_19602	HELIO_08205
OG0000611	STRPU_05045, STRPU_05119	HELIO_03068
OG0000611	STRPU_26016	HELIO_06952
OG0000612	STRPU_09717, STRPU_09761	HELIO_12611
OG0000612	STRPU_26031	HELIO_07229
OG0000613	STRPU_24692, STRPU_24700	HELIO_03222
OG0000613	STRPU_26787	HELIO_12531
OG0000614	STRPU_25312	HELIO_08984
OG0000614	STRPU_21878	HELIO_11672
OG0000615	STRPU_06171	HELIO_02362
OG0000616	STRPU_03576	HELIO_12592
OG0000617	STRPU_22397	HELIO_02152
OG0000618	STRPU_17394, STRPU_17402, STRPU_07199	HELIO_09707
OG0000619	STRPU_06659	HELIO_07452, HELIO_07453
OG0000621	STRPU_20609	HELIO_00303
OG0000621	STRPU_17540, STRPU_17541	HELIO_09086
OG0000621	STRPU_21491, STRPU_21501	HELIO_09806
OG0000622	STRPU_17169, STRPU_04373	HELIO_01403
OG0000623	STRPU_07960, STRPU_07951	HELIO_01153
OG0000623	STRPU_00318	HELIO_01575
OG0000624	STRPU_02433	HELIO_12110
OG0000624	STRPU_13328	HELIO_04396
OG0000624	STRPU_26382	HELIO_02075
OG0000625	STRPU_03700	HELIO_10043
OG0000625	STRPU_02905	HELIO_12510
OG0000626	STRPU_24334	HELIO_08657, HELIO_08658
OG0000627	STRPU_03283, STRPU_03246	HELIO_01431
OG0000628	STRPU_07211	HELIO_07284
OG0000629	STRPU_19527	HELIO_03651
OG0000629	STRPU_11562	HELIO_10813
OG0000629	STRPU_11888, STRPU_11933	HELIO_09172
OG0000630	STRPU_00426	HELIO_03896, HELIO_04098
OG0000633	STRPU_21010	HELIO_05275
OG0000633	STRPU_25151	HELIO_11901
OG0000633	STRPU_25150	HELIO_00334
OG0000634	STRPU_00599	HELIO_04856
OG0000634	STRPU_05655, STRPU_05658	HELIO_00330
OG0000634	STRPU_05659	HELIO_04828
OG0000634	STRPU_00600	HELIO_05700
OG0000634	STRPU_24951, STRPU_24950	HELIO_04832
OG0000635	STRPU_25070	HELIO_12781
OG0000636	STRPU_09946	HELIO_06623, HELIO_05388
OG0000637	STRPU_20362	HELIO_11151
OG0000638	STRPU_16890, STRPU_23957, STRPU_17471, STRPU_17454	HELIO_04881
OG0000638	STRPU_23958, STRPU_23932, STRPU_14026	HELIO_07357
OG0000638	STRPU_17232	HELIO_07420
OG0000639	STRPU_27017	HELIO_03049, HELIO_03048
OG0000639	STRPU_25405	HELIO_09484
OG0000642	STRPU_04607, STRPU_04606	HELIO_06112
OG0000642	STRPU_04846	HELIO_06155
OG0000643	STRPU_14556	HELIO_10380
OG0000645	STRPU_25221	HELIO_03716
OG0000645	STRPU_22046	HELIO_08748
OG0000646	STRPU_11448	HELIO_00539
OG0000646	STRPU_25760	HELIO_03107
OG0000647	STRPU_09897	HELIO_01252
OG0000647	STRPU_06712	HELIO_01414
OG0000648	STRPU_00211	HELIO_05483
OG0000648	STRPU_25924	HELIO_02387
OG0000649	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415	HELIO_06593
OG0000650	STRPU_24960	HELIO_09037, HELIO_09036
OG0000651	STRPU_22117	HELIO_06636
OG0000652	STRPU_21926	HELIO_05827
OG0000654	STRPU_25001	HELIO_03848
OG0000656	STRPU_21034	HELIO_04158, HELIO_03877
OG0000657	STRPU_17299, STRPU_17301	HELIO_00368
OG0000657	STRPU_22434	HELIO_07143
OG0000657	STRPU_00184, STRPU_17300	HELIO_10387
OG0000658	STRPU_18794	HELIO_03521
OG0000658	STRPU_13056, STRPU_13058, STRPU_25438, STRPU_13017, STRPU_13827, STRPU_15682, STRPU_12629, STRPU_03579, STRPU_15684, STRPU_13020, STRPU_17803, STRPU_13054, STRPU_12354, STRPU_12626, STRPU_15687, STRPU_15685, STRPU_13069, STRPU_13080, STRPU_13021, STRPU_03578, STRPU_15662, STRPU_15664, STRPU_12628	HELIO_05236
OG0000660	STRPU_13999	HELIO_01158
OG0000660	STRPU_02267, STRPU_17655	HELIO_12701
OG0000662	STRPU_09696, STRPU_09739	HELIO_05920
OG0000663	STRPU_08014	HELIO_09383
OG0000663	STRPU_19333	HELIO_07980
OG0000664	STRPU_23931	HELIO_01686
OG0000664	STRPU_24936	HELIO_03266
OG0000665	STRPU_26452	HELIO_07542
OG0000667	STRPU_26587	HELIO_04498
OG0000667	STRPU_26589	HELIO_09789
OG0000667	STRPU_27308	HELIO_07844
OG0000667	STRPU_26568	HELIO_00177
OG0000670	STRPU_06883	HELIO_05028
OG0000671	STRPU_24917	HELIO_10697
OG0000672	STRPU_20779	HELIO_02468
OG0000674	STRPU_26356	HELIO_04125
OG0000674	STRPU_12631	HELIO_00323
OG0000675	STRPU_13877, STRPU_13866	HELIO_05909
OG0000675	STRPU_10967, STRPU_10930	HELIO_04780
OG0000675	STRPU_10541, STRPU_04200, STRPU_04240	HELIO_02721
OG0000675	STRPU_16651	HELIO_12589
OG0000675	STRPU_06154	HELIO_04711
OG0000676	STRPU_24012	HELIO_11959
OG0000676	STRPU_06999	HELIO_04321
OG0000678	STRPU_08255	HELIO_03849, HELIO_07287
OG0000680	STRPU_08041	HELIO_05397
OG0000680	STRPU_07455	HELIO_06924
OG0000680	STRPU_07456	HELIO_00172
OG0000680	STRPU_07476	HELIO_00682
OG0000681	STRPU_05744	HELIO_09932
OG0000681	STRPU_12569	HELIO_01469
OG0000681	STRPU_12568	HELIO_03320
OG0000682	STRPU_09978, STRPU_09955	HELIO_03672
OG0000683	STRPU_06350	HELIO_12315
OG0000683	STRPU_18850	HELIO_10017
OG0000684	STRPU_25416	HELIO_08779
OG0000685	STRPU_08752, STRPU_01415, STRPU_12322	HELIO_03080, HELIO_03079
OG0000689	STRPU_07940, STRPU_19567, STRPU_15739, STRPU_11347, STRPU_03589	HELIO_08770, HELIO_07540
OG0000690	STRPU_08035	HELIO_00922
OG0000690	STRPU_17155	HELIO_02624
OG0000690	STRPU_18294, STRPU_01161	HELIO_05919
OG0000691	STRPU_25430	HELIO_08803
OG0000691	STRPU_24302	HELIO_03421
OG0000692	STRPU_19316, STRPU_01823	HELIO_12014
OG0000692	STRPU_15312	HELIO_02500
OG0000693	STRPU_11407	HELIO_09915
OG0000693	STRPU_19430, STRPU_19438	HELIO_07892
OG0000694	STRPU_20350	HELIO_08916
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	HELIO_05625
OG0000696	STRPU_24482	HELIO_04265
OG0000696	STRPU_21259	HELIO_06426
OG0000696	STRPU_10267, STRPU_23135	HELIO_08090
OG0000698	STRPU_21595	HELIO_09681
OG0000698	STRPU_21594	HELIO_12417
OG0000699	STRPU_06143, STRPU_06144	HELIO_11713
OG0000699	STRPU_06710	HELIO_04317
OG0000700	STRPU_16384, STRPU_16362	HELIO_10301
OG0000701	STRPU_09920	HELIO_11804
OG0000701	STRPU_09919	HELIO_02160
OG0000702	STRPU_23036, STRPU_00912	HELIO_09403
OG0000703	STRPU_04784	HELIO_02836
OG0000706	STRPU_23155	HELIO_02299
OG0000706	STRPU_11620, STRPU_01329	HELIO_07131
OG0000707	STRPU_05171	HELIO_04545
OG0000708	STRPU_18963, STRPU_18977	HELIO_04126
OG0000708	STRPU_00882, STRPU_23008	HELIO_01919
OG0000709	STRPU_20537	HELIO_07079
OG0000709	STRPU_21274, STRPU_21845	HELIO_05292
OG0000710	STRPU_25484	HELIO_04299
OG0000711	STRPU_11658, STRPU_11655	HELIO_06385
OG0000711	STRPU_12186	HELIO_01631
OG0000711	STRPU_11659	HELIO_03110
OG0000712	STRPU_05053, STRPU_05129	HELIO_10286
OG0000713	STRPU_06419, STRPU_06412	HELIO_07275
OG0000713	STRPU_12045, STRPU_01249	HELIO_11463
OG0000713	STRPU_18802	HELIO_06463
OG0000713	STRPU_00584, STRPU_07550	HELIO_00543
OG0000713	STRPU_06767	HELIO_02508
OG0000714	STRPU_10011	HELIO_05312, HELIO_05757, HELIO_04106
OG0000715	STRPU_13461	HELIO_06043
OG0000716	STRPU_17012	HELIO_06181, HELIO_07464
OG0000717	STRPU_19581	HELIO_06882
OG0000718	STRPU_04006, STRPU_04005	HELIO_08422
OG0000720	STRPU_22043	HELIO_02774
OG0000720	STRPU_22492, STRPU_22468	HELIO_01382
OG0000721	STRPU_14994, STRPU_14964	HELIO_03399
OG0000721	STRPU_17945	HELIO_06261
OG0000722	STRPU_21044	HELIO_01504
OG0000722	STRPU_20560	HELIO_05630
OG0000723	STRPU_22942	HELIO_03967
OG0000723	STRPU_23374	HELIO_05103
OG0000724	STRPU_21597	HELIO_09105
OG0000725	STRPU_19812, STRPU_00755	HELIO_00657
OG0000725	STRPU_12601	HELIO_12643
OG0000726	STRPU_13494	HELIO_04091
OG0000728	STRPU_19411	HELIO_02920
OG0000728	STRPU_10240	HELIO_07231, HELIO_05891, HELIO_06823
OG0000731	STRPU_06695	HELIO_11029
OG0000732	STRPU_06871	HELIO_08995
OG0000732	STRPU_18394	HELIO_10738
OG0000733	STRPU_21566	HELIO_03055
OG0000733	STRPU_20797	HELIO_00314
OG0000734	STRPU_20020	HELIO_05137
OG0000735	STRPU_24284	HELIO_11007
OG0000736	STRPU_21933	HELIO_10996
OG0000736	STRPU_07453, STRPU_07445	HELIO_10609
OG0000737	STRPU_09307	HELIO_05852
OG0000743	STRPU_08228	HELIO_11272
OG0000743	STRPU_08229	HELIO_06669
OG0000744	STRPU_25504	HELIO_12402
OG0000744	STRPU_25505	HELIO_04178
OG0000745	STRPU_20528	HELIO_02255
OG0000745	STRPU_20529	HELIO_11895
OG0000746	STRPU_20341	HELIO_05527
OG0000746	STRPU_20172	HELIO_05296
OG0000746	STRPU_20321	HELIO_07396
OG0000746	STRPU_20397	HELIO_03637
OG0000747	STRPU_01792, STRPU_18103	HELIO_08407
OG0000747	STRPU_01813	HELIO_11171, HELIO_00507
OG0000748	STRPU_22034	HELIO_03440
OG0000749	STRPU_21644	HELIO_00765
OG0000749	STRPU_21708	HELIO_00764
OG0000750	STRPU_04644, STRPU_04622	HELIO_00373
OG0000751	STRPU_13591, STRPU_01611	HELIO_11590
OG0000752	STRPU_10384	HELIO_01912
OG0000752	STRPU_17910	HELIO_05368
OG0000752	STRPU_19015	HELIO_02501
OG0000753	STRPU_23569	HELIO_08986
OG0000753	STRPU_03838	HELIO_11488
OG0000755	STRPU_26250	HELIO_04915
OG0000757	STRPU_14828	HELIO_03294
OG0000758	STRPU_24891	HELIO_08482, HELIO_08479
OG0000759	STRPU_25007	HELIO_08744
OG0000760	STRPU_01895, STRPU_22741	HELIO_03123
OG0000761	STRPU_19482	HELIO_06744, HELIO_05323
OG0000762	STRPU_24145	HELIO_04358
OG0000763	STRPU_26640	HELIO_12574
OG0000764	STRPU_19433, STRPU_19427	HELIO_05877
OG0000765	STRPU_20844, STRPU_20882	HELIO_01379
OG0000766	STRPU_26502	HELIO_09234
OG0000766	STRPU_12701	HELIO_02323, HELIO_06179
OG0000768	STRPU_23593	HELIO_00359
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	HELIO_08462
OG0000772	STRPU_15066	HELIO_06060
OG0000772	STRPU_25314	HELIO_07606
OG0000773	STRPU_17781	HELIO_08088
OG0000773	STRPU_11217, STRPU_11254	HELIO_11711
OG0000773	STRPU_18826	HELIO_03863
OG0000773	STRPU_25654	HELIO_11822
OG0000774	STRPU_01825, STRPU_19314	HELIO_08849
OG0000774	STRPU_09065, STRPU_02041	HELIO_04009
OG0000774	STRPU_23589	HELIO_08272
OG0000775	STRPU_21116	HELIO_06059
OG0000775	STRPU_23930	HELIO_08032
OG0000775	STRPU_07226	HELIO_04698
OG0000776	STRPU_25591	HELIO_04225
OG0000776	STRPU_07752	HELIO_09018
OG0000777	STRPU_08984	HELIO_06142
OG0000777	STRPU_08368	HELIO_04823
OG0000778	STRPU_11330	HELIO_07926
OG0000779	STRPU_20061	HELIO_11967
OG0000779	STRPU_15696	HELIO_02465
OG0000780	STRPU_21536	HELIO_08617
OG0000780	STRPU_23123	HELIO_08643
OG0000780	STRPU_18748	HELIO_08333
OG0000781	STRPU_08929, STRPU_00630	HELIO_04968
OG0000781	STRPU_17724, STRPU_17701	HELIO_03850
OG0000781	STRPU_25935	HELIO_03059
OG0000782	STRPU_27022	HELIO_03195
OG0000786	STRPU_15453	HELIO_02925
OG0000787	STRPU_04197, STRPU_04234	HELIO_09002
OG0000788	STRPU_11964, STRPU_01625	HELIO_09954
OG0000788	STRPU_26569	HELIO_02295
OG0000789	STRPU_05122, STRPU_05047	HELIO_02519
OG0000790	STRPU_22128	HELIO_01517
OG0000791	STRPU_13705, STRPU_00440	HELIO_07748
OG0000792	STRPU_25047	HELIO_05838
OG0000792	STRPU_14909	HELIO_03909
OG0000793	STRPU_26762, STRPU_26748	HELIO_04742
OG0000794	STRPU_15852, STRPU_15804	HELIO_08580
OG0000794	STRPU_16063	HELIO_07646
OG0000795	STRPU_05667	HELIO_07138
OG0000795	STRPU_05863, STRPU_03826, STRPU_03807, STRPU_05860	HELIO_05609
OG0000795	STRPU_05668	HELIO_04996
OG0000795	STRPU_05669, STRPU_05670	HELIO_00941
OG0000796	STRPU_06080	HELIO_06590
OG0000797	STRPU_04347	HELIO_10217
OG0000798	STRPU_05696	HELIO_09953
OG0000799	STRPU_09727, STRPU_09770	HELIO_12010
OG0000800	STRPU_09950, STRPU_09973	HELIO_11766
OG0000800	STRPU_07425, STRPU_15030	HELIO_01323
OG0000801	STRPU_23079, STRPU_00663	HELIO_05282
OG0000802	STRPU_18369	HELIO_00036
OG0000803	STRPU_12487, STRPU_12512	HELIO_01765
OG0000808	STRPU_00425, STRPU_23126	HELIO_08725
