Orthogroup	STRPU_ok	PFLAV
OG0000372	STRPU_15694	TCONS_00055414.p1
OG0000373	STRPU_15389	TCONS_00006362.p1
OG0000373	STRPU_08202	TCONS_00014579.p1
OG0000374	STRPU_24137	TCONS_00002547.p1
OG0000374	STRPU_04885	TCONS_00030526.p1
OG0000374	STRPU_01884, STRPU_25198	TCONS_00002546.p1
OG0000375	STRPU_08233	TCONS_00013336.p1
OG0000375	STRPU_07156	TCONS_00018857.p1, TCONS_00046009.p1
OG0000378	STRPU_18015	TCONS_00001951.p1
OG0000378	STRPU_03384	TCONS_00017780.p1
OG0000379	STRPU_14744	TCONS_00005740.p1
OG0000379	STRPU_08185	TCONS_00013597.p1
OG0000379	STRPU_08635	TCONS_00013619.p1
OG0000379	STRPU_08073	TCONS_00044694.p1
OG0000380	STRPU_22132	TCONS_00044443.p1, TCONS_00041477.p1, TCONS_00054787.p1, TCONS_00032112.p1
OG0000380	STRPU_06735, STRPU_13220	TCONS_00041135.p1
OG0000381	STRPU_22672, STRPU_21907	TCONS_00041315.p1, TCONS_00041298.p1, TCONS_00041313.p1
OG0000381	STRPU_21590, STRPU_16331, STRPU_16308, STRPU_16304, STRPU_12013, STRPU_19555	TCONS_00042122.p1
OG0000381	STRPU_06706	TCONS_00042806.p1, TCONS_00042115.p1, TCONS_00042796.p1, TCONS_00042794.p1, TCONS_00042791.p1, TCONS_00042793.p1, TCONS_00042801.p1, TCONS_00042797.p1, TCONS_00042800.p1, TCONS_00022159.p1, TCONS_00022161.p1, TCONS_00011175.p1
OG0000382	STRPU_19562	TCONS_00015915.p1
OG0000382	STRPU_22986	TCONS_00048188.p1
OG0000383	STRPU_21068, STRPU_23506, STRPU_18423, STRPU_23609	TCONS_00020670.p1
OG0000384	STRPU_09778	TCONS_00026546.p1
OG0000384	STRPU_23403, STRPU_01036	TCONS_00019959.p1
OG0000384	STRPU_04040, STRPU_04038	TCONS_00030287.p1
OG0000385	STRPU_11318, STRPU_11302, STRPU_11104, STRPU_11129, STRPU_11108, STRPU_11132, STRPU_11109, STRPU_11133	TCONS_00050815.p1
OG0000386	STRPU_12906	TCONS_00024023.p1, TCONS_00025390.p1, TCONS_00048379.p1
OG0000389	STRPU_04611, STRPU_04125	TCONS_00031058.p1
OG0000390	STRPU_14892, STRPU_15069, STRPU_15070, STRPU_15067, STRPU_15284, STRPU_14788, STRPU_18623, STRPU_08567, STRPU_08568, STRPU_14895, STRPU_14894, STRPU_14896	TCONS_00005634.p1, TCONS_00005972.p1, TCONS_00005976.p1, TCONS_00004005.p1
OG0000391	STRPU_27123	TCONS_00052772.p1
OG0000391	STRPU_09729, STRPU_09772	TCONS_00027258.p1
OG0000391	STRPU_21385	TCONS_00010176.p1
OG0000392	STRPU_19132	TCONS_00053118.p1
OG0000393	STRPU_26326	TCONS_00007376.p1
OG0000394	STRPU_18120, STRPU_17674, STRPU_17679	TCONS_00037686.p1
OG0000394	STRPU_25320	TCONS_00010526.p1
OG0000395	STRPU_01700, STRPU_02664	TCONS_00040479.p1
OG0000396	STRPU_27190, STRPU_27207	TCONS_00028693.p1
OG0000397	STRPU_10143, STRPU_10081	TCONS_00027690.p1
OG0000399	STRPU_20860, STRPU_20896	TCONS_00010744.p1
OG0000399	STRPU_07796	TCONS_00046673.p1
OG0000399	STRPU_11457, STRPU_23097	TCONS_00033335.p1
OG0000400	STRPU_18035	TCONS_00000839.p1, TCONS_00000848.p1
OG0000400	STRPU_16345, STRPU_16374	TCONS_00030227.p1
OG0000401	STRPU_14949, STRPU_14979	TCONS_00006320.p1, TCONS_00006317.p1
OG0000401	STRPU_13184	TCONS_00056947.p1
OG0000402	STRPU_09420, STRPU_01539	TCONS_00027661.p1, TCONS_00041558.p1
OG0000402	STRPU_26119, STRPU_26105, STRPU_26104, STRPU_26118	TCONS_00007774.p1, TCONS_00007776.p1, TCONS_00009297.p1, TCONS_00008069.p1, TCONS_00009298.p1, TCONS_00007087.p1, TCONS_00007773.p1, TCONS_00007089.p1
OG0000403	STRPU_17049, STRPU_17068, STRPU_17241, STRPU_17239	TCONS_00000039.p1, TCONS_00001218.p1, TCONS_00002333.p1, TCONS_00022536.p1, TCONS_00022543.p1, TCONS_00016078.p1, TCONS_00018804.p1
OG0000404	STRPU_19097	TCONS_00054293.p1
OG0000404	STRPU_18719	TCONS_00054584.p1
OG0000404	STRPU_18842	TCONS_00054292.p1
OG0000405	STRPU_27356	TCONS_00029005.p1
OG0000409	STRPU_22634, STRPU_22593	TCONS_00047639.p1, TCONS_00047634.p1, TCONS_00047635.p1, TCONS_00047642.p1, TCONS_00049330.p1, TCONS_00049333.p1, TCONS_00049000.p1
OG0000409	STRPU_09794, STRPU_09789	TCONS_00026510.p1, TCONS_00026514.p1, TCONS_00026515.p1
OG0000410	STRPU_14218, STRPU_25139, STRPU_16035, STRPU_16038, STRPU_16031	TCONS_00004782.p1, TCONS_00004786.p1, TCONS_00004790.p1, TCONS_00004788.p1, TCONS_00004785.p1, TCONS_00004794.p1
OG0000411	STRPU_16984	TCONS_00000518.p1
OG0000411	STRPU_15941, STRPU_00503	TCONS_00015591.p1
OG0000412	STRPU_04141	TCONS_00031385.p1
OG0000412	STRPU_20062	TCONS_00014987.p1, TCONS_00014980.p1, TCONS_00014982.p1, TCONS_00014985.p1
OG0000413	STRPU_21399	TCONS_00011626.p1
OG0000413	STRPU_06626	TCONS_00021738.p1
OG0000414	STRPU_07692	TCONS_00000789.p1
OG0000415	STRPU_05911	TCONS_00043133.p1, TCONS_00042615.p1
OG0000418	STRPU_10410	TCONS_00024360.p1, TCONS_00012462.p1, TCONS_00049894.p1, TCONS_00025322.p1
OG0000419	STRPU_14681	TCONS_00023123.p1
OG0000420	STRPU_10246, STRPU_10247, STRPU_10244	TCONS_00050772.p1, TCONS_00050774.p1, TCONS_00050773.p1, TCONS_00050771.p1, TCONS_00050765.p1, TCONS_00019332.p1
OG0000422	STRPU_07102	TCONS_00046248.p1, TCONS_00045180.p1, TCONS_00045181.p1
OG0000423	STRPU_12670, STRPU_12669, STRPU_12672, STRPU_13863, STRPU_13865, STRPU_13876, STRPU_13846, STRPU_13862, STRPU_13860, STRPU_13840, STRPU_22974, STRPU_12673, STRPU_13474, STRPU_14025	TCONS_00055703.p1, TCONS_00055705.p1, TCONS_00057155.p1, TCONS_00027994.p1, TCONS_00029049.p1, TCONS_00002037.p1, TCONS_00015514.p1
OG0000424	STRPU_11870	TCONS_00036179.p1
OG0000424	STRPU_04472, STRPU_04471	TCONS_00031446.p1, TCONS_00031445.p1
OG0000425	STRPU_20951	TCONS_00010844.p1
OG0000425	STRPU_20952, STRPU_02711	TCONS_00038275.p1, TCONS_00038300.p1
OG0000426	STRPU_09853	TCONS_00026285.p1
OG0000426	STRPU_00627	TCONS_00012333.p1
OG0000427	STRPU_12503, STRPU_00637	TCONS_00025042.p1
OG0000427	STRPU_11390	TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1
OG0000429	STRPU_24289	TCONS_00017970.p1, TCONS_00017972.p1, TCONS_00016816.p1, TCONS_00017888.p1, TCONS_00017886.p1, TCONS_00016915.p1, TCONS_00017971.p1, TCONS_00017049.p1, TCONS_00018193.p1, TCONS_00018123.p1, TCONS_00018120.p1
OG0000430	STRPU_12372, STRPU_12374	TCONS_00022475.p1
OG0000431	STRPU_08891	TCONS_00013224.p1
OG0000431	STRPU_05364	TCONS_00043448.p1
OG0000431	STRPU_06554, STRPU_06544	TCONS_00021923.p1
OG0000432	STRPU_22651	TCONS_00054762.p1, TCONS_00005749.p1
OG0000432	STRPU_22624	TCONS_00048093.p1, TCONS_00048094.p1
OG0000433	STRPU_08440	TCONS_00012715.p1
OG0000433	STRPU_17895	TCONS_00002447.p1, TCONS_00001165.p1
OG0000434	STRPU_07317	TCONS_00045955.p1
OG0000435	STRPU_24868	TCONS_00046001.p1
OG0000436	STRPU_23785	TCONS_00020628.p1
OG0000440	STRPU_02620, STRPU_12206, STRPU_17914	TCONS_00026853.p1, TCONS_00038745.p1
OG0000441	STRPU_08090	TCONS_00038354.p1
OG0000442	STRPU_06501	TCONS_00021580.p1
OG0000442	STRPU_17294	TCONS_00002190.p1
OG0000442	STRPU_16903	TCONS_00012602.p1
OG0000443	STRPU_13819	TCONS_00055579.p1
OG0000443	STRPU_27362	TCONS_00028717.p1
OG0000444	STRPU_12350	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1
OG0000444	STRPU_12803	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1
OG0000445	STRPU_26060, STRPU_17672	TCONS_00051673.p1, TCONS_00002921.p1, TCONS_00000935.p1, TCONS_00000936.p1, TCONS_00000920.p1
OG0000446	STRPU_24898	TCONS_00018726.p1, TCONS_00017642.p1
OG0000446	STRPU_01634, STRPU_11972	TCONS_00037495.p1
OG0000446	STRPU_24006	TCONS_00018303.p1
OG0000447	STRPU_05018	TCONS_00043056.p1
OG0000448	STRPU_05001	TCONS_00044148.p1
OG0000449	STRPU_03430	TCONS_00039794.p1
OG0000450	STRPU_14805	TCONS_00006748.p1
OG0000452	STRPU_14441, STRPU_14459, STRPU_25045, STRPU_25044, STRPU_10299, STRPU_14440	TCONS_00010122.p1, TCONS_00010121.p1, TCONS_00011233.p1, TCONS_00011232.p1, TCONS_00011231.p1, TCONS_00006503.p1, TCONS_00006504.p1, TCONS_00006499.p1
OG0000453	STRPU_11765, STRPU_11767, STRPU_11764	TCONS_00015428.p1, TCONS_00016513.p1, TCONS_00016509.p1, TCONS_00016514.p1, TCONS_00016505.p1, TCONS_00016516.p1, TCONS_00016515.p1, TCONS_00016517.p1, TCONS_00047316.p1, TCONS_00000327.p1, TCONS_00000325.p1, TCONS_00001388.p1, TCONS_00000328.p1, TCONS_00015837.p1
OG0000454	STRPU_26357	TCONS_00029324.p1
OG0000456	STRPU_02653, STRPU_01238	TCONS_00024867.p1, TCONS_00050303.p1, TCONS_00008897.p1, TCONS_00056317.p1, TCONS_00050684.p1, TCONS_00005770.p1, TCONS_00050681.p1, TCONS_00047365.p1, TCONS_00022254.p1, TCONS_00047672.p1, TCONS_00044993.p1, TCONS_00008498.p1, TCONS_00050109.p1, TCONS_00052859.p1, TCONS_00044105.p1, TCONS_00006779.p1, TCONS_00044508.p1
OG0000456	STRPU_01337, STRPU_11610, STRPU_27243	TCONS_00032830.p1
OG0000458	STRPU_07041	TCONS_00046177.p1
OG0000458	STRPU_07995, STRPU_07993, STRPU_07994	TCONS_00044692.p1
OG0000459	STRPU_13769, STRPU_13771, STRPU_13770, STRPU_13271, STRPU_17503, STRPU_13880, STRPU_13872, STRPU_13841, STRPU_13861, STRPU_13458, STRPU_13459	TCONS_00055953.p1, TCONS_00057008.p1, TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1
OG0000460	STRPU_05282	TCONS_00042098.p1
OG0000460	STRPU_00443, STRPU_13702, STRPU_07345, STRPU_23366, STRPU_18478, STRPU_18435	TCONS_00041990.p1, TCONS_00041991.p1
OG0000461	STRPU_22427	TCONS_00019012.p1
OG0000461	STRPU_14492	TCONS_00005147.p1
OG0000463	STRPU_13114, STRPU_13087	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1
OG0000463	STRPU_24320	TCONS_00018357.p1
OG0000463	STRPU_27309	TCONS_00028391.p1
OG0000465	STRPU_07200	TCONS_00046928.p1, TCONS_00045554.p1
OG0000465	STRPU_07201	TCONS_00045553.p1, TCONS_00046929.p1
OG0000465	STRPU_10825	TCONS_00051741.p1
OG0000466	STRPU_18747, STRPU_18365, STRPU_14250, STRPU_06849, STRPU_06848, STRPU_17536, STRPU_13571, STRPU_01590, STRPU_13167, STRPU_13148, STRPU_13147, STRPU_13168, STRPU_13146, STRPU_13149, STRPU_13169	TCONS_00055165.p1, TCONS_00055198.p1, TCONS_00055551.p1, TCONS_00056318.p1, TCONS_00056377.p1, TCONS_00056378.p1, TCONS_00056319.p1, TCONS_00056320.p1, TCONS_00056380.p1, TCONS_00056381.p1
OG0000466	STRPU_23720, STRPU_23721	TCONS_00052624.p1
OG0000467	STRPU_23158	TCONS_00049014.p1
OG0000468	STRPU_12712, STRPU_12711	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1
OG0000468	STRPU_05357	TCONS_00042224.p1
OG0000469	STRPU_23215, STRPU_23221	TCONS_00048981.p1
OG0000469	STRPU_26522	TCONS_00027949.p1
OG0000470	STRPU_08272	TCONS_00014594.p1
OG0000470	STRPU_21506	TCONS_00009548.p1, TCONS_00010825.p1
OG0000471	STRPU_04284	TCONS_00031390.p1
OG0000472	STRPU_04400, STRPU_14561	TCONS_00042976.p1, TCONS_00041636.p1, TCONS_00041637.p1, TCONS_00037389.p1, TCONS_00037390.p1, TCONS_00037391.p1, TCONS_00037388.p1, TCONS_00037393.p1, TCONS_00037382.p1, TCONS_00037385.p1, TCONS_00037392.p1, TCONS_00023656.p1, TCONS_00021161.p1, TCONS_00022192.p1, TCONS_00022994.p1, TCONS_00022964.p1
OG0000472	STRPU_10557	TCONS_00051600.p1, TCONS_00050509.p1
OG0000473	STRPU_11774, STRPU_11776, STRPU_11775, STRPU_11770, STRPU_11769, STRPU_12358, STRPU_12355, STRPU_12357, STRPU_12356, STRPU_07336, STRPU_07334, STRPU_07339, STRPU_07343, STRPU_12220, STRPU_07338, STRPU_07341, STRPU_00699, STRPU_07857, STRPU_07858, STRPU_09283, STRPU_01281, STRPU_18224, STRPU_24862, STRPU_26869, STRPU_26868	TCONS_00030345.p1, TCONS_00054731.p1, TCONS_00001860.p1, TCONS_00030859.p1, TCONS_00030858.p1, TCONS_00030860.p1, TCONS_00057149.p1, TCONS_00057150.p1, TCONS_00055947.p1
OG0000474	STRPU_22424	TCONS_00019157.p1, TCONS_00019100.p1
OG0000474	STRPU_23394	TCONS_00019156.p1
OG0000475	STRPU_25083	TCONS_00003775.p1
OG0000475	STRPU_25081	TCONS_00003774.p1
OG0000476	STRPU_20170	TCONS_00015826.p1, TCONS_00015827.p1
OG0000476	STRPU_20169	TCONS_00016255.p1, TCONS_00015832.p1
OG0000476	STRPU_19628, STRPU_19687	TCONS_00014664.p1
OG0000477	STRPU_15536	TCONS_00052825.p1
OG0000477	STRPU_14774, STRPU_02549	TCONS_00056849.p1, TCONS_00056850.p1
OG0000479	STRPU_17435	TCONS_00000492.p1
OG0000479	STRPU_14315	TCONS_00006853.p1
OG0000480	STRPU_11203	TCONS_00050137.p1
OG0000480	STRPU_11000, STRPU_00339, STRPU_11321	TCONS_00050192.p1
OG0000480	STRPU_00362, STRPU_11025	TCONS_00050190.p1
OG0000481	STRPU_14885	TCONS_00005590.p1
OG0000481	STRPU_19958, STRPU_01189	TCONS_00015361.p1
OG0000481	STRPU_04460	TCONS_00030958.p1
OG0000482	STRPU_20466	TCONS_00010197.p1
OG0000482	STRPU_21122	TCONS_00010200.p1
OG0000485	STRPU_03873	TCONS_00035498.p1
OG0000486	STRPU_20016, STRPU_18622	TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1
OG0000486	STRPU_08732	TCONS_00012362.p1
OG0000487	STRPU_21236	TCONS_00000900.p1, TCONS_00005196.p1, TCONS_00055084.p1, TCONS_00000329.p1
OG0000487	STRPU_09230, STRPU_02195	TCONS_00018203.p1, TCONS_00017152.p1
OG0000488	STRPU_21579, STRPU_09666	TCONS_00010218.p1
OG0000489	STRPU_00884	TCONS_00048831.p1
OG0000489	STRPU_24241, STRPU_01065	TCONS_00018116.p1
OG0000490	STRPU_19396, STRPU_19397	TCONS_00016246.p1
OG0000491	STRPU_04966	TCONS_00044061.p1
OG0000494	STRPU_15055	TCONS_00005711.p1, TCONS_00017975.p1
OG0000495	STRPU_05984	TCONS_00050801.p1, TCONS_00051682.p1, TCONS_00051680.p1, TCONS_00051676.p1, TCONS_00051681.p1, TCONS_00051678.p1, TCONS_00051677.p1, TCONS_00022857.p1, TCONS_00022855.p1, TCONS_00021729.p1, TCONS_00021730.p1, TCONS_00022526.p1, TCONS_00004798.p1
OG0000495	STRPU_14646	TCONS_00006089.p1, TCONS_00006092.p1
OG0000496	STRPU_01872, STRPU_25187	TCONS_00002699.p1
OG0000496	STRPU_25443	TCONS_00019620.p1
OG0000497	STRPU_14149, STRPU_14171	TCONS_00006015.p1
OG0000497	STRPU_19651, STRPU_19670	TCONS_00016143.p1
OG0000498	STRPU_25913	TCONS_00008734.p1
OG0000499	STRPU_21743, STRPU_21679	TCONS_00004484.p1
OG0000501	STRPU_04968, STRPU_24516, STRPU_24080, STRPU_00604, STRPU_24511, STRPU_24509, STRPU_04537, STRPU_04519, STRPU_00603, STRPU_24513, STRPU_24508, STRPU_24507, STRPU_24505, STRPU_24504, STRPU_24506, STRPU_24510, STRPU_24688, STRPU_24704, STRPU_24687, STRPU_24705	TCONS_00036754.p1, TCONS_00036751.p1, TCONS_00038085.p1, TCONS_00037865.p1, TCONS_00037675.p1, TCONS_00037673.p1, TCONS_00037674.p1, TCONS_00037585.p1, TCONS_00036067.p1, TCONS_00025120.p1, TCONS_00037832.p1
OG0000502	STRPU_06621	TCONS_00024367.p1, TCONS_00024404.p1, TCONS_00024368.p1, TCONS_00025806.p1, TCONS_00025765.p1, TCONS_00025805.p1
OG0000503	STRPU_12805, STRPU_12804	TCONS_00023137.p1
OG0000504	STRPU_13814	TCONS_00041426.p1
OG0000504	STRPU_26516	TCONS_00028051.p1
OG0000505	STRPU_21978	TCONS_00031917.p1, TCONS_00031941.p1
OG0000506	STRPU_06642	TCONS_00020995.p1
OG0000508	STRPU_13773	TCONS_00056880.p1, TCONS_00056893.p1
OG0000508	STRPU_22049	TCONS_00019601.p1
OG0000509	STRPU_17684	TCONS_00049456.p1, TCONS_00008182.p1
OG0000509	STRPU_20831, STRPU_23363	TCONS_00022951.p1, TCONS_00006914.p1, TCONS_00039150.p1, TCONS_00046088.p1, TCONS_00008405.p1, TCONS_00019968.p1, TCONS_00050130.p1, TCONS_00002507.p1
OG0000510	STRPU_20272, STRPU_20279, STRPU_20192, STRPU_23102	TCONS_00020826.p1
OG0000511	STRPU_10354	TCONS_00025941.p1
OG0000513	STRPU_04474	TCONS_00030622.p1
OG0000514	STRPU_08933	TCONS_00013334.p1
OG0000515	STRPU_19518, STRPU_19526, STRPU_19523, STRPU_19522, STRPU_19524, STRPU_19525, STRPU_19751, STRPU_19749, STRPU_06347, STRPU_26585, STRPU_26583, STRPU_19521	TCONS_00037550.p1
OG0000516	STRPU_13037, STRPU_13043, STRPU_13061, STRPU_13049, STRPU_13035, STRPU_12407, STRPU_13039, STRPU_13036, STRPU_13038, STRPU_13063, STRPU_25368	TCONS_00008150.p1, TCONS_00009366.p1
OG0000519	STRPU_02530, STRPU_15149	TCONS_00005130.p1
OG0000520	STRPU_15354	TCONS_00004595.p1
OG0000520	STRPU_02843, STRPU_02884, STRPU_02842	TCONS_00035177.p1, TCONS_00035175.p1
OG0000521	STRPU_08500	TCONS_00014430.p1, TCONS_00007432.p1
OG0000521	STRPU_20675	TCONS_00011900.p1, TCONS_00040878.p1
OG0000522	STRPU_09848	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1
OG0000522	STRPU_09558	TCONS_00025880.p1
OG0000524	STRPU_04273	TCONS_00030250.p1
OG0000525	STRPU_19423	TCONS_00016658.p1
OG0000525	STRPU_08645, STRPU_08644	TCONS_00013078.p1
OG0000526	STRPU_05063, STRPU_05136	TCONS_00041894.p1
OG0000526	STRPU_20230	TCONS_00042136.p1, TCONS_00043491.p1
OG0000526	STRPU_20229, STRPU_19766	TCONS_00015113.p1
OG0000526	STRPU_05140, STRPU_05065, STRPU_05139, STRPU_05064	TCONS_00042832.p1
OG0000528	STRPU_10713	TCONS_00050473.p1
OG0000528	STRPU_21360	TCONS_00011667.p1
OG0000528	STRPU_23137	TCONS_00039151.p1, TCONS_00039158.p1
OG0000529	STRPU_19440	TCONS_00014944.p1
OG0000529	STRPU_00345, STRPU_11005	TCONS_00051513.p1
OG0000530	STRPU_19193	TCONS_00054317.p1
OG0000532	STRPU_20648, STRPU_20646, STRPU_20647	TCONS_00010386.p1
OG0000533	STRPU_16980, STRPU_17000, STRPU_17001	TCONS_00044819.p1, TCONS_00044820.p1, TCONS_00017734.p1, TCONS_00017733.p1, TCONS_00017732.p1
OG0000533	STRPU_08388, STRPU_08401, STRPU_08400, STRPU_08392, STRPU_08397, STRPU_08394, STRPU_08389, STRPU_08387, STRPU_08396, STRPU_08391, STRPU_08398, STRPU_08390, STRPU_08395	TCONS_00049670.p1
OG0000534	STRPU_00112, STRPU_13181	TCONS_00056562.p1
OG0000534	STRPU_01453, STRPU_08723	TCONS_00012237.p1
OG0000535	STRPU_07113	TCONS_00017649.p1, TCONS_00017615.p1, TCONS_00018400.p1
OG0000535	STRPU_00139, STRPU_22164, STRPU_22159	TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1
OG0000536	STRPU_22972, STRPU_23973, STRPU_23949, STRPU_23210, STRPU_23751, STRPU_23209, STRPU_22732, STRPU_22582, STRPU_22573, STRPU_22575, STRPU_22572, STRPU_22583, STRPU_22574	TCONS_00049181.p1, TCONS_00049164.p1, TCONS_00049190.p1, TCONS_00049178.p1, TCONS_00049162.p1, TCONS_00049163.p1, TCONS_00049165.p1, TCONS_00049192.p1, TCONS_00049193.p1, TCONS_00049168.p1, TCONS_00049191.p1, TCONS_00047840.p1, TCONS_00047829.p1
OG0000537	STRPU_06545, STRPU_06553	TCONS_00021934.p1
OG0000537	STRPU_06546	TCONS_00020895.p1
OG0000538	STRPU_13554	TCONS_00057157.p1
OG0000541	STRPU_08237	TCONS_00053110.p1
OG0000541	STRPU_18129, STRPU_24836, STRPU_20916, STRPU_13928, STRPU_13913, STRPU_05000, STRPU_12096	TCONS_00003725.p1, TCONS_00003028.p1, TCONS_00003156.p1, TCONS_00003155.p1, TCONS_00003720.p1
OG0000542	STRPU_05583, STRPU_05643	TCONS_00031701.p1
OG0000542	STRPU_21969	TCONS_00031702.p1
OG0000544	STRPU_05322	TCONS_00042715.p1
OG0000544	STRPU_01164, STRPU_18291	TCONS_00053426.p1
OG0000544	STRPU_04548	TCONS_00030309.p1
OG0000545	STRPU_21165, STRPU_21157	TCONS_00011122.p1
OG0000545	STRPU_07091, STRPU_21313	TCONS_00010058.p1
OG0000546	STRPU_21806	TCONS_00011435.p1, TCONS_00011434.p1
OG0000547	STRPU_22678, STRPU_21964, STRPU_01969, STRPU_22811	TCONS_00048152.p1, TCONS_00024937.p1, TCONS_00049475.p1
OG0000548	STRPU_10337	TCONS_00026418.p1, TCONS_00026417.p1
OG0000548	STRPU_20610	TCONS_00011838.p1
OG0000548	STRPU_22797, STRPU_01956	TCONS_00049725.p1
OG0000549	STRPU_26917	TCONS_00028444.p1, TCONS_00028445.p1, TCONS_00028447.p1
OG0000549	STRPU_12468, STRPU_12545	TCONS_00023197.p1, TCONS_00023330.p1
OG0000550	STRPU_25032	TCONS_00003629.p1
OG0000550	STRPU_24490	TCONS_00018437.p1
OG0000551	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417	TCONS_00046148.p1
OG0000552	STRPU_01962, STRPU_22803	TCONS_00051707.p1
OG0000552	STRPU_05705	TCONS_00043405.p1
OG0000553	STRPU_23171	TCONS_00048336.p1
OG0000553	STRPU_03995, STRPU_03988	TCONS_00035272.p2, TCONS_00034957.p2
OG0000553	STRPU_09287	TCONS_00013171.p1
OG0000554	STRPU_16675, STRPU_16708	TCONS_00054892.p1
OG0000560	STRPU_20770	TCONS_00050536.p1, TCONS_00050533.p1, TCONS_00010531.p1, TCONS_00012199.p1
OG0000560	STRPU_20918, STRPU_20919, STRPU_01418, STRPU_23742	TCONS_00010924.p1
OG0000560	STRPU_10871	TCONS_00051476.p1
OG0000561	STRPU_21549	TCONS_00011481.p1, TCONS_00011480.p1
OG0000564	STRPU_21576, STRPU_00279	TCONS_00010212.p1
OG0000564	STRPU_20975	TCONS_00009860.p1, TCONS_00009806.p1
OG0000565	STRPU_12091, STRPU_12090, STRPU_26877	TCONS_00015264.p1, TCONS_00015263.p1, TCONS_00015261.p1, TCONS_00015265.p1, TCONS_00015272.p1, TCONS_00015266.p1, TCONS_00015267.p1, TCONS_00015270.p1, TCONS_00016348.p1, TCONS_00016346.p1, TCONS_00016347.p1, TCONS_00016344.p1, TCONS_00016345.p1, TCONS_00015274.p1, TCONS_00015821.p1, TCONS_00015820.p1, TCONS_00015823.p1
OG0000566	STRPU_22145	TCONS_00020313.p1
OG0000566	STRPU_14680	TCONS_00006656.p1
OG0000567	STRPU_20922, STRPU_20921	TCONS_00053726.p1, TCONS_00052633.p1, TCONS_00002536.p1
OG0000567	STRPU_26517	TCONS_00029665.p1
OG0000567	STRPU_18559	TCONS_00052701.p1
OG0000568	STRPU_26999	TCONS_00018921.p1, TCONS_00039383.p1, TCONS_00032287.p1
OG0000569	STRPU_27223	TCONS_00028617.p1
OG0000570	STRPU_23827, STRPU_23864	TCONS_00047873.p1
OG0000570	STRPU_23861, STRPU_23825, STRPU_23826, STRPU_23863	TCONS_00047871.p1
OG0000571	STRPU_10695	TCONS_00041203.p1
OG0000572	STRPU_21193	TCONS_00003540.p1
OG0000572	STRPU_11231, STRPU_11269	TCONS_00051108.p1, TCONS_00051073.p1
OG0000573	STRPU_11052, STRPU_00392	TCONS_00051396.p1
OG0000573	STRPU_27100, STRPU_27089	TCONS_00028054.p1
OG0000574	STRPU_09296	TCONS_00014265.p1
OG0000574	STRPU_08865, STRPU_00956	TCONS_00014282.p1
OG0000574	STRPU_00802, STRPU_19767	TCONS_00015177.p1
OG0000575	STRPU_15788	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	STRPU_23119	TCONS_00020537.p1
OG0000577	STRPU_17273, STRPU_17434, STRPU_11943, STRPU_11903, STRPU_11902, STRPU_11942, STRPU_01705, STRPU_16733, STRPU_01709, STRPU_16737, STRPU_16736, STRPU_01708, STRPU_17320, STRPU_17331, STRPU_17318, STRPU_22685, STRPU_22832	TCONS_00027784.p1, TCONS_00027783.p1
OG0000578	STRPU_21618	TCONS_00011983.p1
OG0000579	STRPU_23503	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	STRPU_12039, STRPU_01257, STRPU_12038	TCONS_00036517.p1
OG0000581	STRPU_21308	TCONS_00010068.p1
OG0000581	STRPU_21309	TCONS_00010067.p1
OG0000581	STRPU_21310	TCONS_00011411.p1
OG0000582	STRPU_19500	TCONS_00015865.p1
OG0000583	STRPU_17032, STRPU_01798	TCONS_00000895.p1
OG0000584	STRPU_19344, STRPU_19222	TCONS_00015392.p1, TCONS_00015416.p1
OG0000585	STRPU_22740, STRPU_01894	TCONS_00048622.p1
OG0000586	STRPU_11843	TCONS_00035934.p1
OG0000587	STRPU_06588, STRPU_06512	TCONS_00022545.p1
OG0000587	STRPU_21487, STRPU_21496	TCONS_00010544.p1
