Orthogroup	STRPU_ok	CAEEL
OG0001016	STRPU_13418	CAEEL09313
OG0001016	STRPU_22033	CAEEL08789, CAEEL11986
OG0001017	STRPU_22555	CAEEL09308
OG0001018	STRPU_17343, STRPU_17363	CAEEL00183
OG0001018	STRPU_20600	CAEEL07047
OG0001022	STRPU_06174, STRPU_06175	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	STRPU_11672	CAEEL05078
OG0001024	STRPU_04414	CAEEL11623
OG0001029	STRPU_25961, STRPU_00221	CAEEL01262
OG0001030	STRPU_26818, STRPU_20834, STRPU_20871	CAEEL11812
OG0001031	STRPU_04858	CAEEL12448
OG0001032	STRPU_20417	CAEEL20070, CAEEL15717
OG0001033	STRPU_01715, STRPU_16742	CAEEL10717
OG0001034	STRPU_13818	CAEEL07054, CAEEL07055
OG0001036	STRPU_24843	CAEEL18611
OG0001037	STRPU_19516	CAEEL18600
OG0001038	STRPU_10126, STRPU_10125, STRPU_10052	CAEEL20450
OG0001039	STRPU_14369	CAEEL08415
OG0001039	STRPU_23336	CAEEL10624
OG0001042	STRPU_23315	CAEEL09943
OG0001046	STRPU_08450	CAEEL19183
OG0001050	STRPU_02998	CAEEL14076, CAEEL15706
OG0001052	STRPU_04136	CAEEL09647
OG0001053	STRPU_13953	CAEEL07572
OG0001053	STRPU_04183	CAEEL09742
OG0001058	STRPU_03447	CAEEL19015
OG0001059	STRPU_08067	CAEEL00192
OG0001060	STRPU_04924	CAEEL15786
OG0001062	STRPU_18503	CAEEL08101
OG0001063	STRPU_21392	CAEEL15713, CAEEL15714
OG0001063	STRPU_20790	CAEEL08167
OG0001072	STRPU_15409	CAEEL08406
OG0001075	STRPU_24305	CAEEL11648, CAEEL18873
OG0001076	STRPU_05726	CAEEL07541
OG0001078	STRPU_12443	CAEEL19295
OG0001079	STRPU_23714	CAEEL10503
OG0001080	STRPU_13224, STRPU_13236	CAEEL08359
OG0001082	STRPU_13255	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	STRPU_10283	CAEEL06682
OG0001084	STRPU_17793	CAEEL01831
OG0001085	STRPU_23261	CAEEL09995, CAEEL09996
OG0001091	STRPU_23757	CAEEL07358
OG0001092	STRPU_05311, STRPU_05313	CAEEL07387
OG0001093	STRPU_24029, STRPU_02634	CAEEL00638
OG0001093	STRPU_24028	CAEEL00637
OG0001094	STRPU_20715	CAEEL13053, CAEEL13054
OG0001095	STRPU_23398	CAEEL07595
OG0001096	STRPU_19489, STRPU_20335, STRPU_15056	CAEEL04621, CAEEL17752
OG0001101	STRPU_22666	CAEEL11585
OG0001102	STRPU_20723, STRPU_21599	CAEEL08853
OG0001103	STRPU_24820	CAEEL18815
OG0001104	STRPU_22549	CAEEL09176, CAEEL09177
OG0001107	STRPU_06343, STRPU_06297	CAEEL18427
OG0001108	STRPU_22947, STRPU_14644	CAEEL09307
OG0001109	STRPU_24971	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001111	STRPU_21368	CAEEL05876
OG0001111	STRPU_06851	CAEEL00313, CAEEL02097, CAEEL12177, CAEEL04319
OG0001112	STRPU_06366	CAEEL19902
OG0001113	STRPU_05723, STRPU_05716	CAEEL15158
OG0001113	STRPU_06421	CAEEL01128
OG0001113	STRPU_26700	CAEEL07385
OG0001114	STRPU_22227	CAEEL11582, CAEEL01758, CAEEL01759
OG0001115	STRPU_25027	CAEEL02607
OG0001116	STRPU_22023	CAEEL08324
OG0001116	STRPU_22022	CAEEL04351
OG0001117	STRPU_13251	CAEEL08762
OG0001118	STRPU_12815	CAEEL18824
OG0001122	STRPU_00958, STRPU_08863	CAEEL18238
OG0001124	STRPU_08314, STRPU_19131	CAEEL08814
OG0001126	STRPU_06496	CAEEL04859
OG0001130	STRPU_26378	CAEEL00952, CAEEL00232
OG0001130	STRPU_26876	CAEEL00767
OG0001131	STRPU_21509	CAEEL14208
OG0001132	STRPU_27222	CAEEL04290
OG0001133	STRPU_18983	CAEEL11294
OG0001135	STRPU_12730, STRPU_05675	CAEEL02069
OG0001137	STRPU_21237	CAEEL04790
OG0001138	STRPU_22267	CAEEL07800, CAEEL07799
OG0001140	STRPU_08005, STRPU_07640	CAEEL14389
OG0001141	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335	CAEEL01107, CAEEL01106
OG0001142	STRPU_24402	CAEEL12657
OG0001143	STRPU_23389	CAEEL01013
OG0001156	STRPU_14120	CAEEL20728
OG0001158	STRPU_25921, STRPU_10745	CAEEL00147
OG0001159	STRPU_24359	CAEEL07987, CAEEL18966
OG0001160	STRPU_12451	CAEEL16381, CAEEL20121
OG0001162	STRPU_03142, STRPU_02971	CAEEL18096
OG0001163	STRPU_04187	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248	CAEEL07306
OG0001165	STRPU_24458	CAEEL19696
OG0001167	STRPU_21389	CAEEL04546
OG0001168	STRPU_25599	CAEEL02000
OG0001171	STRPU_07714, STRPU_07717	CAEEL20677
OG0001172	STRPU_24079	CAEEL13596
OG0001172	STRPU_24935	CAEEL01942
OG0001173	STRPU_23770	CAEEL15708
OG0001173	STRPU_14225	CAEEL14248
OG0001175	STRPU_01697, STRPU_02668, STRPU_24799, STRPU_24557	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	STRPU_04761	CAEEL11466
OG0001177	STRPU_25237, STRPU_24518, STRPU_25236	CAEEL08262, CAEEL18706
OG0001178	STRPU_01155, STRPU_18301	CAEEL05306
OG0001179	STRPU_26217, STRPU_26015, STRPU_25325	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	STRPU_26856	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391
OG0001180	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281	CAEEL00751
OG0001181	STRPU_02570, STRPU_13125	CAEEL08327
OG0001184	STRPU_19999	CAEEL20576
OG0001184	STRPU_09552	CAEEL19676
OG0001185	STRPU_07407	CAEEL01778
OG0001186	STRPU_26002	CAEEL00480
OG0001186	STRPU_25391	CAEEL09703
OG0001188	STRPU_21827	CAEEL14362
OG0001189	STRPU_07209	CAEEL01928
OG0001191	STRPU_09337	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	STRPU_21581	CAEEL11613
OG0001201	STRPU_26014	CAEEL02666
OG0001203	STRPU_03219, STRPU_06188, STRPU_20473	CAEEL12408
OG0001204	STRPU_14562	CAEEL09132
OG0001208	STRPU_21909	CAEEL10574
OG0001209	STRPU_22073	CAEEL00442
OG0001210	STRPU_21013	CAEEL06396
OG0001210	STRPU_11288	CAEEL06380
OG0001213	STRPU_09878	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001215	STRPU_22254	CAEEL11249
OG0001216	STRPU_10937	CAEEL04644
OG0001217	STRPU_16981	CAEEL08746
OG0001218	STRPU_10657	CAEEL20131, CAEEL14167
OG0001219	STRPU_24669	CAEEL20379
OG0001220	STRPU_15587, STRPU_02219	CAEEL07890
OG0001221	STRPU_25669	CAEEL13124
OG0001223	STRPU_26010	CAEEL02795
OG0001224	STRPU_10670	CAEEL07196
OG0001225	STRPU_23772	CAEEL02873
OG0001231	STRPU_21203	CAEEL15401
OG0001233	STRPU_05206, STRPU_05204, STRPU_23981	CAEEL03755, CAEEL04189
OG0001234	STRPU_26230	CAEEL00806
OG0001236	STRPU_10838, STRPU_10857	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	STRPU_09768, STRPU_09725, STRPU_01032	CAEEL05166, CAEEL11182
OG0001239	STRPU_23628	CAEEL12011
OG0001241	STRPU_07496	CAEEL01749
OG0001241	STRPU_06648, STRPU_06647	CAEEL19375
OG0001243	STRPU_22072	CAEEL01806
OG0001247	STRPU_22721	CAEEL10570
OG0001248	STRPU_21972	CAEEL08830
OG0001249	STRPU_18988	CAEEL06406
OG0001250	STRPU_08807	CAEEL18712
OG0001251	STRPU_23397	CAEEL10205
OG0001251	STRPU_25431	CAEEL01802
OG0001252	STRPU_19076	CAEEL05030
OG0001253	STRPU_23835, STRPU_23873	CAEEL10888, CAEEL10887
OG0001254	STRPU_22240	CAEEL00935
OG0001256	STRPU_18001	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	STRPU_05296	CAEEL07850
OG0001262	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298	CAEEL15249, CAEEL20627
OG0001266	STRPU_09623	CAEEL20839, CAEEL20838
OG0001266	STRPU_07064, STRPU_07068	CAEEL07143
OG0001267	STRPU_14642	CAEEL14111
OG0001268	STRPU_26888, STRPU_23502	CAEEL11342
OG0001270	STRPU_08488, STRPU_23322, STRPU_08385	CAEEL01959
OG0001271	STRPU_13643, STRPU_02421	CAEEL08717, CAEEL00634
OG0001272	STRPU_15049	CAEEL07720, CAEEL09293
OG0001274	STRPU_20009	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453	CAEEL20013
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	STRPU_26559	CAEEL00726
OG0001281	STRPU_12491, STRPU_21186, STRPU_21018	CAEEL05459
OG0001282	STRPU_11958, STRPU_01619	CAEEL04296
OG0001284	STRPU_00110, STRPU_13473	CAEEL08223
OG0001284	STRPU_26961	CAEEL01272
OG0001285	STRPU_09952, STRPU_09975	CAEEL06501
OG0001286	STRPU_12903	CAEEL20246
OG0001287	STRPU_05909	CAEEL16475
OG0001288	STRPU_26804	CAEEL18355
OG0001289	STRPU_24491, STRPU_11656	CAEEL10515
OG0001290	STRPU_26728	CAEEL12279
OG0001291	STRPU_04348	CAEEL11483
OG0001292	STRPU_13209	CAEEL07942
OG0001293	STRPU_14547	CAEEL07048
OG0001294	STRPU_21633	CAEEL15893
OG0001296	STRPU_21312, STRPU_00052	CAEEL00003, CAEEL14758
OG0001300	STRPU_00543, STRPU_15986	CAEEL09562
OG0001302	STRPU_18961, STRPU_18975	CAEEL01736
OG0001302	STRPU_14524	CAEEL12633
OG0001304	STRPU_26082	CAEEL00728
OG0001305	STRPU_20309	CAEEL19700
OG0001306	STRPU_19063	CAEEL05042
OG0001306	STRPU_20137	CAEEL06741
OG0001310	STRPU_21314	CAEEL16286
OG0001315	STRPU_10273, STRPU_08079	CAEEL20540
OG0001318	STRPU_12148, STRPU_12116	CAEEL06153
OG0001318	STRPU_17591	CAEEL02686
OG0001319	STRPU_06818	CAEEL15967
OG0001320	STRPU_26137, STRPU_26135	CAEEL02958
OG0001320	STRPU_21063	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	STRPU_20541	CAEEL15888
OG0001325	STRPU_04898	CAEEL12980
OG0001326	STRPU_10219	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	STRPU_23965, STRPU_23941	CAEEL12070
OG0001329	STRPU_23801	CAEEL03625, CAEEL07934
OG0001330	STRPU_14416, STRPU_14419, STRPU_14445	CAEEL07772
OG0001333	STRPU_12708	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001335	STRPU_26922	CAEEL01950
OG0001337	STRPU_19080	CAEEL08858
OG0001341	STRPU_22449	CAEEL12273
OG0001344	STRPU_04822, STRPU_00738	CAEEL12166
OG0001348	STRPU_06494	CAEEL20290
OG0001350	STRPU_18539	CAEEL05555
OG0001351	STRPU_05960	CAEEL20071, CAEEL20072
OG0001353	STRPU_00577, STRPU_07545	CAEEL07231
OG0001354	STRPU_03356	CAEEL18385
OG0001355	STRPU_09877	CAEEL19633
OG0001356	STRPU_23614	CAEEL10619
OG0001357	STRPU_20969	CAEEL15128
OG0001363	STRPU_20296	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	STRPU_10674, STRPU_00565	CAEEL16269
OG0001366	STRPU_13885	CAEEL07140
OG0001367	STRPU_24795	CAEEL16176
OG0001368	STRPU_21464	CAEEL15247
OG0001369	STRPU_23738	CAEEL05836
OG0001370	STRPU_22194	CAEEL19838
OG0001370	STRPU_15723	CAEEL11201
OG0001372	STRPU_19138	CAEEL04824, CAEEL16917
OG0001372	STRPU_25409, STRPU_25404	CAEEL01785
OG0001373	STRPU_08670	CAEEL18831
OG0001374	STRPU_22804, STRPU_01963	CAEEL02048
OG0001375	STRPU_07355	CAEEL01718
OG0001376	STRPU_03703	CAEEL18806
OG0001378	STRPU_09539	CAEEL01898
OG0001379	STRPU_06776, STRPU_06758	CAEEL20800, CAEEL08440
OG0001380	STRPU_05457	CAEEL07027
OG0001381	STRPU_27173, STRPU_27171	CAEEL01510
OG0001383	STRPU_19391	CAEEL18479
OG0001387	STRPU_24358	CAEEL01449, CAEEL05040, CAEEL06498
OG0001389	STRPU_05345	CAEEL06582
OG0001394	STRPU_05211	CAEEL16146
OG0001395	STRPU_17938	CAEEL01604
OG0001397	STRPU_09545	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	STRPU_10313	CAEEL19290
OG0001398	STRPU_20006, STRPU_20005, STRPU_20002, STRPU_20003	CAEEL14339
OG0001399	STRPU_06787, STRPU_26081	CAEEL00972
OG0001402	STRPU_02223, STRPU_15580	CAEEL04844, CAEEL04850
OG0001404	STRPU_09258	CAEEL15778
OG0001405	STRPU_25512	CAEEL00987
OG0001405	STRPU_02778	CAEEL02297
OG0001408	STRPU_00756, STRPU_19811	CAEEL19513
OG0001409	STRPU_03382	CAEEL02567
OG0001410	STRPU_05515	CAEEL16277
OG0001411	STRPU_05251, STRPU_05267	CAEEL07405
OG0001413	STRPU_14983, STRPU_14952	CAEEL08368
OG0001413	STRPU_26501	CAEEL04716
OG0001414	STRPU_21522, STRPU_10366	CAEEL13823
OG0001417	STRPU_26260	CAEEL02921
OG0001418	STRPU_01132, STRPU_01131, STRPU_18315	CAEEL11722
OG0001421	STRPU_20976	CAEEL14241
OG0001422	STRPU_17021	CAEEL06778
OG0001423	STRPU_20339	CAEEL18493
OG0001424	STRPU_22200	CAEEL12121
OG0001424	STRPU_24308	CAEEL10850
OG0001425	STRPU_15993	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	STRPU_10439	CAEEL06005, CAEEL06004
OG0001428	STRPU_11278, STRPU_11240	CAEEL05279
OG0001430	STRPU_21288	CAEEL14236
OG0001431	STRPU_22263	CAEEL01932, CAEEL07478
OG0001432	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413	CAEEL18746
OG0001433	STRPU_07230, STRPU_07255	CAEEL01226
OG0001437	STRPU_25775, STRPU_25792	CAEEL01346, CAEEL01345
OG0001439	STRPU_03360, STRPU_03364	CAEEL14010
OG0001439	STRPU_03366, STRPU_03358, STRPU_03361, STRPU_03367	CAEEL19443
OG0001440	STRPU_25215	CAEEL02919
OG0001445	STRPU_16668, STRPU_16697	CAEEL10043, CAEEL10044
OG0001449	STRPU_07648	CAEEL05216
OG0001452	STRPU_26368	CAEEL02837
OG0001454	STRPU_05151	CAEEL07513
OG0001455	STRPU_18159	CAEEL04493
OG0001459	STRPU_12776, STRPU_02363	CAEEL20135, CAEEL17975
OG0001460	STRPU_04119, STRPU_06222, STRPU_06201	CAEEL11040, CAEEL11027
OG0001461	STRPU_23343	CAEEL09368
OG0001464	STRPU_25177	CAEEL07180
OG0001465	STRPU_11188	CAEEL06490
OG0001466	STRPU_07749, STRPU_04674	CAEEL00165
OG0001468	STRPU_25091	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	STRPU_10391	CAEEL06147
OG0001469	STRPU_17509, STRPU_17361, STRPU_17345	CAEEL06502
OG0001472	STRPU_27210, STRPU_27194	CAEEL07491
OG0001472	STRPU_25563, STRPU_00832	CAEEL02663
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	CAEEL15728, CAEEL16017
OG0001474	STRPU_08774	CAEEL07328
OG0001475	STRPU_11303, STRPU_11319, STRPU_11092	CAEEL05298
OG0001476	STRPU_17798	CAEEL00667
OG0001478	STRPU_21182, STRPU_09284	CAEEL11433
OG0001479	STRPU_19441	CAEEL19245
OG0001480	STRPU_24164	CAEEL01047
OG0001482	STRPU_14389	CAEEL08859
OG0001484	STRPU_13892, STRPU_23212, STRPU_23225	CAEEL01076, CAEEL01075
OG0001485	STRPU_26365	CAEEL01187
OG0001486	STRPU_11997, STRPU_01663	CAEEL06199
OG0001489	STRPU_18782	CAEEL05101
OG0001490	STRPU_20507	CAEEL16486
OG0001492	STRPU_14187	CAEEL08792
OG0001493	STRPU_11257, STRPU_12294	CAEEL18338
OG0001500	STRPU_06633	CAEEL11009
OG0001502	STRPU_12987	CAEEL06434, CAEEL06435
OG0001503	STRPU_26383	CAEEL04111
OG0001503	STRPU_08277	CAEEL08520
OG0001504	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973	CAEEL05392
OG0001505	STRPU_11360	CAEEL05185, CAEEL08607
OG0001506	STRPU_11331	CAEEL04371
OG0001508	STRPU_12972	CAEEL19670
OG0001510	STRPU_19269	CAEEL19165
OG0001512	STRPU_23091	CAEEL01283
OG0001514	STRPU_10431	CAEEL18917
OG0001515	STRPU_15320	CAEEL07598
OG0001516	STRPU_18551	CAEEL05831
OG0001517	STRPU_19850, STRPU_23529	CAEEL20700
OG0001522	STRPU_20946, STRPU_03073	CAEEL01881
OG0001523	STRPU_12314	CAEEL20306
OG0001524	STRPU_25252	CAEEL18987, CAEEL00715
OG0001525	STRPU_15038, STRPU_15039, STRPU_15040, STRPU_15037	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	STRPU_20380	CAEEL19873
OG0001527	STRPU_14392	CAEEL08026
OG0001527	STRPU_25264	CAEEL02029
OG0001528	STRPU_10769	CAEEL20795
OG0001529	STRPU_13250, STRPU_00143	CAEEL01822, CAEEL20748, CAEEL06896
OG0001530	STRPU_04902	CAEEL11993
OG0001531	STRPU_10272	CAEEL08503
OG0001532	STRPU_10950	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	STRPU_24952	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	STRPU_21047	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	STRPU_12441, STRPU_12432	CAEEL15530
OG0001551	STRPU_21860, STRPU_21899, STRPU_21891	CAEEL13359
OG0001553	STRPU_04052	CAEEL10745
OG0001554	STRPU_02015, STRPU_16951	CAEEL00812
OG0001555	STRPU_06430, STRPU_06393, STRPU_06683	CAEEL17420, CAEEL04181
OG0001557	STRPU_12321	CAEEL09005
OG0001557	STRPU_23129	CAEEL09508
OG0001558	STRPU_20040	CAEEL05103, CAEEL08374
OG0001559	STRPU_21439	CAEEL16062
OG0001560	STRPU_22041	CAEEL01011
OG0001561	STRPU_22097	CAEEL11007
OG0001567	STRPU_14545, STRPU_14538	CAEEL04524
OG0001568	STRPU_08839, STRPU_00977	CAEEL15339
OG0001569	STRPU_06672	CAEEL18168
OG0001570	STRPU_18190	CAEEL11034
OG0001571	STRPU_03649, STRPU_03634	CAEEL18118
OG0001572	STRPU_17033, STRPU_01799	CAEEL00311
OG0001575	STRPU_23849, STRPU_23815	CAEEL09642
OG0001576	STRPU_26967	CAEEL00120
OG0001578	STRPU_09755, STRPU_09711	CAEEL10814, CAEEL18928
OG0001580	STRPU_25493	CAEEL02579
OG0001581	STRPU_21852, STRPU_21108	CAEEL09430, CAEEL13347, CAEEL16915
OG0001583	STRPU_09827	CAEEL19802
OG0001589	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159	CAEEL18417
OG0001590	STRPU_17388, STRPU_26879	CAEEL15262, CAEEL15263
OG0001593	STRPU_22521	CAEEL02963, CAEEL13946
OG0001594	STRPU_23743	CAEEL08545
OG0001597	STRPU_14448, STRPU_14431	CAEEL10283
OG0001599	STRPU_08993	CAEEL20479
OG0001602	STRPU_12465	CAEEL18101
OG0001604	STRPU_20664, STRPU_14571	CAEEL04879
OG0001606	STRPU_00806, STRPU_25539	CAEEL14239
OG0001606	STRPU_09537	CAEEL15795
OG0001608	STRPU_25716, STRPU_25698	CAEEL02190, CAEEL02191
OG0001609	STRPU_06891	CAEEL19774
OG0001609	STRPU_23497	CAEEL10790
OG0001610	STRPU_24471	CAEEL02035, CAEEL20252
OG0001611	STRPU_20967	CAEEL15699
OG0001614	STRPU_27003	CAEEL01012
OG0001615	STRPU_12203	CAEEL04670
OG0001620	STRPU_19915	CAEEL18514, CAEEL18862
OG0001621	STRPU_05699	CAEEL08615
OG0001627	STRPU_10394, STRPU_09510	CAEEL00684
OG0001628	STRPU_20435, STRPU_21204	CAEEL00193
OG0001629	STRPU_20028, STRPU_20029	CAEEL19941
OG0001630	STRPU_00341, STRPU_11002	CAEEL05563
OG0001632	STRPU_23809, STRPU_23843	CAEEL16035
OG0001635	STRPU_05304	CAEEL08024
OG0001638	STRPU_14215	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	STRPU_00702, STRPU_22718, STRPU_22717, STRPU_00700	CAEEL10788
OG0001641	STRPU_24984	CAEEL00743
OG0001642	STRPU_21824	CAEEL15818
OG0001643	STRPU_03592, STRPU_03527	CAEEL19599
OG0001651	STRPU_04788	CAEEL10611
OG0001652	STRPU_21641, STRPU_00295, STRPU_00191	CAEEL15806
OG0001653	STRPU_18928, STRPU_18930, STRPU_18865	CAEEL03026
OG0001654	STRPU_24101, STRPU_24566	CAEEL20359, CAEEL20360
OG0001655	STRPU_05327	CAEEL05314
OG0001656	STRPU_02552, STRPU_14771	CAEEL07456
OG0001657	STRPU_14732	CAEEL08928, CAEEL08927
OG0001661	STRPU_15061	CAEEL14147
OG0001663	STRPU_22095	CAEEL10899, CAEEL10898
OG0001665	STRPU_01425, STRPU_08744, STRPU_01424, STRPU_08745	CAEEL07716
OG0001666	STRPU_23274, STRPU_05068, STRPU_05143, STRPU_25003	CAEEL07781
OG0001668	STRPU_17265	CAEEL00277
OG0001671	STRPU_23838, STRPU_23876, STRPU_23839, STRPU_23579	CAEEL19781
OG0001672	STRPU_23272	CAEEL08375
OG0001673	STRPU_21686, STRPU_21751	CAEEL17134, CAEEL17133
OG0001675	STRPU_07480	CAEEL00808
OG0001676	STRPU_22887	CAEEL01617
OG0001677	STRPU_14147, STRPU_14173, STRPU_16258, STRPU_12978, STRPU_10003	CAEEL07860
OG0001679	STRPU_06814, STRPU_17392, STRPU_17100, STRPU_17115	CAEEL18912
OG0001680	STRPU_20436	CAEEL15664
OG0001682	STRPU_06239	CAEEL17995
OG0001683	STRPU_17458, STRPU_17475	CAEEL00875
OG0001684	STRPU_14377	CAEEL08266
OG0001684	STRPU_14381	CAEEL08513, CAEEL19560
OG0001685	STRPU_05303	CAEEL06629, CAEEL19461
OG0001688	STRPU_05297	CAEEL06653
OG0001690	STRPU_21406, STRPU_07013, STRPU_07014, STRPU_06107, STRPU_06079	CAEEL02923
OG0001691	STRPU_15006	CAEEL09136, CAEEL09137
OG0001700	STRPU_08174	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327
OG0001706	STRPU_05229	CAEEL00824
OG0001707	STRPU_24819	CAEEL18144, CAEEL17802
OG0001709	STRPU_05233	CAEEL07646, CAEEL07650
OG0001710	STRPU_23701	CAEEL11053
OG0001711	STRPU_21095, STRPU_21094	CAEEL15052
OG0001713	STRPU_10631	CAEEL04261
OG0001713	STRPU_25915	CAEEL02704
OG0001714	STRPU_08986	CAEEL12772
OG0001714	STRPU_20557	CAEEL15825
OG0001718	STRPU_20683	CAEEL12769
OG0001720	STRPU_14657	CAEEL07819
OG0001721	STRPU_14647	CAEEL10104, CAEEL11043
OG0001723	STRPU_06356	CAEEL19731
OG0001724	STRPU_18093, STRPU_01781	CAEEL00188, CAEEL09412
OG0001726	STRPU_20634	CAEEL15546
OG0001727	STRPU_21219	CAEEL15354
OG0001728	STRPU_26695	CAEEL20444
OG0001730	STRPU_18631, STRPU_18614	CAEEL04519
OG0001732	STRPU_06110	CAEEL05337
OG0001733	STRPU_09898	CAEEL11586
OG0001734	STRPU_04186, STRPU_22772, STRPU_01931, STRPU_24587, STRPU_24599	CAEEL11289
OG0001735	STRPU_02435, STRPU_13629	CAEEL08598
OG0001736	STRPU_25297	CAEEL20331
OG0001736	STRPU_25454	CAEEL15724, CAEEL15493
OG0001738	STRPU_12582	CAEEL09745, CAEEL09746
OG0001739	STRPU_12635	CAEEL10953
OG0001743	STRPU_19741	CAEEL18830
OG0001744	STRPU_22012	CAEEL18540
OG0001746	STRPU_01643, STRPU_11979	CAEEL09374
OG0001747	STRPU_06888	CAEEL13414, CAEEL14611, CAEEL15557
OG0001749	STRPU_05824	CAEEL07118
OG0001750	STRPU_13411	CAEEL08294
OG0001754	STRPU_17742	CAEEL06405
OG0001755	STRPU_12732	CAEEL12716
OG0001755	STRPU_24786	CAEEL16403
OG0001756	STRPU_09620, STRPU_09617, STRPU_04685	CAEEL02757
OG0001758	STRPU_24810	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001769	STRPU_04596, STRPU_14107	CAEEL12367
OG0001770	STRPU_17113, STRPU_16408	CAEEL12180
OG0001774	STRPU_09937	CAEEL20358
OG0001774	STRPU_23744	CAEEL07377, CAEEL01266
OG0001775	STRPU_26768	CAEEL01757
OG0001776	STRPU_09786	CAEEL20827
OG0001777	STRPU_08485	CAEEL07037
OG0001780	STRPU_14799	CAEEL12979
OG0001781	STRPU_13577, STRPU_01597	CAEEL04378
OG0001781	STRPU_20058	CAEEL06468
OG0001782	STRPU_04678	CAEEL11605
OG0001783	STRPU_06159	CAEEL18807
OG0001785	STRPU_06427	CAEEL10450, CAEEL07502
OG0001786	STRPU_12611	CAEEL18388
OG0001787	STRPU_17941	CAEEL07669
OG0001790	STRPU_03304	CAEEL19999
OG0001792	STRPU_27220	CAEEL00159
OG0001793	STRPU_23388	CAEEL07806
OG0001797	STRPU_09943, STRPU_09876	CAEEL19521, CAEEL11913, CAEEL20460
OG0001798	STRPU_09683	CAEEL02504
OG0001799	STRPU_14816	CAEEL07172
OG0001800	STRPU_22920	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	STRPU_12761, STRPU_02348	CAEEL10422, CAEEL19401
OG0001809	STRPU_19392, STRPU_19394	CAEEL18133
OG0001810	STRPU_01878, STRPU_25193	CAEEL00534
OG0001815	STRPU_20605	CAEEL15383
OG0001816	STRPU_18814, STRPU_00243	CAEEL05710
OG0001818	STRPU_00061	CAEEL16460
OG0001819	STRPU_01919, STRPU_22763	CAEEL08110
OG0001820	STRPU_04399, STRPU_04054	CAEEL00161
OG0001821	STRPU_09182, STRPU_02150	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
