Orthogroup	STRPU_ok	DANRE
OG0001169	STRPU_09862	DANRE08936, DANRE08937
OG0001171	STRPU_07714	DANRE24329
OG0001171	STRPU_07717	DANRE23282, DANRE23283, DANRE23281, DANRE14514, DANRE14513, DANRE09798, DANRE09799, DANRE22398, DANRE22399, DANRE22400
OG0001172	STRPU_24079	DANRE28103, DANRE23854, DANRE42209
OG0001172	STRPU_24935	DANRE35704, DANRE41740, DANRE29561, DANRE43426
OG0001173	STRPU_23770	DANRE09871, DANRE09870
OG0001173	STRPU_14225, STRPU_14224, STRPU_14231	DANRE09868, DANRE09869
OG0001174	STRPU_00196, STRPU_23083	DANRE36611
OG0001175	STRPU_24799, STRPU_24557	DANRE40566, DANRE40568, DANRE40567, DANRE40616, DANRE40615, DANRE00572, DANRE40617
OG0001176	STRPU_26904	DANRE38313, DANRE14113, DANRE21453
OG0001176	STRPU_04761	DANRE00258, DANRE03914, DANRE05037, DANRE05038
OG0001177	STRPU_24518	DANRE26390, DANRE26389
OG0001177	STRPU_25236	DANRE40862, DANRE40864, DANRE40863
OG0001178	STRPU_01155, STRPU_18301	DANRE17522, DANRE17523
OG0001178	STRPU_06875	DANRE42414, DANRE42416, DANRE42415
OG0001179	STRPU_26217, STRPU_26015	DANRE39019
OG0001179	STRPU_25325	DANRE37036, DANRE37035
OG0001180	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281	DANRE14996, DANRE14995, DANRE10618, DANRE10617, DANRE12888, DANRE39038
OG0001181	STRPU_02570, STRPU_13125	DANRE23910, DANRE23911, DANRE26674, DANRE26675, DANRE03474, DANRE29972, DANRE29971
OG0001182	STRPU_08804, STRPU_18187, STRPU_08660, STRPU_08805	DANRE05777, DANRE10680, DANRE43038, DANRE33939, DANRE12316
OG0001183	STRPU_23983	DANRE29477, DANRE29478, DANRE29479, DANRE29476, DANRE29483, DANRE29481, DANRE29482, DANRE29480, DANRE24697
OG0001184	STRPU_19999	DANRE14296, DANRE14295
OG0001184	STRPU_09552	DANRE38448
OG0001185	STRPU_07407	DANRE10091, DANRE10087, DANRE10090, DANRE10088, DANRE10089, DANRE05149, DANRE05150
OG0001186	STRPU_26002	DANRE26898, DANRE26897, DANRE26189
OG0001186	STRPU_25391	DANRE39141
OG0001187	STRPU_13244	DANRE02200
OG0001188	STRPU_21827	DANRE20180, DANRE20181, DANRE37779, DANRE37780, DANRE05645, DANRE02573, DANRE11351, DANRE11352
OG0001189	STRPU_07209	DANRE23240, DANRE23241, DANRE22508
OG0001190	STRPU_10662	DANRE11385, DANRE11386, DANRE02521, DANRE02522, DANRE22917, DANRE22916, DANRE22915
OG0001191	STRPU_09337	DANRE23738, DANRE41174, DANRE11828, DANRE11011, DANRE11829, DANRE03309, DANRE03310, DANRE06571
OG0001196	STRPU_03085	DANRE14067, DANRE14066, DANRE34121, DANRE34124, DANRE34123, DANRE34122, DANRE08119, DANRE08109, DANRE08110, DANRE08111, DANRE08114, DANRE08117, DANRE08118, DANRE08116, DANRE08115, DANRE08113, DANRE08112
OG0001197	STRPU_21581	DANRE19964, DANRE19965
OG0001198	STRPU_26825, STRPU_26828	DANRE21730, DANRE27839
OG0001198	STRPU_11529	DANRE12408
OG0001199	STRPU_17588, STRPU_17562	DANRE11652, DANRE11653
OG0001199	STRPU_00161	DANRE18330, DANRE18331
OG0001201	STRPU_26014	DANRE22353, DANRE22355, DANRE12520, DANRE24918
OG0001204	STRPU_14562	DANRE07916, DANRE07914, DANRE07913, DANRE20317, DANRE20315, DANRE20314, DANRE07915, DANRE20316
OG0001205	STRPU_05411	DANRE10682
OG0001207	STRPU_16506	DANRE42063
OG0001207	STRPU_24022, STRPU_02640	DANRE24209, DANRE29571, DANRE35692
OG0001208	STRPU_21909	DANRE35541, DANRE41476, DANRE41472, DANRE41473, DANRE09739, DANRE09738, DANRE43074
OG0001210	STRPU_21013	DANRE18802, DANRE18801, DANRE18800
OG0001210	STRPU_11288	DANRE26760, DANRE26759
OG0001211	STRPU_22086	DANRE02626, DANRE02625, DANRE41666, DANRE29139
OG0001213	STRPU_09878	DANRE04387, DANRE43203, DANRE04388
OG0001213	STRPU_15274	DANRE01515
OG0001214	STRPU_22695	DANRE31132, DANRE31134, DANRE31133
OG0001215	STRPU_22254	DANRE27329, DANRE27330, DANRE35594, DANRE35595, DANRE41572, DANRE41571, DANRE41573, DANRE35593, DANRE35592, DANRE41574, DANRE23354, DANRE23355, DANRE36527, DANRE36526
OG0001216	STRPU_25682, STRPU_25701	DANRE26030
OG0001217	STRPU_16981	DANRE24420, DANRE19883, DANRE19884, DANRE24419, DANRE33785, DANRE17425, DANRE17426
OG0001218	STRPU_10657	DANRE09982, DANRE13766, DANRE13765, DANRE02525, DANRE02526, DANRE37945
OG0001219	STRPU_24669	DANRE06219, DANRE06220, DANRE20139, DANRE10625, DANRE13985, DANRE13984
OG0001220	STRPU_15587, STRPU_02219	DANRE01523, DANRE01524
OG0001221	STRPU_25669	DANRE38048, DANRE38049
OG0001223	STRPU_26010	DANRE26912, DANRE26911, DANRE26910, DANRE38596, DANRE37189, DANRE27744, DANRE37064, DANRE37065
OG0001224	STRPU_10670	DANRE22676, DANRE22677, DANRE22685, DANRE22683, DANRE22678, DANRE22679, DANRE22694, DANRE22691, DANRE22695, DANRE22689, DANRE22692, DANRE22693, DANRE22690, DANRE22688, DANRE22682, DANRE22681, DANRE22680, DANRE22684, DANRE22675, DANRE22674, DANRE22686
OG0001225	STRPU_23772	DANRE25970, DANRE25969, DANRE25968, DANRE25971, DANRE38402, DANRE38398, DANRE38399, DANRE39840, DANRE39835, DANRE00504, DANRE00505, DANRE21562
OG0001226	STRPU_17224, STRPU_17225, STRPU_17227	DANRE23266, DANRE23265, DANRE14194
OG0001227	STRPU_17535	DANRE41942
OG0001231	STRPU_21203	DANRE05445, DANRE05448, DANRE05446, DANRE05447, DANRE17775, DANRE04785, DANRE04784, DANRE03779, DANRE07774, DANRE19684
OG0001232	STRPU_08583, STRPU_00299	DANRE29418, DANRE29417
OG0001233	STRPU_05206, STRPU_05204, STRPU_23981	DANRE37927, DANRE37928
OG0001234	STRPU_26230	DANRE37290, DANRE37291
OG0001236	STRPU_10838, STRPU_10857	DANRE10388
OG0001237	STRPU_12648, STRPU_22266	DANRE25150, DANRE25151
OG0001238	STRPU_09768, STRPU_09725	DANRE07226
OG0001238	STRPU_01032	DANRE26310
OG0001239	STRPU_23628	DANRE25860, DANRE25861, DANRE25859, DANRE02266, DANRE02265, DANRE36693, DANRE25856, DANRE25858, DANRE25857
OG0001240	STRPU_27058	DANRE37656, DANRE37657, DANRE25323, DANRE25324, DANRE25322, DANRE10411, DANRE10412, DANRE34927, DANRE34928, DANRE41148, DANRE41149
OG0001241	STRPU_07496	DANRE22500, DANRE22501
OG0001241	STRPU_06648, STRPU_06647	DANRE16085, DANRE06905
OG0001242	STRPU_09071, STRPU_02047, STRPU_02048, STRPU_09072, STRPU_09244	DANRE24237, DANRE26881, DANRE26880
OG0001243	STRPU_22072	DANRE38914, DANRE39511, DANRE25154, DANRE38911, DANRE38913, DANRE38912
OG0001247	STRPU_22721	DANRE22419, DANRE31091, DANRE31090, DANRE01633, DANRE22417, DANRE22418, DANRE22416, DANRE22420, DANRE22415, DANRE34005, DANRE34004, DANRE34002, DANRE34006, DANRE34003
OG0001248	STRPU_21972	DANRE35929, DANRE35927, DANRE35928, DANRE24637, DANRE23456
OG0001249	STRPU_18988	DANRE15846, DANRE26785, DANRE35515, DANRE20943
OG0001250	STRPU_08807	DANRE29340, DANRE29339, DANRE29338, DANRE03569, DANRE03568, DANRE03567, DANRE30537
OG0001251	STRPU_25431	DANRE24093, DANRE24095, DANRE24092, DANRE24094
OG0001252	STRPU_19076	DANRE30251, DANRE30252, DANRE26714, DANRE24514, DANRE24513, DANRE24515, DANRE28344, DANRE28343, DANRE28342, DANRE28345, DANRE21559, DANRE21558, DANRE21560
OG0001253	STRPU_23835, STRPU_23873	DANRE30836, DANRE12545, DANRE39815, DANRE39814, DANRE22552, DANRE30835, DANRE30834, DANRE40361, DANRE01742, DANRE01743, DANRE01744
OG0001254	STRPU_22240	DANRE00247, DANRE00249, DANRE39065, DANRE25611, DANRE25612
OG0001256	STRPU_18001	DANRE11481, DANRE11480, DANRE11479, DANRE04535, DANRE04093, DANRE04094, DANRE04536
OG0001261	STRPU_05296	DANRE23743, DANRE15935, DANRE15934, DANRE23744, DANRE42389
OG0001262	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298	DANRE19262
OG0001263	STRPU_04426	DANRE33573, DANRE05204, DANRE05205
OG0001263	STRPU_03468	DANRE03253, DANRE03252, DANRE29681, DANRE29682
OG0001264	STRPU_25388	DANRE14753, DANRE14754, DANRE37060, DANRE37059, DANRE37061, DANRE39137, DANRE14755, DANRE14750, DANRE14751, DANRE14752
OG0001266	STRPU_07064, STRPU_07068	DANRE39425, DANRE27260, DANRE35490, DANRE23595
OG0001267	STRPU_04944	DANRE15701
OG0001267	STRPU_14642	DANRE35017, DANRE01548, DANRE34033, DANRE16499, DANRE16498
OG0001268	STRPU_26888	DANRE15799
OG0001268	STRPU_23502	DANRE22870, DANRE22871
OG0001270	STRPU_08488	DANRE24812
OG0001270	STRPU_08385	DANRE29397
OG0001271	STRPU_13644, STRPU_02419	DANRE27363, DANRE38820
OG0001271	STRPU_13643, STRPU_02421	DANRE38819, DANRE38817, DANRE38818, DANRE27361, DANRE27362, DANRE27360, DANRE03360, DANRE21111
OG0001272	STRPU_15049	DANRE29978, DANRE03166, DANRE07917, DANRE20323, DANRE06556, DANRE06559, DANRE06557, DANRE06558
OG0001273	STRPU_26636	DANRE02106, DANRE02107, DANRE28331, DANRE34837, DANRE34836, DANRE34838
OG0001274	STRPU_20009	DANRE26549, DANRE16882, DANRE16883, DANRE16884, DANRE33262, DANRE33263, DANRE33261
OG0001276	STRPU_05244	DANRE01207, DANRE01206
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453	DANRE30403, DANRE02994, DANRE02993, DANRE02995
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	DANRE13251, DANRE13250, DANRE00031, DANRE00032, DANRE10695, DANRE04800, DANRE16827
OG0001280	STRPU_26559	DANRE25620, DANRE25621, DANRE37606, DANRE37604, DANRE37605, DANRE28151, DANRE40113, DANRE40112, DANRE37607, DANRE16017, DANRE23707, DANRE16016
OG0001282	STRPU_11958, STRPU_01619	DANRE42333, DANRE34496, DANRE34495, DANRE42332, DANRE42331, DANRE27101, DANRE24465, DANRE24464
OG0001284	STRPU_00110, STRPU_13473	DANRE24158
OG0001284	STRPU_26961	DANRE09932, DANRE14552, DANRE25929
OG0001287	STRPU_05909	DANRE20476, DANRE07347, DANRE20477, DANRE42919, DANRE06963, DANRE06964
OG0001288	STRPU_26804	DANRE25733, DANRE34315, DANRE34318, DANRE34316
OG0001290	STRPU_26728	DANRE00528, DANRE00526, DANRE00527, DANRE12301, DANRE12302, DANRE12674, DANRE37304, DANRE37305, DANRE37303, DANRE37306, DANRE37307, DANRE37309, DANRE37308
OG0001291	STRPU_04348	DANRE00618, DANRE00617, DANRE34030, DANRE34031, DANRE34032, DANRE06257, DANRE06256, DANRE20027, DANRE20028, DANRE20029
OG0001292	STRPU_13209	DANRE05796, DANRE05795, DANRE05794, DANRE05797, DANRE05798, DANRE35916, DANRE35918, DANRE35917, DANRE42115, DANRE42112, DANRE42114, DANRE42106, DANRE42111, DANRE42113, DANRE42110, DANRE42109, DANRE42108, DANRE42107, DANRE05799
OG0001293	STRPU_14547	DANRE40727, DANRE33631, DANRE33632, DANRE40726, DANRE40728, DANRE19565, DANRE19566, DANRE19563, DANRE19564, DANRE40718, DANRE35033, DANRE35032
OG0001294	STRPU_21633	DANRE18837, DANRE18836
OG0001295	STRPU_21991	DANRE41427, DANRE35768, DANRE35767, DANRE23445
OG0001296	STRPU_21312	DANRE11527, DANRE38121, DANRE38122, DANRE38123, DANRE38120, DANRE22225, DANRE22224
OG0001297	STRPU_12690	DANRE30717, DANRE22459, DANRE22458, DANRE22460, DANRE37013, DANRE37014, DANRE37702
OG0001300	STRPU_00543, STRPU_15986	DANRE26543, DANRE26542, DANRE42930, DANRE42928, DANRE42929, DANRE06398, DANRE06399
OG0001302	STRPU_14524	DANRE09810
OG0001305	STRPU_20309	DANRE16549, DANRE16550, DANRE28651, DANRE28652, DANRE34203, DANRE36227, DANRE36226, DANRE26925
OG0001306	STRPU_19063	DANRE26353, DANRE26352, DANRE17686, DANRE17685, DANRE17684
OG0001306	STRPU_20137	DANRE18995, DANRE18996
OG0001308	STRPU_04711	DANRE05117, DANRE05116, DANRE06233, DANRE34680
OG0001309	STRPU_25014, STRPU_25016	DANRE37164, DANRE20017, DANRE20016, DANRE27311
OG0001310	STRPU_21314	DANRE12016, DANRE12017
OG0001310	STRPU_15962, STRPU_00518	DANRE11088, DANRE11087, DANRE35906
OG0001311	STRPU_10949	DANRE14576, DANRE08602
OG0001311	STRPU_00838, STRPU_14082	DANRE10133, DANRE13609, DANRE13617
OG0001312	STRPU_18010, STRPU_24489, STRPU_17750	DANRE33358, DANRE24238, DANRE24239
OG0001315	STRPU_08079	DANRE03124, DANRE03123, DANRE03122, DANRE03565, DANRE30533, DANRE30534, DANRE21863, DANRE21864
OG0001316	STRPU_15726	DANRE17825, DANRE24274, DANRE24275, DANRE06941
OG0001317	STRPU_23522	DANRE30985, DANRE30984
OG0001317	STRPU_17298, STRPU_17302	DANRE35107, DANRE35108, DANRE35106, DANRE35109, DANRE35103, DANRE35110, DANRE35111, DANRE35113, DANRE35112
OG0001318	STRPU_12148, STRPU_12116	DANRE03829
OG0001318	STRPU_17591	DANRE41846, DANRE16169
OG0001319	STRPU_06818	DANRE33830, DANRE06762, DANRE06763, DANRE27088, DANRE27087, DANRE24474, DANRE42476
OG0001320	STRPU_26137, STRPU_26135	DANRE24902
OG0001320	STRPU_21063	DANRE18723, DANRE18722, DANRE05778
OG0001321	STRPU_22556	DANRE12728, DANRE28335, DANRE21547, DANRE21546, DANRE10456
OG0001322	STRPU_12583	DANRE39175, DANRE39174, DANRE12563, DANRE12562
OG0001322	STRPU_21322	DANRE07737
OG0001323	STRPU_20541	DANRE43273
OG0001324	STRPU_25173	DANRE16093, DANRE16095, DANRE16098, DANRE16097, DANRE16094, DANRE16096
OG0001326	STRPU_10219	DANRE05749, DANRE05748, DANRE43139, DANRE01553, DANRE33552, DANRE33553, DANRE33551, DANRE05304, DANRE16141
OG0001327	STRPU_24460	DANRE25508, DANRE25510, DANRE25509
OG0001327	STRPU_23965, STRPU_23941	DANRE31148, DANRE31147, DANRE02284
OG0001329	STRPU_23801	DANRE31065, DANRE31064, DANRE31063, DANRE31066, DANRE31067, DANRE39827, DANRE16282
OG0001330	STRPU_14416, STRPU_14419, STRPU_14445	DANRE03150, DANRE03151, DANRE29159, DANRE29160, DANRE08275, DANRE20391, DANRE20390, DANRE33586, DANRE33587, DANRE20387
OG0001331	STRPU_10147, STRPU_10085, STRPU_10148	DANRE05979, DANRE05980, DANRE05978, DANRE05981, DANRE20417
OG0001332	STRPU_19163	DANRE16331, DANRE38071
OG0001333	STRPU_12708	DANRE00100, DANRE03587
OG0001337	STRPU_19080	DANRE39869, DANRE27426, DANRE27424
OG0001339	STRPU_10027	DANRE03930
OG0001344	STRPU_04822, STRPU_00738	DANRE00281
OG0001345	STRPU_23708	DANRE40478, DANRE40477
OG0001348	STRPU_06494	DANRE41949, DANRE41948, DANRE16560, DANRE16561, DANRE16562, DANRE06898, DANRE06897, DANRE06899
OG0001350	STRPU_00173, STRPU_18483	DANRE26476, DANRE26475
OG0001350	STRPU_18539	DANRE23566
OG0001351	STRPU_05960	DANRE37115, DANRE20230, DANRE20231
OG0001351	STRPU_05959	DANRE37113, DANRE37114, DANRE42425, DANRE42427, DANRE42426, DANRE42424
OG0001352	STRPU_08735, STRPU_01435	DANRE41231, DANRE39193, DANRE20952
OG0001353	STRPU_21554	DANRE11425
OG0001353	STRPU_00577, STRPU_07545	DANRE22526, DANRE22525, DANRE28302, DANRE28301, DANRE22523, DANRE22524
OG0001354	STRPU_03356	DANRE42392
OG0001354	STRPU_18322, STRPU_01125	DANRE35436, DANRE35435, DANRE21505, DANRE33460
OG0001355	STRPU_09877	DANRE20243, DANRE15599, DANRE15597, DANRE40954, DANRE00104, DANRE00105
OG0001356	STRPU_23614	DANRE02255, DANRE41297, DANRE31190, DANRE24957, DANRE31188, DANRE31189, DANRE41121, DANRE41120
OG0001357	STRPU_20969	DANRE11276, DANRE20008, DANRE20007, DANRE39440, DANRE13135, DANRE13134, DANRE13136
OG0001358	STRPU_17593, STRPU_17592	DANRE18167
OG0001359	STRPU_26859	DANRE21737, DANRE28265, DANRE13462, DANRE13460, DANRE13461, DANRE09599
OG0001360	STRPU_04909	DANRE16403
OG0001361	STRPU_11678	DANRE25433, DANRE37698, DANRE30944
OG0001362	STRPU_08359	DANRE03032, DANRE09504
OG0001363	STRPU_20296	DANRE36183, DANRE36182, DANRE26801, DANRE19464, DANRE19465
OG0001364	STRPU_10674, STRPU_00565	DANRE00727, DANRE00728, DANRE37949, DANRE28112
OG0001365	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574, STRPU_22631, STRPU_05633, STRPU_05637, STRPU_05578	DANRE16220, DANRE42881, DANRE16684, DANRE23728, DANRE16682, DANRE16681, DANRE16683
OG0001367	STRPU_24795	DANRE35489, DANRE35487, DANRE35488, DANRE27264, DANRE27263, DANRE18747, DANRE18746, DANRE11545, DANRE11547
OG0001368	STRPU_21464	DANRE11214, DANRE18968, DANRE11869, DANRE11868
OG0001369	STRPU_23738	DANRE21298, DANRE21299, DANRE02286, DANRE02285, DANRE02287, DANRE02288, DANRE30767, DANRE30768
OG0001370	STRPU_22194	DANRE12902, DANRE12901
OG0001370	STRPU_15723	DANRE42207, DANRE42206
OG0001371	STRPU_08143, STRPU_02082, STRPU_09113	DANRE21328
OG0001372	STRPU_19138	DANRE36486, DANRE36487, DANRE36488, DANRE36489
OG0001373	STRPU_08670	DANRE03670, DANRE03669, DANRE29075, DANRE30104, DANRE30103, DANRE04357, DANRE04358, DANRE03631
OG0001374	STRPU_22804, STRPU_01963	DANRE10171, DANRE14946, DANRE39062, DANRE39059, DANRE39058, DANRE39063, DANRE39057, DANRE39061, DANRE39060
OG0001375	STRPU_07312	DANRE10157
OG0001375	STRPU_07355	DANRE18696, DANRE09144, DANRE14191
OG0001376	STRPU_03703	DANRE13312, DANRE08674, DANRE08675, DANRE15292, DANRE15289, DANRE42507, DANRE42508, DANRE42506, DANRE42509, DANRE42505, DANRE15290, DANRE15291
OG0001377	STRPU_10185	DANRE39241, DANRE11221, DANRE11220, DANRE11219, DANRE11218, DANRE33213, DANRE33211
OG0001378	STRPU_09539	DANRE39692, DANRE00586, DANRE00587, DANRE04190, DANRE04191, DANRE15660, DANRE20427, DANRE07393, DANRE06565, DANRE06566
OG0001379	STRPU_06776, STRPU_06758	DANRE26946, DANRE36264, DANRE36263, DANRE06960, DANRE06961, DANRE06962, DANRE01201, DANRE01199, DANRE01200
OG0001380	STRPU_05457	DANRE20401, DANRE00510, DANRE00511, DANRE15800, DANRE15801, DANRE15802
OG0001381	STRPU_27173, STRPU_27171	DANRE01812, DANRE25964, DANRE25965, DANRE38390, DANRE34864, DANRE38389, DANRE00502, DANRE00503, DANRE34863, DANRE38391
OG0001382	STRPU_12915	DANRE29511, DANRE29512, DANRE29509, DANRE29510
OG0001384	STRPU_06439	DANRE07601, DANRE16582
OG0001387	STRPU_24358	DANRE21258, DANRE21259, DANRE40217
OG0001389	STRPU_05345	DANRE33845, DANRE33846, DANRE06321, DANRE06320, DANRE16804, DANRE23628, DANRE07111, DANRE07109, DANRE07110
OG0001394	STRPU_05211	DANRE15699, DANRE15700, DANRE06811, DANRE06812
OG0001395	STRPU_17938	DANRE11462, DANRE11463, DANRE11465, DANRE04772, DANRE06302, DANRE33867, DANRE33866, DANRE24364, DANRE24363, DANRE24362
OG0001397	STRPU_09545	DANRE07349, DANRE05010
OG0001397	STRPU_10313	DANRE04061, DANRE04062
OG0001399	STRPU_06787	DANRE19814
OG0001399	STRPU_26081	DANRE36899, DANRE36900, DANRE36901, DANRE26137
OG0001400	STRPU_01874, STRPU_25189	DANRE03875, DANRE03874, DANRE03873, DANRE41416, DANRE41417, DANRE14344, DANRE09550
OG0001401	STRPU_05958	DANRE42440, DANRE42441
OG0001402	STRPU_02223, STRPU_15580	DANRE00307, DANRE00305, DANRE00306, DANRE33911, DANRE33913, DANRE33912, DANRE33910, DANRE33909, DANRE29660, DANRE07551, DANRE07549, DANRE07550, DANRE07552
OG0001403	STRPU_14874, STRPU_14258	DANRE34695, DANRE08412, DANRE33510, DANRE33511, DANRE33512
OG0001404	STRPU_10986, STRPU_00324	DANRE41083
OG0001405	STRPU_25512	DANRE12277, DANRE10207, DANRE13582, DANRE10206
OG0001405	STRPU_02778	DANRE15536
OG0001406	STRPU_06123	DANRE22189, DANRE22190, DANRE37991, DANRE37992, DANRE06530, DANRE06531, DANRE06529
OG0001408	STRPU_00756, STRPU_19811	DANRE19547, DANRE19548, DANRE19549, DANRE24542, DANRE24541, DANRE24540, DANRE26730, DANRE26731, DANRE26728, DANRE26729, DANRE24539
OG0001409	STRPU_03382	DANRE09251, DANRE09250, DANRE13818, DANRE13817, DANRE13819, DANRE16638, DANRE41648
OG0001410	STRPU_05515	DANRE30066, DANRE30065
OG0001410	STRPU_25411	DANRE24024
OG0001411	STRPU_05251, STRPU_05267	DANRE17922, DANRE17923, DANRE17924
OG0001412	STRPU_09369	DANRE34214, DANRE35250, DANRE35249, DANRE35251
OG0001413	STRPU_14983, STRPU_14952	DANRE35337
OG0001413	STRPU_26501	DANRE38970
OG0001414	STRPU_21522	DANRE16711
OG0001414	STRPU_10366	DANRE04939
OG0001415	STRPU_14239	DANRE33647, DANRE33648
OG0001415	STRPU_06370, STRPU_06372, STRPU_06371, STRPU_06373	DANRE41471
OG0001416	STRPU_10614	DANRE43206, DANRE43207, DANRE02789, DANRE02788, DANRE23231, DANRE23232, DANRE02791, DANRE02790
OG0001417	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122	DANRE02016, DANRE02015
OG0001418	STRPU_01132, STRPU_01131, STRPU_18315	DANRE16726, DANRE28677, DANRE28678, DANRE36406, DANRE02103, DANRE02104, DANRE27063
OG0001419	STRPU_21660, STRPU_21725	DANRE11166, DANRE11165, DANRE04320, DANRE04321, DANRE18086, DANRE18087, DANRE15126, DANRE10656
OG0001420	STRPU_20535	DANRE05459, DANRE05458, DANRE40331, DANRE40438, DANRE40439, DANRE02659, DANRE02658, DANRE36962, DANRE30671, DANRE30668, DANRE30672
OG0001421	STRPU_20976	DANRE10854, DANRE17719, DANRE10855, DANRE18329, DANRE18327
OG0001422	STRPU_17021	DANRE09528, DANRE09527, DANRE41453
OG0001423	STRPU_20339	DANRE10401, DANRE10402, DANRE40608, DANRE40609, DANRE40125, DANRE40126, DANRE35639, DANRE35640, DANRE28883, DANRE28884
OG0001424	STRPU_22200	DANRE22605, DANRE22606
OG0001425	STRPU_15993	DANRE11642, DANRE18590, DANRE18588, DANRE18587, DANRE18589, DANRE25170, DANRE00361, DANRE34566
OG0001426	STRPU_10439	DANRE08922, DANRE08923
OG0001427	STRPU_07408	DANRE40320, DANRE40321, DANRE22541, DANRE22540, DANRE22539, DANRE40322, DANRE24655, DANRE24656, DANRE24657, DANRE24658, DANRE30640, DANRE30639, DANRE11704
OG0001428	STRPU_11278, STRPU_11240	DANRE22947, DANRE22948, DANRE23679, DANRE36635, DANRE23678, DANRE13768
OG0001430	STRPU_21288	DANRE18427, DANRE00904, DANRE07242, DANRE11523, DANRE11522, DANRE13324, DANRE35076
OG0001431	STRPU_22263	DANRE27312, DANRE13762, DANRE13761
OG0001432	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413	DANRE10784, DANRE18459, DANRE18460
OG0001433	STRPU_07230, STRPU_07255	DANRE05838, DANRE05839, DANRE05840, DANRE14642, DANRE43059, DANRE05137, DANRE05136
OG0001434	STRPU_17872	DANRE17875, DANRE17874
OG0001436	STRPU_24142	DANRE23771, DANRE27020, DANRE27019
OG0001437	STRPU_25775, STRPU_25792	DANRE27147, DANRE27146
OG0001440	STRPU_25215	DANRE26671, DANRE26670, DANRE23908, DANRE23909, DANRE02017
OG0001441	STRPU_07157	DANRE14242, DANRE10098, DANRE14241, DANRE14240, DANRE37076, DANRE09411, DANRE14698, DANRE10985, DANRE10984, DANRE18310
OG0001445	STRPU_16668, STRPU_16697	DANRE16745, DANRE13125, DANRE13126
OG0001446	STRPU_15539, STRPU_15538, STRPU_23259, STRPU_23309, STRPU_23307	DANRE08208
OG0001447	STRPU_20657, STRPU_20658	DANRE11589, DANRE19674, DANRE13128, DANRE13129, DANRE18437
OG0001449	STRPU_07648	DANRE18461, DANRE18463, DANRE18462, DANRE18464
OG0001449	STRPU_25089	DANRE42606, DANRE42607
OG0001450	STRPU_23594	DANRE36682, DANRE36684, DANRE13244
OG0001451	STRPU_14371	DANRE34609, DANRE34608
OG0001451	STRPU_17131	DANRE25924, DANRE25926, DANRE25925, DANRE25923
OG0001452	STRPU_26368	DANRE34754, DANRE34755, DANRE38979, DANRE10641
OG0001453	STRPU_24736, STRPU_08563, STRPU_24734	DANRE10410, DANRE10409, DANRE12759, DANRE38497, DANRE38498, DANRE38496
OG0001454	STRPU_05150, STRPU_05074	DANRE20582, DANRE11448, DANRE11449, DANRE11450
OG0001455	STRPU_18159	DANRE16762, DANRE21521, DANRE40020, DANRE01869, DANRE27072, DANRE16760, DANRE16761, DANRE28895
OG0001456	STRPU_27191, STRPU_27192, STRPU_27208	DANRE26746, DANRE26745
OG0001457	STRPU_07098	DANRE04490, DANRE28169, DANRE28168, DANRE28170, DANRE23785, DANRE23783, DANRE23784, DANRE14844, DANRE14842, DANRE05714, DANRE42999, DANRE04489, DANRE01970, DANRE05717, DANRE05716, DANRE05718, DANRE28171
OG0001459	STRPU_12776, STRPU_02363	DANRE31312, DANRE29490, DANRE29489, DANRE29488
OG0001460	STRPU_04119, STRPU_06222, STRPU_06201	DANRE01570, DANRE01569, DANRE01571
OG0001460	STRPU_04118	DANRE05329
OG0001461	STRPU_23343	DANRE25863, DANRE25865
OG0001463	STRPU_25835, STRPU_25655, STRPU_25656	DANRE38575, DANRE39152
OG0001464	STRPU_25177	DANRE41518, DANRE41517, DANRE35812, DANRE09829, DANRE09827, DANRE09828, DANRE09826, DANRE23320, DANRE23319, DANRE23321
OG0001465	STRPU_11188	DANRE23082, DANRE23083, DANRE23085, DANRE23084, DANRE23086
OG0001466	STRPU_07749	DANRE17753
OG0001466	STRPU_04674	DANRE06224, DANRE06223
OG0001467	STRPU_19577	DANRE34084, DANRE34083, DANRE34082, DANRE34085
OG0001467	STRPU_05130, STRPU_05054	DANRE07802
OG0001468	STRPU_25091	DANRE42652, DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890
OG0001469	STRPU_17361, STRPU_17345	DANRE08993
OG0001470	STRPU_02226, STRPU_15577	DANRE01224, DANRE01223, DANRE01225, DANRE08432, DANRE08433
OG0001472	STRPU_27210, STRPU_27194	DANRE09652
OG0001472	STRPU_25563, STRPU_00832	DANRE22287
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	DANRE29311
OG0001474	STRPU_13493	DANRE42186, DANRE42187
OG0001474	STRPU_08774	DANRE03668
