Orthogroup	STRPU_ok	SCHMD
OG0000735	STRPU_24284	SCHMD07620
OG0000740	STRPU_13396, STRPU_13375	SCHMD13587
OG0000748	STRPU_22034	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770
OG0000751	STRPU_13591, STRPU_01611	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408
OG0000752	STRPU_10384	SCHMD03946
OG0000752	STRPU_17910	SCHMD12645
OG0000753	STRPU_23569	SCHMD14739
OG0000753	STRPU_03838	SCHMD19308, SCHMD17874, SCHMD17873, SCHMD19309
OG0000754	STRPU_25589, STRPU_13133, STRPU_02578	SCHMD22890
OG0000757	STRPU_05504, STRPU_14828	SCHMD13979, SCHMD10753, SCHMD18486
OG0000758	STRPU_24891	SCHMD07281
OG0000759	STRPU_25007	SCHMD21958
OG0000762	STRPU_24145	SCHMD18828
OG0000763	STRPU_26640	SCHMD22978, SCHMD08138
OG0000764	STRPU_19433, STRPU_19427	SCHMD16330
OG0000765	STRPU_20844, STRPU_20882	SCHMD21723, SCHMD22880
OG0000766	STRPU_26502, STRPU_12701	SCHMD07087
OG0000768	STRPU_23593	SCHMD13165, SCHMD22067
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	SCHMD07550, SCHMD11404
OG0000772	STRPU_15066, STRPU_25730, STRPU_11346, STRPU_25314	SCHMD29807
OG0000773	STRPU_19948	SCHMD11397
OG0000774	STRPU_01825, STRPU_19314	SCHMD13406
OG0000774	STRPU_23589	SCHMD04364
OG0000776	STRPU_25591, STRPU_07752	SCHMD10487
OG0000777	STRPU_08984	SCHMD17125
OG0000778	STRPU_11330	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513
OG0000780	STRPU_21536	SCHMD13998, SCHMD18889
OG0000780	STRPU_23123	SCHMD10386
OG0000781	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701	SCHMD16494
OG0000782	STRPU_27022	SCHMD01655, SCHMD14818
OG0000784	STRPU_24373	SCHMD19992, SCHMD27743
OG0000787	STRPU_04197, STRPU_04234	SCHMD22606, SCHMD20069, SCHMD13786
OG0000788	STRPU_11964, STRPU_01625	SCHMD11830, SCHMD18844
OG0000788	STRPU_26569	SCHMD06628
OG0000791	STRPU_13705, STRPU_00440	SCHMD12437
OG0000794	STRPU_15852, STRPU_15804, STRPU_16063	SCHMD10042
OG0000796	STRPU_06083	SCHMD27129, SCHMD07584, SCHMD10018, SCHMD09905
OG0000799	STRPU_09727, STRPU_09770	SCHMD17640
OG0000802	STRPU_18369	SCHMD10199
OG0000809	STRPU_18374	SCHMD21850, SCHMD00682
OG0000810	STRPU_19223	SCHMD03195, SCHMD03113
OG0000810	STRPU_16445	SCHMD06140, SCHMD03114
OG0000814	STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083	SCHMD03060, SCHMD13676
OG0000814	STRPU_10972	SCHMD07352
OG0000819	STRPU_13106, STRPU_13090	SCHMD03878
OG0000819	STRPU_15366	SCHMD26932, SCHMD11456, SCHMD22577, SCHMD16618
OG0000820	STRPU_14124	SCHMD19766
OG0000824	STRPU_25265	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375
OG0000826	STRPU_25465, STRPU_25466, STRPU_00190, STRPU_14464, STRPU_25836, STRPU_17366, STRPU_17338, STRPU_26046, STRPU_26045, STRPU_06291	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770
OG0000828	STRPU_23372	SCHMD08298
OG0000828	STRPU_15585, STRPU_02220	SCHMD08624
OG0000829	STRPU_03315	SCHMD27680, SCHMD26916
OG0000833	STRPU_18167, STRPU_18151	SCHMD13529, SCHMD19078, SCHMD01603, SCHMD13070
OG0000834	STRPU_24584, STRPU_24595	SCHMD11223, SCHMD19332, SCHMD16052
OG0000836	STRPU_22902, STRPU_22889	SCHMD23242
OG0000837	STRPU_24375	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083
OG0000842	STRPU_22935	SCHMD01343
OG0000844	STRPU_10513	SCHMD01709
OG0000847	STRPU_14471	SCHMD03587
OG0000848	STRPU_04979	SCHMD03599
OG0000848	STRPU_21912	SCHMD06160
OG0000850	STRPU_01567, STRPU_09392	SCHMD26000, SCHMD27633
OG0000851	STRPU_04950	SCHMD21876, SCHMD17205
OG0000855	STRPU_14665, STRPU_26339, STRPU_26337, STRPU_26336	SCHMD29481, SCHMD01902, SCHMD15557
OG0000857	STRPU_11980	SCHMD04156, SCHMD10826
OG0000858	STRPU_23333	SCHMD08601
OG0000858	STRPU_23570	SCHMD23221, SCHMD20483, SCHMD08351
OG0000858	STRPU_03252, STRPU_03287	SCHMD22095, SCHMD27060
OG0000860	STRPU_19409	SCHMD05987
OG0000868	STRPU_21550	SCHMD05358
OG0000869	STRPU_18300, STRPU_01157, STRPU_19045	SCHMD07449
OG0000871	STRPU_09793, STRPU_09788, STRPU_09787	SCHMD06938
OG0000872	STRPU_11965, STRPU_01626	SCHMD07553
OG0000873	STRPU_27121	SCHMD02655, SCHMD05829
OG0000875	STRPU_19189	SCHMD10815
OG0000875	STRPU_13557	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336
OG0000876	STRPU_24157	SCHMD01529
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	SCHMD10640
OG0000880	STRPU_21962	SCHMD03718
OG0000881	STRPU_19362	SCHMD04314, SCHMD09365, SCHMD01117, SCHMD08924
OG0000881	STRPU_14886	SCHMD25283, SCHMD17841, SCHMD18605, SCHMD20926, SCHMD25363
OG0000887	STRPU_24180	SCHMD27495
OG0000888	STRPU_27059	SCHMD01724
OG0000889	STRPU_21634, STRPU_21635	SCHMD00830, SCHMD04643
OG0000889	STRPU_14204, STRPU_00423	SCHMD02281, SCHMD02130
OG0000890	STRPU_17570, STRPU_17581	SCHMD09911
OG0000890	STRPU_17572	SCHMD19625, SCHMD11513, SCHMD25560, SCHMD16414
OG0000894	STRPU_00073, STRPU_05725	SCHMD05374
OG0000894	STRPU_08351	SCHMD11594, SCHMD05061
OG0000896	STRPU_02181, STRPU_09218	SCHMD08034
OG0000896	STRPU_21363	SCHMD03189
OG0000897	STRPU_22622	SCHMD05382
OG0000899	STRPU_05178	SCHMD22285, SCHMD13459
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	SCHMD01394, SCHMD17642, SCHMD19023
OG0000907	STRPU_19282, STRPU_00404	SCHMD03616
OG0000908	STRPU_10409	SCHMD03334, SCHMD11293
OG0000908	STRPU_15367	SCHMD14013, SCHMD11292
OG0000909	STRPU_17078, STRPU_17082	SCHMD05694, SCHMD03729
OG0000913	STRPU_05760	SCHMD10820, SCHMD18663
OG0000914	STRPU_23164	SCHMD13079, SCHMD10834
OG0000915	STRPU_23266	SCHMD14220
OG0000921	STRPU_01492, STRPU_13755	SCHMD07722
OG0000921	STRPU_02601, STRPU_19926	SCHMD16275
OG0000925	STRPU_18396	SCHMD01205, SCHMD18689
OG0000925	STRPU_06765, STRPU_06773	SCHMD00501, SCHMD05937
OG0000929	STRPU_17708, STRPU_13746, STRPU_01503	SCHMD00375, SCHMD08839
OG0000931	STRPU_10318	SCHMD02356
OG0000932	STRPU_14600	SCHMD13730
OG0000934	STRPU_17512	SCHMD07111, SCHMD08216
OG0000935	STRPU_00845, STRPU_14076	SCHMD18664
OG0000943	STRPU_04161, STRPU_22662, STRPU_22663	SCHMD19076
OG0000944	STRPU_04925	SCHMD15750
OG0000945	STRPU_26122	SCHMD15214, SCHMD06612, SCHMD06319
OG0000946	STRPU_11548	SCHMD09426
OG0000946	STRPU_12288	SCHMD06614
OG0000947	STRPU_23678, STRPU_23653, STRPU_23988	SCHMD24447
OG0000949	STRPU_17047, STRPU_01811	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016
OG0000951	STRPU_26714	SCHMD20855, SCHMD20207
OG0000951	STRPU_17422	SCHMD20208
OG0000952	STRPU_05317	SCHMD25772, SCHMD22150, SCHMD05274
OG0000954	STRPU_14000	SCHMD05029, SCHMD08968, SCHMD13763
OG0000954	STRPU_08333	SCHMD05469, SCHMD02974
OG0000955	STRPU_19275, STRPU_00412	SCHMD06645, SCHMD03890, SCHMD04591
OG0000957	STRPU_26358	SCHMD18023
OG0000960	STRPU_25824, STRPU_25823	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110
OG0000963	STRPU_01836	SCHMD04476
OG0000965	STRPU_25366	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517
OG0000966	STRPU_14353	SCHMD00065
OG0000967	STRPU_04947	SCHMD11342, SCHMD26265
OG0000967	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306	SCHMD05844, SCHMD03950
OG0000969	STRPU_13346	SCHMD13229, SCHMD15667
OG0000972	STRPU_04339, STRPU_04312	SCHMD05471
OG0000974	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223	SCHMD24665, SCHMD24853, SCHMD26881
OG0000977	STRPU_25429	SCHMD03392
OG0000978	STRPU_26153	SCHMD15268, SCHMD25301, SCHMD25194
OG0000979	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248	SCHMD24204, SCHMD01421
OG0000981	STRPU_26885	SCHMD13908
OG0000982	STRPU_22197	SCHMD08717
OG0000984	STRPU_27147	SCHMD02865
OG0000988	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149	SCHMD00928
OG0000992	STRPU_08115, STRPU_08101, STRPU_00060, STRPU_09680	SCHMD08111
OG0000994	STRPU_24886	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203
OG0000994	STRPU_10294	SCHMD16602, SCHMD10604
OG0000998	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405	SCHMD08664
OG0000998	STRPU_11825	SCHMD08663
OG0000999	STRPU_11511	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208
OG0001000	STRPU_17978	SCHMD22725
OG0001001	STRPU_06920, STRPU_06897, STRPU_06919	SCHMD07356
OG0001002	STRPU_12183	SCHMD17610
OG0001002	STRPU_11724, STRPU_11725	SCHMD07769, SCHMD07768, SCHMD11688
OG0001003	STRPU_14729	SCHMD21687, SCHMD24830
OG0001006	STRPU_16623	SCHMD17048, SCHMD11571
OG0001007	STRPU_19408	SCHMD05810
OG0001008	STRPU_12298	SCHMD04857
OG0001009	STRPU_08409, STRPU_08408, STRPU_08403	SCHMD19415
OG0001015	STRPU_09285	SCHMD07353
OG0001016	STRPU_13418	SCHMD23273, SCHMD15080
OG0001016	STRPU_22033	SCHMD25548, SCHMD21254
OG0001017	STRPU_22555	SCHMD04416, SCHMD11368
OG0001018	STRPU_17343, STRPU_17363	SCHMD08153
OG0001019	STRPU_25464, STRPU_25463, STRPU_25574, STRPU_26008, STRPU_05263, STRPU_05248, STRPU_25311	SCHMD01848, SCHMD05447
OG0001023	STRPU_11672	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902
OG0001024	STRPU_04411, STRPU_04412	SCHMD01762, SCHMD03107
OG0001029	STRPU_25961, STRPU_00221	SCHMD04839, SCHMD00804, SCHMD00805
OG0001030	STRPU_20834, STRPU_20871	SCHMD08464
OG0001031	STRPU_04858	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001032	STRPU_20417	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	STRPU_04287, STRPU_04317	SCHMD11399, SCHMD23908
OG0001033	STRPU_01715, STRPU_16742	SCHMD10492
OG0001036	STRPU_24843	SCHMD20768, SCHMD09235
OG0001037	STRPU_19516	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001038	STRPU_10126	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734
OG0001039	STRPU_14369	SCHMD01765
OG0001042	STRPU_23315	SCHMD11839
OG0001043	STRPU_09363, STRPU_09362, STRPU_11696, STRPU_11695, STRPU_23786, STRPU_19166, STRPU_22973, STRPU_07405, STRPU_24680, STRPU_07642, STRPU_20567, STRPU_09859	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894
OG0001046	STRPU_08450	SCHMD05104, SCHMD02045, SCHMD11124
OG0001047	STRPU_06132, STRPU_06105	SCHMD28420
OG0001048	STRPU_04789, STRPU_04416	SCHMD12160
OG0001049	STRPU_11147	SCHMD16614
OG0001050	STRPU_02998	SCHMD03458
OG0001053	STRPU_13953	SCHMD25503, SCHMD22630
OG0001056	STRPU_25561, STRPU_00830, STRPU_27240	SCHMD02897
OG0001059	STRPU_08067	SCHMD17881, SCHMD18020, SCHMD18021
OG0001060	STRPU_04924	SCHMD12337, SCHMD14762, SCHMD05051
OG0001062	STRPU_18503	SCHMD24440, SCHMD23600, SCHMD17910
OG0001063	STRPU_20790	SCHMD00703
OG0001064	STRPU_07076, STRPU_07075	SCHMD00355, SCHMD00354
OG0001066	STRPU_23439, STRPU_00998	SCHMD24046, SCHMD10767
OG0001072	STRPU_15409, STRPU_05942, STRPU_14672	SCHMD24459, SCHMD27893
OG0001073	STRPU_05291	SCHMD00478
OG0001075	STRPU_24305	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	STRPU_05726	SCHMD07131
OG0001077	STRPU_13772	SCHMD01953
OG0001078	STRPU_12443	SCHMD20731, SCHMD25766
OG0001079	STRPU_23714	SCHMD27223
OG0001080	STRPU_13224, STRPU_13236	SCHMD08586
OG0001080	STRPU_17890	SCHMD15438, SCHMD19176
OG0001081	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201	SCHMD05425
OG0001083	STRPU_10283	SCHMD07690
OG0001084	STRPU_17793	SCHMD10718
OG0001084	STRPU_17791	SCHMD10717
OG0001085	STRPU_23261	SCHMD03894
OG0001086	STRPU_21213	SCHMD14120
OG0001087	STRPU_03199	SCHMD17869
OG0001089	STRPU_03381	SCHMD10517
OG0001091	STRPU_23757	SCHMD13206, SCHMD15908
OG0001092	STRPU_05311	SCHMD17999
OG0001092	STRPU_05313	SCHMD18945
OG0001093	STRPU_24028	SCHMD16772
OG0001094	STRPU_20715	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001096	STRPU_19489, STRPU_20335, STRPU_15056	SCHMD11467, SCHMD14874
OG0001101	STRPU_22666	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001102	STRPU_20723	SCHMD06311
OG0001103	STRPU_01055, STRPU_24250	SCHMD19689
OG0001103	STRPU_21539	SCHMD10595
OG0001106	STRPU_22601	SCHMD22581
OG0001108	STRPU_22947, STRPU_14644	SCHMD08133
OG0001112	STRPU_06366	SCHMD26529, SCHMD08447
OG0001113	STRPU_05723, STRPU_05716	SCHMD04717
OG0001113	STRPU_06421	SCHMD10085
OG0001113	STRPU_26700	SCHMD08665, SCHMD03992
OG0001114	STRPU_22227	SCHMD27710, SCHMD15592, SCHMD14156
OG0001116	STRPU_22022	SCHMD19491
OG0001117	STRPU_13251	SCHMD18856
OG0001118	STRPU_12815	SCHMD16905, SCHMD07256, SCHMD20803
OG0001121	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	STRPU_22432	SCHMD02756
OG0001124	STRPU_08314, STRPU_19131	SCHMD24013
OG0001126	STRPU_06496	SCHMD17193, SCHMD24674
OG0001128	STRPU_21281	SCHMD08323
OG0001129	STRPU_25428	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	STRPU_26872, STRPU_26378	SCHMD04030
OG0001130	STRPU_26876	SCHMD13287, SCHMD04031
OG0001133	STRPU_20402	SCHMD18643
OG0001133	STRPU_18983	SCHMD29299, SCHMD19714
OG0001135	STRPU_12730, STRPU_05675	SCHMD28946, SCHMD01011, SCHMD22792
OG0001137	STRPU_21237	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243
OG0001138	STRPU_22267	SCHMD00170
OG0001139	STRPU_12820	SCHMD00334
OG0001140	STRPU_07640	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472
OG0001141	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	STRPU_24402	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	STRPU_23389	SCHMD05178
OG0001146	STRPU_10664	SCHMD06189
OG0001149	STRPU_19355, STRPU_19354	SCHMD16336, SCHMD29633
OG0001156	STRPU_14120	SCHMD11390
OG0001158	STRPU_25921	SCHMD06105
OG0001159	STRPU_24359	SCHMD15611, SCHMD21936
OG0001160	STRPU_12451	SCHMD20666
OG0001162	STRPU_03142, STRPU_02971	SCHMD04355, SCHMD04356
OG0001164	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248	SCHMD22065
OG0001165	STRPU_24458	SCHMD11819
OG0001165	STRPU_06392	SCHMD12131
OG0001167	STRPU_21389	SCHMD08043, SCHMD04406
OG0001168	STRPU_25599	SCHMD13073
OG0001171	STRPU_07719	SCHMD07172
OG0001172	STRPU_24079	SCHMD19335
OG0001172	STRPU_24935	SCHMD00291
OG0001175	STRPU_24799, STRPU_24557	SCHMD18473
OG0001176	STRPU_26904	SCHMD14886
OG0001177	STRPU_25237	SCHMD07016, SCHMD07017, SCHMD07015
OG0001178	STRPU_01155, STRPU_18301	SCHMD07684
OG0001178	STRPU_06875	SCHMD13713
OG0001179	STRPU_25325	SCHMD26379
OG0001180	STRPU_26856	SCHMD06758, SCHMD11099, SCHMD23467, SCHMD27444, SCHMD17396
OG0001181	STRPU_02570, STRPU_13125	SCHMD21797
OG0001183	STRPU_23983	SCHMD02325
OG0001184	STRPU_19999	SCHMD09255, SCHMD12752
OG0001184	STRPU_09552	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	STRPU_07407	SCHMD23236
OG0001186	STRPU_26002	SCHMD20610
OG0001186	STRPU_25391	SCHMD05037
OG0001188	STRPU_21827	SCHMD05963, SCHMD14167
OG0001189	STRPU_07209	SCHMD17573, SCHMD27159, SCHMD05552
OG0001191	STRPU_09337	SCHMD11387
OG0001197	STRPU_21581	SCHMD06230
OG0001197	STRPU_24733	SCHMD16253
OG0001198	STRPU_11529	SCHMD04078
OG0001199	STRPU_17588, STRPU_17562	SCHMD17507, SCHMD14047
OG0001199	STRPU_00161	SCHMD17830
OG0001201	STRPU_26014	SCHMD18644
OG0001203	STRPU_03219, STRPU_06188, STRPU_20473	SCHMD00135, SCHMD00546, SCHMD10565, SCHMD27661, SCHMD10341
OG0001204	STRPU_14562	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	STRPU_16506, STRPU_24022, STRPU_02640	SCHMD07731
OG0001208	STRPU_21909	SCHMD11671, SCHMD13440, SCHMD22806
OG0001209	STRPU_22073	SCHMD22043, SCHMD28492
OG0001210	STRPU_21013	SCHMD19441
OG0001210	STRPU_11288	SCHMD03204
OG0001213	STRPU_09878	SCHMD01086
OG0001213	STRPU_15274	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001215	STRPU_22254	SCHMD25774
OG0001216	STRPU_25682, STRPU_25701	SCHMD13349
OG0001217	STRPU_16981	SCHMD18537
OG0001218	STRPU_10657	SCHMD03255
OG0001219	STRPU_24669	SCHMD09614, SCHMD00713
OG0001221	STRPU_25669	SCHMD16690
OG0001223	STRPU_26010	SCHMD08671
OG0001226	STRPU_17224, STRPU_17225, STRPU_17227	SCHMD21222
OG0001230	STRPU_24478, STRPU_24480	SCHMD18159
OG0001231	STRPU_21203	SCHMD05786, SCHMD07759, SCHMD03181, SCHMD13940, SCHMD03182
OG0001236	STRPU_10838, STRPU_10857	SCHMD08913, SCHMD03442
OG0001238	STRPU_09768, STRPU_09725, STRPU_01032	SCHMD09688
OG0001239	STRPU_23628	SCHMD22060, SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	STRPU_07496	SCHMD04223
OG0001241	STRPU_06648, STRPU_06647	SCHMD16327
OG0001245	STRPU_04810	SCHMD09398
OG0001246	STRPU_14009	SCHMD09297
OG0001247	STRPU_22721	SCHMD01541, SCHMD06119, SCHMD06121
OG0001248	STRPU_21972	SCHMD28672, SCHMD29190, SCHMD17657
OG0001249	STRPU_18988	SCHMD01149
OG0001250	STRPU_08807	SCHMD08101, SCHMD04347
OG0001251	STRPU_25431	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	STRPU_22240	SCHMD14258, SCHMD09217
OG0001256	STRPU_18001	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	STRPU_05296	SCHMD13436
OG0001262	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298	SCHMD20011
OG0001263	STRPU_04426, STRPU_03468	SCHMD17470
OG0001264	STRPU_25388	SCHMD27230, SCHMD17432
OG0001266	STRPU_09623	SCHMD00016, SCHMD26654
OG0001266	STRPU_07064, STRPU_07068	SCHMD10438
OG0001267	STRPU_14642	SCHMD05399
OG0001268	STRPU_26888	SCHMD01057
OG0001271	STRPU_13643, STRPU_02421	SCHMD05357
OG0001272	STRPU_15049	SCHMD22716, SCHMD09459
OG0001273	STRPU_26636	SCHMD13838, SCHMD25918, SCHMD21739
OG0001275	STRPU_16983	SCHMD21376, SCHMD25163
OG0001278	STRPU_24861	SCHMD25706, SCHMD22381
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	SCHMD06836
OG0001280	STRPU_26559	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001282	STRPU_11958, STRPU_01619	SCHMD08025
OG0001284	STRPU_00110	SCHMD09316
OG0001284	STRPU_26961	SCHMD00434
OG0001286	STRPU_12903	SCHMD05790
OG0001287	STRPU_05909	SCHMD07530
OG0001291	STRPU_04348	SCHMD20641, SCHMD11793
OG0001294	STRPU_21633	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	STRPU_21312, STRPU_00052	SCHMD20454, SCHMD11060
OG0001297	STRPU_12690	SCHMD10762
OG0001300	STRPU_00543, STRPU_15986	SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	STRPU_14524	SCHMD08617, SCHMD27826
OG0001306	STRPU_19063	SCHMD04516
OG0001308	STRPU_04711	SCHMD08020
OG0001310	STRPU_21314	SCHMD19422
OG0001310	STRPU_15962, STRPU_00518	SCHMD09167
OG0001312	STRPU_18010, STRPU_24489, STRPU_17750	SCHMD02056, SCHMD02055
OG0001316	STRPU_15726	SCHMD15981
OG0001318	STRPU_12148, STRPU_12116	SCHMD07054
OG0001318	STRPU_17591	SCHMD16802
OG0001319	STRPU_06818	SCHMD14764
OG0001320	STRPU_26137, STRPU_26135	SCHMD01321, SCHMD01324, SCHMD01322
OG0001320	STRPU_21063	SCHMD05527
OG0001321	STRPU_22556	SCHMD23818
OG0001322	STRPU_12583, STRPU_21322	SCHMD09506
OG0001323	STRPU_20541	SCHMD18380, SCHMD28053
OG0001325	STRPU_04898	SCHMD05728
OG0001326	STRPU_10219	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	STRPU_23965, STRPU_23941	SCHMD08653, SCHMD04846
OG0001328	STRPU_03483	SCHMD23086
OG0001329	STRPU_23801	SCHMD15324
OG0001331	STRPU_10147, STRPU_10085, STRPU_10148	SCHMD14545
OG0001332	STRPU_19163	SCHMD04204
OG0001333	STRPU_12708	SCHMD15673, SCHMD23155
OG0001335	STRPU_26922	SCHMD26447
OG0001337	STRPU_26821	SCHMD01703
OG0001337	STRPU_19080	SCHMD11229, SCHMD01704, SCHMD14444
OG0001341	STRPU_22449	SCHMD02609, SCHMD12794
OG0001348	STRPU_06494	SCHMD24331, SCHMD29399
OG0001350	STRPU_00173, STRPU_18483	SCHMD23052
OG0001350	STRPU_18539	SCHMD17071, SCHMD29804, SCHMD10618
OG0001351	STRPU_05960	SCHMD20739, SCHMD24185
OG0001353	STRPU_00577, STRPU_07545	SCHMD10586
OG0001354	STRPU_03356	SCHMD11475, SCHMD26080
OG0001354	STRPU_18322, STRPU_01125	SCHMD12063
OG0001355	STRPU_09877	SCHMD23781
OG0001356	STRPU_23614	SCHMD21598, SCHMD19916
OG0001357	STRPU_20969	SCHMD16921
OG0001362	STRPU_08359	SCHMD04122, SCHMD05643, SCHMD13617
OG0001363	STRPU_20296	SCHMD05287, SCHMD16288, SCHMD05291
OG0001367	STRPU_24795	SCHMD04624
OG0001368	STRPU_21464	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303, SCHMD02343
OG0001369	STRPU_23738	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521
OG0001370	STRPU_22194	SCHMD12004
OG0001370	STRPU_15723	SCHMD18225, SCHMD11963
OG0001371	STRPU_08143, STRPU_02082, STRPU_09113	SCHMD02523
OG0001372	STRPU_19138	SCHMD12353, SCHMD23970
OG0001372	STRPU_25409, STRPU_25404	SCHMD29815
OG0001374	STRPU_22804, STRPU_01963	SCHMD12937
OG0001375	STRPU_07312, STRPU_07355	SCHMD18333
OG0001378	STRPU_09539	SCHMD12504, SCHMD07107
OG0001379	STRPU_06776, STRPU_06758	SCHMD15234
OG0001381	STRPU_27173, STRPU_27171	SCHMD02869, SCHMD02871, SCHMD02870
OG0001383	STRPU_19391	SCHMD28197, SCHMD18572
OG0001389	STRPU_05345	SCHMD02031, SCHMD17776
OG0001394	STRPU_05211	SCHMD23211, SCHMD24249
OG0001395	STRPU_17938	SCHMD11706, SCHMD08832
OG0001397	STRPU_09545	SCHMD08548, SCHMD08095
OG0001399	STRPU_06787, STRPU_26081	SCHMD20091, SCHMD16432
OG0001400	STRPU_01874, STRPU_25189	SCHMD26317
OG0001401	STRPU_05958, STRPU_23021, STRPU_00894	SCHMD15712
OG0001402	STRPU_02223, STRPU_15580	SCHMD06853
OG0001404	STRPU_09258	SCHMD14856
OG0001404	STRPU_10986, STRPU_00324	SCHMD14853
OG0001405	STRPU_02778	SCHMD16175
OG0001406	STRPU_06123	SCHMD13359, SCHMD19152
OG0001408	STRPU_00756, STRPU_19811	SCHMD23659, SCHMD15840, SCHMD15841
OG0001409	STRPU_03382	SCHMD04792
OG0001410	STRPU_05515	SCHMD09832
OG0001410	STRPU_25411	SCHMD09687
OG0001411	STRPU_05251, STRPU_05267	SCHMD13416, SCHMD19137
OG0001412	STRPU_09369	SCHMD13223
OG0001413	STRPU_14983, STRPU_14952	SCHMD02827
OG0001413	STRPU_26501	SCHMD02718
OG0001414	STRPU_10366	SCHMD19649
OG0001415	STRPU_06370, STRPU_06372, STRPU_06371, STRPU_06373	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947
OG0001417	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	STRPU_20976	SCHMD14208
