Orthogroup	STRPU_ok	LYTVA_ok
OG0000136	STRPU_07622	LYTVA_19981
OG0000137	STRPU_07118	LYTVA_14649
OG0000137	STRPU_07594, STRPU_07697, STRPU_07683	LYTVA_14169
OG0000137	STRPU_07593, STRPU_07965, STRPU_07957	LYTVA_05475
OG0000137	STRPU_17715	LYTVA_25469
OG0000137	STRPU_18673	LYTVA_15627
OG0000139	STRPU_27270, STRPU_27252, STRPU_27254, STRPU_27253, STRPU_27307	LYTVA_14558, LYTVA_14549, LYTVA_02437
OG0000139	STRPU_11498	LYTVA_05508
OG0000139	STRPU_17903	LYTVA_06934, LYTVA_26990
OG0000140	STRPU_13790, STRPU_13789	LYTVA_30020
OG0000140	STRPU_13447	LYTVA_19546
OG0000140	STRPU_24900	LYTVA_28396
OG0000140	STRPU_24348	LYTVA_18373
OG0000140	STRPU_13451	LYTVA_07124, LYTVA_07121
OG0000141	STRPU_11398	LYTVA_15585, LYTVA_19931
OG0000141	STRPU_11400	LYTVA_07982
OG0000141	STRPU_11392	LYTVA_02517
OG0000141	STRPU_26420	LYTVA_03081
OG0000141	STRPU_27143	LYTVA_20608
OG0000141	STRPU_00555	LYTVA_14791, LYTVA_11111
OG0000141	STRPU_10688	LYTVA_11112
OG0000141	STRPU_26852	LYTVA_18198
OG0000141	STRPU_26853	LYTVA_16516, LYTVA_07900
OG0000141	STRPU_01338, STRPU_11611, STRPU_26851	LYTVA_16515, LYTVA_07898
OG0000141	STRPU_26963	LYTVA_27253, LYTVA_04401
OG0000141	STRPU_19456	LYTVA_04353
OG0000141	STRPU_21968	LYTVA_16633
OG0000141	STRPU_06070	LYTVA_23463
OG0000141	STRPU_25287	LYTVA_05955
OG0000141	STRPU_07704	LYTVA_05956
OG0000141	STRPU_25289	LYTVA_05957
OG0000141	STRPU_25290	LYTVA_05958
OG0000141	STRPU_09469	LYTVA_17141, LYTVA_11297
OG0000141	STRPU_09467	LYTVA_29166
OG0000141	STRPU_03291, STRPU_03260, STRPU_09839	LYTVA_09438, LYTVA_09439
OG0000141	STRPU_21825	LYTVA_25402
OG0000142	STRPU_05787	LYTVA_04554
OG0000142	STRPU_26698	LYTVA_25812
OG0000142	STRPU_10876, STRPU_10887	LYTVA_20510
OG0000142	STRPU_10875, STRPU_10888	LYTVA_01494
OG0000142	STRPU_25556	LYTVA_27041
OG0000142	STRPU_10885, STRPU_10877, STRPU_10878, STRPU_10884, STRPU_10889, STRPU_10890, STRPU_10874, STRPU_10945, STRPU_10943	LYTVA_01493
OG0000144	STRPU_10253, STRPU_10250, STRPU_10243, STRPU_10251, STRPU_10252	LYTVA_26254, LYTVA_16850
OG0000144	STRPU_10268	LYTVA_23320
OG0000144	STRPU_10245, STRPU_10248	LYTVA_16848, LYTVA_26255, LYTVA_01348
OG0000144	STRPU_01104, STRPU_24193	LYTVA_08867
OG0000144	STRPU_24069	LYTVA_27088
OG0000144	STRPU_01102, STRPU_24198, STRPU_01101	LYTVA_08865, LYTVA_08806, LYTVA_01118
OG0000144	STRPU_24745	LYTVA_19991
OG0000144	STRPU_06666, STRPU_06668, STRPU_06667, STRPU_06669	LYTVA_00561
OG0000144	STRPU_04558	LYTVA_20711, LYTVA_10635
OG0000144	STRPU_25536, STRPU_25537, STRPU_00803, STRPU_00805, STRPU_25538	LYTVA_11332, LYTVA_11333
OG0000144	STRPU_11202	LYTVA_10641
OG0000144	STRPU_02627, STRPU_24036, STRPU_24002, STRPU_24003	LYTVA_16687, LYTVA_20037, LYTVA_09004
OG0000144	STRPU_24470	LYTVA_15775
OG0000146	STRPU_10059, STRPU_07143, STRPU_04483, STRPU_19568, STRPU_01652, STRPU_04370	LYTVA_28980
OG0000146	STRPU_10450, STRPU_03060, STRPU_06972, STRPU_06970	LYTVA_21791
OG0000147	STRPU_10707	LYTVA_06334
OG0000147	STRPU_24812	LYTVA_24464
OG0000147	STRPU_19988	LYTVA_06610, LYTVA_07302
OG0000147	STRPU_20621	LYTVA_18928
OG0000148	STRPU_21997	LYTVA_28370
OG0000148	STRPU_22815, STRPU_01974, STRPU_01973, STRPU_22813, STRPU_22812, STRPU_01971	LYTVA_19008
OG0000149	STRPU_00890, STRPU_00893, STRPU_23020, STRPU_23018, STRPU_00891	LYTVA_27288
OG0000149	STRPU_22171, STRPU_22181, STRPU_22177, STRPU_22170	LYTVA_06518
OG0000149	STRPU_11139, STRPU_11116	LYTVA_19439
OG0000149	STRPU_01568, STRPU_09391, STRPU_01569, STRPU_09390	LYTVA_27853
OG0000149	STRPU_22185	LYTVA_06524
OG0000149	STRPU_17637	LYTVA_14878
OG0000149	STRPU_02282, STRPU_17638	LYTVA_23613
OG0000149	STRPU_17737	LYTVA_03219
OG0000149	STRPU_17521, STRPU_17518, STRPU_17522	LYTVA_27903
OG0000149	STRPU_04830, STRPU_00746	LYTVA_24788
OG0000151	STRPU_19851	LYTVA_06631
OG0000151	STRPU_20407	LYTVA_13428, LYTVA_13427
OG0000152	STRPU_02882, STRPU_00201, STRPU_16309, STRPU_06988, STRPU_13891, STRPU_13895, STRPU_16828, STRPU_08709, STRPU_11592, STRPU_25942, STRPU_16364, STRPU_15744, STRPU_07779, STRPU_07757, STRPU_03117, STRPU_16140, STRPU_16917, STRPU_07997	LYTVA_25445
OG0000152	STRPU_03607, STRPU_21797, STRPU_26782, STRPU_09056, STRPU_09031, STRPU_12268, STRPU_12152, STRPU_01840, STRPU_24058, STRPU_24387, STRPU_19367, STRPU_20531, STRPU_21117, STRPU_01209, STRPU_26845, STRPU_27318	LYTVA_27550, LYTVA_04932
OG0000152	STRPU_03010, STRPU_13605, STRPU_16797, STRPU_03009, STRPU_16898	LYTVA_27346
OG0000152	STRPU_23544, STRPU_10004, STRPU_27092	LYTVA_16757
OG0000153	STRPU_03434	LYTVA_23267, LYTVA_05740
OG0000153	STRPU_15434, STRPU_15433, STRPU_15436	LYTVA_15931
OG0000153	STRPU_15439, STRPU_15438, STRPU_15437, STRPU_00047	LYTVA_10634, LYTVA_11439
OG0000154	STRPU_27316, STRPU_07893	LYTVA_10224
OG0000154	STRPU_17328, STRPU_17356	LYTVA_08370
OG0000154	STRPU_19003, STRPU_19007	LYTVA_01776
OG0000155	STRPU_07135	LYTVA_12158
OG0000155	STRPU_07136	LYTVA_12159
OG0000155	STRPU_07137	LYTVA_22929
OG0000157	STRPU_08448	LYTVA_24947
OG0000157	STRPU_22616	LYTVA_14449
OG0000158	STRPU_20285	LYTVA_06789
OG0000158	STRPU_20284	LYTVA_12135
OG0000158	STRPU_07153	LYTVA_03807
OG0000159	STRPU_16419, STRPU_16425, STRPU_16723, STRPU_16725, STRPU_16730, STRPU_16731, STRPU_16726, STRPU_16720, STRPU_16721, STRPU_16722, STRPU_16729	LYTVA_16506, LYTVA_06037, LYTVA_08097, LYTVA_18412, LYTVA_29071
OG0000159	STRPU_03791	LYTVA_22930
OG0000159	STRPU_03790	LYTVA_22121
OG0000159	STRPU_01680, STRPU_02685, STRPU_03923, STRPU_03889, STRPU_03918	LYTVA_26776
OG0000159	STRPU_17842	LYTVA_25766
OG0000159	STRPU_20008	LYTVA_12728
OG0000159	STRPU_16719, STRPU_16429	LYTVA_10738
OG0000159	STRPU_16426	LYTVA_17708, LYTVA_06313
OG0000159	STRPU_03276, STRPU_03235	LYTVA_13868
OG0000159	STRPU_16278, STRPU_16427, STRPU_16430	LYTVA_10736
OG0000160	STRPU_26893, STRPU_26892	LYTVA_09555, LYTVA_09556
OG0000160	STRPU_15431	LYTVA_04290
OG0000160	STRPU_19000	LYTVA_20062
OG0000160	STRPU_11554	LYTVA_11099
OG0000161	STRPU_02661	LYTVA_22847, LYTVA_21072, LYTVA_11335
OG0000161	STRPU_19348, STRPU_13350, STRPU_17020, STRPU_03205, STRPU_08033	LYTVA_21628
OG0000161	STRPU_07342	LYTVA_01095
OG0000161	STRPU_19279	LYTVA_14708, LYTVA_01377, LYTVA_25082
OG0000161	STRPU_07764, STRPU_16937, STRPU_18161	LYTVA_12654, LYTVA_24438, LYTVA_24300, LYTVA_05778
OG0000162	STRPU_26981	LYTVA_18164
OG0000163	STRPU_08825	LYTVA_26726
OG0000163	STRPU_22081	LYTVA_16156
OG0000164	STRPU_26661	LYTVA_24066
OG0000164	STRPU_25258	LYTVA_14536
OG0000164	STRPU_25757	LYTVA_13659, LYTVA_23342
OG0000164	STRPU_25759, STRPU_25755, STRPU_25753, STRPU_25754, STRPU_25756	LYTVA_14042
OG0000164	STRPU_25257	LYTVA_14537
OG0000164	STRPU_27032, STRPU_26561	LYTVA_00834
OG0000164	STRPU_27289	LYTVA_25753
OG0000165	STRPU_05210	LYTVA_00753
OG0000166	STRPU_18023	LYTVA_03746, LYTVA_11616
OG0000166	STRPU_18089, STRPU_01777	LYTVA_00435
OG0000166	STRPU_25043	LYTVA_06721, LYTVA_16049
OG0000166	STRPU_24488, STRPU_17844	LYTVA_25764
OG0000166	STRPU_04935	LYTVA_26565
OG0000166	STRPU_05916	LYTVA_29627
OG0000166	STRPU_05102, STRPU_05182	LYTVA_15722
OG0000166	STRPU_18700	LYTVA_06844
OG0000166	STRPU_18759	LYTVA_01600
OG0000166	STRPU_05029	LYTVA_21455
OG0000166	STRPU_14794	LYTVA_15942
OG0000166	STRPU_08207	LYTVA_06417
OG0000166	STRPU_12089	LYTVA_19225
OG0000166	STRPU_12087, STRPU_12088	LYTVA_15166
OG0000167	STRPU_07803	LYTVA_05879
OG0000167	STRPU_07531	LYTVA_28563
OG0000167	STRPU_07745	LYTVA_22740
OG0000168	STRPU_12043, STRPU_01252	LYTVA_20122
OG0000168	STRPU_12060, STRPU_01239	LYTVA_24324
OG0000168	STRPU_18537, STRPU_18485	LYTVA_19322, LYTVA_08888
OG0000168	STRPU_18538, STRPU_18484	LYTVA_08887
OG0000169	STRPU_13576, STRPU_01596	LYTVA_04781
OG0000169	STRPU_11063, STRPU_20288, STRPU_27127	LYTVA_09716
OG0000169	STRPU_11174, STRPU_11175, STRPU_19750, STRPU_11169, STRPU_11168	LYTVA_24640
OG0000169	STRPU_10438	LYTVA_06335, LYTVA_06337
OG0000169	STRPU_14116	LYTVA_18535
OG0000171	STRPU_14714	LYTVA_27882
OG0000171	STRPU_24033, STRPU_02631	LYTVA_20168
OG0000171	STRPU_19940, STRPU_02585	LYTVA_24654
OG0000171	STRPU_04281	LYTVA_27222
OG0000172	STRPU_25967, STRPU_00226	LYTVA_11573
OG0000172	STRPU_25567	LYTVA_28668
OG0000173	STRPU_11148	LYTVA_24999
OG0000173	STRPU_11149	LYTVA_13813
OG0000174	STRPU_16145, STRPU_16138	LYTVA_12646, LYTVA_19454
OG0000174	STRPU_15886, STRPU_09192, STRPU_15884, STRPU_15888, STRPU_15882, STRPU_15832, STRPU_15834, STRPU_15887, STRPU_15891, STRPU_15838, STRPU_15890, STRPU_15892, STRPU_15836, STRPU_15835, STRPU_15883, STRPU_15881, STRPU_15885, STRPU_15839, STRPU_15833, STRPU_15831, STRPU_15837	LYTVA_00411
OG0000174	STRPU_16005	LYTVA_10125
OG0000175	STRPU_24379	LYTVA_18185, LYTVA_25514
OG0000175	STRPU_24411, STRPU_24412	LYTVA_15383
OG0000175	STRPU_24563	LYTVA_23856
OG0000178	STRPU_16625	LYTVA_17495
OG0000178	STRPU_16626, STRPU_22546, STRPU_17681	LYTVA_07213
OG0000178	STRPU_03687, STRPU_17759	LYTVA_27526
OG0000178	STRPU_22311	LYTVA_11424
OG0000178	STRPU_22312, STRPU_22331	LYTVA_05921
OG0000178	STRPU_14447, STRPU_14430	LYTVA_04435
OG0000178	STRPU_17538	LYTVA_10502
OG0000178	STRPU_14261	LYTVA_07688
OG0000178	STRPU_06519, STRPU_06581	LYTVA_03503
OG0000178	STRPU_06517, STRPU_06739	LYTVA_03509
OG0000178	STRPU_06582, STRPU_06518	LYTVA_03508
OG0000179	STRPU_04627, STRPU_04649	LYTVA_11503
OG0000179	STRPU_00166	LYTVA_09715
OG0000179	STRPU_27037, STRPU_27036	LYTVA_09722, LYTVA_06848
OG0000179	STRPU_25919	LYTVA_20391
OG0000179	STRPU_05514	LYTVA_21017
OG0000180	STRPU_10956, STRPU_10954	LYTVA_05448
OG0000180	STRPU_00336	LYTVA_08268, LYTVA_08275
OG0000180	STRPU_10999, STRPU_00338	LYTVA_08270
OG0000180	STRPU_16318, STRPU_16299	LYTVA_12645
OG0000180	STRPU_00337, STRPU_10998	LYTVA_08269
OG0000180	STRPU_10518	LYTVA_16022, LYTVA_20671
OG0000180	STRPU_10517	LYTVA_16023
OG0000180	STRPU_10957	LYTVA_05451, LYTVA_05450
OG0000181	STRPU_01089, STRPU_24210	LYTVA_23473
OG0000181	STRPU_21400, STRPU_21401	LYTVA_30016
OG0000181	STRPU_02398, STRPU_13672	LYTVA_19542
OG0000181	STRPU_13671, STRPU_02399	LYTVA_21135
OG0000182	STRPU_14590	LYTVA_09244
OG0000182	STRPU_05812	LYTVA_23182, LYTVA_12683
OG0000182	STRPU_09058, STRPU_24830, STRPU_07977, STRPU_24762, STRPU_18360	LYTVA_27329
OG0000182	STRPU_24761	LYTVA_17619
OG0000182	STRPU_00923	LYTVA_02337, LYTVA_01729
OG0000183	STRPU_21811	LYTVA_29269
OG0000183	STRPU_03432	LYTVA_12902
OG0000183	STRPU_03075	LYTVA_28105
OG0000184	STRPU_19910	LYTVA_22158
OG0000184	STRPU_19909	LYTVA_27685
OG0000184	STRPU_13544	LYTVA_10647, LYTVA_11004
OG0000184	STRPU_09379, STRPU_01577, STRPU_09378, STRPU_01581, STRPU_09376	LYTVA_16702
OG0000184	STRPU_20399	LYTVA_21719
OG0000184	STRPU_20205	LYTVA_17652
OG0000184	STRPU_19370	LYTVA_11407
OG0000184	STRPU_19368	LYTVA_11408
OG0000185	STRPU_13433	LYTVA_22522
OG0000185	STRPU_25410	LYTVA_05708
OG0000185	STRPU_01114, STRPU_24185	LYTVA_27187
OG0000186	STRPU_26874	LYTVA_01562
OG0000186	STRPU_20741	LYTVA_08130, LYTVA_16833
OG0000186	STRPU_20748	LYTVA_04383
OG0000186	STRPU_12952	LYTVA_22654
OG0000187	STRPU_01685	LYTVA_22390
OG0000187	STRPU_23553	LYTVA_10115, LYTVA_11163
OG0000187	STRPU_02716	LYTVA_15200
OG0000188	STRPU_02099, STRPU_06589, STRPU_06590, STRPU_06509, STRPU_24681	LYTVA_07056
OG0000188	STRPU_04042	LYTVA_29520
OG0000190	STRPU_05009	LYTVA_12233
OG0000190	STRPU_05224	LYTVA_15726
OG0000190	STRPU_18701	LYTVA_06845
OG0000190	STRPU_05454	LYTVA_29549, LYTVA_03755
OG0000190	STRPU_01286, STRPU_18227	LYTVA_24250
OG0000190	STRPU_08206, STRPU_08205, STRPU_08204, STRPU_18706, STRPU_18692	LYTVA_02930
OG0000190	STRPU_20386	LYTVA_08213
OG0000192	STRPU_18443, STRPU_18409	LYTVA_22840
OG0000192	STRPU_19951	LYTVA_17555
OG0000192	STRPU_25396	LYTVA_19467
OG0000192	STRPU_08187	LYTVA_04263, LYTVA_18552
OG0000193	STRPU_26256	LYTVA_15362, LYTVA_23759
OG0000193	STRPU_10096, STRPU_10159	LYTVA_03510
OG0000194	STRPU_06136, STRPU_06137	LYTVA_10369, LYTVA_19148
OG0000194	STRPU_05974, STRPU_06736	LYTVA_19770
OG0000194	STRPU_06599, STRPU_06600, STRPU_06597, STRPU_06598	LYTVA_19763
OG0000194	STRPU_05970	LYTVA_12264
OG0000194	STRPU_05971	LYTVA_12263
OG0000194	STRPU_05972	LYTVA_12262
OG0000194	STRPU_05973	LYTVA_24414
OG0000195	STRPU_06128	LYTVA_28994, LYTVA_02735
OG0000195	STRPU_10942	LYTVA_11062
OG0000195	STRPU_10980, STRPU_10944	LYTVA_09814
OG0000195	STRPU_11087	LYTVA_16951
OG0000196	STRPU_08364	LYTVA_00094, LYTVA_22397, LYTVA_28967, LYTVA_18464
OG0000196	STRPU_27311	LYTVA_05694, LYTVA_13892
OG0000197	STRPU_20837, STRPU_20874	LYTVA_01365
OG0000198	STRPU_19029, STRPU_00463	LYTVA_04297
OG0000198	STRPU_26103, STRPU_26116	LYTVA_15276
OG0000198	STRPU_19051, STRPU_19053, STRPU_19052, STRPU_19054	LYTVA_09271, LYTVA_13258
OG0000198	STRPU_19081	LYTVA_18345
OG0000198	STRPU_07727, STRPU_07724, STRPU_07728, STRPU_18896, STRPU_18894, STRPU_18895, STRPU_07729, STRPU_26708, STRPU_26706, STRPU_26710, STRPU_26704	LYTVA_03029
OG0000200	STRPU_21317, STRPU_01578, STRPU_09377, STRPU_18774, STRPU_01580, STRPU_01579	LYTVA_08835
OG0000201	STRPU_08330	LYTVA_05027
OG0000201	STRPU_14222	LYTVA_06928, LYTVA_03481
OG0000201	STRPU_14748	LYTVA_05441
OG0000202	STRPU_10193	LYTVA_19347
OG0000202	STRPU_10194	LYTVA_19795
OG0000202	STRPU_00438	LYTVA_30178
OG0000203	STRPU_24292	LYTVA_05320
OG0000203	STRPU_10908	LYTVA_26037
OG0000203	STRPU_10896, STRPU_10907	LYTVA_26044
OG0000203	STRPU_10827	LYTVA_15099
OG0000204	STRPU_10936	LYTVA_09811
OG0000204	STRPU_11647, STRPU_01303	LYTVA_08501
OG0000205	STRPU_21337	LYTVA_26646
OG0000205	STRPU_24168	LYTVA_13205
OG0000205	STRPU_01859, STRPU_03971	LYTVA_10395
OG0000205	STRPU_13489	LYTVA_08282
OG0000206	STRPU_26628	LYTVA_02159
OG0000206	STRPU_03352, STRPU_03349, STRPU_26629	LYTVA_02157
OG0000206	STRPU_17729, STRPU_19047	LYTVA_02672, LYTVA_18570, LYTVA_28103
OG0000206	STRPU_24225	LYTVA_05763
OG0000206	STRPU_14534, STRPU_14533, STRPU_01077, STRPU_24228, STRPU_24227	LYTVA_03896
OG0000206	STRPU_26625, STRPU_10708, STRPU_10715, STRPU_20227, STRPU_20226	LYTVA_15265
OG0000206	STRPU_19604, STRPU_19566, STRPU_19469, STRPU_19478, STRPU_19474, STRPU_19607, STRPU_19572, STRPU_19565, STRPU_19606, STRPU_19574, STRPU_19569, STRPU_19472	LYTVA_13978, LYTVA_13983, LYTVA_04052
OG0000206	STRPU_22115	LYTVA_26071
OG0000206	STRPU_22116	LYTVA_26070
OG0000207	STRPU_02190, STRPU_09226	LYTVA_11110
OG0000207	STRPU_10587, STRPU_12464, STRPU_12640, STRPU_12639	LYTVA_21753
OG0000207	STRPU_25640	LYTVA_28234
OG0000207	STRPU_25623, STRPU_25638, STRPU_25639, STRPU_04360	LYTVA_23513
OG0000207	STRPU_02462, STRPU_13603, STRPU_25406, STRPU_02460	LYTVA_30157, LYTVA_01312
OG0000207	STRPU_06266, STRPU_06310	LYTVA_23468
OG0000207	STRPU_16641	LYTVA_16683
OG0000207	STRPU_06673	LYTVA_23967, LYTVA_11884
OG0000208	STRPU_05300, STRPU_05299	LYTVA_06810, LYTVA_29323
OG0000208	STRPU_21776	LYTVA_05690
OG0000208	STRPU_21777, STRPU_21778	LYTVA_05691
OG0000208	STRPU_14840	LYTVA_28941
OG0000210	STRPU_19233	LYTVA_29620, LYTVA_07256
OG0000210	STRPU_19157	LYTVA_11329
OG0000210	STRPU_19341	LYTVA_04915
OG0000210	STRPU_17533	LYTVA_22044, LYTVA_11807
OG0000210	STRPU_18682	LYTVA_15620
OG0000210	STRPU_18442, STRPU_18408	LYTVA_22843
OG0000210	STRPU_23511	LYTVA_06144
OG0000211	STRPU_02785	LYTVA_13895
OG0000211	STRPU_18014	LYTVA_06449
OG0000211	STRPU_21779	LYTVA_04294
OG0000211	STRPU_27150	LYTVA_06557
OG0000211	STRPU_26341	LYTVA_26568
OG0000213	STRPU_04165, STRPU_06341, STRPU_06295, STRPU_01746	LYTVA_09081, LYTVA_26281, LYTVA_07948
OG0000213	STRPU_12595	LYTVA_25250, LYTVA_25252, LYTVA_14214
OG0000213	STRPU_12596	LYTVA_25244
OG0000213	STRPU_15554, STRPU_02245	LYTVA_08396
OG0000214	STRPU_08056	LYTVA_14962
OG0000215	STRPU_23803	LYTVA_05533
OG0000215	STRPU_19259	LYTVA_09456
OG0000215	STRPU_19208	LYTVA_02687, LYTVA_25933
OG0000215	STRPU_13574, STRPU_01594, STRPU_01595, STRPU_13575	LYTVA_04783
OG0000216	STRPU_16121, STRPU_16104, STRPU_16122, STRPU_16105	LYTVA_00167
OG0000216	STRPU_16440	LYTVA_24469
OG0000218	STRPU_24450, STRPU_24451	LYTVA_12244
OG0000218	STRPU_20177, STRPU_20178, STRPU_06428	LYTVA_02104
OG0000218	STRPU_23041	LYTVA_26547
OG0000218	STRPU_23040	LYTVA_01722, LYTVA_15921
OG0000218	STRPU_20377	LYTVA_12767
OG0000218	STRPU_20378	LYTVA_18998, LYTVA_15920
OG0000218	STRPU_20379	LYTVA_19551
OG0000219	STRPU_12416, STRPU_12311, STRPU_12418, STRPU_12425, STRPU_12305, STRPU_12377	LYTVA_15885
OG0000219	STRPU_12362	LYTVA_17638
OG0000219	STRPU_12306, STRPU_12336, STRPU_12365, STRPU_12334	LYTVA_26312, LYTVA_22416
OG0000219	STRPU_20326, STRPU_12920, STRPU_12887, STRPU_19158, STRPU_12890	LYTVA_00138
OG0000219	STRPU_00097	LYTVA_05115
OG0000219	STRPU_12892	LYTVA_17644
OG0000219	STRPU_20345	LYTVA_07791
OG0000219	STRPU_24097	LYTVA_19698
OG0000220	STRPU_04095	LYTVA_22048
OG0000220	STRPU_07403	LYTVA_04465
OG0000220	STRPU_07402	LYTVA_04466
OG0000220	STRPU_07401	LYTVA_04468
OG0000220	STRPU_11837	LYTVA_16045
OG0000220	STRPU_04617	LYTVA_14940, LYTVA_20936
OG0000221	STRPU_25006	LYTVA_17595
OG0000221	STRPU_10448	LYTVA_04768
OG0000221	STRPU_16065	LYTVA_08100
OG0000222	STRPU_10704	LYTVA_26734, LYTVA_13738
OG0000222	STRPU_10705	LYTVA_24122
OG0000222	STRPU_10948	LYTVA_28945
OG0000222	STRPU_26038	LYTVA_23553
OG0000222	STRPU_00387	LYTVA_21370
OG0000223	STRPU_09834, STRPU_09833	LYTVA_00593
OG0000223	STRPU_07084	LYTVA_24317
OG0000225	STRPU_22829, STRPU_01990	LYTVA_20688
OG0000225	STRPU_01991, STRPU_22830, STRPU_22831	LYTVA_20689
OG0000225	STRPU_22388	LYTVA_18494
OG0000226	STRPU_15493	LYTVA_13071, LYTVA_12352
OG0000226	STRPU_14272, STRPU_14288	LYTVA_07687
OG0000226	STRPU_20979	LYTVA_17196
OG0000226	STRPU_21277	LYTVA_02695
OG0000227	STRPU_13886	LYTVA_07921
OG0000227	STRPU_26643	LYTVA_00830
OG0000227	STRPU_25172	LYTVA_00289
OG0000227	STRPU_25142	LYTVA_24191
OG0000228	STRPU_15282	LYTVA_02590
OG0000228	STRPU_15283	LYTVA_02589
OG0000228	STRPU_27417	LYTVA_17477
OG0000228	STRPU_10933	LYTVA_02497, LYTVA_21145
OG0000228	STRPU_15295, STRPU_15308	LYTVA_09059
OG0000228	STRPU_15294, STRPU_15307	LYTVA_09058
OG0000228	STRPU_15237, STRPU_15183	LYTVA_03892
OG0000228	STRPU_15186, STRPU_15184, STRPU_15238	LYTVA_05647
OG0000229	STRPU_07750	LYTVA_09325
OG0000229	STRPU_07293, STRPU_07277	LYTVA_06193
OG0000229	STRPU_07294, STRPU_07280	LYTVA_06192
OG0000230	STRPU_08039	LYTVA_29471
OG0000230	STRPU_15060, STRPU_14962, STRPU_14992	LYTVA_10912
OG0000231	STRPU_21417	LYTVA_11003
OG0000231	STRPU_04949	LYTVA_23091
OG0000231	STRPU_14890, STRPU_14891, STRPU_14829	LYTVA_25029
OG0000231	STRPU_25853	LYTVA_01782
OG0000232	STRPU_22340	LYTVA_02619
OG0000232	STRPU_22357	LYTVA_23755
OG0000232	STRPU_10407	LYTVA_05624
OG0000233	STRPU_19457	LYTVA_06974, LYTVA_04354
OG0000233	STRPU_02747	LYTVA_14773
OG0000233	STRPU_19351	LYTVA_05981
OG0000234	STRPU_11520	LYTVA_19906
OG0000235	STRPU_12526, STRPU_12500, STRPU_12529, STRPU_12612, STRPU_12606	LYTVA_26303, LYTVA_17292
OG0000235	STRPU_20821	LYTVA_28399
OG0000235	STRPU_21865	LYTVA_23583
OG0000235	STRPU_21863	LYTVA_28400
OG0000235	STRPU_21866	LYTVA_29011
OG0000235	STRPU_20820	LYTVA_24567
OG0000236	STRPU_20268	LYTVA_03072
OG0000236	STRPU_17818, STRPU_17826	LYTVA_06365
OG0000236	STRPU_02487	LYTVA_25117
OG0000236	STRPU_24369	LYTVA_05933
OG0000237	STRPU_18768	LYTVA_02206, LYTVA_20084, LYTVA_24557, LYTVA_23291, LYTVA_05066, LYTVA_22234
OG0000237	STRPU_02564	LYTVA_18271, LYTVA_16135, LYTVA_17992
OG0000238	STRPU_00959, STRPU_08862	LYTVA_04511
OG0000238	STRPU_25261	LYTVA_21260, LYTVA_04828
OG0000238	STRPU_25260	LYTVA_26584
OG0000238	STRPU_24519	LYTVA_07493
OG0000239	STRPU_20505	LYTVA_06349
OG0000239	STRPU_01873, STRPU_25188	LYTVA_09698, LYTVA_06433
OG0000240	STRPU_14915	LYTVA_00509
OG0000240	STRPU_14932, STRPU_14933	LYTVA_15925
OG0000240	STRPU_14931, STRPU_14929	LYTVA_04643, LYTVA_04644, LYTVA_03055, LYTVA_27793
OG0000240	STRPU_14930	LYTVA_11638
OG0000242	STRPU_12016	LYTVA_20520
OG0000243	STRPU_11928	LYTVA_21983
OG0000243	STRPU_09837	LYTVA_14980, LYTVA_11137
OG0000243	STRPU_11707	LYTVA_13155
OG0000243	STRPU_11706	LYTVA_21867
OG0000243	STRPU_11882, STRPU_11927	LYTVA_04084
OG0000243	STRPU_11921, STRPU_11880	LYTVA_01285, LYTVA_04082, LYTVA_04083
OG0000244	STRPU_25421	LYTVA_14110
OG0000244	STRPU_23304, STRPU_23303	LYTVA_00337
OG0000244	STRPU_25990	LYTVA_21810, LYTVA_07546
OG0000245	STRPU_08920, STRPU_00618	LYTVA_25068
OG0000245	STRPU_00617, STRPU_08919	LYTVA_25070, LYTVA_25069
OG0000246	STRPU_14570, STRPU_14461, STRPU_14460, STRPU_14442	LYTVA_09005, LYTVA_09273, LYTVA_01924, LYTVA_25419
OG0000246	STRPU_18045	LYTVA_06938
OG0000246	STRPU_07221	LYTVA_09139
OG0000246	STRPU_13463, STRPU_08832, STRPU_13464, STRPU_13465	LYTVA_25259
OG0000248	STRPU_23659, STRPU_23683	LYTVA_10723
OG0000248	STRPU_23774, STRPU_23777, STRPU_23776, STRPU_23775, STRPU_23778, STRPU_23779	LYTVA_21251
OG0000249	STRPU_27055	LYTVA_00161
OG0000250	STRPU_27110	LYTVA_04806, LYTVA_21908
OG0000250	STRPU_05823	LYTVA_28209
OG0000250	STRPU_04285	LYTVA_16072, LYTVA_19814
OG0000250	STRPU_12654	LYTVA_07981, LYTVA_05636
OG0000251	STRPU_10552	LYTVA_10259
OG0000251	STRPU_23433, STRPU_01004, STRPU_23432	LYTVA_17347
OG0000251	STRPU_10551	LYTVA_08931
OG0000251	STRPU_10615, STRPU_10619	LYTVA_03091
OG0000252	STRPU_02978	LYTVA_00524
OG0000253	STRPU_10055	LYTVA_22590
OG0000253	STRPU_05276, STRPU_05260	LYTVA_28874
OG0000253	STRPU_19027, STRPU_00465, STRPU_00466, STRPU_19026	LYTVA_08619
OG0000253	STRPU_01848, STRPU_19299	LYTVA_25297
OG0000253	STRPU_00472, STRPU_19021	LYTVA_06791
OG0000253	STRPU_19900, STRPU_19875, STRPU_12276, STRPU_12272, STRPU_12226	LYTVA_26523
OG0000253	STRPU_27047, STRPU_18799, STRPU_15266	LYTVA_11744
