Orthogroup	STRPU_ok	XENTR
OG0001243	STRPU_22072	XENTR17516, XENTR17517
OG0001245	STRPU_04810	XENTR09296
OG0001247	STRPU_22721	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001248	STRPU_21972	XENTR01078, XENTR18804, XENTR03776
OG0001249	STRPU_18988	XENTR10238, XENTR10239, XENTR04710, XENTR00318
OG0001250	STRPU_08807	XENTR10529, XENTR04777, XENTR07316
OG0001251	STRPU_25431	XENTR12411
OG0001252	STRPU_19076	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	STRPU_23835, STRPU_23873	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	STRPU_22240	XENTR03435, XENTR01471
OG0001256	STRPU_18001	XENTR12356
OG0001261	STRPU_05296	XENTR03563, XENTR16999
OG0001262	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	STRPU_03468	XENTR06868
OG0001264	STRPU_25388	XENTR02490, XENTR03731, XENTR05140
OG0001266	STRPU_07064, STRPU_07068	XENTR10900, XENTR02450
OG0001267	STRPU_04944	XENTR14460
OG0001267	STRPU_14642	XENTR06333
OG0001268	STRPU_26888	XENTR08282
OG0001268	STRPU_23502	XENTR18855
OG0001270	STRPU_08488	XENTR01782
OG0001270	STRPU_08385	XENTR12521, XENTR12522
OG0001271	STRPU_13643, STRPU_02421	XENTR17754, XENTR02751, XENTR07226
OG0001272	STRPU_15049	XENTR18340, XENTR09464, XENTR00960
OG0001273	STRPU_26636	XENTR13224, XENTR14752, XENTR14082
OG0001274	STRPU_20009	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	STRPU_16983	XENTR14625
OG0001276	STRPU_05244	XENTR09721, XENTR13760
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453	XENTR09813
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	XENTR11976, XENTR14916
OG0001280	STRPU_26559	XENTR13872, XENTR04350, XENTR07156
OG0001282	STRPU_11958, STRPU_01619	XENTR16436, XENTR00274
OG0001284	STRPU_00110, STRPU_13473	XENTR15697
OG0001284	STRPU_26961	XENTR01467, XENTR01466
OG0001287	STRPU_05909	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	STRPU_26804	XENTR05832, XENTR05833
OG0001290	STRPU_26728	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	STRPU_04348	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	STRPU_13209	XENTR03404, XENTR01086
OG0001293	STRPU_14547	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	STRPU_21633	XENTR08985, XENTR08984
OG0001295	STRPU_21991	XENTR07162, XENTR07111
OG0001296	STRPU_21312	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001297	STRPU_12690	XENTR07068, XENTR07067, XENTR01254, XENTR17500
OG0001300	STRPU_00543, STRPU_15986	XENTR09380, XENTR15087, XENTR13396
OG0001302	STRPU_14524	XENTR05127, XENTR05128
OG0001305	STRPU_20309	XENTR06508, XENTR06784, XENTR15394
OG0001306	STRPU_19063	XENTR00068
OG0001306	STRPU_20137	XENTR06783
OG0001308	STRPU_04711	XENTR08924, XENTR10339, XENTR11736
OG0001309	STRPU_25014, STRPU_25016	XENTR12950
OG0001310	STRPU_21314	XENTR02393
OG0001310	STRPU_15962, STRPU_00518	XENTR15418
OG0001311	STRPU_10949	XENTR11767
OG0001311	STRPU_00838, STRPU_14082	XENTR16951
OG0001313	STRPU_11221, STRPU_11258, STRPU_11259, STRPU_01542, STRPU_09416	XENTR06253
OG0001315	STRPU_08079	XENTR18202, XENTR00932, XENTR03902
OG0001316	STRPU_15726	XENTR05492, XENTR15964, XENTR00686
OG0001317	STRPU_23522	XENTR06399
OG0001318	STRPU_12148, STRPU_12116	XENTR10187
OG0001318	STRPU_17591	XENTR00640
OG0001319	STRPU_06818	XENTR00669, XENTR10926, XENTR09062
OG0001320	STRPU_26137, STRPU_26135	XENTR12547
OG0001320	STRPU_21063	XENTR13078, XENTR04130
OG0001321	STRPU_22556	XENTR11250, XENTR11532, XENTR11534
OG0001322	STRPU_12583	XENTR10160, XENTR16770
OG0001322	STRPU_21322	XENTR07426
OG0001324	STRPU_25173	XENTR08414
OG0001326	STRPU_10219	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848
OG0001327	STRPU_23965, STRPU_23941	XENTR10101, XENTR14547
OG0001328	STRPU_03483	XENTR09916
OG0001329	STRPU_23801	XENTR00757
OG0001330	STRPU_14416, STRPU_14419, STRPU_14445	XENTR14976, XENTR11097, XENTR10939
OG0001331	STRPU_10147, STRPU_10085, STRPU_10148	XENTR14937, XENTR18315
OG0001332	STRPU_19163	XENTR11574, XENTR14153, XENTR14152
OG0001333	STRPU_12708	XENTR01835
OG0001337	STRPU_19080	XENTR04761, XENTR09361
OG0001344	STRPU_04822, STRPU_00738	XENTR06464
OG0001345	STRPU_23708	XENTR02832
OG0001348	STRPU_06494	XENTR02721, XENTR02053
OG0001350	STRPU_00173, STRPU_18483	XENTR00070
OG0001351	STRPU_05960	XENTR06632
OG0001351	STRPU_05959	XENTR02308
OG0001352	STRPU_08735, STRPU_01435	XENTR02276, XENTR07810
OG0001353	STRPU_21554	XENTR09948
OG0001353	STRPU_00577, STRPU_07545	XENTR09957, XENTR02518
OG0001354	STRPU_03356	XENTR09675
OG0001354	STRPU_18322, STRPU_01125	XENTR12221, XENTR00037, XENTR04304
OG0001355	STRPU_09877	XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	STRPU_23614	XENTR11301, XENTR02362, XENTR06819
OG0001357	STRPU_20969	XENTR05091, XENTR02425, XENTR12657
OG0001359	STRPU_26859	XENTR04346, XENTR10433, XENTR08085, XENTR18085
OG0001360	STRPU_04909	XENTR05571
OG0001361	STRPU_11678	XENTR11816, XENTR11817, XENTR17007
OG0001362	STRPU_08359	XENTR09103
OG0001363	STRPU_20296	XENTR09917, XENTR06150
OG0001364	STRPU_10674, STRPU_00565	XENTR17966, XENTR03257
OG0001365	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574, STRPU_22631, STRPU_05633, STRPU_05637, STRPU_05578	XENTR03966, XENTR05559
OG0001367	STRPU_24795	XENTR02449, XENTR12179, XENTR12890
OG0001368	STRPU_21464	XENTR09946, XENTR11688
OG0001369	STRPU_23738	XENTR07049, XENTR14549, XENTR14550, XENTR10107
OG0001370	STRPU_22194	XENTR01446
OG0001370	STRPU_15723	XENTR09409
OG0001371	STRPU_08143, STRPU_02082, STRPU_09113	XENTR09788
OG0001372	STRPU_19138	XENTR17215
OG0001373	STRPU_08670	XENTR01826, XENTR09130, XENTR04806
OG0001374	STRPU_22804, STRPU_01963	XENTR15855, XENTR14140
OG0001375	STRPU_07312	XENTR05015
OG0001375	STRPU_07355	XENTR07997, XENTR12997
OG0001376	STRPU_03703	XENTR13691, XENTR14498, XENTR07143
OG0001377	STRPU_10185	XENTR07904, XENTR16306
OG0001378	STRPU_09539	XENTR01985, XENTR01998, XENTR11085, XENTR12484
OG0001379	STRPU_06776, STRPU_06758	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100
OG0001380	STRPU_05457	XENTR13793, XENTR03477, XENTR03478
OG0001381	STRPU_27173, STRPU_27171	XENTR15731, XENTR09312, XENTR06992
OG0001382	STRPU_12915	XENTR05428
OG0001384	STRPU_06439	XENTR06196, XENTR07238
OG0001389	STRPU_05345	XENTR05255, XENTR05190, XENTR01018, XENTR09739
OG0001394	STRPU_05211	XENTR16874
OG0001395	STRPU_17938	XENTR05456, XENTR16923, XENTR11578, XENTR07687
OG0001397	STRPU_09545	XENTR17141, XENTR17665
OG0001397	STRPU_10313	XENTR11843
OG0001399	STRPU_06787	XENTR06193, XENTR06192
OG0001399	STRPU_26081	XENTR02498, XENTR09890
OG0001400	STRPU_01874, STRPU_25189	XENTR07182, XENTR03349, XENTR03348
OG0001402	STRPU_02223, STRPU_15580	XENTR04534, XENTR14904, XENTR04036
OG0001403	STRPU_14874, STRPU_14258	XENTR06529, XENTR17701, XENTR10933
OG0001404	STRPU_10986, STRPU_00324	XENTR10088
OG0001405	STRPU_25512	XENTR07643, XENTR11005
OG0001405	STRPU_02778	XENTR16937, XENTR16938
OG0001406	STRPU_06123	XENTR09026, XENTR05268
OG0001408	STRPU_00756, STRPU_19811	XENTR06160, XENTR13671, XENTR01315
OG0001409	STRPU_03382	XENTR08239, XENTR15156
OG0001410	STRPU_05515	XENTR04211, XENTR11331
OG0001410	STRPU_25411	XENTR08205
OG0001411	STRPU_05251, STRPU_05267	XENTR05513
OG0001412	STRPU_09369	XENTR01134
OG0001413	STRPU_14983, STRPU_14952	XENTR10327
OG0001413	STRPU_26501	XENTR01450
OG0001414	STRPU_21522	XENTR16760
OG0001414	STRPU_10366	XENTR03396
OG0001415	STRPU_14239	XENTR00799
OG0001416	STRPU_10614	XENTR04093, XENTR17575
OG0001417	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122	XENTR13968
OG0001417	STRPU_26260	XENTR05604
OG0001418	STRPU_01132, STRPU_01131, STRPU_18315	XENTR11447, XENTR00014, XENTR05877, XENTR04739
OG0001419	STRPU_21660, STRPU_21725	XENTR07503, XENTR07502, XENTR02430, XENTR02429
OG0001420	STRPU_20535	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348
OG0001421	STRPU_20976	XENTR11642, XENTR10761, XENTR11862
OG0001422	STRPU_17021	XENTR07180, XENTR03319
OG0001423	STRPU_20339	XENTR11753, XENTR07724, XENTR12211
OG0001424	STRPU_22200	XENTR09472
OG0001425	STRPU_15993	XENTR00165, XENTR10054, XENTR15292
OG0001427	STRPU_07408	XENTR12966
OG0001428	STRPU_11278, STRPU_11240	XENTR08058
OG0001430	STRPU_21288	XENTR11865, XENTR09506, XENTR03841, XENTR12647
OG0001431	STRPU_22263	XENTR12951, XENTR14198
OG0001432	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413	XENTR18322, XENTR18323
OG0001433	STRPU_07230, STRPU_07255	XENTR12757, XENTR01397, XENTR08074
OG0001434	STRPU_17872	XENTR14256, XENTR14257, XENTR14255
OG0001437	STRPU_25775, STRPU_25792	XENTR08203
OG0001440	STRPU_25215	XENTR02912, XENTR02913, XENTR13967
OG0001441	STRPU_07157	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537
OG0001445	STRPU_16668, STRPU_16697	XENTR00603, XENTR11995
OG0001446	STRPU_15539, STRPU_15538, STRPU_23259, STRPU_23309, STRPU_23307	XENTR11107
OG0001447	STRPU_20657, STRPU_20658	XENTR06688, XENTR11993, XENTR11860
OG0001449	STRPU_07648	XENTR18530
OG0001449	STRPU_25089	XENTR17594
OG0001451	STRPU_14371	XENTR01133
OG0001451	STRPU_17131	XENTR09852
OG0001452	STRPU_26368	XENTR05846, XENTR01476, XENTR12152
OG0001453	STRPU_24736, STRPU_08563, STRPU_24734	XENTR15215, XENTR02669
OG0001454	STRPU_05150, STRPU_05074	XENTR01618, XENTR01050
OG0001455	STRPU_18159	XENTR00058, XENTR11013, XENTR05881, XENTR12230
OG0001456	STRPU_27191, STRPU_27192, STRPU_27208	XENTR09379
OG0001457	STRPU_07098	XENTR12907, XENTR05747, XENTR02139, XENTR01401, XENTR05746
OG0001459	STRPU_12776, STRPU_02363	XENTR19263, XENTR05668
OG0001460	STRPU_04118	XENTR14447
OG0001461	STRPU_23343	XENTR05990
OG0001463	STRPU_25835, STRPU_25655, STRPU_25656	XENTR15129, XENTR03741
OG0001464	STRPU_25177	XENTR03158, XENTR17134, XENTR06200
OG0001465	STRPU_11188	XENTR17228
OG0001466	STRPU_07749	XENTR16300
OG0001466	STRPU_04674	XENTR03641
OG0001467	STRPU_05130, STRPU_05054	XENTR16639
OG0001468	STRPU_25091	XENTR04167, XENTR10607
OG0001469	STRPU_17361, STRPU_17345	XENTR01260
OG0001470	STRPU_02226, STRPU_15577	XENTR08880, XENTR08883
OG0001472	STRPU_27210, STRPU_27194	XENTR12389
OG0001472	STRPU_25563, STRPU_00832	XENTR13330
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	XENTR16670, XENTR04818, XENTR04817
OG0001474	STRPU_13493	XENTR18010
OG0001474	STRPU_08774	XENTR01827
OG0001475	STRPU_11303, STRPU_11319, STRPU_11092	XENTR12916
OG0001476	STRPU_17798	XENTR11401
OG0001478	STRPU_21182	XENTR14390
OG0001479	STRPU_19441	XENTR01295, XENTR15874, XENTR09664
OG0001480	STRPU_24164	XENTR08394, XENTR12252, XENTR14932
OG0001481	STRPU_20432	XENTR08156, XENTR03822
OG0001483	STRPU_06785	XENTR10570
OG0001484	STRPU_13892, STRPU_23212, STRPU_23225	XENTR07065
OG0001485	STRPU_26365	XENTR03119, XENTR03410
OG0001486	STRPU_11997, STRPU_01663	XENTR14269, XENTR05434, XENTR04448, XENTR04449
OG0001487	STRPU_26331	XENTR15807, XENTR15808, XENTR03755, XENTR07678
OG0001488	STRPU_13616	XENTR17821
OG0001489	STRPU_18782	XENTR00338, XENTR12149
OG0001490	STRPU_20507	XENTR16191, XENTR12791, XENTR03053
OG0001492	STRPU_14187	XENTR06535, XENTR01139
OG0001493	STRPU_04271	XENTR09429
OG0001495	STRPU_23172	XENTR13170
OG0001496	STRPU_09305, STRPU_09648, STRPU_09646	XENTR07933
OG0001500	STRPU_06633	XENTR08590, XENTR12582, XENTR10830
OG0001501	STRPU_21031	XENTR06683, XENTR06684, XENTR12986
OG0001502	STRPU_08256	XENTR17438
OG0001503	STRPU_26383	XENTR14751
OG0001503	STRPU_08277	XENTR05638
OG0001504	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973	XENTR02517
OG0001505	STRPU_11360	XENTR00271
OG0001506	STRPU_11331	XENTR00266, XENTR08441, XENTR08440
OG0001507	STRPU_21330	XENTR08992, XENTR07481
OG0001508	STRPU_12972	XENTR15984, XENTR15983, XENTR11480, XENTR11479
OG0001509	STRPU_06444	XENTR10571, XENTR03196
OG0001510	STRPU_19269	XENTR07005, XENTR12209, XENTR00355
OG0001511	STRPU_06130	XENTR03205
OG0001513	STRPU_23242	XENTR03148, XENTR05200
OG0001515	STRPU_15320, STRPU_15319	XENTR04041, XENTR04537
OG0001516	STRPU_18551	XENTR11018
OG0001517	STRPU_19850, STRPU_23529	XENTR13941, XENTR13905
OG0001518	STRPU_07114	XENTR06101, XENTR00879
OG0001520	STRPU_24561	XENTR12857, XENTR05173
OG0001521	STRPU_26866	XENTR14078
OG0001522	STRPU_03073	XENTR15230
OG0001523	STRPU_12314	XENTR10881, XENTR17742
OG0001524	STRPU_10326	XENTR09548
OG0001524	STRPU_25252	XENTR00484
OG0001525	STRPU_15038, STRPU_15039, STRPU_15040, STRPU_15037	XENTR12515, XENTR12514
OG0001526	STRPU_20380	XENTR01289, XENTR17681, XENTR16198
OG0001527	STRPU_14392	XENTR01509
OG0001527	STRPU_25264	XENTR15735
OG0001528	STRPU_10769	XENTR17324, XENTR04419
OG0001529	STRPU_00143	XENTR02811, XENTR02810, XENTR08383
OG0001531	STRPU_10272	XENTR12449, XENTR11571, XENTR08724
OG0001532	STRPU_10950	XENTR11612, XENTR16708, XENTR06237
OG0001533	STRPU_24952	XENTR07080, XENTR17861
OG0001534	STRPU_08320, STRPU_08319	XENTR05627, XENTR06763, XENTR05628
OG0001536	STRPU_21047	XENTR02934
OG0001538	STRPU_12441, STRPU_12432	XENTR15405
OG0001545	STRPU_27363	XENTR08623, XENTR05315, XENTR18196
OG0001546	STRPU_20460	XENTR02403, XENTR05092
OG0001549	STRPU_24400	XENTR06613, XENTR07982, XENTR02588
OG0001550	STRPU_21280, STRPU_20475	XENTR12624
OG0001551	STRPU_21860, STRPU_21899, STRPU_21891	XENTR05545, XENTR05547
OG0001552	STRPU_22979	XENTR07028
OG0001553	STRPU_04052	XENTR02229, XENTR09430, XENTR09742
OG0001554	STRPU_02015, STRPU_16951	XENTR08488, XENTR05924
OG0001557	STRPU_12321	XENTR11819
OG0001558	STRPU_20040	XENTR16416, XENTR06488
OG0001559	STRPU_21439	XENTR09039, XENTR06623
OG0001560	STRPU_22041	XENTR12473, XENTR04353, XENTR13870, XENTR12299
OG0001561	STRPU_22097	XENTR16133, XENTR07954, XENTR01341
OG0001563	STRPU_26909, STRPU_13288, STRPU_13360	XENTR12134
OG0001564	STRPU_06537, STRPU_06563	XENTR03255, XENTR05932
OG0001565	STRPU_03587, STRPU_03523, STRPU_03586	XENTR14497, XENTR14805, XENTR12160
OG0001566	STRPU_17707	XENTR12398, XENTR12399, XENTR04955
OG0001567	STRPU_14545, STRPU_14538	XENTR10094, XENTR00289
OG0001568	STRPU_08839, STRPU_00977	XENTR05615
OG0001569	STRPU_06491, STRPU_06672	XENTR02711, XENTR00703, XENTR00702
OG0001570	STRPU_25866	XENTR05431
OG0001571	STRPU_02985	XENTR14473
OG0001572	STRPU_17033, STRPU_01799	XENTR14408
OG0001572	STRPU_25872	XENTR03742
OG0001573	STRPU_18175	XENTR03987, XENTR08694
OG0001574	STRPU_09295	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496
OG0001575	STRPU_23849, STRPU_23815	XENTR14038, XENTR14037
OG0001576	STRPU_26967	XENTR15048, XENTR13227
OG0001578	STRPU_09755, STRPU_09711	XENTR01969, XENTR09544
OG0001579	STRPU_04737, STRPU_04730, STRPU_04736	XENTR06690
OG0001580	STRPU_25493	XENTR13327, XENTR07267
OG0001581	STRPU_21852, STRPU_21108	XENTR07619, XENTR15249
OG0001582	STRPU_15059	XENTR07708, XENTR17762, XENTR01173
OG0001583	STRPU_09827	XENTR11561, XENTR14641
OG0001584	STRPU_06055	XENTR09628, XENTR09629
OG0001588	STRPU_25573, STRPU_16712, STRPU_02105, STRPU_02107, STRPU_02100, STRPU_09127, STRPU_19443, STRPU_18893, STRPU_18890, STRPU_18888, STRPU_02106	XENTR06850
OG0001589	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159	XENTR11338
OG0001590	STRPU_17388, STRPU_26879	XENTR10428
OG0001592	STRPU_22809, STRPU_22808, STRPU_01967, STRPU_23555	XENTR11244, XENTR11243
OG0001593	STRPU_22521	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433
OG0001596	STRPU_23283	XENTR06371
OG0001597	STRPU_14448, STRPU_14431	XENTR05372
OG0001597	STRPU_15998	XENTR10161
OG0001599	STRPU_08993	XENTR07390, XENTR07367
OG0001600	STRPU_07559, STRPU_00590	XENTR16112, XENTR13590, XENTR11793
OG0001604	STRPU_20664	XENTR11091
OG0001604	STRPU_14571	XENTR13341
OG0001605	STRPU_25478, STRPU_12565	XENTR04606
OG0001606	STRPU_00806, STRPU_25539	XENTR08318
OG0001606	STRPU_09537	XENTR10494
OG0001608	STRPU_25716, STRPU_25698	XENTR00220, XENTR05052
OG0001609	STRPU_06891	XENTR06189
OG0001609	STRPU_23497	XENTR11285
OG0001610	STRPU_24471	XENTR16107, XENTR10867, XENTR00221
OG0001611	STRPU_20967	XENTR13532, XENTR13440, XENTR02083
OG0001612	STRPU_17129	XENTR11391
OG0001614	STRPU_27003	XENTR03364
OG0001614	STRPU_00963, STRPU_08858	XENTR09810
OG0001615	STRPU_12203	XENTR04468, XENTR16398
OG0001617	STRPU_23604	XENTR11229, XENTR17736, XENTR07959
OG0001620	STRPU_19915	XENTR12935, XENTR17480, XENTR03941
OG0001621	STRPU_05699	XENTR01806, XENTR05633
OG0001622	STRPU_09518	XENTR13104, XENTR02280
OG0001624	STRPU_24187, STRPU_01112	XENTR12858, XENTR07807
OG0001627	STRPU_10394	XENTR11789
OG0001627	STRPU_09510	XENTR13175, XENTR07907
OG0001628	STRPU_20435	XENTR01654
OG0001632	STRPU_23809, STRPU_23843	XENTR02813, XENTR01250, XENTR01348
OG0001634	STRPU_20042	XENTR15612
OG0001634	STRPU_21767, STRPU_21703	XENTR11998
OG0001635	STRPU_05304	XENTR14373
OG0001636	STRPU_26253	XENTR00472
OG0001637	STRPU_08189	XENTR07980
OG0001638	STRPU_14215	XENTR17765, XENTR01518
OG0001639	STRPU_26515	XENTR05276, XENTR13285, XENTR13286
OG0001640	STRPU_22717, STRPU_00700	XENTR11286
OG0001641	STRPU_24984	XENTR14307
OG0001642	STRPU_21824	XENTR09499, XENTR14534, XENTR14535
OG0001643	STRPU_03592, STRPU_03527	XENTR05703, XENTR05702, XENTR14501
OG0001644	STRPU_07026	XENTR02166
OG0001651	STRPU_04788	XENTR14299, XENTR16608
OG0001652	STRPU_21641, STRPU_00295, STRPU_00191	XENTR13535
OG0001653	STRPU_18928, STRPU_18930, STRPU_18865	XENTR11019
OG0001654	STRPU_24101, STRPU_24566	XENTR09616, XENTR17243, XENTR09614
OG0001655	STRPU_05327	XENTR03302, XENTR02328, XENTR08790, XENTR08791
OG0001657	STRPU_14732	XENTR00532, XENTR17851
OG0001658	STRPU_07438	XENTR04483
OG0001658	STRPU_07439, STRPU_07448	XENTR12967
OG0001659	STRPU_17531	XENTR05457, XENTR00169
OG0001660	STRPU_04934	XENTR13183, XENTR03454, XENTR14380
OG0001661	STRPU_15061	XENTR10294
OG0001661	STRPU_25156	XENTR10421
OG0001662	STRPU_01806	XENTR08476
OG0001662	STRPU_17153	XENTR03671, XENTR14025
OG0001663	STRPU_22095	XENTR16289, XENTR18540, XENTR18541
OG0001665	STRPU_01425, STRPU_08744	XENTR01674
OG0001665	STRPU_01424, STRPU_08745	XENTR10394
OG0001666	STRPU_23274, STRPU_05068, STRPU_05143, STRPU_25003	XENTR09349
OG0001667	STRPU_13327, STRPU_13922, STRPU_13935	XENTR12439, XENTR07091
OG0001668	STRPU_17265	XENTR00151
OG0001670	STRPU_20375	XENTR06115, XENTR06114
OG0001671	STRPU_23579	XENTR08372
OG0001672	STRPU_23272	XENTR03686, XENTR05392, XENTR14798
OG0001673	STRPU_21686, STRPU_21751	XENTR02411
OG0001674	STRPU_23906	XENTR05318, XENTR08311, XENTR08310, XENTR08309
OG0001675	STRPU_07480	XENTR05024, XENTR15538
OG0001676	STRPU_04793	XENTR08921
OG0001676	STRPU_22887	XENTR08096
OG0001677	STRPU_14147, STRPU_14173	XENTR06345
OG0001678	STRPU_22047, STRPU_22048	XENTR12440, XENTR04156
OG0001680	STRPU_20436	XENTR09484, XENTR09485
OG0001682	STRPU_06237	XENTR12019
OG0001682	STRPU_06239	XENTR18099
OG0001683	STRPU_17458, STRPU_17475	XENTR14409, XENTR18194, XENTR05463, XENTR11397
OG0001684	STRPU_14381	XENTR12235, XENTR00429
OG0001685	STRPU_05303	XENTR03486, XENTR03485
OG0001686	STRPU_26044	XENTR03714
OG0001687	STRPU_25158, STRPU_24138	XENTR07300
OG0001688	STRPU_05297	XENTR12165, XENTR12164, XENTR17332
OG0001689	STRPU_14303	XENTR06536, XENTR01151, XENTR01152
OG0001691	STRPU_15006	XENTR19286
OG0001692	STRPU_19066	XENTR00015, XENTR05878, XENTR04738
OG0001693	STRPU_17514, STRPU_17516, STRPU_17517, STRPU_21571, STRPU_00283, STRPU_21570	XENTR12044
OG0001694	STRPU_01478	XENTR06610, XENTR07039
OG0001695	STRPU_17017	XENTR18123, XENTR17708
OG0001696	STRPU_01381, STRPU_11566	XENTR14126, XENTR08939, XENTR12073, XENTR12074
OG0001703	STRPU_01270, STRPU_01272, STRPU_18216, STRPU_20353, STRPU_18217, STRPU_18173, STRPU_22909, STRPU_22894, STRPU_18213, STRPU_18215	XENTR02667
OG0001704	STRPU_05453	XENTR03806, XENTR03805
OG0001706	STRPU_05229	XENTR05262, XENTR06974, XENTR05263
OG0001707	STRPU_24819	XENTR04513
OG0001709	STRPU_05233	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408
OG0001710	STRPU_23701	XENTR16784, XENTR13163, XENTR16154
OG0001711	STRPU_21095, STRPU_21094	XENTR06620, XENTR13096
OG0001712	STRPU_04462	XENTR05564, XENTR02704
OG0001713	STRPU_25915	XENTR06081
OG0001714	STRPU_08986	XENTR03907
OG0001714	STRPU_20557	XENTR16567
OG0001720	STRPU_14657	XENTR17421, XENTR17422, XENTR01149
OG0001721	STRPU_14647	XENTR13555, XENTR07868, XENTR08455
OG0001723	STRPU_06356	XENTR11325, XENTR02045, XENTR09068
OG0001724	STRPU_18093, STRPU_01781	XENTR07871
OG0001725	STRPU_04487, STRPU_04362	XENTR03645, XENTR08140, XENTR14311
OG0001726	STRPU_20634	XENTR10952
OG0001726	STRPU_04691	XENTR11726
OG0001727	STRPU_21219	XENTR02406, XENTR00200, XENTR00201
OG0001728	STRPU_26695	XENTR08116, XENTR00572
OG0001729	STRPU_23619	XENTR02877, XENTR02809
OG0001730	STRPU_18631, STRPU_18614	XENTR00053, XENTR16791
OG0001731	STRPU_12360	XENTR15747
OG0001732	STRPU_06110	XENTR09057, XENTR03190
OG0001733	STRPU_09898	XENTR07919
OG0001735	STRPU_02435, STRPU_13629	XENTR05402, XENTR16930
OG0001736	STRPU_25297	XENTR10208, XENTR16350
OG0001737	STRPU_07635	XENTR19032
OG0001737	STRPU_17777	XENTR11412, XENTR11594, XENTR12766
OG0001738	STRPU_12582	XENTR14124, XENTR16771
OG0001739	STRPU_12635	XENTR13668, XENTR18284
OG0001740	STRPU_12729, STRPU_12731	XENTR17497, XENTR16779
OG0001743	STRPU_19741	XENTR07739
OG0001744	STRPU_22012	XENTR04185, XENTR01893, XENTR04186, XENTR06221
OG0001745	STRPU_26910	XENTR09624
OG0001746	STRPU_01643, STRPU_11979	XENTR17012
OG0001747	STRPU_06888	XENTR01108, XENTR03213, XENTR03209, XENTR03208, XENTR03210, XENTR03212, XENTR03211, XENTR03203, XENTR03204, XENTR07433
OG0001749	STRPU_05824	XENTR08701, XENTR03971, XENTR14372
OG0001752	STRPU_04577, STRPU_04576, STRPU_22519	XENTR05862, XENTR05863, XENTR10279
OG0001754	STRPU_17742	XENTR11387, XENTR08474, XENTR05086
OG0001755	STRPU_12732	XENTR09873
OG0001755	STRPU_24786	XENTR02652
OG0001756	STRPU_09617	XENTR08856
OG0001756	STRPU_04685	XENTR02230
OG0001757	STRPU_21210	XENTR14855, XENTR13413
OG0001759	STRPU_10425	XENTR14143
OG0001760	STRPU_22819, STRPU_01978	XENTR10103
OG0001768	STRPU_26512	XENTR00583
OG0001769	STRPU_04596, STRPU_14107	XENTR12819
OG0001769	STRPU_20984	XENTR13309
OG0001770	STRPU_17113, STRPU_16408	XENTR05192, XENTR05256, XENTR09738, XENTR01019
OG0001772	STRPU_21190, STRPU_21191	XENTR14857, XENTR14769, XENTR13408
OG0001774	STRPU_09937	XENTR17983
OG0001774	STRPU_23744	XENTR10461
OG0001775	STRPU_26768	XENTR08314, XENTR15724
OG0001778	STRPU_25828	XENTR16949, XENTR16948
OG0001780	STRPU_14799	XENTR00800
OG0001781	STRPU_13577, STRPU_01597	XENTR01701
OG0001781	STRPU_20058	XENTR12943
OG0001782	STRPU_26752, STRPU_26766	XENTR03438
OG0001782	STRPU_04678	XENTR07561
OG0001783	STRPU_06159	XENTR01760, XENTR09127
OG0001787	STRPU_17941	XENTR16345, XENTR10666, XENTR10665, XENTR13689
OG0001789	STRPU_15451, STRPU_15452	XENTR01158, XENTR11105
OG0001790	STRPU_03304	XENTR08234
OG0001792	STRPU_27220	XENTR11934, XENTR11933
OG0001793	STRPU_24396	XENTR10072
OG0001794	STRPU_12642, STRPU_12643	XENTR10714
