Orthogroup	STRPU_ok	BRALA
OG0000590	STRPU_25115	BRALA07082
OG0000590	STRPU_25616	BRALA16075, BRALA31942
OG0000591	STRPU_08932	BRALA25344
OG0000592	STRPU_16888	BRALA22980
OG0000592	STRPU_15820, STRPU_15868	BRALA12293, BRALA12292, BRALA25533
OG0000593	STRPU_09183, STRPU_02152	BRALA10467
OG0000594	STRPU_23519, STRPU_26491	BRALA10983
OG0000597	STRPU_14406	BRALA07224
OG0000597	STRPU_22530	BRALA07985
OG0000598	STRPU_26530, STRPU_26404, STRPU_26772	BRALA11320, BRALA23299, BRALA25765, BRALA03034, BRALA02990, BRALA09389, BRALA08426, BRALA17485, BRALA05896, BRALA05863, BRALA15652, BRALA09868, BRALA33289, BRALA08360
OG0000600	STRPU_18065, STRPU_18063	BRALA16892
OG0000601	STRPU_16081, STRPU_16088, STRPU_16087	BRALA06469, BRALA04622, BRALA04621
OG0000602	STRPU_06890, STRPU_06914	BRALA13634
OG0000602	STRPU_06715	BRALA13638, BRALA13637
OG0000603	STRPU_00284, STRPU_21569	BRALA11986
OG0000604	STRPU_20714, STRPU_20713	BRALA23058
OG0000607	STRPU_01642, STRPU_11978	BRALA02171
OG0000608	STRPU_05642, STRPU_05582	BRALA08057
OG0000609	STRPU_24853	BRALA13529
OG0000609	STRPU_24616	BRALA04542
OG0000610	STRPU_19602	BRALA02697
OG0000611	STRPU_05045, STRPU_05119	BRALA20389
OG0000611	STRPU_26016	BRALA27313
OG0000612	STRPU_09717, STRPU_09761	BRALA24582
OG0000612	STRPU_26031	BRALA20021
OG0000613	STRPU_26787	BRALA30072
OG0000614	STRPU_25312	BRALA03493
OG0000614	STRPU_21878	BRALA26253, BRALA24121
OG0000615	STRPU_06171	BRALA14242
OG0000616	STRPU_03576	BRALA23460
OG0000617	STRPU_22373	BRALA28136
OG0000618	STRPU_07199	BRALA17090
OG0000621	STRPU_17540, STRPU_17541	BRALA08043
OG0000622	STRPU_17169, STRPU_04373	BRALA05168
OG0000623	STRPU_07960, STRPU_07951	BRALA01906
OG0000623	STRPU_00318	BRALA33185
OG0000624	STRPU_02433, STRPU_13713, STRPU_14119, STRPU_13328, STRPU_26382	BRALA09192
OG0000625	STRPU_03700, STRPU_02905	BRALA19634
OG0000626	STRPU_24334	BRALA09669
OG0000627	STRPU_03283, STRPU_03246	BRALA29835
OG0000628	STRPU_17753	BRALA28627
OG0000628	STRPU_07211	BRALA16689
OG0000629	STRPU_11562	BRALA35417
OG0000630	STRPU_16241, STRPU_07931, STRPU_15456, STRPU_21948, STRPU_03829, STRPU_09053, STRPU_06360, STRPU_06359	BRALA27500
OG0000632	STRPU_17554, STRPU_04665	BRALA30591, BRALA33954, BRALA29251, BRALA08401
OG0000633	STRPU_21010, STRPU_15058, STRPU_25151, STRPU_25150, STRPU_18495, STRPU_11416, STRPU_22191	BRALA02705, BRALA27123, BRALA17864, BRALA05091, BRALA02704, BRALA32439, BRALA03616, BRALA10872, BRALA03615, BRALA03617, BRALA17937, BRALA03610, BRALA03611, BRALA33444, BRALA17938, BRALA12295, BRALA16604, BRALA17940, BRALA17941, BRALA33978, BRALA15799
OG0000634	STRPU_00599	BRALA18632
OG0000634	STRPU_04517, STRPU_05655, STRPU_05658, STRPU_05659, STRPU_00600, STRPU_24951, STRPU_24950	BRALA11661
OG0000635	STRPU_25070	BRALA30993, BRALA30850, BRALA31506, BRALA28680, BRALA21096
OG0000635	STRPU_17828	BRALA22165, BRALA20517, BRALA05536, BRALA17413, BRALA17024
OG0000637	STRPU_20362	BRALA35665
OG0000637	STRPU_19277	BRALA35619
OG0000639	STRPU_27017	BRALA16533
OG0000642	STRPU_04607, STRPU_04606, STRPU_04846	BRALA06680
OG0000643	STRPU_14556	BRALA28428
OG0000645	STRPU_25221	BRALA20003
OG0000645	STRPU_22046	BRALA04294
OG0000646	STRPU_11448	BRALA05656
OG0000646	STRPU_25760	BRALA20004
OG0000648	STRPU_00211	BRALA03156
OG0000648	STRPU_25924	BRALA03157
OG0000649	STRPU_00020, STRPU_13871, STRPU_13879	BRALA20887
OG0000650	STRPU_24960	BRALA06632, BRALA04575
OG0000651	STRPU_22117	BRALA33518
OG0000654	STRPU_25001	BRALA04554
OG0000656	STRPU_14279	BRALA33635
OG0000657	STRPU_17299, STRPU_17301	BRALA10474
OG0000657	STRPU_22434	BRALA04158
OG0000658	STRPU_18794	BRALA13305
OG0000659	STRPU_00752, STRPU_20000, STRPU_23016	BRALA28643, BRALA30021, BRALA28962, BRALA33238
OG0000660	STRPU_02267, STRPU_17655	BRALA15697
OG0000662	STRPU_09621, STRPU_09696, STRPU_09739	BRALA23622
OG0000662	STRPU_08344	BRALA06276
OG0000663	STRPU_19333	BRALA03574
OG0000664	STRPU_23931	BRALA17169
OG0000665	STRPU_26452, STRPU_26774, STRPU_27239, STRPU_27242	BRALA23202
OG0000666	STRPU_22324	BRALA28214
OG0000667	STRPU_26568	BRALA00909
OG0000670	STRPU_06883	BRALA11703
OG0000671	STRPU_24917	BRALA04719, BRALA04720
OG0000671	STRPU_24916	BRALA07010, BRALA11273
OG0000672	STRPU_06933	BRALA06149
OG0000672	STRPU_20779	BRALA24117
OG0000674	STRPU_26356	BRALA23211
OG0000674	STRPU_12631	BRALA25389
OG0000675	STRPU_13877, STRPU_13866, STRPU_10967, STRPU_10930, STRPU_10541, STRPU_04200, STRPU_04240, STRPU_06740, STRPU_16651, STRPU_06154	BRALA15687, BRALA11516
OG0000676	STRPU_24012	BRALA13759
OG0000676	STRPU_06999	BRALA25556
OG0000679	STRPU_26838	BRALA17512, BRALA31122, BRALA32163, BRALA13018, BRALA02729, BRALA17581, BRALA08418, BRALA01745, BRALA18687, BRALA15120, BRALA15167, BRALA06269, BRALA22711, BRALA19723, BRALA07323, BRALA18016, BRALA29924, BRALA20806, BRALA17475, BRALA05886, BRALA20146, BRALA24078
OG0000680	STRPU_08041	BRALA12807, BRALA12803, BRALA12804, BRALA26957, BRALA11805, BRALA18023, BRALA18021, BRALA18014, BRALA18033, BRALA18022, BRALA01752
OG0000680	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476	BRALA01527, BRALA18950
OG0000681	STRPU_05744	BRALA08295
OG0000681	STRPU_12569, STRPU_12568	BRALA33161
OG0000682	STRPU_09978, STRPU_09955	BRALA25456, BRALA25454, BRALA35283, BRALA25455, BRALA21676
OG0000683	STRPU_06350	BRALA33661
OG0000683	STRPU_18850	BRALA00898
OG0000684	STRPU_25416	BRALA35184, BRALA35989
OG0000689	STRPU_07940, STRPU_19567, STRPU_15739, STRPU_11347, STRPU_03589	BRALA35927
OG0000689	STRPU_03555, STRPU_24114	BRALA20396, BRALA06529, BRALA12646, BRALA34094
OG0000690	STRPU_17155	BRALA29358
OG0000690	STRPU_18294, STRPU_01161	BRALA05018
OG0000691	STRPU_25430	BRALA03301
OG0000691	STRPU_24302	BRALA09683
OG0000692	STRPU_19316, STRPU_01823	BRALA01186
OG0000692	STRPU_24956	BRALA07273, BRALA19399, BRALA17751, BRALA14654, BRALA12375, BRALA07885, BRALA05501
OG0000692	STRPU_15312	BRALA10172
OG0000693	STRPU_11407	BRALA18789
OG0000693	STRPU_19430, STRPU_19438	BRALA02763
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	BRALA10162
OG0000695	STRPU_07020, STRPU_07018	BRALA11548, BRALA29384
OG0000696	STRPU_24482	BRALA16043
OG0000696	STRPU_21259	BRALA15238
OG0000696	STRPU_10267, STRPU_23135	BRALA19739
OG0000697	STRPU_22408	BRALA30467
OG0000698	STRPU_21594	BRALA26139
OG0000700	STRPU_16384, STRPU_16362	BRALA08858
OG0000701	STRPU_09920, STRPU_09919	BRALA21677
OG0000702	STRPU_23036, STRPU_00912	BRALA28498
OG0000703	STRPU_04784	BRALA03871
OG0000706	STRPU_23155	BRALA20496
OG0000706	STRPU_11620, STRPU_01329	BRALA15669
OG0000708	STRPU_18963, STRPU_18977	BRALA05296
OG0000708	STRPU_00882, STRPU_23008	BRALA10976
OG0000709	STRPU_20537	BRALA10837
OG0000711	STRPU_12186	BRALA02434
OG0000711	STRPU_11659	BRALA02091
OG0000713	STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980, STRPU_06767	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690
OG0000715	STRPU_13461	BRALA17045
OG0000716	STRPU_17012	BRALA35786, BRALA32595, BRALA32592, BRALA34911, BRALA11754, BRALA34059, BRALA08642
OG0000717	STRPU_19581	BRALA10082
OG0000718	STRPU_04006, STRPU_04005	BRALA29518
OG0000720	STRPU_22043	BRALA08022
OG0000721	STRPU_14994, STRPU_14964	BRALA14964
OG0000722	STRPU_20560	BRALA24668, BRALA24667
OG0000725	STRPU_19812, STRPU_00755	BRALA28873
OG0000725	STRPU_19813	BRALA33948
OG0000725	STRPU_12601	BRALA34432
OG0000726	STRPU_13494	BRALA09055
OG0000730	STRPU_18715	BRALA01178
OG0000730	STRPU_18716	BRALA23679
OG0000731	STRPU_06695	BRALA12194
OG0000732	STRPU_06871	BRALA05974
OG0000733	STRPU_21566	BRALA13293
OG0000733	STRPU_20797	BRALA13301
OG0000734	STRPU_20020	BRALA10056
OG0000735	STRPU_24284	BRALA12877
OG0000736	STRPU_21933, STRPU_07453, STRPU_07445	BRALA00292
OG0000737	STRPU_09307	BRALA24490
OG0000739	STRPU_24946	BRALA34140, BRALA19169, BRALA21299, BRALA16156, BRALA25772, BRALA30984, BRALA33426, BRALA11608, BRALA07810, BRALA31626, BRALA07887, BRALA06841, BRALA14312, BRALA05588, BRALA31275, BRALA18175, BRALA11192, BRALA34375, BRALA04127, BRALA21544, BRALA10965, BRALA32230, BRALA19778, BRALA02618, BRALA27014, BRALA02146, BRALA19170, BRALA28651, BRALA31066, BRALA21394, BRALA27920, BRALA05587, BRALA23333, BRALA21251, BRALA20934, BRALA16036, BRALA25975, BRALA02145, BRALA16155, BRALA25164, BRALA30474, BRALA29925, BRALA28769, BRALA16753, BRALA21356, BRALA29604
OG0000740	STRPU_13396, STRPU_13375	BRALA07389
OG0000740	STRPU_04815	BRALA21585
OG0000742	STRPU_06432	BRALA00941, BRALA00779, BRALA34671, BRALA00781, BRALA00894, BRALA01300, BRALA00780, BRALA04865, BRALA04866, BRALA17048, BRALA01585, BRALA24217, BRALA10593, BRALA01301, BRALA07187, BRALA11034, BRALA00944, BRALA17047, BRALA01299, BRALA01296, BRALA00942, BRALA00939, BRALA00940, BRALA00943, BRALA00938, BRALA17039, BRALA07567, BRALA01586, BRALA10119, BRALA11388
OG0000743	STRPU_08228	BRALA06285
OG0000743	STRPU_08229	BRALA06284
OG0000744	STRPU_25504, STRPU_25505, STRPU_25506	BRALA03822, BRALA06789, BRALA03324
OG0000745	STRPU_20528	BRALA10823
OG0000745	STRPU_20529, STRPU_19598	BRALA06045
OG0000746	STRPU_02737, STRPU_02739, STRPU_02736	BRALA16242, BRALA16245, BRALA16244, BRALA16243, BRALA16241
OG0000748	STRPU_22034	BRALA10606
OG0000749	STRPU_21644, STRPU_21708	BRALA28914
OG0000750	STRPU_21563	BRALA14527
OG0000750	STRPU_04644, STRPU_04622	BRALA15208, BRALA27083, BRALA15212
OG0000751	STRPU_13591, STRPU_01611	BRALA07411
OG0000752	STRPU_10384	BRALA11552
OG0000752	STRPU_17910	BRALA28831
OG0000752	STRPU_19015	BRALA05171
OG0000753	STRPU_23569	BRALA27046
OG0000753	STRPU_03838	BRALA21594
OG0000754	STRPU_13133, STRPU_02578	BRALA09046, BRALA06675
OG0000755	STRPU_26250	BRALA12515
OG0000757	STRPU_05504	BRALA23257
OG0000757	STRPU_14828	BRALA34310
OG0000758	STRPU_24891	BRALA13715
OG0000759	STRPU_25007	BRALA30577, BRALA11347
OG0000760	STRPU_01895, STRPU_22741	BRALA20315
OG0000761	STRPU_19482	BRALA23656
OG0000762	STRPU_24145	BRALA04595, BRALA07093
OG0000763	STRPU_26640	BRALA13502
OG0000764	STRPU_19433, STRPU_19427	BRALA20638
OG0000765	STRPU_20844, STRPU_20882	BRALA25961
OG0000766	STRPU_26502, STRPU_12701	BRALA15635
OG0000767	STRPU_20571	BRALA12056, BRALA12057
OG0000768	STRPU_23593	BRALA25731
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	BRALA03708
OG0000772	STRPU_15066, STRPU_25730, STRPU_11346, STRPU_25314	BRALA34004, BRALA16613
OG0000773	STRPU_17781	BRALA03780, BRALA03779, BRALA03666
OG0000773	STRPU_25654	BRALA22192
OG0000774	STRPU_01825, STRPU_19314	BRALA01367
OG0000774	STRPU_23589	BRALA12795
OG0000775	STRPU_21116, STRPU_23930, STRPU_07226	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287
OG0000776	STRPU_07752	BRALA14518, BRALA14519, BRALA14092
OG0000777	STRPU_26898, STRPU_26897, STRPU_08984	BRALA06536
OG0000778	STRPU_11330	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259
OG0000779	STRPU_20061	BRALA02587
OG0000779	STRPU_15696	BRALA01807
OG0000780	STRPU_23123	BRALA21364
OG0000780	STRPU_18748	BRALA00744
OG0000781	STRPU_25935	BRALA05140
OG0000782	STRPU_27022	BRALA18203
OG0000784	STRPU_24373	BRALA06052, BRALA25550, BRALA17554, BRALA16289, BRALA22376, BRALA25588
OG0000786	STRPU_15453	BRALA12027
OG0000787	STRPU_04197, STRPU_04234	BRALA03891
OG0000788	STRPU_11964, STRPU_01625	BRALA02413
OG0000788	STRPU_26569	BRALA32315
OG0000789	STRPU_05122, STRPU_05047	BRALA01664, BRALA11923, BRALA25951, BRALA01665
OG0000790	STRPU_22128	BRALA12652, BRALA25569, BRALA28594
OG0000791	STRPU_13705, STRPU_00440	BRALA14451
OG0000792	STRPU_25047	BRALA04682
OG0000792	STRPU_14909	BRALA32297
OG0000793	STRPU_26762, STRPU_26748	BRALA17595
OG0000794	STRPU_16063	BRALA27101, BRALA27102
OG0000796	STRPU_06080	BRALA13626
OG0000798	STRPU_05696	BRALA22751
OG0000799	STRPU_09727, STRPU_09770	BRALA07756
OG0000802	STRPU_18369	BRALA01136, BRALA01137, BRALA01138
OG0000803	STRPU_12487, STRPU_12512	BRALA35038, BRALA35572, BRALA32962
OG0000808	STRPU_16428, STRPU_09387, STRPU_00171	BRALA31099, BRALA03970, BRALA35976, BRALA14838, BRALA31652
OG0000809	STRPU_18374	BRALA05348
OG0000810	STRPU_19223	BRALA00801
OG0000810	STRPU_16445	BRALA10599
OG0000812	STRPU_12749	BRALA34233, BRALA02243
OG0000812	STRPU_03038	BRALA29914
OG0000813	STRPU_04740, STRPU_04739	BRALA03660
OG0000814	STRPU_21983	BRALA04143
OG0000814	STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083	BRALA13770, BRALA03045
OG0000816	STRPU_21113	BRALA20882
OG0000816	STRPU_04037, STRPU_00076	BRALA03932
OG0000817	STRPU_22107	BRALA00540
OG0000817	STRPU_04676	BRALA03663
OG0000817	STRPU_14081, STRPU_00839	BRALA17018
OG0000818	STRPU_08499	BRALA13068
OG0000819	STRPU_13106, STRPU_13090	BRALA07697
OG0000819	STRPU_15366	BRALA14959
OG0000819	STRPU_02243, STRPU_15556	BRALA34137
OG0000820	STRPU_14124	BRALA14102
OG0000822	STRPU_11821	BRALA08819, BRALA08822, BRALA08830
OG0000822	STRPU_13103, STRPU_13093	BRALA23399, BRALA23400
OG0000824	STRPU_25265	BRALA12514
OG0000825	STRPU_05131, STRPU_05055	BRALA11858
OG0000825	STRPU_12931	BRALA13834, BRALA13833
OG0000826	STRPU_25465, STRPU_25466, STRPU_00190, STRPU_14464, STRPU_25836	BRALA10374
OG0000827	STRPU_24864, STRPU_24863, STRPU_24060	BRALA16833, BRALA30597, BRALA00958
OG0000828	STRPU_23372	BRALA04441
OG0000828	STRPU_15585, STRPU_02220	BRALA34346
OG0000829	STRPU_03315	BRALA16337, BRALA16336
OG0000829	STRPU_10209	BRALA16335
OG0000830	STRPU_20808, STRPU_06656, STRPU_06577, STRPU_06522, STRPU_06655	BRALA01157, BRALA20794
OG0000830	STRPU_26494	BRALA06400, BRALA34995
OG0000831	STRPU_25894, STRPU_25422, STRPU_25896	BRALA05105
OG0000832	STRPU_17567, STRPU_17584, STRPU_24442, STRPU_17065, STRPU_17067	BRALA24388, BRALA08098, BRALA08100, BRALA04511, BRALA15197, BRALA18694
OG0000833	STRPU_18167, STRPU_18151	BRALA05134
OG0000834	STRPU_24585, STRPU_24596, STRPU_24584, STRPU_24595	BRALA06902
OG0000836	STRPU_22902, STRPU_22889	BRALA01673, BRALA04302, BRALA08044, BRALA08045
OG0000838	STRPU_12478	BRALA18308, BRALA23852, BRALA23853
OG0000838	STRPU_12822, STRPU_12344	BRALA27651, BRALA27650, BRALA29963, BRALA29962
OG0000841	STRPU_25231	BRALA03274
OG0000842	STRPU_22935	BRALA00081
OG0000845	STRPU_17166, STRPU_17173, STRPU_16991	BRALA12426
OG0000845	STRPU_17391	BRALA12338
OG0000846	STRPU_11905, STRPU_11945, STRPU_11815, STRPU_12114, STRPU_12146	BRALA08828
OG0000847	STRPU_14471	BRALA19376
OG0000848	STRPU_04979	BRALA26804
OG0000849	STRPU_02904	BRALA35105
OG0000850	STRPU_01821, STRPU_19318	BRALA22071, BRALA00654
OG0000850	STRPU_01567, STRPU_09392	BRALA25841
OG0000851	STRPU_04950	BRALA11776
OG0000852	STRPU_27397	BRALA26844
OG0000852	STRPU_26323	BRALA03113
OG0000855	STRPU_14665	BRALA11989
OG0000855	STRPU_26339, STRPU_26337, STRPU_26336	BRALA11988, BRALA11992
OG0000857	STRPU_01644, STRPU_11981	BRALA08900
OG0000858	STRPU_23333	BRALA12759
OG0000858	STRPU_23570	BRALA20038
OG0000858	STRPU_03252, STRPU_03287	BRALA08811
OG0000860	STRPU_19409	BRALA18427
OG0000866	STRPU_25209, STRPU_01892	BRALA04845
OG0000867	STRPU_09600, STRPU_09591, STRPU_17865, STRPU_22497, STRPU_22472, STRPU_09886, STRPU_09668, STRPU_22473, STRPU_10432	BRALA24411, BRALA11145
OG0000868	STRPU_21550	BRALA34175
OG0000868	STRPU_16752	BRALA09843
OG0000869	STRPU_11325	BRALA33856
OG0000869	STRPU_18300, STRPU_01157	BRALA00814, BRALA00815
OG0000870	STRPU_21877	BRALA21177
OG0000871	STRPU_09793, STRPU_09788, STRPU_09787	BRALA16416
OG0000872	STRPU_11965, STRPU_01626	BRALA02222
OG0000873	STRPU_27121	BRALA17119
OG0000874	STRPU_05906	BRALA11822
OG0000874	STRPU_25374	BRALA03146
OG0000875	STRPU_19189	BRALA10301
OG0000875	STRPU_13557	BRALA09033
OG0000877	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110	BRALA03177, BRALA03178
OG0000878	STRPU_12243	BRALA02338
OG0000878	STRPU_24918	BRALA04723
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	BRALA20286, BRALA33717, BRALA33372, BRALA20287
OG0000881	STRPU_14886	BRALA27657
OG0000882	STRPU_07358, STRPU_07357	BRALA21924
OG0000884	STRPU_24166, STRPU_04718, STRPU_04720, STRPU_04721, STRPU_17495, STRPU_17492, STRPU_17482, STRPU_17481, STRPU_09998, STRPU_17496, STRPU_18072, STRPU_04382, STRPU_20301, STRPU_03230, STRPU_17140, STRPU_17146, STRPU_17135, STRPU_17086, STRPU_17136, STRPU_16994, STRPU_17147, STRPU_08303, STRPU_11551, STRPU_11553, STRPU_11552, STRPU_03064, STRPU_17080, STRPU_17141, STRPU_17307, STRPU_17139, STRPU_17081, STRPU_03495, STRPU_17309, STRPU_17111, STRPU_17133, STRPU_17132, STRPU_24272, STRPU_06226, STRPU_08461, STRPU_08458, STRPU_08294, STRPU_17428, STRPU_03354, STRPU_00771, STRPU_02091, STRPU_23359, STRPU_23371, STRPU_14796, STRPU_24716, STRPU_09599, STRPU_09586, STRPU_09589, STRPU_09590, STRPU_09588, STRPU_09587, STRPU_09606, STRPU_25268, STRPU_10046, STRPU_25270, STRPU_00189	BRALA23057
OG0000887	STRPU_24180	BRALA20178
OG0000887	STRPU_13716	BRALA09188
OG0000888	STRPU_27059	BRALA15051
OG0000888	STRPU_04199, STRPU_04237	BRALA24377
OG0000889	STRPU_21634, STRPU_21635	BRALA25124
OG0000889	STRPU_14204, STRPU_00423	BRALA07192
OG0000890	STRPU_17570, STRPU_17581	BRALA24385
OG0000893	STRPU_11138, STRPU_11115, STRPU_17260	BRALA25869, BRALA17380, BRALA24437
OG0000894	STRPU_00073, STRPU_05725	BRALA16945
OG0000894	STRPU_08351	BRALA06371
OG0000896	STRPU_02181, STRPU_09218	BRALA17653
OG0000896	STRPU_21363	BRALA22494
OG0000897	STRPU_22622	BRALA28132
OG0000897	STRPU_22853, STRPU_22852, STRPU_22851	BRALA21067, BRALA20480, BRALA17997, BRALA21102
OG0000898	STRPU_18627, STRPU_18582	BRALA22391, BRALA22392, BRALA05142
OG0000904	STRPU_04732, STRPU_04725, STRPU_04724	BRALA03360
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	BRALA02403
OG0000906	STRPU_20167	BRALA02532
OG0000907	STRPU_19282, STRPU_00404	BRALA01339
OG0000908	STRPU_10409	BRALA30688
OG0000908	STRPU_15367	BRALA30545, BRALA13144
OG0000909	STRPU_17078, STRPU_17082	BRALA24516
OG0000910	STRPU_06749, STRPU_00701	BRALA32043
OG0000911	STRPU_22245	BRALA24856
OG0000912	STRPU_09304	BRALA21702
OG0000912	STRPU_14305	BRALA14998
OG0000913	STRPU_05760	BRALA19448
OG0000915	STRPU_23266	BRALA15366
OG0000921	STRPU_01492, STRPU_13755	BRALA09094
OG0000921	STRPU_02601, STRPU_19926	BRALA21805
OG0000923	STRPU_24165	BRALA04563
OG0000923	STRPU_25213	BRALA07148
OG0000924	STRPU_05548	BRALA18657
OG0000924	STRPU_04110, STRPU_05777	BRALA13147
OG0000924	STRPU_22629	BRALA15361
OG0000925	STRPU_18396	BRALA25852
OG0000925	STRPU_06765, STRPU_06773	BRALA14244
OG0000926	STRPU_26971	BRALA25512
OG0000927	STRPU_06645	BRALA12131, BRALA12132, BRALA12133, BRALA10479, BRALA33997, BRALA16171
OG0000928	STRPU_26844	BRALA14602
OG0000929	STRPU_17708, STRPU_13746, STRPU_01503	BRALA27977
OG0000930	STRPU_20011	BRALA19541
OG0000930	STRPU_01207, STRPU_19978, STRPU_01206, STRPU_19977, STRPU_19992	BRALA18347, BRALA19543
OG0000931	STRPU_10318	BRALA30526
OG0000932	STRPU_14601	BRALA23597
OG0000934	STRPU_17512	BRALA15692
OG0000934	STRPU_12472	BRALA23860
OG0000935	STRPU_00845, STRPU_14076	BRALA20990
OG0000937	STRPU_24196, STRPU_09025, STRPU_25455, STRPU_04025, STRPU_23032, STRPU_18875, STRPU_00907, STRPU_20246	BRALA30204, BRALA33223, BRALA32420, BRALA32419
OG0000939	STRPU_07979	BRALA35195
OG0000942	STRPU_20563	BRALA16107, BRALA27955, BRALA27095, BRALA28044, BRALA32412
OG0000943	STRPU_04161, STRPU_22662, STRPU_22663	BRALA03760, BRALA05220, BRALA00974
OG0000943	STRPU_15088	BRALA26880
OG0000944	STRPU_04925	BRALA16973
OG0000945	STRPU_06784, STRPU_26122	BRALA12545
OG0000946	STRPU_11548	BRALA08785
OG0000946	STRPU_12293	BRALA02095, BRALA02094
OG0000946	STRPU_12288	BRALA08784
OG0000947	STRPU_23678, STRPU_23653	BRALA00543
OG0000947	STRPU_23988	BRALA00290
OG0000949	STRPU_17047, STRPU_01811	BRALA16910
OG0000951	STRPU_26714	BRALA16820
OG0000951	STRPU_17422	BRALA33620
OG0000952	STRPU_05319	BRALA08202
OG0000952	STRPU_05320	BRALA08201
OG0000953	STRPU_11350, STRPU_10566, STRPU_23631	BRALA06546, BRALA01379, BRALA01377, BRALA01378, BRALA09955, BRALA28717, BRALA21206, BRALA27297
OG0000953	STRPU_15034	BRALA18599
OG0000954	STRPU_14000	BRALA34235, BRALA35344
OG0000954	STRPU_08333	BRALA10453
OG0000955	STRPU_19275, STRPU_00412	BRALA00782
OG0000955	STRPU_05708	BRALA22745
OG0000957	STRPU_26358	BRALA14646
OG0000958	STRPU_01979, STRPU_22820	BRALA02128, BRALA02127, BRALA02129
OG0000960	STRPU_25823	BRALA12453
OG0000963	STRPU_01836	BRALA20733
OG0000964	STRPU_17480, STRPU_17483, STRPU_17484	BRALA08522, BRALA16405, BRALA13462, BRALA27147
OG0000965	STRPU_04296, STRPU_04326, STRPU_04357	BRALA04013
OG0000965	STRPU_25366	BRALA03357
OG0000966	STRPU_14353	BRALA30500
OG0000967	STRPU_04947	BRALA11137
OG0000967	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306	BRALA03874
OG0000968	STRPU_12147, STRPU_12115	BRALA14943
OG0000969	STRPU_04503, STRPU_13343, STRPU_13345, STRPU_13346	BRALA14830, BRALA07388, BRALA07383
OG0000970	STRPU_15417	BRALA07314
OG0000972	STRPU_15045	BRALA07302, BRALA07303
OG0000972	STRPU_04339, STRPU_04312	BRALA06799
OG0000973	STRPU_20263	BRALA18440, BRALA27410, BRALA27413, BRALA35354, BRALA33440, BRALA27395, BRALA18435
OG0000974	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223	BRALA02684, BRALA02680, BRALA08524, BRALA00836
OG0000976	STRPU_09850	BRALA11576
OG0000976	STRPU_10298, STRPU_17250, STRPU_06252, STRPU_06253, STRPU_07121, STRPU_21233	BRALA03607
OG0000977	STRPU_23395	BRALA00637
OG0000977	STRPU_13208	BRALA23676
OG0000978	STRPU_26153	BRALA19988
OG0000979	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248	BRALA11494, BRALA16484, BRALA16483, BRALA16486, BRALA12541, BRALA12544
OG0000981	STRPU_21843, STRPU_10922, STRPU_21844	BRALA18588, BRALA00487, BRALA10700, BRALA10581, BRALA00620
OG0000981	STRPU_26885	BRALA17579
OG0000984	STRPU_27147	BRALA13541
OG0000984	STRPU_05828	BRALA16982
OG0000984	STRPU_16245, STRPU_16206	BRALA10027
OG0000987	STRPU_24310	BRALA15995
OG0000988	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149	BRALA10034
OG0000992	STRPU_08115, STRPU_08101	BRALA13132
OG0000992	STRPU_00060, STRPU_09680	BRALA29385
OG0000994	STRPU_24886	BRALA12870
OG0000994	STRPU_10294	BRALA16394
OG0000995	STRPU_08653	BRALA13943, BRALA13941
OG0000996	STRPU_06423	BRALA14195
OG0000997	STRPU_26880, STRPU_05728, STRPU_05450	BRALA11907
OG0000998	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405	BRALA34224, BRALA34676
OG0000998	STRPU_16517, STRPU_16404	BRALA35557
OG0000999	STRPU_11511	BRALA08770
OG0001000	STRPU_17978	BRALA29242
OG0001001	STRPU_06920, STRPU_06897, STRPU_06919	BRALA14859
OG0001001	STRPU_06896, STRPU_06918	BRALA05897
