Orthogroup	STRPU_ok	ASTMX
OG0001140	STRPU_07640	ASTMX00871, ASTMX01335
OG0001141	STRPU_03627, STRPU_03626, STRPU_24321, STRPU_26335	ASTMX18850, ASTMX15737
OG0001142	STRPU_24402	ASTMX06998
OG0001143	STRPU_23389	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862
OG0001144	STRPU_23771	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825
OG0001146	STRPU_10664	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223
OG0001148	STRPU_25456	ASTMX07421
OG0001149	STRPU_19355, STRPU_19354	ASTMX19645, ASTMX17794
OG0001155	STRPU_14984, STRPU_14953	ASTMX05884
OG0001156	STRPU_14120	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559
OG0001158	STRPU_10745	ASTMX02087, ASTMX17173, ASTMX12628
OG0001159	STRPU_24359	ASTMX04571, ASTMX16858
OG0001160	STRPU_12451	ASTMX03036, ASTMX02042, ASTMX09272
OG0001161	STRPU_22036	ASTMX05139, ASTMX19392, ASTMX10567
OG0001162	STRPU_03142, STRPU_02971	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039
OG0001163	STRPU_04187	ASTMX21149, ASTMX13397, ASTMX06626
OG0001164	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248	ASTMX23034
OG0001165	STRPU_24458	ASTMX13025
OG0001165	STRPU_06392	ASTMX00124
OG0001166	STRPU_05433, STRPU_05428	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635
OG0001167	STRPU_21389	ASTMX18844, ASTMX18845, ASTMX07609
OG0001168	STRPU_25599	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562
OG0001169	STRPU_09862	ASTMX04343
OG0001170	STRPU_17744	ASTMX11047
OG0001171	STRPU_07714	ASTMX06140
OG0001171	STRPU_07717	ASTMX11035, ASTMX09871, ASTMX18404, ASTMX03436
OG0001172	STRPU_24079	ASTMX02640, ASTMX12998
OG0001172	STRPU_24935	ASTMX05444, ASTMX13620, ASTMX07385
OG0001173	STRPU_23770	ASTMX06808
OG0001174	STRPU_00196, STRPU_23083	ASTMX00942
OG0001175	STRPU_24799, STRPU_24557	ASTMX15626, ASTMX17938, ASTMX10319
OG0001176	STRPU_26904	ASTMX21031, ASTMX00469, ASTMX18559
OG0001176	STRPU_04761	ASTMX10559, ASTMX01481, ASTMX13540
OG0001177	STRPU_24518	ASTMX14125
OG0001177	STRPU_25236	ASTMX15939
OG0001178	STRPU_01155, STRPU_18301	ASTMX12782, ASTMX12781
OG0001178	STRPU_06875	ASTMX00134, ASTMX00554
OG0001179	STRPU_26217, STRPU_26015	ASTMX12400
OG0001179	STRPU_25325	ASTMX07456
OG0001180	STRPU_27263, STRPU_27280, STRPU_27282, STRPU_27267, STRPU_27266, STRPU_27281	ASTMX12027, ASTMX19199, ASTMX09020
OG0001181	STRPU_02570, STRPU_13125	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260
OG0001182	STRPU_08804, STRPU_18187, STRPU_08660, STRPU_08805	ASTMX12103, ASTMX13653, ASTMX19714, ASTMX07068, ASTMX07067
OG0001183	STRPU_23983	ASTMX19735, ASTMX17804
OG0001184	STRPU_19999	ASTMX19302
OG0001184	STRPU_09552	ASTMX00228
OG0001185	STRPU_07407	ASTMX07482, ASTMX10936
OG0001186	STRPU_26002	ASTMX18547, ASTMX02567
OG0001186	STRPU_25391	ASTMX13845
OG0001187	STRPU_13244	ASTMX10749
OG0001188	STRPU_21827	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224
OG0001190	STRPU_10662	ASTMX11323, ASTMX13686, ASTMX05267
OG0001191	STRPU_09337	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730
OG0001196	STRPU_03085	ASTMX11519, ASTMX11174, ASTMX02339
OG0001197	STRPU_21581	ASTMX03942
OG0001198	STRPU_26825, STRPU_26828	ASTMX02424, ASTMX06547
OG0001198	STRPU_11529	ASTMX02630
OG0001199	STRPU_17588, STRPU_17562	ASTMX03290
OG0001199	STRPU_00161	ASTMX03812
OG0001201	STRPU_26014	ASTMX18598
OG0001202	STRPU_06078, STRPU_06878, STRPU_06879, STRPU_06880, STRPU_24577, STRPU_24578, STRPU_24580, STRPU_24592, STRPU_24581, STRPU_20672	ASTMX12631, ASTMX12630
OG0001204	STRPU_14562	ASTMX05878, ASTMX12225
OG0001205	STRPU_05411	ASTMX13657
OG0001207	STRPU_16506	ASTMX15583
OG0001207	STRPU_24022, STRPU_02640	ASTMX21871, ASTMX07379, ASTMX05452
OG0001208	STRPU_21909	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017
OG0001210	STRPU_21013	ASTMX01254
OG0001210	STRPU_11288	ASTMX10342, ASTMX10343
OG0001211	STRPU_22086	ASTMX18975, ASTMX16242
OG0001212	STRPU_05195	ASTMX14803
OG0001213	STRPU_09878	ASTMX13388
OG0001213	STRPU_15274	ASTMX21450
OG0001214	STRPU_22695	ASTMX12596
OG0001215	STRPU_22254	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044
OG0001216	STRPU_10937	ASTMX20220
OG0001216	STRPU_25682, STRPU_25701	ASTMX21172
OG0001217	STRPU_16981	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955
OG0001218	STRPU_10657	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605
OG0001219	STRPU_24669	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229
OG0001220	STRPU_15587, STRPU_02219	ASTMX05948, ASTMX05949
OG0001221	STRPU_25669	ASTMX07026
OG0001223	STRPU_26010	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473
OG0001224	STRPU_10670	ASTMX06442
OG0001225	STRPU_23772	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916
OG0001226	STRPU_17224, STRPU_17225, STRPU_17227	ASTMX11041, ASTMX08711
OG0001231	STRPU_21203	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066
OG0001232	STRPU_08583, STRPU_00299	ASTMX03619
OG0001233	STRPU_05206, STRPU_05204, STRPU_23981	ASTMX05613, ASTMX05612, ASTMX20633
OG0001234	STRPU_26230	ASTMX08429
OG0001236	STRPU_10838, STRPU_10857	ASTMX01850
OG0001237	STRPU_12648, STRPU_22266	ASTMX02167
OG0001238	STRPU_09768, STRPU_09725	ASTMX03666
OG0001238	STRPU_01032	ASTMX13748, ASTMX05355
OG0001239	STRPU_23628	ASTMX05182, ASTMX13945, ASTMX09470
OG0001240	STRPU_27058	ASTMX20546, ASTMX04906, ASTMX01860, ASTMX15738, ASTMX18848
OG0001241	STRPU_07496	ASTMX06697
OG0001241	STRPU_06648, STRPU_06647	ASTMX04159, ASTMX18901
OG0001242	STRPU_09071, STRPU_02047, STRPU_02048, STRPU_09072, STRPU_09244	ASTMX06205, ASTMX18340
OG0001243	STRPU_22072	ASTMX17034, ASTMX02160, ASTMX19994
OG0001247	STRPU_22721	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338
OG0001248	STRPU_21972	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178
OG0001249	STRPU_18988	ASTMX20180, ASTMX00503, ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928
OG0001250	STRPU_08807	ASTMX15491, ASTMX07689, ASTMX20710
OG0001251	STRPU_25431	ASTMX12740
OG0001252	STRPU_19076	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917
OG0001253	STRPU_23835, STRPU_23873	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786
OG0001254	STRPU_22240	ASTMX21459, ASTMX10576, ASTMX17225
OG0001256	STRPU_18001	ASTMX12301, ASTMX04241, ASTMX01544
OG0001261	STRPU_05296	ASTMX19187, ASTMX01634, ASTMX00068
OG0001262	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298	ASTMX21377
OG0001263	STRPU_04426	ASTMX17678, ASTMX07639
OG0001263	STRPU_03468	ASTMX17278
OG0001264	STRPU_25388	ASTMX07471, ASTMX13848, ASTMX00881
OG0001266	STRPU_07064, STRPU_07068	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967
OG0001267	STRPU_04944	ASTMX15901
OG0001267	STRPU_14642	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889
OG0001268	STRPU_23502	ASTMX20034
OG0001270	STRPU_08488	ASTMX19479
OG0001270	STRPU_08385	ASTMX03630
OG0001271	STRPU_13643, STRPU_02421	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815
OG0001272	STRPU_15049	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726
OG0001273	STRPU_26636	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354
OG0001274	STRPU_20009	ASTMX22021, ASTMX13163, ASTMX06912
OG0001276	STRPU_05244	ASTMX03010, ASTMX09183
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453	ASTMX04865
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584
OG0001280	STRPU_26559	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435
OG0001282	STRPU_11958, STRPU_01619	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656
OG0001284	STRPU_00110, STRPU_13473	ASTMX09601
OG0001284	STRPU_26961	ASTMX06818, ASTMX13787, ASTMX17233
OG0001287	STRPU_05909	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804
OG0001288	STRPU_26804	ASTMX00451, ASTMX12396
OG0001290	STRPU_26728	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455
OG0001291	STRPU_04348	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302
OG0001292	STRPU_13209	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449
OG0001293	STRPU_14547	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515
OG0001294	STRPU_21633	ASTMX01279
OG0001295	STRPU_21991	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791
OG0001296	STRPU_21312	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113
OG0001297	STRPU_12690	ASTMX21540, ASTMX18732, ASTMX17762
OG0001300	STRPU_00543, STRPU_15986	ASTMX06507, ASTMX16708, ASTMX01169
OG0001302	STRPU_14524	ASTMX18397
OG0001305	STRPU_20309	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148
OG0001306	STRPU_19063	ASTMX15047, ASTMX12449
OG0001306	STRPU_20137	ASTMX07805
OG0001308	STRPU_04711	ASTMX12136, ASTMX14880, ASTMX11270
OG0001309	STRPU_25014, STRPU_25016	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510
OG0001310	STRPU_21314	ASTMX09500
OG0001310	STRPU_15962, STRPU_00518	ASTMX19103, ASTMX15228, ASTMX19102
OG0001311	STRPU_10949	ASTMX15821, ASTMX19766
OG0001311	STRPU_00838, STRPU_14082	ASTMX21056, ASTMX12561
OG0001312	STRPU_18010, STRPU_24489, STRPU_17750	ASTMX21632, ASTMX06204
OG0001315	STRPU_08079	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931
OG0001316	STRPU_15726	ASTMX11105, ASTMX06180, ASTMX08793
OG0001317	STRPU_23522	ASTMX07111
OG0001317	STRPU_17298, STRPU_17302	ASTMX20575
OG0001318	STRPU_12148, STRPU_12116	ASTMX01432
OG0001318	STRPU_17591	ASTMX07560, ASTMX04187
OG0001319	STRPU_06818	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136
OG0001320	STRPU_26137, STRPU_26135	ASTMX02658
OG0001320	STRPU_21063	ASTMX12886, ASTMX12104
OG0001321	STRPU_22556	ASTMX06232, ASTMX07920, ASTMX01880
OG0001322	STRPU_12583	ASTMX01716, ASTMX07256
OG0001322	STRPU_21322	ASTMX16188
OG0001324	STRPU_25173	ASTMX04156
OG0001325	STRPU_04898	ASTMX19331
OG0001326	STRPU_10219	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581
OG0001327	STRPU_24460	ASTMX01100
OG0001327	STRPU_23965, STRPU_23941	ASTMX18676, ASTMX05552
OG0001329	STRPU_23801	ASTMX07142, ASTMX13340
OG0001330	STRPU_14416, STRPU_14419, STRPU_14445	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195
OG0001331	STRPU_10147, STRPU_10085, STRPU_10148	ASTMX11613
OG0001332	STRPU_19163	ASTMX08248, ASTMX16970
OG0001333	STRPU_12708	ASTMX05919, ASTMX07699
OG0001337	STRPU_19080	ASTMX05953, ASTMX13440, ASTMX17317
OG0001339	STRPU_10027	ASTMX01525
OG0001344	STRPU_04822, STRPU_00738	ASTMX12839, ASTMX12838
OG0001345	STRPU_23708	ASTMX17745
OG0001348	STRPU_06494	ASTMX09799, ASTMX08553, ASTMX19294
OG0001350	STRPU_00173, STRPU_18483	ASTMX06475
OG0001350	STRPU_18539	ASTMX15964
OG0001351	STRPU_05960	ASTMX15206
OG0001351	STRPU_05959	ASTMX00127, ASTMX00552
OG0001352	STRPU_08735, STRPU_01435	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804
OG0001353	STRPU_21554	ASTMX14151
OG0001353	STRPU_00577, STRPU_07545	ASTMX11924, ASTMX13745
OG0001354	STRPU_03356	ASTMX11901
OG0001354	STRPU_18322, STRPU_01125	ASTMX15487, ASTMX02827, ASTMX19253
OG0001355	STRPU_09877	ASTMX03894, ASTMX05031, ASTMX05922
OG0001356	STRPU_23614	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357
OG0001357	STRPU_20969	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930
OG0001358	STRPU_17593, STRPU_17592	ASTMX08140
OG0001359	STRPU_26859	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162
OG0001360	STRPU_04909	ASTMX19584
OG0001361	STRPU_11678	ASTMX01071, ASTMX20061, ASTMX16172
OG0001362	STRPU_08359	ASTMX11654
OG0001363	STRPU_20296	ASTMX08285, ASTMX10326, ASTMX03420
OG0001364	STRPU_10674, STRPU_00565	ASTMX17782, ASTMX06972, ASTMX17850
OG0001365	STRPU_05636, STRPU_05575, STRPU_05635, STRPU_05634, STRPU_05574, STRPU_22631, STRPU_05633, STRPU_05637, STRPU_05578	ASTMX00017, ASTMX18825, ASTMX17303
OG0001366	STRPU_13885	ASTMX02673
OG0001367	STRPU_24795	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021
OG0001368	STRPU_21464	ASTMX03257, ASTMX15096, ASTMX16548
OG0001369	STRPU_23738	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417
OG0001370	STRPU_22194	ASTMX09028
OG0001370	STRPU_15723	ASTMX12996
OG0001371	STRPU_08143, STRPU_02082, STRPU_09113	ASTMX10538
OG0001372	STRPU_19138	ASTMX06020
OG0001373	STRPU_08670	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731
OG0001374	STRPU_22804, STRPU_01963	ASTMX18408, ASTMX04259, ASTMX21457
OG0001375	STRPU_07312	ASTMX15348
OG0001375	STRPU_07355	ASTMX12879, ASTMX05755, ASTMX08713
OG0001376	STRPU_03703	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887
OG0001377	STRPU_10185	ASTMX02709, ASTMX03269, ASTMX20261, ASTMX18913, ASTMX20260, ASTMX20259, ASTMX21994, ASTMX15701
OG0001378	STRPU_09539	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632
OG0001379	STRPU_06776, STRPU_06758	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014
OG0001380	STRPU_05457	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026
OG0001381	STRPU_27173, STRPU_27171	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370
OG0001382	STRPU_12915	ASTMX22770, ASTMX17021
OG0001384	STRPU_06439	ASTMX02250, ASTMX07280
OG0001387	STRPU_24358	ASTMX14247, ASTMX08858
OG0001389	STRPU_05345	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746
OG0001394	STRPU_05211	ASTMX11802, ASTMX15905
OG0001395	STRPU_17938	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549
OG0001397	STRPU_09545	ASTMX08012, ASTMX19505
OG0001397	STRPU_10313	ASTMX01488
OG0001399	STRPU_06787	ASTMX06124
OG0001399	STRPU_26081	ASTMX11454, ASTMX00428
OG0001400	STRPU_01874, STRPU_25189	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897
OG0001401	STRPU_05958	ASTMX22162
OG0001402	STRPU_02223, STRPU_15580	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686
OG0001403	STRPU_14874, STRPU_14258	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183
OG0001404	STRPU_10986, STRPU_00324	ASTMX05687
OG0001405	STRPU_25512	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520
OG0001405	STRPU_02778	ASTMX21998
OG0001406	STRPU_06123	ASTMX11154, ASTMX06992, ASTMX15717
OG0001408	STRPU_00756, STRPU_19811	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996
OG0001409	STRPU_03382	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918
OG0001410	STRPU_05515	ASTMX14683
OG0001410	STRPU_25411	ASTMX11950
OG0001411	STRPU_05251, STRPU_05267	ASTMX12471
OG0001412	STRPU_09369	ASTMX19015, ASTMX19014
OG0001413	STRPU_14983, STRPU_14952	ASTMX19024
OG0001414	STRPU_10366	ASTMX02756
OG0001416	STRPU_10614	ASTMX16935, ASTMX00724, ASTMX04812
OG0001417	STRPU_24125, STRPU_24112, STRPU_24123, STRPU_24122	ASTMX15359, ASTMX02876
OG0001418	STRPU_01132, STRPU_01131, STRPU_18315	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463
OG0001419	STRPU_21660, STRPU_21725	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003
OG0001420	STRPU_20535	ASTMX04576, ASTMX01772, ASTMX08878, ASTMX08385, ASTMX19032, ASTMX19033
OG0001421	STRPU_20976	ASTMX10787, ASTMX08122, ASTMX03810
OG0001422	STRPU_17021	ASTMX17695, ASTMX01913
OG0001423	STRPU_20339	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608
OG0001424	STRPU_22200	ASTMX17288
OG0001425	STRPU_15993	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948
OG0001426	STRPU_10439	ASTMX19079
OG0001427	STRPU_07408	ASTMX01765, ASTMX17165
OG0001428	STRPU_11278, STRPU_11240	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746
OG0001430	STRPU_21288	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065
OG0001431	STRPU_22263	ASTMX15509, ASTMX15371
OG0001432	STRPU_16417, STRPU_00133, STRPU_16416, STRPU_16413	ASTMX08157, ASTMX21019
OG0001433	STRPU_07230, STRPU_07255	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945
OG0001434	STRPU_17872	ASTMX09914, ASTMX09915
OG0001436	STRPU_24142	ASTMX01918
OG0001437	STRPU_25775, STRPU_25792	ASTMX18553, ASTMX12632
OG0001440	STRPU_25215	ASTMX06448, ASTMX19471, ASTMX02877
OG0001441	STRPU_07157	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800
OG0001445	STRPU_16668, STRPU_16697	ASTMX04130, ASTMX07057
OG0001447	STRPU_20657, STRPU_20658	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124
OG0001449	STRPU_07648	ASTMX21017, ASTMX21018
OG0001449	STRPU_25089	ASTMX16238
OG0001450	STRPU_23594	ASTMX06326
OG0001451	STRPU_14371	ASTMX19016
OG0001451	STRPU_17131	ASTMX00580
OG0001452	STRPU_26368	ASTMX12067, ASTMX20582, ASTMX19197
OG0001453	STRPU_24736, STRPU_08563, STRPU_24734	ASTMX22407, ASTMX10274, ASTMX00250
OG0001454	STRPU_05150, STRPU_05074	ASTMX18012, ASTMX21139
OG0001455	STRPU_18159	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167
OG0001456	STRPU_27191, STRPU_27192, STRPU_27208	ASTMX18392, ASTMX18390
OG0001457	STRPU_07098	ASTMX04194, ASTMX01925, ASTMX22469, ASTMX00888, ASTMX08468, ASTMX19726, ASTMX18878, ASTMX08470
OG0001459	STRPU_12776, STRPU_02363	ASTMX20587, ASTMX19737
OG0001460	STRPU_04119, STRPU_06222, STRPU_06201	ASTMX05935
OG0001460	STRPU_04118	ASTMX06612
OG0001461	STRPU_23343	ASTMX05184
OG0001463	STRPU_25835, STRPU_25655, STRPU_25656	ASTMX00203, ASTMX01706
OG0001464	STRPU_25177	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688
OG0001465	STRPU_11188	ASTMX22228, ASTMX20175, ASTMX20176
OG0001466	STRPU_07749	ASTMX10811
OG0001466	STRPU_04674	ASTMX14884
OG0001467	STRPU_19577	ASTMX14338
OG0001467	STRPU_05130, STRPU_05054	ASTMX02258
OG0001468	STRPU_25091	ASTMX14778, ASTMX06215, ASTMX18545
OG0001469	STRPU_17361, STRPU_17345	ASTMX05748
OG0001470	STRPU_02226, STRPU_15577	ASTMX22480, ASTMX02997, ASTMX02333
OG0001472	STRPU_27210, STRPU_27194	ASTMX14550
OG0001472	STRPU_25563, STRPU_00832	ASTMX17138
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	ASTMX15501, ASTMX19877
OG0001474	STRPU_13493	ASTMX12989
OG0001474	STRPU_08774	ASTMX07703
OG0001475	STRPU_11303, STRPU_11319, STRPU_11092	ASTMX01033, ASTMX04792
OG0001476	STRPU_17798	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706
OG0001478	STRPU_21182	ASTMX12885
OG0001478	STRPU_09284	ASTMX07723
OG0001479	STRPU_19441	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077
OG0001480	STRPU_24164	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426
OG0001481	STRPU_20432	ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788
OG0001482	STRPU_14389	ASTMX17250
OG0001484	STRPU_13892, STRPU_23212, STRPU_23225	ASTMX17553, ASTMX17552, ASTMX18774
OG0001485	STRPU_26365	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672
OG0001486	STRPU_11997, STRPU_01663	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981
OG0001487	STRPU_26331	ASTMX16831, ASTMX00874, ASTMX18578
OG0001488	STRPU_13616	ASTMX18812
OG0001489	STRPU_18782	ASTMX12776, ASTMX12086, ASTMX11213
OG0001490	STRPU_20507	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189
OG0001492	STRPU_14187	ASTMX17077, ASTMX04445
OG0001493	STRPU_04271	ASTMX20989, ASTMX22693
OG0001495	STRPU_23172	ASTMX17637
OG0001496	STRPU_09305, STRPU_09648, STRPU_09646	ASTMX09754
OG0001500	STRPU_06633	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006
OG0001501	STRPU_21031	ASTMX09507
OG0001502	STRPU_08256	ASTMX20142, ASTMX07825
OG0001503	STRPU_26383	ASTMX02356
OG0001503	STRPU_08277	ASTMX19525
OG0001504	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973	ASTMX13743
OG0001505	STRPU_11360	ASTMX16658, ASTMX10480
OG0001506	STRPU_11331	ASTMX16668, ASTMX02040
OG0001507	STRPU_21330	ASTMX04595, ASTMX10941, ASTMX13047
OG0001508	STRPU_12972	ASTMX16208, ASTMX16207
OG0001509	STRPU_06444	ASTMX18743, ASTMX06334
OG0001510	STRPU_19269	ASTMX01738, ASTMX20539, ASTMX20538, ASTMX05480
OG0001511	STRPU_06130	ASTMX18393, ASTMX02680
OG0001513	STRPU_23242	ASTMX14668, ASTMX14669, ASTMX05393, ASTMX15300
OG0001515	STRPU_15320, STRPU_15319	ASTMX13055, ASTMX11972
OG0001516	STRPU_18551	ASTMX06094, ASTMX22766
OG0001517	STRPU_19850, STRPU_23529	ASTMX05080, ASTMX07941
OG0001518	STRPU_07114	ASTMX10339, ASTMX09456
OG0001520	STRPU_24561	ASTMX04278
OG0001521	STRPU_26866	ASTMX22388, ASTMX03359, ASTMX10387, ASTMX09846, ASTMX06803
OG0001522	STRPU_03073	ASTMX05739
OG0001523	STRPU_12314	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261
OG0001524	STRPU_10326	ASTMX02800
OG0001524	STRPU_25252	ASTMX10909
OG0001525	STRPU_15038, STRPU_15039, STRPU_15040, STRPU_15037	ASTMX03602
OG0001526	STRPU_20380	ASTMX08595, ASTMX10378, ASTMX13114
OG0001527	STRPU_14392	ASTMX03505
OG0001528	STRPU_10769	ASTMX05668, ASTMX15564, ASTMX07962, ASTMX15565
OG0001529	STRPU_00143	ASTMX09418, ASTMX00938, ASTMX00780
OG0001531	STRPU_10272	ASTMX12093, ASTMX01941, ASTMX07973, ASTMX13493
OG0001532	STRPU_10950	ASTMX04807, ASTMX04808, ASTMX17443, ASTMX02683, ASTMX09204, ASTMX06449
OG0001533	STRPU_24952	ASTMX12054, ASTMX05383, ASTMX00173
OG0001534	STRPU_08320, STRPU_08319	ASTMX18082, ASTMX07715, ASTMX20898, ASTMX01419
OG0001536	STRPU_21047	ASTMX15808
OG0001538	STRPU_12441, STRPU_12432	ASTMX10517, ASTMX02477, ASTMX03859
OG0001545	STRPU_27363	ASTMX03396, ASTMX18260, ASTMX09148, ASTMX14733
OG0001546	STRPU_20460	ASTMX10973, ASTMX01598
OG0001549	STRPU_24400	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254
OG0001550	STRPU_21280, STRPU_20475	ASTMX18336, ASTMX06212
OG0001551	STRPU_21860, STRPU_21899, STRPU_21891	ASTMX01345, ASTMX03884
OG0001552	STRPU_22979	ASTMX18767
OG0001553	STRPU_04052	ASTMX13473, ASTMX02742, ASTMX20664
OG0001554	STRPU_02015, STRPU_16951	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008
OG0001557	STRPU_12321	ASTMX20060
OG0001557	STRPU_23129	ASTMX08321
OG0001558	STRPU_20040	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558
OG0001559	STRPU_21439	ASTMX04609, ASTMX03837, ASTMX21052
OG0001560	STRPU_22041	ASTMX02440
OG0001561	STRPU_22097	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235
OG0001562	STRPU_10858, STRPU_10839	ASTMX18908
