Orthogroup	HELIO_ok	CAEEL
OG0000549	HELIO_05772	CAEEL18719, CAEEL18720
OG0000550	HELIO_06574	CAEEL11841
OG0000551	HELIO_05085	CAEEL05226
OG0000560	HELIO_06436, HELIO_09240, HELIO_05887	CAEEL00689
OG0000566	HELIO_06134, HELIO_05991, HELIO_09539	CAEEL15091
OG0000567	HELIO_10335	CAEEL02967
OG0000567	HELIO_10328	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491
OG0000569	HELIO_07652, HELIO_07414, HELIO_03504, HELIO_07223, HELIO_04797	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675
OG0000572	HELIO_10250, HELIO_10251	CAEEL13663
OG0000573	HELIO_11819	CAEEL05940
OG0000573	HELIO_09237	CAEEL01355
OG0000574	HELIO_05765	CAEEL19209, CAEEL18848
OG0000575	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888	CAEEL12522
OG0000576	HELIO_04420	CAEEL06802
OG0000578	HELIO_04018	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	HELIO_08075	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	HELIO_08390, HELIO_08391	CAEEL19061
OG0000580	HELIO_00767	CAEEL06306
OG0000581	HELIO_07650	CAEEL15703
OG0000581	HELIO_00377	CAEEL14055, CAEEL14054
OG0000582	HELIO_05267	CAEEL19553, CAEEL19552
OG0000583	HELIO_06801	CAEEL01762, CAEEL01763
OG0000584	HELIO_06413, HELIO_12134	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443
OG0000586	HELIO_10402	CAEEL05852
OG0000587	HELIO_08335	CAEEL14207
OG0000587	HELIO_02916	CAEEL18702
OG0000588	HELIO_06031, HELIO_08850	CAEEL05897
OG0000589	HELIO_05352	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	HELIO_04845	CAEEL01780
OG0000591	HELIO_00717	CAEEL19878
OG0000591	HELIO_09984	CAEEL18367
OG0000592	HELIO_11966, HELIO_10886	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000593	HELIO_01727	CAEEL02027
OG0000594	HELIO_09059	CAEEL11331
OG0000597	HELIO_02513	CAEEL08741
OG0000602	HELIO_08958, HELIO_03692	CAEEL20599
OG0000603	HELIO_08442	CAEEL15474
OG0000604	HELIO_10843, HELIO_10844	CAEEL14390
OG0000609	HELIO_02166, HELIO_01095	CAEEL11904
OG0000611	HELIO_03068, HELIO_03069	CAEEL08225
OG0000611	HELIO_06952	CAEEL09831
OG0000612	HELIO_12611	CAEEL07651
OG0000612	HELIO_07229, HELIO_04425	CAEEL06875
OG0000614	HELIO_11672	CAEEL16724
OG0000615	HELIO_02362	CAEEL19705
OG0000616	HELIO_12592	CAEEL19744
OG0000618	HELIO_09707	CAEEL00836
OG0000619	HELIO_07452, HELIO_07453	CAEEL02635
OG0000623	HELIO_01153	CAEEL16178, CAEEL06411
OG0000623	HELIO_01575	CAEEL16276
OG0000624	HELIO_12110, HELIO_04396, HELIO_02075	CAEEL08547
OG0000625	HELIO_10043, HELIO_12510	CAEEL18539
OG0000626	HELIO_03382, HELIO_08657, HELIO_08658	CAEEL19740
OG0000627	HELIO_01431	CAEEL01126
OG0000636	HELIO_06623, HELIO_05388	CAEEL19659
OG0000637	HELIO_11151	CAEEL18181
OG0000639	HELIO_03049, HELIO_03048	CAEEL00195
OG0000639	HELIO_09484	CAEEL00077
OG0000645	HELIO_03716	CAEEL14093
OG0000645	HELIO_08748	CAEEL02916
OG0000646	HELIO_00539	CAEEL06213, CAEEL06212
OG0000647	HELIO_01252, HELIO_01414	CAEEL14095, CAEEL17996
OG0000648	HELIO_05483	CAEEL05737
OG0000649	HELIO_06593	CAEEL08770
OG0000651	HELIO_06636	CAEEL08479
OG0000652	HELIO_05827	CAEEL09392, CAEEL09393
OG0000654	HELIO_03848	CAEEL00509
OG0000657	HELIO_00368, HELIO_07143, HELIO_10387	CAEEL01693
OG0000660	HELIO_01158	CAEEL06994
OG0000660	HELIO_12701	CAEEL01886
OG0000662	HELIO_03239, HELIO_05920	CAEEL07265
OG0000663	HELIO_00575, HELIO_09383, HELIO_07980	CAEEL07269
OG0000664	HELIO_01686	CAEEL10897, CAEEL10896
OG0000664	HELIO_03266	CAEEL00118, CAEEL00117
OG0000665	HELIO_07542	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000670	HELIO_05028	CAEEL01804, CAEEL20294
OG0000671	HELIO_10697	CAEEL20492, CAEEL02522
OG0000672	HELIO_01185	CAEEL07948, CAEEL07943
OG0000672	HELIO_02468	CAEEL00089, CAEEL00988
OG0000674	HELIO_04125	CAEEL01995
OG0000676	HELIO_11959	CAEEL18677, CAEEL18678
OG0000678	HELIO_03849, HELIO_07287	CAEEL19275
OG0000680	HELIO_06924, HELIO_00172, HELIO_00682	CAEEL01896
OG0000681	HELIO_09932	CAEEL06701, CAEEL06700
OG0000681	HELIO_01469, HELIO_03320	CAEEL20557
OG0000682	HELIO_03672	CAEEL18765
OG0000683	HELIO_12315	CAEEL18608
OG0000683	HELIO_10017	CAEEL02948, CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	HELIO_08779	CAEEL11185
OG0000685	HELIO_04662	CAEEL19728
OG0000690	HELIO_00922	CAEEL02355, CAEEL16430
OG0000690	HELIO_02624	CAEEL05043
OG0000691	HELIO_08803	CAEEL17188
OG0000692	HELIO_12014	CAEEL05111, CAEEL03292
OG0000693	HELIO_09915	CAEEL03253, CAEEL03254
OG0000694	HELIO_05625	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	HELIO_06426, HELIO_08090	CAEEL19612
OG0000702	HELIO_09403	CAEEL01313
OG0000703	HELIO_02836	CAEEL12761
OG0000708	HELIO_04126	CAEEL04786, CAEEL04785
OG0000708	HELIO_01919	CAEEL12722
OG0000709	HELIO_05292	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767
OG0000711	HELIO_01631	CAEEL04946
OG0000711	HELIO_03110	CAEEL03027
OG0000712	HELIO_10286	CAEEL07921
OG0000713	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508	CAEEL15727
OG0000715	HELIO_06043	CAEEL07310, CAEEL07309
OG0000716	HELIO_06181, HELIO_07464	CAEEL00463
OG0000717	HELIO_06882	CAEEL20044, CAEEL07958
OG0000718	HELIO_08422	CAEEL16052
OG0000720	HELIO_02774	CAEEL02341
OG0000721	HELIO_03399	CAEEL07780
OG0000721	HELIO_06261	CAEEL00853
OG0000722	HELIO_05630	CAEEL16439, CAEEL19041, CAEEL07826
OG0000724	HELIO_09105	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000725	HELIO_00657	CAEEL01386
OG0000726	HELIO_04091	CAEEL08988, CAEEL08987
OG0000731	HELIO_11029	CAEEL18982
OG0000732	HELIO_08995	CAEEL02711
OG0000732	HELIO_10738	CAEEL11771
OG0000733	HELIO_03055	CAEEL17006
OG0000733	HELIO_00314	CAEEL15524
OG0000734	HELIO_05137	CAEEL18835
OG0000735	HELIO_11007	CAEEL14834, CAEEL14835
OG0000737	HELIO_05852	CAEEL06154, CAEEL04487, CAEEL04486
OG0000742	HELIO_02434	CAEEL01786
OG0000744	HELIO_12402, HELIO_04178	CAEEL01254
OG0000747	HELIO_08407, HELIO_11171, HELIO_00507	CAEEL02279
OG0000749	HELIO_00765, HELIO_00764	CAEEL11624, CAEEL14107
OG0000751	HELIO_11590	CAEEL09020
OG0000752	HELIO_01912	CAEEL07346
OG0000752	HELIO_05368	CAEEL04370
OG0000753	HELIO_08985, HELIO_08986, HELIO_11488	CAEEL17415
OG0000755	HELIO_04915, HELIO_07851	CAEEL01302
OG0000757	HELIO_03294	CAEEL20030
OG0000759	HELIO_08744	CAEEL20475, CAEEL16710
OG0000761	HELIO_06744, HELIO_05323	CAEEL19698
OG0000762	HELIO_04358	CAEEL02671
OG0000763	HELIO_12574	CAEEL01521, CAEEL01520, CAEEL01519
OG0000765	HELIO_01379	CAEEL08924, CAEEL20292
OG0000766	HELIO_09234, HELIO_02323, HELIO_06179	CAEEL01660
OG0000774	HELIO_08849	CAEEL03062
OG0000774	HELIO_04009	CAEEL08377
OG0000774	HELIO_08272	CAEEL12020, CAEEL14163, CAEEL12021
OG0000775	HELIO_06059, HELIO_08032, HELIO_04698	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550
OG0000776	HELIO_04225, HELIO_09018	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206
OG0000777	HELIO_06142	CAEEL19291
OG0000778	HELIO_07926	CAEEL04054
OG0000779	HELIO_11967	CAEEL01706
OG0000780	HELIO_08617, HELIO_08643	CAEEL00305
OG0000780	HELIO_08333	CAEEL01193
OG0000782	HELIO_03195	CAEEL01741
OG0000787	HELIO_09002	CAEEL10362
OG0000788	HELIO_09954	CAEEL04328, CAEEL04329, CAEEL04327
OG0000788	HELIO_02295	CAEEL01175
OG0000791	HELIO_07748	CAEEL09121
OG0000792	HELIO_03909	CAEEL06858, CAEEL06859
OG0000793	HELIO_04742	CAEEL00246
OG0000794	HELIO_08580, HELIO_07646	CAEEL14272, CAEEL13170
OG0000796	HELIO_06590	CAEEL18138
OG0000797	HELIO_10217	CAEEL11404
OG0000798	HELIO_09953	CAEEL08562, CAEEL08561
OG0000800	HELIO_11766, HELIO_01323	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396
OG0000801	HELIO_05282	CAEEL00950
OG0000803	HELIO_01765	CAEEL18447
OG0000809	HELIO_01972	CAEEL06250
OG0000810	HELIO_02012	CAEEL00977
OG0000814	HELIO_12586, HELIO_06788	CAEEL07659, CAEEL07658
OG0000814	HELIO_00245, HELIO_05814	CAEEL11834, CAEEL05113
OG0000817	HELIO_10156, HELIO_06308	CAEEL08608
OG0000817	HELIO_02523	CAEEL09272
OG0000818	HELIO_09790	CAEEL08212
OG0000819	HELIO_09273	CAEEL09262
OG0000820	HELIO_08795	CAEEL08726
OG0000826	HELIO_04619	CAEEL04414
OG0000828	HELIO_02812	CAEEL01170
OG0000828	HELIO_08756	CAEEL14806
OG0000833	HELIO_03677, HELIO_04782	CAEEL05439
OG0000834	HELIO_05184	CAEEL00925
OG0000834	HELIO_06529	CAEEL00924
OG0000836	HELIO_03410	CAEEL01665
OG0000837	HELIO_06103	CAEEL19270, CAEEL07955
OG0000838	HELIO_02719	CAEEL12737
OG0000842	HELIO_07760	CAEEL11884
OG0000844	HELIO_12719	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	HELIO_07547	CAEEL07299
OG0000848	HELIO_01690	CAEEL08378
OG0000849	HELIO_02567	CAEEL04333
OG0000850	HELIO_09938, HELIO_06017	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	HELIO_11326	CAEEL08745
OG0000852	HELIO_03095, HELIO_01058	CAEEL08255
OG0000857	HELIO_09917	CAEEL04547
OG0000858	HELIO_11496	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558
OG0000860	HELIO_06728, HELIO_10827, HELIO_04489	CAEEL09321, CAEEL18240
OG0000867	HELIO_12607	CAEEL18894, CAEEL20247
OG0000869	HELIO_09192	CAEEL04762
OG0000869	HELIO_12015	CAEEL04725
OG0000870	HELIO_07670	CAEEL05330
OG0000871	HELIO_09841	CAEEL00781, CAEEL13789
OG0000874	HELIO_10498	CAEEL03105
OG0000875	HELIO_11887	CAEEL08184, CAEEL12416
OG0000876	HELIO_09814	CAEEL00773, CAEEL00774
OG0000877	HELIO_03881	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717
OG0000879	HELIO_12212, HELIO_12213	CAEEL07550
OG0000887	HELIO_10045	CAEEL20268, CAEEL06748
OG0000888	HELIO_05889	CAEEL00418
OG0000889	HELIO_04264, HELIO_00210	CAEEL09857, CAEEL09856
OG0000893	HELIO_04931, HELIO_07627	CAEEL05208
OG0000894	HELIO_06932	CAEEL20455
OG0000896	HELIO_12759	CAEEL17889
OG0000899	HELIO_09464	CAEEL06745
OG0000904	HELIO_11725, HELIO_04556	CAEEL10501
OG0000905	HELIO_07570	CAEEL09890
OG0000908	HELIO_00145	CAEEL18895
OG0000908	HELIO_11059	CAEEL09910
OG0000909	HELIO_00246	CAEEL00966
OG0000912	HELIO_10841	CAEEL19084
OG0000913	HELIO_06048	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435
OG0000914	HELIO_08250	CAEEL08534, CAEEL08535
OG0000915	HELIO_03730	CAEEL11744
OG0000921	HELIO_03668	CAEEL05986
OG0000923	HELIO_12673	CAEEL00580
OG0000925	HELIO_09608	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058
OG0000928	HELIO_10500, HELIO_10501, HELIO_01658	CAEEL00085
OG0000929	HELIO_11222, HELIO_11603, HELIO_11221	CAEEL02357
OG0000931	HELIO_09729	CAEEL20467
OG0000932	HELIO_12492	CAEEL07026, CAEEL07025
OG0000933	HELIO_10228	CAEEL13637
OG0000934	HELIO_01254	CAEEL20095, CAEEL02005
OG0000934	HELIO_02606	CAEEL18567
OG0000935	HELIO_05900	CAEEL10988, CAEEL18743
OG0000944	HELIO_00838, HELIO_00839	CAEEL08647, CAEEL08646
OG0000945	HELIO_09173	CAEEL00537
OG0000947	HELIO_05356, HELIO_05079	CAEEL07660
OG0000949	HELIO_03725	CAEEL02872, CAEEL06438
OG0000951	HELIO_12483	CAEEL00056
OG0000954	HELIO_08553, HELIO_10186	CAEEL05990
OG0000955	HELIO_03286	CAEEL05680, CAEEL05073
OG0000957	HELIO_09500	CAEEL00119
OG0000963	HELIO_01247	CAEEL02132
OG0000963	HELIO_02112	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906
OG0000965	HELIO_02433, HELIO_01613	CAEEL09524
OG0000965	HELIO_02543	CAEEL02685
OG0000967	HELIO_05380, HELIO_03536, HELIO_01717	CAEEL09409
OG0000969	HELIO_04198, HELIO_02734	CAEEL17140, CAEEL19686
OG0000970	HELIO_01898	CAEEL12249
OG0000974	HELIO_11927, HELIO_03653, HELIO_04736	CAEEL05136, CAEEL05137
OG0000977	HELIO_05595, HELIO_02469, HELIO_10196	CAEEL07521
OG0000979	HELIO_10893, HELIO_10640, HELIO_04188	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	HELIO_07584	CAEEL00871
OG0000985	HELIO_01102	CAEEL11989
OG0000987	HELIO_01520	CAEEL18448
OG0000988	HELIO_06322	CAEEL12259, CAEEL12260, CAEEL05294
OG0000992	HELIO_10125	CAEEL04373
OG0000994	HELIO_02373	CAEEL01877
OG0000994	HELIO_07661	CAEEL05339, CAEEL08529
OG0000995	HELIO_03487, HELIO_06963	CAEEL01961
OG0000998	HELIO_06252, HELIO_05043, HELIO_04979, HELIO_03944, HELIO_08834, HELIO_03576	CAEEL11817
OG0000999	HELIO_01942, HELIO_05906	CAEEL12779, CAEEL06159
OG0001001	HELIO_03180, HELIO_03179	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403
OG0001002	HELIO_11589	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732
OG0001002	HELIO_11592	CAEEL18911
OG0001004	HELIO_01908, HELIO_01907	CAEEL04943
OG0001005	HELIO_11378	CAEEL01384
OG0001006	HELIO_12602	CAEEL08218, CAEEL00364, CAEEL10732
OG0001008	HELIO_10518	CAEEL05786
OG0001009	HELIO_00710, HELIO_05419, HELIO_05966	CAEEL20001
OG0001016	HELIO_06921	CAEEL09313
OG0001016	HELIO_03156	CAEEL08789, CAEEL11986
OG0001017	HELIO_05638	CAEEL09308
OG0001018	HELIO_02325	CAEEL00183
OG0001018	HELIO_10601	CAEEL07047
OG0001022	HELIO_07003	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	HELIO_03660	CAEEL05078
OG0001029	HELIO_12058	CAEEL01262
OG0001030	HELIO_02439, HELIO_10962	CAEEL11812
OG0001031	HELIO_05592	CAEEL12448
OG0001032	HELIO_01696	CAEEL20070, CAEEL15717
OG0001033	HELIO_06818	CAEEL10717
OG0001034	HELIO_08529, HELIO_10699	CAEEL07054, CAEEL07055
OG0001036	HELIO_01681	CAEEL18611
OG0001037	HELIO_10784	CAEEL18600
OG0001038	HELIO_09434	CAEEL20450
OG0001039	HELIO_06687	CAEEL08415
OG0001039	HELIO_03051	CAEEL10624
OG0001042	HELIO_08977	CAEEL09943
OG0001046	HELIO_07188	CAEEL19183
OG0001050	HELIO_07822	CAEEL14076, CAEEL15706
OG0001052	HELIO_06284, HELIO_08117	CAEEL09647
OG0001053	HELIO_00232	CAEEL07572
OG0001053	HELIO_06586, HELIO_06885	CAEEL09742
OG0001058	HELIO_10312	CAEEL19015
OG0001059	HELIO_11528	CAEEL00192
OG0001060	HELIO_04663	CAEEL15786
OG0001062	HELIO_10831	CAEEL08101
OG0001063	HELIO_12546	CAEEL15713, CAEEL15714
OG0001063	HELIO_01134	CAEEL08167
OG0001072	HELIO_02051	CAEEL08406
OG0001075	HELIO_03042	CAEEL11648, CAEEL18873
OG0001076	HELIO_10241	CAEEL07541
OG0001078	HELIO_05283	CAEEL19295
OG0001079	HELIO_01927	CAEEL10503
OG0001080	HELIO_05367	CAEEL08359
OG0001082	HELIO_11176	CAEEL19080, CAEEL19079, CAEEL09741
OG0001084	HELIO_02656	CAEEL01831
OG0001085	HELIO_07664	CAEEL09995, CAEEL09996
OG0001086	HELIO_03188	CAEEL07731
OG0001091	HELIO_12660, HELIO_12659	CAEEL07358
OG0001092	HELIO_09889, HELIO_09890	CAEEL07387
OG0001095	HELIO_04642, HELIO_03581, HELIO_00438	CAEEL07595
OG0001096	HELIO_10964, HELIO_06053, HELIO_11485	CAEEL04621, CAEEL17752
OG0001101	HELIO_11659	CAEEL11585
OG0001102	HELIO_10839	CAEEL08853
OG0001103	HELIO_03297	CAEEL18815
OG0001104	HELIO_02923	CAEEL09176, CAEEL09177
OG0001107	HELIO_04866	CAEEL18427
OG0001108	HELIO_00460, HELIO_08728	CAEEL09307
OG0001109	HELIO_04286	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001112	HELIO_11241	CAEEL19902
OG0001113	HELIO_11363	CAEEL15158
OG0001114	HELIO_01619	CAEEL11582, CAEEL01758, CAEEL01759
OG0001115	HELIO_03889	CAEEL02607
OG0001116	HELIO_04473	CAEEL08324
OG0001116	HELIO_11648	CAEEL04351
OG0001118	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000	CAEEL18824
OG0001124	HELIO_05892, HELIO_11497	CAEEL08814
OG0001126	HELIO_07432, HELIO_08150	CAEEL04859
OG0001130	HELIO_05662	CAEEL00952, CAEEL00232
OG0001130	HELIO_00771	CAEEL00767
OG0001131	HELIO_11533	CAEEL14208
OG0001132	HELIO_09410	CAEEL04290
OG0001133	HELIO_03341	CAEEL11641
OG0001133	HELIO_10368	CAEEL11294
OG0001135	HELIO_07754	CAEEL02069
OG0001137	HELIO_03163	CAEEL04790
OG0001138	HELIO_09443	CAEEL07800, CAEEL07799
OG0001140	HELIO_11252, HELIO_00781	CAEEL14389
OG0001141	HELIO_08701, HELIO_05429, HELIO_04831	CAEEL01107, CAEEL01106
OG0001142	HELIO_04691, HELIO_05081	CAEEL12657
OG0001143	HELIO_02868	CAEEL01013
OG0001156	HELIO_05032	CAEEL20728
OG0001158	HELIO_03567, HELIO_07771	CAEEL00147
OG0001159	HELIO_09181	CAEEL07987, CAEEL18966
OG0001160	HELIO_10702	CAEEL16381, CAEEL20121
OG0001162	HELIO_09342, HELIO_11797	CAEEL18096
OG0001163	HELIO_12002	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	HELIO_09308, HELIO_08913	CAEEL07306
OG0001165	HELIO_08812	CAEEL19696
OG0001167	HELIO_08270	CAEEL04546
OG0001168	HELIO_00913	CAEEL02000
OG0001171	HELIO_07445	CAEEL20677
OG0001172	HELIO_12376	CAEEL13596
OG0001172	HELIO_03682	CAEEL01942
OG0001175	HELIO_05555, HELIO_11278	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	HELIO_06263	CAEEL11466
OG0001177	HELIO_06526, HELIO_10848	CAEEL08262, CAEEL18706
OG0001178	HELIO_07560, HELIO_03485	CAEEL05306
OG0001179	HELIO_04085, HELIO_04405, HELIO_06718	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001181	HELIO_05206	CAEEL08327
OG0001184	HELIO_12185	CAEEL20576
OG0001184	HELIO_02728	CAEEL19676
OG0001185	HELIO_12657	CAEEL01778
OG0001186	HELIO_09188	CAEEL00480
OG0001186	HELIO_01928	CAEEL09703
OG0001188	HELIO_03558	CAEEL14362
OG0001189	HELIO_02935, HELIO_12493	CAEEL01928
OG0001191	HELIO_06301	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	HELIO_04520	CAEEL11613
OG0001201	HELIO_08628	CAEEL02666
OG0001204	HELIO_07269	CAEEL09132
OG0001208	HELIO_05489	CAEEL10574
OG0001209	HELIO_05535	CAEEL00442
OG0001210	HELIO_01552	CAEEL06396
OG0001210	HELIO_03776	CAEEL06380
OG0001213	HELIO_11611	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001215	HELIO_00251	CAEEL11249
OG0001216	HELIO_01588	CAEEL04644
OG0001217	HELIO_09665	CAEEL08746
OG0001218	HELIO_10349	CAEEL20131, CAEEL14167
OG0001219	HELIO_07847	CAEEL20379
OG0001220	HELIO_12730	CAEEL07890
OG0001221	HELIO_07645	CAEEL13124
OG0001223	HELIO_08053	CAEEL02795
OG0001224	HELIO_01823	CAEEL07196
OG0001225	HELIO_09303	CAEEL02873
OG0001231	HELIO_02150	CAEEL15401
OG0001233	HELIO_05738	CAEEL03755, CAEEL04189
OG0001234	HELIO_07394	CAEEL00806
OG0001236	HELIO_09754	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	HELIO_06977	CAEEL05166, CAEEL11182
OG0001239	HELIO_10768	CAEEL12011
OG0001241	HELIO_03226	CAEEL01749
OG0001241	HELIO_12192	CAEEL19375
OG0001243	HELIO_09478	CAEEL01806
OG0001247	HELIO_00879	CAEEL10570
OG0001248	HELIO_05974	CAEEL08830
OG0001250	HELIO_01985	CAEEL18712
OG0001251	HELIO_03697	CAEEL01802
OG0001252	HELIO_06077	CAEEL05030
OG0001253	HELIO_12144	CAEEL10888, CAEEL10887
OG0001254	HELIO_05460	CAEEL00935
OG0001256	HELIO_03181	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	HELIO_03943	CAEEL07850
OG0001262	HELIO_07069, HELIO_09573, HELIO_00924	CAEEL15249, CAEEL20627
OG0001266	HELIO_03369	CAEEL20839, CAEEL20838
OG0001266	HELIO_12361	CAEEL07143
OG0001267	HELIO_09471	CAEEL14111
OG0001268	HELIO_07801, HELIO_12028	CAEEL11342
OG0001270	HELIO_02110, HELIO_09609, HELIO_02804	CAEEL01959
OG0001271	HELIO_11242	CAEEL08717, CAEEL00634
OG0001272	HELIO_01808	CAEEL07720, CAEEL09293
OG0001274	HELIO_06326	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	HELIO_10541, HELIO_03037	CAEEL20013
OG0001279	HELIO_12791	CAEEL15321, CAEEL15322, CAEEL20353
OG0001281	HELIO_06990	CAEEL05459
OG0001282	HELIO_03746	CAEEL04296
OG0001284	HELIO_06649	CAEEL08223
OG0001284	HELIO_03045	CAEEL01272
OG0001285	HELIO_05581	CAEEL06501
OG0001286	HELIO_12601	CAEEL20246
OG0001288	HELIO_10795	CAEEL18355
OG0001289	HELIO_12067, HELIO_10917	CAEEL10515
OG0001290	HELIO_11508	CAEEL12279
OG0001291	HELIO_10055	CAEEL11483
OG0001292	HELIO_11499	CAEEL07942
OG0001293	HELIO_07956	CAEEL07048
OG0001294	HELIO_08951	CAEEL15893
OG0001296	HELIO_12075	CAEEL00003, CAEEL14758
OG0001300	HELIO_09555	CAEEL09562
OG0001302	HELIO_02616	CAEEL01736
OG0001302	HELIO_08651	CAEEL12633
OG0001304	HELIO_08289, HELIO_08290	CAEEL00728
OG0001305	HELIO_07982	CAEEL19700
OG0001306	HELIO_11276	CAEEL05042
OG0001306	HELIO_04068, HELIO_02369	CAEEL06741
OG0001310	HELIO_02438	CAEEL16286
OG0001315	HELIO_06768, HELIO_00584	CAEEL20540
OG0001318	HELIO_01897	CAEEL06153
OG0001318	HELIO_00651	CAEEL02686
OG0001319	HELIO_09125	CAEEL15967
OG0001320	HELIO_07097	CAEEL02958
OG0001320	HELIO_01606	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	HELIO_04274	CAEEL15888
OG0001325	HELIO_02148	CAEEL12980
OG0001326	HELIO_01722	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	HELIO_03453	CAEEL12070
OG0001329	HELIO_12348	CAEEL03625, CAEEL07934
OG0001330	HELIO_07773	CAEEL07772
OG0001333	HELIO_07137	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001335	HELIO_09999	CAEEL01950
OG0001337	HELIO_11060	CAEEL08858
OG0001341	HELIO_06656	CAEEL12273
OG0001344	HELIO_02566	CAEEL12166
OG0001348	HELIO_05226	CAEEL20290
OG0001353	HELIO_07889	CAEEL07231
OG0001355	HELIO_05179	CAEEL19633
OG0001356	HELIO_09355	CAEEL10619
OG0001357	HELIO_07642	CAEEL15128
OG0001363	HELIO_03084	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	HELIO_01883	CAEEL04735
OG0001364	HELIO_04728, HELIO_01882, HELIO_01884	CAEEL16269
OG0001366	HELIO_09509	CAEEL07140
OG0001367	HELIO_12197	CAEEL16176
OG0001368	HELIO_02045	CAEEL15247
OG0001369	HELIO_00430	CAEEL05836
OG0001370	HELIO_08459	CAEEL19838
OG0001370	HELIO_09154	CAEEL11201
OG0001372	HELIO_07415	CAEEL04824, CAEEL16917
OG0001372	HELIO_09833, HELIO_00197	CAEEL01785
OG0001373	HELIO_06748	CAEEL18831
OG0001374	HELIO_10870	CAEEL02048
OG0001375	HELIO_01574	CAEEL01718
OG0001376	HELIO_12299	CAEEL18806
OG0001378	HELIO_02964	CAEEL01898
OG0001379	HELIO_04200	CAEEL20800, CAEEL08440
OG0001380	HELIO_01850	CAEEL07027
OG0001381	HELIO_03557	CAEEL01510
OG0001383	HELIO_10404, HELIO_09985	CAEEL18479
OG0001386	HELIO_02822	CAEEL08301
OG0001387	HELIO_07037	CAEEL01449, CAEEL05040, CAEEL06498
OG0001389	HELIO_06611	CAEEL06582
OG0001394	HELIO_10885	CAEEL16146
OG0001395	HELIO_02673	CAEEL01604
