Orthogroup	HELIO_ok	HUMAN
OG0001167	HELIO_08270	HUMAN08882, HUMAN08883, HUMAN17001
OG0001168	HELIO_00913	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218
OG0001169	HELIO_01933	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351
OG0001171	HELIO_07445	HUMAN27880
OG0001172	HELIO_12376	HUMAN03030, HUMAN18130
OG0001172	HELIO_03682	HUMAN18077, HUMAN26531, HUMAN12782
OG0001173	HELIO_09432, HELIO_09438	HUMAN01793
OG0001174	HELIO_03977	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465
OG0001175	HELIO_11278	HUMAN27761, HUMAN17515
OG0001176	HELIO_06263	HUMAN27503, HUMAN03360
OG0001177	HELIO_06526	HUMAN13794
OG0001177	HELIO_10848	HUMAN26270
OG0001178	HELIO_07560, HELIO_03485	HUMAN01065
OG0001179	HELIO_06718	HUMAN19099
OG0001181	HELIO_05206	HUMAN02963, HUMAN12488
OG0001182	HELIO_05272, HELIO_04697	HUMAN16857, HUMAN09797, HUMAN09796
OG0001183	HELIO_08525, HELIO_08524	HUMAN12777
OG0001184	HELIO_12185	HUMAN24892, HUMAN24891
OG0001184	HELIO_02728	HUMAN04448, HUMAN04447
OG0001185	HELIO_12657	HUMAN24530, HUMAN24531, HUMAN00600, HUMAN25682, HUMAN25681
OG0001186	HELIO_09188	HUMAN13742
OG0001186	HELIO_01928	HUMAN11615
OG0001187	HELIO_05364	HUMAN21121
OG0001188	HELIO_03558	HUMAN04837, HUMAN15459, HUMAN08381, HUMAN16878
OG0001190	HELIO_03395	HUMAN27353, HUMAN00374
OG0001191	HELIO_06301	HUMAN27560, HUMAN03181, HUMAN23867
OG0001196	HELIO_04183	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997
OG0001197	HELIO_04520	HUMAN04807
OG0001198	HELIO_03508	HUMAN14133, HUMAN09842
OG0001198	HELIO_05572	HUMAN03836
OG0001199	HELIO_10405	HUMAN25663
OG0001199	HELIO_01130	HUMAN27627, HUMAN27626
OG0001202	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869	HUMAN22243, HUMAN22242, HUMAN22244
OG0001204	HELIO_07269	HUMAN13045
OG0001205	HELIO_04532, HELIO_09648	HUMAN08993
OG0001207	HELIO_09377	HUMAN13150, HUMAN17601
OG0001208	HELIO_05489	HUMAN17864, HUMAN26576
OG0001209	HELIO_05535	HUMAN27648
OG0001210	HELIO_01552	HUMAN18754
OG0001210	HELIO_03776	HUMAN21606
OG0001211	HELIO_12099	HUMAN17695, HUMAN12935
OG0001213	HELIO_11611	HUMAN03742
OG0001213	HELIO_01934	HUMAN07278, HUMAN07279
OG0001214	HELIO_04580	HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749
OG0001215	HELIO_00251	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423
OG0001216	HELIO_01588	HUMAN05988, HUMAN05987
OG0001216	HELIO_04477	HUMAN11427
OG0001217	HELIO_09665	HUMAN29664, HUMAN25763
OG0001218	HELIO_10349	HUMAN05862, HUMAN00140, HUMAN11965
OG0001219	HELIO_07847	HUMAN18053, HUMAN24346, HUMAN01814, HUMAN09792, HUMAN09790
OG0001220	HELIO_12730	HUMAN07348
OG0001221	HELIO_07645	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180
OG0001223	HELIO_08053	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033
OG0001224	HELIO_01823	HUMAN15488, HUMAN15490
OG0001225	HELIO_09303	HUMAN09188, HUMAN28761, HUMAN14334
OG0001227	HELIO_03789	HUMAN30017
OG0001231	HELIO_02150	HUMAN08474, HUMAN08473, HUMAN16911
OG0001232	HELIO_07324	HUMAN10318
OG0001233	HELIO_05738	HUMAN07688
OG0001236	HELIO_09754	HUMAN15304
OG0001238	HELIO_06977	HUMAN09752, HUMAN24272
OG0001239	HELIO_10768	HUMAN21103, HUMAN26890, HUMAN21102
OG0001240	HELIO_05508	HUMAN09998, HUMAN10000, HUMAN09999, HUMAN09997, HUMAN01896, HUMAN01897, HUMAN28832
OG0001241	HELIO_03226	HUMAN18832, HUMAN18831
OG0001241	HELIO_12192	HUMAN07799
OG0001243	HELIO_09478	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639
OG0001247	HELIO_00879	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060
OG0001248	HELIO_05974	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268
OG0001250	HELIO_01985	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131
OG0001251	HELIO_03697	HUMAN08159, HUMAN08158
OG0001252	HELIO_06077	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174
OG0001253	HELIO_12144	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965
OG0001254	HELIO_05460	HUMAN23637, HUMAN09380
OG0001256	HELIO_03181	HUMAN25828
OG0001261	HELIO_03943	HUMAN22947, HUMAN04078, HUMAN04079
OG0001262	HELIO_07069, HELIO_09573, HELIO_00924	HUMAN29428, HUMAN24853
OG0001263	HELIO_01885	HUMAN27745, HUMAN27744, HUMAN03309
OG0001263	HELIO_04331	HUMAN12942
OG0001264	HELIO_12570	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023
OG0001266	HELIO_12361	HUMAN13676, HUMAN13675, HUMAN18946
OG0001267	HELIO_05562	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476
OG0001267	HELIO_09471	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478
OG0001268	HELIO_07801	HUMAN22451
OG0001268	HELIO_12028	HUMAN29785, HUMAN29783
OG0001270	HELIO_02110	HUMAN10267, HUMAN10268, HUMAN10266
OG0001270	HELIO_02804	HUMAN10495
OG0001271	HELIO_11242	HUMAN27281, HUMAN13161, HUMAN06386
OG0001272	HELIO_01808	HUMAN10856, HUMAN12263, HUMAN28972
OG0001273	HELIO_12680	HUMAN09957, HUMAN15061, HUMAN23537
OG0001274	HELIO_06326	HUMAN01186, HUMAN14450, HUMAN29306
OG0001275	HELIO_03038	HUMAN25458
OG0001276	HELIO_11104	HUMAN05158, HUMAN23988, HUMAN23987
OG0001278	HELIO_10541, HELIO_03037	HUMAN13574, HUMAN02569, HUMAN02570
OG0001278	HELIO_09526	HUMAN28348
OG0001279	HELIO_12791	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712
OG0001282	HELIO_03746	HUMAN11803, HUMAN21801
OG0001284	HELIO_06649	HUMAN27205
OG0001284	HELIO_03045	HUMAN09392
OG0001288	HELIO_10795	HUMAN09745, HUMAN23493
OG0001290	HELIO_11508	HUMAN23738, HUMAN09455, HUMAN11087
OG0001291	HELIO_10055	HUMAN27542, HUMAN22728, HUMAN03289
OG0001292	HELIO_11499	HUMAN20666, HUMAN18444, HUMAN18446
OG0001293	HELIO_07956	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393
OG0001294	HELIO_08951	HUMAN08609
OG0001295	HELIO_12648	HUMAN17913, HUMAN17912, HUMAN06527
OG0001296	HELIO_12075	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471
OG0001297	HELIO_05910	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265
OG0001300	HELIO_09555	HUMAN21610, HUMAN07635, HUMAN30249
OG0001302	HELIO_08651	HUMAN28036
OG0001304	HELIO_08290	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007
OG0001305	HELIO_07982	HUMAN14853, HUMAN29257, HUMAN01234
OG0001306	HELIO_11276	HUMAN01015, HUMAN01014
OG0001306	HELIO_04068, HELIO_02369	HUMAN29260
OG0001308	HELIO_12210	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495
OG0001309	HELIO_06983	HUMAN26186, HUMAN26187
OG0001310	HELIO_02438	HUMAN09337
OG0001310	HELIO_09331	HUMAN17449
OG0001311	HELIO_02223	HUMAN02788
OG0001311	HELIO_00805	HUMAN20553
OG0001312	HELIO_11963	HUMAN19586, HUMAN21384, HUMAN21385
OG0001315	HELIO_00584	HUMAN13233, HUMAN25875
OG0001316	HELIO_08864	HUMAN22411, HUMAN07507
OG0001317	HELIO_08857	HUMAN26503, HUMAN26504
OG0001317	HELIO_08319	HUMAN29334
OG0001318	HELIO_01897	HUMAN16547, HUMAN16548
OG0001318	HELIO_00651	HUMAN21172, HUMAN21173
OG0001319	HELIO_09125	HUMAN30310, HUMAN21541
OG0001320	HELIO_07097	HUMAN27988, HUMAN27989
OG0001320	HELIO_01606	HUMAN09292, HUMAN16855, HUMAN16856
OG0001321	HELIO_11153	HUMAN09666, HUMAN14539
OG0001322	HELIO_12344	HUMAN03840
OG0001322	HELIO_07391	HUMAN15479, HUMAN15481
OG0001324	HELIO_11046	HUMAN21897
OG0001325	HELIO_02148	HUMAN22703
OG0001326	HELIO_01722	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603
OG0001327	HELIO_06372	HUMAN05826, HUMAN05829
OG0001327	HELIO_03453	HUMAN06766, HUMAN06765, HUMAN02428
OG0001329	HELIO_12348	HUMAN02833
OG0001330	HELIO_07773	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846
OG0001331	HELIO_10456, HELIO_10455	HUMAN22233, HUMAN22231, HUMAN24247, HUMAN13998
OG0001333	HELIO_07137	HUMAN20118, HUMAN10313
OG0001335	HELIO_01988, HELIO_01987	HUMAN25775
OG0001335	HELIO_09999	HUMAN28637
OG0001337	HELIO_12764	HUMAN28621
OG0001337	HELIO_11060	HUMAN13008, HUMAN23397, HUMAN00896
OG0001339	HELIO_05791	HUMAN03666
OG0001344	HELIO_02566	HUMAN17092
OG0001345	HELIO_00586	HUMAN21450, HUMAN21451, HUMAN21449
OG0001348	HELIO_05226	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856
OG0001350	HELIO_03259	HUMAN01020
OG0001351	HELIO_09749	HUMAN29755
OG0001352	HELIO_06067	HUMAN27857
OG0001353	HELIO_03307	HUMAN18781
OG0001353	HELIO_07889	HUMAN18886
OG0001354	HELIO_01003	HUMAN14805, HUMAN00966, HUMAN28999
OG0001355	HELIO_05179	HUMAN24307, HUMAN22136, HUMAN03703
OG0001356	HELIO_09355	HUMAN21113, HUMAN06242, HUMAN29863
OG0001357	HELIO_07642	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455
OG0001358	HELIO_05651, HELIO_04483	HUMAN25707
OG0001359	HELIO_00338	HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773
OG0001360	HELIO_12349	HUMAN22743, HUMAN22745, HUMAN22744
OG0001361	HELIO_12234	HUMAN04301, HUMAN04302, HUMAN20294
OG0001362	HELIO_09855	HUMAN12045
OG0001363	HELIO_03084	HUMAN02206
OG0001364	HELIO_04728	HUMAN18390
OG0001364	HELIO_01882, HELIO_01884	HUMAN26706, HUMAN18389
OG0001365	HELIO_08493, HELIO_12193	HUMAN29603, HUMAN22759
OG0001367	HELIO_12197	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627
OG0001368	HELIO_02045	HUMAN08634, HUMAN18786, HUMAN18785, HUMAN08633
OG0001369	HELIO_00430	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738
OG0001370	HELIO_08459	HUMAN10042
OG0001370	HELIO_09154	HUMAN18140
OG0001371	HELIO_02393, HELIO_07671	HUMAN13498, HUMAN13497
OG0001372	HELIO_07415	HUMAN01152
OG0001373	HELIO_06748	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735
OG0001374	HELIO_10870	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333
OG0001375	HELIO_01574	HUMAN25598, HUMAN00578, HUMAN00579
OG0001376	HELIO_12299	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374
OG0001377	HELIO_10836	HUMAN18646, HUMAN03684, HUMAN03683
OG0001378	HELIO_02964	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018
OG0001379	HELIO_04200	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658
OG0001380	HELIO_01850	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347
OG0001381	HELIO_03557	HUMAN14335, HUMAN09185, HUMAN28764
OG0001382	HELIO_05363	HUMAN16044
OG0001383	HELIO_10404, HELIO_09985	HUMAN01927
OG0001384	HELIO_01654	HUMAN07653, HUMAN07663
OG0001389	HELIO_06611	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383
OG0001394	HELIO_10885	HUMAN27466
OG0001395	HELIO_02673	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663
OG0001397	HELIO_01273	HUMAN24255, HUMAN03558
OG0001397	HELIO_04122	HUMAN03597
OG0001398	HELIO_00222	HUMAN30494, HUMAN20842
OG0001399	HELIO_05014	HUMAN07651
OG0001399	HELIO_08757	HUMAN18963, HUMAN18962, HUMAN11037
OG0001400	HELIO_09621	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084
OG0001401	HELIO_05514, HELIO_00801	HUMAN29769
OG0001402	HELIO_06192	HUMAN19950, HUMAN10942, HUMAN12422, HUMAN12423
OG0001403	HELIO_08199, HELIO_07385	HUMAN12235, HUMAN27256, HUMAN07228
OG0001404	HELIO_06483	HUMAN00261
OG0001405	HELIO_01612	HUMAN20770, HUMAN11517, HUMAN20772
OG0001406	HELIO_05795	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432
OG0001408	HELIO_02887	HUMAN29375, HUMAN14479, HUMAN01329
OG0001409	HELIO_05260	HUMAN15650, HUMAN21360
OG0001410	HELIO_07114	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903
OG0001410	HELIO_01417	HUMAN27965
OG0001411	HELIO_03361	HUMAN22432, HUMAN22431
OG0001412	HELIO_06209	HUMAN07098, HUMAN07099
OG0001413	HELIO_11436	HUMAN07320, HUMAN07322
OG0001413	HELIO_10258	HUMAN10070
OG0001414	HELIO_00902	HUMAN16822
OG0001414	HELIO_00745	HUMAN26311
OG0001415	HELIO_07046	HUMAN19750, HUMAN19752, HUMAN19751
OG0001416	HELIO_08511	HUMAN00172, HUMAN11820
OG0001417	HELIO_07751	HUMAN12487
OG0001418	HELIO_09143	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427
OG0001420	HELIO_10002	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263
OG0001421	HELIO_02587	HUMAN04839, HUMAN08948, HUMAN02585
OG0001422	HELIO_00344	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891
OG0001423	HELIO_03132	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689
OG0001424	HELIO_00747	HUMAN04853, HUMAN04852
OG0001425	HELIO_01653	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344
OG0001428	HELIO_11579	HUMAN00193, HUMAN11816, HUMAN05892
OG0001430	HELIO_08384	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891
OG0001431	HELIO_00600	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529
OG0001432	HELIO_11010, HELIO_11878	HUMAN16749
OG0001434	HELIO_10028, HELIO_10029, HELIO_10027	HUMAN25376
OG0001436	HELIO_09777	HUMAN28951
OG0001437	HELIO_04743	HUMAN27963, HUMAN27962
OG0001440	HELIO_03196	HUMAN02970, HUMAN12486
OG0001441	HELIO_03652	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607
OG0001445	HELIO_12183	HUMAN18716, HUMAN15579
OG0001446	HELIO_05230	HUMAN12296
OG0001447	HELIO_04829	HUMAN09319, HUMAN15576, HUMAN02582
OG0001449	HELIO_03720	HUMAN16746
OG0001449	HELIO_09662	HUMAN18160
OG0001451	HELIO_05972	HUMAN04374, HUMAN04373
OG0001452	HELIO_09077, HELIO_09076	HUMAN23508, HUMAN10054, HUMAN01876
OG0001453	HELIO_11229, HELIO_03802, HELIO_09980	HUMAN01855, HUMAN01856, HUMAN01854, HUMAN09711, HUMAN21615
OG0001454	HELIO_04552	HUMAN24124, HUMAN24121, HUMAN24122, HUMAN22861
OG0001455	HELIO_05822	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678
OG0001456	HELIO_09922	HUMAN21609
OG0001457	HELIO_08835	HUMAN25224
OG0001459	HELIO_08961	HUMAN15951, HUMAN15950, HUMAN06132
OG0001460	HELIO_12669	HUMAN03122
OG0001461	HELIO_04207	HUMAN26887
OG0001462	HELIO_03160	HUMAN02581
OG0001463	HELIO_02919, HELIO_06206	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625
OG0001464	HELIO_00437	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436
OG0001465	HELIO_09508	HUMAN00436
OG0001466	HELIO_09852	HUMAN20834, HUMAN20833
OG0001466	HELIO_00231	HUMAN23853
OG0001467	HELIO_11527	HUMAN29474, HUMAN29473
OG0001467	HELIO_06233	HUMAN05267
OG0001468	HELIO_09103	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674
OG0001469	HELIO_12462	HUMAN25406
OG0001470	HELIO_04948	HUMAN12346
OG0001472	HELIO_05084	HUMAN26528, HUMAN26527
OG0001472	HELIO_09162	HUMAN19245
OG0001473	HELIO_01497, HELIO_06355, HELIO_01429	HUMAN20094, HUMAN20096, HUMAN20095
OG0001474	HELIO_08603	HUMAN09370
OG0001474	HELIO_05046	HUMAN10738, HUMAN10739, HUMAN10736
OG0001475	HELIO_12116, HELIO_06079	HUMAN00232, HUMAN00233
OG0001476	HELIO_08408	HUMAN25765, HUMAN19427
OG0001478	HELIO_10243	HUMAN09291, HUMAN09290
OG0001479	HELIO_00677	HUMAN01339, HUMAN14506, HUMAN14504, HUMAN29189
OG0001480	HELIO_03092	HUMAN18069, HUMAN20722, HUMAN20724, HUMAN20721
OG0001481	HELIO_06832	HUMAN25752, HUMAN25750, HUMAN08503
OG0001483	HELIO_02368	HUMAN12748
OG0001484	HELIO_03855	HUMAN29782, HUMAN20929
OG0001485	HELIO_08845	HUMAN10085, HUMAN23594, HUMAN23593
OG0001486	HELIO_11744	HUMAN25054, HUMAN25055, HUMAN05819, HUMAN05818, HUMAN05067
OG0001487	HELIO_05287	HUMAN11646, HUMAN13747, HUMAN11647
OG0001488	HELIO_10288	HUMAN04092, HUMAN04094
OG0001488	HELIO_06877, HELIO_00238	HUMAN04093
OG0001489	HELIO_12039	HUMAN01073, HUMAN23289
OG0001490	HELIO_10701	HUMAN08811, HUMAN18744, HUMAN04949, HUMAN08810
OG0001492	HELIO_09966	HUMAN10841, HUMAN12245, HUMAN12244, HUMAN10843, HUMAN10842, HUMAN07105
OG0001493	HELIO_12365	HUMAN03318
OG0001495	HELIO_09225	HUMAN29635, HUMAN29702, HUMAN29695, HUMAN29694, HUMAN29703, HUMAN29696, HUMAN30419, HUMAN09160, HUMAN09187, HUMAN21896, HUMAN30065, HUMAN29940, HUMAN29941, HUMAN29903, HUMAN29939, HUMAN09161
OG0001496	HELIO_06643, HELIO_07757	HUMAN17133
OG0001500	HELIO_03279	HUMAN18402, HUMAN29893, HUMAN07602, HUMAN18404
OG0001501	HELIO_09204	HUMAN08312, HUMAN18751
OG0001502	HELIO_00925	HUMAN13214, HUMAN13217
OG0001503	HELIO_00871	HUMAN15059
OG0001503	HELIO_00967	HUMAN06046
OG0001504	HELIO_02828, HELIO_12551	HUMAN18887
OG0001505	HELIO_01480	HUMAN21797, HUMAN11901, HUMAN11900, HUMAN03341
OG0001506	HELIO_05280	HUMAN21790, HUMAN00091
OG0001507	HELIO_11605	HUMAN08598, HUMAN02657, HUMAN02656, HUMAN04900
OG0001508	HELIO_05840	HUMAN04219, HUMAN15958
OG0001509	HELIO_11798	HUMAN07903, HUMAN21589
OG0001510	HELIO_10061	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092
OG0001511	HELIO_10472	HUMAN18319, HUMAN26693
OG0001513	HELIO_12676, HELIO_12677	HUMAN17774, HUMAN17773, HUMAN06636
OG0001515	HELIO_11317	HUMAN12421, HUMAN12420, HUMAN19953
OG0001516	HELIO_05144	HUMAN23268
OG0001517	HELIO_02409	HUMAN23303, HUMAN21286
OG0001518	HELIO_03202	HUMAN21520, HUMAN20795, HUMAN21522
OG0001520	HELIO_10408	HUMAN00622, HUMAN16656
OG0001521	HELIO_00932	HUMAN15053, HUMAN23542, HUMAN01808
OG0001522	HELIO_11736	HUMAN15759
OG0001523	HELIO_04060	HUMAN04118, HUMAN06164
OG0001524	HELIO_05163	HUMAN03522
OG0001524	HELIO_01459	HUMAN11149
OG0001525	HELIO_07734	HUMAN07206
OG0001526	HELIO_03062	HUMAN02271, HUMAN29404
OG0001527	HELIO_04544	HUMAN11842
OG0001527	HELIO_10434	HUMAN28194
OG0001528	HELIO_02093	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990
OG0001531	HELIO_03563	HUMAN03428, HUMAN22234, HUMAN24248
OG0001532	HELIO_07182	HUMAN21870, HUMAN00046, HUMAN11888, HUMAN21869
OG0001533	HELIO_12019	HUMAN07789, HUMAN21380
OG0001534	HELIO_02863	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538
OG0001536	HELIO_00034	HUMAN23182, HUMAN23181
OG0001538	HELIO_05127	HUMAN02566
OG0001545	HELIO_02222	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012
OG0001546	HELIO_10092	HUMAN08266, HUMAN16844
OG0001549	HELIO_10410	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395
OG0001550	HELIO_04550, HELIO_08048	HUMAN20737
OG0001551	HELIO_02886	HUMAN08700, HUMAN02498
OG0001552	HELIO_00983	HUMAN20977, HUMAN20976
OG0001553	HELIO_04975	HUMAN27760, HUMAN03319, HUMAN23794
OG0001554	HELIO_02815	HUMAN05332, HUMAN05331, HUMAN30019
OG0001556	HELIO_02204	HUMAN02509
OG0001557	HELIO_05083	HUMAN04310
OG0001557	HELIO_06596	HUMAN26830, HUMAN26831
OG0001558	HELIO_02760	HUMAN29505, HUMAN29504, HUMAN14496
OG0001559	HELIO_06123	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942
OG0001561	HELIO_08393	HUMAN20456, HUMAN24967, HUMAN20360
OG0001563	HELIO_06290, HELIO_06516	HUMAN09891
OG0001564	HELIO_01962	HUMAN18396, HUMAN05131
OG0001565	HELIO_12328	HUMAN15336, HUMAN05720, HUMAN01912
OG0001566	HELIO_11200, HELIO_02258	HUMAN25664, HUMAN29643
OG0001567	HELIO_06880	HUMAN00268, HUMAN21826
OG0001568	HELIO_05132	HUMAN20082, HUMAN20081
OG0001569	HELIO_09196	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287
OG0001570	HELIO_05222	HUMAN16051
OG0001571	HELIO_00290	HUMAN13804, HUMAN05679
OG0001571	HELIO_11750	HUMAN05678
OG0001572	HELIO_04693	HUMAN13726
OG0001573	HELIO_02265	HUMAN01295, HUMAN29048
OG0001574	HELIO_05607	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298
OG0001575	HELIO_05293	HUMAN20511
OG0001576	HELIO_11858	HUMAN23520, HUMAN09989, HUMAN09990
OG0001578	HELIO_08790, HELIO_08789	HUMAN27577, HUMAN27576, HUMAN03525
OG0001580	HELIO_11365	HUMAN19240, HUMAN19239, HUMAN19238, HUMAN15241
OG0001581	HELIO_05221, HELIO_07860	HUMAN02524, HUMAN02525
OG0001582	HELIO_04387	HUMAN11710, HUMAN19935
OG0001583	HELIO_12114	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577
OG0001584	HELIO_10513, HELIO_05589	HUMAN22038
OG0001589	HELIO_12278	HUMAN10236
OG0001590	HELIO_11606, HELIO_02516	HUMAN09424
OG0001592	HELIO_10882, HELIO_11034	HUMAN09531, HUMAN09657, HUMAN09656
OG0001593	HELIO_04977	HUMAN28942, HUMAN09707, HUMAN06299, HUMAN01587
OG0001597	HELIO_04679	HUMAN26560, HUMAN26561, HUMAN26559
OG0001597	HELIO_01769	HUMAN03834
OG0001599	HELIO_02009	HUMAN13426
OG0001600	HELIO_00399	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233
OG0001604	HELIO_12168	HUMAN12471, HUMAN12472
OG0001605	HELIO_09701, HELIO_00110	HUMAN07945, HUMAN07944
OG0001606	HELIO_11612	HUMAN13929
OG0001609	HELIO_04479	HUMAN07643
OG0001609	HELIO_00769	HUMAN21122, HUMAN07645
OG0001610	HELIO_06066	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094
OG0001611	HELIO_10992	HUMAN08978, HUMAN02546
OG0001612	HELIO_03470	HUMAN19504
OG0001612	HELIO_09022	HUMAN25319
OG0001614	HELIO_09695	HUMAN14358
OG0001614	HELIO_09277	HUMAN13572
OG0001615	HELIO_04146	HUMAN04414, HUMAN27016
OG0001617	HELIO_06430	HUMAN20425, HUMAN06149, HUMAN24916
OG0001620	HELIO_04031	HUMAN24750, HUMAN24751, HUMAN02052
OG0001621	HELIO_05621, HELIO_05048	HUMAN10405, HUMAN20233
OG0001622	HELIO_02684	HUMAN03730, HUMAN03729, HUMAN27716
OG0001624	HELIO_06828	HUMAN25539, HUMAN25540, HUMAN00624, HUMAN19275, HUMAN19274, HUMAN27856
OG0001627	HELIO_03358	HUMAN28211
OG0001627	HELIO_11162	HUMAN24158
OG0001628	HELIO_11311	HUMAN16897, HUMAN16898
OG0001633	HELIO_08917	HUMAN28383
OG0001634	HELIO_00787	HUMAN02620, HUMAN15581
OG0001635	HELIO_00639	HUMAN30203, HUMAN26031, HUMAN29595
OG0001636	HELIO_06373	HUMAN11118
OG0001637	HELIO_00689	HUMAN21485
OG0001638	HELIO_10751	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784
OG0001639	HELIO_03546	HUMAN09764, HUMAN14138
OG0001642	HELIO_00859, HELIO_00858	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976
OG0001643	HELIO_03459	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331
OG0001644	HELIO_10610	HUMAN24567
OG0001649	HELIO_09135	HUMAN09668
OG0001651	HELIO_08544	HUMAN24385, HUMAN03098, HUMAN22631
OG0001652	HELIO_06903	HUMAN08985
OG0001653	HELIO_02536	HUMAN23274
OG0001654	HELIO_00734, HELIO_02525	HUMAN24521, HUMAN24522, HUMAN25677
OG0001655	HELIO_08331	HUMAN23043, HUMAN29586, HUMAN29889
OG0001656	HELIO_09773	HUMAN12664
OG0001657	HELIO_09713	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603
OG0001658	HELIO_10076	HUMAN18841
