Orthogroup	HELIO_ok	PFLAV
OG0000456	HELIO_07552	TCONS_00032830.p1
OG0000458	HELIO_08566	TCONS_00046177.p1
OG0000458	HELIO_06003	TCONS_00044692.p1
OG0000459	HELIO_06755, HELIO_07251	TCONS_00055953.p1, TCONS_00057008.p1, TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1
OG0000460	HELIO_10718	TCONS_00042098.p1
OG0000460	HELIO_07052, HELIO_06887, HELIO_12666	TCONS_00041990.p1, TCONS_00041991.p1
OG0000461	HELIO_02414	TCONS_00019012.p1
OG0000461	HELIO_03731	TCONS_00005147.p1
OG0000461	HELIO_03732	TCONS_00027189.p1
OG0000463	HELIO_09937	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1
OG0000463	HELIO_06144, HELIO_06234	TCONS_00018357.p1
OG0000463	HELIO_08661	TCONS_00028391.p1
OG0000465	HELIO_12789	TCONS_00046928.p1, TCONS_00045554.p1
OG0000465	HELIO_10139	TCONS_00051741.p1
OG0000466	HELIO_07058, HELIO_06415	TCONS_00055165.p1, TCONS_00055198.p1, TCONS_00055551.p1, TCONS_00056318.p1, TCONS_00056377.p1, TCONS_00056378.p1, TCONS_00056319.p1, TCONS_00056320.p1, TCONS_00056380.p1, TCONS_00056381.p1
OG0000466	HELIO_06388	TCONS_00052624.p1
OG0000467	HELIO_10923	TCONS_00049014.p1
OG0000468	HELIO_03768	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1
OG0000469	HELIO_06536	TCONS_00048981.p1
OG0000469	HELIO_02957	TCONS_00027949.p1
OG0000470	HELIO_04201	TCONS_00009548.p1, TCONS_00010825.p1
OG0000471	HELIO_11076, HELIO_01921	TCONS_00031390.p1
OG0000472	HELIO_02168, HELIO_06783	TCONS_00042976.p1, TCONS_00041636.p1, TCONS_00041637.p1, TCONS_00037389.p1, TCONS_00037390.p1, TCONS_00037391.p1, TCONS_00037388.p1, TCONS_00037393.p1, TCONS_00037382.p1, TCONS_00037385.p1, TCONS_00037392.p1, TCONS_00023656.p1, TCONS_00021161.p1, TCONS_00022192.p1, TCONS_00022994.p1, TCONS_00022964.p1
OG0000473	HELIO_02691, HELIO_04547, HELIO_04615, HELIO_12353, HELIO_02800, HELIO_04395, HELIO_06620	TCONS_00030345.p1, TCONS_00054731.p1, TCONS_00001860.p1, TCONS_00030859.p1, TCONS_00030858.p1, TCONS_00030860.p1, TCONS_00057149.p1, TCONS_00057150.p1, TCONS_00055947.p1
OG0000474	HELIO_07485	TCONS_00019157.p1, TCONS_00019100.p1
OG0000474	HELIO_10673	TCONS_00019156.p1
OG0000475	HELIO_10255	TCONS_00003775.p1
OG0000476	HELIO_11845	TCONS_00015826.p1, TCONS_00015827.p1
OG0000476	HELIO_05685	TCONS_00016255.p1, TCONS_00015832.p1
OG0000476	HELIO_05620	TCONS_00014664.p1
OG0000477	HELIO_09602	TCONS_00052825.p1
OG0000477	HELIO_12771	TCONS_00056849.p1, TCONS_00056850.p1
OG0000479	HELIO_08760	TCONS_00000492.p1
OG0000479	HELIO_02948	TCONS_00006853.p1
OG0000480	HELIO_05557	TCONS_00050192.p1
OG0000480	HELIO_08414	TCONS_00050190.p1
OG0000481	HELIO_12216	TCONS_00005590.p1
OG0000481	HELIO_11178	TCONS_00015361.p1
OG0000481	HELIO_09259	TCONS_00030958.p1
OG0000482	HELIO_10091	TCONS_00010197.p1
OG0000482	HELIO_11214	TCONS_00010200.p1
OG0000485	HELIO_07054	TCONS_00035498.p1
OG0000486	HELIO_10558	TCONS_00055977.p1
OG0000486	HELIO_11461	TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1
OG0000486	HELIO_05022	TCONS_00031403.p1
OG0000486	HELIO_06172, HELIO_02564, HELIO_00117	TCONS_00012362.p1
OG0000487	HELIO_06499	TCONS_00000900.p1, TCONS_00005196.p1, TCONS_00055084.p1, TCONS_00000329.p1
OG0000487	HELIO_07290	TCONS_00018203.p1, TCONS_00017152.p1
OG0000488	HELIO_02611	TCONS_00010218.p1
OG0000489	HELIO_08415, HELIO_01112	TCONS_00018116.p1
OG0000490	HELIO_06690	TCONS_00016246.p1
OG0000491	HELIO_02841, HELIO_11924	TCONS_00044061.p1
OG0000494	HELIO_07387	TCONS_00005711.p1, TCONS_00017975.p1
OG0000495	HELIO_03281	TCONS_00050801.p1, TCONS_00051682.p1, TCONS_00051680.p1, TCONS_00051676.p1, TCONS_00051681.p1, TCONS_00051678.p1, TCONS_00051677.p1, TCONS_00022857.p1, TCONS_00022855.p1, TCONS_00021729.p1, TCONS_00021730.p1, TCONS_00022526.p1, TCONS_00004798.p1
OG0000495	HELIO_12758	TCONS_00006089.p1, TCONS_00006092.p1
OG0000496	HELIO_09084	TCONS_00002699.p1
OG0000496	HELIO_11493	TCONS_00019620.p1
OG0000497	HELIO_03655	TCONS_00006015.p1
OG0000498	HELIO_08706	TCONS_00008734.p1
OG0000499	HELIO_09553	TCONS_00004484.p1
OG0000501	HELIO_01592, HELIO_04898, HELIO_07352	TCONS_00036754.p1, TCONS_00036751.p1, TCONS_00038085.p1, TCONS_00037865.p1, TCONS_00037675.p1, TCONS_00037673.p1, TCONS_00037674.p1, TCONS_00037585.p1, TCONS_00036067.p1, TCONS_00025120.p1, TCONS_00037832.p1
OG0000503	HELIO_03761, HELIO_01577	TCONS_00023137.p1
OG0000504	HELIO_08107	TCONS_00041426.p1
OG0000505	HELIO_05319	TCONS_00031917.p1, TCONS_00031941.p1
OG0000506	HELIO_11106	TCONS_00020995.p1
OG0000508	HELIO_04860	TCONS_00056880.p1, TCONS_00056893.p1
OG0000508	HELIO_10897	TCONS_00019601.p1
OG0000510	HELIO_05326, HELIO_00614, HELIO_06648	TCONS_00020826.p1
OG0000511	HELIO_04224	TCONS_00025941.p1
OG0000514	HELIO_07204	TCONS_00013334.p1
OG0000515	HELIO_01437, HELIO_00462, HELIO_05122, HELIO_00094	TCONS_00037550.p1
OG0000516	HELIO_04523	TCONS_00008150.p1, TCONS_00009366.p1
OG0000519	HELIO_00935	TCONS_00005130.p1
OG0000520	HELIO_02641	TCONS_00004595.p1
OG0000520	HELIO_10311	TCONS_00035177.p1, TCONS_00035175.p1
OG0000521	HELIO_11507	TCONS_00014430.p1, TCONS_00007432.p1
OG0000521	HELIO_07126	TCONS_00011900.p1, TCONS_00040878.p1
OG0000522	HELIO_08815	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1
OG0000522	HELIO_12218	TCONS_00025880.p1
OG0000524	HELIO_03929	TCONS_00030250.p1
OG0000525	HELIO_03718	TCONS_00016658.p1
OG0000525	HELIO_00389	TCONS_00013078.p1
OG0000526	HELIO_00348, HELIO_11593	TCONS_00042832.p1
OG0000528	HELIO_11004	TCONS_00050473.p1
OG0000528	HELIO_07368	TCONS_00011667.p1
OG0000528	HELIO_07025	TCONS_00039151.p1, TCONS_00039158.p1
OG0000530	HELIO_07741, HELIO_07742	TCONS_00054317.p1
OG0000534	HELIO_09230, HELIO_00845, HELIO_05373	TCONS_00056562.p1
OG0000534	HELIO_12243	TCONS_00012237.p1
OG0000535	HELIO_04341	TCONS_00017619.p1, TCONS_00017655.p1, TCONS_00017650.p1, TCONS_00017616.p1, TCONS_00018399.p1, TCONS_00017019.p1, TCONS_00017021.p1, TCONS_00017017.p1
OG0000536	HELIO_11356, HELIO_06821, HELIO_07963, HELIO_10995	TCONS_00049181.p1, TCONS_00049164.p1, TCONS_00049190.p1, TCONS_00049178.p1, TCONS_00049162.p1, TCONS_00049163.p1, TCONS_00049165.p1, TCONS_00049192.p1, TCONS_00049193.p1, TCONS_00049168.p1, TCONS_00049191.p1, TCONS_00047840.p1, TCONS_00047829.p1
OG0000537	HELIO_02446	TCONS_00021934.p1
OG0000537	HELIO_01622	TCONS_00020895.p1
OG0000538	HELIO_11897, HELIO_11896	TCONS_00057157.p1
OG0000541	HELIO_00142	TCONS_00053110.p1
OG0000541	HELIO_00062	TCONS_00003725.p1, TCONS_00003028.p1, TCONS_00003156.p1, TCONS_00003155.p1, TCONS_00003720.p1
OG0000542	HELIO_02332	TCONS_00031701.p1
OG0000542	HELIO_03023	TCONS_00031702.p1
OG0000544	HELIO_03555	TCONS_00042715.p1
OG0000544	HELIO_03657	TCONS_00053426.p1
OG0000544	HELIO_09959	TCONS_00030309.p1
OG0000545	HELIO_00292	TCONS_00011122.p1
OG0000545	HELIO_03093	TCONS_00010058.p1
OG0000547	HELIO_03987, HELIO_10338	TCONS_00048152.p1, TCONS_00024937.p1, TCONS_00049475.p1
OG0000548	HELIO_10743	TCONS_00026418.p1, TCONS_00026417.p1
OG0000548	HELIO_10294	TCONS_00011838.p1
OG0000548	HELIO_01580	TCONS_00049725.p1
OG0000549	HELIO_05772	TCONS_00023197.p1, TCONS_00023330.p1
OG0000550	HELIO_06574	TCONS_00018437.p1
OG0000551	HELIO_05085	TCONS_00046148.p1
OG0000552	HELIO_04288	TCONS_00051707.p1
OG0000552	HELIO_02628	TCONS_00043405.p1
OG0000553	HELIO_12654	TCONS_00048336.p1
OG0000553	HELIO_00441	TCONS_00035272.p2, TCONS_00034957.p2
OG0000553	HELIO_00012	TCONS_00013171.p1
OG0000554	HELIO_09952	TCONS_00054892.p1
OG0000555	HELIO_05650	TCONS_00040284.p1, TCONS_00000626.p1
OG0000560	HELIO_06436	TCONS_00050536.p1, TCONS_00050533.p1, TCONS_00010531.p1, TCONS_00012199.p1
OG0000560	HELIO_09240, HELIO_05887	TCONS_00010924.p1
OG0000561	HELIO_11408	TCONS_00011481.p1, TCONS_00011480.p1
OG0000564	HELIO_00066	TCONS_00010212.p1
OG0000564	HELIO_11739	TCONS_00009860.p1, TCONS_00009806.p1
OG0000565	HELIO_05432	TCONS_00015264.p1, TCONS_00015263.p1, TCONS_00015261.p1, TCONS_00015265.p1, TCONS_00015272.p1, TCONS_00015266.p1, TCONS_00015267.p1, TCONS_00015270.p1, TCONS_00016348.p1, TCONS_00016346.p1, TCONS_00016347.p1, TCONS_00016344.p1, TCONS_00016345.p1, TCONS_00015274.p1, TCONS_00015821.p1, TCONS_00015820.p1, TCONS_00015823.p1
OG0000566	HELIO_06134, HELIO_05991	TCONS_00020313.p1
OG0000566	HELIO_09539	TCONS_00006656.p1
OG0000567	HELIO_10257	TCONS_00053726.p1, TCONS_00052633.p1, TCONS_00002536.p1
OG0000567	HELIO_10335	TCONS_00029665.p1
OG0000567	HELIO_10328	TCONS_00052701.p1
OG0000570	HELIO_04526, HELIO_11396	TCONS_00047871.p1
OG0000572	HELIO_10251	TCONS_00003540.p1
OG0000573	HELIO_11819	TCONS_00051396.p1
OG0000573	HELIO_09237	TCONS_00028054.p1
OG0000574	HELIO_05765	TCONS_00015177.p1
OG0000575	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888	TCONS_00056676.p1, TCONS_00056668.p1
OG0000576	HELIO_04420	TCONS_00020537.p1
OG0000577	HELIO_10810, HELIO_00741, HELIO_01085, HELIO_01868	TCONS_00027784.p1, TCONS_00027783.p1
OG0000578	HELIO_04018	TCONS_00011983.p1
OG0000579	HELIO_08075	TCONS_00047924.p1, TCONS_00047936.p1
OG0000580	HELIO_00767	TCONS_00036517.p1
OG0000581	HELIO_07650	TCONS_00010068.p1
OG0000581	HELIO_00377	TCONS_00010067.p1
OG0000582	HELIO_05267	TCONS_00015865.p1
OG0000583	HELIO_06801	TCONS_00000895.p1
OG0000584	HELIO_06413, HELIO_12134	TCONS_00015392.p1, TCONS_00015416.p1
OG0000585	HELIO_01503	TCONS_00048622.p1
OG0000586	HELIO_10402	TCONS_00035934.p1
OG0000587	HELIO_08335	TCONS_00022545.p1
OG0000587	HELIO_02916	TCONS_00010544.p1
OG0000588	HELIO_06031	TCONS_00053411.p1
OG0000588	HELIO_08850	TCONS_00001171.p1
OG0000589	HELIO_05352	TCONS_00023963.p1
OG0000590	HELIO_04845	TCONS_00002842.p1, TCONS_00002855.p1
OG0000590	HELIO_05331	TCONS_00007322.p1
OG0000591	HELIO_00717	TCONS_00012323.p1
OG0000591	HELIO_09984	TCONS_00022884.p1
OG0000592	HELIO_11966	TCONS_00015543.p1
OG0000593	HELIO_01727	TCONS_00014283.p1
OG0000594	HELIO_09059	TCONS_00048592.p1
OG0000596	HELIO_01408	TCONS_00048933.p1
OG0000596	HELIO_01409	TCONS_00043763.p1, TCONS_00049763.p1, TCONS_00049767.p1
OG0000597	HELIO_02513	TCONS_00005133.p1
OG0000597	HELIO_06072	TCONS_00032508.p1
OG0000599	HELIO_00280	TCONS_00021697.p1, TCONS_00039482.p1, TCONS_00039476.p1, TCONS_00039475.p1, TCONS_00023624.p1, TCONS_00039481.p1, TCONS_00039474.p1, TCONS_00040477.p1, TCONS_00039477.p1
OG0000600	HELIO_06427	TCONS_00000259.p1
OG0000600	HELIO_09191	TCONS_00054647.p1
OG0000602	HELIO_08958	TCONS_00020864.p1
OG0000602	HELIO_03692	TCONS_00021886.p1
OG0000603	HELIO_08442	TCONS_00010667.p1
OG0000604	HELIO_10843, HELIO_10844	TCONS_00009810.p1
OG0000609	HELIO_02166	TCONS_00009827.p1
OG0000609	HELIO_01095	TCONS_00003985.p1
OG0000610	HELIO_08233	TCONS_00029610.p1
OG0000610	HELIO_08205	TCONS_00014966.p1
OG0000611	HELIO_03068	TCONS_00043712.p1
OG0000611	HELIO_06952	TCONS_00008633.p1
OG0000612	HELIO_12611	TCONS_00026134.p1
OG0000612	HELIO_07229, HELIO_04425	TCONS_00008817.p1
OG0000613	HELIO_03222	TCONS_00018679.p1, TCONS_00017693.p1
OG0000613	HELIO_12531	TCONS_00028346.p1
OG0000614	HELIO_08984	TCONS_00020710.p1
OG0000614	HELIO_11672	TCONS_00010741.p1
OG0000615	HELIO_02362	TCONS_00021814.p1
OG0000616	HELIO_12592	TCONS_00052324.p1, TCONS_00034261.p1
OG0000618	HELIO_09707	TCONS_00000406.p1, TCONS_00044638.p1
OG0000621	HELIO_00303	TCONS_00012165.p1, TCONS_00010938.p1, TCONS_00012167.p1, TCONS_00014550.p1, TCONS_00055459.p1, TCONS_00056637.p1, TCONS_00056639.p1, TCONS_00055460.p1
OG0000621	HELIO_09086	TCONS_00012156.p1, TCONS_00012161.p1, TCONS_00012160.p1, TCONS_00012162.p1
OG0000622	HELIO_00047, HELIO_01403	TCONS_00003001.p1, TCONS_00037282.p1, TCONS_00004059.p1, TCONS_00004122.p1
OG0000623	HELIO_01153	TCONS_00045077.p1
OG0000624	HELIO_04396, HELIO_02075	TCONS_00056401.p1
OG0000625	HELIO_10043, HELIO_12510	TCONS_00040416.p1
OG0000626	HELIO_08657, HELIO_08658	TCONS_00016980.p1
OG0000627	HELIO_01431	TCONS_00035285.p1
OG0000628	HELIO_07284	TCONS_00046680.p1
OG0000629	HELIO_03651	TCONS_00015400.p1
OG0000629	HELIO_09172	TCONS_00037355.p1
OG0000632	HELIO_00665	TCONS_00008403.p1
OG0000634	HELIO_04856	TCONS_00003886.p1
OG0000635	HELIO_12781	TCONS_00003185.p1, TCONS_00003186.p1, TCONS_00003189.p1, TCONS_00002553.p1
OG0000636	HELIO_06623, HELIO_05388	TCONS_00026316.p1
OG0000637	HELIO_11151	TCONS_00015012.p1
OG0000638	HELIO_04881, HELIO_07357, HELIO_07420	TCONS_00001975.p1, TCONS_00001985.p1, TCONS_00001981.p1, TCONS_00001979.p1, TCONS_00024926.p1, TCONS_00024991.p1, TCONS_00024919.p1, TCONS_00024987.p1, TCONS_00024990.p1, TCONS_00024994.p1, TCONS_00024996.p1, TCONS_00024929.p1, TCONS_00025000.p1, TCONS_00024999.p1, TCONS_00024939.p1, TCONS_00025015.p1, TCONS_00000813.p1, TCONS_00000815.p1, TCONS_00000830.p1, TCONS_00000811.p1, TCONS_00000808.p1, TCONS_00000827.p1, TCONS_00000816.p1, TCONS_00000807.p1, TCONS_00000822.p1, TCONS_00000810.p1, TCONS_00000806.p1, TCONS_00001282.p1
OG0000639	HELIO_03049, HELIO_03048	TCONS_00028238.p1
OG0000639	HELIO_09484	TCONS_00009320.p1
OG0000642	HELIO_06112, HELIO_06155	TCONS_00030948.p1
OG0000643	HELIO_10380	TCONS_00005337.p1
OG0000645	HELIO_03716	TCONS_00009435.p1
OG0000646	HELIO_03107	TCONS_00008685.p1
OG0000647	HELIO_01414	TCONS_00020958.p1
OG0000648	HELIO_05483	TCONS_00009291.p1
OG0000648	HELIO_02387	TCONS_00008067.p1
OG0000649	HELIO_06593	TCONS_00056979.p1
OG0000650	HELIO_09037, HELIO_09036	TCONS_00002876.p1
OG0000651	HELIO_06636	TCONS_00019574.p1
OG0000652	HELIO_05827	TCONS_00049243.p1
OG0000654	HELIO_03848	TCONS_00003642.p1
OG0000657	HELIO_00368	TCONS_00000969.p1
OG0000657	HELIO_07143	TCONS_00019777.p1
OG0000658	HELIO_03521	TCONS_00053518.p1
OG0000660	HELIO_01158	TCONS_00056935.p1
OG0000660	HELIO_12701	TCONS_00001169.p1
OG0000662	HELIO_05920	TCONS_00025890.p1
OG0000663	HELIO_00575	TCONS_00046671.p1
OG0000663	HELIO_07980	TCONS_00053215.p1
OG0000664	HELIO_01686	TCONS_00049409.p1
OG0000664	HELIO_03266	TCONS_00003405.p1, TCONS_00004385.p1
OG0000665	HELIO_07542	TCONS_00029643.p3
OG0000667	HELIO_04498, HELIO_09789, HELIO_07844	TCONS_00028375.p1, TCONS_00029479.p1, TCONS_00029274.p1, TCONS_00029273.p1, TCONS_00029268.p1, TCONS_00029272.p1
OG0000667	HELIO_00177	TCONS_00028230.p1
OG0000670	HELIO_05028	TCONS_00022803.p1, TCONS_00022414.p1
OG0000671	HELIO_10697	TCONS_00003740.p1
OG0000672	HELIO_01185	TCONS_00021249.p1, TCONS_00022408.p1
OG0000672	HELIO_02468	TCONS_00009740.p1
OG0000674	HELIO_04125	TCONS_00028994.p1
OG0000674	HELIO_00323	TCONS_00024122.p1
OG0000676	HELIO_11959	TCONS_00018626.p1
OG0000676	HELIO_04321	TCONS_00022372.p1
OG0000678	HELIO_03849, HELIO_07287	TCONS_00014311.p1
OG0000680	HELIO_05397	TCONS_00045613.p1
OG0000680	HELIO_06924, HELIO_00172, HELIO_00682	TCONS_00046773.p1, TCONS_00045611.p1, TCONS_00044700.p1
OG0000681	HELIO_09932	TCONS_00042950.p1
OG0000681	HELIO_01469, HELIO_03320	TCONS_00023435.p1
OG0000682	HELIO_03672	TCONS_00026219.p1
OG0000683	HELIO_12315	TCONS_00022902.p1
OG0000683	HELIO_10017	TCONS_00052646.p1
OG0000684	HELIO_08779	TCONS_00009346.p1
OG0000685	HELIO_04662, HELIO_03080, HELIO_03079	TCONS_00023333.p1, TCONS_00023203.p1
OG0000688	HELIO_05499	TCONS_00050266.p1, TCONS_00026764.p1, TCONS_00000195.p1
OG0000689	HELIO_07540	TCONS_00004551.p1
OG0000690	HELIO_00922	TCONS_00046093.p1
OG0000690	HELIO_02624	TCONS_00001720.p1
OG0000690	HELIO_05919	TCONS_00053238.p1
OG0000691	HELIO_08803	TCONS_00007126.p1
OG0000691	HELIO_03421	TCONS_00017529.p1
OG0000692	HELIO_12014	TCONS_00052734.p1
OG0000692	HELIO_02500	TCONS_00006462.p1, TCONS_00006453.p1, TCONS_00006460.p1
OG0000693	HELIO_07892	TCONS_00015338.p1
OG0000694	HELIO_05625	TCONS_00014772.p1
OG0000696	HELIO_04265	TCONS_00018845.p1
OG0000696	HELIO_06426	TCONS_00011598.p1
OG0000696	HELIO_08090	TCONS_00047236.p1
OG0000698	HELIO_09681	TCONS_00010307.p1, TCONS_00010310.p1, TCONS_00010318.p1, TCONS_00010312.p1, TCONS_00010317.p1
OG0000698	HELIO_12417	TCONS_00010306.p1
OG0000699	HELIO_11713	TCONS_00021274.p1
OG0000700	HELIO_10301	TCONS_00055915.p1, TCONS_00055909.p1
OG0000701	HELIO_11804, HELIO_02160	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1
OG0000702	HELIO_09403	TCONS_00020216.p1
OG0000703	HELIO_02836	TCONS_00030196.p1
OG0000706	HELIO_02299	TCONS_00047273.p1
OG0000706	HELIO_07131	TCONS_00056928.p1
OG0000708	HELIO_04126	TCONS_00052744.p1
OG0000708	HELIO_01919	TCONS_00049295.p1
OG0000709	HELIO_07079	TCONS_00003484.p1
OG0000709	HELIO_05292	TCONS_00011621.p1
OG0000710	HELIO_04299	TCONS_00008170.p1, TCONS_00008171.p1
OG0000711	HELIO_01631	TCONS_00036664.p1, TCONS_00036685.p1
OG0000711	HELIO_03110	TCONS_00036548.p1
OG0000712	HELIO_10286	TCONS_00043112.p1
OG0000713	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508	TCONS_00020883.p1
OG0000714	HELIO_05312, HELIO_05757, HELIO_04106	TCONS_00034320.p1, TCONS_00023021.p1, TCONS_00018942.p1, TCONS_00050458.p1, TCONS_00053387.p1
OG0000715	HELIO_06043	TCONS_00055218.p1
OG0000716	HELIO_06181, HELIO_07464	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1
OG0000717	HELIO_06882	TCONS_00016081.p1
OG0000718	HELIO_08422	TCONS_00035589.p1
OG0000720	HELIO_02774	TCONS_00019702.p1, TCONS_00019718.p1
OG0000720	HELIO_01382	TCONS_00033144.p1
OG0000721	HELIO_03399	TCONS_00006398.p1
OG0000722	HELIO_01504	TCONS_00010249.p1
OG0000722	HELIO_05630	TCONS_00010253.p1
OG0000723	HELIO_03967	TCONS_00019859.p1, TCONS_00019858.p1
OG0000724	HELIO_09105	TCONS_00011523.p1
OG0000725	HELIO_00657	TCONS_00015059.p1
OG0000725	HELIO_12643	TCONS_00025265.p1
OG0000726	HELIO_04091	TCONS_00016601.p1
OG0000731	HELIO_11029	TCONS_00021358.p1
OG0000732	HELIO_08995	TCONS_00022768.p1
OG0000733	HELIO_03055	TCONS_00011607.p1
OG0000733	HELIO_00314	TCONS_00010891.p1
OG0000734	HELIO_05137	TCONS_00015907.p1
OG0000735	HELIO_11007	TCONS_00016800.p1
OG0000736	HELIO_10996, HELIO_10609	TCONS_00034778.p1, TCONS_00042089.p1, TCONS_00042090.p1, TCONS_00020624.p1
OG0000737	HELIO_05852	TCONS_00026738.p1, TCONS_00041553.p1, TCONS_00026739.p1
OG0000741	HELIO_03957	TCONS_00036046.p1, TCONS_00035779.p1, TCONS_00054446.p1, TCONS_00029896.p1
OG0000741	HELIO_10114	TCONS_00049132.p1, TCONS_00043857.p1, TCONS_00040641.p1, TCONS_00019025.p1
OG0000741	HELIO_09307	TCONS_00051595.p1, TCONS_00055896.p1, TCONS_00028882.p1
OG0000742	HELIO_02434	TCONS_00000878.p1
OG0000743	HELIO_11272	TCONS_00013173.p1
OG0000743	HELIO_06669	TCONS_00014370.p1
OG0000744	HELIO_12402, HELIO_04178	TCONS_00008825.p1
OG0000745	HELIO_02255	TCONS_00011567.p1, TCONS_00011565.p1
OG0000745	HELIO_11895	TCONS_00010173.p1
OG0000746	HELIO_05296	TCONS_00014182.p1
OG0000746	HELIO_07396, HELIO_03637	TCONS_00050079.p1
OG0000748	HELIO_03440	TCONS_00032693.p1, TCONS_00032043.p1, TCONS_00038828.p1, TCONS_00032688.p1, TCONS_00044395.p1, TCONS_00032676.p1, TCONS_00032054.p1, TCONS_00032683.p1, TCONS_00032044.p1, TCONS_00044385.p1, TCONS_00038827.p1, TCONS_00032692.p1, TCONS_00038855.p1, TCONS_00038825.p1
OG0000749	HELIO_00765, HELIO_00764	TCONS_00010786.p1
OG0000750	HELIO_00373	TCONS_00056013.p1, TCONS_00056012.p1, TCONS_00056014.p1, TCONS_00056015.p1, TCONS_00029982.p1, TCONS_00030742.p1
OG0000751	HELIO_11590	TCONS_00056206.p1
OG0000752	HELIO_01912	TCONS_00027586.p1
OG0000752	HELIO_05368	TCONS_00000980.p1
OG0000752	HELIO_02501	TCONS_00054248.p1
OG0000753	HELIO_08985, HELIO_08986	TCONS_00033131.p1
OG0000753	HELIO_11488	TCONS_00034978.p1
OG0000755	HELIO_04915	TCONS_00008247.p1
OG0000757	HELIO_03294	TCONS_00006887.p1, TCONS_00006876.p1
OG0000758	HELIO_08482, HELIO_08479	TCONS_00016783.p1
OG0000759	HELIO_08744	TCONS_00002581.p1
OG0000760	HELIO_03123	TCONS_00049569.p1
OG0000761	HELIO_06744, HELIO_05323	TCONS_00014693.p1
OG0000762	HELIO_04358	TCONS_00002922.p1
OG0000763	HELIO_12574	TCONS_00029111.p1
OG0000764	HELIO_05877	TCONS_00015937.p1
OG0000765	HELIO_01379	TCONS_00009967.p1
OG0000766	HELIO_09234, HELIO_02323, HELIO_06179	TCONS_00028822.p1, TCONS_00032747.p1
OG0000768	HELIO_00359	TCONS_00049576.p1
OG0000772	HELIO_08462	TCONS_00030063.p1
OG0000772	HELIO_06060, HELIO_07606, HELIO_02715	TCONS_00008408.p1
OG0000773	HELIO_11711	TCONS_00051393.p1, TCONS_00051394.p1
OG0000773	HELIO_11822	TCONS_00052812.p1
OG0000774	HELIO_08849	TCONS_00052735.p1
OG0000774	HELIO_04009	TCONS_00013141.p1
OG0000774	HELIO_08272	TCONS_00049083.p1
OG0000775	HELIO_06059, HELIO_08032, HELIO_04698	TCONS_00045737.p1
OG0000776	HELIO_04225	TCONS_00046336.p1, TCONS_00030153.p1, TCONS_00030152.p1, TCONS_00009195.p1, TCONS_00030151.p1
OG0000777	HELIO_06142	TCONS_00013796.p1
OG0000778	HELIO_07926	TCONS_00050643.p1
OG0000779	HELIO_11967	TCONS_00015355.p1
OG0000779	HELIO_02465	TCONS_00016604.p1
OG0000780	HELIO_08617	TCONS_00009656.p1
OG0000780	HELIO_08333	TCONS_00052657.p1
OG0000781	HELIO_03059	TCONS_00009454.p1
OG0000782	HELIO_03195	TCONS_00028725.p1
OG0000786	HELIO_02925	TCONS_00006266.p1
OG0000787	HELIO_09002	TCONS_00030413.p1
OG0000788	HELIO_09954	TCONS_00037097.p1
OG0000788	HELIO_02295	TCONS_00028163.p1
OG0000790	HELIO_01517	TCONS_00053592.p1, TCONS_00053507.p1, TCONS_00033663.p1
OG0000792	HELIO_05838	TCONS_00004019.p1
OG0000792	HELIO_03909	TCONS_00006053.p1, TCONS_00006055.p1
OG0000793	HELIO_04742	TCONS_00027936.p1
OG0000794	HELIO_07646	TCONS_00016640.p1
OG0000796	HELIO_06590	TCONS_00021074.p1
OG0000797	HELIO_10217	TCONS_00030801.p1
OG0000798	HELIO_09953	TCONS_00044179.p1
OG0000799	HELIO_12010	TCONS_00026061.p1
OG0000800	HELIO_11766	TCONS_00026387.p1
OG0000801	HELIO_05282	TCONS_00020737.p1
OG0000803	HELIO_01765	TCONS_00025515.p1
OG0000808	HELIO_08725	TCONS_00036245.p1, TCONS_00013662.p1, TCONS_00033199.p1, TCONS_00038931.p1, TCONS_00032962.p1, TCONS_00053512.p1, TCONS_00006975.p1
OG0000809	HELIO_01972	TCONS_00053785.p1
OG0000810	HELIO_02012	TCONS_00052958.p1
OG0000810	HELIO_12250	TCONS_00054964.p1
OG0000812	HELIO_06900, HELIO_08476	TCONS_00004561.p1, TCONS_00033747.p1, TCONS_00002817.p1
OG0000813	HELIO_06105, HELIO_05174	TCONS_00031270.p1
OG0000814	HELIO_12587	TCONS_00033072.p1
