Orthogroup	HELIO_ok	ORYLA
OG0000680	HELIO_05397	ORYLA03909, ORYLA06287, ORYLA15087
OG0000680	HELIO_06924, HELIO_00172, HELIO_00682	ORYLA18896
OG0000681	HELIO_09932	ORYLA00168, ORYLA00958
OG0000681	HELIO_01469, HELIO_03320	ORYLA15125
OG0000682	HELIO_03672	ORYLA04948, ORYLA00891, ORYLA02515
OG0000683	HELIO_12315	ORYLA19477
OG0000683	HELIO_10017	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074
OG0000684	HELIO_08779	ORYLA15561, ORYLA06293, ORYLA04619
OG0000690	HELIO_00922	ORYLA02247, ORYLA10616, ORYLA11941
OG0000690	HELIO_02624	ORYLA07589
OG0000690	HELIO_05919	ORYLA01395
OG0000691	HELIO_08803	ORYLA12446, ORYLA07129, ORYLA15301
OG0000691	HELIO_03421	ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419
OG0000692	HELIO_12014	ORYLA04625
OG0000693	HELIO_09915	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700
OG0000693	HELIO_07892	ORYLA02446
OG0000694	HELIO_05625	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428
OG0000696	HELIO_04265	ORYLA11558
OG0000696	HELIO_08090	ORYLA20017
OG0000698	HELIO_09681	ORYLA19531
OG0000698	HELIO_12417	ORYLA01040, ORYLA11831, ORYLA10489, ORYLA11830
OG0000700	HELIO_10301	ORYLA14865
OG0000701	HELIO_11804, HELIO_02160	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338
OG0000702	HELIO_09403	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416
OG0000703	HELIO_02836	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497
OG0000706	HELIO_02299	ORYLA16017, ORYLA14235
OG0000707	HELIO_04545	ORYLA08505
OG0000708	HELIO_04126	ORYLA08879
OG0000708	HELIO_01919	ORYLA10826, ORYLA20261, ORYLA20260
OG0000709	HELIO_07079	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881
OG0000710	HELIO_04299	ORYLA09559, ORYLA01462, ORYLA01950, ORYLA05993
OG0000711	HELIO_01631	ORYLA14841, ORYLA12753, ORYLA14544
OG0000711	HELIO_03110	ORYLA18961, ORYLA11207
OG0000712	HELIO_10286	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433
OG0000713	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508	ORYLA07467, ORYLA04219, ORYLA08824
OG0000715	HELIO_06043	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499
OG0000716	HELIO_06181, HELIO_07464	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971
OG0000717	HELIO_06882	ORYLA06102
OG0000718	HELIO_08422	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234
OG0000720	HELIO_02774	ORYLA02961, ORYLA19803, ORYLA14893
OG0000721	HELIO_03399	ORYLA03998, ORYLA17258
OG0000722	HELIO_05630	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212
OG0000724	HELIO_09105	ORYLA00225, ORYLA11470, ORYLA10190
OG0000725	HELIO_00657	ORYLA12897
OG0000725	HELIO_12643	ORYLA14785
OG0000726	HELIO_04091	ORYLA08613, ORYLA20148
OG0000731	HELIO_11029	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707
OG0000732	HELIO_08995	ORYLA12890, ORYLA12891
OG0000733	HELIO_03055	ORYLA10736, ORYLA07377, ORYLA11454
OG0000733	HELIO_00314	ORYLA04800, ORYLA10355, ORYLA11839
OG0000734	HELIO_05137	ORYLA02564, ORYLA06887, ORYLA13266
OG0000735	HELIO_11007	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363
OG0000736	HELIO_10996, HELIO_10609	ORYLA05420, ORYLA15781
OG0000737	HELIO_05852	ORYLA05282, ORYLA02387, ORYLA17956
OG0000741	HELIO_03957	ORYLA20041
OG0000743	HELIO_11272	ORYLA00778, ORYLA05798, ORYLA00731
OG0000743	HELIO_06669	ORYLA00777, ORYLA00730, ORYLA16675
OG0000744	HELIO_12402, HELIO_04178	ORYLA06262, ORYLA06263, ORYLA07597, ORYLA09281, ORYLA07131
OG0000746	HELIO_07396, HELIO_03637	ORYLA11534
OG0000748	HELIO_03440	ORYLA17154
OG0000749	HELIO_00765, HELIO_00764	ORYLA07541, ORYLA05251, ORYLA10702
OG0000750	HELIO_00373	ORYLA01307
OG0000751	HELIO_11590	ORYLA01802, ORYLA10300, ORYLA09790
OG0000752	HELIO_01912	ORYLA05301
OG0000752	HELIO_05368	ORYLA04164
OG0000752	HELIO_02501	ORYLA06659, ORYLA00849
OG0000753	HELIO_08985, HELIO_08986	ORYLA12199
OG0000753	HELIO_11488	ORYLA15815, ORYLA03548, ORYLA04553, ORYLA18630
OG0000755	HELIO_04915	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558
OG0000757	HELIO_03294	ORYLA18438
OG0000758	HELIO_08482, HELIO_08479	ORYLA10334, ORYLA11982, ORYLA10388
OG0000759	HELIO_08744	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358
OG0000760	HELIO_03123	ORYLA11056, ORYLA11057, ORYLA15061, ORYLA13778, ORYLA15825
OG0000761	HELIO_06744, HELIO_05323	ORYLA02885, ORYLA00688, ORYLA13190
OG0000762	HELIO_04358	ORYLA13918, ORYLA09624, ORYLA07099
OG0000763	HELIO_12574	ORYLA05751, ORYLA02707, ORYLA06579, ORYLA13087, ORYLA01548, ORYLA05555
OG0000764	HELIO_05877	ORYLA06275
OG0000765	HELIO_01379	ORYLA06881, ORYLA17894, ORYLA19781
OG0000766	HELIO_09234, HELIO_02323, HELIO_06179	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914
OG0000768	HELIO_00359	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814
OG0000772	HELIO_08462	ORYLA01171, ORYLA00334
OG0000774	HELIO_08849	ORYLA06329, ORYLA12975
OG0000774	HELIO_04009	ORYLA11415
OG0000774	HELIO_08272	ORYLA20208
OG0000775	HELIO_06059, HELIO_08032, HELIO_04698	ORYLA17590
OG0000777	HELIO_06142	ORYLA17057
OG0000778	HELIO_07926	ORYLA03327, ORYLA15584
OG0000779	HELIO_02465	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089
OG0000780	HELIO_08617	ORYLA10485
OG0000780	HELIO_08333	ORYLA03240
OG0000781	HELIO_04968, HELIO_03850, HELIO_03059	ORYLA16212, ORYLA10368
OG0000782	HELIO_03195	ORYLA13009, ORYLA18096, ORYLA14883, ORYLA12161
OG0000786	HELIO_02925	ORYLA11530, ORYLA15686, ORYLA14423, ORYLA13987, ORYLA17965, ORYLA02761, ORYLA04402
OG0000787	HELIO_09002	ORYLA02400, ORYLA17997, ORYLA01292, ORYLA05190, ORYLA17517, ORYLA02629
OG0000788	HELIO_09954	ORYLA11231, ORYLA08781
OG0000788	HELIO_02295	ORYLA19625, ORYLA13001
OG0000790	HELIO_01517	ORYLA12997, ORYLA12995
OG0000791	HELIO_07748	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037
OG0000792	HELIO_05838	ORYLA05606
OG0000792	HELIO_03909	ORYLA17605, ORYLA17606, ORYLA02640
OG0000793	HELIO_04742	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617
OG0000794	HELIO_08580	ORYLA17196
OG0000797	HELIO_10217	ORYLA03892, ORYLA20421
OG0000798	HELIO_09953	ORYLA16812, ORYLA19766, ORYLA16855
OG0000799	HELIO_12010	ORYLA05059, ORYLA05058, ORYLA00741, ORYLA04318, ORYLA01142, ORYLA07333, ORYLA17377, ORYLA02682, ORYLA17378
OG0000800	HELIO_11766	ORYLA04833
OG0000801	HELIO_05282	ORYLA12136, ORYLA02996
OG0000802	HELIO_00036	ORYLA13155, ORYLA17098, ORYLA00847, ORYLA16603, ORYLA13093, ORYLA03391, ORYLA03390, ORYLA08678, ORYLA06569, ORYLA13144, ORYLA17423, ORYLA02443
OG0000803	HELIO_01765	ORYLA11169
OG0000809	HELIO_01972	ORYLA12961, ORYLA10307, ORYLA13020, ORYLA17678
OG0000810	HELIO_02012	ORYLA13646
OG0000810	HELIO_12250	ORYLA08587, ORYLA01680
OG0000811	HELIO_10537, HELIO_06569, HELIO_08177, HELIO_04124	ORYLA15042
OG0000813	HELIO_06105, HELIO_05174	ORYLA05187
OG0000814	HELIO_12587	ORYLA12200
OG0000814	HELIO_12586, HELIO_06788	ORYLA05497
OG0000815	HELIO_00716	ORYLA09860, ORYLA09294
OG0000816	HELIO_09415	ORYLA07660, ORYLA04702, ORYLA03384
OG0000816	HELIO_05766	ORYLA04785, ORYLA04786
OG0000817	HELIO_10156	ORYLA14347
OG0000817	HELIO_06308	ORYLA19483
OG0000818	HELIO_09790	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788
OG0000819	HELIO_11548	ORYLA03241
OG0000820	HELIO_08795	ORYLA16120
OG0000821	HELIO_02025	ORYLA13715, ORYLA07527, ORYLA18275, ORYLA05300, ORYLA12985, ORYLA18811, ORYLA10853, ORYLA10796, ORYLA18309, ORYLA02901, ORYLA08293, ORYLA19172, ORYLA07622, ORYLA18427, ORYLA00180, ORYLA03294, ORYLA08469, ORYLA06934, ORYLA11909, ORYLA14439, ORYLA20377, ORYLA03820, ORYLA01486, ORYLA12448, ORYLA06680, ORYLA03119, ORYLA04417, ORYLA11494, ORYLA15504, ORYLA19402, ORYLA10028, ORYLA18235, ORYLA19250, ORYLA08565, ORYLA04007, ORYLA11080, ORYLA11868, ORYLA04634, ORYLA18554
OG0000822	HELIO_08036	ORYLA10851
OG0000822	HELIO_00217	ORYLA14608
OG0000824	HELIO_00999	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258
OG0000825	HELIO_05366	ORYLA01475, ORYLA09556, ORYLA18879
OG0000825	HELIO_00080, HELIO_08583	ORYLA15482, ORYLA14599, ORYLA19869
OG0000827	HELIO_06494	ORYLA14107, ORYLA17385
OG0000828	HELIO_02812	ORYLA12597, ORYLA17485, ORYLA17486
OG0000828	HELIO_08756	ORYLA02288
OG0000829	HELIO_06164	ORYLA05040, ORYLA00690, ORYLA14477, ORYLA17994, ORYLA10790
OG0000831	HELIO_07082	ORYLA06570
OG0000833	HELIO_03677, HELIO_04782	ORYLA12768, ORYLA10222, ORYLA16558, ORYLA07322, ORYLA13638, ORYLA13637
OG0000834	HELIO_06529	ORYLA00202
OG0000835	HELIO_04941	ORYLA12380, ORYLA15340
OG0000836	HELIO_03410	ORYLA14809, ORYLA12408, ORYLA13624
OG0000837	HELIO_06103	ORYLA01945, ORYLA01944, ORYLA04744
OG0000838	HELIO_00849	ORYLA18293, ORYLA11142
OG0000841	HELIO_01420	ORYLA01641, ORYLA15191, ORYLA11622
OG0000842	HELIO_07760	ORYLA10029, ORYLA06219, ORYLA06199, ORYLA19377, ORYLA16490, ORYLA09015, ORYLA06322, ORYLA09014
OG0000844	HELIO_12719	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955
OG0000845	HELIO_12001	ORYLA03586
OG0000847	HELIO_07547	ORYLA16880
OG0000848	HELIO_03626	ORYLA04036, ORYLA00460, ORYLA01410
OG0000848	HELIO_01690	ORYLA12164, ORYLA14887, ORYLA17959, ORYLA02814
OG0000849	HELIO_02567	ORYLA15667, ORYLA13688
OG0000850	HELIO_09938	ORYLA10312, ORYLA12941
OG0000850	HELIO_06017	ORYLA04650, ORYLA04651
OG0000851	HELIO_11326	ORYLA09558, ORYLA08388
OG0000852	HELIO_03095	ORYLA01694, ORYLA05767, ORYLA05768
OG0000852	HELIO_01058	ORYLA15572, ORYLA02133, ORYLA02134
OG0000855	HELIO_00071	ORYLA04372, ORYLA03234
OG0000857	HELIO_09917	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	HELIO_11496	ORYLA10920
OG0000858	HELIO_10581	ORYLA04524
OG0000860	HELIO_06728, HELIO_10827, HELIO_04489	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306
OG0000866	HELIO_06913	ORYLA08411, ORYLA06158, ORYLA08410
OG0000868	HELIO_01384	ORYLA11338, ORYLA10412
OG0000869	HELIO_09192	ORYLA15399
OG0000869	HELIO_12015	ORYLA17511
OG0000871	HELIO_05455, HELIO_10685, HELIO_01060	ORYLA00978
OG0000871	HELIO_09841	ORYLA00890
OG0000872	HELIO_10138	ORYLA20287
OG0000875	HELIO_11887	ORYLA13326, ORYLA07093
OG0000876	HELIO_09814	ORYLA18338
OG0000877	HELIO_03881	ORYLA15563
OG0000878	HELIO_11704	ORYLA06030
OG0000879	HELIO_12212, HELIO_12213	ORYLA15760, ORYLA10296
OG0000880	HELIO_01486	ORYLA13809, ORYLA14403, ORYLA10902, ORYLA16001, ORYLA16002
OG0000881	HELIO_08698	ORYLA01916, ORYLA05888
OG0000881	HELIO_01944	ORYLA04374, ORYLA03100
OG0000882	HELIO_12401	ORYLA08988, ORYLA13972, ORYLA11874
OG0000887	HELIO_02768	ORYLA06407
OG0000888	HELIO_05889	ORYLA05760, ORYLA12980, ORYLA06869
OG0000888	HELIO_01489	ORYLA17907
OG0000889	HELIO_04264, HELIO_00210	ORYLA11414, ORYLA10267
OG0000890	HELIO_03516	ORYLA07665
OG0000893	HELIO_04931, HELIO_07627	ORYLA15538, ORYLA13772, ORYLA13849, ORYLA14564, ORYLA14565, ORYLA14566, ORYLA13848
OG0000894	HELIO_06317	ORYLA07232, ORYLA00467
OG0000894	HELIO_06932	ORYLA07753, ORYLA17007, ORYLA16512
OG0000896	HELIO_12759	ORYLA12742
OG0000896	HELIO_06843	ORYLA18744, ORYLA04344
OG0000897	HELIO_09055	ORYLA14707
OG0000897	HELIO_12050	ORYLA15784
OG0000898	HELIO_04279	ORYLA08993
OG0000899	HELIO_09464	ORYLA03598, ORYLA20446
OG0000904	HELIO_11725, HELIO_04556	ORYLA01297, ORYLA12510
OG0000905	HELIO_07570	ORYLA19283, ORYLA19282
OG0000906	HELIO_00505	ORYLA02426
OG0000907	HELIO_12545	ORYLA13394
OG0000908	HELIO_00145	ORYLA04724, ORYLA18118
OG0000908	HELIO_11059	ORYLA08105
OG0000909	HELIO_00246	ORYLA11368, ORYLA19848, ORYLA10623
OG0000911	HELIO_10858	ORYLA16469, ORYLA08345
OG0000912	HELIO_10841	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420
OG0000912	HELIO_12695, HELIO_12697	ORYLA03978, ORYLA03457
OG0000913	HELIO_06048	ORYLA01511
OG0000915	HELIO_03730	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346
OG0000921	HELIO_03668	ORYLA13652
OG0000925	HELIO_09608	ORYLA19836
OG0000925	HELIO_02417	ORYLA09614
OG0000928	HELIO_10500, HELIO_10501, HELIO_01658	ORYLA07148, ORYLA14647, ORYLA12139
OG0000929	HELIO_11603, HELIO_11221	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000932	HELIO_12492	ORYLA17977
OG0000932	HELIO_07928	ORYLA03357
OG0000934	HELIO_01254	ORYLA09601, ORYLA11859
OG0000934	HELIO_02606	ORYLA16233, ORYLA10870
OG0000935	HELIO_05900	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839
OG0000936	HELIO_12637	ORYLA15832, ORYLA13766
OG0000943	HELIO_02892	ORYLA17852
OG0000944	HELIO_00838, HELIO_00839	ORYLA09043, ORYLA04158, ORYLA01246
OG0000945	HELIO_12211, HELIO_09173	ORYLA12060, ORYLA00813, ORYLA05640
OG0000946	HELIO_00131	ORYLA15133, ORYLA11209
OG0000947	HELIO_05356	ORYLA08406, ORYLA19529, ORYLA08874
OG0000947	HELIO_05079	ORYLA15837, ORYLA09649
OG0000949	HELIO_03725	ORYLA02756, ORYLA01668, ORYLA00973, ORYLA19847, ORYLA10622, ORYLA11369, ORYLA08705
OG0000951	HELIO_12483	ORYLA06116, ORYLA14933
OG0000952	HELIO_10871	ORYLA03901, ORYLA02988
OG0000952	HELIO_06071	ORYLA01232, ORYLA17229, ORYLA02987
OG0000953	HELIO_10829, HELIO_11999, HELIO_00087	ORYLA02556, ORYLA18188, ORYLA05667, ORYLA13885
OG0000954	HELIO_08553	ORYLA20086
OG0000954	HELIO_10186	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	HELIO_03286	ORYLA17644
OG0000955	HELIO_07820	ORYLA19752
OG0000957	HELIO_09500	ORYLA13659, ORYLA18079
OG0000960	HELIO_04120	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	HELIO_01247	ORYLA13485, ORYLA06840, ORYLA06839
OG0000963	HELIO_02112	ORYLA17317, ORYLA13364
OG0000964	HELIO_02016	ORYLA17226
OG0000965	HELIO_02433, HELIO_01613	ORYLA20470
OG0000965	HELIO_02543	ORYLA07478
OG0000966	HELIO_12553	ORYLA19569, ORYLA17821, ORYLA02666
OG0000967	HELIO_05380	ORYLA04076
OG0000967	HELIO_03536, HELIO_01717	ORYLA19755, ORYLA04962
OG0000968	HELIO_03389	ORYLA12327, ORYLA10874, ORYLA14830
OG0000969	HELIO_04198, HELIO_02734	ORYLA05704
OG0000970	HELIO_01898	ORYLA17254, ORYLA02643
OG0000972	HELIO_03437	ORYLA17856
OG0000972	HELIO_10088, HELIO_10089	ORYLA03686, ORYLA18142
OG0000973	HELIO_11192	ORYLA01659
OG0000974	HELIO_11927, HELIO_03653, HELIO_04736	ORYLA03871
OG0000978	HELIO_07153	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000979	HELIO_10893, HELIO_10640, HELIO_04188	ORYLA04958, ORYLA04959
OG0000981	HELIO_10861	ORYLA02383, ORYLA17398
OG0000982	HELIO_07584	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000985	HELIO_01102	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000987	HELIO_01520	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000988	HELIO_06322	ORYLA19585, ORYLA02424, ORYLA02425, ORYLA13645
OG0000992	HELIO_10125	ORYLA16313, ORYLA19691
OG0000992	HELIO_02780	ORYLA01948
OG0000994	HELIO_02373	ORYLA11419
OG0000994	HELIO_07661	ORYLA18398
OG0000995	HELIO_03487, HELIO_06963	ORYLA00280, ORYLA17021, ORYLA08300, ORYLA16326, ORYLA07992
OG0000996	HELIO_08470	ORYLA01364, ORYLA09102, ORYLA20110
OG0000999	HELIO_05906	ORYLA17143, ORYLA07960, ORYLA15047
OG0001000	HELIO_11748	ORYLA09416, ORYLA00982, ORYLA11450
OG0001001	HELIO_03180, HELIO_03179	ORYLA04326, ORYLA07294
OG0001001	HELIO_08058	ORYLA08735, ORYLA09611
OG0001002	HELIO_11589	ORYLA07974, ORYLA08682
OG0001003	HELIO_03157, HELIO_03158	ORYLA17863, ORYLA04404
OG0001005	HELIO_11378	ORYLA13716, ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	HELIO_12602	ORYLA00587
OG0001006	HELIO_03139	ORYLA17469, ORYLA06935
OG0001007	HELIO_09775	ORYLA17844
OG0001009	HELIO_05966	ORYLA10070, ORYLA02205
OG0001016	HELIO_06921	ORYLA08912
OG0001016	HELIO_03156	ORYLA08838
OG0001017	HELIO_05638	ORYLA15745
OG0001017	HELIO_05629	ORYLA06969, ORYLA08875
OG0001018	HELIO_02325	ORYLA04621
OG0001021	HELIO_12585	ORYLA19735
OG0001022	HELIO_07003	ORYLA13121, ORYLA06595, ORYLA08639, ORYLA08638, ORYLA08637, ORYLA09711, ORYLA09710, ORYLA01094, ORYLA01093
OG0001023	HELIO_03660	ORYLA11181, ORYLA12354, ORYLA13986
OG0001024	HELIO_04378	ORYLA18366
OG0001026	HELIO_01202	ORYLA08000, ORYLA00251, ORYLA17169
OG0001027	HELIO_03833, HELIO_00869	ORYLA10175
OG0001028	HELIO_12036	ORYLA13607, ORYLA13608, ORYLA14880, ORYLA12157, ORYLA17489, ORYLA17310
OG0001029	HELIO_12058	ORYLA15182, ORYLA07577
OG0001029	HELIO_00445	ORYLA04296, ORYLA09423, ORYLA11605, ORYLA05963, ORYLA02036
OG0001030	HELIO_02439	ORYLA06855, ORYLA12212
OG0001030	HELIO_10962	ORYLA11995, ORYLA10701, ORYLA05220
OG0001031	HELIO_05592	ORYLA05281
OG0001032	HELIO_01696	ORYLA06882, ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286, ORYLA02881, ORYLA02880, ORYLA18152
OG0001033	HELIO_09215	ORYLA02412, ORYLA17551
OG0001033	HELIO_06818	ORYLA13566, ORYLA13207
OG0001034	HELIO_08529, HELIO_10699	ORYLA16497, ORYLA08333, ORYLA09185
OG0001036	HELIO_01681	ORYLA15963, ORYLA02163, ORYLA05632
OG0001037	HELIO_10784	ORYLA18034, ORYLA02947, ORYLA08956
OG0001039	HELIO_06687	ORYLA17932
OG0001039	HELIO_03051	ORYLA14221
OG0001042	HELIO_08977	ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	HELIO_07188	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001047	HELIO_10070, HELIO_09414	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025
OG0001048	HELIO_00893, HELIO_12024	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	HELIO_09140	ORYLA13294, ORYLA06586
OG0001049	HELIO_12069	ORYLA03790, ORYLA15642
OG0001050	HELIO_07822	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001052	HELIO_07737	ORYLA04967, ORYLA04966, ORYLA02277
OG0001053	HELIO_00232	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475
OG0001053	HELIO_06885	ORYLA20458
OG0001058	HELIO_10312	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823
OG0001059	HELIO_11528	ORYLA07025, ORYLA11863
OG0001060	HELIO_04663	ORYLA11754
OG0001062	HELIO_10831	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001063	HELIO_12546	ORYLA04692
OG0001065	HELIO_04289	ORYLA10407, ORYLA11700
OG0001066	HELIO_06550	ORYLA11478
OG0001067	HELIO_08543	ORYLA09765, ORYLA19474
OG0001068	HELIO_11318	ORYLA08837, ORYLA01885, ORYLA05843
OG0001072	HELIO_02051	ORYLA17591
OG0001072	HELIO_11812	ORYLA18588
OG0001073	HELIO_10163	ORYLA01147, ORYLA12256
OG0001075	HELIO_03042	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	HELIO_10241	ORYLA04025, ORYLA03193, ORYLA12782
OG0001077	HELIO_00459	ORYLA06555
OG0001078	HELIO_05283	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001079	HELIO_01927	ORYLA13958, ORYLA14764, ORYLA20201
OG0001080	HELIO_05367	ORYLA06070
OG0001080	HELIO_07062	ORYLA01954, ORYLA12745
OG0001081	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737	ORYLA12631, ORYLA12630
OG0001082	HELIO_11176	ORYLA16190, ORYLA14374
OG0001084	HELIO_02656	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417
OG0001085	HELIO_07664	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001086	HELIO_00354	ORYLA03507, ORYLA10518, ORYLA10517, ORYLA01082, ORYLA04201
OG0001089	HELIO_12254	ORYLA06013, ORYLA06012
OG0001090	HELIO_04216	ORYLA18206
OG0001092	HELIO_09889	ORYLA00474
OG0001092	HELIO_09890	ORYLA00476
OG0001095	HELIO_00438	ORYLA13938, ORYLA08700, ORYLA02122
OG0001096	HELIO_11485	ORYLA08777, ORYLA09557
OG0001101	HELIO_11659	ORYLA10929
OG0001102	HELIO_10839	ORYLA05217
OG0001103	HELIO_03297	ORYLA08995
OG0001104	HELIO_02923	ORYLA12177
OG0001105	HELIO_08271	ORYLA03632
OG0001106	HELIO_08971	ORYLA20354
OG0001107	HELIO_04866	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544
OG0001108	HELIO_00460	ORYLA14450
OG0001108	HELIO_08728	ORYLA18375
OG0001109	HELIO_04286	ORYLA16661, ORYLA14078
OG0001110	HELIO_10394	ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020
OG0001112	HELIO_11241	ORYLA12894, ORYLA09914, ORYLA08799
OG0001113	HELIO_11363	ORYLA16987
OG0001114	HELIO_01619	ORYLA12632, ORYLA12633, ORYLA14795, ORYLA05778
OG0001115	HELIO_08018, HELIO_01170	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923
OG0001116	HELIO_11648	ORYLA08841
OG0001119	HELIO_04951	ORYLA09259
OG0001120	HELIO_07190, HELIO_11052	ORYLA09736
OG0001121	HELIO_02833, HELIO_04338	ORYLA05153, ORYLA20092
OG0001123	HELIO_05833	ORYLA09262
OG0001123	HELIO_11888	ORYLA17703
OG0001124	HELIO_05892	ORYLA08277
OG0001124	HELIO_11497	ORYLA02278
OG0001126	HELIO_09972	ORYLA14267
OG0001127	HELIO_07919	ORYLA06210, ORYLA08911
OG0001128	HELIO_07418	ORYLA11339, ORYLA10410, ORYLA03669
OG0001129	HELIO_05218	ORYLA15169, ORYLA12442
OG0001129	HELIO_02379	ORYLA05461
OG0001131	HELIO_11533	ORYLA00774, ORYLA11383
OG0001132	HELIO_09410	ORYLA15693
OG0001133	HELIO_10368	ORYLA02500
OG0001134	HELIO_12460	ORYLA16671
OG0001135	HELIO_07754	ORYLA18988, ORYLA08362, ORYLA16838, ORYLA16856
OG0001137	HELIO_03163	ORYLA03035, ORYLA00090, ORYLA03842
OG0001138	HELIO_09443	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997
OG0001139	HELIO_04488	ORYLA14857, ORYLA11008
OG0001140	HELIO_00781	ORYLA05368, ORYLA02157, ORYLA10675
OG0001141	HELIO_08701, HELIO_05429, HELIO_04831	ORYLA02472, ORYLA17498
OG0001142	HELIO_05081	ORYLA07693
OG0001143	HELIO_02868	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	HELIO_08158	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001146	HELIO_04581	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425
OG0001148	HELIO_12317	ORYLA01854, ORYLA05396
OG0001149	HELIO_07596	ORYLA01670, ORYLA13258
OG0001155	HELIO_01105	ORYLA03252
OG0001156	HELIO_05032	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003
OG0001158	HELIO_03567, HELIO_07771	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120
OG0001159	HELIO_09181	ORYLA10160, ORYLA05356
