Orthogroup	HELIO_ok	MOUSE
OG0001209	HELIO_05535	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014
OG0001210	HELIO_01552	MOUSE28107
OG0001210	HELIO_03776	MOUSE52270, MOUSE52268, MOUSE52267
OG0001211	HELIO_12099	MOUSE25177, MOUSE05182
OG0001212	HELIO_05237	MOUSE29623, MOUSE29624, MOUSE29625, MOUSE29622
OG0001213	HELIO_11611	MOUSE46717, MOUSE46716, MOUSE46715
OG0001213	HELIO_01934	MOUSE37458
OG0001214	HELIO_04580	MOUSE02294, MOUSE02293
OG0001215	HELIO_00251	MOUSE08734, MOUSE08735, MOUSE19131, MOUSE19132, MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744
OG0001216	HELIO_01588	MOUSE04150, MOUSE41652
OG0001216	HELIO_04477	MOUSE49613
OG0001217	HELIO_09665	MOUSE55237, MOUSE55236, MOUSE00073, MOUSE00072
OG0001218	HELIO_10349	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468, MOUSE34978, MOUSE34980, MOUSE34979, MOUSE04035, MOUSE04034, MOUSE04033
OG0001219	HELIO_07847	MOUSE03413, MOUSE22192, MOUSE22191, MOUSE03411, MOUSE30324, MOUSE30320, MOUSE30322, MOUSE51467, MOUSE51466, MOUSE51465
OG0001220	HELIO_12730	MOUSE37900, MOUSE37901, MOUSE37902, MOUSE37904, MOUSE37898, MOUSE37899
OG0001221	HELIO_07645	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353
OG0001223	HELIO_08053	MOUSE32020, MOUSE49000, MOUSE49002, MOUSE49001, MOUSE11999, MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621
OG0001224	HELIO_01823	MOUSE43304, MOUSE43303, MOUSE43301, MOUSE43300, MOUSE43298, MOUSE43299
OG0001225	HELIO_09303	MOUSE44566, MOUSE44565, MOUSE44564, MOUSE20743, MOUSE01626
OG0001227	HELIO_03789	MOUSE54626, MOUSE54628, MOUSE54627, MOUSE54629, MOUSE54622, MOUSE54625, MOUSE54623, MOUSE54624
OG0001231	HELIO_02150	MOUSE07311, MOUSE07310, MOUSE18761, MOUSE18760, MOUSE18763, MOUSE18762
OG0001232	HELIO_07324	MOUSE16918
OG0001236	HELIO_09754	MOUSE43548, MOUSE43547
OG0001238	HELIO_06977	MOUSE09449
OG0001239	HELIO_10768	MOUSE39125, MOUSE39126, MOUSE39130, MOUSE39124, MOUSE39127, MOUSE39128, MOUSE39123, MOUSE39129, MOUSE10900, MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898, MOUSE10895, MOUSE39131
OG0001240	HELIO_05508	MOUSE44694, MOUSE44691, MOUSE44692, MOUSE44689, MOUSE30170, MOUSE09640, MOUSE09641, MOUSE09643, MOUSE09642, MOUSE09644
OG0001241	HELIO_03226	MOUSE28271
OG0001241	HELIO_12192	MOUSE13111, MOUSE13112, MOUSE13113, MOUSE54117
OG0001243	HELIO_09478	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012, MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748
OG0001247	HELIO_00879	MOUSE53759, MOUSE39462, MOUSE39463, MOUSE41058, MOUSE53757, MOUSE53755, MOUSE53758, MOUSE53756, MOUSE41059
OG0001248	HELIO_05974	MOUSE22966, MOUSE22967, MOUSE22968, MOUSE35498, MOUSE35495, MOUSE02365, MOUSE02364, MOUSE35496, MOUSE22969
OG0001250	HELIO_01985	MOUSE05083, MOUSE05082, MOUSE05080, MOUSE05081, MOUSE05079, MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693, MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764, MOUSE48692
OG0001251	HELIO_03697	MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316
OG0001252	HELIO_06077	MOUSE48386, MOUSE48387, MOUSE48388, MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393, MOUSE01415, MOUSE01416, MOUSE01414
OG0001253	HELIO_12144	MOUSE14428, MOUSE17305, MOUSE17304, MOUSE14429, MOUSE17299, MOUSE17303, MOUSE17301, MOUSE17300, MOUSE17302
OG0001254	HELIO_05460	MOUSE23171, MOUSE23169, MOUSE23170, MOUSE27590, MOUSE27591, MOUSE27592
OG0001256	HELIO_03181	MOUSE16607, MOUSE16606
OG0001261	HELIO_03943	MOUSE30117, MOUSE30118, MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625
OG0001262	HELIO_07069, HELIO_09573, HELIO_00924	MOUSE25437, MOUSE17627, MOUSE17628, MOUSE17631, MOUSE17629, MOUSE17630
OG0001263	HELIO_01885	MOUSE47783, MOUSE11081, MOUSE11080
OG0001263	HELIO_04331	MOUSE05175, MOUSE05174, MOUSE05173, MOUSE05176, MOUSE05172
OG0001264	HELIO_12570	MOUSE49815, MOUSE28325, MOUSE28323, MOUSE28324, MOUSE28327, MOUSE28322, MOUSE28326, MOUSE49812, MOUSE49814, MOUSE49813, MOUSE32092, MOUSE32093, MOUSE32094
OG0001266	HELIO_01463	MOUSE18605
OG0001266	HELIO_12361	MOUSE18603, MOUSE18604, MOUSE28501
OG0001267	HELIO_05562	MOUSE48061
OG0001267	HELIO_09471	MOUSE38165, MOUSE38164, MOUSE37871, MOUSE20495
OG0001268	HELIO_07801	MOUSE36602, MOUSE36603
OG0001268	HELIO_12028	MOUSE55418, MOUSE53751
OG0001270	HELIO_02110	MOUSE16996
OG0001270	HELIO_02804	MOUSE15064
OG0001271	HELIO_11242	MOUSE35510, MOUSE35509, MOUSE05864, MOUSE05862, MOUSE05863, MOUSE14691
OG0001272	HELIO_01808	MOUSE07100, MOUSE46331, MOUSE32891, MOUSE32892, MOUSE46332, MOUSE04684, MOUSE32617
OG0001273	HELIO_12680	MOUSE44880, MOUSE44879, MOUSE44878, MOUSE44882, MOUSE44881, MOUSE48442, MOUSE48441, MOUSE48440, MOUSE10259, MOUSE10261, MOUSE10257, MOUSE10254, MOUSE10251, MOUSE10258, MOUSE10252, MOUSE10260, MOUSE10253
OG0001274	HELIO_06326	MOUSE31851, MOUSE31850, MOUSE31857, MOUSE31856, MOUSE31852, MOUSE31854, MOUSE31853, MOUSE31858, MOUSE18476, MOUSE25711, MOUSE25713, MOUSE25714, MOUSE25708
OG0001275	HELIO_03038	MOUSE00535
OG0001276	HELIO_11104	MOUSE45279, MOUSE45280, MOUSE45278, MOUSE19359
OG0001278	HELIO_10541, HELIO_03037	MOUSE06444, MOUSE06445, MOUSE06443, MOUSE06442, MOUSE24602
OG0001279	HELIO_12791	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222, MOUSE08243, MOUSE08242, MOUSE24506, MOUSE24507
OG0001282	HELIO_03746	MOUSE04240, MOUSE29444, MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237, MOUSE29443, MOUSE29440, MOUSE29442
OG0001284	HELIO_06649	MOUSE39659
OG0001284	HELIO_03045	MOUSE27610
OG0001286	HELIO_12601	MOUSE47132
OG0001288	HELIO_10795	MOUSE51561, MOUSE10349
OG0001290	HELIO_11508	MOUSE19544, MOUSE27700, MOUSE27699, MOUSE27698, MOUSE49084, MOUSE49085
OG0001291	HELIO_10055	MOUSE12798, MOUSE12799, MOUSE31626, MOUSE31627, MOUSE11027, MOUSE11026, MOUSE11025, MOUSE11024
OG0001292	HELIO_11499	MOUSE53091, MOUSE53085, MOUSE53090, MOUSE53086, MOUSE53089, MOUSE53094, MOUSE53093, MOUSE53092, MOUSE53088, MOUSE53087, MOUSE22996, MOUSE23000, MOUSE22997, MOUSE23001, MOUSE22995, MOUSE22994, MOUSE22998
OG0001293	HELIO_07956	MOUSE37967, MOUSE37970, MOUSE37968, MOUSE37979, MOUSE37969, MOUSE20502, MOUSE20501, MOUSE04801, MOUSE04802
OG0001294	HELIO_08951	MOUSE07556, MOUSE07561, MOUSE07558
OG0001295	HELIO_12648	MOUSE26503
OG0001296	HELIO_12075	MOUSE08152, MOUSE08153, MOUSE20336, MOUSE20335, MOUSE24806, MOUSE24807, MOUSE24802, MOUSE24803, MOUSE24809, MOUSE24801, MOUSE24808, MOUSE24805
OG0001297	HELIO_05910	MOUSE02143, MOUSE02148, MOUSE02147, MOUSE44433, MOUSE02145, MOUSE02146, MOUSE02144, MOUSE23625, MOUSE44432
OG0001300	HELIO_09555	MOUSE52263, MOUSE12894, MOUSE54438, MOUSE54437, MOUSE54436
OG0001302	HELIO_08651	MOUSE32071, MOUSE32070
OG0001304	HELIO_08290	MOUSE11990, MOUSE11992, MOUSE49007, MOUSE49008, MOUSE49004, MOUSE49005, MOUSE32024, MOUSE32027, MOUSE28599, MOUSE28598
OG0001305	HELIO_07982	MOUSE48792, MOUSE48793, MOUSE48791, MOUSE25601, MOUSE31727, MOUSE31724, MOUSE31726
OG0001306	HELIO_11276	MOUSE33396, MOUSE33395, MOUSE33394, MOUSE33397
OG0001306	HELIO_04068, HELIO_02369	MOUSE25604, MOUSE25605
OG0001308	HELIO_12210	MOUSE00882, MOUSE00883, MOUSE00881, MOUSE00884, MOUSE00885, MOUSE03386, MOUSE36680, MOUSE36681, MOUSE36679, MOUSE36678
OG0001309	HELIO_06983	MOUSE08762, MOUSE08760, MOUSE08761
OG0001310	HELIO_02438	MOUSE27515, MOUSE27516
OG0001310	HELIO_09331	MOUSE21997, MOUSE21996
OG0001311	HELIO_02223	MOUSE03635
OG0001311	HELIO_00805	MOUSE11366, MOUSE11365, MOUSE11367
OG0001312	HELIO_11963	MOUSE01280, MOUSE15763, MOUSE19405, MOUSE15764, MOUSE15768, MOUSE15766, MOUSE15775, MOUSE15774, MOUSE15765, MOUSE15770, MOUSE15767, MOUSE15771, MOUSE15773, MOUSE15772, MOUSE15769
OG0001313	HELIO_11988	MOUSE15473
OG0001315	HELIO_00584	MOUSE05987, MOUSE38481
OG0001316	HELIO_08864	MOUSE36507, MOUSE36502, MOUSE36506, MOUSE36503, MOUSE36504, MOUSE38789
OG0001317	HELIO_08857	MOUSE54841, MOUSE35295, MOUSE35296, MOUSE35300, MOUSE35294, MOUSE35302, MOUSE35303, MOUSE35298, MOUSE35299, MOUSE35297
OG0001317	HELIO_08319	MOUSE25537
OG0001318	HELIO_01897	MOUSE42538, MOUSE42537, MOUSE42536
OG0001318	HELIO_00651	MOUSE16122
OG0001319	HELIO_09125	MOUSE53963, MOUSE53962, MOUSE52368, MOUSE52374, MOUSE52373, MOUSE52367
OG0001320	HELIO_07097	MOUSE32119, MOUSE32120
OG0001320	HELIO_01606	MOUSE27454, MOUSE18695
OG0001321	HELIO_11153	MOUSE51700, MOUSE51701, MOUSE17510, MOUSE17509
OG0001322	HELIO_12344	MOUSE46962, MOUSE46958, MOUSE46961, MOUSE46963, MOUSE46960, MOUSE46959
OG0001322	HELIO_07391	MOUSE43313, MOUSE43312, MOUSE43314, MOUSE43315
OG0001324	HELIO_11046	MOUSE15476, MOUSE15481, MOUSE15478, MOUSE15479, MOUSE15477, MOUSE15484, MOUSE15483, MOUSE15480
OG0001325	HELIO_02148	MOUSE31666
OG0001326	HELIO_01722	MOUSE21119, MOUSE21120, MOUSE21838, MOUSE21837, MOUSE21836, MOUSE21270, MOUSE21269
OG0001327	HELIO_06372	MOUSE41523
OG0001327	HELIO_03453	MOUSE02265, MOUSE23421, MOUSE23422
OG0001329	HELIO_12348	MOUSE08547
OG0001330	HELIO_07773	MOUSE46366, MOUSE46367, MOUSE04618, MOUSE37523, MOUSE37526, MOUSE37525, MOUSE46368
OG0001331	HELIO_10456, HELIO_10455	MOUSE36112, MOUSE36111, MOUSE03117
OG0001333	HELIO_07137	MOUSE14060, MOUSE16928
OG0001335	HELIO_09999	MOUSE32303, MOUSE32302
OG0001337	HELIO_12764	MOUSE33642, MOUSE32282, MOUSE32281, MOUSE32283
OG0001337	HELIO_11060	MOUSE05084, MOUSE10508, MOUSE10512, MOUSE10511, MOUSE10509, MOUSE10510, MOUSE33641, MOUSE33640
OG0001339	HELIO_05791	MOUSE21394
OG0001344	HELIO_02566	MOUSE40566, MOUSE53469, MOUSE53472, MOUSE53478, MOUSE53471, MOUSE53809, MOUSE53818, MOUSE53815, MOUSE53476, MOUSE53816, MOUSE53803, MOUSE53811, MOUSE53470, MOUSE53813, MOUSE53812, MOUSE53482, MOUSE53829, MOUSE53824, MOUSE53820, MOUSE53822, MOUSE53823, MOUSE53821, MOUSE53473, MOUSE53826, MOUSE53475, MOUSE53479, MOUSE53805, MOUSE53806, MOUSE53477, MOUSE53480, MOUSE53474
OG0001345	HELIO_00586	MOUSE40648, MOUSE40646, MOUSE40645, MOUSE40650
OG0001348	HELIO_05226	MOUSE47536, MOUSE47535, MOUSE47539, MOUSE47537, MOUSE47534, MOUSE54111, MOUSE54110, MOUSE54109, MOUSE54108
OG0001350	HELIO_03259	MOUSE33383
OG0001351	HELIO_09749	MOUSE53709
OG0001352	HELIO_06067	MOUSE32130
OG0001353	HELIO_03307	MOUSE28164
OG0001353	HELIO_07889	MOUSE28376, MOUSE28374, MOUSE28375
OG0001354	HELIO_01003	MOUSE48871, MOUSE33520, MOUSE33519, MOUSE32659
OG0001355	HELIO_05179	MOUSE09535, MOUSE09533, MOUSE09534, MOUSE09531, MOUSE09532, MOUSE09530, MOUSE35930, MOUSE21465
OG0001356	HELIO_09355	MOUSE40775, MOUSE40776, MOUSE14515, MOUSE53513, MOUSE53514
OG0001357	HELIO_07642	MOUSE18665, MOUSE20275, MOUSE27396, MOUSE27395, MOUSE27398, MOUSE27400, MOUSE27397, MOUSE27399, MOUSE43353, MOUSE43351, MOUSE43352, MOUSE43349, MOUSE43350, MOUSE43348, MOUSE43354, MOUSE43355, MOUSE43347, MOUSE43357, MOUSE43356
OG0001358	HELIO_05651, HELIO_04483	MOUSE00109
OG0001359	HELIO_00338	MOUSE18395, MOUSE18397, MOUSE18396, MOUSE27667, MOUSE27665, MOUSE27666, MOUSE27669, MOUSE27664, MOUSE27663, MOUSE27668, MOUSE27670, MOUSE32532, MOUSE30417
OG0001360	HELIO_12349	MOUSE31601, MOUSE31605, MOUSE31603
OG0001361	HELIO_12234	MOUSE27263, MOUSE27261, MOUSE14327, MOUSE14328, MOUSE14329, MOUSE27262, MOUSE14326, MOUSE14330, MOUSE14331, MOUSE14333, MOUSE14332, MOUSE14325
OG0001362	HELIO_09855	MOUSE03929, MOUSE03930
OG0001363	HELIO_03084	MOUSE23857, MOUSE23858, MOUSE23859
OG0001364	HELIO_04728	MOUSE22897, MOUSE22899, MOUSE22902, MOUSE22900, MOUSE22901
OG0001364	HELIO_01882, HELIO_01884	MOUSE38339, MOUSE38340, MOUSE22895, MOUSE22898, MOUSE22903, MOUSE22894, MOUSE22892, MOUSE22893, MOUSE22896
OG0001365	HELIO_08493, HELIO_12193	MOUSE55380, MOUSE31576, MOUSE31575, MOUSE31578, MOUSE31577, MOUSE31579, MOUSE31580
OG0001367	HELIO_12197	MOUSE28593, MOUSE28595, MOUSE28594, MOUSE18613, MOUSE18611, MOUSE06729, MOUSE06730
OG0001368	HELIO_02045	MOUSE28166, MOUSE07621, MOUSE07620
OG0001369	HELIO_00430	MOUSE52653, MOUSE52654, MOUSE52652, MOUSE52655, MOUSE23428, MOUSE23430, MOUSE23429, MOUSE23431, MOUSE02306
OG0001370	HELIO_08459	MOUSE44772
OG0001370	HELIO_09154	MOUSE22367
OG0001371	HELIO_02393, HELIO_07671	MOUSE06358
OG0001372	HELIO_07415	MOUSE31956
OG0001373	HELIO_06748	MOUSE46190, MOUSE46185, MOUSE46187, MOUSE46188, MOUSE46186, MOUSE03915, MOUSE03913, MOUSE03914, MOUSE03916, MOUSE46189, MOUSE14054, MOUSE14057, MOUSE14055, MOUSE14058
OG0001374	HELIO_10870	MOUSE01132, MOUSE51913, MOUSE51917, MOUSE51918, MOUSE51915, MOUSE51919, MOUSE51916, MOUSE51914, MOUSE51923, MOUSE51912, MOUSE30663, MOUSE30662, MOUSE30664, MOUSE30665, MOUSE01133, MOUSE54003, MOUSE54005, MOUSE54004, MOUSE51921, MOUSE51922, MOUSE51920
OG0001375	HELIO_01574	MOUSE00315, MOUSE34217
OG0001376	HELIO_12299	MOUSE50547, MOUSE50549, MOUSE50548, MOUSE50550, MOUSE43474, MOUSE16176, MOUSE16175, MOUSE16179, MOUSE16177, MOUSE16180, MOUSE16178
OG0001377	HELIO_10836	MOUSE27906, MOUSE21433
OG0001378	HELIO_02964	MOUSE12733, MOUSE46829, MOUSE12734, MOUSE46833, MOUSE36025, MOUSE19414, MOUSE19415, MOUSE46831
OG0001379	HELIO_04200	MOUSE45251, MOUSE52412, MOUSE52413, MOUSE45252, MOUSE45253
OG0001380	HELIO_01850	MOUSE19249, MOUSE45642, MOUSE45644, MOUSE45647, MOUSE45650, MOUSE45651, MOUSE45649, MOUSE45648, MOUSE45641, MOUSE45646, MOUSE45645, MOUSE45638, MOUSE45643, MOUSE45637, MOUSE45640, MOUSE45639, MOUSE45636, MOUSE36336, MOUSE36340, MOUSE36339, MOUSE36337, MOUSE36335, MOUSE36338
OG0001381	HELIO_03557	MOUSE01621, MOUSE01624, MOUSE44555, MOUSE44558, MOUSE20741, MOUSE44559
OG0001382	HELIO_05363	MOUSE44037, MOUSE44039, MOUSE44034, MOUSE44032, MOUSE44033, MOUSE44031
OG0001383	HELIO_10404, HELIO_09985	MOUSE24448
OG0001384	HELIO_01654	MOUSE12866, MOUSE12857, MOUSE12854, MOUSE12859, MOUSE12543
OG0001386	HELIO_05642	MOUSE10954
OG0001387	HELIO_07037	MOUSE22078, MOUSE02479
OG0001389	HELIO_06611	MOUSE54990, MOUSE54991, MOUSE39134, MOUSE39133, MOUSE39132, MOUSE21954, MOUSE21955, MOUSE48763, MOUSE03363, MOUSE03362
OG0001394	HELIO_10885	MOUSE48056, MOUSE48057
OG0001395	HELIO_02673	MOUSE34258, MOUSE34257, MOUSE34259, MOUSE34260, MOUSE34261, MOUSE34262, MOUSE16562, MOUSE55244, MOUSE54770, MOUSE54769, MOUSE54771, MOUSE54768, MOUSE54772, MOUSE55238, MOUSE55240
OG0001397	HELIO_01273	MOUSE09428, MOUSE21175, MOUSE21174, MOUSE21173
OG0001397	HELIO_04122	MOUSE21261
OG0001398	HELIO_00222	MOUSE54251, MOUSE52911, MOUSE52912
OG0001399	HELIO_05014	MOUSE12867
OG0001399	HELIO_08757	MOUSE28523, MOUSE49010, MOUSE49011, MOUSE49012
OG0001400	HELIO_09621	MOUSE05263, MOUSE05262, MOUSE26520, MOUSE26518, MOUSE26517, MOUSE26519, MOUSE39778, MOUSE39779, MOUSE39777, MOUSE39773, MOUSE39774, MOUSE39776, MOUSE39775
OG0001401	HELIO_05514, HELIO_00801	MOUSE53733
OG0001402	HELIO_06192	MOUSE02784, MOUSE02782, MOUSE02785, MOUSE02786, MOUSE02783, MOUSE46565, MOUSE46566, MOUSE46564, MOUSE46562, MOUSE46563, MOUSE04864, MOUSE04865
OG0001403	HELIO_08199, HELIO_07385	MOUSE04710, MOUSE04711, MOUSE35469, MOUSE35470, MOUSE37540, MOUSE37539, MOUSE37541
OG0001404	HELIO_06483	MOUSE34766, MOUSE34765, MOUSE34767
OG0001405	HELIO_01612	MOUSE49710, MOUSE53396
OG0001406	HELIO_05795	MOUSE29567, MOUSE29564, MOUSE29562, MOUSE29566, MOUSE29561, MOUSE29565, MOUSE04058, MOUSE54156, MOUSE54159, MOUSE54160, MOUSE54155, MOUSE54157, MOUSE54158
OG0001408	HELIO_02887	MOUSE25484, MOUSE25485, MOUSE18503, MOUSE18504, MOUSE18502, MOUSE31265, MOUSE31266
OG0001409	HELIO_05260	MOUSE43073, MOUSE43072, MOUSE15819, MOUSE15820
OG0001410	HELIO_07114	MOUSE22570, MOUSE22569, MOUSE22568, MOUSE38530, MOUSE38529
OG0001410	HELIO_01417	MOUSE29320, MOUSE29323, MOUSE29321
OG0001411	HELIO_03361	MOUSE36550, MOUSE36551
OG0001412	HELIO_06209	MOUSE37382, MOUSE37381, MOUSE37384, MOUSE37385, MOUSE37383
OG0001413	HELIO_11436	MOUSE37829, MOUSE37830
OG0001413	HELIO_10258	MOUSE44789, MOUSE44788, MOUSE44787
OG0001414	HELIO_00902	MOUSE18642, MOUSE18643, MOUSE18644
OG0001414	HELIO_00745	MOUSE02910
OG0001415	HELIO_07046	MOUSE15314, MOUSE15315
OG0001416	HELIO_08511	MOUSE34919, MOUSE34918, MOUSE34917, MOUSE34915, MOUSE34916, MOUSE04273, MOUSE04275, MOUSE04277, MOUSE04272, MOUSE04274, MOUSE04276
OG0001417	HELIO_07751	MOUSE05282
OG0001417	HELIO_00311	MOUSE19934
OG0001418	HELIO_09143	MOUSE48894, MOUSE33585, MOUSE33584, MOUSE33582, MOUSE33583, MOUSE48895, MOUSE48523, MOUSE48522, MOUSE10457, MOUSE10451, MOUSE10456, MOUSE10455, MOUSE10454, MOUSE10453, MOUSE10452
OG0001420	HELIO_10002	MOUSE07329, MOUSE53623, MOUSE53625, MOUSE53624, MOUSE52687, MOUSE14541, MOUSE14539, MOUSE14538
OG0001421	HELIO_02587	MOUSE24555, MOUSE20249, MOUSE08160, MOUSE08159, MOUSE24554, MOUSE24560, MOUSE24559, MOUSE24561, MOUSE24562, MOUSE24558, MOUSE24556, MOUSE24557, MOUSE24553
OG0001422	HELIO_00344	MOUSE26467, MOUSE26461, MOUSE26459, MOUSE39837, MOUSE26464, MOUSE26465, MOUSE39840, MOUSE39842, MOUSE39841, MOUSE39847, MOUSE39848, MOUSE39844, MOUSE39845, MOUSE39846, MOUSE39843, MOUSE26462, MOUSE26460
OG0001423	HELIO_03132	MOUSE17540, MOUSE17539, MOUSE25516, MOUSE25512, MOUSE25514, MOUSE25513, MOUSE23811, MOUSE23810, MOUSE23812, MOUSE50436
OG0001424	HELIO_00747	MOUSE20236
OG0001425	HELIO_01653	MOUSE16522, MOUSE51391, MOUSE10602
OG0001428	HELIO_11579	MOUSE34894, MOUSE34896, MOUSE34893, MOUSE19473, MOUSE04265, MOUSE41409, MOUSE41408, MOUSE04268
OG0001430	HELIO_08384	MOUSE18637, MOUSE20248, MOUSE27511, MOUSE42620
OG0001431	HELIO_00600	MOUSE08755, MOUSE08756, MOUSE08757, MOUSE08758, MOUSE05352, MOUSE08759
OG0001432	HELIO_11010, HELIO_11878	MOUSE35694, MOUSE35695
OG0001434	HELIO_10028, HELIO_10029, HELIO_10027	MOUSE32189, MOUSE32188
OG0001436	HELIO_09777	MOUSE32582, MOUSE32580, MOUSE32577, MOUSE32578
OG0001437	HELIO_04743	MOUSE29315, MOUSE29316, MOUSE29317, MOUSE29314
OG0001438	HELIO_08091	MOUSE29514
OG0001440	HELIO_03196	MOUSE25141, MOUSE05281
OG0001441	HELIO_03652	MOUSE34316, MOUSE34318, MOUSE34317, MOUSE29186, MOUSE29288, MOUSE12721, MOUSE12723, MOUSE12722, MOUSE12719, MOUSE12724, MOUSE12720
OG0001445	HELIO_12183	MOUSE28043, MOUSE28044, MOUSE43177, MOUSE43176, MOUSE16757
OG0001446	HELIO_05230	MOUSE04639
OG0001447	HELIO_04829	MOUSE27483, MOUSE43183, MOUSE24581
OG0001449	HELIO_03720	MOUSE35682, MOUSE35683, MOUSE35684, MOUSE35685, MOUSE35681
OG0001449	HELIO_09662	MOUSE22414
OG0001450	HELIO_10816	MOUSE54265, MOUSE33668, MOUSE33666, MOUSE41282
OG0001451	HELIO_05972	MOUSE27129, MOUSE27131, MOUSE27130, MOUSE27132
OG0001452	HELIO_09077, HELIO_09076	MOUSE10305, MOUSE44844, MOUSE30200, MOUSE30198
OG0001453	HELIO_11229, HELIO_03802, HELIO_09980	MOUSE30224, MOUSE30225, MOUSE51626, MOUSE51625
OG0001454	HELIO_04552	MOUSE03612, MOUSE03611, MOUSE29689, MOUSE29692, MOUSE29690
OG0001455	HELIO_05822	MOUSE50422, MOUSE50423, MOUSE10543, MOUSE33421, MOUSE33420, MOUSE10542, MOUSE10541, MOUSE48514, MOUSE50421
OG0001456	HELIO_09922	MOUSE52266, MOUSE52265
OG0001457	HELIO_08835	MOUSE13575
OG0001459	HELIO_08961	MOUSE41970, MOUSE44251, MOUSE44247, MOUSE44248, MOUSE44249, MOUSE41971, MOUSE41967, MOUSE41968, MOUSE41969
OG0001460	HELIO_01716	MOUSE11425
OG0001460	HELIO_12669	MOUSE11426, MOUSE11423, MOUSE11422, MOUSE11424
OG0001461	HELIO_04207	MOUSE39120
OG0001462	HELIO_03160	MOUSE24583, MOUSE24582, MOUSE24584
OG0001463	HELIO_02919, HELIO_06206	MOUSE49422, MOUSE49423, MOUSE49421, MOUSE49420, MOUSE49419, MOUSE49839, MOUSE49840, MOUSE49838
OG0001464	HELIO_00437	MOUSE26209, MOUSE26208, MOUSE26207, MOUSE32593, MOUSE32592, MOUSE14773
OG0001465	HELIO_09508	MOUSE34430, MOUSE34429
OG0001466	HELIO_09852	MOUSE52956, MOUSE52958, MOUSE52960, MOUSE52959, MOUSE52957
OG0001466	HELIO_00231	MOUSE19162
OG0001467	HELIO_11527	MOUSE25310
OG0001467	HELIO_06233	MOUSE45067, MOUSE45066
OG0001468	HELIO_09103	MOUSE22505, MOUSE53195, MOUSE53196, MOUSE02343
OG0001469	HELIO_12462	MOUSE00629
OG0001470	HELIO_04948	MOUSE04730, MOUSE04729, MOUSE04728, MOUSE04727
OG0001472	HELIO_05084	MOUSE35226, MOUSE35228, MOUSE35227
OG0001472	HELIO_09162	MOUSE29107, MOUSE29108
OG0001473	HELIO_01497, HELIO_06355, HELIO_01429	MOUSE14033, MOUSE14034
OG0001474	HELIO_08603	MOUSE27568, MOUSE27567
OG0001474	HELIO_05046	MOUSE46193, MOUSE46194
OG0001475	HELIO_12116, HELIO_06079	MOUSE34814, MOUSE34815, MOUSE34816, MOUSE34818, MOUSE34820, MOUSE34823
OG0001476	HELIO_08408	MOUSE16510, MOUSE16508, MOUSE16509, MOUSE16255, MOUSE16258, MOUSE16256
OG0001478	HELIO_10243	MOUSE27453, MOUSE27451, MOUSE27450, MOUSE27452
OG0001479	HELIO_00677	MOUSE31243, MOUSE31244, MOUSE47409, MOUSE47405, MOUSE25855, MOUSE25856
OG0001480	HELIO_03092	MOUSE22219, MOUSE22220, MOUSE53290, MOUSE53289, MOUSE53288, MOUSE53296, MOUSE53297, MOUSE53293, MOUSE53291, MOUSE53295
OG0001481	HELIO_00125	MOUSE00031
OG0001481	HELIO_06832	MOUSE00030, MOUSE00028, MOUSE00029, MOUSE07371, MOUSE07370, MOUSE07373, MOUSE07368, MOUSE07369, MOUSE07364, MOUSE07363
OG0001483	HELIO_02368	MOUSE05652, MOUSE05654
OG0001484	HELIO_03855	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705
OG0001485	HELIO_08845	MOUSE44648, MOUSE10100, MOUSE10098, MOUSE10097, MOUSE10099
OG0001486	HELIO_11744	MOUSE18259, MOUSE18260, MOUSE18262, MOUSE18256, MOUSE18261, MOUSE18257, MOUSE18263, MOUSE18264, MOUSE41536, MOUSE41537, MOUSE41535, MOUSE47343
OG0001487	HELIO_05287	MOUSE49867, MOUSE49866, MOUSE19692, MOUSE19693, MOUSE19694, MOUSE19691
OG0001488	HELIO_10288	MOUSE45678, MOUSE45677
