Orthogroup	HELIO_ok	SACKO_ok
OG0001404	HELIO_08622	SACKO_18033
OG0001404	HELIO_06483	SACKO_05491
OG0001405	HELIO_01612	SACKO_26862
OG0001405	HELIO_02155	SACKO_07421
OG0001406	HELIO_05795	SACKO_29996
OG0001408	HELIO_02887	SACKO_32306
OG0001409	HELIO_05260	SACKO_32640
OG0001410	HELIO_07114	SACKO_14471
OG0001410	HELIO_01417	SACKO_00287
OG0001411	HELIO_03361	SACKO_04096
OG0001412	HELIO_06209	SACKO_09199, SACKO_13714
OG0001413	HELIO_11436	SACKO_13707
OG0001413	HELIO_10258	SACKO_08606
OG0001414	HELIO_00902	SACKO_04758
OG0001414	HELIO_00745	SACKO_30191
OG0001415	HELIO_07046	SACKO_02741
OG0001417	HELIO_07751	SACKO_28149
OG0001417	HELIO_00311	SACKO_29213, SACKO_19020
OG0001418	HELIO_09143	SACKO_04240
OG0001420	HELIO_10002	SACKO_11942
OG0001421	HELIO_02587	SACKO_11974
OG0001422	HELIO_00344	SACKO_08100
OG0001423	HELIO_03132	SACKO_22783
OG0001424	HELIO_00747	SACKO_10409
OG0001424	HELIO_01935	SACKO_16678
OG0001425	HELIO_01653	SACKO_32937
OG0001426	HELIO_02149	SACKO_29415
OG0001428	HELIO_11579	SACKO_29404
OG0001430	HELIO_08384	SACKO_23248
OG0001431	HELIO_00600	SACKO_19695
OG0001434	HELIO_10029, HELIO_10027	SACKO_08035, SACKO_22760
OG0001436	HELIO_09777	SACKO_20014
OG0001437	HELIO_04743	SACKO_01223
OG0001439	HELIO_02716	SACKO_32633
OG0001440	HELIO_03196	SACKO_26843, SACKO_13032, SACKO_09213
OG0001441	HELIO_03652	SACKO_07486
OG0001442	HELIO_02245	SACKO_19825
OG0001445	HELIO_12183	SACKO_32917
OG0001447	HELIO_04829	SACKO_02819
OG0001448	HELIO_02926	SACKO_03904
OG0001449	HELIO_03720	SACKO_30150
OG0001449	HELIO_09662	SACKO_24439
OG0001451	HELIO_05972	SACKO_05414, SACKO_07824
OG0001452	HELIO_09077, HELIO_09076	SACKO_08603
OG0001453	HELIO_11229, HELIO_03802, HELIO_09980	SACKO_00292, SACKO_12622
OG0001454	HELIO_04552	SACKO_25073
OG0001455	HELIO_05822	SACKO_15116
OG0001457	HELIO_08835	SACKO_30564, SACKO_25543
OG0001459	HELIO_08961	SACKO_12626
OG0001460	HELIO_01716	SACKO_33477
OG0001460	HELIO_12669	SACKO_22427
OG0001462	HELIO_04329	SACKO_17935, SACKO_06073
OG0001462	HELIO_03160	SACKO_04210
OG0001463	HELIO_02919, HELIO_06206	SACKO_31720, SACKO_15166, SACKO_29008, SACKO_29029, SACKO_29002
OG0001464	HELIO_00437	SACKO_16693
OG0001465	HELIO_09508	SACKO_28877, SACKO_13637, SACKO_08994
OG0001466	HELIO_09852	SACKO_25244
OG0001466	HELIO_00231	SACKO_06437
OG0001467	HELIO_11527	SACKO_17605, SACKO_17589, SACKO_14633
OG0001467	HELIO_06233	SACKO_14405
OG0001468	HELIO_09103	SACKO_04663
OG0001469	HELIO_10093	SACKO_18991
OG0001469	HELIO_12462	SACKO_14829
OG0001470	HELIO_04948	SACKO_29094, SACKO_26935
OG0001471	HELIO_02669	SACKO_05249
OG0001472	HELIO_05084	SACKO_32963
OG0001472	HELIO_09162	SACKO_05324
OG0001473	HELIO_01497, HELIO_06355, HELIO_01429	SACKO_16082, SACKO_16044, SACKO_16047
OG0001474	HELIO_08603	SACKO_17239
OG0001474	HELIO_05046	SACKO_22047
OG0001475	HELIO_12116, HELIO_06079	SACKO_18688
OG0001476	HELIO_08408	SACKO_06016
OG0001477	HELIO_11351	SACKO_16077
OG0001478	HELIO_10243	SACKO_22168
OG0001479	HELIO_00677	SACKO_02888
OG0001480	HELIO_03092	SACKO_24426
OG0001481	HELIO_06832	SACKO_31627
OG0001482	HELIO_08972	SACKO_10214
OG0001483	HELIO_02368	SACKO_22123
OG0001484	HELIO_03855	SACKO_06239
OG0001485	HELIO_08845	SACKO_29097, SACKO_18011
OG0001486	HELIO_11744	SACKO_09648
OG0001487	HELIO_05287	SACKO_16382
OG0001488	HELIO_10288	SACKO_02069
OG0001488	HELIO_00238	SACKO_02044
OG0001489	HELIO_12039	SACKO_14714, SACKO_26616
OG0001490	HELIO_10701	SACKO_31213
OG0001491	HELIO_08105, HELIO_08104	SACKO_31672
OG0001492	HELIO_09966	SACKO_03265
OG0001493	HELIO_12365	SACKO_14767
OG0001495	HELIO_09225	SACKO_09788
OG0001496	HELIO_06643, HELIO_07757	SACKO_23322, SACKO_11691
OG0001500	HELIO_03279	SACKO_17784
OG0001501	HELIO_09204	SACKO_17924
OG0001502	HELIO_00925	SACKO_22382
OG0001503	HELIO_00871	SACKO_02436
OG0001503	HELIO_00967	SACKO_18105
OG0001504	HELIO_02828, HELIO_12551	SACKO_07151, SACKO_19671, SACKO_29627, SACKO_29647
OG0001505	HELIO_01480	SACKO_14128
OG0001506	HELIO_05280	SACKO_20284
OG0001508	HELIO_05840	SACKO_27803, SACKO_27807
OG0001510	HELIO_10061	SACKO_33627
OG0001511	HELIO_10472	SACKO_25814
OG0001512	HELIO_06404	SACKO_07336
OG0001514	HELIO_10777	SACKO_25264
OG0001515	HELIO_11317	SACKO_03778
OG0001516	HELIO_05144	SACKO_14946
OG0001517	HELIO_02409	SACKO_25454
OG0001519	HELIO_09436	SACKO_15841
OG0001521	HELIO_00932	SACKO_17000
OG0001522	HELIO_00391	SACKO_04762
OG0001522	HELIO_11736	SACKO_07400
OG0001523	HELIO_04060	SACKO_23353
OG0001524	HELIO_05163	SACKO_26996
OG0001524	HELIO_01459	SACKO_12588, SACKO_34156, SACKO_29641
OG0001526	HELIO_03062	SACKO_27619
OG0001527	HELIO_04544	SACKO_08580
OG0001527	HELIO_10434	SACKO_08171
OG0001528	HELIO_02093	SACKO_09485
OG0001530	HELIO_09208	SACKO_32722
OG0001531	HELIO_03563	SACKO_00106
OG0001531	HELIO_03562	SACKO_00104
OG0001532	HELIO_07182	SACKO_29500, SACKO_29501
OG0001533	HELIO_12019	SACKO_04654, SACKO_27500, SACKO_27489
OG0001536	HELIO_00034	SACKO_19636, SACKO_06074
OG0001538	HELIO_05127	SACKO_28388, SACKO_28412
OG0001545	HELIO_02222	SACKO_27960
OG0001549	HELIO_10410	SACKO_15168
OG0001550	HELIO_04550, HELIO_08048	SACKO_11380
OG0001551	HELIO_02886	SACKO_14902
OG0001552	HELIO_00983	SACKO_08825, SACKO_08817, SACKO_08820, SACKO_08830
OG0001553	HELIO_04975	SACKO_14766
OG0001554	HELIO_02815	SACKO_27914
OG0001555	HELIO_06994	SACKO_18316, SACKO_28913
OG0001556	HELIO_02204	SACKO_31615
OG0001557	HELIO_05083	SACKO_08809
OG0001557	HELIO_06596	SACKO_23724
OG0001558	HELIO_02760	SACKO_25319
OG0001559	HELIO_06123	SACKO_09139
OG0001561	HELIO_08393	SACKO_16712
OG0001562	HELIO_06572	SACKO_29425
OG0001563	HELIO_06290, HELIO_06516	SACKO_05155, SACKO_05151, SACKO_16979, SACKO_05080, SACKO_05112, SACKO_05074, SACKO_05133
OG0001564	HELIO_01962	SACKO_28888
OG0001565	HELIO_12328	SACKO_32638
OG0001566	HELIO_11200, HELIO_02258	SACKO_19775
OG0001567	HELIO_06880	SACKO_01333, SACKO_23984
OG0001568	HELIO_05132	SACKO_33374
OG0001569	HELIO_09196	SACKO_29957, SACKO_29944
OG0001570	HELIO_02540	SACKO_27622, SACKO_27563
OG0001570	HELIO_05222	SACKO_25560
OG0001571	HELIO_11750	SACKO_33079
OG0001572	HELIO_04693	SACKO_31302
OG0001574	HELIO_05607	SACKO_33352
OG0001575	HELIO_03584	SACKO_16061
OG0001575	HELIO_05293	SACKO_16093
OG0001576	HELIO_11858	SACKO_29281
OG0001577	HELIO_03678	SACKO_25678
OG0001578	HELIO_08790, HELIO_08789	SACKO_25675
OG0001580	HELIO_11365	SACKO_00171
OG0001581	HELIO_05221, HELIO_07860	SACKO_07437, SACKO_04849, SACKO_04823, SACKO_23137
OG0001582	HELIO_04387	SACKO_18815
OG0001583	HELIO_12114	SACKO_26995
OG0001584	HELIO_10513, HELIO_05589	SACKO_00066
OG0001588	HELIO_02213, HELIO_09335, HELIO_07886, HELIO_06202, HELIO_00024	SACKO_13848
OG0001589	HELIO_12278	SACKO_25592
OG0001590	HELIO_11606	SACKO_23759
OG0001590	HELIO_02516	SACKO_21309, SACKO_21282, SACKO_03473
OG0001591	HELIO_11360	SACKO_27954
OG0001592	HELIO_11034	SACKO_13049
OG0001593	HELIO_04977	SACKO_13940
OG0001594	HELIO_11160	SACKO_26083, SACKO_31513
OG0001595	HELIO_03439	SACKO_29196, SACKO_27746
OG0001595	HELIO_08224	SACKO_29239, SACKO_29238
OG0001596	HELIO_12698	SACKO_27541
OG0001597	HELIO_04679	SACKO_02083
OG0001597	HELIO_01769	SACKO_32914
OG0001599	HELIO_02009	SACKO_01015
OG0001600	HELIO_00399	SACKO_01633
OG0001602	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749	SACKO_12750
OG0001603	HELIO_02249	SACKO_23077
OG0001604	HELIO_12168	SACKO_08859
OG0001605	HELIO_09701, HELIO_00110	SACKO_00179
OG0001606	HELIO_11612	SACKO_11769
OG0001608	HELIO_09014, HELIO_09013	SACKO_01827, SACKO_24291, SACKO_05318, SACKO_28922, SACKO_05268, SACKO_05333
OG0001609	HELIO_04479	SACKO_20157
OG0001609	HELIO_00769	SACKO_20497
OG0001610	HELIO_06066	SACKO_05583
OG0001611	HELIO_10992	SACKO_32339
OG0001612	HELIO_09022	SACKO_08058
OG0001614	HELIO_09695	SACKO_12210
OG0001614	HELIO_09277	SACKO_22048
OG0001615	HELIO_04146	SACKO_32434
OG0001617	HELIO_06430	SACKO_32773
OG0001620	HELIO_04031	SACKO_08656
OG0001621	HELIO_05621, HELIO_05048	SACKO_33548
OG0001622	HELIO_02684	SACKO_24169
OG0001623	HELIO_12088	SACKO_15065
OG0001624	HELIO_06828	SACKO_23228
OG0001626	HELIO_03887	SACKO_11149, SACKO_33451, SACKO_22391, SACKO_22998, SACKO_29796, SACKO_29660, SACKO_32552, SACKO_14037, SACKO_24977, SACKO_22393, SACKO_11150, SACKO_01821, SACKO_14927, SACKO_28846, SACKO_08837, SACKO_24973, SACKO_32546, SACKO_22989, SACKO_11152, SACKO_08838, SACKO_29104
OG0001627	HELIO_03358	SACKO_16597
OG0001627	HELIO_11162	SACKO_16647
OG0001628	HELIO_11311	SACKO_17702
OG0001628	HELIO_03654	SACKO_33995, SACKO_09129
OG0001630	HELIO_11857	SACKO_16977, SACKO_21573
OG0001632	HELIO_03908	SACKO_01144
OG0001633	HELIO_09239	SACKO_17436
OG0001633	HELIO_08917	SACKO_31542
OG0001634	HELIO_00787	SACKO_04773
OG0001635	HELIO_00639	SACKO_16856, SACKO_33549
OG0001636	HELIO_06373	SACKO_16147
OG0001637	HELIO_00689	SACKO_15132, SACKO_20493
OG0001638	HELIO_10751	SACKO_31247
OG0001639	HELIO_03546	SACKO_26028
OG0001640	HELIO_12233	SACKO_01222
OG0001642	HELIO_00859, HELIO_00858	SACKO_01281
OG0001643	HELIO_03459	SACKO_02624
OG0001644	HELIO_10610	SACKO_17026, SACKO_03857
OG0001651	HELIO_08544	SACKO_21460
OG0001653	HELIO_02536	SACKO_07366
OG0001654	HELIO_00734, HELIO_02525	SACKO_11259, SACKO_11277
OG0001655	HELIO_08331	SACKO_11250
OG0001656	HELIO_09773	SACKO_26228
OG0001657	HELIO_09713	SACKO_20171, SACKO_20167
OG0001659	HELIO_01989	SACKO_30434
OG0001660	HELIO_04664	SACKO_16124
OG0001661	HELIO_12135	SACKO_33933
OG0001661	HELIO_07195	SACKO_07160, SACKO_07168, SACKO_05012
OG0001662	HELIO_07941	SACKO_01828
OG0001662	HELIO_12598	SACKO_27332
OG0001663	HELIO_06205, HELIO_04184	SACKO_23924, SACKO_09786
OG0001664	HELIO_08200	SACKO_27601
OG0001665	HELIO_08876	SACKO_05684
OG0001665	HELIO_01144	SACKO_00376
OG0001666	HELIO_07524, HELIO_03742	SACKO_01113, SACKO_01109, SACKO_19676, SACKO_01380
OG0001667	HELIO_04686, HELIO_06712	SACKO_27275
OG0001668	HELIO_03082	SACKO_10356
OG0001670	HELIO_03065	SACKO_30814
OG0001671	HELIO_08248	SACKO_32767
OG0001671	HELIO_08266	SACKO_16934, SACKO_16917
OG0001672	HELIO_11405	SACKO_00203
OG0001673	HELIO_05452	SACKO_02320
OG0001675	HELIO_05454	SACKO_13788
OG0001676	HELIO_09572	SACKO_27676
OG0001676	HELIO_09106	SACKO_06479
OG0001677	HELIO_10400	SACKO_02202
OG0001678	HELIO_09807	SACKO_16336
OG0001678	HELIO_09288	SACKO_32956
OG0001680	HELIO_00317	SACKO_14900
OG0001681	HELIO_06634, HELIO_12298, HELIO_05401	SACKO_04612
OG0001683	HELIO_10892	SACKO_25195
OG0001684	HELIO_11576	SACKO_17645
OG0001685	HELIO_02127	SACKO_33558
OG0001687	HELIO_06212	SACKO_08415, SACKO_00450, SACKO_08438
OG0001688	HELIO_04799	SACKO_29664
OG0001689	HELIO_04701	SACKO_29533
OG0001690	HELIO_12652	SACKO_16084, SACKO_16073
OG0001691	HELIO_03141	SACKO_07768
OG0001692	HELIO_03302	SACKO_27055
OG0001693	HELIO_01536, HELIO_01082, HELIO_05406, HELIO_00833	SACKO_31283, SACKO_31314
OG0001694	HELIO_05253	SACKO_09759
OG0001696	HELIO_02613	SACKO_26560
OG0001703	HELIO_11018	SACKO_25670
OG0001703	HELIO_02242	SACKO_14068
OG0001704	HELIO_11078	SACKO_06839, SACKO_06782, SACKO_06808
OG0001706	HELIO_03225	SACKO_16140
OG0001707	HELIO_04517	SACKO_27712, SACKO_27719, SACKO_08114
OG0001708	HELIO_01586	SACKO_22651, SACKO_22657
OG0001709	HELIO_12693	SACKO_14450
OG0001710	HELIO_01243	SACKO_07572, SACKO_32793
OG0001711	HELIO_09636	SACKO_00222
OG0001712	HELIO_09358, HELIO_09359	SACKO_25937
OG0001713	HELIO_10733	SACKO_33794, SACKO_29813
OG0001714	HELIO_10062	SACKO_24475
OG0001714	HELIO_01478	SACKO_09358
OG0001718	HELIO_08374	SACKO_22232
OG0001719	HELIO_08265	SACKO_13066
OG0001720	HELIO_01666	SACKO_07137, SACKO_07098
OG0001721	HELIO_04710	SACKO_14258
OG0001723	HELIO_03904	SACKO_00445
OG0001724	HELIO_09512	SACKO_30787
OG0001725	HELIO_04079, HELIO_11065	SACKO_05161, SACKO_05996
OG0001726	HELIO_12477	SACKO_25741
OG0001726	HELIO_10937	SACKO_06582
OG0001727	HELIO_00379	SACKO_05239
OG0001728	HELIO_06859	SACKO_11865
OG0001729	HELIO_07800	SACKO_16753
OG0001730	HELIO_09660	SACKO_21513
OG0001731	HELIO_04109	SACKO_18494
OG0001732	HELIO_08312	SACKO_08518
OG0001733	HELIO_06708, HELIO_05078	SACKO_19883
OG0001734	HELIO_04822	SACKO_02563
OG0001735	HELIO_08576	SACKO_00648
OG0001736	HELIO_04175	SACKO_08177
OG0001738	HELIO_00898	SACKO_08321
OG0001739	HELIO_08138	SACKO_05033
OG0001740	HELIO_06383	SACKO_22519
OG0001741	HELIO_09141	SACKO_06118, SACKO_29804, SACKO_06106
OG0001742	HELIO_03873	SACKO_01581
OG0001744	HELIO_00852	SACKO_11153
OG0001746	HELIO_10565	SACKO_29336
OG0001747	HELIO_09412	SACKO_10019
OG0001749	HELIO_08042	SACKO_14507
OG0001750	HELIO_09724	SACKO_27270
OG0001751	HELIO_11274	SACKO_03749
OG0001752	HELIO_07873	SACKO_02923
OG0001754	HELIO_12416	SACKO_08958
OG0001755	HELIO_08464	SACKO_23371
OG0001755	HELIO_03611	SACKO_22480
OG0001756	HELIO_00970	SACKO_10270
OG0001756	HELIO_03773	SACKO_17493
OG0001757	HELIO_06531	SACKO_02314
OG0001760	HELIO_10686	SACKO_32048
OG0001768	HELIO_00339	SACKO_21321
OG0001769	HELIO_00478	SACKO_20080
OG0001769	HELIO_05705	SACKO_20662
OG0001770	HELIO_10082	SACKO_19586
OG0001772	HELIO_01523	SACKO_12369
OG0001774	HELIO_11501	SACKO_02280
OG0001774	HELIO_04350	SACKO_26050
OG0001775	HELIO_07189	SACKO_29841, SACKO_28398
OG0001776	HELIO_07496	SACKO_24049
OG0001777	HELIO_09390	SACKO_16744
OG0001777	HELIO_04368, HELIO_00426	SACKO_23856
OG0001778	HELIO_09235, HELIO_06485	SACKO_04956
OG0001779	HELIO_05156	SACKO_18712
OG0001780	HELIO_10081	SACKO_02736, SACKO_09942
OG0001781	HELIO_09978	SACKO_15440
OG0001781	HELIO_01738	SACKO_18083
OG0001782	HELIO_11232	SACKO_00654
OG0001782	HELIO_12571	SACKO_00246
OG0001783	HELIO_02058	SACKO_04878
OG0001785	HELIO_10072	SACKO_33880
OG0001786	HELIO_06139	SACKO_08331
OG0001787	HELIO_11607	SACKO_25176
OG0001789	HELIO_10048	SACKO_03274
OG0001789	HELIO_10049	SACKO_03284
OG0001790	HELIO_00309	SACKO_22816, SACKO_09912, SACKO_00484
OG0001792	HELIO_03262	SACKO_31467
OG0001793	HELIO_05244	SACKO_11163
OG0001793	HELIO_10291	SACKO_29982
OG0001794	HELIO_08343, HELIO_00138	SACKO_02618
OG0001796	HELIO_04269	SACKO_24611
OG0001797	HELIO_00752	SACKO_24953
OG0001798	HELIO_12260	SACKO_24715, SACKO_24082
OG0001798	HELIO_02273	SACKO_17775
OG0001799	HELIO_09682	SACKO_30705
OG0001800	HELIO_04276	SACKO_21970
OG0001801	HELIO_02228	SACKO_29351, SACKO_07327
OG0001802	HELIO_06473	SACKO_19791
OG0001803	HELIO_00855	SACKO_18900
OG0001804	HELIO_02895	SACKO_03287
OG0001805	HELIO_06016	SACKO_31950
OG0001806	HELIO_02144	SACKO_21995
OG0001807	HELIO_02837	SACKO_26234
OG0001808	HELIO_02461	SACKO_14879
OG0001809	HELIO_10155	SACKO_20099
OG0001810	HELIO_10709	SACKO_23080
OG0001812	HELIO_02079, HELIO_09113	SACKO_18671, SACKO_22538, SACKO_11693, SACKO_11673
OG0001813	HELIO_03146, HELIO_03147	SACKO_11215
OG0001813	HELIO_07910, HELIO_03145	SACKO_16504
OG0001814	HELIO_03706	SACKO_07916
OG0001815	HELIO_00090	SACKO_13715
OG0001815	HELIO_12005	SACKO_20439
OG0001816	HELIO_05248	SACKO_27609
OG0001818	HELIO_10184	SACKO_02318
OG0001819	HELIO_03116	SACKO_33357, SACKO_04722
OG0001820	HELIO_08557, HELIO_09627	SACKO_30132
OG0001821	HELIO_08607	SACKO_18447, SACKO_28189
OG0001822	HELIO_05027	SACKO_04572
OG0001823	HELIO_12209	SACKO_14266
OG0001824	HELIO_03287	SACKO_11533
OG0001824	HELIO_07619	SACKO_20430
OG0001824	HELIO_09735	SACKO_16267
OG0001825	HELIO_02386	SACKO_25243
OG0001826	HELIO_08793	SACKO_26413
OG0001827	HELIO_08093	SACKO_20145, SACKO_22796
OG0001828	HELIO_08349	SACKO_14933
OG0001829	HELIO_08800	SACKO_14724, SACKO_16251, SACKO_16252
OG0001830	HELIO_10008	SACKO_21536
OG0001831	HELIO_06925	SACKO_24375
OG0001832	HELIO_12779	SACKO_10816
OG0001832	HELIO_12753	SACKO_11786
OG0001834	HELIO_07484	SACKO_01750
OG0001835	HELIO_12136, HELIO_00116, HELIO_11440, HELIO_12172	SACKO_08883, SACKO_30526, SACKO_23344
OG0001844	HELIO_10574	SACKO_26446
OG0001846	HELIO_07000	SACKO_34093
OG0001848	HELIO_08439	SACKO_27223
OG0001848	HELIO_01077	SACKO_27191
OG0001849	HELIO_12087	SACKO_11705, SACKO_00014
OG0001849	HELIO_03244	SACKO_22961
OG0001850	HELIO_06095	SACKO_17478
OG0001851	HELIO_10531	SACKO_19939
OG0001852	HELIO_00847	SACKO_23655, SACKO_00057
OG0001853	HELIO_07750	SACKO_15642
OG0001854	HELIO_02443	SACKO_33307
OG0001856	HELIO_11776	SACKO_26262
OG0001857	HELIO_11313	SACKO_13794
OG0001858	HELIO_10444	SACKO_17888
OG0001859	HELIO_00529	SACKO_31768, SACKO_06022, SACKO_06019
OG0001860	HELIO_02411	SACKO_06288
OG0001861	HELIO_11038	SACKO_33839, SACKO_06841, SACKO_33845
OG0001862	HELIO_03770	SACKO_21316, SACKO_00851
OG0001863	HELIO_05463	SACKO_28231
OG0001863	HELIO_10538	SACKO_00113, SACKO_23555
OG0001864	HELIO_11876	SACKO_34085
OG0001865	HELIO_11843	SACKO_01946
OG0001866	HELIO_08400	SACKO_27773
OG0001867	HELIO_02515	SACKO_13015
OG0001868	HELIO_06158	SACKO_26839
OG0001869	HELIO_04326	SACKO_18426
OG0001870	HELIO_11367	SACKO_14244
OG0001871	HELIO_03804	SACKO_30122
OG0001873	HELIO_07677, HELIO_06086	SACKO_07283
OG0001874	HELIO_01670	SACKO_07809, SACKO_15461, SACKO_15462, SACKO_07808
OG0001875	HELIO_10950	SACKO_05804
OG0001876	HELIO_04432, HELIO_01518	SACKO_24935, SACKO_24943
OG0001877	HELIO_09122	SACKO_33440
OG0001878	HELIO_05924	SACKO_20019
OG0001879	HELIO_06421	SACKO_00481
OG0001881	HELIO_11210	SACKO_12641
OG0001883	HELIO_04758	SACKO_02765
OG0001884	HELIO_09046	SACKO_23339
OG0001886	HELIO_07679	SACKO_09347
OG0001887	HELIO_12128	SACKO_01344
OG0001889	HELIO_09642	SACKO_12699
OG0001890	HELIO_02855	SACKO_13244
OG0001892	HELIO_12711	SACKO_03679
OG0001892	HELIO_06517	SACKO_03690
OG0001893	HELIO_11263	SACKO_22779
OG0001894	HELIO_04194	SACKO_20370, SACKO_07312, SACKO_18720
OG0001895	HELIO_02660	SACKO_15661
OG0001896	HELIO_02398, HELIO_02399	SACKO_23598
OG0001897	HELIO_10470, HELIO_10469	SACKO_29272
OG0001898	HELIO_04077, HELIO_12763	SACKO_32382
OG0001899	HELIO_05952	SACKO_31621
OG0001900	HELIO_03722	SACKO_05209
OG0001901	HELIO_12147, HELIO_04211	SACKO_08266
OG0001913	HELIO_10845	SACKO_20127, SACKO_20120
OG0001914	HELIO_08172	SACKO_00613
OG0001915	HELIO_02308	SACKO_14819
OG0001916	HELIO_08357	SACKO_15239
OG0001917	HELIO_00213	SACKO_07185
OG0001918	HELIO_07821	SACKO_32481
OG0001919	HELIO_06163	SACKO_25940
OG0001920	HELIO_09697	SACKO_19326
OG0001923	HELIO_01788	SACKO_06225
OG0001925	HELIO_10825	SACKO_23146
OG0001926	HELIO_02998	SACKO_32724
OG0001927	HELIO_04718	SACKO_17851
OG0001928	HELIO_00908	SACKO_03226, SACKO_03225
OG0001929	HELIO_05265	SACKO_19304
OG0001930	HELIO_07719	SACKO_23877
OG0001931	HELIO_10060	SACKO_16547, SACKO_16490, SACKO_16549
OG0001932	HELIO_03169	SACKO_17814
OG0001932	HELIO_03170	SACKO_17834
OG0001933	HELIO_09564	SACKO_19015
OG0001934	HELIO_02521	SACKO_19626
OG0001935	HELIO_05458	SACKO_28402
OG0001935	HELIO_02583	SACKO_30912
OG0001936	HELIO_04902	SACKO_21379
OG0001936	HELIO_10872	SACKO_19864
OG0001937	HELIO_04900, HELIO_06992	SACKO_15791, SACKO_15800
OG0001938	HELIO_06716, HELIO_04080, HELIO_02478, HELIO_04081, HELIO_02479	SACKO_21139
OG0001940	HELIO_03882	SACKO_10213, SACKO_21954
OG0001941	HELIO_08395	SACKO_28144
OG0001942	HELIO_07609, HELIO_06576	SACKO_13864
OG0001943	HELIO_10645	SACKO_13918
OG0001944	HELIO_01215, HELIO_01216, HELIO_01217, HELIO_01218	SACKO_00981
OG0001945	HELIO_03288	SACKO_10355, SACKO_01672
OG0001946	HELIO_08201	SACKO_31503
OG0001947	HELIO_03774	SACKO_18526
OG0001948	HELIO_09808	SACKO_03120
OG0001949	HELIO_12106	SACKO_18277
OG0001951	HELIO_04565	SACKO_16941
OG0001952	HELIO_06639	SACKO_09903
OG0001952	HELIO_02821	SACKO_29969, SACKO_31296
OG0001953	HELIO_05793	SACKO_00378
OG0001954	HELIO_04134, HELIO_05926, HELIO_03027, HELIO_01262, HELIO_06220	SACKO_01279
OG0001956	HELIO_08427	SACKO_32159
OG0001957	HELIO_11767	SACKO_07125
OG0001958	HELIO_07906	SACKO_20147
OG0001959	HELIO_08251, HELIO_08252	SACKO_03958
OG0001960	HELIO_12360	SACKO_31082
OG0001961	HELIO_03253	SACKO_27137
OG0001962	HELIO_05917	SACKO_09403
OG0001963	HELIO_02883	SACKO_02456
OG0001964	HELIO_02293	SACKO_00446
OG0001965	HELIO_01378	SACKO_10029
OG0001966	HELIO_12247, HELIO_05868	SACKO_31571, SACKO_06264, SACKO_29900
OG0001967	HELIO_10256	SACKO_00495
OG0001968	HELIO_10670	SACKO_03965
OG0001971	HELIO_09862	SACKO_24553
OG0001972	HELIO_04798	SACKO_11329
OG0001973	HELIO_04854	SACKO_20703, SACKO_20178, SACKO_01432
OG0001973	HELIO_04169	SACKO_10215
OG0001974	HELIO_09499	SACKO_10619
OG0001975	HELIO_08246, HELIO_10907	SACKO_25529
OG0001976	HELIO_06036	SACKO_24696, SACKO_22126, SACKO_22775
OG0001985	HELIO_03642	SACKO_07585
OG0001986	HELIO_07313	SACKO_27015
OG0001987	HELIO_11331, HELIO_11332	SACKO_10459
OG0001988	HELIO_07776	SACKO_19763
OG0001989	HELIO_03695	SACKO_00327
OG0001990	HELIO_00537	SACKO_09287
OG0001990	HELIO_04294	SACKO_26947, SACKO_26968
OG0001991	HELIO_03684	SACKO_07989
OG0001992	HELIO_10036	SACKO_18086
OG0001993	HELIO_10948	SACKO_10321
OG0001994	HELIO_02654, HELIO_02655	SACKO_29537
OG0001995	HELIO_07621, HELIO_04746	SACKO_13835
OG0001995	HELIO_06178	SACKO_13845
OG0001996	HELIO_03603	SACKO_17929
OG0001998	HELIO_01282	SACKO_08539, SACKO_09820
OG0001999	HELIO_09986	SACKO_26237
OG0001999	HELIO_06267	SACKO_18124
OG0002000	HELIO_05949	SACKO_07018
OG0002001	HELIO_11853	SACKO_30594
OG0002001	HELIO_12151	SACKO_13016, SACKO_06842
OG0002002	HELIO_00088	SACKO_04944
OG0002002	HELIO_11800	SACKO_32854
OG0002003	HELIO_03803	SACKO_11654
OG0002005	HELIO_12220	SACKO_12696
OG0002006	HELIO_12425, HELIO_07537	SACKO_32238
OG0002008	HELIO_10242, HELIO_04821	SACKO_01329
OG0002009	HELIO_12665	SACKO_22130
OG0002010	HELIO_12490	SACKO_00952
OG0002011	HELIO_09289	SACKO_00275
OG0002012	HELIO_08085	SACKO_20203, SACKO_20195, SACKO_20200, SACKO_20196, SACKO_20185, SACKO_20175
OG0002013	HELIO_06898	SACKO_30391
OG0002014	HELIO_10467	SACKO_12681
OG0002015	HELIO_05227	SACKO_24489
OG0002016	HELIO_11944	SACKO_34162
OG0002017	HELIO_02990	SACKO_19298
OG0002018	HELIO_08541	SACKO_19905
OG0002019	HELIO_02028, HELIO_02029	SACKO_32926
OG0002020	HELIO_12230	SACKO_06145
OG0002021	HELIO_05311	SACKO_32895
OG0002022	HELIO_04450, HELIO_11525, HELIO_03064	SACKO_06561, SACKO_06558, SACKO_10976
OG0002023	HELIO_02236	SACKO_02415, SACKO_12368
OG0002024	HELIO_08970, HELIO_08969	SACKO_09278
OG0002026	HELIO_08421	SACKO_18232
OG0002026	HELIO_11050	SACKO_28246
OG0002027	HELIO_00634	SACKO_25805
OG0002028	HELIO_04604	SACKO_17046
OG0002029	HELIO_05876	SACKO_09295, SACKO_07415
