Orthogroup	HELIO_ok	OWEFU
OG0000465	HELIO_10139	OFUSG13295.1.p1
OG0000466	HELIO_07058, HELIO_06415	OFUSG09606.1.p1, OFUSG10610.1.p1
OG0000466	HELIO_06388	OFUSG01209.1.p1, OFUSG01209.2.p1, OFUSG16366.1.p1, OFUSG00574.1.p1
OG0000467	HELIO_10923	OFUSG06168.2.p1, OFUSG06168.1.p1
OG0000468	HELIO_03768	OFUSG25389.1.p1, OFUSG25432.1.p1
OG0000469	HELIO_06536	OFUSG06742.2.p1, OFUSG06742.1.p1
OG0000469	HELIO_02957	OFUSG09493.1.p1
OG0000470	HELIO_04201	OFUSG12357.1.p1, OFUSG12357.2.p1
OG0000472	HELIO_02168, HELIO_06783	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1
OG0000475	HELIO_10255	OFUSG04266.1.p1
OG0000476	HELIO_11845	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1
OG0000476	HELIO_05620	OFUSG08298.1.p1
OG0000477	HELIO_12771	OFUSG13714.1.p1, OFUSG13713.1.p1
OG0000478	HELIO_07629	OFUSG07829.1.p1, OFUSG19267.2.p1, OFUSG19267.1.p1
OG0000479	HELIO_08760	OFUSG00302.1.p1, OFUSG00302.2.p1
OG0000479	HELIO_02948	OFUSG22572.2.p1, OFUSG22572.1.p1
OG0000480	HELIO_08414	OFUSG26477.1.p1
OG0000480	HELIO_08413	OFUSG21333.1.p1
OG0000481	HELIO_12216	OFUSG22310.1.p1
OG0000481	HELIO_09259	OFUSG18362.1.p1
OG0000482	HELIO_06214	OFUSG12431.1.p1
OG0000482	HELIO_11214	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1
OG0000484	HELIO_05916	OFUSG26248.2.p1, OFUSG26248.1.p1
OG0000485	HELIO_07054	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1
OG0000487	HELIO_06499	OFUSG18458.1.p1, OFUSG04631.1.p1, OFUSG09257.1.p1
OG0000488	HELIO_02611	OFUSG11335.2.p1, OFUSG11335.1.p1
OG0000489	HELIO_08415, HELIO_01112	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1
OG0000490	HELIO_06690	OFUSG08032.1.p1
OG0000491	HELIO_02841, HELIO_11924	OFUSG02688.1.p1
OG0000494	HELIO_07387	OFUSG21763.2.p1, OFUSG21763.1.p1
OG0000495	HELIO_12758	OFUSG15018.1.p1, OFUSG15017.1.p1, OFUSG24776.1.p1, OFUSG08324.1.p1, OFUSG08325.2.p1, OFUSG08325.1.p1, OFUSG03870.1.p1, OFUSG13493.1.p1, OFUSG00578.1.p1, OFUSG22539.1.p1, OFUSG12393.1.p1, OFUSG25742.1.p1, OFUSG17198.1.p1
OG0000496	HELIO_11493	OFUSG05354.1.p1
OG0000497	HELIO_03655	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1
OG0000498	HELIO_08706	OFUSG05252.1.p1
OG0000499	HELIO_09553	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1
OG0000501	HELIO_01592, HELIO_04898, HELIO_07352	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1
OG0000502	HELIO_11631	OFUSG03962.1.p1
OG0000503	HELIO_03761, HELIO_01577	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1
OG0000503	HELIO_01283	OFUSG23525.1.p1
OG0000504	HELIO_08107	OFUSG16313.2.p1, OFUSG16313.1.p1
OG0000505	HELIO_05319	OFUSG24460.1.p1, OFUSG24460.2.p1
OG0000506	HELIO_11106	OFUSG24714.1.p1
OG0000508	HELIO_04860	OFUSG16639.1.p1
OG0000508	HELIO_10897	OFUSG23446.1.p1
OG0000510	HELIO_05326, HELIO_00614, HELIO_06648	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1
OG0000511	HELIO_04224	OFUSG15867.1.p1
OG0000513	HELIO_01687	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1
OG0000514	HELIO_07204	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1
OG0000516	HELIO_04523	OFUSG22791.1.p1, OFUSG03391.1.p1, OFUSG03391.2.p1, OFUSG02530.1.p1, OFUSG05361.1.p1
OG0000519	HELIO_03762, HELIO_07021, HELIO_05761	OFUSG15431.1.p1, OFUSG15505.1.p1
OG0000519	HELIO_00935	OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1
OG0000520	HELIO_02643, HELIO_02641	OFUSG22252.1.p1
OG0000520	HELIO_10311	OFUSG09373.1.p1
OG0000521	HELIO_11507	OFUSG18161.2.p1, OFUSG18161.1.p1
OG0000521	HELIO_07126	OFUSG25165.1.p1
OG0000522	HELIO_08815, HELIO_12218	OFUSG19025.1.p1, OFUSG19028.1.p1
OG0000522	HELIO_08208	OFUSG18379.1.p1, OFUSG18380.2.p1, OFUSG18380.1.p1, OFUSG18380.4.p1, OFUSG18380.3.p1
OG0000523	HELIO_12547, HELIO_01413	OFUSG09672.1.p1
OG0000524	HELIO_03929	OFUSG10538.1.p1, OFUSG10538.3.p1, OFUSG10538.5.p1, OFUSG10538.4.p1, OFUSG10538.2.p1
OG0000525	HELIO_03718	OFUSG26139.1.p1
OG0000525	HELIO_00389	OFUSG17865.2.p1, OFUSG17865.1.p1
OG0000528	HELIO_11004	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1
OG0000528	HELIO_07368	OFUSG21773.1.p1
OG0000528	HELIO_07025	OFUSG16078.3.p1, OFUSG16078.4.p1, OFUSG16078.1.p1, OFUSG16078.2.p1
OG0000530	HELIO_07741, HELIO_07742	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1
OG0000534	HELIO_09230, HELIO_00845, HELIO_05373	OFUSG16053.1.p1
OG0000534	HELIO_12243	OFUSG10814.1.p1, OFUSG23901.1.p1
OG0000535	HELIO_10664, HELIO_04341	OFUSG08130.1.p1, OFUSG13128.1.p1
OG0000536	HELIO_11356, HELIO_06821, HELIO_07963, HELIO_10995	OFUSG19266.2.p1, OFUSG19266.1.p1
OG0000537	HELIO_02446	OFUSG10963.2.p1, OFUSG10963.1.p1, OFUSG10962.1.p1, OFUSG25896.1.p1, OFUSG25896.2.p1
OG0000537	HELIO_01622	OFUSG25897.1.p1
OG0000538	HELIO_11897, HELIO_11896	OFUSG16205.1.p1
OG0000542	HELIO_02332	OFUSG03514.1.p1
OG0000542	HELIO_03023	OFUSG17386.2.p1, OFUSG17386.1.p1
OG0000544	HELIO_03657	OFUSG26349.2.p1, OFUSG26349.1.p1
OG0000545	HELIO_00292	OFUSG21600.1.p1
OG0000545	HELIO_03093	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1
OG0000547	HELIO_03987, HELIO_10338	OFUSG19406.1.p1
OG0000548	HELIO_10743	OFUSG06566.2.p1, OFUSG06566.1.p1
OG0000549	HELIO_05772	OFUSG14140.1.p1, OFUSG14143.1.p1
OG0000550	HELIO_06574	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1
OG0000551	HELIO_05085	OFUSG04963.2.p1, OFUSG04963.1.p1
OG0000552	HELIO_04288	OFUSG04389.1.p1
OG0000552	HELIO_02628	OFUSG03850.1.p1
OG0000553	HELIO_00441	OFUSG08704.1.p1, OFUSG08704.2.p1
OG0000553	HELIO_00012	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1
OG0000554	HELIO_09952	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1
OG0000555	HELIO_05650	OFUSG19051.1.p1
OG0000562	HELIO_12786	OFUSG05389.1.p1
OG0000564	HELIO_00066	OFUSG11344.1.p1
OG0000564	HELIO_11739	OFUSG12033.1.p1, OFUSG12034.1.p1
OG0000565	HELIO_05432	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1
OG0000566	HELIO_09539	OFUSG22659.1.p1
OG0000567	HELIO_10335	OFUSG09646.1.p1
OG0000567	HELIO_10328	OFUSG13020.1.p1
OG0000569	HELIO_07652, HELIO_07414, HELIO_03504, HELIO_07223, HELIO_04797	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1
OG0000570	HELIO_04526, HELIO_11396	OFUSG06907.1.p1
OG0000570	HELIO_11398, HELIO_11795	OFUSG18154.1.p1, OFUSG18154.2.p1, OFUSG13511.1.p1, OFUSG13512.1.p1, OFUSG10732.1.p1, OFUSG10732.2.p1, OFUSG10733.1.p1, OFUSG26428.1.p1, OFUSG17115.1.p1
OG0000572	HELIO_10251	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1
OG0000573	HELIO_11819	OFUSG23244.1.p1, OFUSG23244.2.p1
OG0000573	HELIO_09237	OFUSG09137.1.p1
OG0000574	HELIO_05765	OFUSG07751.1.p1, OFUSG07751.2.p1
OG0000575	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888	OFUSG09886.2.p1, OFUSG09886.1.p1
OG0000576	HELIO_04420	OFUSG17044.1.p1
OG0000577	HELIO_10810, HELIO_00741, HELIO_01085, HELIO_01868	OFUSG03520.1.p1, OFUSG03522.1.p1, OFUSG03521.1.p1, OFUSG03519.1.p1
OG0000578	HELIO_04018	OFUSG11308.1.p1
OG0000579	HELIO_08075	OFUSG06590.1.p1
OG0000580	HELIO_00767	OFUSG00139.1.p1
OG0000581	HELIO_07650	OFUSG12368.1.p1
OG0000581	HELIO_00377	OFUSG25173.1.p1
OG0000582	HELIO_05267	OFUSG07318.2.p1, OFUSG07318.1.p1
OG0000585	HELIO_01503	OFUSG19304.1.p1
OG0000587	HELIO_08335	OFUSG26859.1.p1, OFUSG26859.2.p1
OG0000587	HELIO_02916	OFUSG11281.1.p1
OG0000588	HELIO_06031	OFUSG23263.1.p1, OFUSG23263.2.p1
OG0000588	HELIO_08850	OFUSG00278.1.p1
OG0000589	HELIO_05352	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1
OG0000590	HELIO_04845	OFUSG24583.1.p1
OG0000590	HELIO_05331	OFUSG20344.1.p1
OG0000591	HELIO_00717	OFUSG18333.1.p1
OG0000591	HELIO_09984	OFUSG14784.1.p1
OG0000592	HELIO_11966	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1
OG0000592	HELIO_10886	OFUSG08220.1.p1, OFUSG08220.2.p1
OG0000593	HELIO_01727	OFUSG11138.1.p1
OG0000594	HELIO_09059	OFUSG06784.1.p1
OG0000596	HELIO_01409	OFUSG19257.1.p1, OFUSG14210.1.p1
OG0000597	HELIO_02513	OFUSG24146.1.p1, OFUSG24148.1.p1
OG0000600	HELIO_06427	OFUSG01055.1.p1
OG0000600	HELIO_09191	OFUSG16956.1.p1
OG0000601	HELIO_00228, HELIO_06365	OFUSG23109.1.p1, OFUSG06003.1.p1
OG0000602	HELIO_08958	OFUSG14405.1.p1
OG0000602	HELIO_03692	OFUSG14404.1.p1
OG0000603	HELIO_08442	OFUSG11716.1.p1, OFUSG11716.2.p1
OG0000604	HELIO_10843, HELIO_10844	OFUSG21656.1.p1, OFUSG21649.1.p1
OG0000607	HELIO_06937	OFUSG00975.1.p1
OG0000608	HELIO_04490	OFUSG01950.1.p1
OG0000609	HELIO_02166	OFUSG21513.1.p1
OG0000609	HELIO_01095	OFUSG16039.1.p1
OG0000610	HELIO_08233	OFUSG20066.1.p1, OFUSG09506.1.p1
OG0000610	HELIO_08205	OFUSG08338.1.p1
OG0000611	HELIO_03068	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1
OG0000611	HELIO_06952	OFUSG22888.1.p1
OG0000612	HELIO_12611	OFUSG06644.1.p1
OG0000612	HELIO_07229, HELIO_04425	OFUSG23094.1.p1
OG0000613	HELIO_12531	OFUSG08463.1.p1
OG0000614	HELIO_08984	OFUSG04886.1.p1
OG0000614	HELIO_11672	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1
OG0000615	HELIO_02362	OFUSG13992.1.p1, OFUSG13992.2.p1
OG0000616	HELIO_12592	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1
OG0000618	HELIO_09707	OFUSG00935.1.p1, OFUSG13446.2.p1, OFUSG13446.1.p1
OG0000619	HELIO_07452, HELIO_07453	OFUSG13853.1.p1, OFUSG13853.2.p1
OG0000621	HELIO_00303, HELIO_09086, HELIO_09806	OFUSG12004.1.p1
OG0000622	HELIO_00047, HELIO_01403	OFUSG10556.1.p1, OFUSG02071.1.p1, OFUSG02070.1.p1, OFUSG15189.1.p1, OFUSG21737.1.p1
OG0000623	HELIO_01153	OFUSG17186.1.p1
OG0000623	HELIO_01575	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1
OG0000624	HELIO_12110, HELIO_04396, HELIO_02075	OFUSG24408.1.p1, OFUSG24408.2.p1
OG0000625	HELIO_10043, HELIO_12510	OFUSG19939.1.p1
OG0000626	HELIO_08657, HELIO_08658	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1
OG0000627	HELIO_01431	OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1
OG0000628	HELIO_07284	OFUSG13391.1.p1
OG0000629	HELIO_03651	OFUSG07455.1.p1
OG0000629	HELIO_10813	OFUSG00777.1.p1
OG0000629	HELIO_09172	OFUSG01023.1.p1
OG0000633	HELIO_05275, HELIO_11901, HELIO_00334	OFUSG04705.1.p1, OFUSG17551.1.p1, OFUSG04706.1.p1, OFUSG04704.1.p1, OFUSG09107.1.p1, OFUSG03169.1.p1, OFUSG11302.1.p1, OFUSG24443.2.p1, OFUSG24443.1.p1, OFUSG08494.1.p1, OFUSG16667.1.p1, OFUSG02766.1.p1, OFUSG14912.1.p1, OFUSG02763.1.p1, OFUSG02764.1.p1, OFUSG16666.2.p1, OFUSG16666.1.p1
OG0000634	HELIO_04856	OFUSG25455.1.p1, OFUSG13962.1.p1
OG0000635	HELIO_12781	OFUSG20393.1.p1, OFUSG20393.3.p1, OFUSG20393.2.p1, OFUSG20394.1.p1
OG0000636	HELIO_06623, HELIO_05388	OFUSG19283.1.p1
OG0000637	HELIO_11151	OFUSG08218.1.p1
OG0000638	HELIO_04881, HELIO_07357, HELIO_07420	OFUSG00868.2.p1, OFUSG00868.1.p1
OG0000639	HELIO_03049, HELIO_03048	OFUSG09740.1.p1
OG0000639	HELIO_09484	OFUSG05397.1.p1
OG0000642	HELIO_06112, HELIO_06155	OFUSG10098.1.p1, OFUSG10098.2.p1
OG0000643	HELIO_10380	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1
OG0000645	HELIO_03716	OFUSG05054.1.p1
OG0000645	HELIO_08748	OFUSG04671.1.p1
OG0000646	HELIO_00539	OFUSG17652.1.p1
OG0000646	HELIO_03107	OFUSG20855.1.p1
OG0000648	HELIO_05483	OFUSG23086.1.p1
OG0000648	HELIO_02387	OFUSG23087.1.p1
OG0000650	HELIO_09037, HELIO_09036	OFUSG04430.1.p1
OG0000651	HELIO_06636	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1
OG0000652	HELIO_05827	OFUSG06175.2.p1, OFUSG06175.1.p1
OG0000654	HELIO_03848	OFUSG04714.1.p1
OG0000657	HELIO_00368	OFUSG00339.1.p1
OG0000657	HELIO_07143	OFUSG04303.1.p1
OG0000657	HELIO_10387	OFUSG00337.1.p1
OG0000658	HELIO_03521	OFUSG21109.1.p1
OG0000660	HELIO_01158	OFUSG16300.1.p1
OG0000660	HELIO_12701	OFUSG00254.1.p1
OG0000662	HELIO_03239, HELIO_05920	OFUSG19351.1.p1
OG0000664	HELIO_01686	OFUSG06083.1.p1
OG0000664	HELIO_03266	OFUSG16644.1.p1
OG0000665	HELIO_07542	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1
OG0000667	HELIO_00177	OFUSG09757.2.p1, OFUSG09757.1.p1
OG0000670	HELIO_05028	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1
OG0000671	HELIO_10697	OFUSG24508.1.p1, OFUSG24509.2.p1, OFUSG24509.1.p1
OG0000672	HELIO_01185	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1
OG0000672	HELIO_02468	OFUSG12085.1.p1
OG0000674	HELIO_04125	OFUSG08473.1.p1
OG0000674	HELIO_00323	OFUSG07969.1.p1
OG0000675	HELIO_05909, HELIO_04780, HELIO_02721, HELIO_12589, HELIO_04711	OFUSG03298.1.p1, OFUSG05752.2.p1, OFUSG05752.4.p1, OFUSG05753.1.p1, OFUSG05752.1.p1, OFUSG05752.3.p1, OFUSG01054.1.p1, OFUSG00991.1.p1
OG0000676	HELIO_11959	OFUSG21048.1.p1
OG0000676	HELIO_04321	OFUSG14430.1.p1
OG0000678	HELIO_03849, HELIO_07287	OFUSG10078.1.p1, OFUSG10078.2.p1
OG0000680	HELIO_05397	OFUSG12758.1.p1
OG0000680	HELIO_06924, HELIO_00172, HELIO_00682	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1
OG0000681	HELIO_09932	OFUSG02151.1.p1
OG0000681	HELIO_01469, HELIO_03320	OFUSG07049.2.p1, OFUSG07049.1.p1
OG0000682	HELIO_03672	OFUSG06498.1.p1
OG0000683	HELIO_12315	OFUSG25839.2.p1, OFUSG25839.1.p1
OG0000683	HELIO_10017	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1
OG0000684	HELIO_08779	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1
OG0000685	HELIO_04662, HELIO_03080, HELIO_03079	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1
OG0000690	HELIO_00922	OFUSG21408.1.p1
OG0000690	HELIO_02624	OFUSG00182.1.p1
OG0000690	HELIO_05919	OFUSG17680.1.p1
OG0000691	HELIO_08803	OFUSG20437.2.p1, OFUSG20437.1.p1
OG0000691	HELIO_03421	OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1
OG0000692	HELIO_12014	OFUSG17216.1.p1
OG0000693	HELIO_09915	OFUSG17230.1.p1, OFUSG17230.2.p1
OG0000693	HELIO_07892	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1
OG0000694	HELIO_05625	OFUSG08082.1.p1
OG0000696	HELIO_04265	OFUSG17219.1.p1
OG0000696	HELIO_06426	OFUSG11698.1.p1
OG0000696	HELIO_08090	OFUSG06947.1.p1
OG0000698	HELIO_09681	OFUSG25096.1.p1
OG0000698	HELIO_12417	OFUSG25097.1.p1
OG0000699	HELIO_11713	OFUSG13838.2.p1, OFUSG13838.1.p1
OG0000702	HELIO_09403	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1
OG0000703	HELIO_02836	OFUSG18539.1.p1
OG0000706	HELIO_02299	OFUSG06700.1.p1
OG0000706	HELIO_07131	OFUSG07052.1.p1
OG0000708	HELIO_04126	OFUSG21283.1.p1
OG0000708	HELIO_01919	OFUSG18936.1.p1
OG0000709	HELIO_07079	OFUSG21845.2.p1, OFUSG21845.1.p1
OG0000709	HELIO_05292	OFUSG06507.1.p1
OG0000710	HELIO_04299	OFUSG04812.1.p1
OG0000711	HELIO_01631	OFUSG00761.1.p1
OG0000711	HELIO_03110	OFUSG00164.1.p1
OG0000712	HELIO_10286	OFUSG02312.2.p1, OFUSG02312.1.p1
OG0000713	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508	OFUSG13986.1.p1
OG0000715	HELIO_06043	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1
OG0000716	HELIO_06181, HELIO_07464	OFUSG00381.1.p1
OG0000717	HELIO_06882	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1
OG0000718	HELIO_08422	OFUSG19609.1.p1, OFUSG19609.2.p1
OG0000720	HELIO_02774	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1
OG0000720	HELIO_01382	OFUSG04001.1.p1
OG0000721	HELIO_03399	OFUSG22702.2.p1, OFUSG22702.1.p1
OG0000722	HELIO_05630	OFUSG11385.1.p1, OFUSG17120.1.p1, OFUSG17120.2.p1
OG0000723	HELIO_03967	OFUSG18482.2.p1, OFUSG18482.1.p1, OFUSG17448.1.p1
OG0000723	HELIO_05103	OFUSG02103.1.p1, OFUSG02270.1.p1, OFUSG02273.1.p1
OG0000724	HELIO_09105	OFUSG12294.1.p1, OFUSG12294.2.p1
OG0000725	HELIO_00657	OFUSG07689.1.p1
OG0000726	HELIO_04091	OFUSG16555.1.p1
OG0000728	HELIO_02920	OFUSG00996.1.p1
OG0000731	HELIO_11029	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1
OG0000732	HELIO_08995	OFUSG24914.1.p1
OG0000733	HELIO_03055	OFUSG22012.1.p1
OG0000733	HELIO_00314	OFUSG11826.1.p1
OG0000734	HELIO_05137	OFUSG08307.1.p1
OG0000735	HELIO_11007	OFUSG16966.1.p1, OFUSG16966.2.p1
OG0000736	HELIO_10996, HELIO_10609	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1
OG0000737	HELIO_05852	OFUSG06204.2.p1, OFUSG06204.1.p1
OG0000743	HELIO_11272	OFUSG10970.2.p1, OFUSG10970.1.p1, OFUSG10542.1.p1
OG0000743	HELIO_06669	OFUSG10972.1.p1
OG0000744	HELIO_12402, HELIO_04178	OFUSG23163.1.p1
OG0000745	HELIO_02255	OFUSG21266.1.p1, OFUSG06279.1.p1
OG0000746	HELIO_07396, HELIO_03637	OFUSG07705.1.p1
OG0000747	HELIO_08407, HELIO_11171, HELIO_00507	OFUSG01556.1.p1, OFUSG01548.1.p1, OFUSG06100.1.p1, OFUSG17491.1.p1, OFUSG16945.2.p1, OFUSG16945.1.p1, OFUSG16946.1.p1, OFUSG00244.1.p1, OFUSG25616.1.p1, OFUSG25615.1.p1, OFUSG25614.1.p1
OG0000748	HELIO_03440	OFUSG23274.1.p1
OG0000749	HELIO_00765, HELIO_00764	OFUSG11790.1.p1
OG0000750	HELIO_00373	OFUSG18554.1.p1, OFUSG18074.1.p1
OG0000751	HELIO_11590	OFUSG16377.1.p1, OFUSG16377.2.p1
OG0000752	HELIO_01912	OFUSG06577.1.p1
OG0000752	HELIO_05368	OFUSG01816.1.p1
OG0000752	HELIO_02501	OFUSG23281.1.p1
OG0000753	HELIO_08985, HELIO_08986	OFUSG03990.1.p1
OG0000753	HELIO_11488	OFUSG09322.2.p1, OFUSG09322.1.p1
OG0000755	HELIO_04915	OFUSG22904.1.p1
OG0000757	HELIO_03294	OFUSG15507.1.p1
OG0000758	HELIO_08482, HELIO_08479	OFUSG26565.1.p1
OG0000759	HELIO_08744	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1
OG0000760	HELIO_03123	OFUSG06964.1.p1
OG0000761	HELIO_06744, HELIO_05323	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1
OG0000763	HELIO_12574	OFUSG08828.1.p1
OG0000765	HELIO_01379	OFUSG21598.1.p1, OFUSG21598.2.p1
OG0000766	HELIO_09234, HELIO_02323, HELIO_06179	OFUSG19864.1.p1
OG0000768	HELIO_00359	OFUSG19400.2.p1, OFUSG19400.1.p1
OG0000772	HELIO_08462	OFUSG02068.1.p1
OG0000772	HELIO_06060, HELIO_07606, HELIO_02715	OFUSG05265.1.p1
OG0000773	HELIO_08088	OFUSG14919.1.p1
OG0000773	HELIO_11822	OFUSG05570.1.p1, OFUSG05571.1.p1, OFUSG19253.1.p1
OG0000774	HELIO_08272	OFUSG18867.1.p1
OG0000775	HELIO_06059, HELIO_08032, HELIO_04698	OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1
OG0000776	HELIO_04225, HELIO_09018	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1
OG0000777	HELIO_06142	OFUSG10317.1.p1, OFUSG10318.1.p1
OG0000778	HELIO_07926	OFUSG11453.1.p1
OG0000779	HELIO_11967	OFUSG07668.1.p1
OG0000779	HELIO_02465	OFUSG25635.2.p1, OFUSG25635.1.p1
OG0000780	HELIO_08617	OFUSG11326.1.p1
OG0000780	HELIO_08643	OFUSG16803.1.p1
OG0000780	HELIO_08333	OFUSG12906.1.p1
OG0000781	HELIO_04968, HELIO_03850, HELIO_03059	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1
OG0000782	HELIO_03195	OFUSG08693.1.p1
OG0000786	HELIO_02925	OFUSG11819.1.p1
OG0000787	HELIO_09002	OFUSG11014.1.p1
OG0000788	HELIO_09954	OFUSG00699.1.p1
OG0000788	HELIO_02295	OFUSG19658.1.p1
OG0000790	HELIO_01517	OFUSG03971.1.p1
OG0000791	HELIO_07748	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1
OG0000792	HELIO_05838	OFUSG04365.1.p1
OG0000792	HELIO_03909	OFUSG22559.1.p1
OG0000793	HELIO_04742	OFUSG09289.1.p1
OG0000794	HELIO_07646	OFUSG08224.1.p1, OFUSG08224.2.p1
OG0000796	HELIO_06590	OFUSG14797.1.p1, OFUSG14797.2.p1, OFUSG14797.3.p1
OG0000797	HELIO_10217	OFUSG10229.1.p1
OG0000798	HELIO_09953	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1
OG0000799	HELIO_12010	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1
OG0000800	HELIO_11766	OFUSG06584.1.p1
OG0000801	HELIO_05282	OFUSG04291.1.p1, OFUSG04291.2.p1
OG0000802	HELIO_00036	OFUSG21207.1.p1
