Orthogroup	HELIO_ok	BRALA
OG0001483	HELIO_02368	BRALA11722
OG0001484	HELIO_03855	BRALA22671
OG0001486	HELIO_11744	BRALA08931
OG0001487	HELIO_05287	BRALA20247
OG0001488	HELIO_10288	BRALA24192
OG0001488	HELIO_00238	BRALA24189
OG0001489	HELIO_12039	BRALA05316
OG0001490	HELIO_10701	BRALA26116
OG0001491	HELIO_08105, HELIO_08104	BRALA10451
OG0001492	HELIO_09966	BRALA14954
OG0001493	HELIO_12365	BRALA03740
OG0001495	HELIO_09225	BRALA09380
OG0001496	HELIO_06643, HELIO_07757	BRALA11939, BRALA23998, BRALA33660, BRALA11958
OG0001500	HELIO_03279	BRALA11705
OG0001501	HELIO_09204	BRALA26158
OG0001502	HELIO_00925	BRALA06307
OG0001503	HELIO_00871	BRALA13476
OG0001503	HELIO_00967	BRALA11114
OG0001504	HELIO_02828, HELIO_12551	BRALA28116, BRALA35187
OG0001506	HELIO_05280	BRALA05725
OG0001507	HELIO_11605	BRALA34079
OG0001508	HELIO_05840	BRALA28941
OG0001509	HELIO_11798	BRALA12089
OG0001510	HELIO_10061	BRALA34652, BRALA01122
OG0001511	HELIO_10472	BRALA35622
OG0001512	HELIO_06404	BRALA04162
OG0001516	HELIO_05144	BRALA05014
OG0001517	HELIO_02409	BRALA15345, BRALA01055, BRALA01054
OG0001518	HELIO_03202	BRALA12776
OG0001519	HELIO_09436	BRALA01688
OG0001520	HELIO_10408	BRALA14767
OG0001521	HELIO_00931	BRALA08916, BRALA27260
OG0001521	HELIO_00932	BRALA22864, BRALA07614, BRALA09139, BRALA09147
OG0001522	HELIO_00391	BRALA29451
OG0001522	HELIO_11736	BRALA01706, BRALA15136
OG0001523	HELIO_04060	BRALA25534
OG0001524	HELIO_05163	BRALA33381
OG0001524	HELIO_01459	BRALA27325
OG0001526	HELIO_03062	BRALA10086
OG0001527	HELIO_04544	BRALA23937
OG0001527	HELIO_10434	BRALA19992
OG0001528	HELIO_02093	BRALA26789
OG0001530	HELIO_09208	BRALA33210
OG0001531	HELIO_03563	BRALA21412
OG0001531	HELIO_03562	BRALA21411
OG0001532	HELIO_07182	BRALA15767
OG0001533	HELIO_12019	BRALA11358, BRALA21080, BRALA17503
OG0001534	HELIO_02863	BRALA06233
OG0001536	HELIO_00034	BRALA06104, BRALA20689, BRALA13363
OG0001538	HELIO_05127	BRALA30154, BRALA10212, BRALA19183
OG0001545	HELIO_02222	BRALA01668
OG0001546	HELIO_10092	BRALA34422
OG0001549	HELIO_10410	BRALA09715
OG0001550	HELIO_04550, HELIO_08048	BRALA22178, BRALA33216
OG0001551	HELIO_02886	BRALA31004
OG0001552	HELIO_00983	BRALA12708
OG0001553	HELIO_04975	BRALA03739
OG0001554	HELIO_02815	BRALA27979
OG0001557	HELIO_05083	BRALA07630
OG0001557	HELIO_06596	BRALA18983
OG0001558	HELIO_02760	BRALA21818
OG0001559	HELIO_06123	BRALA30365
OG0001561	HELIO_08393	BRALA27873, BRALA35814, BRALA27872
OG0001563	HELIO_06290, HELIO_06516	BRALA16659, BRALA25832, BRALA18213, BRALA15065
OG0001564	HELIO_01962	BRALA13673
OG0001565	HELIO_12328	BRALA25777, BRALA28970
OG0001566	HELIO_11200, HELIO_02258	BRALA12270
OG0001569	HELIO_09196	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769
OG0001570	HELIO_02540	BRALA00935
OG0001570	HELIO_05222	BRALA17639
OG0001571	HELIO_00290	BRALA16523
OG0001571	HELIO_11750	BRALA17050
OG0001572	HELIO_04693	BRALA16186
OG0001573	HELIO_02265	BRALA01224
OG0001574	HELIO_05607	BRALA10408
OG0001575	HELIO_05293	BRALA12711
OG0001576	HELIO_11858	BRALA09477
OG0001577	HELIO_03678	BRALA27598
OG0001578	HELIO_08790, HELIO_08789	BRALA11454
OG0001580	HELIO_11365	BRALA20586
OG0001581	HELIO_05221, HELIO_07860	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456
OG0001582	HELIO_04387	BRALA28423
OG0001583	HELIO_12114	BRALA27471
OG0001584	HELIO_10513, HELIO_05589	BRALA28222
OG0001588	HELIO_02213, HELIO_09335, HELIO_07886, HELIO_06202, HELIO_00024	BRALA12555
OG0001589	HELIO_12278	BRALA16725
OG0001590	HELIO_11606	BRALA12314
OG0001590	HELIO_02516	BRALA01640, BRALA01639, BRALA01637
OG0001592	HELIO_10882, HELIO_11034	BRALA04260
OG0001593	HELIO_04977	BRALA07984
OG0001594	HELIO_11160	BRALA08965, BRALA24791
OG0001595	HELIO_03439	BRALA01111, BRALA18729, BRALA01110, BRALA01107, BRALA28529
OG0001596	HELIO_12698	BRALA09232
OG0001597	HELIO_04679	BRALA14157
OG0001599	HELIO_02009	BRALA13133
OG0001600	HELIO_00399	BRALA18552
OG0001604	HELIO_12168	BRALA35748, BRALA35294
OG0001605	HELIO_09701, HELIO_00110	BRALA16476, BRALA16475
OG0001606	HELIO_11612	BRALA04341
OG0001609	HELIO_04479	BRALA06092
OG0001609	HELIO_00769	BRALA12725
OG0001610	HELIO_06066	BRALA09621
OG0001611	HELIO_10992	BRALA15161
OG0001612	HELIO_03470	BRALA19006
OG0001612	HELIO_09022	BRALA19004
OG0001614	HELIO_09695	BRALA18528
OG0001614	HELIO_09277	BRALA10392
OG0001615	HELIO_04146	BRALA01957
OG0001617	HELIO_06430	BRALA17313
OG0001619	HELIO_07067	BRALA16804, BRALA16805
OG0001621	HELIO_05621, HELIO_05048	BRALA34714
OG0001622	HELIO_02684	BRALA16413
OG0001623	HELIO_12088	BRALA28780
OG0001624	HELIO_06828	BRALA14696
OG0001626	HELIO_03887	BRALA07949
OG0001627	HELIO_03358	BRALA29988
OG0001627	HELIO_11162	BRALA29989
OG0001628	HELIO_11311	BRALA19573
OG0001629	HELIO_11337	BRALA32222
OG0001630	HELIO_11857	BRALA29673
OG0001633	HELIO_09239	BRALA12496
OG0001634	HELIO_00787	BRALA31002
OG0001635	HELIO_00639	BRALA35025
OG0001636	HELIO_06373	BRALA12450
OG0001637	HELIO_00689	BRALA23585
OG0001638	HELIO_10751	BRALA28932
OG0001639	HELIO_03546	BRALA01412
OG0001642	HELIO_00859, HELIO_00858	BRALA26951
OG0001644	HELIO_10610	BRALA16637
OG0001649	HELIO_09135	BRALA13827, BRALA33086, BRALA26170, BRALA23393, BRALA14282, BRALA13285, BRALA11922, BRALA11921, BRALA23082, BRALA31584, BRALA19650, BRALA13828, BRALA19661, BRALA28350, BRALA15605, BRALA03239, BRALA09987, BRALA02466, BRALA02908, BRALA07890, BRALA22223, BRALA19167, BRALA19660, BRALA19649, BRALA34195, BRALA23083, BRALA13284, BRALA14285
OG0001651	HELIO_08544	BRALA04011
OG0001652	HELIO_06903	BRALA23461
OG0001653	HELIO_02536	BRALA27722
OG0001654	HELIO_00734, HELIO_02525	BRALA12938, BRALA10205
OG0001655	HELIO_08331	BRALA11878
OG0001656	HELIO_09773	BRALA04651
OG0001657	HELIO_09713	BRALA34847, BRALA35457, BRALA34242
OG0001659	HELIO_01990	BRALA25428
OG0001660	HELIO_04664	BRALA12583
OG0001661	HELIO_12135	BRALA27100
OG0001661	HELIO_07195	BRALA11317
OG0001662	HELIO_07941	BRALA15661, BRALA15660
OG0001662	HELIO_12598	BRALA19317
OG0001663	HELIO_06205, HELIO_04184	BRALA31880
OG0001665	HELIO_08876	BRALA06391
OG0001665	HELIO_01144	BRALA16749
OG0001666	HELIO_07524, HELIO_03742	BRALA00367
OG0001667	HELIO_04686, HELIO_06712	BRALA17019
OG0001668	HELIO_03082	BRALA22974
OG0001671	HELIO_08266	BRALA17315
OG0001672	HELIO_11405	BRALA00365
OG0001673	HELIO_05452	BRALA23470, BRALA33336
OG0001674	HELIO_12593	BRALA04159
OG0001676	HELIO_09572	BRALA04014
OG0001676	HELIO_09106	BRALA08008, BRALA08006
OG0001677	HELIO_10400	BRALA31138
OG0001678	HELIO_09807	BRALA00379
OG0001678	HELIO_09288	BRALA27917
OG0001679	HELIO_08774, HELIO_10789, HELIO_00740	BRALA23834
OG0001680	HELIO_00317	BRALA32159
OG0001683	HELIO_10892	BRALA24816
OG0001684	HELIO_11576	BRALA02822
OG0001687	HELIO_06212	BRALA12237, BRALA12238, BRALA12235
OG0001688	HELIO_04799	BRALA11794
OG0001689	HELIO_03264	BRALA23249
OG0001689	HELIO_04701	BRALA33853
OG0001691	HELIO_03141	BRALA07231
OG0001692	HELIO_03302	BRALA01068
OG0001693	HELIO_01536, HELIO_01082, HELIO_05406, HELIO_00833	BRALA14068
OG0001694	HELIO_05253	BRALA29354, BRALA22728, BRALA22418, BRALA27856, BRALA27857, BRALA01227
OG0001696	HELIO_02613	BRALA02110, BRALA02086
OG0001703	HELIO_11018	BRALA05302, BRALA18278
OG0001704	HELIO_11078	BRALA16940, BRALA16941, BRALA16994
OG0001706	HELIO_03225	BRALA22821
OG0001707	HELIO_04517	BRALA12974, BRALA12971, BRALA12976
OG0001708	HELIO_01586	BRALA15416
OG0001709	HELIO_12693	BRALA11774
OG0001710	HELIO_01243	BRALA10938
OG0001711	HELIO_09636	BRALA31838
OG0001712	HELIO_09358, HELIO_09359	BRALA18081
OG0001713	HELIO_10733	BRALA05685
OG0001714	HELIO_10062	BRALA13029
OG0001714	HELIO_01478	BRALA23437
OG0001715	HELIO_11827	BRALA32730
OG0001716	HELIO_07127	BRALA03458
OG0001718	HELIO_08374	BRALA10903
OG0001719	HELIO_08265	BRALA11616, BRALA11618, BRALA11609, BRALA01835, BRALA11624
OG0001720	HELIO_01666	BRALA27104
OG0001721	HELIO_04710	BRALA19032
OG0001722	HELIO_03016	BRALA17854
OG0001724	HELIO_09512	BRALA32012
OG0001725	HELIO_04079, HELIO_11065	BRALA03656
OG0001726	HELIO_12477	BRALA10761
OG0001726	HELIO_10937	BRALA03770
OG0001727	HELIO_00379	BRALA11932
OG0001728	HELIO_02961	BRALA08403
OG0001729	HELIO_07800	BRALA27871
OG0001732	HELIO_08312	BRALA24214
OG0001733	HELIO_06708, HELIO_05078	BRALA27459, BRALA27461, BRALA27460
OG0001734	HELIO_09373, HELIO_10503, HELIO_04822	BRALA15547, BRALA16158
OG0001735	HELIO_08576	BRALA07452
OG0001736	HELIO_04175	BRALA19982
OG0001738	HELIO_00898	BRALA23388
OG0001739	HELIO_08138	BRALA22905
OG0001740	HELIO_06383	BRALA30978
OG0001742	HELIO_03873	BRALA04679, BRALA04736, BRALA28233, BRALA28231, BRALA28229, BRALA28230, BRALA28232, BRALA06026
OG0001743	HELIO_12557	BRALA27398
OG0001744	HELIO_00852	BRALA00369, BRALA09906, BRALA09907
OG0001747	HELIO_09412	BRALA21850, BRALA18554, BRALA18056, BRALA18055
OG0001749	HELIO_08042	BRALA08133
OG0001750	HELIO_09724	BRALA21004
OG0001752	HELIO_07873	BRALA27069
OG0001754	HELIO_12416	BRALA33871, BRALA34601
OG0001755	HELIO_08464	BRALA30977
OG0001755	HELIO_03611	BRALA10335
OG0001756	HELIO_00970	BRALA33790
OG0001756	HELIO_03773	BRALA03693
OG0001757	HELIO_06531	BRALA25782
OG0001758	HELIO_11236	BRALA20386
OG0001768	HELIO_00339	BRALA14648
OG0001769	HELIO_00478	BRALA06836
OG0001769	HELIO_05705	BRALA22299
OG0001770	HELIO_10082	BRALA33462, BRALA22471
OG0001772	HELIO_01523	BRALA25947, BRALA25946
OG0001774	HELIO_11501	BRALA11491
OG0001774	HELIO_04350	BRALA20453
OG0001775	HELIO_07189	BRALA21646, BRALA34663
OG0001776	HELIO_07496	BRALA09910, BRALA25529, BRALA09923
OG0001777	HELIO_09390	BRALA33083, BRALA22762
OG0001777	HELIO_09391, HELIO_04368, HELIO_00426	BRALA06600
OG0001778	HELIO_09235, HELIO_06485	BRALA16488
OG0001779	HELIO_05156	BRALA01658
OG0001781	HELIO_01738	BRALA02795
OG0001782	HELIO_11232	BRALA16828
OG0001782	HELIO_12571	BRALA35480, BRALA35381
OG0001783	HELIO_02058	BRALA23810, BRALA23809, BRALA23807
OG0001785	HELIO_04363	BRALA02411
OG0001786	HELIO_06139	BRALA29163, BRALA29162, BRALA33624, BRALA33496, BRALA13879
OG0001786	HELIO_11267	BRALA27624
OG0001787	HELIO_11607	BRALA22039
OG0001788	HELIO_03507	BRALA00727, BRALA00722
OG0001789	HELIO_10048, HELIO_10049	BRALA24220
OG0001790	HELIO_10737	BRALA25700
OG0001792	HELIO_03262	BRALA18508
OG0001793	HELIO_05244	BRALA00316
OG0001793	HELIO_10291	BRALA16003
OG0001796	HELIO_04269	BRALA05278, BRALA20213
OG0001798	HELIO_12260	BRALA11427
OG0001798	HELIO_02273	BRALA07883
OG0001800	HELIO_04276	BRALA20533
OG0001802	HELIO_06473	BRALA25295
OG0001803	HELIO_00855	BRALA24910
OG0001804	HELIO_02895	BRALA14986
OG0001805	HELIO_06016	BRALA23846, BRALA23848
OG0001806	HELIO_02144	BRALA17333
OG0001807	HELIO_02837	BRALA16684, BRALA16683, BRALA22880, BRALA07117
OG0001808	HELIO_02461	BRALA28858, BRALA32877
OG0001809	HELIO_10155	BRALA23647
OG0001810	HELIO_10709	BRALA04842
OG0001812	HELIO_02079, HELIO_09113	BRALA03406
OG0001813	HELIO_03146, HELIO_03147, HELIO_07910, HELIO_03145	BRALA01571
OG0001814	HELIO_03706	BRALA04666
OG0001815	HELIO_00090	BRALA10900
OG0001815	HELIO_12005	BRALA20868
OG0001816	HELIO_05248	BRALA05148
OG0001818	HELIO_10184	BRALA12031, BRALA23438
OG0001819	HELIO_03116	BRALA00196
OG0001820	HELIO_08557, HELIO_09627	BRALA23960
OG0001821	HELIO_08607	BRALA10468
OG0001822	HELIO_05027	BRALA03090
OG0001823	HELIO_12209	BRALA04091, BRALA22312
OG0001824	HELIO_03287	BRALA02591
OG0001824	HELIO_09735	BRALA22639, BRALA22640
OG0001825	HELIO_02386	BRALA16641
OG0001826	HELIO_08793	BRALA16175
OG0001827	HELIO_08093	BRALA02872
OG0001828	HELIO_08349	BRALA07406
OG0001829	HELIO_08800	BRALA05641
OG0001830	HELIO_10008	BRALA16627
OG0001831	HELIO_06925	BRALA25354
OG0001832	HELIO_12779	BRALA11061
OG0001832	HELIO_12753	BRALA04342
OG0001834	HELIO_07484	BRALA14532
OG0001835	HELIO_12136, HELIO_00116, HELIO_11440, HELIO_12172	BRALA15076
OG0001846	HELIO_07000	BRALA01789
OG0001848	HELIO_08439	BRALA10654
OG0001848	HELIO_01077	BRALA10653
OG0001849	HELIO_12087	BRALA01071
OG0001849	HELIO_03244	BRALA07421
OG0001851	HELIO_10531	BRALA20584
OG0001852	HELIO_00847	BRALA18937
OG0001854	HELIO_02443	BRALA06560
OG0001856	HELIO_11776	BRALA11158
OG0001857	HELIO_11313	BRALA08335
OG0001858	HELIO_10444	BRALA03719
OG0001859	HELIO_00529	BRALA12427
OG0001861	HELIO_11038	BRALA29583
OG0001863	HELIO_05463	BRALA07880
OG0001863	HELIO_10538	BRALA14579
OG0001864	HELIO_11876	BRALA08212
OG0001865	HELIO_11843	BRALA18719
OG0001866	HELIO_08400	BRALA33651
OG0001867	HELIO_02515	BRALA13098
OG0001868	HELIO_06158	BRALA20581
OG0001869	HELIO_04326	BRALA05557
OG0001870	HELIO_11367	BRALA09761
OG0001871	HELIO_03804	BRALA26798
OG0001872	HELIO_12105	BRALA20547
OG0001873	HELIO_07677, HELIO_06086	BRALA10007, BRALA33548
OG0001874	HELIO_01670	BRALA09243
OG0001875	HELIO_10950	BRALA00199
OG0001876	HELIO_04432, HELIO_01518	BRALA15947
OG0001877	HELIO_09122	BRALA10772, BRALA10771, BRALA10773, BRALA10933
OG0001878	HELIO_05924	BRALA22747
OG0001879	HELIO_06421	BRALA06196
OG0001881	HELIO_11210	BRALA19925
OG0001883	HELIO_04758	BRALA21969
OG0001884	HELIO_09046	BRALA19935
OG0001886	HELIO_07679	BRALA10021
OG0001887	HELIO_12128	BRALA19248
OG0001889	HELIO_09642	BRALA16751
OG0001890	HELIO_02855	BRALA26409
OG0001892	HELIO_12711, HELIO_06517	BRALA18822, BRALA18821
OG0001893	HELIO_11263	BRALA02794
OG0001894	HELIO_04194	BRALA25056
OG0001895	HELIO_02660, HELIO_06563	BRALA19090, BRALA27263, BRALA28261
OG0001896	HELIO_02398, HELIO_02399	BRALA18432
OG0001898	HELIO_04077, HELIO_12763	BRALA30385
OG0001899	HELIO_05952	BRALA30884
OG0001900	HELIO_03722	BRALA22276
OG0001901	HELIO_12147, HELIO_04211	BRALA22456
OG0001902	HELIO_05899	BRALA21815, BRALA32241, BRALA07843, BRALA09330, BRALA26065, BRALA16232, BRALA09304, BRALA32214, BRALA08193, BRALA00134, BRALA02762, BRALA22233, BRALA29612, BRALA09894, BRALA31385, BRALA29601, BRALA27039, BRALA26982, BRALA02106, BRALA01922, BRALA31734, BRALA16839, BRALA24649, BRALA32363, BRALA26832, BRALA27753, BRALA11991, BRALA11985, BRALA33953, BRALA09555, BRALA26665, BRALA06658, BRALA20416, BRALA21770, BRALA23781, BRALA25543, BRALA08820, BRALA33528, BRALA22906, BRALA25865, BRALA14148, BRALA32316, BRALA20865, BRALA02068, BRALA03842, BRALA22641, BRALA10575, BRALA16581
OG0001903	HELIO_08222	BRALA07353
OG0001904	HELIO_07412, HELIO_04206, HELIO_05567	BRALA18377, BRALA25206, BRALA32106, BRALA10389, BRALA29719, BRALA00918, BRALA15144, BRALA28286, BRALA12210, BRALA16858, BRALA05035, BRALA13056, BRALA20942, BRALA20797, BRALA33483, BRALA27433, BRALA32435, BRALA08191, BRALA33188, BRALA04474, BRALA27246, BRALA28178, BRALA32598, BRALA22882, BRALA02583, BRALA15885, BRALA24037, BRALA24750, BRALA10906, BRALA26740, BRALA30222, BRALA29684, BRALA31679, BRALA27017, BRALA16830, BRALA32985, BRALA12355, BRALA24334, BRALA03138, BRALA23143, BRALA16869, BRALA06828, BRALA03803, BRALA05251
OG0001906	HELIO_01042	BRALA34902, BRALA34252, BRALA08413, BRALA22736
OG0001913	HELIO_10845	BRALA24497
OG0001914	HELIO_12364	BRALA02840
OG0001914	HELIO_08172	BRALA13023
OG0001915	HELIO_02308	BRALA35550
OG0001916	HELIO_08357	BRALA13430
OG0001917	HELIO_00213	BRALA00831
OG0001918	HELIO_07821	BRALA14482
OG0001919	HELIO_06163	BRALA06853
OG0001920	HELIO_09697	BRALA05363
OG0001922	HELIO_03786	BRALA04814, BRALA22629, BRALA31217, BRALA05530, BRALA17268, BRALA34887, BRALA19428, BRALA05533, BRALA22228, BRALA04813, BRALA01449, BRALA23124, BRALA28257, BRALA31480, BRALA27892, BRALA31643, BRALA29996, BRALA16115, BRALA32421, BRALA27257, BRALA27256, BRALA16088
OG0001923	HELIO_01788	BRALA01345
OG0001925	HELIO_10825	BRALA00423
OG0001926	HELIO_02998	BRALA01100
OG0001927	HELIO_04718	BRALA35455, BRALA21711
OG0001928	HELIO_00908	BRALA13805
OG0001929	HELIO_05265	BRALA08609
OG0001930	HELIO_07719	BRALA01543
OG0001931	HELIO_10060	BRALA13445
OG0001932	HELIO_03169	BRALA12072
OG0001932	HELIO_03170	BRALA12075
OG0001933	HELIO_09564	BRALA17607
OG0001934	HELIO_02521	BRALA10404
OG0001935	HELIO_05458	BRALA21169
OG0001935	HELIO_02583	BRALA06005
OG0001936	HELIO_04902	BRALA03951
OG0001936	HELIO_10872	BRALA06824
OG0001937	HELIO_04900, HELIO_06992	BRALA10961, BRALA10962, BRALA19735, BRALA08657, BRALA08656
OG0001938	HELIO_06716, HELIO_04080, HELIO_02478, HELIO_04081, HELIO_02479	BRALA25398
OG0001940	HELIO_03882	BRALA29696
OG0001941	HELIO_08395	BRALA11387
OG0001942	HELIO_07609, HELIO_06576	BRALA23064
OG0001943	HELIO_10645	BRALA16392
OG0001944	HELIO_01215, HELIO_01216, HELIO_01217, HELIO_01218	BRALA11918
OG0001945	HELIO_03288	BRALA27519
OG0001946	HELIO_08201	BRALA24921, BRALA24922
OG0001947	HELIO_03774	BRALA12828
OG0001948	HELIO_09808	BRALA31032
OG0001949	HELIO_12106	BRALA24727
OG0001951	HELIO_04565	BRALA10600
OG0001952	HELIO_06639	BRALA16632
OG0001952	HELIO_02821	BRALA28198
OG0001953	HELIO_05793	BRALA16748
OG0001954	HELIO_04134, HELIO_05926, HELIO_03027, HELIO_01262, HELIO_06220	BRALA25967, BRALA25979
OG0001957	HELIO_11767	BRALA19367
OG0001958	HELIO_07906	BRALA33388, BRALA12840
OG0001959	HELIO_08251, HELIO_08252	BRALA29341
OG0001960	HELIO_12360	BRALA15779
OG0001961	HELIO_03253	BRALA13794
OG0001962	HELIO_05917	BRALA29361
OG0001963	HELIO_02883	BRALA14625
OG0001964	HELIO_02293	BRALA06090, BRALA06079
OG0001965	HELIO_01378	BRALA18639
OG0001966	HELIO_12247, HELIO_05868	BRALA16509, BRALA01132, BRALA05602, BRALA01095
OG0001967	HELIO_10256	BRALA00859
OG0001968	HELIO_10670	BRALA02743
OG0001971	HELIO_09862	BRALA04350
OG0001972	HELIO_04798	BRALA15770
OG0001973	HELIO_04854	BRALA25537, BRALA25538
OG0001974	HELIO_09499	BRALA06213
OG0001976	HELIO_06036	BRALA27832, BRALA27831, BRALA27835, BRALA27834, BRALA27833
OG0001985	HELIO_03642	BRALA31266
OG0001986	HELIO_07313	BRALA10769, BRALA10936
OG0001987	HELIO_11331, HELIO_11332	BRALA25500
OG0001988	HELIO_07776	BRALA17550
OG0001989	HELIO_03695	BRALA07557
OG0001990	HELIO_00537	BRALA17559
OG0001990	HELIO_04294	BRALA17849
OG0001992	HELIO_10036	BRALA35422, BRALA35278, BRALA34802
OG0001993	HELIO_10948	BRALA16354
OG0001994	HELIO_02654, HELIO_02655	BRALA29381
OG0001995	HELIO_08488, HELIO_07621, HELIO_04746, HELIO_03323, HELIO_05823, HELIO_06178	BRALA19063
OG0001996	HELIO_03603	BRALA34756
OG0001998	HELIO_01282	BRALA29050
OG0001999	HELIO_09986	BRALA30184
OG0001999	HELIO_06267	BRALA25298, BRALA35444
OG0002000	HELIO_05949	BRALA01282
OG0002000	HELIO_07944	BRALA04183
OG0002001	HELIO_12151	BRALA00220
OG0002002	HELIO_00088, HELIO_11800	BRALA21013
OG0002003	HELIO_03803	BRALA11915
OG0002004	HELIO_03765	BRALA09126
OG0002005	HELIO_12220	BRALA29387
OG0002006	HELIO_12425, HELIO_07537	BRALA09070
OG0002007	HELIO_10090	BRALA18083
OG0002009	HELIO_12665	BRALA21922
OG0002010	HELIO_12490	BRALA06492
OG0002011	HELIO_09289	BRALA20225
OG0002012	HELIO_08085	BRALA23568
OG0002013	HELIO_06898	BRALA12490, BRALA13240, BRALA30429, BRALA20683, BRALA32151, BRALA00130, BRALA00131, BRALA12565, BRALA00129
OG0002014	HELIO_10467	BRALA11040
OG0002015	HELIO_05227	BRALA06336
OG0002016	HELIO_11944	BRALA20669
OG0002017	HELIO_02990	BRALA15768
OG0002018	HELIO_08541	BRALA26984, BRALA26983
OG0002020	HELIO_12230	BRALA32768, BRALA35646, BRALA33976
OG0002021	HELIO_05311	BRALA01246, BRALA20516, BRALA20515, BRALA16102, BRALA16106, BRALA16105
OG0002022	HELIO_04450, HELIO_11525, HELIO_03064	BRALA02885, BRALA27335, BRALA02917, BRALA02878
OG0002023	HELIO_02236	BRALA10833
OG0002024	HELIO_08970, HELIO_08969	BRALA03055, BRALA03051
OG0002025	HELIO_05658	BRALA23019
OG0002026	HELIO_11050	BRALA16933
OG0002027	HELIO_00634	BRALA06049
OG0002028	HELIO_04604	BRALA31054
OG0002029	HELIO_05876	BRALA29066
OG0002030	HELIO_11005	BRALA18492
OG0002031	HELIO_07245	BRALA00375
OG0002032	HELIO_01093	BRALA26240
OG0002033	HELIO_00178	BRALA00224
OG0002034	HELIO_05204	BRALA22423
OG0002035	HELIO_03679	BRALA00648, BRALA22063, BRALA35832
OG0002036	HELIO_01904	BRALA29526
OG0002037	HELIO_11181	BRALA00391
OG0002038	HELIO_01720	BRALA18313
OG0002039	HELIO_04501	BRALA03651, BRALA04963
OG0002039	HELIO_02914	BRALA04953
OG0002041	HELIO_00400	BRALA18483, BRALA18482, BRALA18481
OG0002042	HELIO_06664	BRALA03747
OG0002043	HELIO_03396	BRALA14578
OG0002057	HELIO_10449	BRALA01255
OG0002059	HELIO_03914	BRALA19536
OG0002060	HELIO_06438	BRALA22621
OG0002061	HELIO_12011	BRALA21414
OG0002062	HELIO_06049	BRALA04513
OG0002063	HELIO_07475	BRALA02335
OG0002064	HELIO_04147	BRALA29142
OG0002064	HELIO_06032	BRALA13346
OG0002066	HELIO_08306	BRALA18537
OG0002067	HELIO_05446	BRALA23033
OG0002068	HELIO_11283	BRALA12029
OG0002069	HELIO_09988	BRALA09642
OG0002070	HELIO_01660	BRALA18425, BRALA35408
OG0002071	HELIO_02816	BRALA27764
OG0002072	HELIO_02289	BRALA14687
OG0002073	HELIO_09897	BRALA24409
OG0002076	HELIO_08411	BRALA00516
OG0002077	HELIO_03623	BRALA14130
OG0002080	HELIO_05901	BRALA01983, BRALA01982
OG0002081	HELIO_08258	BRALA15912
OG0002084	HELIO_09343	BRALA33469, BRALA31763, BRALA32157
OG0002087	HELIO_10536, HELIO_09035	BRALA02631
OG0002088	HELIO_05951, HELIO_01061	BRALA23353
OG0002090	HELIO_05584	BRALA10471
OG0002091	HELIO_01447	BRALA22175
OG0002094	HELIO_05259, HELIO_04476	BRALA12707
OG0002095	HELIO_04059, HELIO_00799	BRALA28303
OG0002096	HELIO_10504	BRALA26857
OG0002097	HELIO_00551	BRALA05973
OG0002098	HELIO_10191	BRALA08891
OG0002099	HELIO_12497	BRALA24109
OG0002100	HELIO_04218, HELIO_04121, HELIO_01009	BRALA18364, BRALA16479
OG0002101	HELIO_03548	BRALA01147
OG0002102	HELIO_06446	BRALA13643
OG0002103	HELIO_08047	BRALA12125, BRALA22500
OG0002105	HELIO_06912	BRALA30841
OG0002106	HELIO_06196	BRALA20596, BRALA19126, BRALA35167, BRALA06177, BRALA03236, BRALA30663, BRALA30901, BRALA02993
OG0002107	HELIO_03046	BRALA28882
OG0002108	HELIO_01842	BRALA26237
OG0002122	HELIO_06970	BRALA19240
OG0002123	HELIO_11783	BRALA29680
OG0002124	HELIO_07566	BRALA13512, BRALA20658, BRALA06874, BRALA20657, BRALA28525
OG0002125	HELIO_03401	BRALA05686
OG0002126	HELIO_00890, HELIO_02634, HELIO_09866	BRALA06866, BRALA11474
OG0002127	HELIO_05095	BRALA12199
OG0002128	HELIO_09146, HELIO_11211	BRALA06097
OG0002129	HELIO_00729	BRALA28316
OG0002130	HELIO_11140	BRALA19628
OG0002131	HELIO_00247, HELIO_08098	BRALA22859
OG0002134	HELIO_10778	BRALA03169
OG0002135	HELIO_00424	BRALA19276
OG0002136	HELIO_10407	BRALA21701
OG0002137	HELIO_05362	BRALA24687
OG0002138	HELIO_10372, HELIO_10373	BRALA07695
OG0002140	HELIO_02132	BRALA19372
OG0002141	HELIO_11644	BRALA28309
OG0002142	HELIO_07986	BRALA26757
OG0002144	HELIO_01280	BRALA33560
OG0002145	HELIO_04062	BRALA17357
OG0002146	HELIO_02638	BRALA18951
OG0002147	HELIO_06765	BRALA15803
OG0002148	HELIO_04883	BRALA15940
OG0002148	HELIO_06974	BRALA31289
OG0002149	HELIO_11475	BRALA10667
OG0002150	HELIO_11814	BRALA04285
OG0002152	HELIO_07905	BRALA17103
OG0002155	HELIO_05579	BRALA19605
OG0002155	HELIO_08300	BRALA17312
OG0002156	HELIO_03634	BRALA19453
OG0002157	HELIO_07597	BRALA06421
