Orthogroup	HELIO_ok	CAPO3
OG0000905	HELIO_07570	CAPO303384
OG0000909	HELIO_00246	CAPO300878
OG0000911	HELIO_10858	CAPO302608
OG0000912	HELIO_10841, HELIO_12695, HELIO_12697, HELIO_12696	CAPO302397
OG0000913	HELIO_06048	CAPO300255
OG0000914	HELIO_08250	CAPO302002
OG0000915	HELIO_03730	CAPO306555
OG0000925	HELIO_09608, HELIO_02417	CAPO304563
OG0000928	HELIO_10500, HELIO_10501, HELIO_01658	CAPO301245
OG0000929	HELIO_11222, HELIO_11603, HELIO_11221	CAPO303494
OG0000931	HELIO_09729	CAPO303586
OG0000932	HELIO_07928	CAPO306783
OG0000934	HELIO_01254	CAPO306946, CAPO300619
OG0000934	HELIO_02606	CAPO304006
OG0000935	HELIO_05900	CAPO307401
OG0000944	HELIO_00838, HELIO_00839	CAPO304090
OG0000952	HELIO_10871, HELIO_06071	CAPO300179
OG0000954	HELIO_08553	CAPO303535
OG0000954	HELIO_10186	CAPO305800
OG0000955	HELIO_03286	CAPO303429
OG0000955	HELIO_07820	CAPO308190
OG0000960	HELIO_04120	CAPO304728
OG0000963	HELIO_01247, HELIO_02112	CAPO303990
OG0000965	HELIO_02433, HELIO_01613	CAPO305928
OG0000965	HELIO_02543	CAPO302148
OG0000967	HELIO_03536, HELIO_01717	CAPO304786
OG0000970	HELIO_01898	CAPO301807
OG0000974	HELIO_11927, HELIO_03653, HELIO_04736	CAPO306940
OG0000978	HELIO_07153	CAPO306307
OG0000982	HELIO_07584	CAPO301371
OG0000984	HELIO_08631	CAPO307940
OG0000985	HELIO_01102	CAPO304864
OG0000986	HELIO_03699	CAPO305058
OG0000987	HELIO_01520	CAPO306365
OG0000992	HELIO_10125, HELIO_02780	CAPO308244
OG0000993	HELIO_04159, HELIO_11266	CAPO303930
OG0000994	HELIO_02373	CAPO306999
OG0000996	HELIO_08470	CAPO304603
OG0000997	HELIO_05396, HELIO_07704, HELIO_07669	CAPO306501
OG0000998	HELIO_06252, HELIO_05043, HELIO_04979, HELIO_03944, HELIO_08834, HELIO_03576	CAPO302508
OG0000999	HELIO_01942, HELIO_05906	CAPO303484, CAPO302236
OG0001006	HELIO_12602, HELIO_03139	CAPO308145
OG0001009	HELIO_00710, HELIO_05419, HELIO_05966	CAPO305830
OG0001015	HELIO_11230	CAPO304771
OG0001016	HELIO_06921	CAPO300038
OG0001016	HELIO_03156	CAPO302596
OG0001018	HELIO_10601	CAPO305732
OG0001024	HELIO_04378	CAPO300862
OG0001033	HELIO_09215	CAPO305083
OG0001033	HELIO_06818	CAPO300376
OG0001036	HELIO_01681	CAPO301917
OG0001037	HELIO_10784	CAPO306107
OG0001039	HELIO_06687, HELIO_03051	CAPO305080
OG0001042	HELIO_08977	CAPO301530
OG0001044	HELIO_11285	CAPO305401, CAPO306389
OG0001045	HELIO_01258, HELIO_10745	CAPO300115
OG0001046	HELIO_07188	CAPO304357
OG0001048	HELIO_00893, HELIO_12024	CAPO306868
OG0001049	HELIO_12069	CAPO305769
OG0001050	HELIO_07822	CAPO306760
OG0001060	HELIO_04663	CAPO302777
OG0001062	HELIO_10831	CAPO300111
OG0001064	HELIO_06789	CAPO304594
OG0001066	HELIO_06550, HELIO_03182	CAPO305156
OG0001072	HELIO_02051, HELIO_11812	CAPO304331
OG0001073	HELIO_10163	CAPO307880
OG0001075	HELIO_03042	CAPO305658
OG0001076	HELIO_10241	CAPO306580
OG0001078	HELIO_05283	CAPO300211
OG0001082	HELIO_11176, HELIO_04668	CAPO306944
OG0001085	HELIO_07664	CAPO305936
OG0001092	HELIO_09889, HELIO_09890	CAPO303664
OG0001095	HELIO_04642, HELIO_03581, HELIO_00438	CAPO303064
OG0001096	HELIO_10964, HELIO_06053, HELIO_11485	CAPO308143
OG0001101	HELIO_11659	CAPO301529
OG0001104	HELIO_02923	CAPO306923
OG0001106	HELIO_08971, HELIO_05464	CAPO307850
OG0001108	HELIO_00460, HELIO_08728	CAPO300863
OG0001113	HELIO_11363	CAPO302840
OG0001116	HELIO_04473, HELIO_11648	CAPO303103
OG0001120	HELIO_07190, HELIO_11052	CAPO300555
OG0001121	HELIO_02833, HELIO_04338	CAPO305030
OG0001123	HELIO_05833	CAPO305010
OG0001124	HELIO_05892, HELIO_11497	CAPO307326
OG0001125	HELIO_00312, HELIO_03784, HELIO_10314	CAPO304253
OG0001126	HELIO_07432, HELIO_08150	CAPO301067
OG0001126	HELIO_09972	CAPO308119
OG0001128	HELIO_07418	CAPO301710
OG0001129	HELIO_05218, HELIO_02379	CAPO306230
OG0001130	HELIO_08960, HELIO_05662, HELIO_00771	CAPO305636
OG0001132	HELIO_09410	CAPO303538
OG0001133	HELIO_10368	CAPO300360
OG0001134	HELIO_12460	CAPO304261
OG0001135	HELIO_07754	CAPO300673, CAPO304787
OG0001137	HELIO_03163	CAPO308164
OG0001139	HELIO_04488	CAPO300537
OG0001140	HELIO_11252, HELIO_00781	CAPO308326
OG0001142	HELIO_04691, HELIO_05081	CAPO304790
OG0001143	HELIO_02868	CAPO304300
OG0001144	HELIO_08158	CAPO307577
OG0001146	HELIO_04581	CAPO300511
OG0001147	HELIO_06369	CAPO306370
OG0001149	HELIO_07596	CAPO305549
OG0001156	HELIO_05032	CAPO306962
OG0001157	HELIO_11854, HELIO_11231	CAPO304789
OG0001158	HELIO_03567, HELIO_07771	CAPO302639
OG0001160	HELIO_10702	CAPO304743
OG0001161	HELIO_01628	CAPO301112
OG0001163	HELIO_12002	CAPO301684, CAPO307755, CAPO304886
OG0001167	HELIO_08270	CAPO307849
OG0001168	HELIO_00913	CAPO301546
OG0001169	HELIO_01933	CAPO301751
OG0001170	HELIO_06339	CAPO302766
OG0001171	HELIO_07445	CAPO300420
OG0001175	HELIO_05555, HELIO_11278	CAPO304133, CAPO306812
OG0001179	HELIO_04085, HELIO_04405, HELIO_06718	CAPO300184
OG0001181	HELIO_05206	CAPO301983
OG0001183	HELIO_08525, HELIO_08524	CAPO301096
OG0001184	HELIO_12185	CAPO306392
OG0001185	HELIO_12657	CAPO303366
OG0001186	HELIO_09188	CAPO302303
OG0001186	HELIO_01928	CAPO307451
OG0001188	HELIO_03558	CAPO300558
OG0001196	HELIO_04183	CAPO301570
OG0001197	HELIO_04520	CAPO306552
OG0001199	HELIO_10405, HELIO_01130	CAPO305690
OG0001201	HELIO_08628	CAPO302220
OG0001202	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869	CAPO306186
OG0001207	HELIO_10416	CAPO305627
OG0001207	HELIO_09377	CAPO302093
OG0001208	HELIO_05489	CAPO300830
OG0001209	HELIO_05535	CAPO302948
OG0001210	HELIO_01552	CAPO300919
OG0001210	HELIO_03776	CAPO302555
OG0001213	HELIO_11611	CAPO304729
OG0001213	HELIO_01934	CAPO303632
OG0001215	HELIO_00251	CAPO302583
OG0001216	HELIO_01588, HELIO_04477	CAPO307997
OG0001217	HELIO_09665	CAPO306810
OG0001218	HELIO_10349	CAPO307457
OG0001221	HELIO_07645	CAPO307765
OG0001222	HELIO_07577	CAPO301496, CAPO301391, CAPO303918
OG0001232	HELIO_07324	CAPO304224
OG0001233	HELIO_01721, HELIO_05738	CAPO303591
OG0001234	HELIO_07394	CAPO307897
OG0001241	HELIO_03226	CAPO303368
OG0001241	HELIO_12192	CAPO304888
OG0001247	HELIO_00879	CAPO303193, CAPO307423
OG0001248	HELIO_05974	CAPO303079
OG0001250	HELIO_01985	CAPO302323
OG0001251	HELIO_03697	CAPO302019
OG0001252	HELIO_06077	CAPO300016
OG0001253	HELIO_02555, HELIO_12144	CAPO306156
OG0001254	HELIO_05460	CAPO307546
OG0001261	HELIO_03943	CAPO302839
OG0001263	HELIO_01885, HELIO_04331	CAPO301777
OG0001267	HELIO_05562, HELIO_09471	CAPO307578
OG0001268	HELIO_07801, HELIO_12028	CAPO303692
OG0001270	HELIO_02110	CAPO306176
OG0001270	HELIO_09609	CAPO306096
OG0001270	HELIO_02804	CAPO304393
OG0001271	HELIO_11242	CAPO302779
OG0001272	HELIO_01808	CAPO305566
OG0001273	HELIO_12680	CAPO301889
OG0001274	HELIO_06326	CAPO308194
OG0001276	HELIO_11104	CAPO302888
OG0001278	HELIO_10541, HELIO_03037, HELIO_09526	CAPO306229
OG0001279	HELIO_12791	CAPO302733
OG0001281	HELIO_06990	CAPO304088, CAPO303543
OG0001282	HELIO_03746	CAPO303595
OG0001284	HELIO_06649, HELIO_03045	CAPO300970
OG0001285	HELIO_05581	CAPO304179
OG0001286	HELIO_12601	CAPO303892
OG0001288	HELIO_10795	CAPO302651
OG0001289	HELIO_12067, HELIO_10917	CAPO306071
OG0001290	HELIO_11508	CAPO302574
OG0001291	HELIO_10055	CAPO300695
OG0001294	HELIO_08951	CAPO304223
OG0001295	HELIO_12648	CAPO306210
OG0001296	HELIO_12075	CAPO308260
OG0001297	HELIO_05910	CAPO305437
OG0001300	HELIO_09555	CAPO300154
OG0001302	HELIO_02616	CAPO302654
OG0001302	HELIO_08651	CAPO302215
OG0001304	HELIO_08289, HELIO_08290	CAPO302419
OG0001305	HELIO_07982	CAPO304488
OG0001308	HELIO_12210	CAPO300432
OG0001309	HELIO_06983	CAPO300871
OG0001310	HELIO_02438	CAPO305405
OG0001310	HELIO_09331	CAPO300151
OG0001311	HELIO_02223, HELIO_00805	CAPO300585
OG0001312	HELIO_11963	CAPO304811
OG0001314	HELIO_05745, HELIO_06186	CAPO306642
OG0001317	HELIO_08857, HELIO_08319	CAPO302225
OG0001318	HELIO_01897	CAPO306280
OG0001318	HELIO_00651	CAPO303315
OG0001319	HELIO_09125	CAPO304915
OG0001320	HELIO_07097	CAPO307498
OG0001320	HELIO_01606	CAPO304958
OG0001321	HELIO_11153	CAPO301358
OG0001322	HELIO_07391	CAPO302022
OG0001323	HELIO_04274	CAPO301735
OG0001325	HELIO_02148	CAPO304115
OG0001326	HELIO_01722	CAPO306149
OG0001327	HELIO_06372, HELIO_03453	CAPO305568
OG0001328	HELIO_02341	CAPO302287
OG0001330	HELIO_07773	CAPO304584, CAPO300112
OG0001333	HELIO_07137	CAPO301191
OG0001344	HELIO_02566	CAPO308153
OG0001345	HELIO_00586	CAPO306177
OG0001348	HELIO_05226	CAPO304908
OG0001352	HELIO_06067	CAPO303801
OG0001353	HELIO_07889	CAPO303379
OG0001355	HELIO_05179	CAPO307732
OG0001358	HELIO_05651, HELIO_04483	CAPO302204
OG0001359	HELIO_00338	CAPO303726
OG0001361	HELIO_12234	CAPO307400
OG0001364	HELIO_01883, HELIO_04728, HELIO_01882, HELIO_01884	CAPO307249
OG0001366	HELIO_09509	CAPO302707
OG0001367	HELIO_12197	CAPO304628
OG0001370	HELIO_08459	CAPO305064
OG0001370	HELIO_09154	CAPO306956
OG0001372	HELIO_07415	CAPO301063
OG0001372	HELIO_09833, HELIO_00197	CAPO306529
OG0001373	HELIO_06748	CAPO300734
OG0001378	HELIO_02964	CAPO302717
OG0001379	HELIO_04200	CAPO304865
OG0001382	HELIO_05363	CAPO306735
OG0001383	HELIO_10404, HELIO_09985	CAPO300442
OG0001386	HELIO_05642, HELIO_02823, HELIO_05955, HELIO_02822	CAPO305078
OG0001387	HELIO_07037	CAPO306110, CAPO306288
OG0001397	HELIO_01273, HELIO_04122	CAPO306119
OG0001399	HELIO_05014, HELIO_08757	CAPO304148
OG0001400	HELIO_09621	CAPO305841
OG0001404	HELIO_08622, HELIO_06483	CAPO302450
OG0001405	HELIO_02155	CAPO302942
OG0001406	HELIO_05795	CAPO305604
OG0001408	HELIO_02887	CAPO304468
OG0001409	HELIO_05260	CAPO300832
OG0001410	HELIO_07114	CAPO304381
OG0001410	HELIO_01417	CAPO303461
OG0001411	HELIO_03361	CAPO301653
OG0001412	HELIO_06209	CAPO304843
OG0001413	HELIO_11436	CAPO300375
OG0001414	HELIO_00902	CAPO301834
OG0001414	HELIO_00745	CAPO303273
OG0001415	HELIO_07046, HELIO_06445	CAPO307087
OG0001416	HELIO_08511	CAPO300753
OG0001418	HELIO_09143	CAPO300218
OG0001420	HELIO_10002	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813
OG0001422	HELIO_00344	CAPO308345, CAPO303120
OG0001423	HELIO_03132	CAPO301310
OG0001424	HELIO_00747, HELIO_01935	CAPO304776
OG0001425	HELIO_01653	CAPO302275, CAPO302850
OG0001426	HELIO_02149	CAPO302841
OG0001428	HELIO_11579	CAPO303027
OG0001430	HELIO_08384	CAPO300562
OG0001431	HELIO_00600	CAPO308230
OG0001437	HELIO_04743	CAPO304955
OG0001440	HELIO_03196	CAPO305450
OG0001445	HELIO_12183	CAPO301958
OG0001446	HELIO_05230	CAPO304614
OG0001447	HELIO_04829	CAPO307093
OG0001449	HELIO_03720	CAPO306822
OG0001451	HELIO_05972	CAPO300036
OG0001452	HELIO_09077, HELIO_09076	CAPO301933
OG0001454	HELIO_04552	CAPO303806
OG0001456	HELIO_09922	CAPO307965
OG0001459	HELIO_08961	CAPO307035
OG0001460	HELIO_01716	CAPO300988
OG0001460	HELIO_12669	CAPO305875
OG0001463	HELIO_02919, HELIO_06206	CAPO304054
OG0001466	HELIO_09852, HELIO_00231	CAPO305831
OG0001467	HELIO_11527, HELIO_06233	CAPO304882
OG0001468	HELIO_09103	CAPO306475
OG0001469	HELIO_10093	CAPO306371
OG0001469	HELIO_12462	CAPO301724
OG0001470	HELIO_04948	CAPO305163
OG0001472	HELIO_05084	CAPO300986
OG0001472	HELIO_09162	CAPO305311
OG0001473	HELIO_01497, HELIO_06355, HELIO_01429	CAPO304310
OG0001474	HELIO_05046	CAPO306191
OG0001475	HELIO_12116, HELIO_06079	CAPO305552
OG0001476	HELIO_08408	CAPO305062
OG0001478	HELIO_10243	CAPO303095
OG0001479	HELIO_00677	CAPO306515
OG0001482	HELIO_08972	CAPO307610
OG0001484	HELIO_03855	CAPO301411
OG0001485	HELIO_08845	CAPO301954
OG0001486	HELIO_11744	CAPO302441
OG0001490	HELIO_10701	CAPO305433
OG0001492	HELIO_09966	CAPO305155
OG0001495	HELIO_09225	CAPO302008
OG0001496	HELIO_06643, HELIO_07757	CAPO301356
OG0001500	HELIO_03279	CAPO300054
OG0001501	HELIO_09204	CAPO305474
OG0001503	HELIO_00871	CAPO305666
OG0001503	HELIO_00967	CAPO307598
OG0001504	HELIO_02828, HELIO_12551	CAPO307661
OG0001505	HELIO_01480	CAPO301009
OG0001506	HELIO_05280, HELIO_08428	CAPO300953
OG0001507	HELIO_11605	CAPO304204
OG0001511	HELIO_10472	CAPO306127, CAPO305043
OG0001512	HELIO_06404	CAPO301118
OG0001516	HELIO_05144	CAPO300345
OG0001517	HELIO_02409	CAPO303690
OG0001519	HELIO_09436	CAPO306949
OG0001522	HELIO_00391, HELIO_11736	CAPO303667
OG0001524	HELIO_05163	CAPO300996
OG0001524	HELIO_01459	CAPO308304
OG0001526	HELIO_03062	CAPO305679
OG0001527	HELIO_04544	CAPO300128
OG0001527	HELIO_10434	CAPO307636
OG0001529	HELIO_08747	CAPO300593
OG0001530	HELIO_09208	CAPO302602
OG0001532	HELIO_07182	CAPO300282
OG0001533	HELIO_12019	CAPO306032
OG0001534	HELIO_02863	CAPO304425
OG0001545	HELIO_02222	CAPO300895
OG0001551	HELIO_02886	CAPO306604
OG0001553	HELIO_04975	CAPO308172
OG0001554	HELIO_02815	CAPO302370
OG0001557	HELIO_06596	CAPO304176
OG0001558	HELIO_02760	CAPO301132
OG0001559	HELIO_06123	CAPO301785
OG0001561	HELIO_08393	CAPO301999
OG0001563	HELIO_06290, HELIO_06516	CAPO306378
OG0001564	HELIO_01962	CAPO301061
OG0001567	HELIO_06880	CAPO300948
OG0001568	HELIO_05132	CAPO301468
OG0001570	HELIO_02540	CAPO303364
OG0001572	HELIO_04693	CAPO304756
OG0001573	HELIO_02265	CAPO305125, CAPO303819
OG0001576	HELIO_11858	CAPO306270
OG0001578	HELIO_08790, HELIO_08789	CAPO300715
OG0001580	HELIO_11365	CAPO307900
OG0001581	HELIO_05221, HELIO_07860	CAPO306056
OG0001582	HELIO_04387, HELIO_11913	CAPO307073
OG0001583	HELIO_12114	CAPO306289
OG0001584	HELIO_10513, HELIO_05589	CAPO301068
OG0001589	HELIO_12278	CAPO303301, CAPO304004
OG0001590	HELIO_02516	CAPO302386
OG0001593	HELIO_04977	CAPO305942
OG0001594	HELIO_11160	CAPO307886
OG0001597	HELIO_04679	CAPO302703
OG0001599	HELIO_02009	CAPO300887
OG0001600	HELIO_00399	CAPO305994
OG0001603	HELIO_09786, HELIO_02249	CAPO306228
OG0001604	HELIO_12168	CAPO303898
OG0001605	HELIO_09701, HELIO_00110	CAPO307473
OG0001609	HELIO_04479	CAPO304683
OG0001609	HELIO_00769	CAPO302057
OG0001611	HELIO_10992	CAPO305038
OG0001612	HELIO_03470, HELIO_09022	CAPO302202
OG0001614	HELIO_09695	CAPO303895
OG0001614	HELIO_09277	CAPO307630
OG0001615	HELIO_04146	CAPO300749
OG0001617	HELIO_06430, HELIO_03713	CAPO302798
OG0001621	HELIO_05621, HELIO_05048	CAPO302875
OG0001622	HELIO_02684	CAPO302121
OG0001634	HELIO_00787	CAPO305614
OG0001638	HELIO_10751	CAPO303528
OG0001643	HELIO_03459	CAPO306838
OG0001644	HELIO_10610	CAPO303665
OG0001652	HELIO_06903	CAPO302838
OG0001653	HELIO_02536	CAPO305118
OG0001655	HELIO_08331	CAPO302812
OG0001657	HELIO_09713	CAPO304165, CAPO303952
OG0001660	HELIO_04664	CAPO305930
OG0001661	HELIO_12135	CAPO302789
OG0001661	HELIO_07195	CAPO304920
OG0001663	HELIO_06205, HELIO_04184	CAPO301057
OG0001664	HELIO_08200	CAPO303152
OG0001665	HELIO_08876, HELIO_01144	CAPO302331
OG0001672	HELIO_11405	CAPO301880
OG0001673	HELIO_05452	CAPO305520
OG0001674	HELIO_12593	CAPO301357
OG0001675	HELIO_05454	CAPO307574
OG0001676	HELIO_09572	CAPO300524
OG0001676	HELIO_09106	CAPO305992
OG0001677	HELIO_10400	CAPO307978
OG0001679	HELIO_08774, HELIO_10789, HELIO_00740	CAPO302155, CAPO305784
OG0001680	HELIO_00317	CAPO304235, CAPO304477
OG0001684	HELIO_11576	CAPO300563
OG0001685	HELIO_02127	CAPO307707
OG0001687	HELIO_06212	CAPO302907
OG0001688	HELIO_04799	CAPO300133
OG0001690	HELIO_12652, HELIO_07206	CAPO304820
OG0001691	HELIO_03141	CAPO307420
OG0001704	HELIO_11078	CAPO304434
OG0001706	HELIO_03225	CAPO301033
OG0001707	HELIO_04517	CAPO303836
OG0001708	HELIO_01586	CAPO303804
OG0001709	HELIO_12693	CAPO304969
OG0001711	HELIO_09636	CAPO301872
OG0001713	HELIO_10733	CAPO308041
OG0001714	HELIO_10062	CAPO306669
OG0001714	HELIO_01478	CAPO300188
OG0001718	HELIO_08374	CAPO301559, CAPO301838
OG0001720	HELIO_01666	CAPO303957
OG0001721	HELIO_04710	CAPO302302
OG0001723	HELIO_03904	CAPO308089
OG0001724	HELIO_09512	CAPO306474
OG0001727	HELIO_00379	CAPO301729
OG0001730	HELIO_09660	CAPO303469
OG0001732	HELIO_08312	CAPO304710
OG0001733	HELIO_06708, HELIO_05078	CAPO306615
OG0001734	HELIO_09373, HELIO_10503, HELIO_04822	CAPO306594
OG0001735	HELIO_08576	CAPO301389
OG0001738	HELIO_00898	CAPO301655
OG0001739	HELIO_08138	CAPO304154
OG0001743	HELIO_12557	CAPO306128
OG0001746	HELIO_10565	CAPO306662
OG0001750	HELIO_09724	CAPO304954
OG0001755	HELIO_08464	CAPO300413
OG0001756	HELIO_00970	CAPO301153
OG0001756	HELIO_03773	CAPO306605
OG0001769	HELIO_00478	CAPO300754
OG0001769	HELIO_05705	CAPO306748
OG0001770	HELIO_10082	CAPO304551
OG0001772	HELIO_01523	CAPO303731
OG0001774	HELIO_11501, HELIO_04350	CAPO302411
OG0001775	HELIO_07189	CAPO300385, CAPO303998
OG0001778	HELIO_09235, HELIO_06485	CAPO303585
OG0001781	HELIO_09978	CAPO304059
OG0001781	HELIO_01738	CAPO306335
OG0001782	HELIO_11232	CAPO302329
OG0001783	HELIO_02058	CAPO302497
OG0001787	HELIO_11607	CAPO302384
OG0001789	HELIO_10048, HELIO_10049	CAPO303597
OG0001792	HELIO_03262	CAPO302146
OG0001793	HELIO_05244	CAPO302934
OG0001793	HELIO_10291	CAPO300098
OG0001794	HELIO_08343, HELIO_00138	CAPO305037
OG0001797	HELIO_04449, HELIO_00752	CAPO305230
OG0001799	HELIO_09682	CAPO307439
OG0001800	HELIO_04276	CAPO302099, CAPO301494
OG0001801	HELIO_02228	CAPO301631, CAPO300406, CAPO302328, CAPO300564
OG0001802	HELIO_04837, HELIO_06473	CAPO307992
OG0001804	HELIO_02895	CAPO307706
OG0001805	HELIO_06016	CAPO301307
OG0001807	HELIO_02837	CAPO305640
OG0001808	HELIO_02461	CAPO300354
OG0001809	HELIO_10155	CAPO307543
OG0001814	HELIO_03706	CAPO305508
OG0001816	HELIO_05248	CAPO300431
OG0001818	HELIO_10184	CAPO302088
OG0001819	HELIO_03116	CAPO307172
OG0001820	HELIO_08557, HELIO_09627	CAPO300515
OG0001822	HELIO_05027	CAPO301119
OG0001825	HELIO_02386	CAPO306238
OG0001827	HELIO_08093	CAPO303060
OG0001830	HELIO_10008	CAPO300316
OG0001831	HELIO_06925	CAPO306824
OG0001832	HELIO_12753	CAPO300612
OG0001834	HELIO_07484	CAPO301512
OG0001849	HELIO_12087, HELIO_03244	CAPO303014
OG0001850	HELIO_06095	CAPO301689
OG0001851	HELIO_10531	CAPO303828
OG0001852	HELIO_00847	CAPO303604
OG0001857	HELIO_11313	CAPO306766
OG0001859	HELIO_00529	CAPO304942
OG0001860	HELIO_02411	CAPO306960
OG0001861	HELIO_11038	CAPO303333
OG0001863	HELIO_10538	CAPO300966
OG0001864	HELIO_11876	CAPO300448
OG0001866	HELIO_08400	CAPO306683
OG0001867	HELIO_02515	CAPO302026
OG0001870	HELIO_11367	CAPO303422
OG0001871	HELIO_03804	CAPO300664
OG0001873	HELIO_07677, HELIO_06086	CAPO305494
OG0001875	HELIO_10950	CAPO303129
OG0001877	HELIO_09122	CAPO305419
OG0001878	HELIO_05924	CAPO300594
OG0001879	HELIO_06421	CAPO304068
OG0001883	HELIO_04758	CAPO304395
OG0001886	HELIO_07679	CAPO301013
OG0001888	HELIO_08194	CAPO307373
OG0001894	HELIO_04194	CAPO305070
OG0001895	HELIO_02660, HELIO_06563	CAPO300178
OG0001898	HELIO_04077, HELIO_12763	CAPO303887
OG0001900	HELIO_03722	CAPO306468, CAPO308362
OG0001901	HELIO_12147, HELIO_04211	CAPO302174
OG0001903	HELIO_08222	CAPO301651
OG0001913	HELIO_10845	CAPO308270
OG0001914	HELIO_12364, HELIO_08172	CAPO308187
OG0001915	HELIO_02308	CAPO305922
OG0001916	HELIO_08357	CAPO304398
OG0001917	HELIO_00213	CAPO303937
OG0001919	HELIO_06163	CAPO300799
OG0001923	HELIO_01788	CAPO300364
OG0001926	HELIO_02998	CAPO308203
OG0001927	HELIO_04718	CAPO303832
OG0001928	HELIO_00908	CAPO303627
OG0001930	HELIO_07719	CAPO301567
OG0001931	HELIO_10060	CAPO306905
OG0001932	HELIO_03169	CAPO304653
OG0001935	HELIO_09449, HELIO_05458, HELIO_02583	CAPO301339
OG0001937	HELIO_04900, HELIO_06992	CAPO301986
OG0001938	HELIO_02477	CAPO303883
OG0001940	HELIO_03882	CAPO307447
OG0001941	HELIO_08395	CAPO303660
OG0001943	HELIO_10645	CAPO304272
OG0001945	HELIO_03288	CAPO302125, CAPO302413
OG0001947	HELIO_03774	CAPO306182
OG0001948	HELIO_09808	CAPO307548
OG0001949	HELIO_12106	CAPO303945
OG0001951	HELIO_04565	CAPO305792
OG0001953	HELIO_05793	CAPO306993
OG0001956	HELIO_08427	CAPO302405
OG0001957	HELIO_11767	CAPO307027
OG0001961	HELIO_03253	CAPO301591
OG0001963	HELIO_02883	CAPO304559
OG0001964	HELIO_02293	CAPO306144
OG0001965	HELIO_01378	CAPO305377
OG0001966	HELIO_12247, HELIO_05868	CAPO308069
OG0001968	HELIO_11042, HELIO_10670	CAPO303436
OG0001972	HELIO_04798	CAPO302726
OG0001985	HELIO_03642	CAPO307425
OG0001988	HELIO_07776	CAPO301454
OG0001989	HELIO_03695	CAPO303699
OG0001992	HELIO_10036	CAPO301694
OG0001994	HELIO_02654, HELIO_02655	CAPO307422
OG0001997	HELIO_06947	CAPO301018
OG0001998	HELIO_01282	CAPO304168
OG0001999	HELIO_09986, HELIO_06267	CAPO303159
OG0002000	HELIO_05949, HELIO_07944	CAPO305912
OG0002001	HELIO_11853	CAPO301730, CAPO305766
OG0002003	HELIO_03803	CAPO306645
OG0002004	HELIO_03765	CAPO305661, CAPO300359
OG0002006	HELIO_12425, HELIO_07537	CAPO302881
OG0002007	HELIO_10090	CAPO301764
OG0002008	HELIO_10242, HELIO_04821	CAPO308237
OG0002009	HELIO_12665	CAPO305521
OG0002010	HELIO_12490	CAPO303286
OG0002011	HELIO_09289	CAPO305222
OG0002014	HELIO_10467	CAPO305309
OG0002015	HELIO_05227	CAPO304377
OG0002016	HELIO_11944	CAPO300736, CAPO303360
OG0002019	HELIO_02028, HELIO_02029	CAPO303943, CAPO301189
OG0002020	HELIO_12230	CAPO301809, CAPO306607
OG0002024	HELIO_08970, HELIO_08969	CAPO300776
OG0002025	HELIO_01634, HELIO_05658	CAPO301502
OG0002026	HELIO_08421, HELIO_11050	CAPO307889, CAPO306582
OG0002027	HELIO_00634	CAPO307021
OG0002029	HELIO_05876	CAPO303181
OG0002030	HELIO_11005	CAPO303987
OG0002031	HELIO_09129, HELIO_07245	CAPO300135
OG0002032	HELIO_01093	CAPO304689
OG0002034	HELIO_05204	CAPO306318
OG0002042	HELIO_06664	CAPO300525
OG0002043	HELIO_03396	CAPO306649
OG0002058	HELIO_06156, HELIO_05493	CAPO300289
OG0002061	HELIO_12011	CAPO307339
OG0002062	HELIO_06049	CAPO301382
OG0002063	HELIO_07475	CAPO302417
OG0002066	HELIO_08306	CAPO300576
OG0002067	HELIO_05446	CAPO302721
OG0002068	HELIO_11283	CAPO303650
OG0002069	HELIO_09988	CAPO306402
OG0002073	HELIO_09897	CAPO302333
OG0002076	HELIO_08411	CAPO303117
OG0002078	HELIO_07802	CAPO302217
OG0002080	HELIO_05901	CAPO307474, CAPO307552
OG0002081	HELIO_08258, HELIO_08257	CAPO300584
OG0002084	HELIO_09343	CAPO300150
OG0002087	HELIO_10536, HELIO_09035	CAPO306536
OG0002094	HELIO_05259, HELIO_04476	CAPO303399
OG0002097	HELIO_00551	CAPO302111
OG0002099	HELIO_04690, HELIO_12497	CAPO306675
OG0002101	HELIO_03548	CAPO307803
OG0002103	HELIO_08047	CAPO305235
OG0002108	HELIO_01842	CAPO303834
OG0002122	HELIO_06970, HELIO_05884	CAPO300191
OG0002123	HELIO_11783	CAPO303373
OG0002124	HELIO_07566	CAPO300980
OG0002129	HELIO_00729	CAPO305068
OG0002130	HELIO_11140	CAPO301943
OG0002131	HELIO_00247, HELIO_08098	CAPO302159
OG0002135	HELIO_00424	CAPO300616, CAPO300802
OG0002136	HELIO_10407	CAPO300292
OG0002137	HELIO_05362, HELIO_10047, HELIO_11805	CAPO306593
OG0002138	HELIO_10372, HELIO_10373	CAPO304101
OG0002140	HELIO_02132	CAPO300489
OG0002141	HELIO_11644	CAPO300491
OG0002144	HELIO_01280	CAPO308205
OG0002145	HELIO_04062	CAPO305963
OG0002146	HELIO_02638	CAPO303694
OG0002148	HELIO_04883, HELIO_06974	CAPO301311
OG0002150	HELIO_11814	CAPO305991
OG0002151	HELIO_01394	CAPO300513
