Orthogroup	HELIO_ok	NEMVE
OG0001107	HELIO_04866	NEMVE00952
OG0001108	HELIO_00460	NEMVE22820
OG0001108	HELIO_08728	NEMVE03343
OG0001109	HELIO_04286	NEMVE17631
OG0001110	HELIO_10394	NEMVE25055, NEMVE25054
OG0001112	HELIO_11241	NEMVE18988
OG0001113	HELIO_11363	NEMVE11789, NEMVE13858
OG0001114	HELIO_01619	NEMVE13059
OG0001116	HELIO_11648	NEMVE14342
OG0001117	HELIO_10761, HELIO_05009	NEMVE07059
OG0001118	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000	NEMVE08045
OG0001119	HELIO_04951	NEMVE00905, NEMVE12022
OG0001120	HELIO_07190, HELIO_11052	NEMVE17944
OG0001121	HELIO_02833, HELIO_04338	NEMVE15144
OG0001123	HELIO_05833	NEMVE08367, NEMVE00548
OG0001123	HELIO_11888	NEMVE07298
OG0001124	HELIO_05892	NEMVE14042
OG0001124	HELIO_11497	NEMVE14572
OG0001125	HELIO_03784	NEMVE05272
OG0001125	HELIO_10314	NEMVE02257
OG0001126	HELIO_07432, HELIO_08150	NEMVE21706
OG0001127	HELIO_07919	NEMVE23507
OG0001128	HELIO_07418	NEMVE07541
OG0001129	HELIO_05218, HELIO_02379	NEMVE22537, NEMVE23490, NEMVE23489
OG0001130	HELIO_05662	NEMVE21964, NEMVE14047
OG0001131	HELIO_11533	NEMVE02265
OG0001133	HELIO_10368	NEMVE22361
OG0001134	HELIO_12460	NEMVE10572
OG0001135	HELIO_07754	NEMVE08713, NEMVE13852
OG0001137	HELIO_03163	NEMVE09544, NEMVE24640, NEMVE09543
OG0001138	HELIO_09443	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	HELIO_04488	NEMVE07868
OG0001140	HELIO_11252	NEMVE06552
OG0001140	HELIO_00781	NEMVE12189, NEMVE00314
OG0001141	HELIO_08701, HELIO_05429, HELIO_04831	NEMVE13888
OG0001142	HELIO_05081	NEMVE20807, NEMVE13380
OG0001143	HELIO_02868	NEMVE07319
OG0001144	HELIO_08158	NEMVE02135
OG0001146	HELIO_04581	NEMVE18037, NEMVE07073
OG0001147	HELIO_06369	NEMVE05148
OG0001148	HELIO_12317	NEMVE09889
OG0001155	HELIO_01105	NEMVE14646
OG0001156	HELIO_05032	NEMVE14927
OG0001158	HELIO_03567, HELIO_07771	NEMVE13124
OG0001159	HELIO_09181	NEMVE02254
OG0001161	HELIO_01628	NEMVE13207
OG0001162	HELIO_09342, HELIO_11797	NEMVE23909, NEMVE23908, NEMVE22577
OG0001163	HELIO_12002	NEMVE01640
OG0001164	HELIO_09308, HELIO_08913	NEMVE07314
OG0001165	HELIO_08812	NEMVE15007
OG0001165	HELIO_00728	NEMVE15056
OG0001166	HELIO_00329	NEMVE19411, NEMVE24594, NEMVE25700, NEMVE22182, NEMVE23271, NEMVE23607, NEMVE21179, NEMVE23900
OG0001167	HELIO_08270	NEMVE01035
OG0001168	HELIO_00913	NEMVE14002
OG0001169	HELIO_01933	NEMVE22495
OG0001170	HELIO_06339	NEMVE01927
OG0001172	HELIO_12376	NEMVE14607
OG0001172	HELIO_03682	NEMVE13977
OG0001174	HELIO_03977	NEMVE06466
OG0001175	HELIO_11278	NEMVE18808, NEMVE00944
OG0001176	HELIO_06263	NEMVE04714
OG0001177	HELIO_06526, HELIO_10848	NEMVE07007
OG0001178	HELIO_07560, HELIO_03485	NEMVE13445, NEMVE00910
OG0001178	HELIO_05752	NEMVE14023
OG0001181	HELIO_05206	NEMVE04930
OG0001183	HELIO_08524	NEMVE02043
OG0001184	HELIO_12185	NEMVE23775
OG0001184	HELIO_02728	NEMVE05038
OG0001185	HELIO_12657	NEMVE15207
OG0001186	HELIO_09188	NEMVE07796
OG0001186	HELIO_01928	NEMVE14205
OG0001188	HELIO_03558	NEMVE04912
OG0001189	HELIO_02935, HELIO_12493	NEMVE24274
OG0001190	HELIO_03395	NEMVE07335, NEMVE20942
OG0001191	HELIO_06301	NEMVE02357
OG0001196	HELIO_04183	NEMVE08224, NEMVE12229
OG0001197	HELIO_04520	NEMVE01874
OG0001197	HELIO_09598	NEMVE09865
OG0001198	HELIO_03508	NEMVE24571
OG0001198	HELIO_05572	NEMVE22207, NEMVE25198, NEMVE00766
OG0001199	HELIO_10405	NEMVE23802, NEMVE12602
OG0001200	HELIO_10259	NEMVE09033
OG0001201	HELIO_08628	NEMVE09573
OG0001202	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869	NEMVE18910, NEMVE19217
OG0001203	HELIO_05203	NEMVE06946
OG0001204	HELIO_07269	NEMVE16401
OG0001205	HELIO_04532, HELIO_09648	NEMVE09608
OG0001207	HELIO_10416	NEMVE05326
OG0001207	HELIO_09377	NEMVE07504
OG0001208	HELIO_05489	NEMVE13141
OG0001209	HELIO_05535	NEMVE13903
OG0001211	HELIO_12099	NEMVE14313
OG0001213	HELIO_11611	NEMVE09096
OG0001213	HELIO_01934	NEMVE14427
OG0001214	HELIO_04580	NEMVE05859
OG0001215	HELIO_00251	NEMVE25378
OG0001216	HELIO_01588	NEMVE13574
OG0001218	HELIO_10349	NEMVE21894
OG0001219	HELIO_07847	NEMVE22457
OG0001220	HELIO_12730	NEMVE01931
OG0001220	HELIO_10065	NEMVE13508, NEMVE06753
OG0001221	HELIO_07645	NEMVE10455, NEMVE21175
OG0001224	HELIO_01823	NEMVE18437
OG0001225	HELIO_09303, HELIO_11088	NEMVE24191
OG0001230	HELIO_06157	NEMVE14462
OG0001231	HELIO_02150	NEMVE18418
OG0001232	HELIO_07324	NEMVE08692
OG0001233	HELIO_05738	NEMVE05554
OG0001234	HELIO_07394	NEMVE18230, NEMVE12291
OG0001236	HELIO_09754	NEMVE24358
OG0001238	HELIO_06977	NEMVE14613
OG0001239	HELIO_10768	NEMVE13393
OG0001240	HELIO_05508	NEMVE12044, NEMVE01922
OG0001241	HELIO_03226	NEMVE23698
OG0001241	HELIO_12192	NEMVE22413
OG0001242	HELIO_06262	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690
OG0001243	HELIO_09478	NEMVE04580
OG0001245	HELIO_09453	NEMVE23125
OG0001246	HELIO_03726, HELIO_03727	NEMVE07108
OG0001247	HELIO_00879	NEMVE03420
OG0001248	HELIO_05974	NEMVE14608
OG0001250	HELIO_01985	NEMVE07058
OG0001251	HELIO_03697	NEMVE05777
OG0001252	HELIO_06077	NEMVE05179
OG0001253	HELIO_02555, HELIO_12144	NEMVE14445
OG0001254	HELIO_05460	NEMVE01446, NEMVE14277
OG0001256	HELIO_03181	NEMVE11467, NEMVE20435
OG0001261	HELIO_03943	NEMVE12600, NEMVE24381
OG0001263	HELIO_01885	NEMVE21893, NEMVE01880
OG0001264	HELIO_12570	NEMVE09188
OG0001265	HELIO_09250	NEMVE15204
OG0001266	HELIO_03369, HELIO_01463, HELIO_12361	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	HELIO_05562	NEMVE25606
OG0001267	HELIO_09471	NEMVE22271
OG0001268	HELIO_07801	NEMVE13796
OG0001268	HELIO_12028	NEMVE10358
OG0001270	HELIO_02110	NEMVE21909, NEMVE12078
OG0001270	HELIO_02804	NEMVE22554
OG0001271	HELIO_11242	NEMVE16016, NEMVE12266
OG0001272	HELIO_01808	NEMVE24865
OG0001273	HELIO_12680	NEMVE06058
OG0001274	HELIO_06326	NEMVE24783
OG0001275	HELIO_04684, HELIO_02615	NEMVE02957
OG0001275	HELIO_03038	NEMVE14795
OG0001276	HELIO_11104	NEMVE24658
OG0001277	HELIO_11303, HELIO_05345, HELIO_05307, HELIO_05801, HELIO_03274, HELIO_02113	NEMVE08949
OG0001278	HELIO_10541, HELIO_03037	NEMVE22456
OG0001279	HELIO_12791	NEMVE06730
OG0001282	HELIO_03746	NEMVE13494
OG0001284	HELIO_06649	NEMVE15039
OG0001284	HELIO_03045	NEMVE12745, NEMVE19495
OG0001285	HELIO_05581	NEMVE07034
OG0001286	HELIO_12601	NEMVE08364
OG0001288	HELIO_10795	NEMVE20273
OG0001290	HELIO_11508	NEMVE22813, NEMVE07506
OG0001291	HELIO_10055	NEMVE25091
OG0001293	HELIO_07956	NEMVE24929
OG0001294	HELIO_08951	NEMVE10810
OG0001295	HELIO_12648	NEMVE10114
OG0001296	HELIO_12075	NEMVE10339
OG0001297	HELIO_05910	NEMVE03104
OG0001300	HELIO_09555	NEMVE10660
OG0001302	HELIO_02616	NEMVE13962, NEMVE18411
OG0001302	HELIO_08651	NEMVE17610
OG0001303	HELIO_05449	NEMVE22969
OG0001304	HELIO_08289, HELIO_08290	NEMVE01937
OG0001305	HELIO_07982	NEMVE06825
OG0001306	HELIO_11276	NEMVE16218
OG0001306	HELIO_04068, HELIO_02369	NEMVE08625
OG0001308	HELIO_12210	NEMVE06230
OG0001309	HELIO_06983	NEMVE23002, NEMVE18542
OG0001310	HELIO_02438	NEMVE22452
OG0001310	HELIO_09331	NEMVE14637
OG0001311	HELIO_02223, HELIO_00805	NEMVE05964, NEMVE03793
OG0001312	HELIO_11963	NEMVE14791, NEMVE14787
OG0001314	HELIO_05745	NEMVE24317
OG0001317	HELIO_08857	NEMVE01591
OG0001317	HELIO_08319	NEMVE13378
OG0001318	HELIO_01897	NEMVE22575
OG0001318	HELIO_00651	NEMVE14651
OG0001319	HELIO_09125	NEMVE01465
OG0001320	HELIO_07097	NEMVE10295
OG0001320	HELIO_01606	NEMVE25688
OG0001321	HELIO_11153	NEMVE21741, NEMVE15029
OG0001322	HELIO_12344	NEMVE14406
OG0001322	HELIO_07391	NEMVE05068, NEMVE21787
OG0001323	HELIO_04274	NEMVE17138
OG0001324	HELIO_11046	NEMVE19268, NEMVE11187
OG0001326	HELIO_01722	NEMVE14355
OG0001327	HELIO_06372	NEMVE09298
OG0001327	HELIO_03453	NEMVE15997
OG0001329	HELIO_12348	NEMVE06386
OG0001330	HELIO_07773	NEMVE14535
OG0001331	HELIO_10456, HELIO_10455	NEMVE23983
OG0001335	HELIO_01988, HELIO_01987	NEMVE08654
OG0001335	HELIO_09999	NEMVE06061
OG0001337	HELIO_12764	NEMVE11126
OG0001337	HELIO_11060	NEMVE05602
OG0001339	HELIO_05791	NEMVE21011
OG0001339	HELIO_08381	NEMVE25120
OG0001343	HELIO_10099	NEMVE18205, NEMVE19131
OG0001343	HELIO_04553	NEMVE25260, NEMVE17073, NEMVE23290, NEMVE24415
OG0001344	HELIO_02566	NEMVE22371
OG0001345	HELIO_00586	NEMVE15150
OG0001348	HELIO_05226	NEMVE25188
OG0001349	HELIO_05986	NEMVE17568
OG0001350	HELIO_03259	NEMVE13044
OG0001351	HELIO_09749	NEMVE17590
OG0001352	HELIO_06067	NEMVE14525, NEMVE21813
OG0001353	HELIO_03307	NEMVE14778
OG0001353	HELIO_07889	NEMVE14645
OG0001354	HELIO_01003	NEMVE15994, NEMVE05871
OG0001355	HELIO_05179	NEMVE14405
OG0001356	HELIO_09355	NEMVE04630
OG0001357	HELIO_07642	NEMVE07199
OG0001358	HELIO_05651, HELIO_04483	NEMVE11838
OG0001360	HELIO_11152, HELIO_12349	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001362	HELIO_09857	NEMVE12236
OG0001363	HELIO_03084	NEMVE24406
OG0001364	HELIO_01882, HELIO_01884	NEMVE25546, NEMVE21006
OG0001367	HELIO_12197	NEMVE10311
OG0001368	HELIO_02045	NEMVE07089, NEMVE22569, NEMVE25218, NEMVE04773, NEMVE01407
OG0001369	HELIO_00430	NEMVE07342
OG0001370	HELIO_08459	NEMVE16952
OG0001370	HELIO_09154	NEMVE14662
OG0001371	HELIO_02393, HELIO_07671	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	HELIO_07415	NEMVE14621, NEMVE12678
OG0001372	HELIO_09833, HELIO_00197	NEMVE24235
OG0001373	HELIO_06748	NEMVE13198
OG0001375	HELIO_04841	NEMVE21718, NEMVE18400
OG0001375	HELIO_01574	NEMVE06380
OG0001376	HELIO_12299	NEMVE14506
OG0001377	HELIO_10836	NEMVE18187, NEMVE00630, NEMVE23910
OG0001378	HELIO_02964	NEMVE14996
OG0001379	HELIO_04200	NEMVE14262
OG0001380	HELIO_01850	NEMVE10957
OG0001381	HELIO_03557	NEMVE08816
OG0001383	HELIO_10404, HELIO_09985	NEMVE09447
OG0001384	HELIO_01654	NEMVE03030
OG0001386	HELIO_05642	NEMVE06336
OG0001386	HELIO_02823	NEMVE11740
OG0001386	HELIO_02822	NEMVE13418
OG0001389	HELIO_06611	NEMVE07341
OG0001394	HELIO_10885	NEMVE08699
OG0001395	HELIO_02673	NEMVE10872, NEMVE02945
OG0001397	HELIO_01273	NEMVE22946
OG0001397	HELIO_04122	NEMVE25397
OG0001398	HELIO_00222	NEMVE01787
OG0001399	HELIO_08757	NEMVE23382
OG0001401	HELIO_05514, HELIO_00801, HELIO_10489	NEMVE23498
OG0001402	HELIO_06192	NEMVE22752
OG0001403	HELIO_08199, HELIO_07385	NEMVE08195
OG0001404	HELIO_08622	NEMVE25280
OG0001404	HELIO_06483	NEMVE13694
OG0001405	HELIO_01612	NEMVE25349
OG0001405	HELIO_02155	NEMVE08567
OG0001406	HELIO_05795	NEMVE18633, NEMVE16331
OG0001408	HELIO_02887	NEMVE25885
OG0001409	HELIO_05260	NEMVE14897
OG0001410	HELIO_07114	NEMVE03165
OG0001410	HELIO_01417	NEMVE24971
OG0001411	HELIO_03361	NEMVE25920
OG0001412	HELIO_06209	NEMVE19652
OG0001413	HELIO_11436	NEMVE06553, NEMVE06540
OG0001413	HELIO_10258	NEMVE20094
OG0001414	HELIO_00902	NEMVE11734
OG0001415	HELIO_07046	NEMVE14658
OG0001415	HELIO_06445	NEMVE03240
OG0001416	HELIO_08511	NEMVE10436
OG0001417	HELIO_07751, HELIO_00311	NEMVE02519
OG0001418	HELIO_09143	NEMVE12090, NEMVE01985
OG0001420	HELIO_10002	NEMVE16749
OG0001421	HELIO_02587	NEMVE00612
OG0001422	HELIO_00344	NEMVE07209
OG0001423	HELIO_03132	NEMVE08632
OG0001424	HELIO_00747	NEMVE01171
OG0001424	HELIO_01935	NEMVE19994, NEMVE02440
OG0001425	HELIO_01653	NEMVE19543, NEMVE14280
OG0001426	HELIO_02149	NEMVE08760
OG0001428	HELIO_11579	NEMVE21876
OG0001430	HELIO_08384	NEMVE13108
OG0001431	HELIO_00600	NEMVE23887
OG0001432	HELIO_11010, HELIO_11878	NEMVE01898
OG0001434	HELIO_10029, HELIO_10027	NEMVE01045
OG0001437	HELIO_04743	NEMVE13628
OG0001438	HELIO_08091	NEMVE23399
OG0001439	HELIO_02716	NEMVE03395
OG0001440	HELIO_03196	NEMVE05815, NEMVE03715
OG0001445	HELIO_12183	NEMVE05296
OG0001446	HELIO_05230	NEMVE13345, NEMVE13458
OG0001447	HELIO_04829	NEMVE05648
OG0001448	HELIO_02926	NEMVE00791, NEMVE02092, NEMVE15574, NEMVE00572, NEMVE07132, NEMVE13653
OG0001449	HELIO_03720	NEMVE14841, NEMVE20272
OG0001449	HELIO_09662	NEMVE13482, NEMVE00941
OG0001450	HELIO_10816	NEMVE00959
OG0001451	HELIO_05972	NEMVE13777
OG0001452	HELIO_09077, HELIO_09076	NEMVE10972
OG0001453	HELIO_11229, HELIO_03802, HELIO_09980	NEMVE09283
OG0001455	HELIO_05822	NEMVE14951
OG0001456	HELIO_09922	NEMVE11079, NEMVE05799
OG0001459	HELIO_08961	NEMVE25233, NEMVE00289
OG0001460	HELIO_01716	NEMVE00841, NEMVE16041
OG0001460	HELIO_12669	NEMVE07626
OG0001462	HELIO_04040, HELIO_04329, HELIO_03160	NEMVE11473
OG0001463	HELIO_02919, HELIO_06206	NEMVE09388, NEMVE13964
OG0001464	HELIO_00437	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	HELIO_09508	NEMVE09463, NEMVE09468, NEMVE01540
OG0001466	HELIO_09852	NEMVE11395
OG0001466	HELIO_00231	NEMVE24631
OG0001467	HELIO_11527	NEMVE05171
OG0001467	HELIO_06233	NEMVE09380
OG0001468	HELIO_09103	NEMVE03519
OG0001469	HELIO_10093	NEMVE13119
OG0001469	HELIO_12462	NEMVE05710
OG0001470	HELIO_04948	NEMVE01457
OG0001471	HELIO_02669	NEMVE23465
OG0001472	HELIO_05084	NEMVE05967
OG0001472	HELIO_09162	NEMVE23386
OG0001473	HELIO_01497, HELIO_06355, HELIO_01429	NEMVE12413
OG0001474	HELIO_08603	NEMVE07106
OG0001474	HELIO_05046	NEMVE03081, NEMVE10570
OG0001475	HELIO_12116, HELIO_06079	NEMVE23631
OG0001476	HELIO_08408	NEMVE10280, NEMVE10281
OG0001477	HELIO_11351	NEMVE12181, NEMVE14548
OG0001479	HELIO_00677	NEMVE06797, NEMVE06784
OG0001480	HELIO_03092	NEMVE16556
OG0001482	HELIO_08972	NEMVE13241
OG0001483	HELIO_02368	NEMVE23590
OG0001484	HELIO_03855	NEMVE23070
OG0001485	HELIO_08845	NEMVE05976
OG0001486	HELIO_11744	NEMVE22710
OG0001487	HELIO_05287	NEMVE08786
OG0001488	HELIO_10288	NEMVE04737
OG0001489	HELIO_12039	NEMVE23571, NEMVE21444
OG0001492	HELIO_09966	NEMVE17956
OG0001493	HELIO_12365	NEMVE14619
OG0001495	HELIO_09225	NEMVE15483
OG0001496	HELIO_06643, HELIO_07757	NEMVE13319
OG0001500	HELIO_03279	NEMVE07759
OG0001502	HELIO_00925	NEMVE06315
OG0001503	HELIO_00871	NEMVE13535
OG0001503	HELIO_00967	NEMVE15019
OG0001504	HELIO_02828, HELIO_12551	NEMVE10459
OG0001505	HELIO_01480	NEMVE14234
OG0001506	HELIO_05280	NEMVE16287
OG0001507	HELIO_11605	NEMVE01058
OG0001508	HELIO_05840	NEMVE06884
OG0001509	HELIO_11798	NEMVE23903
OG0001510	HELIO_10061	NEMVE00716, NEMVE23759
OG0001511	HELIO_10472	NEMVE06177
OG0001512	HELIO_06404	NEMVE14517
OG0001513	HELIO_12676, HELIO_12677	NEMVE06330
OG0001516	HELIO_05144	NEMVE23626
OG0001517	HELIO_02409	NEMVE14577, NEMVE14581
OG0001518	HELIO_03202	NEMVE10672
OG0001521	HELIO_00931	NEMVE01970, NEMVE01552
OG0001521	HELIO_00932	NEMVE13756
OG0001522	HELIO_00391	NEMVE03232
OG0001522	HELIO_11736	NEMVE14033
OG0001523	HELIO_04060	NEMVE04670
OG0001524	HELIO_05163	NEMVE25396
OG0001524	HELIO_01459	NEMVE05484
OG0001525	HELIO_07734	NEMVE02407
OG0001526	HELIO_03062	NEMVE00906
OG0001527	HELIO_04544	NEMVE14422
OG0001527	HELIO_10434	NEMVE03078
OG0001528	HELIO_02093	NEMVE14401
OG0001530	HELIO_09208	NEMVE08975
OG0001531	HELIO_03563	NEMVE05034
OG0001531	HELIO_03562	NEMVE22954
OG0001532	HELIO_07182	NEMVE02971
OG0001534	HELIO_02863	NEMVE00470
OG0001536	HELIO_00034	NEMVE11894, NEMVE05661
OG0001538	HELIO_05127	NEMVE11486
OG0001546	HELIO_10092	NEMVE08644
OG0001550	HELIO_04550, HELIO_08048	NEMVE19108, NEMVE17874
OG0001551	HELIO_02886	NEMVE01664
OG0001553	HELIO_04975	NEMVE15083
OG0001554	HELIO_02815	NEMVE07256
OG0001557	HELIO_06596	NEMVE19058, NEMVE25522, NEMVE15026
OG0001558	HELIO_02760	NEMVE08767
OG0001559	HELIO_06123	NEMVE10463
OG0001561	HELIO_08393	NEMVE13680
OG0001563	HELIO_06290, HELIO_06516	NEMVE09315, NEMVE16630, NEMVE15254
OG0001564	HELIO_01962	NEMVE01813
OG0001567	HELIO_06880	NEMVE07133
OG0001568	HELIO_05132	NEMVE12145, NEMVE13029
OG0001569	HELIO_09196	NEMVE22103
OG0001570	HELIO_02540	NEMVE10457, NEMVE19638
OG0001571	HELIO_00290	NEMVE09690
OG0001571	HELIO_11750	NEMVE05898
OG0001572	HELIO_04693	NEMVE21698
OG0001573	HELIO_02265	NEMVE05590
OG0001574	HELIO_05607	NEMVE24808
OG0001575	HELIO_03584, HELIO_05293	NEMVE08150
OG0001576	HELIO_11858	NEMVE10771
OG0001577	HELIO_03678	NEMVE14595
OG0001578	HELIO_08790, HELIO_08789	NEMVE02073
OG0001580	HELIO_11365	NEMVE04880
OG0001581	HELIO_05221, HELIO_07860	NEMVE09495, NEMVE13982, NEMVE20122
OG0001582	HELIO_04387, HELIO_11913	NEMVE14586, NEMVE16677
OG0001583	HELIO_12114	NEMVE12298, NEMVE07434
OG0001584	HELIO_10513, HELIO_05589	NEMVE03502
OG0001588	HELIO_02213, HELIO_09335, HELIO_07886, HELIO_06202, HELIO_00024	NEMVE09735, NEMVE02707, NEMVE02610, NEMVE02611
OG0001589	HELIO_12278	NEMVE15586
OG0001590	HELIO_02516	NEMVE15049
OG0001591	HELIO_11360	NEMVE19630
OG0001592	HELIO_10882, HELIO_11034	NEMVE14685
OG0001593	HELIO_04977	NEMVE07459
OG0001594	HELIO_11160	NEMVE20923, NEMVE00343
OG0001596	HELIO_12698	NEMVE06132
OG0001597	HELIO_04679	NEMVE17805
OG0001597	HELIO_01769	NEMVE07623
OG0001599	HELIO_02009	NEMVE14138
OG0001600	HELIO_00399	NEMVE09547
OG0001602	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749	NEMVE04820
OG0001604	HELIO_12168	NEMVE01133
OG0001605	HELIO_09701, HELIO_00110	NEMVE17315
OG0001606	HELIO_11612	NEMVE13096
OG0001609	HELIO_04479	NEMVE17441
OG0001609	HELIO_00769	NEMVE13471
OG0001610	HELIO_06066	NEMVE21979
OG0001611	HELIO_10992	NEMVE04740
OG0001612	HELIO_03470	NEMVE00995
OG0001612	HELIO_09022	NEMVE00916
OG0001614	HELIO_09695	NEMVE02024
OG0001614	HELIO_09277	NEMVE09707, NEMVE14265
OG0001615	HELIO_04146	NEMVE24769
OG0001617	HELIO_06430	NEMVE00005
OG0001617	HELIO_03713	NEMVE25980
OG0001620	HELIO_04031	NEMVE05238, NEMVE07316
OG0001621	HELIO_05621, HELIO_05048	NEMVE07688
OG0001623	HELIO_12088	NEMVE14145, NEMVE16772, NEMVE24030
OG0001624	HELIO_06828	NEMVE20306, NEMVE10312
OG0001625	HELIO_03741	NEMVE18968
OG0001626	HELIO_03887	NEMVE19356, NEMVE25667
OG0001627	HELIO_03358, HELIO_11162	NEMVE04823
OG0001628	HELIO_11311	NEMVE08310
OG0001628	HELIO_03654	NEMVE19331
OG0001629	HELIO_11337	NEMVE06795
OG0001630	HELIO_11857	NEMVE22382
OG0001632	HELIO_03908	NEMVE05187
OG0001633	HELIO_09239	NEMVE04876
OG0001634	HELIO_00787	NEMVE22588
OG0001635	HELIO_00639	NEMVE14440
OG0001636	HELIO_06373	NEMVE10668
OG0001638	HELIO_10751	NEMVE24596
OG0001639	HELIO_03546	NEMVE25389, NEMVE18846, NEMVE25390, NEMVE25391
OG0001642	HELIO_00859, HELIO_00858	NEMVE25922
OG0001643	HELIO_03459	NEMVE20743, NEMVE11046
OG0001644	HELIO_10610	NEMVE22640
OG0001651	HELIO_08544	NEMVE10191, NEMVE06095
OG0001652	HELIO_06903	NEMVE00956, NEMVE05109
OG0001653	HELIO_02536	NEMVE00904
OG0001654	HELIO_00734, HELIO_02525	NEMVE09044, NEMVE16312, NEMVE13324
OG0001655	HELIO_08331	NEMVE19053
OG0001656	HELIO_09773	NEMVE04660
OG0001657	HELIO_09713	NEMVE13455
OG0001658	HELIO_10076	NEMVE17963
OG0001659	HELIO_01989, HELIO_01990	NEMVE11319
OG0001660	HELIO_04664	NEMVE15239
OG0001661	HELIO_12135	NEMVE07312, NEMVE10092, NEMVE22246
OG0001661	HELIO_07195	NEMVE01351
OG0001662	HELIO_07941	NEMVE11251
OG0001662	HELIO_12598	NEMVE13811
OG0001663	HELIO_06205, HELIO_04184	NEMVE21018, NEMVE23853
OG0001664	HELIO_08200	NEMVE25426
OG0001665	HELIO_08876	NEMVE09117
OG0001665	HELIO_01144	NEMVE05163
OG0001666	HELIO_07524, HELIO_03742	NEMVE25558
OG0001667	HELIO_04686, HELIO_06712	NEMVE22928
OG0001668	HELIO_03082	NEMVE14155
OG0001670	HELIO_10177, HELIO_03065	NEMVE23427
OG0001671	HELIO_08248, HELIO_08266	NEMVE21602, NEMVE24836
OG0001672	HELIO_11405	NEMVE22147
OG0001673	HELIO_05452	NEMVE07546
OG0001674	HELIO_12593	NEMVE25306
OG0001675	HELIO_05454	NEMVE03414
OG0001676	HELIO_09572	NEMVE11180, NEMVE13897
OG0001676	HELIO_09106	NEMVE17801
OG0001677	HELIO_10400	NEMVE08811
OG0001679	HELIO_08774, HELIO_10789, HELIO_00740	NEMVE06179
OG0001680	HELIO_00317	NEMVE10805
OG0001682	HELIO_05143, HELIO_05018, HELIO_05865	NEMVE09695
OG0001682	HELIO_04037	NEMVE25275
OG0001683	HELIO_10892	NEMVE22487
OG0001685	HELIO_02127	NEMVE22402
OG0001687	HELIO_06212	NEMVE13398
OG0001688	HELIO_04799	NEMVE01983
OG0001689	HELIO_03264, HELIO_04701	NEMVE13426
OG0001691	HELIO_03141	NEMVE08246
OG0001692	HELIO_03302	NEMVE05217
OG0001694	HELIO_05253	NEMVE06291
OG0001696	HELIO_02613	NEMVE17253
OG0001704	HELIO_11078	NEMVE21188, NEMVE00356, NEMVE24161, NEMVE25865, NEMVE23380, NEMVE07682
OG0001706	HELIO_03225	NEMVE23731
OG0001707	HELIO_04517	NEMVE04981, NEMVE14075
OG0001708	HELIO_01586	NEMVE11609, NEMVE25416, NEMVE10072
OG0001709	HELIO_12693	NEMVE13278
OG0001710	HELIO_01243	NEMVE05195
OG0001711	HELIO_09636	NEMVE10176
OG0001712	HELIO_09358, HELIO_09359	NEMVE01593
OG0001713	HELIO_10733	NEMVE19673
OG0001714	HELIO_10062	NEMVE20785, NEMVE14822
OG0001714	HELIO_01478	NEMVE15425
OG0001715	HELIO_11827	NEMVE00409
OG0001716	HELIO_07127	NEMVE22409
OG0001718	HELIO_08374	NEMVE25579
OG0001720	HELIO_01666	NEMVE00978, NEMVE05172
OG0001721	HELIO_04710	NEMVE14398
OG0001722	HELIO_03016	NEMVE10043
OG0001723	HELIO_03904	NEMVE01559, NEMVE07760
OG0001724	HELIO_09512	NEMVE13963
OG0001726	HELIO_12477	NEMVE04744
OG0001726	HELIO_10937	NEMVE09591
OG0001727	HELIO_00379	NEMVE05094, NEMVE01092
OG0001728	HELIO_06859, HELIO_02961	NEMVE16908
OG0001729	HELIO_07800	NEMVE13833, NEMVE04729, NEMVE22386
OG0001730	HELIO_09660	NEMVE00988
OG0001731	HELIO_04109	NEMVE14594
OG0001732	HELIO_08312	NEMVE08717
OG0001733	HELIO_06708, HELIO_05078	NEMVE04835
OG0001735	HELIO_08576	NEMVE08944, NEMVE20783
OG0001736	HELIO_04175	NEMVE07797
OG0001738	HELIO_00898	NEMVE05920
OG0001739	HELIO_08138	NEMVE22586, NEMVE20891
OG0001740	HELIO_05162, HELIO_06383	NEMVE02279
OG0001741	HELIO_09141	NEMVE21578, NEMVE02386
OG0001742	HELIO_03873, HELIO_02031	NEMVE22258
OG0001743	HELIO_12557	NEMVE08168
OG0001744	HELIO_00852	NEMVE23885, NEMVE06480, NEMVE00868, NEMVE09318, NEMVE11370, NEMVE05557, NEMVE05541
OG0001747	HELIO_09412	NEMVE09757
OG0001749	HELIO_08042	NEMVE17331
OG0001750	HELIO_09724	NEMVE21750
OG0001751	HELIO_11274	NEMVE13706
OG0001752	HELIO_07873	NEMVE24646
OG0001754	HELIO_12416	NEMVE14105, NEMVE20494
OG0001755	HELIO_08464	NEMVE14907
OG0001755	HELIO_03611	NEMVE21726
