Orthogroup	HELIO_ok	XENTR
OG0001065	HELIO_04289	XENTR14400, XENTR14851
OG0001066	HELIO_06550	XENTR05175
OG0001067	HELIO_08543	XENTR15131, XENTR06306, XENTR12290
OG0001072	HELIO_02051	XENTR01131
OG0001072	HELIO_11812	XENTR14054
OG0001073	HELIO_10163	XENTR13757, XENTR03448, XENTR09013
OG0001075	HELIO_03042	XENTR05482, XENTR14239, XENTR06059
OG0001076	HELIO_10241	XENTR04369, XENTR03450
OG0001077	HELIO_00459	XENTR02919
OG0001078	HELIO_05283	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	HELIO_01927	XENTR02342, XENTR18570
OG0001080	HELIO_05367	XENTR17306
OG0001080	HELIO_07062	XENTR00219, XENTR05053
OG0001081	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737	XENTR11483, XENTR11482
OG0001082	HELIO_11176	XENTR04166, XENTR03787
OG0001084	HELIO_02656	XENTR03176
OG0001085	HELIO_07664	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001086	HELIO_00354	XENTR14767, XENTR08988, XENTR08989, XENTR09494
OG0001089	HELIO_12254	XENTR12503
OG0001091	HELIO_12660, HELIO_12659	XENTR11804
OG0001092	HELIO_09889	XENTR04356
OG0001092	HELIO_09890	XENTR04358
OG0001095	HELIO_00438	XENTR12897, XENTR04215
OG0001096	HELIO_11485	XENTR04979, XENTR04980, XENTR10593
OG0001097	HELIO_03978	XENTR05554
OG0001101	HELIO_11659	XENTR16380
OG0001102	HELIO_10839	XENTR00597
OG0001103	HELIO_09522	XENTR11707
OG0001103	HELIO_03297	XENTR08189
OG0001104	HELIO_02923	XENTR13239
OG0001105	HELIO_08271	XENTR00250
OG0001106	HELIO_08971	XENTR12570
OG0001107	HELIO_04866	XENTR10533, XENTR02061, XENTR02717
OG0001108	HELIO_00460	XENTR08568
OG0001108	HELIO_08728	XENTR01519
OG0001109	HELIO_04286	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001110	HELIO_10394	XENTR01316, XENTR07736
OG0001112	HELIO_11241	XENTR08598, XENTR07078
OG0001114	HELIO_01619	XENTR05283, XENTR05282, XENTR18949
OG0001115	HELIO_08018, HELIO_01170	XENTR18977, XENTR15749, XENTR18459, XENTR14532
OG0001119	HELIO_04951	XENTR18158
OG0001121	HELIO_02833, HELIO_04338	XENTR00146, XENTR15147
OG0001123	HELIO_05833	XENTR10415
OG0001123	HELIO_11888	XENTR03409
OG0001124	HELIO_05892	XENTR16582
OG0001124	HELIO_11497	XENTR06212
OG0001126	HELIO_08150	XENTR18698
OG0001126	HELIO_09972	XENTR17124
OG0001127	HELIO_07919	XENTR08219, XENTR08218, XENTR06362
OG0001128	HELIO_07418	XENTR08508, XENTR02079, XENTR13449, XENTR13450
OG0001129	HELIO_05218	XENTR05147
OG0001129	HELIO_02379	XENTR08362
OG0001130	HELIO_08960, HELIO_05662	XENTR03434
OG0001131	HELIO_11533	XENTR08901, XENTR13407
OG0001132	HELIO_09410	XENTR06989
OG0001133	HELIO_10368	XENTR15362
OG0001134	HELIO_12460	XENTR10250, XENTR00965, XENTR03216, XENTR03221
OG0001135	HELIO_07754	XENTR14974, XENTR01797, XENTR01779
OG0001137	HELIO_03163	XENTR12668, XENTR04145
OG0001138	HELIO_09443	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	HELIO_04488	XENTR07646, XENTR17010
OG0001140	HELIO_00781	XENTR00230, XENTR13675, XENTR13933
OG0001141	HELIO_08701, HELIO_05429, HELIO_04831	XENTR05715
OG0001142	HELIO_05081	XENTR06629
OG0001143	HELIO_02868	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001144	HELIO_08158	XENTR08544, XENTR07178, XENTR03323, XENTR03322
OG0001146	HELIO_04581	XENTR04404, XENTR04096, XENTR12242
OG0001148	HELIO_12317	XENTR10476
OG0001149	HELIO_07596	XENTR12926, XENTR00444
OG0001155	HELIO_01105	XENTR04938
OG0001156	HELIO_05032	XENTR07093, XENTR06912, XENTR01092
OG0001157	HELIO_11854, HELIO_11231	XENTR04127
OG0001158	HELIO_03567, HELIO_07771	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	HELIO_09181	XENTR05163, XENTR05113
OG0001160	HELIO_10702	XENTR08948, XENTR07949
OG0001161	HELIO_01628	XENTR05290, XENTR17947
OG0001162	HELIO_09342, HELIO_11797	XENTR10454, XENTR14933
OG0001163	HELIO_12002	XENTR08141
OG0001165	HELIO_08812	XENTR03624
OG0001165	HELIO_00728	XENTR02305
OG0001166	HELIO_00329	XENTR18013, XENTR18012, XENTR14106
OG0001167	HELIO_08270	XENTR07709, XENTR06636, XENTR08900
OG0001168	HELIO_00913	XENTR12949, XENTR06904, XENTR00455
OG0001169	HELIO_01933	XENTR18438
OG0001170	HELIO_06339	XENTR14411
OG0001171	HELIO_07445	XENTR06589
OG0001172	HELIO_12376	XENTR06358, XENTR09420
OG0001172	HELIO_03682	XENTR08224, XENTR15936
OG0001173	HELIO_09432, HELIO_09438	XENTR06289, XENTR03346, XENTR03345
OG0001174	HELIO_03977	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963
OG0001175	HELIO_11278	XENTR04334, XENTR01937
OG0001176	HELIO_06263	XENTR04321
OG0001177	HELIO_06526	XENTR04520
OG0001177	HELIO_10848	XENTR01947
OG0001178	HELIO_07560, HELIO_03485	XENTR00333
OG0001178	HELIO_05752	XENTR02313
OG0001179	HELIO_06718	XENTR01714
OG0001181	HELIO_05206	XENTR02917, XENTR13969
OG0001182	HELIO_05272, HELIO_04697	XENTR04131, XENTR14389, XENTR06978, XENTR10070
OG0001183	HELIO_08524	XENTR15931, XENTR15930
OG0001184	HELIO_12185	XENTR11761
OG0001184	HELIO_02728	XENTR16633
OG0001185	HELIO_12657	XENTR05474, XENTR09610, XENTR09609
OG0001186	HELIO_09188	XENTR07680, XENTR03745
OG0001186	HELIO_01928	XENTR03736
OG0001187	HELIO_05364	XENTR11283
OG0001188	HELIO_03558	XENTR12660, XENTR10956, XENTR04124
OG0001190	HELIO_03395	XENTR06259, XENTR16660, XENTR16659
OG0001191	HELIO_06301	XENTR02213, XENTR13144, XENTR08963
OG0001196	HELIO_04183	XENTR18694, XENTR11054, XENTR19094
OG0001197	HELIO_04520	XENTR14109
OG0001198	HELIO_03508	XENTR13281
OG0001198	HELIO_05572	XENTR16301
OG0001199	HELIO_01130	XENTR12723
OG0001201	HELIO_08628	XENTR17811
OG0001202	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869	XENTR11567, XENTR11566
OG0001204	HELIO_07269	XENTR13340
OG0001205	HELIO_04532, HELIO_09648	XENTR14919
OG0001207	HELIO_09377	XENTR10602, XENTR06956, XENTR16548
OG0001208	HELIO_05489	XENTR05399, XENTR14797
OG0001209	HELIO_05535	XENTR17550
OG0001210	HELIO_01552	XENTR12983
OG0001210	HELIO_03776	XENTR09378
OG0001211	HELIO_12099	XENTR04154, XENTR06866
OG0001212	HELIO_05237	XENTR17241, XENTR17240
OG0001213	HELIO_11611	XENTR10507
OG0001213	HELIO_01934	XENTR01205
OG0001215	HELIO_00251	XENTR12954, XENTR16550, XENTR16549
OG0001216	HELIO_01588	XENTR13109
OG0001216	HELIO_04477	XENTR05946
OG0001217	HELIO_09665	XENTR07688, XENTR11580, XENTR00148
OG0001218	HELIO_10349	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	HELIO_07847	XENTR03647, XENTR18228, XENTR12113
OG0001220	HELIO_12730	XENTR06344, XENTR06343
OG0001221	HELIO_07645	XENTR15915
OG0001223	HELIO_08053	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	HELIO_01823	XENTR18588
OG0001225	HELIO_09303	XENTR09310, XENTR06994, XENTR15732
OG0001227	HELIO_03789	XENTR05921
OG0001231	HELIO_02150	XENTR03878, XENTR01648
OG0001232	HELIO_07324	XENTR01820
OG0001233	HELIO_05738	XENTR15515
OG0001238	HELIO_06977	XENTR08981
OG0001239	HELIO_10768	XENTR05992, XENTR11309
OG0001240	HELIO_05508	XENTR01403, XENTR05719, XENTR12304, XENTR05718
OG0001241	HELIO_03226	XENTR12971
OG0001241	HELIO_12192	XENTR07087, XENTR02055
OG0001243	HELIO_09478	XENTR17516, XENTR17517
OG0001245	HELIO_09453	XENTR09296
OG0001247	HELIO_00879	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001248	HELIO_05974	XENTR01078, XENTR18804, XENTR03776
OG0001250	HELIO_01985	XENTR10529, XENTR04777, XENTR07316
OG0001251	HELIO_03697	XENTR12411
OG0001252	HELIO_06077	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	HELIO_12144	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	HELIO_05460	XENTR03435, XENTR01471
OG0001256	HELIO_03181	XENTR12356
OG0001261	HELIO_03943	XENTR03563, XENTR16999
OG0001262	HELIO_07069, HELIO_09573, HELIO_00924	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	HELIO_04331	XENTR06868
OG0001264	HELIO_12570	XENTR02490, XENTR03731, XENTR05140
OG0001266	HELIO_12361	XENTR10900, XENTR02450
OG0001267	HELIO_05562	XENTR14460
OG0001267	HELIO_09471	XENTR06333
OG0001268	HELIO_07801	XENTR08282
OG0001268	HELIO_12028	XENTR18855
OG0001270	HELIO_02110	XENTR01782
OG0001270	HELIO_02804	XENTR12521, XENTR12522
OG0001271	HELIO_11242	XENTR17754, XENTR02751, XENTR07226
OG0001272	HELIO_01808	XENTR18340, XENTR09464, XENTR00960
OG0001273	HELIO_12680	XENTR13224, XENTR14752, XENTR14082
OG0001274	HELIO_06326	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	HELIO_02615	XENTR14625
OG0001275	HELIO_03038	XENTR14624
OG0001276	HELIO_11104	XENTR09721, XENTR13760
OG0001278	HELIO_10541, HELIO_03037	XENTR09813
OG0001279	HELIO_12791	XENTR11976, XENTR14916
OG0001282	HELIO_03746	XENTR16436, XENTR00274
OG0001284	HELIO_06649	XENTR15697
OG0001284	HELIO_03045	XENTR01467, XENTR01466
OG0001288	HELIO_10795	XENTR05832, XENTR05833
OG0001290	HELIO_11508	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	HELIO_10055	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	HELIO_11499	XENTR03404, XENTR01086
OG0001293	HELIO_07956	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	HELIO_08951	XENTR08985, XENTR08984
OG0001295	HELIO_12648	XENTR07162, XENTR07111
OG0001296	HELIO_12075	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001297	HELIO_05910	XENTR07068, XENTR07067, XENTR01254, XENTR17500
OG0001300	HELIO_09555	XENTR09380, XENTR15087, XENTR13396
OG0001302	HELIO_08651	XENTR05127, XENTR05128
OG0001304	HELIO_08290	XENTR13603, XENTR09891, XENTR07804, XENTR02497
OG0001305	HELIO_07982	XENTR06508, XENTR06784, XENTR15394
OG0001306	HELIO_11276	XENTR00068
OG0001306	HELIO_04068, HELIO_02369	XENTR06783
OG0001308	HELIO_12210	XENTR08924, XENTR10339, XENTR11736
OG0001309	HELIO_06983	XENTR12950
OG0001310	HELIO_02438	XENTR02393
OG0001310	HELIO_09331	XENTR15418
OG0001311	HELIO_02223	XENTR11767
OG0001311	HELIO_00805	XENTR16951
OG0001313	HELIO_11988	XENTR06253
OG0001315	HELIO_00584	XENTR18202, XENTR00932, XENTR03902
OG0001316	HELIO_08864	XENTR05492, XENTR15964, XENTR00686
OG0001317	HELIO_08857	XENTR06399
OG0001318	HELIO_01897	XENTR10187
OG0001318	HELIO_00651	XENTR00640
OG0001319	HELIO_09125	XENTR00669, XENTR10926, XENTR09062
OG0001320	HELIO_07097	XENTR12547
OG0001320	HELIO_01606	XENTR13078, XENTR04130
OG0001321	HELIO_11153	XENTR11250, XENTR11532, XENTR11534
OG0001322	HELIO_12344	XENTR10160, XENTR16770
OG0001322	HELIO_07391	XENTR07426
OG0001324	HELIO_11046	XENTR08414
OG0001326	HELIO_01722	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848
OG0001327	HELIO_03453	XENTR10101, XENTR14547
OG0001329	HELIO_12348	XENTR00757
OG0001330	HELIO_07773	XENTR14976, XENTR11097, XENTR10939
OG0001331	HELIO_10456, HELIO_10455	XENTR14937, XENTR18315
OG0001333	HELIO_07137	XENTR01835
OG0001337	HELIO_11060	XENTR04761, XENTR09361
OG0001344	HELIO_02566	XENTR06464
OG0001345	HELIO_00586	XENTR02832
OG0001348	HELIO_05226	XENTR02721, XENTR02053
OG0001350	HELIO_03259	XENTR00070
OG0001351	HELIO_09749	XENTR02308
OG0001352	HELIO_06067	XENTR02276, XENTR07810
OG0001353	HELIO_03307	XENTR09948
OG0001353	HELIO_07889	XENTR09957, XENTR02518
OG0001354	HELIO_01003	XENTR12221, XENTR00037, XENTR04304
OG0001355	HELIO_05179	XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	HELIO_09355	XENTR11301, XENTR02362, XENTR06819
OG0001357	HELIO_07642	XENTR05091, XENTR02425, XENTR12657
OG0001359	HELIO_00338	XENTR04346, XENTR10433, XENTR08085, XENTR18085
OG0001360	HELIO_12349	XENTR05571
OG0001361	HELIO_12234	XENTR11816, XENTR11817, XENTR17007
OG0001362	HELIO_09857	XENTR15980
OG0001363	HELIO_03084	XENTR09917, XENTR06150
OG0001364	HELIO_01882, HELIO_01884	XENTR17966, XENTR03257
OG0001365	HELIO_08493, HELIO_12193	XENTR03966, XENTR05559
OG0001367	HELIO_12197	XENTR02449, XENTR12179, XENTR12890
OG0001368	HELIO_02045	XENTR09946, XENTR11688
OG0001369	HELIO_00430	XENTR07049, XENTR14549, XENTR14550, XENTR10107
OG0001370	HELIO_08459	XENTR01446
OG0001370	HELIO_09154	XENTR09409
OG0001371	HELIO_02393, HELIO_07671	XENTR09788
OG0001372	HELIO_07415	XENTR17215
OG0001373	HELIO_06748	XENTR01826, XENTR09130, XENTR04806
OG0001374	HELIO_10870	XENTR15855, XENTR14140
OG0001375	HELIO_04841	XENTR05015
OG0001375	HELIO_01574	XENTR07997, XENTR12997
OG0001376	HELIO_12299	XENTR13691, XENTR14498, XENTR07143
OG0001377	HELIO_10836	XENTR07904, XENTR16306
OG0001378	HELIO_02964	XENTR01985, XENTR01998, XENTR11085, XENTR12484
OG0001379	HELIO_04200	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100
OG0001380	HELIO_01850	XENTR13793, XENTR03477, XENTR03478
OG0001381	HELIO_03557	XENTR15731, XENTR09312, XENTR06992
OG0001382	HELIO_05363	XENTR05428
OG0001384	HELIO_01654	XENTR06196, XENTR07238
OG0001386	HELIO_05642	XENTR01734
OG0001389	HELIO_06611	XENTR05255, XENTR05190, XENTR01018, XENTR09739
OG0001394	HELIO_10885	XENTR16874
OG0001395	HELIO_02673	XENTR05456, XENTR16923, XENTR11578, XENTR07687
OG0001397	HELIO_01273	XENTR17141, XENTR17665
OG0001397	HELIO_04122	XENTR11843
OG0001399	HELIO_05014	XENTR06193, XENTR06192
OG0001399	HELIO_08757	XENTR02498, XENTR09890
OG0001400	HELIO_09621	XENTR07182, XENTR03349, XENTR03348
OG0001402	HELIO_06192	XENTR04534, XENTR14904, XENTR04036
OG0001403	HELIO_08199, HELIO_07385	XENTR06529, XENTR17701, XENTR10933
OG0001404	HELIO_06483	XENTR10088
OG0001405	HELIO_01612	XENTR07643, XENTR11005
OG0001405	HELIO_02155	XENTR16937, XENTR16938
OG0001406	HELIO_05795	XENTR09026, XENTR05268
OG0001408	HELIO_02887	XENTR06160, XENTR13671, XENTR01315
OG0001409	HELIO_05260	XENTR08239, XENTR15156
OG0001410	HELIO_07114	XENTR04211, XENTR11331
OG0001410	HELIO_01417	XENTR08205
OG0001411	HELIO_03361	XENTR05513
OG0001412	HELIO_06209	XENTR01134
OG0001413	HELIO_11436	XENTR10327
OG0001413	HELIO_10258	XENTR01450
OG0001414	HELIO_00902	XENTR16760
OG0001414	HELIO_00745	XENTR03396
OG0001415	HELIO_07046	XENTR00799
OG0001416	HELIO_08511	XENTR04093, XENTR17575
OG0001417	HELIO_07751	XENTR13968
OG0001417	HELIO_00311	XENTR05604
OG0001418	HELIO_09143	XENTR11447, XENTR00014, XENTR05877, XENTR04739
OG0001420	HELIO_10002	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348
OG0001421	HELIO_02587	XENTR11642, XENTR10761, XENTR11862
OG0001422	HELIO_00344	XENTR07180, XENTR03319
OG0001423	HELIO_03132	XENTR11753, XENTR07724, XENTR12211
OG0001424	HELIO_00747	XENTR09472
OG0001425	HELIO_01653	XENTR00165, XENTR10054, XENTR15292
OG0001428	HELIO_11579	XENTR08058
OG0001430	HELIO_08384	XENTR11865, XENTR09506, XENTR03841, XENTR12647
OG0001431	HELIO_00600	XENTR12951, XENTR14198
OG0001432	HELIO_11010, HELIO_11878	XENTR18322, XENTR18323
OG0001434	HELIO_10028, HELIO_10029, HELIO_10027	XENTR14256, XENTR14257, XENTR14255
OG0001437	HELIO_04743	XENTR08203
OG0001440	HELIO_03196	XENTR02912, XENTR02913, XENTR13967
OG0001441	HELIO_03652	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537
OG0001445	HELIO_12183	XENTR00603, XENTR11995
OG0001446	HELIO_05230	XENTR11107
OG0001447	HELIO_04829	XENTR06688, XENTR11993, XENTR11860
OG0001449	HELIO_03720	XENTR18530
OG0001449	HELIO_09662	XENTR17594
OG0001451	HELIO_05972	XENTR09852
OG0001452	HELIO_09077, HELIO_09076	XENTR05846, XENTR01476, XENTR12152
OG0001453	HELIO_11229, HELIO_03802, HELIO_09980	XENTR15215, XENTR02669
OG0001454	HELIO_04552	XENTR01618, XENTR01050
OG0001455	HELIO_05822	XENTR00058, XENTR11013, XENTR05881, XENTR12230
OG0001456	HELIO_09922	XENTR09379
OG0001457	HELIO_08835	XENTR05747, XENTR02139
OG0001459	HELIO_08961	XENTR19263, XENTR05668
OG0001460	HELIO_12669	XENTR14447
OG0001461	HELIO_04207	XENTR05990
OG0001462	HELIO_03160	XENTR15395
OG0001463	HELIO_02919, HELIO_06206	XENTR15129, XENTR03741
OG0001464	HELIO_00437	XENTR03158, XENTR17134, XENTR06200
OG0001465	HELIO_09508	XENTR17228
OG0001466	HELIO_09852	XENTR16300
OG0001466	HELIO_00231	XENTR03641
OG0001467	HELIO_06233	XENTR16639
OG0001468	HELIO_09103	XENTR04167, XENTR10607
OG0001469	HELIO_12462	XENTR01260
OG0001470	HELIO_04948	XENTR08880, XENTR08883
OG0001472	HELIO_05084	XENTR12389
OG0001472	HELIO_09162	XENTR13330
OG0001473	HELIO_01497, HELIO_06355, HELIO_01429	XENTR16670, XENTR04818, XENTR04817
OG0001474	HELIO_08603	XENTR18010
OG0001474	HELIO_05046	XENTR01827
OG0001475	HELIO_12116, HELIO_06079	XENTR12916
OG0001476	HELIO_08408	XENTR11401
OG0001478	HELIO_10243	XENTR14390
OG0001479	HELIO_00677	XENTR01295, XENTR15874, XENTR09664
OG0001480	HELIO_03092	XENTR08394, XENTR12252, XENTR14932
OG0001481	HELIO_06832	XENTR08156, XENTR03822
OG0001483	HELIO_02368	XENTR10570
OG0001484	HELIO_03855	XENTR07065
OG0001485	HELIO_08845	XENTR03119, XENTR03410
OG0001486	HELIO_11744	XENTR14269, XENTR05434, XENTR04448, XENTR04449
OG0001487	HELIO_05287	XENTR15807, XENTR15808, XENTR03755, XENTR07678
OG0001488	HELIO_10288	XENTR17821
OG0001489	HELIO_12039	XENTR00338, XENTR12149
OG0001490	HELIO_10701	XENTR16191, XENTR12791, XENTR03053
OG0001492	HELIO_09966	XENTR06535, XENTR01139
OG0001493	HELIO_12365	XENTR09429
OG0001495	HELIO_09225	XENTR13170
OG0001496	HELIO_06643, HELIO_07757	XENTR07933
OG0001500	HELIO_03279	XENTR08590, XENTR12582, XENTR10830
OG0001501	HELIO_09204	XENTR06683, XENTR06684, XENTR12986
OG0001502	HELIO_00925	XENTR17438
OG0001503	HELIO_00871	XENTR14751
OG0001503	HELIO_00967	XENTR05638
OG0001504	HELIO_02828, HELIO_12551	XENTR02517
OG0001505	HELIO_01480	XENTR00271
OG0001506	HELIO_05280	XENTR00266, XENTR08441, XENTR08440
OG0001507	HELIO_11605	XENTR08992, XENTR07481
OG0001508	HELIO_05840	XENTR15984, XENTR15983, XENTR11480, XENTR11479
OG0001509	HELIO_11798	XENTR10571, XENTR03196
OG0001510	HELIO_10061	XENTR07005, XENTR12209, XENTR00355
OG0001511	HELIO_10472	XENTR03205
OG0001513	HELIO_12676, HELIO_12677	XENTR03148, XENTR05200
OG0001515	HELIO_11317	XENTR04041, XENTR04537
OG0001516	HELIO_05144	XENTR11018
OG0001517	HELIO_02409	XENTR13941, XENTR13905
OG0001518	HELIO_03202	XENTR06101, XENTR00879
OG0001520	HELIO_10408	XENTR12857, XENTR05173
OG0001521	HELIO_00931	XENTR14060, XENTR18950
OG0001521	HELIO_00932	XENTR14078
OG0001522	HELIO_11736	XENTR15230
OG0001523	HELIO_04060	XENTR10881, XENTR17742
OG0001524	HELIO_05163	XENTR09548
OG0001524	HELIO_01459	XENTR00484
OG0001525	HELIO_07734	XENTR12515, XENTR12514
OG0001526	HELIO_03062	XENTR01289, XENTR17681, XENTR16198
OG0001527	HELIO_04544	XENTR01509
OG0001527	HELIO_10434	XENTR15735
OG0001528	HELIO_02093	XENTR17324, XENTR04419
OG0001531	HELIO_03563	XENTR12449, XENTR11571, XENTR08724
OG0001532	HELIO_07182	XENTR11612, XENTR16708, XENTR06237
OG0001533	HELIO_12019	XENTR07080, XENTR17861
OG0001534	HELIO_02863	XENTR05627, XENTR06763, XENTR05628
OG0001536	HELIO_00034	XENTR02934
OG0001538	HELIO_05127	XENTR15405
OG0001545	HELIO_02222	XENTR08623, XENTR05315, XENTR18196
OG0001546	HELIO_10092	XENTR02403, XENTR05092
OG0001549	HELIO_10410	XENTR06613, XENTR07982, XENTR02588
OG0001550	HELIO_04550, HELIO_08048	XENTR12624
OG0001551	HELIO_02886	XENTR05545, XENTR05547
OG0001552	HELIO_00983	XENTR07028
OG0001553	HELIO_04975	XENTR02229, XENTR09430, XENTR09742
OG0001554	HELIO_02815	XENTR08488, XENTR05924
OG0001557	HELIO_05083	XENTR11819
OG0001558	HELIO_02760	XENTR16416, XENTR06488
OG0001559	HELIO_06123	XENTR09039, XENTR06623
OG0001561	HELIO_08393	XENTR16133, XENTR07954, XENTR01341
OG0001563	HELIO_06290, HELIO_06516	XENTR12134
OG0001564	HELIO_01962	XENTR03255, XENTR05932
OG0001565	HELIO_12328	XENTR14497, XENTR14805, XENTR12160
OG0001566	HELIO_11200, HELIO_02258	XENTR12398, XENTR12399, XENTR04955
OG0001567	HELIO_06880	XENTR10094, XENTR00289
OG0001568	HELIO_05132	XENTR05615
OG0001569	HELIO_09196	XENTR02711, XENTR00703, XENTR00702
OG0001570	HELIO_05222	XENTR05431
OG0001571	HELIO_11750	XENTR14473
OG0001572	HELIO_04693	XENTR14408
OG0001573	HELIO_02265	XENTR03987, XENTR08694
OG0001574	HELIO_05607	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496
OG0001575	HELIO_05293	XENTR14038, XENTR14037
OG0001576	HELIO_11858	XENTR15048, XENTR13227
OG0001578	HELIO_08790, HELIO_08789	XENTR01969, XENTR09544
OG0001580	HELIO_11365	XENTR13327, XENTR07267
OG0001581	HELIO_05221, HELIO_07860	XENTR07619, XENTR15249
OG0001582	HELIO_04387	XENTR07708, XENTR17762, XENTR01173
OG0001583	HELIO_12114	XENTR11561, XENTR14641
OG0001584	HELIO_10513, HELIO_05589	XENTR09628, XENTR09629
OG0001588	HELIO_02213, HELIO_09335, HELIO_07886, HELIO_06202, HELIO_00024	XENTR06850
OG0001589	HELIO_12278	XENTR11338
OG0001590	HELIO_11606, HELIO_02516	XENTR10428
OG0001592	HELIO_10882, HELIO_11034	XENTR11244, XENTR11243
OG0001593	HELIO_04977	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433
OG0001596	HELIO_12698	XENTR06371
OG0001597	HELIO_04679	XENTR05372
OG0001597	HELIO_01769	XENTR10161
OG0001599	HELIO_02009	XENTR07390, XENTR07367
OG0001600	HELIO_00399	XENTR16112, XENTR13590, XENTR11793
OG0001604	HELIO_12168	XENTR13341
OG0001605	HELIO_09701, HELIO_00110	XENTR04606
OG0001606	HELIO_11612	XENTR08318
OG0001608	HELIO_09014, HELIO_09013	XENTR00220, XENTR05052
OG0001609	HELIO_04479	XENTR06189
OG0001609	HELIO_00769	XENTR11285
OG0001610	HELIO_06066	XENTR16107, XENTR10867, XENTR00221
OG0001611	HELIO_10992	XENTR13532, XENTR13440, XENTR02083
OG0001612	HELIO_03470	XENTR12835
OG0001612	HELIO_09022	XENTR11391
OG0001614	HELIO_09695	XENTR03364
OG0001614	HELIO_09277	XENTR09810
OG0001615	HELIO_04146	XENTR04468, XENTR16398
OG0001617	HELIO_06430	XENTR11229, XENTR17736, XENTR07959
OG0001617	HELIO_03713	XENTR13009, XENTR13010
OG0001620	HELIO_04031	XENTR12935, XENTR17480, XENTR03941
OG0001621	HELIO_05621, HELIO_05048	XENTR01806, XENTR05633
OG0001622	HELIO_02684	XENTR13104, XENTR02280
OG0001624	HELIO_06828	XENTR12858, XENTR07807
OG0001627	HELIO_03358	XENTR11789
OG0001627	HELIO_11162	XENTR13175, XENTR07907
OG0001628	HELIO_11311	XENTR01654
OG0001634	HELIO_00787	XENTR11998
OG0001635	HELIO_00639	XENTR14373
OG0001636	HELIO_06373	XENTR00472
OG0001637	HELIO_00689	XENTR07980
OG0001638	HELIO_10751	XENTR17765, XENTR01518
OG0001639	HELIO_03546	XENTR05276, XENTR13285, XENTR13286
OG0001642	HELIO_00859, HELIO_00858	XENTR09499, XENTR14534, XENTR14535
OG0001643	HELIO_03459	XENTR05703, XENTR05702, XENTR14501
OG0001644	HELIO_10610	XENTR02166
OG0001651	HELIO_08544	XENTR14299, XENTR16608
OG0001652	HELIO_06903	XENTR13535
OG0001653	HELIO_02536	XENTR11019
OG0001654	HELIO_00734, HELIO_02525	XENTR09616, XENTR17243, XENTR09614
OG0001655	HELIO_08331	XENTR03302, XENTR02328, XENTR08790, XENTR08791
OG0001657	HELIO_09713	XENTR00532, XENTR17851
OG0001658	HELIO_10076	XENTR12967
OG0001659	HELIO_01989	XENTR05457, XENTR00169
OG0001659	HELIO_01990	XENTR00170
OG0001660	HELIO_04664	XENTR13183, XENTR03454, XENTR14380
OG0001661	HELIO_12135	XENTR10294
OG0001661	HELIO_07195	XENTR10421
OG0001662	HELIO_07941	XENTR08476
OG0001662	HELIO_12598	XENTR03671, XENTR14025
OG0001663	HELIO_06205, HELIO_04184	XENTR16289, XENTR18540, XENTR18541
OG0001665	HELIO_08876	XENTR01674
OG0001665	HELIO_01144	XENTR10394
OG0001666	HELIO_07524, HELIO_03742	XENTR09349
OG0001667	HELIO_04686, HELIO_06712	XENTR12439, XENTR07091
OG0001668	HELIO_03082	XENTR00151
OG0001670	HELIO_03065	XENTR06115, XENTR06114
OG0001671	HELIO_08266	XENTR08372
