Orthogroup	HELIO_ok	DROME
OG0001271	HELIO_11242	DROME20484
OG0001272	HELIO_01808	DROME17237, DROME17236, DROME17235, DROME17243
OG0001273	HELIO_12680	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251
OG0001274	HELIO_06326	DROME06585, DROME06586, DROME06584
OG0001276	HELIO_11104	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322
OG0001278	HELIO_09526	DROME15455, DROME15454, DROME15456
OG0001279	HELIO_12791	DROME15211, DROME15210
OG0001281	HELIO_06990	DROME19100
OG0001282	HELIO_03746	DROME04060, DROME04059, DROME04058
OG0001284	HELIO_03045	DROME05418
OG0001286	HELIO_12601	DROME11490, DROME11489, DROME11491
OG0001288	HELIO_10795	DROME19787, DROME09388, DROME09389
OG0001290	HELIO_11508	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924
OG0001291	HELIO_10055	DROME21166, DROME21165, DROME18055, DROME18056
OG0001292	HELIO_11499	DROME20956
OG0001293	HELIO_07956	DROME19380, DROME19378, DROME19379
OG0001294	HELIO_08951	DROME19278
OG0001295	HELIO_12648	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521
OG0001296	HELIO_12075	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669
OG0001300	HELIO_09555	DROME21326, DROME21325, DROME21324
OG0001302	HELIO_02616	DROME00539
OG0001304	HELIO_08289, HELIO_08290	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068
OG0001305	HELIO_07982	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831
OG0001306	HELIO_04068, HELIO_02369	DROME08751, DROME08752
OG0001308	HELIO_12210	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399
OG0001310	HELIO_02438	DROME15600
OG0001311	HELIO_00805	DROME06164
OG0001315	HELIO_06768, HELIO_00584	DROME16592
OG0001318	HELIO_01897	DROME17213
OG0001318	HELIO_00651	DROME09513
OG0001319	HELIO_09125	DROME01307
OG0001321	HELIO_11153	DROME16103
OG0001322	HELIO_07391	DROME15932
OG0001323	HELIO_04274	DROME18781, DROME18779, DROME18782, DROME18780
OG0001325	HELIO_02148	DROME14232
OG0001326	HELIO_01722	DROME03927
OG0001327	HELIO_06372	DROME02674, DROME02673, DROME02675
OG0001328	HELIO_02341	DROME20058
OG0001330	HELIO_07773	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683
OG0001331	HELIO_10456, HELIO_10455	DROME17517, DROME17519, DROME17518
OG0001335	HELIO_09999	DROME08039, DROME08040, DROME08041, DROME08038, DROME08042
OG0001337	HELIO_12764	DROME07933, DROME07937
OG0001337	HELIO_11060	DROME20158
OG0001341	HELIO_06656	DROME00588
OG0001344	HELIO_02566	DROME04657, DROME04656
OG0001348	HELIO_05226	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496
OG0001351	HELIO_09749	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249
OG0001352	HELIO_06067	DROME11579, DROME11580
OG0001353	HELIO_07889	DROME12504, DROME12505
OG0001354	HELIO_01003	DROME18928
OG0001355	HELIO_05179	DROME18115
OG0001356	HELIO_09355	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202
OG0001358	HELIO_05651, HELIO_04483	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319
OG0001359	HELIO_00338	DROME20396, DROME20399, DROME20398, DROME20397
OG0001360	HELIO_11152	DROME16475, DROME16474, DROME01288, DROME01289
OG0001362	HELIO_09857	DROME17431, DROME22085
OG0001363	HELIO_03084	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044
OG0001364	HELIO_01884	DROME18347, DROME18348
OG0001366	HELIO_09509	DROME19931, DROME19932, DROME19933, DROME19934
OG0001367	HELIO_12197	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536
OG0001368	HELIO_02045	DROME00518, DROME00521, DROME00519, DROME00520
OG0001370	HELIO_09154	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126
OG0001371	HELIO_02393, HELIO_07671	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809
OG0001372	HELIO_07415	DROME06987
OG0001373	HELIO_06748	DROME15869, DROME15867, DROME15866, DROME15868
OG0001375	HELIO_04841	DROME11058
OG0001375	HELIO_01574	DROME12544
OG0001376	HELIO_12299	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506
OG0001378	HELIO_02964	DROME14090, DROME14089
OG0001379	HELIO_04200	DROME02340
OG0001381	HELIO_03557	DROME21356, DROME21357, DROME21358, DROME21359, DROME20082, DROME20083, DROME20084
OG0001383	HELIO_10404, HELIO_09985	DROME08849, DROME08848, DROME08850, DROME08851
OG0001387	HELIO_07037	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640
OG0001389	HELIO_06611	DROME08448, DROME08449, DROME08447
OG0001394	HELIO_10885	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848
OG0001395	HELIO_02673	DROME22042
OG0001397	HELIO_01273	DROME12938
OG0001397	HELIO_04122	DROME12061
OG0001398	HELIO_00222	DROME00533
OG0001399	HELIO_05014, HELIO_08757	DROME18551, DROME15177
OG0001401	HELIO_05514, HELIO_00801, HELIO_10489	DROME07715
OG0001402	HELIO_06192	DROME14376, DROME21039, DROME21038, DROME21040, DROME21037
OG0001403	HELIO_07385	DROME02115, DROME02116, DROME02114
OG0001405	HELIO_01612	DROME06373
OG0001405	HELIO_02155	DROME02126
OG0001406	HELIO_05795	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083
OG0001408	HELIO_02887	DROME21635, DROME21636, DROME21634
OG0001409	HELIO_05260	DROME18107
OG0001410	HELIO_07114	DROME00626
OG0001411	HELIO_03361	DROME13591, DROME09768, DROME09769
OG0001413	HELIO_11436	DROME21681, DROME21682
OG0001413	HELIO_10258	DROME17078
OG0001414	HELIO_00902	DROME16698, DROME16697
OG0001414	HELIO_00745	DROME00599
OG0001415	HELIO_06445	DROME17030, DROME17031
OG0001417	HELIO_07751	DROME21398, DROME21399
OG0001417	HELIO_00311	DROME04528
OG0001418	HELIO_09143	DROME11411
OG0001421	HELIO_02587	DROME08210
OG0001422	HELIO_00344	DROME19262, DROME19263
OG0001423	HELIO_03132	DROME11161, DROME11163, DROME11162
OG0001424	HELIO_00747	DROME10397
OG0001424	HELIO_01935	DROME21291
OG0001425	HELIO_01653	DROME10455
OG0001426	HELIO_02149	DROME16504, DROME16505
OG0001428	HELIO_11579	DROME00299, DROME00300
OG0001430	HELIO_08384	DROME14607, DROME14606
OG0001431	HELIO_00600	DROME08311, DROME08313, DROME08312
OG0001435	HELIO_11808, HELIO_11809	DROME05738
OG0001436	HELIO_09777	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804
OG0001437	HELIO_04743	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502
OG0001438	HELIO_08091	DROME02079, DROME08565
OG0001440	HELIO_03196	DROME02347, DROME02348, DROME00857, DROME00860, DROME00861, DROME00859, DROME00858, DROME07996
OG0001441	HELIO_03652	DROME01135, DROME01136, DROME01138, DROME01137
OG0001442	HELIO_02245	DROME14822, DROME14823, DROME14821
OG0001445	HELIO_12183	DROME19218
OG0001447	HELIO_04829	DROME20519, DROME20520, DROME20518
OG0001449	HELIO_03720	DROME21187
OG0001455	HELIO_05822	DROME05198
OG0001456	HELIO_09922	DROME21079
OG0001459	HELIO_08961	DROME20534
OG0001460	HELIO_12669	DROME19034
OG0001461	HELIO_04207	DROME01468
OG0001462	HELIO_04040, HELIO_04329, HELIO_03160	DROME07618, DROME07619
OG0001463	HELIO_02919, HELIO_06206	DROME17238, DROME10819
OG0001464	HELIO_00437	DROME03533, DROME03534
OG0001465	HELIO_09508	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895
OG0001466	HELIO_09852, HELIO_00231	DROME20715
OG0001467	HELIO_06233	DROME03510
OG0001468	HELIO_09103	DROME11512, DROME11513
OG0001469	HELIO_10093	DROME11498
OG0001469	HELIO_12462	DROME15100
OG0001470	HELIO_04948	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191
OG0001472	HELIO_05084	DROME03418
OG0001472	HELIO_09162	DROME01627
OG0001474	HELIO_05046	DROME02835, DROME02834
OG0001475	HELIO_12116, HELIO_06079	DROME11371, DROME08104, DROME08103
OG0001476	HELIO_08408	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575
OG0001478	HELIO_10243	DROME17873, DROME17872
OG0001479	HELIO_00677	DROME09340
OG0001480	HELIO_03092	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	HELIO_08972	DROME08131, DROME08132, DROME08133
OG0001484	HELIO_03855	DROME00233, DROME00235, DROME00237
OG0001485	HELIO_08845	DROME07030, DROME07029, DROME07028, DROME07027, DROME07031
OG0001486	HELIO_11744	DROME20978
OG0001487	HELIO_05287	DROME03483, DROME03486, DROME03489, DROME03481, DROME03482, DROME03484, DROME03485, DROME03488, DROME03487
OG0001490	HELIO_10701	DROME20068, DROME20070, DROME20066, DROME20069, DROME20067, DROME20063, DROME20064, DROME20065
OG0001491	HELIO_08105, HELIO_08104	DROME10680, DROME10681, DROME10678, DROME10679
OG0001492	HELIO_09966	DROME03966
OG0001495	HELIO_09225	DROME13469
OG0001500	HELIO_03279	DROME13574, DROME13575, DROME13573, DROME13571, DROME13572, DROME13570
OG0001501	HELIO_09204	DROME17335, DROME17336
OG0001502	HELIO_00925	DROME08522, DROME08516, DROME08521, DROME08519, DROME08518, DROME08517, DROME08520
OG0001503	HELIO_00871	DROME04749
OG0001503	HELIO_00967	DROME03622
OG0001504	HELIO_02828, HELIO_12551	DROME21429, DROME21424, DROME21428, DROME21422
OG0001505	HELIO_01480	DROME08192
OG0001506	HELIO_05280	DROME06158, DROME06155, DROME06153, DROME06152, DROME06154, DROME06151, DROME06157, DROME06159, DROME06160, DROME06150, DROME06156
OG0001508	HELIO_05840	DROME11905
OG0001509	HELIO_11798	DROME10512, DROME10511
OG0001510	HELIO_10061	DROME00025
OG0001511	HELIO_10472	DROME00185, DROME00183, DROME00181, DROME00182, DROME00184
OG0001512	HELIO_06404	DROME19876, DROME13867, DROME13866
OG0001514	HELIO_10777	DROME14655, DROME14656, DROME14651, DROME14654, DROME14653, DROME14652, DROME14650
OG0001516	HELIO_05144	DROME13883
OG0001517	HELIO_02409	DROME03470
OG0001518	HELIO_03202	DROME10968
OG0001521	HELIO_00931	DROME01243, DROME01242
OG0001522	HELIO_00391, HELIO_11736	DROME02905, DROME02904
OG0001523	HELIO_04060	DROME11130
OG0001524	HELIO_05163	DROME06417, DROME06418
OG0001524	HELIO_01459	DROME00342, DROME00343
OG0001525	HELIO_07734	DROME04644, DROME04645, DROME06563, DROME06562, DROME04650, DROME04646, DROME04647, DROME04648, DROME05288
OG0001526	HELIO_03062	DROME05114, DROME05113, DROME05111, DROME05117, DROME05112, DROME05115, DROME05116, DROME05109, DROME05110
OG0001527	HELIO_04544	DROME15289
OG0001527	HELIO_10434	DROME00338
OG0001528	HELIO_02093	DROME09325
OG0001529	HELIO_08747	DROME07602, DROME07601
OG0001530	HELIO_09208	DROME01073
OG0001531	HELIO_03563	DROME10267, DROME10266
OG0001532	HELIO_07182	DROME20201
OG0001546	HELIO_10092	DROME13625, DROME13628, DROME13624, DROME13627, DROME13626, DROME13623
OG0001549	HELIO_10410	DROME13343, DROME13345, DROME13344
OG0001551	HELIO_02886	DROME08057
OG0001553	HELIO_04975	DROME02123, DROME02122
OG0001554	HELIO_02815	DROME16741
OG0001556	HELIO_02204	DROME10072, DROME10071
OG0001557	HELIO_05083	DROME20902, DROME20901
OG0001557	HELIO_06596	DROME07367
OG0001558	HELIO_02760	DROME19656, DROME19657
OG0001559	HELIO_06123	DROME02902
OG0001561	HELIO_08393	DROME04222
OG0001563	HELIO_06290, HELIO_06516	DROME03209
OG0001565	HELIO_12328	DROME18953, DROME18978
OG0001567	HELIO_06880	DROME19417, DROME19416
OG0001568	HELIO_05132	DROME19219
OG0001569	HELIO_09196	DROME03783
OG0001570	HELIO_02540	DROME13692
OG0001572	HELIO_04693	DROME11998
OG0001574	HELIO_05607	DROME21965, DROME21966, DROME21964, DROME21967
OG0001575	HELIO_03584, HELIO_05293	DROME14105, DROME14107, DROME14106, DROME14108
OG0001576	HELIO_11858	DROME08048, DROME08043, DROME08045, DROME08044, DROME08047, DROME08046, DROME08049
OG0001580	HELIO_11365	DROME10962, DROME10960, DROME10959, DROME10957, DROME10956, DROME10963, DROME10961, DROME10958
OG0001582	HELIO_04387	DROME15756, DROME15757
OG0001583	HELIO_12114	DROME08180, DROME08179
OG0001584	HELIO_10513, HELIO_05589	DROME19782
OG0001589	HELIO_12278	DROME16983, DROME16982, DROME16981, DROME09858
OG0001590	HELIO_11606, HELIO_02516	DROME14234, DROME13421
OG0001593	HELIO_04977	DROME06841, DROME06840
OG0001594	HELIO_11160	DROME05350, DROME05351, DROME05349
OG0001597	HELIO_04679	DROME12080
OG0001599	HELIO_02009	DROME14559
OG0001600	HELIO_00399	DROME19005
OG0001602	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749	DROME20799, DROME20798, DROME20797, DROME20795, DROME20801, DROME20800, DROME20796
OG0001603	HELIO_02249	DROME05748, DROME05749
OG0001604	HELIO_12168	DROME15595, DROME15593, DROME15592, DROME15594
OG0001606	HELIO_11612	DROME01628
OG0001608	HELIO_09014, HELIO_09013	DROME03108, DROME03117, DROME03110, DROME03116, DROME03113, DROME03115, DROME03118, DROME03114, DROME03109, DROME03119, DROME03111, DROME03112, DROME03121, DROME07455
OG0001609	HELIO_04479	DROME13801, DROME13802, DROME13800
OG0001609	HELIO_00769	DROME09555
OG0001610	HELIO_06066	DROME06881
OG0001611	HELIO_10992	DROME07510, DROME07509, DROME07511
OG0001612	HELIO_09022	DROME07050, DROME07049
OG0001614	HELIO_09695	DROME14120
OG0001614	HELIO_09277	DROME17646
OG0001615	HELIO_04146	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809
OG0001617	HELIO_03713	DROME13150, DROME13151
OG0001620	HELIO_04031	DROME01154, DROME01153, DROME01150, DROME01151
OG0001621	HELIO_05621, HELIO_05048	DROME19943, DROME19942, DROME19944
OG0001623	HELIO_12088	DROME05390, DROME05391, DROME05392, DROME05025, DROME06770, DROME11013, DROME11014, DROME00601, DROME13253, DROME13252, DROME13251
OG0001624	HELIO_06828	DROME08385, DROME08387, DROME08386, DROME08384
OG0001625	HELIO_03741	DROME08855
OG0001627	HELIO_03358	DROME17716, DROME17715
OG0001628	HELIO_11311	DROME21766
OG0001628	HELIO_03654	DROME21765
OG0001629	HELIO_11337	DROME03998, DROME03999, DROME03997
OG0001630	HELIO_11857	DROME10692
OG0001634	HELIO_00787	DROME06767
OG0001635	HELIO_00639	DROME10448, DROME10445, DROME10444, DROME10446, DROME10447, DROME10443
OG0001636	HELIO_06373	DROME21027, DROME21028
OG0001638	HELIO_10751	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415
OG0001639	HELIO_03546	DROME01523, DROME01525, DROME01524
OG0001642	HELIO_00859, HELIO_00858	DROME09872
OG0001643	HELIO_03459	DROME03424, DROME03423, DROME03425
OG0001644	HELIO_10610	DROME05204
OG0001651	HELIO_08544	DROME01946
OG0001652	HELIO_06903	DROME14027, DROME14026, DROME19080
OG0001653	HELIO_02536	DROME03945, DROME03944, DROME03946
OG0001654	HELIO_00734, HELIO_02525	DROME10713, DROME00082, DROME00084, DROME00083, DROME00085
OG0001655	HELIO_08331	DROME11541, DROME11542
OG0001656	HELIO_09773	DROME12672
OG0001657	HELIO_09713	DROME16951
OG0001658	HELIO_10076	DROME02670
OG0001659	HELIO_01989, HELIO_01990	DROME15493, DROME15496, DROME15495, DROME15492, DROME15494
OG0001660	HELIO_04664	DROME01600, DROME01597, DROME01598, DROME01599
OG0001663	HELIO_06205, HELIO_04184	DROME17604, DROME17603
OG0001664	HELIO_08200	DROME03276
OG0001665	HELIO_08876	DROME21335, DROME21336
OG0001665	HELIO_01144	DROME03860, DROME03861, DROME03859
OG0001666	HELIO_07524, HELIO_03742	DROME08411, DROME08412, DROME08410, DROME08413, DROME08414
OG0001670	HELIO_10177, HELIO_03065	DROME15734, DROME15735
OG0001671	HELIO_08266	DROME06393, DROME06394, DROME06396, DROME06395
OG0001672	HELIO_11405	DROME04869, DROME04868, DROME04867
OG0001673	HELIO_05452	DROME15611, DROME15610
OG0001675	HELIO_05454	DROME07179, DROME07181, DROME07180
OG0001676	HELIO_09106	DROME15959, DROME15958, DROME15960
OG0001677	HELIO_10400	DROME14874
OG0001680	HELIO_00317	DROME20427
OG0001683	HELIO_10892	DROME04416, DROME04417, DROME04415
OG0001684	HELIO_11576	DROME15541
OG0001685	HELIO_02127	DROME10450
OG0001688	HELIO_04799	DROME20991, DROME20989
OG0001689	HELIO_03264, HELIO_04701	DROME21861, DROME21859
OG0001691	HELIO_03141	DROME07542, DROME07543, DROME07544, DROME07545
OG0001692	HELIO_03302	DROME00090, DROME00091
OG0001703	HELIO_06858, HELIO_11018, HELIO_02242	DROME06470, DROME06469
OG0001706	HELIO_03225	DROME01112
OG0001707	HELIO_04517	DROME04786, DROME04787
OG0001708	HELIO_01586	DROME10362, DROME14608, DROME16704
OG0001711	HELIO_09636	DROME16692, DROME16691, DROME16690
OG0001712	HELIO_09358, HELIO_09359	DROME09055, DROME09057, DROME09056, DROME09058, DROME09059
OG0001713	HELIO_10733	DROME20630
OG0001714	HELIO_10062	DROME06892
OG0001714	HELIO_01478	DROME13258, DROME13259
OG0001718	HELIO_08374	DROME18626, DROME18625, DROME18627
OG0001720	HELIO_01666	DROME07093, DROME07094, DROME07095
OG0001721	HELIO_04710	DROME21093, DROME21094
OG0001723	HELIO_03904	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236
OG0001724	HELIO_09512	DROME16764, DROME16765, DROME16766, DROME16767
OG0001726	HELIO_12477	DROME01038, DROME01035, DROME01037, DROME01036
OG0001727	HELIO_00379	DROME01511, DROME01510, DROME01513, DROME01512
OG0001728	HELIO_06859	DROME19385
OG0001729	HELIO_07800	DROME04994, DROME04995, DROME04996
OG0001730	HELIO_09660	DROME08359, DROME08358, DROME08360, DROME08361
OG0001731	HELIO_04109	DROME16558
OG0001732	HELIO_08312	DROME05765, DROME05764, DROME05766
OG0001733	HELIO_06708, HELIO_05078	DROME12129, DROME11165
OG0001735	HELIO_08576	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045
OG0001736	HELIO_04175	DROME04354, DROME04355
OG0001738	HELIO_00898	DROME19892
OG0001739	HELIO_08138	DROME17504, DROME18573, DROME08124
OG0001744	HELIO_00852	DROME16508
OG0001746	HELIO_10565	DROME21748
OG0001747	HELIO_09412	DROME14222, DROME14221, DROME02413
OG0001749	HELIO_08042	DROME14967, DROME14968
OG0001750	HELIO_09724	DROME06453
OG0001751	HELIO_11274	DROME13918
OG0001752	HELIO_07873	DROME16905, DROME16904, DROME16907, DROME16906
OG0001754	HELIO_12416	DROME14611, DROME14610, DROME14612, DROME06495, DROME17387, DROME17388, DROME17389
OG0001755	HELIO_03611	DROME01391, DROME01389, DROME01390, DROME01388, DROME01392
OG0001760	HELIO_10686	DROME19343, DROME19342
OG0001768	HELIO_00339	DROME14966
OG0001769	HELIO_00478	DROME08613
OG0001769	HELIO_05705	DROME15632, DROME15631
OG0001770	HELIO_10082	DROME12526, DROME12525
OG0001774	HELIO_11501	DROME16288
OG0001774	HELIO_04350	DROME17117, DROME17119, DROME17118
OG0001775	HELIO_07189	DROME03798
OG0001776	HELIO_07496	DROME13827, DROME13826, DROME13825, DROME13824
OG0001779	HELIO_06492	DROME15364
OG0001780	HELIO_10081	DROME12052
OG0001781	HELIO_09978	DROME05960
OG0001781	HELIO_01738	DROME03304
OG0001783	HELIO_02058	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578
OG0001785	HELIO_04363	DROME20701, DROME20700
OG0001786	HELIO_11267	DROME14974, DROME14975
OG0001787	HELIO_11607	DROME15226
OG0001789	HELIO_10048, HELIO_10049	DROME15206, DROME15202, DROME15200, DROME15204
OG0001792	HELIO_03262	DROME20324
OG0001793	HELIO_05244	DROME16987
OG0001793	HELIO_10291	DROME21922
OG0001794	HELIO_08343, HELIO_00138	DROME06075, DROME11897, DROME11898, DROME11899, DROME11900, DROME14777, DROME14776
OG0001798	HELIO_12260	DROME07480
OG0001799	HELIO_09682	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613
OG0001800	HELIO_04276	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757
OG0001804	HELIO_02895	DROME18434, DROME18435, DROME18433, DROME18432
OG0001805	HELIO_06016	DROME11510, DROME11511
OG0001806	HELIO_02144	DROME09050, DROME15347, DROME15346
OG0001807	HELIO_02837	DROME02930, DROME02931, DROME02932
OG0001809	HELIO_10155	DROME10117, DROME10116
OG0001810	HELIO_10709	DROME12471
OG0001813	HELIO_03146, HELIO_03147	DROME18651
OG0001815	HELIO_12005	DROME13080, DROME13081, DROME13079
OG0001816	HELIO_05248	DROME01873
OG0001818	HELIO_10184	DROME09141
OG0001819	HELIO_03116	DROME00545
OG0001820	HELIO_08557, HELIO_09627	DROME08719, DROME08720
OG0001821	HELIO_08607	DROME10515, DROME10514
OG0001822	HELIO_05027	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806
OG0001825	HELIO_02386	DROME08707, DROME08708, DROME08709
OG0001826	HELIO_08793	DROME04636, DROME04635, DROME04634, DROME04637
OG0001827	HELIO_08093	DROME14163
OG0001830	HELIO_10008	DROME21176, DROME21177, DROME21178, DROME21179
OG0001831	HELIO_06925	DROME16694, DROME16695, DROME16696
OG0001832	HELIO_12779, HELIO_12753	DROME11192
OG0001834	HELIO_07484	DROME21762, DROME21761, DROME21760
OG0001846	HELIO_07000	DROME07140
OG0001848	HELIO_08439	DROME18633, DROME18634
OG0001849	HELIO_12087	DROME12958
OG0001850	HELIO_06095	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387
OG0001851	HELIO_10531	DROME00207
OG0001853	HELIO_07750	DROME09289, DROME09287, DROME09286
OG0001857	HELIO_11313	DROME04659, DROME04661, DROME04660, DROME04662
OG0001858	HELIO_10444	DROME10616, DROME10617, DROME10615
OG0001860	HELIO_02411	DROME00108, DROME00107
OG0001861	HELIO_11038	DROME09171, DROME09172
OG0001862	HELIO_03770	DROME16221
OG0001863	HELIO_05463	DROME11185
OG0001864	HELIO_11876	DROME05862, DROME05863, DROME05861
OG0001866	HELIO_08400	DROME07682
OG0001867	HELIO_02515	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416
OG0001868	HELIO_06158	DROME01267, DROME01268, DROME01269, DROME01264, DROME01265, DROME01263, DROME01266
OG0001869	HELIO_03150	DROME10728
OG0001869	HELIO_04326	DROME13212, DROME13213
OG0001870	HELIO_11367	DROME02885
OG0001874	HELIO_01670	DROME06960
OG0001875	HELIO_10950	DROME02032
OG0001876	HELIO_04432, HELIO_01518	DROME07527, DROME07524, DROME07531, DROME07529, DROME07526, DROME07530, DROME07525, DROME07528, DROME07533, DROME07532
OG0001877	HELIO_09122	DROME04518
OG0001878	HELIO_05924	DROME14881, DROME14882
OG0001881	HELIO_11210	DROME18345, DROME18344
OG0001883	HELIO_04758	DROME19927
OG0001884	HELIO_09046	DROME01695, DROME01697, DROME01694, DROME01696
OG0001886	HELIO_07679	DROME14413
OG0001887	HELIO_12128	DROME16050
OG0001888	HELIO_08194	DROME11501, DROME11500, DROME11503, DROME11502
OG0001889	HELIO_09642	DROME06696
OG0001890	HELIO_02855	DROME08594, DROME08593
OG0001892	HELIO_12711, HELIO_06517	DROME21925, DROME21924, DROME21923
OG0001893	HELIO_11263	DROME02220
OG0001896	HELIO_02398, HELIO_02399	DROME18783
OG0001897	HELIO_10470, HELIO_10469	DROME10380
OG0001898	HELIO_04077, HELIO_12763	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330
OG0001899	HELIO_05952	DROME17597, DROME17598, DROME17599
OG0001900	HELIO_03722	DROME07202
OG0001901	HELIO_12147, HELIO_04211	DROME14282
OG0001903	HELIO_08222	DROME10026
OG0001913	HELIO_10845	DROME20114, DROME20115
OG0001915	HELIO_02308	DROME15601
OG0001916	HELIO_08357	DROME12396
OG0001917	HELIO_00213	DROME05027, DROME05026
OG0001918	HELIO_07821	DROME00884
OG0001919	HELIO_06163	DROME17341
OG0001920	HELIO_09697	DROME06144, DROME06145, DROME06143, DROME06141, DROME06142, DROME06139, DROME06138, DROME06137, DROME06140
OG0001923	HELIO_01788	DROME13928
OG0001925	HELIO_10825	DROME18212, DROME18210, DROME18211
OG0001926	HELIO_02998	DROME02334
OG0001927	HELIO_04718	DROME06807
OG0001929	HELIO_05265	DROME20439, DROME20440
OG0001932	HELIO_03169	DROME07500, DROME07499, DROME07504, DROME07502, DROME07503, DROME07501
OG0001934	HELIO_02521	DROME11858
OG0001935	HELIO_02583	DROME05228
OG0001938	HELIO_02477, HELIO_06716, HELIO_04080, HELIO_02478, HELIO_04081, HELIO_02479	DROME15196, DROME15195, DROME15198, DROME15197
OG0001940	HELIO_03882	DROME20166
OG0001941	HELIO_08395	DROME09362, DROME09360, DROME09361
OG0001942	HELIO_07609, HELIO_06576	DROME12925, DROME12924
OG0001943	HELIO_10645	DROME05587, DROME05589, DROME05586, DROME05588
OG0001945	HELIO_03288	DROME09755, DROME09756, DROME22094, DROME20436
OG0001946	HELIO_08201	DROME09729
OG0001947	HELIO_03774	DROME14837
OG0001949	HELIO_12106	DROME05190
OG0001951	HELIO_04565	DROME01080, DROME01079, DROME01078, DROME07934
OG0001952	HELIO_02821	DROME00559, DROME00560
OG0001953	HELIO_05793	DROME10526, DROME10527, DROME10525, DROME10528
OG0001956	HELIO_08427	DROME18759
OG0001957	HELIO_11767	DROME16952, DROME16955, DROME16953, DROME16954
OG0001958	HELIO_07906	DROME01945
OG0001959	HELIO_08251, HELIO_08252	DROME00523, DROME00522
OG0001960	HELIO_12360	DROME07743, DROME07742, DROME07741, DROME07744
OG0001961	HELIO_03253	DROME02025, DROME02026
OG0001962	HELIO_05917	DROME21069, DROME21068, DROME21070, DROME15324
OG0001963	HELIO_02883	DROME19777, DROME19776
OG0001964	HELIO_02293	DROME13701, DROME13700, DROME13699
OG0001965	HELIO_01378	DROME13659
OG0001967	HELIO_10256	DROME07305
OG0001968	HELIO_10670	DROME04032
OG0001971	HELIO_09862	DROME18313
